TABNAME,FIELDNAME,AS4LOCAL,AS4VERS,FORTABLE,FORKEY,CHECKTABLE,CHECKFIELD
BSIK,REBZT,A,0000,,,,REBZT
BSIK,STCEG,A,0000,,,,STCEG
BSIK,EGBLD,A,0000,,,T005,EGBLD
BSIK,EGLLD,A,0000,,,T005,EGLLD
BSIK,QSZNR,A,0000,,,,QSZNR
BSIK,QSFBT,A,0000,,,,QSFBT
BSIK,XINVE,A,0000,,,,XINVE
BSIK,Value,A,0000,,,Description,Value
BSIK,PROJK,A,0000,,,,PROJK
BSIK,FIPOS,A,0000,,,,FIPOS
BSIK,NPLNR,A,0000,,,,NPLNR
BSIK,AUFPL,A,0000,,,,AUFPL
BSIK,APLZL,A,0000,,,,APLZL
BSIK,XEGDR,A,0000,,,,XEGDR
BSIK,Value,A,0000,,,Description,Value
BSIK,DMBE2,A,0000,,,,DMBE2
BSIK,DMBE3,A,0000,,,,DMBE3
BSIK,DMB21,A,0000,,,,DMB21
BSIK,DMB22,A,0000,,,,DMB22
BSIK,DMB23,A,0000,,,,DMB23
BSIK,DMB31,A,0000,,,,DMB31
BSIK,DMB32,A,0000,,,,DMB32
BSIK,DMB33,A,0000,,,,DMB33
BSIK,MWST2,A,0000,,,,MWST2
BSIK,MWST3,A,0000,,,,MWST3
BSIK,SKNT2,A,0000,,,,SKNT2
BSIK,SKNT3,A,0000,,,,SKNT3
BSIK,BDIF3,A,0000,,,,BDIF3
BSIK,XRAGL,A,0000,,,,XRAGL
BSIK,Value,A,0000,,,Description,Value
BSIK,RSTGR,A,0000,,,T053R,RSTGR
BSIK,UZAWE,A,0000,,,T042F,UZAWE
BSIK,KOSTL,A,0000,,,,KOSTL
BSIK,LNRAN,A,0000,,,ANEK,LNRAN
BSIK,XSTOV,A,0000,,,,XSTOV
BSIK,Value,A,0000,,,Description,Value
BSIK,KZBTR,A,0000,,,,KZBTR
BSIK,XREF1,A,0000,,,,XREF1
BSIK,XREF2,A,0000,,,,XREF2
BSIK,XARCH,A,0000,,,,XARCH
BSIK,Value,A,0000,,,Description,Value
BSIK,PSWSL,A,0000,,,TCURC,PSWSL
BSIK,PSWBT,A,0000,,,,PSWBT
BSIK,IMKEY,A,0000,,,,IMKEY
BSIK,ZEKKN,A,0000,,,,ZEKKN
BSIK,FISTL,A,0000,,,,FISTL
BSIK,GEBER,A,0000,,,,GEBER
BSIK,DABRZ,A,0000,,,,DABRZ
BSIK,XNEGP,A,0000,,,,XNEGP
BSIK,Value,A,0000,,,Description,Value
BSIK,EMPFB,A,0000,,,,EMPFB
BSIK,PRCTR,A,0000,,,,PRCTR
BSIK,XREF3,A,0000,,,,XREF3
BSIK,DTWS1,A,0000,,,,DTWS1
BSIK,DTWS2,A,0000,,,,DTWS2
BSIK,DTWS3,A,0000,,,,DTWS3
BSIK,DTWS4,A,0000,,,,DTWS4
BSIK,XPYPR,A,0000,,,,XPYPR
BSIK,Value,A,0000,,,Description,Value
BSIK,KIDNO,A,0000,,,,KIDNO
BSIK,PYCUR,A,0000,,,TCURC,PYCUR
BSIK,PYAMT,A,0000,,,,PYAMT
BSIK,BUPLA,A,0000,,,J_1BBRANCH,BUPLA
BSIK,SECCO,A,0000,,,SECCODE,SECCO
BSIK,PPDIFF,A,0000,,,,PPDIFF
BSIK,PPDIF2,A,0000,,,,PPDIF2
BSIK,PPDIF3,A,0000,,,,PPDIF3
BSIK,PENLC1,A,0000,,,,PENLC1
BSIK,PENLC2,A,0000,,,,PENLC2
BSIK,PENLC3,A,0000,,,,PENLC3
BSIK,PENFC,A,0000,,,,PENFC
BSIK,PENDAYS,A,0000,,,,PENDAYS
BSIK,PENRC,A,0000,,,,PENRC
BSIK,VERTT,A,0000,,,,VERTT
BSIK,Value,A,0000,,,Description,Value
BSIK,VERTN,A,0000,,,,VERTN
BSIK,VBEWA,A,0000,,,,VBEWA
BSIK,KBLNR,A,0000,,,,KBLNR
BSIK,KBLPOS,A,0000,,,,KBLPOS
BSIK,GRANT_NBR,A,0000,,,,GRANT_NBR
BSIK,GMVKZ,A,0000,,,,GMVKZ
BSIK,Value,A,0000,,,Description,Value
BSIK,SRTYPE,A,0000,,,,SRTYPE
BSIK,Value,A,0000,,,Description,Value
BSIK,LOTKZ,A,0000,,,,LOTKZ
BSIK,ZINKZ,A,0000,,,,ZINKZ
BSIK,Value,A,0000,,,Description,Value
BSIK,FKBER,A,0000,,,,FKBER
BSIK,INTRENO,A,0000,,,,INTRENO
BSIK,PPRCT,A,0000,,,,PPRCT
BSIK,BUZID,A,0000,,,,BUZID
BSIK,AUGGJ,A,0000,,,,AUGGJ
BSIK,HKTID,A,0000,,,,HKTID
BSIK,BUDGET_PD,A,0000,,,,BUDGET_PD
BSIK,KONTT,A,0000,,,,KONTT
BSIK,KONTL,A,0000,,,,KONTL
BSIK,UEBGDAT,A,0000,,,,UEBGDAT
BSIK,VNAME,A,0000,,,T8JV,VNAME
BSIK,EGRUP,A,0000,,,T8JF,EGRUP
BSIK,BTYPE,A,0000,,,T8JA,BTYPE
BSIK,OIEXGNUM,A,0000,,,,OIEXGNUM
BSIK,OINETCYC,A,0000,,,,OINETCYC
BSIK,OIEXGTYP,A,0000,,,,OIEXGTYP
BSIK,PROPMANO,A,0000,,,,PROPMANO
BSIK,Table,A,0000,,,Foreign key table,Table
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
BSIK,BSIK,A,0000,,,BSIK,BSIK
CDHDR,MANDANT,A,0000,,,T000,MANDANT
CDHDR,OBJECTCLAS,A,0000,,,,OBJECTCLAS
CDHDR,OBJECTID,A,0000,,,,OBJECTID
CDHDR,CHANGENR,A,0000,,,,CHANGENR
CDHDR,USERNAME,A,0000,,,,USERNAME
CDHDR,UDATE,A,0000,,,,UDATE
CDHDR,UTIME,A,0000,,,,UTIME
CDHDR,TCODE,A,0000,,,TSTC,TCODE
CDHDR,PLANCHNGNR,A,0000,,,,PLANCHNGNR
CDHDR,ACT_CHNGNO,A,0000,,,,ACT_CHNGNO
CDHDR,WAS_PLANND,A,0000,,,,WAS_PLANND
CDHDR,Value,A,0000,,,Description,Value
CDHDR,CHANGE_IND,A,0000,,,,CHANGE_IND
CDHDR,Value,A,0000,,,Description,Value
CDHDR,LANGU,A,0000,,,,LANGU
CDHDR,VERSION,A,0000,,,,VERSION
CDHDR,Table,A,0000,,,Foreign key table,Table
CDHDR,CDHDR,A,0000,,,CDHDR,CDHDR
CDHDR,CDHDR,A,0000,,,CDHDR,CDHDR
CDPOS,MANDANT,A,0000,,,T000,MANDANT
CDPOS,OBJECTCLAS,A,0000,,,,OBJECTCLAS
CDPOS,OBJECTID,A,0000,,,,OBJECTID
CDPOS,CHANGENR,A,0000,,,CDHDR,CHANGENR
CDPOS,TABNAME,A,0000,,,,TABNAME
CDPOS,TABKEY,A,0000,,,,TABKEY
CDPOS,FNAME,A,0000,,,,FNAME
CDPOS,CHNGIND,A,0000,,,,CHNGIND
CDPOS,Value,A,0000,,,Description,Value
CDPOS,TEXT_CASE,A,0000,,,,TEXT_CASE
CDPOS,Value,A,0000,,,Description,Value
CDPOS,UNIT_OLD,A,0000,,,,UNIT_OLD
CDPOS,UNIT_NEW,A,0000,,,,UNIT_NEW
CDPOS,CUKY_OLD,A,0000,,,TCURC,CUKY_OLD
CDPOS,CUKY_NEW,A,0000,,,TCURC,CUKY_NEW
CDPOS,VALUE_NEW,A,0000,,,,VALUE_NEW
CDPOS,VALUE_OLD,A,0000,,,,VALUE_OLD
CDPOS,Table,A,0000,,,Foreign key table,Table
CDPOS,CDPOS,A,0000,,,CDPOS,CDPOS
CDPOS,CDPOS,A,0000,,,CDPOS,CDPOS
CDPOS,CDPOS,A,0000,,,CDPOS,CDPOS
CDPOS,CDPOS,A,0000,,,CDPOS,CDPOS
CDPOS,CDPOS,A,0000,,,CDPOS,CDPOS
CDPOS,CDPOS,A,0000,,,CDPOS,CDPOS
CDPOS,CDPOS,A,0000,,,CDPOS,CDPOS
CDPOS,CDPOS,A,0000,,,CDPOS,CDPOS
CDPOS,CDPOS,A,0000,,,CDPOS,CDPOS
COBK,MANDT,A,0000,,,T000,MANDT
COBK,KOKRS,A,0000,,,TKA01,KOKRS
COBK,BELNR,A,0000,,,,BELNR
COBK,GJAHR,A,0000,,,,GJAHR
COBK,VERSN,A,0000,,,TKA09,VERSN
COBK,VRGNG,A,0000,,,TJ01,VRGNG
COBK,TIMESTMP,A,0000,,,,TIMESTMP
COBK,PERAB,A,0000,,,,PERAB
COBK,PERBI,A,0000,,,,PERBI
COBK,BLDAT,A,0000,,,,BLDAT
COBK,BUDAT,A,0000,,,,BUDAT
COBK,CPUDT,A,0000,,,,CPUDT
COBK,USNAM,A,0000,,,,USNAM
COBK,BLTXT,A,0000,,,,BLTXT
COBK,STFLG,A,0000,,,,STFLG
COBK,Value,A,0000,,,Description,Value
COBK,STOKZ,A,0000,,,,STOKZ
COBK,Value,A,0000,,,Description,Value
COBK,REFBT,A,0000,,,,REFBT
COBK,Value,A,0000,,,Description,Value
COBK,REFBN,A,0000,,,,REFBN
COBK,REFBK,A,0000,,,T001,REFBK
COBK,REFGJ,A,0000,,,,REFGJ
COBK,BLART,A,0000,,,T003,BLART
COBK,ORGVG,A,0000,,,T022,ORGVG
COBK,SUMBZ,A,0000,,,,SUMBZ
COBK,DELBZ,A,0000,,,,DELBZ
COBK,WSDAT,A,0000,,,,WSDAT
COBK,KURST,A,0000,,,TCURV,KURST
COBK,VARNR,A,0000,,,,VARNR
COBK,KWAER,A,0000,,,TCURC,KWAER
COBK,CTYP1,A,0000,,,,CTYP1
COBK,Value,A,0000,,,Description,Value
COBK,CTYP2,A,0000,,,,CTYP2
COBK,Value,A,0000,,,Description,Value
COBK,CTYP3,A,0000,,,,CTYP3
COBK,Value,A,0000,,,Description,Value
COBK,CTYP4,A,0000,,,,CTYP4
COBK,Value,A,0000,,,Description,Value
COBK,AWTYP,A,0000,,,,AWTYP
COBK,AWORG,A,0000,,,,AWORG
COBK,LOGSYSTEM,A,0000,,,TBDLS,LOGSYSTEM
COBK,CPUTM,A,0000,,,,CPUTM
COBK,ALEBZ,A,0000,,,,ALEBZ
COBK,ALEBN,A,0000,,,,ALEBN
COBK,AWSYS,A,0000,,,,AWSYS
COBK,AWREF_REV,A,0000,,,,AWREF_REV
COBK,AWORG_REV,A,0000,,,,AWORG_REV
COBK,VALDT,A,0000,,,,VALDT
COBK,Table,A,0000,,,Foreign key table,Table
COBK,COBK,A,0000,,,COBK_KEY,COBK
COBK,COBK,A,0000,,,COBK,COBK
COBK,COBK,A,0000,,,COBK,COBK
COBK,COBK,A,0000,,,COBK,COBK
COBK,COBK,A,0000,,,COBK_KEY,COBK
COBK,COBK,A,0000,,,COBK,COBK
COBK,COBK,A,0000,,,COBK_KEY,COBK
COBK,COBK,A,0000,,,COBK,COBK
COBK,COBK,A,0000,,,COBK,COBK
COBK,COBK,A,0000,,,COBK,COBK
COBK,COBK,A,0000,,,COBK,COBK
COBK,COBK,A,0000,,,COBK_KEY,COBK
COBK,COBK,A,0000,,,COBK,COBK
COBK,COBK,A,0000,,,COBK,COBK
COBK,COBK,A,0000,,,COBK,COBK
COBK,COBK,A,0000,,,COBK,COBK
COBK,COBK,A,0000,,,COBK,COBK
COEP,MANDT,A,0000,,,T000,MANDT
COEP,KOKRS,A,0000,,,TKA01,KOKRS
COEP,BELNR,A,0000,,,COBK,BELNR
COEP,BUZEI,A,0000,,,,BUZEI
COEP,PERIO,A,0000,,,,PERIO
COEP,WTGBTR,A,0000,,,,WTGBTR
COEP,WOGBTR,A,0000,,,,WOGBTR
COEP,WKGBTR,A,0000,,,,WKGBTR
COEP,WKFBTR,A,0000,,,,WKFBTR
COEP,PAGBTR,A,0000,,,,PAGBTR
COEP,PAFBTR,A,0000,,,,PAFBTR
COEP,MEGBTR,A,0000,,,,MEGBTR
COEP,MEFBTR,A,0000,,,,MEFBTR
COEP,MBGBTR,A,0000,,,,MBGBTR
COEP,MBFBTR,A,0000,,,,MBFBTR
COEP,LEDNR,A,0000,,,,LEDNR
COEP,Value,A,0000,,,Description,Value
COEP,OBJNR,A,0000,,,ONR00,OBJNR
COEP,GJAHR,A,0000,,,,GJAHR
COEP,WRTTP,A,0000,,,,WRTTP
COEP,Value,A,0000,,,Description,Value
COEP,VERSN,A,0000,,,TKA09,VERSN
COEP,KSTAR,A,0000,,,CSKA,KSTAR
COEP,HRKFT,A,0000,,,COKEY,HRKFT
COEP,VRGNG,A,0000,,,TJ01,VRGNG
COEP,PAROB,A,0000,,,ONR00,PAROB
COEP,PAROB1,A,0000,,,ONR00,PAROB1
COEP,USPOB,A,0000,,,ONR00,USPOB
COEP,VBUND,A,0000,,,T880,VBUND
COEP,PARGB,A,0000,,,TGSB,PARGB
COEP,BEKNZ,A,0000,,,,BEKNZ
COEP,Value,A,0000,,,Description,Value
COEP,TWAER,A,0000,,,TCURC,TWAER
COEP,OWAER,A,0000,,,TCURC,OWAER
COEP,MEINH,A,0000,,,T006,MEINH
COEP,MEINB,A,0000,,,T006,MEINB
COEP,MVFLG,A,0000,,,,MVFLG
COEP,Value,A,0000,,,Description,Value
COEP,SGTXT,A,0000,,,,SGTXT
COEP,REFBZ,A,0000,,,,REFBZ
COEP,ZLENR,A,0000,,,,ZLENR
COEP,BW_REFBZ,A,0000,,,,BW_REFBZ
COEP,GKONT,A,0000,,,,GKONT
COEP,GKOAR,A,0000,,,,GKOAR
COEP,Value,A,0000,,,Description,Value
COEP,WERKS,A,0000,,,T001W,WERKS
COEP,MATNR,A,0000,,,MARA,MATNR
COEP,RBEST,A,0000,,,,RBEST
COEP,Value,A,0000,,,Description,Value
COEP,EBELN,A,0000,,,,EBELN
COEP,EBELP,A,0000,,,,EBELP
COEP,ZEKKN,A,0000,,,,ZEKKN
COEP,ERLKZ,A,0000,,,,ERLKZ
COEP,Value,A,0000,,,Description,Value
COEP,PERNR,A,0000,,,,PERNR
COEP,BTRKL,A,0000,,,,BTRKL
COEP,OBJNR_N1,A,0000,,,ONR00,OBJNR_N1
COEP,OBJNR_N2,A,0000,,,ONR00,OBJNR_N2
COEP,OBJNR_N3,A,0000,,,ONR00,OBJNR_N3
COEP,PAOBJNR,A,0000,,,,PAOBJNR
COEP,BELTP,A,0000,,,,BELTP
COEP,Value,A,0000,,,Description,Value
COEP,BUKRS,A,0000,,,T001,BUKRS
COEP,GSBER,A,0000,,,TGSB,GSBER
COEP,FKBER,A,0000,,,TFKB,FKBER
COEP,SCOPE,A,0000,,,,SCOPE
COEP,Value,A,0000,,,Description,Value
COEP,LOGSYSO,A,0000,,,TBDLS,LOGSYSO
COEP,PKSTAR,A,0000,,,,PKSTAR
COEP,PBUKRS,A,0000,,,T001,PBUKRS
COEP,PFKBER,A,0000,,,TFKB,PFKBER
COEP,PSCOPE,A,0000,,,,PSCOPE
COEP,Value,A,0000,,,Description,Value
COEP,LOGSYSP,A,0000,,,TBDLS,LOGSYSP
COEP,DABRZ,A,0000,,,,DABRZ
COEP,BWSTRAT,A,0000,,,,BWSTRAT
COEP,Value,A,0000,,,Description,Value
COEP,OBJNR_HK,A,0000,,,,OBJNR_HK
COEP,TIMESTMP,A,0000,,,,TIMESTMP
COEP,QMNUM,A,0000,,,,QMNUM
COEP,GEBER,A,0000,,,,GEBER
COEP,PGEBER,A,0000,,,,PGEBER
COEP,GRANT_NBR,A,0000,,,,GRANT_NBR
COEP,PGRANT_NBR,A,0000,,,,PGRANT_NBR
COEP,REFBZ_FI,A,0000,,,,REFBZ_FI
COEP,SEGMENT,A,0000,,,FAGL_SEGM,SEGMENT
COEP,PSEGMENT,A,0000,,,FAGL_SEGM,PSEGMENT
COEP,BUDGET_PD,A,0000,,,,BUDGET_PD
COEP,PBUDGET_PD,A,0000,,,,PBUDGET_PD
COEP,PRODPER,A,0000,,,,PRODPER
COEP,Z_PRS_OFFSHORE,A,0000,,,,Z_PRS_OFFSHORE
COEP,Value,A,0000,,,Description,Value
COEP,Z_PRS_BILL_FLAG,A,0000,,,,Z_PRS_BILL_FLAG
COEP,Value,A,0000,,,Description,Value
COEP,Z_PRS_COUNTRY,A,0000,,,,Z_PRS_COUNTRY
COEP,Z_PRS_CHARGELEVL,A,0000,,,,Z_PRS_CHARGELEVL
COEP,Value,A,0000,,,Description,Value
COEP,Table,A,0000,,,Foreign key table,Table
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,SYST,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,SYST,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,SYST,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,SYST,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,SYST,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,SYST,COEP
COEP,COEP,A,0000,,,COEP,COEP
COEP,COEP,A,0000,,,SYST,COEP
COEP,COEP,A,0000,,,COEP,COEP
COSP,MANDT,A,0000,,,T000,MANDT
COSP,LEDNR,A,0000,,,,LEDNR
COSP,Value,A,0000,,,Description,Value
COSP,OBJNR,A,0000,,,ONR00,OBJNR
COSP,GJAHR,A,0000,,,,GJAHR
COSP,WRTTP,A,0000,,,,WRTTP
COSP,Value,A,0000,,,Description,Value
COSP,VERSN,A,0000,,,TKA09,VERSN
COSP,KSTAR,A,0000,,,CSKA,KSTAR
COSP,HRKFT,A,0000,,,,HRKFT
COSP,VRGNG,A,0000,,,,VRGNG
COSP,VBUND,A,0000,,,T880,VBUND
COSP,PARGB,A,0000,,,TGSB,PARGB
COSP,BEKNZ,A,0000,,,,BEKNZ
COSP,Value,A,0000,,,Description,Value
COSP,TWAER,A,0000,,,TCURC,TWAER
COSP,PERBL,A,0000,,,,PERBL
COSP,MEINH,A,0000,,,T006,MEINH
COSP,WTG001,A,0000,,,,WTG001
COSP,WTG002,A,0000,,,,WTG002
COSP,WTG003,A,0000,,,,WTG003
COSP,WTG004,A,0000,,,,WTG004
COSP,WTG005,A,0000,,,,WTG005
COSP,WTG006,A,0000,,,,WTG006
COSP,WTG007,A,0000,,,,WTG007
COSP,WTG008,A,0000,,,,WTG008
COSP,WTG009,A,0000,,,,WTG009
COSP,WTG010,A,0000,,,,WTG010
COSP,WTG011,A,0000,,,,WTG011
COSP,WTG012,A,0000,,,,WTG012
COSP,WTG013,A,0000,,,,WTG013
COSP,WTG014,A,0000,,,,WTG014
COSP,WTG015,A,0000,,,,WTG015
COSP,WTG016,A,0000,,,,WTG016
COSP,WOG001,A,0000,,,,WOG001
COSP,WOG002,A,0000,,,,WOG002
COSP,WOG003,A,0000,,,,WOG003
COSP,WOG004,A,0000,,,,WOG004
COSP,WOG005,A,0000,,,,WOG005
COSP,WOG006,A,0000,,,,WOG006
COSP,WOG007,A,0000,,,,WOG007
COSP,WOG008,A,0000,,,,WOG008
COSP,WOG009,A,0000,,,,WOG009
COSP,WOG010,A,0000,,,,WOG010
COSP,WOG011,A,0000,,,,WOG011
COSP,WOG012,A,0000,,,,WOG012
COSP,WOG013,A,0000,,,,WOG013
COSP,WOG014,A,0000,,,,WOG014
COSP,WOG015,A,0000,,,,WOG015
COSP,WOG016,A,0000,,,,WOG016
COSP,WKG001,A,0000,,,,WKG001
COSP,WKG002,A,0000,,,,WKG002
COSP,WKG003,A,0000,,,,WKG003
COSP,WKG004,A,0000,,,,WKG004
COSP,WKG005,A,0000,,,,WKG005
COSP,WKG006,A,0000,,,,WKG006
COSP,WKG007,A,0000,,,,WKG007
COSP,WKG008,A,0000,,,,WKG008
COSP,WKG009,A,0000,,,,WKG009
COSP,WKG010,A,0000,,,,WKG010
COSP,WKG011,A,0000,,,,WKG011
COSP,WKG012,A,0000,,,,WKG012
COSP,WKG013,A,0000,,,,WKG013
COSP,WKG014,A,0000,,,,WKG014
COSP,WKG015,A,0000,,,,WKG015
COSP,WKG016,A,0000,,,,WKG016
COSP,WKF001,A,0000,,,,WKF001
COSP,WKF002,A,0000,,,,WKF002
COSP,WKF003,A,0000,,,,WKF003
COSP,WKF004,A,0000,,,,WKF004
COSP,WKF005,A,0000,,,,WKF005
COSP,WKF006,A,0000,,,,WKF006
COSP,WKF007,A,0000,,,,WKF007
COSP,WKF008,A,0000,,,,WKF008
COSP,WKF009,A,0000,,,,WKF009
COSP,WKF010,A,0000,,,,WKF010
COSP,WKF011,A,0000,,,,WKF011
COSP,WKF012,A,0000,,,,WKF012
COSP,WKF013,A,0000,,,,WKF013
COSP,WKF014,A,0000,,,,WKF014
COSP,WKF015,A,0000,,,,WKF015
COSP,WKF016,A,0000,,,,WKF016
COSP,PAG001,A,0000,,,,PAG001
COSP,PAG002,A,0000,,,,PAG002
COSP,PAG003,A,0000,,,,PAG003
COSP,PAG004,A,0000,,,,PAG004
COSP,PAG005,A,0000,,,,PAG005
COSP,PAG006,A,0000,,,,PAG006
COSP,PAG007,A,0000,,,,PAG007
COSP,PAG008,A,0000,,,,PAG008
COSP,PAG009,A,0000,,,,PAG009
COSP,PAG010,A,0000,,,,PAG010
COSP,PAG011,A,0000,,,,PAG011
COSP,PAG012,A,0000,,,,PAG012
COSP,PAG013,A,0000,,,,PAG013
COSP,PAG014,A,0000,,,,PAG014
COSP,PAG015,A,0000,,,,PAG015
COSP,PAG016,A,0000,,,,PAG016
COSP,MEG001,A,0000,,,,MEG001
COSP,MEG002,A,0000,,,,MEG002
COSP,MEG003,A,0000,,,,MEG003
COSP,MEG004,A,0000,,,,MEG004
COSP,MEG005,A,0000,,,,MEG005
COSP,MEG006,A,0000,,,,MEG006
COSP,MEG007,A,0000,,,,MEG007
