TABNAME,FIELDNAME,AS4LOCAL,AS4VERS,POSITION,KEYFLAG,DATATYPE,LENG,DECIMALS,DOMNAME,ROLLNAME
CSKU,LTEXT,A,0000,6,,CHAR,40,0,KLTXT,KLTXT
CSKU,MCTXT,A,0000,7,,CHAR,20,0,MCDS2,MCDS2
CSKU,Table,A,0000,8,,Foreign key field,Check table,Check field,Field,Field
CSKU,CSKU,A,0000,9,,MANDT,CSKA Cost Elements (Data Dependent on Chart of Accounts),MANDT,KSTAR,KSTAR
CSKU,CSKU,A,0000,10,,KTOPL,CSKA Cost Elements (Data Dependent on Chart of Accounts),KTOPL,KSTAR,KSTAR
CSKU,CSKU,A,0000,11,,KSTAR,CSKA Cost Elements (Data Dependent on Chart of Accounts),KSTAR,KSTAR,KSTAR
CSKU,CSKU,A,0000,12,,MANDT,T004 Directory of Charts of Accounts,MANDT,KTOPL,KTOPL
CSKU,CSKU,A,0000,13,,KTOPL,T004 Directory of Charts of Accounts,KTOPL,KTOPL,KTOPL
CSKU,CSKU,A,0000,14,,SPRAS,T002 Language Keys (Component BC-I18),SPRAS,SPRAS,SPRAS
DD02L,TABNAME,A,0000,1,X,CHAR,30,0,TABNAME,TABNAME
DD02L,AS4LOCAL,A,0000,2,,CHAR,1,0,AS4LOCAL,AS4LOCAL
DD02L,Value,A,0000,3,,A,Entry activated or generated in this form,L,Value,Value
DD02L,AS4VERS,A,0000,4,,NUMC,4,0,AS4VERS,AS4VERS
DD02L,TABCLASS,A,0000,5,,CHAR,8,0,TABCLASS,TABCLASS
DD02L,Value,A,0000,6,,TRANSP,Transparent table,INTTAB,Value,Value
DD02L,SQLTAB,A,0000,7,,CHAR,30,0,SQLAPPDTAB,SQLAPPDTAB
DD02L,DATMIN,A,0000,8,,NUMC,10,0,DATMIN,DATMIN
DD02L,DATMAX,A,0000,9,,NUMC,10,0,DATMAX,DATMAX
DD02L,DATAVG,A,0000,10,,NUMC,10,0,DATAVG,DATAVG
DD02L,CLIDEP,A,0000,11,,CHAR,1,0,CLIDEP,CLIDEP
DD02L,Value,A,0000,12,,NULL,"No client-dependence, valid throughout system",X,Value,Value
DD02L,BUFFERED,A,0000,13,,CHAR,1,0,BUFFERED,BUFFERED
DD02L,Value,A,0000,14,,NULL,' ': buffering not allowed,X,Value,Value
DD02L,COMPRFLAG,A,0000,15,,CHAR,1,0,COMPREX,COMPREX
DD02L,Value,A,0000,16,,NULL,Do not set flag,X,Value,Value
DD02L,LANGDEP,A,0000,17,,CHAR,1,0,LANGDEP,LANGDEP
DD02L,Value,A,0000,18,,NULL,Table may not contain INCLUDE to other tables,X,Value,Value
DD02L,ACTFLAG,A,0000,19,,CHAR,1,0,ACTFLAG,ACTFLAG
DD02L,Value,A,0000,20,,NULL,Start of activation or activation successful,I,Value,Value
DD02L,APPLCLASS,A,0000,21,,CHAR,4,0,APPLCLASS,APPLCLASS
DD02L,AUTHCLASS,A,0000,22,,NUMC,2,0,AUTHCLASS_,AUTHCLASS_
DD02L,Value,A,0000,23,,01,Nametab generation not in online (only via C program),02,Value,Value
DD02L,AS4USER,A,0000,24,,CHAR,12,0,AS4USER,AS4USER
DD02L,AS4DATE,A,0000,25,,DATS,8,0,AS4DATE,AS4DATE
DD02L,AS4TIME,A,0000,26,,TIMS,6,0,AS4TIME,AS4TIME
DD02L,MASTERLANG,A,0000,27,,LANG,1,0,MASTERLANG,MASTERLANG
DD02L,MAINFLAG,A,0000,28,,CHAR,1,0,MAINTFLAG,MAINTFLAG
DD02L,Value,A,0000,29,,NULL,Display/Maintenance Allowed with Restrictions,X,Value,Value
DD02L,CONTFLAG,A,0000,30,,CHAR,1,0,CONTFLAG,CONTFLAG
DD02L,Value,A,0000,31,,A,Application table (master and transaction data),C,Value,Value
DD02L,RESERVETAB,A,0000,32,,CHAR,4,0,RESERVETAB,RESERVETAB
DD02L,GLOBALFLAG,A,0000,33,,CHAR,1,0,GLOBALFLAG,GLOBALFLAG
DD02L,Value,A,0000,34,,NULL,Global DE object,X,Value,Value
DD02L,PROZPUFF,A,0000,35,,NUMC,3,0,PROZPUFF,PROZPUFF
DD02L,VIEWCLASS,A,0000,36,,CHAR,1,0,VIEWCLASS,VIEWCLASS
DD02L,Value,A,0000,37,,H,Help View,D,Value,Value
DD02L,VIEWGRANT,A,0000,38,,CHAR,1,0,VIEWGRANT,VIEWGRANT
DD02L,Value,A,0000,39,,R,read only,U,Value,Value
DD02L,MULTIPLEX,A,0000,40,,CHAR,1,0,MULTIPLEX,MULTIPLEX
DD02L,Value,A,0000,41,,M,Original table for table multiplexing,D,Value,Value
DD02L,SHLPEXI,A,0000,42,,CHAR,1,0,SHLPEXI,SHLPEXI
DD02L,Value,A,0000,43,,NULL,FALSE,X,Value,Value
DD02L,PROXYTYPE,A,0000,44,,CHAR,1,0,DDPROXYTY,DDPROXYTY
DD02L,Value,A,0000,45,,X,Is a generated proxy object,NULL,Value,Value
DD02L,EXCLASS,A,0000,46,,NUMC,1,0,DDRANKING,DDRANKING
DD02L,Value,A,0000,47,,NULL,Not classified,1,Value,Value
DD02L,WRONGCL,A,0000,48,,CHAR,1,0,DDWRONGCL,DDWRONGCL
DD02L,Value,A,0000,49,,NULL,Classification is correct,X,Value,Value
DD02L,ALWAYSTRP,A,0000,50,,CHAR,1,0,DDALWAYSTRP,DDALWAYSTRP
DD03L,TABNAME,A,0000,1,X,CHAR,30,0,TABNAME,TABNAME
DD03L,FIELDNAME,A,0000,2,,CHAR,30,0,FIELDNAME,FIELDNAME
DD03L,AS4LOCAL,A,0000,3,,CHAR,1,0,AS4LOCAL,AS4LOCAL
DD03L,Value,A,0000,4,,A,Entry activated or generated in this form,L,Value,Value
DD03L,AS4VERS,A,0000,5,,NUMC,4,0,AS4VERS,AS4VERS
DD03L,POSITION,A,0000,6,,NUMC,4,0,TABFDPOS,TABFDPOS
DD03L,KEYFLAG,A,0000,7,,CHAR,1,0,KEYFLAG,KEYFLAG
DD03L,Value,A,0000,8,,NULL,No key field,X,Value,Value
DD03L,MANDATORY,A,0000,9,,CHAR,1,0,MANDATORY,MANDATORY
DD03L,Value,A,0000,10,,NULL,Do not set flag,X,Value,Value
DD03L,ROLLNAME,A,0000,11,,CHAR,30,0,ROLLNAME,ROLLNAME
DD03L,CHECKTABLE,A,0000,12,,CHAR,30,0,CHECKTABLE,CHECKTABLE
DD03L,ADMINFIELD,A,0000,13,,CHAR,1,0,ADMINFIELD,ADMINFIELD
DD03L,Value,A,0000,14,,NULL,Do not set flag,X,Value,Value
DD03L,INTTYPE,A,0000,15,,CHAR,1,0,INTTYPE,INTTYPE
DD03L,Value,A,0000,16,,C,Character String,N,Value,Value
DD03L,INTLEN,A,0000,17,,NUMC,6,0,INTLEN,INTLEN
DD03L,REFTABLE,A,0000,18,,CHAR,30,0,REFTABLE,REFTABLE
DD03L,PRECFIELD,A,0000,19,,CHAR,30,0,PRECFIELD,PRECFIELD
DD03L,REFFIELD,A,0000,20,,CHAR,30,0,REFFIELD,REFFIELD
DD03L,CONROUT,A,0000,21,,CHAR,10,0,CONROUT,CONROUT
DD03L,NOTNULL,A,0000,22,,CHAR,1,0,NOTNULL,NOTNULL
DD03L,Value,A,0000,23,,X,NOT NULL forced,NULL,Value,Value
DD03L,DATATYPE,A,0000,24,,CHAR,4,0,DATATYPE_D,DATATYPE_D
DD03L,Value,A,0000,25,,ACCP,Posting period YYYYMM,CHAR,Value,Value
DD03L,LENG,A,0000,26,,NUMC,6,0,DDLENG,DDLENG
DD03L,DECIMALS,A,0000,27,,NUMC,6,0,DECIMALS,DECIMALS
DD03L,DOMNAME,A,0000,28,,CHAR,30,0,DOMNAME,DOMNAME
DD03L,SHLPORIGIN,A,0000,29,,CHAR,1,0,SHLPORIGIN,SHLPORIGIN
DD03L,Value,A,0000,30,,X,Explicit search help attachment to field,P,Value,Value
DD03L,TABLETYPE,A,0000,31,,CHAR,1,0,DDTABTYPE,DDTABTYPE
DD03L,Value,A,0000,32,,X,Yes / TRUE,NULL,Value,Value
DD03L,DEPTH,A,0000,33,,NUMC,2,0,TYPEDEPTH,TYPEDEPTH
DD03L,COMPTYPE,A,0000,34,,CHAR,1,0,COMPTYPE,COMPTYPE
DD03L,Value,A,0000,35,,E,Data element,NULL,Value,Value
DD03L,REFTYPE,A,0000,36,,CHAR,1,0,DDREFTYPE,DDREFTYPE
DD03L,Value,A,0000,37,,NULL,No Information,A,Value,Value
DD03L,LANGUFLAG,A,0000,38,,CHAR,1,0,DDLANGUFLG,DDLANGUFLG
DD03L,Value,A,0000,39,,NULL,Not selected as language field,X,Value,Value
DD03L,DBPOSITION,A,0000,40,,NUMC,4,0,TABFDPOS,TABFDPOS
DD03L,ANONYMOUS,A,0000,41,,CHAR,1,0,DDANONYM,DDANONYM
DD03L,Value,A,0000,42,,NULL,No Anonymity,X,Value,Value
DD03L,OUTPUTSTYLE,A,0000,43,,NUMC,2,0,OUTPUTSTYLE,OUTPUTSTYLE
DD03L,Value,A,0000,44,,00,Normal,01,Value,Value
DD03L,Table,A,0000,45,,Foreign key field,Check table,Check field,Field,Field
DD03L,DD03L,A,0000,46,,DOMNAME,DD01L Domains,DOMNAME,DOMNAME,DOMNAME
DD03L,DD03L,A,0000,47,,ROLLNAME,DD04L Data elements,ROLLNAME,ROLLNAME,ROLLNAME
DD03L,DD03L,A,0000,48,,TABNAME,DD02L SAP Tables,TABNAME,TABNAME,TABNAME
EBAN,MANDT,A,0000,1,X,CLNT,3,0,MANDT,MANDT
EBAN,BANFN,A,0000,2,,CHAR,10,0,BANFN,BANFN
EBAN,BNFPO,A,0000,3,,NUMC,5,0,BNFPO,BNFPO
EBAN,BSART,A,0000,4,,CHAR,4,0,BBSRT,BBSRT
EBAN,BSTYP,A,0000,5,,CHAR,1,0,BSTYP,BSTYP
EBAN,Value,A,0000,6,,A,Request for quotation,B,Value,Value
EBAN,BSAKZ,A,0000,7,,CHAR,1,0,BSAKZ,BSAKZ
EBAN,Value,A,0000,8,,T,Transport,R,Value,Value
EBAN,LOEKZ,A,0000,9,,CHAR,1,0,ELOEK,ELOEK
EBAN,STATU,A,0000,10,,CHAR,1,0,BANST,BANST
EBAN,Value,A,0000,11,,N,Not edited,B,Value,Value
EBAN,ESTKZ,A,0000,12,,CHAR,1,0,ESTKZ,ESTKZ
EBAN,Value,A,0000,13,,B,Material requirements planning,D,Value,Value
EBAN,FRGKZ,A,0000,14,,CHAR,1,0,FRGKZ,FRGKZ
EBAN,FRGZU,A,0000,15,,CHAR,8,0,FRGZU,FRGZU
EBAN,FRGST,A,0000,16,,CHAR,2,0,FRGST,FRGST
EBAN,EKGRP,A,0000,17,,CHAR,3,0,EKGRP,EKGRP
EBAN,ERNAM,A,0000,18,,CHAR,12,0,ERNAM,ERNAM
EBAN,ERDAT,A,0000,19,,DATS,8,0,AEDAT,AEDAT
EBAN,AFNAM,A,0000,20,,CHAR,12,0,AFNAM,AFNAM
EBAN,TXZ01,A,0000,21,,CHAR,40,0,TXZ01,TXZ01
EBAN,MATNR,A,0000,22,,CHAR,18,0,MATNR,MATNR
EBAN,EMATN,A,0000,23,,CHAR,18,0,EMATN,EMATN
EBAN,WERKS,A,0000,24,,CHAR,4,0,EWERK,EWERK
EBAN,LGORT,A,0000,25,,CHAR,4,0,LGORT_D,LGORT_D
EBAN,BEDNR,A,0000,26,,CHAR,10,0,BEDNR,BEDNR
EBAN,MATKL,A,0000,27,,CHAR,9,0,MATKL,MATKL
EBAN,RESWK,A,0000,28,,CHAR,4,0,RESWK,RESWK
EBAN,MENGE,A,0000,29,,QUAN,13,3,BAMNG,BAMNG
EBAN,MEINS,A,0000,30,,UNIT,3,0,BAMEI,BAMEI
EBAN,BUMNG,A,0000,31,,QUAN,13,3,BUMNG,BUMNG
EBAN,BADAT,A,0000,32,,DATS,8,0,BADAT,BADAT
EBAN,LPEIN,A,0000,33,,CHAR,1,0,LPEIN,LPEIN
EBAN,LFDAT,A,0000,34,,DATS,8,0,EINDT,EINDT
EBAN,FRGDT,A,0000,35,,DATS,8,0,FRGDT,FRGDT
EBAN,WEBAZ,A,0000,36,,DEC,3,0,WEBAZ,WEBAZ
EBAN,PREIS,A,0000,37,,CURR,11,2,BAPRE,BAPRE
EBAN,PEINH,A,0000,38,,DEC,5,0,EPEIN,EPEIN
EBAN,PSTYP,A,0000,39,,CHAR,1,0,PSTYP,PSTYP
EBAN,KNTTP,A,0000,40,,CHAR,1,0,KNTTP,KNTTP
EBAN,KZVBR,A,0000,41,,CHAR,1,0,KZVBR,KZVBR
EBAN,Value,A,0000,42,,NULL,No consumption,V,Value,Value
EBAN,KFLAG,A,0000,43,,CHAR,1,0,KFLAG,KFLAG
EBAN,Value,A,0000,44,,X,Yes,NULL,Value,Value
EBAN,VRTKZ,A,0000,45,,CHAR,1,0,VRTKZ,VRTKZ
EBAN,Value,A,0000,46,,NULL,Single account assignment,1,Value,Value
EBAN,TWRKZ,A,0000,47,,CHAR,1,0,TWRKZ,TWRKZ
EBAN,Value,A,0000,48,,NULL,No multiple account assignment,1,Value,Value
EBAN,WEPOS,A,0000,49,,CHAR,1,0,WEPOS,WEPOS
EBAN,Value,A,0000,50,,X,Yes,NULL,Value,Value
EBAN,WEUNB,A,0000,51,,CHAR,1,0,WEUNB,WEUNB
EBAN,Value,A,0000,52,,X,Yes,NULL,Value,Value
EBAN,REPOS,A,0000,53,,CHAR,1,0,REPOS,REPOS
EBAN,Value,A,0000,54,,X,Yes,NULL,Value,Value
EBAN,LIFNR,A,0000,55,,CHAR,10,0,WLIEF,WLIEF
EBAN,FLIEF,A,0000,56,,CHAR,10,0,FLIEF,FLIEF
EBAN,EKORG,A,0000,57,,CHAR,4,0,EKORG,EKORG
EBAN,VRTYP,A,0000,58,,CHAR,1,0,BSTYP,BSTYP
EBAN,Value,A,0000,59,,A,Request for quotation,B,Value,Value
EBAN,KONNR,A,0000,60,,CHAR,10,0,KONNR,KONNR
EBAN,KTPNR,A,0000,61,,NUMC,5,0,KTPNR,KTPNR
EBAN,INFNR,A,0000,62,,CHAR,10,0,INFNR,INFNR
EBAN,ZUGBA,A,0000,63,,CHAR,1,0,DZUGBA,DZUGBA
EBAN,Value,A,0000,64,,X,Yes,NULL,Value,Value
EBAN,QUNUM,A,0000,65,,CHAR,10,0,QUNUM,QUNUM
EBAN,QUPOS,A,0000,66,,NUMC,3,0,QUPOS,QUPOS
EBAN,DISPO,A,0000,67,,CHAR,3,0,DISPO,DISPO
EBAN,SERNR,A,0000,68,,CHAR,8,0,SERNR,SERNR
EBAN,BVDAT,A,0000,69,,DATS,8,0,BVDAT,BVDAT
EBAN,BATOL,A,0000,70,,DEC,3,0,BATOL,BATOL
EBAN,BVDRK,A,0000,71,,DEC,7,0,BVDRK,BVDRK
EBAN,EBELN,A,0000,72,,CHAR,10,0,BSTNR,BSTNR
EBAN,EBELP,A,0000,73,,NUMC,5,0,BSTPO,BSTPO
EBAN,BEDAT,A,0000,74,,DATS,8,0,BEDAT,BEDAT
EBAN,BSMNG,A,0000,75,,QUAN,13,3,BSMNG,BSMNG
EBAN,LBLNI,A,0000,76,,CHAR,10,0,LBLNI,LBLNI
EBAN,BWTAR,A,0000,77,,CHAR,10,0,BWTAR_D,BWTAR_D
EBAN,XOBLR,A,0000,78,,CHAR,1,0,XOBLR,XOBLR
EBAN,Value,A,0000,79,,X,Yes,NULL,Value,Value
EBAN,EBAKZ,A,0000,80,,CHAR,1,0,EBAKZ,EBAKZ
EBAN,Value,A,0000,81,,X,Yes,NULL,Value,Value
EBAN,RSNUM,A,0000,82,,NUMC,10,0,RSNUM,RSNUM
EBAN,SOBKZ,A,0000,83,,CHAR,1,0,SOBKZ,SOBKZ
EBAN,ARSNR,A,0000,84,,NUMC,10,0,ARSNR,ARSNR
EBAN,ARSPS,A,0000,85,,NUMC,4,0,ARSPS,ARSPS
EBAN,FIXKZ,A,0000,86,,CHAR,1,0,BAFIX,BAFIX
EBAN,Value,A,0000,87,,X,Yes,NULL,Value,Value
EBAN,BMEIN,A,0000,88,,UNIT,3,0,BSTME,BSTME
EBAN,REVLV,A,0000,89,,CHAR,2,0,REVLV,REVLV
EBAN,VORAB,A,0000,90,,CHAR,1,0,VORAB,VORAB
EBAN,Value,A,0000,91,,X,Yes,NULL,Value,Value
EBAN,PACKNO,A,0000,92,,NUMC,10,0,PACKNO,PACKNO
EBAN,KANBA,A,0000,93,,CHAR,1,0,KBNKZ,KBNKZ
EBAN,Value,A,0000,94,,X,Replenishment Element for Kanban,Y,Value,Value
EBAN,BPUEB,A,0000,95,,CHAR,1,0,BPUEB,BPUEB
EBAN,Value,A,0000,96,,NULL,Do not adopt,1,Value,Value
EBAN,CUOBJ,A,0000,97,,NUMC,18,0,CUOBJ,CUOBJ
EBAN,FRGGR,A,0000,98,,CHAR,2,0,FRGGR,FRGGR
EBAN,FRGRL,A,0000,99,,CHAR,1,0,FRGRL,FRGRL
EBAN,Value,A,0000,100,,X,Yes,NULL,Value,Value
EBAN,AKTNR,A,0000,101,,CHAR,10,0,WAKTION,WAKTION
EBAN,CHARG,A,0000,102,,CHAR,10,0,CHARG_D,CHARG_D
EBAN,UMSOK,A,0000,103,,CHAR,1,0,UMSOK,UMSOK
EBAN,VERID,A,0000,104,,CHAR,4,0,VERID,VERID
EBAN,FIPOS,A,0000,105,,CHAR,14,0,FIPOS,FIPOS
EBAN,FISTL,A,0000,106,,CHAR,16,0,FISTL,FISTL
EBAN,GEBER,A,0000,107,,CHAR,10,0,BP_GEBER,BP_GEBER
EBAN,KZKFG,A,0000,108,,CHAR,1,0,KZCUH,KZCUH
EBAN,Value,A,0000,109,,NULL,External configuration,1,Value,Value
EBAN,SATNR,A,0000,110,,CHAR,18,0,SATNR,SATNR
EBAN,MNG02,A,0000,111,,QUAN,13,3,MNG06,MNG06
EBAN,DAT01,A,0000,112,,DATS,8,0,DAT05,DAT05
EBAN,ATTYP,A,0000,113,,CHAR,2,0,ATTYP,ATTYP
EBAN,Value,A,0000,114,,NULL,Single material (industry),00,Value,Value
EBAN,ADRNR,A,0000,115,,CHAR,10,0,ADRNR_MM,ADRNR_MM
EBAN,ADRN2,A,0000,116,,CHAR,10,0,ADRN2,ADRN2
EBAN,KUNNR,A,0000,117,,CHAR,10,0,EKUNNR,EKUNNR
EBAN,EMLIF,A,0000,118,,CHAR,10,0,EMLIF,EMLIF
EBAN,LBLKZ,A,0000,119,,CHAR,1,0,LBLKZ,LBLKZ
EBAN,Value,A,0000,120,,X,Yes,NULL,Value,Value
EBAN,KZBWS,A,0000,121,,CHAR,1,0,KZBWS,KZBWS
EBAN,Value,A,0000,122,,NULL,No stock valuation,M,Value,Value
EBAN,WAERS,A,0000,123,,CUKY,5,0,WAERS,WAERS
EBAN,IDNLF,A,0000,124,,CHAR,35,0,IDNLF,IDNLF
EBAN,GSFRG,A,0000,125,,CHAR,1,0,GSFRG,GSFRG
EBAN,Value,A,0000,126,,X,Yes,NULL,Value,Value
EBAN,MPROF,A,0000,127,,CHAR,4,0,MPROF,MPROF
EBAN,KZFME,A,0000,128,,CHAR,1,0,KZWSO,KZWSO
EBAN,Value,A,0000,129,,NULL,Alternative unit of measure,A,Value,Value
EBAN,SPRAS,A,0000,130,,LANG,1,0,SPRAS,SPRAS
EBAN,TECHS,A,0000,131,,CHAR,12,0,TECHS,TECHS
EBAN,MFRPN,A,0000,132,,CHAR,40,0,MFRPN,MFRPN
EBAN,MFRNR,A,0000,133,,CHAR,10,0,MFRNR,MFRNR
EBAN,EMNFR,A,0000,134,,CHAR,10,0,EMNFR,EMNFR
EBAN,FORDN,A,0000,135,,CHAR,10,0,SFORDN,SFORDN
EBAN,FORDP,A,0000,136,,NUMC,5,0,FORDP,FORDP
EBAN,PLIFZ,A,0000,137,,DEC,3,0,PLIFZ,PLIFZ
EBAN,BERID,A,0000,138,,CHAR,10,0,BERID,BERID
EBAN,UZEIT,A,0000,139,,TIMS,6,0,LZEIT,LZEIT
EBAN,FKBER,A,0000,140,,CHAR,16,0,FKBER,FKBER
EBAN,GRANT_NBR,A,0000,141,,CHAR,20,0,GM_GRANT_NBR,GM_GRANT_NBR
EBAN,MEMORY,A,0000,142,,CHAR,1,0,MEMBF,MEMBF
EBAN,Value,A,0000,143,,X,Yes,NULL,Value,Value
EBAN,BANPR,A,0000,144,,CHAR,2,0,BANPR,BANPR
EBAN,Value,A,0000,145,,01,Version in Process,02,Value,Value
EBAN,RLWRT,A,0000,146,,CURR,15,2,RLWRT,RLWRT
EBAN,BLCKD,A,0000,147,,CHAR,1,0,BLCKD,BLCKD
EBAN,Value,A,0000,148,,1,Blocked by Requester,NULL,Value,Value
EBAN,REVNO,A,0000,149,,CHAR,8,0,REVNO,REVNO
EBAN,BLCKT,A,0000,150,,CHAR,60,0,BLCKT,BLCKT
EBAN,BESWK,A,0000,151,,CHAR,4,0,BESWK,BESWK
EBAN,EPROFILE,A,0000,152,,CHAR,2,0,MEPROFILE,MEPROFILE
EBAN,EPREFDOC,A,0000,153,,CHAR,10,0,EPREFDOC,EPREFDOC
EBAN,EPREFITM,A,0000,154,,NUMC,5,0,EPREFITM,EPREFITM
EBAN,GMMNG,A,0000,155,,QUAN,13,3,GMMNG,GMMNG
EBAN,WRTKZ,A,0000,156,,CHAR,1,0,WRTKZ,WRTKZ
EBAN,Value,A,0000,157,,X,Yes,NULL,Value,Value
EBAN,RESLO,A,0000,158,,CHAR,4,0,RESLO,RESLO
EBAN,KBLNR,A,0000,159,,CHAR,10,0,KBLNR,KBLNR
EBAN,KBLPOS,A,0000,160,,NUMC,3,0,KBLPOS,KBLPOS
EBAN,PRIO_URG,A,0000,161,,NUMC,2,0,PRIO_URG,PRIO_URG
EBAN,PRIO_REQ,A,0000,162,,NUMC,3,0,PRIO_REQ,PRIO_REQ
EBAN,MEMORYTYPE,A,0000,163,,CHAR,1,0,MEMORYTYPE,MEMORYTYPE
EBAN,Value,A,0000,164,,NULL,Document Saved as Complete,P,Value,Value
EBAN,ANZSN,A,0000,165,,INT4,10,0,ANZSN,ANZSN
EBAN,MHDRZ,A,0000,166,,DEC,4,0,MHDRZ,MHDRZ
EBAN,IPRKZ,A,0000,167,,CHAR,1,0,DATTP,DATTP
EBAN,NODISP,A,0000,168,,CHAR,1,0,NODISP,NODISP
EBAN,Value,A,0000,169,,X,Yes,NULL,Value,Value
EBAN,SRM_CONTRACT_ID,A,0000,170,,CHAR,10,0,SRM_CONTRACT_ID,SRM_CONTRACT_ID
EBAN,SRM_CONTRACT_ITM,A,0000,171,,NUMC,10,0,SRM_CONTRACT_ITEM,SRM_CONTRACT_ITEM
EBAN,BUDGET_PD,A,0000,172,,CHAR,10,0,FM_BUDGET_PERIOD,FM_BUDGET_PERIOD
EBAN,ADVCODE,A,0000,173,,CHAR,2,0,/ISDFPS/ADVCODE,/ISDFPS/ADVCODE
EBAN,STACODE,A,0000,174,,CHAR,2,0,/ISDFPS/STACODE,/ISDFPS/STACODE
EBAN,BANFN_CS,A,0000,175,,CHAR,10,0,/ISDFPS/BANFN_CS,/ISDFPS/BANFN_CS
EBAN,BNFPO_CS,A,0000,176,,NUMC,5,0,/ISDFPS/BNFPO_CS,/ISDFPS/BNFPO_CS
EBAN,ITEM_CS,A,0000,177,,CHAR,1,0,/ISDFPS/ITEM_CS,/ISDFPS/ITEM_CS
EBAN,Value,A,0000,178,,NULL,System-Internal PReq Item,S,Value,Value
EBAN,BSMNG_SND,A,0000,179,,QUAN,13,3,/ISDFPS/BSMNG_SND,/ISDFPS/BSMNG_SND
EBAN,NO_MARD_DATA,A,0000,180,,CHAR,1,0,/ISDFPS/NO_MARD_DATA,/ISDFPS/NO_MARD_DATA
EBAN,Value,A,0000,181,,X,Yes,NULL,Value,Value
EBAN,SERRU,A,0000,182,,CHAR,1,0,SERRU,SERRU
EBAN,Value,A,0000,183,,NULL,Subcontracting,1,Value,Value
EBAN,DISUB_SOBKZ,A,0000,184,,CHAR,1,0,DISUB_SOBKZ_LB,DISUB_SOBKZ_LB
EBAN,Value,A,0000,185,,NULL,Normal stock,E,Value,Value
EBAN,DISUB_PSPNR,A,0000,186,,NUMC,8,0,PS_PSP_PNR,PS_PSP_PNR
EBAN,DISUB_KUNNR,A,0000,187,,CHAR,10,0,KUNNR,KUNNR
EBAN,DISUB_VBELN,A,0000,188,,CHAR,10,0,VBELN,VBELN
EBAN,DISUB_POSNR,A,0000,189,,NUMC,6,0,POSNR,POSNR
EBAN,DISUB_OWNER,A,0000,190,,CHAR,10,0,OWNER_D,OWNER_D
EBAN,IUID_RELEVANT,A,0000,191,,CHAR,1,0,IUID_RELEVANT,IUID_RELEVANT
EBAN,Value,A,0000,192,,X,Relevant,NULL,Value,Value
EBAN,OITAXFROM,A,0000,193,,CHAR,2,0,OIH_TAXFRO,OIH_TAXFRO
EBAN,OIHANTYP,A,0000,194,,CHAR,2,0,OIH_HANTYP,OIH_HANTYP
EBAN,OITAXTO,A,0000,195,,CHAR,2,0,OIH_TAXTO,OIH_TAXTO
EBAN,OITAXGRP,A,0000,196,,CHAR,2,0,OIH_TAXGRP,OIH_TAXGRP
EBAN,OIOILCON,A,0000,197,,DEC,5,2,OIH_OILCON,OIH_OILCON
EBAN,Value,A,0000,198,,NULL,Range of permissible values for Mineral Oil Content %,,Value,Value
EBAN,OIINEX,A,0000,199,,CHAR,2,0,OIH_INEX,OIH_INEX
EBAN,OIPRICIE,A,0000,200,,CHAR,1,0,OIH_PRICIE,OIH_PRICIE
EBAN,Value,A,0000,201,,X,Yes,NULL,Value,Value
EBAN,OIO_SPROC,A,0000,202,,CHAR,4,0,OIO_SPROC,OIO_SPROC
EBAN,OIO_STATUS,A,0000,203,,CHAR,1,0,OIO_SC_STATUS,OIO_SC_STATUS
EBAN,Value,A,0000,204,,NULL,Unprocessed,1,Value,Value
EBAN,OIO_REF_BANFN,A,0000,205,,CHAR,10,0,OIO_REF_BANFN,OIO_REF_BANFN
EBAN,OIO_REF_BNFPO,A,0000,206,,NUMC,5,0,OIO_REF_BNFPO,OIO_REF_BNFPO
EBAN,OIO_HOLD,A,0000,207,,CHAR,1,0,OIO_HOLD,OIO_HOLD
EBAN,Value,A,0000,208,,X,Yes,NULL,Value,Value
EBAN,Table,A,0000,209,,Foreign key field,Check table,Check field,Field,Field
EBAN,EBAN,A,0000,210,,ADRN2,ADRC Addresses (Business Address Services),ADDRNUMBER,ADRN2,ADRN2
EBAN,EBAN,A,0000,211,,MANDT,ADRC Addresses (Business Address Services),CLIENT,ADRN2,ADRN2
EBAN,EBAN,A,0000,212,,MANDT,ADRC Addresses (Business Address Services),CLIENT,ADRNR,ADRNR
EBAN,EBAN,A,0000,213,,ADRNR,ADRC Addresses (Business Address Services),ADDRNUMBER,ADRNR,ADRNR
EBAN,EBAN,A,0000,214,,MANDT,/ISDFPS/ADVCODE2 Advice Code with Document Type,MANDT,ADVCODE,ADVCODE
EBAN,EBAN,A,0000,215,,BSART,/ISDFPS/ADVCODE2 Advice Code with Document Type,BSART,ADVCODE,ADVCODE
EBAN,EBAN,A,0000,216,,ADVCODE,/ISDFPS/ADVCODE2 Advice Code with Document Type,ADVCODE,ADVCODE,ADVCODE
EBAN,EBAN,A,0000,217,,MANDT,"WAKH Promotion Header Data, IS-R",MANDT,AKTNR,AKTNR
EBAN,EBAN,A,0000,218,,AKTNR,"WAKH Promotion Header Data, IS-R",AKTNR,AKTNR,AKTNR
EBAN,EBAN,A,0000,219,,MANDT,T001W Plants/Branches,MANDT,BESWK,BESWK
EBAN,EBAN,A,0000,220,,BESWK,T001W Plants/Branches,WERKS,BESWK,BESWK
EBAN,EBAN,A,0000,221,,MANDT,T006 Units of Measurement,MANDT,BMEIN,BMEIN
