MANDT,VBELN,POSNR,MATNR,KWMENG,VRKME,NETWR,WERKS
100,8000002587,000010,MAT000404,4740,ST,76361.4,1100
100,8000002587,000020,MAT000006,3405,ST,52947.75,1200
100,8000002587,000030,MAT000174,3879,ST,12335.22,1100
100,8000002587,000040,MAT000077,1841,ST,31297.0,1100
100,8000002588,000010,MAT000347,4226,ST,37526.88,1000
100,8000002588,000020,MAT000344,3974,ST,63663.48,1000
100,8000002588,000030,MAT000371,2736,ST,8974.08,1200
100,8000002588,000040,MAT000168,2071,ST,49869.68,1200
100,8000002589,000010,MAT000367,1673,ST,11627.35,1200
100,8000002589,000020,MAT000070,2108,ST,36236.52,1000
100,8000002589,000030,MAT000301,2569,ST,42234.36,1000
100,8000002590,000010,MAT000417,3178,ST,31970.68,1100
100,8000002591,000010,MAT000018,1886,ST,16049.86,1000
100,8000002591,000020,MAT000201,3260,ST,40782.6,1100
100,8000002592,000010,MAT000304,583,ST,7130.09,1000
100,8000002593,000010,MAT000117,2080,ST,51084.8,1200
100,8000002593,000020,MAT000013,1881,ST,17305.2,1200
100,8000002593,000030,MAT000239,3152,ST,43308.48,1100
100,8000002594,000010,MAT000365,2711,ST,20793.37,1000
100,8000002594,000020,MAT000002,852,ST,17372.28,1100
100,8000002595,000010,MAT000375,1665,ST,4245.75,1000
100,8000002596,000010,MAT000011,1784,ST,29864.16,1200
100,8000002596,000020,MAT000487,2457,ST,14889.42,1100
100,8000002596,000030,MAT000199,2754,ST,12117.6,1200
100,8000002597,000010,MAT000239,2739,ST,39058.14,1100
100,8000002597,000020,MAT000011,1275,ST,16077.75,1100
100,8000002598,000010,MAT000262,3221,ST,78753.45,1200
100,8000002598,000020,MAT000294,4975,ST,105619.25,1100
100,8000002598,000030,MAT000093,873,ST,2042.82,1200
100,8000002599,000010,MAT000352,4544,ST,79928.96,1200
100,8000002599,000020,MAT000019,939,ST,23418.66,1000
100,8000002599,000030,MAT000402,559,ST,950.3,1000
100,8000002599,000040,MAT000497,1492,ST,11130.32,1200
100,8000002600,000010,MAT000231,2656,ST,20291.84,1200
100,8000002600,000020,MAT000499,369,ST,3907.71,1000
100,8000002600,000030,MAT000354,4229,ST,58825.39,1200
100,8000002600,000040,MAT000414,2504,ST,48903.12,1000
100,8000002601,000010,MAT000453,2528,ST,6673.92,1200
100,8000002601,000020,MAT000427,161,ST,949.9,1000
100,8000002601,000030,MAT000411,4130,ST,91520.8,1100
100,8000002602,000010,MAT000347,3686,ST,10763.12,1000
100,8000002602,000020,MAT000176,4439,ST,38752.47,1200
100,8000002602,000030,MAT000440,861,ST,17220.0,1000
100,8000002602,000040,MAT000261,4270,ST,82368.3,1200
100,8000002602,000050,MAT000005,2498,ST,48236.38,1100
100,8000002603,000010,MAT000069,2681,ST,23002.98,1100
100,8000002603,000020,MAT000255,136,ST,669.12,1100
100,8000002603,000030,MAT000019,3195,ST,67254.75,1000
100,8000002603,000040,MAT000357,3979,ST,69393.76,1200
100,8000002604,000010,MAT000216,3235,ST,5628.9,1000
100,8000002604,000020,MAT000181,1468,ST,34659.48,1100
100,8000002604,000030,MAT000077,1306,ST,4270.62,1200
100,8000002604,000040,MAT000166,2552,ST,15822.4,1000
100,8000002605,000010,MAT000179,689,ST,15805.66,1200
100,8000002606,000010,MAT000290,4119,ST,80855.97,1000
100,8000002606,000020,MAT000113,294,ST,4368.84,1200
100,8000002607,000010,MAT000453,23,ST,406.18,1100
100,8000002607,000020,MAT000082,4230,ST,53044.2,1000
100,8000002607,000030,MAT000491,1070,ST,8303.2,1100
100,8000002607,000040,MAT000219,3189,ST,25767.12,1100
100,8000002608,000010,MAT000499,1635,ST,26437.95,1200
100,8000002608,000020,MAT000335,4029,ST,26188.5,1000
100,8000002608,000030,MAT000451,1359,ST,21336.3,1200
100,8000002609,000010,MAT000483,2374,ST,26114.0,1100
100,8000002609,000020,MAT000335,2076,ST,48142.44,1000
100,8000002610,000010,MAT000066,3528,ST,66361.68,1000
100,8000002611,000010,MAT000242,4600,ST,107502.0,1000
100,8000002612,000010,MAT000013,2465,ST,46144.8,1000
100,8000002612,000020,MAT000111,3421,ST,30446.9,1000
100,8000002613,000010,MAT000007,3603,ST,18951.78,1100
100,8000002613,000020,MAT000003,2934,ST,57858.48,1000
100,8000002614,000010,MAT000355,3092,ST,32249.56,1200
100,8000002614,000020,MAT000150,2509,ST,49276.76,1000
100,8000002615,000010,MAT000365,3386,ST,66365.6,1000
100,8000002615,000020,MAT000311,875,ST,4593.75,1200
100,8000002615,000030,MAT000345,3682,ST,58249.24,1200
100,8000002615,000040,MAT000375,610,ST,9272.0,1200
100,8000002616,000010,MAT000070,97,ST,816.74,1000
100,8000002616,000020,MAT000152,1183,ST,10777.13,1200
100,8000002617,000010,MAT000199,3779,ST,12243.96,1100
100,8000002617,000020,MAT000499,4396,ST,82952.52,1100
100,8000002617,000030,MAT000194,918,ST,9033.12,1000
100,8000002617,000040,MAT000304,2462,ST,30578.04,1100
100,8000002618,000010,MAT000113,1971,ST,11904.84,1000
100,8000002618,000020,MAT000181,4595,ST,14704.0,1100
100,8000002618,000030,MAT000108,1662,ST,15290.4,1000
100,8000002618,000040,MAT000440,166,ST,1464.12,1200
100,8000002619,000010,MAT000108,2386,ST,49390.2,1000
100,8000002619,000020,MAT000221,728,ST,13868.4,1000
100,8000002619,000030,MAT000004,3068,ST,44700.76,1000
100,8000002619,000040,MAT000192,1739,ST,26276.29,1200
100,8000002620,000010,MAT000272,4016,ST,11325.12,1000
100,8000002621,000010,MAT000412,1500,ST,20745.0,1000
100,8000002622,000010,MAT000071,3960,ST,57301.2,1100
100,8000002622,000020,MAT000152,3155,ST,64267.35,1200
100,8000002622,000030,MAT000173,3105,ST,33006.15,1200
100,8000002623,000010,MAT000176,2422,ST,40229.42,1100
100,8000002623,000020,MAT000249,3251,ST,38036.7,1000
100,8000002624,000010,MAT000294,37,ST,573.87,1100
100,8000002625,000010,MAT000064,3868,ST,90588.56,1000
100,8000002625,000020,MAT000201,3869,ST,26502.65,1100
100,8000002626,000010,MAT000104,4075,ST,25468.75,1000
100,8000002626,000020,MAT000433,2506,ST,27039.74,1100
100,8000002627,000010,MAT000431,4483,ST,63165.47,1000
100,8000002627,000020,MAT000216,1864,ST,32955.52,1000
100,8000002628,000010,MAT000258,2854,ST,67811.04,1200
100,8000002628,000020,MAT000249,3484,ST,63931.4,1200
100,8000002628,000030,MAT000250,3486,ST,12096.42,1200
100,8000002628,000040,MAT000175,1330,ST,26480.3,1100
100,8000002629,000010,MAT000468,4100,ST,25994.0,1200
100,8000002629,000020,MAT000280,3012,ST,45812.52,1100
100,8000002629,000030,MAT000411,666,ST,11548.44,1100
100,8000002630,000010,MAT000428,3624,ST,71211.6,1100
100,8000002630,000020,MAT000304,1797,ST,37395.57,1100
100,8000002630,000030,MAT000086,295,ST,4522.35,1100
100,8000002630,000040,MAT000304,3945,ST,20987.4,1100
100,8000002630,000050,MAT000179,1768,ST,9918.48,1000
100,8000002631,000010,MAT000383,1438,ST,12453.08,1100
100,8000002631,000020,MAT000095,388,ST,989.4,1100
100,8000002632,000010,MAT000310,4801,ST,16947.53,1100
100,8000002632,000020,MAT000122,4458,ST,28843.26,1200
100,8000002632,000030,MAT000261,2407,ST,8063.45,1100
100,8000002632,000040,MAT000080,2886,ST,7186.14,1100
100,8000002632,000050,MAT000238,1650,ST,4422.0,1100
100,8000002633,000010,MAT000239,1503,ST,7560.09,1000
100,8000002633,000020,MAT000250,3928,ST,65597.6,1100
100,8000002633,000030,MAT000015,689,ST,9253.27,1000
100,8000002633,000040,MAT000001,3111,ST,77743.89,1200
100,8000002634,000010,MAT000311,3432,ST,47498.88,1100
100,8000002634,000020,MAT000419,1000,ST,20290.0,1200
100,8000002634,000030,MAT000315,3970,ST,16078.5,1000
100,8000002634,000040,MAT000375,1861,ST,45650.33,1100
100,8000002635,000010,MAT000294,3410,ST,33793.1,1200
100,8000002635,000020,MAT000294,1350,ST,7330.5,1000
100,8000002635,000030,MAT000008,1151,ST,4442.86,1000
100,8000002636,000010,MAT000358,4520,ST,27391.2,1100
100,8000002636,000020,MAT000289,61,ST,1176.69,1200
100,8000002636,000030,MAT000004,3847,ST,56974.07,1100
100,8000002637,000010,MAT000274,3526,ST,75526.92,1000
100,8000002637,000020,MAT000178,4791,ST,112588.5,1200
100,8000002637,000030,MAT000440,3969,ST,81483.57,1000
100,8000002637,000040,MAT000077,3221,ST,30535.08,1200
100,8000002638,000010,MAT000238,630,ST,11743.2,1200
100,8000002638,000020,MAT000016,4947,ST,9597.18,1100
100,8000002638,000030,MAT000352,1538,ST,24023.56,1000
100,8000002639,000010,MAT000016,2875,ST,15122.5,1000
100,8000002639,000020,MAT000282,2886,ST,63261.12,1100
100,8000002640,000010,MAT000183,4239,ST,37472.76,1000
100,8000002640,000020,MAT000431,4961,ST,80715.47,1000
100,8000002640,000030,MAT000197,2097,ST,42149.7,1100
100,8000002641,000010,MAT000095,1109,ST,3038.66,1200
100,8000002641,000020,MAT000200,4436,ST,46977.24,1200
100,8000002641,000030,MAT000255,2774,ST,49044.32,1000
100,8000002642,000010,MAT000255,3102,ST,58317.6,1100
100,8000002643,000010,MAT000341,4215,ST,6533.25,1100
100,8000002643,000020,MAT000383,2524,ST,30035.6,1000
100,8000002644,000010,MAT000174,3539,ST,35566.95,1100
100,8000002644,000020,MAT000367,1540,ST,30877.0,1100
100,8000002645,000010,MAT000483,4417,ST,85115.59,1000
100,8000002645,000020,MAT000066,1877,ST,23988.06,1000
100,8000002645,000030,MAT000070,3174,ST,72716.34,1100
100,8000002646,000010,MAT000125,3432,ST,18223.92,1000
100,8000002647,000010,MAT000431,719,ST,6212.16,1000
100,8000002647,000020,MAT000191,554,ST,11013.52,1000
100,8000002647,000030,MAT000383,4876,ST,26525.44,1000
100,8000002648,000010,MAT000383,3875,ST,80173.75,1200
100,8000002648,000020,MAT000011,2489,ST,11972.09,1000
100,8000002648,000030,MAT000006,4822,ST,8004.52,1200
100,8000002649,000010,MAT000344,3751,ST,70593.82,1200
100,8000002650,000010,MAT000017,1551,ST,35688.51,1100
100,8000002650,000020,MAT000344,2149,ST,15859.62,1200
100,8000002650,000030,MAT000433,2947,ST,21925.68,1000
100,8000002651,000010,MAT000375,2980,ST,59987.4,1000
100,8000002651,000020,MAT000500,857,ST,10224.01,1000
100,8000002651,000030,MAT000235,2003,ST,6770.14,1200
100,8000002652,000010,MAT000104,2784,ST,20601.6,1100
100,8000002652,000020,MAT000416,979,ST,18601.0,1100
100,8000002652,000030,MAT000199,3873,ST,53524.86,1200
100,8000002653,000010,MAT000471,4271,ST,63509.77,1100
100,8000002654,000010,MAT000069,2835,ST,49414.05,1000
100,8000002654,000020,MAT000483,164,ST,2148.4,1200
100,8000002655,000010,MAT000428,1491,ST,10601.01,1000
100,8000002655,000020,MAT000483,122,ST,511.18,1200
100,8000002656,000010,MAT000294,3811,ST,16387.3,1000
100,8000002657,000010,MAT000431,210,ST,4116.0,1100
100,8000002657,000020,MAT000422,4597,ST,28915.13,1200
100,8000002657,000030,MAT000468,2969,ST,68346.38,1000
100,8000002657,000040,MAT000294,4905,ST,50325.3,1100
100,8000002658,000010,MAT000093,3437,ST,54992.0,1200
100,8000002658,000020,MAT000371,3889,ST,49856.98,1000
100,8000002659,000010,MAT000197,1170,ST,14554.8,1000
100,8000002659,000020,MAT000301,2318,ST,54102.12,1100
100,8000002660,000010,MAT000166,2191,ST,28351.54,1200
100,8000002661,000010,MAT000383,4876,ST,75090.4,1100
100,8000002661,000020,MAT000152,3261,ST,49469.37,1000
100,8000002662,000010,MAT000152,4660,ST,66498.2,1000
100,8000002663,000010,MAT000249,3675,ST,82062.75,1000
100,8000002663,000020,MAT000294,400,ST,1316.0,1100
100,8000002663,000030,MAT000181,3542,ST,61666.22,1000
100,8000002664,000010,MAT000379,2552,ST,6609.68,1200
100,8000002664,000020,MAT000010,1939,ST,39710.72,1200
100,8000002664,000030,MAT000211,533,ST,5655.13,1000
100,8000002664,000040,MAT000294,1841,ST,38311.21,1000
100,8000002665,000010,MAT000111,769,ST,10150.8,1200
100,8000002665,000020,MAT000419,1438,ST,34526.38,1200
100,8000002666,000010,MAT000066,154,ST,1503.04,1200
100,8000002667,000010,MAT000239,3098,ST,14870.4,1000
100,8000002667,000020,MAT000341,3319,ST,79025.39,1200
100,8000002667,000030,MAT000280,2253,ST,20569.89,1000
100,8000002668,000010,MAT000003,352,ST,2368.96,1000
100,8000002668,000020,MAT000293,1251,ST,8807.04,1200
100,8000002669,000010,MAT000499,740,ST,11418.2,1000
100,8000002669,000020,MAT000250,1109,ST,3005.39,1200
100,8000002669,000030,MAT000206,810,ST,6990.3,1100
100,8000002670,000010,MAT000192,1940,ST,32107.0,1100
100,8000002671,000010,MAT000179,2641,ST,25776.16,1100
100,8000002671,000020,MAT000412,2471,ST,30319.17,1100
100,8000002672,000010,MAT000070,1272,ST,13279.68,1200
100,8000002672,000020,MAT000075,2447,ST,9225.19,1100
100,8000002672,000030,MAT000376,4969,ST,101218.53,1100
100,8000002673,000010,MAT000453,2581,ST,58820.99,1200
100,8000002673,000020,MAT000262,3029,ST,35045.53,1000
100,8000002673,000030,MAT000065,2695,ST,12504.8,1200
100,8000002674,000010,MAT000125,4872,ST,89547.36,1100
100,8000002674,000020,MAT000080,3770,ST,17756.7,1000
100,8000002675,000010,MAT000108,2443,ST,59071.74,1000
100,8000002675,000020,MAT000379,3898,ST,25181.08,1000
100,8000002676,000010,MAT000367,825,ST,13596.0,1100
100,8000002676,000020,MAT000428,4084,ST,55460.72,1200
100,8000002677,000010,MAT000222,2032,ST,41656.0,1100
100,8000002677,000020,MAT000077,2398,ST,17577.34,1000
100,8000002678,000010,MAT000379,2419,ST,35365.78,1100
100,8000002678,000020,MAT000086,2454,ST,21006.24,1000
100,8000002678,000030,MAT000013,4661,ST,101936.07,1100
100,8000002678,000040,MAT000238,3989,ST,59795.11,1000
100,8000002678,000050,MAT000005,4345,ST,62263.85,1100
100,8000002679,000010,MAT000231,1491,ST,36186.57,1200
100,8000002680,000010,MAT000016,4992,ST,72334.08,1100
100,8000002680,000020,MAT000258,810,ST,16904.7,1000
100,8000002680,000030,MAT000344,2978,ST,29869.34,1200
100,8000002681,000010,MAT000179,1658,ST,19149.9,1000
100,8000002681,000020,MAT000117,850,ST,3740.0,1100
100,8000002682,000010,MAT000499,2366,ST,25174.24,1100
100,8000002682,000020,MAT000431,1754,ST,3472.92,1100
100,8000002682,000030,MAT000154,2548,ST,39952.64,1100
100,8000002682,000040,MAT000231,4048,ST,48859.36,1000
100,8000002683,000010,MAT000150,1828,ST,11022.84,1200
100,8000002683,000020,MAT000064,393,ST,5718.15,1000
100,8000002684,000010,MAT000335,4101,ST,81568.89,1200
100,8000002684,000020,MAT000293,4531,ST,89306.01,1100
100,8000002684,000030,MAT000280,3531,ST,47562.57,1200
100,8000002684,000040,MAT000069,3561,ST,32155.83,1200
100,8000002685,000010,MAT000211,4977,ST,94712.31,1000
100,8000002685,000020,MAT000453,1895,ST,15292.65,1200
100,8000002686,000010,MAT000183,4864,ST,43484.16,1000
100,8000002686,000020,MAT000383,113,ST,409.06,1100
100,8000002686,000030,MAT000201,4688,ST,52552.48,1000
100,8000002686,000040,MAT000010,1340,ST,2358.4,1200
100,8000002687,000010,MAT000375,2916,ST,26535.6,1100
100,8000002687,000020,MAT000497,4465,ST,16341.9,1200
100,8000002688,000010,MAT000304,1145,ST,9675.25,1000
100,8000002688,000020,MAT000001,2116,ST,34469.64,1200
100,8000002689,000010,MAT000282,2267,ST,36317.34,1000
100,8000002689,000020,MAT000403,4864,ST,48348.16,1100
100,8000002689,000030,MAT000242,1769,ST,6403.78,1100
100,8000002690,000010,MAT000294,2828,ST,29835.4,1000
100,8000002690,000020,MAT000219,4488,ST,65076.0,1000
100,8000002690,000030,MAT000008,210,ST,1146.6,1000
100,8000002690,000040,MAT000100,3690,ST,45608.4,1000
100,8000002690,000050,MAT000104,3067,ST,52875.08,1100
100,8000002691,000010,MAT000220,4116,ST,33957.0,1000
100,8000002691,000020,MAT000358,2086,ST,40843.88,1200
100,8000002691,000030,MAT000191,460,ST,7820.0,1100
100,8000002692,000010,MAT000082,3587,ST,11299.05,1100
100,8000002692,000020,MAT000372,4652,ST,72478.16,1000
100,8000002693,000010,MAT000453,2537,ST,8980.98,1100
100,8000002693,000020,MAT000168,1613,ST,36227.98,1200
100,8000002694,000010,MAT000135,4863,ST,69784.05,1200
100,8000002694,000020,MAT000335,1905,ST,15297.15,1100
100,8000002695,000010,MAT000426,3561,ST,76597.11,1200
100,8000002695,000020,MAT000019,3060,ST,13739.4,1000
100,8000002696,000010,MAT000413,4372,ST,13990.4,1000
100,8000002696,000020,MAT000403,3383,ST,35622.99,1200
100,8000002696,000030,MAT000178,3052,ST,11841.76,1000
100,8000002697,000010,MAT000205,2972,ST,35872.04,1000
100,8000002697,000020,MAT000077,468,ST,9706.32,1000
100,8000002697,000030,MAT000014,3949,ST,23378.08,1200
100,8000002698,000010,MAT000199,2822,ST,49356.78,1100
100,8000002698,000020,MAT000176,1597,ST,2587.14,1100
100,8000002699,000010,MAT000404,750,ST,18015.0,1100
100,8000002699,000020,MAT000258,2760,ST,45402.0,1000
100,8000002700,000010,MAT000315,444,ST,9958.92,1100
100,8000002700,000020,MAT000122,1431,ST,29578.77,1000
100,8000002700,000030,MAT000422,3331,ST,60291.1,1100
100,8000002701,000010,MAT000239,2206,ST,47671.66,1000
100,8000002702,000010,MAT000197,1316,ST,2566.2,1100
100,8000002702,000020,MAT000451,315,ST,6841.8,1200
100,8000002702,000030,MAT000311,2706,ST,51008.1,1200
100,8000002703,000010,MAT000344,4264,ST,80674.88,1100
100,8000002703,000020,MAT000086,3469,ST,74305.98,1000
100,8000002703,000030,MAT000013,4722,ST,65446.92,1100
100,8000002703,000040,MAT000411,2712,ST,11607.36,1100
100,8000002704,000010,MAT000263,3844,ST,61042.72,1000
100,8000002704,000020,MAT000205,693,ST,11891.88,1000
100,8000002704,000030,MAT000249,742,ST,2953.16,1200
100,8000002705,000010,MAT000376,465,ST,6812.25,1100
100,8000002706,000010,MAT000075,3128,ST,46701.04,1100
100,8000002706,000020,MAT000159,2362,ST,57065.92,1200
100,8000002707,000010,MAT000345,788,ST,19061.72,1200
100,8000002707,000020,MAT000310,4491,ST,110029.5,1100
100,8000002707,000030,MAT000197,518,ST,2895.62,1200
100,8000002708,000010,MAT000083,2430,ST,45368.1,1100
100,8000002708,000020,MAT000150,3471,ST,16973.19,1200
100,8000002709,000010,MAT000311,1387,ST,5950.23,1000
100,8000002709,000020,MAT000148,3654,ST,16589.16,1000
100,8000002710,000010,MAT000428,4087,ST,26688.11,1000
100,8000002711,000010,MAT000016,4160,ST,81328.0,1200
100,8000002711,000020,MAT000108,4627,ST,35257.74,1000
100,8000002711,000030,MAT000431,3448,ST,44720.56,1200
100,8000002711,000040,MAT000066,4796,ST,112801.92,1100
100,8000002711,000050,MAT000008,302,ST,2364.66,1100
100,8000002712,000010,MAT000168,4747,ST,56489.3,1100
100,8000002712,000020,MAT000324,3910,ST,9462.2,1000
100,8000002712,000030,MAT000213,1426,ST,35136.64,1100
100,8000002713,000010,MAT000109,785,ST,1577.85,1000
100,8000002713,000020,MAT000010,301,ST,4614.33,1200
100,8000002714,000010,MAT000440,4228,ST,27735.68,1200
100,8000002715,000010,MAT000008,3753,ST,14861.88,1200
100,8000002715,000020,MAT000238,2526,ST,24274.86,1200
100,8000002716,000010,MAT000289,4257,ST,43293.69,1200
100,8000002716,000020,MAT000375,4528,ST,79149.44,1100
100,8000002716,000030,MAT000117,1408,ST,8391.68,1200
100,8000002716,000040,MAT000239,78,ST,672.36,1100
100,8000002717,000010,MAT000281,2974,ST,61413.1,1200
100,8000002717,000020,MAT000014,3346,ST,39248.58,1000
100,8000002718,000010,MAT000075,1295,ST,26301.45,1100
100,8000002719,000010,MAT000144,839,ST,1711.56,1100
100,8000002719,000020,MAT000274,4605,ST,36241.35,1000
100,8000002720,000010,MAT000451,1081,ST,8766.91,1000
100,8000002720,000020,MAT000213,44,ST,752.84,1100
100,8000002720,000030,MAT000427,3236,ST,61516.36,1200
100,8000002720,000040,MAT000344,1136,ST,23163.04,1200
100,8000002721,000010,MAT000013,2538,ST,19745.64,1000
100,8000002721,000020,MAT000205,2908,ST,36844.36,1200
100,8000002722,000010,MAT000497,616,ST,4601.52,1000
100,8000002723,000010,MAT000275,2569,ST,39922.26,1200
100,8000002723,000020,MAT000173,4627,ST,38681.72,1100
100,8000002723,000030,MAT000194,1181,ST,10026.69,1000
100,8000002723,000040,MAT000426,1105,ST,4983.55,1000
100,8000002723,000050,MAT000071,3460,ST,64079.2,1100
100,8000002724,000010,MAT000124,2169,ST,9218.25,1000
100,8000002724,000020,MAT000263,3523,ST,30755.79,1100
100,8000002725,000010,MAT000012,3169,ST,20186.53,1100
100,8000002726,000010,MAT000347,2594,ST,58416.88,1100
100,8000002726,000020,MAT000310,4073,ST,42196.28,1100
100,8000002727,000010,MAT000282,4795,ST,93310.7,1200
100,8000002727,000020,MAT000216,1171,ST,6194.59,1100
100,8000002728,000010,MAT000205,1101,ST,4756.32,1100
100,8000002728,000020,MAT000379,1579,ST,14068.89,1200
100,8000002728,000030,MAT000372,831,ST,16171.26,1200
100,8000002729,000010,MAT000453,711,ST,10039.32,1000
100,8000002730,000010,MAT000231,3768,ST,93371.04,1000
100,8000002731,000010,MAT000451,2728,ST,7856.64,1000
100,8000002731,000020,MAT000082,1726,ST,39525.4,1100
100,8000002731,000030,MAT000213,1445,ST,35055.7,1000
100,8000002731,000040,MAT000433,2642,ST,4121.52,1000
100,8000002731,000050,MAT000071,2958,ST,27864.36,1200
100,8000002732,000010,MAT000195,584,ST,9215.52,1100
100,8000002732,000020,MAT000171,3115,ST,63982.1,1000
100,8000002732,000030,MAT000001,1686,ST,7671.3,1000
100,8000002733,000010,MAT000205,2201,ST,53748.42,1200
100,8000002734,000010,MAT000220,4478,ST,19434.52,1000
100,8000002734,000020,MAT000294,4540,ST,60018.8,1000
100,8000002735,000010,MAT000167,4475,ST,94288.25,1100
100,8000002736,000010,MAT000345,1842,ST,6575.94,1200
100,8000002736,000020,MAT000064,1522,ST,13378.38,1100
100,8000002736,000030,MAT000468,921,ST,22159.26,1200
100,8000002737,000010,MAT000192,128,ST,2487.04,1000
100,8000002737,000020,MAT000082,1084,ST,1864.48,1200
100,8000002737,000030,MAT000191,3710,ST,38027.5,1200
100,8000002737,000040,MAT000355,2436,ST,33178.32,1000
100,8000002737,000050,MAT000181,3521,ST,80454.85,1100
100,8000002738,000010,MAT000255,3176,ST,32204.64,1000
100,8000002739,000010,MAT000274,732,ST,3520.92,1200
100,8000002739,000020,MAT000001,2779,ST,4474.19,1000
100,8000002740,000010,MAT000404,2580,ST,27296.4,1000
100,8000002740,000020,MAT000075,1760,ST,33915.2,1200
100,8000002741,000010,MAT000344,2746,ST,23972.58,1000
100,8000002741,000020,MAT000205,1622,ST,34743.24,1100
100,8000002742,000010,MAT000379,1231,ST,28189.9,1200
100,8000002742,000020,MAT000301,3024,ST,57335.04,1100
100,8000002742,000030,MAT000345,2316,ST,20079.72,1100
100,8000002742,000040,MAT000166,1973,ST,18585.66,1200
100,8000002742,000050,MAT000117,2206,ST,48156.98,1100
100,8000002743,000010,MAT000171,4859,ST,35567.88,1000
100,8000002743,000020,MAT000310,1618,ST,23072.68,1000
100,8000002744,000010,MAT000372,3866,ST,31121.3,1100
100,8000002744,000020,MAT000004,1583,ST,27069.3,1200
100,8000002744,000030,MAT000280,2963,ST,45007.97,1100
100,8000002744,000040,MAT000499,1456,ST,22917.44,1100
100,8000002745,000010,MAT000422,2857,ST,44854.9,1200
100,8000002745,000020,MAT000082,1872,ST,20367.36,1100
100,8000002746,000010,MAT000220,365,ST,6843.75,1000
100,8000002746,000020,MAT000419,1458,ST,35356.5,1000
100,8000002746,000030,MAT000109,2900,ST,39237.0,1200
100,8000002746,000040,MAT000194,1407,ST,33613.23,1000
100,8000002746,000050,MAT000235,759,ST,18549.96,1200
100,8000002747,000010,MAT000219,3643,ST,85064.05,1100
100,8000002747,000020,MAT000372,1793,ST,35698.63,1100
100,8000002747,000030,MAT000124,1589,ST,34624.31,1000
100,8000002747,000040,MAT000376,1527,ST,6275.97,1000
100,8000002748,000010,MAT000483,3651,ST,90106.68,1200
100,8000002748,000020,MAT000312,1501,ST,27018.0,1100
100,8000002748,000030,MAT000375,4649,ST,57880.05,1000
100,8000002749,000010,MAT000383,2585,ST,50976.2,1100
100,8000002749,000020,MAT000474,3605,ST,46288.2,1000
100,8000002750,000010,MAT000222,2585,ST,55034.65,1000
100,8000002750,000020,MAT000372,3714,ST,87019.02,1200
100,8000002750,000030,MAT000422,3304,ST,39747.12,1000
100,8000002751,000010,MAT000171,1207,ST,7652.38,1000
100,8000002751,000020,MAT000258,2926,ST,64576.82,1100
100,8000002752,000010,MAT000297,1044,ST,3299.04,1100
100,8000002752,000020,MAT000197,4577,ST,86367.99,1000
100,8000002753,000010,MAT000282,2003,ST,47991.88,1200
100,8000002753,000020,MAT000280,4199,ST,51185.81,1000
100,8000002754,000010,MAT000018,4363,ST,70811.49,1100
100,8000002754,000020,MAT000375,4222,ST,69705.22,1100
100,8000002754,000030,MAT000301,484,ST,847.0,1100
100,8000002754,000040,MAT000421,4572,ST,25420.32,1200
100,8000002754,000050,MAT000069,3915,ST,13819.95,1200
100,8000002755,000010,MAT000006,4956,ST,62941.2,1100
100,8000002756,000010,MAT000019,1432,ST,25045.68,1000
100,8000002756,000020,MAT000235,2701,ST,43783.21,1000
100,8000002756,000030,MAT000324,4598,ST,94167.04,1200
100,8000002757,000010,MAT000379,1880,ST,29083.6,1000
100,8000002757,000020,MAT000487,2658,ST,43697.52,1000
100,8000002757,000030,MAT000166,2163,ST,19877.97,1000
100,8000002757,000040,MAT000355,624,ST,14196.0,1000
100,8000002758,000010,MAT000421,514,ST,5407.28,1000
100,8000002758,000020,MAT000016,3448,ST,28652.88,1100
100,8000002758,000030,MAT000417,2266,ST,4577.32,1200
100,8000002759,000010,MAT000159,4238,ST,105229.54,1000
100,8000002760,000010,MAT000255,2945,ST,15225.65,1100
100,8000002760,000020,MAT000065,2414,ST,53445.96,1000
100,8000002761,000010,MAT000173,2696,ST,64003.04,1000
100,8000002761,000020,MAT000483,3368,ST,67393.68,1200
100,8000002762,000010,MAT000293,4193,ST,68303.97,1100
100,8000002762,000020,MAT000171,670,ST,10760.2,1100
100,8000002763,000010,MAT000181,4879,ST,92993.74,1100
100,8000002763,000020,MAT000417,2540,ST,23444.2,1200
100,8000002763,000030,MAT000016,1391,ST,28529.41,1000
100,8000002763,000040,MAT000083,2546,ST,43052.86,1100
100,8000002763,000050,MAT000113,4566,ST,52143.72,1000
100,8000002764,000010,MAT000414,4929,ST,69893.22,1200
100,8000002764,000020,MAT000082,370,ST,3030.3,1000
100,8000002765,000010,MAT000175,1108,ST,10747.6,1100
100,8000002765,000020,MAT000017,4620,ST,80803.8,1100
100,8000002766,000010,MAT000100,3303,ST,32402.43,1200
100,8000002766,000020,MAT000069,2467,ST,50400.81,1000
100,8000002766,000030,MAT000379,4451,ST,84969.59,1200
100,8000002767,000010,MAT000329,1366,ST,7185.16,1200
100,8000002767,000020,MAT000431,1565,ST,5227.1,1100
100,8000002768,000010,MAT000367,1655,ST,8043.3,1100
100,8000002769,000010,MAT000352,3707,ST,27098.17,1000
100,8000002769,000020,MAT000222,1592,ST,31664.88,1200
100,8000002770,000010,MAT000250,567,ST,9191.07,1200
100,8000002770,000020,MAT000194,3545,ST,77883.65,1100
100,8000002771,000010,MAT000077,4309,ST,104536.34,1000
