MANDT,TKNUM,TSNUM,TSRFO,KNESSION
100,0000000388,0001,0001,LOC001
100,0000000388,0002,0002,LOC002
100,0000000389,0001,0001,LOC001
100,0000000389,0002,0002,LOC002
100,0000000390,0001,0001,LOC001
100,0000000390,0002,0002,LOC002
100,0000000391,0001,0001,LOC001
100,0000000391,0002,0002,LOC002
100,0000000392,0001,0001,LOC001
100,0000000392,0002,0002,LOC002
100,0000000393,0001,0001,LOC001
100,0000000393,0002,0002,LOC002
100,0000000394,0001,0001,LOC001
100,0000000394,0002,0002,LOC002
100,0000000395,0001,0001,LOC001
100,0000000395,0002,0002,LOC002
100,0000000396,0001,0001,LOC001
100,0000000396,0002,0002,LOC002
100,0000000397,0001,0001,LOC001
100,0000000397,0002,0002,LOC002
100,0000000398,0001,0001,LOC001
100,0000000398,0002,0002,LOC002
100,0000000399,0001,0001,LOC001
100,0000000399,0002,0002,LOC002
100,0000000400,0001,0001,LOC001
100,0000000400,0002,0002,LOC002
100,0000000401,0001,0001,LOC001
100,0000000401,0002,0002,LOC002
100,0000000402,0001,0001,LOC001
100,0000000402,0002,0002,LOC002
100,0000000403,0001,0001,LOC001
100,0000000403,0002,0002,LOC002
100,0000000404,0001,0001,LOC001
100,0000000404,0002,0002,LOC002
100,0000000405,0001,0001,LOC001
100,0000000405,0002,0002,LOC002
100,0000000406,0001,0001,LOC001
100,0000000406,0002,0002,LOC002
100,0000000407,0001,0001,LOC001
100,0000000407,0002,0002,LOC002
100,0000000408,0001,0001,LOC001
100,0000000408,0002,0002,LOC002
100,0000000409,0001,0001,LOC001
100,0000000409,0002,0002,LOC002
100,0000000410,0001,0001,LOC001
100,0000000410,0002,0002,LOC002
100,0000000411,0001,0001,LOC001
100,0000000411,0002,0002,LOC002
100,0000000412,0001,0001,LOC001
100,0000000412,0002,0002,LOC002
100,0000000413,0001,0001,LOC001
100,0000000413,0002,0002,LOC002
100,0000000414,0001,0001,LOC001
100,0000000414,0002,0002,LOC002
100,0000000415,0001,0001,LOC001
100,0000000415,0002,0002,LOC002
100,0000000416,0001,0001,LOC001
100,0000000416,0002,0002,LOC002
100,0000000417,0001,0001,LOC001
100,0000000417,0002,0002,LOC002
100,0000000418,0001,0001,LOC001
100,0000000418,0002,0002,LOC002
100,0000000419,0001,0001,LOC001
100,0000000419,0002,0002,LOC002
100,0000000420,0001,0001,LOC001
100,0000000420,0002,0002,LOC002
100,0000000421,0001,0001,LOC001
100,0000000421,0002,0002,LOC002
100,0000000422,0001,0001,LOC001
100,0000000422,0002,0002,LOC002
100,0000000423,0001,0001,LOC001
100,0000000423,0002,0002,LOC002
100,0000000424,0001,0001,LOC001
100,0000000424,0002,0002,LOC002
100,0000000425,0001,0001,LOC001
100,0000000425,0002,0002,LOC002
100,0000000426,0001,0001,LOC001
100,0000000426,0002,0002,LOC002
100,0000000427,0001,0001,LOC001
100,0000000427,0002,0002,LOC002
100,0000000428,0001,0001,LOC001
100,0000000428,0002,0002,LOC002
100,0000000429,0001,0001,LOC001
100,0000000429,0002,0002,LOC002
100,0000000430,0001,0001,LOC001
100,0000000430,0002,0002,LOC002
100,0000000431,0001,0001,LOC001
100,0000000431,0002,0002,LOC002
100,0000000432,0001,0001,LOC001
100,0000000432,0002,0002,LOC002
100,0000000433,0001,0001,LOC001
100,0000000433,0002,0002,LOC002
100,0000000434,0001,0001,LOC001
100,0000000434,0002,0002,LOC002
100,0000000435,0001,0001,LOC001
100,0000000435,0002,0002,LOC002
100,0000000436,0001,0001,LOC001
100,0000000436,0002,0002,LOC002
100,0000000437,0001,0001,LOC001
100,0000000437,0002,0002,LOC002
100,0000000438,0001,0001,LOC001
100,0000000438,0002,0002,LOC002
100,0000000439,0001,0001,LOC001
100,0000000439,0002,0002,LOC002
100,0000000440,0001,0001,LOC001
100,0000000440,0002,0002,LOC002
100,0000000441,0001,0001,LOC001
100,0000000441,0002,0002,LOC002
100,0000000442,0001,0001,LOC001
100,0000000442,0002,0002,LOC002
100,0000000443,0001,0001,LOC001
100,0000000443,0002,0002,LOC002
100,0000000444,0001,0001,LOC001
100,0000000444,0002,0002,LOC002
100,0000000445,0001,0001,LOC001
100,0000000445,0002,0002,LOC002
100,0000000446,0001,0001,LOC001
100,0000000446,0002,0002,LOC002
100,0000000447,0001,0001,LOC001
100,0000000447,0002,0002,LOC002
100,0000000448,0001,0001,LOC001
100,0000000448,0002,0002,LOC002
100,0000000449,0001,0001,LOC001
100,0000000449,0002,0002,LOC002
100,0000000450,0001,0001,LOC001
100,0000000450,0002,0002,LOC002
100,0000000451,0001,0001,LOC001
100,0000000451,0002,0002,LOC002
100,0000000452,0001,0001,LOC001
100,0000000452,0002,0002,LOC002
100,0000000453,0001,0001,LOC001
100,0000000453,0002,0002,LOC002
100,0000000454,0001,0001,LOC001
100,0000000454,0002,0002,LOC002
100,0000000455,0001,0001,LOC001
100,0000000455,0002,0002,LOC002
100,0000000456,0001,0001,LOC001
100,0000000456,0002,0002,LOC002
100,0000000457,0001,0001,LOC001
100,0000000457,0002,0002,LOC002
100,0000000458,0001,0001,LOC001
100,0000000458,0002,0002,LOC002
100,0000000459,0001,0001,LOC001
100,0000000459,0002,0002,LOC002
100,0000000460,0001,0001,LOC001
100,0000000460,0002,0002,LOC002
100,0000000461,0001,0001,LOC001
100,0000000461,0002,0002,LOC002
100,0000000462,0001,0001,LOC001
100,0000000462,0002,0002,LOC002
100,0000000463,0001,0001,LOC001
100,0000000463,0002,0002,LOC002
100,0000000464,0001,0001,LOC001
100,0000000464,0002,0002,LOC002
100,0000000465,0001,0001,LOC001
100,0000000465,0002,0002,LOC002
100,0000000466,0001,0001,LOC001
100,0000000466,0002,0002,LOC002
100,0000000467,0001,0001,LOC001
100,0000000467,0002,0002,LOC002
100,0000000468,0001,0001,LOC001
100,0000000468,0002,0002,LOC002
100,0000000469,0001,0001,LOC001
100,0000000469,0002,0002,LOC002
100,0000000470,0001,0001,LOC001
100,0000000470,0002,0002,LOC002
100,0000000471,0001,0001,LOC001
100,0000000471,0002,0002,LOC002
100,0000000472,0001,0001,LOC001
100,0000000472,0002,0002,LOC002
100,0000000473,0001,0001,LOC001
100,0000000473,0002,0002,LOC002
100,0000000474,0001,0001,LOC001
100,0000000474,0002,0002,LOC002
100,0000000475,0001,0001,LOC001
100,0000000475,0002,0002,LOC002
100,0000000476,0001,0001,LOC001
100,0000000476,0002,0002,LOC002
100,0000000477,0001,0001,LOC001
100,0000000477,0002,0002,LOC002
100,0000000478,0001,0001,LOC001
100,0000000478,0002,0002,LOC002
100,0000000479,0001,0001,LOC001
100,0000000479,0002,0002,LOC002
100,0000000480,0001,0001,LOC001
100,0000000480,0002,0002,LOC002
100,0000000481,0001,0001,LOC001
100,0000000481,0002,0002,LOC002
100,0000000482,0001,0001,LOC001
100,0000000482,0002,0002,LOC002
100,0000000483,0001,0001,LOC001
100,0000000483,0002,0002,LOC002
100,0000000484,0001,0001,LOC001
100,0000000484,0002,0002,LOC002
100,0000000485,0001,0001,LOC001
100,0000000485,0002,0002,LOC002
100,0000000486,0001,0001,LOC001
100,0000000486,0002,0002,LOC002
100,0000000487,0001,0001,LOC001
100,0000000487,0002,0002,LOC002
100,0000000488,0001,0001,LOC001
100,0000000488,0002,0002,LOC002
100,0000000489,0001,0001,LOC001
100,0000000489,0002,0002,LOC002
100,0000000490,0001,0001,LOC001
100,0000000490,0002,0002,LOC002
100,0000000491,0001,0001,LOC001
100,0000000491,0002,0002,LOC002
100,0000000492,0001,0001,LOC001
100,0000000492,0002,0002,LOC002
100,0000000493,0001,0001,LOC001
100,0000000493,0002,0002,LOC002
100,0000000494,0001,0001,LOC001
100,0000000494,0002,0002,LOC002
100,0000000495,0001,0001,LOC001
100,0000000495,0002,0002,LOC002
100,0000000496,0001,0001,LOC001
100,0000000496,0002,0002,LOC002
100,0000000497,0001,0001,LOC001
100,0000000497,0002,0002,LOC002
100,0000000498,0001,0001,LOC001
100,0000000498,0002,0002,LOC002
100,0000000499,0001,0001,LOC001
100,0000000499,0002,0002,LOC002
100,0000000500,0001,0001,LOC001
100,0000000500,0002,0002,LOC002
100,0000000501,0001,0001,LOC001
100,0000000501,0002,0002,LOC002
100,0000000502,0001,0001,LOC001
100,0000000502,0002,0002,LOC002
100,0000000503,0001,0001,LOC001
100,0000000503,0002,0002,LOC002
100,0000000504,0001,0001,LOC001
100,0000000504,0002,0002,LOC002
100,0000000505,0001,0001,LOC001
100,0000000505,0002,0002,LOC002
100,0000000506,0001,0001,LOC001
100,0000000506,0002,0002,LOC002
100,0000000507,0001,0001,LOC001
100,0000000507,0002,0002,LOC002
100,0000000508,0001,0001,LOC001
100,0000000508,0002,0002,LOC002
100,0000000509,0001,0001,LOC001
100,0000000509,0002,0002,LOC002
100,0000000510,0001,0001,LOC001
100,0000000510,0002,0002,LOC002
100,0000000511,0001,0001,LOC001
100,0000000511,0002,0002,LOC002
100,0000000512,0001,0001,LOC001
100,0000000512,0002,0002,LOC002
100,0000000513,0001,0001,LOC001
100,0000000513,0002,0002,LOC002
100,0000000514,0001,0001,LOC001
100,0000000514,0002,0002,LOC002
100,0000000515,0001,0001,LOC001
100,0000000515,0002,0002,LOC002
100,0000000516,0001,0001,LOC001
100,0000000516,0002,0002,LOC002
100,0000000517,0001,0001,LOC001
100,0000000517,0002,0002,LOC002
100,0000000518,0001,0001,LOC001
100,0000000518,0002,0002,LOC002
100,0000000519,0001,0001,LOC001
100,0000000519,0002,0002,LOC002
100,0000000520,0001,0001,LOC001
100,0000000520,0002,0002,LOC002
100,0000000521,0001,0001,LOC001
100,0000000521,0002,0002,LOC002
100,0000000522,0001,0001,LOC001
100,0000000522,0002,0002,LOC002
100,0000000523,0001,0001,LOC001
100,0000000523,0002,0002,LOC002
100,0000000524,0001,0001,LOC001
100,0000000524,0002,0002,LOC002
100,0000000525,0001,0001,LOC001
100,0000000525,0002,0002,LOC002
100,0000000526,0001,0001,LOC001
100,0000000526,0002,0002,LOC002
100,0000000527,0001,0001,LOC001
100,0000000527,0002,0002,LOC002
100,0000000528,0001,0001,LOC001
100,0000000528,0002,0002,LOC002
100,0000000529,0001,0001,LOC001
100,0000000529,0002,0002,LOC002
100,0000000530,0001,0001,LOC001
100,0000000530,0002,0002,LOC002
100,0000000531,0001,0001,LOC001
100,0000000531,0002,0002,LOC002
100,0000000532,0001,0001,LOC001
100,0000000532,0002,0002,LOC002
100,0000000533,0001,0001,LOC001
100,0000000533,0002,0002,LOC002
100,0000000534,0001,0001,LOC001
100,0000000534,0002,0002,LOC002
100,0000000535,0001,0001,LOC001
100,0000000535,0002,0002,LOC002
100,0000000536,0001,0001,LOC001
100,0000000536,0002,0002,LOC002
100,0000000537,0001,0001,LOC001
100,0000000537,0002,0002,LOC002
100,0000000538,0001,0001,LOC001
100,0000000538,0002,0002,LOC002
100,0000000539,0001,0001,LOC001
100,0000000539,0002,0002,LOC002
100,0000000540,0001,0001,LOC001
100,0000000540,0002,0002,LOC002
100,0000000541,0001,0001,LOC001
100,0000000541,0002,0002,LOC002
100,0000000542,0001,0001,LOC001
100,0000000542,0002,0002,LOC002
100,0000000543,0001,0001,LOC001
100,0000000543,0002,0002,LOC002
100,0000000544,0001,0001,LOC001
100,0000000544,0002,0002,LOC002
100,0000000545,0001,0001,LOC001
100,0000000545,0002,0002,LOC002
100,0000000546,0001,0001,LOC001
100,0000000546,0002,0002,LOC002
100,0000000547,0001,0001,LOC001
100,0000000547,0002,0002,LOC002
100,0000000548,0001,0001,LOC001
100,0000000548,0002,0002,LOC002
100,0000000549,0001,0001,LOC001
100,0000000549,0002,0002,LOC002
100,0000000550,0001,0001,LOC001
100,0000000550,0002,0002,LOC002
100,0000000551,0001,0001,LOC001
100,0000000551,0002,0002,LOC002
100,0000000552,0001,0001,LOC001
100,0000000552,0002,0002,LOC002
100,0000000553,0001,0001,LOC001
100,0000000553,0002,0002,LOC002
100,0000000554,0001,0001,LOC001
100,0000000554,0002,0002,LOC002
100,0000000555,0001,0001,LOC001
100,0000000555,0002,0002,LOC002
100,0000000556,0001,0001,LOC001
100,0000000556,0002,0002,LOC002
100,0000000557,0001,0001,LOC001
100,0000000557,0002,0002,LOC002
100,0000000558,0001,0001,LOC001
100,0000000558,0002,0002,LOC002
100,0000000559,0001,0001,LOC001
100,0000000559,0002,0002,LOC002
100,0000000560,0001,0001,LOC001
100,0000000560,0002,0002,LOC002
100,0000000561,0001,0001,LOC001
100,0000000561,0002,0002,LOC002
100,0000000562,0001,0001,LOC001
100,0000000562,0002,0002,LOC002
100,0000000563,0001,0001,LOC001
100,0000000563,0002,0002,LOC002
100,0000000564,0001,0001,LOC001
100,0000000564,0002,0002,LOC002
100,0000000565,0001,0001,LOC001
100,0000000565,0002,0002,LOC002
100,0000000566,0001,0001,LOC001
100,0000000566,0002,0002,LOC002
100,0000000567,0001,0001,LOC001
100,0000000567,0002,0002,LOC002
100,0000000568,0001,0001,LOC001
100,0000000568,0002,0002,LOC002
100,0000000569,0001,0001,LOC001
100,0000000569,0002,0002,LOC002
100,0000000570,0001,0001,LOC001
100,0000000570,0002,0002,LOC002
100,0000000571,0001,0001,LOC001
100,0000000571,0002,0002,LOC002
100,0000000572,0001,0001,LOC001
100,0000000572,0002,0002,LOC002
100,0000000573,0001,0001,LOC001
100,0000000573,0002,0002,LOC002
100,0000000574,0001,0001,LOC001
100,0000000574,0002,0002,LOC002
100,0000000575,0001,0001,LOC001
100,0000000575,0002,0002,LOC002
100,0000000576,0001,0001,LOC001
100,0000000576,0002,0002,LOC002
100,0000000577,0001,0001,LOC001
100,0000000577,0002,0002,LOC002
100,0000000578,0001,0001,LOC001
100,0000000578,0002,0002,LOC002
100,0000000579,0001,0001,LOC001
100,0000000579,0002,0002,LOC002
100,0000000580,0001,0001,LOC001
100,0000000580,0002,0002,LOC002
100,0000000581,0001,0001,LOC001
100,0000000581,0002,0002,LOC002
100,0000000582,0001,0001,LOC001
100,0000000582,0002,0002,LOC002
100,0000000583,0001,0001,LOC001
100,0000000583,0002,0002,LOC002
100,0000000584,0001,0001,LOC001
100,0000000584,0002,0002,LOC002
100,0000000585,0001,0001,LOC001
100,0000000585,0002,0002,LOC002
100,0000000586,0001,0001,LOC001
100,0000000586,0002,0002,LOC002
100,0000000587,0001,0001,LOC001
100,0000000587,0002,0002,LOC002
100,0000000588,0001,0001,LOC001
100,0000000588,0002,0002,LOC002
100,0000000589,0001,0001,LOC001
100,0000000589,0002,0002,LOC002
100,0000000590,0001,0001,LOC001
100,0000000590,0002,0002,LOC002
100,0000000591,0001,0001,LOC001
100,0000000591,0002,0002,LOC002
100,0000000592,0001,0001,LOC001
100,0000000592,0002,0002,LOC002
100,0000000593,0001,0001,LOC001
100,0000000593,0002,0002,LOC002
100,0000000594,0001,0001,LOC001
100,0000000594,0002,0002,LOC002
100,0000000595,0001,0001,LOC001
100,0000000595,0002,0002,LOC002
100,0000000596,0001,0001,LOC001
100,0000000596,0002,0002,LOC002
100,0000000597,0001,0001,LOC001
100,0000000597,0002,0002,LOC002
100,0000000598,0001,0001,LOC001
100,0000000598,0002,0002,LOC002
100,0000000599,0001,0001,LOC001
100,0000000599,0002,0002,LOC002
100,0000000600,0001,0001,LOC001
100,0000000600,0002,0002,LOC002
100,0000000601,0001,0001,LOC001
100,0000000601,0002,0002,LOC002
100,0000000602,0001,0001,LOC001
100,0000000602,0002,0002,LOC002
100,0000000603,0001,0001,LOC001
100,0000000603,0002,0002,LOC002
100,0000000604,0001,0001,LOC001
100,0000000604,0002,0002,LOC002
100,0000000605,0001,0001,LOC001
100,0000000605,0002,0002,LOC002
100,0000000606,0001,0001,LOC001
100,0000000606,0002,0002,LOC002
100,0000000607,0001,0001,LOC001
100,0000000607,0002,0002,LOC002
100,0000000608,0001,0001,LOC001
100,0000000608,0002,0002,LOC002
100,0000000609,0001,0001,LOC001
100,0000000609,0002,0002,LOC002
100,0000000610,0001,0001,LOC001
100,0000000610,0002,0002,LOC002
100,0000000611,0001,0001,LOC001
100,0000000611,0002,0002,LOC002
100,0000000612,0001,0001,LOC001
100,0000000612,0002,0002,LOC002
100,0000000613,0001,0001,LOC001
100,0000000613,0002,0002,LOC002
100,0000000614,0001,0001,LOC001
100,0000000614,0002,0002,LOC002
100,0000000615,0001,0001,LOC001
100,0000000615,0002,0002,LOC002
100,0000000616,0001,0001,LOC001
100,0000000616,0002,0002,LOC002
100,0000000617,0001,0001,LOC001
100,0000000617,0002,0002,LOC002
100,0000000618,0001,0001,LOC001
100,0000000618,0002,0002,LOC002
100,0000000619,0001,0001,LOC001
100,0000000619,0002,0002,LOC002
100,0000000620,0001,0001,LOC001
100,0000000620,0002,0002,LOC002
100,0000000621,0001,0001,LOC001
100,0000000621,0002,0002,LOC002
100,0000000622,0001,0001,LOC001
100,0000000622,0002,0002,LOC002
100,0000000623,0001,0001,LOC001
100,0000000623,0002,0002,LOC002
100,0000000624,0001,0001,LOC001
100,0000000624,0002,0002,LOC002
100,0000000625,0001,0001,LOC001
100,0000000625,0002,0002,LOC002
100,0000000626,0001,0001,LOC001
100,0000000626,0002,0002,LOC002
100,0000000627,0001,0001,LOC001
100,0000000627,0002,0002,LOC002
100,0000000628,0001,0001,LOC001
100,0000000628,0002,0002,LOC002
100,0000000629,0001,0001,LOC001
100,0000000629,0002,0002,LOC002
100,0000000630,0001,0001,LOC001
100,0000000630,0002,0002,LOC002
100,0000000631,0001,0001,LOC001
100,0000000631,0002,0002,LOC002
100,0000000632,0001,0001,LOC001
100,0000000632,0002,0002,LOC002
100,0000000633,0001,0001,LOC001
100,0000000633,0002,0002,LOC002
100,0000000634,0001,0001,LOC001
100,0000000634,0002,0002,LOC002
100,0000000635,0001,0001,LOC001
100,0000000635,0002,0002,LOC002
100,0000000636,0001,0001,LOC001
100,0000000636,0002,0002,LOC002
100,0000000637,0001,0001,LOC001
100,0000000637,0002,0002,LOC002
100,0000000638,0001,0001,LOC001
100,0000000638,0002,0002,LOC002
100,0000000639,0001,0001,LOC001
100,0000000639,0002,0002,LOC002
100,0000000640,0001,0001,LOC001
100,0000000640,0002,0002,LOC002
100,0000000641,0001,0001,LOC001
100,0000000641,0002,0002,LOC002
100,0000000642,0001,0001,LOC001
100,0000000642,0002,0002,LOC002
100,0000000643,0001,0001,LOC001
100,0000000643,0002,0002,LOC002
100,0000000644,0001,0001,LOC001
100,0000000644,0002,0002,LOC002
100,0000000645,0001,0001,LOC001
100,0000000645,0002,0002,LOC002
100,0000000646,0001,0001,LOC001
100,0000000646,0002,0002,LOC002
100,0000000647,0001,0001,LOC001
100,0000000647,0002,0002,LOC002
100,0000000648,0001,0001,LOC001
100,0000000648,0002,0002,LOC002
100,0000000649,0001,0001,LOC001
100,0000000649,0002,0002,LOC002
100,0000000650,0001,0001,LOC001
100,0000000650,0002,0002,LOC002
100,0000000651,0001,0001,LOC001
100,0000000651,0002,0002,LOC002
100,0000000652,0001,0001,LOC001
100,0000000652,0002,0002,LOC002
100,0000000653,0001,0001,LOC001
100,0000000653,0002,0002,LOC002
100,0000000654,0001,0001,LOC001
100,0000000654,0002,0002,LOC002
100,0000000655,0001,0001,LOC001
100,0000000655,0002,0002,LOC002
100,0000000656,0001,0001,LOC001
100,0000000656,0002,0002,LOC002
100,0000000657,0001,0001,LOC001
100,0000000657,0002,0002,LOC002
100,0000000658,0001,0001,LOC001
100,0000000658,0002,0002,LOC002
100,0000000659,0001,0001,LOC001
100,0000000659,0002,0002,LOC002
100,0000000660,0001,0001,LOC001
100,0000000660,0002,0002,LOC002
100,0000000661,0001,0001,LOC001
100,0000000661,0002,0002,LOC002
100,0000000662,0001,0001,LOC001
100,0000000662,0002,0002,LOC002
100,0000000663,0001,0001,LOC001
100,0000000663,0002,0002,LOC002
100,0000000664,0001,0001,LOC001
100,0000000664,0002,0002,LOC002
100,0000000665,0001,0001,LOC001
100,0000000665,0002,0002,LOC002
100,0000000666,0001,0001,LOC001
100,0000000666,0002,0002,LOC002
100,0000000667,0001,0001,LOC001
100,0000000667,0002,0002,LOC002
100,0000000668,0001,0001,LOC001
100,0000000668,0002,0002,LOC002
100,0000000669,0001,0001,LOC001
100,0000000669,0002,0002,LOC002
100,0000000670,0001,0001,LOC001
100,0000000670,0002,0002,LOC002
100,0000000671,0001,0001,LOC001
100,0000000671,0002,0002,LOC002
100,0000000672,0001,0001,LOC001
100,0000000672,0002,0002,LOC002
100,0000000673,0001,0001,LOC001
100,0000000673,0002,0002,LOC002
100,0000000674,0001,0001,LOC001
100,0000000674,0002,0002,LOC002
100,0000000675,0001,0001,LOC001
100,0000000675,0002,0002,LOC002
100,0000000676,0001,0001,LOC001
100,0000000676,0002,0002,LOC002
100,0000000677,0001,0001,LOC001
100,0000000677,0002,0002,LOC002
100,0000000678,0001,0001,LOC001
100,0000000678,0002,0002,LOC002
100,0000000679,0001,0001,LOC001
100,0000000679,0002,0002,LOC002
100,0000000680,0001,0001,LOC001
100,0000000680,0002,0002,LOC002
100,0000000681,0001,0001,LOC001
100,0000000681,0002,0002,LOC002
100,0000000682,0001,0001,LOC001
100,0000000682,0002,0002,LOC002
100,0000000683,0001,0001,LOC001
100,0000000683,0002,0002,LOC002
100,0000000684,0001,0001,LOC001
100,0000000684,0002,0002,LOC002
100,0000000685,0001,0001,LOC001
100,0000000685,0002,0002,LOC002
100,0000000686,0001,0001,LOC001
100,0000000686,0002,0002,LOC002
100,0000000687,0001,0001,LOC001
100,0000000687,0002,0002,LOC002
100,0000000688,0001,0001,LOC001
100,0000000688,0002,0002,LOC002
100,0000000689,0001,0001,LOC001
100,0000000689,0002,0002,LOC002
100,0000000690,0001,0001,LOC001
100,0000000690,0002,0002,LOC002
100,0000000691,0001,0001,LOC001
100,0000000691,0002,0002,LOC002
100,0000000692,0001,0001,LOC001
100,0000000692,0002,0002,LOC002
100,0000000693,0001,0001,LOC001
100,0000000693,0002,0002,LOC002
100,0000000694,0001,0001,LOC001
100,0000000694,0002,0002,LOC002
100,0000000695,0001,0001,LOC001
100,0000000695,0002,0002,LOC002
100,0000000696,0001,0001,LOC001
100,0000000696,0002,0002,LOC002
100,0000000697,0001,0001,LOC001
100,0000000697,0002,0002,LOC002
100,0000000698,0001,0001,LOC001
100,0000000698,0002,0002,LOC002
100,0000000699,0001,0001,LOC001
100,0000000699,0002,0002,LOC002
100,0000000700,0001,0001,LOC001
100,0000000700,0002,0002,LOC002
100,0000000701,0001,0001,LOC001
100,0000000701,0002,0002,LOC002
100,0000000702,0001,0001,LOC001
100,0000000702,0002,0002,LOC002
100,0000000703,0001,0001,LOC001
100,0000000703,0002,0002,LOC002
100,0000000704,0001,0001,LOC001
100,0000000704,0002,0002,LOC002
100,0000000705,0001,0001,LOC001
100,0000000705,0002,0002,LOC002
100,0000000706,0001,0001,LOC001
100,0000000706,0002,0002,LOC002
100,0000000707,0001,0001,LOC001
100,0000000707,0002,0002,LOC002
100,0000000708,0001,0001,LOC001
100,0000000708,0002,0002,LOC002
100,0000000709,0001,0001,LOC001
100,0000000709,0002,0002,LOC002
100,0000000710,0001,0001,LOC001
100,0000000710,0002,0002,LOC002
100,0000000711,0001,0001,LOC001
100,0000000711,0002,0002,LOC002
100,0000000712,0001,0001,LOC001
100,0000000712,0002,0002,LOC002
100,0000000713,0001,0001,LOC001
100,0000000713,0002,0002,LOC002
100,0000000714,0001,0001,LOC001
100,0000000714,0002,0002,LOC002
100,0000000715,0001,0001,LOC001
100,0000000715,0002,0002,LOC002
100,0000000716,0001,0001,LOC001
100,0000000716,0002,0002,LOC002
100,0000000717,0001,0001,LOC001
100,0000000717,0002,0002,LOC002
100,0000000718,0001,0001,LOC001
100,0000000718,0002,0002,LOC002
100,0000000719,0001,0001,LOC001
100,0000000719,0002,0002,LOC002
100,0000000720,0001,0001,LOC001
100,0000000720,0002,0002,LOC002
100,0000000721,0001,0001,LOC001
100,0000000721,0002,0002,LOC002
100,0000000722,0001,0001,LOC001
100,0000000722,0002,0002,LOC002
100,0000000723,0001,0001,LOC001
100,0000000723,0002,0002,LOC002
100,0000000724,0001,0001,LOC001
100,0000000724,0002,0002,LOC002
100,0000000725,0001,0001,LOC001
100,0000000725,0002,0002,LOC002
100,0000000726,0001,0001,LOC001
100,0000000726,0002,0002,LOC002
100,0000000727,0001,0001,LOC001
100,0000000727,0002,0002,LOC002
100,0000000728,0001,0001,LOC001
100,0000000728,0002,0002,LOC002
100,0000000729,0001,0001,LOC001
100,0000000729,0002,0002,LOC002
100,0000000730,0001,0001,LOC001
100,0000000730,0002,0002,LOC002
100,0000000731,0001,0001,LOC001
100,0000000731,0002,0002,LOC002
100,0000000732,0001,0001,LOC001
100,0000000732,0002,0002,LOC002
100,0000000733,0001,0001,LOC001
100,0000000733,0002,0002,LOC002
100,0000000734,0001,0001,LOC001
100,0000000734,0002,0002,LOC002
100,0000000735,0001,0001,LOC001
100,0000000735,0002,0002,LOC002
100,0000000736,0001,0001,LOC001
100,0000000736,0002,0002,LOC002
100,0000000737,0001,0001,LOC001
100,0000000737,0002,0002,LOC002
100,0000000738,0001,0001,LOC001
100,0000000738,0002,0002,LOC002
100,0000000739,0001,0001,LOC001
100,0000000739,0002,0002,LOC002
100,0000000740,0001,0001,LOC001
100,0000000740,0002,0002,LOC002
100,0000000741,0001,0001,LOC001
100,0000000741,0002,0002,LOC002
100,0000000742,0001,0001,LOC001
100,0000000742,0002,0002,LOC002
100,0000000743,0001,0001,LOC001
100,0000000743,0002,0002,LOC002
100,0000000744,0001,0001,LOC001
100,0000000744,0002,0002,LOC002
100,0000000745,0001,0001,LOC001
100,0000000745,0002,0002,LOC002
100,0000000746,0001,0001,LOC001
100,0000000746,0002,0002,LOC002
100,0000000747,0001,0001,LOC001
100,0000000747,0002,0002,LOC002
100,0000000748,0001,0001,LOC001
100,0000000748,0002,0002,LOC002
100,0000000749,0001,0001,LOC001
100,0000000749,0002,0002,LOC002
100,0000000750,0001,0001,LOC001
100,0000000750,0002,0002,LOC002
100,0000000751,0001,0001,LOC001
100,0000000751,0002,0002,LOC002
100,0000000752,0001,0001,LOC001
100,0000000752,0002,0002,LOC002
100,0000000753,0001,0001,LOC001
100,0000000753,0002,0002,LOC002
100,0000000754,0001,0001,LOC001
100,0000000754,0002,0002,LOC002
100,0000000755,0001,0001,LOC001
100,0000000755,0002,0002,LOC002
100,0000000756,0001,0001,LOC001
100,0000000756,0002,0002,LOC002
100,0000000757,0001,0001,LOC001
100,0000000757,0002,0002,LOC002
100,0000000758,0001,0001,LOC001
100,0000000758,0002,0002,LOC002
100,0000000759,0001,0001,LOC001
100,0000000759,0002,0002,LOC002
100,0000000760,0001,0001,LOC001
100,0000000760,0002,0002,LOC002
100,0000000761,0001,0001,LOC001
100,0000000761,0002,0002,LOC002
100,0000000762,0001,0001,LOC001
100,0000000762,0002,0002,LOC002
100,0000000763,0001,0001,LOC001
100,0000000763,0002,0002,LOC002
100,0000000764,0001,0001,LOC001
100,0000000764,0002,0002,LOC002
100,0000000765,0001,0001,LOC001
100,0000000765,0002,0002,LOC002
100,0000000766,0001,0001,LOC001
100,0000000766,0002,0002,LOC002
100,0000000767,0001,0001,LOC001
100,0000000767,0002,0002,LOC002
100,0000000768,0001,0001,LOC001
100,0000000768,0002,0002,LOC002
100,0000000769,0001,0001,LOC001
100,0000000769,0002,0002,LOC002
100,0000000770,0001,0001,LOC001
100,0000000770,0002,0002,LOC002
100,0000000771,0001,0001,LOC001
100,0000000771,0002,0002,LOC002
100,0000000772,0001,0001,LOC001
100,0000000772,0002,0002,LOC002
100,0000000773,0001,0001,LOC001
100,0000000773,0002,0002,LOC002
100,0000000774,0001,0001,LOC001
100,0000000774,0002,0002,LOC002
100,0000000775,0001,0001,LOC001
100,0000000775,0002,0002,LOC002
