MANDT,TKNUM,VFKNI,KSCHL,KBETR,WAERS
100,0000000327,000001,PR00,423.61,EUR
100,0000000327,000002,PR00,301.46,EUR
100,0000000328,000001,K005,170.76,EUR
100,0000000328,000002,K004,211.82,EUR
100,0000000329,000001,K005,10.01,EUR
100,0000000329,000002,PR00,61.79,EUR
100,0000000330,000001,K005,251.5,EUR
100,0000000330,000002,PR00,362.71,EUR
100,0000000331,000001,K005,157.67,EUR
100,0000000331,000002,K004,194.23,EUR
100,0000000332,000001,K004,434.83,EUR
100,0000000332,000002,K004,98.01,EUR
100,0000000333,000001,K005,189.01,EUR
100,0000000333,000002,PR00,209.06,EUR
100,0000000334,000001,K005,154.3,EUR
100,0000000334,000002,K005,54.69,EUR
100,0000000335,000001,K004,452.0,EUR
100,0000000335,000002,K004,83.54,EUR
100,0000000336,000001,K005,341.97,EUR
100,0000000336,000002,PR00,125.02,EUR
100,0000000337,000001,K005,442.51,EUR
100,0000000337,000002,K004,198.42,EUR
100,0000000338,000001,K005,451.45,EUR
100,0000000338,000002,PR00,218.49,EUR
100,0000000339,000001,K005,27.45,EUR
100,0000000339,000002,K004,350.59,EUR
100,0000000340,000001,K004,144.45,EUR
100,0000000340,000002,K004,465.89,EUR
100,0000000341,000001,PR00,179.58,EUR
100,0000000341,000002,K004,166.0,EUR
100,0000000342,000001,PR00,104.34,EUR
100,0000000342,000002,PR00,60.47,EUR
100,0000000343,000001,PR00,300.11,EUR
100,0000000343,000002,K005,429.86,EUR
100,0000000344,000001,K005,104.0,EUR
100,0000000344,000002,K005,382.52,EUR
100,0000000345,000001,K005,493.17,EUR
100,0000000345,000002,K005,389.44,EUR
100,0000000346,000001,K005,382.98,EUR
100,0000000346,000002,K004,207.85,EUR
100,0000000347,000001,K004,488.49,EUR
100,0000000347,000002,K005,368.59,EUR
100,0000000348,000001,PR00,43.2,EUR
100,0000000348,000002,PR00,127.61,EUR
100,0000000349,000001,PR00,36.81,EUR
100,0000000349,000002,PR00,98.25,EUR
100,0000000350,000001,PR00,84.34,EUR
100,0000000350,000002,K005,201.91,EUR
100,0000000351,000001,K005,380.74,EUR
100,0000000351,000002,K005,301.93,EUR
100,0000000352,000001,K005,460.72,EUR
100,0000000352,000002,K005,340.4,EUR
100,0000000353,000001,PR00,271.43,EUR
100,0000000353,000002,K004,170.71,EUR
100,0000000354,000001,K005,107.1,EUR
100,0000000354,000002,K004,491.24,EUR
100,0000000355,000001,PR00,324.34,EUR
100,0000000355,000002,K005,332.18,EUR
100,0000000356,000001,PR00,327.55,EUR
100,0000000356,000002,K005,360.68,EUR
100,0000000357,000001,K004,213.54,EUR
100,0000000357,000002,K005,10.14,EUR
100,0000000358,000001,K005,184.54,EUR
100,0000000358,000002,K005,429.29,EUR
100,0000000359,000001,PR00,497.31,EUR
100,0000000359,000002,PR00,454.56,EUR
100,0000000360,000001,PR00,17.35,EUR
100,0000000360,000002,K005,88.95,EUR
100,0000000361,000001,K004,20.83,EUR
100,0000000361,000002,PR00,95.63,EUR
100,0000000362,000001,K005,277.76,EUR
100,0000000362,000002,PR00,18.11,EUR
100,0000000363,000001,K005,220.66,EUR
100,0000000363,000002,K005,454.81,EUR
100,0000000364,000001,PR00,477.32,EUR
100,0000000364,000002,PR00,334.01,EUR
100,0000000365,000001,K004,187.43,EUR
100,0000000365,000002,K005,42.22,EUR
100,0000000366,000001,K004,305.01,EUR
100,0000000366,000002,K004,117.08,EUR
100,0000000367,000001,K004,260.57,EUR
100,0000000367,000002,K004,112.25,EUR
100,0000000368,000001,K004,323.44,EUR
100,0000000368,000002,K005,378.02,EUR
100,0000000369,000001,K004,238.5,EUR
100,0000000369,000002,PR00,323.02,EUR
100,0000000370,000001,K005,254.11,EUR
100,0000000370,000002,K004,287.76,EUR
100,0000000371,000001,K004,496.81,EUR
100,0000000371,000002,PR00,33.42,EUR
100,0000000372,000001,K004,247.39,EUR
100,0000000372,000002,PR00,427.25,EUR
100,0000000373,000001,K004,499.21,EUR
100,0000000373,000002,K005,438.16,EUR
100,0000000374,000001,K005,207.57,EUR
100,0000000374,000002,K004,47.24,EUR
100,0000000375,000001,PR00,484.68,EUR
100,0000000375,000002,K005,345.13,EUR
100,0000000376,000001,PR00,114.32,EUR
100,0000000376,000002,K005,183.65,EUR
100,0000000377,000001,K004,348.31,EUR
100,0000000377,000002,K005,426.29,EUR
100,0000000378,000001,PR00,134.84,EUR
100,0000000378,000002,K005,216.94,EUR
100,0000000379,000001,K005,240.77,EUR
100,0000000379,000002,K005,446.28,EUR
100,0000000380,000001,K004,405.71,EUR
100,0000000380,000002,PR00,130.01,EUR
100,0000000381,000001,K004,58.08,EUR
100,0000000381,000002,PR00,399.53,EUR
100,0000000382,000001,K004,243.1,EUR
100,0000000382,000002,PR00,230.68,EUR
100,0000000383,000001,PR00,251.46,EUR
100,0000000383,000002,PR00,340.38,EUR
100,0000000384,000001,PR00,399.79,EUR
100,0000000384,000002,K004,415.46,EUR
100,0000000385,000001,PR00,69.35,EUR
100,0000000385,000002,PR00,467.7,EUR
100,0000000386,000001,K004,227.03,EUR
100,0000000386,000002,K004,119.42,EUR
100,0000000387,000001,K004,395.23,EUR
100,0000000387,000002,K005,329.36,EUR
100,0000000388,000001,K004,496.11,EUR
100,0000000388,000002,PR00,101.15,EUR
100,0000000389,000001,K004,341.44,EUR
100,0000000389,000002,K004,428.08,EUR
100,0000000390,000001,PR00,104.72,EUR
100,0000000390,000002,PR00,380.63,EUR
100,0000000391,000001,K004,188.06,EUR
100,0000000391,000002,K005,252.31,EUR
100,0000000392,000001,PR00,83.45,EUR
100,0000000392,000002,PR00,19.5,EUR
100,0000000393,000001,PR00,255.31,EUR
100,0000000393,000002,K005,346.07,EUR
100,0000000394,000001,K005,400.85,EUR
100,0000000394,000002,PR00,20.55,EUR
100,0000000395,000001,K005,20.1,EUR
100,0000000395,000002,PR00,425.2,EUR
100,0000000396,000001,K005,177.24,EUR
100,0000000396,000002,K004,272.86,EUR
100,0000000397,000001,K004,236.73,EUR
100,0000000397,000002,K004,480.22,EUR
100,0000000398,000001,K005,461.26,EUR
100,0000000398,000002,K004,216.93,EUR
100,0000000399,000001,PR00,127.24,EUR
100,0000000399,000002,K004,58.56,EUR
100,0000000400,000001,PR00,332.58,EUR
100,0000000400,000002,PR00,396.06,EUR
100,0000000401,000001,K005,124.14,EUR
100,0000000401,000002,PR00,482.51,EUR
100,0000000402,000001,K004,17.2,EUR
100,0000000402,000002,K004,445.53,EUR
100,0000000403,000001,K005,478.12,EUR
100,0000000403,000002,K004,483.31,EUR
100,0000000404,000001,PR00,101.55,EUR
100,0000000404,000002,K005,311.16,EUR
100,0000000405,000001,PR00,171.66,EUR
100,0000000405,000002,K005,418.98,EUR
100,0000000406,000001,K005,332.87,EUR
100,0000000406,000002,K004,98.02,EUR
100,0000000407,000001,K004,77.1,EUR
100,0000000407,000002,PR00,137.7,EUR
100,0000000408,000001,PR00,89.49,EUR
100,0000000408,000002,K004,61.78,EUR
100,0000000409,000001,K004,251.98,EUR
100,0000000409,000002,PR00,293.49,EUR
100,0000000410,000001,PR00,443.51,EUR
100,0000000410,000002,PR00,419.69,EUR
100,0000000411,000001,K004,316.81,EUR
100,0000000411,000002,PR00,448.28,EUR
100,0000000412,000001,PR00,179.95,EUR
100,0000000412,000002,K005,44.96,EUR
100,0000000413,000001,K005,320.12,EUR
100,0000000413,000002,K004,432.91,EUR
100,0000000414,000001,K005,154.73,EUR
100,0000000414,000002,PR00,494.13,EUR
100,0000000415,000001,K004,320.44,EUR
100,0000000415,000002,PR00,459.81,EUR
100,0000000416,000001,K004,136.44,EUR
100,0000000416,000002,K004,54.13,EUR
100,0000000417,000001,PR00,408.55,EUR
100,0000000417,000002,PR00,317.09,EUR
100,0000000418,000001,K005,453.84,EUR
100,0000000418,000002,PR00,128.54,EUR
100,0000000419,000001,PR00,465.65,EUR
100,0000000419,000002,K004,178.36,EUR
100,0000000420,000001,PR00,69.91,EUR
100,0000000420,000002,K005,280.38,EUR
100,0000000421,000001,PR00,445.12,EUR
100,0000000421,000002,K004,250.1,EUR
100,0000000422,000001,PR00,350.32,EUR
100,0000000422,000002,K004,389.89,EUR
100,0000000423,000001,PR00,491.33,EUR
100,0000000423,000002,PR00,346.81,EUR
100,0000000424,000001,PR00,483.04,EUR
100,0000000424,000002,K005,171.03,EUR
100,0000000425,000001,K004,482.51,EUR
100,0000000425,000002,K005,426.16,EUR
100,0000000426,000001,K005,223.05,EUR
100,0000000426,000002,PR00,120.83,EUR
100,0000000427,000001,K004,67.47,EUR
100,0000000427,000002,PR00,303.94,EUR
100,0000000428,000001,K004,75.36,EUR
100,0000000428,000002,K005,497.17,EUR
100,0000000429,000001,K005,463.77,EUR
100,0000000429,000002,K005,487.82,EUR
100,0000000430,000001,PR00,492.2,EUR
100,0000000430,000002,K004,128.42,EUR
100,0000000431,000001,PR00,385.5,EUR
100,0000000431,000002,PR00,252.28,EUR
100,0000000432,000001,K005,477.82,EUR
100,0000000432,000002,K005,455.6,EUR
100,0000000433,000001,PR00,291.34,EUR
100,0000000433,000002,K005,150.64,EUR
100,0000000434,000001,K004,462.44,EUR
100,0000000434,000002,PR00,428.46,EUR
100,0000000435,000001,K005,282.81,EUR
100,0000000435,000002,PR00,35.5,EUR
100,0000000436,000001,K005,311.02,EUR
100,0000000436,000002,K005,37.42,EUR
100,0000000437,000001,PR00,167.07,EUR
100,0000000437,000002,PR00,58.94,EUR
100,0000000438,000001,K005,74.22,EUR
100,0000000438,000002,PR00,236.5,EUR
100,0000000439,000001,K004,280.89,EUR
100,0000000439,000002,K005,459.47,EUR
100,0000000440,000001,K004,423.48,EUR
100,0000000440,000002,K005,310.56,EUR
100,0000000441,000001,K005,62.93,EUR
100,0000000441,000002,K005,348.09,EUR
100,0000000442,000001,PR00,335.07,EUR
100,0000000442,000002,K004,53.35,EUR
100,0000000443,000001,K004,65.77,EUR
100,0000000443,000002,K005,196.57,EUR
100,0000000444,000001,K004,377.36,EUR
100,0000000444,000002,K005,22.79,EUR
100,0000000445,000001,PR00,322.95,EUR
100,0000000445,000002,K005,141.03,EUR
100,0000000446,000001,PR00,472.75,EUR
100,0000000446,000002,K004,436.29,EUR
100,0000000447,000001,K004,414.51,EUR
100,0000000447,000002,K004,167.92,EUR
100,0000000448,000001,K005,487.83,EUR
100,0000000448,000002,PR00,407.81,EUR
100,0000000449,000001,PR00,194.48,EUR
100,0000000449,000002,PR00,355.01,EUR
100,0000000450,000001,K005,494.44,EUR
100,0000000450,000002,PR00,366.36,EUR
100,0000000451,000001,K004,101.72,EUR
100,0000000451,000002,PR00,179.41,EUR
100,0000000452,000001,K004,305.24,EUR
100,0000000452,000002,K004,100.85,EUR
100,0000000453,000001,PR00,484.74,EUR
100,0000000453,000002,K005,27.1,EUR
100,0000000454,000001,K005,121.03,EUR
100,0000000454,000002,K005,330.08,EUR
100,0000000455,000001,PR00,92.48,EUR
100,0000000455,000002,PR00,449.15,EUR
100,0000000456,000001,PR00,97.14,EUR
100,0000000456,000002,K004,400.75,EUR
100,0000000457,000001,K005,283.85,EUR
100,0000000457,000002,K005,140.91,EUR
100,0000000458,000001,K005,132.32,EUR
100,0000000458,000002,PR00,399.22,EUR
100,0000000459,000001,PR00,193.76,EUR
100,0000000459,000002,PR00,147.24,EUR
100,0000000460,000001,K005,325.85,EUR
100,0000000460,000002,PR00,390.91,EUR
100,0000000461,000001,K005,291.71,EUR
100,0000000461,000002,PR00,458.44,EUR
100,0000000462,000001,K005,256.9,EUR
100,0000000462,000002,K005,71.87,EUR
100,0000000463,000001,K004,365.61,EUR
100,0000000463,000002,K004,268.96,EUR
100,0000000464,000001,K004,223.17,EUR
100,0000000464,000002,K005,309.66,EUR
100,0000000465,000001,K005,28.09,EUR
100,0000000465,000002,PR00,125.58,EUR
100,0000000466,000001,K005,487.07,EUR
100,0000000466,000002,K004,272.98,EUR
100,0000000467,000001,K005,228.62,EUR
100,0000000467,000002,PR00,427.41,EUR
100,0000000468,000001,K004,265.55,EUR
100,0000000468,000002,K005,147.04,EUR
100,0000000469,000001,K005,163.69,EUR
100,0000000469,000002,K004,308.0,EUR
100,0000000470,000001,K005,332.04,EUR
100,0000000470,000002,PR00,11.43,EUR
100,0000000471,000001,K005,312.66,EUR
100,0000000471,000002,PR00,324.78,EUR
100,0000000472,000001,PR00,17.26,EUR
100,0000000472,000002,PR00,344.81,EUR
100,0000000473,000001,K005,375.65,EUR
100,0000000473,000002,K005,105.7,EUR
100,0000000474,000001,K005,484.12,EUR
100,0000000474,000002,K005,271.18,EUR
100,0000000475,000001,K004,365.82,EUR
100,0000000475,000002,K005,94.76,EUR
100,0000000476,000001,PR00,198.32,EUR
100,0000000476,000002,K005,85.45,EUR
100,0000000477,000001,K005,77.95,EUR
100,0000000477,000002,K004,185.9,EUR
100,0000000478,000001,K005,240.64,EUR
100,0000000478,000002,K005,127.95,EUR
100,0000000479,000001,K005,145.89,EUR
100,0000000479,000002,K004,75.84,EUR
100,0000000480,000001,K005,236.0,EUR
100,0000000480,000002,K004,223.05,EUR
100,0000000481,000001,PR00,70.82,EUR
100,0000000481,000002,PR00,361.88,EUR
100,0000000482,000001,K005,385.85,EUR
100,0000000482,000002,K005,223.81,EUR
100,0000000483,000001,K005,200.43,EUR
100,0000000483,000002,K005,385.67,EUR
100,0000000484,000001,K005,430.5,EUR
100,0000000484,000002,PR00,301.59,EUR
100,0000000485,000001,K005,470.3,EUR
100,0000000485,000002,K004,386.5,EUR
100,0000000486,000001,K005,298.2,EUR
100,0000000486,000002,PR00,23.15,EUR
100,0000000487,000001,K005,452.97,EUR
100,0000000487,000002,K004,256.77,EUR
100,0000000488,000001,PR00,343.62,EUR
100,0000000488,000002,K005,347.03,EUR
100,0000000489,000001,PR00,423.3,EUR
100,0000000489,000002,PR00,147.88,EUR
100,0000000490,000001,K005,184.71,EUR
100,0000000490,000002,K004,416.36,EUR
100,0000000491,000001,K005,368.85,EUR
100,0000000491,000002,K005,281.52,EUR
100,0000000492,000001,K004,112.1,EUR
100,0000000492,000002,PR00,118.7,EUR
100,0000000493,000001,K004,191.08,EUR
100,0000000493,000002,K004,285.96,EUR
100,0000000494,000001,K004,196.78,EUR
100,0000000494,000002,PR00,304.43,EUR
100,0000000495,000001,PR00,41.35,EUR
100,0000000495,000002,PR00,274.08,EUR
100,0000000496,000001,K004,189.56,EUR
100,0000000496,000002,PR00,410.25,EUR
100,0000000497,000001,PR00,238.53,EUR
100,0000000497,000002,K005,498.03,EUR
100,0000000498,000001,K005,387.78,EUR
100,0000000498,000002,K004,362.81,EUR
100,0000000499,000001,K005,244.24,EUR
100,0000000499,000002,K004,284.09,EUR
100,0000000500,000001,K004,356.33,EUR
100,0000000500,000002,PR00,112.09,EUR
100,0000000501,000001,K004,254.12,EUR
100,0000000501,000002,K004,141.85,EUR
100,0000000502,000001,K004,200.96,EUR
100,0000000502,000002,K005,214.28,EUR
100,0000000503,000001,PR00,275.41,EUR
100,0000000503,000002,PR00,304.87,EUR
100,0000000504,000001,PR00,338.31,EUR
100,0000000504,000002,K004,194.18,EUR
100,0000000505,000001,K004,160.99,EUR
100,0000000505,000002,PR00,432.57,EUR
100,0000000506,000001,PR00,49.4,EUR
100,0000000506,000002,K005,350.04,EUR
100,0000000507,000001,K005,258.23,EUR
100,0000000507,000002,K005,429.41,EUR
100,0000000508,000001,K005,157.6,EUR
100,0000000508,000002,K004,311.01,EUR
100,0000000509,000001,PR00,459.9,EUR
100,0000000509,000002,PR00,219.96,EUR
100,0000000510,000001,K005,468.02,EUR
100,0000000510,000002,PR00,197.94,EUR
100,0000000511,000001,K004,131.23,EUR
100,0000000511,000002,PR00,355.16,EUR
100,0000000512,000001,K005,20.7,EUR
100,0000000512,000002,K005,373.54,EUR
100,0000000513,000001,K005,20.25,EUR
100,0000000513,000002,K004,263.78,EUR
100,0000000514,000001,PR00,271.15,EUR
100,0000000514,000002,K004,218.54,EUR
100,0000000515,000001,PR00,106.52,EUR
100,0000000515,000002,PR00,303.22,EUR
100,0000000516,000001,PR00,243.94,EUR
100,0000000516,000002,K005,156.39,EUR
100,0000000517,000001,PR00,208.07,EUR
100,0000000517,000002,K004,249.56,EUR
100,0000000518,000001,K004,28.18,EUR
100,0000000518,000002,K005,199.43,EUR
100,0000000519,000001,K005,185.2,EUR
100,0000000519,000002,PR00,200.64,EUR
100,0000000520,000001,K004,307.74,EUR
100,0000000520,000002,K005,147.84,EUR
100,0000000521,000001,PR00,104.58,EUR
100,0000000521,000002,PR00,73.52,EUR
100,0000000522,000001,K005,327.08,EUR
100,0000000522,000002,K005,235.31,EUR
100,0000000523,000001,PR00,367.11,EUR
100,0000000523,000002,K004,317.93,EUR
100,0000000524,000001,K004,425.18,EUR
100,0000000524,000002,K004,105.61,EUR
100,0000000525,000001,K004,388.19,EUR
100,0000000525,000002,PR00,258.43,EUR
100,0000000526,000001,K004,317.99,EUR
100,0000000526,000002,K004,260.34,EUR
100,0000000527,000001,K004,498.1,EUR
100,0000000527,000002,K005,280.24,EUR
100,0000000528,000001,K004,44.12,EUR
100,0000000528,000002,PR00,177.49,EUR
100,0000000529,000001,K005,331.2,EUR
100,0000000529,000002,K004,461.49,EUR
100,0000000530,000001,PR00,102.68,EUR
100,0000000530,000002,PR00,282.06,EUR
100,0000000531,000001,K005,228.43,EUR
100,0000000531,000002,K005,462.04,EUR
100,0000000532,000001,K005,444.33,EUR
100,0000000532,000002,K004,42.88,EUR
100,0000000533,000001,K004,401.78,EUR
100,0000000533,000002,K004,57.27,EUR
100,0000000534,000001,K005,329.47,EUR
100,0000000534,000002,K005,430.81,EUR
100,0000000535,000001,PR00,266.55,EUR
100,0000000535,000002,K004,423.64,EUR
100,0000000536,000001,PR00,192.37,EUR
100,0000000536,000002,PR00,386.8,EUR
100,0000000537,000001,PR00,307.57,EUR
100,0000000537,000002,PR00,473.72,EUR
100,0000000538,000001,K005,477.85,EUR
100,0000000538,000002,K005,62.49,EUR
100,0000000539,000001,K005,263.01,EUR
100,0000000539,000002,PR00,100.91,EUR
100,0000000540,000001,K004,486.59,EUR
100,0000000540,000002,K004,428.41,EUR
100,0000000541,000001,K005,237.94,EUR
100,0000000541,000002,K005,121.37,EUR
100,0000000542,000001,K005,217.05,EUR
100,0000000542,000002,K005,220.7,EUR
100,0000000543,000001,K004,461.55,EUR
100,0000000543,000002,K004,123.97,EUR
100,0000000544,000001,K004,188.9,EUR
100,0000000544,000002,PR00,252.19,EUR
100,0000000545,000001,K004,60.96,EUR
100,0000000545,000002,PR00,356.82,EUR
100,0000000546,000001,K005,373.23,EUR
100,0000000546,000002,PR00,412.61,EUR
100,0000000547,000001,PR00,378.98,EUR
100,0000000547,000002,PR00,235.17,EUR
100,0000000548,000001,K004,468.22,EUR
100,0000000548,000002,K004,335.67,EUR
100,0000000549,000001,K005,496.64,EUR
100,0000000549,000002,PR00,174.0,EUR
100,0000000550,000001,PR00,160.75,EUR
100,0000000550,000002,K004,42.35,EUR
100,0000000551,000001,K005,104.0,EUR
100,0000000551,000002,PR00,60.2,EUR
100,0000000552,000001,K005,30.79,EUR
100,0000000552,000002,PR00,160.14,EUR
100,0000000553,000001,K005,448.33,EUR
100,0000000553,000002,PR00,406.81,EUR
100,0000000554,000001,K005,219.87,EUR
100,0000000554,000002,K005,29.66,EUR
100,0000000555,000001,K005,473.04,EUR
100,0000000555,000002,K005,294.11,EUR
100,0000000556,000001,PR00,198.48,EUR
100,0000000556,000002,K005,119.77,EUR
100,0000000557,000001,PR00,69.27,EUR
100,0000000557,000002,K004,50.28,EUR
100,0000000558,000001,K005,327.22,EUR
100,0000000558,000002,K005,499.38,EUR
100,0000000559,000001,K004,496.33,EUR
100,0000000559,000002,K005,494.71,EUR
100,0000000560,000001,K004,22.0,EUR
100,0000000560,000002,K005,111.2,EUR
100,0000000561,000001,K005,406.09,EUR
100,0000000561,000002,PR00,129.14,EUR
100,0000000562,000001,PR00,394.48,EUR
100,0000000562,000002,K005,231.06,EUR
100,0000000563,000001,K004,241.32,EUR
100,0000000563,000002,K004,162.04,EUR
100,0000000564,000001,K004,497.64,EUR
100,0000000564,000002,K004,281.79,EUR
100,0000000565,000001,K004,157.65,EUR
100,0000000565,000002,K004,165.88,EUR
100,0000000566,000001,K005,293.43,EUR
100,0000000566,000002,K005,268.72,EUR
100,0000000567,000001,K005,57.02,EUR
100,0000000567,000002,K005,123.13,EUR
100,0000000568,000001,K005,85.29,EUR
100,0000000568,000002,PR00,47.17,EUR
100,0000000569,000001,PR00,79.44,EUR
100,0000000569,000002,PR00,325.81,EUR
100,0000000570,000001,K004,412.28,EUR
100,0000000570,000002,PR00,70.9,EUR
100,0000000571,000001,PR00,219.5,EUR
100,0000000571,000002,PR00,435.38,EUR
100,0000000572,000001,PR00,374.25,EUR
100,0000000572,000002,K004,371.14,EUR
100,0000000573,000001,K005,229.75,EUR
100,0000000573,000002,K004,58.21,EUR
100,0000000574,000001,PR00,294.14,EUR
100,0000000574,000002,K005,151.52,EUR
100,0000000575,000001,K004,38.48,EUR
100,0000000575,000002,PR00,306.3,EUR
100,0000000576,000001,K004,257.65,EUR
100,0000000576,000002,K004,309.59,EUR
100,0000000577,000001,K005,307.55,EUR
100,0000000577,000002,PR00,446.22,EUR
100,0000000578,000001,K005,498.58,EUR
100,0000000578,000002,K005,228.13,EUR
100,0000000579,000001,PR00,458.1,EUR
100,0000000579,000002,PR00,471.14,EUR
100,0000000580,000001,PR00,358.44,EUR
100,0000000580,000002,K005,227.2,EUR
100,0000000581,000001,K004,247.46,EUR
100,0000000581,000002,K005,348.02,EUR
100,0000000582,000001,PR00,420.96,EUR
100,0000000582,000002,PR00,367.22,EUR
100,0000000583,000001,PR00,234.19,EUR
100,0000000583,000002,K005,229.07,EUR
100,0000000584,000001,K005,313.0,EUR
100,0000000584,000002,K005,119.21,EUR
100,0000000585,000001,K004,87.37,EUR
100,0000000585,000002,K005,80.28,EUR
100,0000000586,000001,PR00,68.84,EUR
100,0000000586,000002,K005,35.56,EUR
100,0000000587,000001,K005,187.49,EUR
100,0000000587,000002,PR00,197.24,EUR
100,0000000588,000001,PR00,441.28,EUR
100,0000000588,000002,K005,280.63,EUR
100,0000000589,000001,PR00,134.46,EUR
100,0000000589,000002,PR00,58.69,EUR
100,0000000590,000001,K005,389.48,EUR
100,0000000590,000002,PR00,197.52,EUR
100,0000000591,000001,PR00,330.85,EUR
100,0000000591,000002,K004,276.0,EUR
100,0000000592,000001,K004,241.25,EUR
100,0000000592,000002,PR00,38.59,EUR
100,0000000593,000001,K004,478.98,EUR
100,0000000593,000002,K005,327.14,EUR
100,0000000594,000001,K005,307.68,EUR
100,0000000594,000002,K004,143.81,EUR
100,0000000595,000001,K005,407.08,EUR
100,0000000595,000002,PR00,191.46,EUR
100,0000000596,000001,K005,424.53,EUR
100,0000000596,000002,PR00,135.78,EUR
100,0000000597,000001,K005,411.8,EUR
100,0000000597,000002,K004,483.02,EUR
100,0000000598,000001,K004,242.49,EUR
100,0000000598,000002,PR00,226.17,EUR
100,0000000599,000001,PR00,489.91,EUR
100,0000000599,000002,K004,193.84,EUR
100,0000000600,000001,K004,68.89,EUR
100,0000000600,000002,PR00,217.11,EUR
100,0000000601,000001,PR00,90.79,EUR
100,0000000601,000002,K004,419.17,EUR
100,0000000602,000001,PR00,436.39,EUR
100,0000000602,000002,PR00,136.56,EUR
100,0000000603,000001,K005,251.57,EUR
100,0000000603,000002,K005,76.38,EUR
100,0000000604,000001,PR00,102.94,EUR
100,0000000604,000002,K004,410.45,EUR
100,0000000605,000001,PR00,323.08,EUR
100,0000000605,000002,K005,388.72,EUR
100,0000000606,000001,PR00,450.4,EUR
100,0000000606,000002,K004,464.15,EUR
100,0000000607,000001,K005,28.66,EUR
100,0000000607,000002,K004,371.29,EUR
100,0000000608,000001,PR00,395.83,EUR
100,0000000608,000002,K005,332.85,EUR
100,0000000609,000001,K004,278.73,EUR
100,0000000609,000002,K005,252.08,EUR
100,0000000610,000001,K004,169.68,EUR
100,0000000610,000002,K005,333.27,EUR
100,0000000611,000001,K004,319.99,EUR
100,0000000611,000002,K004,145.87,EUR
100,0000000612,000001,PR00,17.4,EUR
100,0000000612,000002,K005,161.94,EUR
100,0000000613,000001,PR00,286.95,EUR
100,0000000613,000002,K005,96.84,EUR
100,0000000614,000001,K004,312.13,EUR
100,0000000614,000002,K004,218.61,EUR
100,0000000615,000001,K004,410.22,EUR
100,0000000615,000002,PR00,65.48,EUR
100,0000000616,000001,K004,55.12,EUR
100,0000000616,000002,K004,356.97,EUR
100,0000000617,000001,K004,336.02,EUR
100,0000000617,000002,PR00,21.95,EUR
100,0000000618,000001,K004,498.46,EUR
100,0000000618,000002,K005,184.91,EUR
100,0000000619,000001,K005,227.06,EUR
100,0000000619,000002,PR00,273.46,EUR
100,0000000620,000001,K004,415.09,EUR
100,0000000620,000002,K004,241.1,EUR
100,0000000621,000001,PR00,394.85,EUR
100,0000000621,000002,K005,334.38,EUR
100,0000000622,000001,K005,481.37,EUR
100,0000000622,000002,K004,435.09,EUR
100,0000000623,000001,K005,204.41,EUR
100,0000000623,000002,K004,378.99,EUR
100,0000000624,000001,K005,233.35,EUR
100,0000000624,000002,PR00,465.96,EUR
100,0000000625,000001,K004,254.89,EUR
100,0000000625,000002,PR00,385.36,EUR
100,0000000626,000001,K005,240.15,EUR
100,0000000626,000002,PR00,205.02,EUR
100,0000000627,000001,PR00,367.44,EUR
100,0000000627,000002,K004,155.97,EUR
100,0000000628,000001,K004,408.13,EUR
100,0000000628,000002,K005,74.71,EUR
100,0000000629,000001,K004,108.47,EUR
100,0000000629,000002,PR00,225.3,EUR
100,0000000630,000001,K004,456.96,EUR
100,0000000630,000002,K004,464.46,EUR
100,0000000631,000001,PR00,284.49,EUR
100,0000000631,000002,PR00,169.23,EUR
100,0000000632,000001,K005,158.73,EUR
100,0000000632,000002,K004,403.88,EUR
100,0000000633,000001,PR00,415.72,EUR
100,0000000633,000002,K004,181.21,EUR
100,0000000634,000001,K004,476.96,EUR
100,0000000634,000002,K005,487.0,EUR
100,0000000635,000001,K005,416.46,EUR
100,0000000635,000002,K005,364.24,EUR
100,0000000636,000001,K005,297.64,EUR
100,0000000636,000002,K004,21.55,EUR
100,0000000637,000001,K004,234.91,EUR
100,0000000637,000002,K005,233.71,EUR
100,0000000638,000001,PR00,188.79,EUR
100,0000000638,000002,K005,190.66,EUR
100,0000000639,000001,K004,271.31,EUR
100,0000000639,000002,K005,276.17,EUR
100,0000000640,000001,PR00,46.91,EUR
100,0000000640,000002,K005,36.9,EUR
100,0000000641,000001,K004,195.24,EUR
100,0000000641,000002,K004,37.91,EUR
100,0000000642,000001,K004,231.65,EUR
100,0000000642,000002,K005,480.21,EUR
100,0000000643,000001,K005,237.35,EUR
100,0000000643,000002,PR00,325.15,EUR
100,0000000644,000001,K004,319.06,EUR
100,0000000644,000002,K004,43.81,EUR
100,0000000645,000001,PR00,426.58,EUR
100,0000000645,000002,PR00,113.54,EUR
100,0000000646,000001,PR00,344.72,EUR
100,0000000646,000002,K004,401.73,EUR
100,0000000647,000001,K004,82.16,EUR
100,0000000647,000002,PR00,134.9,EUR
100,0000000648,000001,K004,404.73,EUR
100,0000000648,000002,K004,328.64,EUR
100,0000000649,000001,K004,167.77,EUR
100,0000000649,000002,K005,92.54,EUR
100,0000000650,000001,K005,142.58,EUR
100,0000000650,000002,PR00,218.43,EUR
100,0000000651,000001,PR00,47.12,EUR
100,0000000651,000002,K005,443.95,EUR
100,0000000652,000001,K005,274.73,EUR
100,0000000652,000002,K004,55.95,EUR
100,0000000653,000001,K004,54.62,EUR
100,0000000653,000002,K005,312.29,EUR
