MANDT,VBELN,POSNR,MATNR,FKIMG,VRKME,NETWR
100,9000005692,000010,MAT000066,2734,ST,30648.14
100,9000005692,000020,MAT000304,3354,ST,10565.1
100,9000005692,000030,MAT000010,1375,ST,5293.75
100,9000005693,000010,MAT000199,1662,ST,19944.0
100,9000005694,000010,MAT000312,1737,ST,9918.27
100,9000005694,000020,MAT000195,3069,ST,55487.52
100,9000005695,000010,MAT000211,1861,ST,40551.19
100,9000005695,000020,MAT000281,4444,ST,103234.12
100,9000005696,000010,MAT000086,3845,ST,39757.3
100,9000005696,000020,MAT000167,314,ST,2637.6
100,9000005696,000030,MAT000007,4302,ST,49559.04
100,9000005697,000010,MAT000372,3022,ST,24629.3
100,9000005697,000020,MAT000474,3972,ST,107005.68
100,9000005697,000030,MAT000413,1270,ST,7620.0
100,9000005698,000010,MAT000383,1158,ST,25012.8
100,9000005698,000020,MAT000422,2501,ST,70128.04
100,9000005698,000030,MAT000238,2209,ST,12812.2
100,9000005699,000010,MAT000371,2498,ST,37320.12
100,9000005699,000020,MAT000199,4958,ST,113587.78
100,9000005699,000030,MAT000376,4979,ST,52727.61
100,9000005700,000010,MAT000250,4691,ST,34385.03
100,9000005700,000020,MAT000189,2963,ST,42785.72
100,9000005701,000010,MAT000154,4619,ST,120925.42
100,9000005701,000020,MAT000294,514,ST,12012.18
100,9000005703,000010,MAT000206,4017,ST,113761.44
100,9000005703,000020,MAT000086,2058,ST,18316.2
100,9000005703,000030,MAT000483,2191,ST,63429.45
100,9000005704,000010,MAT000310,2994,ST,72514.68
100,9000005704,000020,MAT000176,2487,ST,30764.19
100,9000005705,000010,MAT000183,3134,ST,36072.34
100,9000005705,000020,MAT000403,2721,ST,18774.9
100,9000005705,000030,MAT000294,3044,ST,44625.04
100,9000005705,000040,MAT000372,4282,ST,49371.46
100,9000005706,000010,MAT000012,4153,ST,96474.19
100,9000005706,000020,MAT000201,293,ST,4813.99
100,9000005706,000030,MAT000289,673,ST,16777.89
100,9000005706,000040,MAT000066,4924,ST,19055.88
100,9000005706,000050,MAT000192,1546,ST,23947.54
100,9000005707,000010,MAT000414,913,ST,26002.24
100,9000005707,000020,MAT000289,4700,ST,75811.0
100,9000005708,000010,MAT000173,2761,ST,26754.09
100,9000005708,000020,MAT000294,4249,ST,99766.52
100,9000005708,000030,MAT000213,3647,ST,48578.04
100,9000005708,000040,MAT000500,2455,ST,27594.2
100,9000005709,000010,MAT000008,3948,ST,42243.6
100,9000005709,000020,MAT000066,100,ST,514.0
100,9000005710,000010,MAT000150,4829,ST,75332.4
100,9000005710,000020,MAT000239,2208,ST,40892.16
100,9000005711,000010,MAT000341,2097,ST,54857.52
100,9000005711,000020,MAT000453,2210,ST,28464.8
100,9000005711,000030,MAT000004,213,ST,3599.7
100,9000005712,000010,MAT000071,1516,ST,40841.04
100,9000005713,000010,MAT000345,2689,ST,62277.24
100,9000005714,000010,MAT000282,3117,ST,17330.52
100,9000005715,000010,MAT000167,73,ST,504.43
100,9000005716,000010,MAT000282,2894,ST,64825.6
100,9000005716,000020,MAT000083,3262,ST,43808.66
100,9000005717,000010,MAT000344,4672,ST,40272.64
100,9000005717,000020,MAT000235,2358,ST,25489.98
100,9000005717,000030,MAT000500,538,ST,4314.76
100,9000005718,000010,MAT000379,2662,ST,72140.2
100,9000005719,000010,MAT000293,493,ST,4377.84
100,9000005720,000010,MAT000250,1668,ST,43017.72
100,9000005720,000020,MAT000007,1816,ST,27003.92
100,9000005721,000010,MAT000451,24,ST,341.28
100,9000005722,000010,MAT000329,3845,ST,46716.75
100,9000005722,000020,MAT000220,1443,ST,23030.28
100,9000005722,000030,MAT000343,579,ST,6386.37
100,9000005723,000010,MAT000290,939,ST,27184.05
100,9000005723,000020,MAT000312,674,ST,3444.14
100,9000005724,000010,MAT000352,2581,ST,15666.67
100,9000005725,000010,MAT000080,1600,ST,45392.0
100,9000005726,000010,MAT000272,3213,ST,22458.87
100,9000005726,000020,MAT000008,3234,ST,42365.4
100,9000005726,000030,MAT000426,4082,ST,106785.12
100,9000005727,000010,MAT000153,723,ST,13982.82
100,9000005727,000020,MAT000426,255,ST,2029.8
100,9000005727,000030,MAT000002,110,ST,680.9
100,9000005728,000010,MAT000144,3815,ST,111855.8
100,9000005728,000020,MAT000427,1788,ST,41070.36
100,9000005728,000030,MAT000262,668,ST,10674.64
100,9000005728,000040,MAT000199,614,ST,15429.82
100,9000005729,000010,MAT000433,4435,ST,74419.3
100,9000005729,000020,MAT000213,4876,ST,129262.76
100,9000005730,000010,MAT000483,4370,ST,50604.6
100,9000005730,000020,MAT000069,4458,ST,89249.16
100,9000005731,000010,MAT000367,1241,ST,6589.71
100,9000005731,000020,MAT000310,74,ST,477.3
100,9000005731,000030,MAT000471,4971,ST,40712.49
100,9000005732,000010,MAT000422,3898,ST,45996.4
100,9000005732,000020,MAT000006,2514,ST,5279.4
100,9000005732,000030,MAT000261,2206,ST,46303.94
100,9000005733,000010,MAT000365,2789,ST,80908.89
100,9000005733,000020,MAT000007,4959,ST,26976.96
100,9000005734,000010,MAT000315,3340,ST,84635.6
100,9000005734,000020,MAT000014,3022,ST,16107.26
100,9000005734,000030,MAT000491,1433,ST,4470.96
100,9000005734,000040,MAT000077,942,ST,13772.04
100,9000005735,000010,MAT000014,2634,ST,12379.8
100,9000005735,000020,MAT000183,833,ST,5855.99
100,9000005736,000010,MAT000274,4301,ST,52773.27
100,9000005736,000020,MAT000070,2796,ST,21529.2
100,9000005736,000030,MAT000290,3732,ST,77774.88
100,9000005736,000040,MAT000012,2246,ST,50714.68
100,9000005736,000050,MAT000344,1482,ST,27165.06
100,9000005738,000010,MAT000199,1924,ST,51043.72
100,9000005739,000010,MAT000152,303,ST,1563.48
100,9000005739,000020,MAT000262,2804,ST,62725.48
100,9000005739,000030,MAT000016,712,ST,4129.6
100,9000005739,000040,MAT000159,2935,ST,63161.2
100,9000005740,000010,MAT000315,1396,ST,31354.16
100,9000005740,000020,MAT000412,1561,ST,43708.0
100,9000005741,000010,MAT000282,4879,ST,43715.84
100,9000005741,000020,MAT000213,2181,ST,49704.99
100,9000005742,000010,MAT000065,3463,ST,90211.15
100,9000005742,000020,MAT000152,2539,ST,10486.07
100,9000005742,000030,MAT000069,898,ST,24138.24
100,9000005742,000040,MAT000192,4816,ST,59284.96
100,9000005743,000010,MAT000352,479,ST,1767.51
100,9000005743,000020,MAT000111,2443,ST,34250.86
100,9000005743,000030,MAT000354,1309,ST,8875.02
100,9000005744,000010,MAT000416,4988,ST,52673.28
100,9000005746,000010,MAT000011,547,ST,4906.59
100,9000005746,000020,MAT000367,2637,ST,39818.7
100,9000005747,000010,MAT000376,1265,ST,19405.1
100,9000005747,000020,MAT000471,4437,ST,125877.69
100,9000005748,000010,MAT000171,453,ST,11338.59
100,9000005748,000020,MAT000311,3349,ST,48460.03
100,9000005748,000030,MAT000201,4594,ST,84345.84
100,9000005749,000010,MAT000176,1262,ST,19876.5
100,9000005749,000020,MAT000070,1166,ST,16720.44
100,9000005750,000010,MAT000242,870,ST,12493.2
100,9000005750,000020,MAT000194,2418,ST,65406.9
100,9000005750,000030,MAT000019,2630,ST,33637.7
100,9000005751,000010,MAT000016,280,ST,1747.2
100,9000005751,000020,MAT000222,936,ST,11091.6
100,9000005751,000030,MAT000150,2918,ST,46921.44
100,9000005752,000010,MAT000006,428,ST,8722.64
100,9000005752,000020,MAT000011,3065,ST,17685.05
100,9000005752,000030,MAT000008,72,ST,1536.48
100,9000005754,000010,MAT000135,1652,ST,29983.8
100,9000005754,000020,MAT000312,555,ST,7697.85
100,9000005758,000010,MAT000440,2916,ST,59428.08
100,9000005759,000010,MAT000171,4594,ST,61927.12
100,9000005759,000020,MAT000018,3205,ST,75477.75
100,9000005759,000030,MAT000465,2422,ST,59096.8
100,9000005760,000010,MAT000249,4733,ST,111036.18
100,9000005760,000020,MAT000173,4858,ST,114114.42
100,9000005760,000030,MAT000304,647,ST,5383.04
100,9000005760,000040,MAT000093,4625,ST,54991.25
100,9000005760,000050,MAT000483,1737,ST,17717.4
100,9000005761,000010,MAT000159,332,ST,2390.4
100,9000005761,000020,MAT000289,235,ST,5837.4
100,9000005761,000030,MAT000453,106,ST,1260.34
100,9000005762,000010,MAT000357,3581,ST,66749.84
100,9000005762,000020,MAT000002,1714,ST,8364.32
100,9000005763,000010,MAT000315,2876,ST,65141.4
100,9000005763,000020,MAT000402,2183,ST,45450.06
100,9000005764,000010,MAT000250,4938,ST,37331.28
100,9000005764,000020,MAT000421,566,ST,15972.52
100,9000005764,000030,MAT000497,4302,ST,23316.84
100,9000005764,000040,MAT000272,4113,ST,109940.49
100,9000005764,000050,MAT000310,1572,ST,24240.24
100,9000005765,000010,MAT000347,2746,ST,23945.12
100,9000005766,000010,MAT000468,4831,ST,123142.19
100,9000005767,000010,MAT000200,4567,ST,89284.85
100,9000005767,000020,MAT000231,1631,ST,29292.76
100,9000005768,000010,MAT000086,1383,ST,8602.26
100,9000005768,000020,MAT000183,3681,ST,45718.02
100,9000005768,000030,MAT000281,2555,ST,64232.7
100,9000005769,000010,MAT000159,850,ST,2660.5
100,9000005769,000020,MAT000006,1722,ST,9729.3
100,9000005769,000030,MAT000189,4843,ST,13608.83
100,9000005769,000040,MAT000122,4415,ST,87726.05
100,9000005770,000010,MAT000111,3011,ST,19842.49
100,9000005770,000020,MAT000376,2300,ST,5934.0
100,9000005771,000010,MAT000422,3248,ST,72787.68
100,9000005771,000020,MAT000413,1323,ST,33366.06
100,9000005771,000030,MAT000117,99,ST,2932.38
100,9000005772,000010,MAT000152,4335,ST,78940.35
100,9000005773,000010,MAT000497,4535,ST,121220.55
100,9000005773,000020,MAT000197,4765,ST,59371.9
100,9000005773,000030,MAT000019,271,ST,5211.33
100,9000005773,000040,MAT000500,1029,ST,19324.62
100,9000005773,000050,MAT000075,3664,ST,35357.6
100,9000005774,000010,MAT000014,2202,ST,21293.34
100,9000005774,000020,MAT000263,2277,ST,50663.25
100,9000005774,000030,MAT000171,1521,ST,15149.16
100,9000005775,000010,MAT000343,4507,ST,47864.34
100,9000005775,000020,MAT000335,2852,ST,59977.56
100,9000005776,000010,MAT000017,2907,ST,85756.5
100,9000005776,000020,MAT000065,3315,ST,53968.2
100,9000005776,000030,MAT000468,4447,ST,9649.99
100,9000005777,000010,MAT000329,3805,ST,84090.5
100,9000005777,000020,MAT000242,3776,ST,8156.16
100,9000005777,000030,MAT000167,333,ST,9973.35
100,9000005778,000010,MAT000261,3206,ST,46102.28
100,9000005778,000020,MAT000007,4553,ST,73348.83
100,9000005779,000010,MAT000221,3912,ST,104098.32
100,9000005780,000010,MAT000095,2073,ST,42869.64
100,9000005780,000020,MAT000009,593,ST,4139.14
100,9000005781,000010,MAT000176,2139,ST,58886.67
100,9000005781,000020,MAT000428,1311,ST,8285.52
100,9000005781,000030,MAT000358,2849,ST,39316.2
100,9000005782,000010,MAT000144,1891,ST,41885.65
100,9000005782,000020,MAT000213,1082,ST,11231.16
100,9000005782,000030,MAT000014,4586,ST,120565.94
100,9000005782,000040,MAT000414,464,ST,4839.52
100,9000005783,000010,MAT000002,2600,ST,70824.0
100,9000005783,000020,MAT000066,1196,ST,11074.96
100,9000005783,000030,MAT000358,1351,ST,27965.7
100,9000005784,000010,MAT000082,2613,ST,19832.67
100,9000005784,000020,MAT000357,3480,ST,99771.6
100,9000005784,000030,MAT000451,4134,ST,42456.18
100,9000005785,000010,MAT000075,3309,ST,84842.76
100,9000005786,000010,MAT000402,3281,ST,76480.11
100,9000005786,000020,MAT000347,3027,ST,9202.08
100,9000005787,000010,MAT000329,2703,ST,30354.69
100,9000005787,000020,MAT000427,872,ST,6888.8
100,9000005788,000010,MAT000192,161,ST,1455.44
100,9000005788,000020,MAT000358,1860,ST,44156.4
100,9000005788,000030,MAT000086,3188,ST,52665.76
100,9000005788,000040,MAT000249,2763,ST,54182.43
100,9000005789,000010,MAT000263,1111,ST,27586.13
100,9000005789,000020,MAT000422,1639,ST,11096.03
100,9000005790,000010,MAT000419,2772,ST,54469.8
100,9000005790,000020,MAT000274,2926,ST,78826.44
100,9000005790,000030,MAT000311,2154,ST,50188.2
100,9000005791,000010,MAT000143,1794,ST,28129.92
100,9000005792,000010,MAT000431,403,ST,7044.44
100,9000005792,000020,MAT000014,2910,ST,81189.0
100,9000005792,000030,MAT000426,325,ST,6253.0
100,9000005792,000040,MAT000075,4423,ST,49758.75
100,9000005793,000010,MAT000007,4260,ST,32887.2
100,9000005794,000010,MAT000345,1306,ST,22032.22
100,9000005794,000020,MAT000293,2166,ST,58958.52
100,9000005794,000030,MAT000324,2233,ST,31820.25
100,9000005795,000010,MAT000416,3844,ST,26600.48
100,9000005795,000020,MAT000201,4534,ST,112760.58
100,9000005795,000030,MAT000500,3495,ST,21319.5
100,9000005796,000010,MAT000345,3023,ST,7194.74
100,9000005796,000020,MAT000383,2723,ST,40463.78
100,9000005797,000010,MAT000471,3645,ST,27774.9
100,9000005797,000020,MAT000100,1214,ST,34113.4
100,9000005798,000010,MAT000011,4171,ST,27069.79
100,9000005798,000020,MAT000173,1511,ST,31398.58
100,9000005799,000010,MAT000411,803,ST,16943.3
100,9000005799,000020,MAT000111,4087,ST,60364.99
100,9000005799,000030,MAT000071,3499,ST,43737.5
100,9000005799,000040,MAT000474,1234,ST,25753.58
100,9000005800,000010,MAT000483,2748,ST,16323.12
100,9000005800,000020,MAT000304,3232,ST,26308.48
100,9000005800,000030,MAT000168,702,ST,10775.7
100,9000005800,000040,MAT000404,4352,ST,129297.92
100,9000005801,000010,MAT000266,3882,ST,91692.84
100,9000005801,000020,MAT000220,2563,ST,69124.11
100,9000005802,000010,MAT000005,4640,ST,53684.8
100,9000005802,000020,MAT000104,469,ST,10674.44
100,9000005802,000030,MAT000191,3816,ST,31520.16
100,9000005803,000010,MAT000419,2742,ST,9980.88
100,9000005803,000020,MAT000178,51,ST,1240.83
100,9000005803,000030,MAT000007,2294,ST,16929.72
100,9000005803,000040,MAT000367,4152,ST,30434.16
100,9000005804,000010,MAT000194,3837,ST,63387.24
100,9000005804,000020,MAT000431,2213,ST,19098.19
100,9000005804,000030,MAT000108,2819,ST,72110.02
100,9000005805,000010,MAT000365,2184,ST,59142.72
100,9000005805,000020,MAT000176,4370,ST,51522.3
100,9000005806,000010,MAT000171,3354,ST,25792.26
100,9000005806,000020,MAT000411,3194,ST,30151.36
100,9000005806,000030,MAT000242,1050,ST,23352.0
100,9000005807,000010,MAT000345,3242,ST,77872.84
100,9000005807,000020,MAT000266,4511,ST,98204.47
100,9000005807,000030,MAT000070,4774,ST,49649.6
100,9000005808,000010,MAT000194,1108,ST,21373.32
100,9000005808,000020,MAT000440,969,ST,24060.27
100,9000005808,000030,MAT000192,2740,ST,39401.2
100,9000005808,000040,MAT000219,1864,ST,33346.96
100,9000005808,000050,MAT000220,326,ST,4916.08
100,9000005809,000010,MAT000440,234,ST,3027.96
100,9000005809,000020,MAT000250,3235,ST,66446.9
100,9000005809,000030,MAT000181,2482,ST,55373.42
100,9000005810,000010,MAT000001,3986,ST,64971.8
100,9000005810,000020,MAT000010,498,ST,6663.24
100,9000005811,000010,MAT000365,4182,ST,91042.14
100,9000005811,000020,MAT000231,3445,ST,12712.05
100,9000005811,000030,MAT000261,4462,ST,132030.58
100,9000005812,000010,MAT000426,3122,ST,70806.96
100,9000005812,000020,MAT000124,4744,ST,75429.6
100,9000005813,000010,MAT000231,1626,ST,42113.4
100,9000005813,000020,MAT000071,2070,ST,9563.4
100,9000005813,000030,MAT000412,4378,ST,128581.86
100,9000005813,000040,MAT000343,1348,ST,17658.8
100,9000005814,000010,MAT000189,4339,ST,95327.83
100,9000005815,000010,MAT000372,3591,ST,91750.05
100,9000005815,000020,MAT000404,4193,ST,95013.38
100,9000005815,000030,MAT000411,813,ST,4691.01
100,9000005816,000010,MAT000347,4492,ST,36654.72
100,9000005816,000020,MAT000347,1734,ST,27258.48
100,9000005817,000010,MAT000150,1083,ST,12324.54
100,9000005818,000010,MAT000191,2488,ST,55109.2
100,9000005818,000020,MAT000289,3954,ST,64489.74
100,9000005818,000030,MAT000183,3135,ST,79158.75
100,9000005819,000010,MAT000451,416,ST,12334.4
100,9000005819,000020,MAT000411,4197,ST,49818.39
100,9000005820,000010,MAT000242,1676,ST,5212.36
100,9000005820,000020,MAT000290,3720,ST,92702.4
100,9000005820,000030,MAT000197,986,ST,6980.88
100,9000005821,000010,MAT000379,3805,ST,47410.3
100,9000005821,000020,MAT000474,1071,ST,28360.08
100,9000005821,000030,MAT000001,2306,ST,62031.4
100,9000005821,000040,MAT000174,3986,ST,85978.02
100,9000005822,000010,MAT000135,4302,ST,115035.48
100,9000005822,000020,MAT000500,2055,ST,7582.95
100,9000005822,000030,MAT000367,2271,ST,23277.75
100,9000005824,000010,MAT000238,3425,ST,69287.75
100,9000005824,000020,MAT000416,2226,ST,57096.9
100,9000005824,000030,MAT000206,2871,ST,79210.89
100,9000005825,000010,MAT000219,1763,ST,15020.76
100,9000005825,000020,MAT000453,4741,ST,126015.78
100,9000005826,000010,MAT000355,4592,ST,77375.2
100,9000005826,000020,MAT000255,2357,ST,35048.59
100,9000005826,000030,MAT000166,3679,ST,103600.64
100,9000005826,000040,MAT000171,1718,ST,25477.94
100,9000005827,000010,MAT000175,2859,ST,60267.72
100,9000005827,000020,MAT000200,4754,ST,75065.66
100,9000005827,000030,MAT000294,2960,ST,57246.4
100,9000005828,000010,MAT000315,939,ST,8235.03
100,9000005829,000010,MAT000011,3711,ST,90028.86
100,9000005829,000020,MAT000239,3783,ST,92683.5
100,9000005829,000030,MAT000013,2256,ST,11640.96
100,9000005830,000010,MAT000304,1408,ST,6279.68
100,9000005830,000020,MAT000261,2100,ST,46305.0
100,9000005831,000010,MAT000281,3278,ST,25961.76
100,9000005831,000020,MAT000192,4716,ST,97574.04
100,9000005831,000030,MAT000117,2898,ST,79579.08
100,9000005831,000040,MAT000205,1273,ST,26300.18
100,9000005832,000010,MAT000002,4425,ST,28452.75
100,9000005833,000010,MAT000419,3566,ST,48568.92
100,9000005834,000010,MAT000345,3433,ST,37042.07
100,9000005834,000020,MAT000431,4687,ST,128470.67
100,9000005834,000030,MAT000367,3701,ST,55477.99
100,9000005835,000010,MAT000086,3344,ST,85305.44
100,9000005836,000010,MAT000255,3175,ST,19431.0
100,9000005836,000020,MAT000413,3540,ST,92641.8
100,9000005836,000030,MAT000017,4561,ST,25815.26
100,9000005837,000010,MAT000274,2881,ST,8902.29
100,9000005837,000020,MAT000358,2438,ST,57512.42
100,9000005837,000030,MAT000315,2946,ST,49316.04
100,9000005838,000010,MAT000216,1970,ST,4767.4
100,9000005838,000020,MAT000010,301,ST,3503.64
100,9000005839,000010,MAT000201,3514,ST,44662.94
100,9000005840,000010,MAT000153,2918,ST,84067.58
100,9000005840,000020,MAT000428,2088,ST,56188.08
100,9000005841,000010,MAT000403,978,ST,13212.78
100,9000005842,000010,MAT000297,2667,ST,35871.15
100,9000005842,000020,MAT000324,1853,ST,6133.43
100,9000005842,000030,MAT000080,837,ST,14095.08
100,9000005843,000010,MAT000383,4271,ST,64492.1
100,9000005843,000020,MAT000150,4931,ST,88215.59
100,9000005844,000010,MAT000064,4371,ST,73607.64
100,9000005844,000020,MAT000206,3130,ST,33459.7
100,9000005844,000030,MAT000249,4259,ST,37351.43
100,9000005844,000040,MAT000009,4012,ST,111012.04
100,9000005846,000010,MAT000148,2280,ST,5563.2
100,9000005846,000020,MAT000066,3895,ST,109176.85
100,9000005846,000030,MAT000304,1316,ST,5514.04
100,9000005847,000010,MAT000365,588,ST,10160.64
100,9000005848,000010,MAT000403,1805,ST,38374.3
100,9000005848,000020,MAT000104,101,ST,2405.82
100,9000005848,000030,MAT000352,3165,ST,11963.7
100,9000005849,000010,MAT000329,1880,ST,51004.4
100,9000005849,000020,MAT000341,2254,ST,41451.06
100,9000005851,000010,MAT000231,3516,ST,43774.2
100,9000005851,000020,MAT000383,1923,ST,52690.2
100,9000005851,000030,MAT000004,2145,ST,20999.55
100,9000005851,000040,MAT000064,1952,ST,47511.68
100,9000005851,000050,MAT000064,4825,ST,88876.5
100,9000005852,000010,MAT000173,174,ST,5037.3
100,9000005853,000010,MAT000008,3045,ST,36874.95
100,9000005853,000020,MAT000239,4501,ST,45280.06
100,9000005853,000030,MAT000064,3791,ST,48145.7
100,9000005854,000010,MAT000086,901,ST,17091.97
100,9000005854,000020,MAT000117,1798,ST,39699.84
100,9000005854,000030,MAT000005,1601,ST,7476.67
100,9000005855,000010,MAT000414,2802,ST,59850.72
100,9000005855,000020,MAT000171,3810,ST,103365.3
100,9000005856,000010,MAT000095,658,ST,11929.54
100,9000005856,000020,MAT000404,2260,ST,42375.0
100,9000005856,000030,MAT000135,242,ST,6105.66
100,9000005856,000040,MAT000191,4293,ST,42371.91
100,9000005857,000010,MAT000379,2058,ST,40686.66
100,9000005857,000020,MAT000178,3962,ST,83202.0
100,9000005858,000010,MAT000069,3981,ST,41959.74
100,9000005858,000020,MAT000206,4799,ST,90845.07
100,9000005858,000030,MAT000152,2452,ST,67479.04
100,9000005859,000010,MAT000499,1497,ST,29146.59
100,9000005859,000020,MAT000263,3851,ST,98239.01
100,9000005860,000010,MAT000275,3190,ST,66766.7
100,9000005861,000010,MAT000171,843,ST,14288.85
100,9000005862,000010,MAT000125,224,ST,752.64
100,9000005862,000020,MAT000431,171,ST,2677.86
100,9000005863,000010,MAT000297,1940,ST,7604.8
100,9000005863,000020,MAT000175,2387,ST,30481.99
100,9000005863,000030,MAT000003,1227,ST,22797.66
100,9000005864,000010,MAT000003,4578,ST,45459.54
100,9000005865,000010,MAT000124,2025,ST,10388.25
100,9000005865,000020,MAT000304,4823,ST,14806.61
100,9000005865,000030,MAT000297,1565,ST,28436.05
100,9000005866,000010,MAT000093,1956,ST,49682.4
100,9000005866,000020,MAT000426,3841,ST,73171.05
100,9000005867,000010,MAT000216,3702,ST,34983.9
100,9000005867,000020,MAT000143,3169,ST,88922.14
100,9000005868,000010,MAT000499,4716,ST,56450.52
100,9000005868,000020,MAT000194,639,ST,11316.69
100,9000005868,000030,MAT000117,2682,ST,10218.42
100,9000005868,000040,MAT000083,2142,ST,54642.42
100,9000005869,000010,MAT000421,2496,ST,62100.48
100,9000005869,000020,MAT000015,2246,ST,6356.18
100,9000005869,000030,MAT000290,597,ST,1325.34
100,9000005869,000040,MAT000018,2388,ST,14542.92
100,9000005869,000050,MAT000440,3249,ST,70113.42
100,9000005870,000010,MAT000009,4070,ST,25844.5
100,9000005871,000010,MAT000451,1776,ST,5097.12
100,9000005871,000020,MAT000403,2810,ST,42093.8
100,9000005872,000010,MAT000497,1602,ST,11678.58
100,9000005872,000020,MAT000109,1311,ST,23034.27
100,9000005873,000010,MAT000275,4285,ST,97826.55
100,9000005873,000020,MAT000171,2734,ST,25234.82
100,9000005873,000030,MAT000205,1915,ST,22539.55
100,9000005874,000010,MAT000324,2708,ST,17629.08
100,9000005874,000020,MAT000179,47,ST,1158.55
100,9000005875,000010,MAT000345,2531,ST,11136.4
100,9000005876,000010,MAT000211,2844,ST,29179.44
100,9000005876,000020,MAT000018,2371,ST,24255.33
100,9000005877,000010,MAT000093,1005,ST,18723.15
100,9000005877,000020,MAT000018,3293,ST,47056.97
100,9000005877,000030,MAT000173,3049,ST,15427.94
100,9000005878,000010,MAT000347,79,ST,1403.04
100,9000005879,000010,MAT000144,689,ST,2156.57
100,9000005879,000020,MAT000174,4942,ST,85150.66
100,9000005879,000030,MAT000440,1501,ST,30575.37
100,9000005879,000040,MAT000249,1663,ST,16630.0
100,9000005880,000010,MAT000005,3987,ST,115662.87
100,9000005881,000010,MAT000281,624,ST,18170.88
100,9000005881,000020,MAT000468,899,ST,20497.2
100,9000005882,000010,MAT000465,3283,ST,80335.01
100,9000005882,000020,MAT000004,4046,ST,26622.68
100,9000005883,000010,MAT000315,1831,ST,54051.12
100,9000005883,000020,MAT000419,1352,ST,6449.04
100,9000005884,000010,MAT000222,2461,ST,70359.99
100,9000005884,000020,MAT000201,1289,ST,23898.06
100,9000005884,000030,MAT000095,1987,ST,54046.4
100,9000005885,000010,MAT000221,4022,ST,95804.04
100,9000005885,000020,MAT000213,2109,ST,55445.61
100,9000005886,000010,MAT000082,2699,ST,37786.0
100,9000005887,000010,MAT000372,2366,ST,16491.02
100,9000005887,000020,MAT000206,74,ST,453.62
100,9000005887,000030,MAT000289,4351,ST,36678.93
100,9000005888,000010,MAT000416,4071,ST,102059.97
100,9000005888,000020,MAT000166,4036,ST,12350.16
100,9000005889,000010,MAT000404,613,ST,9887.69
100,9000005890,000010,MAT000124,3500,ST,72625.0
100,9000005890,000020,MAT000017,4580,ST,49922.0
100,9000005890,000030,MAT000355,1569,ST,19675.26
100,9000005890,000040,MAT000108,3492,ST,97566.48
100,9000005891,000010,MAT000312,2412,ST,26339.04
100,9000005891,000020,MAT000154,4515,ST,61178.25
100,9000005892,000010,MAT000341,1157,ST,5252.78
100,9000005893,000010,MAT000280,505,ST,11423.1
100,9000005894,000010,MAT000095,464,ST,8287.04
100,9000005895,000010,MAT000006,3404,ST,16134.96
100,9000005895,000020,MAT000375,2741,ST,57396.54
100,9000005896,000010,MAT000009,3664,ST,37409.44
100,9000005896,000020,MAT000238,1095,ST,5146.5
100,9000005897,000010,MAT000017,1089,ST,4127.31
100,9000005897,000020,MAT000376,169,ST,2964.26
100,9000005897,000030,MAT000195,157,ST,477.28
100,9000005898,000010,MAT000167,187,ST,2236.52
100,9000005898,000020,MAT000018,1266,ST,18901.38
100,9000005899,000010,MAT000019,3960,ST,65656.8
100,9000005900,000010,MAT000249,3714,ST,58272.66
100,9000005900,000020,MAT000135,4396,ST,106207.36
100,9000005901,000010,MAT000086,3648,ST,28892.16
100,9000005901,000020,MAT000211,3718,ST,108193.8
100,9000005902,000010,MAT000086,3358,ST,35259.0
100,9000005902,000020,MAT000221,998,ST,3113.76
100,9000005903,000010,MAT000412,1877,ST,10586.28
100,9000005904,000010,MAT000404,4155,ST,111229.35
100,9000005904,000020,MAT000075,3651,ST,50602.86
100,9000005904,000030,MAT000297,4163,ST,38133.08
100,9000005904,000040,MAT000195,3586,ST,107580.0
100,9000005905,000010,MAT000280,3971,ST,90181.41
100,9000005905,000020,MAT000066,4107,ST,18604.71
100,9000005905,000030,MAT000242,1284,ST,29108.28
100,9000005906,000010,MAT000403,1423,ST,38221.78
100,9000005906,000020,MAT000426,2464,ST,33387.2
100,9000005908,000010,MAT000144,1150,ST,16456.5
100,9000005908,000020,MAT000154,1964,ST,10998.4
100,9000005908,000030,MAT000065,598,ST,1937.52
100,9000005908,000040,MAT000216,3802,ST,81666.96
100,9000005909,000010,MAT000001,435,ST,6833.85
100,9000005909,000020,MAT000431,3301,ST,33307.09
100,9000005909,000030,MAT000211,1243,ST,7756.32
100,9000005909,000040,MAT000417,2082,ST,59774.22
100,9000005910,000010,MAT000372,3302,ST,41902.38
100,9000005910,000020,MAT000197,2166,ST,17414.64
100,9000005910,000030,MAT000206,229,ST,2335.8
100,9000005910,000040,MAT000124,2295,ST,51889.95
100,9000005911,000010,MAT000347,2957,ST,28535.05
100,9000005911,000020,MAT000159,1972,ST,45257.4
100,9000005911,000030,MAT000412,1140,ST,15891.6
100,9000005911,000040,MAT000144,223,ST,2015.92
100,9000005911,000050,MAT000007,3911,ST,54754.0
100,9000005912,000010,MAT000343,2814,ST,20767.32
100,9000005912,000020,MAT000465,770,ST,9779.0
100,9000005913,000010,MAT000411,3769,ST,17865.06
100,9000005913,000020,MAT000122,1492,ST,42745.8
100,9000005914,000010,MAT000113,2064,ST,43240.8
100,9000005914,000020,MAT000019,3128,ST,25461.92
