MANDT,TKNUM,ABESSION,WAESSION,WAERS
100,0000000586,SETTLE0586,3814.98,EUR
100,0000000587,SETTLE0587,4875.94,EUR
100,0000000588,SETTLE0588,3170.16,EUR
100,0000000589,SETTLE0589,4484.67,EUR
100,0000000590,SETTLE0590,4827.15,EUR
100,0000000591,SETTLE0591,1497.33,EUR
100,0000000592,SETTLE0592,4723.19,EUR
100,0000000593,SETTLE0593,3975.67,EUR
100,0000000594,SETTLE0594,2672.8,EUR
100,0000000595,SETTLE0595,3337.28,EUR
100,0000000596,SETTLE0596,1581.58,EUR
100,0000000597,SETTLE0597,4401.19,EUR
100,0000000598,SETTLE0598,1906.96,EUR
100,0000000599,SETTLE0599,2415.31,EUR
100,0000000600,SETTLE0600,4384.33,EUR
100,0000000601,SETTLE0601,2177.8,EUR
100,0000000602,SETTLE0602,2421.69,EUR
100,0000000603,SETTLE0603,323.02,EUR
100,0000000604,SETTLE0604,1698.3,EUR
100,0000000605,SETTLE0605,2388.98,EUR
100,0000000606,SETTLE0606,1672.1,EUR
100,0000000607,SETTLE0607,2766.53,EUR
100,0000000608,SETTLE0608,4855.6,EUR
100,0000000609,SETTLE0609,755.08,EUR
100,0000000610,SETTLE0610,3802.56,EUR
100,0000000611,SETTLE0611,881.19,EUR
100,0000000612,SETTLE0612,2616.95,EUR
100,0000000613,SETTLE0613,3760.36,EUR
100,0000000614,SETTLE0614,875.15,EUR
100,0000000615,SETTLE0615,1795.66,EUR
100,0000000616,SETTLE0616,4674.48,EUR
100,0000000617,SETTLE0617,1391.39,EUR
100,0000000618,SETTLE0618,3866.67,EUR
100,0000000619,SETTLE0619,4035.73,EUR
100,0000000620,SETTLE0620,4202.1,EUR
100,0000000621,SETTLE0621,4433.43,EUR
100,0000000622,SETTLE0622,1166.17,EUR
100,0000000623,SETTLE0623,4336.91,EUR
100,0000000624,SETTLE0624,2165.49,EUR
100,0000000625,SETTLE0625,4537.0,EUR
100,0000000626,SETTLE0626,2292.9,EUR
100,0000000627,SETTLE0627,2625.9,EUR
100,0000000628,SETTLE0628,3785.33,EUR
100,0000000629,SETTLE0629,642.69,EUR
100,0000000630,SETTLE0630,4027.61,EUR
100,0000000631,SETTLE0631,504.84,EUR
100,0000000632,SETTLE0632,4901.05,EUR
100,0000000633,SETTLE0633,3809.14,EUR
100,0000000634,SETTLE0634,1445.49,EUR
100,0000000635,SETTLE0635,2268.91,EUR
100,0000000636,SETTLE0636,3195.38,EUR
100,0000000637,SETTLE0637,1706.72,EUR
100,0000000638,SETTLE0638,501.31,EUR
100,0000000639,SETTLE0639,2793.51,EUR
100,0000000640,SETTLE0640,1403.59,EUR
100,0000000641,SETTLE0641,3776.86,EUR
100,0000000642,SETTLE0642,545.95,EUR
100,0000000643,SETTLE0643,1472.91,EUR
100,0000000644,SETTLE0644,638.25,EUR
100,0000000645,SETTLE0645,777.03,EUR
100,0000000646,SETTLE0646,844.81,EUR
100,0000000647,SETTLE0647,707.6,EUR
100,0000000648,SETTLE0648,4130.11,EUR
100,0000000649,SETTLE0649,3467.48,EUR
100,0000000650,SETTLE0650,2009.8,EUR
100,0000000651,SETTLE0651,435.64,EUR
100,0000000652,SETTLE0652,4547.66,EUR
100,0000000653,SETTLE0653,2248.44,EUR
100,0000000654,SETTLE0654,1889.42,EUR
100,0000000655,SETTLE0655,4044.17,EUR
100,0000000656,SETTLE0656,1680.04,EUR
100,0000000657,SETTLE0657,888.87,EUR
100,0000000658,SETTLE0658,3239.81,EUR
100,0000000659,SETTLE0659,3217.87,EUR
100,0000000660,SETTLE0660,986.2,EUR
100,0000000661,SETTLE0661,2101.21,EUR
100,0000000662,SETTLE0662,2401.9,EUR
100,0000000663,SETTLE0663,854.93,EUR
100,0000000664,SETTLE0664,4791.8,EUR
100,0000000665,SETTLE0665,3267.22,EUR
100,0000000666,SETTLE0666,2433.61,EUR
100,0000000667,SETTLE0667,2354.47,EUR
100,0000000668,SETTLE0668,1952.66,EUR
100,0000000669,SETTLE0669,3663.84,EUR
100,0000000670,SETTLE0670,831.55,EUR
100,0000000671,SETTLE0671,2236.81,EUR
100,0000000672,SETTLE0672,4731.37,EUR
100,0000000673,SETTLE0673,2376.3,EUR
100,0000000674,SETTLE0674,194.06,EUR
100,0000000675,SETTLE0675,2961.38,EUR
100,0000000676,SETTLE0676,4240.39,EUR
100,0000000677,SETTLE0677,4147.64,EUR
100,0000000678,SETTLE0678,1852.32,EUR
100,0000000679,SETTLE0679,2006.53,EUR
100,0000000680,SETTLE0680,2945.28,EUR
100,0000000681,SETTLE0681,3105.75,EUR
100,0000000682,SETTLE0682,2545.11,EUR
100,0000000683,SETTLE0683,4729.77,EUR
100,0000000684,SETTLE0684,2263.7,EUR
100,0000000685,SETTLE0685,4335.73,EUR
100,0000000686,SETTLE0686,121.58,EUR
100,0000000687,SETTLE0687,1511.93,EUR
100,0000000688,SETTLE0688,3206.86,EUR
100,0000000689,SETTLE0689,3960.12,EUR
100,0000000690,SETTLE0690,991.73,EUR
100,0000000691,SETTLE0691,1805.85,EUR
100,0000000692,SETTLE0692,945.2,EUR
100,0000000693,SETTLE0693,4420.68,EUR
100,0000000694,SETTLE0694,1917.41,EUR
100,0000000695,SETTLE0695,3126.09,EUR
100,0000000696,SETTLE0696,4501.76,EUR
100,0000000697,SETTLE0697,4583.26,EUR
100,0000000698,SETTLE0698,825.23,EUR
100,0000000699,SETTLE0699,3000.75,EUR
100,0000000700,SETTLE0700,2088.81,EUR
100,0000000701,SETTLE0701,3266.72,EUR
100,0000000702,SETTLE0702,2057.17,EUR
100,0000000703,SETTLE0703,3036.76,EUR
100,0000000704,SETTLE0704,4623.91,EUR
100,0000000705,SETTLE0705,3584.91,EUR
100,0000000706,SETTLE0706,3875.07,EUR
100,0000000707,SETTLE0707,1423.25,EUR
100,0000000708,SETTLE0708,4469.75,EUR
100,0000000709,SETTLE0709,891.51,EUR
100,0000000710,SETTLE0710,2096.33,EUR
100,0000000711,SETTLE0711,126.52,EUR
100,0000000712,SETTLE0712,1913.9,EUR
100,0000000713,SETTLE0713,4356.7,EUR
100,0000000714,SETTLE0714,1815.88,EUR
100,0000000715,SETTLE0715,2243.76,EUR
100,0000000716,SETTLE0716,566.37,EUR
100,0000000717,SETTLE0717,1768.49,EUR
100,0000000718,SETTLE0718,3160.1,EUR
100,0000000719,SETTLE0719,4302.75,EUR
100,0000000720,SETTLE0720,745.61,EUR
100,0000000721,SETTLE0721,2553.54,EUR
100,0000000722,SETTLE0722,2910.97,EUR
100,0000000723,SETTLE0723,3421.71,EUR
100,0000000724,SETTLE0724,3208.34,EUR
100,0000000725,SETTLE0725,2541.54,EUR
100,0000000726,SETTLE0726,188.61,EUR
100,0000000727,SETTLE0727,4787.43,EUR
100,0000000728,SETTLE0728,4817.54,EUR
100,0000000729,SETTLE0729,3981.27,EUR
100,0000000730,SETTLE0730,1733.43,EUR
100,0000000731,SETTLE0731,1746.24,EUR
100,0000000732,SETTLE0732,1962.59,EUR
100,0000000733,SETTLE0733,650.94,EUR
100,0000000734,SETTLE0734,578.64,EUR
100,0000000735,SETTLE0735,4236.14,EUR
100,0000000736,SETTLE0736,614.1,EUR
100,0000000737,SETTLE0737,4503.95,EUR
100,0000000738,SETTLE0738,4832.02,EUR
100,0000000739,SETTLE0739,373.46,EUR
100,0000000740,SETTLE0740,3797.42,EUR
100,0000000741,SETTLE0741,3630.45,EUR
100,0000000742,SETTLE0742,496.2,EUR
100,0000000743,SETTLE0743,4349.79,EUR
100,0000000744,SETTLE0744,1393.82,EUR
100,0000000745,SETTLE0745,4759.23,EUR
100,0000000746,SETTLE0746,4822.78,EUR
100,0000000747,SETTLE0747,4138.66,EUR
100,0000000748,SETTLE0748,3107.11,EUR
100,0000000749,SETTLE0749,2295.99,EUR
100,0000000750,SETTLE0750,3340.69,EUR
100,0000000751,SETTLE0751,4970.21,EUR
100,0000000752,SETTLE0752,2432.92,EUR
100,0000000753,SETTLE0753,3813.9,EUR
100,0000000754,SETTLE0754,2882.89,EUR
100,0000000755,SETTLE0755,1916.71,EUR
100,0000000756,SETTLE0756,2202.01,EUR
100,0000000757,SETTLE0757,3143.56,EUR
100,0000000758,SETTLE0758,4250.01,EUR
100,0000000759,SETTLE0759,4792.92,EUR
100,0000000760,SETTLE0760,840.98,EUR
100,0000000761,SETTLE0761,4190.17,EUR
100,0000000762,SETTLE0762,4824.24,EUR
100,0000000763,SETTLE0763,1487.76,EUR
100,0000000764,SETTLE0764,1954.64,EUR
100,0000000765,SETTLE0765,3104.17,EUR
100,0000000766,SETTLE0766,958.13,EUR
100,0000000767,SETTLE0767,3047.01,EUR
100,0000000768,SETTLE0768,4772.41,EUR
100,0000000769,SETTLE0769,4579.62,EUR
100,0000000770,SETTLE0770,208.64,EUR
100,0000000771,SETTLE0771,2387.39,EUR
100,0000000772,SETTLE0772,556.24,EUR
100,0000000773,SETTLE0773,4782.31,EUR
100,0000000774,SETTLE0774,505.49,EUR
100,0000000775,SETTLE0775,1627.83,EUR
100,0000000776,SETTLE0776,3002.68,EUR
100,0000000777,SETTLE0777,3307.24,EUR
100,0000000778,SETTLE0778,746.43,EUR
100,0000000779,SETTLE0779,2051.53,EUR
100,0000000780,SETTLE0780,2748.21,EUR
100,0000000781,SETTLE0781,2910.58,EUR
100,0000000782,SETTLE0782,345.34,EUR
100,0000000783,SETTLE0783,1935.56,EUR
100,0000000784,SETTLE0784,4208.9,EUR
100,0000000785,SETTLE0785,125.35,EUR
100,0000000786,SETTLE0786,276.43,EUR
100,0000000787,SETTLE0787,3081.93,EUR
100,0000000788,SETTLE0788,1936.64,EUR
100,0000000789,SETTLE0789,3812.17,EUR
100,0000000790,SETTLE0790,1119.97,EUR
100,0000000791,SETTLE0791,1592.34,EUR
100,0000000792,SETTLE0792,2230.04,EUR
100,0000000793,SETTLE0793,1388.27,EUR
100,0000000794,SETTLE0794,4630.73,EUR
100,0000000795,SETTLE0795,677.1,EUR
100,0000000796,SETTLE0796,4821.81,EUR
100,0000000797,SETTLE0797,1670.36,EUR
100,0000000798,SETTLE0798,1667.38,EUR
100,0000000799,SETTLE0799,3582.92,EUR
100,0000000800,SETTLE0800,1374.36,EUR
100,0000000801,SETTLE0801,1145.25,EUR
100,0000000802,SETTLE0802,1186.89,EUR
100,0000000803,SETTLE0803,276.2,EUR
100,0000000804,SETTLE0804,1075.8,EUR
100,0000000805,SETTLE0805,4457.16,EUR
100,0000000806,SETTLE0806,3702.28,EUR
100,0000000807,SETTLE0807,1291.53,EUR
100,0000000808,SETTLE0808,3691.91,EUR
100,0000000809,SETTLE0809,3172.26,EUR
100,0000000810,SETTLE0810,3607.09,EUR
100,0000000811,SETTLE0811,2088.73,EUR
100,0000000812,SETTLE0812,867.71,EUR
100,0000000813,SETTLE0813,1152.28,EUR
100,0000000814,SETTLE0814,1245.03,EUR
100,0000000815,SETTLE0815,600.7,EUR
100,0000000816,SETTLE0816,4073.58,EUR
100,0000000817,SETTLE0817,3528.93,EUR
100,0000000818,SETTLE0818,2874.69,EUR
100,0000000819,SETTLE0819,1279.11,EUR
100,0000000820,SETTLE0820,4365.03,EUR
100,0000000821,SETTLE0821,4525.66,EUR
100,0000000822,SETTLE0822,3240.6,EUR
100,0000000823,SETTLE0823,1719.53,EUR
100,0000000824,SETTLE0824,3645.37,EUR
100,0000000825,SETTLE0825,1187.41,EUR
100,0000000826,SETTLE0826,3076.97,EUR
100,0000000827,SETTLE0827,1208.88,EUR
100,0000000828,SETTLE0828,404.96,EUR
100,0000000829,SETTLE0829,1440.59,EUR
100,0000000830,SETTLE0830,2519.77,EUR
100,0000000831,SETTLE0831,3470.38,EUR
100,0000000832,SETTLE0832,3540.26,EUR
100,0000000833,SETTLE0833,1493.18,EUR
100,0000000834,SETTLE0834,1215.61,EUR
100,0000000835,SETTLE0835,1002.09,EUR
100,0000000836,SETTLE0836,134.46,EUR
100,0000000837,SETTLE0837,1743.66,EUR
100,0000000838,SETTLE0838,4951.62,EUR
100,0000000839,SETTLE0839,977.74,EUR
100,0000000840,SETTLE0840,2945.13,EUR
100,0000000841,SETTLE0841,2815.12,EUR
100,0000000842,SETTLE0842,2564.76,EUR
100,0000000843,SETTLE0843,4000.17,EUR
100,0000000844,SETTLE0844,1992.65,EUR
100,0000000845,SETTLE0845,393.75,EUR
100,0000000846,SETTLE0846,225.32,EUR
100,0000000847,SETTLE0847,4030.74,EUR
100,0000000848,SETTLE0848,3499.28,EUR
100,0000000849,SETTLE0849,2006.35,EUR
100,0000000850,SETTLE0850,589.2,EUR
100,0000000851,SETTLE0851,2717.38,EUR
100,0000000852,SETTLE0852,4288.6,EUR
100,0000000853,SETTLE0853,4563.05,EUR
100,0000000854,SETTLE0854,1905.47,EUR
100,0000000855,SETTLE0855,2090.66,EUR
100,0000000856,SETTLE0856,303.92,EUR
100,0000000857,SETTLE0857,4508.81,EUR
100,0000000858,SETTLE0858,3161.63,EUR
100,0000000859,SETTLE0859,214.6,EUR
100,0000000860,SETTLE0860,1424.9,EUR
100,0000000861,SETTLE0861,1355.2,EUR
100,0000000862,SETTLE0862,4527.41,EUR
100,0000000863,SETTLE0863,3864.63,EUR
100,0000000864,SETTLE0864,3753.67,EUR
100,0000000865,SETTLE0865,2118.16,EUR
100,0000000866,SETTLE0866,3748.51,EUR
100,0000000867,SETTLE0867,3355.89,EUR
100,0000000868,SETTLE0868,651.41,EUR
100,0000000869,SETTLE0869,1751.91,EUR
100,0000000870,SETTLE0870,1323.01,EUR
100,0000000871,SETTLE0871,3445.95,EUR
100,0000000872,SETTLE0872,1952.59,EUR
100,0000000873,SETTLE0873,1833.1,EUR
100,0000000874,SETTLE0874,586.16,EUR
100,0000000875,SETTLE0875,3596.11,EUR
100,0000000876,SETTLE0876,3757.47,EUR
100,0000000877,SETTLE0877,589.28,EUR
100,0000000878,SETTLE0878,3826.36,EUR
100,0000000879,SETTLE0879,640.55,EUR
100,0000000880,SETTLE0880,4958.69,EUR
100,0000000881,SETTLE0881,598.57,EUR
100,0000000882,SETTLE0882,1546.66,EUR
100,0000000883,SETTLE0883,2416.07,EUR
100,0000000884,SETTLE0884,3045.61,EUR
100,0000000885,SETTLE0885,4745.12,EUR
100,0000000886,SETTLE0886,3213.44,EUR
100,0000000887,SETTLE0887,3853.97,EUR
100,0000000888,SETTLE0888,1706.32,EUR
100,0000000889,SETTLE0889,2560.45,EUR
100,0000000890,SETTLE0890,1563.13,EUR
100,0000000891,SETTLE0891,2330.93,EUR
100,0000000892,SETTLE0892,4301.12,EUR
100,0000000893,SETTLE0893,264.88,EUR
100,0000000894,SETTLE0894,455.66,EUR
100,0000000895,SETTLE0895,2316.43,EUR
100,0000000896,SETTLE0896,1960.76,EUR
100,0000000897,SETTLE0897,1042.57,EUR
100,0000000898,SETTLE0898,2424.95,EUR
100,0000000899,SETTLE0899,4019.85,EUR
100,0000000900,SETTLE0900,2933.71,EUR
100,0000000901,SETTLE0901,4053.86,EUR
100,0000000902,SETTLE0902,1894.62,EUR
100,0000000903,SETTLE0903,1051.51,EUR
100,0000000904,SETTLE0904,1447.98,EUR
100,0000000905,SETTLE0905,1316.41,EUR
100,0000000906,SETTLE0906,2786.49,EUR
100,0000000907,SETTLE0907,3966.93,EUR
100,0000000908,SETTLE0908,3531.88,EUR
100,0000000909,SETTLE0909,3605.26,EUR
100,0000000910,SETTLE0910,2101.36,EUR
100,0000000911,SETTLE0911,1509.84,EUR
100,0000000912,SETTLE0912,4187.78,EUR
100,0000000913,SETTLE0913,3264.12,EUR
100,0000000914,SETTLE0914,3206.57,EUR
100,0000000915,SETTLE0915,4392.38,EUR
100,0000000916,SETTLE0916,2109.98,EUR
100,0000000917,SETTLE0917,1163.45,EUR
100,0000000918,SETTLE0918,4491.45,EUR
100,0000000919,SETTLE0919,2322.9,EUR
100,0000000920,SETTLE0920,1773.59,EUR
100,0000000921,SETTLE0921,1039.24,EUR
100,0000000922,SETTLE0922,1478.38,EUR
100,0000000923,SETTLE0923,4688.68,EUR
100,0000000924,SETTLE0924,3261.23,EUR
100,0000000925,SETTLE0925,3131.27,EUR
100,0000000926,SETTLE0926,148.68,EUR
100,0000000927,SETTLE0927,3545.83,EUR
100,0000000928,SETTLE0928,840.36,EUR
100,0000000929,SETTLE0929,2761.89,EUR
100,0000000930,SETTLE0930,2482.88,EUR
100,0000000931,SETTLE0931,2056.16,EUR
100,0000000932,SETTLE0932,3361.93,EUR
100,0000000933,SETTLE0933,574.2,EUR
100,0000000934,SETTLE0934,3635.92,EUR
100,0000000935,SETTLE0935,3161.85,EUR
100,0000000936,SETTLE0936,1944.3,EUR
100,0000000937,SETTLE0937,4381.13,EUR
100,0000000938,SETTLE0938,2711.31,EUR
100,0000000939,SETTLE0939,3966.06,EUR
100,0000000940,SETTLE0940,1374.98,EUR
100,0000000941,SETTLE0941,4483.06,EUR
100,0000000942,SETTLE0942,2034.74,EUR
100,0000000943,SETTLE0943,3813.42,EUR
100,0000000944,SETTLE0944,1913.21,EUR
100,0000000945,SETTLE0945,2439.07,EUR
100,0000000946,SETTLE0946,311.34,EUR
100,0000000947,SETTLE0947,483.88,EUR
100,0000000948,SETTLE0948,1845.4,EUR
100,0000000949,SETTLE0949,2837.99,EUR
100,0000000950,SETTLE0950,2429.93,EUR
100,0000000951,SETTLE0951,4698.84,EUR
100,0000000952,SETTLE0952,2615.35,EUR
100,0000000953,SETTLE0953,4545.82,EUR
100,0000000954,SETTLE0954,3219.6,EUR
100,0000000955,SETTLE0955,4895.98,EUR
100,0000000956,SETTLE0956,3730.11,EUR
100,0000000957,SETTLE0957,4846.15,EUR
100,0000000958,SETTLE0958,1883.84,EUR
100,0000000959,SETTLE0959,660.23,EUR
100,0000000960,SETTLE0960,2690.79,EUR
100,0000000961,SETTLE0961,1535.27,EUR
100,0000000962,SETTLE0962,3904.82,EUR
100,0000000963,SETTLE0963,720.97,EUR
100,0000000964,SETTLE0964,1747.21,EUR
100,0000000965,SETTLE0965,446.1,EUR
100,0000000966,SETTLE0966,4515.83,EUR
100,0000000967,SETTLE0967,1036.27,EUR
100,0000000968,SETTLE0968,4060.43,EUR
100,0000000969,SETTLE0969,2456.47,EUR
100,0000000970,SETTLE0970,3765.52,EUR
100,0000000971,SETTLE0971,2402.5,EUR
100,0000000972,SETTLE0972,1172.83,EUR
100,0000000973,SETTLE0973,2217.11,EUR
100,0000000974,SETTLE0974,2441.95,EUR
100,0000000975,SETTLE0975,1001.98,EUR
100,0000000976,SETTLE0976,988.87,EUR
100,0000000977,SETTLE0977,2247.23,EUR
100,0000000978,SETTLE0978,3365.25,EUR
100,0000000979,SETTLE0979,4323.98,EUR
100,0000000980,SETTLE0980,3925.89,EUR
100,0000000981,SETTLE0981,3925.56,EUR
100,0000000982,SETTLE0982,3171.1,EUR
100,0000000983,SETTLE0983,4008.65,EUR
100,0000000984,SETTLE0984,4544.19,EUR
100,0000000985,SETTLE0985,975.04,EUR
100,0000000986,SETTLE0986,4734.98,EUR
100,0000000987,SETTLE0987,2534.5,EUR
100,0000000988,SETTLE0988,309.63,EUR
100,0000000989,SETTLE0989,4020.17,EUR
100,0000000990,SETTLE0990,2748.54,EUR
100,0000000991,SETTLE0991,2138.54,EUR
100,0000000992,SETTLE0992,2373.77,EUR
100,0000000993,SETTLE0993,1573.81,EUR
100,0000000994,SETTLE0994,2908.62,EUR
100,0000000995,SETTLE0995,4629.51,EUR
100,0000000996,SETTLE0996,2372.34,EUR
100,0000000997,SETTLE0997,4855.29,EUR
100,0000000998,SETTLE0998,2234.85,EUR
100,0000000999,SETTLE0999,1448.05,EUR
100,0000001000,SETTLE1000,3754.71,EUR
100,0000001001,SETTLE1001,1759.77,EUR
100,0000001002,SETTLE1002,401.0,EUR
100,0000001003,SETTLE1003,1123.46,EUR
100,0000001004,SETTLE1004,3482.25,EUR
100,0000001005,SETTLE1005,3796.5,EUR
100,0000001006,SETTLE1006,1667.46,EUR
100,0000001007,SETTLE1007,2209.1,EUR
100,0000001008,SETTLE1008,3828.27,EUR
100,0000001009,SETTLE1009,3940.29,EUR
100,0000001010,SETTLE1010,622.73,EUR
100,0000001011,SETTLE1011,3794.82,EUR
100,0000001012,SETTLE1012,3603.71,EUR
100,0000001013,SETTLE1013,4418.91,EUR
100,0000001014,SETTLE1014,4857.41,EUR
100,0000001015,SETTLE1015,1333.41,EUR
100,0000001016,SETTLE1016,301.76,EUR
100,0000001017,SETTLE1017,2212.68,EUR
100,0000001018,SETTLE1018,1432.31,EUR
100,0000001019,SETTLE1019,4210.8,EUR
100,0000001020,SETTLE1020,3213.86,EUR
100,0000001021,SETTLE1021,2194.3,EUR
100,0000001022,SETTLE1022,2546.92,EUR
100,0000001023,SETTLE1023,2258.02,EUR
100,0000001024,SETTLE1024,869.32,EUR
100,0000001025,SETTLE1025,4888.47,EUR
100,0000001026,SETTLE1026,2491.64,EUR
100,0000001027,SETTLE1027,4668.1,EUR
100,0000001028,SETTLE1028,4551.53,EUR
100,0000001029,SETTLE1029,633.85,EUR
100,0000001030,SETTLE1030,3265.87,EUR
100,0000001031,SETTLE1031,2243.99,EUR
100,0000001032,SETTLE1032,4100.68,EUR
100,0000001033,SETTLE1033,3625.87,EUR
100,0000001034,SETTLE1034,2804.37,EUR
100,0000001035,SETTLE1035,642.06,EUR
100,0000001036,SETTLE1036,3397.6,EUR
100,0000001037,SETTLE1037,1761.73,EUR
100,0000001038,SETTLE1038,4085.3,EUR
100,0000001039,SETTLE1039,2876.37,EUR
100,0000001040,SETTLE1040,3209.94,EUR
100,0000001041,SETTLE1041,589.52,EUR
100,0000001042,SETTLE1042,1697.86,EUR
100,0000001043,SETTLE1043,2861.3,EUR
100,0000001044,SETTLE1044,2969.95,EUR
100,0000001045,SETTLE1045,1670.17,EUR
100,0000001046,SETTLE1046,3929.8,EUR
100,0000001047,SETTLE1047,549.2,EUR
100,0000001048,SETTLE1048,4188.1,EUR
100,0000001049,SETTLE1049,1246.87,EUR
100,0000001050,SETTLE1050,2478.84,EUR
100,0000001051,SETTLE1051,3937.15,EUR
100,0000001052,SETTLE1052,2956.73,EUR
100,0000001053,SETTLE1053,4050.61,EUR
100,0000001054,SETTLE1054,4051.82,EUR
100,0000001055,SETTLE1055,1692.9,EUR
100,0000001056,SETTLE1056,2368.73,EUR
100,0000001057,SETTLE1057,353.09,EUR
100,0000001058,SETTLE1058,3970.07,EUR
100,0000001059,SETTLE1059,1920.65,EUR
100,0000001060,SETTLE1060,3725.62,EUR
100,0000001061,SETTLE1061,2331.48,EUR
100,0000001062,SETTLE1062,2871.92,EUR
100,0000001063,SETTLE1063,2029.01,EUR
100,0000001064,SETTLE1064,1325.1,EUR
100,0000001065,SETTLE1065,1190.04,EUR
100,0000001066,SETTLE1066,1081.64,EUR
100,0000001067,SETTLE1067,3854.66,EUR
100,0000001068,SETTLE1068,4388.08,EUR
100,0000001069,SETTLE1069,679.85,EUR
100,0000001070,SETTLE1070,2949.98,EUR
100,0000001071,SETTLE1071,4808.97,EUR
100,0000001072,SETTLE1072,181.93,EUR
100,0000001073,SETTLE1073,3996.07,EUR
100,0000001074,SETTLE1074,3183.52,EUR
100,0000001075,SETTLE1075,4257.21,EUR
100,0000001076,SETTLE1076,458.29,EUR
100,0000001077,SETTLE1077,3048.8,EUR
100,0000001078,SETTLE1078,1027.86,EUR
100,0000001079,SETTLE1079,1775.35,EUR
100,0000001080,SETTLE1080,431.35,EUR
100,0000001081,SETTLE1081,3879.79,EUR
100,0000001082,SETTLE1082,884.17,EUR
100,0000001083,SETTLE1083,1408.67,EUR
100,0000001084,SETTLE1084,4961.2,EUR
100,0000001085,SETTLE1085,587.65,EUR
100,0000001086,SETTLE1086,4787.74,EUR
100,0000001087,SETTLE1087,4960.51,EUR
100,0000001088,SETTLE1088,2311.35,EUR
100,0000001089,SETTLE1089,4169.88,EUR
100,0000001090,SETTLE1090,3357.53,EUR
100,0000001091,SETTLE1091,4257.32,EUR
100,0000001092,SETTLE1092,4474.47,EUR
100,0000001093,SETTLE1093,3458.82,EUR
100,0000001094,SETTLE1094,1405.17,EUR
100,0000001095,SETTLE1095,771.96,EUR
100,0000001096,SETTLE1096,860.66,EUR
100,0000001097,SETTLE1097,2640.54,EUR
100,0000001098,SETTLE1098,878.68,EUR
100,0000001099,SETTLE1099,2550.58,EUR
100,0000001100,SETTLE1100,4651.55,EUR
100,0000001101,SETTLE1101,3889.26,EUR
100,0000001102,SETTLE1102,1015.71,EUR
100,0000001103,SETTLE1103,3823.34,EUR
100,0000001104,SETTLE1104,1332.69,EUR
100,0000001105,SETTLE1105,3766.12,EUR
100,0000001106,SETTLE1106,588.96,EUR
100,0000001107,SETTLE1107,984.88,EUR
100,0000001108,SETTLE1108,3980.96,EUR
100,0000001109,SETTLE1109,1863.24,EUR
100,0000001110,SETTLE1110,4643.69,EUR
100,0000001111,SETTLE1111,2991.22,EUR
100,0000001112,SETTLE1112,2624.35,EUR
100,0000001113,SETTLE1113,2624.38,EUR
100,0000001114,SETTLE1114,4940.49,EUR
100,0000001115,SETTLE1115,2381.33,EUR
100,0000001116,SETTLE1116,790.15,EUR
100,0000001117,SETTLE1117,1335.53,EUR
100,0000001118,SETTLE1118,386.95,EUR
100,0000001119,SETTLE1119,3706.14,EUR
100,0000001120,SETTLE1120,3806.55,EUR
100,0000001121,SETTLE1121,2363.1,EUR
100,0000001122,SETTLE1122,935.04,EUR
100,0000001123,SETTLE1123,3181.07,EUR
100,0000001124,SETTLE1124,2618.36,EUR
100,0000001125,SETTLE1125,497.2,EUR
100,0000001126,SETTLE1126,167.12,EUR
100,0000001127,SETTLE1127,3359.11,EUR
100,0000001128,SETTLE1128,2874.57,EUR
100,0000001129,SETTLE1129,2128.68,EUR
100,0000001130,SETTLE1130,2448.21,EUR
100,0000001131,SETTLE1131,2336.96,EUR
100,0000001132,SETTLE1132,340.96,EUR
100,0000001133,SETTLE1133,3591.61,EUR
100,0000001134,SETTLE1134,4182.31,EUR
100,0000001135,SETTLE1135,4391.8,EUR
100,0000001136,SETTLE1136,2876.05,EUR
100,0000001137,SETTLE1137,1724.2,EUR
100,0000001138,SETTLE1138,128.62,EUR
100,0000001139,SETTLE1139,3261.01,EUR
100,0000001140,SETTLE1140,1185.4,EUR
100,0000001141,SETTLE1141,4724.67,EUR
100,0000001142,SETTLE1142,3162.71,EUR
100,0000001143,SETTLE1143,156.87,EUR
100,0000001144,SETTLE1144,3516.72,EUR
100,0000001145,SETTLE1145,616.41,EUR
100,0000001146,SETTLE1146,1762.14,EUR
100,0000001147,SETTLE1147,4922.79,EUR
100,0000001148,SETTLE1148,631.64,EUR
100,0000001149,SETTLE1149,1039.24,EUR
100,0000001150,SETTLE1150,3399.4,EUR
100,0000001151,SETTLE1151,2371.9,EUR
100,0000001152,SETTLE1152,496.23,EUR
100,0000001153,SETTLE1153,1119.61,EUR
100,0000001154,SETTLE1154,1061.39,EUR
100,0000001155,SETTLE1155,4082.7,EUR
100,0000001156,SETTLE1156,1713.73,EUR
100,0000001157,SETTLE1157,588.67,EUR
100,0000001158,SETTLE1158,1189.79,EUR
100,0000001159,SETTLE1159,3677.42,EUR
100,0000001160,SETTLE1160,1388.15,EUR
100,0000001161,SETTLE1161,3838.72,EUR
100,0000001162,SETTLE1162,1727.89,EUR
100,0000001163,SETTLE1163,182.38,EUR
100,0000001164,SETTLE1164,1032.58,EUR
100,0000001165,SETTLE1165,4861.61,EUR
100,0000001166,SETTLE1166,596.53,EUR
100,0000001167,SETTLE1167,4847.77,EUR
100,0000001168,SETTLE1168,4347.95,EUR
100,0000001169,SETTLE1169,1500.1,EUR
100,0000001170,SETTLE1170,946.87,EUR
100,0000001171,SETTLE1171,4455.06,EUR
