MANDT,KOKRS,PESSION,KUNNR,MATNR,VKORG,WERKS,PERDE,GJAHR,VV010,TWAER
100,1000,0000001076,0000000343,000000000000100087,1000,0007,008,2024,753.47,EUR
100,1000,0000001077,0000000315,000000000000100089,1000,0009,009,2023,7359.86,EUR
100,1000,0000001078,0000000332,000000000000100269,1000,0005,010,2024,7790.27,EUR
100,1000,0000001079,0000000250,000000000000100456,1000,0005,011,2023,4925.62,EUR
100,1000,0000001080,0000000071,000000000000100429,2000,0007,012,2024,4661.04,EUR
100,1000,0000001081,0000000026,000000000000100029,1000,0001,001,2023,5646.05,EUR
100,1000,0000001082,0000000065,000000000000100489,1000,0006,002,2024,3770.29,EUR
100,1000,0000001083,0000000210,000000000000100458,2000,0001,003,2023,6099.42,EUR
100,1000,0000001084,0000000471,000000000000100479,2000,0005,004,2024,272.58,EUR
100,1000,0000001085,0000000104,000000000000100163,1000,0003,005,2023,1963.5,EUR
100,1000,0000001086,0000000134,000000000000100092,1000,0008,006,2024,6296.02,EUR
100,1000,0000001087,0000000480,000000000000100390,2000,0003,007,2023,6554.69,EUR
100,1000,0000001088,0000000280,000000000000100325,2000,0008,008,2024,3519.79,EUR
100,1000,0000001089,0000000371,000000000000100027,1000,0001,009,2023,3796.91,EUR
100,1000,0000001090,0000000147,000000000000100300,2000,0002,010,2024,2084.63,EUR
100,1000,0000001091,0000000240,000000000000100249,1000,0001,011,2023,8826.96,EUR
100,1000,0000001092,0000000451,000000000000100103,1000,0001,012,2024,6878.96,EUR
100,1000,0000001093,0000000473,000000000000100078,1000,0004,001,2023,9621.71,EUR
100,1000,0000001094,0000000278,000000000000100261,1000,0001,002,2024,8610.71,EUR
100,1000,0000001095,0000000186,000000000000100376,2000,0004,003,2023,7136.93,EUR
100,1000,0000001096,0000000142,000000000000100036,1000,0003,004,2024,6697.01,EUR
100,1000,0000001097,0000000079,000000000000100051,1000,0004,005,2023,470.41,EUR
100,1000,0000001098,0000000497,000000000000100003,1000,0002,006,2024,6172.92,EUR
100,1000,0000001099,0000000258,000000000000100380,1000,0002,007,2023,5814.54,EUR
100,1000,0000001100,0000000027,000000000000100091,2000,0001,008,2024,6729.07,EUR
100,1000,0000001101,0000000373,000000000000100012,1000,0001,009,2023,5856.78,EUR
100,1000,0000001102,0000000020,000000000000100369,1000,0008,010,2024,3157.52,EUR
100,1000,0000001103,0000000304,000000000000100102,2000,0010,011,2023,8496.88,EUR
100,1000,0000001104,0000000355,000000000000100295,1000,0007,012,2024,4522.65,EUR
100,1000,0000001105,0000000427,000000000000100096,2000,0007,001,2023,1288.2,EUR
100,1000,0000001106,0000000154,000000000000100410,2000,0003,002,2024,1455.59,EUR
100,1000,0000001107,0000000087,000000000000100349,1000,0004,003,2023,8017.94,EUR
100,1000,0000001108,0000000489,000000000000100251,1000,0001,004,2024,3332.62,EUR
100,1000,0000001109,0000000314,000000000000100386,1000,0008,005,2023,1984.97,EUR
100,1000,0000001110,0000000206,000000000000100378,1000,0008,006,2024,6584.6,EUR
100,1000,0000001111,0000000165,000000000000100468,1000,0001,007,2023,1186.39,EUR
100,1000,0000001112,0000000005,000000000000100163,2000,0005,008,2024,2593.56,EUR
100,1000,0000001113,0000000164,000000000000100216,1000,0001,009,2023,4497.24,EUR
100,1000,0000001114,0000000240,000000000000100047,1000,0009,010,2024,5024.66,EUR
100,1000,0000001115,0000000313,000000000000100084,2000,0010,011,2023,7653.74,EUR
100,1000,0000001116,0000000447,000000000000100429,1000,0001,012,2024,511.91,EUR
100,1000,0000001117,0000000411,000000000000100157,1000,0009,001,2023,1172.37,EUR
100,1000,0000001118,0000000228,000000000000100192,1000,0007,002,2024,8068.71,EUR
100,1000,0000001119,0000000399,000000000000100071,2000,0007,003,2023,6260.16,EUR
100,1000,0000001120,0000000105,000000000000100312,1000,0009,004,2024,1790.58,EUR
100,1000,0000001121,0000000410,000000000000100183,2000,0005,005,2023,3754.55,EUR
100,1000,0000001122,0000000339,000000000000100428,1000,0010,006,2024,7865.03,EUR
100,1000,0000001123,0000000183,000000000000100404,2000,0003,007,2023,6980.69,EUR
100,1000,0000001124,0000000165,000000000000100133,1000,0005,008,2024,6990.82,EUR
100,1000,0000001125,0000000164,000000000000100371,2000,0006,009,2023,3201.49,EUR
100,1000,0000001126,0000000148,000000000000100304,1000,0001,010,2024,4754.25,EUR
100,1000,0000001127,0000000430,000000000000100390,1000,0004,011,2023,1591.3,EUR
100,1000,0000001128,0000000052,000000000000100228,2000,0002,012,2024,8017.92,EUR
100,1000,0000001129,0000000310,000000000000100001,2000,0005,001,2023,5135.68,EUR
100,1000,0000001130,0000000146,000000000000100250,1000,0008,002,2024,7762.57,EUR
100,1000,0000001131,0000000494,000000000000100167,1000,0003,003,2023,4213.0,EUR
100,1000,0000001132,0000000317,000000000000100187,1000,0005,004,2024,3154.75,EUR
100,1000,0000001133,0000000227,000000000000100003,2000,0001,005,2023,3089.72,EUR
100,1000,0000001134,0000000040,000000000000100363,1000,0007,006,2024,8739.78,EUR
100,1000,0000001135,0000000074,000000000000100317,2000,0003,007,2023,4567.35,EUR
100,1000,0000001136,0000000050,000000000000100150,2000,0003,008,2024,3806.36,EUR
100,1000,0000001137,0000000047,000000000000100044,2000,0004,009,2023,8868.04,EUR
100,1000,0000001138,0000000185,000000000000100219,2000,0010,010,2024,1268.22,EUR
100,1000,0000001139,0000000214,000000000000100027,2000,0009,011,2023,3453.27,EUR
100,1000,0000001140,0000000117,000000000000100437,1000,0001,012,2024,7538.66,EUR
100,1000,0000001141,0000000178,000000000000100167,2000,0008,001,2023,9461.12,EUR
100,1000,0000001142,0000000324,000000000000100207,2000,0001,002,2024,8355.71,EUR
100,1000,0000001143,0000000161,000000000000100450,2000,0003,003,2023,228.33,EUR
100,1000,0000001144,0000000279,000000000000100040,1000,0005,004,2024,1943.29,EUR
100,1000,0000001145,0000000372,000000000000100479,2000,0006,005,2023,8030.31,EUR
100,1000,0000001146,0000000345,000000000000100381,1000,0006,006,2024,7850.33,EUR
100,1000,0000001147,0000000042,000000000000100232,1000,0009,007,2023,6522.76,EUR
100,1000,0000001148,0000000291,000000000000100070,2000,0009,008,2024,1194.05,EUR
100,1000,0000001149,0000000159,000000000000100365,2000,0002,009,2023,6005.31,EUR
100,1000,0000001150,0000000446,000000000000100188,2000,0002,010,2024,5778.45,EUR
100,1000,0000001151,0000000412,000000000000100402,1000,0008,011,2023,9438.85,EUR
100,1000,0000001152,0000000204,000000000000100040,1000,0006,012,2024,8469.61,EUR
100,1000,0000001153,0000000270,000000000000100481,2000,0006,001,2023,5502.37,EUR
100,1000,0000001154,0000000478,000000000000100045,1000,0007,002,2024,8422.94,EUR
100,1000,0000001155,0000000499,000000000000100314,2000,0009,003,2023,1375.41,EUR
100,1000,0000001156,0000000130,000000000000100153,1000,0008,004,2024,7006.79,EUR
100,1000,0000001157,0000000270,000000000000100233,1000,0001,005,2023,4055.28,EUR
100,1000,0000001158,0000000301,000000000000100395,2000,0003,006,2024,4293.2,EUR
100,1000,0000001159,0000000429,000000000000100457,1000,0006,007,2023,5862.51,EUR
100,1000,0000001160,0000000429,000000000000100132,1000,0010,008,2024,2778.34,EUR
100,1000,0000001161,0000000245,000000000000100213,1000,0009,009,2023,1925.22,EUR
100,1000,0000001162,0000000244,000000000000100275,2000,0003,010,2024,2691.29,EUR
100,1000,0000001163,0000000186,000000000000100374,1000,0007,011,2023,4242.91,EUR
100,1000,0000001164,0000000107,000000000000100244,1000,0010,012,2024,3123.07,EUR
100,1000,0000001165,0000000133,000000000000100433,2000,0005,001,2023,7034.97,EUR
100,1000,0000001166,0000000095,000000000000100456,1000,0005,002,2024,5246.85,EUR
100,1000,0000001167,0000000460,000000000000100350,2000,0009,003,2023,8670.81,EUR
100,1000,0000001168,0000000126,000000000000100153,1000,0002,004,2024,1414.33,EUR
100,1000,0000001169,0000000274,000000000000100466,2000,0010,005,2023,8416.5,EUR
100,1000,0000001170,0000000293,000000000000100195,2000,0002,006,2024,8345.24,EUR
100,1000,0000001171,0000000237,000000000000100194,1000,0004,007,2023,3352.1,EUR
100,1000,0000001172,0000000349,000000000000100038,2000,0006,008,2024,7299.01,EUR
100,1000,0000001173,0000000074,000000000000100077,2000,0005,009,2023,2405.97,EUR
100,1000,0000001174,0000000159,000000000000100152,2000,0010,010,2024,7738.5,EUR
100,1000,0000001175,0000000299,000000000000100347,2000,0004,011,2023,6710.66,EUR
100,1000,0000001176,0000000407,000000000000100060,2000,0005,012,2024,8917.23,EUR
100,1000,0000001177,0000000430,000000000000100384,2000,0009,001,2023,9728.59,EUR
100,1000,0000001178,0000000499,000000000000100433,2000,0008,002,2024,6698.08,EUR
100,1000,0000001179,0000000265,000000000000100111,2000,0002,003,2023,3738.14,EUR
100,1000,0000001180,0000000162,000000000000100175,1000,0009,004,2024,5974.01,EUR
100,1000,0000001181,0000000313,000000000000100043,2000,0004,005,2023,6878.98,EUR
100,1000,0000001182,0000000319,000000000000100230,1000,0002,006,2024,218.56,EUR
100,1000,0000001183,0000000256,000000000000100224,2000,0006,007,2023,4430.08,EUR
100,1000,0000001184,0000000401,000000000000100178,2000,0002,008,2024,9181.05,EUR
100,1000,0000001185,0000000445,000000000000100381,1000,0010,009,2023,1179.51,EUR
100,1000,0000001186,0000000013,000000000000100489,1000,0010,010,2024,9287.62,EUR
100,1000,0000001187,0000000310,000000000000100165,2000,0001,011,2023,9443.24,EUR
100,1000,0000001188,0000000279,000000000000100101,2000,0002,012,2024,8491.5,EUR
100,1000,0000001189,0000000254,000000000000100496,2000,0004,001,2023,8174.68,EUR
100,1000,0000001190,0000000129,000000000000100082,1000,0010,002,2024,7784.17,EUR
100,1000,0000001191,0000000112,000000000000100488,1000,0001,003,2023,4158.82,EUR
100,1000,0000001192,0000000148,000000000000100192,2000,0008,004,2024,4394.42,EUR
100,1000,0000001193,0000000398,000000000000100300,2000,0009,005,2023,4009.41,EUR
100,1000,0000001194,0000000402,000000000000100081,1000,0008,006,2024,2441.23,EUR
100,1000,0000001195,0000000320,000000000000100051,1000,0002,007,2023,9799.45,EUR
100,1000,0000001196,0000000426,000000000000100283,1000,0010,008,2024,7044.64,EUR
100,1000,0000001197,0000000184,000000000000100017,1000,0005,009,2023,6614.0,EUR
100,1000,0000001198,0000000200,000000000000100163,2000,0005,010,2024,6091.35,EUR
100,1000,0000001199,0000000034,000000000000100235,2000,0001,011,2023,1243.35,EUR
100,1000,0000001200,0000000323,000000000000100285,2000,0010,012,2024,5679.93,EUR
100,1000,0000001201,0000000163,000000000000100195,1000,0005,001,2023,1558.51,EUR
100,1000,0000001202,0000000375,000000000000100082,1000,0001,002,2024,1647.38,EUR
100,1000,0000001203,0000000425,000000000000100489,2000,0004,003,2023,9867.48,EUR
100,1000,0000001204,0000000307,000000000000100490,2000,0003,004,2024,5412.49,EUR
100,1000,0000001205,0000000158,000000000000100130,1000,0006,005,2023,2007.77,EUR
100,1000,0000001206,0000000353,000000000000100310,2000,0010,006,2024,7201.06,EUR
100,1000,0000001207,0000000375,000000000000100430,1000,0007,007,2023,9062.82,EUR
100,1000,0000001208,0000000411,000000000000100199,1000,0001,008,2024,3339.55,EUR
100,1000,0000001209,0000000025,000000000000100463,1000,0008,009,2023,3467.28,EUR
100,1000,0000001210,0000000383,000000000000100100,1000,0001,010,2024,6296.95,EUR
100,1000,0000001211,0000000245,000000000000100036,2000,0007,011,2023,5600.95,EUR
100,1000,0000001212,0000000302,000000000000100345,1000,0009,012,2024,9748.5,EUR
100,1000,0000001213,0000000144,000000000000100370,1000,0004,001,2023,6820.88,EUR
100,1000,0000001214,0000000318,000000000000100311,1000,0006,002,2024,222.81,EUR
100,1000,0000001215,0000000493,000000000000100008,2000,0003,003,2023,8249.89,EUR
100,1000,0000001216,0000000484,000000000000100404,1000,0007,004,2024,6779.91,EUR
100,1000,0000001217,0000000451,000000000000100067,1000,0006,005,2023,118.12,EUR
100,1000,0000001218,0000000282,000000000000100494,2000,0010,006,2024,2863.46,EUR
100,1000,0000001219,0000000300,000000000000100296,1000,0001,007,2023,3959.21,EUR
100,1000,0000001220,0000000075,000000000000100338,1000,0003,008,2024,2894.2,EUR
100,1000,0000001221,0000000332,000000000000100239,1000,0001,009,2023,3589.27,EUR
100,1000,0000001222,0000000268,000000000000100336,2000,0009,010,2024,868.36,EUR
100,1000,0000001223,0000000444,000000000000100072,1000,0005,011,2023,9552.85,EUR
100,1000,0000001224,0000000145,000000000000100417,2000,0001,012,2024,102.67,EUR
100,1000,0000001225,0000000193,000000000000100103,1000,0005,001,2023,5402.72,EUR
100,1000,0000001226,0000000066,000000000000100397,1000,0003,002,2024,8355.55,EUR
100,1000,0000001227,0000000034,000000000000100454,2000,0006,003,2023,3291.18,EUR
100,1000,0000001228,0000000265,000000000000100429,2000,0008,004,2024,5560.5,EUR
100,1000,0000001229,0000000138,000000000000100082,2000,0002,005,2023,4261.9,EUR
100,1000,0000001230,0000000097,000000000000100184,1000,0004,006,2024,6973.1,EUR
100,1000,0000001231,0000000205,000000000000100285,2000,0001,007,2023,6196.39,EUR
100,1000,0000001232,0000000321,000000000000100212,1000,0009,008,2024,6166.38,EUR
100,1000,0000001233,0000000236,000000000000100460,2000,0004,009,2023,556.29,EUR
100,1000,0000001234,0000000020,000000000000100159,2000,0002,010,2024,156.55,EUR
100,1000,0000001235,0000000338,000000000000100020,2000,0006,011,2023,9148.24,EUR
100,1000,0000001236,0000000150,000000000000100176,2000,0008,012,2024,6292.69,EUR
100,1000,0000001237,0000000272,000000000000100408,2000,0010,001,2023,772.58,EUR
100,1000,0000001238,0000000496,000000000000100347,1000,0010,002,2024,8506.1,EUR
100,1000,0000001239,0000000183,000000000000100366,2000,0008,003,2023,5941.53,EUR
100,1000,0000001240,0000000433,000000000000100387,1000,0001,004,2024,2411.95,EUR
100,1000,0000001241,0000000201,000000000000100318,2000,0002,005,2023,4967.12,EUR
100,1000,0000001242,0000000092,000000000000100034,1000,0003,006,2024,7362.38,EUR
100,1000,0000001243,0000000419,000000000000100123,2000,0007,007,2023,8547.16,EUR
100,1000,0000001244,0000000040,000000000000100445,2000,0005,008,2024,2066.15,EUR
100,1000,0000001245,0000000027,000000000000100438,1000,0009,009,2023,3777.27,EUR
100,1000,0000001246,0000000429,000000000000100340,2000,0005,010,2024,4462.08,EUR
100,1000,0000001247,0000000044,000000000000100408,1000,0005,011,2023,8749.9,EUR
100,1000,0000001248,0000000378,000000000000100394,1000,0008,012,2024,4851.09,EUR
100,1000,0000001249,0000000187,000000000000100460,1000,0001,001,2023,1729.98,EUR
100,1000,0000001250,0000000390,000000000000100311,2000,0002,002,2024,1769.14,EUR
100,1000,0000001251,0000000392,000000000000100330,1000,0007,003,2023,3683.41,EUR
100,1000,0000001252,0000000288,000000000000100200,1000,0002,004,2024,4347.54,EUR
100,1000,0000001253,0000000086,000000000000100433,1000,0005,005,2023,9386.11,EUR
100,1000,0000001254,0000000408,000000000000100400,1000,0010,006,2024,8462.5,EUR
100,1000,0000001255,0000000418,000000000000100064,1000,0004,007,2023,1881.47,EUR
100,1000,0000001256,0000000198,000000000000100202,1000,0008,008,2024,2116.9,EUR
100,1000,0000001257,0000000144,000000000000100080,1000,0008,009,2023,469.21,EUR
100,1000,0000001258,0000000341,000000000000100308,1000,0006,010,2024,6901.62,EUR
100,1000,0000001259,0000000306,000000000000100142,1000,0010,011,2023,5773.3,EUR
100,1000,0000001260,0000000246,000000000000100343,1000,0003,012,2024,4299.77,EUR
100,1000,0000001261,0000000115,000000000000100140,2000,0010,001,2023,2010.46,EUR
100,1000,0000001262,0000000395,000000000000100274,1000,0005,002,2024,3286.21,EUR
100,1000,0000001263,0000000417,000000000000100422,2000,0005,003,2023,8158.39,EUR
100,1000,0000001264,0000000009,000000000000100383,2000,0009,004,2024,2980.6,EUR
100,1000,0000001265,0000000079,000000000000100448,1000,0002,005,2023,5337.82,EUR
100,1000,0000001266,0000000013,000000000000100443,1000,0001,006,2024,4056.23,EUR
100,1000,0000001267,0000000013,000000000000100049,2000,0007,007,2023,6305.09,EUR
100,1000,0000001268,0000000455,000000000000100133,2000,0004,008,2024,3988.54,EUR
100,1000,0000001269,0000000109,000000000000100071,2000,0007,009,2023,5602.01,EUR
100,1000,0000001270,0000000160,000000000000100022,2000,0001,010,2024,5850.77,EUR
100,1000,0000001271,0000000199,000000000000100035,2000,0002,011,2023,1407.92,EUR
100,1000,0000001272,0000000372,000000000000100270,2000,0002,012,2024,4981.46,EUR
100,1000,0000001273,0000000119,000000000000100310,1000,0004,001,2023,746.94,EUR
100,1000,0000001274,0000000143,000000000000100477,2000,0006,002,2024,7732.56,EUR
100,1000,0000001275,0000000485,000000000000100361,2000,0001,003,2023,6256.85,EUR
100,1000,0000001276,0000000161,000000000000100426,1000,0001,004,2024,1627.17,EUR
100,1000,0000001277,0000000199,000000000000100158,1000,0005,005,2023,7559.04,EUR
100,1000,0000001278,0000000326,000000000000100457,2000,0008,006,2024,2421.29,EUR
100,1000,0000001279,0000000424,000000000000100217,1000,0006,007,2023,6727.3,EUR
100,1000,0000001280,0000000049,000000000000100311,1000,0001,008,2024,4141.77,EUR
100,1000,0000001281,0000000194,000000000000100022,1000,0005,009,2023,2040.9,EUR
100,1000,0000001282,0000000450,000000000000100413,2000,0008,010,2024,7661.87,EUR
100,1000,0000001283,0000000035,000000000000100164,2000,0010,011,2023,2651.54,EUR
100,1000,0000001284,0000000042,000000000000100062,1000,0007,012,2024,6070.89,EUR
100,1000,0000001285,0000000416,000000000000100166,2000,0005,001,2023,1641.48,EUR
100,1000,0000001286,0000000277,000000000000100403,1000,0003,002,2024,6925.36,EUR
100,1000,0000001287,0000000344,000000000000100187,1000,0001,003,2023,2883.18,EUR
100,1000,0000001288,0000000100,000000000000100231,2000,0001,004,2024,8844.46,EUR
100,1000,0000001289,0000000206,000000000000100259,2000,0006,005,2023,4993.09,EUR
100,1000,0000001290,0000000154,000000000000100050,2000,0008,006,2024,9917.77,EUR
100,1000,0000001291,0000000098,000000000000100114,2000,0009,007,2023,2416.77,EUR
100,1000,0000001292,0000000291,000000000000100151,2000,0004,008,2024,5113.38,EUR
100,1000,0000001293,0000000122,000000000000100216,2000,0003,009,2023,8446.41,EUR
100,1000,0000001294,0000000006,000000000000100092,1000,0004,010,2024,5323.47,EUR
100,1000,0000001295,0000000267,000000000000100161,1000,0006,011,2023,8404.27,EUR
100,1000,0000001296,0000000004,000000000000100065,2000,0006,012,2024,8090.79,EUR
100,1000,0000001297,0000000156,000000000000100452,1000,0001,001,2023,3325.38,EUR
100,1000,0000001298,0000000152,000000000000100259,2000,0003,002,2024,991.64,EUR
100,1000,0000001299,0000000352,000000000000100300,2000,0005,003,2023,9000.49,EUR
100,1000,0000001300,0000000168,000000000000100043,2000,0006,004,2024,8727.5,EUR
100,1000,0000001301,0000000292,000000000000100147,2000,0004,005,2023,6952.71,EUR
100,1000,0000001302,0000000478,000000000000100288,2000,0005,006,2024,910.35,EUR
100,1000,0000001303,0000000221,000000000000100185,1000,0003,007,2023,5781.84,EUR
100,1000,0000001304,0000000229,000000000000100364,2000,0010,008,2024,5429.91,EUR
100,1000,0000001305,0000000231,000000000000100321,2000,0001,009,2023,9656.36,EUR
100,1000,0000001306,0000000333,000000000000100398,1000,0010,010,2024,1797.9,EUR
100,1000,0000001307,0000000386,000000000000100417,1000,0007,011,2023,676.73,EUR
100,1000,0000001308,0000000362,000000000000100073,2000,0001,012,2024,5281.16,EUR
100,1000,0000001309,0000000269,000000000000100071,2000,0002,001,2023,3653.31,EUR
100,1000,0000001310,0000000215,000000000000100349,1000,0009,002,2024,5131.03,EUR
100,1000,0000001311,0000000275,000000000000100348,1000,0001,003,2023,9746.38,EUR
100,1000,0000001312,0000000357,000000000000100355,1000,0005,004,2024,9665.16,EUR
100,1000,0000001313,0000000218,000000000000100267,1000,0003,005,2023,9221.94,EUR
100,1000,0000001314,0000000308,000000000000100272,1000,0002,006,2024,8952.11,EUR
100,1000,0000001315,0000000402,000000000000100038,2000,0007,007,2023,2674.35,EUR
100,1000,0000001316,0000000160,000000000000100306,1000,0001,008,2024,7013.36,EUR
100,1000,0000001317,0000000269,000000000000100437,1000,0009,009,2023,8899.3,EUR
100,1000,0000001318,0000000300,000000000000100158,2000,0006,010,2024,1874.13,EUR
100,1000,0000001319,0000000077,000000000000100462,1000,0001,011,2023,6583.7,EUR
100,1000,0000001320,0000000394,000000000000100247,1000,0010,012,2024,534.13,EUR
100,1000,0000001321,0000000082,000000000000100283,2000,0002,001,2023,8731.99,EUR
100,1000,0000001322,0000000352,000000000000100058,1000,0009,002,2024,2028.01,EUR
100,1000,0000001323,0000000263,000000000000100255,2000,0007,003,2023,6622.68,EUR
100,1000,0000001324,0000000450,000000000000100387,1000,0003,004,2024,6549.09,EUR
100,1000,0000001325,0000000032,000000000000100455,1000,0004,005,2023,526.48,EUR
100,1000,0000001326,0000000168,000000000000100274,1000,0003,006,2024,3285.46,EUR
100,1000,0000001327,0000000478,000000000000100381,2000,0003,007,2023,8317.98,EUR
100,1000,0000001328,0000000465,000000000000100337,1000,0009,008,2024,2268.78,EUR
100,1000,0000001329,0000000230,000000000000100135,1000,0002,009,2023,5017.62,EUR
100,1000,0000001330,0000000200,000000000000100063,2000,0005,010,2024,969.08,EUR
100,1000,0000001331,0000000058,000000000000100098,2000,0009,011,2023,5074.41,EUR
100,1000,0000001332,0000000112,000000000000100480,1000,0004,012,2024,6419.41,EUR
100,1000,0000001333,0000000457,000000000000100494,1000,0007,001,2023,9547.69,EUR
100,1000,0000001334,0000000431,000000000000100056,1000,0004,002,2024,7442.49,EUR
100,1000,0000001335,0000000213,000000000000100147,2000,0004,003,2023,3086.02,EUR
100,1000,0000001336,0000000100,000000000000100021,2000,0009,004,2024,2355.5,EUR
100,1000,0000001337,0000000007,000000000000100446,2000,0003,005,2023,9437.13,EUR
100,1000,0000001338,0000000051,000000000000100228,1000,0008,006,2024,3583.06,EUR
100,1000,0000001339,0000000263,000000000000100390,1000,0007,007,2023,7424.16,EUR
100,1000,0000001340,0000000342,000000000000100051,2000,0001,008,2024,1543.79,EUR
100,1000,0000001341,0000000493,000000000000100197,1000,0007,009,2023,9265.59,EUR
100,1000,0000001342,0000000343,000000000000100138,2000,0001,010,2024,8874.79,EUR
100,1000,0000001343,0000000205,000000000000100471,1000,0001,011,2023,1335.42,EUR
100,1000,0000001344,0000000375,000000000000100048,1000,0001,012,2024,1584.51,EUR
100,1000,0000001345,0000000339,000000000000100377,2000,0001,001,2023,386.99,EUR
100,1000,0000001346,0000000400,000000000000100141,1000,0001,002,2024,1672.24,EUR
100,1000,0000001347,0000000130,000000000000100057,2000,0007,003,2023,8982.91,EUR
100,1000,0000001348,0000000396,000000000000100477,1000,0006,004,2024,2403.59,EUR
100,1000,0000001349,0000000158,000000000000100374,1000,0003,005,2023,422.13,EUR
100,1000,0000001350,0000000416,000000000000100230,1000,0008,006,2024,4436.24,EUR
100,1000,0000001351,0000000149,000000000000100239,2000,0006,007,2023,3704.13,EUR
100,1000,0000001352,0000000246,000000000000100007,1000,0010,008,2024,7705.48,EUR
100,1000,0000001353,0000000129,000000000000100488,2000,0010,009,2023,6993.75,EUR
100,1000,0000001354,0000000374,000000000000100222,2000,0002,010,2024,264.16,EUR
100,1000,0000001355,0000000108,000000000000100392,2000,0003,011,2023,4434.97,EUR
100,1000,0000001356,0000000489,000000000000100359,2000,0003,012,2024,1358.27,EUR
100,1000,0000001357,0000000262,000000000000100450,1000,0009,001,2023,5935.71,EUR
100,1000,0000001358,0000000090,000000000000100309,1000,0008,002,2024,7359.6,EUR
100,1000,0000001359,0000000305,000000000000100386,1000,0004,003,2023,4372.99,EUR
100,1000,0000001360,0000000255,000000000000100006,2000,0007,004,2024,9798.87,EUR
100,1000,0000001361,0000000265,000000000000100352,1000,0008,005,2023,4014.75,EUR
100,1000,0000001362,0000000368,000000000000100300,2000,0001,006,2024,2072.34,EUR
100,1000,0000001363,0000000498,000000000000100038,2000,0010,007,2023,1641.83,EUR
100,1000,0000001364,0000000110,000000000000100404,2000,0001,008,2024,4264.83,EUR
100,1000,0000001365,0000000382,000000000000100001,1000,0006,009,2023,4107.4,EUR
100,1000,0000001366,0000000132,000000000000100273,2000,0005,010,2024,8743.89,EUR
100,1000,0000001367,0000000350,000000000000100484,2000,0006,011,2023,8332.16,EUR
100,1000,0000001368,0000000433,000000000000100124,2000,0010,012,2024,2255.62,EUR
100,1000,0000001369,0000000424,000000000000100006,2000,0009,001,2023,3132.72,EUR
100,1000,0000001370,0000000029,000000000000100266,2000,0009,002,2024,1224.92,EUR
100,1000,0000001371,0000000316,000000000000100070,2000,0003,003,2023,8452.58,EUR
100,1000,0000001372,0000000067,000000000000100149,2000,0005,004,2024,6389.84,EUR
100,1000,0000001373,0000000385,000000000000100130,2000,0001,005,2023,8818.76,EUR
100,1000,0000001374,0000000220,000000000000100314,2000,0009,006,2024,8374.95,EUR
100,1000,0000001375,0000000187,000000000000100474,2000,0010,007,2023,7627.31,EUR
100,1000,0000001376,0000000485,000000000000100465,2000,0006,008,2024,1116.69,EUR
100,1000,0000001377,0000000484,000000000000100001,2000,0010,009,2023,5850.54,EUR
100,1000,0000001378,0000000019,000000000000100352,1000,0009,010,2024,8876.48,EUR
100,1000,0000001379,0000000326,000000000000100423,2000,0009,011,2023,2719.78,EUR
100,1000,0000001380,0000000222,000000000000100384,2000,0006,012,2024,6203.95,EUR
100,1000,0000001381,0000000396,000000000000100244,2000,0002,001,2023,945.76,EUR
100,1000,0000001382,0000000445,000000000000100224,1000,0007,002,2024,3177.39,EUR
100,1000,0000001383,0000000461,000000000000100250,2000,0005,003,2023,3856.95,EUR
100,1000,0000001384,0000000072,000000000000100229,1000,0009,004,2024,9038.96,EUR
100,1000,0000001385,0000000366,000000000000100160,2000,0003,005,2023,8693.04,EUR
100,1000,0000001386,0000000017,000000000000100245,1000,0009,006,2024,634.38,EUR
100,1000,0000001387,0000000357,000000000000100034,1000,0005,007,2023,6540.37,EUR
100,1000,0000001388,0000000265,000000000000100313,2000,0003,008,2024,2809.12,EUR
100,1000,0000001389,0000000418,000000000000100412,1000,0001,009,2023,9927.74,EUR
100,1000,0000001390,0000000241,000000000000100212,1000,0006,010,2024,2266.37,EUR
100,1000,0000001391,0000000397,000000000000100408,1000,0002,011,2023,4017.8,EUR
100,1000,0000001392,0000000325,000000000000100168,1000,0003,012,2024,6026.71,EUR
100,1000,0000001393,0000000198,000000000000100151,2000,0001,001,2023,5191.01,EUR
100,1000,0000001394,0000000005,000000000000100478,2000,0009,002,2024,134.97,EUR
100,1000,0000001395,0000000308,000000000000100486,2000,0001,003,2023,5442.59,EUR
100,1000,0000001396,0000000038,000000000000100478,2000,0010,004,2024,3871.65,EUR
100,1000,0000001397,0000000425,000000000000100170,2000,0010,005,2023,4011.62,EUR
100,1000,0000001398,0000000141,000000000000100215,1000,0004,006,2024,2087.54,EUR
100,1000,0000001399,0000000207,000000000000100422,2000,0004,007,2023,7883.03,EUR
100,1000,0000001400,0000000139,000000000000100355,1000,0006,008,2024,5197.11,EUR
100,1000,0000001401,0000000249,000000000000100391,1000,0005,009,2023,8208.13,EUR
100,1000,0000001402,0000000026,000000000000100307,2000,0007,010,2024,8852.06,EUR
100,1000,0000001403,0000000302,000000000000100094,1000,0009,011,2023,7166.43,EUR
100,1000,0000001404,0000000340,000000000000100180,1000,0004,012,2024,8511.03,EUR
100,1000,0000001405,0000000440,000000000000100383,2000,0007,001,2023,2083.96,EUR
100,1000,0000001406,0000000403,000000000000100435,2000,0010,002,2024,7721.33,EUR
100,1000,0000001407,0000000432,000000000000100204,2000,0009,003,2023,3180.79,EUR
