MANDT,VBELN,POSNR,PARVW,KUNNR,LIFNR
100,0000001567,000000,AG,0000000106,
100,0000001567,000000,WE,0000000106,
100,0000001568,000000,AG,0000000368,
100,0000001568,000000,WE,0000000368,
100,0000001569,000000,AG,0000000357,
100,0000001569,000000,WE,0000000357,
100,0000001570,000000,AG,0000000303,
100,0000001570,000000,WE,0000000303,
100,0000001571,000000,AG,0000000275,
100,0000001571,000000,WE,0000000275,
100,0000001572,000000,AG,0000000352,
100,0000001572,000000,WE,0000000352,
100,0000001573,000000,AG,0000000489,
100,0000001573,000000,WE,0000000489,
100,0000001574,000000,AG,0000000341,
100,0000001574,000000,WE,0000000341,
100,0000001575,000000,AG,0000000121,
100,0000001575,000000,WE,0000000121,
100,0000001576,000000,AG,0000000498,
100,0000001576,000000,WE,0000000498,
100,0000001577,000000,AG,0000000453,
100,0000001577,000000,WE,0000000453,
100,0000001578,000000,AG,0000000045,
100,0000001578,000000,WE,0000000045,
100,0000001579,000000,AG,0000000346,
100,0000001579,000000,WE,0000000346,
100,0000001580,000000,AG,0000000395,
100,0000001580,000000,WE,0000000395,
100,0000001581,000000,AG,0000000122,
100,0000001581,000000,WE,0000000122,
100,0000001582,000000,AG,0000000491,
100,0000001582,000000,WE,0000000491,
100,0000001583,000000,AG,0000000168,
100,0000001583,000000,WE,0000000168,
100,0000001584,000000,AG,0000000155,
100,0000001584,000000,WE,0000000155,
100,0000001585,000000,AG,0000000352,
100,0000001585,000000,WE,0000000352,
100,0000001586,000000,AG,0000000328,
100,0000001586,000000,WE,0000000328,
100,0000001587,000000,AG,0000000308,
100,0000001587,000000,WE,0000000308,
100,0000001588,000000,AG,0000000355,
100,0000001588,000000,WE,0000000355,
100,0000001589,000000,AG,0000000010,
100,0000001589,000000,WE,0000000010,
100,0000001590,000000,AG,0000000058,
100,0000001590,000000,WE,0000000058,
100,0000001591,000000,AG,0000000145,
100,0000001591,000000,WE,0000000145,
100,0000001592,000000,AG,0000000184,
100,0000001592,000000,WE,0000000184,
100,0000001593,000000,AG,0000000397,
100,0000001593,000000,WE,0000000397,
100,0000001594,000000,AG,0000000290,
100,0000001594,000000,WE,0000000290,
100,0000001595,000000,AG,0000000313,
100,0000001595,000000,WE,0000000313,
100,0000001596,000000,AG,0000000215,
100,0000001596,000000,WE,0000000215,
100,0000001597,000000,AG,0000000231,
100,0000001597,000000,WE,0000000231,
100,0000001598,000000,AG,0000000014,
100,0000001598,000000,WE,0000000014,
100,0000001599,000000,AG,0000000195,
100,0000001599,000000,WE,0000000195,
100,0000001600,000000,AG,0000000307,
100,0000001600,000000,WE,0000000307,
100,0000001601,000000,AG,0000000092,
100,0000001601,000000,WE,0000000092,
100,0000001602,000000,AG,0000000033,
100,0000001602,000000,WE,0000000033,
100,0000001603,000000,AG,0000000316,
100,0000001603,000000,WE,0000000316,
100,0000001604,000000,AG,0000000175,
100,0000001604,000000,WE,0000000175,
100,0000001605,000000,AG,0000000420,
100,0000001605,000000,WE,0000000420,
100,0000001606,000000,AG,0000000276,
100,0000001606,000000,WE,0000000276,
100,0000001607,000000,AG,0000000225,
100,0000001607,000000,WE,0000000225,
100,0000001608,000000,AG,0000000098,
100,0000001608,000000,WE,0000000098,
100,0000001609,000000,AG,0000000002,
100,0000001609,000000,WE,0000000002,
100,0000001610,000000,AG,0000000189,
100,0000001610,000000,WE,0000000189,
100,0000001611,000000,AG,0000000133,
100,0000001611,000000,WE,0000000133,
100,0000001612,000000,AG,0000000311,
100,0000001612,000000,WE,0000000311,
100,0000001613,000000,AG,0000000272,
100,0000001613,000000,WE,0000000272,
100,0000001614,000000,AG,0000000084,
100,0000001614,000000,WE,0000000084,
100,0000001615,000000,AG,0000000491,
100,0000001615,000000,WE,0000000491,
100,0000001616,000000,AG,0000000140,
100,0000001616,000000,WE,0000000140,
100,0000001617,000000,AG,0000000119,
100,0000001617,000000,WE,0000000119,
100,0000001618,000000,AG,0000000288,
100,0000001618,000000,WE,0000000288,
100,0000001619,000000,AG,0000000468,
100,0000001619,000000,WE,0000000468,
100,0000001620,000000,AG,0000000263,
100,0000001620,000000,WE,0000000263,
100,0000001621,000000,AG,0000000381,
100,0000001621,000000,WE,0000000381,
100,0000001622,000000,AG,0000000398,
100,0000001622,000000,WE,0000000398,
100,0000001623,000000,AG,0000000143,
100,0000001623,000000,WE,0000000143,
100,0000001624,000000,AG,0000000338,
100,0000001624,000000,WE,0000000338,
100,0000001625,000000,AG,0000000403,
100,0000001625,000000,WE,0000000403,
100,0000001626,000000,AG,0000000126,
100,0000001626,000000,WE,0000000126,
100,0000001627,000000,AG,0000000416,
100,0000001627,000000,WE,0000000416,
100,0000001628,000000,AG,0000000028,
100,0000001628,000000,WE,0000000028,
100,0000001629,000000,AG,0000000358,
100,0000001629,000000,WE,0000000358,
100,0000001630,000000,AG,0000000076,
100,0000001630,000000,WE,0000000076,
100,0000001631,000000,AG,0000000401,
100,0000001631,000000,WE,0000000401,
100,0000001632,000000,AG,0000000447,
100,0000001632,000000,WE,0000000447,
100,0000001633,000000,AG,0000000356,
100,0000001633,000000,WE,0000000356,
100,0000001634,000000,AG,0000000348,
100,0000001634,000000,WE,0000000348,
100,0000001635,000000,AG,0000000421,
100,0000001635,000000,WE,0000000421,
100,0000001636,000000,AG,0000000380,
100,0000001636,000000,WE,0000000380,
100,0000001637,000000,AG,0000000039,
100,0000001637,000000,WE,0000000039,
100,0000001638,000000,AG,0000000239,
100,0000001638,000000,WE,0000000239,
100,0000001639,000000,AG,0000000372,
100,0000001639,000000,WE,0000000372,
100,0000001640,000000,AG,0000000276,
100,0000001640,000000,WE,0000000276,
100,0000001641,000000,AG,0000000058,
100,0000001641,000000,WE,0000000058,
100,0000001642,000000,AG,0000000213,
100,0000001642,000000,WE,0000000213,
100,0000001643,000000,AG,0000000242,
100,0000001643,000000,WE,0000000242,
100,0000001644,000000,AG,0000000258,
100,0000001644,000000,WE,0000000258,
100,0000001645,000000,AG,0000000441,
100,0000001645,000000,WE,0000000441,
100,0000001646,000000,AG,0000000475,
100,0000001646,000000,WE,0000000475,
100,0000001647,000000,AG,0000000003,
100,0000001647,000000,WE,0000000003,
100,0000001648,000000,AG,0000000198,
100,0000001648,000000,WE,0000000198,
100,0000001649,000000,AG,0000000325,
100,0000001649,000000,WE,0000000325,
100,0000001650,000000,AG,0000000193,
100,0000001650,000000,WE,0000000193,
100,0000001651,000000,AG,0000000489,
100,0000001651,000000,WE,0000000489,
100,0000001652,000000,AG,0000000329,
100,0000001652,000000,WE,0000000329,
100,0000001653,000000,AG,0000000139,
100,0000001653,000000,WE,0000000139,
100,0000001654,000000,AG,0000000340,
100,0000001654,000000,WE,0000000340,
100,0000001655,000000,AG,0000000114,
100,0000001655,000000,WE,0000000114,
100,0000001656,000000,AG,0000000348,
100,0000001656,000000,WE,0000000348,
100,0000001657,000000,AG,0000000059,
100,0000001657,000000,WE,0000000059,
100,0000001658,000000,AG,0000000176,
100,0000001658,000000,WE,0000000176,
100,0000001659,000000,AG,0000000453,
100,0000001659,000000,WE,0000000453,
100,0000001660,000000,AG,0000000331,
100,0000001660,000000,WE,0000000331,
100,0000001661,000000,AG,0000000271,
100,0000001661,000000,WE,0000000271,
100,0000001662,000000,AG,0000000297,
100,0000001662,000000,WE,0000000297,
100,0000001663,000000,AG,0000000443,
100,0000001663,000000,WE,0000000443,
100,0000001664,000000,AG,0000000387,
100,0000001664,000000,WE,0000000387,
100,0000001665,000000,AG,0000000389,
100,0000001665,000000,WE,0000000389,
100,0000001666,000000,AG,0000000463,
100,0000001666,000000,WE,0000000463,
100,0000001667,000000,AG,0000000472,
100,0000001667,000000,WE,0000000472,
100,0000001668,000000,AG,0000000027,
100,0000001668,000000,WE,0000000027,
100,0000001669,000000,AG,0000000053,
100,0000001669,000000,WE,0000000053,
100,0000001670,000000,AG,0000000195,
100,0000001670,000000,WE,0000000195,
100,0000001671,000000,AG,0000000334,
100,0000001671,000000,WE,0000000334,
100,0000001672,000000,AG,0000000436,
100,0000001672,000000,WE,0000000436,
100,0000001673,000000,AG,0000000130,
100,0000001673,000000,WE,0000000130,
100,0000001674,000000,AG,0000000452,
100,0000001674,000000,WE,0000000452,
100,0000001675,000000,AG,0000000396,
100,0000001675,000000,WE,0000000396,
100,0000001676,000000,AG,0000000298,
100,0000001676,000000,WE,0000000298,
100,0000001677,000000,AG,0000000472,
100,0000001677,000000,WE,0000000472,
100,0000001678,000000,AG,0000000371,
100,0000001678,000000,WE,0000000371,
100,0000001679,000000,AG,0000000337,
100,0000001679,000000,WE,0000000337,
100,0000001680,000000,AG,0000000073,
100,0000001680,000000,WE,0000000073,
100,0000001681,000000,AG,0000000462,
100,0000001681,000000,WE,0000000462,
100,0000001682,000000,AG,0000000436,
100,0000001682,000000,WE,0000000436,
100,0000001683,000000,AG,0000000335,
100,0000001683,000000,WE,0000000335,
100,0000001684,000000,AG,0000000262,
100,0000001684,000000,WE,0000000262,
100,0000001685,000000,AG,0000000048,
100,0000001685,000000,WE,0000000048,
100,0000001686,000000,AG,0000000169,
100,0000001686,000000,WE,0000000169,
100,0000001687,000000,AG,0000000001,
100,0000001687,000000,WE,0000000001,
100,0000001688,000000,AG,0000000103,
100,0000001688,000000,WE,0000000103,
100,0000001689,000000,AG,0000000482,
100,0000001689,000000,WE,0000000482,
100,0000001690,000000,AG,0000000230,
100,0000001690,000000,WE,0000000230,
100,0000001691,000000,AG,0000000397,
100,0000001691,000000,WE,0000000397,
100,0000001692,000000,AG,0000000024,
100,0000001692,000000,WE,0000000024,
100,0000001693,000000,AG,0000000059,
100,0000001693,000000,WE,0000000059,
100,0000001694,000000,AG,0000000244,
100,0000001694,000000,WE,0000000244,
100,0000001695,000000,AG,0000000028,
100,0000001695,000000,WE,0000000028,
100,0000001696,000000,AG,0000000480,
100,0000001696,000000,WE,0000000480,
100,0000001697,000000,AG,0000000307,
100,0000001697,000000,WE,0000000307,
100,0000001698,000000,AG,0000000080,
100,0000001698,000000,WE,0000000080,
100,0000001699,000000,AG,0000000212,
100,0000001699,000000,WE,0000000212,
100,0000001700,000000,AG,0000000323,
100,0000001700,000000,WE,0000000323,
100,0000001701,000000,AG,0000000153,
100,0000001701,000000,WE,0000000153,
100,0000001702,000000,AG,0000000022,
100,0000001702,000000,WE,0000000022,
100,0000001703,000000,AG,0000000229,
100,0000001703,000000,WE,0000000229,
100,0000001704,000000,AG,0000000451,
100,0000001704,000000,WE,0000000451,
100,0000001705,000000,AG,0000000025,
100,0000001705,000000,WE,0000000025,
100,0000001706,000000,AG,0000000105,
100,0000001706,000000,WE,0000000105,
100,0000001707,000000,AG,0000000016,
100,0000001707,000000,WE,0000000016,
100,0000001708,000000,AG,0000000263,
100,0000001708,000000,WE,0000000263,
100,0000001709,000000,AG,0000000323,
100,0000001709,000000,WE,0000000323,
100,0000001710,000000,AG,0000000277,
100,0000001710,000000,WE,0000000277,
100,0000001711,000000,AG,0000000017,
100,0000001711,000000,WE,0000000017,
100,0000001712,000000,AG,0000000266,
100,0000001712,000000,WE,0000000266,
100,0000001713,000000,AG,0000000328,
100,0000001713,000000,WE,0000000328,
100,0000001714,000000,AG,0000000460,
100,0000001714,000000,WE,0000000460,
100,0000001715,000000,AG,0000000444,
100,0000001715,000000,WE,0000000444,
100,0000001716,000000,AG,0000000493,
100,0000001716,000000,WE,0000000493,
100,0000001717,000000,AG,0000000440,
100,0000001717,000000,WE,0000000440,
100,0000001718,000000,AG,0000000034,
100,0000001718,000000,WE,0000000034,
100,0000001719,000000,AG,0000000233,
100,0000001719,000000,WE,0000000233,
100,0000001720,000000,AG,0000000082,
100,0000001720,000000,WE,0000000082,
100,0000001721,000000,AG,0000000206,
100,0000001721,000000,WE,0000000206,
100,0000001722,000000,AG,0000000077,
100,0000001722,000000,WE,0000000077,
100,0000001723,000000,AG,0000000271,
100,0000001723,000000,WE,0000000271,
100,0000001724,000000,AG,0000000085,
100,0000001724,000000,WE,0000000085,
100,0000001725,000000,AG,0000000308,
100,0000001725,000000,WE,0000000308,
100,0000001726,000000,AG,0000000485,
100,0000001726,000000,WE,0000000485,
100,0000001727,000000,AG,0000000213,
100,0000001727,000000,WE,0000000213,
100,0000001728,000000,AG,0000000282,
100,0000001728,000000,WE,0000000282,
100,0000001729,000000,AG,0000000090,
100,0000001729,000000,WE,0000000090,
100,0000001730,000000,AG,0000000334,
100,0000001730,000000,WE,0000000334,
100,0000001731,000000,AG,0000000446,
100,0000001731,000000,WE,0000000446,
100,0000001732,000000,AG,0000000395,
100,0000001732,000000,WE,0000000395,
100,0000001733,000000,AG,0000000152,
100,0000001733,000000,WE,0000000152,
100,0000001734,000000,AG,0000000427,
100,0000001734,000000,WE,0000000427,
100,0000001735,000000,AG,0000000154,
100,0000001735,000000,WE,0000000154,
100,0000001736,000000,AG,0000000432,
100,0000001736,000000,WE,0000000432,
100,0000001737,000000,AG,0000000270,
100,0000001737,000000,WE,0000000270,
100,0000001738,000000,AG,0000000168,
100,0000001738,000000,WE,0000000168,
100,0000001739,000000,AG,0000000386,
100,0000001739,000000,WE,0000000386,
100,0000001740,000000,AG,0000000485,
100,0000001740,000000,WE,0000000485,
100,0000001741,000000,AG,0000000016,
100,0000001741,000000,WE,0000000016,
100,0000001742,000000,AG,0000000339,
100,0000001742,000000,WE,0000000339,
100,0000001743,000000,AG,0000000436,
100,0000001743,000000,WE,0000000436,
100,0000001744,000000,AG,0000000010,
100,0000001744,000000,WE,0000000010,
100,0000001745,000000,AG,0000000235,
100,0000001745,000000,WE,0000000235,
100,0000001746,000000,AG,0000000076,
100,0000001746,000000,WE,0000000076,
100,0000001747,000000,AG,0000000265,
100,0000001747,000000,WE,0000000265,
100,0000001748,000000,AG,0000000260,
100,0000001748,000000,WE,0000000260,
100,0000001749,000000,AG,0000000338,
100,0000001749,000000,WE,0000000338,
100,0000001750,000000,AG,0000000297,
100,0000001750,000000,WE,0000000297,
100,0000001751,000000,AG,0000000495,
100,0000001751,000000,WE,0000000495,
100,0000001752,000000,AG,0000000174,
100,0000001752,000000,WE,0000000174,
100,0000001753,000000,AG,0000000488,
100,0000001753,000000,WE,0000000488,
100,0000001754,000000,AG,0000000290,
100,0000001754,000000,WE,0000000290,
100,0000001755,000000,AG,0000000095,
100,0000001755,000000,WE,0000000095,
100,0000001756,000000,AG,0000000329,
100,0000001756,000000,WE,0000000329,
100,0000001757,000000,AG,0000000332,
100,0000001757,000000,WE,0000000332,
100,0000001758,000000,AG,0000000240,
100,0000001758,000000,WE,0000000240,
100,0000001759,000000,AG,0000000324,
100,0000001759,000000,WE,0000000324,
100,0000001760,000000,AG,0000000142,
100,0000001760,000000,WE,0000000142,
100,0000001761,000000,AG,0000000046,
100,0000001761,000000,WE,0000000046,
100,0000001762,000000,AG,0000000039,
100,0000001762,000000,WE,0000000039,
100,0000001763,000000,AG,0000000215,
100,0000001763,000000,WE,0000000215,
100,0000001764,000000,AG,0000000277,
100,0000001764,000000,WE,0000000277,
100,0000001765,000000,AG,0000000002,
100,0000001765,000000,WE,0000000002,
100,0000001766,000000,AG,0000000217,
100,0000001766,000000,WE,0000000217,
100,0000001767,000000,AG,0000000480,
100,0000001767,000000,WE,0000000480,
100,0000001768,000000,AG,0000000304,
100,0000001768,000000,WE,0000000304,
100,0000001769,000000,AG,0000000351,
100,0000001769,000000,WE,0000000351,
100,0000001770,000000,AG,0000000058,
100,0000001770,000000,WE,0000000058,
100,0000001771,000000,AG,0000000369,
100,0000001771,000000,WE,0000000369,
100,0000001772,000000,AG,0000000308,
100,0000001772,000000,WE,0000000308,
100,0000001773,000000,AG,0000000453,
100,0000001773,000000,WE,0000000453,
100,0000001774,000000,AG,0000000458,
100,0000001774,000000,WE,0000000458,
100,0000001775,000000,AG,0000000198,
100,0000001775,000000,WE,0000000198,
100,0000001776,000000,AG,0000000440,
100,0000001776,000000,WE,0000000440,
100,0000001777,000000,AG,0000000057,
100,0000001777,000000,WE,0000000057,
100,0000001778,000000,AG,0000000088,
100,0000001778,000000,WE,0000000088,
100,0000001779,000000,AG,0000000410,
100,0000001779,000000,WE,0000000410,
100,0000001780,000000,AG,0000000242,
100,0000001780,000000,WE,0000000242,
100,0000001781,000000,AG,0000000208,
100,0000001781,000000,WE,0000000208,
100,0000001782,000000,AG,0000000201,
100,0000001782,000000,WE,0000000201,
100,0000001783,000000,AG,0000000068,
100,0000001783,000000,WE,0000000068,
100,0000001784,000000,AG,0000000008,
100,0000001784,000000,WE,0000000008,
100,0000001785,000000,AG,0000000286,
100,0000001785,000000,WE,0000000286,
100,0000001786,000000,AG,0000000017,
100,0000001786,000000,WE,0000000017,
100,0000001787,000000,AG,0000000272,
100,0000001787,000000,WE,0000000272,
100,0000001788,000000,AG,0000000069,
100,0000001788,000000,WE,0000000069,
100,0000001789,000000,AG,0000000431,
100,0000001789,000000,WE,0000000431,
100,0000001790,000000,AG,0000000009,
100,0000001790,000000,WE,0000000009,
100,0000001791,000000,AG,0000000123,
100,0000001791,000000,WE,0000000123,
100,0000001792,000000,AG,0000000320,
100,0000001792,000000,WE,0000000320,
100,0000001793,000000,AG,0000000062,
100,0000001793,000000,WE,0000000062,
100,0000001794,000000,AG,0000000234,
100,0000001794,000000,WE,0000000234,
100,0000001795,000000,AG,0000000030,
100,0000001795,000000,WE,0000000030,
100,0000001796,000000,AG,0000000326,
100,0000001796,000000,WE,0000000326,
100,0000001797,000000,AG,0000000388,
100,0000001797,000000,WE,0000000388,
100,0000001798,000000,AG,0000000412,
100,0000001798,000000,WE,0000000412,
100,0000001799,000000,AG,0000000090,
100,0000001799,000000,WE,0000000090,
100,0000001800,000000,AG,0000000473,
100,0000001800,000000,WE,0000000473,
100,0000001801,000000,AG,0000000216,
100,0000001801,000000,WE,0000000216,
100,0000001802,000000,AG,0000000100,
100,0000001802,000000,WE,0000000100,
100,0000001803,000000,AG,0000000345,
100,0000001803,000000,WE,0000000345,
100,0000001804,000000,AG,0000000462,
100,0000001804,000000,WE,0000000462,
100,0000001805,000000,AG,0000000452,
100,0000001805,000000,WE,0000000452,
100,0000001806,000000,AG,0000000136,
100,0000001806,000000,WE,0000000136,
100,0000001807,000000,AG,0000000144,
100,0000001807,000000,WE,0000000144,
100,0000001808,000000,AG,0000000138,
100,0000001808,000000,WE,0000000138,
100,0000001809,000000,AG,0000000112,
100,0000001809,000000,WE,0000000112,
100,0000001810,000000,AG,0000000167,
100,0000001810,000000,WE,0000000167,
100,0000001811,000000,AG,0000000412,
100,0000001811,000000,WE,0000000412,
100,0000001812,000000,AG,0000000305,
100,0000001812,000000,WE,0000000305,
100,0000001813,000000,AG,0000000196,
100,0000001813,000000,WE,0000000196,
100,0000001814,000000,AG,0000000323,
100,0000001814,000000,WE,0000000323,
100,0000001815,000000,AG,0000000334,
100,0000001815,000000,WE,0000000334,
100,0000001816,000000,AG,0000000095,
100,0000001816,000000,WE,0000000095,
100,0000001817,000000,AG,0000000329,
100,0000001817,000000,WE,0000000329,
100,0000001818,000000,AG,0000000130,
100,0000001818,000000,WE,0000000130,
100,0000001819,000000,AG,0000000172,
100,0000001819,000000,WE,0000000172,
100,0000001820,000000,AG,0000000268,
100,0000001820,000000,WE,0000000268,
100,0000001821,000000,AG,0000000349,
100,0000001821,000000,WE,0000000349,
100,0000001822,000000,AG,0000000421,
100,0000001822,000000,WE,0000000421,
100,0000001823,000000,AG,0000000449,
100,0000001823,000000,WE,0000000449,
100,0000001824,000000,AG,0000000249,
100,0000001824,000000,WE,0000000249,
100,0000001825,000000,AG,0000000461,
100,0000001825,000000,WE,0000000461,
100,0000001826,000000,AG,0000000004,
100,0000001826,000000,WE,0000000004,
100,0000001827,000000,AG,0000000042,
100,0000001827,000000,WE,0000000042,
100,0000001828,000000,AG,0000000092,
100,0000001828,000000,WE,0000000092,
100,0000001829,000000,AG,0000000006,
100,0000001829,000000,WE,0000000006,
100,0000001830,000000,AG,0000000377,
100,0000001830,000000,WE,0000000377,
100,0000001831,000000,AG,0000000383,
100,0000001831,000000,WE,0000000383,
100,0000001832,000000,AG,0000000152,
100,0000001832,000000,WE,0000000152,
100,0000001833,000000,AG,0000000415,
100,0000001833,000000,WE,0000000415,
100,0000001834,000000,AG,0000000339,
100,0000001834,000000,WE,0000000339,
100,0000001835,000000,AG,0000000477,
100,0000001835,000000,WE,0000000477,
100,0000001836,000000,AG,0000000337,
100,0000001836,000000,WE,0000000337,
100,0000001837,000000,AG,0000000074,
100,0000001837,000000,WE,0000000074,
100,0000001838,000000,AG,0000000153,
100,0000001838,000000,WE,0000000153,
100,0000001839,000000,AG,0000000084,
100,0000001839,000000,WE,0000000084,
100,0000001840,000000,AG,0000000337,
100,0000001840,000000,WE,0000000337,
100,0000001841,000000,AG,0000000449,
100,0000001841,000000,WE,0000000449,
100,0000001842,000000,AG,0000000192,
100,0000001842,000000,WE,0000000192,
100,0000001843,000000,AG,0000000111,
100,0000001843,000000,WE,0000000111,
100,0000001844,000000,AG,0000000209,
100,0000001844,000000,WE,0000000209,
100,0000001845,000000,AG,0000000306,
100,0000001845,000000,WE,0000000306,
100,0000001846,000000,AG,0000000010,
100,0000001846,000000,WE,0000000010,
100,0000001847,000000,AG,0000000300,
100,0000001847,000000,WE,0000000300,
100,0000001848,000000,AG,0000000047,
100,0000001848,000000,WE,0000000047,
100,0000001849,000000,AG,0000000481,
100,0000001849,000000,WE,0000000481,
100,0000001850,000000,AG,0000000475,
100,0000001850,000000,WE,0000000475,
100,0000001851,000000,AG,0000000080,
100,0000001851,000000,WE,0000000080,
100,0000001852,000000,AG,0000000490,
100,0000001852,000000,WE,0000000490,
100,0000001853,000000,AG,0000000115,
100,0000001853,000000,WE,0000000115,
100,0000001854,000000,AG,0000000235,
100,0000001854,000000,WE,0000000235,
100,0000001855,000000,AG,0000000187,
100,0000001855,000000,WE,0000000187,
100,0000001856,000000,AG,0000000128,
100,0000001856,000000,WE,0000000128,
100,0000001857,000000,AG,0000000005,
100,0000001857,000000,WE,0000000005,
100,0000001858,000000,AG,0000000094,
100,0000001858,000000,WE,0000000094,
100,0000001859,000000,AG,0000000283,
100,0000001859,000000,WE,0000000283,
100,0000001860,000000,AG,0000000466,
100,0000001860,000000,WE,0000000466,
100,0000001861,000000,AG,0000000137,
100,0000001861,000000,WE,0000000137,
100,0000001862,000000,AG,0000000292,
100,0000001862,000000,WE,0000000292,
100,0000001863,000000,AG,0000000232,
100,0000001863,000000,WE,0000000232,
100,0000001864,000000,AG,0000000208,
100,0000001864,000000,WE,0000000208,
100,0000001865,000000,AG,0000000422,
100,0000001865,000000,WE,0000000422,
100,0000001866,000000,AG,0000000418,
100,0000001866,000000,WE,0000000418,
100,0000001867,000000,AG,0000000475,
100,0000001867,000000,WE,0000000475,
100,0000001868,000000,AG,0000000361,
100,0000001868,000000,WE,0000000361,
100,0000001869,000000,AG,0000000031,
100,0000001869,000000,WE,0000000031,
100,0000001870,000000,AG,0000000128,
100,0000001870,000000,WE,0000000128,
100,0000001871,000000,AG,0000000313,
100,0000001871,000000,WE,0000000313,
100,0000001872,000000,AG,0000000193,
100,0000001872,000000,WE,0000000193,
100,0000001873,000000,AG,0000000333,
100,0000001873,000000,WE,0000000333,
100,0000001874,000000,AG,0000000390,
100,0000001874,000000,WE,0000000390,
100,0000001875,000000,AG,0000000230,
100,0000001875,000000,WE,0000000230,
100,0000001876,000000,AG,0000000001,
100,0000001876,000000,WE,0000000001,
100,0000001877,000000,AG,0000000068,
100,0000001877,000000,WE,0000000068,
100,0000001878,000000,AG,0000000471,
100,0000001878,000000,WE,0000000471,
100,0000001879,000000,AG,0000000387,
100,0000001879,000000,WE,0000000387,
100,0000001880,000000,AG,0000000151,
100,0000001880,000000,WE,0000000151,
100,0000001881,000000,AG,0000000125,
100,0000001881,000000,WE,0000000125,
100,0000001882,000000,AG,0000000193,
100,0000001882,000000,WE,0000000193,
100,0000001883,000000,AG,0000000163,
100,0000001883,000000,WE,0000000163,
100,0000001884,000000,AG,0000000069,
100,0000001884,000000,WE,0000000069,
100,0000001885,000000,AG,0000000433,
100,0000001885,000000,WE,0000000433,
100,0000001886,000000,AG,0000000392,
100,0000001886,000000,WE,0000000392,
100,0000001887,000000,AG,0000000457,
100,0000001887,000000,WE,0000000457,
100,0000001888,000000,AG,0000000354,
100,0000001888,000000,WE,0000000354,
100,0000001889,000000,AG,0000000158,
100,0000001889,000000,WE,0000000158,
100,0000001890,000000,AG,0000000022,
100,0000001890,000000,WE,0000000022,
100,0000001891,000000,AG,0000000181,
100,0000001891,000000,WE,0000000181,
100,0000001892,000000,AG,0000000182,
100,0000001892,000000,WE,0000000182,
100,0000001893,000000,AG,0000000114,
100,0000001893,000000,WE,0000000114,
100,0000001894,000000,AG,0000000358,
100,0000001894,000000,WE,0000000358,
100,0000001895,000000,AG,0000000392,
100,0000001895,000000,WE,0000000392,
100,0000001896,000000,AG,0000000218,
100,0000001896,000000,WE,0000000218,
100,0000001897,000000,AG,0000000131,
100,0000001897,000000,WE,0000000131,
100,0000001898,000000,AG,0000000257,
100,0000001898,000000,WE,0000000257,
100,0000001899,000000,AG,0000000386,
100,0000001899,000000,WE,0000000386,
100,0000001900,000000,AG,0000000041,
100,0000001900,000000,WE,0000000041,
100,0000001901,000000,AG,0000000359,
100,0000001901,000000,WE,0000000359,
100,0000001902,000000,AG,0000000273,
100,0000001902,000000,WE,0000000273,
100,0000001903,000000,AG,0000000418,
100,0000001903,000000,WE,0000000418,
100,0000001904,000000,AG,0000000226,
100,0000001904,000000,WE,0000000226,
100,0000001905,000000,AG,0000000405,
100,0000001905,000000,WE,0000000405,
100,0000001906,000000,AG,0000000189,
100,0000001906,000000,WE,0000000189,
100,0000001907,000000,AG,0000000399,
100,0000001907,000000,WE,0000000399,
100,0000001908,000000,AG,0000000483,
100,0000001908,000000,WE,0000000483,
100,0000001909,000000,AG,0000000143,
100,0000001909,000000,WE,0000000143,
100,0000001910,000000,AG,0000000348,
100,0000001910,000000,WE,0000000348,
100,0000001911,000000,AG,0000000009,
100,0000001911,000000,WE,0000000009,
100,0000001912,000000,AG,0000000498,
100,0000001912,000000,WE,0000000498,
100,0000001913,000000,AG,0000000125,
100,0000001913,000000,WE,0000000125,
100,0000001914,000000,AG,0000000448,
100,0000001914,000000,WE,0000000448,
100,0000001915,000000,AG,0000000205,
100,0000001915,000000,WE,0000000205,
100,0000001916,000000,AG,0000000424,
100,0000001916,000000,WE,0000000424,
100,0000001917,000000,AG,0000000360,
100,0000001917,000000,WE,0000000360,
100,0000001918,000000,AG,0000000140,
100,0000001918,000000,WE,0000000140,
100,0000001919,000000,AG,0000000431,
100,0000001919,000000,WE,0000000431,
100,0000001920,000000,AG,0000000450,
100,0000001920,000000,WE,0000000450,
100,0000001921,000000,AG,0000000461,
100,0000001921,000000,WE,0000000461,
100,0000001922,000000,AG,0000000262,
100,0000001922,000000,WE,0000000262,
100,0000001923,000000,AG,0000000280,
100,0000001923,000000,WE,0000000280,
100,0000001924,000000,AG,0000000076,
100,0000001924,000000,WE,0000000076,
100,0000001925,000000,AG,0000000061,
100,0000001925,000000,WE,0000000061,
100,0000001926,000000,AG,0000000181,
100,0000001926,000000,WE,0000000181,
100,0000001927,000000,AG,0000000448,
100,0000001927,000000,WE,0000000448,
100,0000001928,000000,AG,0000000368,
100,0000001928,000000,WE,0000000368,
100,0000001929,000000,AG,0000000292,
100,0000001929,000000,WE,0000000292,
100,0000001930,000000,AG,0000000232,
100,0000001930,000000,WE,0000000232,
100,0000001931,000000,AG,0000000256,
100,0000001931,000000,WE,0000000256,
100,0000001932,000000,AG,0000000128,
100,0000001932,000000,WE,0000000128,
100,0000001933,000000,AG,0000000266,
100,0000001933,000000,WE,0000000266,
100,0000001934,000000,AG,0000000190,
