MANDT,DOCNUM,MESTYP,IDOCTP,STATUS,CREDAT,CRETIM,SNDPRT,SNDPRN,RCVPRT,RCVPRN
100,0000000000000272,MATMAS,MATMAS05,15,20241022,222010,LS,SAPCLNT100,LS,EXT002
100,0000000000000273,MATMAS,MATMAS05,12,20220429,232512,LS,SAPCLNT100,LS,EXT003
100,0000000000000274,MATMAS,MATMAS05,13,20241016,004112,LS,SAPCLNT100,LS,EXT004
100,0000000000000275,MATMAS,MATMAS05,14,20230219,034143,LS,SAPCLNT100,LS,EXT005
100,0000000000000276,MATMAS,MATMAS05,15,20240210,072140,LS,SAPCLNT100,LS,EXT001
100,0000000000000277,MATMAS,MATMAS05,12,20230807,175548,LS,SAPCLNT100,LS,EXT002
100,0000000000000278,MATMAS,MATMAS05,13,20230218,084927,LS,SAPCLNT100,LS,EXT003
100,0000000000000279,MATMAS,MATMAS05,14,20231019,164541,LS,SAPCLNT100,LS,EXT004
100,0000000000000280,MATMAS,MATMAS05,15,20220219,094054,LS,SAPCLNT100,LS,EXT005
100,0000000000000281,MATMAS,MATMAS05,12,20240815,223317,LS,SAPCLNT100,LS,EXT001
100,0000000000000282,MATMAS,MATMAS05,13,20240529,150044,LS,SAPCLNT100,LS,EXT002
100,0000000000000283,MATMAS,MATMAS05,14,20220724,144631,LS,SAPCLNT100,LS,EXT003
100,0000000000000284,MATMAS,MATMAS05,15,20230905,031003,LS,SAPCLNT100,LS,EXT004
100,0000000000000285,MATMAS,MATMAS05,12,20220319,012854,LS,SAPCLNT100,LS,EXT005
100,0000000000000286,MATMAS,MATMAS05,13,20240704,002404,LS,SAPCLNT100,LS,EXT001
100,0000000000000287,MATMAS,MATMAS05,14,20240725,185645,LS,SAPCLNT100,LS,EXT002
100,0000000000000288,MATMAS,MATMAS05,15,20231117,234300,LS,SAPCLNT100,LS,EXT003
100,0000000000000289,MATMAS,MATMAS05,12,20230306,221858,LS,SAPCLNT100,LS,EXT004
100,0000000000000290,MATMAS,MATMAS05,13,20220720,210917,LS,SAPCLNT100,LS,EXT005
100,0000000000000291,MATMAS,MATMAS05,14,20240812,170726,LS,SAPCLNT100,LS,EXT001
100,0000000000000292,MATMAS,MATMAS05,15,20220417,021245,LS,SAPCLNT100,LS,EXT002
100,0000000000000293,MATMAS,MATMAS05,12,20241122,170141,LS,SAPCLNT100,LS,EXT003
100,0000000000000294,MATMAS,MATMAS05,13,20240517,041412,LS,SAPCLNT100,LS,EXT004
100,0000000000000295,MATMAS,MATMAS05,14,20240622,202119,LS,SAPCLNT100,LS,EXT005
100,0000000000000296,MATMAS,MATMAS05,15,20240419,032805,LS,SAPCLNT100,LS,EXT001
100,0000000000000297,MATMAS,MATMAS05,12,20221220,041115,LS,SAPCLNT100,LS,EXT002
100,0000000000000298,MATMAS,MATMAS05,13,20240313,152943,LS,SAPCLNT100,LS,EXT003
100,0000000000000299,MATMAS,MATMAS05,14,20231223,014422,LS,SAPCLNT100,LS,EXT004
100,0000000000000300,MATMAS,MATMAS05,15,20240311,220911,LS,SAPCLNT100,LS,EXT005
100,0000000000000301,MATMAS,MATMAS05,12,20240409,051537,LS,SAPCLNT100,LS,EXT001
100,0000000000000302,MATMAS,MATMAS05,13,20230502,082040,LS,SAPCLNT100,LS,EXT002
100,0000000000000303,MATMAS,MATMAS05,14,20220324,003526,LS,SAPCLNT100,LS,EXT003
100,0000000000000304,MATMAS,MATMAS05,15,20231017,095802,LS,SAPCLNT100,LS,EXT004
100,0000000000000305,MATMAS,MATMAS05,12,20230719,064339,LS,SAPCLNT100,LS,EXT005
100,0000000000000306,MATMAS,MATMAS05,13,20240303,001244,LS,SAPCLNT100,LS,EXT001
100,0000000000000307,MATMAS,MATMAS05,14,20240402,145014,LS,SAPCLNT100,LS,EXT002
100,0000000000000308,MATMAS,MATMAS05,15,20230806,103531,LS,SAPCLNT100,LS,EXT003
100,0000000000000309,MATMAS,MATMAS05,12,20240219,154412,LS,SAPCLNT100,LS,EXT004
100,0000000000000310,MATMAS,MATMAS05,13,20240730,075825,LS,SAPCLNT100,LS,EXT005
100,0000000000000311,MATMAS,MATMAS05,14,20240122,053816,LS,SAPCLNT100,LS,EXT001
100,0000000000000312,MATMAS,MATMAS05,15,20231016,084153,LS,SAPCLNT100,LS,EXT002
100,0000000000000313,MATMAS,MATMAS05,12,20240620,050201,LS,SAPCLNT100,LS,EXT003
100,0000000000000314,MATMAS,MATMAS05,13,20220919,082116,LS,SAPCLNT100,LS,EXT004
100,0000000000000315,MATMAS,MATMAS05,14,20221029,023900,LS,SAPCLNT100,LS,EXT005
100,0000000000000316,MATMAS,MATMAS05,15,20230828,013826,LS,SAPCLNT100,LS,EXT001
100,0000000000000317,MATMAS,MATMAS05,12,20241007,231320,LS,SAPCLNT100,LS,EXT002
100,0000000000000318,MATMAS,MATMAS05,13,20240716,113314,LS,SAPCLNT100,LS,EXT003
100,0000000000000319,MATMAS,MATMAS05,14,20240128,160736,LS,SAPCLNT100,LS,EXT004
100,0000000000000320,MATMAS,MATMAS05,15,20241202,023547,LS,SAPCLNT100,LS,EXT005
100,0000000000000321,MATMAS,MATMAS05,12,20230917,064411,LS,SAPCLNT100,LS,EXT001
100,0000000000000322,MATMAS,MATMAS05,13,20241028,211231,LS,SAPCLNT100,LS,EXT002
100,0000000000000323,MATMAS,MATMAS05,14,20230407,003520,LS,SAPCLNT100,LS,EXT003
100,0000000000000324,MATMAS,MATMAS05,15,20230913,032330,LS,SAPCLNT100,LS,EXT004
100,0000000000000325,MATMAS,MATMAS05,12,20221216,020245,LS,SAPCLNT100,LS,EXT005
100,0000000000000326,MATMAS,MATMAS05,13,20220720,121702,LS,SAPCLNT100,LS,EXT001
100,0000000000000327,MATMAS,MATMAS05,14,20230106,070711,LS,SAPCLNT100,LS,EXT002
100,0000000000000328,MATMAS,MATMAS05,15,20230308,184509,LS,SAPCLNT100,LS,EXT003
100,0000000000000329,MATMAS,MATMAS05,12,20241112,040823,LS,SAPCLNT100,LS,EXT004
100,0000000000000330,MATMAS,MATMAS05,13,20240922,020729,LS,SAPCLNT100,LS,EXT005
100,0000000000000331,MATMAS,MATMAS05,14,20221210,030651,LS,SAPCLNT100,LS,EXT001
100,0000000000000332,MATMAS,MATMAS05,15,20220902,203202,LS,SAPCLNT100,LS,EXT002
100,0000000000000333,MATMAS,MATMAS05,12,20230606,100735,LS,SAPCLNT100,LS,EXT003
100,0000000000000334,MATMAS,MATMAS05,13,20240909,170309,LS,SAPCLNT100,LS,EXT004
100,0000000000000335,MATMAS,MATMAS05,14,20241227,012827,LS,SAPCLNT100,LS,EXT005
100,0000000000000336,MATMAS,MATMAS05,15,20230122,052712,LS,SAPCLNT100,LS,EXT001
100,0000000000000337,MATMAS,MATMAS05,12,20221214,051940,LS,SAPCLNT100,LS,EXT002
100,0000000000000338,MATMAS,MATMAS05,13,20231026,073906,LS,SAPCLNT100,LS,EXT003
100,0000000000000339,MATMAS,MATMAS05,14,20220913,012941,LS,SAPCLNT100,LS,EXT004
100,0000000000000340,MATMAS,MATMAS05,15,20220702,153243,LS,SAPCLNT100,LS,EXT005
100,0000000000000341,MATMAS,MATMAS05,12,20220616,235513,LS,SAPCLNT100,LS,EXT001
100,0000000000000342,MATMAS,MATMAS05,13,20220303,025811,LS,SAPCLNT100,LS,EXT002
100,0000000000000343,MATMAS,MATMAS05,14,20220815,125613,LS,SAPCLNT100,LS,EXT003
100,0000000000000344,MATMAS,MATMAS05,15,20241212,014556,LS,SAPCLNT100,LS,EXT004
100,0000000000000345,MATMAS,MATMAS05,12,20240313,074815,LS,SAPCLNT100,LS,EXT005
100,0000000000000346,MATMAS,MATMAS05,13,20230212,070221,LS,SAPCLNT100,LS,EXT001
100,0000000000000347,MATMAS,MATMAS05,14,20220813,230341,LS,SAPCLNT100,LS,EXT002
100,0000000000000348,MATMAS,MATMAS05,15,20230327,001754,LS,SAPCLNT100,LS,EXT003
100,0000000000000349,MATMAS,MATMAS05,12,20240118,021903,LS,SAPCLNT100,LS,EXT004
100,0000000000000350,MATMAS,MATMAS05,13,20240920,193913,LS,SAPCLNT100,LS,EXT005
100,0000000000000351,MATMAS,MATMAS05,14,20240420,032617,LS,SAPCLNT100,LS,EXT001
100,0000000000000352,MATMAS,MATMAS05,15,20230807,235558,LS,SAPCLNT100,LS,EXT002
100,0000000000000353,MATMAS,MATMAS05,12,20221122,011329,LS,SAPCLNT100,LS,EXT003
100,0000000000000354,MATMAS,MATMAS05,13,20240607,152158,LS,SAPCLNT100,LS,EXT004
100,0000000000000355,MATMAS,MATMAS05,14,20240208,132225,LS,SAPCLNT100,LS,EXT005
100,0000000000000356,MATMAS,MATMAS05,15,20230125,004113,LS,SAPCLNT100,LS,EXT001
100,0000000000000357,MATMAS,MATMAS05,12,20240704,062235,LS,SAPCLNT100,LS,EXT002
100,0000000000000358,MATMAS,MATMAS05,13,20240421,160914,LS,SAPCLNT100,LS,EXT003
100,0000000000000359,MATMAS,MATMAS05,14,20231215,212735,LS,SAPCLNT100,LS,EXT004
100,0000000000000360,MATMAS,MATMAS05,15,20240516,224036,LS,SAPCLNT100,LS,EXT005
100,0000000000000361,MATMAS,MATMAS05,12,20241005,092356,LS,SAPCLNT100,LS,EXT001
100,0000000000000362,MATMAS,MATMAS05,13,20230213,160527,LS,SAPCLNT100,LS,EXT002
100,0000000000000363,MATMAS,MATMAS05,14,20220208,080530,LS,SAPCLNT100,LS,EXT003
100,0000000000000364,MATMAS,MATMAS05,15,20221121,040227,LS,SAPCLNT100,LS,EXT004
100,0000000000000365,MATMAS,MATMAS05,12,20231208,021709,LS,SAPCLNT100,LS,EXT005
100,0000000000000366,MATMAS,MATMAS05,13,20220814,055429,LS,SAPCLNT100,LS,EXT001
100,0000000000000367,MATMAS,MATMAS05,14,20240821,182631,LS,SAPCLNT100,LS,EXT002
100,0000000000000368,MATMAS,MATMAS05,15,20231221,052047,LS,SAPCLNT100,LS,EXT003
100,0000000000000369,MATMAS,MATMAS05,12,20240630,205910,LS,SAPCLNT100,LS,EXT004
100,0000000000000370,MATMAS,MATMAS05,13,20220621,021258,LS,SAPCLNT100,LS,EXT005
100,0000000000000371,MATMAS,MATMAS05,14,20230222,055757,LS,SAPCLNT100,LS,EXT001
100,0000000000000372,MATMAS,MATMAS05,15,20230723,040819,LS,SAPCLNT100,LS,EXT002
100,0000000000000373,MATMAS,MATMAS05,12,20230916,151633,LS,SAPCLNT100,LS,EXT003
100,0000000000000374,MATMAS,MATMAS05,13,20221125,121709,LS,SAPCLNT100,LS,EXT004
100,0000000000000375,MATMAS,MATMAS05,14,20240206,232411,LS,SAPCLNT100,LS,EXT005
100,0000000000000376,MATMAS,MATMAS05,15,20230610,015619,LS,SAPCLNT100,LS,EXT001
100,0000000000000377,MATMAS,MATMAS05,12,20230612,082413,LS,SAPCLNT100,LS,EXT002
100,0000000000000378,MATMAS,MATMAS05,13,20220601,212818,LS,SAPCLNT100,LS,EXT003
100,0000000000000379,MATMAS,MATMAS05,14,20220118,140511,LS,SAPCLNT100,LS,EXT004
100,0000000000000380,MATMAS,MATMAS05,15,20240325,142004,LS,SAPCLNT100,LS,EXT005
100,0000000000000381,MATMAS,MATMAS05,12,20240601,070146,LS,SAPCLNT100,LS,EXT001
100,0000000000000382,MATMAS,MATMAS05,13,20241209,071808,LS,SAPCLNT100,LS,EXT002
100,0000000000000383,MATMAS,MATMAS05,14,20230506,090343,LS,SAPCLNT100,LS,EXT003
100,0000000000000384,MATMAS,MATMAS05,15,20240523,085742,LS,SAPCLNT100,LS,EXT004
100,0000000000000385,MATMAS,MATMAS05,12,20221019,101608,LS,SAPCLNT100,LS,EXT005
100,0000000000000386,MATMAS,MATMAS05,13,20220619,010605,LS,SAPCLNT100,LS,EXT001
100,0000000000000387,MATMAS,MATMAS05,14,20241014,024619,LS,SAPCLNT100,LS,EXT002
100,0000000000000388,MATMAS,MATMAS05,15,20220822,173743,LS,SAPCLNT100,LS,EXT003
100,0000000000000389,MATMAS,MATMAS05,12,20230809,160720,LS,SAPCLNT100,LS,EXT004
100,0000000000000390,MATMAS,MATMAS05,13,20230821,134224,LS,SAPCLNT100,LS,EXT005
100,0000000000000391,MATMAS,MATMAS05,14,20230616,124702,LS,SAPCLNT100,LS,EXT001
100,0000000000000392,MATMAS,MATMAS05,15,20240208,061556,LS,SAPCLNT100,LS,EXT002
100,0000000000000393,MATMAS,MATMAS05,12,20220305,212856,LS,SAPCLNT100,LS,EXT003
100,0000000000000394,MATMAS,MATMAS05,13,20240901,020340,LS,SAPCLNT100,LS,EXT004
100,0000000000000395,MATMAS,MATMAS05,14,20240505,181125,LS,SAPCLNT100,LS,EXT005
100,0000000000000396,MATMAS,MATMAS05,15,20220217,054603,LS,SAPCLNT100,LS,EXT001
100,0000000000000397,MATMAS,MATMAS05,12,20240430,035755,LS,SAPCLNT100,LS,EXT002
100,0000000000000398,MATMAS,MATMAS05,13,20230708,184705,LS,SAPCLNT100,LS,EXT003
100,0000000000000399,MATMAS,MATMAS05,14,20220724,131750,LS,SAPCLNT100,LS,EXT004
100,0000000000000400,MATMAS,MATMAS05,15,20230626,092704,LS,SAPCLNT100,LS,EXT005
100,0000000000000401,MATMAS,MATMAS05,12,20230222,140010,LS,SAPCLNT100,LS,EXT001
100,0000000000000402,MATMAS,MATMAS05,13,20240331,002101,LS,SAPCLNT100,LS,EXT002
100,0000000000000403,MATMAS,MATMAS05,14,20241023,194903,LS,SAPCLNT100,LS,EXT003
100,0000000000000404,MATMAS,MATMAS05,15,20240130,084233,LS,SAPCLNT100,LS,EXT004
100,0000000000000405,MATMAS,MATMAS05,12,20240818,232958,LS,SAPCLNT100,LS,EXT005
100,0000000000000406,MATMAS,MATMAS05,13,20230614,202030,LS,SAPCLNT100,LS,EXT001
100,0000000000000407,MATMAS,MATMAS05,14,20220721,104202,LS,SAPCLNT100,LS,EXT002
100,0000000000000408,MATMAS,MATMAS05,15,20240202,084321,LS,SAPCLNT100,LS,EXT003
100,0000000000000409,MATMAS,MATMAS05,12,20230302,051825,LS,SAPCLNT100,LS,EXT004
100,0000000000000410,MATMAS,MATMAS05,13,20240406,050841,LS,SAPCLNT100,LS,EXT005
100,0000000000000411,MATMAS,MATMAS05,14,20230830,171046,LS,SAPCLNT100,LS,EXT001
100,0000000000000412,MATMAS,MATMAS05,15,20240805,032327,LS,SAPCLNT100,LS,EXT002
100,0000000000000413,MATMAS,MATMAS05,12,20240616,022636,LS,SAPCLNT100,LS,EXT003
100,0000000000000414,MATMAS,MATMAS05,13,20231007,000722,LS,SAPCLNT100,LS,EXT004
100,0000000000000415,MATMAS,MATMAS05,14,20230918,133228,LS,SAPCLNT100,LS,EXT005
100,0000000000000416,MATMAS,MATMAS05,15,20220321,202541,LS,SAPCLNT100,LS,EXT001
100,0000000000000417,MATMAS,MATMAS05,12,20230701,120822,LS,SAPCLNT100,LS,EXT002
100,0000000000000418,MATMAS,MATMAS05,13,20240919,134848,LS,SAPCLNT100,LS,EXT003
100,0000000000000419,MATMAS,MATMAS05,14,20230721,173227,LS,SAPCLNT100,LS,EXT004
100,0000000000000420,MATMAS,MATMAS05,15,20241214,052217,LS,SAPCLNT100,LS,EXT005
100,0000000000000421,MATMAS,MATMAS05,12,20220609,141515,LS,SAPCLNT100,LS,EXT001
100,0000000000000422,MATMAS,MATMAS05,13,20230214,053127,LS,SAPCLNT100,LS,EXT002
100,0000000000000423,MATMAS,MATMAS05,14,20221219,110446,LS,SAPCLNT100,LS,EXT003
100,0000000000000424,MATMAS,MATMAS05,15,20220422,123048,LS,SAPCLNT100,LS,EXT004
100,0000000000000425,MATMAS,MATMAS05,12,20220519,145631,LS,SAPCLNT100,LS,EXT005
100,0000000000000426,MATMAS,MATMAS05,13,20240116,042055,LS,SAPCLNT100,LS,EXT001
100,0000000000000427,MATMAS,MATMAS05,14,20221107,004539,LS,SAPCLNT100,LS,EXT002
100,0000000000000428,MATMAS,MATMAS05,15,20220207,021326,LS,SAPCLNT100,LS,EXT003
100,0000000000000429,MATMAS,MATMAS05,12,20230629,151256,LS,SAPCLNT100,LS,EXT004
100,0000000000000430,MATMAS,MATMAS05,13,20230921,180050,LS,SAPCLNT100,LS,EXT005
100,0000000000000431,MATMAS,MATMAS05,14,20241102,183804,LS,SAPCLNT100,LS,EXT001
100,0000000000000432,MATMAS,MATMAS05,15,20220821,064519,LS,SAPCLNT100,LS,EXT002
100,0000000000000433,MATMAS,MATMAS05,12,20240701,104854,LS,SAPCLNT100,LS,EXT003
100,0000000000000434,MATMAS,MATMAS05,13,20220807,142835,LS,SAPCLNT100,LS,EXT004
100,0000000000000435,MATMAS,MATMAS05,14,20240527,010715,LS,SAPCLNT100,LS,EXT005
100,0000000000000436,MATMAS,MATMAS05,15,20230501,154601,LS,SAPCLNT100,LS,EXT001
100,0000000000000437,MATMAS,MATMAS05,12,20240221,050235,LS,SAPCLNT100,LS,EXT002
100,0000000000000438,MATMAS,MATMAS05,13,20240216,162250,LS,SAPCLNT100,LS,EXT003
100,0000000000000439,MATMAS,MATMAS05,14,20240328,144353,LS,SAPCLNT100,LS,EXT004
100,0000000000000440,MATMAS,MATMAS05,15,20240705,025744,LS,SAPCLNT100,LS,EXT005
100,0000000000000441,MATMAS,MATMAS05,12,20240522,202430,LS,SAPCLNT100,LS,EXT001
100,0000000000000442,MATMAS,MATMAS05,13,20230103,225106,LS,SAPCLNT100,LS,EXT002
100,0000000000000443,MATMAS,MATMAS05,14,20240504,205734,LS,SAPCLNT100,LS,EXT003
100,0000000000000444,MATMAS,MATMAS05,15,20230201,122247,LS,SAPCLNT100,LS,EXT004
100,0000000000000445,MATMAS,MATMAS05,12,20241204,201108,LS,SAPCLNT100,LS,EXT005
100,0000000000000446,MATMAS,MATMAS05,13,20220905,213114,LS,SAPCLNT100,LS,EXT001
100,0000000000000447,MATMAS,MATMAS05,14,20230723,194403,LS,SAPCLNT100,LS,EXT002
100,0000000000000448,MATMAS,MATMAS05,15,20240405,055938,LS,SAPCLNT100,LS,EXT003
100,0000000000000449,MATMAS,MATMAS05,12,20230902,053315,LS,SAPCLNT100,LS,EXT004
100,0000000000000450,MATMAS,MATMAS05,13,20230801,131050,LS,SAPCLNT100,LS,EXT005
100,0000000000000451,MATMAS,MATMAS05,14,20240425,145851,LS,SAPCLNT100,LS,EXT001
100,0000000000000452,MATMAS,MATMAS05,15,20220901,035028,LS,SAPCLNT100,LS,EXT002
100,0000000000000453,MATMAS,MATMAS05,12,20220724,183526,LS,SAPCLNT100,LS,EXT003
100,0000000000000454,MATMAS,MATMAS05,13,20221110,025755,LS,SAPCLNT100,LS,EXT004
100,0000000000000455,MATMAS,MATMAS05,14,20241209,185120,LS,SAPCLNT100,LS,EXT005
100,0000000000000456,MATMAS,MATMAS05,15,20240813,092128,LS,SAPCLNT100,LS,EXT001
100,0000000000000457,MATMAS,MATMAS05,12,20220721,065654,LS,SAPCLNT100,LS,EXT002
100,0000000000000458,MATMAS,MATMAS05,13,20220920,035221,LS,SAPCLNT100,LS,EXT003
100,0000000000000459,MATMAS,MATMAS05,14,20231113,110808,LS,SAPCLNT100,LS,EXT004
100,0000000000000460,MATMAS,MATMAS05,15,20230412,165956,LS,SAPCLNT100,LS,EXT005
100,0000000000000461,MATMAS,MATMAS05,12,20240125,214314,LS,SAPCLNT100,LS,EXT001
100,0000000000000462,MATMAS,MATMAS05,13,20220610,054129,LS,SAPCLNT100,LS,EXT002
100,0000000000000463,MATMAS,MATMAS05,14,20230502,171147,LS,SAPCLNT100,LS,EXT003
100,0000000000000464,MATMAS,MATMAS05,15,20220616,133232,LS,SAPCLNT100,LS,EXT004
100,0000000000000465,MATMAS,MATMAS05,12,20220727,231954,LS,SAPCLNT100,LS,EXT005
100,0000000000000466,MATMAS,MATMAS05,13,20240823,104541,LS,SAPCLNT100,LS,EXT001
100,0000000000000467,MATMAS,MATMAS05,14,20240703,113229,LS,SAPCLNT100,LS,EXT002
100,0000000000000468,MATMAS,MATMAS05,15,20230918,132321,LS,SAPCLNT100,LS,EXT003
100,0000000000000469,MATMAS,MATMAS05,12,20230101,072958,LS,SAPCLNT100,LS,EXT004
100,0000000000000470,MATMAS,MATMAS05,13,20220306,114800,LS,SAPCLNT100,LS,EXT005
100,0000000000000471,MATMAS,MATMAS05,14,20220927,090610,LS,SAPCLNT100,LS,EXT001
100,0000000000000472,MATMAS,MATMAS05,15,20221229,002403,LS,SAPCLNT100,LS,EXT002
100,0000000000000473,MATMAS,MATMAS05,12,20240611,093718,LS,SAPCLNT100,LS,EXT003
100,0000000000000474,MATMAS,MATMAS05,13,20240325,180909,LS,SAPCLNT100,LS,EXT004
100,0000000000000475,MATMAS,MATMAS05,14,20221128,130138,LS,SAPCLNT100,LS,EXT005
100,0000000000000476,MATMAS,MATMAS05,15,20220331,002554,LS,SAPCLNT100,LS,EXT001
100,0000000000000477,MATMAS,MATMAS05,12,20240418,003949,LS,SAPCLNT100,LS,EXT002
100,0000000000000478,MATMAS,MATMAS05,13,20230411,140134,LS,SAPCLNT100,LS,EXT003
100,0000000000000479,MATMAS,MATMAS05,14,20240203,202724,LS,SAPCLNT100,LS,EXT004
100,0000000000000480,MATMAS,MATMAS05,15,20220129,082806,LS,SAPCLNT100,LS,EXT005
100,0000000000000481,MATMAS,MATMAS05,12,20230117,203739,LS,SAPCLNT100,LS,EXT001
100,0000000000000482,MATMAS,MATMAS05,13,20241115,050119,LS,SAPCLNT100,LS,EXT002
100,0000000000000483,MATMAS,MATMAS05,14,20241231,184310,LS,SAPCLNT100,LS,EXT003
100,0000000000000484,MATMAS,MATMAS05,15,20220625,031827,LS,SAPCLNT100,LS,EXT004
100,0000000000000485,MATMAS,MATMAS05,12,20240306,181437,LS,SAPCLNT100,LS,EXT005
100,0000000000000486,MATMAS,MATMAS05,13,20230816,215012,LS,SAPCLNT100,LS,EXT001
100,0000000000000487,MATMAS,MATMAS05,14,20241201,195545,LS,SAPCLNT100,LS,EXT002
100,0000000000000488,MATMAS,MATMAS05,15,20220323,133944,LS,SAPCLNT100,LS,EXT003
100,0000000000000489,MATMAS,MATMAS05,12,20230717,105400,LS,SAPCLNT100,LS,EXT004
100,0000000000000490,MATMAS,MATMAS05,13,20240621,181739,LS,SAPCLNT100,LS,EXT005
100,0000000000000491,MATMAS,MATMAS05,14,20231111,200250,LS,SAPCLNT100,LS,EXT001
100,0000000000000492,MATMAS,MATMAS05,15,20231103,100622,LS,SAPCLNT100,LS,EXT002
100,0000000000000493,MATMAS,MATMAS05,12,20230402,083913,LS,SAPCLNT100,LS,EXT003
100,0000000000000494,MATMAS,MATMAS05,13,20220730,032408,LS,SAPCLNT100,LS,EXT004
100,0000000000000495,MATMAS,MATMAS05,14,20230906,231911,LS,SAPCLNT100,LS,EXT005
100,0000000000000496,MATMAS,MATMAS05,15,20231129,093150,LS,SAPCLNT100,LS,EXT001
100,0000000000000497,MATMAS,MATMAS05,12,20241125,144409,LS,SAPCLNT100,LS,EXT002
100,0000000000000498,MATMAS,MATMAS05,13,20240206,002900,LS,SAPCLNT100,LS,EXT003
100,0000000000000499,MATMAS,MATMAS05,14,20230417,224635,LS,SAPCLNT100,LS,EXT004
100,0000000000000500,MATMAS,MATMAS05,15,20220720,161414,LS,SAPCLNT100,LS,EXT005
100,0000000000000501,MATMAS,MATMAS05,12,20231020,015350,LS,SAPCLNT100,LS,EXT001
100,0000000000000502,MATMAS,MATMAS05,13,20220826,234939,LS,SAPCLNT100,LS,EXT002
100,0000000000000503,MATMAS,MATMAS05,14,20241204,063955,LS,SAPCLNT100,LS,EXT003
100,0000000000000504,MATMAS,MATMAS05,15,20240804,233611,LS,SAPCLNT100,LS,EXT004
100,0000000000000505,MATMAS,MATMAS05,12,20221206,204957,LS,SAPCLNT100,LS,EXT005
100,0000000000000506,MATMAS,MATMAS05,13,20220830,100543,LS,SAPCLNT100,LS,EXT001
100,0000000000000507,MATMAS,MATMAS05,14,20221106,131531,LS,SAPCLNT100,LS,EXT002
100,0000000000000508,MATMAS,MATMAS05,15,20240714,234936,LS,SAPCLNT100,LS,EXT003
100,0000000000000509,MATMAS,MATMAS05,12,20230411,180118,LS,SAPCLNT100,LS,EXT004
100,0000000000000510,MATMAS,MATMAS05,13,20230528,050810,LS,SAPCLNT100,LS,EXT005
100,0000000000000511,MATMAS,MATMAS05,14,20221121,114302,LS,SAPCLNT100,LS,EXT001
100,0000000000000512,MATMAS,MATMAS05,15,20241108,043435,LS,SAPCLNT100,LS,EXT002
100,0000000000000513,MATMAS,MATMAS05,12,20231227,004031,LS,SAPCLNT100,LS,EXT003
100,0000000000000514,MATMAS,MATMAS05,13,20230718,191139,LS,SAPCLNT100,LS,EXT004
100,0000000000000515,MATMAS,MATMAS05,14,20240704,221055,LS,SAPCLNT100,LS,EXT005
100,0000000000000516,MATMAS,MATMAS05,15,20230725,230804,LS,SAPCLNT100,LS,EXT001
100,0000000000000517,MATMAS,MATMAS05,12,20240920,073953,LS,SAPCLNT100,LS,EXT002
100,0000000000000518,MATMAS,MATMAS05,13,20240927,120140,LS,SAPCLNT100,LS,EXT003
100,0000000000000519,MATMAS,MATMAS05,14,20221005,180418,LS,SAPCLNT100,LS,EXT004
100,0000000000000520,MATMAS,MATMAS05,15,20231206,145110,LS,SAPCLNT100,LS,EXT005
100,0000000000000521,MATMAS,MATMAS05,12,20240212,063233,LS,SAPCLNT100,LS,EXT001
100,0000000000000522,MATMAS,MATMAS05,13,20220113,063047,LS,SAPCLNT100,LS,EXT002
100,0000000000000523,MATMAS,MATMAS05,14,20241225,032213,LS,SAPCLNT100,LS,EXT003
100,0000000000000524,MATMAS,MATMAS05,15,20221121,022310,LS,SAPCLNT100,LS,EXT004
100,0000000000000525,MATMAS,MATMAS05,12,20240721,184050,LS,SAPCLNT100,LS,EXT005
100,0000000000000526,MATMAS,MATMAS05,13,20230621,001311,LS,SAPCLNT100,LS,EXT001
100,0000000000000527,MATMAS,MATMAS05,14,20240113,040315,LS,SAPCLNT100,LS,EXT002
100,0000000000000528,MATMAS,MATMAS05,15,20230806,195621,LS,SAPCLNT100,LS,EXT003
100,0000000000000529,MATMAS,MATMAS05,12,20240509,193218,LS,SAPCLNT100,LS,EXT004
100,0000000000000530,MATMAS,MATMAS05,13,20221109,011743,LS,SAPCLNT100,LS,EXT005
100,0000000000000531,MATMAS,MATMAS05,14,20241204,195043,LS,SAPCLNT100,LS,EXT001
100,0000000000000532,MATMAS,MATMAS05,15,20221004,005713,LS,SAPCLNT100,LS,EXT002
100,0000000000000533,MATMAS,MATMAS05,12,20230607,183555,LS,SAPCLNT100,LS,EXT003
100,0000000000000534,MATMAS,MATMAS05,13,20231109,030852,LS,SAPCLNT100,LS,EXT004
100,0000000000000535,MATMAS,MATMAS05,14,20220531,104158,LS,SAPCLNT100,LS,EXT005
100,0000000000000536,MATMAS,MATMAS05,15,20230630,032847,LS,SAPCLNT100,LS,EXT001
100,0000000000000537,MATMAS,MATMAS05,12,20240712,050414,LS,SAPCLNT100,LS,EXT002
100,0000000000000538,MATMAS,MATMAS05,13,20221030,065310,LS,SAPCLNT100,LS,EXT003
100,0000000000000539,MATMAS,MATMAS05,14,20220731,004544,LS,SAPCLNT100,LS,EXT004
100,0000000000000540,MATMAS,MATMAS05,15,20241122,062430,LS,SAPCLNT100,LS,EXT005
100,0000000000000541,MATMAS,MATMAS05,12,20230407,213245,LS,SAPCLNT100,LS,EXT001
100,0000000000000542,MATMAS,MATMAS05,13,20231124,061555,LS,SAPCLNT100,LS,EXT002
100,0000000000000543,MATMAS,MATMAS05,14,20230926,112457,LS,SAPCLNT100,LS,EXT003
100,0000000000000544,MATMAS,MATMAS05,15,20240125,172741,LS,SAPCLNT100,LS,EXT004
