MANDT,VBELN,POSNR,MATNR,LFIMG,VRKME,WERKS
100,1800001993,000020,MAT000281,3928,ST,1200
100,1800001993,000030,MAT000159,2023,ST,1200
100,1800001994,000010,MAT000290,4286,ST,1200
100,1800001994,000020,MAT000335,1733,ST,1200
100,1800001994,000030,MAT000274,2865,ST,1000
100,1800001995,000010,MAT000178,3941,ST,1100
100,1800001995,000020,MAT000083,4759,ST,1000
100,1800001995,000030,MAT000453,3318,ST,1000
100,1800001996,000010,MAT000345,1271,ST,1000
100,1800001996,000020,MAT000411,732,ST,1100
100,1800001997,000010,MAT000471,919,ST,1100
100,1800001997,000020,MAT000216,185,ST,1100
100,1800001998,000010,MAT000111,3260,ST,1200
100,1800001998,000020,MAT000417,2459,ST,1200
100,1800001999,000010,MAT000440,4195,ST,1200
100,1800001999,000020,MAT000195,2574,ST,1100
100,1800001999,000030,MAT000220,4132,ST,1200
100,1800002000,000010,MAT000231,1933,ST,1100
100,1800002000,000020,MAT000358,4101,ST,1200
100,1800002000,000030,MAT000109,3526,ST,1100
100,1800002000,000040,MAT000179,1951,ST,1000
100,1800002001,000010,MAT000474,3863,ST,1200
100,1800002001,000020,MAT000412,327,ST,1000
100,1800002001,000030,MAT000274,4878,ST,1000
100,1800002001,000040,MAT000117,317,ST,1000
100,1800002002,000010,MAT000263,4349,ST,1100
100,1800002002,000020,MAT000122,1186,ST,1100
100,1800002002,000030,MAT000148,1747,ST,1000
100,1800002002,000040,MAT000483,2542,ST,1000
100,1800002002,000050,MAT000428,3070,ST,1100
100,1800002003,000010,MAT000315,4792,ST,1000
100,1800002004,000010,MAT000017,116,ST,1000
100,1800002004,000020,MAT000017,1158,ST,1100
100,1800002005,000010,MAT000152,213,ST,1200
100,1800002005,000020,MAT000199,2582,ST,1100
100,1800002006,000010,MAT000178,70,ST,1000
100,1800002006,000020,MAT000064,4126,ST,1100
100,1800002007,000010,MAT000294,447,ST,1200
100,1800002008,000010,MAT000417,566,ST,1100
100,1800002008,000020,MAT000179,4463,ST,1100
100,1800002009,000010,MAT000014,3063,ST,1100
100,1800002009,000020,MAT000290,3127,ST,1000
100,1800002009,000030,MAT000002,4797,ST,1100
100,1800002010,000010,MAT000173,2750,ST,1100
100,1800002011,000010,MAT000487,180,ST,1100
100,1800002011,000020,MAT000358,4415,ST,1000
100,1800002011,000030,MAT000433,798,ST,1100
100,1800002011,000040,MAT000426,4872,ST,1000
100,1800002011,000050,MAT000426,3185,ST,1000
100,1800002012,000010,MAT000219,1544,ST,1200
100,1800002013,000010,MAT000301,1104,ST,1100
100,1800002014,000010,MAT000171,1616,ST,1000
100,1800002014,000020,MAT000263,3424,ST,1200
100,1800002015,000010,MAT000011,267,ST,1100
100,1800002015,000020,MAT000171,4470,ST,1100
100,1800002015,000030,MAT000070,2582,ST,1200
100,1800002015,000040,MAT000239,3729,ST,1200
100,1800002016,000010,MAT000080,2320,ST,1200
100,1800002016,000020,MAT000500,945,ST,1100
100,1800002016,000030,MAT000453,2804,ST,1100
100,1800002016,000040,MAT000294,2987,ST,1000
100,1800002017,000010,MAT000178,3278,ST,1100
100,1800002017,000020,MAT000258,4921,ST,1200
100,1800002017,000030,MAT000100,1918,ST,1200
100,1800002018,000010,MAT000262,682,ST,1000
100,1800002019,000010,MAT000175,913,ST,1100
100,1800002019,000020,MAT000294,4577,ST,1000
100,1800002019,000030,MAT000402,2249,ST,1000
100,1800002020,000010,MAT000004,4333,ST,1100
100,1800002020,000020,MAT000474,3914,ST,1200
100,1800002021,000010,MAT000427,465,ST,1200
100,1800002021,000020,MAT000238,1028,ST,1000
100,1800002022,000010,MAT000266,1069,ST,1100
100,1800002022,000020,MAT000018,3499,ST,1000
100,1800002023,000010,MAT000086,2502,ST,1000
100,1800002023,000020,MAT000144,174,ST,1100
100,1800002023,000030,MAT000080,3119,ST,1100
100,1800002024,000010,MAT000383,2222,ST,1200
100,1800002024,000020,MAT000365,4161,ST,1200
100,1800002024,000030,MAT000357,846,ST,1100
100,1800002024,000040,MAT000075,2301,ST,1200
100,1800002025,000010,MAT000010,3835,ST,1100
100,1800002025,000020,MAT000383,416,ST,1000
100,1800002026,000010,MAT000347,1401,ST,1200
100,1800002027,000010,MAT000108,3753,ST,1000
100,1800002027,000020,MAT000231,495,ST,1000
100,1800002028,000010,MAT000345,1925,ST,1100
100,1800002029,000010,MAT000014,2827,ST,1200
100,1800002029,000020,MAT000266,800,ST,1200
100,1800002029,000030,MAT000211,1198,ST,1200
100,1800002030,000010,MAT000122,3836,ST,1000
100,1800002030,000020,MAT000181,947,ST,1100
100,1800002030,000030,MAT000483,739,ST,1100
100,1800002031,000010,MAT000205,1429,ST,1000
100,1800002031,000020,MAT000428,1510,ST,1200
100,1800002032,000010,MAT000453,2624,ST,1100
100,1800002032,000020,MAT000125,1284,ST,1200
100,1800002033,000010,MAT000344,2921,ST,1100
100,1800002033,000020,MAT000379,2738,ST,1000
100,1800002033,000030,MAT000310,2853,ST,1000
100,1800002034,000010,MAT000174,4235,ST,1000
100,1800002035,000010,MAT000275,3450,ST,1000
100,1800002035,000020,MAT000422,1252,ST,1100
100,1800002035,000030,MAT000231,3411,ST,1000
100,1800002035,000040,MAT000010,1757,ST,1000
100,1800002035,000050,MAT000167,4778,ST,1100
100,1800002036,000010,MAT000152,1265,ST,1100
100,1800002036,000020,MAT000125,3362,ST,1200
100,1800002037,000010,MAT000159,3899,ST,1200
100,1800002037,000020,MAT000487,3227,ST,1100
100,1800002038,000010,MAT000471,832,ST,1100
100,1800002038,000020,MAT000143,3231,ST,1100
100,1800002038,000030,MAT000167,1584,ST,1200
100,1800002039,000010,MAT000474,4385,ST,1200
100,1800002040,000010,MAT000426,3221,ST,1200
100,1800002040,000020,MAT000080,4675,ST,1000
100,1800002041,000010,MAT000143,1930,ST,1000
100,1800002041,000020,MAT000262,2769,ST,1100
100,1800002042,000010,MAT000125,3889,ST,1200
100,1800002042,000020,MAT000315,4119,ST,1200
100,1800002043,000010,MAT000124,559,ST,1200
100,1800002044,000010,MAT000345,1703,ST,1100
100,1800002044,000020,MAT000159,650,ST,1100
100,1800002044,000030,MAT000166,460,ST,1000
100,1800002045,000010,MAT000238,4499,ST,1100
100,1800002045,000020,MAT000213,1679,ST,1000
100,1800002045,000030,MAT000239,1378,ST,1000
100,1800002045,000040,MAT000416,3559,ST,1000
100,1800002045,000050,MAT000080,4528,ST,1100
100,1800002046,000010,MAT000093,2483,ST,1100
100,1800002047,000010,MAT000179,2191,ST,1100
100,1800002048,000010,MAT000148,1417,ST,1100
100,1800002049,000010,MAT000144,2347,ST,1200
100,1800002049,000020,MAT000189,224,ST,1000
100,1800002049,000030,MAT000108,3019,ST,1200
100,1800002050,000010,MAT000315,2032,ST,1000
100,1800002051,000010,MAT000324,459,ST,1100
100,1800002051,000020,MAT000001,4363,ST,1100
100,1800002052,000010,MAT000266,1634,ST,1100
100,1800002053,000010,MAT000159,1536,ST,1100
100,1800002054,000010,MAT000178,583,ST,1100
100,1800002055,000010,MAT000216,1303,ST,1200
100,1800002055,000020,MAT000168,154,ST,1200
100,1800002055,000030,MAT000220,4666,ST,1000
100,1800002056,000010,MAT000069,1707,ST,1100
100,1800002056,000020,MAT000216,2670,ST,1200
100,1800002057,000010,MAT000231,1541,ST,1200
100,1800002057,000020,MAT000191,4893,ST,1100
100,1800002058,000010,MAT000471,4074,ST,1200
100,1800002059,000010,MAT000064,2659,ST,1000
100,1800002060,000010,MAT000357,3561,ST,1100
100,1800002060,000020,MAT000150,3175,ST,1100
100,1800002061,000010,MAT000358,4605,ST,1200
100,1800002061,000020,MAT000341,19,ST,1100
100,1800002062,000010,MAT000071,4434,ST,1100
100,1800002062,000020,MAT000301,350,ST,1200
100,1800002063,000010,MAT000304,4232,ST,1000
100,1800002064,000010,MAT000003,4643,ST,1100
100,1800002064,000020,MAT000135,1566,ST,1100
100,1800002064,000030,MAT000416,4144,ST,1000
100,1800002065,000010,MAT000357,593,ST,1000
100,1800002065,000020,MAT000108,1929,ST,1200
100,1800002065,000030,MAT000071,1151,ST,1000
100,1800002066,000010,MAT000417,1239,ST,1200
100,1800002066,000020,MAT000080,992,ST,1200
100,1800002067,000010,MAT000122,3606,ST,1100
100,1800002067,000020,MAT000122,2024,ST,1200
100,1800002068,000010,MAT000294,2705,ST,1100
100,1800002068,000020,MAT000344,2228,ST,1100
100,1800002068,000030,MAT000017,2544,ST,1200
100,1800002068,000040,MAT000093,4823,ST,1100
100,1800002069,000010,MAT000002,4251,ST,1200
100,1800002069,000020,MAT000066,4754,ST,1000
100,1800002070,000010,MAT000006,2775,ST,1100
100,1800002070,000020,MAT000201,2327,ST,1000
100,1800002070,000030,MAT000125,4682,ST,1200
100,1800002070,000040,MAT000194,923,ST,1100
100,1800002071,000010,MAT000015,4266,ST,1100
100,1800002071,000020,MAT000311,1915,ST,1200
100,1800002072,000010,MAT000211,636,ST,1100
100,1800002072,000020,MAT000239,4933,ST,1200
100,1800002072,000030,MAT000411,1733,ST,1000
100,1800002073,000010,MAT000200,3563,ST,1200
100,1800002073,000020,MAT000152,1407,ST,1200
100,1800002074,000010,MAT000242,4281,ST,1200
100,1800002074,000020,MAT000417,3021,ST,1000
100,1800002074,000030,MAT000100,1577,ST,1100
100,1800002075,000010,MAT000451,130,ST,1100
100,1800002076,000010,MAT000065,3279,ST,1100
100,1800002076,000020,MAT000289,4605,ST,1100
100,1800002077,000010,MAT000344,744,ST,1200
100,1800002077,000020,MAT000219,4094,ST,1100
100,1800002077,000030,MAT000191,3895,ST,1000
100,1800002078,000010,MAT000199,2431,ST,1200
100,1800002078,000020,MAT000111,2694,ST,1000
100,1800002079,000010,MAT000304,4318,ST,1200
100,1800002079,000020,MAT000016,2126,ST,1100
100,1800002079,000030,MAT000012,1766,ST,1100
100,1800002080,000010,MAT000290,4567,ST,1100
100,1800002080,000020,MAT000104,263,ST,1200
100,1800002080,000030,MAT000402,590,ST,1200
100,1800002081,000010,MAT000015,2685,ST,1000
100,1800002081,000020,MAT000066,1832,ST,1100
100,1800002081,000030,MAT000007,4785,ST,1000
100,1800002081,000040,MAT000082,3918,ST,1000
100,1800002082,000010,MAT000281,3479,ST,1200
100,1800002082,000020,MAT000075,4479,ST,1200
100,1800002082,000030,MAT000189,427,ST,1100
100,1800002083,000010,MAT000122,3422,ST,1100
100,1800002084,000010,MAT000281,3447,ST,1100
100,1800002084,000020,MAT000066,983,ST,1100
100,1800002085,000010,MAT000426,1580,ST,1200
100,1800002085,000020,MAT000150,3362,ST,1200
100,1800002085,000030,MAT000065,2872,ST,1200
100,1800002086,000010,MAT000412,396,ST,1100
100,1800002086,000020,MAT000500,4241,ST,1000
100,1800002086,000030,MAT000111,1329,ST,1200
100,1800002087,000010,MAT000179,1804,ST,1200
100,1800002088,000010,MAT000365,3453,ST,1100
100,1800002089,000010,MAT000001,1222,ST,1100
100,1800002089,000020,MAT000465,390,ST,1200
100,1800002090,000010,MAT000282,1590,ST,1000
100,1800002091,000010,MAT000404,4440,ST,1000
100,1800002091,000020,MAT000065,3393,ST,1100
100,1800002091,000030,MAT000018,3740,ST,1100
100,1800002091,000040,MAT000427,2460,ST,1000
100,1800002092,000010,MAT000345,4432,ST,1000
100,1800002092,000020,MAT000235,1352,ST,1100
100,1800002092,000030,MAT000352,2777,ST,1000
100,1800002093,000010,MAT000412,4375,ST,1100
100,1800002093,000020,MAT000266,214,ST,1200
100,1800002093,000030,MAT000345,519,ST,1100
100,1800002094,000010,MAT000412,2546,ST,1200
100,1800002094,000020,MAT000064,2554,ST,1100
100,1800002094,000030,MAT000154,2940,ST,1000
100,1800002094,000040,MAT000175,1915,ST,1200
100,1800002095,000010,MAT000201,2049,ST,1000
100,1800002095,000020,MAT000011,4874,ST,1200
100,1800002095,000030,MAT000344,1551,ST,1100
100,1800002096,000010,MAT000009,1177,ST,1100
100,1800002096,000020,MAT000249,3070,ST,1000
100,1800002096,000030,MAT000311,3141,ST,1000
100,1800002097,000010,MAT000150,188,ST,1100
100,1800002098,000010,MAT000231,1598,ST,1000
100,1800002098,000020,MAT000008,3748,ST,1200
100,1800002098,000030,MAT000383,4989,ST,1000
100,1800002099,000010,MAT000474,2229,ST,1100
100,1800002099,000020,MAT000199,966,ST,1100
100,1800002100,000010,MAT000497,566,ST,1200
100,1800002100,000020,MAT000329,3348,ST,1200
100,1800002101,000010,MAT000324,1476,ST,1200
100,1800002101,000020,MAT000413,4151,ST,1200
100,1800002102,000010,MAT000008,2667,ST,1100
100,1800002102,000020,MAT000293,1724,ST,1100
100,1800002103,000010,MAT000100,531,ST,1000
100,1800002103,000020,MAT000483,4120,ST,1100
100,1800002104,000010,MAT000080,2086,ST,1100
100,1800002104,000020,MAT000004,2876,ST,1200
100,1800002105,000010,MAT000125,1517,ST,1000
100,1800002105,000020,MAT000272,2753,ST,1200
100,1800002105,000030,MAT000154,2608,ST,1200
100,1800002106,000010,MAT000066,1765,ST,1200
100,1800002106,000020,MAT000200,4931,ST,1000
100,1800002106,000030,MAT000221,2736,ST,1200
100,1800002107,000010,MAT000471,569,ST,1200
100,1800002108,000010,MAT000194,4249,ST,1200
100,1800002108,000020,MAT000281,4928,ST,1100
100,1800002108,000030,MAT000343,2595,ST,1100
100,1800002109,000010,MAT000109,2135,ST,1100
100,1800002110,000010,MAT000290,240,ST,1100
100,1800002111,000010,MAT000238,4122,ST,1200
100,1800002111,000020,MAT000195,2204,ST,1100
100,1800002112,000010,MAT000011,4754,ST,1100
100,1800002112,000020,MAT000012,4834,ST,1200
100,1800002112,000030,MAT000019,2805,ST,1000
100,1800002113,000010,MAT000080,3186,ST,1000
100,1800002113,000020,MAT000412,3712,ST,1100
100,1800002114,000010,MAT000312,227,ST,1100
100,1800002114,000020,MAT000124,3501,ST,1100
100,1800002114,000030,MAT000500,1805,ST,1000
100,1800002114,000040,MAT000414,2909,ST,1000
100,1800002114,000050,MAT000357,1944,ST,1100
100,1800002115,000010,MAT000249,4945,ST,1100
100,1800002115,000020,MAT000070,1125,ST,1000
100,1800002116,000010,MAT000483,1389,ST,1000
100,1800002116,000020,MAT000095,2712,ST,1200
100,1800002117,000010,MAT000222,4936,ST,1100
100,1800002117,000020,MAT000311,4338,ST,1200
100,1800002117,000030,MAT000427,129,ST,1100
100,1800002117,000040,MAT000354,1117,ST,1200
100,1800002118,000010,MAT000471,1276,ST,1000
100,1800002118,000020,MAT000416,3605,ST,1200
100,1800002118,000030,MAT000301,2529,ST,1100
100,1800002119,000010,MAT000499,968,ST,1100
100,1800002119,000020,MAT000179,2840,ST,1000
100,1800002119,000030,MAT000019,643,ST,1200
100,1800002120,000010,MAT000144,1057,ST,1100
100,1800002120,000020,MAT000413,4814,ST,1200
100,1800002120,000030,MAT000404,4689,ST,1100
100,1800002120,000040,MAT000083,137,ST,1100
100,1800002121,000010,MAT000075,1007,ST,1000
100,1800002121,000020,MAT000231,487,ST,1200
100,1800002121,000030,MAT000345,3529,ST,1000
100,1800002122,000010,MAT000255,445,ST,1100
100,1800002122,000020,MAT000159,1047,ST,1000
100,1800002122,000030,MAT000069,3511,ST,1100
100,1800002122,000040,MAT000412,3415,ST,1100
100,1800002123,000010,MAT000219,78,ST,1000
100,1800002123,000020,MAT000329,2165,ST,1200
100,1800002123,000030,MAT000354,1978,ST,1000
100,1800002124,000010,MAT000174,1838,ST,1000
100,1800002124,000020,MAT000178,2210,ST,1000
100,1800002125,000010,MAT000304,3590,ST,1200
100,1800002125,000020,MAT000465,716,ST,1000
100,1800002126,000010,MAT000179,1773,ST,1000
100,1800002126,000020,MAT000205,469,ST,1200
100,1800002126,000030,MAT000069,2631,ST,1100
100,1800002127,000010,MAT000242,3785,ST,1200
100,1800002127,000020,MAT000174,4528,ST,1000
100,1800002128,000010,MAT000222,145,ST,1000
100,1800002128,000020,MAT000213,904,ST,1100
100,1800002129,000010,MAT000017,3859,ST,1100
100,1800002129,000020,MAT000010,557,ST,1100
100,1800002130,000010,MAT000221,3437,ST,1200
100,1800002130,000020,MAT000083,4150,ST,1100
100,1800002131,000010,MAT000419,1540,ST,1000
100,1800002131,000020,MAT000221,4127,ST,1000
100,1800002131,000030,MAT000433,4049,ST,1000
100,1800002131,000040,MAT000431,1112,ST,1200
100,1800002132,000010,MAT000222,3243,ST,1000
100,1800002132,000020,MAT000451,3139,ST,1200
100,1800002132,000030,MAT000426,4707,ST,1100
100,1800002133,000010,MAT000417,3778,ST,1200
100,1800002133,000020,MAT000071,331,ST,1100
100,1800002134,000010,MAT000150,3619,ST,1000
100,1800002134,000020,MAT000329,4155,ST,1100
100,1800002134,000030,MAT000497,1549,ST,1200
100,1800002134,000040,MAT000354,714,ST,1100
100,1800002135,000010,MAT000365,1802,ST,1100
100,1800002136,000010,MAT000017,4122,ST,1200
100,1800002136,000020,MAT000004,749,ST,1000
100,1800002136,000030,MAT000416,4833,ST,1000
100,1800002137,000010,MAT000258,4585,ST,1000
100,1800002138,000010,MAT000238,3640,ST,1000
100,1800002138,000020,MAT000086,4951,ST,1200
100,1800002138,000030,MAT000174,4287,ST,1200
100,1800002138,000040,MAT000352,4390,ST,1200
100,1800002139,000010,MAT000431,978,ST,1200
100,1800002139,000020,MAT000344,3721,ST,1200
100,1800002139,000030,MAT000274,2918,ST,1100
100,1800002140,000010,MAT000222,4928,ST,1100
100,1800002140,000020,MAT000497,4163,ST,1100
100,1800002140,000030,MAT000403,1100,ST,1200
100,1800002141,000010,MAT000262,1283,ST,1100
100,1800002142,000010,MAT000324,4601,ST,1200
100,1800002142,000020,MAT000125,1291,ST,1100
100,1800002143,000010,MAT000015,4204,ST,1000
100,1800002143,000020,MAT000465,4778,ST,1200
100,1800002143,000030,MAT000066,2842,ST,1000
100,1800002144,000010,MAT000414,2346,ST,1100
100,1800002145,000010,MAT000221,4808,ST,1100
100,1800002145,000020,MAT000013,2063,ST,1000
100,1800002146,000010,MAT000421,4044,ST,1200
100,1800002146,000020,MAT000289,3482,ST,1000
100,1800002147,000010,MAT000474,4698,ST,1000
100,1800002147,000020,MAT000383,4992,ST,1200
100,1800002147,000030,MAT000077,4558,ST,1100
100,1800002148,000010,MAT000500,746,ST,1100
100,1800002148,000020,MAT000191,730,ST,1100
100,1800002148,000030,MAT000148,2036,ST,1100
100,1800002148,000040,MAT000216,723,ST,1100
100,1800002149,000010,MAT000219,4179,ST,1000
100,1800002149,000020,MAT000167,2677,ST,1100
100,1800002150,000010,MAT000345,171,ST,1200
100,1800002150,000020,MAT000497,3941,ST,1200
100,1800002151,000010,MAT000199,4495,ST,1100
100,1800002152,000010,MAT000311,2305,ST,1000
100,1800002152,000020,MAT000007,4605,ST,1000
100,1800002152,000030,MAT000071,3149,ST,1000
100,1800002152,000040,MAT000181,3213,ST,1200
100,1800002153,000010,MAT000082,4986,ST,1100
100,1800002153,000020,MAT000168,31,ST,1100
100,1800002153,000030,MAT000082,4207,ST,1200
100,1800002154,000010,MAT000290,1012,ST,1200
100,1800002154,000020,MAT000066,787,ST,1200
100,1800002155,000010,MAT000167,2970,ST,1100
100,1800002156,000010,MAT000220,2910,ST,1200
100,1800002157,000010,MAT000195,3666,ST,1000
100,1800002157,000020,MAT000474,4419,ST,1200
100,1800002158,000010,MAT000100,4907,ST,1000
100,1800002159,000010,MAT000324,1899,ST,1200
100,1800002159,000020,MAT000108,2076,ST,1100
100,1800002159,000030,MAT000168,3227,ST,1000
100,1800002160,000010,MAT000413,2304,ST,1200
100,1800002160,000020,MAT000070,3637,ST,1000
100,1800002160,000030,MAT000344,4812,ST,1200
100,1800002161,000010,MAT000499,1060,ST,1100
100,1800002161,000020,MAT000272,982,ST,1200
100,1800002161,000030,MAT000416,4955,ST,1100
100,1800002162,000010,MAT000311,3479,ST,1200
100,1800002162,000020,MAT000143,1543,ST,1000
100,1800002163,000010,MAT000125,2318,ST,1200
100,1800002163,000020,MAT000383,1957,ST,1100
100,1800002163,000030,MAT000421,395,ST,1000
100,1800002163,000040,MAT000453,4118,ST,1000
100,1800002164,000010,MAT000002,4870,ST,1000
100,1800002164,000020,MAT000365,4637,ST,1000
100,1800002164,000030,MAT000100,4822,ST,1200
100,1800002165,000010,MAT000465,4609,ST,1000
100,1800002166,000010,MAT000474,2063,ST,1000
100,1800002166,000020,MAT000135,2464,ST,1000
100,1800002167,000010,MAT000261,700,ST,1000
100,1800002167,000020,MAT000012,186,ST,1200
100,1800002168,000010,MAT000082,3067,ST,1000
100,1800002168,000020,MAT000372,4010,ST,1000
100,1800002168,000030,MAT000006,875,ST,1200
100,1800002169,000010,MAT000104,4633,ST,1200
100,1800002169,000020,MAT000497,4026,ST,1100
100,1800002169,000030,MAT000426,2793,ST,1200
100,1800002170,000010,MAT000411,4460,ST,1100
100,1800002170,000020,MAT000197,1822,ST,1000
100,1800002171,000010,MAT000402,4107,ST,1100
100,1800002171,000020,MAT000491,1221,ST,1100
100,1800002171,000030,MAT000354,1691,ST,1200
100,1800002171,000040,MAT000200,1837,ST,1100
100,1800002172,000010,MAT000015,969,ST,1000
100,1800002172,000020,MAT000199,2233,ST,1100
100,1800002172,000030,MAT000426,2584,ST,1200
100,1800002173,000010,MAT000235,542,ST,1200
100,1800002173,000020,MAT000290,4754,ST,1000
100,1800002174,000010,MAT000201,2244,ST,1000
100,1800002174,000020,MAT000440,2679,ST,1200
100,1800002175,000010,MAT000440,1389,ST,1100
100,1800002175,000020,MAT000178,404,ST,1000
100,1800002176,000010,MAT000383,954,ST,1100
100,1800002176,000020,MAT000491,3088,ST,1000
100,1800002177,000010,MAT000371,2379,ST,1100
100,1800002177,000020,MAT000152,707,ST,1200
100,1800002178,000010,MAT000066,962,ST,1100
100,1800002178,000020,MAT000071,4478,ST,1200
100,1800002179,000010,MAT000005,510,ST,1200
100,1800002179,000020,MAT000329,3379,ST,1000
100,1800002179,000030,MAT000255,4475,ST,1100
100,1800002180,000010,MAT000427,156,ST,1000
100,1800002181,000010,MAT000213,2559,ST,1100
100,1800002181,000020,MAT000111,907,ST,1000
100,1800002181,000030,MAT000171,4778,ST,1200
100,1800002181,000040,MAT000290,3991,ST,1000
100,1800002182,000010,MAT000440,4873,ST,1100
100,1800002182,000020,MAT000100,2282,ST,1000
100,1800002183,000010,MAT000375,561,ST,1000
100,1800002183,000020,MAT000152,2758,ST,1100
100,1800002184,000010,MAT000417,1058,ST,1200
100,1800002184,000020,MAT000014,1370,ST,1200
100,1800002184,000030,MAT000290,3868,ST,1000
100,1800002184,000040,MAT000272,1812,ST,1000
100,1800002184,000050,MAT000173,2662,ST,1000
100,1800002185,000010,MAT000413,1949,ST,1100
100,1800002185,000020,MAT000440,3409,ST,1200
100,1800002186,000010,MAT000069,1106,ST,1100
100,1800002186,000020,MAT000152,1607,ST,1200
100,1800002187,000010,MAT000249,3005,ST,1100
100,1800002187,000020,MAT000274,1243,ST,1100
100,1800002187,000030,MAT000093,1126,ST,1100
100,1800002187,000040,MAT000195,1010,ST,1100
100,1800002187,000050,MAT000487,1424,ST,1000
100,1800002188,000010,MAT000341,760,ST,1100
100,1800002188,000020,MAT000153,2923,ST,1200
100,1800002188,000030,MAT000017,551,ST,1000
100,1800002188,000040,MAT000483,4748,ST,1000
100,1800002188,000050,MAT000191,1039,ST,1200
100,1800002189,000010,MAT000011,949,ST,1200
100,1800002190,000010,MAT000294,4913,ST,1200
100,1800002190,000020,MAT000290,2586,ST,1200
100,1800002191,000010,MAT000178,607,ST,1200
100,1800002191,000020,MAT000343,2153,ST,1200
100,1800002192,000010,MAT000347,4467,ST,1000
100,1800002192,000020,MAT000195,2230,ST,1100
100,1800002192,000030,MAT000216,4399,ST,1100
100,1800002193,000010,MAT000065,2160,ST,1200
100,1800002193,000020,MAT000440,772,ST,1100
100,1800002193,000030,MAT000431,708,ST,1200
100,1800002193,000040,MAT000289,954,ST,1000
100,1800002193,000050,MAT000194,3015,ST,1200
100,1800002194,000010,MAT000003,3395,ST,1100
100,1800002195,000010,MAT000474,1761,ST,1200
100,1800002196,000010,MAT000465,724,ST,1200
100,1800002197,000010,MAT000500,3343,ST,1100
100,1800002197,000020,MAT000144,2547,ST,1200
100,1800002197,000030,MAT000262,3364,ST,1100
100,1800002198,000010,MAT000009,580,ST,1100
100,1800002198,000020,MAT000235,2335,ST,1000
100,1800002199,000010,MAT000372,2442,ST,1000
100,1800002199,000020,MAT000261,4979,ST,1200
100,1800002199,000030,MAT000007,4645,ST,1200
100,1800002200,000010,MAT000311,3348,ST,1200
100,1800002200,000020,MAT000293,4355,ST,1200
100,1800002200,000030,MAT000294,3683,ST,1200
100,1800002200,000040,MAT000357,4005,ST,1200
100,1800002201,000010,MAT000005,954,ST,1000
100,1800002201,000020,MAT000086,1335,ST,1100
100,1800002202,000010,MAT000311,3905,ST,1100
100,1800002202,000020,MAT000069,2204,ST,1000
100,1800002203,000010,MAT000250,3081,ST,1000
100,1800002204,000010,MAT000417,2667,ST,1100
100,1800002204,000020,MAT000453,2345,ST,1000
100,1800002204,000030,MAT000282,450,ST,1000
100,1800002205,000010,MAT000411,4589,ST,1200
100,1800002206,000010,MAT000499,2799,ST,1200
100,1800002207,000010,MAT000168,3493,ST,1100
100,1800002207,000020,MAT000176,3656,ST,1200
100,1800002208,000010,MAT000255,443,ST,1200
100,1800002208,000020,MAT000329,4680,ST,1000
100,1800002208,000030,MAT000066,396,ST,1200
100,1800002208,000040,MAT000453,212,ST,1100
100,1800002209,000010,MAT000219,868,ST,1100
100,1800002209,000020,MAT000383,3802,ST,1200
100,1800002209,000030,MAT000290,4833,ST,1000
100,1800002210,000010,MAT000497,526,ST,1200
100,1800002210,000020,MAT000355,3317,ST,1000
100,1800002210,000030,MAT000431,2548,ST,1200
100,1800002211,000010,MAT000372,2483,ST,1100
100,1800002211,000020,MAT000077,3560,ST,1100
100,1800002211,000030,MAT000324,4563,ST,1100
100,1800002212,000010,MAT000083,783,ST,1200
100,1800002213,000010,MAT000086,3534,ST,1100
100,1800002213,000020,MAT000183,2245,ST,1000
100,1800002213,000030,MAT000065,231,ST,1200
100,1800002213,000040,MAT000195,4692,ST,1000
100,1800002214,000010,MAT000343,2512,ST,1200
100,1800002214,000020,MAT000354,4668,ST,1200
100,1800002214,000030,MAT000372,472,ST,1000
100,1800002214,000040,MAT000412,1272,ST,1100
100,1800002215,000010,MAT000383,2983,ST,1200
100,1800002216,000010,MAT000345,507,ST,1100
100,1800002216,000020,MAT000206,3274,ST,1200
100,1800002216,000030,MAT000143,4693,ST,1000
100,1800002217,000010,MAT000376,3370,ST,1000
100,1800002217,000020,MAT000199,2880,ST,1100
100,1800002217,000030,MAT000143,4675,ST,1000
100,1800002217,000040,MAT000231,3199,ST,1200
100,1800002217,000050,MAT000216,2291,ST,1000
100,1800002218,000010,MAT000199,2435,ST,1200
100,1800002218,000020,MAT000015,2172,ST,1100
100,1800002218,000030,MAT000500,4971,ST,1200
100,1800002219,000010,MAT000111,103,ST,1000
100,1800002219,000020,MAT000352,4403,ST,1200
100,1800002219,000030,MAT000497,2206,ST,1200
100,1800002220,000010,MAT000379,4495,ST,1200
100,1800002221,000010,MAT000143,1234,ST,1100
100,1800002221,000020,MAT000195,594,ST,1100
100,1800002221,000030,MAT000065,2093,ST,1200
100,1800002221,000040,MAT000125,1768,ST,1000
100,1800002221,000050,MAT000216,3491,ST,1100
100,1800002222,000010,MAT000376,3286,ST,1000
100,1800002222,000020,MAT000222,1472,ST,1100
100,1800002222,000030,MAT000191,3668,ST,1100
100,1800002223,000010,MAT000367,2167,ST,1000
100,1800002223,000020,MAT000341,1653,ST,1100
100,1800002223,000030,MAT000014,4308,ST,1100
100,1800002224,000010,MAT000416,2029,ST,1100
100,1800002224,000020,MAT000275,3966,ST,1200
100,1800002224,000030,MAT000358,776,ST,1200
