MANDT,AUFPL,APLZL,MGVRG,MEINH,DAESSION
100,0000000489,00000003,3.21,EA,18
100,0000000490,00000001,61.052,EA,38
100,0000000490,00000002,30.892,EA,60
100,0000000491,00000001,52.95,EA,44
100,0000000491,00000002,23.663,EA,46
100,0000000491,00000003,63.978,EA,5
100,0000000492,00000001,20.31,EA,36
100,0000000492,00000002,68.246,EA,43
100,0000000492,00000003,95.543,EA,31
100,0000000493,00000001,65.829,EA,22
100,0000000493,00000002,9.221,EA,47
100,0000000494,00000001,18.516,EA,28
100,0000000494,00000002,11.132,EA,44
100,0000000494,00000003,92.994,EA,39
100,0000000495,00000001,26.437,EA,60
100,0000000495,00000002,73.008,EA,45
100,0000000496,00000001,39.645,EA,48
100,0000000496,00000002,95.179,EA,6
100,0000000497,00000001,29.635,EA,51
100,0000000497,00000002,4.499,EA,46
100,0000000497,00000003,68.655,EA,36
100,0000000498,00000001,98.48,EA,27
100,0000000498,00000002,67.86,EA,10
100,0000000498,00000003,13.727,EA,27
100,0000000498,00000004,66.484,EA,32
100,0000000499,00000001,66.752,EA,60
100,0000000499,00000002,48.604,EA,13
100,0000000499,00000003,93.257,EA,52
100,0000000499,00000004,88.778,EA,47
100,0000000500,00000001,72.229,EA,46
100,0000000500,00000002,82.379,EA,31
100,0000000501,00000001,41.811,EA,3
100,0000000501,00000002,59.575,EA,51
100,0000000502,00000001,80.11,EA,23
100,0000000502,00000002,35.784,EA,31
100,0000000502,00000003,26.812,EA,39
100,0000000502,00000004,4.838,EA,45
100,0000000503,00000001,42.044,EA,58
100,0000000503,00000002,5.983,EA,36
100,0000000504,00000001,52.039,EA,17
100,0000000504,00000002,52.325,EA,47
100,0000000504,00000003,26.389,EA,33
100,0000000505,00000001,91.721,EA,11
100,0000000505,00000002,90.963,EA,52
100,0000000505,00000003,72.422,EA,15
100,0000000505,00000004,44.222,EA,59
100,0000000506,00000001,30.374,EA,20
100,0000000506,00000002,71.78,EA,19
100,0000000506,00000003,3.558,EA,44
100,0000000506,00000004,9.662,EA,25
100,0000000507,00000001,96.586,EA,52
100,0000000507,00000002,13.782,EA,38
100,0000000507,00000003,31.387,EA,8
100,0000000507,00000004,14.92,EA,12
100,0000000508,00000001,75.102,EA,7
100,0000000508,00000002,67.584,EA,24
100,0000000508,00000003,3.485,EA,14
100,0000000508,00000004,67.114,EA,8
100,0000000509,00000001,43.41,EA,42
100,0000000509,00000002,89.834,EA,45
100,0000000509,00000003,16.474,EA,8
100,0000000509,00000004,19.203,EA,16
100,0000000510,00000001,45.438,EA,25
100,0000000510,00000002,31.989,EA,39
100,0000000510,00000003,52.39,EA,6
100,0000000511,00000001,37.59,EA,14
100,0000000511,00000002,9.565,EA,32
100,0000000511,00000003,42.306,EA,7
100,0000000511,00000004,10.7,EA,38
100,0000000512,00000001,74.947,EA,14
100,0000000512,00000002,86.061,EA,18
100,0000000512,00000003,22.639,EA,47
100,0000000512,00000004,54.474,EA,46
100,0000000513,00000001,42.559,EA,25
100,0000000513,00000002,37.589,EA,9
100,0000000513,00000003,30.352,EA,27
100,0000000513,00000004,68.144,EA,20
100,0000000514,00000001,20.926,EA,34
100,0000000514,00000002,62.511,EA,34
100,0000000515,00000001,39.414,EA,20
100,0000000515,00000002,32.643,EA,18
100,0000000515,00000003,63.188,EA,15
100,0000000516,00000001,40.251,EA,26
100,0000000516,00000002,46.095,EA,10
100,0000000516,00000003,60.64,EA,37
100,0000000516,00000004,72.89,EA,23
100,0000000517,00000001,67.401,EA,11
100,0000000517,00000002,61.461,EA,11
100,0000000518,00000001,79.324,EA,25
100,0000000518,00000002,79.499,EA,27
100,0000000519,00000001,98.692,EA,6
100,0000000519,00000002,19.896,EA,53
100,0000000519,00000003,52.012,EA,54
100,0000000520,00000001,8.123,EA,55
100,0000000520,00000002,30.975,EA,17
100,0000000520,00000003,89.342,EA,4
100,0000000521,00000001,9.31,EA,13
100,0000000521,00000002,39.492,EA,42
100,0000000522,00000001,42.067,EA,18
100,0000000522,00000002,94.788,EA,52
100,0000000522,00000003,90.976,EA,2
100,0000000522,00000004,31.795,EA,16
100,0000000523,00000001,80.363,EA,54
100,0000000523,00000002,76.523,EA,15
100,0000000523,00000003,41.551,EA,47
100,0000000523,00000004,67.648,EA,35
100,0000000524,00000001,9.612,EA,20
100,0000000524,00000002,77.032,EA,10
100,0000000524,00000003,47.525,EA,1
100,0000000525,00000001,76.22,EA,9
100,0000000525,00000002,98.214,EA,58
100,0000000525,00000003,32.804,EA,19
100,0000000526,00000001,57.743,EA,6
100,0000000526,00000002,23.681,EA,54
100,0000000527,00000001,93.217,EA,34
100,0000000527,00000002,19.827,EA,20
100,0000000528,00000001,96.167,EA,56
100,0000000528,00000002,82.991,EA,12
100,0000000529,00000001,45.306,EA,7
100,0000000529,00000002,88.666,EA,6
100,0000000529,00000003,42.704,EA,50
100,0000000530,00000001,40.509,EA,55
100,0000000530,00000002,19.597,EA,4
100,0000000530,00000003,3.232,EA,57
100,0000000530,00000004,73.663,EA,7
100,0000000531,00000001,25.248,EA,50
100,0000000531,00000002,85.309,EA,20
100,0000000532,00000001,88.46,EA,30
100,0000000532,00000002,67.293,EA,4
100,0000000532,00000003,75.816,EA,43
100,0000000532,00000004,47.603,EA,30
100,0000000533,00000001,4.185,EA,54
100,0000000533,00000002,26.843,EA,2
100,0000000534,00000001,58.43,EA,23
100,0000000534,00000002,90.32,EA,18
100,0000000534,00000003,44.191,EA,8
100,0000000534,00000004,19.303,EA,23
100,0000000535,00000001,26.449,EA,18
100,0000000535,00000002,98.592,EA,25
100,0000000535,00000003,39.649,EA,24
100,0000000535,00000004,86.628,EA,31
100,0000000536,00000001,40.232,EA,18
100,0000000536,00000002,98.333,EA,11
100,0000000536,00000003,99.139,EA,28
100,0000000537,00000001,37.262,EA,39
100,0000000537,00000002,48.466,EA,43
100,0000000537,00000003,52.644,EA,21
100,0000000538,00000001,33.671,EA,54
100,0000000538,00000002,37.69,EA,21
100,0000000539,00000001,38.619,EA,13
100,0000000539,00000002,43.92,EA,6
100,0000000539,00000003,23.159,EA,43
100,0000000539,00000004,12.314,EA,23
100,0000000540,00000001,3.297,EA,20
100,0000000540,00000002,83.755,EA,14
100,0000000540,00000003,93.431,EA,14
100,0000000540,00000004,17.602,EA,14
100,0000000541,00000001,92.741,EA,19
100,0000000541,00000002,36.554,EA,24
100,0000000541,00000003,71.929,EA,19
100,0000000541,00000004,64.438,EA,58
100,0000000542,00000001,57.985,EA,36
100,0000000542,00000002,19.569,EA,26
100,0000000542,00000003,90.113,EA,6
100,0000000542,00000004,71.59,EA,49
100,0000000543,00000001,21.951,EA,59
100,0000000543,00000002,33.53,EA,15
100,0000000543,00000003,59.682,EA,16
100,0000000543,00000004,19.09,EA,23
100,0000000544,00000001,12.651,EA,4
100,0000000544,00000002,14.36,EA,27
100,0000000544,00000003,83.262,EA,44
100,0000000544,00000004,78.714,EA,38
100,0000000545,00000001,43.51,EA,50
100,0000000545,00000002,91.454,EA,43
100,0000000545,00000003,43.04,EA,57
100,0000000546,00000001,17.336,EA,20
100,0000000546,00000002,60.26,EA,48
100,0000000547,00000001,37.569,EA,43
100,0000000547,00000002,11.346,EA,55
100,0000000548,00000001,39.622,EA,40
100,0000000548,00000002,90.47,EA,44
100,0000000548,00000003,79.729,EA,59
100,0000000549,00000001,4.877,EA,4
100,0000000549,00000002,58.091,EA,51
100,0000000549,00000003,2.7,EA,18
100,0000000550,00000001,40.299,EA,37
100,0000000550,00000002,4.764,EA,47
100,0000000550,00000003,48.087,EA,26
100,0000000550,00000004,84.119,EA,12
100,0000000551,00000001,98.815,EA,23
100,0000000551,00000002,62.577,EA,44
100,0000000552,00000001,86.018,EA,19
100,0000000552,00000002,85.712,EA,28
100,0000000552,00000003,46.738,EA,26
100,0000000552,00000004,51.015,EA,29
100,0000000553,00000001,18.428,EA,28
100,0000000553,00000002,76.034,EA,36
100,0000000554,00000001,87.205,EA,27
100,0000000554,00000002,27.177,EA,49
100,0000000555,00000001,86.783,EA,4
100,0000000555,00000002,88.9,EA,51
100,0000000556,00000001,18.399,EA,22
100,0000000556,00000002,53.539,EA,55
100,0000000557,00000001,41.092,EA,7
100,0000000557,00000002,32.442,EA,28
100,0000000558,00000001,89.823,EA,24
100,0000000558,00000002,23.115,EA,28
100,0000000559,00000001,85.305,EA,55
100,0000000559,00000002,30.667,EA,56
100,0000000560,00000001,88.691,EA,32
100,0000000560,00000002,22.243,EA,27
100,0000000560,00000003,97.989,EA,59
100,0000000561,00000001,74.231,EA,57
100,0000000561,00000002,6.549,EA,45
100,0000000561,00000003,21.225,EA,17
100,0000000561,00000004,58.946,EA,42
100,0000000562,00000001,57.408,EA,28
100,0000000562,00000002,7.224,EA,49
100,0000000563,00000001,16.786,EA,41
100,0000000563,00000002,74.221,EA,51
100,0000000564,00000001,92.502,EA,32
100,0000000564,00000002,99.4,EA,25
100,0000000564,00000003,35.563,EA,11
100,0000000565,00000001,74.145,EA,51
100,0000000565,00000002,31.424,EA,23
100,0000000565,00000003,30.446,EA,19
100,0000000565,00000004,38.988,EA,12
100,0000000566,00000001,6.554,EA,8
100,0000000566,00000002,42.71,EA,6
100,0000000566,00000003,24.449,EA,52
100,0000000567,00000001,56.636,EA,18
100,0000000567,00000002,91.793,EA,32
100,0000000567,00000003,52.081,EA,42
100,0000000568,00000001,5.76,EA,20
100,0000000568,00000002,89.952,EA,49
100,0000000568,00000003,56.644,EA,3
100,0000000568,00000004,87.385,EA,13
100,0000000569,00000001,41.821,EA,39
100,0000000569,00000002,68.997,EA,13
100,0000000569,00000003,92.055,EA,32
100,0000000570,00000001,99.733,EA,18
100,0000000570,00000002,38.371,EA,35
100,0000000570,00000003,19.36,EA,3
100,0000000571,00000001,28.522,EA,55
100,0000000571,00000002,48.789,EA,57
100,0000000571,00000003,28.829,EA,34
100,0000000572,00000001,37.391,EA,19
100,0000000572,00000002,13.926,EA,45
100,0000000572,00000003,91.801,EA,59
100,0000000572,00000004,34.633,EA,18
100,0000000573,00000001,2.191,EA,34
100,0000000573,00000002,95.939,EA,2
100,0000000574,00000001,52.753,EA,53
100,0000000574,00000002,43.828,EA,13
100,0000000574,00000003,46.934,EA,53
100,0000000575,00000001,1.364,EA,49
100,0000000575,00000002,85.457,EA,12
100,0000000576,00000001,77.177,EA,53
100,0000000576,00000002,4.892,EA,52
100,0000000576,00000003,98.024,EA,15
100,0000000576,00000004,49.673,EA,44
100,0000000577,00000001,8.415,EA,14
100,0000000577,00000002,65.318,EA,4
100,0000000577,00000003,90.515,EA,33
100,0000000577,00000004,80.679,EA,46
100,0000000578,00000001,49.404,EA,10
100,0000000578,00000002,77.854,EA,38
100,0000000578,00000003,24.112,EA,45
100,0000000579,00000001,73.45,EA,18
100,0000000579,00000002,37.519,EA,46
100,0000000579,00000003,45.553,EA,20
100,0000000580,00000001,32.204,EA,32
100,0000000580,00000002,16.833,EA,38
100,0000000580,00000003,75.073,EA,41
100,0000000581,00000001,40.803,EA,31
100,0000000581,00000002,92.778,EA,41
100,0000000582,00000001,82.74,EA,60
100,0000000582,00000002,39.587,EA,48
100,0000000582,00000003,64.603,EA,26
100,0000000582,00000004,95.866,EA,20
100,0000000583,00000001,50.36,EA,22
100,0000000583,00000002,55.881,EA,52
100,0000000583,00000003,72.567,EA,26
100,0000000584,00000001,91.308,EA,2
100,0000000584,00000002,67.428,EA,27
100,0000000584,00000003,75.932,EA,9
100,0000000584,00000004,79.809,EA,38
100,0000000585,00000001,91.373,EA,19
100,0000000585,00000002,42.036,EA,14
100,0000000585,00000003,59.135,EA,30
100,0000000585,00000004,62.047,EA,12
100,0000000586,00000001,55.633,EA,58
100,0000000586,00000002,78.688,EA,30
100,0000000586,00000003,30.359,EA,31
100,0000000587,00000001,93.356,EA,7
100,0000000587,00000002,58.143,EA,33
100,0000000588,00000001,47.899,EA,58
100,0000000588,00000002,55.491,EA,27
100,0000000588,00000003,69.633,EA,21
100,0000000588,00000004,23.367,EA,54
100,0000000589,00000001,35.704,EA,17
100,0000000589,00000002,68.474,EA,14
100,0000000589,00000003,16.257,EA,40
100,0000000590,00000001,63.744,EA,57
100,0000000590,00000002,38.42,EA,3
100,0000000590,00000003,14.027,EA,48
100,0000000591,00000001,64.627,EA,36
100,0000000591,00000002,14.188,EA,7
100,0000000591,00000003,65.411,EA,60
100,0000000592,00000001,58.921,EA,32
100,0000000592,00000002,72.899,EA,46
100,0000000592,00000003,47.381,EA,39
100,0000000592,00000004,77.974,EA,18
100,0000000593,00000001,97.274,EA,57
100,0000000593,00000002,5.738,EA,32
100,0000000593,00000003,12.465,EA,39
100,0000000594,00000001,43.989,EA,54
100,0000000594,00000002,27.731,EA,6
100,0000000595,00000001,59.67,EA,51
100,0000000595,00000002,89.711,EA,48
100,0000000595,00000003,32.061,EA,11
100,0000000596,00000001,33.227,EA,34
100,0000000596,00000002,5.113,EA,37
100,0000000596,00000003,24.55,EA,22
100,0000000597,00000001,98.621,EA,20
100,0000000597,00000002,44.633,EA,55
100,0000000598,00000001,8.496,EA,38
100,0000000598,00000002,94.799,EA,4
100,0000000598,00000003,53.861,EA,50
100,0000000599,00000001,43.063,EA,33
100,0000000599,00000002,20.603,EA,7
100,0000000600,00000001,76.241,EA,35
100,0000000600,00000002,33.394,EA,31
100,0000000601,00000001,58.4,EA,25
100,0000000601,00000002,52.078,EA,53
100,0000000601,00000003,50.735,EA,18
100,0000000601,00000004,44.871,EA,48
100,0000000602,00000001,50.417,EA,42
100,0000000602,00000002,87.454,EA,1
100,0000000603,00000001,83.48,EA,7
100,0000000603,00000002,42.774,EA,29
100,0000000603,00000003,38.754,EA,16
100,0000000604,00000001,3.781,EA,41
100,0000000604,00000002,59.413,EA,20
100,0000000605,00000001,65.511,EA,50
100,0000000605,00000002,73.554,EA,40
100,0000000605,00000003,80.266,EA,35
100,0000000605,00000004,3.476,EA,41
100,0000000606,00000001,26.316,EA,50
100,0000000606,00000002,9.176,EA,6
100,0000000607,00000001,46.675,EA,59
100,0000000607,00000002,1.534,EA,8
100,0000000607,00000003,82.543,EA,9
100,0000000608,00000001,86.709,EA,37
100,0000000608,00000002,66.495,EA,54
100,0000000609,00000001,78.942,EA,31
100,0000000609,00000002,46.324,EA,43
100,0000000610,00000001,60.186,EA,31
100,0000000610,00000002,63.431,EA,16
100,0000000610,00000003,54.512,EA,5
100,0000000611,00000001,48.264,EA,10
100,0000000611,00000002,71.078,EA,2
100,0000000611,00000003,33.481,EA,58
100,0000000611,00000004,54.024,EA,52
100,0000000612,00000001,25.713,EA,57
100,0000000612,00000002,86.648,EA,27
100,0000000613,00000001,97.301,EA,59
100,0000000613,00000002,81.567,EA,31
100,0000000613,00000003,71.531,EA,46
100,0000000613,00000004,17.469,EA,46
100,0000000614,00000001,41.533,EA,41
100,0000000614,00000002,23.788,EA,49
100,0000000615,00000001,41.397,EA,7
100,0000000615,00000002,92.205,EA,13
100,0000000615,00000003,23.22,EA,24
100,0000000615,00000004,87.739,EA,14
100,0000000616,00000001,66.859,EA,8
100,0000000616,00000002,99.665,EA,42
100,0000000617,00000001,54.98,EA,5
100,0000000617,00000002,41.551,EA,45
100,0000000617,00000003,69.014,EA,29
100,0000000617,00000004,21.215,EA,54
100,0000000618,00000001,84.441,EA,24
100,0000000618,00000002,63.665,EA,24
100,0000000618,00000003,62.954,EA,57
100,0000000618,00000004,43.226,EA,27
100,0000000619,00000001,67.535,EA,2
100,0000000619,00000002,14.557,EA,44
100,0000000619,00000003,11.75,EA,35
100,0000000619,00000004,70.75,EA,40
100,0000000620,00000001,25.3,EA,17
100,0000000620,00000002,88.266,EA,36
100,0000000620,00000003,73.43,EA,50
100,0000000621,00000001,39.491,EA,57
100,0000000621,00000002,7.505,EA,16
100,0000000621,00000003,3.558,EA,12
100,0000000622,00000001,13.712,EA,6
100,0000000622,00000002,40.202,EA,15
100,0000000623,00000001,49.722,EA,24
100,0000000623,00000002,15.707,EA,31
100,0000000623,00000003,40.527,EA,59
100,0000000623,00000004,35.503,EA,4
100,0000000624,00000001,65.41,EA,24
100,0000000624,00000002,58.035,EA,6
100,0000000625,00000001,30.37,EA,9
100,0000000625,00000002,96.229,EA,9
100,0000000626,00000001,5.712,EA,19
100,0000000626,00000002,20.376,EA,32
100,0000000626,00000003,27.949,EA,44
100,0000000626,00000004,94.58,EA,6
100,0000000627,00000001,92.995,EA,2
100,0000000627,00000002,62.82,EA,53
100,0000000628,00000001,83.636,EA,36
100,0000000628,00000002,12.016,EA,41
100,0000000628,00000003,83.067,EA,20
100,0000000629,00000001,47.837,EA,22
100,0000000629,00000002,39.495,EA,54
100,0000000629,00000003,41.471,EA,5
100,0000000630,00000001,18.64,EA,3
100,0000000630,00000002,71.466,EA,57
100,0000000630,00000003,9.317,EA,58
100,0000000630,00000004,34.389,EA,3
100,0000000631,00000001,85.074,EA,14
100,0000000631,00000002,53.166,EA,49
100,0000000632,00000001,89.371,EA,1
100,0000000632,00000002,77.244,EA,23
100,0000000632,00000003,88.306,EA,1
100,0000000632,00000004,92.995,EA,3
100,0000000633,00000001,6.208,EA,32
100,0000000633,00000002,64.94,EA,28
100,0000000633,00000003,63.717,EA,49
100,0000000634,00000001,47.764,EA,35
100,0000000634,00000002,6.843,EA,40
100,0000000634,00000003,29.623,EA,2
100,0000000635,00000001,93.18,EA,31
100,0000000635,00000002,49.236,EA,36
100,0000000635,00000003,75.674,EA,54
100,0000000635,00000004,83.777,EA,51
100,0000000636,00000001,60.924,EA,54
100,0000000636,00000002,16.243,EA,51
100,0000000636,00000003,66.585,EA,29
100,0000000636,00000004,80.855,EA,15
100,0000000637,00000001,82.043,EA,25
100,0000000637,00000002,98.132,EA,59
100,0000000637,00000003,54.783,EA,7
100,0000000637,00000004,35.2,EA,48
100,0000000638,00000001,38.484,EA,40
100,0000000638,00000002,89.175,EA,17
100,0000000638,00000003,92.797,EA,21
100,0000000638,00000004,26.424,EA,15
100,0000000639,00000001,18.201,EA,46
100,0000000639,00000002,71.633,EA,5
100,0000000639,00000003,11.45,EA,7
100,0000000639,00000004,13.158,EA,57
100,0000000640,00000001,15.429,EA,38
100,0000000640,00000002,8.831,EA,10
100,0000000640,00000003,36.369,EA,57
100,0000000640,00000004,80.879,EA,46
100,0000000641,00000001,41.75,EA,60
100,0000000641,00000002,55.496,EA,47
100,0000000641,00000003,90.559,EA,48
100,0000000642,00000001,65.57,EA,43
100,0000000642,00000002,36.6,EA,25
100,0000000642,00000003,78.95,EA,22
100,0000000642,00000004,93.429,EA,15
100,0000000643,00000001,89.295,EA,35
100,0000000643,00000002,43.938,EA,27
100,0000000644,00000001,81.219,EA,44
100,0000000644,00000002,36.046,EA,26
100,0000000644,00000003,96.893,EA,19
100,0000000645,00000001,33.95,EA,1
100,0000000645,00000002,84.089,EA,21
100,0000000645,00000003,13.535,EA,59
100,0000000645,00000004,37.354,EA,23
100,0000000646,00000001,11.839,EA,10
100,0000000646,00000002,85.427,EA,59
100,0000000646,00000003,93.423,EA,17
100,0000000647,00000001,29.151,EA,8
100,0000000647,00000002,52.109,EA,43
100,0000000648,00000001,47.527,EA,30
100,0000000648,00000002,12.311,EA,14
100,0000000648,00000003,67.558,EA,14
100,0000000649,00000001,77.831,EA,58
100,0000000649,00000002,72.62,EA,42
100,0000000650,00000001,21.948,EA,28
100,0000000650,00000002,19.771,EA,41
100,0000000650,00000003,37.117,EA,39
100,0000000650,00000004,62.959,EA,52
100,0000000651,00000001,47.595,EA,47
100,0000000651,00000002,92.187,EA,11
100,0000000651,00000003,31.084,EA,60
100,0000000651,00000004,81.375,EA,55
100,0000000652,00000001,63.505,EA,27
100,0000000652,00000002,22.038,EA,57
100,0000000652,00000003,32.724,EA,34
100,0000000653,00000001,26.889,EA,28
100,0000000653,00000002,75.156,EA,32
100,0000000653,00000003,22.699,EA,49
100,0000000653,00000004,37.509,EA,5
100,0000000654,00000001,97.86,EA,53
100,0000000654,00000002,47.469,EA,32
100,0000000655,00000001,71.52,EA,18
100,0000000655,00000002,88.988,EA,19
100,0000000655,00000003,74.679,EA,3
100,0000000656,00000001,96.194,EA,6
100,0000000656,00000002,91.739,EA,18
100,0000000656,00000003,42.628,EA,34
100,0000000657,00000001,49.791,EA,46
100,0000000657,00000002,3.901,EA,9
100,0000000657,00000003,72.427,EA,39
100,0000000658,00000001,4.783,EA,4
100,0000000658,00000002,86.814,EA,1
100,0000000658,00000003,25.128,EA,29
100,0000000658,00000004,10.284,EA,36
100,0000000659,00000001,36.475,EA,43
100,0000000659,00000002,19.832,EA,41
100,0000000659,00000003,7.214,EA,45
100,0000000660,00000001,76.397,EA,8
100,0000000660,00000002,34.139,EA,11
100,0000000661,00000001,45.984,EA,48
100,0000000661,00000002,13.811,EA,30
100,0000000662,00000001,3.772,EA,23
100,0000000662,00000002,58.57,EA,27
100,0000000662,00000003,53.088,EA,5
100,0000000663,00000001,98.203,EA,56
100,0000000663,00000002,98.326,EA,47
100,0000000664,00000001,52.945,EA,3
100,0000000664,00000002,22.717,EA,18
100,0000000664,00000003,84.351,EA,50
100,0000000665,00000001,57.056,EA,42
100,0000000665,00000002,80.991,EA,47
100,0000000665,00000003,85.14,EA,39
100,0000000666,00000001,77.08,EA,39
100,0000000666,00000002,44.174,EA,51
100,0000000667,00000001,10.971,EA,47
100,0000000667,00000002,47.543,EA,3
100,0000000667,00000003,79.844,EA,47
100,0000000667,00000004,20.595,EA,59
100,0000000668,00000001,40.295,EA,17
100,0000000668,00000002,50.035,EA,25
100,0000000669,00000001,74.705,EA,58
100,0000000669,00000002,3.94,EA,59
100,0000000669,00000003,1.953,EA,37
100,0000000670,00000001,50.448,EA,16
100,0000000670,00000002,63.806,EA,11
100,0000000671,00000001,41.519,EA,52
100,0000000671,00000002,97.746,EA,6
100,0000000671,00000003,46.437,EA,45
100,0000000672,00000001,19.623,EA,10
100,0000000672,00000002,21.535,EA,44
100,0000000673,00000001,62.757,EA,17
100,0000000673,00000002,42.514,EA,16
100,0000000674,00000001,52.738,EA,56
100,0000000674,00000002,78.338,EA,59
100,0000000675,00000001,85.171,EA,11
100,0000000675,00000002,30.889,EA,29
100,0000000676,00000001,29.989,EA,27
100,0000000676,00000002,40.608,EA,37
100,0000000677,00000001,7.892,EA,11
100,0000000677,00000002,14.973,EA,30
100,0000000677,00000003,20.173,EA,24
100,0000000677,00000004,94.796,EA,40
100,0000000678,00000001,62.927,EA,21
100,0000000678,00000002,74.581,EA,4
100,0000000678,00000003,65.328,EA,35
100,0000000678,00000004,93.162,EA,7
100,0000000679,00000001,30.277,EA,50
100,0000000679,00000002,21.249,EA,14
100,0000000679,00000003,86.9,EA,51
100,0000000680,00000001,80.151,EA,9
100,0000000680,00000002,97.898,EA,18
100,0000000681,00000001,50.453,EA,3
100,0000000681,00000002,6.376,EA,24
100,0000000682,00000001,17.932,EA,60
100,0000000682,00000002,96.478,EA,58
100,0000000682,00000003,40.078,EA,58
100,0000000682,00000004,18.273,EA,5
100,0000000683,00000001,79.256,EA,22
100,0000000683,00000002,61.984,EA,52
100,0000000684,00000001,38.162,EA,11
100,0000000684,00000002,89.258,EA,59
100,0000000684,00000003,37.094,EA,8
100,0000000684,00000004,61.92,EA,37
100,0000000685,00000001,15.104,EA,24
100,0000000685,00000002,1.763,EA,30
100,0000000685,00000003,72.858,EA,35
100,0000000685,00000004,81.439,EA,20
100,0000000686,00000001,54.298,EA,47
100,0000000686,00000002,64.925,EA,48
100,0000000686,00000003,34.855,EA,15
100,0000000687,00000001,64.58,EA,10
100,0000000687,00000002,44.693,EA,38
100,0000000687,00000003,68.464,EA,18
100,0000000687,00000004,47.875,EA,55
100,0000000688,00000001,94.762,EA,60
100,0000000688,00000002,12.424,EA,21
100,0000000688,00000003,93.038,EA,19
100,0000000689,00000001,18.545,EA,55
100,0000000689,00000002,97.788,EA,2
100,0000000689,00000003,76.576,EA,51
100,0000000689,00000004,98.929,EA,17
100,0000000690,00000001,81.502,EA,5
100,0000000690,00000002,66.018,EA,46
100,0000000691,00000001,97.873,EA,40
100,0000000691,00000002,41.06,EA,39
100,0000000692,00000001,65.479,EA,11
100,0000000692,00000002,16.623,EA,8
100,0000000692,00000003,67.937,EA,5
100,0000000693,00000001,21.344,EA,56
100,0000000693,00000002,59.053,EA,21
100,0000000693,00000003,19.302,EA,6
100,0000000693,00000004,88.998,EA,4
100,0000000694,00000001,15.167,EA,60
100,0000000694,00000002,15.49,EA,39
100,0000000695,00000001,42.574,EA,47
100,0000000695,00000002,93.631,EA,38
100,0000000696,00000001,80.087,EA,35
100,0000000696,00000002,58.613,EA,33
100,0000000696,00000003,63.574,EA,31
100,0000000696,00000004,97.195,EA,60
100,0000000697,00000001,54.715,EA,55
100,0000000697,00000002,50.575,EA,54
100,0000000697,00000003,99.724,EA,21
100,0000000697,00000004,38.433,EA,19
100,0000000698,00000001,50.939,EA,4
100,0000000698,00000002,25.716,EA,31
100,0000000698,00000003,74.269,EA,4
100,0000000699,00000001,99.41,EA,26
100,0000000699,00000002,96.394,EA,55
100,0000000700,00000001,98.393,EA,13
100,0000000700,00000002,70.142,EA,52
100,0000000700,00000003,66.104,EA,29
100,0000000701,00000001,78.359,EA,1
100,0000000701,00000002,21.517,EA,54
100,0000000701,00000003,7.636,EA,23
100,0000000701,00000004,95.149,EA,1
100,0000000702,00000001,53.978,EA,12
100,0000000702,00000002,25.188,EA,3
100,0000000702,00000003,22.137,EA,29
100,0000000702,00000004,12.78,EA,33
100,0000000703,00000001,32.15,EA,53
100,0000000703,00000002,21.059,EA,30
100,0000000703,00000003,30.848,EA,15
100,0000000703,00000004,17.364,EA,51
100,0000000704,00000001,2.664,EA,38
100,0000000704,00000002,95.587,EA,11
100,0000000704,00000003,45.396,EA,60
100,0000000704,00000004,38.268,EA,8
100,0000000705,00000001,32.487,EA,32
100,0000000705,00000002,5.923,EA,28
100,0000000705,00000003,33.173,EA,32
100,0000000706,00000001,17.542,EA,52
100,0000000706,00000002,29.357,EA,54
100,0000000706,00000003,53.69,EA,41
100,0000000707,00000001,1.622,EA,23
100,0000000707,00000002,28.279,EA,9
100,0000000707,00000003,47.326,EA,9
100,0000000707,00000004,17.631,EA,29
100,0000000708,00000001,10.178,EA,41
100,0000000708,00000002,48.083,EA,47
100,0000000709,00000001,79.391,EA,40
100,0000000709,00000002,15.397,EA,34
100,0000000710,00000001,27.3,EA,51
100,0000000710,00000002,58.433,EA,10
100,0000000710,00000003,53.795,EA,54
100,0000000710,00000004,89.951,EA,5
100,0000000711,00000001,95.682,EA,13
100,0000000711,00000002,9.844,EA,9
100,0000000711,00000003,93.95,EA,1
100,0000000712,00000001,26.411,EA,46
100,0000000712,00000002,97.083,EA,57
100,0000000712,00000003,99.099,EA,39
100,0000000713,00000001,97.815,EA,5
100,0000000713,00000002,66.269,EA,10
100,0000000713,00000003,96.462,EA,2
100,0000000714,00000001,96.431,EA,27
100,0000000714,00000002,79.084,EA,16
100,0000000714,00000003,32.041,EA,19
100,0000000715,00000001,31.993,EA,41
100,0000000715,00000002,23.447,EA,31
100,0000000716,00000001,6.25,EA,6
100,0000000716,00000002,57.898,EA,56
100,0000000716,00000003,41.164,EA,60
100,0000000717,00000001,41.619,EA,9
100,0000000717,00000002,10.035,EA,46
100,0000000718,00000001,38.006,EA,37
100,0000000718,00000002,70.672,EA,2
100,0000000718,00000003,54.064,EA,14
100,0000000719,00000001,17.357,EA,41
100,0000000719,00000002,82.815,EA,3
100,0000000719,00000003,96.573,EA,18
100,0000000720,00000001,22.444,EA,21
100,0000000720,00000002,76.19,EA,27
100,0000000720,00000003,9.205,EA,18
100,0000000721,00000001,24.65,EA,28
100,0000000721,00000002,87.938,EA,21
100,0000000721,00000003,15.285,EA,4
