MANDT,VBELV,POSNV,VBELN,POSNN,VBTYP_N,ERDAT
100,0000004670,000010,0080004669,000010,J,20220412
100,0000004671,000010,0080004670,000010,J,20230422
100,0000004672,000010,0080004671,000010,J,20220823
100,0000004673,000010,0080004672,000010,J,20220320
100,0000004674,000010,0080004673,000010,J,20230113
100,0000004675,000010,0080004674,000010,J,20241103
100,0000004676,000010,0080004675,000010,J,20240620
100,0000004677,000010,0080004676,000010,J,20231012
100,0000004678,000010,0080004677,000010,J,20220327
100,0000004679,000010,0080004678,000010,J,20230412
100,0000004680,000010,0080004679,000010,J,20220505
100,0000004681,000010,0080004680,000010,J,20230615
100,0000004682,000010,0080004681,000010,J,20230612
100,0000004683,000010,0080004682,000010,J,20220203
100,0000004684,000010,0080004683,000010,J,20231225
100,0000004685,000010,0080004684,000010,J,20220402
100,0000004686,000010,0080004685,000010,J,20230426
100,0000004687,000010,0080004686,000010,J,20231218
100,0000004688,000010,0080004687,000010,J,20220812
100,0000004689,000010,0080004688,000010,J,20220608
100,0000004690,000010,0080004689,000010,J,20241104
100,0000004691,000010,0080004690,000010,J,20240627
100,0000004692,000010,0080004691,000010,J,20220820
100,0000004693,000010,0080004692,000010,J,20241112
100,0000004694,000010,0080004693,000010,J,20220608
100,0000004695,000010,0080004694,000010,J,20230501
100,0000004696,000010,0080004695,000010,J,20230222
100,0000004697,000010,0080004696,000010,J,20231030
100,0000004698,000010,0080004697,000010,J,20240131
100,0000004699,000010,0080004698,000010,J,20240501
100,0000004700,000010,0080004699,000010,J,20220527
100,0000004701,000010,0080004700,000010,J,20240523
100,0000004702,000010,0080004701,000010,J,20230803
100,0000004703,000010,0080004702,000010,J,20221021
100,0000004704,000010,0080004703,000010,J,20220220
100,0000004705,000010,0080004704,000010,J,20231031
100,0000004706,000010,0080004705,000010,J,20240108
100,0000004707,000010,0080004706,000010,J,20231118
100,0000004708,000010,0080004707,000010,J,20240415
100,0000004709,000010,0080004708,000010,J,20240207
100,0000004710,000010,0080004709,000010,J,20240821
100,0000004711,000010,0080004710,000010,J,20230826
100,0000004712,000010,0080004711,000010,J,20220305
100,0000004713,000010,0080004712,000010,J,20221125
100,0000004714,000010,0080004713,000010,J,20240125
100,0000004715,000010,0080004714,000010,J,20220402
100,0000004716,000010,0080004715,000010,J,20230819
100,0000004717,000010,0080004716,000010,J,20221104
100,0000004718,000010,0080004717,000010,J,20220222
100,0000004719,000010,0080004718,000010,J,20220806
100,0000004720,000010,0080004719,000010,J,20230310
100,0000004721,000010,0080004720,000010,J,20231004
100,0000004722,000010,0080004721,000010,J,20241112
100,0000004723,000010,0080004722,000010,J,20241106
100,0000004724,000010,0080004723,000010,J,20231206
100,0000004725,000010,0080004724,000010,J,20230317
100,0000004726,000010,0080004725,000010,J,20240215
100,0000004727,000010,0080004726,000010,J,20220308
100,0000004728,000010,0080004727,000010,J,20221104
100,0000004729,000010,0080004728,000010,J,20240220
100,0000004730,000010,0080004729,000010,J,20220610
100,0000004731,000010,0080004730,000010,J,20220608
100,0000004732,000010,0080004731,000010,J,20230405
100,0000004733,000010,0080004732,000010,J,20241028
100,0000004734,000010,0080004733,000010,J,20240506
100,0000004735,000010,0080004734,000010,J,20220906
100,0000004736,000010,0080004735,000010,J,20241216
100,0000004737,000010,0080004736,000010,J,20220416
100,0000004738,000010,0080004737,000010,J,20240825
100,0000004739,000010,0080004738,000010,J,20241210
100,0000004740,000010,0080004739,000010,J,20241201
100,0000004741,000010,0080004740,000010,J,20240622
100,0000004742,000010,0080004741,000010,J,20231012
100,0000004743,000010,0080004742,000010,J,20230706
100,0000004744,000010,0080004743,000010,J,20230204
100,0000004745,000010,0080004744,000010,J,20230824
100,0000004746,000010,0080004745,000010,J,20230515
100,0000004747,000010,0080004746,000010,J,20231105
100,0000004748,000010,0080004747,000010,J,20230513
100,0000004749,000010,0080004748,000010,J,20240112
100,0000004750,000010,0080004749,000010,J,20230418
100,0000004751,000010,0080004750,000010,J,20240722
100,0000004752,000010,0080004751,000010,J,20231007
100,0000004753,000010,0080004752,000010,J,20220825
100,0000004754,000010,0080004753,000010,J,20230509
100,0000004755,000010,0080004754,000010,J,20240630
100,0000004756,000010,0080004755,000010,J,20240419
100,0000004757,000010,0080004756,000010,J,20240112
100,0000004758,000010,0080004757,000010,J,20220613
100,0000004759,000010,0080004758,000010,J,20231222
100,0000004760,000010,0080004759,000010,J,20241101
100,0000004761,000010,0080004760,000010,J,20220606
100,0000004762,000010,0080004761,000010,J,20240112
100,0000004763,000010,0080004762,000010,J,20240918
100,0000004764,000010,0080004763,000010,J,20230417
100,0000004765,000010,0080004764,000010,J,20240708
100,0000004766,000010,0080004765,000010,J,20240507
100,0000004767,000010,0080004766,000010,J,20230416
100,0000004768,000010,0080004767,000010,J,20220914
100,0000004769,000010,0080004768,000010,J,20230517
100,0000004770,000010,0080004769,000010,J,20240414
100,0000004771,000010,0080004770,000010,J,20221010
100,0000004772,000010,0080004771,000010,J,20230618
100,0000004773,000010,0080004772,000010,J,20230811
100,0000004774,000010,0080004773,000010,J,20231201
100,0000004775,000010,0080004774,000010,J,20231005
100,0000004776,000010,0080004775,000010,J,20220830
100,0000004777,000010,0080004776,000010,J,20220616
100,0000004778,000010,0080004777,000010,J,20240416
100,0000004779,000010,0080004778,000010,J,20240512
100,0000004780,000010,0080004779,000010,J,20241031
100,0000004781,000010,0080004780,000010,J,20221031
100,0000004782,000010,0080004781,000010,J,20241009
100,0000004783,000010,0080004782,000010,J,20230210
100,0000004784,000010,0080004783,000010,J,20230104
100,0000004785,000010,0080004784,000010,J,20240718
100,0000004786,000010,0080004785,000010,J,20220201
100,0000004787,000010,0080004786,000010,J,20221208
100,0000004788,000010,0080004787,000010,J,20220905
100,0000004789,000010,0080004788,000010,J,20240507
100,0000004790,000010,0080004789,000010,J,20230624
100,0000004791,000010,0080004790,000010,J,20240820
100,0000004792,000010,0080004791,000010,J,20220726
100,0000004793,000010,0080004792,000010,J,20220916
100,0000004794,000010,0080004793,000010,J,20220311
100,0000004795,000010,0080004794,000010,J,20240602
100,0000004796,000010,0080004795,000010,J,20220219
100,0000004797,000010,0080004796,000010,J,20221208
100,0000004798,000010,0080004797,000010,J,20220530
100,0000004799,000010,0080004798,000010,J,20220929
100,0000004800,000010,0080004799,000010,J,20241120
100,0000004801,000010,0080004800,000010,J,20241220
100,0000004802,000010,0080004801,000010,J,20240305
100,0000004803,000010,0080004802,000010,J,20240514
100,0000004804,000010,0080004803,000010,J,20231227
100,0000004805,000010,0080004804,000010,J,20220919
100,0000004806,000010,0080004805,000010,J,20240403
100,0000004807,000010,0080004806,000010,J,20230510
100,0000004808,000010,0080004807,000010,J,20230824
100,0000004809,000010,0080004808,000010,J,20220901
100,0000004810,000010,0080004809,000010,J,20231121
100,0000004811,000010,0080004810,000010,J,20231121
100,0000004812,000010,0080004811,000010,J,20220809
100,0000004813,000010,0080004812,000010,J,20220403
100,0000004814,000010,0080004813,000010,J,20220601
100,0000004815,000010,0080004814,000010,J,20231228
100,0000004816,000010,0080004815,000010,J,20240708
100,0000004817,000010,0080004816,000010,J,20240417
100,0000004818,000010,0080004817,000010,J,20240710
100,0000004819,000010,0080004818,000010,J,20240611
100,0000004820,000010,0080004819,000010,J,20230816
100,0000004821,000010,0080004820,000010,J,20240904
100,0000004822,000010,0080004821,000010,J,20221003
100,0000004823,000010,0080004822,000010,J,20230111
100,0000004824,000010,0080004823,000010,J,20241109
100,0000004825,000010,0080004824,000010,J,20220621
100,0000004826,000010,0080004825,000010,J,20221108
100,0000004827,000010,0080004826,000010,J,20220116
100,0000004828,000010,0080004827,000010,J,20240128
100,0000004829,000010,0080004828,000010,J,20240717
100,0000004830,000010,0080004829,000010,J,20240216
100,0000004831,000010,0080004830,000010,J,20231019
100,0000004832,000010,0080004831,000010,J,20240617
100,0000004833,000010,0080004832,000010,J,20221228
100,0000004834,000010,0080004833,000010,J,20241107
100,0000004835,000010,0080004834,000010,J,20230727
100,0000004836,000010,0080004835,000010,J,20220718
100,0000004837,000010,0080004836,000010,J,20230421
100,0000004838,000010,0080004837,000010,J,20230901
100,0000004839,000010,0080004838,000010,J,20241007
100,0000004840,000010,0080004839,000010,J,20231130
100,0000004841,000010,0080004840,000010,J,20220409
100,0000004842,000010,0080004841,000010,J,20241126
100,0000004843,000010,0080004842,000010,J,20241211
100,0000004844,000010,0080004843,000010,J,20241106
100,0000004845,000010,0080004844,000010,J,20240523
100,0000004846,000010,0080004845,000010,J,20230808
100,0000004847,000010,0080004846,000010,J,20231024
100,0000004848,000010,0080004847,000010,J,20240226
100,0000004849,000010,0080004848,000010,J,20231015
100,0000004850,000010,0080004849,000010,J,20230101
100,0000004851,000010,0080004850,000010,J,20221021
100,0000004852,000010,0080004851,000010,J,20220327
100,0000004853,000010,0080004852,000010,J,20230308
100,0000004854,000010,0080004853,000010,J,20240531
100,0000004855,000010,0080004854,000010,J,20241129
100,0000004856,000010,0080004855,000010,J,20230724
100,0000004857,000010,0080004856,000010,J,20231006
100,0000004858,000010,0080004857,000010,J,20220723
100,0000004859,000010,0080004858,000010,J,20231213
100,0000004860,000010,0080004859,000010,J,20230807
100,0000004861,000010,0080004860,000010,J,20221206
100,0000004862,000010,0080004861,000010,J,20220831
100,0000004863,000010,0080004862,000010,J,20230813
100,0000004864,000010,0080004863,000010,J,20230715
100,0000004865,000010,0080004864,000010,J,20240923
100,0000004866,000010,0080004865,000010,J,20240617
100,0000004867,000010,0080004866,000010,J,20230404
100,0000004868,000010,0080004867,000010,J,20221213
100,0000004869,000010,0080004868,000010,J,20230814
100,0000004870,000010,0080004869,000010,J,20230616
100,0000004871,000010,0080004870,000010,J,20220806
100,0000004872,000010,0080004871,000010,J,20230420
100,0000004873,000010,0080004872,000010,J,20230725
100,0000004874,000010,0080004873,000010,J,20221016
100,0000004875,000010,0080004874,000010,J,20220716
100,0000004876,000010,0080004875,000010,J,20230228
100,0000004877,000010,0080004876,000010,J,20241107
100,0000004878,000010,0080004877,000010,J,20221212
100,0000004879,000010,0080004878,000010,J,20220226
100,0000004880,000010,0080004879,000010,J,20220323
100,0000004881,000010,0080004880,000010,J,20230204
100,0000004882,000010,0080004881,000010,J,20220114
100,0000004883,000010,0080004882,000010,J,20240927
100,0000004884,000010,0080004883,000010,J,20220222
100,0000004885,000010,0080004884,000010,J,20240127
100,0000004886,000010,0080004885,000010,J,20230221
100,0000004887,000010,0080004886,000010,J,20230801
100,0000004888,000010,0080004887,000010,J,20240523
100,0000004889,000010,0080004888,000010,J,20240630
100,0000004890,000010,0080004889,000010,J,20241202
100,0000004891,000010,0080004890,000010,J,20220916
100,0000004892,000010,0080004891,000010,J,20240718
100,0000004893,000010,0080004892,000010,J,20230828
100,0000004894,000010,0080004893,000010,J,20220813
100,0000004895,000010,0080004894,000010,J,20220903
100,0000004896,000010,0080004895,000010,J,20240629
100,0000004897,000010,0080004896,000010,J,20240604
100,0000004898,000010,0080004897,000010,J,20241007
100,0000004899,000010,0080004898,000010,J,20230623
100,0000004900,000010,0080004899,000010,J,20220627
100,0000004901,000010,0080004900,000010,J,20221008
100,0000004902,000010,0080004901,000010,J,20230725
100,0000004903,000010,0080004902,000010,J,20220827
100,0000004904,000010,0080004903,000010,J,20231226
100,0000004905,000010,0080004904,000010,J,20220611
100,0000004906,000010,0080004905,000010,J,20230401
100,0000004907,000010,0080004906,000010,J,20220602
100,0000004908,000010,0080004907,000010,J,20231101
100,0000004909,000010,0080004908,000010,J,20221117
100,0000004910,000010,0080004909,000010,J,20241104
100,0000004911,000010,0080004910,000010,J,20231118
100,0000004912,000010,0080004911,000010,J,20230720
100,0000004913,000010,0080004912,000010,J,20240717
100,0000004914,000010,0080004913,000010,J,20241116
100,0000004915,000010,0080004914,000010,J,20220601
100,0000004916,000010,0080004915,000010,J,20231007
100,0000004917,000010,0080004916,000010,J,20220320
100,0000004918,000010,0080004917,000010,J,20240606
100,0000004919,000010,0080004918,000010,J,20220725
100,0000004920,000010,0080004919,000010,J,20241203
100,0000004921,000010,0080004920,000010,J,20231013
100,0000004922,000010,0080004921,000010,J,20230125
100,0000004923,000010,0080004922,000010,J,20220314
100,0000004924,000010,0080004923,000010,J,20220117
100,0000004925,000010,0080004924,000010,J,20230519
100,0000004926,000010,0080004925,000010,J,20221008
100,0000004927,000010,0080004926,000010,J,20240210
100,0000004928,000010,0080004927,000010,J,20230327
100,0000004929,000010,0080004928,000010,J,20230205
100,0000004930,000010,0080004929,000010,J,20230628
100,0000004931,000010,0080004930,000010,J,20240820
100,0000004932,000010,0080004931,000010,J,20221107
100,0000004933,000010,0080004932,000010,J,20240919
100,0000004934,000010,0080004933,000010,J,20230119
100,0000004935,000010,0080004934,000010,J,20241014
100,0000004936,000010,0080004935,000010,J,20230802
100,0000004937,000010,0080004936,000010,J,20220927
100,0000004938,000010,0080004937,000010,J,20230211
100,0000004939,000010,0080004938,000010,J,20220701
100,0000004940,000010,0080004939,000010,J,20241123
100,0000004941,000010,0080004940,000010,J,20230315
100,0000004942,000010,0080004941,000010,J,20220107
100,0000004943,000010,0080004942,000010,J,20240608
100,0000004944,000010,0080004943,000010,J,20220518
100,0000004945,000010,0080004944,000010,J,20241001
100,0000004946,000010,0080004945,000010,J,20230304
100,0000004947,000010,0080004946,000010,J,20221231
100,0000004948,000010,0080004947,000010,J,20220321
100,0000004949,000010,0080004948,000010,J,20240506
100,0000004950,000010,0080004949,000010,J,20230623
100,0000004951,000010,0080004950,000010,J,20240218
100,0000004952,000010,0080004951,000010,J,20230426
100,0000004953,000010,0080004952,000010,J,20231216
100,0000004954,000010,0080004953,000010,J,20240918
100,0000004955,000010,0080004954,000010,J,20241222
100,0000004956,000010,0080004955,000010,J,20230104
100,0000004957,000010,0080004956,000010,J,20230907
100,0000004958,000010,0080004957,000010,J,20230420
100,0000004959,000010,0080004958,000010,J,20230822
100,0000004960,000010,0080004959,000010,J,20240920
100,0000004961,000010,0080004960,000010,J,20240930
100,0000004962,000010,0080004961,000010,J,20240314
100,0000004963,000010,0080004962,000010,J,20240102
100,0000004964,000010,0080004963,000010,J,20240912
100,0000004965,000010,0080004964,000010,J,20230829
100,0000004966,000010,0080004965,000010,J,20220717
100,0000004967,000010,0080004966,000010,J,20230325
100,0000004968,000010,0080004967,000010,J,20220819
100,0000004969,000010,0080004968,000010,J,20230812
100,0000004970,000010,0080004969,000010,J,20240509
100,0000004971,000010,0080004970,000010,J,20240704
100,0000004972,000010,0080004971,000010,J,20231029
100,0000004973,000010,0080004972,000010,J,20230522
100,0000004974,000010,0080004973,000010,J,20240520
100,0000004975,000010,0080004974,000010,J,20220826
100,0000004976,000010,0080004975,000010,J,20221227
100,0000004977,000010,0080004976,000010,J,20240809
100,0000004978,000010,0080004977,000010,J,20231016
100,0000004979,000010,0080004978,000010,J,20220821
100,0000004980,000010,0080004979,000010,J,20231213
100,0000004981,000010,0080004980,000010,J,20240326
100,0000004982,000010,0080004981,000010,J,20220920
100,0000004983,000010,0080004982,000010,J,20240917
100,0000004984,000010,0080004983,000010,J,20240928
100,0000004985,000010,0080004984,000010,J,20240423
100,0000004986,000010,0080004985,000010,J,20230426
100,0000004987,000010,0080004986,000010,J,20220301
100,0000004988,000010,0080004987,000010,J,20230819
100,0000004989,000010,0080004988,000010,J,20230703
100,0000004990,000010,0080004989,000010,J,20241105
100,0000004991,000010,0080004990,000010,J,20230317
100,0000004992,000010,0080004991,000010,J,20240417
100,0000004993,000010,0080004992,000010,J,20220505
100,0000004994,000010,0080004993,000010,J,20231024
100,0000004995,000010,0080004994,000010,J,20230620
100,0000004996,000010,0080004995,000010,J,20231013
100,0000004997,000010,0080004996,000010,J,20240422
100,0000004998,000010,0080004997,000010,J,20240312
100,0000004999,000010,0080004998,000010,J,20240624
100,0000005000,000010,0080004999,000010,J,20240520
100,0000005001,000010,0080005000,000010,J,20240327
100,0000005002,000010,0080005001,000010,J,20230618
100,0000005003,000010,0080005002,000010,J,20220422
100,0000005004,000010,0080005003,000010,J,20230704
100,0000005005,000010,0080005004,000010,J,20240921
100,0000005006,000010,0080005005,000010,J,20230325
100,0000005007,000010,0080005006,000010,J,20231127
100,0000005008,000010,0080005007,000010,J,20220404
100,0000005009,000010,0080005008,000010,J,20230924
100,0000005010,000010,0080005009,000010,J,20240705
100,0000005011,000010,0080005010,000010,J,20240419
100,0000005012,000010,0080005011,000010,J,20230330
100,0000005013,000010,0080005012,000010,J,20221208
100,0000005014,000010,0080005013,000010,J,20230227
100,0000005015,000010,0080005014,000010,J,20220814
100,0000005016,000010,0080005015,000010,J,20231107
100,0000005017,000010,0080005016,000010,J,20220922
100,0000005018,000010,0080005017,000010,J,20220210
100,0000005019,000010,0080005018,000010,J,20220213
100,0000005020,000010,0080005019,000010,J,20240216
100,0000005021,000010,0080005020,000010,J,20220704
100,0000005022,000010,0080005021,000010,J,20231114
100,0000005023,000010,0080005022,000010,J,20231224
100,0000005024,000010,0080005023,000010,J,20220510
100,0000005025,000010,0080005024,000010,J,20220411
100,0000005026,000010,0080005025,000010,J,20241128
100,0000005027,000010,0080005026,000010,J,20230308
100,0000005028,000010,0080005027,000010,J,20240112
100,0000005029,000010,0080005028,000010,J,20230211
100,0000005030,000010,0080005029,000010,J,20221118
100,0000005031,000010,0080005030,000010,J,20240321
100,0000005032,000010,0080005031,000010,J,20230415
100,0000005033,000010,0080005032,000010,J,20230818
100,0000005034,000010,0080005033,000010,J,20221127
100,0000005035,000010,0080005034,000010,J,20240205
100,0000005036,000010,0080005035,000010,J,20231110
100,0000005037,000010,0080005036,000010,J,20240426
100,0000005038,000010,0080005037,000010,J,20230318
100,0000005039,000010,0080005038,000010,J,20230525
100,0000005040,000010,0080005039,000010,J,20220128
100,0000005041,000010,0080005040,000010,J,20220315
100,0000005042,000010,0080005041,000010,J,20220211
100,0000005043,000010,0080005042,000010,J,20241214
100,0000005044,000010,0080005043,000010,J,20220729
100,0000005045,000010,0080005044,000010,J,20241024
100,0000005046,000010,0080005045,000010,J,20240325
100,0000005047,000010,0080005046,000010,J,20240920
100,0000005048,000010,0080005047,000010,J,20220328
100,0000005049,000010,0080005048,000010,J,20221118
100,0000005050,000010,0080005049,000010,J,20230803
100,0000005051,000010,0080005050,000010,J,20230910
100,0000005052,000010,0080005051,000010,J,20220219
100,0000005053,000010,0080005052,000010,J,20230417
100,0000005054,000010,0080005053,000010,J,20230522
100,0000005055,000010,0080005054,000010,J,20220311
100,0000005056,000010,0080005055,000010,J,20230712
100,0000005057,000010,0080005056,000010,J,20220911
100,0000005058,000010,0080005057,000010,J,20240213
100,0000005059,000010,0080005058,000010,J,20240331
100,0000005060,000010,0080005059,000010,J,20220926
100,0000005061,000010,0080005060,000010,J,20230707
100,0000005062,000010,0080005061,000010,J,20220623
100,0000005063,000010,0080005062,000010,J,20220606
100,0000005064,000010,0080005063,000010,J,20220601
100,0000005065,000010,0080005064,000010,J,20241030
100,0000005066,000010,0080005065,000010,J,20240430
100,0000005067,000010,0080005066,000010,J,20220211
100,0000005068,000010,0080005067,000010,J,20220131
100,0000005069,000010,0080005068,000010,J,20221107
100,0000005070,000010,0080005069,000010,J,20220715
100,0000005071,000010,0080005070,000010,J,20240312
100,0000005072,000010,0080005071,000010,J,20230202
100,0000005073,000010,0080005072,000010,J,20231002
100,0000005074,000010,0080005073,000010,J,20231025
100,0000005075,000010,0080005074,000010,J,20240520
100,0000005076,000010,0080005075,000010,J,20241115
100,0000005077,000010,0080005076,000010,J,20220217
100,0000005078,000010,0080005077,000010,J,20230911
100,0000005079,000010,0080005078,000010,J,20230716
100,0000005080,000010,0080005079,000010,J,20240728
100,0000005081,000010,0080005080,000010,J,20230220
100,0000005082,000010,0080005081,000010,J,20220724
100,0000005083,000010,0080005082,000010,J,20230626
100,0000005084,000010,0080005083,000010,J,20240823
100,0000005085,000010,0080005084,000010,J,20240211
100,0000005086,000010,0080005085,000010,J,20230820
100,0000005087,000010,0080005086,000010,J,20240529
100,0000005088,000010,0080005087,000010,J,20220710
100,0000005089,000010,0080005088,000010,J,20230401
100,0000005090,000010,0080005089,000010,J,20240412
100,0000005091,000010,0080005090,000010,J,20230725
100,0000005092,000010,0080005091,000010,J,20240916
100,0000005093,000010,0080005092,000010,J,20230806
100,0000005094,000010,0080005093,000010,J,20241228
100,0000005095,000010,0080005094,000010,J,20241103
100,0000005096,000010,0080005095,000010,J,20230516
100,0000005097,000010,0080005096,000010,J,20240223
100,0000005098,000010,0080005097,000010,J,20220205
100,0000005099,000010,0080005098,000010,J,20241014
100,0000005100,000010,0080005099,000010,J,20240317
100,0000005101,000010,0080005100,000010,J,20240203
100,0000005102,000010,0080005101,000010,J,20220810
100,0000005103,000010,0080005102,000010,J,20240715
100,0000005104,000010,0080005103,000010,J,20230404
100,0000005105,000010,0080005104,000010,J,20220220
100,0000005106,000010,0080005105,000010,J,20240324
100,0000005107,000010,0080005106,000010,J,20230421
100,0000005108,000010,0080005107,000010,J,20240704
100,0000005109,000010,0080005108,000010,J,20240128
100,0000005110,000010,0080005109,000010,J,20240903
100,0000005111,000010,0080005110,000010,J,20220812
100,0000005112,000010,0080005111,000010,J,20230929
100,0000005113,000010,0080005112,000010,J,20231112
100,0000005114,000010,0080005113,000010,J,20221022
100,0000005115,000010,0080005114,000010,J,20220621
100,0000005116,000010,0080005115,000010,J,20220715
100,0000005117,000010,0080005116,000010,J,20221213
100,0000005118,000010,0080005117,000010,J,20230302
100,0000005119,000010,0080005118,000010,J,20240930
100,0000005120,000010,0080005119,000010,J,20230527
100,0000005121,000010,0080005120,000010,J,20220621
100,0000005122,000010,0080005121,000010,J,20221017
100,0000005123,000010,0080005122,000010,J,20240405
100,0000005124,000010,0080005123,000010,J,20240827
100,0000005125,000010,0080005124,000010,J,20241207
100,0000005126,000010,0080005125,000010,J,20230422
100,0000005127,000010,0080005126,000010,J,20220501
100,0000005128,000010,0080005127,000010,J,20241007
100,0000005129,000010,0080005128,000010,J,20230601
100,0000005130,000010,0080005129,000010,J,20240423
100,0000005131,000010,0080005130,000010,J,20230930
100,0000005132,000010,0080005131,000010,J,20231123
100,0000005133,000010,0080005132,000010,J,20221105
100,0000005134,000010,0080005133,000010,J,20220316
100,0000005135,000010,0080005134,000010,J,20231021
100,0000005136,000010,0080005135,000010,J,20240412
100,0000005137,000010,0080005136,000010,J,20220112
100,0000005138,000010,0080005137,000010,J,20230704
100,0000005139,000010,0080005138,000010,J,20230305
100,0000005140,000010,0080005139,000010,J,20240927
100,0000005141,000010,0080005140,000010,J,20241020
100,0000005142,000010,0080005141,000010,J,20231004
100,0000005143,000010,0080005142,000010,J,20230428
100,0000005144,000010,0080005143,000010,J,20231022
100,0000005145,000010,0080005144,000010,J,20240802
100,0000005146,000010,0080005145,000010,J,20240916
100,0000005147,000010,0080005146,000010,J,20241119
100,0000005148,000010,0080005147,000010,J,20220616
100,0000005149,000010,0080005148,000010,J,20220804
100,0000005150,000010,0080005149,000010,J,20240521
100,0000005151,000010,0080005150,000010,J,20220608
100,0000005152,000010,0080005151,000010,J,20240209
100,0000005153,000010,0080005152,000010,J,20220918
100,0000005154,000010,0080005153,000010,J,20220128
100,0000005155,000010,0080005154,000010,J,20221128
100,0000005156,000010,0080005155,000010,J,20241130
100,0000005157,000010,0080005156,000010,J,20220906
100,0000005158,000010,0080005157,000010,J,20221207
100,0000005159,000010,0080005158,000010,J,20230209
100,0000005160,000010,0080005159,000010,J,20240615
100,0000005161,000010,0080005160,000010,J,20220821
100,0000005162,000010,0080005161,000010,J,20220321
100,0000005163,000010,0080005162,000010,J,20240518
100,0000005164,000010,0080005163,000010,J,20241011
100,0000005165,000010,0080005164,000010,J,20221216
100,0000005166,000010,0080005165,000010,J,20241210
100,0000005167,000010,0080005166,000010,J,20240924
100,0000005168,000010,0080005167,000010,J,20221014
100,0000005169,000010,0080005168,000010,J,20240506
100,0000005170,000010,0080005169,000010,J,20240328
100,0000005171,000010,0080005170,000010,J,20220119
100,0000005172,000010,0080005171,000010,J,20230831
100,0000005173,000010,0080005172,000010,J,20220829
100,0000005174,000010,0080005173,000010,J,20240610
100,0000005175,000010,0080005174,000010,J,20230826
100,0000005176,000010,0080005175,000010,J,20230710
100,0000005177,000010,0080005176,000010,J,20241206
100,0000005178,000010,0080005177,000010,J,20231023
100,0000005179,000010,0080005178,000010,J,20240201
100,0000005180,000010,0080005179,000010,J,20221206
100,0000005181,000010,0080005180,000010,J,20221017
100,0000005182,000010,0080005181,000010,J,20230818
100,0000005183,000010,0080005182,000010,J,20241207
100,0000005184,000010,0080005183,000010,J,20230223
100,0000005185,000010,0080005184,000010,J,20240131
100,0000005186,000010,0080005185,000010,J,20241129
100,0000005187,000010,0080005186,000010,J,20230530
100,0000005188,000010,0080005187,000010,J,20240824
100,0000005189,000010,0080005188,000010,J,20240805
100,0000005190,000010,0080005189,000010,J,20230308
100,0000005191,000010,0080005190,000010,J,20231108
100,0000005192,000010,0080005191,000010,J,20221005
100,0000005193,000010,0080005192,000010,J,20221203
100,0000005194,000010,0080005193,000010,J,20241209
100,0000005195,000010,0080005194,000010,J,20240828
100,0000005196,000010,0080005195,000010,J,20220121
100,0000005197,000010,0080005196,000010,J,20231013
100,0000005198,000010,0080005197,000010,J,20240502
100,0000005199,000010,0080005198,000010,J,20230103
100,0000005200,000010,0080005199,000010,J,20221104
100,0000005201,000010,0080005200,000010,J,20240821
100,0000005202,000010,0080005201,000010,J,20220518
100,0000005203,000010,0080005202,000010,J,20220112
100,0000005204,000010,0080005203,000010,J,20231001
100,0000005205,000010,0080005204,000010,J,20230120
100,0000005206,000010,0080005205,000010,J,20230213
100,0000005207,000010,0080005206,000010,J,20220712
100,0000005208,000010,0080005207,000010,J,20240728
100,0000005209,000010,0080005208,000010,J,20231109
100,0000005210,000010,0080005209,000010,J,20220713
100,0000005211,000010,0080005210,000010,J,20220506
100,0000005212,000010,0080005211,000010,J,20240817
100,0000005213,000010,0080005212,000010,J,20221117
100,0000005214,000010,0080005213,000010,J,20220517
100,0000005215,000010,0080005214,000010,J,20231219
100,0000005216,000010,0080005215,000010,J,20230408
100,0000005217,000010,0080005216,000010,J,20231208
100,0000005218,000010,0080005217,000010,J,20220129
100,0000005219,000010,0080005218,000010,J,20230130
100,0000005220,000010,0080005219,000010,J,20230717
100,0000005221,000010,0080005220,000010,J,20230806
100,0000005222,000010,0080005221,000010,J,20240522
100,0000005223,000010,0080005222,000010,J,20230919
100,0000005224,000010,0080005223,000010,J,20240123
100,0000005225,000010,0080005224,000010,J,20240405
100,0000005226,000010,0080005225,000010,J,20230606
100,0000005227,000010,0080005226,000010,J,20230219
100,0000005228,000010,0080005227,000010,J,20220608
100,0000005229,000010,0080005228,000010,J,20221109
100,0000005230,000010,0080005229,000010,J,20220730
100,0000005231,000010,0080005230,000010,J,20230320
100,0000005232,000010,0080005231,000010,J,20230728
100,0000005233,000010,0080005232,000010,J,20230101
100,0000005234,000010,0080005233,000010,J,20230623
100,0000005235,000010,0080005234,000010,J,20220729
100,0000005236,000010,0080005235,000010,J,20220917
100,0000005237,000010,0080005236,000010,J,20241205
100,0000005238,000010,0080005237,000010,J,20240224
100,0000005239,000010,0080005238,000010,J,20231108
100,0000005240,000010,0080005239,000010,J,20230722
100,0000005241,000010,0080005240,000010,J,20240827
100,0000005242,000010,0080005241,000010,J,20230305
100,0000005243,000010,0080005242,000010,J,20221211
100,0000005244,000010,0080005243,000010,J,20220106
100,0000005245,000010,0080005244,000010,J,20230420
100,0000005246,000010,0080005245,000010,J,20230320
100,0000005247,000010,0080005246,000010,J,20220707
100,0000005248,000010,0080005247,000010,J,20221028
100,0000005249,000010,0080005248,000010,J,20221021
100,0000005250,000010,0080005249,000010,J,20221204
