MANDT,VBELN,GBSTK,LFSTK
100,0000003298,C,C
100,0000003299,C,C
100,0000003300,C,C
100,0000003301,C,C
100,0000003302,C,C
100,0000003303,C,C
100,0000003304,C,C
100,0000003305,C,C
100,0000003306,C,C
100,0000003307,C,C
100,0000003308,C,C
100,0000003309,C,C
100,0000003310,C,C
100,0000003311,C,C
100,0000003312,C,C
100,0000003313,C,C
100,0000003314,C,C
100,0000003315,C,C
100,0000003316,C,C
100,0000003317,C,C
100,0000003318,C,C
100,0000003319,C,C
100,0000003320,C,C
100,0000003321,C,C
100,0000003322,C,C
100,0000003323,C,C
100,0000003324,C,C
100,0000003325,C,C
100,0000003326,C,C
100,0000003327,C,C
100,0000003328,C,C
100,0000003329,C,C
100,0000003330,C,C
100,0000003331,C,C
100,0000003332,C,C
100,0000003333,C,C
100,0000003334,C,C
100,0000003335,C,C
100,0000003336,C,C
100,0000003337,C,C
100,0000003338,C,C
100,0000003339,C,C
100,0000003340,C,C
100,0000003341,C,C
100,0000003342,C,C
100,0000003343,C,C
100,0000003344,C,C
100,0000003345,C,C
100,0000003346,C,C
100,0000003347,C,C
100,0000003348,C,C
100,0000003349,C,C
100,0000003350,C,C
100,0000003351,C,C
100,0000003352,C,C
100,0000003353,C,C
100,0000003354,C,C
100,0000003355,C,C
100,0000003356,C,C
100,0000003357,C,C
100,0000003358,C,C
100,0000003359,C,C
100,0000003360,C,C
100,0000003361,C,C
100,0000003362,C,C
100,0000003363,C,C
100,0000003364,C,C
100,0000003365,C,C
100,0000003366,C,C
100,0000003367,C,C
100,0000003368,C,C
100,0000003369,C,C
100,0000003370,C,C
100,0000003371,C,C
100,0000003372,C,C
100,0000003373,C,C
100,0000003374,C,C
100,0000003375,C,C
100,0000003376,C,C
100,0000003377,C,C
100,0000003378,C,C
100,0000003379,C,C
100,0000003380,C,C
100,0000003381,C,C
100,0000003382,C,C
100,0000003383,C,C
100,0000003384,C,C
100,0000003385,C,C
100,0000003386,C,C
100,0000003387,C,C
100,0000003388,C,C
100,0000003389,C,C
100,0000003390,C,C
100,0000003391,C,C
100,0000003392,C,C
100,0000003393,C,C
100,0000003394,C,C
100,0000003395,C,C
100,0000003396,C,C
100,0000003397,C,C
100,0000003398,C,C
100,0000003399,C,C
100,0000003400,C,C
100,0000003401,C,C
100,0000003402,C,C
100,0000003403,C,C
100,0000003404,C,C
100,0000003405,C,C
100,0000003406,C,C
100,0000003407,C,C
100,0000003408,C,C
100,0000003409,C,C
100,0000003410,C,C
100,0000003411,C,C
100,0000003412,C,C
100,0000003413,C,C
100,0000003414,C,C
100,0000003415,C,C
100,0000003416,C,C
100,0000003417,C,C
100,0000003418,C,C
100,0000003419,C,C
100,0000003420,C,C
100,0000003421,C,C
100,0000003422,C,C
100,0000003423,C,C
100,0000003424,C,C
100,0000003425,C,C
100,0000003426,C,C
100,0000003427,C,C
100,0000003428,C,C
100,0000003429,C,C
100,0000003430,C,C
100,0000003431,C,C
100,0000003432,C,C
100,0000003433,C,C
100,0000003434,C,C
100,0000003435,C,C
100,0000003436,C,C
100,0000003437,C,C
100,0000003438,C,C
100,0000003439,C,C
100,0000003440,C,C
100,0000003441,C,C
100,0000003442,C,C
100,0000003443,C,C
100,0000003444,C,C
100,0000003445,C,C
100,0000003446,C,C
100,0000003447,C,C
100,0000003448,C,C
100,0000003449,C,C
100,0000003450,C,C
100,0000003451,C,C
100,0000003452,C,C
100,0000003453,C,C
100,0000003454,C,C
100,0000003455,C,C
100,0000003456,C,C
100,0000003457,C,C
100,0000003458,C,C
100,0000003459,C,C
100,0000003460,C,C
100,0000003461,C,C
100,0000003462,C,C
100,0000003463,C,C
100,0000003464,C,C
100,0000003465,C,C
100,0000003466,C,C
100,0000003467,C,C
100,0000003468,C,C
100,0000003469,C,C
100,0000003470,C,C
100,0000003471,C,C
100,0000003472,C,C
100,0000003473,C,C
100,0000003474,C,C
100,0000003475,C,C
100,0000003476,C,C
100,0000003477,C,C
100,0000003478,C,C
100,0000003479,C,C
100,0000003480,C,C
100,0000003481,C,C
100,0000003482,C,C
100,0000003483,C,C
100,0000003484,C,C
100,0000003485,C,C
100,0000003486,C,C
100,0000003487,C,C
100,0000003488,C,C
100,0000003489,C,C
100,0000003490,C,C
100,0000003491,C,C
100,0000003492,C,C
100,0000003493,C,C
100,0000003494,C,C
100,0000003495,C,C
100,0000003496,C,C
100,0000003497,C,C
100,0000003498,C,C
100,0000003499,C,C
100,0000003500,C,C
100,0000003501,C,C
100,0000003502,C,C
100,0000003503,C,C
100,0000003504,C,C
100,0000003505,C,C
100,0000003506,C,C
100,0000003507,C,C
100,0000003508,C,C
100,0000003509,C,C
100,0000003510,C,C
100,0000003511,C,C
100,0000003512,C,C
100,0000003513,C,C
100,0000003514,C,C
100,0000003515,C,C
100,0000003516,C,C
100,0000003517,C,C
100,0000003518,C,C
100,0000003519,C,C
100,0000003520,C,C
100,0000003521,C,C
100,0000003522,C,C
100,0000003523,C,C
100,0000003524,C,C
100,0000003525,C,C
100,0000003526,C,C
100,0000003527,C,C
100,0000003528,C,C
100,0000003529,C,C
100,0000003530,C,C
100,0000003531,C,C
100,0000003532,C,C
100,0000003533,C,C
100,0000003534,C,C
100,0000003535,C,C
100,0000003536,C,C
100,0000003537,C,C
100,0000003538,C,C
100,0000003539,C,C
100,0000003540,C,C
100,0000003541,C,C
100,0000003542,C,C
100,0000003543,C,C
100,0000003544,C,C
100,0000003545,C,C
100,0000003546,C,C
100,0000003547,C,C
100,0000003548,C,C
100,0000003549,C,C
100,0000003550,C,C
100,0000003551,C,C
100,0000003552,C,C
100,0000003553,C,C
100,0000003554,C,C
100,0000003555,C,C
100,0000003556,C,C
100,0000003557,C,C
100,0000003558,C,C
100,0000003559,C,C
100,0000003560,C,C
100,0000003561,C,C
100,0000003562,C,C
100,0000003563,C,C
100,0000003564,C,C
100,0000003565,C,C
100,0000003566,C,C
100,0000003567,C,C
100,0000003568,C,C
100,0000003569,C,C
100,0000003570,C,C
100,0000003571,C,C
100,0000003572,C,C
100,0000003573,C,C
100,0000003574,C,C
100,0000003575,C,C
100,0000003576,C,C
100,0000003577,C,C
100,0000003578,C,C
100,0000003579,C,C
100,0000003580,C,C
100,0000003581,C,C
100,0000003582,C,C
100,0000003583,C,C
100,0000003584,C,C
100,0000003585,C,C
100,0000003586,C,C
100,0000003587,C,C
100,0000003588,C,C
100,0000003589,C,C
100,0000003590,C,C
100,0000003591,C,C
100,0000003592,C,C
100,0000003593,C,C
100,0000003594,C,C
100,0000003595,C,C
100,0000003596,C,C
100,0000003597,C,C
100,0000003598,C,C
100,0000003599,C,C
100,0000003600,C,C
100,0000003601,C,C
100,0000003602,C,C
100,0000003603,C,C
100,0000003604,C,C
100,0000003605,C,C
100,0000003606,C,C
100,0000003607,C,C
100,0000003608,C,C
100,0000003609,C,C
100,0000003610,C,C
100,0000003611,C,C
100,0000003612,C,C
100,0000003613,C,C
100,0000003614,C,C
100,0000003615,C,C
100,0000003616,C,C
100,0000003617,C,C
100,0000003618,C,C
100,0000003619,C,C
100,0000003620,C,C
100,0000003621,C,C
100,0000003622,C,C
100,0000003623,C,C
100,0000003624,C,C
100,0000003625,C,C
100,0000003626,C,C
100,0000003627,C,C
100,0000003628,C,C
100,0000003629,C,C
100,0000003630,C,C
100,0000003631,C,C
100,0000003632,C,C
100,0000003633,C,C
100,0000003634,C,C
100,0000003635,C,C
100,0000003636,C,C
100,0000003637,C,C
100,0000003638,C,C
100,0000003639,C,C
100,0000003640,C,C
100,0000003641,C,C
100,0000003642,C,C
100,0000003643,C,C
100,0000003644,C,C
100,0000003645,C,C
100,0000003646,C,C
100,0000003647,C,C
100,0000003648,C,C
100,0000003649,C,C
100,0000003650,C,C
100,0000003651,C,C
100,0000003652,C,C
100,0000003653,C,C
100,0000003654,C,C
100,0000003655,C,C
100,0000003656,C,C
100,0000003657,C,C
100,0000003658,C,C
100,0000003659,C,C
100,0000003660,C,C
100,0000003661,C,C
100,0000003662,C,C
100,0000003663,C,C
100,0000003664,C,C
100,0000003665,C,C
100,0000003666,C,C
100,0000003667,C,C
100,0000003668,C,C
100,0000003669,C,C
100,0000003670,C,C
100,0000003671,C,C
100,0000003672,C,C
100,0000003673,C,C
100,0000003674,C,C
100,0000003675,C,C
100,0000003676,C,C
100,0000003677,C,C
100,0000003678,C,C
100,0000003679,C,C
100,0000003680,C,C
100,0000003681,C,C
100,0000003682,C,C
100,0000003683,C,C
100,0000003684,C,C
100,0000003685,C,C
100,0000003686,C,C
100,0000003687,C,C
100,0000003688,C,C
100,0000003689,C,C
100,0000003690,C,C
100,0000003691,C,C
100,0000003692,C,C
100,0000003693,C,C
100,0000003694,C,C
100,0000003695,C,C
100,0000003696,C,C
100,0000003697,C,C
100,0000003698,C,C
100,0000003699,C,C
100,0000003700,C,C
100,0000003701,C,C
100,0000003702,C,C
100,0000003703,C,C
100,0000003704,C,C
100,0000003705,C,C
100,0000003706,C,C
100,0000003707,C,C
100,0000003708,C,C
100,0000003709,C,C
100,0000003710,C,C
100,0000003711,C,C
100,0000003712,C,C
100,0000003713,C,C
100,0000003714,C,C
100,0000003715,C,C
100,0000003716,C,C
100,0000003717,C,C
100,0000003718,C,C
100,0000003719,C,C
100,0000003720,C,C
100,0000003721,C,C
100,0000003722,C,C
100,0000003723,C,C
100,0000003724,C,C
100,0000003725,C,C
100,0000003726,C,C
100,0000003727,C,C
100,0000003728,C,C
100,0000003729,C,C
100,0000003730,C,C
100,0000003731,C,C
100,0000003732,C,C
100,0000003733,C,C
100,0000003734,C,C
100,0000003735,C,C
100,0000003736,C,C
100,0000003737,C,C
100,0000003738,C,C
100,0000003739,C,C
100,0000003740,C,C
100,0000003741,C,C
100,0000003742,C,C
100,0000003743,C,C
100,0000003744,C,C
100,0000003745,C,C
100,0000003746,C,C
100,0000003747,C,C
100,0000003748,C,C
100,0000003749,C,C
100,0000003750,C,C
100,0000003751,C,C
100,0000003752,C,C
100,0000003753,C,C
100,0000003754,C,C
100,0000003755,C,C
100,0000003756,C,C
100,0000003757,C,C
100,0000003758,C,C
100,0000003759,C,C
100,0000003760,C,C
100,0000003761,C,C
100,0000003762,C,C
100,0000003763,C,C
100,0000003764,C,C
100,0000003765,C,C
100,0000003766,C,C
100,0000003767,C,C
100,0000003768,C,C
100,0000003769,C,C
100,0000003770,C,C
100,0000003771,C,C
100,0000003772,C,C
100,0000003773,C,C
100,0000003774,C,C
100,0000003775,C,C
100,0000003776,C,C
100,0000003777,C,C
100,0000003778,C,C
100,0000003779,C,C
100,0000003780,C,C
100,0000003781,C,C
100,0000003782,C,C
100,0000003783,C,C
100,0000003784,C,C
100,0000003785,C,C
100,0000003786,C,C
100,0000003787,C,C
100,0000003788,C,C
100,0000003789,C,C
100,0000003790,C,C
100,0000003791,C,C
100,0000003792,C,C
100,0000003793,C,C
100,0000003794,C,C
100,0000003795,C,C
100,0000003796,C,C
100,0000003797,C,C
100,0000003798,C,C
100,0000003799,C,C
100,0000003800,C,C
100,0000003801,C,C
100,0000003802,C,C
100,0000003803,C,C
100,0000003804,C,C
100,0000003805,C,C
100,0000003806,C,C
100,0000003807,C,C
100,0000003808,C,C
100,0000003809,C,C
100,0000003810,C,C
100,0000003811,C,C
100,0000003812,C,C
100,0000003813,C,C
100,0000003814,C,C
100,0000003815,C,C
100,0000003816,C,C
100,0000003817,C,C
100,0000003818,C,C
100,0000003819,C,C
100,0000003820,C,C
100,0000003821,C,C
100,0000003822,C,C
100,0000003823,C,C
100,0000003824,C,C
100,0000003825,C,C
100,0000003826,C,C
100,0000003827,C,C
100,0000003828,C,C
100,0000003829,C,C
100,0000003830,C,C
100,0000003831,C,C
100,0000003832,C,C
100,0000003833,C,C
100,0000003834,C,C
100,0000003835,C,C
100,0000003836,C,C
100,0000003837,C,C
100,0000003838,C,C
100,0000003839,C,C
100,0000003840,C,C
100,0000003841,C,C
100,0000003842,C,C
100,0000003843,C,C
100,0000003844,C,C
100,0000003845,C,C
100,0000003846,C,C
100,0000003847,C,C
100,0000003848,C,C
100,0000003849,C,C
100,0000003850,C,C
100,0000003851,C,C
100,0000003852,C,C
100,0000003853,C,C
100,0000003854,C,C
100,0000003855,C,C
100,0000003856,C,C
100,0000003857,C,C
100,0000003858,C,C
100,0000003859,C,C
100,0000003860,C,C
100,0000003861,C,C
100,0000003862,C,C
100,0000003863,C,C
100,0000003864,C,C
100,0000003865,C,C
100,0000003866,C,C
100,0000003867,C,C
100,0000003868,C,C
100,0000003869,C,C
100,0000003870,C,C
100,0000003871,C,C
100,0000003872,C,C
100,0000003873,C,C
100,0000003874,C,C
100,0000003875,C,C
100,0000003876,C,C
100,0000003877,C,C
100,0000003878,C,C
100,0000003879,C,C
100,0000003880,C,C
100,0000003881,C,C
100,0000003882,C,C
100,0000003883,C,C
100,0000003884,C,C
100,0000003885,C,C
100,0000003886,C,C
100,0000003887,C,C
100,0000003888,C,C
100,0000003889,C,C
100,0000003890,C,C
100,0000003891,C,C
100,0000003892,C,C
100,0000003893,C,C
100,0000003894,C,C
100,0000003895,C,C
100,0000003896,C,C
100,0000003897,C,C
100,0000003898,C,C
100,0000003899,C,C
100,0000003900,C,C
100,0000003901,C,C
100,0000003902,C,C
100,0000003903,C,C
100,0000003904,C,C
100,0000003905,C,C
100,0000003906,C,C
100,0000003907,C,C
100,0000003908,C,C
100,0000003909,C,C
100,0000003910,C,C
100,0000003911,C,C
100,0000003912,C,C
100,0000003913,C,C
100,0000003914,C,C
100,0000003915,C,C
100,0000003916,C,C
100,0000003917,C,C
100,0000003918,C,C
100,0000003919,C,C
100,0000003920,C,C
100,0000003921,C,C
100,0000003922,C,C
100,0000003923,C,C
100,0000003924,C,C
100,0000003925,C,C
100,0000003926,C,C
100,0000003927,C,C
100,0000003928,C,C
100,0000003929,C,C
100,0000003930,C,C
100,0000003931,C,C
100,0000003932,C,C
100,0000003933,C,C
100,0000003934,C,C
100,0000003935,C,C
100,0000003936,C,C
100,0000003937,C,C
100,0000003938,C,C
100,0000003939,C,C
100,0000003940,C,C
100,0000003941,C,C
100,0000003942,C,C
100,0000003943,C,C
100,0000003944,C,C
100,0000003945,C,C
100,0000003946,C,C
100,0000003947,C,C
100,0000003948,C,C
100,0000003949,C,C
100,0000003950,C,C
100,0000003951,C,C
100,0000003952,C,C
100,0000003953,C,C
100,0000003954,C,C
100,0000003955,C,C
100,0000003956,C,C
100,0000003957,C,C
100,0000003958,C,C
100,0000003959,C,C
100,0000003960,C,C
100,0000003961,C,C
100,0000003962,C,C
100,0000003963,C,C
100,0000003964,C,C
100,0000003965,C,C
100,0000003966,C,C
100,0000003967,C,C
100,0000003968,C,C
100,0000003969,C,C
100,0000003970,C,C
100,0000003971,C,C
100,0000003972,C,C
100,0000003973,C,C
100,0000003974,C,C
100,0000003975,C,C
100,0000003976,C,C
100,0000003977,C,C
100,0000003978,C,C
100,0000003979,C,C
100,0000003980,C,C
100,0000003981,C,C
100,0000003982,C,C
100,0000003983,C,C
100,0000003984,C,C
100,0000003985,C,C
100,0000003986,C,C
100,0000003987,C,C
100,0000003988,C,C
100,0000003989,C,C
100,0000003990,C,C
100,0000003991,C,C
100,0000003992,C,C
100,0000003993,C,C
100,0000003994,C,C
100,0000003995,C,C
100,0000003996,C,C
100,0000003997,C,C
100,0000003998,C,C
100,0000003999,C,C
100,0000004000,C,C
100,0000004001,C,C
100,0000004002,C,C
100,0000004003,C,C
100,0000004004,C,C
100,0000004005,C,C
100,0000004006,C,C
100,0000004007,C,C
100,0000004008,C,C
100,0000004009,C,C
100,0000004010,C,C
100,0000004011,C,C
100,0000004012,C,C
100,0000004013,C,C
100,0000004014,C,C
100,0000004015,C,C
100,0000004016,C,C
100,0000004017,C,C
100,0000004018,C,C
100,0000004019,C,C
100,0000004020,C,C
100,0000004021,C,C
100,0000004022,C,C
100,0000004023,C,C
100,0000004024,C,C
100,0000004025,C,C
100,0000004026,C,C
100,0000004027,C,C
100,0000004028,C,C
100,0000004029,C,C
100,0000004030,C,C
100,0000004031,C,C
100,0000004032,C,C
100,0000004033,C,C
100,0000004034,C,C
100,0000004035,C,C
100,0000004036,C,C
100,0000004037,C,C
100,0000004038,C,C
100,0000004039,C,C
100,0000004040,C,C
100,0000004041,C,C
100,0000004042,C,C
100,0000004043,C,C
100,0000004044,C,C
100,0000004045,C,C
100,0000004046,C,C
100,0000004047,C,C
100,0000004048,C,C
100,0000004049,C,C
100,0000004050,C,C
100,0000004051,C,C
100,0000004052,C,C
100,0000004053,C,C
100,0000004054,C,C
100,0000004055,C,C
100,0000004056,C,C
100,0000004057,C,C
100,0000004058,C,C
100,0000004059,C,C
100,0000004060,C,C
100,0000004061,C,C
100,0000004062,C,C
100,0000004063,C,C
100,0000004064,C,C
100,0000004065,C,C
100,0000004066,C,C
100,0000004067,C,C
100,0000004068,C,C
100,0000004069,C,C
100,0000004070,C,C
100,0000004071,C,C
100,0000004072,C,C
100,0000004073,C,C
100,0000004074,C,C
100,0000004075,C,C
100,0000004076,C,C
100,0000004077,C,C
100,0000004078,C,C
100,0000004079,C,C
100,0000004080,C,C
100,0000004081,C,C
100,0000004082,C,C
100,0000004083,C,C
100,0000004084,C,C
100,0000004085,C,C
100,0000004086,C,C
100,0000004087,C,C
100,0000004088,C,C
100,0000004089,C,C
100,0000004090,C,C
100,0000004091,C,C
100,0000004092,C,C
100,0000004093,C,C
100,0000004094,C,C
100,0000004095,C,C
100,0000004096,C,C
100,0000004097,C,C
100,0000004098,C,C
100,0000004099,C,C
100,0000004100,C,C
100,0000004101,C,C
100,0000004102,C,C
100,0000004103,C,C
100,0000004104,C,C
100,0000004105,C,C
100,0000004106,C,C
100,0000004107,C,C
100,0000004108,C,C
100,0000004109,C,C
100,0000004110,C,C
100,0000004111,C,C
100,0000004112,C,C
100,0000004113,C,C
100,0000004114,C,C
100,0000004115,C,C
100,0000004116,C,C
100,0000004117,C,C
100,0000004118,C,C
100,0000004119,C,C
100,0000004120,C,C
100,0000004121,C,C
100,0000004122,C,C
100,0000004123,C,C
100,0000004124,C,C
100,0000004125,C,C
100,0000004126,C,C
100,0000004127,C,C
100,0000004128,C,C
100,0000004129,C,C
100,0000004130,C,C
100,0000004131,C,C
100,0000004132,C,C
100,0000004133,C,C
100,0000004134,C,C
100,0000004135,C,C
100,0000004136,C,C
100,0000004137,C,C
100,0000004138,C,C
100,0000004139,C,C
100,0000004140,C,C
100,0000004141,C,C
100,0000004142,C,C
100,0000004143,C,C
100,0000004144,C,C
100,0000004145,C,C
100,0000004146,C,C
100,0000004147,C,C
100,0000004148,C,C
100,0000004149,C,C
100,0000004150,C,C
100,0000004151,C,C
100,0000004152,C,C
100,0000004153,C,C
100,0000004154,C,C
100,0000004155,C,C
100,0000004156,C,C
100,0000004157,C,C
100,0000004158,C,C
100,0000004159,C,C
100,0000004160,C,C
100,0000004161,C,C
100,0000004162,C,C
100,0000004163,C,C
100,0000004164,C,C
100,0000004165,C,C
100,0000004166,C,C
100,0000004167,C,C
100,0000004168,C,C
100,0000004169,C,C
100,0000004170,C,C
100,0000004171,C,C
100,0000004172,C,C
100,0000004173,C,C
100,0000004174,C,C
100,0000004175,C,C
100,0000004176,C,C
100,0000004177,C,C
100,0000004178,C,C
100,0000004179,C,C
100,0000004180,C,C
100,0000004181,C,C
100,0000004182,C,C
100,0000004183,C,C
100,0000004184,C,C
100,0000004185,C,C
100,0000004186,C,C
100,0000004187,C,C
100,0000004188,C,C
100,0000004189,C,C
100,0000004190,C,C
100,0000004191,C,C
100,0000004192,C,C
100,0000004193,C,C
100,0000004194,C,C
100,0000004195,C,C
100,0000004196,C,C
100,0000004197,C,C
100,0000004198,C,C
100,0000004199,C,C
100,0000004200,C,C
100,0000004201,C,C
100,0000004202,C,C
100,0000004203,C,C
100,0000004204,C,C
100,0000004205,C,C
100,0000004206,C,C
100,0000004207,C,C
100,0000004208,C,C
100,0000004209,C,C
100,0000004210,C,C
100,0000004211,C,C
100,0000004212,C,C
100,0000004213,C,C
100,0000004214,C,C
100,0000004215,C,C
100,0000004216,C,C
100,0000004217,C,C
100,0000004218,C,C
100,0000004219,C,C
100,0000004220,C,C
100,0000004221,C,C
100,0000004222,C,C
100,0000004223,C,C
100,0000004224,C,C
100,0000004225,C,C
100,0000004226,C,C
100,0000004227,C,C
100,0000004228,C,C
100,0000004229,C,C
100,0000004230,C,C
100,0000004231,C,C
100,0000004232,C,C
100,0000004233,C,C
100,0000004234,C,C
100,0000004235,C,C
100,0000004236,C,C
100,0000004237,C,C
100,0000004238,C,C
100,0000004239,C,C
100,0000004240,C,C
100,0000004241,C,C
100,0000004242,C,C
100,0000004243,C,C
100,0000004244,C,C
100,0000004245,C,C
100,0000004246,C,C
100,0000004247,C,C
100,0000004248,C,C
100,0000004249,C,C
100,0000004250,C,C
100,0000004251,C,C
100,0000004252,C,C
100,0000004253,C,C
100,0000004254,C,C
100,0000004255,C,C
100,0000004256,C,C
100,0000004257,C,C
100,0000004258,C,C
100,0000004259,C,C
100,0000004260,C,C
100,0000004261,C,C
100,0000004262,C,C
100,0000004263,C,C
100,0000004264,C,C
100,0000004265,C,C
100,0000004266,C,C
100,0000004267,C,C
100,0000004268,C,C
100,0000004269,C,C
100,0000004270,C,C
100,0000004271,C,C
100,0000004272,C,C
100,0000004273,C,C
100,0000004274,C,C
100,0000004275,C,C
100,0000004276,C,C
100,0000004277,C,C
100,0000004278,C,C
100,0000004279,C,C
100,0000004280,C,C
100,0000004281,C,C
100,0000004282,C,C
100,0000004283,C,C
100,0000004284,C,C
100,0000004285,C,C
100,0000004286,C,C
100,0000004287,C,C
100,0000004288,C,C
100,0000004289,C,C
100,0000004290,C,C
100,0000004291,C,C
100,0000004292,C,C
100,0000004293,C,C
100,0000004294,C,C
100,0000004295,C,C
100,0000004296,C,C
100,0000004297,C,C
100,0000004298,C,C
100,0000004299,C,C
100,0000004300,C,C
100,0000004301,C,C
100,0000004302,C,C
100,0000004303,C,C
100,0000004304,C,C
100,0000004305,C,C
100,0000004306,C,C
100,0000004307,C,C
100,0000004308,C,C
100,0000004309,C,C
100,0000004310,C,C
100,0000004311,C,C
100,0000004312,C,C
100,0000004313,C,C
100,0000004314,C,C
100,0000004315,C,C
100,0000004316,C,C
100,0000004317,C,C
100,0000004318,C,C
100,0000004319,C,C
100,0000004320,C,C
100,0000004321,C,C
100,0000004322,C,C
100,0000004323,C,C
100,0000004324,C,C
100,0000004325,C,C
100,0000004326,C,C
100,0000004327,C,C
100,0000004328,C,C
100,0000004329,C,C
100,0000004330,C,C
100,0000004331,C,C
100,0000004332,C,C
100,0000004333,C,C
100,0000004334,C,C
100,0000004335,C,C
100,0000004336,C,C
100,0000004337,C,C
100,0000004338,C,C
100,0000004339,C,C
100,0000004340,C,C
100,0000004341,C,C
100,0000004342,C,C
100,0000004343,C,C
100,0000004344,C,C
100,0000004345,C,C
100,0000004346,C,C
100,0000004347,C,C
100,0000004348,C,C
100,0000004349,C,C
100,0000004350,C,C
100,0000004351,C,C
100,0000004352,C,C
100,0000004353,C,C
100,0000004354,C,C
100,0000004355,C,C
100,0000004356,C,C
100,0000004357,C,C
100,0000004358,C,C
100,0000004359,C,C
100,0000004360,C,C
100,0000004361,C,C
100,0000004362,C,C
100,0000004363,C,C
100,0000004364,C,C
100,0000004365,C,C
100,0000004366,C,C
100,0000004367,C,C
100,0000004368,C,C
100,0000004369,C,C
100,0000004370,C,C
100,0000004371,C,C
100,0000004372,C,C
100,0000004373,C,C
100,0000004374,C,C
100,0000004375,C,C
100,0000004376,C,C
100,0000004377,C,C
100,0000004378,C,C
100,0000004379,C,C
100,0000004380,C,C
100,0000004381,C,C
100,0000004382,C,C
100,0000004383,C,C
100,0000004384,C,C
100,0000004385,C,C
100,0000004386,C,C
100,0000004387,C,C
100,0000004388,C,C
100,0000004389,C,C
100,0000004390,C,C
100,0000004391,C,C
100,0000004392,C,C
100,0000004393,C,C
100,0000004394,C,C
100,0000004395,C,C
100,0000004396,C,C
100,0000004397,C,C
100,0000004398,C,C
100,0000004399,C,C
100,0000004400,C,C
100,0000004401,C,C
100,0000004402,C,C
100,0000004403,C,C
100,0000004404,C,C
100,0000004405,C,C
100,0000004406,C,C
100,0000004407,C,C
100,0000004408,C,C
100,0000004409,C,C
100,0000004410,C,C
100,0000004411,C,C
100,0000004412,C,C
100,0000004413,C,C
100,0000004414,C,C
100,0000004415,C,C
100,0000004416,C,C
100,0000004417,C,C
100,0000004418,C,C
100,0000004419,C,C
100,0000004420,C,C
100,0000004421,C,C
100,0000004422,C,C
100,0000004423,C,C
100,0000004424,C,C
100,0000004425,C,C
100,0000004426,C,C
100,0000004427,C,C
100,0000004428,C,C
100,0000004429,C,C
100,0000004430,C,C
100,0000004431,C,C
100,0000004432,C,C
100,0000004433,C,C
100,0000004434,C,C
100,0000004435,C,C
100,0000004436,C,C
100,0000004437,C,C
100,0000004438,C,C
100,0000004439,C,C
100,0000004440,C,C
100,0000004441,C,C
100,0000004442,C,C
100,0000004443,C,C
100,0000004444,C,C
100,0000004445,C,C
100,0000004446,C,C
100,0000004447,C,C
100,0000004448,C,C
100,0000004449,C,C
100,0000004450,C,C
100,0000004451,C,C
100,0000004452,C,C
100,0000004453,C,C
100,0000004454,C,C
100,0000004455,C,C
100,0000004456,C,C
100,0000004457,C,C
100,0000004458,C,C
100,0000004459,C,C
100,0000004460,C,C
100,0000004461,C,C
100,0000004462,C,C
100,0000004463,C,C
100,0000004464,C,C
100,0000004465,C,C
100,0000004466,C,C
100,0000004467,C,C
100,0000004468,C,C
100,0000004469,C,C
100,0000004470,C,C
100,0000004471,C,C
100,0000004472,C,C
100,0000004473,C,C
100,0000004474,C,C
100,0000004475,C,C
100,0000004476,C,C
100,0000004477,C,C
100,0000004478,C,C
100,0000004479,C,C
100,0000004480,C,C
100,0000004481,C,C
100,0000004482,C,C
100,0000004483,C,C
100,0000004484,C,C
100,0000004485,C,C
100,0000004486,C,C
100,0000004487,C,C
100,0000004488,C,C
100,0000004489,C,C
100,0000004490,C,C
100,0000004491,C,C
100,0000004492,C,C
100,0000004493,C,C
100,0000004494,C,C
100,0000004495,C,C
100,0000004496,C,C
100,0000004497,C,C
100,0000004498,C,C
100,0000004499,C,C
100,0000004500,C,C
100,0000004501,C,C
100,0000004502,C,C
100,0000004503,C,C
100,0000004504,C,C
100,0000004505,C,C
100,0000004506,C,C
100,0000004507,C,C
100,0000004508,C,C
100,0000004509,C,C
100,0000004510,C,C
100,0000004511,C,C
100,0000004512,C,C
100,0000004513,C,C
100,0000004514,C,C
100,0000004515,C,C
100,0000004516,C,C
100,0000004517,C,C
100,0000004518,C,C
100,0000004519,C,C
100,0000004520,C,C
100,0000004521,C,C
100,0000004522,C,C
100,0000004523,C,C
100,0000004524,C,C
100,0000004525,C,C
100,0000004526,C,C
100,0000004527,C,C
100,0000004528,C,C
100,0000004529,C,C
100,0000004530,C,C
100,0000004531,C,C
100,0000004532,C,C
100,0000004533,C,C
100,0000004534,C,C
100,0000004535,C,C
100,0000004536,C,C
100,0000004537,C,C
100,0000004538,C,C
100,0000004539,C,C
100,0000004540,C,C
100,0000004541,C,C
100,0000004542,C,C
100,0000004543,C,C
100,0000004544,C,C
100,0000004545,C,C
100,0000004546,C,C
100,0000004547,C,C
100,0000004548,C,C
100,0000004549,C,C
100,0000004550,C,C
100,0000004551,C,C
100,0000004552,C,C
100,0000004553,C,C
100,0000004554,C,C
100,0000004555,C,C
100,0000004556,C,C
100,0000004557,C,C
100,0000004558,C,C
100,0000004559,C,C
100,0000004560,C,C
100,0000004561,C,C
100,0000004562,C,C
100,0000004563,C,C
100,0000004564,C,C
100,0000004565,C,C
100,0000004566,C,C
100,0000004567,C,C
