MANDT,BESSION,GJAHR,LIFNR,BUKRS,BLDAT,BUDAT,WAERS,RMWWR
100,0070000812,2023,0000000099,1000,20241201,20220222,EUR,15511.34
100,0070000813,2024,0000000131,2000,20240204,20221026,EUR,8229.97
100,0070000814,2023,0000000023,1000,20220731,20230905,EUR,38174.01
100,0070000815,2024,0000000150,2000,20231114,20230829,EUR,6554.14
100,0070000816,2023,0000000189,1000,20241004,20220414,EUR,5368.56
100,0070000817,2024,0000000136,2000,20220624,20231201,EUR,19861.1
100,0070000818,2023,0000000131,1000,20230911,20240913,EUR,20527.43
100,0070000819,2024,0000000035,2000,20240808,20240327,EUR,16492.66
100,0070000820,2023,0000000136,1000,20230626,20240929,EUR,13767.25
100,0070000821,2024,0000000188,2000,20241129,20230314,EUR,18350.12
100,0070000822,2023,0000000096,1000,20240308,20240418,EUR,30665.58
100,0070000823,2024,0000000171,2000,20230119,20230408,EUR,30469.83
100,0070000824,2023,0000000098,1000,20221125,20220602,EUR,24396.95
100,0070000825,2024,0000000068,2000,20241201,20220620,EUR,18020.64
100,0070000826,2023,0000000047,1000,20221218,20240304,EUR,24807.34
100,0070000827,2024,0000000180,2000,20230417,20230209,EUR,7409.71
100,0070000828,2023,0000000131,1000,20220616,20240820,EUR,12378.68
100,0070000829,2024,0000000005,2000,20231123,20230324,EUR,16776.09
100,0070000830,2023,0000000171,1000,20230922,20220609,EUR,49792.63
100,0070000831,2024,0000000109,2000,20230513,20240320,EUR,25335.24
100,0070000832,2023,0000000047,1000,20230527,20241013,EUR,5954.36
100,0070000833,2024,0000000014,2000,20230709,20230923,EUR,43625.55
100,0070000834,2023,0000000014,1000,20230716,20220129,EUR,32425.14
100,0070000835,2024,0000000119,2000,20231231,20230812,EUR,8209.2
100,0070000836,2023,0000000119,1000,20230916,20240502,EUR,32010.17
100,0070000837,2024,0000000055,2000,20231113,20241031,EUR,38636.29
100,0070000838,2023,0000000172,1000,20221109,20221125,EUR,7424.15
100,0070000839,2024,0000000073,2000,20230508,20240413,EUR,43833.39
100,0070000840,2023,0000000189,1000,20240503,20230313,EUR,19280.45
100,0070000841,2024,0000000145,2000,20220801,20221121,EUR,4290.62
100,0070000842,2023,0000000199,1000,20221105,20241223,EUR,24509.94
100,0070000843,2024,0000000053,2000,20230402,20240905,EUR,19916.9
100,0070000844,2023,0000000031,1000,20240325,20221029,EUR,34282.16
100,0070000845,2024,0000000151,2000,20230817,20220911,EUR,33766.62
100,0070000846,2023,0000000124,1000,20230906,20220510,EUR,30527.43
100,0070000847,2024,0000000043,2000,20241023,20240619,EUR,33133.55
100,0070000848,2023,0000000170,1000,20221127,20240806,EUR,48772.07
100,0070000849,2024,0000000123,2000,20241125,20240425,EUR,41125.44
100,0070000850,2023,0000000169,1000,20240606,20220111,EUR,44417.91
100,0070000851,2024,0000000123,2000,20220501,20240614,EUR,37866.9
100,0070000852,2023,0000000162,1000,20231226,20240114,EUR,14289.09
100,0070000853,2024,0000000089,2000,20230708,20240226,EUR,29941.67
100,0070000854,2023,0000000064,1000,20240313,20230105,EUR,1509.24
100,0070000855,2024,0000000034,2000,20221002,20220107,EUR,30836.91
100,0070000856,2023,0000000044,1000,20240123,20240129,EUR,15528.08
100,0070000857,2024,0000000020,2000,20231212,20241021,EUR,43049.94
100,0070000858,2023,0000000200,1000,20240611,20240314,EUR,28505.73
100,0070000859,2024,0000000131,2000,20220522,20230615,EUR,45727.12
100,0070000860,2023,0000000107,1000,20230503,20230213,EUR,3018.98
100,0070000861,2024,0000000048,2000,20220418,20240322,EUR,29577.62
100,0070000862,2023,0000000047,1000,20231229,20240119,EUR,3377.48
100,0070000863,2024,0000000174,2000,20231215,20240715,EUR,38444.35
100,0070000864,2023,0000000056,1000,20241024,20230628,EUR,12711.08
100,0070000865,2024,0000000108,2000,20240413,20220311,EUR,42891.54
100,0070000866,2023,0000000019,1000,20231215,20241226,EUR,24572.06
100,0070000867,2024,0000000190,2000,20230918,20230818,EUR,10956.47
100,0070000868,2023,0000000029,1000,20220204,20220111,EUR,16153.27
100,0070000869,2024,0000000079,2000,20220325,20230607,EUR,9865.2
100,0070000870,2023,0000000162,1000,20231002,20221112,EUR,16452.31
100,0070000871,2024,0000000189,2000,20221220,20230902,EUR,42698.27
100,0070000872,2023,0000000155,1000,20220425,20230220,EUR,21593.28
100,0070000873,2024,0000000190,2000,20240808,20220901,EUR,36103.97
100,0070000874,2023,0000000091,1000,20231116,20240309,EUR,40232.32
100,0070000875,2024,0000000142,2000,20230701,20220127,EUR,8999.64
100,0070000876,2023,0000000059,1000,20240711,20231231,EUR,3013.58
100,0070000877,2024,0000000009,2000,20220506,20240216,EUR,33030.11
100,0070000878,2023,0000000004,1000,20240819,20230302,EUR,48946.67
100,0070000879,2024,0000000008,2000,20220311,20231201,EUR,41966.46
100,0070000880,2023,0000000052,1000,20230818,20241219,EUR,14488.98
100,0070000881,2024,0000000171,2000,20240804,20230905,EUR,49423.61
100,0070000882,2023,0000000182,1000,20230827,20240925,EUR,34874.8
100,0070000883,2024,0000000081,2000,20221201,20241031,EUR,15522.38
100,0070000884,2023,0000000143,1000,20220718,20241125,EUR,4189.19
100,0070000885,2024,0000000138,2000,20221016,20220918,EUR,37932.99
100,0070000886,2023,0000000064,1000,20220728,20230322,EUR,34919.54
100,0070000887,2024,0000000196,2000,20221023,20220314,EUR,29190.94
100,0070000888,2023,0000000166,1000,20241229,20220327,EUR,5782.8
100,0070000889,2024,0000000089,2000,20230622,20241028,EUR,47080.96
100,0070000890,2023,0000000136,1000,20230724,20231007,EUR,33209.63
100,0070000891,2024,0000000141,2000,20240205,20240409,EUR,12078.0
100,0070000892,2023,0000000198,1000,20240404,20240103,EUR,40693.33
100,0070000893,2024,0000000159,2000,20221023,20240903,EUR,30018.23
100,0070000894,2023,0000000058,1000,20231105,20240107,EUR,41266.0
100,0070000895,2024,0000000155,2000,20230309,20231214,EUR,33137.07
100,0070000896,2023,0000000148,1000,20240417,20231222,EUR,40767.74
100,0070000897,2024,0000000057,2000,20220413,20240414,EUR,11925.23
100,0070000898,2023,0000000086,1000,20240805,20220321,EUR,38985.23
100,0070000899,2024,0000000108,2000,20230101,20231219,EUR,32552.89
100,0070000900,2023,0000000058,1000,20221205,20230114,EUR,16801.96
100,0070000901,2024,0000000121,2000,20231225,20230511,EUR,34703.45
100,0070000902,2023,0000000181,1000,20220118,20230508,EUR,30151.28
100,0070000903,2024,0000000140,2000,20230331,20220314,EUR,15285.69
100,0070000904,2023,0000000176,1000,20220515,20220216,EUR,17509.51
100,0070000905,2024,0000000075,2000,20240227,20240520,EUR,4368.97
100,0070000906,2023,0000000026,1000,20241116,20230212,EUR,10589.51
100,0070000907,2024,0000000038,2000,20221017,20240829,EUR,4459.09
100,0070000908,2023,0000000028,1000,20220511,20220723,EUR,49534.71
100,0070000909,2024,0000000017,2000,20230607,20240203,EUR,29066.84
100,0070000910,2023,0000000027,1000,20230510,20231024,EUR,23536.28
100,0070000911,2024,0000000160,2000,20240325,20230802,EUR,24484.69
100,0070000912,2023,0000000134,1000,20220506,20220714,EUR,28457.64
100,0070000913,2024,0000000114,2000,20240404,20220202,EUR,21291.52
100,0070000914,2023,0000000011,1000,20230330,20220608,EUR,17940.35
100,0070000915,2024,0000000002,2000,20230906,20230503,EUR,48132.18
100,0070000916,2023,0000000119,1000,20231124,20230711,EUR,47553.69
100,0070000917,2024,0000000101,2000,20240119,20220625,EUR,18537.65
100,0070000918,2023,0000000128,1000,20220223,20221026,EUR,29206.18
100,0070000919,2024,0000000040,2000,20220106,20240607,EUR,12110.02
100,0070000920,2023,0000000015,1000,20231213,20220113,EUR,12447.6
100,0070000921,2024,0000000010,2000,20231215,20230110,EUR,14743.75
100,0070000922,2023,0000000172,1000,20240121,20241230,EUR,4881.34
100,0070000923,2024,0000000110,2000,20230528,20221213,EUR,46526.77
100,0070000924,2023,0000000027,1000,20240709,20230603,EUR,11642.19
100,0070000925,2024,0000000037,2000,20220503,20231013,EUR,20591.87
100,0070000926,2023,0000000179,1000,20240415,20230808,EUR,37195.0
100,0070000927,2024,0000000193,2000,20241121,20220316,EUR,39451.34
100,0070000928,2023,0000000108,1000,20231202,20240603,EUR,14547.6
100,0070000929,2024,0000000130,2000,20240615,20230820,EUR,24437.27
100,0070000930,2023,0000000125,1000,20241029,20240726,EUR,42132.31
100,0070000931,2024,0000000003,2000,20220209,20221203,EUR,11941.96
100,0070000932,2023,0000000156,1000,20230102,20220913,EUR,19926.86
100,0070000933,2024,0000000124,2000,20240123,20240517,EUR,3161.75
100,0070000934,2023,0000000154,1000,20240526,20220714,EUR,47702.52
100,0070000935,2024,0000000121,2000,20240117,20240905,EUR,28331.58
100,0070000936,2023,0000000113,1000,20230118,20230307,EUR,23516.24
100,0070000937,2024,0000000064,2000,20240327,20240702,EUR,3267.06
100,0070000938,2023,0000000079,1000,20220419,20231106,EUR,5754.08
100,0070000939,2024,0000000076,2000,20230916,20230101,EUR,33798.72
100,0070000940,2023,0000000029,1000,20221211,20230529,EUR,2355.72
100,0070000941,2024,0000000166,2000,20240501,20230403,EUR,23198.3
100,0070000942,2023,0000000124,1000,20241015,20230514,EUR,19588.75
100,0070000943,2024,0000000036,2000,20240611,20240224,EUR,15654.96
100,0070000944,2023,0000000048,1000,20230303,20241016,EUR,37400.76
100,0070000945,2024,0000000156,2000,20240723,20231208,EUR,9000.62
100,0070000946,2023,0000000178,1000,20220609,20220805,EUR,32038.52
100,0070000947,2024,0000000006,2000,20230816,20230806,EUR,19399.12
100,0070000948,2023,0000000177,1000,20240105,20240201,EUR,27047.8
100,0070000949,2024,0000000064,2000,20231108,20220323,EUR,47994.08
100,0070000950,2023,0000000006,1000,20230413,20241124,EUR,13947.78
100,0070000951,2024,0000000182,2000,20221019,20220926,EUR,40714.6
100,0070000952,2023,0000000165,1000,20230925,20220926,EUR,26633.41
100,0070000953,2024,0000000165,2000,20230824,20221114,EUR,22198.47
100,0070000954,2023,0000000038,1000,20240717,20220729,EUR,37016.02
100,0070000955,2024,0000000110,2000,20240617,20230723,EUR,16392.29
100,0070000956,2023,0000000164,1000,20230513,20230913,EUR,17629.88
100,0070000957,2024,0000000134,2000,20220827,20220517,EUR,31336.39
100,0070000958,2023,0000000065,1000,20240717,20220406,EUR,13729.79
100,0070000959,2024,0000000055,2000,20240912,20221015,EUR,8491.35
100,0070000960,2023,0000000068,1000,20220625,20240524,EUR,3072.87
100,0070000961,2024,0000000161,2000,20220422,20240903,EUR,49495.22
100,0070000962,2023,0000000072,1000,20240317,20241222,EUR,29950.63
100,0070000963,2024,0000000161,2000,20220214,20240114,EUR,16198.81
100,0070000964,2023,0000000057,1000,20230819,20230106,EUR,3551.88
100,0070000965,2024,0000000011,2000,20220421,20240710,EUR,6336.04
100,0070000966,2023,0000000023,1000,20240108,20241214,EUR,47001.67
100,0070000967,2024,0000000185,2000,20240509,20221001,EUR,30002.32
100,0070000968,2023,0000000189,1000,20220725,20241001,EUR,8983.92
100,0070000969,2024,0000000126,2000,20240825,20231221,EUR,39975.0
100,0070000970,2023,0000000037,1000,20221212,20220216,EUR,6855.46
100,0070000971,2024,0000000155,2000,20230410,20240614,EUR,43513.45
100,0070000972,2023,0000000105,1000,20240604,20230524,EUR,10805.65
100,0070000973,2024,0000000190,2000,20220423,20241026,EUR,22757.89
100,0070000974,2023,0000000080,1000,20230608,20220430,EUR,7377.06
100,0070000975,2024,0000000064,2000,20230613,20220324,EUR,35327.55
100,0070000976,2023,0000000147,1000,20230417,20220913,EUR,11651.2
100,0070000977,2024,0000000069,2000,20241124,20221216,EUR,28994.8
100,0070000978,2023,0000000062,1000,20240902,20230430,EUR,9430.46
100,0070000979,2024,0000000135,2000,20220628,20220216,EUR,26241.5
100,0070000980,2023,0000000010,1000,20220115,20241022,EUR,1322.29
100,0070000981,2024,0000000096,2000,20230511,20231028,EUR,48844.66
100,0070000982,2023,0000000146,1000,20220224,20240321,EUR,45262.3
100,0070000983,2024,0000000083,2000,20220827,20230423,EUR,47333.84
100,0070000984,2023,0000000135,1000,20230107,20230501,EUR,41059.16
100,0070000985,2024,0000000122,2000,20220718,20230409,EUR,29309.96
100,0070000986,2023,0000000197,1000,20221017,20220626,EUR,9199.35
100,0070000987,2024,0000000086,2000,20241213,20221006,EUR,4690.78
100,0070000988,2023,0000000088,1000,20240606,20220314,EUR,15870.45
100,0070000989,2024,0000000035,2000,20220311,20241202,EUR,2254.01
100,0070000990,2023,0000000096,1000,20240110,20220724,EUR,12115.18
100,0070000991,2024,0000000029,2000,20231109,20220507,EUR,20483.06
100,0070000992,2023,0000000189,1000,20240816,20230110,EUR,12359.2
100,0070000993,2024,0000000074,2000,20241203,20240315,EUR,48439.93
100,0070000994,2023,0000000161,1000,20240314,20220531,EUR,46958.29
100,0070000995,2024,0000000101,2000,20240417,20231028,EUR,40705.02
100,0070000996,2023,0000000032,1000,20220829,20220724,EUR,28251.02
100,0070000997,2024,0000000152,2000,20231104,20221120,EUR,48988.18
100,0070000998,2023,0000000043,1000,20230829,20230318,EUR,33244.85
100,0070000999,2024,0000000077,2000,20230430,20220726,EUR,7005.48
100,0070001000,2023,0000000174,1000,20231109,20220429,EUR,42337.91
100,0070001001,2024,0000000083,2000,20221104,20240110,EUR,9021.13
100,0070001002,2023,0000000068,1000,20230906,20221025,EUR,13673.94
100,0070001003,2024,0000000175,2000,20220414,20221120,EUR,33497.59
100,0070001004,2023,0000000050,1000,20220905,20220506,EUR,21880.77
100,0070001005,2024,0000000043,2000,20221222,20220407,EUR,3794.33
100,0070001006,2023,0000000068,1000,20231214,20240905,EUR,7400.18
100,0070001007,2024,0000000007,2000,20240427,20221111,EUR,27829.08
100,0070001008,2023,0000000037,1000,20230529,20240928,EUR,1032.66
100,0070001009,2024,0000000185,2000,20240401,20221205,EUR,46859.38
100,0070001010,2023,0000000044,1000,20220623,20221013,EUR,20974.03
100,0070001011,2024,0000000062,2000,20220123,20241001,EUR,38966.84
100,0070001012,2023,0000000195,1000,20230914,20220329,EUR,45501.21
100,0070001013,2024,0000000168,2000,20230213,20220225,EUR,22951.72
100,0070001014,2023,0000000134,1000,20220127,20221017,EUR,49896.48
100,0070001015,2024,0000000177,2000,20230206,20220128,EUR,40946.98
100,0070001016,2023,0000000036,1000,20230605,20220403,EUR,40137.54
100,0070001017,2024,0000000115,2000,20230908,20230112,EUR,3047.93
100,0070001018,2023,0000000051,1000,20220720,20221114,EUR,43894.79
100,0070001019,2024,0000000163,2000,20220324,20231104,EUR,6498.07
100,0070001020,2023,0000000152,1000,20230420,20220313,EUR,39497.32
100,0070001021,2024,0000000032,2000,20240424,20241101,EUR,19608.54
100,0070001022,2023,0000000116,1000,20230425,20240229,EUR,48864.79
100,0070001023,2024,0000000138,2000,20240928,20220518,EUR,2257.52
100,0070001024,2023,0000000061,1000,20241117,20231013,EUR,46700.95
100,0070001025,2024,0000000029,2000,20240423,20230109,EUR,9798.32
100,0070001026,2023,0000000051,1000,20241203,20230404,EUR,20406.89
100,0070001027,2024,0000000113,2000,20220918,20240420,EUR,40950.78
100,0070001028,2023,0000000167,1000,20220531,20240609,EUR,5296.03
100,0070001029,2024,0000000059,2000,20240801,20221211,EUR,47223.35
100,0070001030,2023,0000000038,1000,20240701,20240214,EUR,8752.99
100,0070001031,2024,0000000016,2000,20230803,20241215,EUR,25188.01
100,0070001032,2023,0000000050,1000,20240331,20220915,EUR,28139.37
100,0070001033,2024,0000000086,2000,20221230,20231114,EUR,31379.1
100,0070001034,2023,0000000127,1000,20220127,20220429,EUR,36264.43
100,0070001035,2024,0000000174,2000,20220425,20240614,EUR,3926.26
100,0070001036,2023,0000000189,1000,20221012,20240505,EUR,36892.34
100,0070001037,2024,0000000137,2000,20221230,20220219,EUR,19671.77
100,0070001038,2023,0000000092,1000,20220324,20240531,EUR,46087.66
100,0070001039,2024,0000000014,2000,20220506,20220120,EUR,21196.18
100,0070001040,2023,0000000030,1000,20231210,20220619,EUR,7116.83
100,0070001041,2024,0000000161,2000,20231105,20240501,EUR,4075.93
100,0070001042,2023,0000000043,1000,20220109,20220313,EUR,34938.89
100,0070001043,2024,0000000145,2000,20220212,20231102,EUR,30588.31
100,0070001044,2023,0000000159,1000,20230615,20230105,EUR,18023.57
100,0070001045,2024,0000000179,2000,20240713,20220117,EUR,12922.83
100,0070001046,2023,0000000008,1000,20220516,20230731,EUR,10766.34
100,0070001047,2024,0000000140,2000,20240708,20240914,EUR,33563.87
100,0070001048,2023,0000000098,1000,20230219,20230504,EUR,27726.62
100,0070001049,2024,0000000047,2000,20220203,20230925,EUR,27999.71
100,0070001050,2023,0000000004,1000,20240713,20220413,EUR,20873.49
100,0070001051,2024,0000000032,2000,20220303,20240710,EUR,24453.82
100,0070001052,2023,0000000011,1000,20230719,20231231,EUR,35023.81
100,0070001053,2024,0000000003,2000,20230320,20220224,EUR,10874.68
100,0070001054,2023,0000000093,1000,20231220,20220606,EUR,8541.33
100,0070001055,2024,0000000060,2000,20221110,20230525,EUR,47644.15
100,0070001056,2023,0000000142,1000,20230720,20221105,EUR,8474.58
100,0070001057,2024,0000000058,2000,20230505,20240724,EUR,7753.32
100,0070001058,2023,0000000177,1000,20230225,20220716,EUR,43992.59
100,0070001059,2024,0000000151,2000,20220814,20220113,EUR,11567.09
100,0070001060,2023,0000000090,1000,20230527,20230103,EUR,6008.48
100,0070001061,2024,0000000036,2000,20240607,20230115,EUR,6606.95
100,0070001062,2023,0000000143,1000,20240104,20230825,EUR,37583.02
100,0070001063,2024,0000000035,2000,20230604,20221030,EUR,42186.24
100,0070001064,2023,0000000007,1000,20240507,20241121,EUR,4943.49
100,0070001065,2024,0000000007,2000,20240905,20230804,EUR,13130.16
100,0070001066,2023,0000000020,1000,20220829,20230720,EUR,4440.27
100,0070001067,2024,0000000042,2000,20240503,20230703,EUR,30125.6
100,0070001068,2023,0000000039,1000,20220412,20241205,EUR,42317.85
100,0070001069,2024,0000000119,2000,20231011,20230328,EUR,21452.33
100,0070001070,2023,0000000014,1000,20230129,20230513,EUR,42160.54
100,0070001071,2024,0000000030,2000,20241225,20220302,EUR,14022.75
100,0070001072,2023,0000000182,1000,20240115,20220522,EUR,41797.51
100,0070001073,2024,0000000156,2000,20220318,20240529,EUR,20194.41
100,0070001074,2023,0000000153,1000,20240523,20230406,EUR,663.29
100,0070001075,2024,0000000093,2000,20221220,20220706,EUR,22153.31
100,0070001076,2023,0000000105,1000,20220124,20220203,EUR,14082.55
100,0070001077,2024,0000000182,2000,20220608,20220407,EUR,7251.52
100,0070001078,2023,0000000144,1000,20230909,20220621,EUR,38785.41
100,0070001079,2024,0000000112,2000,20241221,20230914,EUR,18028.69
100,0070001080,2023,0000000024,1000,20220511,20240612,EUR,33871.27
100,0070001081,2024,0000000150,2000,20221014,20240806,EUR,9553.66
100,0070001082,2023,0000000077,1000,20241230,20240527,EUR,40854.15
100,0070001083,2024,0000000185,2000,20241002,20221025,EUR,17320.24
100,0070001084,2023,0000000099,1000,20231121,20241013,EUR,27022.12
100,0070001085,2024,0000000120,2000,20220508,20240129,EUR,26193.05
100,0070001086,2023,0000000017,1000,20230404,20241111,EUR,14989.45
100,0070001087,2024,0000000023,2000,20231121,20230817,EUR,12328.89
100,0070001088,2023,0000000180,1000,20230730,20220705,EUR,14722.89
100,0070001089,2024,0000000121,2000,20240225,20240914,EUR,4115.31
100,0070001090,2023,0000000049,1000,20220107,20220827,EUR,2744.42
100,0070001091,2024,0000000035,2000,20230514,20240604,EUR,8211.43
100,0070001092,2023,0000000163,1000,20231204,20221102,EUR,9923.1
100,0070001093,2024,0000000019,2000,20231202,20220321,EUR,11310.64
100,0070001094,2023,0000000200,1000,20240814,20231112,EUR,16485.67
100,0070001095,2024,0000000048,2000,20240724,20221112,EUR,45144.52
100,0070001096,2023,0000000085,1000,20220731,20220325,EUR,24242.86
100,0070001097,2024,0000000040,2000,20231024,20230101,EUR,42824.02
100,0070001098,2023,0000000062,1000,20220321,20230220,EUR,22691.12
100,0070001099,2024,0000000010,2000,20220521,20240920,EUR,40640.33
100,0070001100,2023,0000000010,1000,20240616,20230402,EUR,36131.93
100,0070001101,2024,0000000056,2000,20240509,20240106,EUR,43075.76
100,0070001102,2023,0000000152,1000,20240629,20221208,EUR,28170.39
100,0070001103,2024,0000000120,2000,20240408,20240505,EUR,47830.95
100,0070001104,2023,0000000090,1000,20241120,20231119,EUR,20511.92
100,0070001105,2024,0000000068,2000,20230929,20220103,EUR,11555.02
100,0070001106,2023,0000000058,1000,20230422,20230101,EUR,44981.84
100,0070001107,2024,0000000013,2000,20230529,20221116,EUR,38476.82
100,0070001108,2023,0000000128,1000,20221127,20230904,EUR,22066.09
100,0070001109,2024,0000000173,2000,20221122,20241012,EUR,27417.28
100,0070001110,2023,0000000133,1000,20220520,20220812,EUR,40372.71
100,0070001111,2024,0000000050,2000,20221031,20240717,EUR,48394.05
100,0070001112,2023,0000000087,1000,20231119,20241128,EUR,40229.28
100,0070001113,2024,0000000009,2000,20240630,20230113,EUR,35513.06
100,0070001114,2023,0000000063,1000,20240115,20230410,EUR,44954.87
100,0070001115,2024,0000000053,2000,20240118,20220703,EUR,49709.34
100,0070001116,2023,0000000012,1000,20230721,20220623,EUR,41670.36
100,0070001117,2024,0000000063,2000,20230228,20220517,EUR,21178.82
100,0070001118,2023,0000000193,1000,20221205,20221019,EUR,42590.14
100,0070001119,2024,0000000057,2000,20241107,20230127,EUR,6859.59
100,0070001120,2023,0000000198,1000,20221126,20230206,EUR,17774.95
100,0070001121,2024,0000000017,2000,20220827,20240707,EUR,35788.71
100,0070001122,2023,0000000166,1000,20220704,20240320,EUR,44451.07
100,0070001123,2024,0000000096,2000,20220324,20231224,EUR,673.28
100,0070001124,2023,0000000177,1000,20220818,20220316,EUR,34225.94
100,0070001125,2024,0000000178,2000,20240808,20220214,EUR,39398.41
100,0070001126,2023,0000000048,1000,20240809,20230222,EUR,46323.04
100,0070001127,2024,0000000029,2000,20221202,20221019,EUR,27496.3
100,0070001128,2023,0000000041,1000,20231216,20230730,EUR,24125.79
100,0070001129,2024,0000000113,2000,20230218,20231015,EUR,10393.51
100,0070001130,2023,0000000045,1000,20220418,20221119,EUR,4766.51
100,0070001131,2024,0000000050,2000,20241216,20221107,EUR,15140.34
100,0070001132,2023,0000000098,1000,20240126,20230610,EUR,46903.46
100,0070001133,2024,0000000010,2000,20230127,20240501,EUR,25812.04
100,0070001134,2023,0000000034,1000,20231217,20240203,EUR,17951.23
100,0070001135,2024,0000000090,2000,20240519,20240218,EUR,36854.43
100,0070001136,2023,0000000058,1000,20240329,20230805,EUR,23370.58
100,0070001137,2024,0000000196,2000,20241111,20220306,EUR,19520.97
100,0070001138,2023,0000000165,1000,20241106,20220119,EUR,30987.51
100,0070001139,2024,0000000040,2000,20240325,20240919,EUR,25563.85
100,0070001140,2023,0000000122,1000,20230310,20230319,EUR,15383.3
100,0070001141,2024,0000000049,2000,20220506,20230422,EUR,4416.21
100,0070001142,2023,0000000192,1000,20240416,20230512,EUR,13309.81
100,0070001143,2024,0000000065,2000,20220525,20220604,EUR,13442.49
100,0070001144,2023,0000000076,1000,20220305,20230130,EUR,19006.25
100,0070001145,2024,0000000147,2000,20240108,20220718,EUR,3067.53
100,0070001146,2023,0000000050,1000,20221121,20231229,EUR,26765.46
100,0070001147,2024,0000000115,2000,20220428,20220713,EUR,35017.27
100,0070001148,2023,0000000175,1000,20230519,20221222,EUR,4920.6
100,0070001149,2024,0000000020,2000,20241208,20221209,EUR,13595.3
100,0070001150,2023,0000000109,1000,20220529,20221208,EUR,30353.85
100,0070001151,2024,0000000170,2000,20220727,20220308,EUR,24593.23
100,0070001152,2023,0000000149,1000,20230607,20221216,EUR,44505.52
100,0070001153,2024,0000000036,2000,20241207,20240508,EUR,38218.67
100,0070001154,2023,0000000015,1000,20220926,20220227,EUR,14493.71
100,0070001155,2024,0000000037,2000,20220807,20230301,EUR,37881.93
100,0070001156,2023,0000000089,1000,20231208,20231021,EUR,29552.99
100,0070001157,2024,0000000108,2000,20230114,20240511,EUR,33490.74
100,0070001158,2023,0000000109,1000,20230123,20231229,EUR,43150.95
100,0070001159,2024,0000000042,2000,20230418,20220513,EUR,17867.3
100,0070001160,2023,0000000018,1000,20240814,20241207,EUR,7506.6
100,0070001161,2024,0000000129,2000,20220512,20230724,EUR,38858.83
100,0070001162,2023,0000000179,1000,20241105,20230130,EUR,14083.11
100,0070001163,2024,0000000131,2000,20221009,20230607,EUR,7783.26
100,0070001164,2023,0000000112,1000,20230126,20220605,EUR,26570.24
100,0070001165,2024,0000000049,2000,20230124,20230420,EUR,14255.29
100,0070001166,2023,0000000042,1000,20240708,20220627,EUR,3270.59
100,0070001167,2024,0000000197,2000,20220421,20220213,EUR,35050.81
100,0070001168,2023,0000000109,1000,20230911,20231104,EUR,9460.73
100,0070001169,2024,0000000033,2000,20231124,20220107,EUR,32732.26
100,0070001170,2023,0000000020,1000,20231120,20230303,EUR,27260.45
100,0070001171,2024,0000000141,2000,20231226,20231117,EUR,11063.39
100,0070001172,2023,0000000028,1000,20231116,20221008,EUR,38065.25
100,0070001173,2024,0000000002,2000,20230928,20220412,EUR,44506.55
100,0070001174,2023,0000000198,1000,20220429,20230416,EUR,28912.85
100,0070001175,2024,0000000012,2000,20220202,20240411,EUR,41905.3
100,0070001176,2023,0000000156,1000,20230507,20240609,EUR,19038.06
100,0070001177,2024,0000000161,2000,20231130,20241003,EUR,35397.76
100,0070001178,2023,0000000020,1000,20230906,20230620,EUR,40030.85
100,0070001179,2024,0000000185,2000,20240407,20241210,EUR,44568.45
100,0070001180,2023,0000000173,1000,20220518,20240922,EUR,42510.48
100,0070001181,2024,0000000118,2000,20231203,20220720,EUR,14769.47
100,0070001182,2023,0000000005,1000,20241027,20230730,EUR,3071.12
100,0070001183,2024,0000000073,2000,20240606,20240720,EUR,8495.46
100,0070001184,2023,0000000133,1000,20240914,20241009,EUR,42609.86
100,0070001185,2024,0000000181,2000,20220603,20241022,EUR,37919.92
100,0070001186,2023,0000000158,1000,20220412,20231125,EUR,46178.01
100,0070001187,2024,0000000080,2000,20240601,20241217,EUR,36055.14
100,0070001188,2023,0000000168,1000,20220810,20240413,EUR,23739.31
100,0070001189,2024,0000000011,2000,20231215,20220504,EUR,23330.1
100,0070001190,2023,0000000123,1000,20221004,20220724,EUR,14129.71
100,0070001191,2024,0000000009,2000,20240618,20240921,EUR,42305.45
100,0070001192,2023,0000000189,1000,20230429,20230621,EUR,44409.39
100,0070001193,2024,0000000005,2000,20240530,20220323,EUR,43540.35
100,0070001194,2023,0000000190,1000,20220903,20231003,EUR,29907.86
100,0070001195,2024,0000000109,2000,20230121,20220714,EUR,19967.02
100,0070001196,2023,0000000133,1000,20220813,20240422,EUR,42361.34
100,0070001197,2024,0000000064,2000,20231023,20230307,EUR,44247.89
100,0070001198,2023,0000000056,1000,20221022,20240211,EUR,7578.48
100,0070001199,2024,0000000065,2000,20220523,20230504,EUR,33846.1
100,0070001200,2023,0000000114,1000,20240331,20240114,EUR,12808.82
100,0070001201,2024,0000000151,2000,20241216,20221015,EUR,43993.56
100,0070001202,2023,0000000137,1000,20220827,20220404,EUR,8158.17
100,0070001203,2024,0000000094,2000,20220118,20231210,EUR,7422.15
100,0070001204,2023,0000000046,1000,20220130,20240115,EUR,14241.6
100,0070001205,2024,0000000072,2000,20221203,20220807,EUR,24760.51
100,0070001206,2023,0000000032,1000,20220702,20240223,EUR,22350.29
100,0070001207,2024,0000000017,2000,20240518,20220202,EUR,33898.3
100,0070001208,2023,0000000034,1000,20240710,20220406,EUR,28849.59
100,0070001209,2024,0000000063,2000,20230803,20230112,EUR,6922.65
