MANDT,LGNUM,TESSION,TAESSION,MATNR,WERKS,VSOLA,MEINS
100,003,0000000160,0003,000000000000100958,0002,63.452,KG
100,001,0000000161,0001,000000000000100118,0002,97.567,KG
100,002,0000000161,0002,000000000000100416,0003,45.57,KG
100,003,0000000161,0003,000000000000100191,0005,91.455,KG
100,001,0000000162,0001,000000000000100640,0010,67.487,KG
100,002,0000000162,0002,000000000000100910,0005,89.45,KG
100,003,0000000162,0003,000000000000100880,0010,84.05,KG
100,001,0000000163,0001,000000000000100083,0002,6.201,KG
100,002,0000000163,0002,000000000000100297,0010,38.287,KG
100,003,0000000163,0003,000000000000100965,0001,62.879,KG
100,001,0000000164,0001,000000000000100485,0003,51.107,KG
100,002,0000000164,0002,000000000000100205,0007,3.598,KG
100,003,0000000164,0003,000000000000100042,0004,5.168,KG
100,001,0000000165,0001,000000000000100913,0008,7.152,KG
100,002,0000000165,0002,000000000000100014,0006,99.536,KG
100,003,0000000165,0003,000000000000100582,0001,44.082,KG
100,001,0000000166,0001,000000000000100021,0009,66.249,KG
100,002,0000000166,0002,000000000000100601,0008,9.763,KG
100,003,0000000166,0003,000000000000100137,0006,29.998,KG
100,001,0000000167,0001,000000000000100715,0008,28.608,KG
100,002,0000000167,0002,000000000000100008,0007,63.553,KG
100,003,0000000167,0003,000000000000100802,0006,12.354,KG
100,001,0000000168,0001,000000000000100170,0002,64.922,KG
100,002,0000000168,0002,000000000000100196,0007,57.337,KG
100,003,0000000168,0003,000000000000100228,0003,45.117,KG
100,001,0000000169,0001,000000000000100295,0010,40.116,KG
100,002,0000000169,0002,000000000000100347,0005,10.643,KG
100,003,0000000169,0003,000000000000100506,0005,55.266,KG
100,001,0000000170,0001,000000000000100622,0006,63.88,KG
100,002,0000000170,0002,000000000000100261,0008,50.43,KG
100,003,0000000170,0003,000000000000100297,0006,67.734,KG
100,001,0000000171,0001,000000000000100982,0008,19.114,KG
100,002,0000000171,0002,000000000000100111,0009,68.925,KG
100,003,0000000171,0003,000000000000100020,0001,61.221,KG
100,001,0000000172,0001,000000000000100709,0006,14.417,KG
100,002,0000000172,0002,000000000000100707,0001,74.085,KG
100,003,0000000172,0003,000000000000100146,0002,79.86,KG
100,001,0000000173,0001,000000000000100323,0006,18.872,KG
100,002,0000000173,0002,000000000000100580,0004,72.064,KG
100,003,0000000173,0003,000000000000100882,0003,13.097,KG
100,001,0000000174,0001,000000000000100049,0003,8.462,KG
100,002,0000000174,0002,000000000000100267,0010,39.325,KG
100,003,0000000174,0003,000000000000100271,0007,94.236,KG
100,001,0000000175,0001,000000000000100896,0005,19.54,KG
100,002,0000000175,0002,000000000000100978,0006,87.409,KG
100,003,0000000175,0003,000000000000100654,0006,38.122,KG
100,001,0000000176,0001,000000000000100863,0001,34.923,KG
100,002,0000000176,0002,000000000000100567,0010,8.183,KG
100,003,0000000176,0003,000000000000100387,0005,56.95,KG
100,001,0000000177,0001,000000000000100285,0006,27.359,KG
100,002,0000000177,0002,000000000000100730,0001,4.241,KG
100,003,0000000177,0003,000000000000100987,0005,26.681,KG
100,001,0000000178,0001,000000000000100354,0006,3.8,KG
100,002,0000000178,0002,000000000000100922,0009,26.078,KG
100,003,0000000178,0003,000000000000100388,0010,36.27,KG
100,001,0000000179,0001,000000000000100930,0001,51.895,KG
100,002,0000000179,0002,000000000000100170,0001,95.96,KG
100,003,0000000179,0003,000000000000100261,0007,1.198,KG
100,001,0000000180,0001,000000000000100401,0009,11.529,KG
100,002,0000000180,0002,000000000000100896,0006,17.245,KG
100,003,0000000180,0003,000000000000100412,0010,64.996,KG
100,001,0000000181,0001,000000000000100799,0008,46.569,KG
100,002,0000000181,0002,000000000000100499,0006,96.429,KG
100,003,0000000181,0003,000000000000100173,0006,88.693,KG
100,001,0000000182,0001,000000000000100987,0008,75.022,KG
100,002,0000000182,0002,000000000000100417,0010,71.918,KG
100,003,0000000182,0003,000000000000100629,0006,79.711,KG
100,001,0000000183,0001,000000000000100644,0010,69.6,KG
100,002,0000000183,0002,000000000000100313,0009,72.927,KG
100,003,0000000183,0003,000000000000100996,0002,33.496,KG
100,001,0000000184,0001,000000000000100474,0009,94.531,KG
100,002,0000000184,0002,000000000000100122,0004,44.242,KG
100,003,0000000184,0003,000000000000100670,0007,51.387,KG
100,001,0000000185,0001,000000000000100475,0010,13.937,KG
100,002,0000000185,0002,000000000000100515,0007,2.705,KG
100,003,0000000185,0003,000000000000100526,0001,58.701,KG
100,001,0000000186,0001,000000000000100386,0006,15.745,KG
100,002,0000000186,0002,000000000000100784,0006,71.716,KG
100,003,0000000186,0003,000000000000100513,0002,98.086,KG
100,001,0000000187,0001,000000000000100418,0007,74.373,KG
100,002,0000000187,0002,000000000000100501,0003,29.6,KG
100,003,0000000187,0003,000000000000100797,0001,49.634,KG
100,001,0000000188,0001,000000000000100406,0001,78.021,KG
100,002,0000000188,0002,000000000000100305,0006,9.428,KG
100,003,0000000188,0003,000000000000100511,0005,1.288,KG
100,001,0000000189,0001,000000000000100414,0002,22.065,KG
100,002,0000000189,0002,000000000000100578,0010,70.288,KG
100,003,0000000189,0003,000000000000100611,0004,90.585,KG
100,001,0000000190,0001,000000000000100450,0004,68.995,KG
100,002,0000000190,0002,000000000000100202,0002,40.805,KG
100,003,0000000190,0003,000000000000100382,0006,78.888,KG
100,001,0000000191,0001,000000000000100989,0003,40.609,KG
100,002,0000000191,0002,000000000000100367,0004,39.302,KG
100,003,0000000191,0003,000000000000100544,0001,91.172,KG
100,001,0000000192,0001,000000000000100011,0008,85.495,KG
100,002,0000000192,0002,000000000000100909,0004,61.685,KG
100,003,0000000192,0003,000000000000100004,0002,74.01,KG
100,001,0000000193,0001,000000000000100467,0008,38.28,KG
100,002,0000000193,0002,000000000000100235,0001,40.339,KG
100,003,0000000193,0003,000000000000100271,0005,52.277,KG
100,001,0000000194,0001,000000000000100656,0005,90.927,KG
100,002,0000000194,0002,000000000000100465,0006,25.604,KG
100,003,0000000194,0003,000000000000100329,0004,1.942,KG
100,001,0000000195,0001,000000000000100734,0005,61.822,KG
100,002,0000000195,0002,000000000000100581,0010,61.05,KG
100,003,0000000195,0003,000000000000100008,0009,58.262,KG
100,001,0000000196,0001,000000000000100268,0010,85.492,KG
100,002,0000000196,0002,000000000000100697,0007,31.719,KG
100,003,0000000196,0003,000000000000100225,0005,50.73,KG
100,001,0000000197,0001,000000000000100261,0006,49.617,KG
100,002,0000000197,0002,000000000000100854,0005,95.083,KG
100,003,0000000197,0003,000000000000100914,0006,9.584,KG
100,001,0000000198,0001,000000000000100421,0005,30.317,KG
100,002,0000000198,0002,000000000000100543,0003,78.927,KG
100,003,0000000198,0003,000000000000100817,0001,28.991,KG
100,001,0000000199,0001,000000000000100224,0006,17.462,KG
100,002,0000000199,0002,000000000000100469,0008,46.342,KG
100,003,0000000199,0003,000000000000100166,0007,67.568,KG
100,001,0000000200,0001,000000000000100329,0002,16.037,KG
100,002,0000000200,0002,000000000000100467,0010,44.62,KG
100,003,0000000200,0003,000000000000100689,0009,29.8,KG
100,001,0000000201,0001,000000000000100804,0008,89.556,KG
100,002,0000000201,0002,000000000000100878,0002,88.772,KG
100,003,0000000201,0003,000000000000100895,0002,62.342,KG
100,001,0000000202,0001,000000000000100962,0008,71.844,KG
100,002,0000000202,0002,000000000000100379,0004,12.032,KG
100,003,0000000202,0003,000000000000100635,0010,20.55,KG
100,001,0000000203,0001,000000000000100363,0005,1.427,KG
100,002,0000000203,0002,000000000000100935,0010,61.464,KG
100,003,0000000203,0003,000000000000100657,0006,67.818,KG
100,001,0000000204,0001,000000000000100391,0005,80.239,KG
100,002,0000000204,0002,000000000000100647,0002,75.554,KG
100,003,0000000204,0003,000000000000100640,0005,1.837,KG
100,001,0000000205,0001,000000000000100295,0002,6.984,KG
100,002,0000000205,0002,000000000000100500,0007,58.363,KG
100,003,0000000205,0003,000000000000100134,0006,27.072,KG
100,001,0000000206,0001,000000000000100152,0010,6.509,KG
100,002,0000000206,0002,000000000000100043,0007,2.082,KG
100,003,0000000206,0003,000000000000100985,0003,48.556,KG
100,001,0000000207,0001,000000000000100119,0002,60.993,KG
100,002,0000000207,0002,000000000000100376,0003,93.419,KG
100,003,0000000207,0003,000000000000100841,0007,87.326,KG
100,001,0000000208,0001,000000000000100186,0006,49.333,KG
100,002,0000000208,0002,000000000000100411,0007,86.608,KG
100,003,0000000208,0003,000000000000100637,0006,6.23,KG
100,001,0000000209,0001,000000000000100717,0004,40.751,KG
100,002,0000000209,0002,000000000000100949,0010,23.545,KG
100,003,0000000209,0003,000000000000100630,0007,48.399,KG
100,001,0000000210,0001,000000000000100549,0009,5.316,KG
100,002,0000000210,0002,000000000000100948,0008,89.968,KG
100,003,0000000210,0003,000000000000100684,0003,6.842,KG
100,001,0000000211,0001,000000000000100589,0007,61.38,KG
100,002,0000000211,0002,000000000000100904,0003,66.088,KG
100,003,0000000211,0003,000000000000100875,0001,78.153,KG
100,001,0000000212,0001,000000000000100581,0005,72.252,KG
100,002,0000000212,0002,000000000000100820,0001,71.747,KG
100,003,0000000212,0003,000000000000100394,0003,4.595,KG
100,001,0000000213,0001,000000000000100216,0010,42.23,KG
100,002,0000000213,0002,000000000000100465,0001,20.688,KG
100,003,0000000213,0003,000000000000100688,0001,34.491,KG
100,001,0000000214,0001,000000000000100728,0004,49.534,KG
100,002,0000000214,0002,000000000000100386,0001,60.271,KG
100,003,0000000214,0003,000000000000100128,0009,67.958,KG
100,001,0000000215,0001,000000000000100228,0001,73.996,KG
100,002,0000000215,0002,000000000000100681,0008,52.534,KG
100,003,0000000215,0003,000000000000100828,0002,94.141,KG
100,001,0000000216,0001,000000000000100002,0010,80.736,KG
100,002,0000000216,0002,000000000000100183,0004,51.802,KG
100,003,0000000216,0003,000000000000100593,0005,86.579,KG
100,001,0000000217,0001,000000000000100304,0010,46.487,KG
100,002,0000000217,0002,000000000000100899,0004,88.172,KG
100,003,0000000217,0003,000000000000100688,0007,59.92,KG
100,001,0000000218,0001,000000000000100747,0003,84.444,KG
100,002,0000000218,0002,000000000000100172,0008,83.448,KG
100,003,0000000218,0003,000000000000100256,0001,17.564,KG
100,001,0000000219,0001,000000000000100131,0004,22.968,KG
100,002,0000000219,0002,000000000000100854,0006,51.009,KG
100,003,0000000219,0003,000000000000100348,0005,97.607,KG
100,001,0000000220,0001,000000000000100037,0004,89.295,KG
100,002,0000000220,0002,000000000000100852,0010,37.211,KG
100,003,0000000220,0003,000000000000100456,0007,38.199,KG
100,001,0000000221,0001,000000000000100395,0003,6.156,KG
100,002,0000000221,0002,000000000000100032,0007,78.065,KG
100,003,0000000221,0003,000000000000100455,0002,21.537,KG
100,001,0000000222,0001,000000000000100270,0003,62.248,KG
100,002,0000000222,0002,000000000000100549,0001,88.757,KG
100,003,0000000222,0003,000000000000100226,0003,34.153,KG
100,001,0000000223,0001,000000000000100066,0008,92.116,KG
100,002,0000000223,0002,000000000000100260,0002,66.902,KG
100,003,0000000223,0003,000000000000100355,0008,70.494,KG
100,001,0000000224,0001,000000000000100300,0003,23.838,KG
100,002,0000000224,0002,000000000000100583,0008,7.253,KG
100,003,0000000224,0003,000000000000100414,0006,16.903,KG
100,001,0000000225,0001,000000000000100428,0009,74.688,KG
100,002,0000000225,0002,000000000000100081,0009,17.437,KG
100,003,0000000225,0003,000000000000100407,0001,34.295,KG
100,001,0000000226,0001,000000000000100037,0003,48.344,KG
100,002,0000000226,0002,000000000000100633,0008,99.489,KG
100,003,0000000226,0003,000000000000100149,0009,28.458,KG
100,001,0000000227,0001,000000000000100261,0003,22.422,KG
100,002,0000000227,0002,000000000000100102,0005,96.929,KG
100,003,0000000227,0003,000000000000100277,0005,77.977,KG
100,001,0000000228,0001,000000000000100206,0008,93.547,KG
100,002,0000000228,0002,000000000000100029,0009,31.235,KG
100,003,0000000228,0003,000000000000100272,0006,48.987,KG
100,001,0000000229,0001,000000000000100798,0008,13.59,KG
100,002,0000000229,0002,000000000000100171,0003,7.899,KG
100,003,0000000229,0003,000000000000100157,0004,60.444,KG
100,001,0000000230,0001,000000000000100389,0006,67.044,KG
100,002,0000000230,0002,000000000000100238,0001,29.812,KG
100,003,0000000230,0003,000000000000100825,0005,19.102,KG
100,001,0000000231,0001,000000000000100637,0008,25.867,KG
100,002,0000000231,0002,000000000000100848,0008,60.229,KG
100,003,0000000231,0003,000000000000100101,0001,47.432,KG
100,001,0000000232,0001,000000000000100176,0001,3.817,KG
100,002,0000000232,0002,000000000000100470,0010,19.95,KG
100,003,0000000232,0003,000000000000100394,0006,7.673,KG
100,001,0000000233,0001,000000000000100766,0005,24.389,KG
100,002,0000000233,0002,000000000000100444,0005,38.259,KG
100,003,0000000233,0003,000000000000100328,0008,31.607,KG
100,001,0000000234,0001,000000000000100410,0004,21.259,KG
100,002,0000000234,0002,000000000000100718,0003,49.788,KG
100,003,0000000234,0003,000000000000100595,0002,72.268,KG
100,001,0000000235,0001,000000000000100226,0004,89.483,KG
100,002,0000000235,0002,000000000000100487,0006,82.219,KG
100,003,0000000235,0003,000000000000100300,0010,5.297,KG
100,001,0000000236,0001,000000000000100953,0003,17.475,KG
100,002,0000000236,0002,000000000000100653,0005,96.016,KG
100,003,0000000236,0003,000000000000100404,0009,91.371,KG
100,001,0000000237,0001,000000000000100585,0010,8.767,KG
100,002,0000000237,0002,000000000000100354,0003,86.416,KG
100,003,0000000237,0003,000000000000100208,0005,18.584,KG
100,001,0000000238,0001,000000000000100192,0002,65.538,KG
100,002,0000000238,0002,000000000000100648,0002,52.39,KG
100,003,0000000238,0003,000000000000100102,0001,1.268,KG
100,001,0000000239,0001,000000000000100975,0002,80.824,KG
100,002,0000000239,0002,000000000000100001,0004,14.032,KG
100,003,0000000239,0003,000000000000100446,0004,66.195,KG
100,001,0000000240,0001,000000000000100570,0010,29.532,KG
100,002,0000000240,0002,000000000000100468,0008,54.877,KG
100,003,0000000240,0003,000000000000100592,0002,97.729,KG
100,001,0000000241,0001,000000000000100781,0004,63.756,KG
100,002,0000000241,0002,000000000000100797,0007,41.29,KG
100,003,0000000241,0003,000000000000100785,0010,85.336,KG
100,001,0000000242,0001,000000000000100384,0001,2.294,KG
100,002,0000000242,0002,000000000000100357,0009,52.453,KG
100,003,0000000242,0003,000000000000100717,0006,74.909,KG
100,001,0000000243,0001,000000000000100326,0003,45.515,KG
100,002,0000000243,0002,000000000000100917,0004,19.424,KG
100,003,0000000243,0003,000000000000100754,0002,15.498,KG
100,001,0000000244,0001,000000000000100943,0004,78.654,KG
100,002,0000000244,0002,000000000000100611,0008,24.168,KG
100,003,0000000244,0003,000000000000100394,0006,37.636,KG
100,001,0000000245,0001,000000000000100906,0008,68.29,KG
100,002,0000000245,0002,000000000000100998,0006,82.682,KG
100,003,0000000245,0003,000000000000100999,0004,32.527,KG
100,001,0000000246,0001,000000000000100959,0009,82.518,KG
100,002,0000000246,0002,000000000000100369,0001,81.005,KG
100,003,0000000246,0003,000000000000100407,0005,69.805,KG
100,001,0000000247,0001,000000000000100179,0007,6.692,KG
100,002,0000000247,0002,000000000000100321,0004,89.182,KG
100,003,0000000247,0003,000000000000100018,0010,3.927,KG
100,001,0000000248,0001,000000000000100452,0003,33.054,KG
100,002,0000000248,0002,000000000000100449,0003,39.31,KG
100,003,0000000248,0003,000000000000100622,0003,67.57,KG
100,001,0000000249,0001,000000000000100947,0005,76.775,KG
100,002,0000000249,0002,000000000000100332,0002,97.019,KG
100,003,0000000249,0003,000000000000100366,0010,85.526,KG
100,001,0000000250,0001,000000000000100009,0008,32.656,KG
100,002,0000000250,0002,000000000000100756,0008,88.149,KG
100,003,0000000250,0003,000000000000100346,0001,18.169,KG
100,001,0000000251,0001,000000000000100857,0006,31.052,KG
100,002,0000000251,0002,000000000000100255,0002,88.814,KG
100,003,0000000251,0003,000000000000100383,0007,58.578,KG
100,001,0000000252,0001,000000000000100297,0009,57.12,KG
100,002,0000000252,0002,000000000000100526,0002,42.988,KG
100,003,0000000252,0003,000000000000100481,0007,1.056,KG
100,001,0000000253,0001,000000000000100539,0005,92.956,KG
100,002,0000000253,0002,000000000000100136,0001,4.778,KG
100,003,0000000253,0003,000000000000100329,0004,62.89,KG
100,001,0000000254,0001,000000000000100503,0009,75.639,KG
100,002,0000000254,0002,000000000000100744,0007,36.196,KG
100,003,0000000254,0003,000000000000100524,0007,94.721,KG
100,001,0000000255,0001,000000000000100493,0004,52.655,KG
100,002,0000000255,0002,000000000000100679,0007,6.571,KG
100,003,0000000255,0003,000000000000100421,0009,79.83,KG
100,001,0000000256,0001,000000000000100186,0006,6.236,KG
100,002,0000000256,0002,000000000000100546,0004,31.239,KG
100,003,0000000256,0003,000000000000100122,0007,28.778,KG
100,001,0000000257,0001,000000000000100695,0004,58.028,KG
100,002,0000000257,0002,000000000000100508,0008,41.388,KG
100,003,0000000257,0003,000000000000100125,0001,35.469,KG
100,001,0000000258,0001,000000000000100025,0007,57.302,KG
100,002,0000000258,0002,000000000000100915,0005,9.673,KG
100,003,0000000258,0003,000000000000100029,0005,97.13,KG
100,001,0000000259,0001,000000000000100603,0001,74.276,KG
100,002,0000000259,0002,000000000000100242,0010,75.125,KG
100,003,0000000259,0003,000000000000100669,0008,40.107,KG
100,001,0000000260,0001,000000000000100145,0006,86.684,KG
100,002,0000000260,0002,000000000000100173,0006,36.719,KG
100,003,0000000260,0003,000000000000100222,0001,99.598,KG
100,001,0000000261,0001,000000000000100966,0009,88.934,KG
100,002,0000000261,0002,000000000000100368,0002,67.678,KG
100,003,0000000261,0003,000000000000100076,0010,40.829,KG
100,001,0000000262,0001,000000000000100728,0004,56.31,KG
100,002,0000000262,0002,000000000000100904,0006,49.988,KG
100,003,0000000262,0003,000000000000100461,0006,93.051,KG
100,001,0000000263,0001,000000000000100375,0008,7.024,KG
100,002,0000000263,0002,000000000000100456,0006,10.422,KG
100,003,0000000263,0003,000000000000100056,0007,18.094,KG
100,001,0000000264,0001,000000000000100733,0009,97.471,KG
100,002,0000000264,0002,000000000000100543,0003,75.224,KG
100,003,0000000264,0003,000000000000100060,0007,97.64,KG
100,001,0000000265,0001,000000000000100039,0004,45.565,KG
100,002,0000000265,0002,000000000000100433,0007,78.195,KG
100,003,0000000265,0003,000000000000100475,0009,5.424,KG
100,001,0000000266,0001,000000000000100499,0005,51.574,KG
100,002,0000000266,0002,000000000000100532,0004,9.532,KG
100,003,0000000266,0003,000000000000100137,0002,23.143,KG
100,001,0000000267,0001,000000000000100096,0004,90.684,KG
100,002,0000000267,0002,000000000000100825,0007,11.626,KG
100,003,0000000267,0003,000000000000100592,0004,66.073,KG
100,001,0000000268,0001,000000000000100974,0005,1.776,KG
100,002,0000000268,0002,000000000000100901,0002,37.183,KG
100,003,0000000268,0003,000000000000100479,0007,66.811,KG
100,001,0000000269,0001,000000000000100747,0009,82.831,KG
100,002,0000000269,0002,000000000000100703,0001,16.399,KG
100,003,0000000269,0003,000000000000100628,0003,68.291,KG
100,001,0000000270,0001,000000000000100089,0004,6.231,KG
100,002,0000000270,0002,000000000000100757,0004,1.286,KG
100,003,0000000270,0003,000000000000100137,0007,76.453,KG
100,001,0000000271,0001,000000000000100142,0009,7.299,KG
100,002,0000000271,0002,000000000000100171,0002,8.481,KG
100,003,0000000271,0003,000000000000100805,0003,98.552,KG
100,001,0000000272,0001,000000000000100900,0005,73.783,KG
100,002,0000000272,0002,000000000000100174,0006,70.598,KG
100,003,0000000272,0003,000000000000100326,0005,31.716,KG
100,001,0000000273,0001,000000000000100570,0002,75.553,KG
100,002,0000000273,0002,000000000000100013,0006,26.806,KG
100,003,0000000273,0003,000000000000100883,0006,68.034,KG
100,001,0000000274,0001,000000000000100240,0010,2.77,KG
100,002,0000000274,0002,000000000000100286,0002,40.021,KG
100,003,0000000274,0003,000000000000100657,0001,96.221,KG
100,001,0000000275,0001,000000000000100821,0009,78.982,KG
100,002,0000000275,0002,000000000000100536,0001,13.83,KG
100,003,0000000275,0003,000000000000100342,0002,20.211,KG
100,001,0000000276,0001,000000000000100789,0004,87.573,KG
100,002,0000000276,0002,000000000000100976,0002,68.792,KG
100,003,0000000276,0003,000000000000100157,0009,16.312,KG
100,001,0000000277,0001,000000000000100319,0005,17.77,KG
100,002,0000000277,0002,000000000000100360,0003,53.085,KG
100,003,0000000277,0003,000000000000100618,0010,8.308,KG
100,001,0000000278,0001,000000000000100010,0010,4.141,KG
100,002,0000000278,0002,000000000000100885,0003,54.323,KG
100,003,0000000278,0003,000000000000100825,0010,11.613,KG
100,001,0000000279,0001,000000000000100835,0004,38.985,KG
100,002,0000000279,0002,000000000000100024,0005,1.947,KG
100,003,0000000279,0003,000000000000100136,0010,65.448,KG
100,001,0000000280,0001,000000000000100743,0004,39.847,KG
100,002,0000000280,0002,000000000000100263,0003,26.092,KG
100,003,0000000280,0003,000000000000100519,0003,60.547,KG
100,001,0000000281,0001,000000000000100793,0006,9.68,KG
100,002,0000000281,0002,000000000000100799,0008,1.127,KG
100,003,0000000281,0003,000000000000100830,0008,72.611,KG
100,001,0000000282,0001,000000000000100113,0004,33.196,KG
100,002,0000000282,0002,000000000000100929,0008,79.005,KG
100,003,0000000282,0003,000000000000100940,0009,41.658,KG
100,001,0000000283,0001,000000000000100787,0004,90.57,KG
100,002,0000000283,0002,000000000000100132,0002,80.02,KG
100,003,0000000283,0003,000000000000100371,0010,46.789,KG
100,001,0000000284,0001,000000000000100934,0003,55.577,KG
100,002,0000000284,0002,000000000000100489,0009,64.083,KG
100,003,0000000284,0003,000000000000100059,0009,57.911,KG
100,001,0000000285,0001,000000000000100709,0002,49.984,KG
100,002,0000000285,0002,000000000000100637,0009,52.277,KG
100,003,0000000285,0003,000000000000100403,0010,53.733,KG
100,001,0000000286,0001,000000000000100200,0007,31.528,KG
100,002,0000000286,0002,000000000000100158,0003,11.998,KG
100,003,0000000286,0003,000000000000100161,0002,12.721,KG
100,001,0000000287,0001,000000000000100097,0005,23.411,KG
100,002,0000000287,0002,000000000000100300,0010,29.026,KG
100,003,0000000287,0003,000000000000100031,0005,99.363,KG
100,001,0000000288,0001,000000000000100135,0010,52.965,KG
100,002,0000000288,0002,000000000000100557,0006,52.281,KG
100,003,0000000288,0003,000000000000100726,0007,47.554,KG
100,001,0000000289,0001,000000000000100059,0003,15.833,KG
100,002,0000000289,0002,000000000000100428,0004,27.857,KG
100,003,0000000289,0003,000000000000100548,0007,67.168,KG
100,001,0000000290,0001,000000000000100048,0009,77.539,KG
100,002,0000000290,0002,000000000000100881,0010,53.769,KG
100,003,0000000290,0003,000000000000100018,0005,44.705,KG
100,001,0000000291,0001,000000000000100086,0003,87.548,KG
100,002,0000000291,0002,000000000000100133,0006,70.648,KG
100,003,0000000291,0003,000000000000100595,0003,88.631,KG
100,001,0000000292,0001,000000000000100477,0003,90.624,KG
100,002,0000000292,0002,000000000000100081,0008,75.798,KG
100,003,0000000292,0003,000000000000100855,0006,22.196,KG
100,001,0000000293,0001,000000000000100706,0007,8.354,KG
100,002,0000000293,0002,000000000000100165,0003,8.886,KG
100,003,0000000293,0003,000000000000100726,0007,10.212,KG
100,001,0000000294,0001,000000000000100314,0004,8.458,KG
100,002,0000000294,0002,000000000000100772,0006,22.164,KG
100,003,0000000294,0003,000000000000100887,0004,22.424,KG
100,001,0000000295,0001,000000000000100619,0010,73.911,KG
100,002,0000000295,0002,000000000000100611,0007,63.899,KG
100,003,0000000295,0003,000000000000100325,0006,52.174,KG
100,001,0000000296,0001,000000000000100929,0001,86.441,KG
100,002,0000000296,0002,000000000000100774,0010,17.094,KG
100,003,0000000296,0003,000000000000100209,0010,5.18,KG
100,001,0000000297,0001,000000000000100799,0009,10.47,KG
100,002,0000000297,0002,000000000000100903,0006,38.775,KG
100,003,0000000297,0003,000000000000100667,0007,29.973,KG
100,001,0000000298,0001,000000000000100309,0010,23.227,KG
100,002,0000000298,0002,000000000000100875,0008,90.271,KG
100,003,0000000298,0003,000000000000100878,0001,64.189,KG
100,001,0000000299,0001,000000000000100498,0009,94.375,KG
100,002,0000000299,0002,000000000000100963,0007,12.474,KG
100,003,0000000299,0003,000000000000100630,0004,95.768,KG
100,001,0000000300,0001,000000000000100765,0007,88.86,KG
100,002,0000000300,0002,000000000000100161,0007,48.288,KG
100,003,0000000300,0003,000000000000100657,0010,89.447,KG
100,001,0000000301,0001,000000000000100968,0009,42.64,KG
100,002,0000000301,0002,000000000000100783,0008,62.354,KG
100,003,0000000301,0003,000000000000100622,0008,13.007,KG
100,001,0000000302,0001,000000000000100737,0007,34.05,KG
100,002,0000000302,0002,000000000000100724,0010,35.551,KG
100,003,0000000302,0003,000000000000100575,0008,72.866,KG
100,001,0000000303,0001,000000000000100312,0008,58.714,KG
100,002,0000000303,0002,000000000000100910,0001,72.847,KG
100,003,0000000303,0003,000000000000100877,0010,66.646,KG
100,001,0000000304,0001,000000000000100500,0008,11.625,KG
100,002,0000000304,0002,000000000000100956,0007,20.619,KG
100,003,0000000304,0003,000000000000100275,0008,99.714,KG
100,001,0000000305,0001,000000000000100905,0004,50.955,KG
100,002,0000000305,0002,000000000000100703,0007,61.451,KG
100,003,0000000305,0003,000000000000100689,0003,63.474,KG
100,001,0000000306,0001,000000000000100338,0008,45.462,KG
100,002,0000000306,0002,000000000000100523,0010,59.553,KG
100,003,0000000306,0003,000000000000100612,0006,96.902,KG
100,001,0000000307,0001,000000000000100326,0002,9.8,KG
100,002,0000000307,0002,000000000000100562,0004,96.755,KG
100,003,0000000307,0003,000000000000100197,0003,8.328,KG
100,001,0000000308,0001,000000000000100294,0007,72.69,KG
100,002,0000000308,0002,000000000000100115,0006,3.389,KG
100,003,0000000308,0003,000000000000100171,0006,33.382,KG
100,001,0000000309,0001,000000000000100392,0008,66.902,KG
100,002,0000000309,0002,000000000000100298,0006,75.798,KG
100,003,0000000309,0003,000000000000100751,0004,68.505,KG
100,001,0000000310,0001,000000000000100199,0002,26.42,KG
100,002,0000000310,0002,000000000000100909,0004,17.181,KG
100,003,0000000310,0003,000000000000100608,0001,76.909,KG
100,001,0000000311,0001,000000000000100239,0003,15.503,KG
100,002,0000000311,0002,000000000000100014,0010,38.005,KG
100,003,0000000311,0003,000000000000100295,0001,71.558,KG
100,001,0000000312,0001,000000000000100339,0009,71.481,KG
100,002,0000000312,0002,000000000000100809,0008,28.535,KG
100,003,0000000312,0003,000000000000100648,0008,92.089,KG
100,001,0000000313,0001,000000000000100241,0004,75.06,KG
100,002,0000000313,0002,000000000000100763,0008,40.026,KG
100,003,0000000313,0003,000000000000100835,0002,24.174,KG
100,001,0000000314,0001,000000000000100735,0005,96.523,KG
100,002,0000000314,0002,000000000000100380,0003,92.186,KG
100,003,0000000314,0003,000000000000100415,0007,50.308,KG
100,001,0000000315,0001,000000000000100036,0005,83.983,KG
100,002,0000000315,0002,000000000000100730,0005,36.14,KG
100,003,0000000315,0003,000000000000100400,0005,16.829,KG
100,001,0000000316,0001,000000000000100610,0003,2.778,KG
100,002,0000000316,0002,000000000000100849,0006,46.903,KG
100,003,0000000316,0003,000000000000100029,0010,18.588,KG
100,001,0000000317,0001,000000000000100295,0003,62.617,KG
100,002,0000000317,0002,000000000000100703,0006,23.181,KG
100,003,0000000317,0003,000000000000100263,0007,42.195,KG
100,001,0000000318,0001,000000000000100172,0004,90.088,KG
100,002,0000000318,0002,000000000000100596,0010,46.608,KG
100,003,0000000318,0003,000000000000100192,0005,47.047,KG
100,001,0000000319,0001,000000000000100179,0008,53.525,KG
100,002,0000000319,0002,000000000000100370,0008,42.407,KG
100,003,0000000319,0003,000000000000100459,0004,46.017,KG
100,001,0000000320,0001,000000000000100886,0003,75.341,KG
100,002,0000000320,0002,000000000000100885,0006,96.185,KG
100,003,0000000320,0003,000000000000100285,0005,20.667,KG
