MANDT,AUFNR,AUTYP,BUKRS,WERKS,KOSTL,ERDAT,ERNAM
100,1001812,10,1000,1200,1400,20221207,SYSTEM
100,1001813,10,1000,1200,1200,20230824,SYSTEM
100,1001814,10,1000,1200,1200,20250722,SYSTEM
100,1001815,10,1000,1000,1000,20220911,SYSTEM
100,1001816,10,1000,1000,1400,20240108,SYSTEM
100,1001817,10,1000,1000,1200,20250615,SYSTEM
100,1001818,10,1000,1100,1200,20250617,SYSTEM
100,1001819,10,1000,1000,1100,20230321,SYSTEM
100,1001820,10,1000,1200,1000,20241003,SYSTEM
100,1001821,10,1000,1200,1000,20240405,SYSTEM
100,1001822,10,1000,1100,1300,20250708,SYSTEM
100,1001823,10,1000,1200,1000,20230803,SYSTEM
100,1001824,10,1000,1100,1400,20240604,SYSTEM
100,1001825,10,1000,1000,1400,20221231,SYSTEM
100,1001826,10,1000,1000,1100,20221223,SYSTEM
100,1001827,10,1000,1200,1200,20230724,SYSTEM
100,1001828,10,1000,1200,1200,20240406,SYSTEM
100,1001829,10,1000,1000,1100,20221003,SYSTEM
100,1001830,10,1000,1100,1200,20240105,SYSTEM
100,1001831,10,1000,1200,1200,20250126,SYSTEM
100,1001832,10,1000,1000,1000,20240814,SYSTEM
100,1001833,10,1000,1000,1400,20220603,SYSTEM
100,1001834,10,1000,1100,1400,20220710,SYSTEM
100,1001835,10,1000,1200,1300,20250925,SYSTEM
100,1001836,10,1000,1100,1200,20220619,SYSTEM
100,1001837,10,1000,1100,1400,20221224,SYSTEM
100,1001838,10,1000,1000,1000,20230110,SYSTEM
100,1001839,10,1000,1000,1400,20220917,SYSTEM
100,1001840,10,1000,1200,1300,20230326,SYSTEM
100,1001841,10,1000,1100,1300,20250225,SYSTEM
100,1001842,10,1000,1000,1400,20250803,SYSTEM
100,1001843,10,1000,1000,1100,20240208,SYSTEM
100,1001844,10,1000,1000,1200,20220723,SYSTEM
100,1001845,10,1000,1000,1200,20230615,SYSTEM
100,1001846,10,1000,1200,1400,20251011,SYSTEM
100,1001847,10,1000,1000,1000,20220726,SYSTEM
100,1001848,10,1000,1000,1200,20250913,SYSTEM
100,1001849,10,1000,1100,1400,20250921,SYSTEM
100,1001850,10,1000,1000,1200,20230627,SYSTEM
100,1001851,10,1000,1100,1000,20240808,SYSTEM
100,1001852,10,1000,1100,1100,20241119,SYSTEM
100,1001853,10,1000,1000,1100,20240812,SYSTEM
100,1001854,10,1000,1000,1000,20231017,SYSTEM
100,1001855,10,1000,1100,1100,20220705,SYSTEM
100,1001856,10,1000,1200,1400,20240604,SYSTEM
100,1001857,10,1000,1100,1100,20220907,SYSTEM
100,1001858,10,1000,1000,1000,20231111,SYSTEM
100,1001859,10,1000,1100,1400,20240725,SYSTEM
100,1001860,10,1000,1200,1100,20251216,SYSTEM
100,1001861,10,1000,1100,1000,20251230,SYSTEM
100,1001862,10,1000,1100,1100,20230720,SYSTEM
100,1001863,10,1000,1200,1200,20240707,SYSTEM
100,1001864,10,1000,1000,1100,20221006,SYSTEM
100,1001865,10,1000,1000,1200,20231127,SYSTEM
100,1001866,10,1000,1000,1100,20220430,SYSTEM
100,1001867,10,1000,1100,1200,20220416,SYSTEM
100,1001868,10,1000,1000,1100,20221009,SYSTEM
100,1001869,10,1000,1100,1400,20230604,SYSTEM
100,1001870,10,1000,1200,1100,20221027,SYSTEM
100,1001871,10,1000,1100,1100,20250528,SYSTEM
100,1001872,10,1000,1000,1200,20231017,SYSTEM
100,1001873,10,1000,1200,1300,20240308,SYSTEM
100,1001874,10,1000,1100,1400,20240909,SYSTEM
100,1001875,10,1000,1000,1400,20241018,SYSTEM
100,1001876,10,1000,1000,1300,20240315,SYSTEM
100,1001877,10,1000,1100,1200,20250505,SYSTEM
100,1001878,10,1000,1100,1100,20241117,SYSTEM
100,1001879,10,1000,1200,1100,20220730,SYSTEM
100,1001880,10,1000,1200,1000,20240905,SYSTEM
100,1001881,10,1000,1200,1000,20251003,SYSTEM
100,1001882,10,1000,1000,1000,20240303,SYSTEM
100,1001883,10,1000,1000,1300,20240803,SYSTEM
100,1001884,10,1000,1200,1000,20240302,SYSTEM
100,1001885,10,1000,1200,1100,20250909,SYSTEM
100,1001886,10,1000,1000,1400,20230609,SYSTEM
100,1001887,10,1000,1100,1200,20240701,SYSTEM
100,1001888,10,1000,1100,1200,20220721,SYSTEM
100,1001889,10,1000,1100,1000,20250805,SYSTEM
100,1001890,10,1000,1100,1200,20220808,SYSTEM
100,1001891,10,1000,1200,1100,20250304,SYSTEM
100,1001892,10,1000,1200,1200,20250728,SYSTEM
100,1001893,10,1000,1100,1200,20220830,SYSTEM
100,1001894,10,1000,1200,1000,20220410,SYSTEM
100,1001895,10,1000,1100,1300,20250604,SYSTEM
100,1001896,10,1000,1200,1300,20230816,SYSTEM
100,1001897,10,1000,1100,1400,20251115,SYSTEM
100,1001898,10,1000,1100,1000,20220829,SYSTEM
100,1001899,10,1000,1100,1100,20220223,SYSTEM
100,1001900,10,1000,1100,1100,20240921,SYSTEM
100,1001901,10,1000,1200,1300,20250212,SYSTEM
100,1001902,10,1000,1100,1000,20220212,SYSTEM
100,1001903,10,1000,1000,1300,20240527,SYSTEM
100,1001904,10,1000,1100,1100,20250427,SYSTEM
100,1001905,10,1000,1000,1200,20250419,SYSTEM
100,1001906,10,1000,1200,1200,20230315,SYSTEM
100,1001907,10,1000,1100,1300,20251121,SYSTEM
100,1001908,10,1000,1000,1400,20220323,SYSTEM
100,1001909,10,1000,1100,1200,20220309,SYSTEM
100,1001910,10,1000,1000,1100,20241114,SYSTEM
100,1001911,10,1000,1200,1300,20230306,SYSTEM
100,1001912,10,1000,1200,1100,20250517,SYSTEM
100,1001913,10,1000,1000,1000,20240828,SYSTEM
100,1001914,10,1000,1100,1300,20251013,SYSTEM
100,1001915,10,1000,1100,1100,20220825,SYSTEM
100,1001916,10,1000,1000,1400,20230123,SYSTEM
100,1001917,10,1000,1000,1000,20230514,SYSTEM
100,1001918,10,1000,1100,1000,20241225,SYSTEM
100,1001919,10,1000,1200,1300,20250425,SYSTEM
100,1001920,10,1000,1100,1400,20230705,SYSTEM
100,1001921,10,1000,1100,1300,20250916,SYSTEM
100,1001922,10,1000,1100,1200,20230127,SYSTEM
100,1001923,10,1000,1200,1100,20220408,SYSTEM
100,1001924,10,1000,1100,1200,20220412,SYSTEM
100,1001925,10,1000,1000,1300,20220107,SYSTEM
100,1001926,10,1000,1100,1100,20240601,SYSTEM
100,1001927,10,1000,1000,1200,20221004,SYSTEM
100,1001928,10,1000,1100,1300,20240530,SYSTEM
100,1001929,10,1000,1000,1200,20220924,SYSTEM
100,1001930,10,1000,1200,1100,20241006,SYSTEM
100,1001931,10,1000,1000,1300,20230524,SYSTEM
100,1001932,10,1000,1000,1300,20251015,SYSTEM
100,1001933,10,1000,1000,1300,20230605,SYSTEM
100,1001934,10,1000,1200,1400,20230917,SYSTEM
100,1001935,10,1000,1000,1200,20240122,SYSTEM
100,1001936,10,1000,1000,1300,20240923,SYSTEM
100,1001937,10,1000,1100,1100,20240630,SYSTEM
100,1001938,10,1000,1200,1400,20240913,SYSTEM
100,1001939,10,1000,1200,1400,20220112,SYSTEM
100,1001940,10,1000,1000,1400,20241029,SYSTEM
100,1001941,10,1000,1100,1100,20220822,SYSTEM
100,1001942,10,1000,1000,1300,20220714,SYSTEM
100,1001943,10,1000,1100,1000,20241007,SYSTEM
100,1001944,10,1000,1200,1400,20230106,SYSTEM
100,1001945,10,1000,1000,1200,20230817,SYSTEM
100,1001946,10,1000,1200,1300,20230609,SYSTEM
100,1001947,10,1000,1000,1300,20230506,SYSTEM
100,1001948,10,1000,1000,1300,20220502,SYSTEM
100,1001949,10,1000,1100,1200,20230328,SYSTEM
100,1001950,10,1000,1200,1300,20250115,SYSTEM
100,1001951,10,1000,1100,1000,20240412,SYSTEM
100,1001952,10,1000,1100,1000,20230508,SYSTEM
100,1001953,10,1000,1100,1400,20240623,SYSTEM
100,1001954,10,1000,1100,1100,20251006,SYSTEM
100,1001955,10,1000,1100,1400,20240617,SYSTEM
100,1001956,10,1000,1100,1300,20241227,SYSTEM
100,1001957,10,1000,1200,1000,20231106,SYSTEM
100,1001958,10,1000,1200,1200,20250304,SYSTEM
100,1001959,10,1000,1100,1200,20220108,SYSTEM
100,1001960,10,1000,1000,1400,20220902,SYSTEM
100,1001961,10,1000,1200,1100,20241106,SYSTEM
100,1001962,10,1000,1200,1000,20230823,SYSTEM
100,1001963,10,1000,1100,1000,20250923,SYSTEM
100,1001964,10,1000,1100,1300,20231215,SYSTEM
100,1001965,10,1000,1200,1300,20241128,SYSTEM
100,1001966,10,1000,1100,1300,20230613,SYSTEM
100,1001967,10,1000,1000,1300,20230305,SYSTEM
100,1001968,10,1000,1000,1400,20240505,SYSTEM
100,1001969,10,1000,1100,1000,20220308,SYSTEM
100,1001970,10,1000,1200,1200,20250228,SYSTEM
100,1001971,10,1000,1200,1200,20250831,SYSTEM
100,1001972,10,1000,1100,1400,20250718,SYSTEM
100,1001973,10,1000,1100,1100,20251115,SYSTEM
100,1001974,10,1000,1200,1400,20220726,SYSTEM
100,1001975,10,1000,1100,1000,20250902,SYSTEM
100,1001976,10,1000,1000,1200,20250701,SYSTEM
100,1001977,10,1000,1100,1200,20240109,SYSTEM
100,1001978,10,1000,1100,1400,20240104,SYSTEM
100,1001979,10,1000,1200,1000,20250707,SYSTEM
100,1001980,10,1000,1100,1400,20220223,SYSTEM
100,1001981,10,1000,1100,1300,20240111,SYSTEM
100,1001982,10,1000,1200,1200,20251226,SYSTEM
100,1001983,10,1000,1100,1300,20221231,SYSTEM
100,1001984,10,1000,1100,1400,20250710,SYSTEM
100,1001985,10,1000,1200,1000,20250920,SYSTEM
100,1001986,10,1000,1100,1400,20231225,SYSTEM
100,1001987,10,1000,1100,1300,20231004,SYSTEM
100,1001988,10,1000,1100,1000,20230826,SYSTEM
100,1001989,10,1000,1100,1400,20230317,SYSTEM
100,1001990,10,1000,1000,1000,20220912,SYSTEM
100,1001991,10,1000,1100,1100,20250830,SYSTEM
100,1001992,10,1000,1100,1300,20231103,SYSTEM
100,1001993,10,1000,1200,1400,20250623,SYSTEM
100,1001994,10,1000,1000,1100,20250828,SYSTEM
100,1001995,10,1000,1200,1200,20220511,SYSTEM
100,1001996,10,1000,1000,1300,20250109,SYSTEM
100,1001997,10,1000,1100,1100,20250214,SYSTEM
100,1001998,10,1000,1200,1400,20250109,SYSTEM
100,1001999,10,1000,1100,1400,20221120,SYSTEM
100,1002000,10,1000,1000,1400,20220804,SYSTEM
100,1002001,10,1000,1000,1300,20220820,SYSTEM
100,1002002,10,1000,1200,1000,20241011,SYSTEM
100,1002003,10,1000,1000,1000,20230115,SYSTEM
100,1002004,10,1000,1200,1100,20220401,SYSTEM
100,1002005,10,1000,1200,1400,20231031,SYSTEM
100,1002006,10,1000,1200,1200,20251231,SYSTEM
100,1002007,10,1000,1000,1100,20240809,SYSTEM
100,1002008,10,1000,1100,1200,20230416,SYSTEM
100,1002009,10,1000,1000,1400,20221231,SYSTEM
100,1002010,10,1000,1200,1000,20250822,SYSTEM
100,1002011,10,1000,1100,1000,20241215,SYSTEM
100,1002012,10,1000,1100,1200,20250114,SYSTEM
100,1002013,10,1000,1000,1000,20220119,SYSTEM
100,1002014,10,1000,1200,1300,20240607,SYSTEM
100,1002015,10,1000,1200,1200,20230831,SYSTEM
100,1002016,10,1000,1100,1400,20251111,SYSTEM
100,1002017,10,1000,1200,1400,20231209,SYSTEM
100,1002018,10,1000,1100,1000,20220917,SYSTEM
100,1002019,10,1000,1100,1000,20240403,SYSTEM
100,1002020,10,1000,1000,1300,20240706,SYSTEM
100,1002021,10,1000,1000,1400,20220429,SYSTEM
100,1002022,10,1000,1100,1300,20240626,SYSTEM
100,1002023,10,1000,1200,1200,20240525,SYSTEM
100,1002024,10,1000,1100,1200,20221102,SYSTEM
100,1002025,10,1000,1000,1200,20240319,SYSTEM
100,1002026,10,1000,1000,1300,20230317,SYSTEM
100,1002027,10,1000,1200,1400,20230807,SYSTEM
100,1002028,10,1000,1100,1400,20240127,SYSTEM
100,1002029,10,1000,1000,1200,20240723,SYSTEM
100,1002030,10,1000,1000,1000,20240114,SYSTEM
100,1002031,10,1000,1100,1300,20230526,SYSTEM
100,1002032,10,1000,1100,1200,20231231,SYSTEM
100,1002033,10,1000,1200,1200,20250402,SYSTEM
100,1002034,10,1000,1100,1000,20230511,SYSTEM
100,1002035,10,1000,1200,1200,20251107,SYSTEM
100,1002036,10,1000,1000,1200,20250418,SYSTEM
100,1002037,10,1000,1100,1300,20241218,SYSTEM
100,1002038,10,1000,1000,1000,20250301,SYSTEM
100,1002039,10,1000,1000,1000,20241012,SYSTEM
100,1002040,10,1000,1100,1100,20240826,SYSTEM
100,1002041,10,1000,1000,1000,20220708,SYSTEM
100,1002042,10,1000,1000,1200,20230203,SYSTEM
100,1002043,10,1000,1000,1000,20231014,SYSTEM
100,1002044,10,1000,1000,1000,20220906,SYSTEM
100,1002045,10,1000,1100,1200,20220402,SYSTEM
100,1002046,10,1000,1000,1300,20250116,SYSTEM
100,1002047,10,1000,1100,1200,20240925,SYSTEM
100,1002048,10,1000,1000,1000,20251201,SYSTEM
100,1002049,10,1000,1200,1200,20220401,SYSTEM
100,1002050,10,1000,1200,1100,20230516,SYSTEM
100,1002051,10,1000,1100,1000,20220809,SYSTEM
100,1002052,10,1000,1200,1400,20221016,SYSTEM
100,1002053,10,1000,1200,1000,20230106,SYSTEM
100,1002054,10,1000,1200,1400,20220510,SYSTEM
100,1002055,10,1000,1000,1200,20220526,SYSTEM
100,1002056,10,1000,1100,1100,20230829,SYSTEM
100,1002057,10,1000,1200,1300,20240113,SYSTEM
100,1002058,10,1000,1000,1100,20230122,SYSTEM
100,1002059,10,1000,1200,1100,20251017,SYSTEM
100,1002060,10,1000,1100,1400,20230705,SYSTEM
100,1002061,10,1000,1200,1100,20220227,SYSTEM
100,1002062,10,1000,1000,1300,20231216,SYSTEM
100,1002063,10,1000,1200,1100,20221022,SYSTEM
100,1002064,10,1000,1100,1000,20220206,SYSTEM
100,1002065,10,1000,1200,1000,20220622,SYSTEM
100,1002066,10,1000,1000,1000,20220702,SYSTEM
100,1002067,10,1000,1200,1200,20231026,SYSTEM
100,1002068,10,1000,1100,1200,20230512,SYSTEM
100,1002069,10,1000,1200,1200,20220707,SYSTEM
100,1002070,10,1000,1100,1100,20251201,SYSTEM
100,1002071,10,1000,1100,1100,20250113,SYSTEM
100,1002072,10,1000,1000,1000,20220317,SYSTEM
100,1002073,10,1000,1200,1200,20230930,SYSTEM
100,1002074,10,1000,1200,1400,20240826,SYSTEM
100,1002075,10,1000,1200,1400,20220727,SYSTEM
100,1002076,10,1000,1100,1100,20220912,SYSTEM
100,1002077,10,1000,1100,1100,20220430,SYSTEM
100,1002078,10,1000,1000,1300,20250525,SYSTEM
100,1002079,10,1000,1100,1200,20240924,SYSTEM
100,1002080,10,1000,1100,1100,20240910,SYSTEM
100,1002081,10,1000,1000,1200,20220403,SYSTEM
100,1002082,10,1000,1100,1100,20220203,SYSTEM
100,1002083,10,1000,1000,1200,20250617,SYSTEM
100,1002084,10,1000,1200,1100,20230930,SYSTEM
100,1002085,10,1000,1100,1000,20251122,SYSTEM
100,1002086,10,1000,1000,1300,20221124,SYSTEM
100,1002087,10,1000,1200,1100,20251107,SYSTEM
100,1002088,10,1000,1100,1000,20220319,SYSTEM
100,1002089,10,1000,1000,1200,20241221,SYSTEM
100,1002090,10,1000,1000,1300,20230104,SYSTEM
100,1002091,10,1000,1000,1100,20230907,SYSTEM
100,1002092,10,1000,1100,1200,20220901,SYSTEM
100,1002093,10,1000,1200,1400,20251211,SYSTEM
100,1002094,10,1000,1000,1200,20221025,SYSTEM
100,1002095,10,1000,1200,1100,20250517,SYSTEM
100,1002096,10,1000,1200,1100,20230622,SYSTEM
100,1002097,10,1000,1000,1200,20221004,SYSTEM
100,1002098,10,1000,1000,1000,20220713,SYSTEM
100,1002099,10,1000,1200,1100,20240217,SYSTEM
100,1002100,10,1000,1100,1100,20220504,SYSTEM
100,1002101,10,1000,1000,1100,20250807,SYSTEM
100,1002102,10,1000,1000,1300,20251127,SYSTEM
100,1002103,10,1000,1200,1300,20250727,SYSTEM
100,1002104,10,1000,1200,1300,20230526,SYSTEM
100,1002105,10,1000,1000,1000,20230224,SYSTEM
100,1002106,10,1000,1000,1300,20220712,SYSTEM
100,1002107,10,1000,1200,1300,20250116,SYSTEM
100,1002108,10,1000,1100,1100,20240102,SYSTEM
100,1002109,10,1000,1000,1000,20231123,SYSTEM
100,1002110,10,1000,1100,1300,20220427,SYSTEM
100,1002111,10,1000,1100,1300,20220313,SYSTEM
100,1002112,10,1000,1200,1100,20250513,SYSTEM
100,1002113,10,1000,1000,1300,20251108,SYSTEM
100,1002114,10,1000,1000,1200,20251026,SYSTEM
100,1002115,10,1000,1000,1100,20230716,SYSTEM
100,1002116,10,1000,1200,1100,20250521,SYSTEM
100,1002117,10,1000,1000,1000,20240917,SYSTEM
100,1002118,10,1000,1000,1400,20231118,SYSTEM
100,1002119,10,1000,1200,1200,20220821,SYSTEM
100,1002120,10,1000,1200,1300,20220630,SYSTEM
100,1002121,10,1000,1000,1000,20250425,SYSTEM
100,1002122,10,1000,1100,1000,20250326,SYSTEM
100,1002123,10,1000,1000,1400,20240316,SYSTEM
100,1002124,10,1000,1000,1300,20230603,SYSTEM
100,1002125,10,1000,1000,1200,20250315,SYSTEM
100,1002126,10,1000,1100,1100,20220730,SYSTEM
100,1002127,10,1000,1200,1400,20251009,SYSTEM
100,1002128,10,1000,1200,1000,20250712,SYSTEM
100,1002129,10,1000,1200,1400,20220212,SYSTEM
100,1002130,10,1000,1000,1100,20221125,SYSTEM
100,1002131,10,1000,1000,1300,20240730,SYSTEM
100,1002132,10,1000,1000,1400,20220405,SYSTEM
100,1002133,10,1000,1000,1200,20250223,SYSTEM
100,1002134,10,1000,1000,1300,20240228,SYSTEM
100,1002135,10,1000,1000,1100,20230226,SYSTEM
100,1002136,10,1000,1000,1000,20240524,SYSTEM
100,1002137,10,1000,1100,1200,20220111,SYSTEM
100,1002138,10,1000,1200,1000,20241010,SYSTEM
100,1002139,10,1000,1200,1100,20230829,SYSTEM
100,1002140,10,1000,1200,1200,20241202,SYSTEM
100,1002141,10,1000,1100,1100,20240203,SYSTEM
100,1002142,10,1000,1000,1100,20251104,SYSTEM
100,1002143,10,1000,1200,1200,20231111,SYSTEM
100,1002144,10,1000,1100,1300,20220413,SYSTEM
100,1002145,10,1000,1000,1000,20230624,SYSTEM
100,1002146,10,1000,1100,1300,20230621,SYSTEM
100,1002147,10,1000,1200,1300,20241016,SYSTEM
100,1002148,10,1000,1200,1000,20241019,SYSTEM
100,1002149,10,1000,1100,1000,20250726,SYSTEM
100,1002150,10,1000,1100,1300,20230608,SYSTEM
100,1002151,10,1000,1200,1100,20231121,SYSTEM
100,1002152,10,1000,1000,1300,20230301,SYSTEM
100,1002153,10,1000,1100,1300,20240723,SYSTEM
100,1002154,10,1000,1200,1200,20220530,SYSTEM
100,1002155,10,1000,1000,1000,20240528,SYSTEM
100,1002156,10,1000,1100,1000,20240218,SYSTEM
100,1002157,10,1000,1000,1100,20230620,SYSTEM
100,1002158,10,1000,1200,1200,20250718,SYSTEM
100,1002159,10,1000,1200,1100,20240730,SYSTEM
100,1002160,10,1000,1000,1100,20230408,SYSTEM
100,1002161,10,1000,1000,1400,20240202,SYSTEM
100,1002162,10,1000,1200,1200,20220307,SYSTEM
100,1002163,10,1000,1200,1400,20230219,SYSTEM
100,1002164,10,1000,1100,1400,20221010,SYSTEM
100,1002165,10,1000,1000,1400,20220121,SYSTEM
100,1002166,10,1000,1100,1000,20220407,SYSTEM
100,1002167,10,1000,1100,1200,20251008,SYSTEM
100,1002168,10,1000,1200,1300,20251101,SYSTEM
100,1002169,10,1000,1200,1100,20231102,SYSTEM
100,1002170,10,1000,1100,1200,20230506,SYSTEM
100,1002171,10,1000,1000,1300,20240303,SYSTEM
100,1002172,10,1000,1200,1200,20230429,SYSTEM
100,1002173,10,1000,1100,1300,20240630,SYSTEM
100,1002174,10,1000,1000,1000,20221124,SYSTEM
100,1002175,10,1000,1100,1300,20240205,SYSTEM
100,1002176,10,1000,1000,1000,20230923,SYSTEM
100,1002177,10,1000,1100,1100,20230813,SYSTEM
100,1002178,10,1000,1100,1300,20230219,SYSTEM
100,1002179,10,1000,1100,1300,20240516,SYSTEM
100,1002180,10,1000,1100,1300,20240308,SYSTEM
100,1002181,10,1000,1000,1300,20231101,SYSTEM
100,1002182,10,1000,1100,1200,20230603,SYSTEM
100,1002183,10,1000,1000,1300,20220405,SYSTEM
100,1002184,10,1000,1200,1400,20230723,SYSTEM
100,1002185,10,1000,1100,1000,20241209,SYSTEM
100,1002186,10,1000,1100,1300,20240419,SYSTEM
100,1002187,10,1000,1200,1200,20240622,SYSTEM
100,1002188,10,1000,1000,1300,20230104,SYSTEM
100,1002189,10,1000,1000,1200,20231226,SYSTEM
100,1002190,10,1000,1100,1100,20251216,SYSTEM
100,1002191,10,1000,1200,1300,20250607,SYSTEM
100,1002192,10,1000,1200,1100,20250621,SYSTEM
100,1002193,10,1000,1100,1100,20221222,SYSTEM
100,1002194,10,1000,1100,1000,20240826,SYSTEM
100,1002195,10,1000,1000,1200,20230704,SYSTEM
100,1002196,10,1000,1000,1200,20230227,SYSTEM
100,1002197,10,1000,1200,1000,20240618,SYSTEM
100,1002198,10,1000,1100,1000,20240404,SYSTEM
100,1002199,10,1000,1100,1100,20230409,SYSTEM
100,1002200,10,1000,1200,1300,20251215,SYSTEM
100,1002201,10,1000,1000,1100,20220913,SYSTEM
100,1002202,10,1000,1000,1000,20241109,SYSTEM
100,1002203,10,1000,1200,1000,20240314,SYSTEM
100,1002204,10,1000,1200,1400,20250402,SYSTEM
100,1002205,10,1000,1100,1100,20221211,SYSTEM
100,1002206,10,1000,1100,1300,20230826,SYSTEM
100,1002207,10,1000,1000,1400,20250215,SYSTEM
100,1002208,10,1000,1200,1000,20240617,SYSTEM
100,1002209,10,1000,1000,1400,20221103,SYSTEM
100,1002210,10,1000,1200,1400,20221228,SYSTEM
100,1002211,10,1000,1000,1000,20250315,SYSTEM
100,1002212,10,1000,1100,1000,20250725,SYSTEM
100,1002213,10,1000,1100,1400,20220813,SYSTEM
100,1002214,10,1000,1000,1000,20230702,SYSTEM
100,1002215,10,1000,1100,1400,20230210,SYSTEM
100,1002216,10,1000,1000,1300,20240725,SYSTEM
100,1002217,10,1000,1100,1300,20230522,SYSTEM
100,1002218,10,1000,1000,1000,20240817,SYSTEM
100,1002219,10,1000,1200,1400,20230911,SYSTEM
100,1002220,10,1000,1000,1300,20240405,SYSTEM
100,1002221,10,1000,1200,1100,20230316,SYSTEM
100,1002222,10,1000,1100,1300,20220726,SYSTEM
100,1002223,10,1000,1200,1100,20240517,SYSTEM
100,1002224,10,1000,1200,1300,20240308,SYSTEM
100,1002225,10,1000,1200,1100,20220525,SYSTEM
100,1002226,10,1000,1000,1200,20250228,SYSTEM
100,1002227,10,1000,1200,1400,20220408,SYSTEM
100,1002228,10,1000,1100,1400,20240630,SYSTEM
100,1002229,10,1000,1000,1000,20250511,SYSTEM
100,1002230,10,1000,1100,1200,20231211,SYSTEM
100,1002231,10,1000,1200,1100,20250705,SYSTEM
100,1002232,10,1000,1200,1400,20220617,SYSTEM
100,1002233,10,1000,1000,1300,20220903,SYSTEM
100,1002234,10,1000,1000,1400,20220203,SYSTEM
100,1002235,10,1000,1100,1200,20231115,SYSTEM
100,1002236,10,1000,1100,1300,20230108,SYSTEM
100,1002237,10,1000,1000,1300,20240719,SYSTEM
100,1002238,10,1000,1200,1100,20230415,SYSTEM
100,1002239,10,1000,1200,1000,20220424,SYSTEM
100,1002240,10,1000,1200,1400,20240518,SYSTEM
100,1002241,10,1000,1200,1000,20230416,SYSTEM
100,1002242,10,1000,1200,1300,20241214,SYSTEM
100,1002243,10,1000,1100,1300,20230701,SYSTEM
100,1002244,10,1000,1100,1400,20220305,SYSTEM
100,1002245,10,1000,1100,1300,20240530,SYSTEM
100,1002246,10,1000,1100,1000,20240507,SYSTEM
100,1002247,10,1000,1200,1300,20230130,SYSTEM
100,1002248,10,1000,1100,1400,20251003,SYSTEM
100,1002249,10,1000,1000,1200,20240218,SYSTEM
100,1002250,10,1000,1100,1000,20220604,SYSTEM
100,1002251,10,1000,1000,1100,20220906,SYSTEM
100,1002252,10,1000,1100,1100,20241215,SYSTEM
100,1002253,10,1000,1100,1200,20250126,SYSTEM
100,1002254,10,1000,1000,1300,20231120,SYSTEM
100,1002255,10,1000,1000,1200,20240906,SYSTEM
100,1002256,10,1000,1000,1400,20250711,SYSTEM
100,1002257,10,1000,1200,1300,20241113,SYSTEM
100,1002258,10,1000,1200,1200,20220604,SYSTEM
100,1002259,10,1000,1000,1100,20250617,SYSTEM
100,1002260,10,1000,1100,1000,20250312,SYSTEM
100,1002261,10,1000,1200,1000,20250321,SYSTEM
100,1002262,10,1000,1000,1000,20230827,SYSTEM
100,1002263,10,1000,1100,1100,20220220,SYSTEM
100,1002264,10,1000,1000,1400,20241101,SYSTEM
100,1002265,10,1000,1200,1400,20241118,SYSTEM
100,1002266,10,1000,1100,1000,20220408,SYSTEM
100,1002267,10,1000,1000,1400,20230116,SYSTEM
100,1002268,10,1000,1200,1300,20250110,SYSTEM
100,1002269,10,1000,1000,1000,20250405,SYSTEM
100,1002270,10,1000,1100,1000,20231107,SYSTEM
100,1002271,10,1000,1100,1000,20230612,SYSTEM
100,1002272,10,1000,1000,1000,20230118,SYSTEM
100,1002273,10,1000,1000,1200,20241006,SYSTEM
100,1002274,10,1000,1100,1000,20240204,SYSTEM
100,1002275,10,1000,1000,1400,20221107,SYSTEM
100,1002276,10,1000,1200,1300,20240229,SYSTEM
100,1002277,10,1000,1000,1000,20241207,SYSTEM
100,1002278,10,1000,1100,1400,20220308,SYSTEM
100,1002279,10,1000,1100,1000,20241207,SYSTEM
100,1002280,10,1000,1200,1300,20240628,SYSTEM
100,1002281,10,1000,1000,1100,20230524,SYSTEM
100,1002282,10,1000,1000,1200,20221117,SYSTEM
100,1002283,10,1000,1200,1200,20230411,SYSTEM
100,1002284,10,1000,1000,1400,20240728,SYSTEM
100,1002285,10,1000,1200,1100,20231114,SYSTEM
100,1002286,10,1000,1100,1100,20250223,SYSTEM
100,1002287,10,1000,1000,1300,20240508,SYSTEM
100,1002288,10,1000,1000,1400,20221121,SYSTEM
100,1002289,10,1000,1000,1000,20220111,SYSTEM
100,1002290,10,1000,1100,1000,20251101,SYSTEM
100,1002291,10,1000,1200,1200,20241030,SYSTEM
100,1002292,10,1000,1200,1400,20251117,SYSTEM
100,1002293,10,1000,1000,1100,20240705,SYSTEM
100,1002294,10,1000,1100,1200,20241224,SYSTEM
100,1002295,10,1000,1000,1100,20241118,SYSTEM
100,1002296,10,1000,1000,1200,20220324,SYSTEM
100,1002297,10,1000,1200,1100,20240709,SYSTEM
100,1002298,10,1000,1200,1200,20230109,SYSTEM
100,1002299,10,1000,1000,1100,20220124,SYSTEM
100,1002300,10,1000,1200,1200,20230803,SYSTEM
100,1002301,10,1000,1000,1300,20241214,SYSTEM
100,1002302,10,1000,1000,1200,20230404,SYSTEM
100,1002303,10,1000,1200,1200,20240910,SYSTEM
100,1002304,10,1000,1000,1100,20240403,SYSTEM
100,1002305,10,1000,1000,1200,20250103,SYSTEM
100,1002306,10,1000,1000,1300,20220822,SYSTEM
100,1002307,10,1000,1100,1100,20230701,SYSTEM
100,1002308,10,1000,1200,1100,20220505,SYSTEM
100,1002309,10,1000,1000,1300,20231024,SYSTEM
