MANDT,MESTYP,CPIDENT,TABNAME,TABKEY,CRESSION_DATE
100,MATMAS,00000000000000000000000410,MARA,100000000000000100409,20220330
100,MATMAS,00000000000000000000000411,MARA,100000000000000100410,20240829
100,MATMAS,00000000000000000000000412,MARA,100000000000000100411,20230521
100,MATMAS,00000000000000000000000413,MARA,100000000000000100412,20230709
100,MATMAS,00000000000000000000000414,MARA,100000000000000100413,20221019
100,MATMAS,00000000000000000000000415,MARA,100000000000000100414,20230304
100,MATMAS,00000000000000000000000416,MARA,100000000000000100415,20220924
100,MATMAS,00000000000000000000000417,MARA,100000000000000100416,20230710
100,MATMAS,00000000000000000000000418,MARA,100000000000000100417,20230110
100,MATMAS,00000000000000000000000419,MARA,100000000000000100418,20220408
100,MATMAS,00000000000000000000000420,MARA,100000000000000100419,20230430
100,MATMAS,00000000000000000000000421,MARA,100000000000000100420,20230613
100,MATMAS,00000000000000000000000422,MARA,100000000000000100421,20231118
100,MATMAS,00000000000000000000000423,MARA,100000000000000100422,20240909
100,MATMAS,00000000000000000000000424,MARA,100000000000000100423,20230301
100,MATMAS,00000000000000000000000425,MARA,100000000000000100424,20220223
100,MATMAS,00000000000000000000000426,MARA,100000000000000100425,20230607
100,MATMAS,00000000000000000000000427,MARA,100000000000000100426,20220520
100,MATMAS,00000000000000000000000428,MARA,100000000000000100427,20220505
100,MATMAS,00000000000000000000000429,MARA,100000000000000100428,20240212
100,MATMAS,00000000000000000000000430,MARA,100000000000000100429,20220202
100,MATMAS,00000000000000000000000431,MARA,100000000000000100430,20221219
100,MATMAS,00000000000000000000000432,MARA,100000000000000100431,20220709
100,MATMAS,00000000000000000000000433,MARA,100000000000000100432,20220505
100,MATMAS,00000000000000000000000434,MARA,100000000000000100433,20220712
100,MATMAS,00000000000000000000000435,MARA,100000000000000100434,20241010
100,MATMAS,00000000000000000000000436,MARA,100000000000000100435,20220804
100,MATMAS,00000000000000000000000437,MARA,100000000000000100436,20231101
100,MATMAS,00000000000000000000000438,MARA,100000000000000100437,20221215
100,MATMAS,00000000000000000000000439,MARA,100000000000000100438,20230925
100,MATMAS,00000000000000000000000440,MARA,100000000000000100439,20230408
100,MATMAS,00000000000000000000000441,MARA,100000000000000100440,20221224
100,MATMAS,00000000000000000000000442,MARA,100000000000000100441,20241204
100,MATMAS,00000000000000000000000443,MARA,100000000000000100442,20221006
100,MATMAS,00000000000000000000000444,MARA,100000000000000100443,20231205
100,MATMAS,00000000000000000000000445,MARA,100000000000000100444,20240830
100,MATMAS,00000000000000000000000446,MARA,100000000000000100445,20221224
100,MATMAS,00000000000000000000000447,MARA,100000000000000100446,20240116
100,MATMAS,00000000000000000000000448,MARA,100000000000000100447,20231103
100,MATMAS,00000000000000000000000449,MARA,100000000000000100448,20240419
100,MATMAS,00000000000000000000000450,MARA,100000000000000100449,20231026
100,MATMAS,00000000000000000000000451,MARA,100000000000000100450,20230630
100,MATMAS,00000000000000000000000452,MARA,100000000000000100451,20240826
100,MATMAS,00000000000000000000000453,MARA,100000000000000100452,20230219
100,MATMAS,00000000000000000000000454,MARA,100000000000000100453,20230806
100,MATMAS,00000000000000000000000455,MARA,100000000000000100454,20221004
100,MATMAS,00000000000000000000000456,MARA,100000000000000100455,20230921
100,MATMAS,00000000000000000000000457,MARA,100000000000000100456,20220825
100,MATMAS,00000000000000000000000458,MARA,100000000000000100457,20240813
100,MATMAS,00000000000000000000000459,MARA,100000000000000100458,20240824
100,MATMAS,00000000000000000000000460,MARA,100000000000000100459,20230418
100,MATMAS,00000000000000000000000461,MARA,100000000000000100460,20221028
100,MATMAS,00000000000000000000000462,MARA,100000000000000100461,20220405
100,MATMAS,00000000000000000000000463,MARA,100000000000000100462,20220629
100,MATMAS,00000000000000000000000464,MARA,100000000000000100463,20240314
100,MATMAS,00000000000000000000000465,MARA,100000000000000100464,20240906
100,MATMAS,00000000000000000000000466,MARA,100000000000000100465,20220211
100,MATMAS,00000000000000000000000467,MARA,100000000000000100466,20240715
100,MATMAS,00000000000000000000000468,MARA,100000000000000100467,20220918
100,MATMAS,00000000000000000000000469,MARA,100000000000000100468,20221226
100,MATMAS,00000000000000000000000470,MARA,100000000000000100469,20220203
100,MATMAS,00000000000000000000000471,MARA,100000000000000100470,20220630
100,MATMAS,00000000000000000000000472,MARA,100000000000000100471,20220831
100,MATMAS,00000000000000000000000473,MARA,100000000000000100472,20220611
100,MATMAS,00000000000000000000000474,MARA,100000000000000100473,20230425
100,MATMAS,00000000000000000000000475,MARA,100000000000000100474,20220512
100,MATMAS,00000000000000000000000476,MARA,100000000000000100475,20220529
100,MATMAS,00000000000000000000000477,MARA,100000000000000100476,20221026
100,MATMAS,00000000000000000000000478,MARA,100000000000000100477,20240529
100,MATMAS,00000000000000000000000479,MARA,100000000000000100478,20230312
100,MATMAS,00000000000000000000000480,MARA,100000000000000100479,20220628
100,MATMAS,00000000000000000000000481,MARA,100000000000000100480,20230721
100,MATMAS,00000000000000000000000482,MARA,100000000000000100481,20230717
100,MATMAS,00000000000000000000000483,MARA,100000000000000100482,20230808
100,MATMAS,00000000000000000000000484,MARA,100000000000000100483,20230531
100,MATMAS,00000000000000000000000485,MARA,100000000000000100484,20230909
100,MATMAS,00000000000000000000000486,MARA,100000000000000100485,20241008
100,MATMAS,00000000000000000000000487,MARA,100000000000000100486,20241116
100,MATMAS,00000000000000000000000488,MARA,100000000000000100487,20230726
100,MATMAS,00000000000000000000000489,MARA,100000000000000100488,20230522
100,MATMAS,00000000000000000000000490,MARA,100000000000000100489,20230608
100,MATMAS,00000000000000000000000491,MARA,100000000000000100490,20230530
100,MATMAS,00000000000000000000000492,MARA,100000000000000100491,20240609
100,MATMAS,00000000000000000000000493,MARA,100000000000000100492,20240519
100,MATMAS,00000000000000000000000494,MARA,100000000000000100493,20230618
100,MATMAS,00000000000000000000000495,MARA,100000000000000100494,20230405
100,MATMAS,00000000000000000000000496,MARA,100000000000000100495,20230103
100,MATMAS,00000000000000000000000497,MARA,100000000000000100496,20231222
100,MATMAS,00000000000000000000000498,MARA,100000000000000100497,20220531
100,MATMAS,00000000000000000000000499,MARA,100000000000000100498,20240529
100,MATMAS,00000000000000000000000500,MARA,100000000000000100499,20221021
100,MATMAS,00000000000000000000000501,MARA,100000000000000100500,20230530
100,MATMAS,00000000000000000000000502,MARA,100000000000000100501,20220708
100,MATMAS,00000000000000000000000503,MARA,100000000000000100502,20241124
100,MATMAS,00000000000000000000000504,MARA,100000000000000100503,20221015
100,MATMAS,00000000000000000000000505,MARA,100000000000000100504,20240721
100,MATMAS,00000000000000000000000506,MARA,100000000000000100505,20240510
100,MATMAS,00000000000000000000000507,MARA,100000000000000100506,20230820
100,MATMAS,00000000000000000000000508,MARA,100000000000000100507,20230129
100,MATMAS,00000000000000000000000509,MARA,100000000000000100508,20221112
100,MATMAS,00000000000000000000000510,MARA,100000000000000100509,20231115
100,MATMAS,00000000000000000000000511,MARA,100000000000000100510,20241019
100,MATMAS,00000000000000000000000512,MARA,100000000000000100511,20231210
100,MATMAS,00000000000000000000000513,MARA,100000000000000100512,20240816
100,MATMAS,00000000000000000000000514,MARA,100000000000000100513,20230717
100,MATMAS,00000000000000000000000515,MARA,100000000000000100514,20230604
100,MATMAS,00000000000000000000000516,MARA,100000000000000100515,20221003
100,MATMAS,00000000000000000000000517,MARA,100000000000000100516,20230825
100,MATMAS,00000000000000000000000518,MARA,100000000000000100517,20241021
100,MATMAS,00000000000000000000000519,MARA,100000000000000100518,20240302
100,MATMAS,00000000000000000000000520,MARA,100000000000000100519,20230116
100,MATMAS,00000000000000000000000521,MARA,100000000000000100520,20231124
100,MATMAS,00000000000000000000000522,MARA,100000000000000100521,20220324
100,MATMAS,00000000000000000000000523,MARA,100000000000000100522,20220225
100,MATMAS,00000000000000000000000524,MARA,100000000000000100523,20220820
100,MATMAS,00000000000000000000000525,MARA,100000000000000100524,20241122
100,MATMAS,00000000000000000000000526,MARA,100000000000000100525,20240728
100,MATMAS,00000000000000000000000527,MARA,100000000000000100526,20220425
100,MATMAS,00000000000000000000000528,MARA,100000000000000100527,20241019
100,MATMAS,00000000000000000000000529,MARA,100000000000000100528,20230826
100,MATMAS,00000000000000000000000530,MARA,100000000000000100529,20220113
100,MATMAS,00000000000000000000000531,MARA,100000000000000100530,20230420
100,MATMAS,00000000000000000000000532,MARA,100000000000000100531,20240607
100,MATMAS,00000000000000000000000533,MARA,100000000000000100532,20230601
100,MATMAS,00000000000000000000000534,MARA,100000000000000100533,20220226
100,MATMAS,00000000000000000000000535,MARA,100000000000000100534,20240229
100,MATMAS,00000000000000000000000536,MARA,100000000000000100535,20221010
100,MATMAS,00000000000000000000000537,MARA,100000000000000100536,20230901
100,MATMAS,00000000000000000000000538,MARA,100000000000000100537,20240214
100,MATMAS,00000000000000000000000539,MARA,100000000000000100538,20231005
100,MATMAS,00000000000000000000000540,MARA,100000000000000100539,20230402
100,MATMAS,00000000000000000000000541,MARA,100000000000000100540,20231223
100,MATMAS,00000000000000000000000542,MARA,100000000000000100541,20230616
100,MATMAS,00000000000000000000000543,MARA,100000000000000100542,20240622
100,MATMAS,00000000000000000000000544,MARA,100000000000000100543,20230407
100,MATMAS,00000000000000000000000545,MARA,100000000000000100544,20220108
100,MATMAS,00000000000000000000000546,MARA,100000000000000100545,20230122
100,MATMAS,00000000000000000000000547,MARA,100000000000000100546,20241220
100,MATMAS,00000000000000000000000548,MARA,100000000000000100547,20221015
100,MATMAS,00000000000000000000000549,MARA,100000000000000100548,20220510
100,MATMAS,00000000000000000000000550,MARA,100000000000000100549,20231226
100,MATMAS,00000000000000000000000551,MARA,100000000000000100550,20230927
100,MATMAS,00000000000000000000000552,MARA,100000000000000100551,20220304
100,MATMAS,00000000000000000000000553,MARA,100000000000000100552,20230719
100,MATMAS,00000000000000000000000554,MARA,100000000000000100553,20230328
100,MATMAS,00000000000000000000000555,MARA,100000000000000100554,20240218
100,MATMAS,00000000000000000000000556,MARA,100000000000000100555,20240811
100,MATMAS,00000000000000000000000557,MARA,100000000000000100556,20240104
100,MATMAS,00000000000000000000000558,MARA,100000000000000100557,20241209
100,MATMAS,00000000000000000000000559,MARA,100000000000000100558,20221215
100,MATMAS,00000000000000000000000560,MARA,100000000000000100559,20240104
100,MATMAS,00000000000000000000000561,MARA,100000000000000100560,20231203
100,MATMAS,00000000000000000000000562,MARA,100000000000000100561,20230113
100,MATMAS,00000000000000000000000563,MARA,100000000000000100562,20220325
100,MATMAS,00000000000000000000000564,MARA,100000000000000100563,20220321
100,MATMAS,00000000000000000000000565,MARA,100000000000000100564,20230703
100,MATMAS,00000000000000000000000566,MARA,100000000000000100565,20230310
100,MATMAS,00000000000000000000000567,MARA,100000000000000100566,20240915
100,MATMAS,00000000000000000000000568,MARA,100000000000000100567,20220220
100,MATMAS,00000000000000000000000569,MARA,100000000000000100568,20221018
100,MATMAS,00000000000000000000000570,MARA,100000000000000100569,20240610
100,MATMAS,00000000000000000000000571,MARA,100000000000000100570,20221215
100,MATMAS,00000000000000000000000572,MARA,100000000000000100571,20231211
100,MATMAS,00000000000000000000000573,MARA,100000000000000100572,20230120
100,MATMAS,00000000000000000000000574,MARA,100000000000000100573,20230204
100,MATMAS,00000000000000000000000575,MARA,100000000000000100574,20240910
100,MATMAS,00000000000000000000000576,MARA,100000000000000100575,20230919
100,MATMAS,00000000000000000000000577,MARA,100000000000000100576,20241004
100,MATMAS,00000000000000000000000578,MARA,100000000000000100577,20220801
100,MATMAS,00000000000000000000000579,MARA,100000000000000100578,20240318
100,MATMAS,00000000000000000000000580,MARA,100000000000000100579,20221103
100,MATMAS,00000000000000000000000581,MARA,100000000000000100580,20230826
100,MATMAS,00000000000000000000000582,MARA,100000000000000100581,20241107
100,MATMAS,00000000000000000000000583,MARA,100000000000000100582,20220619
100,MATMAS,00000000000000000000000584,MARA,100000000000000100583,20220322
100,MATMAS,00000000000000000000000585,MARA,100000000000000100584,20240610
100,MATMAS,00000000000000000000000586,MARA,100000000000000100585,20230416
100,MATMAS,00000000000000000000000587,MARA,100000000000000100586,20220417
100,MATMAS,00000000000000000000000588,MARA,100000000000000100587,20240502
100,MATMAS,00000000000000000000000589,MARA,100000000000000100588,20230416
100,MATMAS,00000000000000000000000590,MARA,100000000000000100589,20240628
100,MATMAS,00000000000000000000000591,MARA,100000000000000100590,20230111
100,MATMAS,00000000000000000000000592,MARA,100000000000000100591,20221013
100,MATMAS,00000000000000000000000593,MARA,100000000000000100592,20240515
100,MATMAS,00000000000000000000000594,MARA,100000000000000100593,20240113
100,MATMAS,00000000000000000000000595,MARA,100000000000000100594,20240125
100,MATMAS,00000000000000000000000596,MARA,100000000000000100595,20220917
100,MATMAS,00000000000000000000000597,MARA,100000000000000100596,20240429
100,MATMAS,00000000000000000000000598,MARA,100000000000000100597,20230226
100,MATMAS,00000000000000000000000599,MARA,100000000000000100598,20220327
100,MATMAS,00000000000000000000000600,MARA,100000000000000100599,20240516
100,MATMAS,00000000000000000000000601,MARA,100000000000000100600,20231208
100,MATMAS,00000000000000000000000602,MARA,100000000000000100601,20240401
100,MATMAS,00000000000000000000000603,MARA,100000000000000100602,20240108
100,MATMAS,00000000000000000000000604,MARA,100000000000000100603,20220916
100,MATMAS,00000000000000000000000605,MARA,100000000000000100604,20230220
100,MATMAS,00000000000000000000000606,MARA,100000000000000100605,20241209
100,MATMAS,00000000000000000000000607,MARA,100000000000000100606,20240819
100,MATMAS,00000000000000000000000608,MARA,100000000000000100607,20231108
100,MATMAS,00000000000000000000000609,MARA,100000000000000100608,20220501
100,MATMAS,00000000000000000000000610,MARA,100000000000000100609,20241018
100,MATMAS,00000000000000000000000611,MARA,100000000000000100610,20240109
100,MATMAS,00000000000000000000000612,MARA,100000000000000100611,20220615
100,MATMAS,00000000000000000000000613,MARA,100000000000000100612,20231109
100,MATMAS,00000000000000000000000614,MARA,100000000000000100613,20220410
100,MATMAS,00000000000000000000000615,MARA,100000000000000100614,20241216
100,MATMAS,00000000000000000000000616,MARA,100000000000000100615,20241211
100,MATMAS,00000000000000000000000617,MARA,100000000000000100616,20241012
100,MATMAS,00000000000000000000000618,MARA,100000000000000100617,20230726
100,MATMAS,00000000000000000000000619,MARA,100000000000000100618,20220119
100,MATMAS,00000000000000000000000620,MARA,100000000000000100619,20220724
100,MATMAS,00000000000000000000000621,MARA,100000000000000100620,20220217
100,MATMAS,00000000000000000000000622,MARA,100000000000000100621,20240801
100,MATMAS,00000000000000000000000623,MARA,100000000000000100622,20231129
100,MATMAS,00000000000000000000000624,MARA,100000000000000100623,20220214
100,MATMAS,00000000000000000000000625,MARA,100000000000000100624,20240925
100,MATMAS,00000000000000000000000626,MARA,100000000000000100625,20231212
100,MATMAS,00000000000000000000000627,MARA,100000000000000100626,20240920
100,MATMAS,00000000000000000000000628,MARA,100000000000000100627,20220923
100,MATMAS,00000000000000000000000629,MARA,100000000000000100628,20230117
100,MATMAS,00000000000000000000000630,MARA,100000000000000100629,20230426
100,MATMAS,00000000000000000000000631,MARA,100000000000000100630,20220218
100,MATMAS,00000000000000000000000632,MARA,100000000000000100631,20230626
100,MATMAS,00000000000000000000000633,MARA,100000000000000100632,20221029
100,MATMAS,00000000000000000000000634,MARA,100000000000000100633,20220313
100,MATMAS,00000000000000000000000635,MARA,100000000000000100634,20231221
100,MATMAS,00000000000000000000000636,MARA,100000000000000100635,20240321
100,MATMAS,00000000000000000000000637,MARA,100000000000000100636,20230812
100,MATMAS,00000000000000000000000638,MARA,100000000000000100637,20221009
100,MATMAS,00000000000000000000000639,MARA,100000000000000100638,20220425
100,MATMAS,00000000000000000000000640,MARA,100000000000000100639,20240629
100,MATMAS,00000000000000000000000641,MARA,100000000000000100640,20240807
100,MATMAS,00000000000000000000000642,MARA,100000000000000100641,20230227
100,MATMAS,00000000000000000000000643,MARA,100000000000000100642,20240610
100,MATMAS,00000000000000000000000644,MARA,100000000000000100643,20221110
100,MATMAS,00000000000000000000000645,MARA,100000000000000100644,20240322
100,MATMAS,00000000000000000000000646,MARA,100000000000000100645,20220506
100,MATMAS,00000000000000000000000647,MARA,100000000000000100646,20240623
100,MATMAS,00000000000000000000000648,MARA,100000000000000100647,20220219
100,MATMAS,00000000000000000000000649,MARA,100000000000000100648,20231228
100,MATMAS,00000000000000000000000650,MARA,100000000000000100649,20231001
100,MATMAS,00000000000000000000000651,MARA,100000000000000100650,20240418
100,MATMAS,00000000000000000000000652,MARA,100000000000000100651,20230529
100,MATMAS,00000000000000000000000653,MARA,100000000000000100652,20221207
100,MATMAS,00000000000000000000000654,MARA,100000000000000100653,20220729
100,MATMAS,00000000000000000000000655,MARA,100000000000000100654,20240508
100,MATMAS,00000000000000000000000656,MARA,100000000000000100655,20221104
100,MATMAS,00000000000000000000000657,MARA,100000000000000100656,20241117
100,MATMAS,00000000000000000000000658,MARA,100000000000000100657,20230122
100,MATMAS,00000000000000000000000659,MARA,100000000000000100658,20240309
100,MATMAS,00000000000000000000000660,MARA,100000000000000100659,20230313
100,MATMAS,00000000000000000000000661,MARA,100000000000000100660,20220525
100,MATMAS,00000000000000000000000662,MARA,100000000000000100661,20220105
100,MATMAS,00000000000000000000000663,MARA,100000000000000100662,20230309
100,MATMAS,00000000000000000000000664,MARA,100000000000000100663,20230726
100,MATMAS,00000000000000000000000665,MARA,100000000000000100664,20230813
100,MATMAS,00000000000000000000000666,MARA,100000000000000100665,20230209
100,MATMAS,00000000000000000000000667,MARA,100000000000000100666,20231009
100,MATMAS,00000000000000000000000668,MARA,100000000000000100667,20230919
100,MATMAS,00000000000000000000000669,MARA,100000000000000100668,20241103
100,MATMAS,00000000000000000000000670,MARA,100000000000000100669,20230721
100,MATMAS,00000000000000000000000671,MARA,100000000000000100670,20231215
100,MATMAS,00000000000000000000000672,MARA,100000000000000100671,20240908
100,MATMAS,00000000000000000000000673,MARA,100000000000000100672,20230915
100,MATMAS,00000000000000000000000674,MARA,100000000000000100673,20240406
100,MATMAS,00000000000000000000000675,MARA,100000000000000100674,20240304
100,MATMAS,00000000000000000000000676,MARA,100000000000000100675,20241208
100,MATMAS,00000000000000000000000677,MARA,100000000000000100676,20230710
100,MATMAS,00000000000000000000000678,MARA,100000000000000100677,20230525
100,MATMAS,00000000000000000000000679,MARA,100000000000000100678,20240810
100,MATMAS,00000000000000000000000680,MARA,100000000000000100679,20220601
100,MATMAS,00000000000000000000000681,MARA,100000000000000100680,20220127
100,MATMAS,00000000000000000000000682,MARA,100000000000000100681,20231026
100,MATMAS,00000000000000000000000683,MARA,100000000000000100682,20241213
100,MATMAS,00000000000000000000000684,MARA,100000000000000100683,20230714
100,MATMAS,00000000000000000000000685,MARA,100000000000000100684,20240810
100,MATMAS,00000000000000000000000686,MARA,100000000000000100685,20221209
100,MATMAS,00000000000000000000000687,MARA,100000000000000100686,20221020
100,MATMAS,00000000000000000000000688,MARA,100000000000000100687,20220210
100,MATMAS,00000000000000000000000689,MARA,100000000000000100688,20240909
100,MATMAS,00000000000000000000000690,MARA,100000000000000100689,20220501
100,MATMAS,00000000000000000000000691,MARA,100000000000000100690,20221219
100,MATMAS,00000000000000000000000692,MARA,100000000000000100691,20240902
100,MATMAS,00000000000000000000000693,MARA,100000000000000100692,20220107
100,MATMAS,00000000000000000000000694,MARA,100000000000000100693,20230309
100,MATMAS,00000000000000000000000695,MARA,100000000000000100694,20221005
100,MATMAS,00000000000000000000000696,MARA,100000000000000100695,20220424
100,MATMAS,00000000000000000000000697,MARA,100000000000000100696,20230217
100,MATMAS,00000000000000000000000698,MARA,100000000000000100697,20220728
100,MATMAS,00000000000000000000000699,MARA,100000000000000100698,20231104
100,MATMAS,00000000000000000000000700,MARA,100000000000000100699,20240701
100,MATMAS,00000000000000000000000701,MARA,100000000000000100700,20220731
100,MATMAS,00000000000000000000000702,MARA,100000000000000100701,20220714
100,MATMAS,00000000000000000000000703,MARA,100000000000000100702,20220531
100,MATMAS,00000000000000000000000704,MARA,100000000000000100703,20240921
100,MATMAS,00000000000000000000000705,MARA,100000000000000100704,20240619
100,MATMAS,00000000000000000000000706,MARA,100000000000000100705,20240521
100,MATMAS,00000000000000000000000707,MARA,100000000000000100706,20240114
100,MATMAS,00000000000000000000000708,MARA,100000000000000100707,20220508
100,MATMAS,00000000000000000000000709,MARA,100000000000000100708,20241218
100,MATMAS,00000000000000000000000710,MARA,100000000000000100709,20221112
100,MATMAS,00000000000000000000000711,MARA,100000000000000100710,20240629
100,MATMAS,00000000000000000000000712,MARA,100000000000000100711,20231213
100,MATMAS,00000000000000000000000713,MARA,100000000000000100712,20240331
100,MATMAS,00000000000000000000000714,MARA,100000000000000100713,20220715
100,MATMAS,00000000000000000000000715,MARA,100000000000000100714,20231009
100,MATMAS,00000000000000000000000716,MARA,100000000000000100715,20230627
100,MATMAS,00000000000000000000000717,MARA,100000000000000100716,20230916
100,MATMAS,00000000000000000000000718,MARA,100000000000000100717,20240428
100,MATMAS,00000000000000000000000719,MARA,100000000000000100718,20230510
100,MATMAS,00000000000000000000000720,MARA,100000000000000100719,20240523
100,MATMAS,00000000000000000000000721,MARA,100000000000000100720,20230608
100,MATMAS,00000000000000000000000722,MARA,100000000000000100721,20220821
100,MATMAS,00000000000000000000000723,MARA,100000000000000100722,20221205
100,MATMAS,00000000000000000000000724,MARA,100000000000000100723,20220924
100,MATMAS,00000000000000000000000725,MARA,100000000000000100724,20221011
100,MATMAS,00000000000000000000000726,MARA,100000000000000100725,20220403
100,MATMAS,00000000000000000000000727,MARA,100000000000000100726,20230126
100,MATMAS,00000000000000000000000728,MARA,100000000000000100727,20240604
100,MATMAS,00000000000000000000000729,MARA,100000000000000100728,20220706
100,MATMAS,00000000000000000000000730,MARA,100000000000000100729,20240129
100,MATMAS,00000000000000000000000731,MARA,100000000000000100730,20221123
100,MATMAS,00000000000000000000000732,MARA,100000000000000100731,20230306
100,MATMAS,00000000000000000000000733,MARA,100000000000000100732,20240825
100,MATMAS,00000000000000000000000734,MARA,100000000000000100733,20241226
100,MATMAS,00000000000000000000000735,MARA,100000000000000100734,20221014
100,MATMAS,00000000000000000000000736,MARA,100000000000000100735,20230928
100,MATMAS,00000000000000000000000737,MARA,100000000000000100736,20220220
100,MATMAS,00000000000000000000000738,MARA,100000000000000100737,20240218
100,MATMAS,00000000000000000000000739,MARA,100000000000000100738,20220408
100,MATMAS,00000000000000000000000740,MARA,100000000000000100739,20231231
100,MATMAS,00000000000000000000000741,MARA,100000000000000100740,20240313
100,MATMAS,00000000000000000000000742,MARA,100000000000000100741,20240202
100,MATMAS,00000000000000000000000743,MARA,100000000000000100742,20220319
100,MATMAS,00000000000000000000000744,MARA,100000000000000100743,20220729
100,MATMAS,00000000000000000000000745,MARA,100000000000000100744,20220522
100,MATMAS,00000000000000000000000746,MARA,100000000000000100745,20221230
100,MATMAS,00000000000000000000000747,MARA,100000000000000100746,20241114
100,MATMAS,00000000000000000000000748,MARA,100000000000000100747,20240722
100,MATMAS,00000000000000000000000749,MARA,100000000000000100748,20230815
100,MATMAS,00000000000000000000000750,MARA,100000000000000100749,20230624
100,MATMAS,00000000000000000000000751,MARA,100000000000000100750,20230420
100,MATMAS,00000000000000000000000752,MARA,100000000000000100751,20231230
100,MATMAS,00000000000000000000000753,MARA,100000000000000100752,20230308
100,MATMAS,00000000000000000000000754,MARA,100000000000000100753,20240612
100,MATMAS,00000000000000000000000755,MARA,100000000000000100754,20221215
100,MATMAS,00000000000000000000000756,MARA,100000000000000100755,20230616
100,MATMAS,00000000000000000000000757,MARA,100000000000000100756,20220819
100,MATMAS,00000000000000000000000758,MARA,100000000000000100757,20220125
100,MATMAS,00000000000000000000000759,MARA,100000000000000100758,20240618
100,MATMAS,00000000000000000000000760,MARA,100000000000000100759,20231122
100,MATMAS,00000000000000000000000761,MARA,100000000000000100760,20241218
100,MATMAS,00000000000000000000000762,MARA,100000000000000100761,20230915
100,MATMAS,00000000000000000000000763,MARA,100000000000000100762,20240729
100,MATMAS,00000000000000000000000764,MARA,100000000000000100763,20240808
100,MATMAS,00000000000000000000000765,MARA,100000000000000100764,20231109
100,MATMAS,00000000000000000000000766,MARA,100000000000000100765,20240628
100,MATMAS,00000000000000000000000767,MARA,100000000000000100766,20240322
100,MATMAS,00000000000000000000000768,MARA,100000000000000100767,20230723
100,MATMAS,00000000000000000000000769,MARA,100000000000000100768,20220209
100,MATMAS,00000000000000000000000770,MARA,100000000000000100769,20230526
100,MATMAS,00000000000000000000000771,MARA,100000000000000100770,20230321
100,MATMAS,00000000000000000000000772,MARA,100000000000000100771,20220416
100,MATMAS,00000000000000000000000773,MARA,100000000000000100772,20240606
100,MATMAS,00000000000000000000000774,MARA,100000000000000100773,20230723
100,MATMAS,00000000000000000000000775,MARA,100000000000000100774,20220507
100,MATMAS,00000000000000000000000776,MARA,100000000000000100775,20230606
100,MATMAS,00000000000000000000000777,MARA,100000000000000100776,20221117
100,MATMAS,00000000000000000000000778,MARA,100000000000000100777,20231125
100,MATMAS,00000000000000000000000779,MARA,100000000000000100778,20230412
100,MATMAS,00000000000000000000000780,MARA,100000000000000100779,20221221
100,MATMAS,00000000000000000000000781,MARA,100000000000000100780,20231022
100,MATMAS,00000000000000000000000782,MARA,100000000000000100781,20231101
100,MATMAS,00000000000000000000000783,MARA,100000000000000100782,20220801
100,MATMAS,00000000000000000000000784,MARA,100000000000000100783,20220213
100,MATMAS,00000000000000000000000785,MARA,100000000000000100784,20230901
100,MATMAS,00000000000000000000000786,MARA,100000000000000100785,20230128
100,MATMAS,00000000000000000000000787,MARA,100000000000000100786,20231007
100,MATMAS,00000000000000000000000788,MARA,100000000000000100787,20230807
100,MATMAS,00000000000000000000000789,MARA,100000000000000100788,20231230
100,MATMAS,00000000000000000000000790,MARA,100000000000000100789,20220927
100,MATMAS,00000000000000000000000791,MARA,100000000000000100790,20240704
100,MATMAS,00000000000000000000000792,MARA,100000000000000100791,20231209
100,MATMAS,00000000000000000000000793,MARA,100000000000000100792,20231022
100,MATMAS,00000000000000000000000794,MARA,100000000000000100793,20241106
100,MATMAS,00000000000000000000000795,MARA,100000000000000100794,20220923
100,MATMAS,00000000000000000000000796,MARA,100000000000000100795,20240403
100,MATMAS,00000000000000000000000797,MARA,100000000000000100796,20230905
100,MATMAS,00000000000000000000000798,MARA,100000000000000100797,20240326
100,MATMAS,00000000000000000000000799,MARA,100000000000000100798,20241023
100,MATMAS,00000000000000000000000800,MARA,100000000000000100799,20220801
100,MATMAS,00000000000000000000000801,MARA,100000000000000100800,20230208
100,MATMAS,00000000000000000000000802,MARA,100000000000000100801,20241011
100,MATMAS,00000000000000000000000803,MARA,100000000000000100802,20240314
100,MATMAS,00000000000000000000000804,MARA,100000000000000100803,20240906
100,MATMAS,00000000000000000000000805,MARA,100000000000000100804,20240118
100,MATMAS,00000000000000000000000806,MARA,100000000000000100805,20220519
100,MATMAS,00000000000000000000000807,MARA,100000000000000100806,20221224
100,MATMAS,00000000000000000000000808,MARA,100000000000000100807,20220903
100,MATMAS,00000000000000000000000809,MARA,100000000000000100808,20220510
100,MATMAS,00000000000000000000000810,MARA,100000000000000100809,20240228
100,MATMAS,00000000000000000000000811,MARA,100000000000000100810,20240927
100,MATMAS,00000000000000000000000812,MARA,100000000000000100811,20241115
100,MATMAS,00000000000000000000000813,MARA,100000000000000100812,20240528
100,MATMAS,00000000000000000000000814,MARA,100000000000000100813,20240216
100,MATMAS,00000000000000000000000815,MARA,100000000000000100814,20230707
100,MATMAS,00000000000000000000000816,MARA,100000000000000100815,20230901
100,MATMAS,00000000000000000000000817,MARA,100000000000000100816,20240526
100,MATMAS,00000000000000000000000818,MARA,100000000000000100817,20241215
100,MATMAS,00000000000000000000000819,MARA,100000000000000100818,20240220
