MANDT,BUKRS,ANLN1,ANLN2,GJAHR,LNRAN,AFABE,BWASL,ANBTR,WAERS
100,1000,000000000049,0000,2023,449,01,100,71354.75,EUR
100,2000,000000000050,0000,2024,450,01,100,40580.76,EUR
100,1000,000000000051,0000,2023,451,01,100,5527.63,EUR
100,2000,000000000052,0000,2024,452,01,100,78802.97,EUR
100,1000,000000000053,0000,2023,453,01,100,13417.21,EUR
100,2000,000000000054,0000,2024,454,01,100,96063.94,EUR
100,1000,000000000055,0000,2023,455,01,100,80829.89,EUR
100,2000,000000000056,0000,2024,456,01,100,28279.77,EUR
100,1000,000000000057,0000,2023,457,01,100,53316.63,EUR
100,2000,000000000058,0000,2024,458,01,100,48557.68,EUR
100,1000,000000000059,0000,2023,459,01,100,74466.07,EUR
100,2000,000000000060,0000,2024,460,01,100,31135.54,EUR
100,1000,000000000061,0000,2023,461,01,100,69821.99,EUR
100,2000,000000000062,0000,2024,462,01,100,7549.4,EUR
100,1000,000000000063,0000,2023,463,01,100,84766.85,EUR
100,2000,000000000064,0000,2024,464,01,100,5689.96,EUR
100,1000,000000000065,0000,2023,465,01,100,49706.11,EUR
100,2000,000000000066,0000,2024,466,01,100,80619.35,EUR
100,1000,000000000067,0000,2023,467,01,100,61733.36,EUR
100,2000,000000000068,0000,2024,468,01,100,32964.7,EUR
100,1000,000000000069,0000,2023,469,01,100,53290.31,EUR
100,2000,000000000070,0000,2024,470,01,100,51953.46,EUR
100,1000,000000000071,0000,2023,471,01,100,71839.97,EUR
100,2000,000000000072,0000,2024,472,01,100,17272.1,EUR
100,1000,000000000073,0000,2023,473,01,100,17182.59,EUR
100,2000,000000000074,0000,2024,474,01,100,82693.91,EUR
100,1000,000000000075,0000,2023,475,01,100,76197.71,EUR
100,2000,000000000076,0000,2024,476,01,100,80138.59,EUR
100,1000,000000000077,0000,2023,477,01,100,5174.97,EUR
100,2000,000000000078,0000,2024,478,01,100,45403.42,EUR
100,1000,000000000079,0000,2023,479,01,100,10110.2,EUR
100,2000,000000000080,0000,2024,480,01,100,57275.64,EUR
100,1000,000000000081,0000,2023,481,01,100,90175.16,EUR
100,2000,000000000082,0000,2024,482,01,100,12278.35,EUR
100,1000,000000000083,0000,2023,483,01,100,83280.23,EUR
100,2000,000000000084,0000,2024,484,01,100,89775.24,EUR
100,1000,000000000085,0000,2023,485,01,100,54789.35,EUR
100,2000,000000000086,0000,2024,486,01,100,38867.58,EUR
100,1000,000000000087,0000,2023,487,01,100,6488.88,EUR
100,2000,000000000088,0000,2024,488,01,100,27874.31,EUR
100,1000,000000000089,0000,2023,489,01,100,60052.12,EUR
100,2000,000000000090,0000,2024,490,01,100,26927.2,EUR
100,1000,000000000091,0000,2023,491,01,100,15443.67,EUR
100,2000,000000000092,0000,2024,492,01,100,20628.23,EUR
100,1000,000000000093,0000,2023,493,01,100,2663.39,EUR
100,2000,000000000094,0000,2024,494,01,100,18343.85,EUR
100,1000,000000000095,0000,2023,495,01,100,15309.39,EUR
100,2000,000000000096,0000,2024,496,01,100,51171.39,EUR
100,1000,000000000097,0000,2023,497,01,100,74389.5,EUR
100,2000,000000000098,0000,2024,498,01,100,87171.09,EUR
100,1000,000000000099,0000,2023,499,01,100,70289.3,EUR
100,2000,000000000100,0000,2024,500,01,100,9795.0,EUR
