MANDT,BUKRS,KUNNR,UMSKS,AUGDT,AUGBL,GJAHR,BELNR,DMBTR,WAERS
100,1000,0000000144,,20220921,0010000680,2023,0010000680,162.2,EUR
100,2000,0000000170,,20230925,0010000681,2024,0010000681,3496.31,EUR
100,1000,0000000025,,20240604,0010000682,2023,0010000682,4000.34,EUR
100,2000,0000000373,,20230617,0010000683,2024,0010000683,1179.6,EUR
100,1000,0000000481,,20240516,0010000684,2023,0010000684,3662.44,EUR
100,2000,0000000293,,20241209,0010000685,2024,0010000685,2332.48,EUR
100,1000,0000000197,,20221128,0010000686,2023,0010000686,1451.08,EUR
100,2000,0000000195,,20230201,0010000687,2024,0010000687,2222.41,EUR
100,1000,0000000081,,20221227,0010000688,2023,0010000688,3909.3,EUR
100,2000,0000000016,,20240629,0010000689,2024,0010000689,3176.19,EUR
100,1000,0000000247,,20240903,0010000690,2023,0010000690,3271.35,EUR
100,2000,0000000329,,20221114,0010000691,2024,0010000691,654.39,EUR
100,1000,0000000248,,20230126,0010000692,2023,0010000692,144.63,EUR
100,2000,0000000279,,20240809,0010000693,2024,0010000693,475.56,EUR
100,1000,0000000359,,20230818,0010000694,2023,0010000694,1666.49,EUR
100,2000,0000000025,,20241204,0010000695,2024,0010000695,3222.52,EUR
100,1000,0000000136,,20230911,0010000696,2023,0010000696,2365.51,EUR
100,2000,0000000005,,20230323,0010000697,2024,0010000697,493.19,EUR
100,1000,0000000373,,20240725,0010000698,2023,0010000698,1687.5,EUR
100,2000,0000000443,,20220729,0010000699,2024,0010000699,4032.21,EUR
100,1000,0000000395,,20240518,0010000700,2023,0010000700,3686.57,EUR
100,2000,0000000143,,20220107,0010000701,2024,0010000701,4701.02,EUR
100,1000,0000000164,,20241015,0010000702,2023,0010000702,971.29,EUR
100,2000,0000000198,,20230119,0010000703,2024,0010000703,517.75,EUR
100,1000,0000000240,,20230407,0010000704,2023,0010000704,4173.57,EUR
100,2000,0000000324,,20231224,0010000705,2024,0010000705,4961.49,EUR
100,1000,0000000096,,20241230,0010000706,2023,0010000706,1405.5,EUR
100,2000,0000000057,,20231213,0010000707,2024,0010000707,4605.78,EUR
100,1000,0000000295,,20220107,0010000708,2023,0010000708,2359.06,EUR
100,2000,0000000483,,20230704,0010000709,2024,0010000709,923.47,EUR
100,1000,0000000206,,20220504,0010000710,2023,0010000710,2591.01,EUR
100,2000,0000000381,,20240327,0010000711,2024,0010000711,1760.97,EUR
100,1000,0000000252,,20220518,0010000712,2023,0010000712,1230.81,EUR
100,2000,0000000155,,20220414,0010000713,2024,0010000713,4844.49,EUR
100,1000,0000000368,,20241206,0010000714,2023,0010000714,3718.0,EUR
100,2000,0000000317,,20240420,0010000715,2024,0010000715,1725.0,EUR
100,1000,0000000193,,20221005,0010000716,2023,0010000716,963.48,EUR
100,2000,0000000024,,20220903,0010000717,2024,0010000717,4834.16,EUR
100,1000,0000000389,,20241023,0010000718,2023,0010000718,1962.38,EUR
100,2000,0000000494,,20240821,0010000719,2024,0010000719,291.44,EUR
100,1000,0000000120,,20230513,0010000720,2023,0010000720,1750.01,EUR
100,2000,0000000198,,20220630,0010000721,2024,0010000721,731.93,EUR
100,1000,0000000083,,20230402,0010000722,2023,0010000722,2034.0,EUR
100,2000,0000000300,,20240718,0010000723,2024,0010000723,3862.07,EUR
100,1000,0000000045,,20220616,0010000724,2023,0010000724,2900.7,EUR
100,2000,0000000080,,20231017,0010000725,2024,0010000725,1526.85,EUR
100,1000,0000000186,,20240504,0010000726,2023,0010000726,3777.28,EUR
100,2000,0000000479,,20230306,0010000727,2024,0010000727,3837.64,EUR
100,1000,0000000317,,20220105,0010000728,2023,0010000728,2143.75,EUR
100,2000,0000000499,,20230509,0010000729,2024,0010000729,3430.26,EUR
100,1000,0000000323,,20231107,0010000730,2023,0010000730,3863.6,EUR
100,2000,0000000254,,20221108,0010000731,2024,0010000731,3860.54,EUR
100,1000,0000000266,,20241219,0010000732,2023,0010000732,3027.03,EUR
100,2000,0000000165,,20231215,0010000733,2024,0010000733,1417.72,EUR
100,1000,0000000457,,20231211,0010000734,2023,0010000734,1375.16,EUR
100,2000,0000000284,,20230919,0010000735,2024,0010000735,1213.98,EUR
100,1000,0000000426,,20230821,0010000736,2023,0010000736,3104.4,EUR
100,2000,0000000214,,20221120,0010000737,2024,0010000737,4541.19,EUR
100,1000,0000000121,,20240131,0010000738,2023,0010000738,3338.83,EUR
100,2000,0000000218,,20220311,0010000739,2024,0010000739,389.22,EUR
100,1000,0000000423,,20231129,0010000740,2023,0010000740,3210.91,EUR
100,2000,0000000362,,20221005,0010000741,2024,0010000741,2095.47,EUR
100,1000,0000000276,,20220528,0010000742,2023,0010000742,960.92,EUR
100,2000,0000000182,,20230429,0010000743,2024,0010000743,379.26,EUR
100,1000,0000000120,,20230718,0010000744,2023,0010000744,2029.49,EUR
100,2000,0000000036,,20240525,0010000745,2024,0010000745,1620.19,EUR
100,1000,0000000354,,20231114,0010000746,2023,0010000746,2407.48,EUR
100,2000,0000000446,,20231004,0010000747,2024,0010000747,1941.52,EUR
100,1000,0000000327,,20240102,0010000748,2023,0010000748,3461.12,EUR
100,2000,0000000464,,20231205,0010000749,2024,0010000749,933.62,EUR
100,1000,0000000326,,20241008,0010000750,2023,0010000750,1763.81,EUR
100,2000,0000000383,,20230620,0010000751,2024,0010000751,4798.8,EUR
100,1000,0000000304,,20221030,0010000752,2023,0010000752,974.63,EUR
100,2000,0000000171,,20240131,0010000753,2024,0010000753,1577.78,EUR
100,1000,0000000036,,20221201,0010000754,2023,0010000754,862.89,EUR
100,2000,0000000172,,20240409,0010000755,2024,0010000755,2086.93,EUR
100,1000,0000000025,,20241029,0010000756,2023,0010000756,943.61,EUR
100,2000,0000000322,,20220602,0010000757,2024,0010000757,3014.15,EUR
100,1000,0000000191,,20240423,0010000758,2023,0010000758,4797.15,EUR
100,2000,0000000050,,20240701,0010000759,2024,0010000759,1936.16,EUR
100,1000,0000000193,,20230327,0010000760,2023,0010000760,4866.56,EUR
100,2000,0000000227,,20230801,0010000761,2024,0010000761,4474.18,EUR
100,1000,0000000175,,20230905,0010000762,2023,0010000762,3736.7,EUR
100,2000,0000000451,,20240313,0010000763,2024,0010000763,205.2,EUR
100,1000,0000000122,,20240501,0010000764,2023,0010000764,155.95,EUR
100,2000,0000000119,,20230803,0010000765,2024,0010000765,2875.4,EUR
100,1000,0000000023,,20220610,0010000766,2023,0010000766,1639.86,EUR
100,2000,0000000009,,20220114,0010000767,2024,0010000767,3693.48,EUR
100,1000,0000000090,,20220217,0010000768,2023,0010000768,4183.54,EUR
100,2000,0000000155,,20220401,0010000769,2024,0010000769,3053.61,EUR
100,1000,0000000257,,20231110,0010000770,2023,0010000770,3805.76,EUR
100,2000,0000000364,,20240215,0010000771,2024,0010000771,2949.66,EUR
100,1000,0000000038,,20220320,0010000772,2023,0010000772,4342.88,EUR
100,2000,0000000198,,20241209,0010000773,2024,0010000773,510.69,EUR
100,1000,0000000185,,20230330,0010000774,2023,0010000774,372.85,EUR
100,2000,0000000442,,20230124,0010000775,2024,0010000775,287.84,EUR
100,1000,0000000357,,20230602,0010000776,2023,0010000776,392.75,EUR
100,2000,0000000229,,20240410,0010000777,2024,0010000777,3641.27,EUR
100,1000,0000000238,,20231102,0010000778,2023,0010000778,346.43,EUR
100,2000,0000000061,,20241023,0010000779,2024,0010000779,1386.12,EUR
100,1000,0000000182,,20230821,0010000780,2023,0010000780,2752.68,EUR
100,2000,0000000399,,20240312,0010000781,2024,0010000781,2569.13,EUR
100,1000,0000000262,,20230315,0010000782,2023,0010000782,3573.75,EUR
100,2000,0000000267,,20220314,0010000783,2024,0010000783,3213.86,EUR
100,1000,0000000196,,20241007,0010000784,2023,0010000784,4136.26,EUR
100,2000,0000000359,,20220105,0010000785,2024,0010000785,3482.81,EUR
100,1000,0000000086,,20230830,0010000786,2023,0010000786,3909.05,EUR
100,2000,0000000379,,20241202,0010000787,2024,0010000787,441.95,EUR
100,1000,0000000422,,20230918,0010000788,2023,0010000788,4766.58,EUR
100,2000,0000000197,,20240827,0010000789,2024,0010000789,3493.28,EUR
100,1000,0000000289,,20231206,0010000790,2023,0010000790,1309.54,EUR
100,2000,0000000333,,20241231,0010000791,2024,0010000791,1255.66,EUR
100,1000,0000000474,,20240224,0010000792,2023,0010000792,3946.45,EUR
100,2000,0000000438,,20231017,0010000793,2024,0010000793,2031.54,EUR
100,1000,0000000016,,20230830,0010000794,2023,0010000794,2734.67,EUR
100,2000,0000000410,,20231104,0010000795,2024,0010000795,1002.27,EUR
100,1000,0000000301,,20231020,0010000796,2023,0010000796,2906.77,EUR
100,2000,0000000176,,20221005,0010000797,2024,0010000797,1375.51,EUR
100,1000,0000000472,,20221103,0010000798,2023,0010000798,1617.25,EUR
100,2000,0000000301,,20230214,0010000799,2024,0010000799,2435.75,EUR
100,1000,0000000467,,20231028,0010000800,2023,0010000800,4573.88,EUR
100,2000,0000000429,,20231209,0010000801,2024,0010000801,2920.3,EUR
100,1000,0000000119,,20240420,0010000802,2023,0010000802,2942.82,EUR
100,2000,0000000151,,20230331,0010000803,2024,0010000803,402.07,EUR
100,1000,0000000339,,20231124,0010000804,2023,0010000804,3613.16,EUR
100,2000,0000000344,,20220326,0010000805,2024,0010000805,4462.25,EUR
100,1000,0000000485,,20241217,0010000806,2023,0010000806,433.25,EUR
100,2000,0000000188,,20220815,0010000807,2024,0010000807,2821.37,EUR
100,1000,0000000115,,20230528,0010000808,2023,0010000808,4802.11,EUR
100,2000,0000000344,,20220813,0010000809,2024,0010000809,3872.69,EUR
100,1000,0000000465,,20221115,0010000810,2023,0010000810,4021.12,EUR
100,2000,0000000058,,20230910,0010000811,2024,0010000811,1099.78,EUR
100,1000,0000000136,,20220508,0010000812,2023,0010000812,3586.23,EUR
100,2000,0000000052,,20230225,0010000813,2024,0010000813,1620.33,EUR
100,1000,0000000038,,20241016,0010000814,2023,0010000814,2748.67,EUR
100,2000,0000000321,,20240206,0010000815,2024,0010000815,3335.6,EUR
100,1000,0000000061,,20221218,0010000816,2023,0010000816,2577.48,EUR
100,2000,0000000341,,20220420,0010000817,2024,0010000817,1603.6,EUR
100,1000,0000000452,,20230909,0010000818,2023,0010000818,964.12,EUR
100,2000,0000000429,,20230504,0010000819,2024,0010000819,3494.94,EUR
100,1000,0000000182,,20230127,0010000820,2023,0010000820,615.6,EUR
100,2000,0000000306,,20240722,0010000821,2024,0010000821,2258.48,EUR
100,1000,0000000129,,20240108,0010000822,2023,0010000822,1679.99,EUR
100,2000,0000000095,,20220805,0010000823,2024,0010000823,3581.6,EUR
100,1000,0000000162,,20240221,0010000824,2023,0010000824,243.32,EUR
100,2000,0000000007,,20220912,0010000825,2024,0010000825,2877.47,EUR
100,1000,0000000333,,20240801,0010000826,2023,0010000826,4533.34,EUR
100,2000,0000000284,,20220421,0010000827,2024,0010000827,1208.68,EUR
100,1000,0000000121,,20230711,0010000828,2023,0010000828,2166.3,EUR
100,2000,0000000389,,20240302,0010000829,2024,0010000829,583.75,EUR
100,1000,0000000183,,20241228,0010000830,2023,0010000830,3455.01,EUR
100,2000,0000000002,,20230407,0010000831,2024,0010000831,4788.27,EUR
100,1000,0000000359,,20230911,0010000832,2023,0010000832,4920.35,EUR
100,2000,0000000332,,20240425,0010000833,2024,0010000833,2761.49,EUR
100,1000,0000000295,,20221216,0010000834,2023,0010000834,2405.91,EUR
100,2000,0000000054,,20230420,0010000835,2024,0010000835,3682.82,EUR
100,1000,0000000073,,20240523,0010000836,2023,0010000836,3178.52,EUR
100,2000,0000000079,,20241107,0010000837,2024,0010000837,4013.48,EUR
100,1000,0000000352,,20240321,0010000838,2023,0010000838,2213.91,EUR
100,2000,0000000192,,20230711,0010000839,2024,0010000839,4626.23,EUR
100,1000,0000000097,,20221022,0010000840,2023,0010000840,2236.88,EUR
100,2000,0000000321,,20230924,0010000841,2024,0010000841,1933.95,EUR
100,1000,0000000417,,20220506,0010000842,2023,0010000842,3023.17,EUR
100,2000,0000000341,,20230727,0010000843,2024,0010000843,4292.97,EUR
100,1000,0000000239,,20230704,0010000844,2023,0010000844,1069.12,EUR
100,2000,0000000108,,20231004,0010000845,2024,0010000845,4362.62,EUR
100,1000,0000000456,,20221030,0010000846,2023,0010000846,948.13,EUR
100,2000,0000000388,,20240327,0010000847,2024,0010000847,3868.75,EUR
100,1000,0000000140,,20240421,0010000848,2023,0010000848,2757.55,EUR
100,2000,0000000404,,20221110,0010000849,2024,0010000849,232.11,EUR
100,1000,0000000070,,20230713,0010000850,2023,0010000850,141.93,EUR
100,2000,0000000369,,20241124,0010000851,2024,0010000851,1046.64,EUR
100,1000,0000000143,,20240412,0010000852,2023,0010000852,4790.36,EUR
100,2000,0000000261,,20220201,0010000853,2024,0010000853,2885.76,EUR
100,1000,0000000428,,20220710,0010000854,2023,0010000854,1662.17,EUR
100,2000,0000000290,,20220302,0010000855,2024,0010000855,2435.52,EUR
100,1000,0000000449,,20240803,0010000856,2023,0010000856,1234.08,EUR
100,2000,0000000081,,20241126,0010000857,2024,0010000857,3949.94,EUR
100,1000,0000000153,,20221223,0010000858,2023,0010000858,2613.03,EUR
100,2000,0000000083,,20220810,0010000859,2024,0010000859,3180.15,EUR
100,1000,0000000196,,20240315,0010000860,2023,0010000860,2926.71,EUR
100,2000,0000000065,,20220309,0010000861,2024,0010000861,2509.4,EUR
100,1000,0000000117,,20230324,0010000862,2023,0010000862,4036.13,EUR
100,2000,0000000023,,20240204,0010000863,2024,0010000863,537.64,EUR
100,1000,0000000043,,20220608,0010000864,2023,0010000864,2499.67,EUR
100,2000,0000000221,,20240118,0010000865,2024,0010000865,2084.13,EUR
100,1000,0000000370,,20220130,0010000866,2023,0010000866,3595.16,EUR
100,2000,0000000273,,20241219,0010000867,2024,0010000867,1889.06,EUR
100,1000,0000000307,,20240619,0010000868,2023,0010000868,1008.5,EUR
100,2000,0000000419,,20240708,0010000869,2024,0010000869,564.22,EUR
100,1000,0000000350,,20230905,0010000870,2023,0010000870,4234.34,EUR
100,2000,0000000394,,20220327,0010000871,2024,0010000871,2133.96,EUR
100,1000,0000000373,,20240128,0010000872,2023,0010000872,4791.14,EUR
100,2000,0000000254,,20230622,0010000873,2024,0010000873,1530.58,EUR
100,1000,0000000369,,20231030,0010000874,2023,0010000874,1250.31,EUR
100,2000,0000000368,,20240303,0010000875,2024,0010000875,4167.86,EUR
100,1000,0000000309,,20240905,0010000876,2023,0010000876,3545.47,EUR
100,2000,0000000116,,20231226,0010000877,2024,0010000877,2958.57,EUR
100,1000,0000000409,,20240615,0010000878,2023,0010000878,3076.76,EUR
100,2000,0000000374,,20220720,0010000879,2024,0010000879,3434.96,EUR
100,1000,0000000306,,20240917,0010000880,2023,0010000880,3507.38,EUR
100,2000,0000000381,,20240325,0010000881,2024,0010000881,4317.24,EUR
100,1000,0000000073,,20220926,0010000882,2023,0010000882,4423.28,EUR
100,2000,0000000343,,20221209,0010000883,2024,0010000883,3259.26,EUR
100,1000,0000000445,,20240731,0010000884,2023,0010000884,3053.28,EUR
100,2000,0000000125,,20220106,0010000885,2024,0010000885,302.58,EUR
100,1000,0000000151,,20230911,0010000886,2023,0010000886,1764.37,EUR
100,2000,0000000050,,20231106,0010000887,2024,0010000887,3221.64,EUR
100,1000,0000000370,,20220716,0010000888,2023,0010000888,1583.08,EUR
100,2000,0000000158,,20230130,0010000889,2024,0010000889,3174.0,EUR
100,1000,0000000071,,20240527,0010000890,2023,0010000890,190.15,EUR
100,2000,0000000451,,20220629,0010000891,2024,0010000891,3431.2,EUR
100,1000,0000000051,,20240807,0010000892,2023,0010000892,945.67,EUR
100,2000,0000000485,,20240122,0010000893,2024,0010000893,1613.74,EUR
100,1000,0000000001,,20220814,0010000894,2023,0010000894,809.04,EUR
100,2000,0000000232,,20230304,0010000895,2024,0010000895,828.32,EUR
100,1000,0000000232,,20220401,0010000896,2023,0010000896,784.17,EUR
100,2000,0000000404,,20220619,0010000897,2024,0010000897,3325.48,EUR
100,1000,0000000238,,20240820,0010000898,2023,0010000898,2372.49,EUR
100,2000,0000000274,,20240601,0010000899,2024,0010000899,1410.2,EUR
100,1000,0000000436,,20230614,0010000900,2023,0010000900,3037.51,EUR
100,2000,0000000404,,20220107,0010000901,2024,0010000901,4035.74,EUR
100,1000,0000000157,,20231212,0010000902,2023,0010000902,4298.69,EUR
100,2000,0000000075,,20240627,0010000903,2024,0010000903,573.59,EUR
100,1000,0000000012,,20240521,0010000904,2023,0010000904,1165.85,EUR
100,2000,0000000039,,20230825,0010000905,2024,0010000905,1890.33,EUR
100,1000,0000000202,,20220226,0010000906,2023,0010000906,2525.28,EUR
100,2000,0000000492,,20240426,0010000907,2024,0010000907,441.84,EUR
100,1000,0000000040,,20220828,0010000908,2023,0010000908,4599.09,EUR
100,2000,0000000190,,20220714,0010000909,2024,0010000909,1097.26,EUR
100,1000,0000000458,,20221125,0010000910,2023,0010000910,4038.78,EUR
100,2000,0000000176,,20230716,0010000911,2024,0010000911,168.75,EUR
100,1000,0000000409,,20220119,0010000912,2023,0010000912,1763.98,EUR
100,2000,0000000188,,20230110,0010000913,2024,0010000913,4530.77,EUR
100,1000,0000000171,,20220304,0010000914,2023,0010000914,1486.71,EUR
100,2000,0000000467,,20220821,0010000915,2024,0010000915,1058.77,EUR
100,1000,0000000140,,20241230,0010000916,2023,0010000916,2948.38,EUR
100,2000,0000000057,,20240604,0010000917,2024,0010000917,1115.09,EUR
100,1000,0000000371,,20230816,0010000918,2023,0010000918,4711.2,EUR
100,2000,0000000058,,20230109,0010000919,2024,0010000919,1779.24,EUR
100,1000,0000000401,,20221207,0010000920,2023,0010000920,2851.3,EUR
100,2000,0000000410,,20221025,0010000921,2024,0010000921,2934.34,EUR
100,1000,0000000259,,20240221,0010000922,2023,0010000922,1240.44,EUR
100,2000,0000000057,,20221029,0010000923,2024,0010000923,1924.33,EUR
100,1000,0000000323,,20230615,0010000924,2023,0010000924,4715.85,EUR
100,2000,0000000486,,20230518,0010000925,2024,0010000925,1153.0,EUR
100,1000,0000000193,,20230303,0010000926,2023,0010000926,1159.02,EUR
100,2000,0000000334,,20240115,0010000927,2024,0010000927,542.45,EUR
100,1000,0000000166,,20240417,0010000928,2023,0010000928,4782.13,EUR
100,2000,0000000094,,20220722,0010000929,2024,0010000929,2131.67,EUR
100,1000,0000000490,,20230109,0010000930,2023,0010000930,3642.05,EUR
100,2000,0000000361,,20240712,0010000931,2024,0010000931,2032.52,EUR
100,1000,0000000399,,20220330,0010000932,2023,0010000932,3510.98,EUR
100,2000,0000000039,,20241021,0010000933,2024,0010000933,718.04,EUR
100,1000,0000000034,,20221021,0010000934,2023,0010000934,1518.3,EUR
100,2000,0000000055,,20240116,0010000935,2024,0010000935,871.23,EUR
100,1000,0000000113,,20220914,0010000936,2023,0010000936,4659.43,EUR
100,2000,0000000176,,20230327,0010000937,2024,0010000937,4578.58,EUR
100,1000,0000000061,,20230217,0010000938,2023,0010000938,4337.97,EUR
100,2000,0000000406,,20240708,0010000939,2024,0010000939,1887.1,EUR
100,1000,0000000002,,20230629,0010000940,2023,0010000940,174.31,EUR
100,2000,0000000446,,20230414,0010000941,2024,0010000941,2261.39,EUR
100,1000,0000000294,,20230821,0010000942,2023,0010000942,4162.13,EUR
100,2000,0000000105,,20241031,0010000943,2024,0010000943,777.45,EUR
100,1000,0000000194,,20230205,0010000944,2023,0010000944,3560.85,EUR
100,2000,0000000281,,20220329,0010000945,2024,0010000945,2017.15,EUR
100,1000,0000000139,,20230624,0010000946,2023,0010000946,1652.59,EUR
100,2000,0000000089,,20240605,0010000947,2024,0010000947,2458.28,EUR
100,1000,0000000052,,20230127,0010000948,2023,0010000948,2529.76,EUR
100,2000,0000000253,,20240418,0010000949,2024,0010000949,1391.76,EUR
100,1000,0000000413,,20221124,0010000950,2023,0010000950,4146.97,EUR
100,2000,0000000349,,20220406,0010000951,2024,0010000951,3126.57,EUR
100,1000,0000000011,,20240831,0010000952,2023,0010000952,4343.81,EUR
100,2000,0000000408,,20220630,0010000953,2024,0010000953,4475.81,EUR
100,1000,0000000196,,20240527,0010000954,2023,0010000954,2886.93,EUR
100,2000,0000000271,,20240814,0010000955,2024,0010000955,2403.39,EUR
100,1000,0000000444,,20230130,0010000956,2023,0010000956,3577.19,EUR
100,2000,0000000162,,20240105,0010000957,2024,0010000957,4031.77,EUR
100,1000,0000000034,,20221124,0010000958,2023,0010000958,1116.18,EUR
100,2000,0000000026,,20220408,0010000959,2024,0010000959,4129.08,EUR
100,1000,0000000198,,20230915,0010000960,2023,0010000960,4437.77,EUR
100,2000,0000000280,,20240108,0010000961,2024,0010000961,1750.81,EUR
100,1000,0000000480,,20230109,0010000962,2023,0010000962,2234.45,EUR
100,2000,0000000181,,20240120,0010000963,2024,0010000963,1872.33,EUR
100,1000,0000000083,,20240724,0010000964,2023,0010000964,4033.86,EUR
100,2000,0000000337,,20240408,0010000965,2024,0010000965,2032.05,EUR
100,1000,0000000361,,20240315,0010000966,2023,0010000966,858.95,EUR
100,2000,0000000304,,20240615,0010000967,2024,0010000967,685.86,EUR
100,1000,0000000029,,20240112,0010000968,2023,0010000968,2229.69,EUR
100,2000,0000000076,,20231022,0010000969,2024,0010000969,1943.45,EUR
100,1000,0000000094,,20230830,0010000970,2023,0010000970,3647.96,EUR
100,2000,0000000168,,20240905,0010000971,2024,0010000971,4496.31,EUR
100,1000,0000000212,,20220102,0010000972,2023,0010000972,3274.48,EUR
100,2000,0000000021,,20230625,0010000973,2024,0010000973,164.97,EUR
100,1000,0000000367,,20240128,0010000974,2023,0010000974,749.2,EUR
100,2000,0000000318,,20230730,0010000975,2024,0010000975,4415.47,EUR
100,1000,0000000062,,20240406,0010000976,2023,0010000976,803.55,EUR
100,2000,0000000438,,20240720,0010000977,2024,0010000977,4345.32,EUR
100,1000,0000000078,,20220504,0010000978,2023,0010000978,3947.11,EUR
100,2000,0000000148,,20231105,0010000979,2024,0010000979,2694.47,EUR
100,1000,0000000428,,20230715,0010000980,2023,0010000980,4289.35,EUR
100,2000,0000000370,,20221210,0010000981,2024,0010000981,2331.66,EUR
100,1000,0000000128,,20220304,0010000982,2023,0010000982,4191.68,EUR
100,2000,0000000478,,20221113,0010000983,2024,0010000983,4048.86,EUR
100,1000,0000000313,,20220812,0010000984,2023,0010000984,1112.8,EUR
100,2000,0000000092,,20240723,0010000985,2024,0010000985,4549.64,EUR
100,1000,0000000416,,20240704,0010000986,2023,0010000986,3753.13,EUR
100,2000,0000000096,,20241227,0010000987,2024,0010000987,666.21,EUR
100,1000,0000000436,,20240216,0010000988,2023,0010000988,4796.47,EUR
100,2000,0000000365,,20240418,0010000989,2024,0010000989,746.27,EUR
100,1000,0000000426,,20220628,0010000990,2023,0010000990,250.86,EUR
100,2000,0000000338,,20231116,0010000991,2024,0010000991,3098.94,EUR
100,1000,0000000313,,20240910,0010000992,2023,0010000992,995.48,EUR
100,2000,0000000256,,20240705,0010000993,2024,0010000993,3600.89,EUR
100,1000,0000000424,,20241114,0010000994,2023,0010000994,2987.4,EUR
100,2000,0000000017,,20220708,0010000995,2024,0010000995,1434.0,EUR
100,1000,0000000322,,20240225,0010000996,2023,0010000996,1064.19,EUR
100,2000,0000000321,,20220909,0010000997,2024,0010000997,2957.47,EUR
100,1000,0000000120,,20230105,0010000998,2023,0010000998,1113.87,EUR
100,2000,0000000011,,20220801,0010000999,2024,0010000999,1317.69,EUR
100,1000,0000000446,,20220815,0010001000,2023,0010001000,3844.78,EUR
100,2000,0000000246,,20231020,0010001001,2024,0010001001,165.34,EUR
100,1000,0000000320,,20221124,0010001002,2023,0010001002,4815.91,EUR
100,2000,0000000116,,20220713,0010001003,2024,0010001003,2461.61,EUR
100,1000,0000000260,,20230920,0010001004,2023,0010001004,3073.66,EUR
100,2000,0000000087,,20230418,0010001005,2024,0010001005,3634.63,EUR
100,1000,0000000471,,20220504,0010001006,2023,0010001006,4268.77,EUR
100,2000,0000000320,,20221025,0010001007,2024,0010001007,1359.44,EUR
100,1000,0000000250,,20230811,0010001008,2023,0010001008,3717.75,EUR
100,2000,0000000181,,20230711,0010001009,2024,0010001009,651.37,EUR
100,1000,0000000050,,20220206,0010001010,2023,0010001010,2724.43,EUR
100,2000,0000000298,,20240812,0010001011,2024,0010001011,377.46,EUR
100,1000,0000000172,,20221225,0010001012,2023,0010001012,454.43,EUR
100,2000,0000000350,,20230715,0010001013,2024,0010001013,2970.95,EUR
100,1000,0000000083,,20240103,0010001014,2023,0010001014,3975.44,EUR
100,2000,0000000387,,20230726,0010001015,2024,0010001015,4430.83,EUR
100,1000,0000000157,,20230316,0010001016,2023,0010001016,3993.56,EUR
100,2000,0000000248,,20220115,0010001017,2024,0010001017,3580.08,EUR
100,1000,0000000456,,20221231,0010001018,2023,0010001018,3554.74,EUR
100,2000,0000000283,,20240129,0010001019,2024,0010001019,3702.87,EUR
100,1000,0000000173,,20220529,0010001020,2023,0010001020,3617.06,EUR
100,2000,0000000350,,20241228,0010001021,2024,0010001021,3605.76,EUR
100,1000,0000000293,,20231001,0010001022,2023,0010001022,3078.38,EUR
100,2000,0000000251,,20241024,0010001023,2024,0010001023,339.23,EUR
100,1000,0000000166,,20221006,0010001024,2023,0010001024,3173.82,EUR
100,2000,0000000376,,20240617,0010001025,2024,0010001025,556.37,EUR
100,1000,0000000207,,20220717,0010001026,2023,0010001026,4753.42,EUR
100,2000,0000000277,,20240103,0010001027,2024,0010001027,3478.87,EUR
100,1000,0000000012,,20241019,0010001028,2023,0010001028,2834.97,EUR
100,2000,0000000339,,20231206,0010001029,2024,0010001029,2990.55,EUR
100,1000,0000000036,,20230527,0010001030,2023,0010001030,857.58,EUR
100,2000,0000000465,,20221004,0010001031,2024,0010001031,3931.99,EUR
100,1000,0000000212,,20220629,0010001032,2023,0010001032,1930.83,EUR
100,2000,0000000119,,20230916,0010001033,2024,0010001033,4997.63,EUR
100,1000,0000000219,,20220601,0010001034,2023,0010001034,217.95,EUR
100,2000,0000000206,,20230220,0010001035,2024,0010001035,2463.11,EUR
100,1000,0000000128,,20230801,0010001036,2023,0010001036,3836.01,EUR
100,2000,0000000298,,20240922,0010001037,2024,0010001037,4917.23,EUR
100,1000,0000000190,,20240218,0010001038,2023,0010001038,4528.16,EUR
100,2000,0000000321,,20220827,0010001039,2024,0010001039,1138.91,EUR
100,1000,0000000378,,20240703,0010001040,2023,0010001040,2003.54,EUR
100,2000,0000000182,,20230307,0010001041,2024,0010001041,3136.6,EUR
100,1000,0000000255,,20221222,0010001042,2023,0010001042,3769.48,EUR
100,2000,0000000119,,20230602,0010001043,2024,0010001043,3021.15,EUR
100,1000,0000000062,,20230907,0010001044,2023,0010001044,3456.53,EUR
100,2000,0000000109,,20230913,0010001045,2024,0010001045,3567.5,EUR
100,1000,0000000088,,20230805,0010001046,2023,0010001046,3752.63,EUR
100,2000,0000000428,,20221226,0010001047,2024,0010001047,2692.11,EUR
100,1000,0000000284,,20220311,0010001048,2023,0010001048,2356.49,EUR
100,2000,0000000017,,20231223,0010001049,2024,0010001049,2704.08,EUR
100,1000,0000000199,,20240119,0010001050,2023,0010001050,160.42,EUR
100,2000,0000000011,,20220124,0010001051,2024,0010001051,144.55,EUR
100,1000,0000000154,,20240304,0010001052,2023,0010001052,2448.04,EUR
100,2000,0000000167,,20241014,0010001053,2024,0010001053,3302.23,EUR
100,1000,0000000252,,20220527,0010001054,2023,0010001054,620.06,EUR
100,2000,0000000439,,20220809,0010001055,2024,0010001055,3056.66,EUR
100,1000,0000000422,,20240724,0010001056,2023,0010001056,2250.16,EUR
100,2000,0000000250,,20230322,0010001057,2024,0010001057,3631.31,EUR
