MANDT,AUFNR,POSNR,MATNR,PSMNG,MEINS,WERKS
100,1001431,0001,MAT000280,3636,ST,1200
100,1001432,0001,MAT000301,3036,ST,1000
100,1001433,0001,MAT000274,9545,ST,1100
100,1001434,0001,MAT000124,4730,ST,1100
100,1001435,0001,MAT000124,1864,ST,1000
100,1001436,0001,MAT000070,7880,ST,1200
100,1001437,0001,MAT000012,6157,ST,1000
100,1001438,0001,MAT000376,9973,ST,1000
100,1001439,0001,MAT000109,1957,ST,1100
100,1001440,0001,MAT000014,7693,ST,1100
100,1001441,0001,MAT000144,1160,ST,1000
100,1001442,0001,MAT000015,1354,ST,1000
100,1001443,0001,MAT000250,3901,ST,1000
100,1001444,0001,MAT000491,9575,ST,1200
100,1001445,0001,MAT000150,761,ST,1100
100,1001446,0001,MAT000310,3399,ST,1000
100,1001447,0001,MAT000113,1065,ST,1200
100,1001448,0001,MAT000358,8196,ST,1200
100,1001449,0001,MAT000249,3900,ST,1100
100,1001450,0001,MAT000290,2036,ST,1000
100,1001451,0001,MAT000004,3150,ST,1200
100,1001452,0001,MAT000357,1809,ST,1000
100,1001453,0001,MAT000431,911,ST,1200
100,1001454,0001,MAT000487,2355,ST,1200
100,1001455,0001,MAT000411,9620,ST,1000
100,1001456,0001,MAT000263,7953,ST,1100
100,1001457,0001,MAT000411,7762,ST,1200
100,1001458,0001,MAT000239,5127,ST,1100
100,1001459,0001,MAT000077,5565,ST,1200
100,1001460,0001,MAT000201,6948,ST,1000
100,1001461,0001,MAT000019,4498,ST,1100
100,1001462,0001,MAT000367,3617,ST,1200
100,1001463,0001,MAT000289,8362,ST,1200
100,1001464,0001,MAT000474,4426,ST,1000
100,1001465,0001,MAT000135,5445,ST,1200
100,1001466,0001,MAT000070,1686,ST,1000
100,1001467,0001,MAT000258,2632,ST,1200
100,1001468,0001,MAT000014,3902,ST,1100
100,1001469,0001,MAT000301,8276,ST,1200
100,1001470,0001,MAT000261,488,ST,1000
100,1001471,0001,MAT000312,6265,ST,1200
100,1001472,0001,MAT000468,3834,ST,1000
100,1001473,0001,MAT000312,9203,ST,1000
100,1001474,0001,MAT000005,2702,ST,1200
100,1001475,0001,MAT000013,719,ST,1200
100,1001476,0001,MAT000122,5405,ST,1000
100,1001477,0001,MAT000294,4224,ST,1000
100,1001478,0001,MAT000379,9269,ST,1000
100,1001479,0001,MAT000304,6157,ST,1100
100,1001480,0001,MAT000468,5498,ST,1000
100,1001481,0001,MAT000219,2689,ST,1200
100,1001482,0001,MAT000417,1329,ST,1100
100,1001483,0001,MAT000310,7738,ST,1000
100,1001484,0001,MAT000124,7824,ST,1000
100,1001485,0001,MAT000008,1230,ST,1200
100,1001486,0001,MAT000249,7326,ST,1000
100,1001487,0001,MAT000468,1968,ST,1200
100,1001488,0001,MAT000402,1358,ST,1100
100,1001489,0001,MAT000117,6622,ST,1000
100,1001490,0001,MAT000483,3557,ST,1200
100,1001491,0001,MAT000383,6617,ST,1200
100,1001492,0001,MAT000355,675,ST,1100
100,1001493,0001,MAT000122,592,ST,1200
100,1001494,0001,MAT000497,2377,ST,1000
100,1001495,0001,MAT000376,6944,ST,1000
100,1001496,0001,MAT000194,8608,ST,1100
100,1001497,0001,MAT000310,9527,ST,1000
100,1001498,0001,MAT000372,9197,ST,1200
100,1001499,0001,MAT000402,8297,ST,1200
100,1001500,0001,MAT000483,1191,ST,1000
100,1001501,0001,MAT000007,8541,ST,1000
100,1001502,0001,MAT000274,4383,ST,1200
100,1001503,0001,MAT000433,2522,ST,1000
100,1001504,0001,MAT000064,6354,ST,1100
100,1001505,0001,MAT000195,2143,ST,1200
100,1001506,0001,MAT000357,7671,ST,1200
100,1001507,0001,MAT000357,1960,ST,1200
100,1001508,0001,MAT000077,9984,ST,1000
100,1001509,0001,MAT000100,2474,ST,1200
100,1001510,0001,MAT000216,5180,ST,1000
100,1001511,0001,MAT000125,358,ST,1200
100,1001512,0001,MAT000272,9834,ST,1200
100,1001513,0001,MAT000010,6849,ST,1000
100,1001514,0001,MAT000173,1658,ST,1100
100,1001515,0001,MAT000082,8411,ST,1100
100,1001516,0001,MAT000312,4696,ST,1100
100,1001517,0001,MAT000109,4372,ST,1200
100,1001518,0001,MAT000144,6193,ST,1200
100,1001519,0001,MAT000219,1130,ST,1200
100,1001520,0001,MAT000263,5031,ST,1000
100,1001521,0001,MAT000335,8473,ST,1200
100,1001522,0001,MAT000174,2661,ST,1200
100,1001523,0001,MAT000367,1957,ST,1200
100,1001524,0001,MAT000183,4285,ST,1200
100,1001525,0001,MAT000124,6276,ST,1000
100,1001526,0001,MAT000255,241,ST,1200
100,1001527,0001,MAT000211,3457,ST,1200
100,1001528,0001,MAT000468,3484,ST,1100
100,1001529,0001,MAT000383,9077,ST,1100
100,1001530,0001,MAT000216,1284,ST,1100
100,1001531,0001,MAT000433,8416,ST,1200
100,1001532,0001,MAT000304,3297,ST,1200
100,1001533,0001,MAT000280,4191,ST,1100
100,1001534,0001,MAT000071,5279,ST,1000
100,1001535,0001,MAT000451,3881,ST,1000
100,1001536,0001,MAT000154,7061,ST,1000
100,1001537,0001,MAT000104,9915,ST,1000
100,1001538,0001,MAT000006,643,ST,1100
100,1001539,0001,MAT000093,8988,ST,1000
100,1001540,0001,MAT000019,2396,ST,1100
100,1001541,0001,MAT000192,3167,ST,1200
100,1001542,0001,MAT000310,6354,ST,1000
100,1001543,0001,MAT000219,2985,ST,1200
100,1001544,0001,MAT000117,5226,ST,1000
100,1001545,0001,MAT000171,4865,ST,1000
100,1001546,0001,MAT000255,7590,ST,1000
100,1001547,0001,MAT000200,7670,ST,1100
100,1001548,0001,MAT000135,7002,ST,1200
100,1001549,0001,MAT000354,3269,ST,1000
100,1001550,0001,MAT000358,6651,ST,1100
100,1001551,0001,MAT000242,7905,ST,1000
100,1001552,0001,MAT000428,7854,ST,1000
100,1001553,0001,MAT000281,1997,ST,1100
100,1001554,0001,MAT000200,1583,ST,1000
100,1001555,0001,MAT000324,9271,ST,1100
100,1001556,0001,MAT000006,9091,ST,1000
100,1001557,0001,MAT000239,9512,ST,1100
100,1001558,0001,MAT000222,2273,ST,1000
100,1001559,0001,MAT000258,6715,ST,1200
100,1001560,0001,MAT000355,2798,ST,1200
100,1001561,0001,MAT000372,2611,ST,1000
100,1001562,0001,MAT000183,8521,ST,1100
100,1001563,0001,MAT000019,7379,ST,1000
100,1001564,0001,MAT000168,9777,ST,1000
100,1001565,0001,MAT000499,1298,ST,1200
100,1001566,0001,MAT000371,8481,ST,1200
100,1001567,0001,MAT000144,7667,ST,1200
100,1001568,0001,MAT000465,4764,ST,1000
100,1001569,0001,MAT000008,5176,ST,1200
100,1001570,0001,MAT000117,6017,ST,1200
100,1001571,0001,MAT000216,1627,ST,1100
100,1001572,0001,MAT000343,4032,ST,1200
100,1001573,0001,MAT000201,7746,ST,1100
100,1001574,0001,MAT000290,5418,ST,1100
100,1001575,0001,MAT000191,5835,ST,1000
100,1001576,0001,MAT000016,7151,ST,1100
100,1001577,0001,MAT000216,762,ST,1100
100,1001578,0001,MAT000095,5628,ST,1000
100,1001579,0001,MAT000083,7510,ST,1000
100,1001580,0001,MAT000474,1688,ST,1200
100,1001581,0001,MAT000179,1973,ST,1200
100,1001582,0001,MAT000148,1356,ST,1000
100,1001583,0001,MAT000002,2286,ST,1100
100,1001584,0001,MAT000427,2702,ST,1200
100,1001585,0001,MAT000206,6714,ST,1000
100,1001586,0001,MAT000421,9452,ST,1000
100,1001587,0001,MAT000168,298,ST,1100
100,1001588,0001,MAT000109,8792,ST,1000
100,1001589,0001,MAT000008,5831,ST,1200
100,1001590,0001,MAT000290,5316,ST,1000
100,1001591,0001,MAT000311,4320,ST,1200
100,1001592,0001,MAT000159,280,ST,1100
100,1001593,0001,MAT000282,1795,ST,1000
100,1001594,0001,MAT000174,4538,ST,1200
100,1001595,0001,MAT000219,2379,ST,1100
100,1001596,0001,MAT000144,8218,ST,1000
100,1001597,0001,MAT000238,3649,ST,1000
100,1001598,0001,MAT000080,2655,ST,1200
100,1001599,0001,MAT000201,2103,ST,1200
100,1001600,0001,MAT000183,8307,ST,1100
100,1001601,0001,MAT000075,4208,ST,1100
100,1001602,0001,MAT000289,1058,ST,1200
100,1001603,0001,MAT000167,1898,ST,1000
100,1001604,0001,MAT000135,3636,ST,1200
100,1001605,0001,MAT000175,231,ST,1000
100,1001606,0001,MAT000113,8858,ST,1100
100,1001607,0001,MAT000144,1291,ST,1100
100,1001608,0001,MAT000166,9569,ST,1100
100,1001609,0001,MAT000249,9262,ST,1000
100,1001610,0001,MAT000179,2279,ST,1100
100,1001611,0001,MAT000491,2311,ST,1100
100,1001612,0001,MAT000012,2523,ST,1100
100,1001613,0001,MAT000095,9707,ST,1200
100,1001614,0001,MAT000173,6102,ST,1100
100,1001615,0001,MAT000379,9750,ST,1000
100,1001616,0001,MAT000282,7513,ST,1100
100,1001617,0001,MAT000474,8360,ST,1000
100,1001618,0001,MAT000011,9594,ST,1100
100,1001619,0001,MAT000365,6293,ST,1000
100,1001620,0001,MAT000008,4280,ST,1100
100,1001621,0001,MAT000159,3399,ST,1000
100,1001622,0001,MAT000109,7471,ST,1100
100,1001623,0001,MAT000219,164,ST,1200
100,1001624,0001,MAT000220,8749,ST,1100
100,1001625,0001,MAT000497,3431,ST,1000
100,1001626,0001,MAT000421,4684,ST,1100
100,1001627,0001,MAT000262,5350,ST,1200
100,1001628,0001,MAT000487,6615,ST,1000
100,1001629,0001,MAT000289,1942,ST,1000
100,1001630,0001,MAT000176,5245,ST,1000
100,1001631,0001,MAT000427,4078,ST,1200
100,1001632,0001,MAT000272,711,ST,1000
100,1001633,0001,MAT000471,4831,ST,1000
100,1001634,0001,MAT000071,7544,ST,1100
100,1001635,0001,MAT000199,8885,ST,1000
100,1001636,0001,MAT000357,1229,ST,1200
100,1001637,0001,MAT000195,3030,ST,1000
100,1001638,0001,MAT000004,7768,ST,1100
100,1001639,0001,MAT000171,6243,ST,1200
100,1001640,0001,MAT000282,4063,ST,1000
100,1001641,0001,MAT000289,3755,ST,1200
100,1001642,0001,MAT000109,5820,ST,1100
100,1001643,0001,MAT000293,7994,ST,1200
100,1001644,0001,MAT000500,4971,ST,1100
100,1001645,0001,MAT000095,9282,ST,1000
100,1001646,0001,MAT000148,2672,ST,1000
100,1001647,0001,MAT000427,1296,ST,1000
100,1001648,0001,MAT000175,5829,ST,1100
100,1001649,0001,MAT000383,3386,ST,1100
100,1001650,0001,MAT000402,7430,ST,1100
100,1001651,0001,MAT000428,3838,ST,1100
100,1001652,0001,MAT000181,2643,ST,1100
100,1001653,0001,MAT000352,8579,ST,1200
100,1001654,0001,MAT000352,6026,ST,1000
100,1001655,0001,MAT000293,8132,ST,1100
100,1001656,0001,MAT000205,5027,ST,1100
100,1001657,0001,MAT000206,4484,ST,1200
100,1001658,0001,MAT000412,7617,ST,1200
100,1001659,0001,MAT000143,8459,ST,1100
100,1001660,0001,MAT000174,8658,ST,1200
100,1001661,0001,MAT000069,5646,ST,1000
100,1001662,0001,MAT000095,5595,ST,1200
100,1001663,0001,MAT000080,7343,ST,1100
100,1001664,0001,MAT000125,3940,ST,1000
100,1001665,0001,MAT000117,8443,ST,1200
100,1001666,0001,MAT000329,4328,ST,1000
100,1001667,0001,MAT000312,9540,ST,1100
100,1001668,0001,MAT000312,3264,ST,1200
100,1001669,0001,MAT000474,6972,ST,1200
100,1001670,0001,MAT000150,5849,ST,1000
100,1001671,0001,MAT000310,6310,ST,1100
100,1001672,0001,MAT000290,6080,ST,1100
100,1001673,0001,MAT000293,8023,ST,1000
100,1001674,0001,MAT000416,8594,ST,1200
100,1001675,0001,MAT000426,6220,ST,1100
100,1001676,0001,MAT000189,2849,ST,1100
100,1001677,0001,MAT000280,6182,ST,1200
100,1001678,0001,MAT000414,8773,ST,1100
100,1001679,0001,MAT000220,5295,ST,1100
100,1001680,0001,MAT000205,8316,ST,1200
100,1001681,0001,MAT000371,3201,ST,1200
100,1001682,0001,MAT000064,1856,ST,1100
100,1001683,0001,MAT000310,4512,ST,1200
100,1001684,0001,MAT000176,6507,ST,1200
100,1001685,0001,MAT000344,6024,ST,1100
100,1001686,0001,MAT000249,6066,ST,1100
100,1001687,0001,MAT000064,4379,ST,1100
100,1001688,0001,MAT000013,4934,ST,1100
100,1001689,0001,MAT000491,7635,ST,1100
100,1001690,0001,MAT000125,2035,ST,1200
100,1001691,0001,MAT000404,8385,ST,1200
100,1001692,0001,MAT000499,2582,ST,1000
100,1001693,0001,MAT000014,1507,ST,1100
100,1001694,0001,MAT000166,5385,ST,1100
100,1001695,0001,MAT000372,3268,ST,1000
100,1001696,0001,MAT000324,7317,ST,1100
100,1001697,0001,MAT000239,8399,ST,1200
100,1001698,0001,MAT000014,6844,ST,1200
100,1001699,0001,MAT000108,5664,ST,1100
100,1001700,0001,MAT000008,8592,ST,1100
100,1001701,0001,MAT000104,1348,ST,1100
100,1001702,0001,MAT000404,6290,ST,1100
100,1001703,0001,MAT000414,1122,ST,1100
100,1001704,0001,MAT000001,143,ST,1000
100,1001705,0001,MAT000347,1524,ST,1000
100,1001706,0001,MAT000168,3478,ST,1200
100,1001707,0001,MAT000083,9480,ST,1100
100,1001708,0001,MAT000216,4074,ST,1200
100,1001709,0001,MAT000006,8801,ST,1000
100,1001710,0001,MAT000173,4522,ST,1200
100,1001711,0001,MAT000100,5006,ST,1200
100,1001712,0001,MAT000201,3361,ST,1100
100,1001713,0001,MAT000222,265,ST,1100
100,1001714,0001,MAT000483,5365,ST,1000
100,1001715,0001,MAT000014,1659,ST,1100
100,1001716,0001,MAT000497,8763,ST,1200
100,1001717,0001,MAT000111,3749,ST,1100
100,1001718,0001,MAT000261,9384,ST,1100
100,1001719,0001,MAT000500,5282,ST,1200
100,1001720,0001,MAT000239,5287,ST,1200
100,1001721,0001,MAT000015,6015,ST,1200
100,1001722,0001,MAT000343,4896,ST,1200
100,1001723,0001,MAT000301,7909,ST,1200
100,1001724,0001,MAT000258,9638,ST,1000
100,1001725,0001,MAT000221,6835,ST,1100
100,1001726,0001,MAT000167,6426,ST,1100
100,1001727,0001,MAT000433,7063,ST,1200
100,1001728,0001,MAT000281,7845,ST,1000
100,1001729,0001,MAT000065,5815,ST,1000
100,1001730,0001,MAT000293,3885,ST,1000
100,1001731,0001,MAT000412,1946,ST,1000
100,1001732,0001,MAT000275,7547,ST,1000
100,1001733,0001,MAT000413,3558,ST,1000
100,1001734,0001,MAT000221,291,ST,1100
100,1001735,0001,MAT000231,341,ST,1000
100,1001736,0001,MAT000375,1492,ST,1200
100,1001737,0001,MAT000422,4264,ST,1100
100,1001738,0001,MAT000343,5130,ST,1100
100,1001739,0001,MAT000433,1290,ST,1100
100,1001740,0001,MAT000451,1260,ST,1200
100,1001741,0001,MAT000372,3865,ST,1200
100,1001742,0001,MAT000174,9026,ST,1000
100,1001743,0001,MAT000414,6815,ST,1200
100,1001744,0001,MAT000178,7713,ST,1000
100,1001745,0001,MAT000358,7854,ST,1200
100,1001746,0001,MAT000002,226,ST,1200
100,1001747,0001,MAT000499,9378,ST,1200
100,1001748,0001,MAT000002,8491,ST,1200
100,1001749,0001,MAT000135,6141,ST,1200
100,1001750,0001,MAT000075,6300,ST,1100
100,1001751,0001,MAT000171,3913,ST,1000
100,1001752,0001,MAT000066,1918,ST,1200
100,1001753,0001,MAT000404,8775,ST,1100
100,1001754,0001,MAT000365,8640,ST,1200
100,1001755,0001,MAT000416,2483,ST,1100
100,1001756,0001,MAT000416,4918,ST,1000
100,1001757,0001,MAT000417,6392,ST,1200
100,1001758,0001,MAT000403,9395,ST,1100
100,1001759,0001,MAT000005,757,ST,1000
100,1001760,0001,MAT000143,1099,ST,1200
100,1001761,0001,MAT000282,1373,ST,1000
100,1001762,0001,MAT000221,1790,ST,1100
100,1001763,0001,MAT000083,7455,ST,1200
100,1001764,0001,MAT000344,9272,ST,1100
100,1001765,0001,MAT000082,8551,ST,1000
100,1001766,0001,MAT000383,8760,ST,1100
100,1001767,0001,MAT000324,7271,ST,1200
100,1001768,0001,MAT000011,9327,ST,1200
100,1001769,0001,MAT000004,9855,ST,1200
100,1001770,0001,MAT000238,4283,ST,1000
100,1001771,0001,MAT000261,5436,ST,1000
100,1001772,0001,MAT000152,788,ST,1100
100,1001773,0001,MAT000104,6044,ST,1100
100,1001774,0001,MAT000427,6494,ST,1000
100,1001775,0001,MAT000077,683,ST,1200
100,1001776,0001,MAT000173,8609,ST,1200
100,1001777,0001,MAT000213,6392,ST,1200
100,1001778,0001,MAT000100,8510,ST,1200
100,1001779,0001,MAT000148,4507,ST,1000
100,1001780,0001,MAT000431,7892,ST,1100
100,1001781,0001,MAT000012,6455,ST,1000
100,1001782,0001,MAT000183,6426,ST,1200
100,1001783,0001,MAT000221,1267,ST,1100
100,1001784,0001,MAT000111,5873,ST,1000
100,1001785,0001,MAT000080,221,ST,1100
100,1001786,0001,MAT000199,5122,ST,1000
100,1001787,0001,MAT000289,8707,ST,1000
100,1001788,0001,MAT000019,2216,ST,1200
100,1001789,0001,MAT000066,8482,ST,1200
100,1001790,0001,MAT000152,5049,ST,1200
100,1001791,0001,MAT000069,4653,ST,1200
100,1001792,0001,MAT000168,2627,ST,1000
100,1001793,0001,MAT000426,4090,ST,1200
100,1001794,0001,MAT000312,5531,ST,1000
100,1001795,0001,MAT000376,9647,ST,1200
100,1001796,0001,MAT000329,3412,ST,1000
100,1001797,0001,MAT000010,6319,ST,1000
100,1001798,0001,MAT000354,3586,ST,1000
100,1001799,0001,MAT000111,8881,ST,1200
100,1001800,0001,MAT000014,7718,ST,1200
100,1001801,0001,MAT000019,1322,ST,1200
100,1001802,0001,MAT000100,9151,ST,1100
100,1001803,0001,MAT000167,4311,ST,1000
100,1001804,0001,MAT000197,877,ST,1100
100,1001805,0001,MAT000315,1537,ST,1200
100,1001806,0001,MAT000239,610,ST,1000
100,1001807,0001,MAT000354,2626,ST,1200
100,1001808,0001,MAT000002,251,ST,1000
100,1001809,0001,MAT000192,2009,ST,1100
100,1001810,0001,MAT000016,7722,ST,1200
100,1001811,0001,MAT000069,3289,ST,1000
100,1001812,0001,MAT000178,7323,ST,1200
100,1001813,0001,MAT000159,4690,ST,1200
100,1001814,0001,MAT000010,1001,ST,1200
100,1001815,0001,MAT000404,823,ST,1000
100,1001816,0001,MAT000012,9127,ST,1000
100,1001817,0001,MAT000357,6868,ST,1000
100,1001818,0001,MAT000194,8916,ST,1100
100,1001819,0001,MAT000083,6271,ST,1000
100,1001820,0001,MAT000117,4398,ST,1200
100,1001821,0001,MAT000070,3370,ST,1200
100,1001822,0001,MAT000402,6658,ST,1100
100,1001823,0001,MAT000015,5732,ST,1200
100,1001824,0001,MAT000082,489,ST,1100
100,1001825,0001,MAT000427,5822,ST,1000
100,1001826,0001,MAT000077,4105,ST,1000
100,1001827,0001,MAT000343,485,ST,1200
100,1001828,0001,MAT000281,8393,ST,1200
100,1001829,0001,MAT000365,6280,ST,1000
100,1001830,0001,MAT000491,737,ST,1100
100,1001831,0001,MAT000379,766,ST,1200
100,1001832,0001,MAT000010,2900,ST,1000
100,1001833,0001,MAT000199,1691,ST,1000
100,1001834,0001,MAT000173,8508,ST,1100
100,1001835,0001,MAT000453,6438,ST,1200
100,1001836,0001,MAT000009,4736,ST,1100
100,1001837,0001,MAT000011,3026,ST,1100
100,1001838,0001,MAT000083,2081,ST,1000
100,1001839,0001,MAT000014,8886,ST,1000
100,1001840,0001,MAT000066,6966,ST,1200
100,1001841,0001,MAT000281,2776,ST,1100
100,1001842,0001,MAT000200,1168,ST,1000
100,1001843,0001,MAT000200,7007,ST,1000
100,1001844,0001,MAT000216,9607,ST,1000
100,1001845,0001,MAT000453,406,ST,1000
100,1001846,0001,MAT000219,7433,ST,1200
100,1001847,0001,MAT000003,7509,ST,1000
100,1001848,0001,MAT000007,3148,ST,1000
100,1001849,0001,MAT000324,6129,ST,1100
100,1001850,0001,MAT000109,5013,ST,1000
100,1001851,0001,MAT000431,264,ST,1100
100,1001852,0001,MAT000176,1510,ST,1100
100,1001853,0001,MAT000310,9217,ST,1000
100,1001854,0001,MAT000108,7749,ST,1000
100,1001855,0001,MAT000422,6731,ST,1100
100,1001856,0001,MAT000150,8691,ST,1200
100,1001857,0001,MAT000013,1355,ST,1100
100,1001858,0001,MAT000213,753,ST,1000
100,1001859,0001,MAT000483,2365,ST,1100
100,1001860,0001,MAT000341,3576,ST,1200
100,1001861,0001,MAT000242,9858,ST,1100
100,1001862,0001,MAT000497,8110,ST,1100
100,1001863,0001,MAT000148,8258,ST,1200
100,1001864,0001,MAT000154,4107,ST,1000
100,1001865,0001,MAT000108,5975,ST,1000
100,1001866,0001,MAT000197,2195,ST,1000
100,1001867,0001,MAT000148,3304,ST,1100
100,1001868,0001,MAT000310,3163,ST,1000
100,1001869,0001,MAT000468,7200,ST,1100
100,1001870,0001,MAT000428,9793,ST,1200
100,1001871,0001,MAT000069,8270,ST,1100
100,1001872,0001,MAT000355,5114,ST,1000
100,1001873,0001,MAT000013,4013,ST,1200
100,1001874,0001,MAT000344,7065,ST,1100
100,1001875,0001,MAT000404,2936,ST,1000
100,1001876,0001,MAT000002,8810,ST,1000
100,1001877,0001,MAT000421,2506,ST,1100
100,1001878,0001,MAT000347,3296,ST,1100
100,1001879,0001,MAT000109,1714,ST,1200
100,1001880,0001,MAT000262,5674,ST,1200
100,1001881,0001,MAT000414,4448,ST,1200
100,1001882,0001,MAT000347,2411,ST,1000
100,1001883,0001,MAT000352,7698,ST,1000
100,1001884,0001,MAT000358,4734,ST,1200
100,1001885,0001,MAT000422,9415,ST,1200
100,1001886,0001,MAT000324,4186,ST,1000
100,1001887,0001,MAT000465,8242,ST,1100
100,1001888,0001,MAT000017,5782,ST,1100
100,1001889,0001,MAT000329,6720,ST,1100
100,1001890,0001,MAT000221,2963,ST,1100
100,1001891,0001,MAT000383,8067,ST,1200
100,1001892,0001,MAT000422,9399,ST,1200
100,1001893,0001,MAT000070,4989,ST,1100
100,1001894,0001,MAT000383,1385,ST,1200
100,1001895,0001,MAT000077,1621,ST,1100
100,1001896,0001,MAT000113,3639,ST,1200
100,1001897,0001,MAT000065,4222,ST,1100
100,1001898,0001,MAT000310,630,ST,1100
100,1001899,0001,MAT000017,2153,ST,1100
100,1001900,0001,MAT000242,2602,ST,1100
100,1001901,0001,MAT000005,1498,ST,1200
100,1001902,0001,MAT000403,8348,ST,1100
100,1001903,0001,MAT000355,8318,ST,1000
100,1001904,0001,MAT000255,5270,ST,1100
100,1001905,0001,MAT000154,863,ST,1000
100,1001906,0001,MAT000280,7025,ST,1200
100,1001907,0001,MAT000001,9523,ST,1100
100,1001908,0001,MAT000080,3750,ST,1000
100,1001909,0001,MAT000347,6399,ST,1100
100,1001910,0001,MAT000219,2593,ST,1000
100,1001911,0001,MAT000266,255,ST,1200
100,1001912,0001,MAT000263,9036,ST,1200
100,1001913,0001,MAT000379,3899,ST,1000
100,1001914,0001,MAT000451,1433,ST,1100
100,1001915,0001,MAT000404,5608,ST,1100
100,1001916,0001,MAT000417,8118,ST,1000
100,1001917,0001,MAT000453,4093,ST,1000
100,1001918,0001,MAT000379,1934,ST,1100
100,1001919,0001,MAT000347,7920,ST,1200
100,1001920,0001,MAT000371,7514,ST,1100
100,1001921,0001,MAT000280,4942,ST,1100
100,1001922,0001,MAT000413,3164,ST,1100
100,1001923,0001,MAT000440,2888,ST,1200
100,1001924,0001,MAT000166,4301,ST,1100
100,1001925,0001,MAT000197,776,ST,1000
100,1001926,0001,MAT000471,4196,ST,1100
100,1001927,0001,MAT000412,3233,ST,1000
100,1001928,0001,MAT000412,5536,ST,1100
100,1001929,0001,MAT000272,9955,ST,1000
100,1001930,0001,MAT000108,5683,ST,1200
100,1001931,0001,MAT000093,1894,ST,1000
100,1001932,0001,MAT000159,3791,ST,1000
100,1001933,0001,MAT000280,8913,ST,1000
100,1001934,0001,MAT000159,1204,ST,1200
100,1001935,0001,MAT000275,8701,ST,1000
100,1001936,0001,MAT000199,4027,ST,1000
100,1001937,0001,MAT000001,9304,ST,1100
100,1001938,0001,MAT000166,9490,ST,1200
100,1001939,0001,MAT000205,4472,ST,1200
100,1001940,0001,MAT000324,4285,ST,1000
100,1001941,0001,MAT000357,6897,ST,1100
100,1001942,0001,MAT000282,6450,ST,1000
100,1001943,0001,MAT000355,7305,ST,1100
100,1001944,0001,MAT000272,3843,ST,1200
100,1001945,0001,MAT000008,3981,ST,1000
100,1001946,0001,MAT000007,7908,ST,1200
100,1001947,0001,MAT000174,5836,ST,1000
100,1001948,0001,MAT000375,9281,ST,1000
100,1001949,0001,MAT000451,2627,ST,1100
100,1001950,0001,MAT000095,5358,ST,1200
100,1001951,0001,MAT000173,3441,ST,1100
100,1001952,0001,MAT000417,217,ST,1100
100,1001953,0001,MAT000104,8953,ST,1100
100,1001954,0001,MAT000150,8283,ST,1100
100,1001955,0001,MAT000239,7717,ST,1100
100,1001956,0001,MAT000468,7125,ST,1100
100,1001957,0001,MAT000108,620,ST,1200
100,1001958,0001,MAT000124,9845,ST,1200
100,1001959,0001,MAT000216,3870,ST,1100
100,1001960,0001,MAT000255,1174,ST,1000
100,1001961,0001,MAT000216,7758,ST,1200
100,1001962,0001,MAT000272,9889,ST,1200
100,1001963,0001,MAT000433,5678,ST,1100
100,1001964,0001,MAT000135,5723,ST,1100
100,1001965,0001,MAT000347,2099,ST,1200
100,1001966,0001,MAT000413,8550,ST,1100
100,1001967,0001,MAT000403,3767,ST,1000
100,1001968,0001,MAT000122,4407,ST,1000
100,1001969,0001,MAT000263,347,ST,1100
100,1001970,0001,MAT000005,1698,ST,1200
100,1001971,0001,MAT000375,4947,ST,1200
100,1001972,0001,MAT000075,4772,ST,1100
100,1001973,0001,MAT000367,8993,ST,1100
100,1001974,0001,MAT000179,7611,ST,1200
100,1001975,0001,MAT000009,7457,ST,1100
100,1001976,0001,MAT000280,1300,ST,1000
100,1001977,0001,MAT000249,5963,ST,1100
100,1001978,0001,MAT000220,3923,ST,1100
100,1001979,0001,MAT000213,9929,ST,1200
100,1001980,0001,MAT000012,4157,ST,1100
100,1001981,0001,MAT000471,1850,ST,1100
100,1001982,0001,MAT000071,1536,ST,1200
100,1001983,0001,MAT000200,8012,ST,1100
100,1001984,0001,MAT000304,1016,ST,1100
100,1001985,0001,MAT000191,3473,ST,1200
100,1001986,0001,MAT000167,9904,ST,1100
100,1001987,0001,MAT000018,8346,ST,1100
100,1001988,0001,MAT000451,5853,ST,1100
100,1001989,0001,MAT000413,5248,ST,1100
100,1001990,0001,MAT000012,5463,ST,1000
100,1001991,0001,MAT000066,6671,ST,1100
100,1001992,0001,MAT000150,506,ST,1100
100,1001993,0001,MAT000174,1628,ST,1200
100,1001994,0001,MAT000433,208,ST,1000
100,1001995,0001,MAT000344,2494,ST,1200
100,1001996,0001,MAT000199,792,ST,1000
100,1001997,0001,MAT000440,2633,ST,1100
100,1001998,0001,MAT000016,136,ST,1200
100,1001999,0001,MAT000075,2565,ST,1100
100,1002000,0001,MAT000261,1765,ST,1000
100,1002001,0001,MAT000018,4821,ST,1000
100,1002002,0001,MAT000261,8768,ST,1200
100,1002003,0001,MAT000468,1801,ST,1000
100,1002004,0001,MAT000007,2274,ST,1200
100,1002005,0001,MAT000411,586,ST,1200
100,1002006,0001,MAT000150,8086,ST,1200
100,1002007,0001,MAT000281,9912,ST,1000
100,1002008,0001,MAT000174,9560,ST,1100
100,1002009,0001,MAT000080,1191,ST,1000
100,1002010,0001,MAT000465,8584,ST,1200
100,1002011,0001,MAT000144,7543,ST,1100
100,1002012,0001,MAT000421,3954,ST,1100
100,1002013,0001,MAT000007,9068,ST,1000
