MANDT,TKNUM,TPNUM,VBELN
100,0000000466,0001,0080000930
100,0000000466,0002,0080000931
100,0000000467,0001,0080000932
100,0000000467,0002,0080000933
100,0000000468,0001,0080000934
100,0000000468,0002,0080000935
100,0000000469,0001,0080000936
100,0000000469,0002,0080000937
100,0000000470,0001,0080000938
100,0000000470,0002,0080000939
100,0000000471,0001,0080000940
100,0000000471,0002,0080000941
100,0000000472,0001,0080000942
100,0000000472,0002,0080000943
100,0000000473,0001,0080000944
100,0000000473,0002,0080000945
100,0000000474,0001,0080000946
100,0000000474,0002,0080000947
100,0000000475,0001,0080000948
100,0000000475,0002,0080000949
100,0000000476,0001,0080000950
100,0000000476,0002,0080000951
100,0000000477,0001,0080000952
100,0000000477,0002,0080000953
100,0000000478,0001,0080000954
100,0000000478,0002,0080000955
100,0000000479,0001,0080000956
100,0000000479,0002,0080000957
100,0000000480,0001,0080000958
100,0000000480,0002,0080000959
100,0000000481,0001,0080000960
100,0000000481,0002,0080000961
100,0000000482,0001,0080000962
100,0000000482,0002,0080000963
100,0000000483,0001,0080000964
100,0000000483,0002,0080000965
100,0000000484,0001,0080000966
100,0000000484,0002,0080000967
100,0000000485,0001,0080000968
100,0000000485,0002,0080000969
100,0000000486,0001,0080000970
100,0000000486,0002,0080000971
100,0000000487,0001,0080000972
100,0000000487,0002,0080000973
100,0000000488,0001,0080000974
100,0000000488,0002,0080000975
100,0000000489,0001,0080000976
100,0000000489,0002,0080000977
100,0000000490,0001,0080000978
100,0000000490,0002,0080000979
100,0000000491,0001,0080000980
100,0000000491,0002,0080000981
100,0000000492,0001,0080000982
100,0000000492,0002,0080000983
100,0000000493,0001,0080000984
100,0000000493,0002,0080000985
100,0000000494,0001,0080000986
100,0000000494,0002,0080000987
100,0000000495,0001,0080000988
100,0000000495,0002,0080000989
100,0000000496,0001,0080000990
100,0000000496,0002,0080000991
100,0000000497,0001,0080000992
100,0000000497,0002,0080000993
100,0000000498,0001,0080000994
100,0000000498,0002,0080000995
100,0000000499,0001,0080000996
100,0000000499,0002,0080000997
100,0000000500,0001,0080000998
100,0000000500,0002,0080000999
100,0000000501,0001,0080001000
100,0000000501,0002,0080001001
100,0000000502,0001,0080001002
100,0000000502,0002,0080001003
100,0000000503,0001,0080001004
100,0000000503,0002,0080001005
100,0000000504,0001,0080001006
100,0000000504,0002,0080001007
100,0000000505,0001,0080001008
100,0000000505,0002,0080001009
100,0000000506,0001,0080001010
100,0000000506,0002,0080001011
100,0000000507,0001,0080001012
100,0000000507,0002,0080001013
100,0000000508,0001,0080001014
100,0000000508,0002,0080001015
100,0000000509,0001,0080001016
100,0000000509,0002,0080001017
100,0000000510,0001,0080001018
100,0000000510,0002,0080001019
100,0000000511,0001,0080001020
100,0000000511,0002,0080001021
100,0000000512,0001,0080001022
100,0000000512,0002,0080001023
100,0000000513,0001,0080001024
100,0000000513,0002,0080001025
100,0000000514,0001,0080001026
100,0000000514,0002,0080001027
100,0000000515,0001,0080001028
100,0000000515,0002,0080001029
100,0000000516,0001,0080001030
100,0000000516,0002,0080001031
100,0000000517,0001,0080001032
100,0000000517,0002,0080001033
100,0000000518,0001,0080001034
100,0000000518,0002,0080001035
100,0000000519,0001,0080001036
100,0000000519,0002,0080001037
100,0000000520,0001,0080001038
100,0000000520,0002,0080001039
100,0000000521,0001,0080001040
100,0000000521,0002,0080001041
100,0000000522,0001,0080001042
100,0000000522,0002,0080001043
100,0000000523,0001,0080001044
100,0000000523,0002,0080001045
100,0000000524,0001,0080001046
100,0000000524,0002,0080001047
100,0000000525,0001,0080001048
100,0000000525,0002,0080001049
100,0000000526,0001,0080001050
100,0000000526,0002,0080001051
100,0000000527,0001,0080001052
100,0000000527,0002,0080001053
100,0000000528,0001,0080001054
100,0000000528,0002,0080001055
100,0000000529,0001,0080001056
100,0000000529,0002,0080001057
100,0000000530,0001,0080001058
100,0000000530,0002,0080001059
100,0000000531,0001,0080001060
100,0000000531,0002,0080001061
100,0000000532,0001,0080001062
100,0000000532,0002,0080001063
100,0000000533,0001,0080001064
100,0000000533,0002,0080001065
100,0000000534,0001,0080001066
100,0000000534,0002,0080001067
100,0000000535,0001,0080001068
100,0000000535,0002,0080001069
100,0000000536,0001,0080001070
100,0000000536,0002,0080001071
100,0000000537,0001,0080001072
100,0000000537,0002,0080001073
100,0000000538,0001,0080001074
100,0000000538,0002,0080001075
100,0000000539,0001,0080001076
100,0000000539,0002,0080001077
100,0000000540,0001,0080001078
100,0000000540,0002,0080001079
100,0000000541,0001,0080001080
100,0000000541,0002,0080001081
100,0000000542,0001,0080001082
100,0000000542,0002,0080001083
100,0000000543,0001,0080001084
100,0000000543,0002,0080001085
100,0000000544,0001,0080001086
100,0000000544,0002,0080001087
100,0000000545,0001,0080001088
100,0000000545,0002,0080001089
100,0000000546,0001,0080001090
100,0000000546,0002,0080001091
100,0000000547,0001,0080001092
100,0000000547,0002,0080001093
100,0000000548,0001,0080001094
100,0000000548,0002,0080001095
100,0000000549,0001,0080001096
100,0000000549,0002,0080001097
100,0000000550,0001,0080001098
100,0000000550,0002,0080001099
100,0000000551,0001,0080001100
100,0000000551,0002,0080001101
100,0000000552,0001,0080001102
100,0000000552,0002,0080001103
100,0000000553,0001,0080001104
100,0000000553,0002,0080001105
100,0000000554,0001,0080001106
100,0000000554,0002,0080001107
100,0000000555,0001,0080001108
100,0000000555,0002,0080001109
100,0000000556,0001,0080001110
100,0000000556,0002,0080001111
100,0000000557,0001,0080001112
100,0000000557,0002,0080001113
100,0000000558,0001,0080001114
100,0000000558,0002,0080001115
100,0000000559,0001,0080001116
100,0000000559,0002,0080001117
100,0000000560,0001,0080001118
100,0000000560,0002,0080001119
100,0000000561,0001,0080001120
100,0000000561,0002,0080001121
100,0000000562,0001,0080001122
100,0000000562,0002,0080001123
100,0000000563,0001,0080001124
100,0000000563,0002,0080001125
100,0000000564,0001,0080001126
100,0000000564,0002,0080001127
100,0000000565,0001,0080001128
100,0000000565,0002,0080001129
100,0000000566,0001,0080001130
100,0000000566,0002,0080001131
100,0000000567,0001,0080001132
100,0000000567,0002,0080001133
100,0000000568,0001,0080001134
100,0000000568,0002,0080001135
100,0000000569,0001,0080001136
100,0000000569,0002,0080001137
100,0000000570,0001,0080001138
100,0000000570,0002,0080001139
100,0000000571,0001,0080001140
100,0000000571,0002,0080001141
100,0000000572,0001,0080001142
100,0000000572,0002,0080001143
100,0000000573,0001,0080001144
100,0000000573,0002,0080001145
100,0000000574,0001,0080001146
100,0000000574,0002,0080001147
100,0000000575,0001,0080001148
100,0000000575,0002,0080001149
100,0000000576,0001,0080001150
100,0000000576,0002,0080001151
100,0000000577,0001,0080001152
100,0000000577,0002,0080001153
100,0000000578,0001,0080001154
100,0000000578,0002,0080001155
100,0000000579,0001,0080001156
100,0000000579,0002,0080001157
100,0000000580,0001,0080001158
100,0000000580,0002,0080001159
100,0000000581,0001,0080001160
100,0000000581,0002,0080001161
100,0000000582,0001,0080001162
100,0000000582,0002,0080001163
100,0000000583,0001,0080001164
100,0000000583,0002,0080001165
100,0000000584,0001,0080001166
100,0000000584,0002,0080001167
100,0000000585,0001,0080001168
100,0000000585,0002,0080001169
100,0000000586,0001,0080001170
100,0000000586,0002,0080001171
100,0000000587,0001,0080001172
100,0000000587,0002,0080001173
100,0000000588,0001,0080001174
100,0000000588,0002,0080001175
100,0000000589,0001,0080001176
100,0000000589,0002,0080001177
100,0000000590,0001,0080001178
100,0000000590,0002,0080001179
100,0000000591,0001,0080001180
100,0000000591,0002,0080001181
100,0000000592,0001,0080001182
100,0000000592,0002,0080001183
100,0000000593,0001,0080001184
100,0000000593,0002,0080001185
100,0000000594,0001,0080001186
100,0000000594,0002,0080001187
100,0000000595,0001,0080001188
100,0000000595,0002,0080001189
100,0000000596,0001,0080001190
100,0000000596,0002,0080001191
100,0000000597,0001,0080001192
100,0000000597,0002,0080001193
100,0000000598,0001,0080001194
100,0000000598,0002,0080001195
100,0000000599,0001,0080001196
100,0000000599,0002,0080001197
100,0000000600,0001,0080001198
100,0000000600,0002,0080001199
100,0000000601,0001,0080001200
100,0000000601,0002,0080001201
100,0000000602,0001,0080001202
100,0000000602,0002,0080001203
100,0000000603,0001,0080001204
100,0000000603,0002,0080001205
100,0000000604,0001,0080001206
100,0000000604,0002,0080001207
100,0000000605,0001,0080001208
100,0000000605,0002,0080001209
100,0000000606,0001,0080001210
100,0000000606,0002,0080001211
100,0000000607,0001,0080001212
100,0000000607,0002,0080001213
100,0000000608,0001,0080001214
100,0000000608,0002,0080001215
100,0000000609,0001,0080001216
100,0000000609,0002,0080001217
100,0000000610,0001,0080001218
100,0000000610,0002,0080001219
100,0000000611,0001,0080001220
100,0000000611,0002,0080001221
100,0000000612,0001,0080001222
100,0000000612,0002,0080001223
100,0000000613,0001,0080001224
100,0000000613,0002,0080001225
100,0000000614,0001,0080001226
100,0000000614,0002,0080001227
100,0000000615,0001,0080001228
100,0000000615,0002,0080001229
100,0000000616,0001,0080001230
100,0000000616,0002,0080001231
100,0000000617,0001,0080001232
100,0000000617,0002,0080001233
100,0000000618,0001,0080001234
100,0000000618,0002,0080001235
100,0000000619,0001,0080001236
100,0000000619,0002,0080001237
100,0000000620,0001,0080001238
100,0000000620,0002,0080001239
100,0000000621,0001,0080001240
100,0000000621,0002,0080001241
100,0000000622,0001,0080001242
100,0000000622,0002,0080001243
100,0000000623,0001,0080001244
100,0000000623,0002,0080001245
100,0000000624,0001,0080001246
100,0000000624,0002,0080001247
100,0000000625,0001,0080001248
100,0000000625,0002,0080001249
100,0000000626,0001,0080001250
100,0000000626,0002,0080001251
100,0000000627,0001,0080001252
100,0000000627,0002,0080001253
100,0000000628,0001,0080001254
100,0000000628,0002,0080001255
100,0000000629,0001,0080001256
100,0000000629,0002,0080001257
100,0000000630,0001,0080001258
100,0000000630,0002,0080001259
100,0000000631,0001,0080001260
100,0000000631,0002,0080001261
100,0000000632,0001,0080001262
100,0000000632,0002,0080001263
100,0000000633,0001,0080001264
100,0000000633,0002,0080001265
100,0000000634,0001,0080001266
100,0000000634,0002,0080001267
100,0000000635,0001,0080001268
100,0000000635,0002,0080001269
100,0000000636,0001,0080001270
100,0000000636,0002,0080001271
100,0000000637,0001,0080001272
100,0000000637,0002,0080001273
100,0000000638,0001,0080001274
100,0000000638,0002,0080001275
100,0000000639,0001,0080001276
100,0000000639,0002,0080001277
100,0000000640,0001,0080001278
100,0000000640,0002,0080001279
100,0000000641,0001,0080001280
100,0000000641,0002,0080001281
100,0000000642,0001,0080001282
100,0000000642,0002,0080001283
100,0000000643,0001,0080001284
100,0000000643,0002,0080001285
100,0000000644,0001,0080001286
100,0000000644,0002,0080001287
100,0000000645,0001,0080001288
100,0000000645,0002,0080001289
100,0000000646,0001,0080001290
100,0000000646,0002,0080001291
100,0000000647,0001,0080001292
100,0000000647,0002,0080001293
100,0000000648,0001,0080001294
100,0000000648,0002,0080001295
100,0000000649,0001,0080001296
100,0000000649,0002,0080001297
100,0000000650,0001,0080001298
100,0000000650,0002,0080001299
100,0000000651,0001,0080001300
100,0000000651,0002,0080001301
100,0000000652,0001,0080001302
100,0000000652,0002,0080001303
100,0000000653,0001,0080001304
100,0000000653,0002,0080001305
100,0000000654,0001,0080001306
100,0000000654,0002,0080001307
100,0000000655,0001,0080001308
100,0000000655,0002,0080001309
100,0000000656,0001,0080001310
100,0000000656,0002,0080001311
100,0000000657,0001,0080001312
100,0000000657,0002,0080001313
100,0000000658,0001,0080001314
100,0000000658,0002,0080001315
100,0000000659,0001,0080001316
100,0000000659,0002,0080001317
100,0000000660,0001,0080001318
100,0000000660,0002,0080001319
100,0000000661,0001,0080001320
100,0000000661,0002,0080001321
100,0000000662,0001,0080001322
100,0000000662,0002,0080001323
100,0000000663,0001,0080001324
100,0000000663,0002,0080001325
100,0000000664,0001,0080001326
100,0000000664,0002,0080001327
100,0000000665,0001,0080001328
100,0000000665,0002,0080001329
100,0000000666,0001,0080001330
100,0000000666,0002,0080001331
100,0000000667,0001,0080001332
100,0000000667,0002,0080001333
100,0000000668,0001,0080001334
100,0000000668,0002,0080001335
100,0000000669,0001,0080001336
100,0000000669,0002,0080001337
100,0000000670,0001,0080001338
100,0000000670,0002,0080001339
100,0000000671,0001,0080001340
100,0000000671,0002,0080001341
100,0000000672,0001,0080001342
100,0000000672,0002,0080001343
100,0000000673,0001,0080001344
100,0000000673,0002,0080001345
100,0000000674,0001,0080001346
100,0000000674,0002,0080001347
100,0000000675,0001,0080001348
100,0000000675,0002,0080001349
100,0000000676,0001,0080001350
100,0000000676,0002,0080001351
100,0000000677,0001,0080001352
100,0000000677,0002,0080001353
100,0000000678,0001,0080001354
100,0000000678,0002,0080001355
100,0000000679,0001,0080001356
100,0000000679,0002,0080001357
100,0000000680,0001,0080001358
100,0000000680,0002,0080001359
100,0000000681,0001,0080001360
100,0000000681,0002,0080001361
100,0000000682,0001,0080001362
100,0000000682,0002,0080001363
100,0000000683,0001,0080001364
100,0000000683,0002,0080001365
100,0000000684,0001,0080001366
100,0000000684,0002,0080001367
100,0000000685,0001,0080001368
100,0000000685,0002,0080001369
100,0000000686,0001,0080001370
100,0000000686,0002,0080001371
100,0000000687,0001,0080001372
100,0000000687,0002,0080001373
100,0000000688,0001,0080001374
100,0000000688,0002,0080001375
100,0000000689,0001,0080001376
100,0000000689,0002,0080001377
100,0000000690,0001,0080001378
100,0000000690,0002,0080001379
100,0000000691,0001,0080001380
100,0000000691,0002,0080001381
100,0000000692,0001,0080001382
100,0000000692,0002,0080001383
100,0000000693,0001,0080001384
100,0000000693,0002,0080001385
100,0000000694,0001,0080001386
100,0000000694,0002,0080001387
100,0000000695,0001,0080001388
100,0000000695,0002,0080001389
100,0000000696,0001,0080001390
100,0000000696,0002,0080001391
100,0000000697,0001,0080001392
100,0000000697,0002,0080001393
100,0000000698,0001,0080001394
100,0000000698,0002,0080001395
100,0000000699,0001,0080001396
100,0000000699,0002,0080001397
100,0000000700,0001,0080001398
100,0000000700,0002,0080001399
100,0000000701,0001,0080001400
100,0000000701,0002,0080001401
100,0000000702,0001,0080001402
100,0000000702,0002,0080001403
100,0000000703,0001,0080001404
100,0000000703,0002,0080001405
100,0000000704,0001,0080001406
100,0000000704,0002,0080001407
100,0000000705,0001,0080001408
100,0000000705,0002,0080001409
100,0000000706,0001,0080001410
100,0000000706,0002,0080001411
100,0000000707,0001,0080001412
100,0000000707,0002,0080001413
100,0000000708,0001,0080001414
100,0000000708,0002,0080001415
100,0000000709,0001,0080001416
100,0000000709,0002,0080001417
100,0000000710,0001,0080001418
100,0000000710,0002,0080001419
100,0000000711,0001,0080001420
100,0000000711,0002,0080001421
100,0000000712,0001,0080001422
100,0000000712,0002,0080001423
100,0000000713,0001,0080001424
100,0000000713,0002,0080001425
100,0000000714,0001,0080001426
100,0000000714,0002,0080001427
100,0000000715,0001,0080001428
100,0000000715,0002,0080001429
100,0000000716,0001,0080001430
100,0000000716,0002,0080001431
100,0000000717,0001,0080001432
100,0000000717,0002,0080001433
100,0000000718,0001,0080001434
100,0000000718,0002,0080001435
100,0000000719,0001,0080001436
100,0000000719,0002,0080001437
100,0000000720,0001,0080001438
100,0000000720,0002,0080001439
100,0000000721,0001,0080001440
100,0000000721,0002,0080001441
100,0000000722,0001,0080001442
100,0000000722,0002,0080001443
100,0000000723,0001,0080001444
100,0000000723,0002,0080001445
100,0000000724,0001,0080001446
100,0000000724,0002,0080001447
100,0000000725,0001,0080001448
100,0000000725,0002,0080001449
100,0000000726,0001,0080001450
100,0000000726,0002,0080001451
100,0000000727,0001,0080001452
100,0000000727,0002,0080001453
100,0000000728,0001,0080001454
100,0000000728,0002,0080001455
100,0000000729,0001,0080001456
100,0000000729,0002,0080001457
100,0000000730,0001,0080001458
100,0000000730,0002,0080001459
100,0000000731,0001,0080001460
100,0000000731,0002,0080001461
100,0000000732,0001,0080001462
100,0000000732,0002,0080001463
100,0000000733,0001,0080001464
100,0000000733,0002,0080001465
100,0000000734,0001,0080001466
100,0000000734,0002,0080001467
100,0000000735,0001,0080001468
100,0000000735,0002,0080001469
100,0000000736,0001,0080001470
100,0000000736,0002,0080001471
100,0000000737,0001,0080001472
100,0000000737,0002,0080001473
100,0000000738,0001,0080001474
100,0000000738,0002,0080001475
100,0000000739,0001,0080001476
100,0000000739,0002,0080001477
100,0000000740,0001,0080001478
100,0000000740,0002,0080001479
100,0000000741,0001,0080001480
100,0000000741,0002,0080001481
100,0000000742,0001,0080001482
100,0000000742,0002,0080001483
100,0000000743,0001,0080001484
100,0000000743,0002,0080001485
100,0000000744,0001,0080001486
100,0000000744,0002,0080001487
100,0000000745,0001,0080001488
100,0000000745,0002,0080001489
100,0000000746,0001,0080001490
100,0000000746,0002,0080001491
100,0000000747,0001,0080001492
100,0000000747,0002,0080001493
100,0000000748,0001,0080001494
100,0000000748,0002,0080001495
100,0000000749,0001,0080001496
100,0000000749,0002,0080001497
100,0000000750,0001,0080001498
100,0000000750,0002,0080001499
100,0000000751,0001,0080001500
100,0000000751,0002,0080001501
100,0000000752,0001,0080001502
100,0000000752,0002,0080001503
100,0000000753,0001,0080001504
100,0000000753,0002,0080001505
100,0000000754,0001,0080001506
100,0000000754,0002,0080001507
100,0000000755,0001,0080001508
100,0000000755,0002,0080001509
100,0000000756,0001,0080001510
100,0000000756,0002,0080001511
100,0000000757,0001,0080001512
100,0000000757,0002,0080001513
100,0000000758,0001,0080001514
100,0000000758,0002,0080001515
100,0000000759,0001,0080001516
100,0000000759,0002,0080001517
100,0000000760,0001,0080001518
100,0000000760,0002,0080001519
100,0000000761,0001,0080001520
100,0000000761,0002,0080001521
100,0000000762,0001,0080001522
100,0000000762,0002,0080001523
100,0000000763,0001,0080001524
100,0000000763,0002,0080001525
100,0000000764,0001,0080001526
100,0000000764,0002,0080001527
100,0000000765,0001,0080001528
100,0000000765,0002,0080001529
100,0000000766,0001,0080001530
100,0000000766,0002,0080001531
100,0000000767,0001,0080001532
100,0000000767,0002,0080001533
100,0000000768,0001,0080001534
100,0000000768,0002,0080001535
100,0000000769,0001,0080001536
100,0000000769,0002,0080001537
100,0000000770,0001,0080001538
100,0000000770,0002,0080001539
100,0000000771,0001,0080001540
100,0000000771,0002,0080001541
100,0000000772,0001,0080001542
100,0000000772,0002,0080001543
100,0000000773,0001,0080001544
100,0000000773,0002,0080001545
100,0000000774,0001,0080001546
100,0000000774,0002,0080001547
100,0000000775,0001,0080001548
100,0000000775,0002,0080001549
100,0000000776,0001,0080001550
100,0000000776,0002,0080001551
100,0000000777,0001,0080001552
100,0000000777,0002,0080001553
100,0000000778,0001,0080001554
100,0000000778,0002,0080001555
100,0000000779,0001,0080001556
100,0000000779,0002,0080001557
100,0000000780,0001,0080001558
100,0000000780,0002,0080001559
100,0000000781,0001,0080001560
100,0000000781,0002,0080001561
100,0000000782,0001,0080001562
100,0000000782,0002,0080001563
100,0000000783,0001,0080001564
100,0000000783,0002,0080001565
100,0000000784,0001,0080001566
100,0000000784,0002,0080001567
100,0000000785,0001,0080001568
100,0000000785,0002,0080001569
100,0000000786,0001,0080001570
100,0000000786,0002,0080001571
100,0000000787,0001,0080001572
100,0000000787,0002,0080001573
100,0000000788,0001,0080001574
100,0000000788,0002,0080001575
100,0000000789,0001,0080001576
100,0000000789,0002,0080001577
100,0000000790,0001,0080001578
100,0000000790,0002,0080001579
100,0000000791,0001,0080001580
100,0000000791,0002,0080001581
100,0000000792,0001,0080001582
100,0000000792,0002,0080001583
100,0000000793,0001,0080001584
100,0000000793,0002,0080001585
100,0000000794,0001,0080001586
100,0000000794,0002,0080001587
100,0000000795,0001,0080001588
100,0000000795,0002,0080001589
100,0000000796,0001,0080001590
100,0000000796,0002,0080001591
100,0000000797,0001,0080001592
100,0000000797,0002,0080001593
100,0000000798,0001,0080001594
100,0000000798,0002,0080001595
100,0000000799,0001,0080001596
100,0000000799,0002,0080001597
100,0000000800,0001,0080001598
100,0000000800,0002,0080001599
100,0000000801,0001,0080001600
100,0000000801,0002,0080001601
100,0000000802,0001,0080001602
100,0000000802,0002,0080001603
100,0000000803,0001,0080001604
100,0000000803,0002,0080001605
100,0000000804,0001,0080001606
100,0000000804,0002,0080001607
100,0000000805,0001,0080001608
100,0000000805,0002,0080001609
100,0000000806,0001,0080001610
100,0000000806,0002,0080001611
100,0000000807,0001,0080001612
100,0000000807,0002,0080001613
100,0000000808,0001,0080001614
100,0000000808,0002,0080001615
100,0000000809,0001,0080001616
100,0000000809,0002,0080001617
100,0000000810,0001,0080001618
100,0000000810,0002,0080001619
100,0000000811,0001,0080001620
100,0000000811,0002,0080001621
100,0000000812,0001,0080001622
100,0000000812,0002,0080001623
100,0000000813,0001,0080001624
100,0000000813,0002,0080001625
100,0000000814,0001,0080001626
100,0000000814,0002,0080001627
100,0000000815,0001,0080001628
100,0000000815,0002,0080001629
100,0000000816,0001,0080001630
100,0000000816,0002,0080001631
100,0000000817,0001,0080001632
100,0000000817,0002,0080001633
100,0000000818,0001,0080001634
100,0000000818,0002,0080001635
100,0000000819,0001,0080001636
100,0000000819,0002,0080001637
100,0000000820,0001,0080001638
100,0000000820,0002,0080001639
100,0000000821,0001,0080001640
100,0000000821,0002,0080001641
100,0000000822,0001,0080001642
100,0000000822,0002,0080001643
100,0000000823,0001,0080001644
100,0000000823,0002,0080001645
100,0000000824,0001,0080001646
100,0000000824,0002,0080001647
100,0000000825,0001,0080001648
100,0000000825,0002,0080001649
100,0000000826,0001,0080001650
100,0000000826,0002,0080001651
100,0000000827,0001,0080001652
100,0000000827,0002,0080001653
100,0000000828,0001,0080001654
100,0000000828,0002,0080001655
100,0000000829,0001,0080001656
100,0000000829,0002,0080001657
100,0000000830,0001,0080001658
100,0000000830,0002,0080001659
100,0000000831,0001,0080001660
100,0000000831,0002,0080001661
100,0000000832,0001,0080001662
100,0000000832,0002,0080001663
100,0000000833,0001,0080001664
100,0000000833,0002,0080001665
100,0000000834,0001,0080001666
100,0000000834,0002,0080001667
100,0000000835,0001,0080001668
100,0000000835,0002,0080001669
100,0000000836,0001,0080001670
100,0000000836,0002,0080001671
100,0000000837,0001,0080001672
100,0000000837,0002,0080001673
100,0000000838,0001,0080001674
100,0000000838,0002,0080001675
100,0000000839,0001,0080001676
100,0000000839,0002,0080001677
100,0000000840,0001,0080001678
100,0000000840,0002,0080001679
100,0000000841,0001,0080001680
100,0000000841,0002,0080001681
100,0000000842,0001,0080001682
100,0000000842,0002,0080001683
100,0000000843,0001,0080001684
100,0000000843,0002,0080001685
100,0000000844,0001,0080001686
100,0000000844,0002,0080001687
100,0000000845,0001,0080001688
100,0000000845,0002,0080001689
100,0000000846,0001,0080001690
100,0000000846,0002,0080001691
100,0000000847,0001,0080001692
100,0000000847,0002,0080001693
100,0000000848,0001,0080001694
100,0000000848,0002,0080001695
100,0000000849,0001,0080001696
100,0000000849,0002,0080001697
100,0000000850,0001,0080001698
100,0000000850,0002,0080001699
100,0000000851,0001,0080001700
100,0000000851,0002,0080001701
100,0000000852,0001,0080001702
100,0000000852,0002,0080001703
100,0000000853,0001,0080001704
100,0000000853,0002,0080001705
100,0000000854,0001,0080001706
100,0000000854,0002,0080001707
100,0000000855,0001,0080001708
100,0000000855,0002,0080001709
100,0000000856,0001,0080001710
100,0000000856,0002,0080001711
100,0000000857,0001,0080001712
100,0000000857,0002,0080001713
100,0000000858,0001,0080001714
100,0000000858,0002,0080001715
100,0000000859,0001,0080001716
100,0000000859,0002,0080001717
100,0000000860,0001,0080001718
100,0000000860,0002,0080001719
100,0000000861,0001,0080001720
100,0000000861,0002,0080001721
100,0000000862,0001,0080001722
100,0000000862,0002,0080001723
100,0000000863,0001,0080001724
100,0000000863,0002,0080001725
100,0000000864,0001,0080001726
100,0000000864,0002,0080001727
100,0000000865,0001,0080001728
100,0000000865,0002,0080001729
100,0000000866,0001,0080001730
100,0000000866,0002,0080001731
100,0000000867,0001,0080001732
100,0000000867,0002,0080001733
100,0000000868,0001,0080001734
100,0000000868,0002,0080001735
100,0000000869,0001,0080001736
100,0000000869,0002,0080001737
100,0000000870,0001,0080001738
100,0000000870,0002,0080001739
100,0000000871,0001,0080001740
100,0000000871,0002,0080001741
100,0000000872,0001,0080001742
100,0000000872,0002,0080001743
100,0000000873,0001,0080001744
100,0000000873,0002,0080001745
100,0000000874,0001,0080001746
100,0000000874,0002,0080001747
100,0000000875,0001,0080001748
100,0000000875,0002,0080001749
100,0000000876,0001,0080001750
100,0000000876,0002,0080001751
100,0000000877,0001,0080001752
100,0000000877,0002,0080001753
100,0000000878,0001,0080001754
100,0000000878,0002,0080001755
100,0000000879,0001,0080001756
100,0000000879,0002,0080001757
100,0000000880,0001,0080001758
100,0000000880,0002,0080001759
100,0000000881,0001,0080001760
100,0000000881,0002,0080001761
100,0000000882,0001,0080001762
100,0000000882,0002,0080001763
100,0000000883,0001,0080001764
100,0000000883,0002,0080001765
100,0000000884,0001,0080001766
100,0000000884,0002,0080001767
100,0000000885,0001,0080001768
100,0000000885,0002,0080001769
100,0000000886,0001,0080001770
100,0000000886,0002,0080001771
100,0000000887,0001,0080001772
100,0000000887,0002,0080001773
100,0000000888,0001,0080001774
100,0000000888,0002,0080001775
100,0000000889,0001,0080001776
100,0000000889,0002,0080001777
100,0000000890,0001,0080001778
100,0000000890,0002,0080001779
100,0000000891,0001,0080001780
100,0000000891,0002,0080001781
100,0000000892,0001,0080001782
100,0000000892,0002,0080001783
100,0000000893,0001,0080001784
100,0000000893,0002,0080001785
100,0000000894,0001,0080001786
100,0000000894,0002,0080001787
100,0000000895,0001,0080001788
100,0000000895,0002,0080001789
100,0000000896,0001,0080001790
100,0000000896,0002,0080001791
100,0000000897,0001,0080001792
100,0000000897,0002,0080001793
100,0000000898,0001,0080001794
100,0000000898,0002,0080001795
100,0000000899,0001,0080001796
100,0000000899,0002,0080001797
100,0000000900,0001,0080001798
100,0000000900,0002,0080001799
100,0000000901,0001,0080001800
100,0000000901,0002,0080001801
100,0000000902,0001,0080001802
100,0000000902,0002,0080001803
100,0000000903,0001,0080001804
100,0000000903,0002,0080001805
100,0000000904,0001,0080001806
100,0000000904,0002,0080001807
100,0000000905,0001,0080001808
100,0000000905,0002,0080001809
100,0000000906,0001,0080001810
100,0000000906,0002,0080001811
100,0000000907,0001,0080001812
100,0000000907,0002,0080001813
100,0000000908,0001,0080001814
100,0000000908,0002,0080001815
100,0000000909,0001,0080001816
100,0000000909,0002,0080001817
100,0000000910,0001,0080001818
100,0000000910,0002,0080001819
100,0000000911,0001,0080001820
100,0000000911,0002,0080001821
100,0000000912,0001,0080001822
100,0000000912,0002,0080001823
100,0000000913,0001,0080001824
100,0000000913,0002,0080001825
100,0000000914,0001,0080001826
100,0000000914,0002,0080001827
100,0000000915,0001,0080001828
100,0000000915,0002,0080001829
100,0000000916,0001,0080001830
100,0000000916,0002,0080001831
100,0000000917,0001,0080001832
100,0000000917,0002,0080001833
100,0000000918,0001,0080001834
100,0000000918,0002,0080001835
100,0000000919,0001,0080001836
100,0000000919,0002,0080001837
100,0000000920,0001,0080001838
100,0000000920,0002,0080001839
100,0000000921,0001,0080001840
100,0000000921,0002,0080001841
100,0000000922,0001,0080001842
100,0000000922,0002,0080001843
100,0000000923,0001,0080001844
100,0000000923,0002,0080001845
100,0000000924,0001,0080001846
100,0000000924,0002,0080001847
100,0000000925,0001,0080001848
100,0000000925,0002,0080001849
100,0000000926,0001,0080001850
100,0000000926,0002,0080001851
100,0000000927,0001,0080001852
100,0000000927,0002,0080001853
100,0000000928,0001,0080001854
100,0000000928,0002,0080001855
100,0000000929,0001,0080001856
100,0000000929,0002,0080001857
100,0000000930,0001,0080001858
100,0000000930,0002,0080001859
100,0000000931,0001,0080001860
