MANDT,OBJECTCLAS,OBJECTID,CHANGENR,USERNAME,UDATE,UTIME,TCODE
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001565,0000001565,USER014,20230430,175224,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001566,0000001566,USER015,20230827,135621,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001567,0000001567,USER016,20230422,035421,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001568,0000001568,USER017,20221120,044803,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001569,0000001569,USER018,20240624,033747,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001570,0000001570,USER019,20241211,211522,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001571,0000001571,USER020,20241030,011457,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001572,0000001572,USER021,20231011,144040,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001573,0000001573,USER022,20241116,084521,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001574,0000001574,USER023,20230428,072419,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001575,0000001575,USER024,20240618,091236,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001576,0000001576,USER025,20220306,085059,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001577,0000001577,USER026,20240118,064240,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001578,0000001578,USER027,20231215,162959,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001579,0000001579,USER028,20240915,143630,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001580,0000001580,USER029,20230418,165037,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001581,0000001581,USER030,20240321,012611,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001582,0000001582,USER031,20240502,073500,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001583,0000001583,USER032,20220817,134555,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001584,0000001584,USER033,20240712,051436,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001585,0000001585,USER034,20221002,170758,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001586,0000001586,USER035,20220102,081442,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001587,0000001587,USER036,20220116,093201,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001588,0000001588,USER037,20241129,202436,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001589,0000001589,USER038,20230211,231856,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001590,0000001590,USER039,20240119,031512,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001591,0000001591,USER040,20230206,104708,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001592,0000001592,USER041,20230929,182617,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001593,0000001593,USER042,20230321,175037,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001594,0000001594,USER043,20230407,125253,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001595,0000001595,USER044,20220616,133611,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001596,0000001596,USER045,20221031,165611,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001597,0000001597,USER046,20221230,104549,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001598,0000001598,USER047,20221207,182203,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001599,0000001599,USER048,20240918,123051,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001600,0000001600,USER049,20220813,185504,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001601,0000001601,USER000,20231113,075126,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001602,0000001602,USER001,20230703,140718,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001603,0000001603,USER002,20240102,050112,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001604,0000001604,USER003,20230514,132430,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001605,0000001605,USER004,20230120,024525,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001606,0000001606,USER005,20240406,235112,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001607,0000001607,USER006,20220202,151610,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001608,0000001608,USER007,20221203,163706,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001609,0000001609,USER008,20240213,142249,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001610,0000001610,USER009,20241008,183228,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001611,0000001611,USER010,20240412,185941,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001612,0000001612,USER011,20220513,003443,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001613,0000001613,USER012,20220625,200122,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001614,0000001614,USER013,20220329,125622,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001615,0000001615,USER014,20240707,035739,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001616,0000001616,USER015,20240519,063208,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001617,0000001617,USER016,20240314,102520,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001618,0000001618,USER017,20220917,052413,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001619,0000001619,USER018,20240315,203447,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001620,0000001620,USER019,20230622,130751,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001621,0000001621,USER020,20230505,022732,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001622,0000001622,USER021,20230208,111042,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001623,0000001623,USER022,20230430,010318,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001624,0000001624,USER023,20220309,123911,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001625,0000001625,USER024,20240416,181104,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001626,0000001626,USER025,20230331,073128,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001627,0000001627,USER026,20240913,001727,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001628,0000001628,USER027,20240505,115740,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001629,0000001629,USER028,20221224,102749,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001630,0000001630,USER029,20231216,141132,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001631,0000001631,USER030,20230107,000636,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001632,0000001632,USER031,20220728,212724,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001633,0000001633,USER032,20230925,082212,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001634,0000001634,USER033,20241209,112109,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001635,0000001635,USER034,20220420,175033,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001636,0000001636,USER035,20230728,051232,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001637,0000001637,USER036,20241015,044730,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001638,0000001638,USER037,20220415,094147,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001639,0000001639,USER038,20220422,094538,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001640,0000001640,USER039,20230810,024921,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001641,0000001641,USER040,20221112,011421,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001642,0000001642,USER041,20230308,223006,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001643,0000001643,USER042,20241210,133151,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001644,0000001644,USER043,20241010,184443,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001645,0000001645,USER044,20220808,012238,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001646,0000001646,USER045,20220308,061427,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001647,0000001647,USER046,20230928,090148,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001648,0000001648,USER047,20240130,111008,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001649,0000001649,USER048,20220116,152020,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001650,0000001650,USER049,20241021,102023,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001651,0000001651,USER000,20221126,152207,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001652,0000001652,USER001,20220617,180247,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001653,0000001653,USER002,20230906,010524,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001654,0000001654,USER003,20240220,155844,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001655,0000001655,USER004,20240105,115004,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001656,0000001656,USER005,20230212,224617,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001657,0000001657,USER006,20221016,135808,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001658,0000001658,USER007,20220807,004548,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001659,0000001659,USER008,20240117,101927,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001660,0000001660,USER009,20220401,011653,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001661,0000001661,USER010,20241201,211752,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001662,0000001662,USER011,20220321,200544,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001663,0000001663,USER012,20230221,005831,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001664,0000001664,USER013,20231223,215029,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001665,0000001665,USER014,20240509,190120,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001666,0000001666,USER015,20230528,064404,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001667,0000001667,USER016,20241129,141030,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001668,0000001668,USER017,20220810,060918,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001669,0000001669,USER018,20220604,164727,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001670,0000001670,USER019,20221129,182244,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001671,0000001671,USER020,20241222,065208,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001672,0000001672,USER021,20241125,063918,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001673,0000001673,USER022,20241206,161130,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001674,0000001674,USER023,20230725,082850,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001675,0000001675,USER024,20231101,130221,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001676,0000001676,USER025,20230519,051413,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001677,0000001677,USER026,20220510,054013,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001678,0000001678,USER027,20220711,092135,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001679,0000001679,USER028,20241029,151048,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001680,0000001680,USER029,20241121,001350,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001681,0000001681,USER030,20240314,192945,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001682,0000001682,USER031,20231105,054732,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001683,0000001683,USER032,20220302,202428,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001684,0000001684,USER033,20240401,154715,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001685,0000001685,USER034,20220927,035603,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001686,0000001686,USER035,20230622,224405,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001687,0000001687,USER036,20240813,174647,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001688,0000001688,USER037,20221109,235234,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001689,0000001689,USER038,20230806,135521,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001690,0000001690,USER039,20240310,020626,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001691,0000001691,USER040,20221018,152336,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001692,0000001692,USER041,20220310,200732,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001693,0000001693,USER042,20220617,092735,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001694,0000001694,USER043,20220401,115350,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001695,0000001695,USER044,20230131,052530,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001696,0000001696,USER045,20230611,192815,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001697,0000001697,USER046,20220203,162003,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001698,0000001698,USER047,20230228,225302,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001699,0000001699,USER048,20220508,111321,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001700,0000001700,USER049,20241121,210427,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001701,0000001701,USER000,20220919,092535,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001702,0000001702,USER001,20240120,153218,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001703,0000001703,USER002,20231008,024303,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001704,0000001704,USER003,20221207,075205,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001705,0000001705,USER004,20231110,113725,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001706,0000001706,USER005,20231118,143134,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001707,0000001707,USER006,20221112,052940,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001708,0000001708,USER007,20230618,120814,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001709,0000001709,USER008,20231028,064551,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001710,0000001710,USER009,20241201,094243,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001711,0000001711,USER010,20230810,062146,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001712,0000001712,USER011,20220829,010143,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001713,0000001713,USER012,20240726,020308,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001714,0000001714,USER013,20220520,035229,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001715,0000001715,USER014,20230224,122842,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001716,0000001716,USER015,20230918,224703,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001717,0000001717,USER016,20230910,213216,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001718,0000001718,USER017,20220204,141614,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001719,0000001719,USER018,20240706,071010,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001720,0000001720,USER019,20220221,025646,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001721,0000001721,USER020,20230608,085116,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001722,0000001722,USER021,20220204,090337,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001723,0000001723,USER022,20230914,224542,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001724,0000001724,USER023,20230622,220654,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001725,0000001725,USER024,20240415,064541,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001726,0000001726,USER025,20220413,201653,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001727,0000001727,USER026,20240717,170454,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001728,0000001728,USER027,20220720,003926,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001729,0000001729,USER028,20220905,062100,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001730,0000001730,USER029,20230108,135138,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001731,0000001731,USER030,20221115,114454,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001732,0000001732,USER031,20231104,080040,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001733,0000001733,USER032,20240211,000730,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001734,0000001734,USER033,20240108,004106,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001735,0000001735,USER034,20220914,133708,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001736,0000001736,USER035,20240118,140933,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001737,0000001737,USER036,20220613,040258,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001738,0000001738,USER037,20220621,055437,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001739,0000001739,USER038,20230621,062647,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001740,0000001740,USER039,20220621,074645,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001741,0000001741,USER040,20240130,191536,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001742,0000001742,USER041,20240911,115848,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001743,0000001743,USER042,20220830,013913,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001744,0000001744,USER043,20220809,193058,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001745,0000001745,USER044,20220130,002334,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001746,0000001746,USER045,20221212,233017,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001747,0000001747,USER046,20220211,024232,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001748,0000001748,USER047,20240411,130839,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001749,0000001749,USER048,20240502,130815,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001750,0000001750,USER049,20230529,002252,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001751,0000001751,USER000,20230728,134456,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001752,0000001752,USER001,20230131,102608,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001753,0000001753,USER002,20240220,101442,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001754,0000001754,USER003,20230519,020905,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001755,0000001755,USER004,20230701,032711,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001756,0000001756,USER005,20220830,184703,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001757,0000001757,USER006,20220413,103107,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001758,0000001758,USER007,20220910,124307,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001759,0000001759,USER008,20220811,065334,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001760,0000001760,USER009,20220407,111113,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001761,0000001761,USER010,20220730,012828,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001762,0000001762,USER011,20240201,094852,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001763,0000001763,USER012,20241122,115701,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001764,0000001764,USER013,20230801,061101,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001765,0000001765,USER014,20241227,021520,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001766,0000001766,USER015,20240911,025217,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001767,0000001767,USER016,20220828,071130,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001768,0000001768,USER017,20230630,233043,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001769,0000001769,USER018,20221129,041159,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001770,0000001770,USER019,20221002,091112,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001771,0000001771,USER020,20220224,160740,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001772,0000001772,USER021,20240907,121429,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001773,0000001773,USER022,20230719,192720,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001774,0000001774,USER023,20240324,031918,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001775,0000001775,USER024,20220420,072324,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001776,0000001776,USER025,20241125,203956,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001777,0000001777,USER026,20230415,003917,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001778,0000001778,USER027,20240213,020031,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001779,0000001779,USER028,20241230,122229,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001780,0000001780,USER029,20220720,120608,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001781,0000001781,USER030,20240531,094206,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001782,0000001782,USER031,20230821,104140,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001783,0000001783,USER032,20240426,032500,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001784,0000001784,USER033,20221205,002003,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001785,0000001785,USER034,20231111,084241,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001786,0000001786,USER035,20240220,042859,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001787,0000001787,USER036,20220514,231954,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001788,0000001788,USER037,20220511,163324,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001789,0000001789,USER038,20230729,071745,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001790,0000001790,USER039,20230423,143806,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001791,0000001791,USER040,20221105,034718,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001792,0000001792,USER041,20240425,021232,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000001793,0000001793,USER042,20240320,211541,MM02
