MANDT,KOKRS,OBJNR,GJAHR,KSTAR,WTG001,TWAER
100,1000,OR00000000000000000436,2024,0000400150,8382.68,EUR
100,1000,OR00000000000000000437,2023,0000400160,7019.12,EUR
100,1000,OR00000000000000000438,2024,0000400170,1876.92,EUR
100,1000,OR00000000000000000439,2023,0000400180,17128.4,EUR
100,1000,OR00000000000000000440,2024,0000400190,10317.08,EUR
100,1000,OR00000000000000000441,2023,0000400200,18937.15,EUR
100,1000,OR00000000000000000442,2024,0000400210,12186.17,EUR
100,1000,OR00000000000000000443,2023,0000400220,13073.46,EUR
100,1000,OR00000000000000000444,2024,0000400230,18809.82,EUR
100,1000,OR00000000000000000445,2023,0000400240,5183.1,EUR
100,1000,OR00000000000000000446,2024,0000400250,5426.4,EUR
100,1000,OR00000000000000000447,2023,0000400260,8416.17,EUR
100,1000,OR00000000000000000448,2024,0000400270,19941.67,EUR
100,1000,OR00000000000000000449,2023,0000400280,16790.32,EUR
100,1000,OR00000000000000000450,2024,0000400290,6103.56,EUR
100,1000,OR00000000000000000451,2023,0000400000,1681.97,EUR
100,1000,OR00000000000000000452,2024,0000400010,11168.8,EUR
100,1000,OR00000000000000000453,2023,0000400020,15026.85,EUR
100,1000,OR00000000000000000454,2024,0000400030,17791.43,EUR
100,1000,OR00000000000000000455,2023,0000400040,4584.72,EUR
100,1000,OR00000000000000000456,2024,0000400050,19698.56,EUR
100,1000,OR00000000000000000457,2023,0000400060,10788.66,EUR
100,1000,OR00000000000000000458,2024,0000400070,18697.81,EUR
100,1000,OR00000000000000000459,2023,0000400080,10046.73,EUR
100,1000,OR00000000000000000460,2024,0000400090,19546.41,EUR
100,1000,OR00000000000000000461,2023,0000400100,17849.15,EUR
100,1000,OR00000000000000000462,2024,0000400110,10280.23,EUR
100,1000,OR00000000000000000463,2023,0000400120,7823.51,EUR
100,1000,OR00000000000000000464,2024,0000400130,11997.35,EUR
100,1000,OR00000000000000000465,2023,0000400140,8406.13,EUR
100,1000,OR00000000000000000466,2024,0000400150,12437.36,EUR
100,1000,OR00000000000000000467,2023,0000400160,2506.45,EUR
100,1000,OR00000000000000000468,2024,0000400170,5561.52,EUR
100,1000,OR00000000000000000469,2023,0000400180,7490.28,EUR
100,1000,OR00000000000000000470,2024,0000400190,8476.22,EUR
100,1000,OR00000000000000000471,2023,0000400200,3096.42,EUR
100,1000,OR00000000000000000472,2024,0000400210,4726.38,EUR
100,1000,OR00000000000000000473,2023,0000400220,18711.46,EUR
100,1000,OR00000000000000000474,2024,0000400230,16949.24,EUR
100,1000,OR00000000000000000475,2023,0000400240,1788.06,EUR
100,1000,OR00000000000000000476,2024,0000400250,2330.34,EUR
100,1000,OR00000000000000000477,2023,0000400260,13871.23,EUR
100,1000,OR00000000000000000478,2024,0000400270,14569.2,EUR
100,1000,OR00000000000000000479,2023,0000400280,3577.98,EUR
100,1000,OR00000000000000000480,2024,0000400290,14026.27,EUR
100,1000,OR00000000000000000481,2023,0000400000,7564.27,EUR
100,1000,OR00000000000000000482,2024,0000400010,527.03,EUR
100,1000,OR00000000000000000483,2023,0000400020,19623.12,EUR
100,1000,OR00000000000000000484,2024,0000400030,4174.4,EUR
100,1000,OR00000000000000000485,2023,0000400040,16050.81,EUR
100,1000,OR00000000000000000486,2024,0000400050,8712.53,EUR
100,1000,OR00000000000000000487,2023,0000400060,18560.24,EUR
100,1000,OR00000000000000000488,2024,0000400070,14072.19,EUR
100,1000,OR00000000000000000489,2023,0000400080,13985.87,EUR
100,1000,OR00000000000000000490,2024,0000400090,16501.69,EUR
100,1000,OR00000000000000000491,2023,0000400100,15127.82,EUR
100,1000,OR00000000000000000492,2024,0000400110,14908.96,EUR
100,1000,OR00000000000000000493,2023,0000400120,2356.99,EUR
100,1000,OR00000000000000000494,2024,0000400130,19783.07,EUR
100,1000,OR00000000000000000495,2023,0000400140,9985.13,EUR
100,1000,OR00000000000000000496,2024,0000400150,14636.04,EUR
100,1000,OR00000000000000000497,2023,0000400160,13326.94,EUR
100,1000,OR00000000000000000498,2024,0000400170,18524.23,EUR
100,1000,OR00000000000000000499,2023,0000400180,12888.62,EUR
100,1000,OR00000000000000000500,2024,0000400190,13935.93,EUR
100,1000,OR00000000000000000501,2023,0000400200,4680.33,EUR
100,1000,OR00000000000000000502,2024,0000400210,2142.28,EUR
100,1000,OR00000000000000000503,2023,0000400220,5841.63,EUR
100,1000,OR00000000000000000504,2024,0000400230,5482.28,EUR
100,1000,OR00000000000000000505,2023,0000400240,13405.24,EUR
100,1000,OR00000000000000000506,2024,0000400250,19734.04,EUR
100,1000,OR00000000000000000507,2023,0000400260,19927.3,EUR
100,1000,OR00000000000000000508,2024,0000400270,4082.42,EUR
100,1000,OR00000000000000000509,2023,0000400280,1014.63,EUR
100,1000,OR00000000000000000510,2024,0000400290,14689.39,EUR
100,1000,OR00000000000000000511,2023,0000400000,5041.3,EUR
100,1000,OR00000000000000000512,2024,0000400010,4892.85,EUR
100,1000,OR00000000000000000513,2023,0000400020,3745.62,EUR
100,1000,OR00000000000000000514,2024,0000400030,11388.27,EUR
100,1000,OR00000000000000000515,2023,0000400040,12346.7,EUR
100,1000,OR00000000000000000516,2024,0000400050,9692.02,EUR
100,1000,OR00000000000000000517,2023,0000400060,16190.97,EUR
100,1000,OR00000000000000000518,2024,0000400070,9116.49,EUR
100,1000,OR00000000000000000519,2023,0000400080,9808.88,EUR
100,1000,OR00000000000000000520,2024,0000400090,5884.01,EUR
100,1000,OR00000000000000000521,2023,0000400100,19758.43,EUR
100,1000,OR00000000000000000522,2024,0000400110,13602.34,EUR
100,1000,OR00000000000000000523,2023,0000400120,10833.54,EUR
100,1000,OR00000000000000000524,2024,0000400130,19232.22,EUR
100,1000,OR00000000000000000525,2023,0000400140,13330.25,EUR
100,1000,OR00000000000000000526,2024,0000400150,7272.33,EUR
100,1000,OR00000000000000000527,2023,0000400160,928.86,EUR
100,1000,OR00000000000000000528,2024,0000400170,12042.69,EUR
100,1000,OR00000000000000000529,2023,0000400180,10565.22,EUR
100,1000,OR00000000000000000530,2024,0000400190,4998.85,EUR
100,1000,OR00000000000000000531,2023,0000400200,7343.73,EUR
100,1000,OR00000000000000000532,2024,0000400210,14229.24,EUR
100,1000,OR00000000000000000533,2023,0000400220,11874.7,EUR
100,1000,OR00000000000000000534,2024,0000400230,17390.18,EUR
100,1000,OR00000000000000000535,2023,0000400240,10837.07,EUR
100,1000,OR00000000000000000536,2024,0000400250,15296.57,EUR
100,1000,OR00000000000000000537,2023,0000400260,2239.81,EUR
100,1000,OR00000000000000000538,2024,0000400270,3491.08,EUR
100,1000,OR00000000000000000539,2023,0000400280,709.42,EUR
100,1000,OR00000000000000000540,2024,0000400290,4294.41,EUR
100,1000,OR00000000000000000541,2023,0000400000,16042.1,EUR
100,1000,OR00000000000000000542,2024,0000400010,14443.99,EUR
100,1000,OR00000000000000000543,2023,0000400020,5093.54,EUR
100,1000,OR00000000000000000544,2024,0000400030,12233.73,EUR
100,1000,OR00000000000000000545,2023,0000400040,11796.19,EUR
100,1000,OR00000000000000000546,2024,0000400050,7653.72,EUR
100,1000,OR00000000000000000547,2023,0000400060,13989.33,EUR
100,1000,OR00000000000000000548,2024,0000400070,17571.53,EUR
100,1000,OR00000000000000000549,2023,0000400080,19721.68,EUR
100,1000,OR00000000000000000550,2024,0000400090,1438.41,EUR
100,1000,OR00000000000000000551,2023,0000400100,5920.99,EUR
100,1000,OR00000000000000000552,2024,0000400110,15548.6,EUR
100,1000,OR00000000000000000553,2023,0000400120,6380.79,EUR
100,1000,OR00000000000000000554,2024,0000400130,16992.11,EUR
100,1000,OR00000000000000000555,2023,0000400140,7046.27,EUR
100,1000,OR00000000000000000556,2024,0000400150,14863.21,EUR
100,1000,OR00000000000000000557,2023,0000400160,12559.22,EUR
100,1000,OR00000000000000000558,2024,0000400170,16772.95,EUR
100,1000,OR00000000000000000559,2023,0000400180,11793.87,EUR
100,1000,OR00000000000000000560,2024,0000400190,4193.53,EUR
100,1000,OR00000000000000000561,2023,0000400200,1189.19,EUR
100,1000,OR00000000000000000562,2024,0000400210,4465.32,EUR
100,1000,OR00000000000000000563,2023,0000400220,11897.49,EUR
100,1000,OR00000000000000000564,2024,0000400230,13793.67,EUR
100,1000,OR00000000000000000565,2023,0000400240,12252.21,EUR
100,1000,OR00000000000000000566,2024,0000400250,18312.25,EUR
100,1000,OR00000000000000000567,2023,0000400260,6747.01,EUR
100,1000,OR00000000000000000568,2024,0000400270,1418.14,EUR
100,1000,OR00000000000000000569,2023,0000400280,13910.7,EUR
100,1000,OR00000000000000000570,2024,0000400290,2760.18,EUR
100,1000,OR00000000000000000571,2023,0000400000,7490.56,EUR
100,1000,OR00000000000000000572,2024,0000400010,10263.71,EUR
100,1000,OR00000000000000000573,2023,0000400020,14617.67,EUR
100,1000,OR00000000000000000574,2024,0000400030,674.29,EUR
100,1000,OR00000000000000000575,2023,0000400040,590.53,EUR
100,1000,OR00000000000000000576,2024,0000400050,1469.42,EUR
100,1000,OR00000000000000000577,2023,0000400060,18632.29,EUR
100,1000,OR00000000000000000578,2024,0000400070,1680.45,EUR
100,1000,OR00000000000000000579,2023,0000400080,3253.44,EUR
100,1000,OR00000000000000000580,2024,0000400090,10755.32,EUR
100,1000,OR00000000000000000581,2023,0000400100,1318.51,EUR
100,1000,OR00000000000000000582,2024,0000400110,10846.39,EUR
100,1000,OR00000000000000000583,2023,0000400120,10158.86,EUR
100,1000,OR00000000000000000584,2024,0000400130,6160.92,EUR
100,1000,OR00000000000000000585,2023,0000400140,7525.59,EUR
100,1000,OR00000000000000000586,2024,0000400150,3228.11,EUR
100,1000,OR00000000000000000587,2023,0000400160,2987.52,EUR
100,1000,OR00000000000000000588,2024,0000400170,1697.86,EUR
100,1000,OR00000000000000000589,2023,0000400180,14507.88,EUR
100,1000,OR00000000000000000590,2024,0000400190,10525.23,EUR
100,1000,OR00000000000000000591,2023,0000400200,18382.75,EUR
100,1000,OR00000000000000000592,2024,0000400210,18826.1,EUR
100,1000,OR00000000000000000593,2023,0000400220,2943.86,EUR
100,1000,OR00000000000000000594,2024,0000400230,18532.33,EUR
100,1000,OR00000000000000000595,2023,0000400240,6986.94,EUR
100,1000,OR00000000000000000596,2024,0000400250,3297.57,EUR
100,1000,OR00000000000000000597,2023,0000400260,15858.47,EUR
100,1000,OR00000000000000000598,2024,0000400270,4869.27,EUR
100,1000,OR00000000000000000599,2023,0000400280,8885.17,EUR
100,1000,OR00000000000000000600,2024,0000400290,18347.28,EUR
100,1000,OR00000000000000000601,2023,0000400000,16404.86,EUR
100,1000,OR00000000000000000602,2024,0000400010,9550.97,EUR
100,1000,OR00000000000000000603,2023,0000400020,18773.74,EUR
100,1000,OR00000000000000000604,2024,0000400030,19019.9,EUR
100,1000,OR00000000000000000605,2023,0000400040,17810.92,EUR
100,1000,OR00000000000000000606,2024,0000400050,14861.5,EUR
100,1000,OR00000000000000000607,2023,0000400060,6469.62,EUR
100,1000,OR00000000000000000608,2024,0000400070,7258.96,EUR
100,1000,OR00000000000000000609,2023,0000400080,16371.34,EUR
100,1000,OR00000000000000000610,2024,0000400090,18668.21,EUR
100,1000,OR00000000000000000611,2023,0000400100,16811.32,EUR
100,1000,OR00000000000000000612,2024,0000400110,5631.55,EUR
100,1000,OR00000000000000000613,2023,0000400120,7903.05,EUR
100,1000,OR00000000000000000614,2024,0000400130,11788.96,EUR
100,1000,OR00000000000000000615,2023,0000400140,8742.82,EUR
100,1000,OR00000000000000000616,2024,0000400150,11985.35,EUR
100,1000,OR00000000000000000617,2023,0000400160,1598.55,EUR
100,1000,OR00000000000000000618,2024,0000400170,11025.8,EUR
100,1000,OR00000000000000000619,2023,0000400180,2814.44,EUR
100,1000,OR00000000000000000620,2024,0000400190,16162.29,EUR
100,1000,OR00000000000000000621,2023,0000400200,15371.43,EUR
100,1000,OR00000000000000000622,2024,0000400210,12250.78,EUR
100,1000,OR00000000000000000623,2023,0000400220,7318.89,EUR
100,1000,OR00000000000000000624,2024,0000400230,6185.79,EUR
100,1000,OR00000000000000000625,2023,0000400240,3970.72,EUR
100,1000,OR00000000000000000626,2024,0000400250,1642.15,EUR
100,1000,OR00000000000000000627,2023,0000400260,11359.42,EUR
100,1000,OR00000000000000000628,2024,0000400270,5534.88,EUR
100,1000,OR00000000000000000629,2023,0000400280,7339.77,EUR
100,1000,OR00000000000000000630,2024,0000400290,19431.87,EUR
100,1000,OR00000000000000000631,2023,0000400000,11615.58,EUR
100,1000,OR00000000000000000632,2024,0000400010,17750.83,EUR
100,1000,OR00000000000000000633,2023,0000400020,19810.62,EUR
100,1000,OR00000000000000000634,2024,0000400030,4809.53,EUR
100,1000,OR00000000000000000635,2023,0000400040,7325.82,EUR
100,1000,OR00000000000000000636,2024,0000400050,11197.28,EUR
100,1000,OR00000000000000000637,2023,0000400060,10597.59,EUR
100,1000,OR00000000000000000638,2024,0000400070,6082.16,EUR
100,1000,OR00000000000000000639,2023,0000400080,12802.43,EUR
100,1000,OR00000000000000000640,2024,0000400090,15849.23,EUR
100,1000,OR00000000000000000641,2023,0000400100,10288.36,EUR
100,1000,OR00000000000000000642,2024,0000400110,6058.48,EUR
100,1000,OR00000000000000000643,2023,0000400120,9947.6,EUR
100,1000,OR00000000000000000644,2024,0000400130,19567.57,EUR
100,1000,OR00000000000000000645,2023,0000400140,553.67,EUR
100,1000,OR00000000000000000646,2024,0000400150,10354.04,EUR
100,1000,OR00000000000000000647,2023,0000400160,19509.5,EUR
100,1000,OR00000000000000000648,2024,0000400170,13487.19,EUR
100,1000,OR00000000000000000649,2023,0000400180,19105.26,EUR
100,1000,OR00000000000000000650,2024,0000400190,15834.38,EUR
100,1000,OR00000000000000000651,2023,0000400200,5399.1,EUR
100,1000,OR00000000000000000652,2024,0000400210,5017.11,EUR
100,1000,OR00000000000000000653,2023,0000400220,998.57,EUR
100,1000,OR00000000000000000654,2024,0000400230,2198.97,EUR
100,1000,OR00000000000000000655,2023,0000400240,820.96,EUR
100,1000,OR00000000000000000656,2024,0000400250,10475.77,EUR
100,1000,OR00000000000000000657,2023,0000400260,3388.87,EUR
100,1000,OR00000000000000000658,2024,0000400270,6740.14,EUR
100,1000,OR00000000000000000659,2023,0000400280,18917.16,EUR
100,1000,OR00000000000000000660,2024,0000400290,8999.33,EUR
100,1000,OR00000000000000000661,2023,0000400000,10598.67,EUR
100,1000,OR00000000000000000662,2024,0000400010,19064.23,EUR
100,1000,OR00000000000000000663,2023,0000400020,11025.32,EUR
100,1000,OR00000000000000000664,2024,0000400030,8300.11,EUR
100,1000,OR00000000000000000665,2023,0000400040,10014.87,EUR
100,1000,OR00000000000000000666,2024,0000400050,2714.3,EUR
100,1000,OR00000000000000000667,2023,0000400060,12553.3,EUR
100,1000,OR00000000000000000668,2024,0000400070,3718.22,EUR
100,1000,OR00000000000000000669,2023,0000400080,18178.27,EUR
100,1000,OR00000000000000000670,2024,0000400090,11599.45,EUR
100,1000,OR00000000000000000671,2023,0000400100,6208.36,EUR
100,1000,OR00000000000000000672,2024,0000400110,12848.8,EUR
100,1000,OR00000000000000000673,2023,0000400120,8099.24,EUR
100,1000,OR00000000000000000674,2024,0000400130,15969.64,EUR
100,1000,OR00000000000000000675,2023,0000400140,7523.96,EUR
100,1000,OR00000000000000000676,2024,0000400150,6825.52,EUR
100,1000,OR00000000000000000677,2023,0000400160,17399.18,EUR
100,1000,OR00000000000000000678,2024,0000400170,19549.85,EUR
100,1000,OR00000000000000000679,2023,0000400180,8465.06,EUR
100,1000,OR00000000000000000680,2024,0000400190,14249.72,EUR
100,1000,OR00000000000000000681,2023,0000400200,15884.35,EUR
100,1000,OR00000000000000000682,2024,0000400210,17939.34,EUR
100,1000,OR00000000000000000683,2023,0000400220,12478.39,EUR
100,1000,OR00000000000000000684,2024,0000400230,5877.4,EUR
100,1000,OR00000000000000000685,2023,0000400240,17016.35,EUR
100,1000,OR00000000000000000686,2024,0000400250,13344.56,EUR
100,1000,OR00000000000000000687,2023,0000400260,8361.56,EUR
100,1000,OR00000000000000000688,2024,0000400270,10043.92,EUR
100,1000,OR00000000000000000689,2023,0000400280,12237.52,EUR
100,1000,OR00000000000000000690,2024,0000400290,6799.58,EUR
100,1000,OR00000000000000000691,2023,0000400000,12663.36,EUR
100,1000,OR00000000000000000692,2024,0000400010,12174.4,EUR
100,1000,OR00000000000000000693,2023,0000400020,14428.92,EUR
100,1000,OR00000000000000000694,2024,0000400030,4341.43,EUR
100,1000,OR00000000000000000695,2023,0000400040,6226.28,EUR
100,1000,OR00000000000000000696,2024,0000400050,8961.56,EUR
100,1000,OR00000000000000000697,2023,0000400060,16329.26,EUR
100,1000,OR00000000000000000698,2024,0000400070,9784.57,EUR
100,1000,OR00000000000000000699,2023,0000400080,4222.79,EUR
100,1000,OR00000000000000000700,2024,0000400090,4489.4,EUR
100,1000,OR00000000000000000701,2023,0000400100,18594.29,EUR
100,1000,OR00000000000000000702,2024,0000400110,8855.72,EUR
100,1000,OR00000000000000000703,2023,0000400120,15992.94,EUR
100,1000,OR00000000000000000704,2024,0000400130,12884.78,EUR
100,1000,OR00000000000000000705,2023,0000400140,14066.38,EUR
100,1000,OR00000000000000000706,2024,0000400150,11126.22,EUR
100,1000,OR00000000000000000707,2023,0000400160,5035.64,EUR
100,1000,OR00000000000000000708,2024,0000400170,18221.92,EUR
100,1000,OR00000000000000000709,2023,0000400180,11028.16,EUR
100,1000,OR00000000000000000710,2024,0000400190,12486.76,EUR
100,1000,OR00000000000000000711,2023,0000400200,2430.73,EUR
100,1000,OR00000000000000000712,2024,0000400210,3274.45,EUR
100,1000,OR00000000000000000713,2023,0000400220,6940.34,EUR
100,1000,OR00000000000000000714,2024,0000400230,8240.92,EUR
100,1000,OR00000000000000000715,2023,0000400240,8956.03,EUR
100,1000,OR00000000000000000716,2024,0000400250,1625.53,EUR
100,1000,OR00000000000000000717,2023,0000400260,15105.37,EUR
100,1000,OR00000000000000000718,2024,0000400270,3137.52,EUR
100,1000,OR00000000000000000719,2023,0000400280,18610.03,EUR
100,1000,OR00000000000000000720,2024,0000400290,5379.79,EUR
100,1000,OR00000000000000000721,2023,0000400000,14291.13,EUR
100,1000,OR00000000000000000722,2024,0000400010,19251.12,EUR
100,1000,OR00000000000000000723,2023,0000400020,7099.23,EUR
100,1000,OR00000000000000000724,2024,0000400030,6457.79,EUR
100,1000,OR00000000000000000725,2023,0000400040,11529.39,EUR
100,1000,OR00000000000000000726,2024,0000400050,11558.47,EUR
100,1000,OR00000000000000000727,2023,0000400060,13934.68,EUR
100,1000,OR00000000000000000728,2024,0000400070,2074.24,EUR
100,1000,OR00000000000000000729,2023,0000400080,4134.98,EUR
100,1000,OR00000000000000000730,2024,0000400090,19988.86,EUR
100,1000,OR00000000000000000731,2023,0000400100,17521.91,EUR
100,1000,OR00000000000000000732,2024,0000400110,3365.86,EUR
100,1000,OR00000000000000000733,2023,0000400120,12915.48,EUR
100,1000,OR00000000000000000734,2024,0000400130,1020.76,EUR
100,1000,OR00000000000000000735,2023,0000400140,19890.55,EUR
100,1000,OR00000000000000000736,2024,0000400150,5900.4,EUR
100,1000,OR00000000000000000737,2023,0000400160,17388.09,EUR
100,1000,OR00000000000000000738,2024,0000400170,8099.22,EUR
100,1000,OR00000000000000000739,2023,0000400180,15568.62,EUR
100,1000,OR00000000000000000740,2024,0000400190,5738.0,EUR
100,1000,OR00000000000000000741,2023,0000400200,4299.58,EUR
100,1000,OR00000000000000000742,2024,0000400210,6284.15,EUR
100,1000,OR00000000000000000743,2023,0000400220,4268.42,EUR
100,1000,OR00000000000000000744,2024,0000400230,7846.9,EUR
100,1000,OR00000000000000000745,2023,0000400240,11168.44,EUR
100,1000,OR00000000000000000746,2024,0000400250,15758.63,EUR
100,1000,OR00000000000000000747,2023,0000400260,16280.81,EUR
100,1000,OR00000000000000000748,2024,0000400270,19991.21,EUR
100,1000,OR00000000000000000749,2023,0000400280,7233.06,EUR
100,1000,OR00000000000000000750,2024,0000400290,12054.8,EUR
100,1000,OR00000000000000000751,2023,0000400000,19922.81,EUR
100,1000,OR00000000000000000752,2024,0000400010,7000.22,EUR
100,1000,OR00000000000000000753,2023,0000400020,5676.04,EUR
100,1000,OR00000000000000000754,2024,0000400030,19899.21,EUR
100,1000,OR00000000000000000755,2023,0000400040,10594.84,EUR
100,1000,OR00000000000000000756,2024,0000400050,11157.54,EUR
100,1000,OR00000000000000000757,2023,0000400060,9821.91,EUR
100,1000,OR00000000000000000758,2024,0000400070,7900.74,EUR
100,1000,OR00000000000000000759,2023,0000400080,12796.54,EUR
100,1000,OR00000000000000000760,2024,0000400090,19559.39,EUR
100,1000,OR00000000000000000761,2023,0000400100,13961.64,EUR
100,1000,OR00000000000000000762,2024,0000400110,10277.16,EUR
100,1000,OR00000000000000000763,2023,0000400120,7135.97,EUR
100,1000,OR00000000000000000764,2024,0000400130,3636.27,EUR
100,1000,OR00000000000000000765,2023,0000400140,11759.35,EUR
100,1000,OR00000000000000000766,2024,0000400150,506.48,EUR
100,1000,OR00000000000000000767,2023,0000400160,8721.65,EUR
100,1000,OR00000000000000000768,2024,0000400170,12252.42,EUR
100,1000,OR00000000000000000769,2023,0000400180,19081.5,EUR
100,1000,OR00000000000000000770,2024,0000400190,10033.2,EUR
100,1000,OR00000000000000000771,2023,0000400200,3637.78,EUR
100,1000,OR00000000000000000772,2024,0000400210,5330.69,EUR
100,1000,OR00000000000000000773,2023,0000400220,3021.68,EUR
100,1000,OR00000000000000000774,2024,0000400230,6889.74,EUR
100,1000,OR00000000000000000775,2023,0000400240,17727.54,EUR
100,1000,OR00000000000000000776,2024,0000400250,5174.59,EUR
100,1000,OR00000000000000000777,2023,0000400260,18405.64,EUR
100,1000,OR00000000000000000778,2024,0000400270,12595.49,EUR
100,1000,OR00000000000000000779,2023,0000400280,13392.58,EUR
100,1000,OR00000000000000000780,2024,0000400290,9387.39,EUR
100,1000,OR00000000000000000781,2023,0000400000,1740.96,EUR
100,1000,OR00000000000000000782,2024,0000400010,11185.89,EUR
100,1000,OR00000000000000000783,2023,0000400020,2228.92,EUR
100,1000,OR00000000000000000784,2024,0000400030,9072.93,EUR
100,1000,OR00000000000000000785,2023,0000400040,11475.23,EUR
100,1000,OR00000000000000000786,2024,0000400050,12926.04,EUR
100,1000,OR00000000000000000787,2023,0000400060,10589.52,EUR
100,1000,OR00000000000000000788,2024,0000400070,1030.88,EUR
100,1000,OR00000000000000000789,2023,0000400080,4613.32,EUR
100,1000,OR00000000000000000790,2024,0000400090,14265.0,EUR
100,1000,OR00000000000000000791,2023,0000400100,16570.99,EUR
100,1000,OR00000000000000000792,2024,0000400110,10397.28,EUR
100,1000,OR00000000000000000793,2023,0000400120,8329.08,EUR
100,1000,OR00000000000000000794,2024,0000400130,10689.9,EUR
100,1000,OR00000000000000000795,2023,0000400140,8412.32,EUR
100,1000,OR00000000000000000796,2024,0000400150,762.93,EUR
100,1000,OR00000000000000000797,2023,0000400160,7972.39,EUR
100,1000,OR00000000000000000798,2024,0000400170,3126.87,EUR
100,1000,OR00000000000000000799,2023,0000400180,5323.25,EUR
100,1000,OR00000000000000000800,2024,0000400190,11372.37,EUR
100,1000,OR00000000000000000801,2023,0000400200,19046.14,EUR
100,1000,OR00000000000000000802,2024,0000400210,13963.2,EUR
100,1000,OR00000000000000000803,2023,0000400220,6770.71,EUR
100,1000,OR00000000000000000804,2024,0000400230,19533.09,EUR
100,1000,OR00000000000000000805,2023,0000400240,1615.15,EUR
100,1000,OR00000000000000000806,2024,0000400250,17022.77,EUR
100,1000,OR00000000000000000807,2023,0000400260,14590.18,EUR
100,1000,OR00000000000000000808,2024,0000400270,19299.35,EUR
100,1000,OR00000000000000000809,2023,0000400280,8537.92,EUR
100,1000,OR00000000000000000810,2024,0000400290,10932.84,EUR
100,1000,OR00000000000000000811,2023,0000400000,14202.85,EUR
100,1000,OR00000000000000000812,2024,0000400010,9757.12,EUR
100,1000,OR00000000000000000813,2023,0000400020,6704.83,EUR
100,1000,OR00000000000000000814,2024,0000400030,17349.95,EUR
100,1000,OR00000000000000000815,2023,0000400040,6274.42,EUR
100,1000,OR00000000000000000816,2024,0000400050,17936.78,EUR
100,1000,OR00000000000000000817,2023,0000400060,17103.4,EUR
100,1000,OR00000000000000000818,2024,0000400070,19503.13,EUR
100,1000,OR00000000000000000819,2023,0000400080,4597.18,EUR
100,1000,OR00000000000000000820,2024,0000400090,7877.46,EUR
100,1000,OR00000000000000000821,2023,0000400100,15506.06,EUR
100,1000,OR00000000000000000822,2024,0000400110,655.81,EUR
100,1000,OR00000000000000000823,2023,0000400120,10229.17,EUR
100,1000,OR00000000000000000824,2024,0000400130,2009.18,EUR
100,1000,OR00000000000000000825,2023,0000400140,9235.87,EUR
100,1000,OR00000000000000000826,2024,0000400150,3119.15,EUR
100,1000,OR00000000000000000827,2023,0000400160,11892.45,EUR
100,1000,OR00000000000000000828,2024,0000400170,11371.45,EUR
100,1000,OR00000000000000000829,2023,0000400180,4606.24,EUR
100,1000,OR00000000000000000830,2024,0000400190,9533.81,EUR
100,1000,OR00000000000000000831,2023,0000400200,3379.14,EUR
100,1000,OR00000000000000000832,2024,0000400210,19495.36,EUR
100,1000,OR00000000000000000833,2023,0000400220,13984.63,EUR
100,1000,OR00000000000000000834,2024,0000400230,1121.11,EUR
100,1000,OR00000000000000000835,2023,0000400240,11471.49,EUR
100,1000,OR00000000000000000836,2024,0000400250,14293.95,EUR
100,1000,OR00000000000000000837,2023,0000400260,18876.6,EUR
100,1000,OR00000000000000000838,2024,0000400270,19437.0,EUR
100,1000,OR00000000000000000839,2023,0000400280,16864.33,EUR
100,1000,OR00000000000000000840,2024,0000400290,4421.49,EUR
100,1000,OR00000000000000000841,2023,0000400000,14486.48,EUR
100,1000,OR00000000000000000842,2024,0000400010,16776.74,EUR
100,1000,OR00000000000000000843,2023,0000400020,17219.17,EUR
100,1000,OR00000000000000000844,2024,0000400030,3885.5,EUR
100,1000,OR00000000000000000845,2023,0000400040,5001.0,EUR
100,1000,OR00000000000000000846,2024,0000400050,18599.57,EUR
100,1000,OR00000000000000000847,2023,0000400060,16444.42,EUR
100,1000,OR00000000000000000848,2024,0000400070,16811.03,EUR
100,1000,OR00000000000000000849,2023,0000400080,7148.09,EUR
100,1000,OR00000000000000000850,2024,0000400090,13981.69,EUR
100,1000,OR00000000000000000851,2023,0000400100,6048.91,EUR
100,1000,OR00000000000000000852,2024,0000400110,2460.75,EUR
100,1000,OR00000000000000000853,2023,0000400120,14884.11,EUR
100,1000,OR00000000000000000854,2024,0000400130,8687.71,EUR
100,1000,OR00000000000000000855,2023,0000400140,7886.89,EUR
100,1000,OR00000000000000000856,2024,0000400150,16748.94,EUR
100,1000,OR00000000000000000857,2023,0000400160,10082.96,EUR
100,1000,OR00000000000000000858,2024,0000400170,1462.51,EUR
100,1000,OR00000000000000000859,2023,0000400180,2501.63,EUR
100,1000,OR00000000000000000860,2024,0000400190,4143.55,EUR
100,1000,OR00000000000000000861,2023,0000400200,2415.04,EUR
100,1000,OR00000000000000000862,2024,0000400210,19174.43,EUR
100,1000,OR00000000000000000863,2023,0000400220,10724.76,EUR
100,1000,OR00000000000000000864,2024,0000400230,2430.37,EUR
100,1000,OR00000000000000000865,2023,0000400240,11577.74,EUR
100,1000,OR00000000000000000866,2024,0000400250,2145.14,EUR
100,1000,OR00000000000000000867,2023,0000400260,9377.68,EUR
100,1000,OR00000000000000000868,2024,0000400270,16192.25,EUR
100,1000,OR00000000000000000869,2023,0000400280,9788.13,EUR
100,1000,OR00000000000000000870,2024,0000400290,16028.26,EUR
100,1000,OR00000000000000000871,2023,0000400000,8673.66,EUR
