MANDT,RSNUM,RSPOS,AUFNR,MATNR,BDMNG,MEINS,WERKS
100,RES0001516,0007,1000278,MAT000498,3308.93,KG,1200
100,RES0001517,0008,1000279,MAT000257,14093.58,KG,1200
100,RES0001518,0009,1000279,MAT000182,284.58,KG,1200
100,RES0001519,0010,1000279,MAT000489,4729.75,KG,1200
100,RES0001520,0001,1000279,MAT000115,12717.61,KG,1200
100,RES0001521,0002,1000279,MAT000457,12118.83,KG,1200
100,RES0001522,0003,1000280,MAT000038,267.49,KG,1100
100,RES0001523,0004,1000280,MAT000162,2836.04,KG,1100
100,RES0001524,0005,1000280,MAT000392,947.65,KG,1100
100,RES0001525,0006,1000280,MAT000223,1592.49,KG,1100
100,RES0001526,0007,1000280,MAT000243,1732.15,KG,1100
100,RES0001527,0008,1000280,MAT000025,274.53,KG,1100
100,RES0001528,0009,1000281,MAT000269,11417.78,KG,1200
100,RES0001529,0010,1000281,MAT000243,4118.66,KG,1200
100,RES0001530,0001,1000281,MAT000493,12706.01,KG,1200
100,RES0001531,0002,1000281,MAT000442,9786.16,KG,1200
100,RES0001532,0003,1000281,MAT000292,2040.93,KG,1200
100,RES0001533,0004,1000281,MAT000389,10916.49,KG,1200
100,RES0001534,0005,1000282,MAT000088,1462.86,KG,1200
100,RES0001535,0006,1000282,MAT000437,609.06,KG,1200
100,RES0001536,0007,1000282,MAT000298,756.75,KG,1200
100,RES0001537,0008,1000283,MAT000028,7312.42,KG,1200
100,RES0001538,0009,1000283,MAT000081,4125.53,KG,1200
100,RES0001539,0010,1000283,MAT000360,6506.3,KG,1200
100,RES0001540,0001,1000283,MAT000115,7442.13,KG,1200
100,RES0001541,0002,1000283,MAT000227,7301.77,KG,1200
100,RES0001542,0003,1000283,MAT000096,2030.81,KG,1200
100,RES0001543,0004,1000283,MAT000472,6937.4,KG,1200
100,RES0001544,0005,1000283,MAT000436,1924.29,KG,1200
100,RES0001545,0006,1000284,MAT000039,24792.31,KG,1100
100,RES0001546,0007,1000284,MAT000045,4524.57,KG,1100
100,RES0001547,0008,1000284,MAT000024,12712.19,KG,1100
100,RES0001548,0009,1000284,MAT000165,19756.95,KG,1100
100,RES0001549,0010,1000284,MAT000021,10021.33,KG,1100
100,RES0001550,0001,1000284,MAT000392,2857.16,KG,1100
100,RES0001551,0002,1000285,MAT000149,1944.52,KG,1100
100,RES0001552,0003,1000285,MAT000048,12415.26,KG,1100
100,RES0001553,0004,1000285,MAT000333,10762.89,KG,1100
100,RES0001554,0005,1000285,MAT000186,4224.37,KG,1100
100,RES0001555,0006,1000285,MAT000307,10591.38,KG,1100
100,RES0001556,0007,1000285,MAT000196,8665.19,KG,1100
100,RES0001557,0008,1000285,MAT000482,4143.35,KG,1100
100,RES0001558,0009,1000285,MAT000366,11703.81,KG,1100
100,RES0001559,0010,1000286,MAT000084,1498.64,KG,1100
100,RES0001560,0001,1000286,MAT000485,2139.72,KG,1100
100,RES0001561,0002,1000286,MAT000298,1532.96,KG,1100
100,RES0001562,0003,1000286,MAT000021,745.36,KG,1100
100,RES0001563,0004,1000286,MAT000351,1405.8,KG,1100
100,RES0001564,0005,1000287,MAT000480,2926.18,KG,1200
100,RES0001565,0006,1000287,MAT000037,17199.05,KG,1200
100,RES0001566,0007,1000287,MAT000470,6080.44,KG,1200
100,RES0001567,0008,1000287,MAT000040,11432.59,KG,1200
100,RES0001568,0009,1000287,MAT000115,10952.59,KG,1200
100,RES0001569,0010,1000288,MAT000307,20524.18,KG,1200
100,RES0001570,0001,1000288,MAT000388,4276.72,KG,1200
100,RES0001571,0002,1000288,MAT000097,7658.34,KG,1200
100,RES0001572,0003,1000289,MAT000203,3112.42,KG,1200
100,RES0001573,0004,1000289,MAT000460,2285.73,KG,1200
100,RES0001574,0005,1000289,MAT000044,5796.66,KG,1200
100,RES0001575,0006,1000289,MAT000036,1559.28,KG,1200
100,RES0001576,0007,1000290,MAT000043,32087.77,KG,1200
100,RES0001577,0008,1000290,MAT000027,33843.91,KG,1200
100,RES0001578,0009,1000290,MAT000498,30729.03,KG,1200
100,RES0001579,0010,1000290,MAT000394,27048.18,KG,1200
100,RES0001580,0001,1000290,MAT000298,4671.98,KG,1200
100,RES0001581,0002,1000291,MAT000437,956.63,KG,1100
100,RES0001582,0003,1000291,MAT000052,2176.46,KG,1100
100,RES0001583,0004,1000291,MAT000387,758.34,KG,1100
100,RES0001584,0005,1000291,MAT000405,554.63,KG,1100
100,RES0001585,0006,1000292,MAT000424,979.59,KG,1200
100,RES0001586,0007,1000292,MAT000407,4816.2,KG,1200
100,RES0001587,0008,1000292,MAT000244,4469.61,KG,1200
100,RES0001588,0009,1000292,MAT000476,18315.28,KG,1200
100,RES0001589,0010,1000292,MAT000362,8515.1,KG,1200
100,RES0001590,0001,1000292,MAT000023,6629.63,KG,1200
100,RES0001591,0002,1000292,MAT000478,18850.84,KG,1200
100,RES0001592,0003,1000292,MAT000026,12195.36,KG,1200
100,RES0001593,0004,1000293,MAT000498,943.87,KG,1200
100,RES0001594,0005,1000293,MAT000389,1816.29,KG,1200
100,RES0001595,0006,1000293,MAT000048,1797.96,KG,1200
100,RES0001596,0007,1000293,MAT000098,2851.82,KG,1200
100,RES0001597,0008,1000293,MAT000116,4617.27,KG,1200
100,RES0001598,0009,1000293,MAT000110,1191.27,KG,1200
100,RES0001599,0010,1000293,MAT000182,263.28,KG,1200
100,RES0001600,0001,1000294,MAT000420,5635.11,KG,1100
100,RES0001601,0002,1000294,MAT000042,19245.94,KG,1100
100,RES0001602,0003,1000294,MAT000286,3941.76,KG,1100
100,RES0001603,0004,1000294,MAT000478,7451.7,KG,1100
100,RES0001604,0005,1000294,MAT000424,15627.32,KG,1100
100,RES0001605,0006,1000294,MAT000461,15531.25,KG,1100
100,RES0001606,0007,1000294,MAT000400,3224.64,KG,1100
100,RES0001607,0008,1000295,MAT000052,8931.67,KG,1200
100,RES0001608,0009,1000295,MAT000436,9567.96,KG,1200
100,RES0001609,0010,1000295,MAT000036,620.88,KG,1200
100,RES0001610,0001,1000295,MAT000097,4782.17,KG,1200
100,RES0001611,0002,1000295,MAT000029,8013.94,KG,1200
100,RES0001612,0003,1000295,MAT000400,3634.66,KG,1200
100,RES0001613,0004,1000295,MAT000162,8235.1,KG,1200
100,RES0001614,0005,1000296,MAT000438,1896.05,KG,1100
100,RES0001615,0006,1000296,MAT000351,1768.12,KG,1100
100,RES0001616,0007,1000296,MAT000025,1237.18,KG,1100
100,RES0001617,0008,1000296,MAT000336,1431.23,KG,1100
100,RES0001618,0009,1000297,MAT000121,922.59,KG,1200
100,RES0001619,0010,1000297,MAT000384,724.54,KG,1200
100,RES0001620,0001,1000297,MAT000373,9007.6,KG,1200
100,RES0001621,0002,1000298,MAT000088,2373.57,KG,1200
100,RES0001622,0003,1000298,MAT000021,2060.03,KG,1200
100,RES0001623,0004,1000298,MAT000388,1792.54,KG,1200
100,RES0001624,0005,1000299,MAT000234,8501.3,KG,1000
100,RES0001625,0006,1000299,MAT000208,992.81,KG,1000
100,RES0001626,0007,1000299,MAT000492,6665.98,KG,1000
100,RES0001627,0008,1000299,MAT000346,12804.29,KG,1000
100,RES0001628,0009,1000299,MAT000445,826.4,KG,1000
100,RES0001629,0010,1000299,MAT000296,13313.98,KG,1000
100,RES0001630,0001,1000299,MAT000164,12600.04,KG,1000
100,RES0001631,0002,1000299,MAT000392,1802.31,KG,1000
100,RES0001632,0003,1000300,MAT000362,8382.71,KG,1100
100,RES0001633,0004,1000300,MAT000459,9115.64,KG,1100
100,RES0001634,0005,1000300,MAT000286,6213.64,KG,1100
100,RES0001635,0006,1000300,MAT000292,1571.87,KG,1100
100,RES0001636,0007,1000300,MAT000314,4146.14,KG,1100
100,RES0001637,0008,1000300,MAT000034,6548.86,KG,1100
100,RES0001638,0009,1000301,MAT000028,302.71,KG,1200
100,RES0001639,0010,1000301,MAT000232,47.07,KG,1200
100,RES0001640,0001,1000301,MAT000390,185.55,KG,1200
100,RES0001641,0002,1000301,MAT000115,509.93,KG,1200
100,RES0001642,0003,1000301,MAT000406,913.2,KG,1200
100,RES0001643,0004,1000301,MAT000260,672.12,KG,1200
100,RES0001644,0005,1000301,MAT000137,146.95,KG,1200
100,RES0001645,0006,1000302,MAT000489,1577.07,KG,1000
100,RES0001646,0007,1000302,MAT000420,637.89,KG,1000
100,RES0001647,0008,1000302,MAT000038,7798.4,KG,1000
100,RES0001648,0009,1000303,MAT000147,5505.06,KG,1200
100,RES0001649,0010,1000303,MAT000389,950.66,KG,1200
100,RES0001650,0001,1000303,MAT000047,3451.09,KG,1200
100,RES0001651,0002,1000303,MAT000359,5831.09,KG,1200
100,RES0001652,0003,1000303,MAT000041,5844.68,KG,1200
100,RES0001653,0004,1000303,MAT000029,4776.44,KG,1200
100,RES0001654,0005,1000304,MAT000029,9.75,KG,1100
100,RES0001655,0006,1000304,MAT000028,517.05,KG,1100
100,RES0001656,0007,1000304,MAT000088,513.57,KG,1100
100,RES0001657,0008,1000304,MAT000351,620.51,KG,1100
100,RES0001658,0009,1000304,MAT000288,254.18,KG,1100
100,RES0001659,0010,1000304,MAT000392,164.34,KG,1100
100,RES0001660,0001,1000304,MAT000045,67.02,KG,1100
100,RES0001661,0002,1000304,MAT000485,285.29,KG,1100
100,RES0001662,0003,1000305,MAT000480,1048.14,KG,1100
100,RES0001663,0004,1000305,MAT000085,826.65,KG,1100
100,RES0001664,0005,1000305,MAT000234,1551.9,KG,1100
100,RES0001665,0006,1000305,MAT000460,925.13,KG,1100
100,RES0001666,0007,1000305,MAT000026,1436.94,KG,1100
100,RES0001667,0008,1000305,MAT000105,276.41,KG,1100
100,RES0001668,0009,1000305,MAT000286,997.62,KG,1100
100,RES0001669,0010,1000306,MAT000452,5489.94,KG,1100
100,RES0001670,0001,1000306,MAT000336,2903.12,KG,1100
100,RES0001671,0002,1000306,MAT000096,3258.52,KG,1100
100,RES0001672,0003,1000306,MAT000295,8992.94,KG,1100
100,RES0001673,0004,1000306,MAT000457,1754.82,KG,1100
100,RES0001674,0005,1000306,MAT000384,5494.06,KG,1100
100,RES0001675,0006,1000307,MAT000053,12422.56,KG,1200
100,RES0001676,0007,1000307,MAT000114,9940.25,KG,1200
100,RES0001677,0008,1000307,MAT000277,13199.87,KG,1200
100,RES0001678,0009,1000307,MAT000392,9121.54,KG,1200
100,RES0001679,0010,1000307,MAT000442,9988.41,KG,1200
100,RES0001680,0001,1000307,MAT000328,8763.3,KG,1200
100,RES0001681,0002,1000307,MAT000212,17034.03,KG,1200
100,RES0001682,0003,1000308,MAT000437,498.62,KG,1000
100,RES0001683,0004,1000308,MAT000461,1389.99,KG,1000
100,RES0001684,0005,1000308,MAT000045,916.7,KG,1000
100,RES0001685,0006,1000308,MAT000384,297.69,KG,1000
100,RES0001686,0007,1000309,MAT000031,2625.51,KG,1000
100,RES0001687,0008,1000309,MAT000048,2734.61,KG,1000
100,RES0001688,0009,1000309,MAT000208,578.99,KG,1000
100,RES0001689,0010,1000309,MAT000084,576.36,KG,1000
100,RES0001690,0001,1000310,MAT000029,42.19,KG,1200
100,RES0001691,0002,1000310,MAT000028,2238.21,KG,1200
100,RES0001692,0003,1000310,MAT000088,2223.18,KG,1200
100,RES0001693,0004,1000310,MAT000351,2686.08,KG,1200
100,RES0001694,0005,1000310,MAT000288,1100.32,KG,1200
100,RES0001695,0006,1000310,MAT000392,711.39,KG,1200
100,RES0001696,0007,1000310,MAT000045,290.11,KG,1200
100,RES0001697,0008,1000310,MAT000485,1234.97,KG,1200
100,RES0001698,0009,1000311,MAT000333,12437.99,KG,1000
100,RES0001699,0010,1000311,MAT000321,10191.32,KG,1000
100,RES0001700,0001,1000311,MAT000478,6267.45,KG,1000
100,RES0001701,0002,1000311,MAT000038,7030.7,KG,1000
100,RES0001702,0003,1000312,MAT000121,51.48,KG,1000
100,RES0001703,0004,1000312,MAT000384,40.43,KG,1000
100,RES0001704,0005,1000312,MAT000373,502.65,KG,1000
100,RES0001705,0006,1000313,MAT000031,232.51,KG,1100
100,RES0001706,0007,1000313,MAT000048,242.17,KG,1100
100,RES0001707,0008,1000313,MAT000208,51.27,KG,1100
100,RES0001708,0009,1000313,MAT000084,51.04,KG,1100
100,RES0001709,0010,1000314,MAT000410,16630.63,KG,1100
100,RES0001710,0001,1000314,MAT000362,17196.79,KG,1100
100,RES0001711,0002,1000314,MAT000441,19055.14,KG,1100
100,RES0001712,0003,1000315,MAT000496,5078.24,KG,1200
100,RES0001713,0004,1000315,MAT000394,5629.07,KG,1200
100,RES0001714,0005,1000315,MAT000234,820.71,KG,1200
100,RES0001715,0006,1000315,MAT000334,4101.83,KG,1200
100,RES0001716,0007,1000316,MAT000236,7423.03,KG,1100
100,RES0001717,0008,1000316,MAT000437,18748.16,KG,1100
100,RES0001718,0009,1000316,MAT000496,12934.3,KG,1100
100,RES0001719,0010,1000317,MAT000455,8209.56,KG,1100
100,RES0001720,0001,1000317,MAT000298,15223.4,KG,1100
100,RES0001721,0002,1000317,MAT000041,10076.4,KG,1100
100,RES0001722,0003,1000318,MAT000392,15478.65,KG,1000
100,RES0001723,0004,1000318,MAT000121,11219.04,KG,1000
100,RES0001724,0005,1000318,MAT000034,1694.74,KG,1000
100,RES0001725,0006,1000319,MAT000020,3149.35,KG,1200
100,RES0001726,0007,1000319,MAT000047,9511.79,KG,1200
100,RES0001727,0008,1000319,MAT000445,9752.08,KG,1200
100,RES0001728,0009,1000319,MAT000196,10740.14,KG,1200
100,RES0001729,0010,1000319,MAT000333,5285.23,KG,1200
100,RES0001730,0001,1000319,MAT000400,10942.07,KG,1200
100,RES0001731,0002,1000319,MAT000121,11582.65,KG,1200
100,RES0001732,0003,1000320,MAT000121,981.59,KG,1200
100,RES0001733,0004,1000320,MAT000384,770.88,KG,1200
100,RES0001734,0005,1000320,MAT000373,9583.65,KG,1200
100,RES0001735,0006,1000321,MAT000473,7031.06,KG,1200
100,RES0001736,0007,1000321,MAT000430,5440.62,KG,1200
100,RES0001737,0008,1000321,MAT000204,3452.49,KG,1200
100,RES0001738,0009,1000321,MAT000029,6850.63,KG,1200
100,RES0001739,0010,1000322,MAT000388,13475.68,KG,1000
100,RES0001740,0001,1000322,MAT000370,10504.24,KG,1000
100,RES0001741,0002,1000322,MAT000257,21742.92,KG,1000
100,RES0001742,0003,1000322,MAT000099,25270.03,KG,1000
100,RES0001743,0004,1000322,MAT000442,6633.33,KG,1000
100,RES0001744,0005,1000323,MAT000028,6553.33,KG,1200
100,RES0001745,0006,1000323,MAT000498,4633.86,KG,1200
100,RES0001746,0007,1000323,MAT000034,2575.16,KG,1200
100,RES0001747,0008,1000323,MAT000395,6977.86,KG,1200
100,RES0001748,0009,1000323,MAT000348,5839.03,KG,1200
100,RES0001749,0010,1000323,MAT000400,3417.68,KG,1200
100,RES0001750,0001,1000323,MAT000387,2490.97,KG,1200
100,RES0001751,0002,1000324,MAT000046,239.46,KG,1100
100,RES0001752,0003,1000324,MAT000029,219.25,KG,1100
100,RES0001753,0004,1000324,MAT000232,334.9,KG,1100
100,RES0001754,0005,1000324,MAT000234,27.5,KG,1100
100,RES0001755,0006,1000324,MAT000227,114.62,KG,1100
100,RES0001756,0007,1000325,MAT000493,15670.31,KG,1100
100,RES0001757,0008,1000325,MAT000020,12974.5,KG,1100
100,RES0001758,0009,1000325,MAT000388,6950.36,KG,1100
100,RES0001759,0010,1000325,MAT000048,8922.5,KG,1100
100,RES0001760,0001,1000325,MAT000088,2414.08,KG,1100
100,RES0001761,0002,1000326,MAT000028,3674.27,KG,1200
100,RES0001762,0003,1000326,MAT000498,2598.08,KG,1200
100,RES0001763,0004,1000326,MAT000034,1443.82,KG,1200
100,RES0001764,0005,1000326,MAT000395,3912.29,KG,1200
100,RES0001765,0006,1000326,MAT000348,3273.78,KG,1200
100,RES0001766,0007,1000326,MAT000400,1916.2,KG,1200
100,RES0001767,0008,1000326,MAT000387,1396.62,KG,1200
100,RES0001768,0009,1000327,MAT000257,4136.98,KG,1200
100,RES0001769,0010,1000327,MAT000182,83.53,KG,1200
100,RES0001770,0001,1000327,MAT000489,1388.35,KG,1200
100,RES0001771,0002,1000327,MAT000115,3733.08,KG,1200
100,RES0001772,0003,1000327,MAT000457,3557.32,KG,1200
100,RES0001773,0004,1000328,MAT000269,21890.42,KG,1200
100,RES0001774,0005,1000328,MAT000243,7896.38,KG,1200
100,RES0001775,0006,1000328,MAT000493,24360.24,KG,1200
100,RES0001776,0007,1000328,MAT000442,18762.23,KG,1200
100,RES0001777,0008,1000328,MAT000292,3912.92,KG,1200
100,RES0001778,0009,1000328,MAT000389,20929.33,KG,1200
100,RES0001779,0010,1000329,MAT000314,7138.35,KG,1200
100,RES0001780,0001,1000329,MAT000026,15230.05,KG,1200
100,RES0001781,0002,1000329,MAT000366,15540.16,KG,1200
100,RES0001782,0003,1000329,MAT000186,2819.43,KG,1200
100,RES0001783,0004,1000329,MAT000286,20757.6,KG,1200
100,RES0001784,0005,1000329,MAT000053,6090.85,KG,1200
100,RES0001785,0006,1000329,MAT000041,2132.26,KG,1200
100,RES0001786,0007,1000329,MAT000455,11639.74,KG,1200
100,RES0001787,0008,1000330,MAT000437,1318.81,KG,1000
100,RES0001788,0009,1000330,MAT000052,3000.46,KG,1000
100,RES0001789,0010,1000330,MAT000387,1045.44,KG,1000
100,RES0001790,0001,1000330,MAT000405,764.61,KG,1000
100,RES0001791,0002,1000331,MAT000204,1109.3,KG,1000
100,RES0001792,0003,1000331,MAT000348,5525.69,KG,1000
100,RES0001793,0004,1000331,MAT000384,3946.36,KG,1000
100,RES0001794,0005,1000331,MAT000482,14796.58,KG,1000
100,RES0001795,0006,1000331,MAT000240,16222.27,KG,1000
100,RES0001796,0007,1000331,MAT000050,15297.2,KG,1000
100,RES0001797,0008,1000331,MAT000084,15746.39,KG,1000
100,RES0001798,0009,1000331,MAT000460,9801.46,KG,1000
100,RES0001799,0010,1000332,MAT000236,3791.84,KG,1000
100,RES0001800,0001,1000332,MAT000437,9576.96,KG,1000
100,RES0001801,0002,1000332,MAT000496,6607.12,KG,1000
100,RES0001802,0003,1000333,MAT000084,2735.7,KG,1000
100,RES0001803,0004,1000333,MAT000485,3905.96,KG,1000
100,RES0001804,0005,1000333,MAT000298,2798.35,KG,1000
100,RES0001805,0006,1000333,MAT000021,1360.62,KG,1000
100,RES0001806,0007,1000333,MAT000351,2566.22,KG,1000
100,RES0001807,0008,1000334,MAT000284,25112.76,KG,1000
100,RES0001808,0009,1000334,MAT000269,18363.97,KG,1000
100,RES0001809,0010,1000334,MAT000030,8934.43,KG,1000
100,RES0001810,0001,1000334,MAT000472,11714.62,KG,1000
100,RES0001811,0002,1000334,MAT000115,20537.7,KG,1000
100,RES0001812,0003,1000335,MAT000409,19478.56,KG,1200
100,RES0001813,0004,1000335,MAT000049,28104.82,KG,1200
100,RES0001814,0005,1000335,MAT000306,19193.89,KG,1200
100,RES0001815,0006,1000335,MAT000036,26714.68,KG,1200
100,RES0001816,0007,1000335,MAT000492,874.41,KG,1200
100,RES0001817,0008,1000335,MAT000478,1170.4,KG,1200
100,RES0001818,0009,1000335,MAT000393,28745.15,KG,1200
100,RES0001819,0010,1000335,MAT000346,5014.62,KG,1200
100,RES0001820,0001,1000336,MAT000028,18837.71,KG,1100
100,RES0001821,0002,1000336,MAT000081,10627.89,KG,1100
100,RES0001822,0003,1000336,MAT000360,16761.05,KG,1100
100,RES0001823,0004,1000336,MAT000115,19171.85,KG,1100
100,RES0001824,0005,1000336,MAT000227,18810.27,KG,1100
100,RES0001825,0006,1000336,MAT000096,5231.62,KG,1100
100,RES0001826,0007,1000336,MAT000472,17871.62,KG,1100
100,RES0001827,0008,1000336,MAT000436,4957.21,KG,1100
100,RES0001828,0009,1000337,MAT000398,211.69,KG,1100
100,RES0001829,0010,1000337,MAT000394,131.75,KG,1100
100,RES0001830,0001,1000337,MAT000030,76.21,KG,1100
100,RES0001831,0002,1000337,MAT000393,127.24,KG,1100
100,RES0001832,0003,1000337,MAT000123,172.96,KG,1100
100,RES0001833,0004,1000337,MAT000298,303.81,KG,1100
100,RES0001834,0005,1000337,MAT000079,282.51,KG,1100
100,RES0001835,0006,1000337,MAT000498,234.14,KG,1100
100,RES0001836,0007,1000338,MAT000284,21487.31,KG,1100
100,RES0001837,0008,1000338,MAT000269,15712.82,KG,1100
100,RES0001838,0009,1000338,MAT000030,7644.59,KG,1100
100,RES0001839,0010,1000338,MAT000472,10023.42,KG,1100
100,RES0001840,0001,1000338,MAT000115,17572.74,KG,1100
100,RES0001841,0002,1000339,MAT000407,13979.61,KG,1200
100,RES0001842,0003,1000339,MAT000098,3691.05,KG,1200
100,RES0001843,0004,1000339,MAT000336,11130.42,KG,1200
100,RES0001844,0005,1000339,MAT000441,16616.89,KG,1200
100,RES0001845,0006,1000339,MAT000473,8681.18,KG,1200
100,RES0001846,0007,1000339,MAT000036,1488.07,KG,1200
100,RES0001847,0008,1000339,MAT000241,8770.9,KG,1200
100,RES0001848,0009,1000339,MAT000137,15269.14,KG,1200
100,RES0001849,0010,1000340,MAT000455,10264.87,KG,1200
100,RES0001850,0001,1000340,MAT000298,19034.65,KG,1200
100,RES0001851,0002,1000340,MAT000041,12599.07,KG,1200
100,RES0001852,0003,1000341,MAT000046,5015.69,KG,1000
100,RES0001853,0004,1000341,MAT000029,4592.33,KG,1000
100,RES0001854,0005,1000341,MAT000232,7014.58,KG,1000
100,RES0001855,0006,1000341,MAT000234,576.08,KG,1000
100,RES0001856,0007,1000341,MAT000227,2400.7,KG,1000
100,RES0001857,0008,1000342,MAT000459,33452.44,KG,1000
100,RES0001858,0009,1000342,MAT000348,25470.8,KG,1000
100,RES0001859,0010,1000342,MAT000291,19963.72,KG,1000
100,RES0001860,0001,1000342,MAT000023,9028.74,KG,1000
100,RES0001861,0002,1000342,MAT000331,16575.26,KG,1000
100,RES0001862,0003,1000343,MAT000096,7910.98,KG,1100
100,RES0001863,0004,1000343,MAT000445,707.19,KG,1100
100,RES0001864,0005,1000343,MAT000114,4717.06,KG,1100
100,RES0001865,0006,1000343,MAT000424,1754.74,KG,1100
100,RES0001866,0007,1000343,MAT000331,4096.08,KG,1100
100,RES0001867,0008,1000343,MAT000271,8514.49,KG,1100
100,RES0001868,0009,1000344,MAT000445,4599.79,KG,1100
100,RES0001869,0010,1000344,MAT000182,922.79,KG,1100
100,RES0001870,0001,1000344,MAT000407,141.31,KG,1100
100,RES0001871,0002,1000344,MAT000436,3873.4,KG,1100
100,RES0001872,0003,1000344,MAT000036,1241.44,KG,1100
100,RES0001873,0004,1000344,MAT000098,3479.03,KG,1100
100,RES0001874,0005,1000344,MAT000028,4363.91,KG,1100
100,RES0001875,0006,1000345,MAT000085,134.86,KG,1200
100,RES0001876,0007,1000345,MAT000045,9.76,KG,1200
100,RES0001877,0008,1000345,MAT000049,50.22,KG,1200
100,RES0001878,0009,1000346,MAT000480,728.06,KG,1200
100,RES0001879,0010,1000346,MAT000085,574.21,KG,1200
100,RES0001880,0001,1000346,MAT000234,1077.98,KG,1200
100,RES0001881,0002,1000346,MAT000460,642.62,KG,1200
100,RES0001882,0003,1000346,MAT000026,998.13,KG,1200
100,RES0001883,0004,1000346,MAT000105,192.0,KG,1200
100,RES0001884,0005,1000346,MAT000286,692.97,KG,1200
100,RES0001885,0006,1000347,MAT000493,477.97,KG,1000
100,RES0001886,0007,1000347,MAT000088,804.41,KG,1000
100,RES0001887,0008,1000347,MAT000461,1387.18,KG,1000
100,RES0001888,0009,1000347,MAT000042,2755.5,KG,1000
100,RES0001889,0010,1000347,MAT000437,2680.11,KG,1000
100,RES0001890,0001,1000347,MAT000147,2881.41,KG,1000
100,RES0001891,0002,1000347,MAT000021,1897.57,KG,1000
100,RES0001892,0003,1000348,MAT000051,4429.7,KG,1200
100,RES0001893,0004,1000348,MAT000334,3390.1,KG,1200
100,RES0001894,0005,1000348,MAT000448,2292.32,KG,1200
100,RES0001895,0006,1000348,MAT000366,4261.23,KG,1200
100,RES0001896,0007,1000348,MAT000480,3629.96,KG,1200
100,RES0001897,0008,1000348,MAT000461,3769.34,KG,1200
100,RES0001898,0009,1000349,MAT000407,17478.58,KG,1000
100,RES0001899,0010,1000349,MAT000229,17252.29,KG,1000
100,RES0001900,0001,1000349,MAT000309,10989.17,KG,1000
100,RES0001901,0002,1000350,MAT000257,5509.12,KG,1000
100,RES0001902,0003,1000350,MAT000182,111.24,KG,1000
100,RES0001903,0004,1000350,MAT000489,1848.84,KG,1000
100,RES0001904,0005,1000350,MAT000115,4971.26,KG,1000
100,RES0001905,0006,1000350,MAT000457,4737.2,KG,1000
100,RES0001906,0007,1000351,MAT000480,27835.39,KG,1000
100,RES0001907,0008,1000351,MAT000165,32663.65,KG,1000
100,RES0001908,0009,1000351,MAT000390,14305.74,KG,1000
100,RES0001909,0010,1000351,MAT000094,17275.65,KG,1000
100,RES0001910,0001,1000351,MAT000164,13761.28,KG,1000
100,RES0001911,0002,1000352,MAT000020,4008.66,KG,1000
100,RES0001912,0003,1000352,MAT000455,10941.68,KG,1000
100,RES0001913,0004,1000352,MAT000182,3205.8,KG,1000
100,RES0001914,0005,1000352,MAT000079,23113.49,KG,1000
100,RES0001915,0006,1000352,MAT000286,18968.72,KG,1000
100,RES0001916,0007,1000352,MAT000400,11534.23,KG,1000
100,RES0001917,0008,1000353,MAT000459,1536.65,KG,1000
100,RES0001918,0009,1000353,MAT000370,615.97,KG,1000
100,RES0001919,0010,1000353,MAT000273,6576.81,KG,1000
100,RES0001920,0001,1000353,MAT000387,3753.58,KG,1000
100,RES0001921,0002,1000354,MAT000480,22888.09,KG,1100
100,RES0001922,0003,1000354,MAT000165,26858.2,KG,1100
100,RES0001923,0004,1000354,MAT000390,11763.12,KG,1100
100,RES0001924,0005,1000354,MAT000094,14205.17,KG,1100
100,RES0001925,0006,1000354,MAT000164,11315.43,KG,1100
100,RES0001926,0007,1000355,MAT000480,707.83,KG,1100
100,RES0001927,0008,1000355,MAT000037,4160.37,KG,1100
100,RES0001928,0009,1000355,MAT000470,1470.83,KG,1100
100,RES0001929,0010,1000355,MAT000040,2765.49,KG,1100
100,RES0001930,0001,1000355,MAT000115,2649.38,KG,1100
100,RES0001931,0002,1000356,MAT000480,37014.88,KG,1200
100,RES0001932,0003,1000356,MAT000165,43435.4,KG,1200
100,RES0001933,0004,1000356,MAT000390,19023.45,KG,1200
100,RES0001934,0005,1000356,MAT000094,22972.77,KG,1200
100,RES0001935,0006,1000356,MAT000164,18299.44,KG,1200
100,RES0001936,0007,1000357,MAT000116,17208.36,KG,1000
100,RES0001937,0008,1000357,MAT000437,3327.73,KG,1000
100,RES0001938,0009,1000357,MAT000105,17050.27,KG,1000
100,RES0001939,0010,1000357,MAT000410,20837.82,KG,1000
100,RES0001940,0001,1000358,MAT000388,11085.4,KG,1000
100,RES0001941,0002,1000358,MAT000370,8641.03,KG,1000
100,RES0001942,0003,1000358,MAT000257,17886.23,KG,1000
100,RES0001943,0004,1000358,MAT000099,20787.71,KG,1000
100,RES0001944,0005,1000358,MAT000442,5456.73,KG,1000
100,RES0001945,0006,1000359,MAT000448,21382.64,KG,1100
100,RES0001946,0007,1000359,MAT000021,43835.92,KG,1100
100,RES0001947,0008,1000359,MAT000025,23306.69,KG,1100
100,RES0001948,0009,1000359,MAT000053,7584.18,KG,1100
100,RES0001949,0010,1000359,MAT000273,6589.82,KG,1100
100,RES0001950,0001,1000359,MAT000405,43630.29,KG,1100
100,RES0001951,0002,1000360,MAT000026,3432.28,KG,1100
100,RES0001952,0003,1000360,MAT000110,557.92,KG,1100
100,RES0001953,0004,1000360,MAT000482,713.29,KG,1100
100,RES0001954,0005,1000360,MAT000373,2342.33,KG,1100
