MANDT,MBLNR,MJAHR,ZEILE,BWART,MATNR,WERKS,LGORT,MENGE,MEINS,DMBTR,WAERS
100,5000000858,2025,0001,301,MAT000397,1300,0003,2718.37,KG,44198.2,EUR
100,5000000858,2025,0002,551,MAT000326,1200,0010,3328.42,KG,62517.74,EUR
100,5000000858,2025,0003,201,MAT000258,1300,0003,2941.13,KG,58483.3,EUR
100,5000000859,2025,0001,201,MAT000384,1200,0001,3236.48,KG,25947.87,EUR
100,5000000860,2025,0001,901,MAT000338,1000,0001,2494.58,KG,35685.61,EUR
100,5000000860,2025,0002,551,MAT000203,1200,0010,1418.21,KG,23514.34,EUR
100,5000000861,2025,0001,551,MAT000199,1300,0002,217.56,KG,231.14,EUR
100,5000000862,2023,0001,901,MAT000340,1200,0010,4754.71,KG,71633.86,EUR
100,5000000863,2025,0001,901,MAT000033,1200,0002,4047.82,KG,49854.41,EUR
100,5000000863,2025,0002,901,MAT000310,1400,0002,1918.32,KG,18641.21,EUR
100,5000000863,2025,0003,101,MAT000369,1000,0001,391.88,KG,6922.98,EUR
100,5000000864,2025,0001,261,MAT000204,1000,0003,2455.82,KG,33355.89,EUR
100,5000000864,2025,0002,101,MAT000016,1300,0001,2138.63,KG,18466.64,EUR
100,5000000864,2025,0003,101,MAT000165,1300,0002,446.27,KG,8272.22,EUR
100,5000000864,2025,0004,301,MAT000289,1100,0002,1565.36,KG,29553.52,EUR
100,5000000865,2025,0001,311,MAT000260,1200,0010,4648.99,KG,51628.97,EUR
100,5000000866,2023,0001,311,MAT000127,1400,0001,4907.46,KG,35034.18,EUR
100,5000000867,2023,0001,601,MAT000445,1400,0010,2492.91,KG,25174.76,EUR
100,5000000867,2023,0002,101,MAT000066,1100,0003,4857.44,KG,23325.12,EUR
100,5000000868,2023,0001,551,MAT000249,1100,0003,4229.4,KG,31688.66,EUR
100,5000000868,2023,0002,301,MAT000433,1000,0002,1505.21,KG,28613.7,EUR
100,5000000869,2023,0001,101,MAT000249,1300,0003,3328.13,KG,9209.7,EUR
100,5000000870,2024,0001,261,MAT000147,1100,0003,2758.1,KG,41713.55,EUR
100,5000000870,2024,0002,311,MAT000311,1000,0003,4246.39,KG,67780.89,EUR
100,5000000870,2024,0003,601,MAT000206,1300,0010,4232.85,KG,25384.22,EUR
100,5000000870,2024,0004,311,MAT000151,1400,0010,2931.32,KG,21747.15,EUR
100,5000000871,2024,0001,901,MAT000360,1100,0001,1053.14,KG,20667.56,EUR
100,5000000872,2023,0001,311,MAT000223,1000,0001,3386.91,KG,2248.31,EUR
100,5000000872,2023,0002,261,MAT000492,1200,0010,1856.68,KG,36126.86,EUR
100,5000000872,2023,0003,101,MAT000205,1200,0001,3745.58,KG,49495.07,EUR
100,5000000873,2022,0001,201,MAT000060,1400,0002,215.43,KG,2396.58,EUR
100,5000000874,2024,0001,101,MAT000465,1200,0002,4687.47,KG,79703.35,EUR
100,5000000874,2024,0002,101,MAT000178,1000,0010,529.79,KG,5778.52,EUR
100,5000000874,2024,0003,311,MAT000500,1000,0001,3086.32,KG,53230.39,EUR
100,5000000874,2024,0004,201,MAT000314,1000,0002,4180.01,KG,31528.71,EUR
100,5000000875,2023,0001,551,MAT000312,1000,0010,3824.54,KG,44475.12,EUR
100,5000000875,2023,0002,201,MAT000358,1400,0001,4827.14,KG,32866.06,EUR
100,5000000875,2023,0003,311,MAT000114,1300,0003,728.61,KG,9813.42,EUR
100,5000000876,2024,0001,311,MAT000344,1400,0003,4390.2,KG,85813.2,EUR
100,5000000876,2024,0002,301,MAT000486,1100,0002,591.85,KG,1235.36,EUR
100,5000000876,2024,0003,901,MAT000415,1000,0003,4226.32,KG,66299.89,EUR
100,5000000877,2025,0001,311,MAT000479,1200,0010,2225.58,KG,2249.9,EUR
100,5000000877,2025,0002,901,MAT000024,1400,0002,284.48,KG,1378.7,EUR
100,5000000877,2025,0003,261,MAT000462,1300,0003,2452.79,KG,42717.31,EUR
100,5000000878,2023,0001,201,MAT000047,1000,0003,4911.92,KG,33582.33,EUR
100,5000000879,2024,0001,901,MAT000340,1100,0010,2013.76,KG,27001.34,EUR
100,5000000880,2024,0001,601,MAT000020,1100,0002,3589.28,KG,61819.89,EUR
100,5000000880,2024,0002,301,MAT000096,1300,0001,4269.33,KG,72970.44,EUR
100,5000000881,2022,0001,311,MAT000499,1100,0001,4987.17,KG,84890.19,EUR
100,5000000881,2022,0002,311,MAT000259,1000,0002,3768.51,KG,35803.62,EUR
100,5000000882,2023,0001,601,MAT000219,1400,0001,502.83,KG,10035.88,EUR
100,5000000882,2023,0002,201,MAT000263,1000,0003,4995.49,KG,83776.4,EUR
100,5000000883,2023,0001,201,MAT000490,1200,0003,2819.59,KG,26896.38,EUR
100,5000000883,2023,0002,301,MAT000354,1200,0002,1281.29,KG,25514.78,EUR
100,5000000883,2023,0003,261,MAT000368,1300,0001,1776.36,KG,2654.48,EUR
100,5000000884,2022,0001,551,MAT000130,1200,0001,2321.67,KG,7525.93,EUR
100,5000000884,2022,0002,311,MAT000495,1100,0010,782.5,KG,4069.01,EUR
100,5000000884,2022,0003,101,MAT000117,1300,0003,703.37,KG,12789.24,EUR
100,5000000884,2022,0004,101,MAT000483,1000,0003,4098.86,KG,35352.29,EUR
100,5000000885,2024,0001,901,MAT000356,1400,0002,3622.72,KG,60926.08,EUR
100,5000000886,2025,0001,601,MAT000020,1000,0002,2380.61,KG,42840.32,EUR
100,5000000886,2025,0002,311,MAT000335,1100,0002,1819.85,KG,1843.69,EUR
100,5000000887,2025,0001,601,MAT000151,1000,0010,4393.67,KG,61534.37,EUR
100,5000000888,2022,0001,201,MAT000169,1200,0002,3283.3,KG,4571.05,EUR
100,5000000888,2022,0002,101,MAT000405,1000,0003,2364.73,KG,5381.38,EUR
100,5000000889,2024,0001,101,MAT000394,1400,0003,1040.6,KG,4653.43,EUR
100,5000000889,2024,0002,551,MAT000395,1300,0002,32.68,KG,490.01,EUR
100,5000000889,2024,0003,901,MAT000043,1100,0010,3466.86,KG,30983.27,EUR
100,5000000889,2024,0004,601,MAT000100,1000,0002,988.08,KG,14460.02,EUR
100,5000000890,2025,0001,311,MAT000046,1400,0010,1038.33,KG,5545.99,EUR
100,5000000890,2025,0002,301,MAT000219,1200,0003,3638.92,KG,36313.31,EUR
100,5000000891,2024,0001,101,MAT000136,1300,0002,1033.77,KG,16095.54,EUR
100,5000000891,2024,0002,261,MAT000291,1200,0010,1747.53,KG,23580.65,EUR
100,5000000891,2024,0003,301,MAT000356,1400,0003,3216.82,KG,27181.42,EUR
100,5000000891,2024,0004,261,MAT000065,1200,0002,4540.07,KG,89438.57,EUR
100,5000000892,2025,0001,261,MAT000478,1000,0002,735.57,KG,6795.31,EUR
100,5000000892,2025,0002,551,MAT000285,1400,0002,4412.61,KG,54748.52,EUR
100,5000000893,2022,0001,201,MAT000431,1200,0003,2210.86,KG,7240.89,EUR
100,5000000893,2022,0002,551,MAT000168,1400,0001,2568.51,KG,48731.19,EUR
100,5000000893,2022,0003,901,MAT000309,1300,0002,1740.25,KG,7340.43,EUR
100,5000000893,2022,0004,101,MAT000395,1000,0002,2673.18,KG,36200.49,EUR
100,5000000894,2022,0001,901,MAT000498,1000,0003,1752.96,KG,1192.76,EUR
100,5000000894,2022,0002,551,MAT000400,1400,0003,4493.5,KG,11053.71,EUR
100,5000000894,2022,0003,901,MAT000010,1300,0010,2888.09,KG,55568.4,EUR
100,5000000894,2022,0004,311,MAT000047,1300,0003,2916.58,KG,15620.15,EUR
100,5000000895,2022,0001,301,MAT000213,1200,0001,4298.14,KG,18934.24,EUR
100,5000000895,2022,0002,311,MAT000037,1200,0002,1248.2,KG,15935.91,EUR
100,5000000895,2022,0003,601,MAT000224,1100,0002,2381.58,KG,2296.43,EUR
100,5000000895,2022,0004,901,MAT000116,1300,0003,4402.89,KG,51151.74,EUR
100,5000000896,2025,0001,601,MAT000135,1200,0002,1466.87,KG,14154.66,EUR
100,5000000897,2023,0001,101,MAT000374,1100,0010,4196.29,KG,81424.5,EUR
100,5000000897,2023,0002,551,MAT000381,1300,0003,1769.9,KG,27390.68,EUR
100,5000000898,2024,0001,601,MAT000215,1000,0002,517.67,KG,4291.82,EUR
100,5000000898,2024,0002,601,MAT000431,1200,0010,1488.18,KG,18901.54,EUR
100,5000000899,2022,0001,261,MAT000015,1200,0001,1105.92,KG,17542.85,EUR
100,5000000899,2022,0002,201,MAT000472,1300,0001,315.87,KG,5032.37,EUR
100,5000000899,2022,0003,311,MAT000223,1400,0003,3469.81,KG,6656.05,EUR
100,5000000900,2023,0001,311,MAT000474,1100,0001,873.23,KG,3372.92,EUR
100,5000000900,2023,0002,551,MAT000126,1200,0010,234.1,KG,2020.95,EUR
100,5000000901,2025,0001,551,MAT000150,1200,0010,3945.32,KG,57485.47,EUR
100,5000000901,2025,0002,551,MAT000076,1100,0003,2923.91,KG,15393.23,EUR
100,5000000901,2025,0003,301,MAT000470,1200,0010,2126.44,KG,7982.92,EUR
100,5000000902,2023,0001,551,MAT000075,1300,0010,4962.28,KG,90813.36,EUR
100,5000000902,2023,0002,101,MAT000214,1300,0001,2098.83,KG,36555.94,EUR
100,5000000903,2025,0001,261,MAT000105,1000,0010,4141.24,KG,76420.14,EUR
100,5000000903,2025,0002,101,MAT000413,1300,0010,1582.69,KG,4226.83,EUR
100,5000000903,2025,0003,101,MAT000085,1100,0002,1018.89,KG,1418.01,EUR
100,5000000904,2022,0001,601,MAT000060,1200,0002,1215.1,KG,6793.16,EUR
100,5000000904,2022,0002,311,MAT000431,1300,0010,294.67,KG,1151.62,EUR
100,5000000904,2022,0003,301,MAT000391,1400,0002,1640.88,KG,12244.05,EUR
100,5000000904,2022,0004,261,MAT000178,1400,0003,1773.94,KG,27259.95,EUR
100,5000000905,2024,0001,601,MAT000472,1200,0001,3790.36,KG,32602.52,EUR
100,5000000905,2024,0002,601,MAT000334,1100,0003,4011.34,KG,72719.47,EUR
100,5000000906,2025,0001,201,MAT000089,1400,0003,1419.7,KG,26298.72,EUR
100,5000000906,2025,0002,311,MAT000468,1400,0003,1490.8,KG,7804.0,EUR
100,5000000906,2025,0003,261,MAT000279,1100,0003,1485.3,KG,16272.21,EUR
100,5000000907,2025,0001,101,MAT000111,1000,0001,343.86,KG,5128.05,EUR
100,5000000907,2025,0002,551,MAT000104,1400,0010,1454.11,KG,10734.66,EUR
100,5000000907,2025,0003,201,MAT000087,1200,0003,4842.1,KG,60967.03,EUR
100,5000000907,2025,0004,201,MAT000377,1200,0003,69.19,KG,611.77,EUR
100,5000000908,2023,0001,101,MAT000132,1000,0003,4217.06,KG,64726.73,EUR
100,5000000908,2023,0002,601,MAT000403,1000,0010,2614.59,KG,3460.04,EUR
100,5000000909,2025,0001,301,MAT000492,1100,0010,3768.67,KG,49585.5,EUR
100,5000000909,2025,0002,901,MAT000239,1400,0001,2196.81,KG,39375.82,EUR
100,5000000910,2025,0001,311,MAT000322,1200,0003,2088.61,KG,6964.8,EUR
100,5000000910,2025,0002,261,MAT000363,1100,0002,2374.07,KG,42012.61,EUR
100,5000000910,2025,0003,101,MAT000080,1300,0002,1115.62,KG,18734.6,EUR
100,5000000910,2025,0004,601,MAT000437,1100,0001,425.89,KG,7570.7,EUR
100,5000000911,2025,0001,551,MAT000161,1100,0010,1009.67,KG,5049.14,EUR
100,5000000911,2025,0002,311,MAT000171,1000,0001,648.97,KG,635.23,EUR
100,5000000911,2025,0003,311,MAT000482,1300,0001,126.7,KG,112.01,EUR
100,5000000911,2025,0004,101,MAT000430,1100,0001,4536.05,KG,15490.7,EUR
100,5000000912,2024,0001,101,MAT000176,1100,0002,3593.33,KG,36978.2,EUR
100,5000000912,2024,0002,901,MAT000344,1100,0001,1216.16,KG,19453.44,EUR
100,5000000912,2024,0003,601,MAT000089,1000,0002,1106.81,KG,16991.75,EUR
100,5000000913,2022,0001,901,MAT000182,1300,0010,1063.29,KG,1619.27,EUR
100,5000000914,2025,0001,551,MAT000394,1100,0003,4128.45,KG,34200.93,EUR
100,5000000914,2025,0002,901,MAT000132,1100,0003,148.63,KG,153.19,EUR
100,5000000914,2025,0003,201,MAT000485,1200,0002,1634.54,KG,23945.43,EUR
100,5000000914,2025,0004,601,MAT000009,1300,0001,2613.74,KG,44545.46,EUR
100,5000000915,2022,0001,261,MAT000496,1200,0003,3356.56,KG,8576.09,EUR
100,5000000915,2022,0002,101,MAT000023,1400,0002,3027.99,KG,44930.19,EUR
100,5000000915,2022,0003,901,MAT000414,1400,0002,2770.65,KG,50309.79,EUR
100,5000000915,2022,0004,551,MAT000383,1100,0001,3619.86,KG,15488.07,EUR
100,5000000916,2025,0001,301,MAT000477,1200,0001,2084.23,KG,9508.17,EUR
100,5000000916,2025,0002,551,MAT000119,1200,0001,2791.91,KG,33247.28,EUR
100,5000000917,2023,0001,551,MAT000407,1000,0002,4708.19,KG,79346.02,EUR
100,5000000918,2024,0001,301,MAT000285,1400,0001,616.75,KG,4953.01,EUR
100,5000000918,2024,0002,301,MAT000408,1000,0003,831.75,KG,11927.16,EUR
100,5000000918,2024,0003,601,MAT000203,1200,0001,4028.78,KG,44018.2,EUR
100,5000000919,2024,0001,901,MAT000474,1300,0002,1510.76,KG,26932.27,EUR
100,5000000920,2025,0001,601,MAT000123,1100,0003,3316.76,KG,13358.67,EUR
100,5000000921,2022,0001,201,MAT000250,1100,0003,1141.86,KG,2059.94,EUR
100,5000000922,2023,0001,311,MAT000353,1300,0002,3503.19,KG,40600.74,EUR
100,5000000922,2023,0002,101,MAT000034,1400,0003,3806.12,KG,31010.38,EUR
100,5000000923,2023,0001,551,MAT000094,1300,0003,1832.69,KG,13087.05,EUR
100,5000000923,2023,0002,261,MAT000141,1300,0001,1978.89,KG,15001.3,EUR
100,5000000924,2023,0001,261,MAT000450,1200,0003,4177.02,KG,40028.96,EUR
100,5000000924,2023,0002,601,MAT000405,1000,0002,3181.88,KG,5772.35,EUR
100,5000000924,2023,0003,201,MAT000113,1300,0010,4863.65,KG,73671.33,EUR
100,5000000924,2023,0004,601,MAT000286,1400,0002,1525.32,KG,15020.34,EUR
100,5000000925,2022,0001,201,MAT000048,1100,0010,3577.24,KG,32742.7,EUR
100,5000000925,2022,0002,301,MAT000410,1000,0010,1258.02,KG,7459.66,EUR
100,5000000926,2025,0001,601,MAT000071,1300,0003,318.26,KG,2735.24,EUR
100,5000000926,2025,0002,261,MAT000331,1100,0003,3333.92,KG,35839.87,EUR
100,5000000926,2025,0003,301,MAT000377,1300,0010,776.57,KG,7825.76,EUR
100,5000000927,2025,0001,261,MAT000390,1400,0003,282.11,KG,649.97,EUR
100,5000000927,2025,0002,311,MAT000188,1000,0003,3758.27,KG,27746.73,EUR
100,5000000927,2025,0003,301,MAT000498,1000,0001,4066.32,KG,50544.87,EUR
100,5000000928,2023,0001,601,MAT000116,1000,0010,2196.83,KG,22365.9,EUR
100,5000000928,2023,0002,301,MAT000152,1200,0010,3441.67,KG,5299.95,EUR
100,5000000928,2023,0003,101,MAT000144,1300,0010,4160.08,KG,28205.87,EUR
100,5000000928,2023,0004,101,MAT000074,1300,0001,4204.71,KG,40334.89,EUR
100,5000000929,2024,0001,301,MAT000076,1000,0010,4658.09,KG,59780.61,EUR
100,5000000930,2025,0001,901,MAT000390,1400,0010,4991.09,KG,96512.21,EUR
100,5000000930,2025,0002,201,MAT000380,1100,0003,3869.59,KG,64989.2,EUR
100,5000000930,2025,0003,551,MAT000201,1200,0010,592.66,KG,6166.63,EUR
100,5000000930,2025,0004,311,MAT000433,1200,0003,1030.77,KG,1877.55,EUR
100,5000000931,2024,0001,311,MAT000427,1200,0001,2209.01,KG,37919.44,EUR
100,5000000931,2024,0002,301,MAT000257,1400,0002,1652.8,KG,23384.59,EUR
100,5000000931,2024,0003,101,MAT000086,1400,0002,1064.31,KG,5162.24,EUR
100,5000000932,2025,0001,901,MAT000250,1400,0010,1376.09,KG,12537.58,EUR
100,5000000932,2025,0002,201,MAT000033,1400,0002,456.51,KG,726.24,EUR
100,5000000933,2025,0001,301,MAT000174,1300,0002,1233.0,KG,3748.93,EUR
100,5000000933,2025,0002,261,MAT000164,1100,0001,1780.43,KG,1825.19,EUR
100,5000000933,2025,0003,551,MAT000344,1200,0001,1043.05,KG,1217.07,EUR
100,5000000933,2025,0004,261,MAT000257,1300,0001,1370.22,KG,7634.45,EUR
100,5000000934,2025,0001,301,MAT000011,1000,0010,4830.43,KG,88137.27,EUR
100,5000000934,2025,0002,101,MAT000127,1000,0003,1056.11,KG,11220.34,EUR
100,5000000934,2025,0003,901,MAT000270,1300,0003,2004.87,KG,13992.28,EUR
100,5000000935,2025,0001,101,MAT000008,1100,0001,1074.14,KG,3382.17,EUR
100,5000000935,2025,0002,601,MAT000179,1200,0003,323.99,KG,2071.17,EUR
100,5000000936,2024,0001,301,MAT000440,1400,0002,1573.76,KG,30990.13,EUR
100,5000000936,2024,0002,301,MAT000268,1000,0002,4164.37,KG,17122.88,EUR
100,5000000936,2024,0003,261,MAT000111,1000,0003,1843.17,KG,29572.62,EUR
100,5000000937,2023,0001,311,MAT000343,1200,0001,4018.33,KG,62160.62,EUR
100,5000000938,2023,0001,601,MAT000175,1000,0002,3868.95,KG,54457.39,EUR
100,5000000938,2023,0002,551,MAT000277,1200,0010,4747.08,KG,68235.12,EUR
100,5000000939,2024,0001,311,MAT000030,1100,0002,3971.08,KG,66005.37,EUR
100,5000000940,2022,0001,901,MAT000178,1100,0010,833.86,KG,9483.67,EUR
100,5000000940,2022,0002,201,MAT000477,1100,0002,3692.57,KG,70264.08,EUR
100,5000000940,2022,0003,101,MAT000131,1000,0002,4611.58,KG,89372.79,EUR
100,5000000941,2025,0001,901,MAT000006,1400,0010,185.38,KG,595.18,EUR
100,5000000941,2025,0002,101,MAT000262,1400,0002,3911.55,KG,37319.76,EUR
100,5000000941,2025,0003,901,MAT000433,1000,0001,372.22,KG,5574.17,EUR
100,5000000942,2023,0001,601,MAT000476,1100,0010,1027.3,KG,6962.88,EUR
100,5000000942,2023,0002,261,MAT000316,1400,0003,4172.27,KG,25064.52,EUR
100,5000000942,2023,0003,311,MAT000017,1400,0003,4561.23,KG,54230.7,EUR
100,5000000943,2025,0001,311,MAT000315,1300,0003,1617.07,KG,17839.51,EUR
100,5000000943,2025,0002,901,MAT000165,1200,0002,3017.84,KG,60178.88,EUR
100,5000000943,2025,0003,201,MAT000353,1400,0010,909.27,KG,12666.95,EUR
100,5000000943,2025,0004,551,MAT000484,1100,0002,2353.67,KG,37388.7,EUR
100,5000000944,2023,0001,601,MAT000122,1200,0002,4174.37,KG,50849.57,EUR
100,5000000945,2025,0001,601,MAT000213,1400,0001,933.78,KG,11872.0,EUR
100,5000000945,2025,0002,301,MAT000439,1200,0001,212.98,KG,2906.33,EUR
100,5000000946,2025,0001,311,MAT000158,1000,0003,477.48,KG,363.06,EUR
100,5000000947,2023,0001,551,MAT000096,1100,0001,4733.27,KG,51112.77,EUR
100,5000000947,2023,0002,301,MAT000034,1100,0010,1974.13,KG,10040.9,EUR
100,5000000948,2023,0001,261,MAT000365,1000,0002,2306.29,KG,8672.79,EUR
100,5000000948,2023,0002,311,MAT000449,1400,0003,1457.43,KG,1560.35,EUR
100,5000000948,2023,0003,301,MAT000392,1200,0001,2690.42,KG,11466.87,EUR
100,5000000949,2024,0001,551,MAT000251,1300,0002,3664.37,KG,26545.23,EUR
100,5000000949,2024,0002,201,MAT000421,1400,0001,4052.42,KG,8227.42,EUR
100,5000000950,2025,0001,901,MAT000374,1200,0002,3378.09,KG,1812.06,EUR
100,5000000950,2025,0002,261,MAT000060,1000,0002,325.82,KG,763.09,EUR
100,5000000950,2025,0003,201,MAT000048,1400,0001,636.23,KG,9499.4,EUR
100,5000000950,2025,0004,551,MAT000306,1400,0003,1392.97,KG,17475.37,EUR
100,5000000951,2025,0001,901,MAT000316,1300,0002,1812.94,KG,23464.13,EUR
100,5000000952,2024,0001,301,MAT000072,1200,0003,2033.12,KG,35769.85,EUR
100,5000000953,2024,0001,311,MAT000146,1200,0002,1090.44,KG,8370.97,EUR
100,5000000954,2025,0001,301,MAT000268,1400,0002,4509.69,KG,84632.47,EUR
100,5000000954,2025,0002,601,MAT000240,1000,0002,1453.54,KG,20572.74,EUR
100,5000000954,2025,0003,261,MAT000261,1400,0001,1059.17,KG,16839.43,EUR
100,5000000954,2025,0004,601,MAT000085,1200,0002,1062.18,KG,20497.83,EUR
100,5000000955,2025,0001,601,MAT000418,1200,0003,804.63,KG,14643.73,EUR
100,5000000955,2025,0002,551,MAT000003,1200,0002,45.24,KG,407.73,EUR
100,5000000955,2025,0003,901,MAT000108,1200,0010,2381.71,KG,47057.89,EUR
100,5000000956,2023,0001,261,MAT000055,1100,0002,4484.56,KG,69120.95,EUR
100,5000000956,2023,0002,301,MAT000132,1100,0002,166.36,KG,3280.54,EUR
100,5000000957,2022,0001,101,MAT000403,1400,0003,329.0,KG,5106.83,EUR
100,5000000958,2022,0001,601,MAT000130,1200,0002,1773.64,KG,27125.78,EUR
100,5000000959,2025,0001,201,MAT000288,1200,0001,3056.83,KG,33012.29,EUR
100,5000000959,2025,0002,901,MAT000012,1300,0010,3565.49,KG,8271.76,EUR
100,5000000959,2025,0003,101,MAT000386,1100,0002,3726.52,KG,31055.56,EUR
100,5000000959,2025,0004,601,MAT000416,1400,0002,1858.0,KG,27306.49,EUR
100,5000000960,2023,0001,601,MAT000097,1200,0002,3130.76,KG,32735.17,EUR
100,5000000961,2022,0001,201,MAT000464,1400,0010,3448.19,KG,26364.47,EUR
100,5000000962,2022,0001,101,MAT000321,1000,0010,1904.45,KG,13084.61,EUR
100,5000000962,2022,0002,201,MAT000274,1000,0001,576.36,KG,1017.68,EUR
100,5000000962,2022,0003,101,MAT000250,1200,0001,4428.88,KG,11923.22,EUR
100,5000000963,2023,0001,261,MAT000047,1200,0001,527.16,KG,7635.09,EUR
100,5000000963,2023,0002,551,MAT000440,1100,0010,2040.35,KG,15129.9,EUR
100,5000000963,2023,0003,201,MAT000097,1000,0003,240.86,KG,2019.03,EUR
100,5000000963,2023,0004,551,MAT000273,1000,0002,525.22,KG,10073.5,EUR
100,5000000964,2022,0001,901,MAT000096,1200,0003,886.91,KG,1249.21,EUR
100,5000000964,2022,0002,901,MAT000242,1000,0003,1919.28,KG,25641.05,EUR
100,5000000964,2022,0003,311,MAT000354,1100,0010,1408.67,KG,20602.97,EUR
100,5000000964,2022,0004,101,MAT000139,1200,0003,1174.6,KG,17984.36,EUR
100,5000000965,2025,0001,311,MAT000461,1100,0010,2281.18,KG,44480.5,EUR
100,5000000965,2025,0002,551,MAT000327,1100,0003,1083.32,KG,9764.51,EUR
100,5000000965,2025,0003,901,MAT000238,1000,0010,934.21,KG,2878.01,EUR
100,5000000965,2025,0004,901,MAT000311,1400,0010,4485.09,KG,68871.6,EUR
100,5000000966,2024,0001,311,MAT000053,1000,0002,4249.37,KG,39696.67,EUR
100,5000000966,2024,0002,311,MAT000487,1100,0002,4247.11,KG,16873.05,EUR
100,5000000967,2024,0001,101,MAT000331,1100,0001,3284.54,KG,50773.07,EUR
100,5000000967,2024,0002,311,MAT000216,1400,0002,2346.92,KG,35406.15,EUR
100,5000000967,2024,0003,901,MAT000185,1400,0001,1661.05,KG,8075.79,EUR
100,5000000967,2024,0004,551,MAT000258,1100,0001,1594.54,KG,27541.44,EUR
100,5000000968,2023,0001,301,MAT000231,1100,0010,4362.37,KG,5948.77,EUR
100,5000000968,2023,0002,601,MAT000345,1100,0002,4400.68,KG,43101.25,EUR
100,5000000968,2023,0003,201,MAT000063,1000,0002,2864.4,KG,55624.66,EUR
100,5000000968,2023,0004,551,MAT000242,1200,0002,734.48,KG,2938.57,EUR
100,5000000969,2025,0001,601,MAT000155,1100,0001,1358.29,KG,20467.28,EUR
100,5000000969,2025,0002,201,MAT000034,1000,0001,4452.98,KG,26578.45,EUR
100,5000000970,2024,0001,601,MAT000065,1200,0010,1293.97,KG,17262.18,EUR
100,5000000970,2024,0002,301,MAT000010,1400,0010,2182.36,KG,37858.7,EUR
100,5000000971,2025,0001,311,MAT000474,1000,0003,4497.39,KG,57990.94,EUR
100,5000000971,2025,0002,551,MAT000198,1400,0002,2941.91,KG,39958.97,EUR
100,5000000972,2024,0001,311,MAT000285,1200,0003,1270.51,KG,19560.15,EUR
100,5000000972,2024,0002,901,MAT000253,1200,0001,4148.78,KG,20091.78,EUR
100,5000000972,2024,0003,311,MAT000152,1400,0002,2402.15,KG,5784.77,EUR
100,5000000972,2024,0004,901,MAT000260,1400,0001,4575.7,KG,58559.26,EUR
100,5000000973,2022,0001,261,MAT000216,1000,0003,2668.51,KG,52814.92,EUR
100,5000000973,2022,0002,551,MAT000207,1100,0003,3599.73,KG,68025.61,EUR
100,5000000973,2022,0003,311,MAT000247,1100,0002,4824.24,KG,72376.92,EUR
100,5000000973,2022,0004,311,MAT000487,1300,0001,2445.77,KG,35456.1,EUR
100,5000000974,2024,0001,601,MAT000020,1300,0002,2838.17,KG,18033.73,EUR
100,5000000974,2024,0002,101,MAT000126,1000,0003,2065.71,KG,15765.57,EUR
100,5000000975,2024,0001,301,MAT000122,1300,0001,114.33,KG,650.54,EUR
100,5000000975,2024,0002,311,MAT000075,1400,0003,3218.86,KG,18295.55,EUR
100,5000000976,2025,0001,311,MAT000112,1300,0002,2478.64,KG,48064.16,EUR
100,5000000976,2025,0002,551,MAT000323,1000,0003,805.23,KG,4219.89,EUR
100,5000000977,2025,0001,311,MAT000246,1400,0002,333.62,KG,1508.54,EUR
100,5000000977,2025,0002,601,MAT000365,1400,0002,4886.4,KG,49258.79,EUR
100,5000000977,2025,0003,101,MAT000316,1300,0010,4247.84,KG,6680.32,EUR
100,5000000978,2025,0001,261,MAT000142,1100,0010,627.65,KG,2689.46,EUR
100,5000000978,2025,0002,201,MAT000233,1200,0001,1584.3,KG,18007.0,EUR
100,5000000978,2025,0003,261,MAT000152,1300,0010,2924.43,KG,55193.63,EUR
100,5000000978,2025,0004,101,MAT000103,1100,0002,576.15,KG,5218.81,EUR
100,5000000979,2023,0001,901,MAT000138,1200,0003,1820.1,KG,23620.96,EUR
100,5000000980,2024,0001,901,MAT000022,1200,0002,1231.66,KG,15340.47,EUR
100,5000000980,2024,0002,901,MAT000491,1300,0003,2044.17,KG,10590.84,EUR
100,5000000981,2025,0001,311,MAT000123,1000,0003,1792.12,KG,33762.95,EUR
100,5000000982,2024,0001,601,MAT000235,1300,0010,2538.91,KG,41562.8,EUR
100,5000000983,2022,0001,261,MAT000489,1000,0003,303.57,KG,3727.24,EUR
100,5000000984,2025,0001,601,MAT000468,1200,0002,3333.93,KG,50301.12,EUR
100,5000000984,2025,0002,301,MAT000216,1100,0003,3709.96,KG,9484.55,EUR
100,5000000984,2025,0003,311,MAT000204,1000,0001,3129.86,KG,54712.44,EUR
100,5000000984,2025,0004,901,MAT000209,1300,0003,1328.83,KG,19866.63,EUR
100,5000000985,2024,0001,551,MAT000254,1300,0010,2634.87,KG,45611.45,EUR
100,5000000985,2024,0002,901,MAT000053,1000,0003,734.03,KG,2854.07,EUR
100,5000000986,2022,0001,901,MAT000083,1100,0002,3574.99,KG,60531.35,EUR
100,5000000986,2022,0002,101,MAT000433,1400,0002,2133.08,KG,25013.53,EUR
100,5000000987,2023,0001,261,MAT000010,1400,0002,700.5,KG,6046.53,EUR
100,5000000987,2023,0002,551,MAT000342,1300,0002,2741.33,KG,52900.35,EUR
100,5000000988,2022,0001,101,MAT000339,1200,0010,542.97,KG,8398.99,EUR
100,5000000989,2022,0001,201,MAT000296,1300,0010,1355.41,KG,11683.7,EUR
100,5000000989,2022,0002,551,MAT000179,1400,0002,2888.34,KG,52153.24,EUR
