MANDT,MBLNR,MJAHR,BUDAT,BLDAT,USNAM
100,5000002180,2022,20220704,20220704,USER049
100,5000002181,2024,20240910,20240910,USER010
100,5000002182,2022,20220209,20220209,USER032
100,5000002183,2025,20251207,20251207,USER029
100,5000002184,2022,20220716,20220716,USER048
100,5000002185,2023,20231217,20231217,USER018
100,5000002186,2022,20220703,20220703,USER001
100,5000002187,2023,20230519,20230519,USER008
100,5000002188,2023,20231003,20231003,USER011
100,5000002189,2023,20231231,20231231,USER037
100,5000002190,2025,20251007,20251007,USER027
100,5000002191,2022,20220911,20220911,USER040
100,5000002192,2025,20250323,20250323,USER004
100,5000002193,2022,20220529,20220529,USER029
100,5000002194,2025,20250924,20250924,USER049
100,5000002195,2025,20251122,20251122,USER006
100,5000002196,2022,20220604,20220604,USER042
100,5000002197,2025,20250322,20250322,USER027
100,5000002198,2025,20250908,20250908,USER030
100,5000002199,2023,20230916,20230916,USER044
100,5000002200,2022,20220327,20220327,USER024
100,5000002201,2023,20230405,20230405,USER001
100,5000002202,2023,20230710,20230710,USER009
100,5000002203,2023,20231115,20231115,USER043
100,5000002204,2022,20220818,20220818,USER016
100,5000002205,2023,20230413,20230413,USER050
100,5000002206,2022,20221218,20221218,USER009
100,5000002207,2025,20250523,20250523,USER007
100,5000002208,2025,20250815,20250815,USER042
100,5000002209,2023,20230814,20230814,USER044
100,5000002210,2024,20241003,20241003,USER031
100,5000002211,2024,20240302,20240302,USER005
100,5000002212,2023,20231204,20231204,USER027
100,5000002213,2024,20240308,20240308,USER047
100,5000002214,2025,20250221,20250221,USER024
100,5000002215,2023,20231118,20231118,USER041
100,5000002216,2025,20250830,20250830,USER039
100,5000002217,2025,20251002,20251002,USER048
100,5000002218,2023,20231125,20231125,USER020
100,5000002219,2023,20231006,20231006,USER032
100,5000002220,2023,20230706,20230706,USER024
100,5000002221,2024,20240607,20240607,USER004
100,5000002222,2022,20220218,20220218,USER048
100,5000002223,2023,20230302,20230302,USER050
100,5000002224,2022,20220727,20220727,USER042
100,5000002225,2024,20240913,20240913,USER041
100,5000002226,2022,20220405,20220405,USER042
100,5000002227,2022,20220719,20220719,USER028
100,5000002228,2023,20230221,20230221,USER021
100,5000002229,2023,20230210,20230210,USER025
100,5000002230,2025,20250501,20250501,USER027
100,5000002231,2022,20220927,20220927,USER046
100,5000002232,2024,20240717,20240717,USER013
100,5000002233,2022,20221208,20221208,USER005
100,5000002234,2024,20241217,20241217,USER009
100,5000002235,2022,20221130,20221130,USER049
100,5000002236,2025,20250714,20250714,USER028
100,5000002237,2023,20230218,20230218,USER045
100,5000002238,2023,20230330,20230330,USER035
100,5000002239,2022,20220121,20220121,USER023
100,5000002240,2022,20220401,20220401,USER045
100,5000002241,2022,20221224,20221224,USER012
100,5000002242,2024,20240703,20240703,USER005
100,5000002243,2023,20230401,20230401,USER021
100,5000002244,2024,20240225,20240225,USER050
100,5000002245,2024,20240523,20240523,USER044
100,5000002246,2023,20230511,20230511,USER041
100,5000002247,2025,20251029,20251029,USER021
100,5000002248,2023,20231025,20231025,USER030
100,5000002249,2022,20220827,20220827,USER020
100,5000002250,2022,20220202,20220202,USER035
100,5000002251,2023,20230429,20230429,USER001
100,5000002252,2024,20240428,20240428,USER045
100,5000002253,2023,20230305,20230305,USER048
100,5000002254,2023,20231030,20231030,USER031
100,5000002255,2025,20250206,20250206,USER024
100,5000002256,2024,20241115,20241115,USER027
100,5000002257,2025,20250917,20250917,USER029
100,5000002258,2025,20250319,20250319,USER019
100,5000002259,2024,20240113,20240113,USER011
100,5000002260,2023,20231126,20231126,USER043
100,5000002261,2024,20240317,20240317,USER030
100,5000002262,2025,20250109,20250109,USER032
100,5000002263,2024,20240127,20240127,USER031
100,5000002264,2024,20240819,20240819,USER031
100,5000002265,2022,20220222,20220222,USER017
100,5000002266,2024,20240617,20240617,USER005
100,5000002267,2024,20240730,20240730,USER011
100,5000002268,2024,20241202,20241202,USER047
100,5000002269,2023,20230325,20230325,USER035
100,5000002270,2022,20220713,20220713,USER005
100,5000002271,2025,20250723,20250723,USER045
100,5000002272,2024,20240411,20240411,USER040
100,5000002273,2022,20221211,20221211,USER016
100,5000002274,2023,20230910,20230910,USER031
100,5000002275,2025,20250526,20250526,USER004
100,5000002276,2022,20220903,20220903,USER013
100,5000002277,2022,20220910,20220910,USER024
100,5000002278,2023,20230806,20230806,USER041
100,5000002279,2025,20250724,20250724,USER022
100,5000002280,2025,20250328,20250328,USER005
100,5000002281,2022,20220501,20220501,USER022
100,5000002282,2023,20230824,20230824,USER018
100,5000002283,2023,20231229,20231229,USER003
100,5000002284,2024,20240628,20240628,USER014
100,5000002285,2025,20250812,20250812,USER009
100,5000002286,2025,20250304,20250304,USER027
100,5000002287,2023,20230724,20230724,USER019
100,5000002288,2023,20230712,20230712,USER050
100,5000002289,2022,20220205,20220205,USER041
100,5000002290,2023,20231202,20231202,USER004
100,5000002291,2022,20220407,20220407,USER002
100,5000002292,2022,20221206,20221206,USER016
100,5000002293,2025,20251229,20251229,USER025
100,5000002294,2023,20230209,20230209,USER011
100,5000002295,2023,20230410,20230410,USER041
100,5000002296,2024,20241130,20241130,USER049
100,5000002297,2025,20250423,20250423,USER005
100,5000002298,2023,20230623,20230623,USER031
100,5000002299,2024,20240816,20240816,USER017
100,5000002300,2025,20250204,20250204,USER050
100,5000002301,2025,20250822,20250822,USER029
100,5000002302,2024,20240725,20240725,USER026
100,5000002303,2023,20230124,20230124,USER008
100,5000002304,2023,20230225,20230225,USER001
100,5000002305,2022,20220305,20220305,USER023
100,5000002306,2023,20230311,20230311,USER041
100,5000002307,2023,20231001,20231001,USER020
100,5000002308,2024,20241215,20241215,USER014
100,5000002309,2022,20221025,20221025,USER036
100,5000002310,2024,20240301,20240301,USER046
100,5000002311,2024,20240325,20240325,USER001
100,5000002312,2023,20230216,20230216,USER013
100,5000002313,2025,20251201,20251201,USER010
100,5000002314,2025,20250720,20250720,USER050
100,5000002315,2024,20240728,20240728,USER029
100,5000002316,2023,20230730,20230730,USER041
100,5000002317,2023,20230305,20230305,USER042
100,5000002318,2022,20220415,20220415,USER005
100,5000002319,2025,20251201,20251201,USER002
100,5000002320,2023,20230604,20230604,USER006
100,5000002321,2022,20220616,20220616,USER005
100,5000002322,2022,20220211,20220211,USER033
100,5000002323,2025,20250922,20250922,USER041
100,5000002324,2023,20231108,20231108,USER009
100,5000002325,2022,20221016,20221016,USER019
100,5000002326,2024,20240323,20240323,USER044
100,5000002327,2024,20240730,20240730,USER049
100,5000002328,2023,20231027,20231027,USER039
100,5000002329,2025,20250818,20250818,USER047
100,5000002330,2023,20230714,20230714,USER028
100,5000002331,2022,20220216,20220216,USER001
100,5000002332,2024,20240822,20240822,USER012
100,5000002333,2025,20250611,20250611,USER049
100,5000002334,2023,20230206,20230206,USER022
100,5000002335,2024,20241014,20241014,USER011
100,5000002336,2024,20240407,20240407,USER001
100,5000002337,2022,20221119,20221119,USER034
100,5000002338,2025,20250507,20250507,USER041
100,5000002339,2022,20220220,20220220,USER041
100,5000002340,2022,20220915,20220915,USER046
100,5000002341,2024,20241208,20241208,USER017
100,5000002342,2024,20240616,20240616,USER041
100,5000002343,2022,20220421,20220421,USER031
100,5000002344,2025,20251026,20251026,USER009
100,5000002345,2023,20230214,20230214,USER041
100,5000002346,2024,20240223,20240223,USER017
100,5000002347,2024,20240624,20240624,USER050
100,5000002348,2024,20240112,20240112,USER044
100,5000002349,2025,20250813,20250813,USER037
100,5000002350,2023,20230427,20230427,USER006
100,5000002351,2023,20231209,20231209,USER021
100,5000002352,2022,20220407,20220407,USER021
100,5000002353,2024,20241116,20241116,USER020
100,5000002354,2024,20240518,20240518,USER043
100,5000002355,2025,20250430,20250430,USER045
100,5000002356,2022,20220731,20220731,USER004
100,5000002357,2024,20240614,20240614,USER016
100,5000002358,2025,20251003,20251003,USER025
100,5000002359,2022,20221210,20221210,USER038
100,5000002360,2022,20220325,20220325,USER001
100,5000002361,2022,20221006,20221006,USER001
100,5000002362,2025,20251001,20251001,USER030
100,5000002363,2022,20220313,20220313,USER005
100,5000002364,2024,20240203,20240203,USER015
100,5000002365,2025,20251122,20251122,USER001
100,5000002366,2022,20221209,20221209,USER046
100,5000002367,2023,20230605,20230605,USER039
100,5000002368,2023,20230307,20230307,USER015
100,5000002369,2025,20250224,20250224,USER004
100,5000002370,2023,20231125,20231125,USER009
100,5000002371,2025,20250907,20250907,USER008
100,5000002372,2025,20251001,20251001,USER017
100,5000002373,2022,20220609,20220609,USER040
100,5000002374,2025,20251118,20251118,USER038
100,5000002375,2023,20231005,20231005,USER038
100,5000002376,2025,20250207,20250207,USER038
100,5000002377,2023,20230130,20230130,USER005
100,5000002378,2024,20240106,20240106,USER026
100,5000002379,2023,20230401,20230401,USER001
100,5000002380,2023,20230606,20230606,USER041
100,5000002381,2023,20231126,20231126,USER018
100,5000002382,2023,20231219,20231219,USER008
100,5000002383,2025,20250316,20250316,USER004
100,5000002384,2024,20241026,20241026,USER016
100,5000002385,2022,20220927,20220927,USER030
100,5000002386,2024,20240624,20240624,USER040
100,5000002387,2025,20250926,20250926,USER044
100,5000002388,2023,20230430,20230430,USER026
100,5000002389,2022,20220305,20220305,USER022
100,5000002390,2024,20240903,20240903,USER031
100,5000002391,2024,20240207,20240207,USER013
100,5000002392,2022,20220224,20220224,USER033
100,5000002393,2024,20240323,20240323,USER045
100,5000002394,2022,20221017,20221017,USER030
100,5000002395,2022,20221031,20221031,USER024
100,5000002396,2023,20230514,20230514,USER050
100,5000002397,2024,20240726,20240726,USER025
100,5000002398,2023,20230208,20230208,USER006
100,5000002399,2024,20240910,20240910,USER022
100,5000002400,2022,20220228,20220228,USER033
100,5000002401,2025,20250721,20250721,USER010
100,5000002402,2022,20220827,20220827,USER046
100,5000002403,2025,20250131,20250131,USER033
100,5000002404,2024,20240209,20240209,USER033
100,5000002405,2024,20241025,20241025,USER035
100,5000002406,2022,20220109,20220109,USER033
100,5000002407,2022,20220427,20220427,USER043
100,5000002408,2023,20230510,20230510,USER022
100,5000002409,2025,20251122,20251122,USER022
100,5000002410,2022,20220904,20220904,USER003
100,5000002411,2025,20250910,20250910,USER045
100,5000002412,2023,20231022,20231022,USER016
100,5000002413,2024,20240926,20240926,USER042
100,5000002414,2022,20221116,20221116,USER024
100,5000002415,2022,20221228,20221228,USER043
100,5000002416,2025,20250219,20250219,USER029
100,5000002417,2023,20230301,20230301,USER001
100,5000002418,2022,20220829,20220829,USER030
100,5000002419,2022,20220831,20220831,USER046
100,5000002420,2022,20220730,20220730,USER020
100,5000002421,2024,20240402,20240402,USER010
100,5000002422,2023,20230529,20230529,USER033
100,5000002423,2024,20240207,20240207,USER025
100,5000002424,2022,20221205,20221205,USER029
100,5000002425,2023,20230103,20230103,USER014
100,5000002426,2024,20241029,20241029,USER050
100,5000002427,2022,20221231,20221231,USER006
100,5000002428,2022,20220222,20220222,USER006
100,5000002429,2024,20240521,20240521,USER025
100,5000002430,2023,20230610,20230610,USER027
100,5000002431,2022,20221105,20221105,USER006
100,5000002432,2023,20231212,20231212,USER015
100,5000002433,2022,20220725,20220725,USER002
100,5000002434,2024,20240203,20240203,USER017
100,5000002435,2024,20240505,20240505,USER015
100,5000002436,2022,20220215,20220215,USER027
100,5000002437,2023,20230324,20230324,USER033
100,5000002438,2023,20230509,20230509,USER029
100,5000002439,2024,20241118,20241118,USER027
100,5000002440,2024,20240229,20240229,USER046
100,5000002441,2024,20240220,20240220,USER009
100,5000002442,2022,20221025,20221025,USER039
100,5000002443,2024,20240313,20240313,USER045
100,5000002444,2025,20250309,20250309,USER037
100,5000002445,2024,20240219,20240219,USER001
100,5000002446,2022,20220829,20220829,USER050
100,5000002447,2024,20241025,20241025,USER003
100,5000002448,2022,20221106,20221106,USER002
100,5000002449,2025,20250601,20250601,USER029
100,5000002450,2024,20240903,20240903,USER047
100,5000002451,2025,20250119,20250119,USER037
100,5000002452,2022,20220203,20220203,USER041
100,5000002453,2025,20250411,20250411,USER048
100,5000002454,2025,20250827,20250827,USER032
100,5000002455,2024,20240307,20240307,USER025
100,5000002456,2024,20241112,20241112,USER047
100,5000002457,2025,20250310,20250310,USER008
100,5000002458,2024,20240427,20240427,USER010
100,5000002459,2023,20231120,20231120,USER005
100,5000002460,2023,20230820,20230820,USER023
100,5000002461,2025,20250429,20250429,USER044
100,5000002462,2022,20221019,20221019,USER022
100,5000002463,2025,20250710,20250710,USER033
100,5000002464,2022,20220527,20220527,USER034
100,5000002465,2025,20250917,20250917,USER022
100,5000002466,2025,20250507,20250507,USER008
100,5000002467,2025,20250821,20250821,USER020
100,5000002468,2024,20240125,20240125,USER040
100,5000002469,2023,20230216,20230216,USER044
100,5000002470,2022,20220704,20220704,USER044
100,5000002471,2023,20230408,20230408,USER027
100,5000002472,2022,20220718,20220718,USER023
100,5000002473,2025,20250628,20250628,USER045
100,5000002474,2022,20220721,20220721,USER013
100,5000002475,2023,20230925,20230925,USER004
100,5000002476,2023,20230930,20230930,USER044
100,5000002477,2022,20220916,20220916,USER007
100,5000002478,2025,20251121,20251121,USER038
100,5000002479,2025,20250410,20250410,USER031
100,5000002480,2025,20250428,20250428,USER009
100,5000002481,2022,20220727,20220727,USER015
100,5000002482,2024,20241125,20241125,USER036
100,5000002483,2024,20240130,20240130,USER022
100,5000002484,2024,20240206,20240206,USER012
100,5000002485,2023,20230423,20230423,USER013
100,5000002486,2023,20230803,20230803,USER025
100,5000002487,2022,20220313,20220313,USER047
100,5000002488,2025,20250918,20250918,USER007
100,5000002489,2023,20230202,20230202,USER004
100,5000002490,2023,20230616,20230616,USER033
100,5000002491,2022,20220113,20220113,USER047
100,5000002492,2022,20220921,20220921,USER022
100,5000002493,2025,20250701,20250701,USER001
100,5000002494,2025,20250424,20250424,USER029
100,5000002495,2024,20240314,20240314,USER033
100,5000002496,2023,20230610,20230610,USER045
100,5000002497,2022,20220406,20220406,USER025
100,5000002498,2022,20221216,20221216,USER027
100,5000002499,2022,20221124,20221124,USER036
100,5000002500,2023,20230222,20230222,USER012
100,5000002501,2025,20250207,20250207,USER038
100,5000002502,2024,20240801,20240801,USER045
100,5000002503,2025,20251003,20251003,USER031
100,5000002504,2023,20230210,20230210,USER013
100,5000002505,2022,20220618,20220618,USER023
100,5000002506,2024,20241007,20241007,USER016
100,5000002507,2025,20251230,20251230,USER035
100,5000002508,2022,20220622,20220622,USER011
100,5000002509,2023,20230103,20230103,USER022
100,5000002510,2024,20240209,20240209,USER028
100,5000002511,2023,20230716,20230716,USER012
100,5000002512,2022,20220323,20220323,USER020
100,5000002513,2022,20220606,20220606,USER042
100,5000002514,2023,20231124,20231124,USER023
100,5000002515,2023,20230821,20230821,USER016
100,5000002516,2022,20220919,20220919,USER005
100,5000002517,2022,20220405,20220405,USER038
100,5000002518,2023,20230523,20230523,USER047
100,5000002519,2023,20231108,20231108,USER034
100,5000002520,2023,20230404,20230404,USER048
100,5000002521,2025,20251109,20251109,USER007
100,5000002522,2022,20221020,20221020,USER025
100,5000002523,2024,20241117,20241117,USER021
100,5000002524,2025,20250928,20250928,USER016
100,5000002525,2025,20250806,20250806,USER020
100,5000002526,2025,20250821,20250821,USER047
100,5000002527,2022,20221021,20221021,USER030
100,5000002528,2025,20250503,20250503,USER012
100,5000002529,2022,20220723,20220723,USER032
100,5000002530,2022,20220816,20220816,USER005
100,5000002531,2023,20230406,20230406,USER008
100,5000002532,2025,20250119,20250119,USER030
100,5000002533,2023,20231022,20231022,USER043
100,5000002534,2025,20250812,20250812,USER022
100,5000002535,2025,20250821,20250821,USER016
100,5000002536,2023,20230309,20230309,USER012
100,5000002537,2024,20240816,20240816,USER003
100,5000002538,2022,20220930,20220930,USER018
100,5000002539,2022,20221202,20221202,USER006
100,5000002540,2023,20231010,20231010,USER037
100,5000002541,2022,20220705,20220705,USER009
100,5000002542,2022,20220122,20220122,USER013
100,5000002543,2025,20250507,20250507,USER050
100,5000002544,2024,20240821,20240821,USER045
100,5000002545,2022,20220817,20220817,USER026
100,5000002546,2024,20240323,20240323,USER022
100,5000002547,2023,20230915,20230915,USER006
100,5000002548,2022,20220117,20220117,USER010
100,5000002549,2023,20230329,20230329,USER035
100,5000002550,2025,20250308,20250308,USER011
100,5000002551,2022,20221007,20221007,USER033
100,5000002552,2024,20241230,20241230,USER018
100,5000002553,2024,20240805,20240805,USER009
100,5000002554,2025,20250202,20250202,USER017
100,5000002555,2023,20230805,20230805,USER045
100,5000002556,2024,20240224,20240224,USER006
100,5000002557,2025,20250105,20250105,USER040
100,5000002558,2024,20240718,20240718,USER037
100,5000002559,2025,20250612,20250612,USER044
100,5000002560,2023,20230212,20230212,USER016
100,5000002561,2022,20220125,20220125,USER042
100,5000002562,2025,20250309,20250309,USER036
100,5000002563,2025,20250625,20250625,USER040
100,5000002564,2022,20221015,20221015,USER043
100,5000002565,2025,20251020,20251020,USER044
100,5000002566,2025,20251113,20251113,USER039
100,5000002567,2023,20231118,20231118,USER037
100,5000002568,2024,20240423,20240423,USER030
100,5000002569,2022,20221026,20221026,USER016
100,5000002570,2024,20241014,20241014,USER028
100,5000002571,2022,20220723,20220723,USER018
100,5000002572,2022,20220221,20220221,USER050
100,5000002573,2025,20250324,20250324,USER019
100,5000002574,2025,20250306,20250306,USER014
100,5000002575,2025,20251019,20251019,USER020
100,5000002576,2024,20240116,20240116,USER016
100,5000002577,2023,20230123,20230123,USER029
100,5000002578,2024,20241101,20241101,USER019
100,5000002579,2023,20230515,20230515,USER019
100,5000002580,2024,20241118,20241118,USER010
100,5000002581,2025,20250802,20250802,USER014
100,5000002582,2023,20230324,20230324,USER015
100,5000002583,2024,20240202,20240202,USER028
100,5000002584,2025,20250712,20250712,USER013
100,5000002585,2022,20220402,20220402,USER018
100,5000002586,2023,20230909,20230909,USER017
100,5000002587,2022,20220623,20220623,USER022
100,5000002588,2025,20251222,20251222,USER015
100,5000002589,2023,20231217,20231217,USER035
100,5000002590,2025,20250702,20250702,USER047
100,5000002591,2023,20230131,20230131,USER050
100,5000002592,2025,20250625,20250625,USER027
100,5000002593,2023,20230129,20230129,USER020
100,5000002594,2025,20250925,20250925,USER034
100,5000002595,2025,20250325,20250325,USER048
100,5000002596,2022,20220630,20220630,USER042
100,5000002597,2024,20240224,20240224,USER039
100,5000002598,2024,20240211,20240211,USER004
100,5000002599,2022,20220121,20220121,USER004
100,5000002600,2022,20220825,20220825,USER023
100,5000002601,2024,20241117,20241117,USER041
100,5000002602,2024,20241009,20241009,USER042
100,5000002603,2024,20240823,20240823,USER036
100,5000002604,2025,20250824,20250824,USER040
100,5000002605,2023,20230629,20230629,USER015
100,5000002606,2024,20241103,20241103,USER011
100,5000002607,2025,20250713,20250713,USER019
100,5000002608,2024,20240816,20240816,USER004
100,5000002609,2023,20230818,20230818,USER015
100,5000002610,2022,20220405,20220405,USER021
100,5000002611,2025,20251120,20251120,USER043
100,5000002612,2022,20220717,20220717,USER029
100,5000002613,2025,20250913,20250913,USER002
100,5000002614,2023,20230410,20230410,USER008
100,5000002615,2022,20220206,20220206,USER013
100,5000002616,2022,20220207,20220207,USER018
100,5000002617,2025,20250118,20250118,USER048
100,5000002618,2023,20230120,20230120,USER026
100,5000002619,2024,20241004,20241004,USER027
100,5000002620,2023,20230129,20230129,USER018
100,5000002621,2024,20240612,20240612,USER022
100,5000002622,2025,20250912,20250912,USER011
100,5000002623,2023,20230708,20230708,USER046
100,5000002624,2025,20251014,20251014,USER048
100,5000002625,2024,20241105,20241105,USER017
100,5000002626,2023,20230831,20230831,USER043
100,5000002627,2022,20220130,20220130,USER005
100,5000002628,2023,20230417,20230417,USER028
100,5000002629,2024,20240908,20240908,USER033
100,5000002630,2024,20240616,20240616,USER001
100,5000002631,2025,20250311,20250311,USER001
100,5000002632,2024,20240729,20240729,USER015
100,5000002633,2023,20230930,20230930,USER022
100,5000002634,2023,20230418,20230418,USER022
100,5000002635,2023,20230826,20230826,USER023
100,5000002636,2022,20221110,20221110,USER027
100,5000002637,2022,20220716,20220716,USER040
100,5000002638,2022,20220722,20220722,USER004
100,5000002639,2025,20250120,20250120,USER020
100,5000002640,2023,20230725,20230725,USER049
100,5000002641,2023,20231109,20231109,USER034
100,5000002642,2025,20251209,20251209,USER019
100,5000002643,2024,20240810,20240810,USER024
100,5000002644,2023,20231215,20231215,USER040
100,5000002645,2025,20250524,20250524,USER038
100,5000002646,2025,20250526,20250526,USER017
100,5000002647,2025,20250520,20250520,USER050
100,5000002648,2022,20220115,20220115,USER018
100,5000002649,2023,20230903,20230903,USER007
100,5000002650,2024,20240605,20240605,USER026
100,5000002651,2024,20240506,20240506,USER016
100,5000002652,2022,20220331,20220331,USER043
100,5000002653,2025,20250817,20250817,USER004
100,5000002654,2022,20220708,20220708,USER021
100,5000002655,2022,20221108,20221108,USER010
100,5000002656,2024,20241110,20241110,USER023
100,5000002657,2024,20240403,20240403,USER026
100,5000002658,2024,20240313,20240313,USER038
100,5000002659,2023,20231101,20231101,USER032
100,5000002660,2022,20220415,20220415,USER004
100,5000002661,2022,20220327,20220327,USER017
100,5000002662,2025,20250110,20250110,USER031
100,5000002663,2024,20240513,20240513,USER030
100,5000002664,2024,20241209,20241209,USER007
100,5000002665,2023,20230510,20230510,USER003
100,5000002666,2022,20220206,20220206,USER050
100,5000002667,2025,20250808,20250808,USER013
100,5000002668,2025,20250720,20250720,USER008
100,5000002669,2025,20251110,20251110,USER011
100,5000002670,2023,20230303,20230303,USER031
100,5000002671,2023,20230117,20230117,USER034
100,5000002672,2022,20221107,20221107,USER031
100,5000002673,2025,20250131,20250131,USER049
100,5000002674,2023,20230219,20230219,USER015
100,5000002675,2024,20240326,20240326,USER013
100,5000002676,2023,20230519,20230519,USER029
100,5000002677,2025,20250901,20250901,USER007
100,5000002678,2022,20221007,20221007,USER004
100,5000002679,2022,20221111,20221111,USER030
100,5000002680,2023,20231021,20231021,USER028
100,5000002681,2025,20250624,20250624,USER022
100,5000002682,2023,20230322,20230322,USER001
100,5000002683,2024,20240214,20240214,USER031
100,5000002684,2025,20250507,20250507,USER041
100,5000002685,2024,20241025,20241025,USER004
100,5000002686,2024,20241113,20241113,USER029
100,5000002687,2025,20251229,20251229,USER020
100,5000002688,2025,20250727,20250727,USER036
100,5000002689,2024,20240323,20240323,USER043
100,5000002690,2023,20230610,20230610,USER010
100,5000002691,2024,20240815,20240815,USER037
100,5000002692,2023,20230623,20230623,USER008
100,5000002693,2024,20240828,20240828,USER007
100,5000002694,2024,20240413,20240413,USER049
100,5000002695,2023,20230507,20230507,USER045
100,5000002696,2022,20220717,20220717,USER014
100,5000002697,2022,20220109,20220109,USER047
100,5000002698,2023,20230109,20230109,USER046
100,5000002699,2025,20250813,20250813,USER029
100,5000002700,2025,20250716,20250716,USER025
100,5000002701,2024,20241123,20241123,USER024
100,5000002702,2024,20240802,20240802,USER027
100,5000002703,2022,20220316,20220316,USER011
100,5000002704,2025,20250731,20250731,USER016
100,5000002705,2022,20221129,20221129,USER002
100,5000002706,2025,20251026,20251026,USER023
100,5000002707,2024,20240624,20240624,USER042
100,5000002708,2023,20230907,20230907,USER038
100,5000002709,2023,20231030,20231030,USER020
100,5000002710,2023,20230727,20230727,USER038
100,5000002711,2022,20221229,20221229,USER007
100,5000002712,2022,20220630,20220630,USER022
100,5000002713,2024,20240219,20240219,USER045
100,5000002714,2024,20241012,20241012,USER019
100,5000002715,2025,20250928,20250928,USER026
100,5000002716,2023,20230503,20230503,USER019
100,5000002717,2022,20220118,20220118,USER046
100,5000002718,2022,20220530,20220530,USER040
100,5000002719,2025,20251003,20251003,USER031
100,5000002720,2023,20230210,20230210,USER042
100,5000002721,2022,20220215,20220215,USER026
100,5000002722,2025,20251211,20251211,USER021
100,5000002723,2022,20220130,20220130,USER001
100,5000002724,2023,20230925,20230925,USER040
100,5000002725,2022,20220214,20220214,USER006
100,5000002726,2024,20240407,20240407,USER033
100,5000002727,2024,20241124,20241124,USER037
100,5000002728,2022,20220517,20220517,USER004
100,5000002729,2025,20251122,20251122,USER038
100,5000002730,2025,20250102,20250102,USER022
100,5000002731,2023,20230117,20230117,USER032
100,5000002732,2025,20250207,20250207,USER005
100,5000002733,2023,20230615,20230615,USER029
100,5000002734,2025,20250211,20250211,USER035
100,5000002735,2025,20250727,20250727,USER032
100,5000002736,2024,20240511,20240511,USER007
100,5000002737,2024,20241126,20241126,USER039
100,5000002738,2023,20231119,20231119,USER016
100,5000002739,2024,20240730,20240730,USER004
100,5000002740,2023,20230102,20230102,USER042
100,5000002741,2023,20230518,20230518,USER028
100,5000002742,2024,20241216,20241216,USER002
100,5000002743,2022,20221125,20221125,USER004
100,5000002744,2023,20230311,20230311,USER026
100,5000002745,2024,20241027,20241027,USER038
100,5000002746,2023,20230527,20230527,USER005
100,5000002747,2024,20240502,20240502,USER006
100,5000002748,2024,20240825,20240825,USER034
100,5000002749,2023,20230111,20230111,USER023
100,5000002750,2023,20231015,20231015,USER024
100,5000002751,2025,20250525,20250525,USER040
100,5000002752,2024,20240129,20240129,USER034
100,5000002753,2022,20220114,20220114,USER011
100,5000002754,2022,20220913,20220913,USER029
100,5000002755,2024,20240719,20240719,USER008
100,5000002756,2024,20241203,20241203,USER008
100,5000002757,2022,20220317,20220317,USER048
100,5000002758,2022,20220920,20220920,USER018
100,5000002759,2022,20221014,20221014,USER020
100,5000002760,2023,20230125,20230125,USER015
100,5000002761,2023,20231003,20231003,USER032
100,5000002762,2023,20230728,20230728,USER003
100,5000002763,2024,20241024,20241024,USER033
100,5000002764,2023,20230216,20230216,USER012
100,5000002765,2022,20221127,20221127,USER045
100,5000002766,2022,20221110,20221110,USER032
100,5000002767,2023,20231005,20231005,USER008
100,5000002768,2025,20250710,20250710,USER044
100,5000002769,2025,20250706,20250706,USER004
100,5000002770,2022,20220426,20220426,USER044
100,5000002771,2025,20251116,20251116,USER025
100,5000002772,2025,20250319,20250319,USER006
100,5000002773,2023,20230914,20230914,USER025
100,5000002774,2025,20250112,20250112,USER041
100,5000002775,2024,20240929,20240929,USER005
100,5000002776,2022,20221220,20221220,USER029
100,5000002777,2023,20231213,20231213,USER008
100,5000002778,2024,20240125,20240125,USER015
100,5000002779,2025,20251011,20251011,USER044
100,5000002780,2025,20250304,20250304,USER006
100,5000002781,2023,20230611,20230611,USER016
100,5000002782,2024,20240531,20240531,USER015
100,5000002783,2022,20220104,20220104,USER026
100,5000002784,2023,20231212,20231212,USER012
100,5000002785,2022,20220607,20220607,USER047
100,5000002786,2024,20240420,20240420,USER030
100,5000002787,2022,20220218,20220218,USER018
100,5000002788,2024,20241213,20241213,USER043
100,5000002789,2023,20230316,20230316,USER021
100,5000002790,2024,20241223,20241223,USER013
100,5000002791,2024,20240819,20240819,USER007
100,5000002792,2024,20240306,20240306,USER023
100,5000002793,2025,20250416,20250416,USER002
100,5000002794,2025,20250507,20250507,USER010
100,5000002795,2025,20250102,20250102,USER038
100,5000002796,2025,20250205,20250205,USER046
100,5000002797,2022,20220719,20220719,USER014
100,5000002798,2023,20230529,20230529,USER015
100,5000002799,2024,20240822,20240822,USER015
100,5000002800,2024,20240220,20240220,USER007
100,5000002801,2022,20220725,20220725,USER037
100,5000002802,2022,20221110,20221110,USER009
100,5000002803,2024,20240616,20240616,USER004
100,5000002804,2025,20250101,20250101,USER039
100,5000002805,2022,20220505,20220505,USER015
100,5000002806,2025,20250206,20250206,USER046
100,5000002807,2023,20230217,20230217,USER010
100,5000002808,2023,20230325,20230325,USER022
100,5000002809,2025,20250401,20250401,USER029
100,5000002810,2022,20220619,20220619,USER025
100,5000002811,2024,20240101,20240101,USER003
100,5000002812,2025,20251222,20251222,USER012
100,5000002813,2025,20250128,20250128,USER039
