MANDT,AUFNR,DESSION,STLNR,GAMNG,GMEIN,GLTRS,GLTRP
100,1001208,38841104,BOM000110,4659,ST,20250515,20250519
100,1001209,15781267,BOM000066,6453,ST,20250626,20250701
100,1001210,96760404,BOM000079,9508,ST,20250423,20250424
100,1001211,37933432,BOM000088,5681,ST,20230825,20230830
100,1001212,28781148,BOM000108,5518,ST,20250118,20250120
100,1001213,59817219,BOM000111,9992,ST,20230412,20230415
100,1001214,65723584,BOM000074,4033,ST,20230610,20230614
100,1001215,71496726,BOM000138,9654,ST,20250808,20250810
100,1001216,32430631,BOM000136,3552,ST,20220217,20220222
100,1001217,25001147,BOM000047,1213,ST,20220713,20220714
100,1001218,92783335,BOM000150,6519,ST,20230920,20230922
100,1001219,31677440,BOM000011,2695,ST,20250104,20250107
100,1001220,34095221,BOM000161,1044,ST,20220614,20220615
100,1001221,85390508,BOM000114,4227,ST,20231211,20231216
100,1001222,13272941,BOM000106,1041,ST,20250105,20250109
100,1001223,49008895,BOM000027,3471,ST,20230711,20230712
100,1001224,46325817,BOM000048,9378,ST,20250126,20250131
100,1001225,78998363,BOM000070,771,ST,20230107,20230110
100,1001226,35072580,BOM000160,6509,ST,20230910,20230915
100,1001227,35421283,BOM000098,1787,ST,20250421,20250423
100,1001228,89820380,BOM000119,6091,ST,20241004,20241006
100,1001229,47023833,BOM000133,6866,ST,20250708,20250713
100,1001230,09157820,BOM000148,6853,ST,20230521,20230522
100,1001231,81981783,BOM000031,8285,ST,20240316,20240320
100,1001232,18722257,BOM000113,6817,ST,20221226,20221231
100,1001233,96592140,BOM000066,2847,ST,20241116,20241118
100,1001234,66959927,BOM000001,7418,ST,20220902,20220906
100,1001235,88881234,BOM000027,6959,ST,20250601,20250604
100,1001236,34608854,BOM000051,7555,ST,20250103,20250104
100,1001237,60770572,BOM000018,363,ST,20241229,20250103
100,1001238,84207815,BOM000108,485,ST,20220506,20220508
100,1001239,31829191,BOM000135,2944,ST,20250818,20250819
100,1001240,90429152,BOM000017,747,ST,20251003,20251005
100,1001241,27385527,BOM000150,1462,ST,20220903,20220906
100,1001242,89540309,BOM000130,4038,ST,20220131,20220204
100,1001243,17882467,BOM000135,9125,ST,20220427,20220501
100,1001244,45189422,BOM000032,2373,ST,20240804,20240808
100,1001245,50050577,BOM000098,6776,ST,20220111,20220113
100,1001246,05467023,BOM000083,208,ST,20230701,20230706
100,1001247,24486311,BOM000081,1388,ST,20230309,20230312
100,1001248,60075969,BOM000089,8464,ST,20250414,20250418
100,1001249,39066562,BOM000101,2468,ST,20230918,20230919
100,1001250,59025329,BOM000132,7161,ST,20231112,20231117
100,1001251,01093005,BOM000036,3890,ST,20250522,20250527
100,1001252,50447539,BOM000080,9535,ST,20250618,20250620
100,1001253,90834284,BOM000053,3792,ST,20231125,20231126
100,1001254,78906479,BOM000053,7794,ST,20220531,20220601
100,1001255,17945262,BOM000068,6767,ST,20221125,20221130
100,1001256,89143642,BOM000135,288,ST,20240322,20240327
100,1001257,16114923,BOM000021,7813,ST,20250509,20250512
100,1001258,57556043,BOM000028,8219,ST,20230212,20230213
100,1001259,67604841,BOM000079,5181,ST,20240924,20240925
100,1001260,98285415,BOM000023,1592,ST,20241125,20241130
100,1001261,59025469,BOM000017,8926,ST,20220504,20220509
100,1001262,11027592,BOM000010,3170,ST,20250613,20250614
100,1001263,49232997,BOM000064,3888,ST,20220314,20220316
100,1001264,09379433,BOM000111,3661,ST,20240829,20240902
100,1001265,48209309,BOM000007,3559,ST,20220406,20220407
100,1001266,62919099,BOM000022,6663,ST,20250127,20250201
100,1001267,24838301,BOM000091,2342,ST,20220112,20220113
100,1001268,33408858,BOM000007,7480,ST,20230827,20230829
100,1001269,34418482,BOM000026,8757,ST,20220421,20220425
100,1001270,37001944,BOM000110,7317,ST,20220404,20220409
100,1001271,30179071,BOM000118,5284,ST,20221211,20221216
100,1001272,29330905,BOM000109,6923,ST,20230706,20230708
100,1001273,86694146,BOM000092,6047,ST,20220730,20220803
100,1001274,73944952,BOM000161,8438,ST,20230114,20230119
100,1001275,73420518,BOM000078,646,ST,20240928,20241001
100,1001276,11579369,BOM000027,4005,ST,20251023,20251026
100,1001277,61601084,BOM000013,9909,ST,20220306,20220307
100,1001278,05161996,BOM000012,5310,ST,20240103,20240106
100,1001279,05119083,BOM000140,5845,ST,20220605,20220607
100,1001280,29831600,BOM000071,3578,ST,20250912,20250915
100,1001281,04353603,BOM000052,5504,ST,20251218,20251220
100,1001282,77151049,BOM000067,5946,ST,20250812,20250815
100,1001283,71176098,BOM000018,5194,ST,20241227,20241229
100,1001284,43748932,BOM000011,1314,ST,20230830,20230903
100,1001285,90085531,BOM000116,4487,ST,20220111,20220115
100,1001286,32605061,BOM000061,3555,ST,20250331,20250403
100,1001287,45097946,BOM000133,3386,ST,20250107,20250108
100,1001288,47347714,BOM000038,8299,ST,20240623,20240626
100,1001289,11762755,BOM000113,2007,ST,20250916,20250920
100,1001290,29699928,BOM000082,5365,ST,20230515,20230518
100,1001291,34687521,BOM000107,5539,ST,20250108,20250111
100,1001292,53376191,BOM000103,7892,ST,20230404,20230405
100,1001293,13320852,BOM000005,4593,ST,20250323,20250325
100,1001294,87719001,BOM000077,4608,ST,20251210,20251215
100,1001295,38637316,BOM000100,754,ST,20251016,20251017
100,1001296,46866803,BOM000085,633,ST,20260104,20260109
100,1001297,24173119,BOM000007,5898,ST,20220327,20220331
100,1001298,02451666,BOM000041,7070,ST,20220222,20220225
100,1001299,89944634,BOM000060,6845,ST,20220306,20220311
100,1001300,54429040,BOM000161,9953,ST,20240215,20240216
100,1001301,19330978,BOM000105,3231,ST,20241209,20241210
100,1001302,27881448,BOM000101,8042,ST,20240713,20240717
100,1001303,97750355,BOM000101,5871,ST,20220116,20220121
100,1001304,80380659,BOM000074,9446,ST,20221023,20221024
100,1001305,46850310,BOM000140,4068,ST,20220426,20220430
100,1001306,78458349,BOM000125,1336,ST,20231004,20231007
100,1001307,49274920,BOM000042,2005,ST,20240416,20240418
100,1001308,17405615,BOM000057,7630,ST,20240511,20240515
100,1001309,70128578,BOM000059,5998,ST,20250907,20250910
100,1001310,84733572,BOM000094,1857,ST,20251112,20251114
100,1001311,01643776,BOM000001,9735,ST,20250509,20250512
100,1001312,89236470,BOM000060,1739,ST,20241122,20241126
100,1001313,97119518,BOM000134,9202,ST,20220530,20220604
100,1001314,13734480,BOM000006,4189,ST,20221209,20221210
100,1001315,12650726,BOM000157,1297,ST,20220914,20220916
100,1001316,55793349,BOM000037,2407,ST,20250612,20250614
100,1001317,10188503,BOM000110,9380,ST,20250806,20250808
100,1001318,52014058,BOM000080,2351,ST,20251222,20251226
100,1001319,27894816,BOM000158,8568,ST,20220620,20220621
100,1001320,78770407,BOM000017,9359,ST,20220712,20220713
100,1001321,27210055,BOM000094,5470,ST,20220629,20220701
100,1001322,56564687,BOM000078,7640,ST,20220603,20220605
100,1001323,05907077,BOM000004,1637,ST,20230810,20230815
100,1001324,94685665,BOM000011,7279,ST,20230127,20230201
100,1001325,55163607,BOM000024,7403,ST,20250613,20250615
100,1001326,11637764,BOM000066,1605,ST,20250808,20250811
100,1001327,05280396,BOM000109,1500,ST,20250505,20250509
100,1001328,59886703,BOM000082,9837,ST,20240815,20240818
100,1001329,34766718,BOM000087,7214,ST,20250909,20250913
100,1001330,86375738,BOM000006,4989,ST,20250410,20250412
100,1001331,73699692,BOM000161,2044,ST,20231119,20231122
100,1001332,53518823,BOM000085,9753,ST,20221010,20221011
100,1001333,70943090,BOM000019,9761,ST,20220116,20220117
100,1001334,13027385,BOM000135,3033,ST,20220616,20220621
100,1001335,03258986,BOM000011,1200,ST,20250609,20250611
100,1001336,47471174,BOM000046,3435,ST,20221019,20221023
100,1001337,08161954,BOM000120,1094,ST,20230106,20230107
100,1001338,74004188,BOM000037,5248,ST,20250122,20250126
100,1001339,34484586,BOM000052,6630,ST,20220502,20220505
100,1001340,85835009,BOM000090,220,ST,20250217,20250218
100,1001341,98010537,BOM000153,2585,ST,20221001,20221003
100,1001342,61102549,BOM000089,9303,ST,20220306,20220307
100,1001343,70297012,BOM000098,8870,ST,20220413,20220417
100,1001344,88897745,BOM000041,9515,ST,20220724,20220727
100,1001345,15976439,BOM000064,248,ST,20230315,20230320
100,1001346,90939961,BOM000158,4654,ST,20230209,20230210
100,1001347,87035480,BOM000062,829,ST,20220727,20220731
100,1001348,85570208,BOM000044,7940,ST,20250327,20250401
100,1001349,09076287,BOM000128,1378,ST,20230927,20231002
100,1001350,21888130,BOM000090,7304,ST,20250730,20250804
100,1001351,42914906,BOM000102,9073,ST,20240715,20240718
100,1001352,85812246,BOM000082,2752,ST,20220508,20220510
100,1001353,31885486,BOM000013,8613,ST,20251218,20251220
100,1001354,57933734,BOM000105,6544,ST,20240614,20240618
100,1001355,77232214,BOM000129,6195,ST,20240928,20240929
100,1001356,67723639,BOM000057,7763,ST,20220509,20220514
100,1001357,91761778,BOM000051,9053,ST,20250630,20250701
100,1001358,32088856,BOM000072,8199,ST,20240629,20240703
100,1001359,75977589,BOM000104,3278,ST,20231231,20240102
100,1001360,94472946,BOM000025,383,ST,20220514,20220516
100,1001361,56574063,BOM000124,8737,ST,20220416,20220417
100,1001362,56793569,BOM000069,2042,ST,20230523,20230526
100,1001363,58197146,BOM000044,534,ST,20230318,20230320
100,1001364,62930171,BOM000093,5237,ST,20240312,20240314
100,1001365,32978402,BOM000029,4500,ST,20250321,20250323
100,1001366,38578787,BOM000135,636,ST,20250925,20250927
100,1001367,67880164,BOM000036,7653,ST,20220313,20220314
100,1001368,38294337,BOM000062,3407,ST,20230707,20230709
100,1001369,89361337,BOM000119,3920,ST,20231004,20231005
100,1001370,64056650,BOM000055,3202,ST,20231105,20231108
100,1001371,75583495,BOM000111,7842,ST,20250421,20250425
100,1001372,67114666,BOM000047,2023,ST,20250731,20250805
100,1001373,84978419,BOM000115,4792,ST,20250201,20250206
100,1001374,59681610,BOM000140,5264,ST,20230210,20230215
100,1001375,47303641,BOM000108,1270,ST,20220823,20220828
100,1001376,17970274,BOM000068,7268,ST,20230101,20230106
100,1001377,29027829,BOM000137,6016,ST,20220226,20220228
100,1001378,53117630,BOM000095,4065,ST,20221218,20221221
100,1001379,89944569,BOM000143,3356,ST,20241113,20241115
100,1001380,06072275,BOM000060,5801,ST,20251030,20251101
100,1001381,24170737,BOM000110,3538,ST,20221129,20221204
100,1001382,23746973,BOM000033,2430,ST,20251207,20251212
100,1001383,82506381,BOM000097,1046,ST,20230607,20230608
100,1001384,72713639,BOM000104,929,ST,20250523,20250525
100,1001385,70874446,BOM000021,2061,ST,20240113,20240116
100,1001386,36182659,BOM000055,9117,ST,20250802,20250803
100,1001387,20514153,BOM000046,7976,ST,20230409,20230414
100,1001388,04995187,BOM000073,7016,ST,20250325,20250326
100,1001389,63648454,BOM000151,2406,ST,20250305,20250308
100,1001390,60371843,BOM000091,6001,ST,20221002,20221003
100,1001391,18159001,BOM000024,6297,ST,20240703,20240707
100,1001392,74432890,BOM000075,7184,ST,20240908,20240909
100,1001393,33083463,BOM000051,1023,ST,20250313,20250316
100,1001394,59112521,BOM000051,9173,ST,20231118,20231120
100,1001395,00670378,BOM000097,7921,ST,20220730,20220731
100,1001396,76918661,BOM000014,2935,ST,20230611,20230616
100,1001397,38398114,BOM000007,2113,ST,20230616,20230619
100,1001398,13036618,BOM000111,3841,ST,20230408,20230409
100,1001399,42195731,BOM000146,2510,ST,20250206,20250208
100,1001400,11992916,BOM000071,664,ST,20220710,20220714
100,1001401,73763818,BOM000130,9294,ST,20240505,20240508
100,1001402,71090739,BOM000022,9281,ST,20231106,20231110
100,1001403,26468547,BOM000071,9773,ST,20240328,20240402
100,1001404,19956757,BOM000119,5054,ST,20220126,20220130
100,1001405,02272784,BOM000077,609,ST,20230405,20230410
100,1001406,85551202,BOM000050,1844,ST,20250116,20250120
100,1001407,59462566,BOM000083,386,ST,20251102,20251105
100,1001408,87553850,BOM000069,1450,ST,20220614,20220618
100,1001409,93519121,BOM000093,243,ST,20220624,20220628
100,1001410,57688162,BOM000097,4446,ST,20241129,20241203
100,1001411,26828066,BOM000161,7055,ST,20230122,20230125
100,1001412,03419661,BOM000079,5828,ST,20240328,20240402
100,1001413,30259920,BOM000057,7446,ST,20251004,20251006
100,1001414,48532579,BOM000062,220,ST,20250721,20250723
100,1001415,90083700,BOM000088,739,ST,20230624,20230627
100,1001416,73398408,BOM000086,340,ST,20250821,20250824
100,1001417,54449577,BOM000092,3073,ST,20220626,20220627
100,1001418,90175236,BOM000014,2141,ST,20231012,20231015
100,1001419,39327024,BOM000051,3053,ST,20251210,20251215
100,1001420,98673170,BOM000082,1784,ST,20230207,20230209
100,1001421,43059182,BOM000162,289,ST,20240324,20240326
100,1001422,40518173,BOM000125,3606,ST,20251206,20251210
100,1001423,59791609,BOM000128,803,ST,20251114,20251117
100,1001424,85647205,BOM000084,9376,ST,20250723,20250726
100,1001425,19340204,BOM000142,9134,ST,20230327,20230330
100,1001426,10892139,BOM000019,6413,ST,20230416,20230420
100,1001427,13306689,BOM000140,8912,ST,20230505,20230507
100,1001428,91003174,BOM000058,5536,ST,20240519,20240523
100,1001429,13319506,BOM000076,8815,ST,20221005,20221007
100,1001430,56656784,BOM000102,8275,ST,20240806,20240807
100,1001431,32859673,BOM000099,3636,ST,20250708,20250710
100,1001432,34560567,BOM000107,3036,ST,20251225,20251227
100,1001433,65354851,BOM000097,9545,ST,20240921,20240922
100,1001434,20760514,BOM000042,4730,ST,20220725,20220730
100,1001435,80872348,BOM000042,1864,ST,20251119,20251121
100,1001436,66902837,BOM000024,7880,ST,20240602,20240603
100,1001437,57456150,BOM000012,6157,ST,20221012,20221015
100,1001438,69905960,BOM000131,9973,ST,20220316,20220319
100,1001439,71328969,BOM000037,1957,ST,20250721,20250722
100,1001440,52182416,BOM000014,7693,ST,20240528,20240602
100,1001441,72838856,BOM000046,1160,ST,20220723,20220725
100,1001442,58240801,BOM000015,1354,ST,20231113,20231117
100,1001443,38475481,BOM000089,3901,ST,20250514,20250515
100,1001444,53838995,BOM000160,9575,ST,20221012,20221015
100,1001445,27392775,BOM000048,761,ST,20230807,20230811
100,1001446,90208042,BOM000109,3399,ST,20220402,20220406
100,1001447,83594650,BOM000039,1065,ST,20250109,20250112
100,1001448,67043445,BOM000125,8196,ST,20230109,20230110
100,1001449,57036508,BOM000088,3900,ST,20220910,20220915
100,1001450,83996868,BOM000103,2036,ST,20220604,20220609
100,1001451,01737135,BOM000004,3150,ST,20240608,20240609
100,1001452,81527970,BOM000124,1809,ST,20230117,20230119
100,1001453,15645895,BOM000149,911,ST,20230828,20230830
100,1001454,47049148,BOM000159,2355,ST,20220305,20220309
100,1001455,39887496,BOM000137,9620,ST,20250704,20250709
100,1001456,86257648,BOM000094,7953,ST,20230214,20230217
100,1001457,94907476,BOM000137,7762,ST,20230717,20230721
100,1001458,74711665,BOM000086,5127,ST,20230401,20230402
100,1001459,86268868,BOM000027,5565,ST,20220505,20220508
100,1001460,93758208,BOM000073,6948,ST,20230618,20230620
100,1001461,74513321,BOM000019,4498,ST,20251222,20251223
100,1001462,25281497,BOM000127,3617,ST,20220925,20220927
100,1001463,11101121,BOM000102,8362,ST,20221009,20221010
100,1001464,45058951,BOM000157,4426,ST,20220316,20220319
100,1001465,48637514,BOM000044,5445,ST,20250804,20250806
100,1001466,38185075,BOM000024,1686,ST,20240408,20240410
100,1001467,08451621,BOM000091,2632,ST,20240306,20240307
100,1001468,83879075,BOM000014,3902,ST,20221204,20221205
100,1001469,56346084,BOM000107,8276,ST,20220818,20220819
100,1001470,74450076,BOM000092,488,ST,20230915,20230917
100,1001471,71361063,BOM000111,6265,ST,20240229,20240303
100,1001472,53215310,BOM000155,3834,ST,20220905,20220907
100,1001473,42371381,BOM000111,9203,ST,20230610,20230613
100,1001474,11277207,BOM000005,2702,ST,20230918,20230919
100,1001475,12822059,BOM000013,719,ST,20220131,20220202
100,1001476,28954839,BOM000041,5405,ST,20220228,20220302
100,1001477,98804333,BOM000105,4224,ST,20240401,20240406
100,1001478,82233805,BOM000132,9269,ST,20250831,20250903
100,1001479,45659705,BOM000108,6157,ST,20220519,20220521
100,1001480,93701297,BOM000155,5498,ST,20240508,20240509
100,1001481,11945652,BOM000079,2689,ST,20230709,20230712
100,1001482,77908358,BOM000142,1329,ST,20220522,20220524
100,1001483,53800730,BOM000109,7738,ST,20221127,20221202
100,1001484,47239390,BOM000042,7824,ST,20230926,20230928
100,1001485,61574535,BOM000008,1230,ST,20221202,20221203
100,1001486,99427591,BOM000088,7326,ST,20220428,20220502
100,1001487,30057246,BOM000155,1968,ST,20230611,20230615
100,1001488,63657321,BOM000134,1358,ST,20250808,20250809
100,1001489,57070754,BOM000040,6622,ST,20240310,20240315
100,1001490,83567767,BOM000158,3557,ST,20250529,20250531
100,1001491,40325867,BOM000133,6617,ST,20231118,20231119
100,1001492,03238425,BOM000123,675,ST,20250607,20250610
100,1001493,94785819,BOM000041,592,ST,20241002,20241006
100,1001494,33343495,BOM000161,2377,ST,20241004,20241007
100,1001495,02313017,BOM000131,6944,ST,20230713,20230714
100,1001496,20541751,BOM000068,8608,ST,20220401,20220404
100,1001497,60512657,BOM000109,9527,ST,20220515,20220517
100,1001498,48982985,BOM000129,9197,ST,20251118,20251123
100,1001499,84985284,BOM000134,8297,ST,20231222,20231223
100,1001500,44297913,BOM000158,1191,ST,20230405,20230406
100,1001501,85737028,BOM000007,8541,ST,20240527,20240530
100,1001502,46434077,BOM000097,4383,ST,20251111,20251116
100,1001503,41578526,BOM000150,2522,ST,20250201,20250202
100,1001504,82961095,BOM000020,6354,ST,20240405,20240407
100,1001505,32029216,BOM000069,2143,ST,20240724,20240726
100,1001506,74306538,BOM000124,7671,ST,20230502,20230506
100,1001507,04194464,BOM000124,1960,ST,20230424,20230428
100,1001508,64059916,BOM000027,9984,ST,20240926,20240929
100,1001509,67997460,BOM000034,2474,ST,20250704,20250705
100,1001510,23356419,BOM000078,5180,ST,20240508,20240513
100,1001511,89065432,BOM000043,358,ST,20230105,20230107
100,1001512,77622353,BOM000096,9834,ST,20231226,20231231
100,1001513,64707926,BOM000010,6849,ST,20230605,20230610
100,1001514,92788738,BOM000057,1658,ST,20241205,20241210
100,1001515,85800741,BOM000029,8411,ST,20250103,20250107
100,1001516,61803277,BOM000111,4696,ST,20221002,20221006
100,1001517,34857466,BOM000037,4372,ST,20231019,20231022
100,1001518,33610691,BOM000046,6193,ST,20220908,20220912
100,1001519,46274559,BOM000079,1130,ST,20240929,20240930
100,1001520,52215095,BOM000094,5031,ST,20220123,20220127
100,1001521,37412629,BOM000115,8473,ST,20250725,20250730
100,1001522,74120532,BOM000058,2661,ST,20230425,20230426
100,1001523,79172757,BOM000127,1957,ST,20220708,20220712
100,1001524,65483495,BOM000064,4285,ST,20231023,20231027
100,1001525,91307431,BOM000042,6276,ST,20220904,20220907
100,1001526,10539312,BOM000090,241,ST,20240517,20240520
100,1001527,96672988,BOM000076,3457,ST,20220205,20220210
100,1001528,62418080,BOM000155,3484,ST,20241228,20241231
100,1001529,40641294,BOM000133,9077,ST,20251204,20251208
100,1001530,11174203,BOM000078,1284,ST,20221231,20230101
100,1001531,84031234,BOM000150,8416,ST,20240316,20240320
100,1001532,32381786,BOM000108,3297,ST,20250611,20250615
100,1001533,47860474,BOM000099,4191,ST,20240623,20240624
100,1001534,98294967,BOM000025,5279,ST,20241125,20241128
100,1001535,10389257,BOM000152,3881,ST,20221223,20221224
100,1001536,42664768,BOM000051,7061,ST,20250306,20250311
100,1001537,30574479,BOM000035,9915,ST,20250202,20250206
100,1001538,44429354,BOM000006,643,ST,20221106,20221107
100,1001539,35678465,BOM000032,8988,ST,20241121,20241125
100,1001540,02599750,BOM000019,2396,ST,20251221,20251225
100,1001541,04083371,BOM000067,3167,ST,20250315,20250318
100,1001542,58580084,BOM000109,6354,ST,20230913,20230918
100,1001543,77527834,BOM000079,2985,ST,20240312,20240315
100,1001544,62453532,BOM000040,5226,ST,20221021,20221022
100,1001545,09666411,BOM000056,4865,ST,20221008,20221011
100,1001546,97932066,BOM000090,7590,ST,20230414,20230417
100,1001547,75508373,BOM000072,7670,ST,20240406,20240408
100,1001548,90180207,BOM000044,7002,ST,20231011,20231016
100,1001549,60561142,BOM000122,3269,ST,20240330,20240404
100,1001550,19809329,BOM000125,6651,ST,20250130,20250201
100,1001551,08996560,BOM000087,7905,ST,20250409,20250413
100,1001552,74822148,BOM000148,7854,ST,20240503,20240504
100,1001553,46393171,BOM000100,1997,ST,20230506,20230508
100,1001554,24135844,BOM000072,1583,ST,20240826,20240830
100,1001555,51270346,BOM000113,9271,ST,20220624,20220625
100,1001556,31246789,BOM000006,9091,ST,20250518,20250520
100,1001557,80974516,BOM000086,9512,ST,20230908,20230909
100,1001558,99084588,BOM000082,2273,ST,20241111,20241116
100,1001559,73102997,BOM000091,6715,ST,20231223,20231224
100,1001560,61147593,BOM000123,2798,ST,20240624,20240626
100,1001561,12425451,BOM000129,2611,ST,20230709,20230712
100,1001562,80734011,BOM000064,8521,ST,20220814,20220815
100,1001563,26691394,BOM000019,7379,ST,20220401,20220404
100,1001564,05830455,BOM000055,9777,ST,20221008,20221013
100,1001565,40830020,BOM000162,1298,ST,20240409,20240412
100,1001566,59845845,BOM000128,8481,ST,20250330,20250404
100,1001567,18358050,BOM000046,7667,ST,20240322,20240324
100,1001568,80065504,BOM000154,4764,ST,20251007,20251011
100,1001569,05032196,BOM000008,5176,ST,20250627,20250702
100,1001570,94054861,BOM000040,6017,ST,20250714,20250718
100,1001571,96201966,BOM000078,1627,ST,20231218,20231219
100,1001572,30343853,BOM000117,4032,ST,20221204,20221206
100,1001573,07170150,BOM000073,7746,ST,20230731,20230801
100,1001574,43599790,BOM000103,5418,ST,20240301,20240303
100,1001575,28976993,BOM000066,5835,ST,20221226,20221228
100,1001576,63019617,BOM000016,7151,ST,20230723,20230728
100,1001577,57572388,BOM000078,762,ST,20230228,20230301
100,1001578,04121944,BOM000033,5628,ST,20221105,20221110
100,1001579,60809184,BOM000030,7510,ST,20230625,20230626
100,1001580,71559988,BOM000157,1688,ST,20220425,20220430
100,1001581,28665316,BOM000062,1973,ST,20251002,20251005
100,1001582,78111652,BOM000047,1356,ST,20251128,20251129
100,1001583,25177373,BOM000002,2286,ST,20240626,20240701
100,1001584,17007315,BOM000147,2702,ST,20250210,20250212
100,1001585,51134741,BOM000075,6714,ST,20230106,20230111
100,1001586,58736096,BOM000144,9452,ST,20230521,20230525
100,1001587,62644298,BOM000055,298,ST,20231118,20231120
100,1001588,57891691,BOM000037,8792,ST,20220908,20220909
100,1001589,02359675,BOM000008,5831,ST,20240118,20240122
100,1001590,96873885,BOM000103,5316,ST,20241121,20241125
100,1001591,17248770,BOM000110,4320,ST,20250526,20250529
100,1001592,31541345,BOM000052,280,ST,20241114,20241117
100,1001593,61371107,BOM000101,1795,ST,20220217,20220222
100,1001594,91016762,BOM000058,4538,ST,20240413,20240417
100,1001595,59725782,BOM000079,2379,ST,20220709,20220713
100,1001596,95385270,BOM000046,8218,ST,20220729,20220803
100,1001597,42288074,BOM000085,3649,ST,20240901,20240902
100,1001598,25588704,BOM000028,2655,ST,20230724,20230726
100,1001599,37870114,BOM000073,2103,ST,20250426,20250430
100,1001600,38889072,BOM000064,8307,ST,20230206,20230209
100,1001601,88766439,BOM000026,4208,ST,20220625,20220627
100,1001602,49726053,BOM000102,1058,ST,20230204,20230207
100,1001603,09743366,BOM000054,1898,ST,20230817,20230822
100,1001604,57923942,BOM000044,3636,ST,20220406,20220409
100,1001605,69940547,BOM000059,231,ST,20230323,20230326
100,1001606,93868254,BOM000039,8858,ST,20250908,20250909
100,1001607,00136639,BOM000046,1291,ST,20240106,20240111
100,1001608,73297513,BOM000053,9569,ST,20220926,20220927
100,1001609,49871089,BOM000088,9262,ST,20241229,20250102
100,1001610,60767111,BOM000062,2279,ST,20240607,20240612
100,1001611,24986911,BOM000160,2311,ST,20230902,20230904
100,1001612,96751729,BOM000012,2523,ST,20250526,20250528
100,1001613,90605601,BOM000033,9707,ST,20240214,20240215
100,1001614,91277208,BOM000057,6102,ST,20230603,20230607
100,1001615,25207424,BOM000132,9750,ST,20240116,20240120
100,1001616,24421394,BOM000101,7513,ST,20240712,20240716
100,1001617,69361659,BOM000157,8360,ST,20230517,20230518
100,1001618,71245908,BOM000011,9594,ST,20220720,20220722
100,1001619,77572247,BOM000126,6293,ST,20250105,20250109
100,1001620,09964116,BOM000008,4280,ST,20240925,20240929
100,1001621,06773995,BOM000052,3399,ST,20230920,20230925
100,1001622,30342029,BOM000037,7471,ST,20220221,20220226
100,1001623,14504813,BOM000079,164,ST,20240423,20240424
100,1001624,81576187,BOM000080,8749,ST,20231212,20231214
100,1001625,12853247,BOM000161,3431,ST,20220824,20220826
100,1001626,39694063,BOM000144,4684,ST,20250302,20250307
100,1001627,64803875,BOM000093,5350,ST,20251025,20251027
100,1001628,42111616,BOM000159,6615,ST,20230225,20230301
100,1001629,89596960,BOM000102,1942,ST,20240401,20240405
100,1001630,56773594,BOM000060,5245,ST,20230812,20230817
100,1001631,28534911,BOM000147,4078,ST,20230629,20230703
100,1001632,40946429,BOM000096,711,ST,20230410,20230412
100,1001633,75941289,BOM000156,4831,ST,20230317,20230319
100,1001634,71949847,BOM000025,7544,ST,20240316,20240317
100,1001635,37280844,BOM000071,8885,ST,20250620,20250622
100,1001636,21933323,BOM000124,1229,ST,20240128,20240130
100,1001637,07911730,BOM000069,3030,ST,20230111,20230112
100,1001638,79466909,BOM000004,7768,ST,20250527,20250530
100,1001639,49175066,BOM000056,6243,ST,20230914,20230916
100,1001640,41461079,BOM000101,4063,ST,20241208,20241209
100,1001641,23972949,BOM000102,3755,ST,20230307,20230310
100,1001642,51634668,BOM000037,5820,ST,20231017,20231021
100,1001643,25659380,BOM000104,7994,ST,20220816,20220817
100,1001644,07785876,BOM000163,4971,ST,20250123,20250125
100,1001645,05027303,BOM000033,9282,ST,20241025,20241028
100,1001646,03879505,BOM000047,2672,ST,20231010,20231011
100,1001647,98543359,BOM000147,1296,ST,20241108,20241113
100,1001648,92969225,BOM000059,5829,ST,20220805,20220809
100,1001649,27272180,BOM000133,3386,ST,20240913,20240918
100,1001650,94219946,BOM000134,7430,ST,20250515,20250520
100,1001651,28443531,BOM000148,3838,ST,20240630,20240705
100,1001652,36110269,BOM000063,2643,ST,20240404,20240405
100,1001653,23099385,BOM000121,8579,ST,20230128,20230130
100,1001654,06635977,BOM000121,6026,ST,20240310,20240312
100,1001655,89053884,BOM000104,8132,ST,20241222,20241225
100,1001656,85730051,BOM000074,5027,ST,20251021,20251022
100,1001657,37482977,BOM000075,4484,ST,20250316,20250321
100,1001658,35428983,BOM000138,7617,ST,20220813,20220817
100,1001659,80743330,BOM000045,8459,ST,20250102,20250103
100,1001660,23552431,BOM000058,8658,ST,20220120,20220121
100,1001661,90782228,BOM000023,5646,ST,20230430,20230505
100,1001662,48661129,BOM000033,5595,ST,20250620,20250624
100,1001663,33965286,BOM000028,7343,ST,20231217,20231218
100,1001664,94970703,BOM000043,3940,ST,20220705,20220707
100,1001665,89527946,BOM000040,8443,ST,20241013,20241015
100,1001666,78958479,BOM000114,4328,ST,20220619,20220621
100,1001667,41037871,BOM000111,9540,ST,20250209,20250214
100,1001668,97364674,BOM000111,3264,ST,20230829,20230903
100,1001669,06350282,BOM000157,6972,ST,20220210,20220215
100,1001670,99612468,BOM000048,5849,ST,20250104,20250109
100,1001671,75964878,BOM000109,6310,ST,20231014,20231017
100,1001672,21476586,BOM000103,6080,ST,20230609,20230611
100,1001673,42413563,BOM000104,8023,ST,20221031,20221101
