MANDT,BUKRS,LIFNR,UMSKS,AUGDT,AUGBL,GJAHR,BELNR,DMBTR,WAERS
100,1000,0000000030,,20230916,0010000376,2023,0010000376,2641.1,EUR
100,2000,0000000118,,20230404,0010000377,2024,0010000377,2008.68,EUR
100,1000,0000000148,,20240121,0010000378,2023,0010000378,3747.51,EUR
100,2000,0000000199,,20241128,0010000379,2024,0010000379,2177.05,EUR
100,1000,0000000193,,20230330,0010000380,2023,0010000380,2534.75,EUR
100,2000,0000000119,,20230518,0010000381,2024,0010000381,4212.02,EUR
100,1000,0000000159,,20220502,0010000382,2023,0010000382,169.31,EUR
100,2000,0000000131,,20221128,0010000383,2024,0010000383,461.2,EUR
100,1000,0000000007,,20240723,0010000384,2023,0010000384,620.29,EUR
100,2000,0000000061,,20220115,0010000385,2024,0010000385,2412.84,EUR
100,1000,0000000071,,20230112,0010000386,2023,0010000386,2681.92,EUR
100,2000,0000000119,,20220730,0010000387,2024,0010000387,4848.21,EUR
100,1000,0000000186,,20240302,0010000388,2023,0010000388,2001.55,EUR
100,2000,0000000080,,20230128,0010000389,2024,0010000389,1850.02,EUR
100,1000,0000000145,,20230922,0010000390,2023,0010000390,637.05,EUR
100,2000,0000000011,,20221209,0010000391,2024,0010000391,2986.07,EUR
100,1000,0000000018,,20230827,0010000392,2023,0010000392,709.91,EUR
100,2000,0000000032,,20220402,0010000393,2024,0010000393,4336.74,EUR
100,1000,0000000034,,20240227,0010000394,2023,0010000394,2567.95,EUR
100,2000,0000000023,,20230503,0010000395,2024,0010000395,2886.46,EUR
100,1000,0000000023,,20240720,0010000396,2023,0010000396,2510.05,EUR
100,2000,0000000006,,20241208,0010000397,2024,0010000397,4245.55,EUR
100,1000,0000000141,,20220926,0010000398,2023,0010000398,1019.67,EUR
100,2000,0000000109,,20221213,0010000399,2024,0010000399,4703.56,EUR
100,1000,0000000196,,20220731,0010000400,2023,0010000400,4692.58,EUR
100,2000,0000000139,,20221209,0010000401,2024,0010000401,2333.54,EUR
100,1000,0000000093,,20230205,0010000402,2023,0010000402,4091.25,EUR
100,2000,0000000032,,20220826,0010000403,2024,0010000403,2906.09,EUR
100,1000,0000000175,,20240330,0010000404,2023,0010000404,1843.57,EUR
100,2000,0000000123,,20231101,0010000405,2024,0010000405,1650.31,EUR
100,1000,0000000072,,20220609,0010000406,2023,0010000406,3013.8,EUR
100,2000,0000000133,,20221110,0010000407,2024,0010000407,957.58,EUR
100,1000,0000000094,,20220410,0010000408,2023,0010000408,3561.83,EUR
100,2000,0000000134,,20241228,0010000409,2024,0010000409,3344.43,EUR
100,1000,0000000173,,20231223,0010000410,2023,0010000410,1004.36,EUR
100,2000,0000000010,,20221225,0010000411,2024,0010000411,3530.95,EUR
100,1000,0000000086,,20230414,0010000412,2023,0010000412,4555.83,EUR
100,2000,0000000033,,20220511,0010000413,2024,0010000413,1966.83,EUR
100,1000,0000000012,,20241216,0010000414,2023,0010000414,2280.36,EUR
100,2000,0000000010,,20240208,0010000415,2024,0010000415,3882.21,EUR
100,1000,0000000097,,20240626,0010000416,2023,0010000416,1514.04,EUR
100,2000,0000000083,,20230101,0010000417,2024,0010000417,206.28,EUR
100,1000,0000000133,,20240321,0010000418,2023,0010000418,1227.1,EUR
100,2000,0000000117,,20241126,0010000419,2024,0010000419,4142.72,EUR
100,1000,0000000090,,20230514,0010000420,2023,0010000420,2679.07,EUR
100,2000,0000000094,,20241020,0010000421,2024,0010000421,1587.33,EUR
100,1000,0000000129,,20220415,0010000422,2023,0010000422,2771.56,EUR
100,2000,0000000105,,20241113,0010000423,2024,0010000423,2064.45,EUR
100,1000,0000000182,,20230308,0010000424,2023,0010000424,3395.46,EUR
100,2000,0000000128,,20220817,0010000425,2024,0010000425,3093.57,EUR
100,1000,0000000016,,20221129,0010000426,2023,0010000426,383.94,EUR
100,2000,0000000168,,20230202,0010000427,2024,0010000427,2796.97,EUR
100,1000,0000000118,,20221115,0010000428,2023,0010000428,1326.01,EUR
100,2000,0000000077,,20231129,0010000429,2024,0010000429,4191.86,EUR
100,1000,0000000031,,20220608,0010000430,2023,0010000430,1791.11,EUR
100,2000,0000000169,,20230914,0010000431,2024,0010000431,4724.41,EUR
100,1000,0000000172,,20240830,0010000432,2023,0010000432,313.08,EUR
100,2000,0000000138,,20240926,0010000433,2024,0010000433,3152.08,EUR
100,1000,0000000135,,20240102,0010000434,2023,0010000434,1564.7,EUR
100,2000,0000000070,,20230801,0010000435,2024,0010000435,3910.74,EUR
100,1000,0000000191,,20240220,0010000436,2023,0010000436,3749.08,EUR
100,2000,0000000076,,20220513,0010000437,2024,0010000437,2170.18,EUR
100,1000,0000000065,,20240605,0010000438,2023,0010000438,2232.43,EUR
100,2000,0000000048,,20220725,0010000439,2024,0010000439,1635.49,EUR
100,1000,0000000192,,20221204,0010000440,2023,0010000440,652.1,EUR
100,2000,0000000125,,20220130,0010000441,2024,0010000441,1847.63,EUR
100,1000,0000000060,,20231016,0010000442,2023,0010000442,133.86,EUR
100,2000,0000000168,,20230312,0010000443,2024,0010000443,3986.58,EUR
100,1000,0000000171,,20240928,0010000444,2023,0010000444,1135.91,EUR
100,2000,0000000101,,20231208,0010000445,2024,0010000445,2128.8,EUR
100,1000,0000000131,,20231002,0010000446,2023,0010000446,727.63,EUR
100,2000,0000000042,,20220905,0010000447,2024,0010000447,3284.81,EUR
100,1000,0000000048,,20241230,0010000448,2023,0010000448,4864.55,EUR
100,2000,0000000092,,20240519,0010000449,2024,0010000449,4640.82,EUR
100,1000,0000000183,,20240504,0010000450,2023,0010000450,2713.37,EUR
100,2000,0000000066,,20241111,0010000451,2024,0010000451,2844.34,EUR
100,1000,0000000097,,20230613,0010000452,2023,0010000452,2884.4,EUR
100,2000,0000000023,,20231226,0010000453,2024,0010000453,1987.76,EUR
100,1000,0000000135,,20230603,0010000454,2023,0010000454,1771.3,EUR
100,2000,0000000033,,20220204,0010000455,2024,0010000455,4956.58,EUR
100,1000,0000000028,,20220515,0010000456,2023,0010000456,2782.17,EUR
100,2000,0000000169,,20240506,0010000457,2024,0010000457,2869.57,EUR
100,1000,0000000113,,20230504,0010000458,2023,0010000458,1983.01,EUR
100,2000,0000000077,,20220203,0010000459,2024,0010000459,3578.76,EUR
100,1000,0000000051,,20240628,0010000460,2023,0010000460,4455.86,EUR
100,2000,0000000136,,20221024,0010000461,2024,0010000461,1398.95,EUR
100,1000,0000000120,,20240816,0010000462,2023,0010000462,1155.98,EUR
100,2000,0000000158,,20240731,0010000463,2024,0010000463,3523.87,EUR
100,1000,0000000045,,20241214,0010000464,2023,0010000464,4027.44,EUR
100,2000,0000000028,,20221020,0010000465,2024,0010000465,1512.32,EUR
100,1000,0000000004,,20221017,0010000466,2023,0010000466,2050.63,EUR
100,2000,0000000122,,20240802,0010000467,2024,0010000467,3438.23,EUR
100,1000,0000000149,,20220828,0010000468,2023,0010000468,3080.18,EUR
100,2000,0000000167,,20221209,0010000469,2024,0010000469,482.96,EUR
100,1000,0000000147,,20221028,0010000470,2023,0010000470,288.53,EUR
100,2000,0000000058,,20220209,0010000471,2024,0010000471,2055.3,EUR
100,1000,0000000104,,20231021,0010000472,2023,0010000472,4744.25,EUR
100,2000,0000000137,,20230613,0010000473,2024,0010000473,218.5,EUR
100,1000,0000000061,,20220810,0010000474,2023,0010000474,2174.5,EUR
100,2000,0000000048,,20241121,0010000475,2024,0010000475,4278.54,EUR
100,1000,0000000036,,20241224,0010000476,2023,0010000476,4276.23,EUR
100,2000,0000000132,,20240224,0010000477,2024,0010000477,2541.02,EUR
100,1000,0000000160,,20230731,0010000478,2023,0010000478,208.39,EUR
100,2000,0000000135,,20220710,0010000479,2024,0010000479,4766.29,EUR
100,1000,0000000059,,20241019,0010000480,2023,0010000480,2552.24,EUR
100,2000,0000000085,,20240610,0010000481,2024,0010000481,851.73,EUR
100,1000,0000000033,,20240822,0010000482,2023,0010000482,3536.95,EUR
100,2000,0000000010,,20220909,0010000483,2024,0010000483,597.48,EUR
100,1000,0000000065,,20240509,0010000484,2023,0010000484,735.81,EUR
100,2000,0000000017,,20240611,0010000485,2024,0010000485,4852.68,EUR
100,1000,0000000155,,20240218,0010000486,2023,0010000486,1451.81,EUR
100,2000,0000000066,,20220310,0010000487,2024,0010000487,4539.4,EUR
100,1000,0000000082,,20240803,0010000488,2023,0010000488,2624.16,EUR
100,2000,0000000149,,20230330,0010000489,2024,0010000489,2122.66,EUR
100,1000,0000000012,,20230915,0010000490,2023,0010000490,2873.22,EUR
100,2000,0000000107,,20240101,0010000491,2024,0010000491,588.6,EUR
100,1000,0000000148,,20230222,0010000492,2023,0010000492,688.67,EUR
100,2000,0000000025,,20240107,0010000493,2024,0010000493,2518.86,EUR
100,1000,0000000072,,20240125,0010000494,2023,0010000494,456.99,EUR
100,2000,0000000138,,20240207,0010000495,2024,0010000495,170.43,EUR
100,1000,0000000100,,20240124,0010000496,2023,0010000496,3389.44,EUR
100,2000,0000000098,,20230619,0010000497,2024,0010000497,1847.59,EUR
100,1000,0000000122,,20230525,0010000498,2023,0010000498,281.71,EUR
100,2000,0000000097,,20230521,0010000499,2024,0010000499,349.73,EUR
100,1000,0000000128,,20220611,0010000500,2023,0010000500,2121.69,EUR
100,2000,0000000081,,20220222,0010000501,2024,0010000501,1654.65,EUR
100,1000,0000000157,,20230617,0010000502,2023,0010000502,1605.62,EUR
100,2000,0000000193,,20220528,0010000503,2024,0010000503,4919.0,EUR
100,1000,0000000070,,20231203,0010000504,2023,0010000504,3485.23,EUR
100,2000,0000000056,,20230325,0010000505,2024,0010000505,1362.56,EUR
100,1000,0000000041,,20230522,0010000506,2023,0010000506,3114.15,EUR
100,2000,0000000068,,20240827,0010000507,2024,0010000507,3904.44,EUR
100,1000,0000000077,,20240102,0010000508,2023,0010000508,2894.7,EUR
100,2000,0000000166,,20221027,0010000509,2024,0010000509,2769.28,EUR
100,1000,0000000009,,20240316,0010000510,2023,0010000510,3740.34,EUR
100,2000,0000000052,,20221229,0010000511,2024,0010000511,3877.04,EUR
100,1000,0000000150,,20220325,0010000512,2023,0010000512,1100.89,EUR
100,2000,0000000021,,20220828,0010000513,2024,0010000513,3302.78,EUR
100,1000,0000000182,,20230603,0010000514,2023,0010000514,1621.68,EUR
100,2000,0000000023,,20220529,0010000515,2024,0010000515,4154.98,EUR
100,1000,0000000017,,20241224,0010000516,2023,0010000516,2814.54,EUR
100,2000,0000000071,,20231218,0010000517,2024,0010000517,3984.11,EUR
100,1000,0000000067,,20231116,0010000518,2023,0010000518,1802.7,EUR
100,2000,0000000135,,20231024,0010000519,2024,0010000519,2148.87,EUR
100,1000,0000000176,,20221123,0010000520,2023,0010000520,4187.31,EUR
100,2000,0000000050,,20240705,0010000521,2024,0010000521,3241.52,EUR
100,1000,0000000175,,20230921,0010000522,2023,0010000522,3894.81,EUR
100,2000,0000000063,,20231030,0010000523,2024,0010000523,1200.56,EUR
100,1000,0000000171,,20231204,0010000524,2023,0010000524,4172.53,EUR
100,2000,0000000019,,20240405,0010000525,2024,0010000525,3887.95,EUR
100,1000,0000000035,,20241228,0010000526,2023,0010000526,4465.98,EUR
100,2000,0000000051,,20240907,0010000527,2024,0010000527,2242.35,EUR
100,1000,0000000079,,20231227,0010000528,2023,0010000528,2013.23,EUR
100,2000,0000000051,,20220213,0010000529,2024,0010000529,4206.04,EUR
100,1000,0000000094,,20220714,0010000530,2023,0010000530,185.48,EUR
100,2000,0000000110,,20220915,0010000531,2024,0010000531,1684.26,EUR
100,1000,0000000042,,20220112,0010000532,2023,0010000532,1230.29,EUR
100,2000,0000000073,,20221127,0010000533,2024,0010000533,1299.6,EUR
100,1000,0000000078,,20230313,0010000534,2023,0010000534,3343.52,EUR
100,2000,0000000070,,20231213,0010000535,2024,0010000535,2239.48,EUR
100,1000,0000000138,,20240530,0010000536,2023,0010000536,1029.7,EUR
100,2000,0000000155,,20230709,0010000537,2024,0010000537,594.04,EUR
100,1000,0000000181,,20240616,0010000538,2023,0010000538,2900.29,EUR
100,2000,0000000026,,20230604,0010000539,2024,0010000539,4046.92,EUR
100,1000,0000000124,,20240520,0010000540,2023,0010000540,2067.24,EUR
100,2000,0000000009,,20230321,0010000541,2024,0010000541,4558.08,EUR
100,1000,0000000032,,20241031,0010000542,2023,0010000542,985.21,EUR
100,2000,0000000144,,20220418,0010000543,2024,0010000543,1975.19,EUR
100,1000,0000000060,,20230802,0010000544,2023,0010000544,1528.24,EUR
100,2000,0000000088,,20240912,0010000545,2024,0010000545,4851.39,EUR
100,1000,0000000029,,20220504,0010000546,2023,0010000546,3384.2,EUR
100,2000,0000000106,,20220330,0010000547,2024,0010000547,1852.7,EUR
100,1000,0000000184,,20221213,0010000548,2023,0010000548,2008.7,EUR
100,2000,0000000022,,20221226,0010000549,2024,0010000549,3395.54,EUR
100,1000,0000000064,,20220324,0010000550,2023,0010000550,3427.46,EUR
100,2000,0000000020,,20240219,0010000551,2024,0010000551,2146.74,EUR
100,1000,0000000110,,20240330,0010000552,2023,0010000552,3410.79,EUR
100,2000,0000000054,,20220823,0010000553,2024,0010000553,4134.25,EUR
100,1000,0000000019,,20230811,0010000554,2023,0010000554,3685.6,EUR
100,2000,0000000040,,20230302,0010000555,2024,0010000555,3732.11,EUR
100,1000,0000000101,,20230705,0010000556,2023,0010000556,2946.48,EUR
100,2000,0000000189,,20241228,0010000557,2024,0010000557,345.06,EUR
100,1000,0000000153,,20220403,0010000558,2023,0010000558,714.63,EUR
100,2000,0000000124,,20220127,0010000559,2024,0010000559,4249.47,EUR
100,1000,0000000015,,20221216,0010000560,2023,0010000560,4307.71,EUR
100,2000,0000000198,,20221004,0010000561,2024,0010000561,338.89,EUR
100,1000,0000000112,,20240414,0010000562,2023,0010000562,1863.37,EUR
100,2000,0000000025,,20230221,0010000563,2024,0010000563,1465.78,EUR
100,1000,0000000137,,20220402,0010000564,2023,0010000564,3274.5,EUR
100,2000,0000000160,,20231126,0010000565,2024,0010000565,1828.37,EUR
100,1000,0000000052,,20230402,0010000566,2023,0010000566,2929.65,EUR
100,2000,0000000162,,20241116,0010000567,2024,0010000567,1411.44,EUR
100,1000,0000000001,,20230627,0010000568,2023,0010000568,4491.68,EUR
100,2000,0000000017,,20231112,0010000569,2024,0010000569,849.46,EUR
100,1000,0000000172,,20220617,0010000570,2023,0010000570,2338.07,EUR
100,2000,0000000189,,20240806,0010000571,2024,0010000571,2346.84,EUR
100,1000,0000000123,,20220822,0010000572,2023,0010000572,699.7,EUR
100,2000,0000000112,,20220310,0010000573,2024,0010000573,2132.36,EUR
100,1000,0000000040,,20220101,0010000574,2023,0010000574,2348.63,EUR
100,2000,0000000198,,20240808,0010000575,2024,0010000575,2364.06,EUR
100,1000,0000000120,,20230417,0010000576,2023,0010000576,4391.09,EUR
100,2000,0000000001,,20221024,0010000577,2024,0010000577,2756.38,EUR
100,1000,0000000168,,20240702,0010000578,2023,0010000578,2207.28,EUR
100,2000,0000000199,,20220616,0010000579,2024,0010000579,4341.87,EUR
100,1000,0000000112,,20230226,0010000580,2023,0010000580,3214.97,EUR
100,2000,0000000127,,20230326,0010000581,2024,0010000581,582.75,EUR
100,1000,0000000045,,20230523,0010000582,2023,0010000582,3278.32,EUR
100,2000,0000000056,,20240829,0010000583,2024,0010000583,4963.14,EUR
100,1000,0000000119,,20231203,0010000584,2023,0010000584,877.31,EUR
100,2000,0000000119,,20220426,0010000585,2024,0010000585,2384.25,EUR
100,1000,0000000099,,20240104,0010000586,2023,0010000586,4079.67,EUR
100,2000,0000000153,,20240306,0010000587,2024,0010000587,3977.09,EUR
100,1000,0000000055,,20231125,0010000588,2023,0010000588,2601.96,EUR
100,2000,0000000079,,20240407,0010000589,2024,0010000589,3981.55,EUR
100,1000,0000000140,,20240229,0010000590,2023,0010000590,274.2,EUR
100,2000,0000000112,,20240828,0010000591,2024,0010000591,2863.16,EUR
100,1000,0000000143,,20230820,0010000592,2023,0010000592,507.01,EUR
100,2000,0000000071,,20220213,0010000593,2024,0010000593,759.51,EUR
100,1000,0000000065,,20240912,0010000594,2023,0010000594,3899.66,EUR
100,2000,0000000036,,20220116,0010000595,2024,0010000595,4448.93,EUR
100,1000,0000000003,,20241130,0010000596,2023,0010000596,155.54,EUR
100,2000,0000000052,,20240131,0010000597,2024,0010000597,1523.76,EUR
100,1000,0000000111,,20240222,0010000598,2023,0010000598,2315.99,EUR
100,2000,0000000047,,20241130,0010000599,2024,0010000599,1103.43,EUR
100,1000,0000000040,,20240404,0010000600,2023,0010000600,508.77,EUR
100,2000,0000000154,,20240419,0010000601,2024,0010000601,3492.88,EUR
100,1000,0000000071,,20240107,0010000602,2023,0010000602,4443.54,EUR
100,2000,0000000192,,20230327,0010000603,2024,0010000603,121.68,EUR
100,1000,0000000200,,20220102,0010000604,2023,0010000604,3518.83,EUR
100,2000,0000000056,,20221115,0010000605,2024,0010000605,1489.21,EUR
100,1000,0000000107,,20230825,0010000606,2023,0010000606,425.37,EUR
100,2000,0000000061,,20230301,0010000607,2024,0010000607,4028.73,EUR
100,1000,0000000130,,20230513,0010000608,2023,0010000608,2926.61,EUR
100,2000,0000000143,,20231230,0010000609,2024,0010000609,2041.88,EUR
100,1000,0000000059,,20220124,0010000610,2023,0010000610,854.46,EUR
100,2000,0000000098,,20220814,0010000611,2024,0010000611,663.29,EUR
100,1000,0000000182,,20240102,0010000612,2023,0010000612,4325.51,EUR
100,2000,0000000022,,20240206,0010000613,2024,0010000613,585.29,EUR
100,1000,0000000082,,20240831,0010000614,2023,0010000614,3773.89,EUR
100,2000,0000000067,,20220714,0010000615,2024,0010000615,4712.54,EUR
100,1000,0000000006,,20231112,0010000616,2023,0010000616,3005.91,EUR
100,2000,0000000061,,20220215,0010000617,2024,0010000617,3079.67,EUR
100,1000,0000000016,,20231023,0010000618,2023,0010000618,2989.94,EUR
100,2000,0000000073,,20231201,0010000619,2024,0010000619,3801.76,EUR
100,1000,0000000102,,20241009,0010000620,2023,0010000620,1799.43,EUR
100,2000,0000000044,,20231027,0010000621,2024,0010000621,1174.8,EUR
100,1000,0000000171,,20231213,0010000622,2023,0010000622,2844.55,EUR
100,2000,0000000006,,20241121,0010000623,2024,0010000623,4050.95,EUR
100,1000,0000000015,,20240921,0010000624,2023,0010000624,2893.18,EUR
100,2000,0000000182,,20240309,0010000625,2024,0010000625,2211.37,EUR
100,1000,0000000070,,20230120,0010000626,2023,0010000626,3180.93,EUR
100,2000,0000000031,,20230710,0010000627,2024,0010000627,717.53,EUR
100,1000,0000000130,,20230120,0010000628,2023,0010000628,1251.64,EUR
100,2000,0000000076,,20220626,0010000629,2024,0010000629,4659.04,EUR
100,1000,0000000123,,20220612,0010000630,2023,0010000630,2797.69,EUR
100,2000,0000000042,,20240118,0010000631,2024,0010000631,3861.67,EUR
100,1000,0000000173,,20230113,0010000632,2023,0010000632,1480.39,EUR
100,2000,0000000147,,20240908,0010000633,2024,0010000633,2340.7,EUR
100,1000,0000000077,,20240830,0010000634,2023,0010000634,191.92,EUR
100,2000,0000000183,,20231010,0010000635,2024,0010000635,1472.33,EUR
100,1000,0000000157,,20221128,0010000636,2023,0010000636,1218.65,EUR
100,2000,0000000047,,20221007,0010000637,2024,0010000637,3089.81,EUR
100,1000,0000000063,,20240821,0010000638,2023,0010000638,4115.93,EUR
100,2000,0000000028,,20240729,0010000639,2024,0010000639,364.08,EUR
100,1000,0000000024,,20221127,0010000640,2023,0010000640,2627.02,EUR
100,2000,0000000178,,20241123,0010000641,2024,0010000641,4411.69,EUR
100,1000,0000000056,,20240531,0010000642,2023,0010000642,3059.76,EUR
100,2000,0000000025,,20240824,0010000643,2024,0010000643,1465.02,EUR
100,1000,0000000092,,20240421,0010000644,2023,0010000644,3252.31,EUR
100,2000,0000000193,,20231202,0010000645,2024,0010000645,4482.01,EUR
100,1000,0000000130,,20220322,0010000646,2023,0010000646,2536.09,EUR
100,2000,0000000033,,20230904,0010000647,2024,0010000647,4553.73,EUR
100,1000,0000000126,,20221007,0010000648,2023,0010000648,150.93,EUR
100,2000,0000000136,,20220104,0010000649,2024,0010000649,3213.04,EUR
100,1000,0000000045,,20230103,0010000650,2023,0010000650,936.47,EUR
100,2000,0000000120,,20240107,0010000651,2024,0010000651,3902.82,EUR
100,1000,0000000199,,20220603,0010000652,2023,0010000652,3458.16,EUR
100,2000,0000000130,,20230731,0010000653,2024,0010000653,2866.73,EUR
100,1000,0000000149,,20240120,0010000654,2023,0010000654,3042.67,EUR
100,2000,0000000172,,20230403,0010000655,2024,0010000655,4418.82,EUR
100,1000,0000000019,,20240318,0010000656,2023,0010000656,2003.21,EUR
100,2000,0000000083,,20220715,0010000657,2024,0010000657,878.42,EUR
100,1000,0000000010,,20240726,0010000658,2023,0010000658,1322.61,EUR
100,2000,0000000122,,20240826,0010000659,2024,0010000659,899.14,EUR
100,1000,0000000190,,20221108,0010000660,2023,0010000660,1462.51,EUR
100,2000,0000000091,,20241130,0010000661,2024,0010000661,4522.76,EUR
100,1000,0000000072,,20230721,0010000662,2023,0010000662,578.88,EUR
100,2000,0000000114,,20221118,0010000663,2024,0010000663,1033.45,EUR
100,1000,0000000001,,20241208,0010000664,2023,0010000664,363.17,EUR
100,2000,0000000055,,20241221,0010000665,2024,0010000665,100.5,EUR
100,1000,0000000004,,20230427,0010000666,2023,0010000666,595.79,EUR
100,2000,0000000051,,20240501,0010000667,2024,0010000667,3169.34,EUR
100,1000,0000000101,,20220803,0010000668,2023,0010000668,110.29,EUR
100,2000,0000000099,,20230530,0010000669,2024,0010000669,2945.58,EUR
100,1000,0000000048,,20240314,0010000670,2023,0010000670,809.08,EUR
100,2000,0000000183,,20220810,0010000671,2024,0010000671,4766.29,EUR
100,1000,0000000188,,20220421,0010000672,2023,0010000672,3167.9,EUR
100,2000,0000000070,,20240219,0010000673,2024,0010000673,805.07,EUR
100,1000,0000000186,,20230325,0010000674,2023,0010000674,3328.75,EUR
100,2000,0000000115,,20220710,0010000675,2024,0010000675,3870.47,EUR
100,1000,0000000024,,20230214,0010000676,2023,0010000676,3658.6,EUR
100,2000,0000000147,,20220626,0010000677,2024,0010000677,2148.63,EUR
100,1000,0000000012,,20220429,0010000678,2023,0010000678,262.32,EUR
100,2000,0000000028,,20220612,0010000679,2024,0010000679,2031.71,EUR
100,1000,0000000133,,20230409,0010000680,2023,0010000680,1646.67,EUR
100,2000,0000000118,,20221009,0010000681,2024,0010000681,3303.02,EUR
100,1000,0000000156,,20241007,0010000682,2023,0010000682,3073.75,EUR
100,2000,0000000137,,20230311,0010000683,2024,0010000683,3080.54,EUR
100,1000,0000000156,,20221227,0010000684,2023,0010000684,265.36,EUR
100,2000,0000000144,,20230330,0010000685,2024,0010000685,1967.61,EUR
100,1000,0000000173,,20220318,0010000686,2023,0010000686,1989.95,EUR
100,2000,0000000167,,20231114,0010000687,2024,0010000687,134.07,EUR
100,1000,0000000190,,20220501,0010000688,2023,0010000688,992.61,EUR
100,2000,0000000175,,20240502,0010000689,2024,0010000689,2197.28,EUR
100,1000,0000000014,,20230214,0010000690,2023,0010000690,430.78,EUR
100,2000,0000000124,,20230330,0010000691,2024,0010000691,2774.89,EUR
100,1000,0000000098,,20220118,0010000692,2023,0010000692,2234.52,EUR
100,2000,0000000049,,20240801,0010000693,2024,0010000693,2195.84,EUR
100,1000,0000000034,,20230107,0010000694,2023,0010000694,3189.85,EUR
100,2000,0000000011,,20230123,0010000695,2024,0010000695,4513.18,EUR
100,1000,0000000046,,20241108,0010000696,2023,0010000696,3471.58,EUR
100,2000,0000000050,,20220720,0010000697,2024,0010000697,3256.73,EUR
100,1000,0000000044,,20240403,0010000698,2023,0010000698,2063.89,EUR
100,2000,0000000158,,20220328,0010000699,2024,0010000699,2327.45,EUR
100,1000,0000000169,,20240328,0010000700,2023,0010000700,372.39,EUR
100,2000,0000000048,,20220111,0010000701,2024,0010000701,361.09,EUR
100,1000,0000000093,,20240831,0010000702,2023,0010000702,4223.81,EUR
100,2000,0000000172,,20241124,0010000703,2024,0010000703,3151.09,EUR
100,1000,0000000037,,20240107,0010000704,2023,0010000704,105.29,EUR
100,2000,0000000090,,20240515,0010000705,2024,0010000705,3172.19,EUR
100,1000,0000000003,,20240217,0010000706,2023,0010000706,3507.15,EUR
100,2000,0000000163,,20231029,0010000707,2024,0010000707,1406.23,EUR
100,1000,0000000099,,20240928,0010000708,2023,0010000708,2950.39,EUR
100,2000,0000000104,,20230221,0010000709,2024,0010000709,1366.62,EUR
100,1000,0000000145,,20221221,0010000710,2023,0010000710,1237.46,EUR
100,2000,0000000139,,20240822,0010000711,2024,0010000711,4822.55,EUR
100,1000,0000000180,,20221102,0010000712,2023,0010000712,2478.58,EUR
100,2000,0000000170,,20231217,0010000713,2024,0010000713,4730.58,EUR
100,1000,0000000196,,20220611,0010000714,2023,0010000714,2703.62,EUR
100,2000,0000000179,,20230415,0010000715,2024,0010000715,1267.26,EUR
100,1000,0000000193,,20241229,0010000716,2023,0010000716,1505.81,EUR
100,2000,0000000072,,20230326,0010000717,2024,0010000717,1965.54,EUR
100,1000,0000000006,,20240227,0010000718,2023,0010000718,860.87,EUR
100,2000,0000000030,,20221209,0010000719,2024,0010000719,1340.63,EUR
100,1000,0000000146,,20240112,0010000720,2023,0010000720,307.27,EUR
100,2000,0000000179,,20240902,0010000721,2024,0010000721,3332.58,EUR
100,1000,0000000031,,20220426,0010000722,2023,0010000722,2580.16,EUR
100,2000,0000000126,,20240617,0010000723,2024,0010000723,3267.63,EUR
100,1000,0000000118,,20221101,0010000724,2023,0010000724,4130.99,EUR
100,2000,0000000181,,20241210,0010000725,2024,0010000725,1911.26,EUR
100,1000,0000000155,,20240303,0010000726,2023,0010000726,874.2,EUR
100,2000,0000000088,,20240112,0010000727,2024,0010000727,2972.23,EUR
100,1000,0000000132,,20221027,0010000728,2023,0010000728,1665.23,EUR
100,2000,0000000054,,20221110,0010000729,2024,0010000729,2015.69,EUR
100,1000,0000000057,,20230907,0010000730,2023,0010000730,4317.75,EUR
100,2000,0000000060,,20230802,0010000731,2024,0010000731,1795.07,EUR
100,1000,0000000037,,20220616,0010000732,2023,0010000732,3671.58,EUR
100,2000,0000000061,,20240125,0010000733,2024,0010000733,2894.97,EUR
100,1000,0000000037,,20220626,0010000734,2023,0010000734,4920.58,EUR
100,2000,0000000006,,20230718,0010000735,2024,0010000735,4866.09,EUR
100,1000,0000000061,,20221114,0010000736,2023,0010000736,216.72,EUR
100,2000,0000000025,,20230329,0010000737,2024,0010000737,1891.78,EUR
100,1000,0000000142,,20240111,0010000738,2023,0010000738,2087.21,EUR
100,2000,0000000198,,20240919,0010000739,2024,0010000739,4234.84,EUR
100,1000,0000000030,,20241102,0010000740,2023,0010000740,4817.62,EUR
100,2000,0000000071,,20220329,0010000741,2024,0010000741,1310.15,EUR
100,1000,0000000062,,20220921,0010000742,2023,0010000742,3811.15,EUR
100,2000,0000000064,,20230202,0010000743,2024,0010000743,2615.47,EUR
100,1000,0000000101,,20240301,0010000744,2023,0010000744,4625.09,EUR
100,2000,0000000123,,20220127,0010000745,2024,0010000745,3737.49,EUR
100,1000,0000000067,,20230516,0010000746,2023,0010000746,2772.57,EUR
100,2000,0000000139,,20240118,0010000747,2024,0010000747,1682.19,EUR
100,1000,0000000092,,20230812,0010000748,2023,0010000748,3924.02,EUR
100,2000,0000000150,,20240820,0010000749,2024,0010000749,847.38,EUR
100,1000,0000000134,,20231121,0010000750,2023,0010000750,4066.68,EUR
100,2000,0000000099,,20220205,0010000751,2024,0010000751,1995.33,EUR
100,1000,0000000187,,20231203,0010000752,2023,0010000752,3941.46,EUR
100,2000,0000000162,,20230515,0010000753,2024,0010000753,314.88,EUR
