MANDT,KOKRS,BELNR,GJAHR,BUZEI,KSTAR,KOSTL,WRBTR,TWAER
100,1000,0060001469,2024,003,0000400290,0000002900,5349.73,EUR
100,1000,0060001470,2023,001,0000400000,0000003000,685.67,EUR
100,1000,0060001471,2024,002,0000400010,0000003100,168.5,EUR
100,1000,0060001472,2023,003,0000400020,0000003200,2095.83,EUR
100,1000,0060001473,2024,001,0000400030,0000003300,5912.44,EUR
100,1000,0060001474,2023,002,0000400040,0000003400,3037.4,EUR
100,1000,0060001475,2024,003,0000400050,0000003500,1049.01,EUR
100,1000,0060001476,2023,001,0000400060,0000003600,9526.52,EUR
100,1000,0060001477,2024,002,0000400070,0000003700,3925.51,EUR
100,1000,0060001478,2023,003,0000400080,0000003800,4778.21,EUR
100,1000,0060001479,2024,001,0000400090,0000003900,1707.78,EUR
100,1000,0060001480,2023,002,0000400100,0000004000,760.3,EUR
100,1000,0060001481,2024,003,0000400110,0000004100,7903.52,EUR
100,1000,0060001482,2023,001,0000400120,0000004200,8356.96,EUR
100,1000,0060001483,2024,002,0000400130,0000004300,9476.13,EUR
100,1000,0060001484,2023,003,0000400140,0000004400,2135.47,EUR
100,1000,0060001485,2024,001,0000400150,0000004500,6857.96,EUR
100,1000,0060001486,2023,002,0000400160,0000004600,619.49,EUR
100,1000,0060001487,2024,003,0000400170,0000004700,6705.02,EUR
100,1000,0060001488,2023,001,0000400180,0000004800,7311.22,EUR
100,1000,0060001489,2024,002,0000400190,0000004900,9165.33,EUR
100,1000,0060001490,2023,003,0000400200,0000005000,833.17,EUR
100,1000,0060001491,2024,001,0000400210,0000005100,9533.17,EUR
100,1000,0060001492,2023,002,0000400220,0000005200,8610.76,EUR
100,1000,0060001493,2024,003,0000400230,0000005300,9290.91,EUR
100,1000,0060001494,2023,001,0000400240,0000005400,298.56,EUR
100,1000,0060001495,2024,002,0000400250,0000005500,4859.28,EUR
100,1000,0060001496,2023,003,0000400260,0000005600,3117.25,EUR
100,1000,0060001497,2024,001,0000400270,0000005700,8133.43,EUR
100,1000,0060001498,2023,002,0000400280,0000005800,1531.54,EUR
100,1000,0060001499,2024,003,0000400290,0000005900,5371.62,EUR
100,1000,0060001500,2023,001,0000400000,0000001000,3573.2,EUR
100,1000,0060001501,2024,002,0000400010,0000001100,3765.54,EUR
100,1000,0060001502,2023,003,0000400020,0000001200,4212.94,EUR
100,1000,0060001503,2024,001,0000400030,0000001300,9172.82,EUR
100,1000,0060001504,2023,002,0000400040,0000001400,5329.29,EUR
100,1000,0060001505,2024,003,0000400050,0000001500,3152.51,EUR
100,1000,0060001506,2023,001,0000400060,0000001600,3871.63,EUR
100,1000,0060001507,2024,002,0000400070,0000001700,3034.09,EUR
100,1000,0060001508,2023,003,0000400080,0000001800,6565.42,EUR
100,1000,0060001509,2024,001,0000400090,0000001900,3698.13,EUR
100,1000,0060001510,2023,002,0000400100,0000002000,8428.04,EUR
100,1000,0060001511,2024,003,0000400110,0000002100,6904.87,EUR
100,1000,0060001512,2023,001,0000400120,0000002200,440.55,EUR
100,1000,0060001513,2024,002,0000400130,0000002300,5304.8,EUR
100,1000,0060001514,2023,003,0000400140,0000002400,5615.54,EUR
100,1000,0060001515,2024,001,0000400150,0000002500,6516.98,EUR
100,1000,0060001516,2023,002,0000400160,0000002600,5417.65,EUR
100,1000,0060001517,2024,003,0000400170,0000002700,4164.91,EUR
100,1000,0060001518,2023,001,0000400180,0000002800,6447.33,EUR
100,1000,0060001519,2024,002,0000400190,0000002900,1849.03,EUR
100,1000,0060001520,2023,003,0000400200,0000003000,7599.87,EUR
100,1000,0060001521,2024,001,0000400210,0000003100,4034.79,EUR
100,1000,0060001522,2023,002,0000400220,0000003200,7824.04,EUR
100,1000,0060001523,2024,003,0000400230,0000003300,3661.48,EUR
100,1000,0060001524,2023,001,0000400240,0000003400,7572.26,EUR
100,1000,0060001525,2024,002,0000400250,0000003500,8257.8,EUR
100,1000,0060001526,2023,003,0000400260,0000003600,5688.83,EUR
100,1000,0060001527,2024,001,0000400270,0000003700,7969.88,EUR
100,1000,0060001528,2023,002,0000400280,0000003800,2589.18,EUR
100,1000,0060001529,2024,003,0000400290,0000003900,9451.67,EUR
100,1000,0060001530,2023,001,0000400000,0000004000,902.96,EUR
100,1000,0060001531,2024,002,0000400010,0000004100,2683.39,EUR
100,1000,0060001532,2023,003,0000400020,0000004200,2880.18,EUR
100,1000,0060001533,2024,001,0000400030,0000004300,4136.41,EUR
100,1000,0060001534,2023,002,0000400040,0000004400,3766.33,EUR
100,1000,0060001535,2024,003,0000400050,0000004500,9180.54,EUR
100,1000,0060001536,2023,001,0000400060,0000004600,574.89,EUR
100,1000,0060001537,2024,002,0000400070,0000004700,6787.27,EUR
100,1000,0060001538,2023,003,0000400080,0000004800,6813.25,EUR
100,1000,0060001539,2024,001,0000400090,0000004900,5222.82,EUR
100,1000,0060001540,2023,002,0000400100,0000005000,5803.44,EUR
100,1000,0060001541,2024,003,0000400110,0000005100,892.22,EUR
100,1000,0060001542,2023,001,0000400120,0000005200,6913.16,EUR
100,1000,0060001543,2024,002,0000400130,0000005300,1302.53,EUR
100,1000,0060001544,2023,003,0000400140,0000005400,3269.64,EUR
100,1000,0060001545,2024,001,0000400150,0000005500,8097.61,EUR
100,1000,0060001546,2023,002,0000400160,0000005600,5899.72,EUR
100,1000,0060001547,2024,003,0000400170,0000005700,3375.98,EUR
100,1000,0060001548,2023,001,0000400180,0000005800,1596.3,EUR
100,1000,0060001549,2024,002,0000400190,0000005900,5634.78,EUR
100,1000,0060001550,2023,003,0000400200,0000001000,9974.93,EUR
100,1000,0060001551,2024,001,0000400210,0000001100,5862.75,EUR
100,1000,0060001552,2023,002,0000400220,0000001200,4236.2,EUR
100,1000,0060001553,2024,003,0000400230,0000001300,2980.82,EUR
100,1000,0060001554,2023,001,0000400240,0000001400,2833.49,EUR
100,1000,0060001555,2024,002,0000400250,0000001500,1450.04,EUR
100,1000,0060001556,2023,003,0000400260,0000001600,4248.57,EUR
100,1000,0060001557,2024,001,0000400270,0000001700,2880.26,EUR
100,1000,0060001558,2023,002,0000400280,0000001800,4711.23,EUR
100,1000,0060001559,2024,003,0000400290,0000001900,4684.46,EUR
100,1000,0060001560,2023,001,0000400000,0000002000,7030.22,EUR
100,1000,0060001561,2024,002,0000400010,0000002100,6506.16,EUR
100,1000,0060001562,2023,003,0000400020,0000002200,8961.26,EUR
100,1000,0060001563,2024,001,0000400030,0000002300,6670.33,EUR
100,1000,0060001564,2023,002,0000400040,0000002400,962.19,EUR
100,1000,0060001565,2024,003,0000400050,0000002500,5063.05,EUR
100,1000,0060001566,2023,001,0000400060,0000002600,6498.36,EUR
100,1000,0060001567,2024,002,0000400070,0000002700,9806.4,EUR
100,1000,0060001568,2023,003,0000400080,0000002800,9991.08,EUR
100,1000,0060001569,2024,001,0000400090,0000002900,1064.47,EUR
100,1000,0060001570,2023,002,0000400100,0000003000,5855.04,EUR
100,1000,0060001571,2024,003,0000400110,0000003100,7161.88,EUR
100,1000,0060001572,2023,001,0000400120,0000003200,9249.67,EUR
100,1000,0060001573,2024,002,0000400130,0000003300,9680.6,EUR
100,1000,0060001574,2023,003,0000400140,0000003400,858.68,EUR
100,1000,0060001575,2024,001,0000400150,0000003500,6045.02,EUR
100,1000,0060001576,2023,002,0000400160,0000003600,7345.02,EUR
100,1000,0060001577,2024,003,0000400170,0000003700,3993.71,EUR
100,1000,0060001578,2023,001,0000400180,0000003800,7709.72,EUR
100,1000,0060001579,2024,002,0000400190,0000003900,1307.04,EUR
100,1000,0060001580,2023,003,0000400200,0000004000,6773.47,EUR
100,1000,0060001581,2024,001,0000400210,0000004100,2071.19,EUR
100,1000,0060001582,2023,002,0000400220,0000004200,3522.98,EUR
100,1000,0060001583,2024,003,0000400230,0000004300,7916.87,EUR
100,1000,0060001584,2023,001,0000400240,0000004400,9633.91,EUR
100,1000,0060001585,2024,002,0000400250,0000004500,1162.63,EUR
100,1000,0060001586,2023,003,0000400260,0000004600,4754.53,EUR
100,1000,0060001587,2024,001,0000400270,0000004700,9163.64,EUR
100,1000,0060001588,2023,002,0000400280,0000004800,8197.61,EUR
100,1000,0060001589,2024,003,0000400290,0000004900,6783.89,EUR
100,1000,0060001590,2023,001,0000400000,0000005000,547.51,EUR
100,1000,0060001591,2024,002,0000400010,0000005100,6296.5,EUR
100,1000,0060001592,2023,003,0000400020,0000005200,7961.27,EUR
100,1000,0060001593,2024,001,0000400030,0000005300,4879.05,EUR
100,1000,0060001594,2023,002,0000400040,0000005400,2278.71,EUR
100,1000,0060001595,2024,003,0000400050,0000005500,3414.33,EUR
100,1000,0060001596,2023,001,0000400060,0000005600,4840.62,EUR
100,1000,0060001597,2024,002,0000400070,0000005700,2167.68,EUR
100,1000,0060001598,2023,003,0000400080,0000005800,2924.15,EUR
100,1000,0060001599,2024,001,0000400090,0000005900,4749.13,EUR
100,1000,0060001600,2023,002,0000400100,0000001000,588.57,EUR
100,1000,0060001601,2024,003,0000400110,0000001100,9411.98,EUR
100,1000,0060001602,2023,001,0000400120,0000001200,8635.61,EUR
100,1000,0060001603,2024,002,0000400130,0000001300,6769.44,EUR
100,1000,0060001604,2023,003,0000400140,0000001400,9981.8,EUR
100,1000,0060001605,2024,001,0000400150,0000001500,7707.07,EUR
100,1000,0060001606,2023,002,0000400160,0000001600,9080.41,EUR
100,1000,0060001607,2024,003,0000400170,0000001700,5787.82,EUR
100,1000,0060001608,2023,001,0000400180,0000001800,1069.52,EUR
100,1000,0060001609,2024,002,0000400190,0000001900,9533.9,EUR
100,1000,0060001610,2023,003,0000400200,0000002000,1963.35,EUR
100,1000,0060001611,2024,001,0000400210,0000002100,1934.76,EUR
100,1000,0060001612,2023,002,0000400220,0000002200,2686.57,EUR
100,1000,0060001613,2024,003,0000400230,0000002300,4545.43,EUR
100,1000,0060001614,2023,001,0000400240,0000002400,5431.69,EUR
100,1000,0060001615,2024,002,0000400250,0000002500,5854.54,EUR
100,1000,0060001616,2023,003,0000400260,0000002600,8971.92,EUR
100,1000,0060001617,2024,001,0000400270,0000002700,5176.04,EUR
100,1000,0060001618,2023,002,0000400280,0000002800,6553.21,EUR
100,1000,0060001619,2024,003,0000400290,0000002900,3585.06,EUR
100,1000,0060001620,2023,001,0000400000,0000003000,4603.67,EUR
100,1000,0060001621,2024,002,0000400010,0000003100,5713.25,EUR
100,1000,0060001622,2023,003,0000400020,0000003200,5500.52,EUR
100,1000,0060001623,2024,001,0000400030,0000003300,3311.35,EUR
100,1000,0060001624,2023,002,0000400040,0000003400,5203.1,EUR
100,1000,0060001625,2024,003,0000400050,0000003500,5885.38,EUR
100,1000,0060001626,2023,001,0000400060,0000003600,5836.17,EUR
100,1000,0060001627,2024,002,0000400070,0000003700,6217.43,EUR
100,1000,0060001628,2023,003,0000400080,0000003800,4476.63,EUR
100,1000,0060001629,2024,001,0000400090,0000003900,3987.71,EUR
100,1000,0060001630,2023,002,0000400100,0000004000,5634.68,EUR
100,1000,0060001631,2024,003,0000400110,0000004100,5955.05,EUR
100,1000,0060001632,2023,001,0000400120,0000004200,8915.98,EUR
100,1000,0060001633,2024,002,0000400130,0000004300,1816.81,EUR
100,1000,0060001634,2023,003,0000400140,0000004400,5389.79,EUR
100,1000,0060001635,2024,001,0000400150,0000004500,2857.95,EUR
100,1000,0060001636,2023,002,0000400160,0000004600,4163.49,EUR
100,1000,0060001637,2024,003,0000400170,0000004700,4153.49,EUR
100,1000,0060001638,2023,001,0000400180,0000004800,110.47,EUR
100,1000,0060001639,2024,002,0000400190,0000004900,1678.52,EUR
100,1000,0060001640,2023,003,0000400200,0000005000,4449.39,EUR
100,1000,0060001641,2024,001,0000400210,0000005100,5140.94,EUR
100,1000,0060001642,2023,002,0000400220,0000005200,5840.84,EUR
100,1000,0060001643,2024,003,0000400230,0000005300,2127.68,EUR
100,1000,0060001644,2023,001,0000400240,0000005400,2806.67,EUR
100,1000,0060001645,2024,002,0000400250,0000005500,8309.31,EUR
100,1000,0060001646,2023,003,0000400260,0000005600,7417.96,EUR
100,1000,0060001647,2024,001,0000400270,0000005700,9755.17,EUR
100,1000,0060001648,2023,002,0000400280,0000005800,4062.22,EUR
100,1000,0060001649,2024,003,0000400290,0000005900,3558.38,EUR
100,1000,0060001650,2023,001,0000400000,0000001000,3193.7,EUR
100,1000,0060001651,2024,002,0000400010,0000001100,9787.25,EUR
100,1000,0060001652,2023,003,0000400020,0000001200,6142.09,EUR
100,1000,0060001653,2024,001,0000400030,0000001300,4048.16,EUR
100,1000,0060001654,2023,002,0000400040,0000001400,7969.26,EUR
100,1000,0060001655,2024,003,0000400050,0000001500,9339.67,EUR
100,1000,0060001656,2023,001,0000400060,0000001600,5766.28,EUR
100,1000,0060001657,2024,002,0000400070,0000001700,9551.35,EUR
100,1000,0060001658,2023,003,0000400080,0000001800,9094.69,EUR
100,1000,0060001659,2024,001,0000400090,0000001900,8589.12,EUR
100,1000,0060001660,2023,002,0000400100,0000002000,3854.95,EUR
100,1000,0060001661,2024,003,0000400110,0000002100,3177.03,EUR
100,1000,0060001662,2023,001,0000400120,0000002200,5916.31,EUR
100,1000,0060001663,2024,002,0000400130,0000002300,7062.4,EUR
100,1000,0060001664,2023,003,0000400140,0000002400,6582.12,EUR
100,1000,0060001665,2024,001,0000400150,0000002500,9859.41,EUR
100,1000,0060001666,2023,002,0000400160,0000002600,7507.48,EUR
100,1000,0060001667,2024,003,0000400170,0000002700,9610.92,EUR
100,1000,0060001668,2023,001,0000400180,0000002800,1969.68,EUR
100,1000,0060001669,2024,002,0000400190,0000002900,2091.97,EUR
100,1000,0060001670,2023,003,0000400200,0000003000,2797.13,EUR
100,1000,0060001671,2024,001,0000400210,0000003100,2647.95,EUR
100,1000,0060001672,2023,002,0000400220,0000003200,3183.51,EUR
100,1000,0060001673,2024,003,0000400230,0000003300,5741.34,EUR
100,1000,0060001674,2023,001,0000400240,0000003400,3601.22,EUR
100,1000,0060001675,2024,002,0000400250,0000003500,2902.42,EUR
100,1000,0060001676,2023,003,0000400260,0000003600,8291.85,EUR
100,1000,0060001677,2024,001,0000400270,0000003700,160.5,EUR
100,1000,0060001678,2023,002,0000400280,0000003800,2305.51,EUR
100,1000,0060001679,2024,003,0000400290,0000003900,1785.35,EUR
100,1000,0060001680,2023,001,0000400000,0000004000,5276.64,EUR
100,1000,0060001681,2024,002,0000400010,0000004100,839.87,EUR
100,1000,0060001682,2023,003,0000400020,0000004200,5199.64,EUR
100,1000,0060001683,2024,001,0000400030,0000004300,9571.94,EUR
100,1000,0060001684,2023,002,0000400040,0000004400,6223.95,EUR
100,1000,0060001685,2024,003,0000400050,0000004500,6451.71,EUR
100,1000,0060001686,2023,001,0000400060,0000004600,2663.39,EUR
100,1000,0060001687,2024,002,0000400070,0000004700,3799.14,EUR
100,1000,0060001688,2023,003,0000400080,0000004800,7902.1,EUR
100,1000,0060001689,2024,001,0000400090,0000004900,4253.75,EUR
100,1000,0060001690,2023,002,0000400100,0000005000,1345.71,EUR
100,1000,0060001691,2024,003,0000400110,0000005100,6627.05,EUR
100,1000,0060001692,2023,001,0000400120,0000005200,6279.81,EUR
100,1000,0060001693,2024,002,0000400130,0000005300,4349.94,EUR
100,1000,0060001694,2023,003,0000400140,0000005400,1141.37,EUR
100,1000,0060001695,2024,001,0000400150,0000005500,5528.23,EUR
100,1000,0060001696,2023,002,0000400160,0000005600,2621.15,EUR
100,1000,0060001697,2024,003,0000400170,0000005700,5097.61,EUR
100,1000,0060001698,2023,001,0000400180,0000005800,8292.66,EUR
100,1000,0060001699,2024,002,0000400190,0000005900,6783.4,EUR
100,1000,0060001700,2023,003,0000400200,0000001000,2950.54,EUR
100,1000,0060001701,2024,001,0000400210,0000001100,637.08,EUR
100,1000,0060001702,2023,002,0000400220,0000001200,4430.46,EUR
100,1000,0060001703,2024,003,0000400230,0000001300,8126.42,EUR
100,1000,0060001704,2023,001,0000400240,0000001400,9564.21,EUR
100,1000,0060001705,2024,002,0000400250,0000001500,6259.04,EUR
100,1000,0060001706,2023,003,0000400260,0000001600,7264.15,EUR
100,1000,0060001707,2024,001,0000400270,0000001700,2841.99,EUR
100,1000,0060001708,2023,002,0000400280,0000001800,5597.36,EUR
100,1000,0060001709,2024,003,0000400290,0000001900,9163.05,EUR
100,1000,0060001710,2023,001,0000400000,0000002000,6013.19,EUR
100,1000,0060001711,2024,002,0000400010,0000002100,154.0,EUR
100,1000,0060001712,2023,003,0000400020,0000002200,7159.88,EUR
100,1000,0060001713,2024,001,0000400030,0000002300,2826.68,EUR
100,1000,0060001714,2023,002,0000400040,0000002400,9482.53,EUR
100,1000,0060001715,2024,003,0000400050,0000002500,7072.68,EUR
100,1000,0060001716,2023,001,0000400060,0000002600,2837.05,EUR
100,1000,0060001717,2024,002,0000400070,0000002700,7572.03,EUR
100,1000,0060001718,2023,003,0000400080,0000002800,2760.7,EUR
100,1000,0060001719,2024,001,0000400090,0000002900,6672.24,EUR
100,1000,0060001720,2023,002,0000400100,0000003000,1356.42,EUR
100,1000,0060001721,2024,003,0000400110,0000003100,2664.58,EUR
100,1000,0060001722,2023,001,0000400120,0000003200,9007.9,EUR
100,1000,0060001723,2024,002,0000400130,0000003300,7446.69,EUR
100,1000,0060001724,2023,003,0000400140,0000003400,6907.96,EUR
100,1000,0060001725,2024,001,0000400150,0000003500,6283.7,EUR
100,1000,0060001726,2023,002,0000400160,0000003600,7936.48,EUR
100,1000,0060001727,2024,003,0000400170,0000003700,6861.54,EUR
100,1000,0060001728,2023,001,0000400180,0000003800,8555.41,EUR
100,1000,0060001729,2024,002,0000400190,0000003900,9045.83,EUR
100,1000,0060001730,2023,003,0000400200,0000004000,1438.44,EUR
100,1000,0060001731,2024,001,0000400210,0000004100,6293.38,EUR
100,1000,0060001732,2023,002,0000400220,0000004200,4176.86,EUR
100,1000,0060001733,2024,003,0000400230,0000004300,6702.77,EUR
100,1000,0060001734,2023,001,0000400240,0000004400,5130.84,EUR
100,1000,0060001735,2024,002,0000400250,0000004500,3141.79,EUR
100,1000,0060001736,2023,003,0000400260,0000004600,5922.83,EUR
100,1000,0060001737,2024,001,0000400270,0000004700,6954.94,EUR
100,1000,0060001738,2023,002,0000400280,0000004800,4223.82,EUR
100,1000,0060001739,2024,003,0000400290,0000004900,8663.12,EUR
100,1000,0060001740,2023,001,0000400000,0000005000,8987.57,EUR
100,1000,0060001741,2024,002,0000400010,0000005100,5395.38,EUR
100,1000,0060001742,2023,003,0000400020,0000005200,7864.22,EUR
100,1000,0060001743,2024,001,0000400030,0000005300,1737.37,EUR
100,1000,0060001744,2023,002,0000400040,0000005400,8760.34,EUR
100,1000,0060001745,2024,003,0000400050,0000005500,6836.66,EUR
100,1000,0060001746,2023,001,0000400060,0000005600,1713.8,EUR
100,1000,0060001747,2024,002,0000400070,0000005700,9414.07,EUR
100,1000,0060001748,2023,003,0000400080,0000005800,1068.35,EUR
100,1000,0060001749,2024,001,0000400090,0000005900,5717.71,EUR
100,1000,0060001750,2023,002,0000400100,0000001000,755.58,EUR
100,1000,0060001751,2024,003,0000400110,0000001100,9940.5,EUR
100,1000,0060001752,2023,001,0000400120,0000001200,1406.57,EUR
100,1000,0060001753,2024,002,0000400130,0000001300,8889.34,EUR
100,1000,0060001754,2023,003,0000400140,0000001400,1479.82,EUR
100,1000,0060001755,2024,001,0000400150,0000001500,6665.47,EUR
100,1000,0060001756,2023,002,0000400160,0000001600,9257.28,EUR
100,1000,0060001757,2024,003,0000400170,0000001700,2118.76,EUR
100,1000,0060001758,2023,001,0000400180,0000001800,8269.14,EUR
100,1000,0060001759,2024,002,0000400190,0000001900,6547.68,EUR
100,1000,0060001760,2023,003,0000400200,0000002000,7804.87,EUR
100,1000,0060001761,2024,001,0000400210,0000002100,967.75,EUR
100,1000,0060001762,2023,002,0000400220,0000002200,8831.83,EUR
100,1000,0060001763,2024,003,0000400230,0000002300,4999.83,EUR
100,1000,0060001764,2023,001,0000400240,0000002400,7550.8,EUR
100,1000,0060001765,2024,002,0000400250,0000002500,1367.81,EUR
100,1000,0060001766,2023,003,0000400260,0000002600,1076.9,EUR
100,1000,0060001767,2024,001,0000400270,0000002700,255.43,EUR
100,1000,0060001768,2023,002,0000400280,0000002800,4685.47,EUR
100,1000,0060001769,2024,003,0000400290,0000002900,5890.45,EUR
100,1000,0060001770,2023,001,0000400000,0000003000,2520.2,EUR
100,1000,0060001771,2024,002,0000400010,0000003100,1234.99,EUR
100,1000,0060001772,2023,003,0000400020,0000003200,4413.39,EUR
100,1000,0060001773,2024,001,0000400030,0000003300,3700.77,EUR
100,1000,0060001774,2023,002,0000400040,0000003400,3052.39,EUR
100,1000,0060001775,2024,003,0000400050,0000003500,4953.16,EUR
100,1000,0060001776,2023,001,0000400060,0000003600,9209.44,EUR
100,1000,0060001777,2024,002,0000400070,0000003700,4136.62,EUR
100,1000,0060001778,2023,003,0000400080,0000003800,7014.21,EUR
100,1000,0060001779,2024,001,0000400090,0000003900,8168.57,EUR
100,1000,0060001780,2023,002,0000400100,0000004000,9576.75,EUR
100,1000,0060001781,2024,003,0000400110,0000004100,5354.16,EUR
100,1000,0060001782,2023,001,0000400120,0000004200,8374.19,EUR
100,1000,0060001783,2024,002,0000400130,0000004300,5927.98,EUR
100,1000,0060001784,2023,003,0000400140,0000004400,6125.05,EUR
100,1000,0060001785,2024,001,0000400150,0000004500,9417.04,EUR
100,1000,0060001786,2023,002,0000400160,0000004600,7533.83,EUR
100,1000,0060001787,2024,003,0000400170,0000004700,2343.05,EUR
100,1000,0060001788,2023,001,0000400180,0000004800,450.72,EUR
100,1000,0060001789,2024,002,0000400190,0000004900,2864.48,EUR
100,1000,0060001790,2023,003,0000400200,0000005000,4461.02,EUR
100,1000,0060001791,2024,001,0000400210,0000005100,8523.81,EUR
100,1000,0060001792,2023,002,0000400220,0000005200,4987.47,EUR
100,1000,0060001793,2024,003,0000400230,0000005300,1447.25,EUR
100,1000,0060001794,2023,001,0000400240,0000005400,3904.04,EUR
100,1000,0060001795,2024,002,0000400250,0000005500,5540.75,EUR
100,1000,0060001796,2023,003,0000400260,0000005600,7044.84,EUR
100,1000,0060001797,2024,001,0000400270,0000005700,2407.22,EUR
100,1000,0060001798,2023,002,0000400280,0000005800,9443.62,EUR
100,1000,0060001799,2024,003,0000400290,0000005900,7449.13,EUR
100,1000,0060001800,2023,001,0000400000,0000001000,811.22,EUR
100,1000,0060001801,2024,002,0000400010,0000001100,7253.06,EUR
100,1000,0060001802,2023,003,0000400020,0000001200,7874.57,EUR
100,1000,0060001803,2024,001,0000400030,0000001300,504.64,EUR
100,1000,0060001804,2023,002,0000400040,0000001400,2001.41,EUR
100,1000,0060001805,2024,003,0000400050,0000001500,9655.66,EUR
100,1000,0060001806,2023,001,0000400060,0000001600,7952.24,EUR
100,1000,0060001807,2024,002,0000400070,0000001700,5287.73,EUR
100,1000,0060001808,2023,003,0000400080,0000001800,5273.18,EUR
100,1000,0060001809,2024,001,0000400090,0000001900,3711.53,EUR
100,1000,0060001810,2023,002,0000400100,0000002000,3635.04,EUR
100,1000,0060001811,2024,003,0000400110,0000002100,1592.47,EUR
100,1000,0060001812,2023,001,0000400120,0000002200,9078.09,EUR
100,1000,0060001813,2024,002,0000400130,0000002300,8809.05,EUR
100,1000,0060001814,2023,003,0000400140,0000002400,8533.15,EUR
100,1000,0060001815,2024,001,0000400150,0000002500,4162.62,EUR
100,1000,0060001816,2023,002,0000400160,0000002600,4248.81,EUR
100,1000,0060001817,2024,003,0000400170,0000002700,9442.38,EUR
100,1000,0060001818,2023,001,0000400180,0000002800,3804.33,EUR
100,1000,0060001819,2024,002,0000400190,0000002900,7582.77,EUR
100,1000,0060001820,2023,003,0000400200,0000003000,6007.1,EUR
100,1000,0060001821,2024,001,0000400210,0000003100,2806.48,EUR
100,1000,0060001822,2023,002,0000400220,0000003200,359.82,EUR
100,1000,0060001823,2024,003,0000400230,0000003300,7316.72,EUR
100,1000,0060001824,2023,001,0000400240,0000003400,5477.04,EUR
100,1000,0060001825,2024,002,0000400250,0000003500,8896.56,EUR
100,1000,0060001826,2023,003,0000400260,0000003600,9636.44,EUR
100,1000,0060001827,2024,001,0000400270,0000003700,836.24,EUR
100,1000,0060001828,2023,002,0000400280,0000003800,2990.53,EUR
100,1000,0060001829,2024,003,0000400290,0000003900,4000.84,EUR
100,1000,0060001830,2023,001,0000400000,0000004000,7854.65,EUR
100,1000,0060001831,2024,002,0000400010,0000004100,3145.08,EUR
100,1000,0060001832,2023,003,0000400020,0000004200,270.86,EUR
100,1000,0060001833,2024,001,0000400030,0000004300,9903.04,EUR
100,1000,0060001834,2023,002,0000400040,0000004400,3028.6,EUR
100,1000,0060001835,2024,003,0000400050,0000004500,7844.0,EUR
100,1000,0060001836,2023,001,0000400060,0000004600,5156.21,EUR
100,1000,0060001837,2024,002,0000400070,0000004700,6818.02,EUR
100,1000,0060001838,2023,003,0000400080,0000004800,3528.57,EUR
100,1000,0060001839,2024,001,0000400090,0000004900,2505.31,EUR
100,1000,0060001840,2023,002,0000400100,0000005000,7412.23,EUR
100,1000,0060001841,2024,003,0000400110,0000005100,1698.86,EUR
100,1000,0060001842,2023,001,0000400120,0000005200,5336.04,EUR
100,1000,0060001843,2024,002,0000400130,0000005300,462.22,EUR
100,1000,0060001844,2023,003,0000400140,0000005400,8118.2,EUR
100,1000,0060001845,2024,001,0000400150,0000005500,9891.88,EUR
100,1000,0060001846,2023,002,0000400160,0000005600,874.42,EUR
100,1000,0060001847,2024,003,0000400170,0000005700,4128.19,EUR
100,1000,0060001848,2023,001,0000400180,0000005800,821.92,EUR
100,1000,0060001849,2024,002,0000400190,0000005900,7638.42,EUR
100,1000,0060001850,2023,003,0000400200,0000001000,8995.73,EUR
100,1000,0060001851,2024,001,0000400210,0000001100,3261.63,EUR
100,1000,0060001852,2023,002,0000400220,0000001200,4137.49,EUR
100,1000,0060001853,2024,003,0000400230,0000001300,4631.55,EUR
100,1000,0060001854,2023,001,0000400240,0000001400,9117.18,EUR
100,1000,0060001855,2024,002,0000400250,0000001500,2991.55,EUR
100,1000,0060001856,2023,003,0000400260,0000001600,3864.34,EUR
100,1000,0060001857,2024,001,0000400270,0000001700,5835.32,EUR
100,1000,0060001858,2023,002,0000400280,0000001800,5815.16,EUR
100,1000,0060001859,2024,003,0000400290,0000001900,7812.77,EUR
100,1000,0060001860,2023,001,0000400000,0000002000,9632.16,EUR
100,1000,0060001861,2024,002,0000400010,0000002100,2935.82,EUR
100,1000,0060001862,2023,003,0000400020,0000002200,4367.62,EUR
100,1000,0060001863,2024,001,0000400030,0000002300,9816.39,EUR
100,1000,0060001864,2023,002,0000400040,0000002400,7512.67,EUR
100,1000,0060001865,2024,003,0000400050,0000002500,2712.22,EUR
100,1000,0060001866,2023,001,0000400060,0000002600,2867.78,EUR
100,1000,0060001867,2024,002,0000400070,0000002700,8754.21,EUR
100,1000,0060001868,2023,003,0000400080,0000002800,1535.78,EUR
100,1000,0060001869,2024,001,0000400090,0000002900,6077.35,EUR
100,1000,0060001870,2023,002,0000400100,0000003000,5644.71,EUR
100,1000,0060001871,2024,003,0000400110,0000003100,7235.61,EUR
100,1000,0060001872,2023,001,0000400120,0000003200,9318.85,EUR
100,1000,0060001873,2024,002,0000400130,0000003300,6535.62,EUR
100,1000,0060001874,2023,003,0000400140,0000003400,5583.98,EUR
100,1000,0060001875,2024,001,0000400150,0000003500,8444.95,EUR
100,1000,0060001876,2023,002,0000400160,0000003600,6833.8,EUR
100,1000,0060001877,2024,003,0000400170,0000003700,1978.05,EUR
100,1000,0060001878,2023,001,0000400180,0000003800,790.76,EUR
100,1000,0060001879,2024,002,0000400190,0000003900,9143.93,EUR
