MANDT,INFNR,MATNR,LIFNR,LOEKZ
100,INF0000665,MAT000149,VEN000076,
100,INF0000666,MAT000478,VEN000076,
100,INF0000667,MAT000037,VEN000076,
100,INF0000668,MAT000115,VEN000077,
100,INF0000669,MAT000207,VEN000077,
100,INF0000670,MAT000162,VEN000077,
100,INF0000671,MAT000459,VEN000077,
100,INF0000672,MAT000382,VEN000077,
100,INF0000673,MAT000478,VEN000077,
100,INF0000674,MAT000472,VEN000077,
100,INF0000675,MAT000037,VEN000077,
100,INF0000676,MAT000430,VEN000077,
100,INF0000677,MAT000252,VEN000077,
100,INF0000678,MAT000366,VEN000077,
100,INF0000679,MAT000380,VEN000078,
100,INF0000680,MAT000202,VEN000078,
100,INF0000681,MAT000045,VEN000078,
100,INF0000682,MAT000051,VEN000078,
100,INF0000683,MAT000309,VEN000078,
100,INF0000684,MAT000041,VEN000078,
100,INF0000685,MAT000269,VEN000078,
100,INF0000686,MAT000407,VEN000078,
100,INF0000687,MAT000406,VEN000078,
100,INF0000688,MAT000461,VEN000078,
100,INF0000689,MAT000370,VEN000079,
100,INF0000690,MAT000149,VEN000079,
100,INF0000691,MAT000390,VEN000079,
100,INF0000692,MAT000306,VEN000079,
100,INF0000693,MAT000393,VEN000079,
100,INF0000694,MAT000442,VEN000079,
100,INF0000695,MAT000348,VEN000079,
100,INF0000696,MAT000105,VEN000079,
100,INF0000697,MAT000165,VEN000079,
100,INF0000698,MAT000252,VEN000079,
100,INF0000699,MAT000039,VEN000079,
100,INF0000700,MAT000346,VEN000080,
100,INF0000701,MAT000084,VEN000080,
100,INF0000702,MAT000137,VEN000080,
100,INF0000703,MAT000164,VEN000080,
100,INF0000704,MAT000081,VEN000080,
100,INF0000705,MAT000442,VEN000080,
100,INF0000706,MAT000360,VEN000080,
100,INF0000707,MAT000473,VEN000080,
100,INF0000708,MAT000493,VEN000080,
100,INF0000709,MAT000050,VEN000080,
100,INF0000710,MAT000424,VEN000080,
100,INF0000711,MAT000393,VEN000080,
100,INF0000712,MAT000436,VEN000080,
100,INF0000713,MAT000409,VEN000080,
100,INF0000714,MAT000473,VEN000081,
100,INF0000715,MAT000043,VEN000081,
100,INF0000716,MAT000186,VEN000081,
100,INF0000717,MAT000407,VEN000081,
100,INF0000718,MAT000498,VEN000081,
100,INF0000719,MAT000241,VEN000082,
100,INF0000720,MAT000110,VEN000082,
100,INF0000721,MAT000043,VEN000082,
100,INF0000722,MAT000041,VEN000082,
100,INF0000723,MAT000314,VEN000082,
100,INF0000724,MAT000460,VEN000082,
100,INF0000725,MAT000295,VEN000082,
100,INF0000726,MAT000360,VEN000082,
100,INF0000727,MAT000105,VEN000082,
100,INF0000728,MAT000041,VEN000083,
100,INF0000729,MAT000196,VEN000083,
100,INF0000730,MAT000271,VEN000083,
100,INF0000731,MAT000410,VEN000083,
100,INF0000732,MAT000241,VEN000083,
100,INF0000733,MAT000164,VEN000083,
100,INF0000734,MAT000328,VEN000084,
100,INF0000735,MAT000445,VEN000084,
100,INF0000736,MAT000480,VEN000084,
100,INF0000737,MAT000182,VEN000084,
100,INF0000738,MAT000410,VEN000084,
100,INF0000739,MAT000392,VEN000084,
100,INF0000740,MAT000114,VEN000084,
100,INF0000741,MAT000457,VEN000085,
100,INF0000742,MAT000277,VEN000085,
100,INF0000743,MAT000387,VEN000085,
100,INF0000744,MAT000455,VEN000085,
100,INF0000745,MAT000380,VEN000085,
100,INF0000746,MAT000292,VEN000085,
100,INF0000747,MAT000040,VEN000085,
100,INF0000748,MAT000298,VEN000085,
100,INF0000749,MAT000042,VEN000085,
100,INF0000750,MAT000049,VEN000085,
100,INF0000751,MAT000409,VEN000085,
100,INF0000752,MAT000094,VEN000085,
100,INF0000753,MAT000321,VEN000085,
100,INF0000754,MAT000045,VEN000086,
100,INF0000755,MAT000424,VEN000086,
100,INF0000756,MAT000496,VEN000086,
100,INF0000757,MAT000241,VEN000086,
100,INF0000758,MAT000445,VEN000086,
100,INF0000759,MAT000366,VEN000086,
100,INF0000760,MAT000085,VEN000086,
100,INF0000761,MAT000252,VEN000086,
100,INF0000762,MAT000033,VEN000086,
100,INF0000763,MAT000389,VEN000086,
100,INF0000764,MAT000284,VEN000086,
100,INF0000765,MAT000430,VEN000086,
100,INF0000766,MAT000405,VEN000086,
100,INF0000767,MAT000036,VEN000087,
100,INF0000768,MAT000165,VEN000087,
100,INF0000769,MAT000038,VEN000087,
100,INF0000770,MAT000116,VEN000087,
100,INF0000771,MAT000392,VEN000087,
100,INF0000772,MAT000339,VEN000087,
100,INF0000773,MAT000044,VEN000088,
100,INF0000774,MAT000424,VEN000088,
100,INF0000775,MAT000041,VEN000088,
100,INF0000776,MAT000123,VEN000088,
100,INF0000777,MAT000185,VEN000088,
100,INF0000778,MAT000049,VEN000088,
100,INF0000779,MAT000202,VEN000088,
100,INF0000780,MAT000116,VEN000088,
100,INF0000781,MAT000241,VEN000088,
100,INF0000782,MAT000498,VEN000088,
100,INF0000783,MAT000359,VEN000088,
100,INF0000784,MAT000034,VEN000088,
100,INF0000785,MAT000098,VEN000088,
100,INF0000786,MAT000298,VEN000089,
100,INF0000787,MAT000257,VEN000089,
100,INF0000788,MAT000292,VEN000089,
100,INF0000789,MAT000269,VEN000089,
100,INF0000790,MAT000493,VEN000089,
100,INF0000791,MAT000481,VEN000089,
100,INF0000792,MAT000448,VEN000089,
100,INF0000793,MAT000137,VEN000089,
100,INF0000794,MAT000389,VEN000089,
100,INF0000795,MAT000244,VEN000089,
100,INF0000796,MAT000097,VEN000089,
100,INF0000797,MAT000034,VEN000090,
100,INF0000798,MAT000277,VEN000090,
100,INF0000799,MAT000489,VEN000090,
100,INF0000800,MAT000394,VEN000090,
100,INF0000801,MAT000456,VEN000090,
100,INF0000802,MAT000351,VEN000090,
100,INF0000803,MAT000331,VEN000090,
100,INF0000804,MAT000041,VEN000090,
100,INF0000805,MAT000328,VEN000091,
100,INF0000806,MAT000033,VEN000091,
100,INF0000807,MAT000207,VEN000091,
100,INF0000808,MAT000445,VEN000091,
100,INF0000809,MAT000053,VEN000091,
100,INF0000810,MAT000182,VEN000091,
100,INF0000811,MAT000498,VEN000092,
100,INF0000812,MAT000223,VEN000092,
100,INF0000813,MAT000494,VEN000092,
100,INF0000814,MAT000048,VEN000092,
100,INF0000815,MAT000241,VEN000092,
100,INF0000816,MAT000257,VEN000092,
100,INF0000817,MAT000296,VEN000092,
100,INF0000818,MAT000277,VEN000093,
100,INF0000819,MAT000033,VEN000093,
100,INF0000820,MAT000438,VEN000093,
100,INF0000821,MAT000430,VEN000093,
100,INF0000822,MAT000094,VEN000093,
100,INF0000823,MAT000098,VEN000093,
100,INF0000824,MAT000302,VEN000093,
100,INF0000825,MAT000314,VEN000093,
100,INF0000826,MAT000162,VEN000093,
100,INF0000827,MAT000436,VEN000093,
100,INF0000828,MAT000202,VEN000093,
100,INF0000829,MAT000394,VEN000093,
100,INF0000830,MAT000114,VEN000093,
100,INF0000831,MAT000288,VEN000094,
100,INF0000832,MAT000438,VEN000094,
100,INF0000833,MAT000331,VEN000094,
100,INF0000834,MAT000380,VEN000094,
100,INF0000835,MAT000366,VEN000094,
100,INF0000836,MAT000359,VEN000094,
100,INF0000837,MAT000202,VEN000094,
100,INF0000838,MAT000472,VEN000094,
100,INF0000839,MAT000392,VEN000094,
100,INF0000840,MAT000203,VEN000095,
100,INF0000841,MAT000209,VEN000095,
100,INF0000842,MAT000286,VEN000095,
100,INF0000843,MAT000498,VEN000095,
100,INF0000844,MAT000406,VEN000095,
100,INF0000845,MAT000244,VEN000095,
100,INF0000846,MAT000050,VEN000095,
100,INF0000847,MAT000339,VEN000095,
100,INF0000848,MAT000410,VEN000095,
100,INF0000849,MAT000302,VEN000095,
100,INF0000850,MAT000049,VEN000095,
100,INF0000851,MAT000240,VEN000096,
100,INF0000852,MAT000480,VEN000096,
100,INF0000853,MAT000455,VEN000096,
100,INF0000854,MAT000476,VEN000096,
100,INF0000855,MAT000035,VEN000096,
100,INF0000856,MAT000236,VEN000096,
100,INF0000857,MAT000485,VEN000096,
100,INF0000858,MAT000445,VEN000097,
100,INF0000859,MAT000420,VEN000097,
100,INF0000860,MAT000243,VEN000097,
100,INF0000861,MAT000394,VEN000097,
100,INF0000862,MAT000164,VEN000097,
100,INF0000863,MAT000441,VEN000097,
100,INF0000864,MAT000284,VEN000097,
100,INF0000865,MAT000079,VEN000097,
100,INF0000866,MAT000229,VEN000097,
100,INF0000867,MAT000043,VEN000097,
100,INF0000868,MAT000424,VEN000097,
100,INF0000869,MAT000286,VEN000097,
100,INF0000870,MAT000088,VEN000097,
100,INF0000871,MAT000052,VEN000098,
100,INF0000872,MAT000137,VEN000098,
100,INF0000873,MAT000405,VEN000098,
100,INF0000874,MAT000202,VEN000098,
100,INF0000875,MAT000079,VEN000098,
100,INF0000876,MAT000286,VEN000098,
100,INF0000877,MAT000088,VEN000098,
100,INF0000878,MAT000277,VEN000098,
100,INF0000879,MAT000099,VEN000098,
100,INF0000880,MAT000240,VEN000098,
100,INF0000881,MAT000370,VEN000098,
100,INF0000882,MAT000204,VEN000099,
100,INF0000883,MAT000392,VEN000099,
100,INF0000884,MAT000314,VEN000099,
100,INF0000885,MAT000430,VEN000099,
100,INF0000886,MAT000496,VEN000099,
100,INF0000887,MAT000493,VEN000099,
100,INF0000888,MAT000384,VEN000099,
100,INF0000889,MAT000039,VEN000099,
100,INF0000890,MAT000482,VEN000099,
100,INF0000891,MAT000084,VEN000099,
100,INF0000892,MAT000234,VEN000099,
100,INF0000893,MAT000186,VEN000099,
100,INF0000894,MAT000445,VEN000099,
100,INF0000895,MAT000395,VEN000100,
100,INF0000896,MAT000271,VEN000100,
100,INF0000897,MAT000284,VEN000100,
100,INF0000898,MAT000328,VEN000100,
100,INF0000899,MAT000298,VEN000100,
