MANDT,BUKRS,LIFNR,UMSKS,BUDAT,GJAHR,BELNR,DMBTR,WAERS
100,1000,0000000198,,20240816,2023,0010000436,295.64,EUR
100,2000,0000000063,,20240904,2024,0010000437,3967.46,EUR
100,1000,0000000123,,20240602,2023,0010000438,4621.91,EUR
100,2000,0000000154,,20240228,2024,0010000439,822.09,EUR
100,1000,0000000165,,20220818,2023,0010000440,672.08,EUR
100,2000,0000000042,,20230519,2024,0010000441,695.04,EUR
100,1000,0000000042,,20220119,2023,0010000442,4503.04,EUR
100,2000,0000000182,,20221029,2024,0010000443,2925.16,EUR
100,1000,0000000101,,20240701,2023,0010000444,2808.15,EUR
100,2000,0000000185,,20221106,2024,0010000445,3285.81,EUR
100,1000,0000000039,,20220619,2023,0010000446,3977.24,EUR
100,2000,0000000182,,20230521,2024,0010000447,3104.79,EUR
100,1000,0000000199,,20220215,2023,0010000448,3858.18,EUR
100,2000,0000000016,,20240903,2024,0010000449,2303.1,EUR
100,1000,0000000115,,20230223,2023,0010000450,694.82,EUR
100,2000,0000000099,,20230709,2024,0010000451,1952.17,EUR
100,1000,0000000003,,20241213,2023,0010000452,1460.7,EUR
100,2000,0000000026,,20221029,2024,0010000453,2107.2,EUR
100,1000,0000000173,,20221021,2023,0010000454,1709.01,EUR
100,2000,0000000196,,20240101,2024,0010000455,2623.85,EUR
100,1000,0000000156,,20241003,2023,0010000456,2759.28,EUR
100,2000,0000000023,,20241218,2024,0010000457,2757.08,EUR
100,1000,0000000148,,20231007,2023,0010000458,3485.05,EUR
100,2000,0000000140,,20221019,2024,0010000459,4196.81,EUR
100,1000,0000000004,,20220608,2023,0010000460,4487.98,EUR
100,2000,0000000138,,20231001,2024,0010000461,2099.4,EUR
100,1000,0000000025,,20220202,2023,0010000462,3435.48,EUR
100,2000,0000000002,,20240209,2024,0010000463,4649.2,EUR
100,1000,0000000179,,20220203,2023,0010000464,516.42,EUR
100,2000,0000000011,,20240705,2024,0010000465,2213.09,EUR
100,1000,0000000053,,20220809,2023,0010000466,4584.81,EUR
100,2000,0000000124,,20240519,2024,0010000467,4172.59,EUR
100,1000,0000000154,,20221127,2023,0010000468,2118.03,EUR
100,2000,0000000178,,20220612,2024,0010000469,4949.86,EUR
100,1000,0000000171,,20230626,2023,0010000470,4227.4,EUR
100,2000,0000000029,,20240915,2024,0010000471,1442.48,EUR
100,1000,0000000018,,20240608,2023,0010000472,1232.94,EUR
100,2000,0000000011,,20230216,2024,0010000473,308.09,EUR
100,1000,0000000129,,20241205,2023,0010000474,781.43,EUR
100,2000,0000000166,,20241219,2024,0010000475,1277.92,EUR
100,1000,0000000100,,20240126,2023,0010000476,4440.44,EUR
100,2000,0000000047,,20230704,2024,0010000477,4946.48,EUR
100,1000,0000000157,,20220305,2023,0010000478,3378.44,EUR
100,2000,0000000184,,20230331,2024,0010000479,2544.71,EUR
100,1000,0000000100,,20230830,2023,0010000480,2733.42,EUR
100,2000,0000000181,,20240920,2024,0010000481,1972.87,EUR
100,1000,0000000095,,20241216,2023,0010000482,2015.04,EUR
100,2000,0000000149,,20240211,2024,0010000483,1466.88,EUR
100,1000,0000000055,,20230418,2023,0010000484,4081.17,EUR
100,2000,0000000083,,20220516,2024,0010000485,515.07,EUR
100,1000,0000000051,,20220410,2023,0010000486,2907.96,EUR
100,2000,0000000065,,20240330,2024,0010000487,801.99,EUR
100,1000,0000000023,,20220807,2023,0010000488,3078.95,EUR
100,2000,0000000071,,20221213,2024,0010000489,2778.64,EUR
100,1000,0000000185,,20230409,2023,0010000490,4800.17,EUR
100,2000,0000000073,,20231022,2024,0010000491,391.17,EUR
100,1000,0000000178,,20240519,2023,0010000492,4923.97,EUR
100,2000,0000000016,,20220209,2024,0010000493,1348.99,EUR
100,1000,0000000040,,20241017,2023,0010000494,1252.17,EUR
100,2000,0000000096,,20230325,2024,0010000495,3218.61,EUR
100,1000,0000000166,,20240122,2023,0010000496,2988.04,EUR
100,2000,0000000001,,20240118,2024,0010000497,4357.41,EUR
100,1000,0000000043,,20230329,2023,0010000498,825.36,EUR
100,2000,0000000150,,20230112,2024,0010000499,2624.99,EUR
100,1000,0000000162,,20241020,2023,0010000500,2780.77,EUR
100,2000,0000000168,,20230801,2024,0010000501,424.15,EUR
100,1000,0000000042,,20220818,2023,0010000502,3746.46,EUR
100,2000,0000000075,,20230919,2024,0010000503,4852.0,EUR
100,1000,0000000185,,20220704,2023,0010000504,368.03,EUR
100,2000,0000000103,,20220523,2024,0010000505,3665.5,EUR
100,1000,0000000173,,20230526,2023,0010000506,4307.3,EUR
100,2000,0000000052,,20230818,2024,0010000507,1364.82,EUR
100,1000,0000000200,,20220129,2023,0010000508,647.22,EUR
100,2000,0000000072,,20220721,2024,0010000509,2053.58,EUR
100,1000,0000000141,,20220714,2023,0010000510,1317.02,EUR
100,2000,0000000123,,20221121,2024,0010000511,3624.85,EUR
100,1000,0000000187,,20230429,2023,0010000512,3060.24,EUR
100,2000,0000000162,,20230319,2024,0010000513,3819.4,EUR
100,1000,0000000026,,20220213,2023,0010000514,1092.81,EUR
100,2000,0000000188,,20230121,2024,0010000515,4178.7,EUR
100,1000,0000000150,,20230226,2023,0010000516,4375.51,EUR
100,2000,0000000084,,20240624,2024,0010000517,3687.41,EUR
100,1000,0000000194,,20230817,2023,0010000518,3718.25,EUR
100,2000,0000000043,,20241002,2024,0010000519,1315.35,EUR
100,1000,0000000172,,20221117,2023,0010000520,2642.32,EUR
100,2000,0000000116,,20230319,2024,0010000521,1617.15,EUR
100,1000,0000000150,,20241207,2023,0010000522,2577.92,EUR
100,2000,0000000112,,20240717,2024,0010000523,553.64,EUR
100,1000,0000000045,,20221020,2023,0010000524,2417.52,EUR
100,2000,0000000051,,20240415,2024,0010000525,4042.69,EUR
100,1000,0000000099,,20240408,2023,0010000526,1361.42,EUR
100,2000,0000000076,,20220815,2024,0010000527,736.81,EUR
100,1000,0000000071,,20231005,2023,0010000528,317.21,EUR
100,2000,0000000160,,20230614,2024,0010000529,4696.04,EUR
100,1000,0000000133,,20240803,2023,0010000530,3815.5,EUR
100,2000,0000000067,,20241112,2024,0010000531,2541.48,EUR
100,1000,0000000043,,20240327,2023,0010000532,110.72,EUR
100,2000,0000000069,,20240120,2024,0010000533,1445.46,EUR
100,1000,0000000125,,20240828,2023,0010000534,250.89,EUR
100,2000,0000000066,,20220219,2024,0010000535,2085.07,EUR
100,1000,0000000064,,20220519,2023,0010000536,4276.59,EUR
100,2000,0000000013,,20240507,2024,0010000537,2208.71,EUR
100,1000,0000000154,,20241108,2023,0010000538,4854.42,EUR
100,2000,0000000147,,20230809,2024,0010000539,4150.09,EUR
100,1000,0000000091,,20241102,2023,0010000540,2095.59,EUR
100,2000,0000000183,,20240819,2024,0010000541,2907.26,EUR
100,1000,0000000121,,20230801,2023,0010000542,961.88,EUR
100,2000,0000000077,,20231003,2024,0010000543,1163.87,EUR
100,1000,0000000093,,20240520,2023,0010000544,333.39,EUR
100,2000,0000000010,,20231104,2024,0010000545,3500.38,EUR
100,1000,0000000037,,20240708,2023,0010000546,218.86,EUR
100,2000,0000000047,,20230416,2024,0010000547,2379.67,EUR
100,1000,0000000118,,20240608,2023,0010000548,3435.14,EUR
100,2000,0000000032,,20241004,2024,0010000549,2046.59,EUR
100,1000,0000000043,,20230116,2023,0010000550,1800.53,EUR
100,2000,0000000131,,20240618,2024,0010000551,3876.46,EUR
100,1000,0000000074,,20220306,2023,0010000552,4703.96,EUR
100,2000,0000000150,,20231018,2024,0010000553,4660.62,EUR
100,1000,0000000138,,20220508,2023,0010000554,3875.22,EUR
100,2000,0000000033,,20230812,2024,0010000555,4591.82,EUR
100,1000,0000000020,,20230910,2023,0010000556,2945.63,EUR
100,2000,0000000088,,20241216,2024,0010000557,479.1,EUR
100,1000,0000000143,,20230811,2023,0010000558,4736.08,EUR
100,2000,0000000083,,20241205,2024,0010000559,2681.51,EUR
100,1000,0000000176,,20230418,2023,0010000560,726.38,EUR
100,2000,0000000101,,20240807,2024,0010000561,717.29,EUR
100,1000,0000000103,,20230325,2023,0010000562,1823.75,EUR
100,2000,0000000160,,20241101,2024,0010000563,4533.2,EUR
100,1000,0000000102,,20220311,2023,0010000564,428.19,EUR
100,2000,0000000025,,20220816,2024,0010000565,4309.34,EUR
100,1000,0000000034,,20231006,2023,0010000566,1581.75,EUR
100,2000,0000000179,,20220705,2024,0010000567,4639.65,EUR
100,1000,0000000077,,20220305,2023,0010000568,2441.03,EUR
100,2000,0000000044,,20230712,2024,0010000569,4218.06,EUR
100,1000,0000000013,,20230428,2023,0010000570,2369.16,EUR
100,2000,0000000074,,20230308,2024,0010000571,149.92,EUR
100,1000,0000000112,,20230222,2023,0010000572,3152.13,EUR
100,2000,0000000054,,20230718,2024,0010000573,4642.72,EUR
100,1000,0000000060,,20220224,2023,0010000574,838.77,EUR
100,2000,0000000093,,20230111,2024,0010000575,3369.21,EUR
100,1000,0000000098,,20240211,2023,0010000576,4695.11,EUR
100,2000,0000000132,,20240627,2024,0010000577,1595.11,EUR
100,1000,0000000139,,20221208,2023,0010000578,4948.78,EUR
100,2000,0000000062,,20231213,2024,0010000579,4061.54,EUR
100,1000,0000000046,,20241126,2023,0010000580,3447.18,EUR
100,2000,0000000005,,20230424,2024,0010000581,2183.77,EUR
100,1000,0000000166,,20231021,2023,0010000582,4706.39,EUR
100,2000,0000000020,,20240403,2024,0010000583,2138.65,EUR
100,1000,0000000026,,20230126,2023,0010000584,2595.67,EUR
100,2000,0000000176,,20241121,2024,0010000585,2357.58,EUR
100,1000,0000000156,,20240327,2023,0010000586,729.81,EUR
100,2000,0000000103,,20230626,2024,0010000587,2931.69,EUR
100,1000,0000000140,,20220817,2023,0010000588,1054.26,EUR
100,2000,0000000123,,20230510,2024,0010000589,1263.2,EUR
100,1000,0000000171,,20231230,2023,0010000590,1267.43,EUR
100,2000,0000000070,,20220907,2024,0010000591,217.15,EUR
100,1000,0000000042,,20240131,2023,0010000592,296.13,EUR
100,2000,0000000176,,20221022,2024,0010000593,4481.61,EUR
100,1000,0000000098,,20240315,2023,0010000594,3092.94,EUR
100,2000,0000000149,,20240119,2024,0010000595,2626.13,EUR
100,1000,0000000069,,20240322,2023,0010000596,2385.6,EUR
100,2000,0000000172,,20220427,2024,0010000597,4394.57,EUR
100,1000,0000000186,,20230915,2023,0010000598,3486.95,EUR
100,2000,0000000182,,20241120,2024,0010000599,3644.94,EUR
100,1000,0000000132,,20231228,2023,0010000600,4351.01,EUR
100,2000,0000000111,,20230126,2024,0010000601,3726.02,EUR
100,1000,0000000119,,20220927,2023,0010000602,3464.96,EUR
100,2000,0000000046,,20230415,2024,0010000603,1940.32,EUR
100,1000,0000000126,,20220625,2023,0010000604,2266.97,EUR
100,2000,0000000024,,20240924,2024,0010000605,3846.11,EUR
100,1000,0000000097,,20220830,2023,0010000606,1112.32,EUR
100,2000,0000000050,,20240915,2024,0010000607,2776.45,EUR
100,1000,0000000187,,20230326,2023,0010000608,868.79,EUR
100,2000,0000000043,,20230331,2024,0010000609,4403.75,EUR
100,1000,0000000112,,20220316,2023,0010000610,4912.78,EUR
100,2000,0000000150,,20220508,2024,0010000611,1488.32,EUR
100,1000,0000000136,,20240702,2023,0010000612,1769.46,EUR
100,2000,0000000017,,20230907,2024,0010000613,2576.97,EUR
100,1000,0000000009,,20230106,2023,0010000614,4127.97,EUR
100,2000,0000000004,,20220709,2024,0010000615,1017.71,EUR
100,1000,0000000191,,20230809,2023,0010000616,4748.36,EUR
100,2000,0000000073,,20240301,2024,0010000617,2088.87,EUR
100,1000,0000000097,,20221212,2023,0010000618,3628.92,EUR
100,2000,0000000039,,20240309,2024,0010000619,1513.1,EUR
100,1000,0000000117,,20230902,2023,0010000620,3418.24,EUR
100,2000,0000000086,,20230402,2024,0010000621,393.13,EUR
100,1000,0000000170,,20240305,2023,0010000622,4902.64,EUR
100,2000,0000000139,,20221214,2024,0010000623,4019.14,EUR
100,1000,0000000134,,20230812,2023,0010000624,3387.94,EUR
100,2000,0000000126,,20220930,2024,0010000625,2513.22,EUR
100,1000,0000000118,,20220823,2023,0010000626,3806.6,EUR
100,2000,0000000127,,20230523,2024,0010000627,3940.21,EUR
100,1000,0000000061,,20231211,2023,0010000628,1258.23,EUR
100,2000,0000000138,,20220422,2024,0010000629,1990.38,EUR
100,1000,0000000108,,20220527,2023,0010000630,3522.89,EUR
100,2000,0000000147,,20240227,2024,0010000631,3985.31,EUR
100,1000,0000000113,,20231114,2023,0010000632,1822.24,EUR
100,2000,0000000026,,20221109,2024,0010000633,792.89,EUR
100,1000,0000000143,,20240124,2023,0010000634,707.47,EUR
100,2000,0000000033,,20221006,2024,0010000635,4675.05,EUR
100,1000,0000000032,,20220112,2023,0010000636,4908.4,EUR
100,2000,0000000055,,20240217,2024,0010000637,4768.33,EUR
100,1000,0000000009,,20220422,2023,0010000638,1758.74,EUR
100,2000,0000000094,,20240320,2024,0010000639,247.82,EUR
100,1000,0000000084,,20240207,2023,0010000640,1864.56,EUR
100,2000,0000000190,,20241019,2024,0010000641,3672.83,EUR
100,1000,0000000051,,20240504,2023,0010000642,267.2,EUR
100,2000,0000000170,,20240509,2024,0010000643,1124.56,EUR
100,1000,0000000023,,20231222,2023,0010000644,3537.46,EUR
100,2000,0000000110,,20220424,2024,0010000645,4394.32,EUR
100,1000,0000000197,,20220224,2023,0010000646,3576.59,EUR
100,2000,0000000070,,20220613,2024,0010000647,2246.61,EUR
100,1000,0000000002,,20230906,2023,0010000648,999.28,EUR
100,2000,0000000162,,20221120,2024,0010000649,1165.03,EUR
100,1000,0000000092,,20231020,2023,0010000650,183.5,EUR
100,2000,0000000092,,20220201,2024,0010000651,4551.72,EUR
100,1000,0000000095,,20220923,2023,0010000652,1039.95,EUR
100,2000,0000000058,,20220613,2024,0010000653,3841.09,EUR
100,1000,0000000048,,20240411,2023,0010000654,812.83,EUR
100,2000,0000000070,,20241225,2024,0010000655,626.82,EUR
100,1000,0000000149,,20220416,2023,0010000656,3747.02,EUR
100,2000,0000000067,,20230617,2024,0010000657,2549.52,EUR
100,1000,0000000067,,20221130,2023,0010000658,1470.76,EUR
100,2000,0000000032,,20240714,2024,0010000659,4154.59,EUR
100,1000,0000000128,,20230113,2023,0010000660,2619.53,EUR
100,2000,0000000069,,20221128,2024,0010000661,3544.24,EUR
100,1000,0000000172,,20240129,2023,0010000662,3371.68,EUR
100,2000,0000000169,,20240609,2024,0010000663,803.72,EUR
100,1000,0000000007,,20240306,2023,0010000664,3476.22,EUR
100,2000,0000000146,,20220509,2024,0010000665,4674.98,EUR
100,1000,0000000080,,20240619,2023,0010000666,4930.75,EUR
100,2000,0000000150,,20230620,2024,0010000667,2764.97,EUR
100,1000,0000000111,,20220916,2023,0010000668,2237.02,EUR
100,2000,0000000006,,20241013,2024,0010000669,259.22,EUR
100,1000,0000000157,,20221117,2023,0010000670,3144.99,EUR
100,2000,0000000174,,20240914,2024,0010000671,4406.68,EUR
100,1000,0000000142,,20240708,2023,0010000672,770.51,EUR
100,2000,0000000142,,20220628,2024,0010000673,700.13,EUR
100,1000,0000000059,,20240714,2023,0010000674,1507.41,EUR
100,2000,0000000063,,20230531,2024,0010000675,2601.58,EUR
100,1000,0000000026,,20240722,2023,0010000676,2628.38,EUR
100,2000,0000000065,,20230803,2024,0010000677,1859.58,EUR
100,1000,0000000162,,20240303,2023,0010000678,2737.52,EUR
100,2000,0000000132,,20230115,2024,0010000679,646.6,EUR
100,1000,0000000011,,20241106,2023,0010000680,2213.91,EUR
100,2000,0000000109,,20231113,2024,0010000681,2152.86,EUR
100,1000,0000000134,,20221028,2023,0010000682,871.95,EUR
100,2000,0000000112,,20220103,2024,0010000683,3830.07,EUR
100,1000,0000000102,,20240209,2023,0010000684,352.07,EUR
100,2000,0000000100,,20241222,2024,0010000685,227.89,EUR
100,1000,0000000164,,20221104,2023,0010000686,458.32,EUR
100,2000,0000000157,,20220207,2024,0010000687,169.57,EUR
100,1000,0000000056,,20220202,2023,0010000688,1815.46,EUR
100,2000,0000000158,,20221022,2024,0010000689,4773.96,EUR
100,1000,0000000001,,20240318,2023,0010000690,1895.27,EUR
100,2000,0000000147,,20221008,2024,0010000691,4109.65,EUR
100,1000,0000000063,,20221110,2023,0010000692,785.87,EUR
100,2000,0000000154,,20240108,2024,0010000693,1658.2,EUR
100,1000,0000000059,,20220519,2023,0010000694,4680.42,EUR
100,2000,0000000054,,20230108,2024,0010000695,1103.96,EUR
100,1000,0000000197,,20231106,2023,0010000696,3246.13,EUR
100,2000,0000000171,,20241004,2024,0010000697,3355.77,EUR
100,1000,0000000025,,20230904,2023,0010000698,3549.75,EUR
100,2000,0000000072,,20240318,2024,0010000699,3616.75,EUR
100,1000,0000000071,,20220625,2023,0010000700,1464.15,EUR
100,2000,0000000088,,20240910,2024,0010000701,2677.44,EUR
100,1000,0000000142,,20220804,2023,0010000702,3471.4,EUR
100,2000,0000000171,,20231216,2024,0010000703,1711.32,EUR
100,1000,0000000022,,20241014,2023,0010000704,295.55,EUR
100,2000,0000000006,,20220517,2024,0010000705,2007.24,EUR
100,1000,0000000020,,20230618,2023,0010000706,3771.64,EUR
100,2000,0000000022,,20231001,2024,0010000707,4833.43,EUR
100,1000,0000000195,,20230913,2023,0010000708,4981.47,EUR
100,2000,0000000085,,20240330,2024,0010000709,320.19,EUR
100,1000,0000000121,,20241015,2023,0010000710,4621.8,EUR
100,2000,0000000152,,20230926,2024,0010000711,748.72,EUR
100,1000,0000000023,,20240331,2023,0010000712,444.06,EUR
100,2000,0000000008,,20240829,2024,0010000713,2298.4,EUR
100,1000,0000000065,,20240429,2023,0010000714,3544.35,EUR
100,2000,0000000172,,20240123,2024,0010000715,3561.53,EUR
100,1000,0000000071,,20240211,2023,0010000716,1458.41,EUR
100,2000,0000000112,,20231122,2024,0010000717,3110.01,EUR
100,1000,0000000125,,20230705,2023,0010000718,4490.33,EUR
100,2000,0000000182,,20240219,2024,0010000719,1962.73,EUR
100,1000,0000000200,,20220403,2023,0010000720,1398.08,EUR
100,2000,0000000185,,20231014,2024,0010000721,4102.58,EUR
100,1000,0000000188,,20231221,2023,0010000722,1117.99,EUR
100,2000,0000000109,,20241209,2024,0010000723,3739.25,EUR
100,1000,0000000193,,20220915,2023,0010000724,4464.38,EUR
100,2000,0000000002,,20220323,2024,0010000725,1614.78,EUR
100,1000,0000000116,,20230709,2023,0010000726,2602.36,EUR
100,2000,0000000064,,20221225,2024,0010000727,3205.04,EUR
100,1000,0000000184,,20220306,2023,0010000728,761.95,EUR
100,2000,0000000014,,20220210,2024,0010000729,4268.98,EUR
100,1000,0000000024,,20231130,2023,0010000730,2139.6,EUR
100,2000,0000000084,,20220706,2024,0010000731,2357.37,EUR
100,1000,0000000002,,20220718,2023,0010000732,1883.33,EUR
100,2000,0000000061,,20240308,2024,0010000733,3863.83,EUR
100,1000,0000000111,,20230414,2023,0010000734,1370.24,EUR
100,2000,0000000183,,20220128,2024,0010000735,3149.34,EUR
100,1000,0000000091,,20240829,2023,0010000736,944.32,EUR
100,2000,0000000065,,20220611,2024,0010000737,2399.43,EUR
100,1000,0000000021,,20230211,2023,0010000738,2430.27,EUR
100,2000,0000000126,,20241120,2024,0010000739,733.18,EUR
100,1000,0000000008,,20241003,2023,0010000740,2157.15,EUR
100,2000,0000000200,,20220724,2024,0010000741,3103.57,EUR
100,1000,0000000002,,20231030,2023,0010000742,2977.14,EUR
100,2000,0000000001,,20240506,2024,0010000743,3071.97,EUR
100,1000,0000000014,,20240714,2023,0010000744,1925.7,EUR
100,2000,0000000173,,20220105,2024,0010000745,2528.65,EUR
100,1000,0000000059,,20231216,2023,0010000746,750.67,EUR
100,2000,0000000140,,20220804,2024,0010000747,621.13,EUR
100,1000,0000000138,,20230625,2023,0010000748,2561.61,EUR
100,2000,0000000135,,20221230,2024,0010000749,1026.83,EUR
100,1000,0000000103,,20220512,2023,0010000750,644.88,EUR
100,2000,0000000198,,20240205,2024,0010000751,867.14,EUR
100,1000,0000000014,,20230402,2023,0010000752,3308.26,EUR
100,2000,0000000117,,20230304,2024,0010000753,443.74,EUR
100,1000,0000000067,,20240331,2023,0010000754,3474.46,EUR
100,2000,0000000177,,20240923,2024,0010000755,2877.94,EUR
100,1000,0000000031,,20221214,2023,0010000756,640.69,EUR
100,2000,0000000195,,20221213,2024,0010000757,2472.61,EUR
100,1000,0000000158,,20240711,2023,0010000758,2632.55,EUR
100,2000,0000000166,,20240426,2024,0010000759,2999.69,EUR
100,1000,0000000193,,20230204,2023,0010000760,2249.0,EUR
100,2000,0000000198,,20240513,2024,0010000761,3664.38,EUR
100,1000,0000000045,,20221026,2023,0010000762,2203.08,EUR
100,2000,0000000076,,20240129,2024,0010000763,1307.73,EUR
100,1000,0000000162,,20220127,2023,0010000764,1819.56,EUR
100,2000,0000000047,,20220904,2024,0010000765,408.71,EUR
100,1000,0000000026,,20240123,2023,0010000766,4997.04,EUR
100,2000,0000000025,,20241018,2024,0010000767,353.77,EUR
100,1000,0000000082,,20230109,2023,0010000768,153.1,EUR
100,2000,0000000137,,20230116,2024,0010000769,4565.43,EUR
100,1000,0000000001,,20220528,2023,0010000770,3598.57,EUR
100,2000,0000000179,,20220617,2024,0010000771,4862.07,EUR
100,1000,0000000081,,20220525,2023,0010000772,3929.23,EUR
100,2000,0000000187,,20220128,2024,0010000773,3441.23,EUR
100,1000,0000000044,,20221029,2023,0010000774,4543.35,EUR
100,2000,0000000186,,20221209,2024,0010000775,1883.79,EUR
100,1000,0000000085,,20220614,2023,0010000776,4055.83,EUR
100,2000,0000000151,,20220315,2024,0010000777,2424.91,EUR
100,1000,0000000082,,20240108,2023,0010000778,4907.04,EUR
100,2000,0000000163,,20241011,2024,0010000779,3180.98,EUR
100,1000,0000000008,,20220719,2023,0010000780,4185.47,EUR
100,2000,0000000171,,20220709,2024,0010000781,1526.12,EUR
100,1000,0000000186,,20241204,2023,0010000782,665.47,EUR
100,2000,0000000189,,20240814,2024,0010000783,4956.23,EUR
100,1000,0000000158,,20221204,2023,0010000784,2441.45,EUR
100,2000,0000000186,,20221108,2024,0010000785,1019.38,EUR
100,1000,0000000174,,20230227,2023,0010000786,3844.07,EUR
100,2000,0000000173,,20220110,2024,0010000787,727.43,EUR
100,1000,0000000114,,20220927,2023,0010000788,3012.04,EUR
100,2000,0000000197,,20230814,2024,0010000789,3720.26,EUR
100,1000,0000000173,,20240814,2023,0010000790,4026.85,EUR
100,2000,0000000067,,20230518,2024,0010000791,1615.33,EUR
100,1000,0000000006,,20230326,2023,0010000792,2761.05,EUR
100,2000,0000000091,,20220327,2024,0010000793,4783.3,EUR
100,1000,0000000138,,20240628,2023,0010000794,198.18,EUR
100,2000,0000000190,,20240912,2024,0010000795,3745.56,EUR
100,1000,0000000191,,20240312,2023,0010000796,3519.08,EUR
100,2000,0000000105,,20240801,2024,0010000797,1451.91,EUR
100,1000,0000000020,,20230613,2023,0010000798,3015.69,EUR
100,2000,0000000117,,20240907,2024,0010000799,2122.93,EUR
100,1000,0000000037,,20241002,2023,0010000800,3812.24,EUR
100,2000,0000000046,,20220616,2024,0010000801,4932.26,EUR
100,1000,0000000084,,20231113,2023,0010000802,2831.92,EUR
100,2000,0000000156,,20220101,2024,0010000803,1719.15,EUR
100,1000,0000000140,,20221025,2023,0010000804,3467.01,EUR
100,2000,0000000157,,20221207,2024,0010000805,1221.49,EUR
100,1000,0000000073,,20240819,2023,0010000806,2657.33,EUR
100,2000,0000000112,,20230202,2024,0010000807,4392.05,EUR
100,1000,0000000030,,20240716,2023,0010000808,3682.77,EUR
100,2000,0000000025,,20220810,2024,0010000809,2873.01,EUR
100,1000,0000000172,,20220914,2023,0010000810,2199.62,EUR
100,2000,0000000156,,20230202,2024,0010000811,4681.06,EUR
100,1000,0000000084,,20241223,2023,0010000812,3372.24,EUR
100,2000,0000000170,,20241019,2024,0010000813,1512.65,EUR
100,1000,0000000051,,20240628,2023,0010000814,2925.5,EUR
100,2000,0000000084,,20230525,2024,0010000815,4727.35,EUR
100,1000,0000000139,,20240804,2023,0010000816,1096.67,EUR
100,2000,0000000167,,20230216,2024,0010000817,4516.71,EUR
100,1000,0000000152,,20220730,2023,0010000818,4948.22,EUR
100,2000,0000000007,,20220901,2024,0010000819,1729.82,EUR
100,1000,0000000150,,20240229,2023,0010000820,4217.09,EUR
100,2000,0000000132,,20220806,2024,0010000821,3369.74,EUR
100,1000,0000000196,,20220118,2023,0010000822,3421.51,EUR
100,2000,0000000005,,20231018,2024,0010000823,2698.2,EUR
100,1000,0000000080,,20220313,2023,0010000824,1460.88,EUR
100,2000,0000000097,,20241023,2024,0010000825,2809.01,EUR
100,1000,0000000188,,20240226,2023,0010000826,1071.96,EUR
100,2000,0000000035,,20240602,2024,0010000827,3224.42,EUR
100,1000,0000000184,,20240502,2023,0010000828,3022.06,EUR
100,2000,0000000027,,20230225,2024,0010000829,3164.95,EUR
100,1000,0000000158,,20221221,2023,0010000830,3366.35,EUR
100,2000,0000000084,,20241203,2024,0010000831,135.56,EUR
100,1000,0000000068,,20220213,2023,0010000832,1514.27,EUR
100,2000,0000000136,,20241107,2024,0010000833,1534.64,EUR
100,1000,0000000148,,20220118,2023,0010000834,2214.6,EUR
100,2000,0000000036,,20230312,2024,0010000835,2417.87,EUR
100,1000,0000000153,,20241017,2023,0010000836,2512.54,EUR
100,2000,0000000149,,20221124,2024,0010000837,1725.53,EUR
100,1000,0000000184,,20240609,2023,0010000838,919.12,EUR
100,2000,0000000077,,20240601,2024,0010000839,3861.77,EUR
100,1000,0000000105,,20240309,2023,0010000840,409.11,EUR
100,2000,0000000043,,20240530,2024,0010000841,951.48,EUR
100,1000,0000000068,,20241121,2023,0010000842,3528.42,EUR
100,2000,0000000085,,20220810,2024,0010000843,2221.73,EUR
100,1000,0000000003,,20241204,2023,0010000844,4351.88,EUR
100,2000,0000000178,,20230531,2024,0010000845,766.75,EUR
100,1000,0000000039,,20220328,2023,0010000846,757.34,EUR
100,2000,0000000187,,20220117,2024,0010000847,1636.41,EUR
100,1000,0000000039,,20231207,2023,0010000848,2711.22,EUR
100,2000,0000000095,,20240815,2024,0010000849,3613.74,EUR
100,1000,0000000019,,20220425,2023,0010000850,2308.23,EUR
100,2000,0000000018,,20231128,2024,0010000851,1726.51,EUR
100,1000,0000000153,,20240404,2023,0010000852,3663.67,EUR
100,2000,0000000169,,20240614,2024,0010000853,729.16,EUR
100,1000,0000000049,,20230705,2023,0010000854,3451.53,EUR
100,2000,0000000194,,20220419,2024,0010000855,1927.46,EUR
100,1000,0000000068,,20220402,2023,0010000856,780.96,EUR
100,2000,0000000124,,20221112,2024,0010000857,2479.09,EUR
100,1000,0000000072,,20220705,2023,0010000858,1053.05,EUR
100,2000,0000000074,,20240406,2024,0010000859,109.61,EUR
100,1000,0000000186,,20230312,2023,0010000860,4678.78,EUR
100,2000,0000000123,,20231218,2024,0010000861,3257.05,EUR
100,1000,0000000082,,20240720,2023,0010000862,1275.49,EUR
100,2000,0000000119,,20220420,2024,0010000863,4066.16,EUR
100,1000,0000000163,,20230813,2023,0010000864,4156.48,EUR
100,2000,0000000195,,20220928,2024,0010000865,2156.7,EUR
100,1000,0000000038,,20230227,2023,0010000866,1401.12,EUR
100,2000,0000000084,,20220302,2024,0010000867,3901.54,EUR
100,1000,0000000027,,20241126,2023,0010000868,990.07,EUR
100,2000,0000000036,,20220414,2024,0010000869,1725.15,EUR
100,1000,0000000103,,20230207,2023,0010000870,2109.75,EUR
100,2000,0000000075,,20240201,2024,0010000871,3557.24,EUR
100,1000,0000000055,,20240226,2023,0010000872,4727.17,EUR
100,2000,0000000118,,20231208,2024,0010000873,1063.65,EUR
