MANDT,PERNR,ENDDA,BEGDA,BUKRS,WERKS,KOSTL,ORGEH,PLANS
100,00000422,99991231,20200101,2000,0002,0000003100,00000002,00000022
100,00000423,99991231,20200101,1000,0003,0000003200,00000003,00000023
100,00000424,99991231,20200101,2000,0004,0000003300,00000004,00000024
100,00000425,99991231,20200101,1000,0005,0000003400,00000005,00000025
100,00000426,99991231,20200101,2000,0006,0000003500,00000006,00000026
100,00000427,99991231,20200101,1000,0007,0000003600,00000007,00000027
100,00000428,99991231,20200101,2000,0008,0000003700,00000008,00000028
100,00000429,99991231,20200101,1000,0009,0000003800,00000009,00000029
100,00000430,99991231,20200101,2000,0010,0000003900,00000010,00000030
100,00000431,99991231,20200101,1000,0001,0000004000,00000011,00000031
100,00000432,99991231,20200101,2000,0002,0000004100,00000012,00000032
100,00000433,99991231,20200101,1000,0003,0000004200,00000013,00000033
100,00000434,99991231,20200101,2000,0004,0000004300,00000014,00000034
100,00000435,99991231,20200101,1000,0005,0000004400,00000015,00000035
100,00000436,99991231,20200101,2000,0006,0000004500,00000016,00000036
100,00000437,99991231,20200101,1000,0007,0000004600,00000017,00000037
100,00000438,99991231,20200101,2000,0008,0000004700,00000018,00000038
100,00000439,99991231,20200101,1000,0009,0000004800,00000019,00000039
100,00000440,99991231,20200101,2000,0010,0000004900,00000020,00000040
100,00000441,99991231,20200101,1000,0001,0000005000,00000001,00000041
100,00000442,99991231,20200101,2000,0002,0000005100,00000002,00000042
100,00000443,99991231,20200101,1000,0003,0000005200,00000003,00000043
100,00000444,99991231,20200101,2000,0004,0000005300,00000004,00000044
100,00000445,99991231,20200101,1000,0005,0000005400,00000005,00000045
100,00000446,99991231,20200101,2000,0006,0000005500,00000006,00000046
100,00000447,99991231,20200101,1000,0007,0000005600,00000007,00000047
100,00000448,99991231,20200101,2000,0008,0000005700,00000008,00000048
100,00000449,99991231,20200101,1000,0009,0000005800,00000009,00000049
100,00000450,99991231,20200101,2000,0010,0000005900,00000010,00000050
100,00000451,99991231,20200101,1000,0001,0000001000,00000011,00000001
100,00000452,99991231,20200101,2000,0002,0000001100,00000012,00000002
100,00000453,99991231,20200101,1000,0003,0000001200,00000013,00000003
100,00000454,99991231,20200101,2000,0004,0000001300,00000014,00000004
100,00000455,99991231,20200101,1000,0005,0000001400,00000015,00000005
100,00000456,99991231,20200101,2000,0006,0000001500,00000016,00000006
100,00000457,99991231,20200101,1000,0007,0000001600,00000017,00000007
100,00000458,99991231,20200101,2000,0008,0000001700,00000018,00000008
100,00000459,99991231,20200101,1000,0009,0000001800,00000019,00000009
100,00000460,99991231,20200101,2000,0010,0000001900,00000020,00000010
100,00000461,99991231,20200101,1000,0001,0000002000,00000001,00000011
100,00000462,99991231,20200101,2000,0002,0000002100,00000002,00000012
100,00000463,99991231,20200101,1000,0003,0000002200,00000003,00000013
100,00000464,99991231,20200101,2000,0004,0000002300,00000004,00000014
100,00000465,99991231,20200101,1000,0005,0000002400,00000005,00000015
100,00000466,99991231,20200101,2000,0006,0000002500,00000006,00000016
100,00000467,99991231,20200101,1000,0007,0000002600,00000007,00000017
100,00000468,99991231,20200101,2000,0008,0000002700,00000008,00000018
100,00000469,99991231,20200101,1000,0009,0000002800,00000009,00000019
100,00000470,99991231,20200101,2000,0010,0000002900,00000010,00000020
100,00000471,99991231,20200101,1000,0001,0000003000,00000011,00000021
100,00000472,99991231,20200101,2000,0002,0000003100,00000012,00000022
100,00000473,99991231,20200101,1000,0003,0000003200,00000013,00000023
100,00000474,99991231,20200101,2000,0004,0000003300,00000014,00000024
100,00000475,99991231,20200101,1000,0005,0000003400,00000015,00000025
100,00000476,99991231,20200101,2000,0006,0000003500,00000016,00000026
100,00000477,99991231,20200101,1000,0007,0000003600,00000017,00000027
100,00000478,99991231,20200101,2000,0008,0000003700,00000018,00000028
100,00000479,99991231,20200101,1000,0009,0000003800,00000019,00000029
100,00000480,99991231,20200101,2000,0010,0000003900,00000020,00000030
100,00000481,99991231,20200101,1000,0001,0000004000,00000001,00000031
100,00000482,99991231,20200101,2000,0002,0000004100,00000002,00000032
100,00000483,99991231,20200101,1000,0003,0000004200,00000003,00000033
100,00000484,99991231,20200101,2000,0004,0000004300,00000004,00000034
100,00000485,99991231,20200101,1000,0005,0000004400,00000005,00000035
100,00000486,99991231,20200101,2000,0006,0000004500,00000006,00000036
100,00000487,99991231,20200101,1000,0007,0000004600,00000007,00000037
100,00000488,99991231,20200101,2000,0008,0000004700,00000008,00000038
100,00000489,99991231,20200101,1000,0009,0000004800,00000009,00000039
100,00000490,99991231,20200101,2000,0010,0000004900,00000010,00000040
100,00000491,99991231,20200101,1000,0001,0000005000,00000011,00000041
100,00000492,99991231,20200101,2000,0002,0000005100,00000012,00000042
100,00000493,99991231,20200101,1000,0003,0000005200,00000013,00000043
100,00000494,99991231,20200101,2000,0004,0000005300,00000014,00000044
100,00000495,99991231,20200101,1000,0005,0000005400,00000015,00000045
100,00000496,99991231,20200101,2000,0006,0000005500,00000016,00000046
100,00000497,99991231,20200101,1000,0007,0000005600,00000017,00000047
100,00000498,99991231,20200101,2000,0008,0000005700,00000018,00000048
100,00000499,99991231,20200101,1000,0009,0000005800,00000019,00000049
100,00000500,99991231,20200101,2000,0010,0000005900,00000020,00000050
100,00000501,99991231,20200101,1000,0001,0000001000,00000001,00000001
100,00000502,99991231,20200101,2000,0002,0000001100,00000002,00000002
100,00000503,99991231,20200101,1000,0003,0000001200,00000003,00000003
100,00000504,99991231,20200101,2000,0004,0000001300,00000004,00000004
100,00000505,99991231,20200101,1000,0005,0000001400,00000005,00000005
100,00000506,99991231,20200101,2000,0006,0000001500,00000006,00000006
100,00000507,99991231,20200101,1000,0007,0000001600,00000007,00000007
100,00000508,99991231,20200101,2000,0008,0000001700,00000008,00000008
100,00000509,99991231,20200101,1000,0009,0000001800,00000009,00000009
100,00000510,99991231,20200101,2000,0010,0000001900,00000010,00000010
100,00000511,99991231,20200101,1000,0001,0000002000,00000011,00000011
100,00000512,99991231,20200101,2000,0002,0000002100,00000012,00000012
100,00000513,99991231,20200101,1000,0003,0000002200,00000013,00000013
100,00000514,99991231,20200101,2000,0004,0000002300,00000014,00000014
100,00000515,99991231,20200101,1000,0005,0000002400,00000015,00000015
100,00000516,99991231,20200101,2000,0006,0000002500,00000016,00000016
100,00000517,99991231,20200101,1000,0007,0000002600,00000017,00000017
100,00000518,99991231,20200101,2000,0008,0000002700,00000018,00000018
100,00000519,99991231,20200101,1000,0009,0000002800,00000019,00000019
100,00000520,99991231,20200101,2000,0010,0000002900,00000020,00000020
100,00000521,99991231,20200101,1000,0001,0000003000,00000001,00000021
100,00000522,99991231,20200101,2000,0002,0000003100,00000002,00000022
100,00000523,99991231,20200101,1000,0003,0000003200,00000003,00000023
100,00000524,99991231,20200101,2000,0004,0000003300,00000004,00000024
100,00000525,99991231,20200101,1000,0005,0000003400,00000005,00000025
100,00000526,99991231,20200101,2000,0006,0000003500,00000006,00000026
100,00000527,99991231,20200101,1000,0007,0000003600,00000007,00000027
100,00000528,99991231,20200101,2000,0008,0000003700,00000008,00000028
100,00000529,99991231,20200101,1000,0009,0000003800,00000009,00000029
100,00000530,99991231,20200101,2000,0010,0000003900,00000010,00000030
100,00000531,99991231,20200101,1000,0001,0000004000,00000011,00000031
100,00000532,99991231,20200101,2000,0002,0000004100,00000012,00000032
100,00000533,99991231,20200101,1000,0003,0000004200,00000013,00000033
100,00000534,99991231,20200101,2000,0004,0000004300,00000014,00000034
100,00000535,99991231,20200101,1000,0005,0000004400,00000015,00000035
100,00000536,99991231,20200101,2000,0006,0000004500,00000016,00000036
100,00000537,99991231,20200101,1000,0007,0000004600,00000017,00000037
100,00000538,99991231,20200101,2000,0008,0000004700,00000018,00000038
100,00000539,99991231,20200101,1000,0009,0000004800,00000019,00000039
100,00000540,99991231,20200101,2000,0010,0000004900,00000020,00000040
100,00000541,99991231,20200101,1000,0001,0000005000,00000001,00000041
100,00000542,99991231,20200101,2000,0002,0000005100,00000002,00000042
100,00000543,99991231,20200101,1000,0003,0000005200,00000003,00000043
100,00000544,99991231,20200101,2000,0004,0000005300,00000004,00000044
100,00000545,99991231,20200101,1000,0005,0000005400,00000005,00000045
100,00000546,99991231,20200101,2000,0006,0000005500,00000006,00000046
100,00000547,99991231,20200101,1000,0007,0000005600,00000007,00000047
100,00000548,99991231,20200101,2000,0008,0000005700,00000008,00000048
100,00000549,99991231,20200101,1000,0009,0000005800,00000009,00000049
100,00000550,99991231,20200101,2000,0010,0000005900,00000010,00000050
100,00000551,99991231,20200101,1000,0001,0000001000,00000011,00000001
100,00000552,99991231,20200101,2000,0002,0000001100,00000012,00000002
100,00000553,99991231,20200101,1000,0003,0000001200,00000013,00000003
100,00000554,99991231,20200101,2000,0004,0000001300,00000014,00000004
100,00000555,99991231,20200101,1000,0005,0000001400,00000015,00000005
100,00000556,99991231,20200101,2000,0006,0000001500,00000016,00000006
100,00000557,99991231,20200101,1000,0007,0000001600,00000017,00000007
100,00000558,99991231,20200101,2000,0008,0000001700,00000018,00000008
100,00000559,99991231,20200101,1000,0009,0000001800,00000019,00000009
100,00000560,99991231,20200101,2000,0010,0000001900,00000020,00000010
100,00000561,99991231,20200101,1000,0001,0000002000,00000001,00000011
100,00000562,99991231,20200101,2000,0002,0000002100,00000002,00000012
100,00000563,99991231,20200101,1000,0003,0000002200,00000003,00000013
100,00000564,99991231,20200101,2000,0004,0000002300,00000004,00000014
100,00000565,99991231,20200101,1000,0005,0000002400,00000005,00000015
100,00000566,99991231,20200101,2000,0006,0000002500,00000006,00000016
100,00000567,99991231,20200101,1000,0007,0000002600,00000007,00000017
100,00000568,99991231,20200101,2000,0008,0000002700,00000008,00000018
100,00000569,99991231,20200101,1000,0009,0000002800,00000009,00000019
100,00000570,99991231,20200101,2000,0010,0000002900,00000010,00000020
100,00000571,99991231,20200101,1000,0001,0000003000,00000011,00000021
100,00000572,99991231,20200101,2000,0002,0000003100,00000012,00000022
100,00000573,99991231,20200101,1000,0003,0000003200,00000013,00000023
100,00000574,99991231,20200101,2000,0004,0000003300,00000014,00000024
100,00000575,99991231,20200101,1000,0005,0000003400,00000015,00000025
100,00000576,99991231,20200101,2000,0006,0000003500,00000016,00000026
100,00000577,99991231,20200101,1000,0007,0000003600,00000017,00000027
100,00000578,99991231,20200101,2000,0008,0000003700,00000018,00000028
100,00000579,99991231,20200101,1000,0009,0000003800,00000019,00000029
100,00000580,99991231,20200101,2000,0010,0000003900,00000020,00000030
100,00000581,99991231,20200101,1000,0001,0000004000,00000001,00000031
100,00000582,99991231,20200101,2000,0002,0000004100,00000002,00000032
100,00000583,99991231,20200101,1000,0003,0000004200,00000003,00000033
100,00000584,99991231,20200101,2000,0004,0000004300,00000004,00000034
100,00000585,99991231,20200101,1000,0005,0000004400,00000005,00000035
100,00000586,99991231,20200101,2000,0006,0000004500,00000006,00000036
100,00000587,99991231,20200101,1000,0007,0000004600,00000007,00000037
100,00000588,99991231,20200101,2000,0008,0000004700,00000008,00000038
100,00000589,99991231,20200101,1000,0009,0000004800,00000009,00000039
100,00000590,99991231,20200101,2000,0010,0000004900,00000010,00000040
100,00000591,99991231,20200101,1000,0001,0000005000,00000011,00000041
100,00000592,99991231,20200101,2000,0002,0000005100,00000012,00000042
100,00000593,99991231,20200101,1000,0003,0000005200,00000013,00000043
100,00000594,99991231,20200101,2000,0004,0000005300,00000014,00000044
100,00000595,99991231,20200101,1000,0005,0000005400,00000015,00000045
100,00000596,99991231,20200101,2000,0006,0000005500,00000016,00000046
100,00000597,99991231,20200101,1000,0007,0000005600,00000017,00000047
100,00000598,99991231,20200101,2000,0008,0000005700,00000018,00000048
100,00000599,99991231,20200101,1000,0009,0000005800,00000019,00000049
100,00000600,99991231,20200101,2000,0010,0000005900,00000020,00000050
100,00000601,99991231,20200101,1000,0001,0000001000,00000001,00000001
100,00000602,99991231,20200101,2000,0002,0000001100,00000002,00000002
100,00000603,99991231,20200101,1000,0003,0000001200,00000003,00000003
100,00000604,99991231,20200101,2000,0004,0000001300,00000004,00000004
100,00000605,99991231,20200101,1000,0005,0000001400,00000005,00000005
100,00000606,99991231,20200101,2000,0006,0000001500,00000006,00000006
100,00000607,99991231,20200101,1000,0007,0000001600,00000007,00000007
100,00000608,99991231,20200101,2000,0008,0000001700,00000008,00000008
100,00000609,99991231,20200101,1000,0009,0000001800,00000009,00000009
100,00000610,99991231,20200101,2000,0010,0000001900,00000010,00000010
100,00000611,99991231,20200101,1000,0001,0000002000,00000011,00000011
100,00000612,99991231,20200101,2000,0002,0000002100,00000012,00000012
100,00000613,99991231,20200101,1000,0003,0000002200,00000013,00000013
100,00000614,99991231,20200101,2000,0004,0000002300,00000014,00000014
100,00000615,99991231,20200101,1000,0005,0000002400,00000015,00000015
100,00000616,99991231,20200101,2000,0006,0000002500,00000016,00000016
100,00000617,99991231,20200101,1000,0007,0000002600,00000017,00000017
100,00000618,99991231,20200101,2000,0008,0000002700,00000018,00000018
100,00000619,99991231,20200101,1000,0009,0000002800,00000019,00000019
100,00000620,99991231,20200101,2000,0010,0000002900,00000020,00000020
100,00000621,99991231,20200101,1000,0001,0000003000,00000001,00000021
100,00000622,99991231,20200101,2000,0002,0000003100,00000002,00000022
100,00000623,99991231,20200101,1000,0003,0000003200,00000003,00000023
100,00000624,99991231,20200101,2000,0004,0000003300,00000004,00000024
100,00000625,99991231,20200101,1000,0005,0000003400,00000005,00000025
100,00000626,99991231,20200101,2000,0006,0000003500,00000006,00000026
100,00000627,99991231,20200101,1000,0007,0000003600,00000007,00000027
100,00000628,99991231,20200101,2000,0008,0000003700,00000008,00000028
100,00000629,99991231,20200101,1000,0009,0000003800,00000009,00000029
100,00000630,99991231,20200101,2000,0010,0000003900,00000010,00000030
100,00000631,99991231,20200101,1000,0001,0000004000,00000011,00000031
100,00000632,99991231,20200101,2000,0002,0000004100,00000012,00000032
100,00000633,99991231,20200101,1000,0003,0000004200,00000013,00000033
100,00000634,99991231,20200101,2000,0004,0000004300,00000014,00000034
100,00000635,99991231,20200101,1000,0005,0000004400,00000015,00000035
100,00000636,99991231,20200101,2000,0006,0000004500,00000016,00000036
100,00000637,99991231,20200101,1000,0007,0000004600,00000017,00000037
100,00000638,99991231,20200101,2000,0008,0000004700,00000018,00000038
100,00000639,99991231,20200101,1000,0009,0000004800,00000019,00000039
100,00000640,99991231,20200101,2000,0010,0000004900,00000020,00000040
100,00000641,99991231,20200101,1000,0001,0000005000,00000001,00000041
100,00000642,99991231,20200101,2000,0002,0000005100,00000002,00000042
100,00000643,99991231,20200101,1000,0003,0000005200,00000003,00000043
100,00000644,99991231,20200101,2000,0004,0000005300,00000004,00000044
100,00000645,99991231,20200101,1000,0005,0000005400,00000005,00000045
100,00000646,99991231,20200101,2000,0006,0000005500,00000006,00000046
100,00000647,99991231,20200101,1000,0007,0000005600,00000007,00000047
100,00000648,99991231,20200101,2000,0008,0000005700,00000008,00000048
100,00000649,99991231,20200101,1000,0009,0000005800,00000009,00000049
100,00000650,99991231,20200101,2000,0010,0000005900,00000010,00000050
100,00000651,99991231,20200101,1000,0001,0000001000,00000011,00000001
100,00000652,99991231,20200101,2000,0002,0000001100,00000012,00000002
100,00000653,99991231,20200101,1000,0003,0000001200,00000013,00000003
100,00000654,99991231,20200101,2000,0004,0000001300,00000014,00000004
100,00000655,99991231,20200101,1000,0005,0000001400,00000015,00000005
100,00000656,99991231,20200101,2000,0006,0000001500,00000016,00000006
100,00000657,99991231,20200101,1000,0007,0000001600,00000017,00000007
100,00000658,99991231,20200101,2000,0008,0000001700,00000018,00000008
100,00000659,99991231,20200101,1000,0009,0000001800,00000019,00000009
100,00000660,99991231,20200101,2000,0010,0000001900,00000020,00000010
100,00000661,99991231,20200101,1000,0001,0000002000,00000001,00000011
100,00000662,99991231,20200101,2000,0002,0000002100,00000002,00000012
100,00000663,99991231,20200101,1000,0003,0000002200,00000003,00000013
100,00000664,99991231,20200101,2000,0004,0000002300,00000004,00000014
100,00000665,99991231,20200101,1000,0005,0000002400,00000005,00000015
100,00000666,99991231,20200101,2000,0006,0000002500,00000006,00000016
100,00000667,99991231,20200101,1000,0007,0000002600,00000007,00000017
100,00000668,99991231,20200101,2000,0008,0000002700,00000008,00000018
100,00000669,99991231,20200101,1000,0009,0000002800,00000009,00000019
100,00000670,99991231,20200101,2000,0010,0000002900,00000010,00000020
100,00000671,99991231,20200101,1000,0001,0000003000,00000011,00000021
100,00000672,99991231,20200101,2000,0002,0000003100,00000012,00000022
100,00000673,99991231,20200101,1000,0003,0000003200,00000013,00000023
100,00000674,99991231,20200101,2000,0004,0000003300,00000014,00000024
100,00000675,99991231,20200101,1000,0005,0000003400,00000015,00000025
100,00000676,99991231,20200101,2000,0006,0000003500,00000016,00000026
100,00000677,99991231,20200101,1000,0007,0000003600,00000017,00000027
100,00000678,99991231,20200101,2000,0008,0000003700,00000018,00000028
100,00000679,99991231,20200101,1000,0009,0000003800,00000019,00000029
100,00000680,99991231,20200101,2000,0010,0000003900,00000020,00000030
100,00000681,99991231,20200101,1000,0001,0000004000,00000001,00000031
100,00000682,99991231,20200101,2000,0002,0000004100,00000002,00000032
100,00000683,99991231,20200101,1000,0003,0000004200,00000003,00000033
100,00000684,99991231,20200101,2000,0004,0000004300,00000004,00000034
100,00000685,99991231,20200101,1000,0005,0000004400,00000005,00000035
100,00000686,99991231,20200101,2000,0006,0000004500,00000006,00000036
100,00000687,99991231,20200101,1000,0007,0000004600,00000007,00000037
100,00000688,99991231,20200101,2000,0008,0000004700,00000008,00000038
100,00000689,99991231,20200101,1000,0009,0000004800,00000009,00000039
100,00000690,99991231,20200101,2000,0010,0000004900,00000010,00000040
100,00000691,99991231,20200101,1000,0001,0000005000,00000011,00000041
100,00000692,99991231,20200101,2000,0002,0000005100,00000012,00000042
100,00000693,99991231,20200101,1000,0003,0000005200,00000013,00000043
100,00000694,99991231,20200101,2000,0004,0000005300,00000014,00000044
100,00000695,99991231,20200101,1000,0005,0000005400,00000015,00000045
100,00000696,99991231,20200101,2000,0006,0000005500,00000016,00000046
100,00000697,99991231,20200101,1000,0007,0000005600,00000017,00000047
100,00000698,99991231,20200101,2000,0008,0000005700,00000018,00000048
100,00000699,99991231,20200101,1000,0009,0000005800,00000019,00000049
100,00000700,99991231,20200101,2000,0010,0000005900,00000020,00000050
100,00000701,99991231,20200101,1000,0001,0000001000,00000001,00000001
100,00000702,99991231,20200101,2000,0002,0000001100,00000002,00000002
100,00000703,99991231,20200101,1000,0003,0000001200,00000003,00000003
100,00000704,99991231,20200101,2000,0004,0000001300,00000004,00000004
100,00000705,99991231,20200101,1000,0005,0000001400,00000005,00000005
100,00000706,99991231,20200101,2000,0006,0000001500,00000006,00000006
100,00000707,99991231,20200101,1000,0007,0000001600,00000007,00000007
100,00000708,99991231,20200101,2000,0008,0000001700,00000008,00000008
100,00000709,99991231,20200101,1000,0009,0000001800,00000009,00000009
100,00000710,99991231,20200101,2000,0010,0000001900,00000010,00000010
100,00000711,99991231,20200101,1000,0001,0000002000,00000011,00000011
100,00000712,99991231,20200101,2000,0002,0000002100,00000012,00000012
100,00000713,99991231,20200101,1000,0003,0000002200,00000013,00000013
100,00000714,99991231,20200101,2000,0004,0000002300,00000014,00000014
100,00000715,99991231,20200101,1000,0005,0000002400,00000015,00000015
100,00000716,99991231,20200101,2000,0006,0000002500,00000016,00000016
100,00000717,99991231,20200101,1000,0007,0000002600,00000017,00000017
100,00000718,99991231,20200101,2000,0008,0000002700,00000018,00000018
100,00000719,99991231,20200101,1000,0009,0000002800,00000019,00000019
100,00000720,99991231,20200101,2000,0010,0000002900,00000020,00000020
100,00000721,99991231,20200101,1000,0001,0000003000,00000001,00000021
100,00000722,99991231,20200101,2000,0002,0000003100,00000002,00000022
100,00000723,99991231,20200101,1000,0003,0000003200,00000003,00000023
100,00000724,99991231,20200101,2000,0004,0000003300,00000004,00000024
100,00000725,99991231,20200101,1000,0005,0000003400,00000005,00000025
100,00000726,99991231,20200101,2000,0006,0000003500,00000006,00000026
100,00000727,99991231,20200101,1000,0007,0000003600,00000007,00000027
100,00000728,99991231,20200101,2000,0008,0000003700,00000008,00000028
100,00000729,99991231,20200101,1000,0009,0000003800,00000009,00000029
100,00000730,99991231,20200101,2000,0010,0000003900,00000010,00000030
100,00000731,99991231,20200101,1000,0001,0000004000,00000011,00000031
100,00000732,99991231,20200101,2000,0002,0000004100,00000012,00000032
100,00000733,99991231,20200101,1000,0003,0000004200,00000013,00000033
100,00000734,99991231,20200101,2000,0004,0000004300,00000014,00000034
100,00000735,99991231,20200101,1000,0005,0000004400,00000015,00000035
100,00000736,99991231,20200101,2000,0006,0000004500,00000016,00000036
100,00000737,99991231,20200101,1000,0007,0000004600,00000017,00000037
100,00000738,99991231,20200101,2000,0008,0000004700,00000018,00000038
100,00000739,99991231,20200101,1000,0009,0000004800,00000019,00000039
100,00000740,99991231,20200101,2000,0010,0000004900,00000020,00000040
100,00000741,99991231,20200101,1000,0001,0000005000,00000001,00000041
100,00000742,99991231,20200101,2000,0002,0000005100,00000002,00000042
100,00000743,99991231,20200101,1000,0003,0000005200,00000003,00000043
100,00000744,99991231,20200101,2000,0004,0000005300,00000004,00000044
100,00000745,99991231,20200101,1000,0005,0000005400,00000005,00000045
100,00000746,99991231,20200101,2000,0006,0000005500,00000006,00000046
100,00000747,99991231,20200101,1000,0007,0000005600,00000007,00000047
100,00000748,99991231,20200101,2000,0008,0000005700,00000008,00000048
100,00000749,99991231,20200101,1000,0009,0000005800,00000009,00000049
100,00000750,99991231,20200101,2000,0010,0000005900,00000010,00000050
100,00000751,99991231,20200101,1000,0001,0000001000,00000011,00000001
100,00000752,99991231,20200101,2000,0002,0000001100,00000012,00000002
100,00000753,99991231,20200101,1000,0003,0000001200,00000013,00000003
100,00000754,99991231,20200101,2000,0004,0000001300,00000014,00000004
100,00000755,99991231,20200101,1000,0005,0000001400,00000015,00000005
100,00000756,99991231,20200101,2000,0006,0000001500,00000016,00000006
100,00000757,99991231,20200101,1000,0007,0000001600,00000017,00000007
100,00000758,99991231,20200101,2000,0008,0000001700,00000018,00000008
100,00000759,99991231,20200101,1000,0009,0000001800,00000019,00000009
100,00000760,99991231,20200101,2000,0010,0000001900,00000020,00000010
100,00000761,99991231,20200101,1000,0001,0000002000,00000001,00000011
100,00000762,99991231,20200101,2000,0002,0000002100,00000002,00000012
100,00000763,99991231,20200101,1000,0003,0000002200,00000003,00000013
100,00000764,99991231,20200101,2000,0004,0000002300,00000004,00000014
100,00000765,99991231,20200101,1000,0005,0000002400,00000005,00000015
100,00000766,99991231,20200101,2000,0006,0000002500,00000006,00000016
100,00000767,99991231,20200101,1000,0007,0000002600,00000007,00000017
100,00000768,99991231,20200101,2000,0008,0000002700,00000008,00000018
100,00000769,99991231,20200101,1000,0009,0000002800,00000009,00000019
100,00000770,99991231,20200101,2000,0010,0000002900,00000010,00000020
100,00000771,99991231,20200101,1000,0001,0000003000,00000011,00000021
100,00000772,99991231,20200101,2000,0002,0000003100,00000012,00000022
100,00000773,99991231,20200101,1000,0003,0000003200,00000013,00000023
100,00000774,99991231,20200101,2000,0004,0000003300,00000014,00000024
100,00000775,99991231,20200101,1000,0005,0000003400,00000015,00000025
100,00000776,99991231,20200101,2000,0006,0000003500,00000016,00000026
100,00000777,99991231,20200101,1000,0007,0000003600,00000017,00000027
100,00000778,99991231,20200101,2000,0008,0000003700,00000018,00000028
100,00000779,99991231,20200101,1000,0009,0000003800,00000019,00000029
100,00000780,99991231,20200101,2000,0010,0000003900,00000020,00000030
100,00000781,99991231,20200101,1000,0001,0000004000,00000001,00000031
100,00000782,99991231,20200101,2000,0002,0000004100,00000002,00000032
100,00000783,99991231,20200101,1000,0003,0000004200,00000003,00000033
100,00000784,99991231,20200101,2000,0004,0000004300,00000004,00000034
100,00000785,99991231,20200101,1000,0005,0000004400,00000005,00000035
100,00000786,99991231,20200101,2000,0006,0000004500,00000006,00000036
100,00000787,99991231,20200101,1000,0007,0000004600,00000007,00000037
100,00000788,99991231,20200101,2000,0008,0000004700,00000008,00000038
100,00000789,99991231,20200101,1000,0009,0000004800,00000009,00000039
100,00000790,99991231,20200101,2000,0010,0000004900,00000010,00000040
100,00000791,99991231,20200101,1000,0001,0000005000,00000011,00000041
100,00000792,99991231,20200101,2000,0002,0000005100,00000012,00000042
100,00000793,99991231,20200101,1000,0003,0000005200,00000013,00000043
100,00000794,99991231,20200101,2000,0004,0000005300,00000014,00000044
100,00000795,99991231,20200101,1000,0005,0000005400,00000015,00000045
100,00000796,99991231,20200101,2000,0006,0000005500,00000016,00000046
100,00000797,99991231,20200101,1000,0007,0000005600,00000017,00000047
100,00000798,99991231,20200101,2000,0008,0000005700,00000018,00000048
100,00000799,99991231,20200101,1000,0009,0000005800,00000019,00000049
100,00000800,99991231,20200101,2000,0010,0000005900,00000020,00000050
100,00000801,99991231,20200101,1000,0001,0000001000,00000001,00000001
100,00000802,99991231,20200101,2000,0002,0000001100,00000002,00000002
100,00000803,99991231,20200101,1000,0003,0000001200,00000003,00000003
100,00000804,99991231,20200101,2000,0004,0000001300,00000004,00000004
100,00000805,99991231,20200101,1000,0005,0000001400,00000005,00000005
100,00000806,99991231,20200101,2000,0006,0000001500,00000006,00000006
100,00000807,99991231,20200101,1000,0007,0000001600,00000007,00000007
100,00000808,99991231,20200101,2000,0008,0000001700,00000008,00000008
100,00000809,99991231,20200101,1000,0009,0000001800,00000009,00000009
100,00000810,99991231,20200101,2000,0010,0000001900,00000010,00000010
100,00000811,99991231,20200101,1000,0001,0000002000,00000011,00000011
100,00000812,99991231,20200101,2000,0002,0000002100,00000012,00000012
100,00000813,99991231,20200101,1000,0003,0000002200,00000013,00000013
100,00000814,99991231,20200101,2000,0004,0000002300,00000014,00000014
100,00000815,99991231,20200101,1000,0005,0000002400,00000015,00000015
100,00000816,99991231,20200101,2000,0006,0000002500,00000016,00000016
100,00000817,99991231,20200101,1000,0007,0000002600,00000017,00000017
100,00000818,99991231,20200101,2000,0008,0000002700,00000018,00000018
100,00000819,99991231,20200101,1000,0009,0000002800,00000019,00000019
100,00000820,99991231,20200101,2000,0010,0000002900,00000020,00000020
100,00000821,99991231,20200101,1000,0001,0000003000,00000001,00000021
100,00000822,99991231,20200101,2000,0002,0000003100,00000002,00000022
100,00000823,99991231,20200101,1000,0003,0000003200,00000003,00000023
100,00000824,99991231,20200101,2000,0004,0000003300,00000004,00000024
100,00000825,99991231,20200101,1000,0005,0000003400,00000005,00000025
100,00000826,99991231,20200101,2000,0006,0000003500,00000006,00000026
100,00000827,99991231,20200101,1000,0007,0000003600,00000007,00000027
100,00000828,99991231,20200101,2000,0008,0000003700,00000008,00000028
100,00000829,99991231,20200101,1000,0009,0000003800,00000009,00000029
100,00000830,99991231,20200101,2000,0010,0000003900,00000010,00000030
100,00000831,99991231,20200101,1000,0001,0000004000,00000011,00000031
100,00000832,99991231,20200101,2000,0002,0000004100,00000012,00000032
100,00000833,99991231,20200101,1000,0003,0000004200,00000013,00000033
100,00000834,99991231,20200101,2000,0004,0000004300,00000014,00000034
100,00000835,99991231,20200101,1000,0005,0000004400,00000015,00000035
100,00000836,99991231,20200101,2000,0006,0000004500,00000016,00000036
100,00000837,99991231,20200101,1000,0007,0000004600,00000017,00000037
100,00000838,99991231,20200101,2000,0008,0000004700,00000018,00000038
100,00000839,99991231,20200101,1000,0009,0000004800,00000019,00000039
100,00000840,99991231,20200101,2000,0010,0000004900,00000020,00000040
100,00000841,99991231,20200101,1000,0001,0000005000,00000001,00000041
100,00000842,99991231,20200101,2000,0002,0000005100,00000002,00000042
100,00000843,99991231,20200101,1000,0003,0000005200,00000003,00000043
