MANDT,PERNR,ENDDA,BEGDA,SUBTY,ANZHL,KESSION
100,00000184,99991231,20230101,0003,28.92,16.79
100,00001011,99991231,20230101,0001,25.52,12.31
100,00000453,99991231,20230101,0003,12.88,16.43
100,00001005,99991231,20230101,0003,10.37,18.72
100,00001562,99991231,20230101,0002,28.91,20.45
100,00000905,99991231,20230101,0002,28.72,13.46
100,00000481,99991231,20230101,0001,11.62,19.73
100,00000126,99991231,20230101,0003,20.63,16.34
100,00001309,99991231,20230101,0002,29.81,24.04
100,00000752,99991231,20230101,0002,23.96,20.94
100,00001230,99991231,20230101,0003,22.7,9.98
100,00000571,99991231,20230101,0003,22.93,10.76
100,00000743,99991231,20230101,0003,28.69,13.82
100,00000677,99991231,20230101,0002,10.03,18.38
100,00000704,99991231,20230101,0003,15.79,11.26
100,00000802,99991231,20230101,0003,10.54,18.74
100,00000991,99991231,20230101,0001,18.5,10.05
100,00000324,99991231,20230101,0003,22.58,22.46
100,00001607,99991231,20230101,0003,14.66,11.7
100,00000917,99991231,20230101,0002,20.54,13.8
100,00000587,99991231,20230101,0002,13.38,24.92
100,00001545,99991231,20230101,0002,29.42,8.91
100,00001868,99991231,20230101,0001,27.37,7.92
100,00001407,99991231,20230101,0003,16.71,13.14
100,00000526,99991231,20230101,0002,12.62,22.36
100,00001415,99991231,20230101,0001,14.96,14.6
100,00001854,99991231,20230101,0001,16.87,6.99
100,00001241,99991231,20230101,0001,16.46,22.48
100,00001856,99991231,20230101,0003,12.27,20.3
100,00000942,99991231,20230101,0003,23.01,12.58
100,00000630,99991231,20230101,0002,14.89,22.84
100,00000709,99991231,20230101,0001,10.37,20.41
100,00001422,99991231,20230101,0001,11.71,19.4
100,00000596,99991231,20230101,0003,10.51,7.38
100,00001399,99991231,20230101,0002,25.86,8.77
100,00001485,99991231,20230101,0001,29.03,24.25
100,00000611,99991231,20230101,0003,17.3,9.41
100,00001520,99991231,20230101,0001,23.37,8.23
100,00001103,99991231,20230101,0002,13.01,23.03
100,00000063,99991231,20230101,0002,13.7,7.71
100,00000063,99991231,20230101,0003,25.95,20.29
100,00000661,99991231,20230101,0002,28.8,11.93
100,00001215,99991231,20230101,0002,26.64,22.34
100,00000568,99991231,20230101,0002,16.94,20.4
100,00000376,99991231,20230101,0002,25.5,18.91
100,00001376,99991231,20230101,0001,17.4,11.93
100,00001678,99991231,20230101,0001,12.66,12.87
100,00001367,99991231,20230101,0003,25.22,18.56
100,00000431,99991231,20230101,0003,17.51,7.74
100,00000196,99991231,20230101,0002,24.13,20.5
100,00001840,99991231,20230101,0002,28.05,12.46
100,00000103,99991231,20230101,0002,13.56,13.6
100,00000509,99991231,20230101,0002,27.14,6.56
100,00001582,99991231,20230101,0002,14.91,20.45
100,00000004,99991231,20230101,0003,24.32,9.97
100,00000004,99991231,20230101,0001,29.29,12.41
100,00001879,99991231,20230101,0001,18.54,6.42
100,00000619,99991231,20230101,0003,15.16,17.16
100,00000072,99991231,20230101,0003,20.94,20.05
100,00000597,99991231,20230101,0003,16.89,8.62
100,00001835,99991231,20230101,0001,19.33,24.18
100,00000863,99991231,20230101,0002,27.48,19.69
100,00001518,99991231,20230101,0001,26.85,11.81
100,00001644,99991231,20230101,0001,26.57,16.51
100,00001604,99991231,20230101,0003,11.87,12.99
100,00000289,99991231,20230101,0002,29.21,19.41
100,00001409,99991231,20230101,0001,11.35,8.64
100,00001592,99991231,20230101,0002,22.14,5.2
100,00001727,99991231,20230101,0002,17.58,20.68
100,00001658,99991231,20230101,0001,15.81,12.04
100,00000287,99991231,20230101,0003,10.51,6.91
100,00001992,99991231,20230101,0003,29.67,6.27
100,00001644,99991231,20230101,0003,14.18,7.24
100,00001240,99991231,20230101,0002,21.8,12.05
100,00000700,99991231,20230101,0001,19.38,10.32
100,00001720,99991231,20230101,0002,26.8,17.5
100,00000653,99991231,20230101,0002,12.53,12.48
100,00000115,99991231,20230101,0002,28.18,15.5
100,00001136,99991231,20230101,0002,19.39,10.29
100,00000594,99991231,20230101,0003,16.3,20.8
100,00001133,99991231,20230101,0001,27.69,14.21
100,00000366,99991231,20230101,0003,21.36,22.32
100,00001727,99991231,20230101,0001,13.27,22.49
100,00000032,99991231,20230101,0002,10.98,10.35
100,00001189,99991231,20230101,0001,19.59,5.19
100,00001126,99991231,20230101,0003,10.22,17.97
100,00001657,99991231,20230101,0001,11.83,10.02
100,00001107,99991231,20230101,0001,18.39,22.95
100,00001627,99991231,20230101,0003,26.26,15.22
100,00000057,99991231,20230101,0001,19.57,12.07
100,00001662,99991231,20230101,0003,27.74,6.76
100,00000436,99991231,20230101,0001,19.66,19.39
100,00001725,99991231,20230101,0003,11.94,11.88
100,00000021,99991231,20230101,0002,24.74,9.55
100,00001983,99991231,20230101,0001,19.15,15.89
100,00000282,99991231,20230101,0003,22.2,20.66
100,00001679,99991231,20230101,0001,21.63,14.89
100,00001655,99991231,20230101,0001,19.82,11.64
100,00000522,99991231,20230101,0002,28.44,23.47
100,00000199,99991231,20230101,0002,26.36,13.35
100,00001802,99991231,20230101,0002,19.35,24.67
100,00001367,99991231,20230101,0003,14.01,13.46
100,00001272,99991231,20230101,0001,20.44,20.74
100,00001322,99991231,20230101,0003,13.26,9.56
100,00000967,99991231,20230101,0001,18.51,15.79
100,00000245,99991231,20230101,0002,13.84,9.9
100,00001249,99991231,20230101,0003,16.13,17.65
100,00001006,99991231,20230101,0003,22.85,21.83
100,00000026,99991231,20230101,0001,25.92,15.35
100,00000087,99991231,20230101,0002,10.37,23.91
100,00000112,99991231,20230101,0003,25.19,14.5
100,00001252,99991231,20230101,0003,27.51,12.86
100,00001246,99991231,20230101,0003,23.98,5.39
100,00001604,99991231,20230101,0002,15.7,23.0
100,00001043,99991231,20230101,0002,24.94,12.99
100,00000048,99991231,20230101,0001,24.17,22.0
100,00000874,99991231,20230101,0002,20.83,13.63
100,00001150,99991231,20230101,0001,20.11,22.69
100,00001102,99991231,20230101,0002,28.1,10.0
100,00000492,99991231,20230101,0003,24.38,19.73
100,00001206,99991231,20230101,0002,22.26,14.95
100,00000866,99991231,20230101,0003,10.84,14.18
100,00001861,99991231,20230101,0001,17.33,5.74
100,00000699,99991231,20230101,0003,14.36,6.58
100,00001375,99991231,20230101,0002,11.84,14.91
100,00001036,99991231,20230101,0003,23.83,21.52
100,00000233,99991231,20230101,0003,14.47,18.41
100,00000815,99991231,20230101,0001,21.06,7.43
100,00000250,99991231,20230101,0001,13.03,23.4
100,00000664,99991231,20230101,0001,13.29,13.23
100,00000626,99991231,20230101,0003,16.2,8.68
100,00001310,99991231,20230101,0001,14.27,10.97
100,00000984,99991231,20230101,0001,27.01,20.73
100,00000106,99991231,20230101,0001,21.3,11.94
100,00000964,99991231,20230101,0002,24.73,22.34
100,00001732,99991231,20230101,0003,10.56,5.75
100,00001359,99991231,20230101,0002,29.75,8.75
100,00001697,99991231,20230101,0001,23.92,9.1
100,00000321,99991231,20230101,0001,26.76,15.52
100,00000543,99991231,20230101,0002,21.86,9.95
100,00001486,99991231,20230101,0002,11.86,23.85
100,00001857,99991231,20230101,0002,24.68,22.98
100,00000789,99991231,20230101,0003,20.68,11.87
100,00000313,99991231,20230101,0001,27.78,15.22
100,00000237,99991231,20230101,0001,10.47,13.39
100,00000063,99991231,20230101,0001,18.95,7.97
100,00001786,99991231,20230101,0001,14.3,22.14
100,00000765,99991231,20230101,0001,24.41,10.62
100,00001035,99991231,20230101,0003,25.59,9.31
100,00001760,99991231,20230101,0003,18.32,12.07
100,00001402,99991231,20230101,0002,24.71,22.0
100,00001800,99991231,20230101,0002,18.61,9.15
100,00000739,99991231,20230101,0002,10.79,20.6
100,00001237,99991231,20230101,0001,25.13,5.45
100,00001146,99991231,20230101,0002,19.35,6.48
100,00000755,99991231,20230101,0003,26.32,8.45
100,00000141,99991231,20230101,0001,14.87,23.17
100,00001300,99991231,20230101,0001,22.34,10.39
100,00001019,99991231,20230101,0001,24.33,9.91
100,00001497,99991231,20230101,0003,21.63,10.58
100,00000998,99991231,20230101,0002,28.81,8.32
100,00000593,99991231,20230101,0001,16.27,18.97
100,00001345,99991231,20230101,0001,26.01,12.25
100,00001559,99991231,20230101,0002,27.89,11.22
100,00000347,99991231,20230101,0002,15.6,7.66
100,00000471,99991231,20230101,0001,11.54,8.95
100,00000490,99991231,20230101,0001,26.75,15.5
100,00001009,99991231,20230101,0001,26.54,22.7
100,00001129,99991231,20230101,0003,10.81,17.69
100,00000999,99991231,20230101,0003,27.29,21.52
100,00001779,99991231,20230101,0001,22.58,13.61
100,00000822,99991231,20230101,0003,28.85,18.34
100,00001241,99991231,20230101,0002,14.88,15.59
100,00000542,99991231,20230101,0002,15.84,6.5
100,00001136,99991231,20230101,0003,29.13,18.5
100,00001829,99991231,20230101,0002,28.29,18.29
100,00001392,99991231,20230101,0001,24.06,20.84
100,00000912,99991231,20230101,0002,22.74,13.66
100,00001872,99991231,20230101,0001,16.4,5.53
100,00000581,99991231,20230101,0003,14.3,13.91
100,00001243,99991231,20230101,0003,19.1,6.01
100,00000994,99991231,20230101,0001,12.94,19.52
100,00000276,99991231,20230101,0002,17.61,19.35
100,00000883,99991231,20230101,0001,29.28,13.2
100,00001210,99991231,20230101,0003,16.21,22.39
100,00000461,99991231,20230101,0003,16.41,24.73
100,00001874,99991231,20230101,0003,23.67,17.8
100,00001755,99991231,20230101,0003,14.06,24.1
100,00001824,99991231,20230101,0001,11.08,14.38
100,00000986,99991231,20230101,0003,17.32,15.32
100,00000129,99991231,20230101,0002,28.63,18.83
100,00000623,99991231,20230101,0001,17.78,15.22
100,00000433,99991231,20230101,0002,28.62,20.37
100,00001235,99991231,20230101,0002,25.18,17.12
100,00000426,99991231,20230101,0003,17.72,11.58
100,00001392,99991231,20230101,0002,13.01,24.14
100,00000877,99991231,20230101,0003,17.6,5.95
100,00000262,99991231,20230101,0001,15.5,21.88
100,00001233,99991231,20230101,0001,12.33,19.61
100,00000627,99991231,20230101,0001,25.29,8.6
100,00001615,99991231,20230101,0002,25.88,24.51
100,00001704,99991231,20230101,0001,14.5,5.9
100,00001927,99991231,20230101,0002,20.76,21.41
100,00001118,99991231,20230101,0002,20.63,9.12
100,00000689,99991231,20230101,0001,28.16,22.44
100,00000025,99991231,20230101,0003,27.91,9.2
100,00000003,99991231,20230101,0001,18.75,20.27
100,00000844,99991231,20230101,0002,25.51,10.12
100,00001499,99991231,20230101,0003,20.04,19.25
100,00001502,99991231,20230101,0002,10.26,16.69
100,00000262,99991231,20230101,0002,14.12,12.9
100,00001545,99991231,20230101,0003,22.66,16.14
100,00000928,99991231,20230101,0003,19.22,15.4
100,00000580,99991231,20230101,0003,17.9,9.11
100,00000929,99991231,20230101,0001,29.64,20.6
100,00001632,99991231,20230101,0002,16.6,23.4
100,00000506,99991231,20230101,0002,29.57,12.92
100,00000420,99991231,20230101,0002,29.79,5.59
100,00001966,99991231,20230101,0003,29.38,24.2
100,00001929,99991231,20230101,0002,22.58,16.14
100,00000551,99991231,20230101,0002,19.39,11.95
100,00000809,99991231,20230101,0002,13.34,14.16
100,00000041,99991231,20230101,0002,16.15,8.17
100,00001830,99991231,20230101,0002,15.56,5.26
100,00000365,99991231,20230101,0002,15.28,20.47
100,00001463,99991231,20230101,0003,29.87,16.39
100,00000948,99991231,20230101,0003,27.68,7.76
100,00000033,99991231,20230101,0003,28.47,6.08
100,00001975,99991231,20230101,0002,15.54,24.07
100,00001266,99991231,20230101,0002,24.23,21.08
100,00001248,99991231,20230101,0002,12.75,18.97
100,00000153,99991231,20230101,0001,19.35,21.07
100,00001654,99991231,20230101,0003,10.19,18.51
100,00001987,99991231,20230101,0001,26.07,24.25
100,00000945,99991231,20230101,0001,21.08,6.32
100,00001870,99991231,20230101,0003,16.8,15.97
100,00000915,99991231,20230101,0001,23.59,15.04
100,00001082,99991231,20230101,0002,14.96,7.99
100,00000608,99991231,20230101,0003,13.5,20.06
100,00000233,99991231,20230101,0003,17.73,21.58
100,00001936,99991231,20230101,0001,23.36,9.78
100,00000733,99991231,20230101,0003,13.36,24.38
100,00001407,99991231,20230101,0003,26.39,11.83
100,00001354,99991231,20230101,0002,18.77,21.93
100,00001484,99991231,20230101,0002,18.03,18.6
100,00000732,99991231,20230101,0001,27.3,21.3
100,00000560,99991231,20230101,0001,20.3,13.39
100,00001473,99991231,20230101,0003,16.5,15.17
100,00000123,99991231,20230101,0001,25.57,8.31
100,00001254,99991231,20230101,0002,17.7,12.78
100,00001436,99991231,20230101,0002,24.96,18.64
100,00000512,99991231,20230101,0001,17.08,24.97
100,00001672,99991231,20230101,0002,20.0,22.36
100,00000196,99991231,20230101,0003,24.14,17.0
100,00001484,99991231,20230101,0001,26.25,23.43
100,00000629,99991231,20230101,0002,26.0,23.37
100,00000681,99991231,20230101,0001,11.69,9.08
100,00001438,99991231,20230101,0002,17.99,24.44
100,00001850,99991231,20230101,0001,26.21,9.15
100,00000338,99991231,20230101,0003,27.22,20.81
100,00001589,99991231,20230101,0002,21.33,9.43
100,00001284,99991231,20230101,0002,19.44,16.04
100,00000069,99991231,20230101,0002,17.49,5.6
100,00001829,99991231,20230101,0003,26.99,21.68
100,00001131,99991231,20230101,0003,10.05,23.23
100,00001551,99991231,20230101,0002,23.53,22.66
100,00001723,99991231,20230101,0003,14.59,6.86
100,00000868,99991231,20230101,0001,17.72,10.85
100,00000795,99991231,20230101,0002,20.2,21.86
100,00001697,99991231,20230101,0001,13.43,19.32
100,00001399,99991231,20230101,0001,20.93,5.75
100,00001769,99991231,20230101,0003,19.11,7.78
100,00000954,99991231,20230101,0001,12.81,18.16
100,00001159,99991231,20230101,0003,22.67,19.75
100,00001142,99991231,20230101,0002,12.51,22.93
100,00001845,99991231,20230101,0003,20.86,17.55
100,00000684,99991231,20230101,0002,17.93,15.08
100,00001795,99991231,20230101,0001,21.33,19.27
100,00000240,99991231,20230101,0002,28.71,12.33
100,00001214,99991231,20230101,0002,29.79,7.59
100,00000943,99991231,20230101,0001,13.58,22.95
100,00000451,99991231,20230101,0003,23.52,15.15
100,00000029,99991231,20230101,0001,20.94,11.27
100,00000991,99991231,20230101,0003,28.57,24.69
100,00001742,99991231,20230101,0002,12.65,8.75
100,00001924,99991231,20230101,0002,19.71,24.08
100,00001354,99991231,20230101,0001,19.61,24.18
100,00001665,99991231,20230101,0003,15.32,10.07
100,00000440,99991231,20230101,0001,21.37,7.45
100,00000044,99991231,20230101,0003,22.74,7.28
100,00000395,99991231,20230101,0003,16.27,8.21
100,00001541,99991231,20230101,0003,28.86,6.32
100,00001599,99991231,20230101,0002,25.78,5.16
100,00001182,99991231,20230101,0003,28.13,13.79
100,00001610,99991231,20230101,0002,22.36,7.96
100,00001909,99991231,20230101,0001,24.59,13.66
100,00001911,99991231,20230101,0002,18.37,21.53
100,00000913,99991231,20230101,0003,14.29,9.93
100,00000361,99991231,20230101,0003,26.8,22.29
100,00000192,99991231,20230101,0002,19.89,16.69
100,00001043,99991231,20230101,0001,25.76,18.66
100,00001102,99991231,20230101,0002,16.39,10.72
100,00000563,99991231,20230101,0002,26.4,13.96
100,00001186,99991231,20230101,0002,15.49,17.84
100,00001922,99991231,20230101,0003,19.04,21.42
100,00001911,99991231,20230101,0002,29.62,6.33
100,00000610,99991231,20230101,0001,18.63,10.16
100,00001950,99991231,20230101,0003,28.55,5.46
100,00001210,99991231,20230101,0003,18.28,10.16
100,00001832,99991231,20230101,0002,17.13,14.42
100,00001917,99991231,20230101,0003,25.13,5.76
100,00000129,99991231,20230101,0001,25.88,13.24
100,00000477,99991231,20230101,0001,10.62,7.58
100,00001374,99991231,20230101,0002,28.22,13.57
100,00001280,99991231,20230101,0002,14.03,18.92
100,00000822,99991231,20230101,0002,27.05,16.56
100,00001803,99991231,20230101,0002,14.62,16.57
100,00000971,99991231,20230101,0001,18.24,19.98
100,00001819,99991231,20230101,0001,27.43,18.75
100,00001172,99991231,20230101,0002,10.16,19.19
100,00001633,99991231,20230101,0003,14.59,14.3
100,00000941,99991231,20230101,0003,11.93,9.34
100,00001666,99991231,20230101,0001,14.78,24.61
100,00001999,99991231,20230101,0001,23.13,14.86
100,00000493,99991231,20230101,0003,12.63,15.48
100,00001211,99991231,20230101,0001,24.07,7.0
100,00000045,99991231,20230101,0002,15.63,23.01
100,00001428,99991231,20230101,0003,20.37,10.83
100,00001877,99991231,20230101,0003,21.77,12.54
100,00001060,99991231,20230101,0001,16.68,8.34
100,00001599,99991231,20230101,0001,21.89,18.97
100,00000048,99991231,20230101,0002,26.35,21.45
100,00000974,99991231,20230101,0001,28.18,24.96
100,00000578,99991231,20230101,0001,27.95,8.89
100,00000615,99991231,20230101,0001,10.42,12.04
100,00000001,99991231,20230101,0002,10.44,23.33
100,00000336,99991231,20230101,0002,14.0,20.39
100,00000768,99991231,20230101,0003,14.59,6.79
100,00000802,99991231,20230101,0003,19.72,11.83
100,00000366,99991231,20230101,0001,19.68,5.58
100,00000686,99991231,20230101,0001,22.4,21.64
100,00000634,99991231,20230101,0002,24.19,18.33
100,00001963,99991231,20230101,0003,21.02,12.88
100,00001837,99991231,20230101,0003,26.34,21.08
100,00000046,99991231,20230101,0002,15.67,8.29
100,00000980,99991231,20230101,0002,12.19,17.74
100,00000408,99991231,20230101,0002,25.85,10.39
100,00000303,99991231,20230101,0001,18.7,10.19
100,00000962,99991231,20230101,0003,24.52,23.7
100,00001900,99991231,20230101,0002,28.06,22.44
100,00001941,99991231,20230101,0003,16.64,6.33
100,00001908,99991231,20230101,0003,18.63,8.09
100,00000271,99991231,20230101,0002,26.17,8.18
100,00000942,99991231,20230101,0001,14.3,17.08
100,00001670,99991231,20230101,0001,18.08,22.42
100,00000157,99991231,20230101,0003,11.91,8.08
100,00001774,99991231,20230101,0002,10.25,12.3
100,00000394,99991231,20230101,0003,28.23,24.0
100,00000738,99991231,20230101,0003,21.82,7.79
100,00001817,99991231,20230101,0001,26.9,21.67
100,00000730,99991231,20230101,0003,21.17,9.73
100,00000401,99991231,20230101,0003,15.28,18.74
100,00000065,99991231,20230101,0003,19.92,14.42
100,00001018,99991231,20230101,0001,29.02,9.51
100,00001617,99991231,20230101,0001,15.47,16.61
100,00001753,99991231,20230101,0002,17.81,24.03
100,00001042,99991231,20230101,0003,26.68,11.16
100,00001540,99991231,20230101,0002,25.03,18.81
100,00001886,99991231,20230101,0003,28.83,5.18
100,00000408,99991231,20230101,0002,27.6,12.95
100,00001791,99991231,20230101,0002,21.43,19.27
100,00001594,99991231,20230101,0002,28.72,19.7
100,00000170,99991231,20230101,0001,10.91,17.37
100,00001515,99991231,20230101,0001,24.89,12.28
100,00000779,99991231,20230101,0001,23.82,14.25
100,00001174,99991231,20230101,0002,23.42,13.06
100,00001344,99991231,20230101,0002,22.46,9.37
100,00000173,99991231,20230101,0003,11.55,12.9
100,00000803,99991231,20230101,0001,21.76,24.78
100,00000368,99991231,20230101,0003,29.84,18.5
100,00000196,99991231,20230101,0001,17.85,11.1
100,00001264,99991231,20230101,0002,29.08,7.61
100,00001722,99991231,20230101,0003,24.36,6.78
100,00001492,99991231,20230101,0002,18.44,19.25
100,00000815,99991231,20230101,0001,16.03,20.83
100,00001380,99991231,20230101,0001,29.64,13.15
100,00001724,99991231,20230101,0003,11.57,11.8
100,00000168,99991231,20230101,0001,12.02,5.37
100,00000164,99991231,20230101,0003,29.05,15.15
100,00000151,99991231,20230101,0002,26.81,24.33
100,00000616,99991231,20230101,0003,28.01,5.3
100,00001085,99991231,20230101,0003,13.25,18.36
100,00000914,99991231,20230101,0003,23.74,15.64
100,00001428,99991231,20230101,0002,29.78,22.28
100,00000773,99991231,20230101,0003,18.85,8.66
100,00000497,99991231,20230101,0002,24.2,24.31
100,00001915,99991231,20230101,0002,10.27,5.28
100,00001144,99991231,20230101,0002,10.3,23.82
100,00000627,99991231,20230101,0002,21.61,14.73
100,00000850,99991231,20230101,0001,17.91,7.9
100,00001727,99991231,20230101,0003,22.27,8.4
100,00000412,99991231,20230101,0001,13.64,15.06
100,00001877,99991231,20230101,0003,25.19,17.21
100,00001873,99991231,20230101,0002,20.27,22.85
100,00001732,99991231,20230101,0001,23.34,12.05
100,00000771,99991231,20230101,0003,20.86,15.19
100,00001494,99991231,20230101,0002,22.29,21.42
100,00000176,99991231,20230101,0003,28.8,20.61
100,00001668,99991231,20230101,0002,20.74,8.24
100,00000311,99991231,20230101,0001,18.05,23.96
100,00000878,99991231,20230101,0001,24.68,8.25
100,00000610,99991231,20230101,0003,14.73,20.74
100,00001283,99991231,20230101,0003,21.61,17.86
100,00000268,99991231,20230101,0001,18.51,5.31
100,00001556,99991231,20230101,0003,18.05,7.55
100,00000477,99991231,20230101,0001,20.28,13.69
100,00001077,99991231,20230101,0001,28.63,23.26
100,00001718,99991231,20230101,0001,25.93,13.97
100,00000982,99991231,20230101,0003,28.55,12.47
100,00001565,99991231,20230101,0002,13.09,5.03
100,00000303,99991231,20230101,0003,14.78,17.34
100,00001401,99991231,20230101,0003,13.25,16.79
100,00000128,99991231,20230101,0001,17.07,19.2
100,00001609,99991231,20230101,0001,10.62,8.1
100,00000739,99991231,20230101,0002,16.8,21.88
100,00001503,99991231,20230101,0002,18.06,17.02
100,00000783,99991231,20230101,0001,10.21,17.0
100,00001531,99991231,20230101,0001,16.79,10.52
100,00000764,99991231,20230101,0002,12.06,18.11
100,00001379,99991231,20230101,0001,25.06,6.58
100,00001806,99991231,20230101,0002,21.07,18.27
100,00001499,99991231,20230101,0001,21.68,14.12
100,00000371,99991231,20230101,0003,19.18,9.87
100,00000510,99991231,20230101,0002,16.58,6.36
100,00000121,99991231,20230101,0002,22.82,12.15
100,00000883,99991231,20230101,0001,13.77,8.86
100,00000954,99991231,20230101,0003,21.06,21.82
100,00000152,99991231,20230101,0001,21.04,14.38
100,00000529,99991231,20230101,0001,15.53,6.34
100,00001791,99991231,20230101,0003,15.53,24.82
100,00000291,99991231,20230101,0001,18.1,24.15
100,00000231,99991231,20230101,0002,26.87,6.4
100,00001369,99991231,20230101,0003,15.41,10.53
100,00001184,99991231,20230101,0001,13.97,14.06
