MANDT,VBELN,LFART,KUNNR,WADAT
100,1800002510,LF,CUS000087,20230625
100,1800002511,LF,CUS000122,20251122
100,1800002512,LF,CUS000059,20220902
100,1800002513,LF,CUS000004,20240826
100,1800002514,LF,CUS000159,20240729
100,1800002515,LF,CUS000075,20221105
100,1800002516,LF,CUS000095,20240308
100,1800002517,LF,CUS000069,20250609
100,1800002518,LF,CUS000009,20220523
100,1800002519,LF,CUS000066,20230607
100,1800002520,LF,CUS000093,20230720
100,1800002521,LF,CUS000062,20230929
100,1800002522,LF,CUS000185,20220609
100,1800002523,LF,CUS000061,20220408
100,1800002524,LF,CUS000140,20231116
100,1800002525,LF,CUS000138,20241211
100,1800002526,LF,CUS000125,20220317
100,1800002527,LF,CUS000059,20240914
100,1800002528,LF,CUS000155,20241105
100,1800002529,LF,CUS000005,20250423
100,1800002530,LF,CUS000112,20251203
100,1800002531,LF,CUS000066,20240619
100,1800002532,LF,CUS000078,20220319
100,1800002533,LF,CUS000024,20240222
100,1800002534,LF,CUS000024,20240221
100,1800002535,LF,CUS000015,20240117
100,1800002536,LF,CUS000151,20241105
100,1800002537,LF,CUS000123,20220313
100,1800002538,LF,CUS000178,20230913
100,1800002539,LF,CUS000096,20221015
100,1800002540,LF,CUS000199,20241227
100,1800002541,LF,CUS000150,20240918
100,1800002542,LF,CUS000163,20241105
100,1800002543,LF,CUS000130,20240202
100,1800002544,LF,CUS000136,20250406
100,1800002545,LF,CUS000166,20230204
100,1800002546,LF,CUS000194,20250911
100,1800002547,LF,CUS000092,20240903
100,1800002548,LF,CUS000093,20250428
100,1800002549,LF,CUS000169,20250110
100,1800002550,LF,CUS000013,20250830
100,1800002551,LF,CUS000087,20231129
100,1800002552,LF,CUS000032,20240321
100,1800002553,LF,CUS000101,20240522
100,1800002554,LF,CUS000120,20221029
100,1800002555,LF,CUS000121,20230807
100,1800002556,LF,CUS000174,20230718
100,1800002557,LF,CUS000095,20230518
100,1800002558,LF,CUS000018,20220121
100,1800002559,LF,CUS000162,20250519
100,1800002560,LF,CUS000134,20230522
100,1800002561,LF,CUS000074,20250920
100,1800002562,LF,CUS000116,20250929
100,1800002563,LF,CUS000161,20230426
100,1800002564,LF,CUS000069,20221106
100,1800002565,LF,CUS000044,20230115
100,1800002566,LF,CUS000146,20230404
100,1800002567,LF,CUS000058,20231205
100,1800002568,LF,CUS000125,20220711
100,1800002569,LF,CUS000001,20220827
100,1800002570,LF,CUS000090,20240221
100,1800002571,LF,CUS000006,20230424
100,1800002572,LF,CUS000141,20240527
100,1800002573,LF,CUS000110,20220722
100,1800002574,LF,CUS000174,20240808
100,1800002575,LF,CUS000070,20230408
100,1800002576,LF,CUS000179,20230622
100,1800002577,LF,CUS000152,20220209
100,1800002578,LF,CUS000070,20230831
100,1800002579,LF,CUS000140,20230216
100,1800002580,LF,CUS000095,20240202
100,1800002581,LF,CUS000171,20240808
100,1800002582,LF,CUS000103,20240819
100,1800002583,LF,CUS000154,20241020
100,1800002584,LF,CUS000053,20220320
100,1800002585,LF,CUS000127,20250217
100,1800002586,LF,CUS000046,20240414
100,1800002587,LF,CUS000118,20240519
100,1800002588,LF,CUS000067,20220606
100,1800002589,LF,CUS000066,20251222
100,1800002590,LF,CUS000192,20230509
100,1800002591,LF,CUS000137,20220402
100,1800002592,LF,CUS000099,20241221
100,1800002593,LF,CUS000073,20231106
100,1800002594,LF,CUS000150,20251029
100,1800002595,LF,CUS000177,20250311
100,1800002596,LF,CUS000152,20220915
100,1800002597,LF,CUS000112,20250415
100,1800002598,LF,CUS000030,20220508
100,1800002599,LF,CUS000199,20220710
100,1800002600,LF,CUS000083,20250814
100,1800002601,LF,CUS000088,20230222
100,1800002602,LF,CUS000071,20220121
100,1800002603,LF,CUS000150,20230414
100,1800002604,LF,CUS000050,20230429
100,1800002605,LF,CUS000132,20250731
100,1800002606,LF,CUS000191,20230708
100,1800002607,LF,CUS000059,20250324
100,1800002608,LF,CUS000134,20231221
100,1800002609,LF,CUS000197,20230109
100,1800002610,LF,CUS000029,20220727
100,1800002611,LF,CUS000037,20240519
100,1800002612,LF,CUS000070,20221005
100,1800002613,LF,CUS000191,20240317
100,1800002614,LF,CUS000193,20241117
100,1800002615,LF,CUS000058,20241129
100,1800002616,LF,CUS000077,20220115
100,1800002617,LF,CUS000023,20231005
100,1800002618,LF,CUS000111,20250312
100,1800002619,LF,CUS000031,20220318
100,1800002620,LF,CUS000090,20240513
100,1800002621,LF,CUS000060,20240102
100,1800002622,LF,CUS000093,20220714
100,1800002623,LF,CUS000103,20231217
100,1800002624,LF,CUS000029,20241103
100,1800002625,LF,CUS000050,20220604
100,1800002626,LF,CUS000126,20220907
100,1800002627,LF,CUS000079,20231025
100,1800002628,LF,CUS000027,20251025
100,1800002629,LF,CUS000177,20230307
100,1800002630,LF,CUS000148,20251118
100,1800002631,LF,CUS000148,20241118
100,1800002632,LF,CUS000098,20241015
100,1800002633,LF,CUS000004,20250531
100,1800002634,LF,CUS000027,20240923
100,1800002635,LF,CUS000027,20230615
100,1800002636,LF,CUS000191,20220805
100,1800002637,LF,CUS000047,20220306
100,1800002638,LF,CUS000089,20230118
100,1800002639,LF,CUS000020,20220513
100,1800002640,LF,CUS000018,20220620
100,1800002641,LF,CUS000117,20241105
100,1800002642,LF,CUS000009,20220714
100,1800002643,LF,CUS000186,20250117
100,1800002644,LF,CUS000188,20230211
100,1800002645,LF,CUS000116,20231224
100,1800002646,LF,CUS000009,20220811
100,1800002647,LF,CUS000144,20250908
100,1800002648,LF,CUS000079,20230910
100,1800002649,LF,CUS000137,20230419
100,1800002650,LF,CUS000127,20250715
100,1800002651,LF,CUS000037,20240905
100,1800002652,LF,CUS000051,20240724
100,1800002653,LF,CUS000115,20241014
100,1800002654,LF,CUS000056,20220421
100,1800002655,LF,CUS000081,20241012
100,1800002656,LF,CUS000031,20230322
100,1800002657,LF,CUS000130,20240119
100,1800002658,LF,CUS000086,20241218
100,1800002659,LF,CUS000142,20230301
100,1800002660,LF,CUS000086,20240323
100,1800002661,LF,CUS000041,20220614
100,1800002662,LF,CUS000046,20230105
100,1800002663,LF,CUS000044,20230130
100,1800002664,LF,CUS000127,20230724
100,1800002665,LF,CUS000070,20260103
100,1800002666,LF,CUS000064,20240404
100,1800002667,LF,CUS000003,20251215
100,1800002668,LF,CUS000039,20220721
100,1800002669,LF,CUS000099,20240929
100,1800002670,LF,CUS000124,20230820
100,1800002671,LF,CUS000057,20230523
100,1800002672,LF,CUS000019,20251019
100,1800002673,LF,CUS000057,20250630
100,1800002674,LF,CUS000097,20250628
100,1800002675,LF,CUS000043,20240323
100,1800002676,LF,CUS000079,20241226
100,1800002677,LF,CUS000102,20220204
100,1800002678,LF,CUS000159,20230706
100,1800002679,LF,CUS000129,20221210
100,1800002680,LF,CUS000164,20251019
100,1800002681,LF,CUS000009,20220810
100,1800002682,LF,CUS000191,20231104
100,1800002683,LF,CUS000003,20240511
100,1800002684,LF,CUS000009,20240709
100,1800002685,LF,CUS000134,20250213
100,1800002686,LF,CUS000034,20250914
100,1800002687,LF,CUS000116,20240627
100,1800002688,LF,CUS000145,20241122
100,1800002689,LF,CUS000142,20250822
100,1800002690,LF,CUS000179,20240727
100,1800002691,LF,CUS000013,20220401
100,1800002692,LF,CUS000061,20220618
100,1800002693,LF,CUS000097,20221015
100,1800002694,LF,CUS000094,20250110
100,1800002695,LF,CUS000103,20221002
100,1800002696,LF,CUS000016,20241019
100,1800002697,LF,CUS000111,20230327
100,1800002698,LF,CUS000128,20250723
100,1800002699,LF,CUS000156,20240617
100,1800002700,LF,CUS000167,20250901
100,1800002701,LF,CUS000159,20220813
100,1800002702,LF,CUS000046,20230201
100,1800002703,LF,CUS000162,20220218
100,1800002704,LF,CUS000185,20241231
100,1800002705,LF,CUS000090,20241010
100,1800002706,LF,CUS000080,20221031
100,1800002707,LF,CUS000071,20220815
100,1800002708,LF,CUS000089,20241206
100,1800002709,LF,CUS000129,20241209
100,1800002710,LF,CUS000042,20231211
100,1800002711,LF,CUS000093,20220618
100,1800002712,LF,CUS000089,20230805
100,1800002713,LF,CUS000144,20250104
100,1800002714,LF,CUS000117,20220314
100,1800002715,LF,CUS000039,20220417
100,1800002716,LF,CUS000030,20250906
100,1800002717,LF,CUS000103,20240818
100,1800002718,LF,CUS000156,20220831
100,1800002719,LF,CUS000165,20250923
100,1800002720,LF,CUS000015,20220703
100,1800002721,LF,CUS000018,20241206
100,1800002722,LF,CUS000068,20240328
100,1800002723,LF,CUS000146,20241016
100,1800002724,LF,CUS000066,20240123
100,1800002725,LF,CUS000191,20221210
100,1800002726,LF,CUS000160,20230623
100,1800002727,LF,CUS000156,20250405
100,1800002728,LF,CUS000038,20240816
100,1800002729,LF,CUS000008,20250604
100,1800002730,LF,CUS000022,20220711
100,1800002731,LF,CUS000001,20240607
100,1800002732,LF,CUS000127,20221204
100,1800002733,LF,CUS000100,20230204
100,1800002734,LF,CUS000027,20220614
100,1800002735,LF,CUS000091,20220702
100,1800002736,LF,CUS000029,20250827
100,1800002737,LF,CUS000028,20220208
100,1800002738,LF,CUS000092,20251111
100,1800002739,LF,CUS000136,20221015
100,1800002740,LF,CUS000008,20230322
100,1800002741,LF,CUS000076,20250722
100,1800002742,LF,CUS000192,20250512
100,1800002743,LF,CUS000107,20241012
100,1800002744,LF,CUS000020,20251125
100,1800002745,LF,CUS000195,20241209
100,1800002746,LF,CUS000179,20240418
100,1800002747,LF,CUS000001,20250612
100,1800002748,LF,CUS000024,20251013
100,1800002749,LF,CUS000190,20220820
100,1800002750,LF,CUS000045,20220312
100,1800002751,LF,CUS000038,20230205
100,1800002752,LF,CUS000127,20230228
100,1800002753,LF,CUS000115,20231105
100,1800002754,LF,CUS000106,20230803
100,1800002755,LF,CUS000017,20250922
100,1800002756,LF,CUS000090,20231130
100,1800002757,LF,CUS000113,20220723
100,1800002758,LF,CUS000130,20230119
100,1800002759,LF,CUS000122,20220720
100,1800002760,LF,CUS000041,20250718
100,1800002761,LF,CUS000195,20240219
100,1800002762,LF,CUS000029,20230224
100,1800002763,LF,CUS000015,20230730
100,1800002764,LF,CUS000121,20220129
100,1800002765,LF,CUS000194,20220829
100,1800002766,LF,CUS000177,20220130
100,1800002767,LF,CUS000150,20230908
100,1800002768,LF,CUS000032,20231208
100,1800002769,LF,CUS000189,20221105
100,1800002770,LF,CUS000195,20230813
100,1800002771,LF,CUS000198,20230515
100,1800002772,LF,CUS000134,20230917
100,1800002773,LF,CUS000042,20241128
100,1800002774,LF,CUS000132,20241017
100,1800002775,LF,CUS000148,20250331
100,1800002776,LF,CUS000095,20250704
100,1800002777,LF,CUS000192,20251217
100,1800002778,LF,CUS000104,20250718
100,1800002779,LF,CUS000061,20241210
100,1800002780,LF,CUS000016,20220615
100,1800002781,LF,CUS000033,20240509
100,1800002782,LF,CUS000016,20241017
100,1800002783,LF,CUS000149,20230216
100,1800002784,LF,CUS000126,20250823
100,1800002785,LF,CUS000187,20221229
100,1800002786,LF,CUS000120,20220606
100,1800002787,LF,CUS000006,20240624
100,1800002788,LF,CUS000012,20220524
100,1800002789,LF,CUS000191,20230402
100,1800002790,LF,CUS000077,20230302
100,1800002791,LF,CUS000121,20250511
100,1800002792,LF,CUS000008,20250401
100,1800002793,LF,CUS000200,20230703
100,1800002794,LF,CUS000052,20240314
100,1800002795,LF,CUS000042,20250920
100,1800002796,LF,CUS000139,20220812
100,1800002797,LF,CUS000122,20250508
100,1800002798,LF,CUS000185,20250630
100,1800002799,LF,CUS000042,20220625
100,1800002800,LF,CUS000121,20240606
100,1800002801,LF,CUS000105,20240703
100,1800002802,LF,CUS000043,20230813
100,1800002803,LF,CUS000191,20220730
100,1800002804,LF,CUS000197,20231219
100,1800002805,LF,CUS000002,20240812
100,1800002806,LF,CUS000064,20230203
100,1800002807,LF,CUS000134,20251101
100,1800002808,LF,CUS000119,20230123
100,1800002809,LF,CUS000076,20220507
100,1800002810,LF,CUS000003,20240604
100,1800002811,LF,CUS000033,20221110
100,1800002812,LF,CUS000143,20220528
100,1800002813,LF,CUS000066,20250804
100,1800002814,LF,CUS000047,20250320
100,1800002815,LF,CUS000021,20250308
100,1800002816,LF,CUS000109,20241220
100,1800002817,LF,CUS000135,20231129
100,1800002818,LF,CUS000081,20230130
100,1800002819,LF,CUS000013,20221122
100,1800002820,LF,CUS000104,20230219
100,1800002821,LF,CUS000017,20221107
100,1800002822,LF,CUS000148,20250413
100,1800002823,LF,CUS000123,20240817
100,1800002824,LF,CUS000189,20250606
100,1800002825,LF,CUS000086,20250703
100,1800002826,LF,CUS000134,20220210
100,1800002827,LF,CUS000183,20250527
100,1800002828,LF,CUS000115,20231104
100,1800002829,LF,CUS000064,20230613
100,1800002830,LF,CUS000198,20220912
100,1800002831,LF,CUS000016,20240906
100,1800002832,LF,CUS000036,20230126
100,1800002833,LF,CUS000042,20240826
100,1800002834,LF,CUS000164,20231101
100,1800002835,LF,CUS000144,20221206
100,1800002836,LF,CUS000168,20240602
100,1800002837,LF,CUS000139,20220622
100,1800002838,LF,CUS000154,20230823
100,1800002839,LF,CUS000187,20230225
100,1800002840,LF,CUS000005,20220827
100,1800002841,LF,CUS000010,20231029
100,1800002842,LF,CUS000012,20221121
100,1800002843,LF,CUS000134,20231222
100,1800002844,LF,CUS000192,20240301
100,1800002845,LF,CUS000047,20220910
100,1800002846,LF,CUS000121,20240922
100,1800002847,LF,CUS000019,20220528
100,1800002848,LF,CUS000130,20230131
100,1800002849,LF,CUS000113,20230912
100,1800002850,LF,CUS000123,20240131
100,1800002851,LF,CUS000191,20221006
100,1800002852,LF,CUS000010,20240426
100,1800002853,LF,CUS000186,20220314
100,1800002854,LF,CUS000097,20231109
100,1800002855,LF,CUS000140,20220726
100,1800002856,LF,CUS000154,20251116
100,1800002857,LF,CUS000191,20250930
100,1800002858,LF,CUS000188,20220218
100,1800002859,LF,CUS000156,20220211
100,1800002860,LF,CUS000034,20230727
100,1800002861,LF,CUS000177,20230527
100,1800002862,LF,CUS000183,20240806
100,1800002863,LF,CUS000005,20250403
100,1800002864,LF,CUS000057,20250618
100,1800002865,LF,CUS000102,20231219
100,1800002866,LF,CUS000010,20230923
100,1800002867,LF,CUS000063,20240205
100,1800002868,LF,CUS000088,20250702
100,1800002869,LF,CUS000148,20220714
100,1800002870,LF,CUS000147,20250103
100,1800002871,LF,CUS000025,20230322
100,1800002872,LF,CUS000139,20220405
100,1800002873,LF,CUS000031,20230605
100,1800002874,LF,CUS000074,20241230
100,1800002875,LF,CUS000200,20240627
100,1800002876,LF,CUS000086,20230625
100,1800002877,LF,CUS000165,20220508
100,1800002878,LF,CUS000040,20230602
100,1800002879,LF,CUS000142,20240204
100,1800002880,LF,CUS000197,20240701
100,1800002881,LF,CUS000019,20250730
100,1800002882,LF,CUS000151,20250525
100,1800002883,LF,CUS000147,20250407
100,1800002884,LF,CUS000035,20240114
100,1800002885,LF,CUS000015,20220426
100,1800002886,LF,CUS000022,20240707
100,1800002887,LF,CUS000035,20220712
100,1800002888,LF,CUS000141,20230626
100,1800002889,LF,CUS000048,20250210
100,1800002890,LF,CUS000092,20240730
100,1800002891,LF,CUS000133,20230523
100,1800002892,LF,CUS000149,20230107
100,1800002893,LF,CUS000107,20250806
100,1800002894,LF,CUS000055,20250905
100,1800002895,LF,CUS000080,20221127
100,1800002896,LF,CUS000191,20230828
100,1800002897,LF,CUS000161,20230701
100,1800002898,LF,CUS000145,20250803
100,1800002899,LF,CUS000063,20230904
100,1800002900,LF,CUS000004,20220114
100,1800002901,LF,CUS000049,20240131
100,1800002902,LF,CUS000089,20251021
100,1800002903,LF,CUS000074,20220518
100,1800002904,LF,CUS000129,20230920
100,1800002905,LF,CUS000070,20241102
100,1800002906,LF,CUS000088,20231018
100,1800002907,LF,CUS000124,20251103
100,1800002908,LF,CUS000148,20251017
100,1800002909,LF,CUS000145,20220408
100,1800002910,LF,CUS000124,20221229
100,1800002911,LF,CUS000195,20240215
100,1800002912,LF,CUS000040,20230827
100,1800002913,LF,CUS000142,20250715
100,1800002914,LF,CUS000098,20250522
100,1800002915,LF,CUS000083,20230508
100,1800002916,LF,CUS000155,20220131
100,1800002917,LF,CUS000054,20250611
100,1800002918,LF,CUS000085,20221024
100,1800002919,LF,CUS000179,20251017
100,1800002920,LF,CUS000125,20250219
100,1800002921,LF,CUS000019,20251024
100,1800002922,LF,CUS000029,20220727
100,1800002923,LF,CUS000018,20220621
100,1800002924,LF,CUS000091,20240506
100,1800002925,LF,CUS000152,20221202
100,1800002926,LF,CUS000056,20230308
100,1800002927,LF,CUS000097,20231117
100,1800002928,LF,CUS000047,20250818
100,1800002929,LF,CUS000153,20240327
100,1800002930,LF,CUS000090,20220129
100,1800002931,LF,CUS000113,20250530
100,1800002932,LF,CUS000018,20221104
100,1800002933,LF,CUS000182,20240113
100,1800002934,LF,CUS000035,20230127
100,1800002935,LF,CUS000038,20240306
100,1800002936,LF,CUS000169,20241004
100,1800002937,LF,CUS000068,20250521
100,1800002938,LF,CUS000007,20220815
100,1800002939,LF,CUS000026,20250110
100,1800002940,LF,CUS000106,20250523
100,1800002941,LF,CUS000086,20231224
100,1800002942,LF,CUS000182,20221112
100,1800002943,LF,CUS000046,20250716
100,1800002944,LF,CUS000088,20221109
100,1800002945,LF,CUS000187,20250825
100,1800002946,LF,CUS000183,20250422
100,1800002947,LF,CUS000089,20230118
100,1800002948,LF,CUS000018,20250719
100,1800002949,LF,CUS000176,20221030
100,1800002950,LF,CUS000042,20220110
100,1800002951,LF,CUS000073,20231217
100,1800002952,LF,CUS000028,20231203
100,1800002953,LF,CUS000014,20220703
100,1800002954,LF,CUS000002,20230615
100,1800002955,LF,CUS000090,20250223
100,1800002956,LF,CUS000055,20240213
100,1800002957,LF,CUS000093,20240410
100,1800002958,LF,CUS000113,20240101
100,1800002959,LF,CUS000015,20250901
100,1800002960,LF,CUS000139,20251112
100,1800002961,LF,CUS000008,20240322
100,1800002962,LF,CUS000099,20251218
100,1800002963,LF,CUS000187,20231010
100,1800002964,LF,CUS000129,20250727
100,1800002965,LF,CUS000084,20250623
100,1800002966,LF,CUS000170,20221010
100,1800002967,LF,CUS000121,20220207
100,1800002968,LF,CUS000089,20220719
100,1800002969,LF,CUS000040,20241119
100,1800002970,LF,CUS000060,20250813
100,1800002971,LF,CUS000185,20250706
100,1800002972,LF,CUS000138,20230628
100,1800002973,LF,CUS000012,20231025
100,1800002974,LF,CUS000010,20250505
100,1800002975,LF,CUS000029,20220120
100,1800002976,LF,CUS000156,20230814
100,1800002977,LF,CUS000026,20250311
100,1800002978,LF,CUS000049,20230203
100,1800002979,LF,CUS000058,20221115
100,1800002980,LF,CUS000002,20221226
100,1800002981,LF,CUS000097,20231127
100,1800002982,LF,CUS000027,20250323
100,1800002983,LF,CUS000100,20241210
100,1800002984,LF,CUS000096,20220907
100,1800002985,LF,CUS000031,20251003
100,1800002986,LF,CUS000184,20230313
100,1800002987,LF,CUS000050,20250323
100,1800002988,LF,CUS000135,20230328
100,1800002989,LF,CUS000156,20230202
100,1800002990,LF,CUS000021,20221115
100,1800002991,LF,CUS000004,20241103
100,1800002992,LF,CUS000128,20221024
100,1800002993,LF,CUS000116,20230613
100,1800002994,LF,CUS000090,20250523
100,1800002995,LF,CUS000179,20220701
100,1800002996,LF,CUS000157,20250911
100,1800002997,LF,CUS000028,20220818
100,1800002998,LF,CUS000129,20230412
100,1800002999,LF,CUS000070,20231013
100,1800003000,LF,CUS000142,20220824
100,1800003001,LF,CUS000095,20230828
100,1800003002,LF,CUS000047,20240325
100,1800003003,LF,CUS000108,20220303
100,1800003004,LF,CUS000200,20240827
100,1800003005,LF,CUS000024,20240909
100,1800003006,LF,CUS000119,20240724
100,1800003007,LF,CUS000024,20251126
100,1800003008,LF,CUS000035,20231026
100,1800003009,LF,CUS000049,20230602
100,1800003010,LF,CUS000014,20250818
100,1800003011,LF,CUS000183,20240226
100,1800003012,LF,CUS000189,20230527
100,1800003013,LF,CUS000066,20251226
100,1800003014,LF,CUS000081,20221120
100,1800003015,LF,CUS000177,20240207
100,1800003016,LF,CUS000027,20250611
100,1800003017,LF,CUS000116,20231204
100,1800003018,LF,CUS000126,20240423
100,1800003019,LF,CUS000013,20240520
100,1800003020,LF,CUS000017,20250203
100,1800003021,LF,CUS000146,20240923
100,1800003022,LF,CUS000182,20231228
100,1800003023,LF,CUS000042,20231015
100,1800003024,LF,CUS000169,20251108
100,1800003025,LF,CUS000071,20220320
100,1800003026,LF,CUS000136,20220516
100,1800003027,LF,CUS000135,20240310
100,1800003028,LF,CUS000196,20250510
100,1800003029,LF,CUS000074,20250925
100,1800003030,LF,CUS000191,20240926
100,1800003031,LF,CUS000158,20240130
100,1800003032,LF,CUS000058,20241117
100,1800003033,LF,CUS000018,20240201
100,1800003034,LF,CUS000014,20220306
100,1800003035,LF,CUS000066,20240608
100,1800003036,LF,CUS000033,20240901
100,1800003037,LF,CUS000074,20250513
100,1800003038,LF,CUS000174,20240909
100,1800003039,LF,CUS000170,20221108
100,1800003040,LF,CUS000021,20250718
100,1800003041,LF,CUS000198,20230717
100,1800003042,LF,CUS000121,20240320
100,1800003043,LF,CUS000112,20220903
100,1800003044,LF,CUS000148,20220630
100,1800003045,LF,CUS000037,20230212
100,1800003046,LF,CUS000010,20240410
100,1800003047,LF,CUS000185,20251214
100,1800003048,LF,CUS000025,20231230
100,1800003049,LF,CUS000017,20250922
100,1800003050,LF,CUS000161,20220910
100,1800003051,LF,CUS000167,20250630
100,1800003052,LF,CUS000047,20260102
100,1800003053,LF,CUS000160,20240920
100,1800003054,LF,CUS000049,20240509
100,1800003055,LF,CUS000004,20240828
100,1800003056,LF,CUS000021,20230629
100,1800003057,LF,CUS000151,20230311
100,1800003058,LF,CUS000159,20241204
100,1800003059,LF,CUS000065,20240219
100,1800003060,LF,CUS000102,20220507
100,1800003061,LF,CUS000187,20230924
100,1800003062,LF,CUS000149,20220806
100,1800003063,LF,CUS000127,20240731
100,1800003064,LF,CUS000175,20220807
100,1800003065,LF,CUS000158,20230601
100,1800003066,LF,CUS000102,20220121
100,1800003067,LF,CUS000055,20231223
100,1800003068,LF,CUS000168,20250919
100,1800003069,LF,CUS000111,20250720
100,1800003070,LF,CUS000123,20221127
100,1800003071,LF,CUS000117,20250102
100,1800003072,LF,CUS000135,20230814
100,1800003073,LF,CUS000087,20250523
100,1800003074,LF,CUS000119,20230828
100,1800003075,LF,CUS000073,20250823
100,1800003076,LF,CUS000131,20250209
100,1800003077,LF,CUS000171,20220204
100,1800003078,LF,CUS000162,20250623
100,1800003079,LF,CUS000152,20220524
100,1800003080,LF,CUS000100,20231113
100,1800003081,LF,CUS000165,20241230
100,1800003082,LF,CUS000140,20220506
100,1800003083,LF,CUS000063,20230928
100,1800003084,LF,CUS000011,20250207
100,1800003085,LF,CUS000112,20240809
100,1800003086,LF,CUS000060,20220214
100,1800003087,LF,CUS000115,20250810
100,1800003088,LF,CUS000145,20230616
100,1800003089,LF,CUS000082,20240725
100,1800003090,LF,CUS000032,20250303
100,1800003091,LF,CUS000080,20240915
100,1800003092,LF,CUS000098,20250626
100,1800003093,LF,CUS000178,20220718
100,1800003094,LF,CUS000083,20221118
100,1800003095,LF,CUS000070,20260108
100,1800003096,LF,CUS000134,20220909
100,1800003097,LF,CUS000097,20221214
100,1800003098,LF,CUS000020,20240212
100,1800003099,LF,CUS000096,20240423
100,1800003100,LF,CUS000154,20230610
100,1800003101,LF,CUS000090,20220607
100,1800003102,LF,CUS000182,20250804
100,1800003103,LF,CUS000095,20241225
100,1800003104,LF,CUS000038,20230205
100,1800003105,LF,CUS000184,20241021
100,1800003106,LF,CUS000122,20230502
100,1800003107,LF,CUS000121,20240626
100,1800003108,LF,CUS000068,20220408
100,1800003109,LF,CUS000177,20240624
100,1800003110,LF,CUS000122,20220527
100,1800003111,LF,CUS000093,20240604
100,1800003112,LF,CUS000140,20230701
100,1800003113,LF,CUS000171,20231108
100,1800003114,LF,CUS000059,20250303
100,1800003115,LF,CUS000010,20240605
100,1800003116,LF,CUS000083,20220621
100,1800003117,LF,CUS000196,20220429
100,1800003118,LF,CUS000003,20220327
100,1800003119,LF,CUS000090,20250821
100,1800003120,LF,CUS000080,20230923
100,1800003121,LF,CUS000133,20250909
100,1800003122,LF,CUS000173,20230803
100,1800003123,LF,CUS000164,20220806
100,1800003124,LF,CUS000087,20250606
100,1800003125,LF,CUS000061,20240121
100,1800003126,LF,CUS000149,20250416
100,1800003127,LF,CUS000179,20250611
100,1800003128,LF,CUS000152,20230818
100,1800003129,LF,CUS000008,20230721
100,1800003130,LF,CUS000039,20240217
100,1800003131,LF,CUS000135,20250128
100,1800003132,LF,CUS000190,20241225
100,1800003133,LF,CUS000101,20241228
100,1800003134,LF,CUS000180,20250825
100,1800003135,LF,CUS000104,20230525
100,1800003136,LF,CUS000127,20250128
100,1800003137,LF,CUS000126,20241030
100,1800003138,LF,CUS000096,20230427
100,1800003139,LF,CUS000042,20250818
100,1800003140,LF,CUS000193,20240606
100,1800003141,LF,CUS000110,20240521
100,1800003142,LF,CUS000126,20241017
100,1800003143,LF,CUS000150,20250707
100,1800003144,LF,CUS000072,20250518
100,1800003145,LF,CUS000171,20231021
100,1800003146,LF,CUS000177,20240719
100,1800003147,LF,CUS000167,20250826
100,1800003148,LF,CUS000163,20221216
100,1800003149,LF,CUS000067,20220116
100,1800003150,LF,CUS000061,20240509
100,1800003151,LF,CUS000145,20220120
100,1800003152,LF,CUS000171,20231220
100,1800003153,LF,CUS000040,20241013
100,1800003154,LF,CUS000044,20220412
100,1800003155,LF,CUS000021,20250820
100,1800003156,LF,CUS000068,20241007
100,1800003157,LF,CUS000039,20250119
100,1800003158,LF,CUS000131,20220318
100,1800003159,LF,CUS000153,20250916
100,1800003160,LF,CUS000082,20240723
100,1800003161,LF,CUS000165,20221015
100,1800003162,LF,CUS000193,20230321
100,1800003163,LF,CUS000045,20240827
100,1800003164,LF,CUS000042,20240212
100,1800003165,LF,CUS000068,20240811
100,1800003166,LF,CUS000056,20220119
100,1800003167,LF,CUS000010,20230531
100,1800003168,LF,CUS000185,20230630
100,1800003169,LF,CUS000130,20250618
100,1800003170,LF,CUS000076,20241124
100,1800003171,LF,CUS000143,20230925
100,1800003172,LF,CUS000044,20220106
100,1800003173,LF,CUS000136,20221110
100,1800003174,LF,CUS000104,20241225
100,1800003175,LF,CUS000112,20251129
100,1800003176,LF,CUS000142,20240728
100,1800003177,LF,CUS000075,20241011
100,1800003178,LF,CUS000106,20220123
100,1800003179,LF,CUS000060,20221008
100,1800003180,LF,CUS000068,20250729
100,1800003181,LF,CUS000180,20240906
100,1800003182,LF,CUS000150,20240512
100,1800003183,LF,CUS000003,20220506
100,1800003184,LF,CUS000120,20220808
100,1800003185,LF,CUS000131,20230411
100,1800003186,LF,CUS000017,20240828
100,1800003187,LF,CUS000028,20220208
100,1800003188,LF,CUS000095,20220201
100,1800003189,LF,CUS000022,20240115
100,1800003190,LF,CUS000194,20241207
100,1800003191,LF,CUS000075,20250730
100,1800003192,LF,CUS000114,20230118
100,1800003193,LF,CUS000051,20230426
100,1800003194,LF,CUS000019,20230216
100,1800003195,LF,CUS000151,20220615
100,1800003196,LF,CUS000041,20231128
100,1800003197,LF,CUS000103,20220204
100,1800003198,LF,CUS000111,20240312
100,1800003199,LF,CUS000008,20250601
100,1800003200,LF,CUS000043,20240229
100,1800003201,LF,CUS000170,20230324
100,1800003202,LF,CUS000028,20250322
100,1800003203,LF,CUS000085,20250813
100,1800003204,LF,CUS000079,20220718
100,1800003205,LF,CUS000146,20230902
100,1800003206,LF,CUS000073,20241124
100,1800003207,LF,CUS000129,20241129
