MANDT,BUKRS,KUNNR,UMSKS,BUDAT,GJAHR,BELNR,DMBTR,WAERS
100,1000,0000000072,,20220605,2023,0010000436,3768.0,EUR
100,2000,0000000356,,20241107,2024,0010000437,2204.68,EUR
100,1000,0000000306,,20230611,2023,0010000438,1595.62,EUR
100,2000,0000000451,,20240811,2024,0010000439,1875.59,EUR
100,1000,0000000229,,20220314,2023,0010000440,469.11,EUR
100,2000,0000000039,,20231011,2024,0010000441,3009.77,EUR
100,1000,0000000078,,20230406,2023,0010000442,2825.78,EUR
100,2000,0000000347,,20240706,2024,0010000443,2952.39,EUR
100,1000,0000000474,,20240217,2023,0010000444,4027.55,EUR
100,2000,0000000327,,20240105,2024,0010000445,697.16,EUR
100,1000,0000000145,,20240827,2023,0010000446,3068.83,EUR
100,2000,0000000316,,20240506,2024,0010000447,1151.79,EUR
100,1000,0000000498,,20240428,2023,0010000448,4637.36,EUR
100,2000,0000000274,,20221224,2024,0010000449,3529.48,EUR
100,1000,0000000150,,20220612,2023,0010000450,2431.25,EUR
100,2000,0000000404,,20220807,2024,0010000451,2688.5,EUR
100,1000,0000000278,,20230421,2023,0010000452,3896.25,EUR
100,2000,0000000334,,20221230,2024,0010000453,716.6,EUR
100,1000,0000000280,,20230222,2023,0010000454,4910.0,EUR
100,2000,0000000455,,20241224,2024,0010000455,3191.03,EUR
100,1000,0000000414,,20220426,2023,0010000456,2171.41,EUR
100,2000,0000000051,,20220404,2024,0010000457,2555.77,EUR
100,1000,0000000183,,20230215,2023,0010000458,3177.42,EUR
100,2000,0000000094,,20221029,2024,0010000459,1956.02,EUR
100,1000,0000000383,,20230205,2023,0010000460,3054.39,EUR
100,2000,0000000297,,20220228,2024,0010000461,3785.6,EUR
100,1000,0000000084,,20230315,2023,0010000462,3972.0,EUR
100,2000,0000000112,,20241120,2024,0010000463,679.81,EUR
100,1000,0000000092,,20220728,2023,0010000464,453.14,EUR
100,2000,0000000153,,20240514,2024,0010000465,1468.9,EUR
100,1000,0000000156,,20230614,2023,0010000466,4541.69,EUR
100,2000,0000000282,,20240718,2024,0010000467,1799.53,EUR
100,1000,0000000334,,20230818,2023,0010000468,3941.62,EUR
100,2000,0000000039,,20241229,2024,0010000469,4502.87,EUR
100,1000,0000000090,,20220426,2023,0010000470,1308.3,EUR
100,2000,0000000363,,20241221,2024,0010000471,3339.33,EUR
100,1000,0000000360,,20241127,2023,0010000472,4980.98,EUR
100,2000,0000000327,,20240131,2024,0010000473,736.73,EUR
100,1000,0000000042,,20220701,2023,0010000474,498.34,EUR
100,2000,0000000431,,20221117,2024,0010000475,1088.31,EUR
100,1000,0000000395,,20220211,2023,0010000476,3565.85,EUR
100,2000,0000000105,,20240929,2024,0010000477,1610.51,EUR
100,1000,0000000425,,20230820,2023,0010000478,2045.33,EUR
100,2000,0000000316,,20231024,2024,0010000479,2378.33,EUR
100,1000,0000000318,,20230509,2023,0010000480,2241.94,EUR
100,2000,0000000358,,20230723,2024,0010000481,2046.36,EUR
100,1000,0000000112,,20230718,2023,0010000482,4840.44,EUR
100,2000,0000000450,,20220115,2024,0010000483,765.19,EUR
100,1000,0000000471,,20230829,2023,0010000484,997.77,EUR
100,2000,0000000402,,20220223,2024,0010000485,1843.62,EUR
100,1000,0000000124,,20220423,2023,0010000486,2657.0,EUR
100,2000,0000000401,,20220528,2024,0010000487,3894.91,EUR
100,1000,0000000031,,20220730,2023,0010000488,4703.81,EUR
100,2000,0000000119,,20230804,2024,0010000489,625.28,EUR
100,1000,0000000174,,20230528,2023,0010000490,192.08,EUR
100,2000,0000000312,,20221122,2024,0010000491,2318.13,EUR
100,1000,0000000368,,20240703,2023,0010000492,4651.97,EUR
100,2000,0000000331,,20240929,2024,0010000493,4468.36,EUR
100,1000,0000000273,,20221110,2023,0010000494,3386.95,EUR
100,2000,0000000441,,20240510,2024,0010000495,2820.7,EUR
100,1000,0000000302,,20220316,2023,0010000496,856.45,EUR
100,2000,0000000360,,20240510,2024,0010000497,3845.6,EUR
100,1000,0000000241,,20240605,2023,0010000498,612.58,EUR
100,2000,0000000229,,20220205,2024,0010000499,3126.56,EUR
100,1000,0000000306,,20231015,2023,0010000500,1645.63,EUR
100,2000,0000000292,,20240611,2024,0010000501,172.67,EUR
100,1000,0000000057,,20220402,2023,0010000502,353.27,EUR
100,2000,0000000350,,20230813,2024,0010000503,4296.32,EUR
100,1000,0000000497,,20230419,2023,0010000504,3061.65,EUR
100,2000,0000000442,,20240912,2024,0010000505,4367.47,EUR
100,1000,0000000255,,20220429,2023,0010000506,687.01,EUR
100,2000,0000000051,,20240602,2024,0010000507,1067.53,EUR
100,1000,0000000035,,20241110,2023,0010000508,3572.95,EUR
100,2000,0000000401,,20221004,2024,0010000509,3133.47,EUR
100,1000,0000000053,,20220430,2023,0010000510,1224.93,EUR
100,2000,0000000218,,20220516,2024,0010000511,1356.24,EUR
100,1000,0000000297,,20220723,2023,0010000512,101.28,EUR
100,2000,0000000238,,20220820,2024,0010000513,161.21,EUR
100,1000,0000000064,,20230527,2023,0010000514,2042.36,EUR
100,2000,0000000294,,20240708,2024,0010000515,1140.49,EUR
100,1000,0000000477,,20220818,2023,0010000516,1255.81,EUR
100,2000,0000000043,,20220222,2024,0010000517,891.56,EUR
100,1000,0000000192,,20230114,2023,0010000518,3732.32,EUR
100,2000,0000000194,,20220729,2024,0010000519,3301.72,EUR
100,1000,0000000141,,20230430,2023,0010000520,1858.39,EUR
100,2000,0000000403,,20230504,2024,0010000521,851.03,EUR
100,1000,0000000287,,20240310,2023,0010000522,3740.38,EUR
100,2000,0000000209,,20240316,2024,0010000523,3073.52,EUR
100,1000,0000000374,,20240518,2023,0010000524,1358.39,EUR
100,2000,0000000134,,20240214,2024,0010000525,3860.31,EUR
100,1000,0000000463,,20230524,2023,0010000526,3682.06,EUR
100,2000,0000000484,,20220930,2024,0010000527,2533.13,EUR
100,1000,0000000321,,20230807,2023,0010000528,452.88,EUR
100,2000,0000000175,,20240212,2024,0010000529,2634.93,EUR
100,1000,0000000236,,20240324,2023,0010000530,1795.4,EUR
100,2000,0000000371,,20231029,2024,0010000531,4911.84,EUR
100,1000,0000000393,,20220813,2023,0010000532,2570.5,EUR
100,2000,0000000072,,20221231,2024,0010000533,699.85,EUR
100,1000,0000000490,,20220731,2023,0010000534,3091.52,EUR
100,2000,0000000365,,20220531,2024,0010000535,628.17,EUR
100,1000,0000000163,,20240303,2023,0010000536,1714.63,EUR
100,2000,0000000188,,20230114,2024,0010000537,4106.71,EUR
100,1000,0000000179,,20241215,2023,0010000538,675.25,EUR
100,2000,0000000243,,20220130,2024,0010000539,2555.43,EUR
100,1000,0000000073,,20230530,2023,0010000540,1972.88,EUR
100,2000,0000000170,,20240330,2024,0010000541,2765.33,EUR
100,1000,0000000111,,20240715,2023,0010000542,4909.79,EUR
100,2000,0000000244,,20230428,2024,0010000543,1312.35,EUR
100,1000,0000000042,,20240306,2023,0010000544,577.9,EUR
100,2000,0000000268,,20240205,2024,0010000545,4147.34,EUR
100,1000,0000000322,,20230306,2023,0010000546,3509.29,EUR
100,2000,0000000348,,20220510,2024,0010000547,1654.11,EUR
100,1000,0000000222,,20231225,2023,0010000548,4854.73,EUR
100,2000,0000000258,,20241031,2024,0010000549,767.04,EUR
100,1000,0000000125,,20220502,2023,0010000550,2490.83,EUR
100,2000,0000000069,,20230325,2024,0010000551,2002.52,EUR
100,1000,0000000374,,20230512,2023,0010000552,2891.6,EUR
100,2000,0000000129,,20231113,2024,0010000553,1765.07,EUR
100,1000,0000000026,,20230521,2023,0010000554,507.71,EUR
100,2000,0000000148,,20230827,2024,0010000555,3844.55,EUR
100,1000,0000000232,,20240602,2023,0010000556,3148.75,EUR
100,2000,0000000011,,20231125,2024,0010000557,1190.48,EUR
100,1000,0000000049,,20221125,2023,0010000558,550.28,EUR
100,2000,0000000442,,20240721,2024,0010000559,3897.06,EUR
100,1000,0000000273,,20221031,2023,0010000560,3175.63,EUR
100,2000,0000000190,,20230310,2024,0010000561,1111.02,EUR
100,1000,0000000002,,20240304,2023,0010000562,1921.66,EUR
100,2000,0000000495,,20220515,2024,0010000563,1203.37,EUR
100,1000,0000000260,,20231012,2023,0010000564,4114.76,EUR
100,2000,0000000070,,20221208,2024,0010000565,4982.54,EUR
100,1000,0000000223,,20230922,2023,0010000566,2982.36,EUR
100,2000,0000000335,,20230604,2024,0010000567,2745.98,EUR
100,1000,0000000022,,20231010,2023,0010000568,4290.88,EUR
100,2000,0000000183,,20240611,2024,0010000569,1679.82,EUR
100,1000,0000000087,,20241024,2023,0010000570,4276.11,EUR
100,2000,0000000481,,20240811,2024,0010000571,1493.6,EUR
100,1000,0000000384,,20220502,2023,0010000572,1344.54,EUR
100,2000,0000000161,,20220609,2024,0010000573,2292.84,EUR
100,1000,0000000234,,20240318,2023,0010000574,3536.53,EUR
100,2000,0000000457,,20230810,2024,0010000575,3137.14,EUR
100,1000,0000000046,,20240610,2023,0010000576,4586.75,EUR
100,2000,0000000154,,20220308,2024,0010000577,4624.79,EUR
100,1000,0000000434,,20230524,2023,0010000578,3420.16,EUR
100,2000,0000000345,,20240312,2024,0010000579,2325.78,EUR
100,1000,0000000116,,20230618,2023,0010000580,923.28,EUR
100,2000,0000000233,,20220414,2024,0010000581,391.73,EUR
100,1000,0000000173,,20230728,2023,0010000582,1525.29,EUR
100,2000,0000000024,,20220709,2024,0010000583,2036.62,EUR
100,1000,0000000052,,20230618,2023,0010000584,859.79,EUR
100,2000,0000000318,,20231009,2024,0010000585,2802.8,EUR
100,1000,0000000479,,20220216,2023,0010000586,3477.67,EUR
100,2000,0000000145,,20221212,2024,0010000587,3197.82,EUR
100,1000,0000000133,,20240709,2023,0010000588,3909.69,EUR
100,2000,0000000474,,20220613,2024,0010000589,2688.6,EUR
100,1000,0000000172,,20240321,2023,0010000590,633.53,EUR
100,2000,0000000133,,20230511,2024,0010000591,3520.14,EUR
100,1000,0000000492,,20220219,2023,0010000592,429.17,EUR
100,2000,0000000309,,20231013,2024,0010000593,2288.17,EUR
100,1000,0000000393,,20240324,2023,0010000594,3832.56,EUR
100,2000,0000000129,,20230330,2024,0010000595,502.04,EUR
100,1000,0000000154,,20240810,2023,0010000596,2163.79,EUR
100,2000,0000000409,,20220624,2024,0010000597,4141.59,EUR
100,1000,0000000219,,20240721,2023,0010000598,3813.0,EUR
100,2000,0000000326,,20240224,2024,0010000599,4411.62,EUR
100,1000,0000000172,,20230218,2023,0010000600,211.34,EUR
100,2000,0000000268,,20230305,2024,0010000601,1352.73,EUR
100,1000,0000000172,,20221228,2023,0010000602,2229.55,EUR
100,2000,0000000248,,20230105,2024,0010000603,2724.9,EUR
100,1000,0000000380,,20220605,2023,0010000604,2615.46,EUR
100,2000,0000000146,,20240829,2024,0010000605,2452.77,EUR
100,1000,0000000250,,20241014,2023,0010000606,2052.29,EUR
100,2000,0000000026,,20240615,2024,0010000607,2525.63,EUR
100,1000,0000000437,,20240927,2023,0010000608,2193.71,EUR
100,2000,0000000123,,20220822,2024,0010000609,190.01,EUR
100,1000,0000000097,,20241209,2023,0010000610,775.72,EUR
100,2000,0000000272,,20240525,2024,0010000611,1347.68,EUR
100,1000,0000000145,,20240211,2023,0010000612,228.98,EUR
100,2000,0000000453,,20231109,2024,0010000613,3436.58,EUR
100,1000,0000000263,,20240719,2023,0010000614,217.23,EUR
100,2000,0000000332,,20231219,2024,0010000615,3904.35,EUR
100,1000,0000000320,,20241121,2023,0010000616,4224.91,EUR
100,2000,0000000368,,20231025,2024,0010000617,3281.72,EUR
100,1000,0000000293,,20231218,2023,0010000618,2498.04,EUR
100,2000,0000000456,,20240809,2024,0010000619,4165.39,EUR
100,1000,0000000424,,20240719,2023,0010000620,2844.76,EUR
100,2000,0000000182,,20231005,2024,0010000621,1399.21,EUR
100,1000,0000000029,,20220203,2023,0010000622,4745.45,EUR
100,2000,0000000136,,20230911,2024,0010000623,4017.34,EUR
100,1000,0000000302,,20220314,2023,0010000624,4276.93,EUR
100,2000,0000000452,,20240302,2024,0010000625,2121.85,EUR
100,1000,0000000443,,20241224,2023,0010000626,1116.82,EUR
100,2000,0000000464,,20220711,2024,0010000627,3020.64,EUR
100,1000,0000000221,,20220722,2023,0010000628,2522.43,EUR
100,2000,0000000215,,20220523,2024,0010000629,1300.98,EUR
100,1000,0000000457,,20230211,2023,0010000630,781.45,EUR
100,2000,0000000275,,20230215,2024,0010000631,2940.83,EUR
100,1000,0000000140,,20240113,2023,0010000632,4115.76,EUR
100,2000,0000000323,,20231010,2024,0010000633,1162.97,EUR
100,1000,0000000472,,20230521,2023,0010000634,2245.59,EUR
100,2000,0000000434,,20241002,2024,0010000635,2573.03,EUR
100,1000,0000000103,,20240423,2023,0010000636,4724.07,EUR
100,2000,0000000210,,20230227,2024,0010000637,3755.13,EUR
100,1000,0000000323,,20230518,2023,0010000638,3384.76,EUR
100,2000,0000000316,,20220102,2024,0010000639,2361.51,EUR
100,1000,0000000332,,20240702,2023,0010000640,1783.3,EUR
100,2000,0000000031,,20230828,2024,0010000641,3168.14,EUR
100,1000,0000000416,,20241127,2023,0010000642,397.61,EUR
100,2000,0000000136,,20220712,2024,0010000643,3003.98,EUR
100,1000,0000000036,,20240104,2023,0010000644,2707.57,EUR
100,2000,0000000244,,20230505,2024,0010000645,4043.8,EUR
100,1000,0000000049,,20240805,2023,0010000646,3054.41,EUR
100,2000,0000000131,,20241024,2024,0010000647,2325.25,EUR
100,1000,0000000422,,20220301,2023,0010000648,454.05,EUR
100,2000,0000000318,,20240229,2024,0010000649,2242.47,EUR
100,1000,0000000020,,20241220,2023,0010000650,2247.58,EUR
100,2000,0000000145,,20240725,2024,0010000651,2506.18,EUR
100,1000,0000000168,,20221216,2023,0010000652,892.66,EUR
100,2000,0000000033,,20241014,2024,0010000653,1098.42,EUR
100,1000,0000000257,,20240425,2023,0010000654,1142.1,EUR
100,2000,0000000280,,20230515,2024,0010000655,3691.99,EUR
100,1000,0000000469,,20230212,2023,0010000656,4790.72,EUR
100,2000,0000000006,,20241216,2024,0010000657,438.83,EUR
100,1000,0000000371,,20221110,2023,0010000658,1803.27,EUR
100,2000,0000000002,,20230708,2024,0010000659,3777.0,EUR
100,1000,0000000192,,20220410,2023,0010000660,4581.32,EUR
100,2000,0000000283,,20220308,2024,0010000661,4661.52,EUR
100,1000,0000000388,,20231221,2023,0010000662,2731.78,EUR
100,2000,0000000256,,20240613,2024,0010000663,1052.78,EUR
100,1000,0000000135,,20221222,2023,0010000664,4113.01,EUR
100,2000,0000000333,,20230420,2024,0010000665,3127.01,EUR
100,1000,0000000279,,20220823,2023,0010000666,3630.16,EUR
100,2000,0000000008,,20240810,2024,0010000667,593.99,EUR
100,1000,0000000308,,20240730,2023,0010000668,788.21,EUR
100,2000,0000000052,,20240209,2024,0010000669,4129.28,EUR
100,1000,0000000215,,20221027,2023,0010000670,2859.16,EUR
100,2000,0000000324,,20220503,2024,0010000671,3940.95,EUR
100,1000,0000000111,,20240112,2023,0010000672,2312.91,EUR
100,2000,0000000133,,20230813,2024,0010000673,3382.43,EUR
100,1000,0000000039,,20240606,2023,0010000674,4290.43,EUR
100,2000,0000000409,,20241115,2024,0010000675,2024.52,EUR
100,1000,0000000435,,20240412,2023,0010000676,2645.01,EUR
100,2000,0000000296,,20230517,2024,0010000677,2089.76,EUR
100,1000,0000000076,,20240603,2023,0010000678,2430.58,EUR
100,2000,0000000474,,20230512,2024,0010000679,3672.25,EUR
100,1000,0000000284,,20221220,2023,0010000680,151.45,EUR
100,2000,0000000445,,20220318,2024,0010000681,1776.64,EUR
100,1000,0000000350,,20220805,2023,0010000682,1479.09,EUR
100,2000,0000000329,,20231011,2024,0010000683,4422.9,EUR
100,1000,0000000042,,20240113,2023,0010000684,3487.2,EUR
100,2000,0000000340,,20230208,2024,0010000685,4775.73,EUR
100,1000,0000000078,,20220924,2023,0010000686,2767.3,EUR
100,2000,0000000050,,20220928,2024,0010000687,3424.01,EUR
100,1000,0000000451,,20230510,2023,0010000688,4491.21,EUR
100,2000,0000000163,,20240712,2024,0010000689,4636.42,EUR
100,1000,0000000249,,20240331,2023,0010000690,1101.35,EUR
100,2000,0000000484,,20230704,2024,0010000691,1686.47,EUR
100,1000,0000000020,,20230304,2023,0010000692,4118.0,EUR
100,2000,0000000102,,20230520,2024,0010000693,1774.58,EUR
100,1000,0000000228,,20240513,2023,0010000694,147.67,EUR
100,2000,0000000097,,20240719,2024,0010000695,2110.63,EUR
100,1000,0000000029,,20220614,2023,0010000696,2746.32,EUR
100,2000,0000000095,,20220929,2024,0010000697,591.48,EUR
100,1000,0000000214,,20230912,2023,0010000698,1633.86,EUR
100,2000,0000000293,,20230201,2024,0010000699,2287.78,EUR
100,1000,0000000224,,20230619,2023,0010000700,3807.26,EUR
100,2000,0000000445,,20240610,2024,0010000701,2909.11,EUR
100,1000,0000000288,,20220604,2023,0010000702,726.02,EUR
100,2000,0000000124,,20230920,2024,0010000703,4373.72,EUR
100,1000,0000000290,,20231110,2023,0010000704,984.73,EUR
100,2000,0000000347,,20230915,2024,0010000705,531.88,EUR
100,1000,0000000040,,20220206,2023,0010000706,2774.93,EUR
100,2000,0000000012,,20220425,2024,0010000707,2553.76,EUR
100,1000,0000000409,,20230802,2023,0010000708,3680.98,EUR
100,2000,0000000106,,20230127,2024,0010000709,4982.39,EUR
100,1000,0000000126,,20240311,2023,0010000710,255.31,EUR
100,2000,0000000500,,20230131,2024,0010000711,471.38,EUR
100,1000,0000000419,,20221118,2023,0010000712,734.19,EUR
100,2000,0000000223,,20220905,2024,0010000713,1528.71,EUR
100,1000,0000000474,,20240727,2023,0010000714,2083.11,EUR
100,2000,0000000193,,20241202,2024,0010000715,3450.56,EUR
100,1000,0000000131,,20230615,2023,0010000716,3935.5,EUR
100,2000,0000000492,,20240717,2024,0010000717,2384.71,EUR
100,1000,0000000322,,20230711,2023,0010000718,4074.47,EUR
100,2000,0000000318,,20230616,2024,0010000719,3863.82,EUR
100,1000,0000000189,,20220715,2023,0010000720,4520.12,EUR
100,2000,0000000350,,20230616,2024,0010000721,1766.98,EUR
100,1000,0000000155,,20230204,2023,0010000722,309.1,EUR
100,2000,0000000476,,20240508,2024,0010000723,4444.53,EUR
100,1000,0000000436,,20231015,2023,0010000724,4142.67,EUR
100,2000,0000000171,,20230209,2024,0010000725,4514.54,EUR
100,1000,0000000212,,20221031,2023,0010000726,493.36,EUR
100,2000,0000000112,,20230821,2024,0010000727,715.27,EUR
100,1000,0000000028,,20230222,2023,0010000728,4271.0,EUR
100,2000,0000000497,,20230425,2024,0010000729,1831.88,EUR
100,1000,0000000300,,20240311,2023,0010000730,3320.98,EUR
100,2000,0000000286,,20230210,2024,0010000731,2333.11,EUR
100,1000,0000000228,,20220613,2023,0010000732,2003.41,EUR
100,2000,0000000181,,20221204,2024,0010000733,1432.64,EUR
100,1000,0000000243,,20240622,2023,0010000734,2196.96,EUR
100,2000,0000000460,,20231109,2024,0010000735,3875.2,EUR
100,1000,0000000475,,20240827,2023,0010000736,3754.67,EUR
100,2000,0000000090,,20231031,2024,0010000737,2049.21,EUR
100,1000,0000000285,,20240205,2023,0010000738,900.64,EUR
100,2000,0000000158,,20231116,2024,0010000739,1493.6,EUR
100,1000,0000000396,,20240616,2023,0010000740,4004.99,EUR
100,2000,0000000253,,20240429,2024,0010000741,1617.43,EUR
100,1000,0000000464,,20231013,2023,0010000742,2925.28,EUR
100,2000,0000000100,,20230109,2024,0010000743,3388.12,EUR
100,1000,0000000041,,20240922,2023,0010000744,2320.83,EUR
100,2000,0000000153,,20230529,2024,0010000745,3113.0,EUR
100,1000,0000000466,,20220628,2023,0010000746,3027.02,EUR
100,2000,0000000127,,20230808,2024,0010000747,559.29,EUR
100,1000,0000000148,,20230627,2023,0010000748,4807.7,EUR
100,2000,0000000151,,20220303,2024,0010000749,443.73,EUR
100,1000,0000000302,,20230331,2023,0010000750,3693.3,EUR
100,2000,0000000443,,20221001,2024,0010000751,2200.57,EUR
100,1000,0000000437,,20221001,2023,0010000752,4844.89,EUR
100,2000,0000000151,,20230216,2024,0010000753,2175.16,EUR
100,1000,0000000159,,20221019,2023,0010000754,1072.1,EUR
100,2000,0000000093,,20240927,2024,0010000755,4909.59,EUR
100,1000,0000000246,,20220824,2023,0010000756,2000.88,EUR
100,2000,0000000005,,20220911,2024,0010000757,1845.32,EUR
100,1000,0000000063,,20220206,2023,0010000758,2823.01,EUR
100,2000,0000000476,,20230723,2024,0010000759,4210.81,EUR
100,1000,0000000103,,20240719,2023,0010000760,4310.3,EUR
100,2000,0000000405,,20240822,2024,0010000761,2319.29,EUR
100,1000,0000000388,,20220429,2023,0010000762,3633.44,EUR
100,2000,0000000171,,20231225,2024,0010000763,4161.45,EUR
100,1000,0000000141,,20230113,2023,0010000764,3087.28,EUR
100,2000,0000000368,,20240121,2024,0010000765,1996.74,EUR
100,1000,0000000005,,20240609,2023,0010000766,3809.13,EUR
100,2000,0000000284,,20231206,2024,0010000767,4376.31,EUR
100,1000,0000000163,,20220901,2023,0010000768,492.02,EUR
100,2000,0000000309,,20241219,2024,0010000769,1593.49,EUR
100,1000,0000000175,,20240326,2023,0010000770,3790.85,EUR
100,2000,0000000184,,20220310,2024,0010000771,3768.78,EUR
100,1000,0000000260,,20221220,2023,0010000772,4887.02,EUR
100,2000,0000000008,,20240306,2024,0010000773,3199.63,EUR
100,1000,0000000052,,20240922,2023,0010000774,3730.91,EUR
100,2000,0000000002,,20220206,2024,0010000775,3995.87,EUR
100,1000,0000000256,,20220223,2023,0010000776,4806.97,EUR
100,2000,0000000374,,20231021,2024,0010000777,4340.43,EUR
100,1000,0000000395,,20220715,2023,0010000778,178.77,EUR
100,2000,0000000016,,20220409,2024,0010000779,1321.15,EUR
100,1000,0000000468,,20240716,2023,0010000780,1600.46,EUR
100,2000,0000000154,,20231225,2024,0010000781,598.1,EUR
100,1000,0000000021,,20240928,2023,0010000782,3662.25,EUR
100,2000,0000000326,,20230811,2024,0010000783,1784.39,EUR
100,1000,0000000311,,20231203,2023,0010000784,1011.39,EUR
100,2000,0000000234,,20220101,2024,0010000785,4924.89,EUR
100,1000,0000000476,,20230520,2023,0010000786,4437.79,EUR
100,2000,0000000335,,20230413,2024,0010000787,1203.57,EUR
100,1000,0000000416,,20220713,2023,0010000788,1159.63,EUR
100,2000,0000000184,,20220619,2024,0010000789,4027.08,EUR
100,1000,0000000246,,20220109,2023,0010000790,2306.35,EUR
100,2000,0000000440,,20240618,2024,0010000791,1203.76,EUR
100,1000,0000000359,,20220813,2023,0010000792,817.84,EUR
100,2000,0000000087,,20221005,2024,0010000793,2025.79,EUR
100,1000,0000000477,,20240424,2023,0010000794,188.45,EUR
100,2000,0000000282,,20230316,2024,0010000795,623.05,EUR
100,1000,0000000133,,20240618,2023,0010000796,3852.14,EUR
100,2000,0000000102,,20220120,2024,0010000797,2238.79,EUR
100,1000,0000000425,,20230906,2023,0010000798,2841.98,EUR
100,2000,0000000485,,20231123,2024,0010000799,2147.24,EUR
100,1000,0000000423,,20240525,2023,0010000800,884.18,EUR
100,2000,0000000303,,20220915,2024,0010000801,3652.93,EUR
100,1000,0000000013,,20221214,2023,0010000802,3797.67,EUR
100,2000,0000000333,,20221224,2024,0010000803,3008.17,EUR
100,1000,0000000373,,20230120,2023,0010000804,527.77,EUR
100,2000,0000000013,,20220225,2024,0010000805,4217.95,EUR
100,1000,0000000487,,20241102,2023,0010000806,3511.32,EUR
100,2000,0000000354,,20220415,2024,0010000807,3293.18,EUR
100,1000,0000000307,,20231114,2023,0010000808,4357.39,EUR
100,2000,0000000066,,20230806,2024,0010000809,2059.54,EUR
100,1000,0000000093,,20230330,2023,0010000810,102.32,EUR
100,2000,0000000136,,20240907,2024,0010000811,3179.93,EUR
100,1000,0000000060,,20230114,2023,0010000812,4834.46,EUR
100,2000,0000000082,,20230104,2024,0010000813,3517.56,EUR
100,1000,0000000168,,20231223,2023,0010000814,2050.57,EUR
100,2000,0000000153,,20221009,2024,0010000815,3700.97,EUR
100,1000,0000000372,,20240902,2023,0010000816,2845.81,EUR
100,2000,0000000088,,20220717,2024,0010000817,3735.69,EUR
100,1000,0000000202,,20230903,2023,0010000818,2180.36,EUR
100,2000,0000000220,,20230726,2024,0010000819,2835.39,EUR
100,1000,0000000087,,20241101,2023,0010000820,4413.96,EUR
100,2000,0000000379,,20240303,2024,0010000821,3728.61,EUR
100,1000,0000000232,,20240315,2023,0010000822,515.34,EUR
100,2000,0000000354,,20240822,2024,0010000823,383.18,EUR
100,1000,0000000001,,20221026,2023,0010000824,2836.78,EUR
100,2000,0000000218,,20231010,2024,0010000825,3928.58,EUR
100,1000,0000000240,,20230414,2023,0010000826,1028.89,EUR
100,2000,0000000158,,20240916,2024,0010000827,374.46,EUR
100,1000,0000000336,,20220419,2023,0010000828,2723.2,EUR
100,2000,0000000332,,20230326,2024,0010000829,248.47,EUR
100,1000,0000000195,,20230221,2023,0010000830,2519.03,EUR
100,2000,0000000082,,20220206,2024,0010000831,3934.63,EUR
100,1000,0000000127,,20230719,2023,0010000832,2323.73,EUR
100,2000,0000000037,,20220501,2024,0010000833,3954.67,EUR
100,1000,0000000493,,20240925,2023,0010000834,4534.48,EUR
100,2000,0000000198,,20230528,2024,0010000835,984.04,EUR
100,1000,0000000163,,20221214,2023,0010000836,1439.24,EUR
100,2000,0000000265,,20230903,2024,0010000837,2393.98,EUR
100,1000,0000000223,,20230622,2023,0010000838,4134.07,EUR
100,2000,0000000073,,20231230,2024,0010000839,1325.44,EUR
100,1000,0000000489,,20240315,2023,0010000840,3830.26,EUR
100,2000,0000000002,,20230221,2024,0010000841,3235.92,EUR
100,1000,0000000162,,20240608,2023,0010000842,2409.87,EUR
100,2000,0000000401,,20220901,2024,0010000843,4287.15,EUR
100,1000,0000000376,,20241007,2023,0010000844,4140.87,EUR
100,2000,0000000217,,20220114,2024,0010000845,281.59,EUR
100,1000,0000000356,,20230102,2023,0010000846,3013.34,EUR
100,2000,0000000066,,20231110,2024,0010000847,1239.84,EUR
100,1000,0000000159,,20221026,2023,0010000848,4677.85,EUR
100,2000,0000000158,,20241027,2024,0010000849,1070.09,EUR
100,1000,0000000371,,20230309,2023,0010000850,1841.74,EUR
100,2000,0000000402,,20240419,2024,0010000851,2195.83,EUR
100,1000,0000000106,,20220811,2023,0010000852,3510.91,EUR
100,2000,0000000322,,20221224,2024,0010000853,3104.09,EUR
100,1000,0000000025,,20231111,2023,0010000854,405.54,EUR
100,2000,0000000413,,20221209,2024,0010000855,3417.2,EUR
100,1000,0000000235,,20240831,2023,0010000856,124.85,EUR
100,2000,0000000450,,20230130,2024,0010000857,3113.07,EUR
100,1000,0000000114,,20230618,2023,0010000858,1125.29,EUR
100,2000,0000000195,,20231008,2024,0010000859,3010.44,EUR
100,1000,0000000029,,20230520,2023,0010000860,2461.25,EUR
100,2000,0000000050,,20230127,2024,0010000861,3237.01,EUR
100,1000,0000000067,,20230608,2023,0010000862,188.77,EUR
100,2000,0000000432,,20220527,2024,0010000863,1141.56,EUR
100,1000,0000000182,,20220419,2023,0010000864,532.39,EUR
100,2000,0000000310,,20220711,2024,0010000865,3154.27,EUR
100,1000,0000000423,,20230220,2023,0010000866,103.17,EUR
100,2000,0000000244,,20241016,2024,0010000867,4723.33,EUR
100,1000,0000000279,,20231212,2023,0010000868,2397.64,EUR
100,2000,0000000050,,20241004,2024,0010000869,2844.21,EUR
100,1000,0000000165,,20240907,2023,0010000870,464.79,EUR
100,2000,0000000064,,20231228,2024,0010000871,4690.09,EUR
100,1000,0000000406,,20220725,2023,0010000872,1154.6,EUR
100,2000,0000000414,,20230616,2024,0010000873,4882.14,EUR
