MANDT,LGNUM,LQNUM,MATNR,WERKS,LGTYP,LGPLA,GESME,MEINS
100,100,LQ00000388,MAT000219,1300,010,010-12-02,4866.78,KG
100,100,LQ00000389,MAT000030,1100,010,010-19-05,6922.59,KG
100,100,LQ00000390,MAT000238,1200,010,010-10-04,3585.31,KG
100,200,LQ00000391,MAT000452,1400,010,010-28-02,6223.36,KG
100,100,LQ00000392,MAT000177,1400,010,010-49-01,9052.21,KG
100,200,LQ00000393,MAT000049,1200,020,020-34-05,8159.76,KG
100,200,LQ00000394,MAT000251,1100,001,001-27-05,7043.95,KG
100,100,LQ00000395,MAT000297,1100,001,001-29-02,8435.23,KG
100,100,LQ00000396,MAT000131,1400,001,001-16-01,8560.4,ST
100,100,LQ00000397,MAT000049,1300,003,003-40-02,2498.78,KG
100,100,LQ00000398,MAT000366,1200,010,010-37-02,567.06,ST
100,200,LQ00000399,MAT000188,1200,001,001-23-01,788.78,KG
100,200,LQ00000400,MAT000283,1200,010,010-16-02,4270.08,ST
100,100,LQ00000401,MAT000229,1000,003,003-45-01,5261.09,ST
100,100,LQ00000402,MAT000279,1300,020,020-44-03,67.48,KG
100,200,LQ00000403,MAT000454,1400,002,002-50-02,8639.24,KG
100,200,LQ00000404,MAT000273,1200,002,002-37-05,9271.27,KG
100,200,LQ00000405,MAT000069,1400,001,001-12-01,4881.99,ST
100,100,LQ00000406,MAT000261,1100,002,002-12-04,1872.68,KG
100,200,LQ00000407,MAT000485,1200,002,002-27-03,1427.95,KG
100,100,LQ00000408,MAT000172,1400,003,003-48-04,3518.75,KG
100,200,LQ00000409,MAT000283,1400,020,020-06-04,5501.56,ST
100,100,LQ00000410,MAT000422,1000,003,003-06-02,3586.54,KG
100,100,LQ00000411,MAT000027,1300,020,020-11-05,6539.4,ST
100,200,LQ00000412,MAT000451,1300,020,020-36-02,8188.72,KG
100,100,LQ00000413,MAT000153,1400,010,010-43-04,5914.24,KG
100,200,LQ00000414,MAT000166,1200,003,003-34-01,1661.05,KG
100,100,LQ00000415,MAT000252,1300,010,010-01-04,6388.94,KG
100,200,LQ00000416,MAT000415,1200,003,003-20-02,7431.9,KG
100,200,LQ00000417,MAT000413,1400,003,003-07-02,6553.79,ST
100,200,LQ00000418,MAT000467,1000,010,010-30-04,6999.22,KG
100,200,LQ00000419,MAT000133,1200,020,020-01-01,7695.0,KG
100,200,LQ00000420,MAT000403,1200,002,002-19-02,6322.23,KG
100,100,LQ00000421,MAT000162,1400,003,003-40-03,9275.12,ST
100,200,LQ00000422,MAT000443,1100,010,010-38-02,2312.28,KG
100,100,LQ00000423,MAT000496,1400,002,002-08-02,8130.69,KG
100,100,LQ00000424,MAT000488,1300,020,020-10-02,67.12,KG
100,100,LQ00000425,MAT000317,1200,002,002-15-03,7270.12,KG
100,100,LQ00000426,MAT000411,1000,002,002-22-05,6530.66,KG
100,200,LQ00000427,MAT000143,1000,010,010-46-02,3808.36,KG
100,200,LQ00000428,MAT000239,1200,020,020-18-01,1824.04,KG
100,200,LQ00000429,MAT000064,1400,010,010-10-04,2069.64,KG
100,100,LQ00000430,MAT000194,1000,002,002-38-04,8713.79,ST
100,200,LQ00000431,MAT000105,1400,020,020-26-01,922.01,KG
100,200,LQ00000432,MAT000290,1300,001,001-36-01,423.47,KG
100,200,LQ00000433,MAT000408,1300,010,010-49-03,3036.83,KG
100,200,LQ00000434,MAT000187,1300,010,010-36-05,3172.46,KG
100,200,LQ00000435,MAT000002,1300,001,001-45-05,1554.25,KG
100,100,LQ00000436,MAT000439,1300,020,020-34-05,1767.95,KG
100,100,LQ00000437,MAT000088,1000,020,020-42-03,5694.95,KG
100,100,LQ00000438,MAT000452,1400,010,010-15-04,2776.37,KG
100,200,LQ00000439,MAT000186,1400,020,020-29-03,3338.97,KG
100,100,LQ00000440,MAT000142,1200,002,002-22-05,4457.08,KG
100,200,LQ00000441,MAT000064,1000,002,002-04-03,2759.09,KG
100,100,LQ00000442,MAT000280,1100,003,003-07-03,5301.73,KG
100,200,LQ00000443,MAT000445,1200,010,010-27-04,7367.02,KG
100,200,LQ00000444,MAT000248,1200,010,010-49-05,3280.72,KG
100,200,LQ00000445,MAT000494,1000,002,002-25-04,9130.68,ST
100,100,LQ00000446,MAT000083,1400,020,020-29-04,9295.49,KG
100,100,LQ00000447,MAT000147,1200,002,002-37-02,1981.98,ST
100,100,LQ00000448,MAT000360,1200,001,001-48-04,7536.26,ST
100,100,LQ00000449,MAT000219,1200,003,003-03-03,1364.88,KG
100,100,LQ00000450,MAT000106,1000,020,020-28-03,5892.0,ST
100,200,LQ00000451,MAT000281,1300,002,002-18-04,4844.32,ST
100,200,LQ00000452,MAT000427,1400,001,001-31-05,5073.53,KG
100,200,LQ00000453,MAT000384,1200,001,001-23-02,37.13,KG
100,100,LQ00000454,MAT000439,1300,010,010-13-03,7520.45,KG
100,100,LQ00000455,MAT000484,1000,002,002-43-04,3965.43,KG
100,100,LQ00000456,MAT000197,1400,002,002-29-03,2654.42,KG
100,100,LQ00000457,MAT000362,1000,001,001-18-04,6487.0,KG
100,100,LQ00000458,MAT000442,1200,020,020-33-01,3861.8,ST
100,100,LQ00000459,MAT000340,1300,002,002-16-02,6969.43,KG
100,200,LQ00000460,MAT000222,1000,020,020-33-02,6347.99,KG
100,200,LQ00000461,MAT000137,1300,002,002-08-05,1881.27,KG
100,100,LQ00000462,MAT000080,1200,010,010-27-04,365.01,KG
100,200,LQ00000463,MAT000176,1400,003,003-22-03,4157.48,KG
100,200,LQ00000464,MAT000361,1400,001,001-14-01,4929.59,KG
100,200,LQ00000465,MAT000015,1300,010,010-24-04,3530.79,KG
100,200,LQ00000466,MAT000023,1400,020,020-26-03,8721.98,ST
100,200,LQ00000467,MAT000318,1400,010,010-02-04,2827.09,ST
100,100,LQ00000468,MAT000438,1200,020,020-01-02,6671.67,KG
100,100,LQ00000469,MAT000308,1200,001,001-27-03,7710.68,KG
100,100,LQ00000470,MAT000261,1100,003,003-40-02,924.41,ST
100,100,LQ00000471,MAT000171,1300,010,010-40-03,1577.62,ST
100,100,LQ00000472,MAT000181,1100,003,003-01-04,6688.24,ST
100,100,LQ00000473,MAT000444,1200,003,003-28-02,7311.15,KG
100,100,LQ00000474,MAT000270,1100,001,001-41-02,2685.42,ST
100,100,LQ00000475,MAT000108,1400,001,001-25-04,9628.6,KG
100,100,LQ00000476,MAT000310,1200,001,001-41-05,1865.67,ST
100,100,LQ00000477,MAT000129,1000,002,002-05-04,4788.22,ST
100,200,LQ00000478,MAT000058,1400,020,020-31-03,1354.34,ST
100,200,LQ00000479,MAT000384,1300,001,001-32-04,5755.93,KG
100,200,LQ00000480,MAT000497,1000,003,003-04-03,4335.91,KG
100,200,LQ00000481,MAT000275,1100,020,020-15-05,7261.43,KG
100,100,LQ00000482,MAT000497,1100,020,020-40-01,2553.13,ST
100,100,LQ00000483,MAT000218,1000,001,001-27-02,2021.32,KG
100,200,LQ00000484,MAT000182,1300,002,002-12-04,5186.26,ST
100,100,LQ00000485,MAT000257,1200,020,020-03-04,194.05,KG
100,100,LQ00000486,MAT000162,1200,020,020-20-04,5042.17,KG
100,100,LQ00000487,MAT000431,1200,002,002-28-03,1214.8,KG
100,200,LQ00000488,MAT000058,1300,020,020-45-02,9635.61,KG
100,100,LQ00000489,MAT000310,1100,010,010-44-04,9547.44,KG
100,200,LQ00000490,MAT000177,1100,001,001-23-01,3003.33,KG
100,200,LQ00000491,MAT000439,1200,003,003-40-01,9428.47,ST
100,100,LQ00000492,MAT000236,1400,002,002-12-03,3916.98,KG
100,100,LQ00000493,MAT000275,1000,002,002-32-03,6655.94,KG
100,200,LQ00000494,MAT000219,1100,001,001-33-01,8499.04,KG
100,100,LQ00000495,MAT000180,1100,002,002-35-02,459.19,KG
100,100,LQ00000496,MAT000417,1100,003,003-14-01,8166.4,KG
100,100,LQ00000497,MAT000410,1100,010,010-31-02,5936.1,KG
100,100,LQ00000498,MAT000113,1400,020,020-24-04,269.88,ST
100,200,LQ00000499,MAT000033,1400,003,003-18-04,539.37,KG
100,200,LQ00000500,MAT000009,1000,001,001-19-03,1965.9,KG
100,200,LQ00000501,MAT000481,1000,002,002-34-03,8828.29,KG
100,100,LQ00000502,MAT000358,1400,001,001-40-04,2407.11,ST
100,200,LQ00000503,MAT000368,1000,003,003-13-03,3976.69,KG
100,200,LQ00000504,MAT000343,1400,010,010-12-01,3953.17,KG
100,200,LQ00000505,MAT000086,1200,001,001-39-05,1250.34,KG
100,200,LQ00000506,MAT000404,1000,001,001-10-05,129.01,KG
100,100,LQ00000507,MAT000256,1300,002,002-27-03,4725.43,KG
100,200,LQ00000508,MAT000300,1200,001,001-32-03,7288.95,KG
100,100,LQ00000509,MAT000055,1400,020,020-28-02,8024.77,KG
100,100,LQ00000510,MAT000291,1000,010,010-32-05,5014.72,KG
100,100,LQ00000511,MAT000333,1400,002,002-48-03,5717.25,KG
100,200,LQ00000512,MAT000243,1000,001,001-40-04,9693.59,KG
100,200,LQ00000513,MAT000344,1100,002,002-46-01,2953.12,ST
100,200,LQ00000514,MAT000381,1000,010,010-30-02,8995.4,KG
100,200,LQ00000515,MAT000272,1000,003,003-23-02,7919.24,KG
100,200,LQ00000516,MAT000010,1200,020,020-11-01,5240.89,ST
100,100,LQ00000517,MAT000500,1000,003,003-26-03,6605.01,ST
100,100,LQ00000518,MAT000102,1100,010,010-22-05,5221.65,KG
100,200,LQ00000519,MAT000435,1000,010,010-34-05,744.91,ST
100,100,LQ00000520,MAT000229,1200,001,001-27-01,2987.26,ST
100,100,LQ00000521,MAT000066,1100,010,010-03-05,972.42,KG
100,100,LQ00000522,MAT000416,1300,002,002-20-05,5751.79,KG
100,100,LQ00000523,MAT000001,1300,001,001-15-02,436.38,ST
100,100,LQ00000524,MAT000380,1100,002,002-14-02,2461.99,KG
100,200,LQ00000525,MAT000420,1400,001,001-35-05,9554.78,KG
100,100,LQ00000526,MAT000321,1200,020,020-39-01,6370.62,KG
100,200,LQ00000527,MAT000318,1300,020,020-29-02,7646.14,KG
100,200,LQ00000528,MAT000317,1400,002,002-46-04,3082.69,ST
100,200,LQ00000529,MAT000088,1200,003,003-20-05,9543.71,KG
100,200,LQ00000530,MAT000084,1400,001,001-19-01,872.44,KG
100,100,LQ00000531,MAT000253,1400,020,020-32-04,9192.91,KG
100,200,LQ00000532,MAT000413,1300,001,001-46-01,1775.39,KG
100,200,LQ00000533,MAT000288,1100,002,002-37-05,8446.96,ST
100,200,LQ00000534,MAT000257,1300,020,020-18-02,898.4,ST
100,200,LQ00000535,MAT000429,1400,010,010-43-04,7069.13,ST
100,200,LQ00000536,MAT000324,1400,002,002-48-04,6176.59,KG
100,100,LQ00000537,MAT000430,1000,010,010-29-01,1889.82,KG
100,200,LQ00000538,MAT000491,1400,002,002-10-01,5213.42,KG
100,200,LQ00000539,MAT000163,1000,020,020-20-05,2651.15,KG
100,100,LQ00000540,MAT000349,1300,003,003-49-01,3149.63,KG
100,200,LQ00000541,MAT000273,1000,010,010-07-02,3945.32,KG
100,200,LQ00000542,MAT000199,1300,003,003-49-01,7603.31,KG
100,200,LQ00000543,MAT000301,1400,002,002-24-01,5546.58,KG
100,200,LQ00000544,MAT000189,1300,020,020-08-05,3569.95,KG
100,100,LQ00000545,MAT000343,1300,010,010-29-04,7051.04,KG
100,200,LQ00000546,MAT000276,1300,020,020-11-01,5010.44,ST
100,100,LQ00000547,MAT000376,1000,002,002-24-03,5196.83,KG
100,100,LQ00000548,MAT000496,1400,003,003-19-02,621.48,KG
100,100,LQ00000549,MAT000423,1300,020,020-02-05,3957.6,KG
100,200,LQ00000550,MAT000240,1200,001,001-03-03,8253.86,ST
100,100,LQ00000551,MAT000315,1400,010,010-42-02,3422.25,KG
100,200,LQ00000552,MAT000026,1400,003,003-25-04,679.53,ST
100,100,LQ00000553,MAT000280,1100,010,010-32-03,4255.94,KG
100,200,LQ00000554,MAT000333,1100,020,020-50-04,5354.84,ST
100,100,LQ00000555,MAT000354,1000,010,010-27-03,4617.41,ST
100,100,LQ00000556,MAT000293,1200,003,003-08-02,6935.31,KG
100,100,LQ00000557,MAT000380,1400,001,001-12-04,5666.05,ST
100,100,LQ00000558,MAT000112,1100,010,010-29-03,8577.65,KG
100,200,LQ00000559,MAT000149,1300,002,002-29-03,8632.0,ST
100,200,LQ00000560,MAT000420,1000,003,003-22-04,2722.93,KG
100,100,LQ00000561,MAT000496,1400,003,003-37-02,4869.33,KG
100,200,LQ00000562,MAT000190,1000,010,010-16-02,143.64,ST
100,200,LQ00000563,MAT000467,1000,020,020-37-04,8104.59,KG
100,200,LQ00000564,MAT000078,1200,020,020-28-05,8615.47,ST
100,200,LQ00000565,MAT000345,1300,010,010-03-05,5635.94,ST
100,200,LQ00000566,MAT000096,1300,001,001-18-02,2270.87,ST
100,100,LQ00000567,MAT000498,1000,003,003-33-04,465.38,ST
100,200,LQ00000568,MAT000039,1300,020,020-15-02,2383.22,ST
100,100,LQ00000569,MAT000351,1000,010,010-49-02,7295.8,KG
100,200,LQ00000570,MAT000185,1400,001,001-49-04,4783.04,KG
100,100,LQ00000571,MAT000438,1200,010,010-49-04,3956.23,KG
100,100,LQ00000572,MAT000479,1100,002,002-11-03,3398.44,ST
100,200,LQ00000573,MAT000086,1100,010,010-39-03,3764.85,KG
100,100,LQ00000574,MAT000037,1100,003,003-50-03,8100.77,ST
100,100,LQ00000575,MAT000449,1100,020,020-06-05,838.27,KG
100,200,LQ00000576,MAT000466,1000,002,002-28-02,8568.22,KG
100,100,LQ00000577,MAT000476,1300,010,010-03-03,473.84,ST
100,200,LQ00000578,MAT000024,1200,003,003-07-04,6686.19,ST
100,200,LQ00000579,MAT000094,1300,002,002-40-01,5889.68,ST
100,200,LQ00000580,MAT000240,1200,001,001-22-05,7935.87,KG
100,200,LQ00000581,MAT000018,1300,010,010-01-02,2173.29,KG
100,100,LQ00000582,MAT000109,1100,001,001-23-03,1759.02,KG
100,200,LQ00000583,MAT000050,1400,010,010-39-01,5030.27,KG
100,200,LQ00000584,MAT000235,1300,010,010-26-05,9382.77,KG
100,200,LQ00000585,MAT000125,1000,020,020-06-02,6507.15,KG
100,100,LQ00000586,MAT000353,1300,002,002-36-02,6493.48,ST
100,100,LQ00000587,MAT000023,1000,001,001-45-01,8370.42,ST
100,100,LQ00000588,MAT000308,1200,010,010-01-03,9131.59,KG
100,200,LQ00000589,MAT000019,1000,020,020-04-04,3477.73,KG
100,100,LQ00000590,MAT000253,1300,003,003-38-04,1586.95,KG
100,100,LQ00000591,MAT000338,1400,010,010-02-04,6055.42,KG
100,100,LQ00000592,MAT000371,1000,020,020-08-04,2384.93,KG
100,200,LQ00000593,MAT000189,1100,010,010-38-05,9871.47,KG
100,100,LQ00000594,MAT000199,1000,010,010-11-05,9413.43,KG
100,200,LQ00000595,MAT000434,1300,010,010-26-02,7733.45,KG
100,100,LQ00000596,MAT000009,1100,002,002-09-01,9779.21,KG
100,200,LQ00000597,MAT000492,1400,001,001-11-04,5786.79,KG
100,200,LQ00000598,MAT000433,1400,010,010-07-02,2038.33,ST
100,200,LQ00000599,MAT000107,1100,003,003-50-04,9952.45,KG
100,100,LQ00000600,MAT000352,1300,002,002-34-04,9937.11,KG
100,200,LQ00000601,MAT000430,1000,002,002-27-02,9434.28,KG
100,200,LQ00000602,MAT000454,1400,001,001-09-02,6399.62,KG
100,100,LQ00000603,MAT000319,1400,003,003-39-02,9084.74,KG
100,200,LQ00000604,MAT000453,1400,010,010-35-02,1912.77,KG
100,100,LQ00000605,MAT000243,1300,001,001-16-05,701.23,KG
100,200,LQ00000606,MAT000313,1100,010,010-29-05,7197.72,KG
100,100,LQ00000607,MAT000209,1300,010,010-11-02,2246.62,ST
100,100,LQ00000608,MAT000190,1300,020,020-21-03,9538.88,KG
100,100,LQ00000609,MAT000468,1000,003,003-03-03,91.37,ST
100,100,LQ00000610,MAT000197,1200,010,010-06-04,4812.2,ST
100,200,LQ00000611,MAT000269,1100,020,020-37-02,2164.81,ST
100,100,LQ00000612,MAT000214,1200,003,003-08-05,9601.19,KG
100,200,LQ00000613,MAT000130,1200,001,001-28-01,5899.08,ST
100,200,LQ00000614,MAT000217,1200,010,010-50-05,6266.87,KG
100,200,LQ00000615,MAT000148,1200,002,002-48-05,630.54,KG
100,100,LQ00000616,MAT000307,1200,020,020-27-05,7054.09,KG
100,200,LQ00000617,MAT000493,1300,001,001-38-05,7560.07,KG
100,200,LQ00000618,MAT000291,1200,010,010-04-01,8164.7,KG
100,200,LQ00000619,MAT000218,1400,003,003-14-05,4930.66,ST
100,100,LQ00000620,MAT000078,1200,010,010-14-02,3957.76,KG
100,200,LQ00000621,MAT000326,1200,001,001-14-01,8780.72,KG
100,200,LQ00000622,MAT000042,1400,002,002-03-04,3360.69,KG
100,200,LQ00000623,MAT000091,1300,010,010-22-04,3017.22,ST
100,200,LQ00000624,MAT000467,1200,020,020-10-01,196.83,KG
100,200,LQ00000625,MAT000137,1300,002,002-04-01,2787.6,KG
100,200,LQ00000626,MAT000231,1100,002,002-49-01,6225.88,ST
100,200,LQ00000627,MAT000434,1000,020,020-17-04,2042.3,KG
100,100,LQ00000628,MAT000420,1400,002,002-46-02,3852.24,KG
100,100,LQ00000629,MAT000131,1300,003,003-46-02,5085.5,KG
100,100,LQ00000630,MAT000496,1200,020,020-40-01,6929.86,KG
100,100,LQ00000631,MAT000135,1200,003,003-43-04,7188.95,KG
100,100,LQ00000632,MAT000103,1000,002,002-07-04,8184.15,ST
100,200,LQ00000633,MAT000465,1100,001,001-41-05,1696.64,KG
100,200,LQ00000634,MAT000307,1200,020,020-31-05,4196.68,ST
100,100,LQ00000635,MAT000106,1400,003,003-49-05,40.58,KG
100,200,LQ00000636,MAT000240,1300,003,003-24-01,6023.16,ST
100,100,LQ00000637,MAT000013,1300,020,020-42-02,6924.13,KG
100,100,LQ00000638,MAT000433,1200,002,002-34-04,9609.51,KG
100,100,LQ00000639,MAT000061,1200,001,001-34-01,2293.7,KG
100,100,LQ00000640,MAT000028,1000,001,001-12-01,2394.86,KG
100,100,LQ00000641,MAT000143,1200,001,001-27-02,8784.1,ST
100,200,LQ00000642,MAT000172,1100,003,003-36-02,9620.85,ST
100,100,LQ00000643,MAT000323,1100,020,020-03-01,613.71,ST
100,100,LQ00000644,MAT000149,1400,001,001-31-03,3695.52,KG
100,200,LQ00000645,MAT000027,1400,003,003-13-02,9705.65,KG
100,200,LQ00000646,MAT000122,1100,020,020-11-03,3005.59,KG
100,100,LQ00000647,MAT000291,1300,010,010-02-01,1116.21,ST
100,200,LQ00000648,MAT000214,1200,010,010-49-03,2921.43,ST
100,100,LQ00000649,MAT000273,1200,002,002-08-02,3211.96,ST
100,200,LQ00000650,MAT000267,1200,002,002-43-05,4306.14,KG
100,100,LQ00000651,MAT000407,1400,010,010-42-03,7470.42,ST
100,200,LQ00000652,MAT000015,1000,010,010-14-04,1844.58,KG
100,200,LQ00000653,MAT000465,1100,010,010-28-04,4454.98,ST
100,100,LQ00000654,MAT000099,1100,002,002-17-04,306.5,KG
100,100,LQ00000655,MAT000129,1000,001,001-14-02,1011.0,KG
100,200,LQ00000656,MAT000043,1200,003,003-40-05,1950.72,ST
100,200,LQ00000657,MAT000374,1000,001,001-23-03,2960.59,KG
100,200,LQ00000658,MAT000123,1000,002,002-48-03,6459.15,KG
100,200,LQ00000659,MAT000212,1300,003,003-02-03,7239.09,KG
100,100,LQ00000660,MAT000298,1000,002,002-27-04,4499.72,ST
100,100,LQ00000661,MAT000425,1400,003,003-13-02,6593.38,KG
100,200,LQ00000662,MAT000237,1200,002,002-23-05,8189.77,KG
100,100,LQ00000663,MAT000201,1200,020,020-44-03,1807.61,KG
100,100,LQ00000664,MAT000075,1200,020,020-06-02,5766.27,KG
100,200,LQ00000665,MAT000353,1000,020,020-14-02,3544.78,ST
100,200,LQ00000666,MAT000124,1100,003,003-18-03,7426.03,KG
100,200,LQ00000667,MAT000336,1200,002,002-18-01,4980.73,KG
100,200,LQ00000668,MAT000301,1100,001,001-37-03,4282.93,KG
100,100,LQ00000669,MAT000072,1400,003,003-30-02,8982.25,ST
100,200,LQ00000670,MAT000194,1000,010,010-15-05,2547.98,KG
100,200,LQ00000671,MAT000106,1000,003,003-46-05,6627.46,KG
100,100,LQ00000672,MAT000238,1300,002,002-03-05,9187.2,KG
100,200,LQ00000673,MAT000388,1100,010,010-24-05,7441.06,KG
100,100,LQ00000674,MAT000249,1000,003,003-40-01,3855.93,KG
100,200,LQ00000675,MAT000362,1200,002,002-37-03,5590.66,KG
100,200,LQ00000676,MAT000225,1200,003,003-20-03,6317.2,KG
100,100,LQ00000677,MAT000148,1000,001,001-03-05,5888.91,KG
100,200,LQ00000678,MAT000058,1400,001,001-40-01,2789.75,ST
100,200,LQ00000679,MAT000302,1100,001,001-12-04,9677.17,KG
100,100,LQ00000680,MAT000285,1000,001,001-46-04,5392.19,ST
100,200,LQ00000681,MAT000132,1200,010,010-09-02,2843.05,KG
100,200,LQ00000682,MAT000423,1300,003,003-48-02,7842.32,KG
100,100,LQ00000683,MAT000151,1400,003,003-38-02,7853.71,KG
100,100,LQ00000684,MAT000486,1300,002,002-14-01,9213.47,KG
100,200,LQ00000685,MAT000437,1200,010,010-37-02,2125.91,KG
100,100,LQ00000686,MAT000181,1200,020,020-32-02,3758.87,ST
100,200,LQ00000687,MAT000320,1000,010,010-28-03,5530.84,KG
100,200,LQ00000688,MAT000223,1300,010,010-42-01,2453.41,KG
100,200,LQ00000689,MAT000308,1200,002,002-37-05,8395.96,KG
100,200,LQ00000690,MAT000137,1300,010,010-06-03,1240.05,KG
100,200,LQ00000691,MAT000049,1400,010,010-13-02,9141.43,ST
100,100,LQ00000692,MAT000321,1400,001,001-49-04,3123.22,KG
100,100,LQ00000693,MAT000387,1300,020,020-45-02,1824.58,ST
100,200,LQ00000694,MAT000497,1400,002,002-47-01,9386.38,KG
100,100,LQ00000695,MAT000132,1400,001,001-06-02,3526.65,KG
100,100,LQ00000696,MAT000213,1100,003,003-35-04,384.18,KG
100,100,LQ00000697,MAT000408,1400,020,020-41-05,1482.81,ST
100,100,LQ00000698,MAT000208,1300,002,002-28-04,7194.22,KG
100,200,LQ00000699,MAT000089,1200,001,001-10-04,6958.91,KG
100,100,LQ00000700,MAT000499,1400,001,001-07-03,4827.66,KG
100,200,LQ00000701,MAT000334,1300,002,002-39-02,487.11,ST
100,200,LQ00000702,MAT000131,1000,001,001-01-03,2384.97,KG
100,100,LQ00000703,MAT000178,1100,001,001-15-04,193.91,KG
100,100,LQ00000704,MAT000214,1100,010,010-49-03,4572.21,ST
100,100,LQ00000705,MAT000151,1300,010,010-18-05,8835.95,KG
100,100,LQ00000706,MAT000296,1100,020,020-13-02,7495.42,KG
100,100,LQ00000707,MAT000014,1000,003,003-45-03,1166.34,KG
100,200,LQ00000708,MAT000352,1000,001,001-25-05,3472.37,ST
100,200,LQ00000709,MAT000216,1000,001,001-22-02,1796.73,KG
100,200,LQ00000710,MAT000113,1200,003,003-17-05,112.8,KG
100,100,LQ00000711,MAT000077,1300,002,002-25-05,4585.38,KG
100,100,LQ00000712,MAT000024,1300,001,001-47-03,6561.63,KG
100,200,LQ00000713,MAT000446,1000,001,001-43-02,575.4,ST
100,100,LQ00000714,MAT000476,1100,001,001-45-02,7257.47,KG
100,100,LQ00000715,MAT000276,1200,003,003-03-03,1873.29,KG
100,100,LQ00000716,MAT000202,1200,002,002-15-05,6989.08,KG
100,200,LQ00000717,MAT000384,1300,010,010-08-05,9836.48,KG
100,200,LQ00000718,MAT000192,1000,002,002-15-04,4636.24,KG
100,100,LQ00000719,MAT000286,1400,020,020-22-04,7475.75,KG
100,200,LQ00000720,MAT000072,1200,001,001-05-01,593.38,KG
100,100,LQ00000721,MAT000097,1300,001,001-24-04,6931.86,ST
100,200,LQ00000722,MAT000044,1400,002,002-44-05,2806.34,ST
100,200,LQ00000723,MAT000100,1100,003,003-05-02,8863.15,ST
100,100,LQ00000724,MAT000391,1100,010,010-28-03,2150.94,KG
100,200,LQ00000725,MAT000408,1200,003,003-02-04,5569.4,KG
100,100,LQ00000726,MAT000106,1100,001,001-27-05,6105.38,KG
100,200,LQ00000727,MAT000469,1100,010,010-17-02,5958.49,KG
100,200,LQ00000728,MAT000085,1400,001,001-17-04,2443.73,KG
100,100,LQ00000729,MAT000357,1100,003,003-01-04,7980.4,KG
100,200,LQ00000730,MAT000265,1200,001,001-11-04,4396.38,KG
100,100,LQ00000731,MAT000410,1400,020,020-45-03,7769.32,ST
100,200,LQ00000732,MAT000189,1000,020,020-15-01,4348.83,KG
100,200,LQ00000733,MAT000037,1400,003,003-47-04,6221.09,KG
100,200,LQ00000734,MAT000309,1300,003,003-09-03,5773.29,KG
100,200,LQ00000735,MAT000016,1000,001,001-08-02,1139.38,KG
100,200,LQ00000736,MAT000496,1300,002,002-01-02,583.53,KG
100,100,LQ00000737,MAT000055,1100,003,003-29-05,4043.53,ST
100,100,LQ00000738,MAT000065,1400,001,001-42-01,1045.27,KG
100,100,LQ00000739,MAT000303,1200,002,002-16-03,280.97,KG
100,200,LQ00000740,MAT000500,1300,003,003-38-05,1825.14,KG
100,200,LQ00000741,MAT000256,1200,003,003-34-01,764.03,KG
100,100,LQ00000742,MAT000061,1400,020,020-16-04,3111.59,KG
100,100,LQ00000743,MAT000196,1300,001,001-33-03,5161.1,KG
100,100,LQ00000744,MAT000381,1100,003,003-39-02,7807.56,ST
100,200,LQ00000745,MAT000276,1300,001,001-40-04,9203.09,KG
100,100,LQ00000746,MAT000449,1300,001,001-18-02,3109.46,KG
100,200,LQ00000747,MAT000492,1400,001,001-07-01,6061.44,KG
100,100,LQ00000748,MAT000008,1000,020,020-01-05,1185.54,KG
100,100,LQ00000749,MAT000394,1000,003,003-04-02,7990.84,ST
100,200,LQ00000750,MAT000242,1000,001,001-18-01,4753.15,ST
100,100,LQ00000751,MAT000033,1000,010,010-04-05,1874.64,ST
100,100,LQ00000752,MAT000404,1000,001,001-48-01,6353.63,KG
100,100,LQ00000753,MAT000213,1400,002,002-17-01,9930.3,ST
100,200,LQ00000754,MAT000120,1100,020,020-04-02,923.43,KG
100,200,LQ00000755,MAT000164,1300,002,002-18-03,9381.3,KG
100,200,LQ00000756,MAT000208,1000,003,003-37-04,9722.03,ST
100,200,LQ00000757,MAT000436,1000,010,010-02-05,1322.23,KG
100,100,LQ00000758,MAT000165,1200,001,001-15-01,188.38,KG
100,200,LQ00000759,MAT000056,1400,001,001-26-01,1255.33,KG
100,100,LQ00000760,MAT000157,1100,002,002-06-03,5869.61,KG
100,100,LQ00000761,MAT000394,1100,003,003-20-05,1161.09,ST
100,200,LQ00000762,MAT000330,1000,020,020-49-05,9739.65,ST
100,200,LQ00000763,MAT000185,1000,010,010-49-05,1930.55,KG
100,100,LQ00000764,MAT000259,1300,010,010-10-04,4870.49,KG
100,100,LQ00000765,MAT000316,1200,003,003-43-04,2951.41,ST
100,200,LQ00000766,MAT000086,1200,020,020-47-04,2493.89,KG
100,100,LQ00000767,MAT000043,1300,001,001-27-01,7716.19,ST
100,100,LQ00000768,MAT000464,1200,001,001-16-03,3581.59,ST
100,100,LQ00000769,MAT000059,1000,002,002-18-04,5203.6,KG
100,100,LQ00000770,MAT000451,1300,010,010-50-05,8607.91,ST
100,200,LQ00000771,MAT000448,1200,002,002-02-03,4066.95,KG
100,100,LQ00000772,MAT000305,1300,010,010-09-05,5108.51,KG
100,200,LQ00000773,MAT000368,1200,002,002-16-03,2533.07,KG
100,200,LQ00000774,MAT000293,1400,020,020-35-03,2913.64,ST
100,100,LQ00000775,MAT000443,1400,020,020-27-02,691.34,KG
