MANDT,EBELN,EBELP,MATNR,MENGE,MEINS,NETPR,WAERS,WERKS
100,4500001795,00010,MAT000292,16131,KG,2.93,EUR,1000
100,4500001795,00020,MAT000339,20876,KG,10.34,EUR,1100
100,4500001796,00010,MAT000033,45483,KG,6.05,EUR,1200
100,4500001796,00020,MAT000114,43685,KG,8.67,EUR,1000
100,4500001796,00030,MAT000448,41657,KG,8.17,EUR,1300
100,4500001797,00010,MAT000389,25184,KG,9.65,EUR,1200
100,4500001797,00020,MAT000450,29306,KG,3.85,EUR,1400
100,4500001798,00010,MAT000314,16265,KG,9.1,EUR,1200
100,4500001798,00020,MAT000227,30422,KG,7.28,EUR,1100
100,4500001799,00010,MAT000387,45854,KG,9.01,EUR,1400
100,4500001799,00020,MAT000456,29018,KG,1.8,EUR,1100
100,4500001800,00010,MAT000081,14237,KG,5.89,EUR,1100
100,4500001800,00020,MAT000050,49610,KG,7.43,EUR,1300
100,4500001801,00010,MAT000437,33777,KG,13.38,EUR,1200
100,4500001801,00020,MAT000306,43607,KG,7.07,EUR,1000
100,4500001801,00030,MAT000307,14545,KG,0.92,EUR,1100
100,4500001802,00010,MAT000203,22971,KG,11.22,EUR,1100
100,4500001803,00010,MAT000036,10530,KG,2.32,EUR,1000
100,4500001804,00010,MAT000459,44292,KG,4.95,EUR,1300
100,4500001804,00020,MAT000241,28547,KG,4.2,EUR,1100
100,4500001804,00030,MAT000398,3786,KG,13.23,EUR,1400
100,4500001804,00040,MAT000393,30611,KG,6.54,EUR,1300
100,4500001805,00010,MAT000035,1355,KG,6.06,EUR,1000
100,4500001805,00020,MAT000099,30805,KG,1.9,EUR,1200
100,4500001806,00010,MAT000461,49865,KG,14.73,EUR,1300
100,4500001807,00010,MAT000492,1377,KG,8.61,EUR,1300
100,4500001807,00020,MAT000405,3973,KG,14.76,EUR,1300
100,4500001807,00030,MAT000493,20986,KG,0.68,EUR,1200
100,4500001808,00010,MAT000297,24734,KG,1.27,EUR,1400
100,4500001808,00020,MAT000207,11555,KG,10.3,EUR,1400
100,4500001808,00030,MAT000309,3255,KG,7.66,EUR,1100
100,4500001809,00010,MAT000482,25734,KG,1.86,EUR,1000
100,4500001809,00020,MAT000366,9536,KG,1.59,EUR,1000
100,4500001809,00030,MAT000456,9486,KG,10.19,EUR,1200
100,4500001809,00040,MAT000408,49654,KG,0.97,EUR,1100
100,4500001810,00010,MAT000036,11719,KG,2.81,EUR,1100
100,4500001810,00020,MAT000046,41951,KG,13.78,EUR,1300
100,4500001810,00030,MAT000053,27006,KG,9.17,EUR,1200
100,4500001811,00010,MAT000393,34649,KG,6.77,EUR,1400
100,4500001811,00020,MAT000496,48703,KG,13.8,EUR,1000
100,4500001811,00030,MAT000456,32850,KG,7.33,EUR,1100
100,4500001812,00010,MAT000472,46063,KG,12.27,EUR,1300
100,4500001813,00010,MAT000241,21526,KG,5.9,EUR,1300
100,4500001813,00020,MAT000448,24534,KG,10.31,EUR,1000
100,4500001814,00010,MAT000438,29923,KG,1.98,EUR,1200
100,4500001814,00020,MAT000114,13310,KG,9.89,EUR,1100
100,4500001814,00030,MAT000467,27991,KG,1.43,EUR,1400
100,4500001815,00010,MAT000051,40509,KG,0.64,EUR,1400
100,4500001816,00010,MAT000284,29996,KG,8.01,EUR,1100
100,4500001816,00020,MAT000384,46126,KG,11.48,EUR,1400
100,4500001817,00010,MAT000121,8924,KG,8.43,EUR,1200
100,4500001817,00020,MAT000137,9003,KG,3.93,EUR,1300
100,4500001818,00010,MAT000348,20388,KG,12.35,EUR,1400
100,4500001819,00010,MAT000330,17439,KG,4.86,EUR,1400
100,4500001820,00010,MAT000257,22895,KG,2.87,EUR,1400
100,4500001820,00020,MAT000051,29041,KG,2.27,EUR,1400
100,4500001821,00010,MAT000359,40620,KG,7.67,EUR,1400
100,4500001822,00010,MAT000498,47064,KG,12.07,EUR,1200
100,4500001822,00020,MAT000384,28831,KG,4.57,EUR,1300
100,4500001822,00030,MAT000331,44422,KG,12.24,EUR,1100
100,4500001823,00010,MAT000165,38142,KG,12.66,EUR,1300
100,4500001823,00020,MAT000441,23790,KG,14.33,EUR,1000
100,4500001823,00030,MAT000359,14283,KG,8.61,EUR,1200
100,4500001823,00040,MAT000040,40213,KG,5.95,EUR,1300
100,4500001824,00010,MAT000481,25258,KG,12.35,EUR,1400
100,4500001824,00020,MAT000461,24502,KG,14.36,EUR,1100
100,4500001824,00030,MAT000292,28619,KG,11.69,EUR,1000
100,4500001824,00040,MAT000039,27802,KG,6.47,EUR,1200
100,4500001825,00010,MAT000037,5025,KG,13.17,EUR,1000
100,4500001825,00020,MAT000334,19180,KG,3.03,EUR,1300
100,4500001826,00010,MAT000269,19404,KG,5.91,EUR,1400
100,4500001826,00020,MAT000114,21496,KG,5.85,EUR,1000
100,4500001827,00010,MAT000409,40348,KG,10.21,EUR,1300
100,4500001828,00010,MAT000044,22602,KG,5.06,EUR,1200
100,4500001829,00010,MAT000380,28892,KG,3.88,EUR,1000
100,4500001830,00010,MAT000306,2211,KG,12.59,EUR,1400
100,4500001830,00020,MAT000147,22238,KG,3.4,EUR,1200
100,4500001831,00010,MAT000472,12952,KG,0.67,EUR,1200
100,4500001831,00020,MAT000314,13108,KG,12.83,EUR,1300
100,4500001832,00010,MAT000260,22974,KG,1.5,EUR,1100
100,4500001833,00010,MAT000098,9731,KG,6.25,EUR,1300
100,4500001833,00020,MAT000485,20635,KG,10.55,EUR,1000
100,4500001834,00010,MAT000269,9818,KG,14.97,EUR,1400
100,4500001834,00020,MAT000049,6327,KG,9.59,EUR,1000
100,4500001834,00030,MAT000114,46052,KG,0.54,EUR,1300
100,4500001835,00010,MAT000240,44073,KG,8.21,EUR,1100
100,4500001835,00020,MAT000441,10278,KG,3.98,EUR,1200
100,4500001836,00010,MAT000390,22268,KG,4.3,EUR,1000
100,4500001836,00020,MAT000164,12603,KG,5.75,EUR,1300
100,4500001836,00030,MAT000182,24740,KG,4.12,EUR,1300
100,4500001836,00040,MAT000288,9855,KG,13.93,EUR,1400
100,4500001837,00010,MAT000257,24737,KG,12.34,EUR,1000
100,4500001837,00020,MAT000437,41999,KG,5.19,EUR,1200
100,4500001838,00010,MAT000044,49445,KG,2.61,EUR,1300
100,4500001838,00020,MAT000165,22553,KG,12.06,EUR,1100
100,4500001839,00010,MAT000387,37180,KG,2.23,EUR,1300
100,4500001839,00020,MAT000227,26150,KG,7.33,EUR,1000
100,4500001840,00010,MAT000288,9186,KG,0.9,EUR,1000
100,4500001840,00020,MAT000227,19237,KG,14.54,EUR,1300
100,4500001841,00010,MAT000492,21973,KG,7.02,EUR,1300
100,4500001841,00020,MAT000036,39049,KG,2.97,EUR,1200
100,4500001841,00030,MAT000461,3628,KG,7.18,EUR,1200
100,4500001842,00010,MAT000269,10380,KG,9.41,EUR,1100
100,4500001843,00010,MAT000333,34326,KG,12.52,EUR,1300
100,4500001843,00020,MAT000128,3796,KG,14.25,EUR,1000
100,4500001844,00010,MAT000455,40736,KG,11.9,EUR,1400
100,4500001844,00020,MAT000099,2804,KG,3.93,EUR,1000
100,4500001845,00010,MAT000284,14588,KG,1.59,EUR,1200
100,4500001845,00020,MAT000042,15069,KG,10.35,EUR,1200
100,4500001845,00030,MAT000115,46433,KG,2.89,EUR,1000
100,4500001846,00010,MAT000472,19516,KG,5.79,EUR,1100
100,4500001846,00020,MAT000123,16583,KG,14.99,EUR,1100
100,4500001847,00010,MAT000382,25750,KG,2.02,EUR,1100
100,4500001847,00020,MAT000121,46899,KG,11.7,EUR,1300
100,4500001847,00030,MAT000296,44363,KG,12.87,EUR,1000
100,4500001848,00010,MAT000106,26839,KG,12.49,EUR,1400
100,4500001848,00020,MAT000097,30147,KG,11.76,EUR,1400
100,4500001849,00010,MAT000223,5185,KG,1.25,EUR,1400
100,4500001850,00010,MAT000257,4899,KG,14.08,EUR,1000
100,4500001850,00020,MAT000286,14513,KG,12.07,EUR,1400
100,4500001851,00010,MAT000314,28086,KG,6.21,EUR,1100
100,4500001851,00020,MAT000208,40531,KG,7.85,EUR,1000
100,4500001852,00010,MAT000212,10264,KG,3.86,EUR,1100
100,4500001852,00020,MAT000088,7582,KG,5.56,EUR,1200
100,4500001853,00010,MAT000286,49398,KG,0.66,EUR,1100
100,4500001853,00020,MAT000079,21027,KG,5.84,EUR,1300
100,4500001854,00010,MAT000041,22921,KG,2.58,EUR,1100
100,4500001854,00020,MAT000229,3374,KG,11.79,EUR,1200
100,4500001855,00010,MAT000382,23077,KG,3.32,EUR,1400
100,4500001855,00020,MAT000286,8068,KG,2.18,EUR,1300
100,4500001855,00030,MAT000037,29676,KG,14.68,EUR,1400
100,4500001856,00010,MAT000470,21649,KG,0.6,EUR,1200
100,4500001857,00010,MAT000430,41744,KG,5.61,EUR,1400
100,4500001858,00010,MAT000044,35352,KG,9.06,EUR,1000
100,4500001859,00010,MAT000334,24106,KG,14.94,EUR,1400
100,4500001860,00010,MAT000031,10927,KG,4.91,EUR,1000
100,4500001861,00010,MAT000234,42028,KG,10.56,EUR,1300
100,4500001861,00020,MAT000292,14633,KG,6.89,EUR,1200
100,4500001862,00010,MAT000040,27749,KG,3.08,EUR,1300
100,4500001862,00020,MAT000455,25248,KG,13.3,EUR,1000
100,4500001862,00030,MAT000398,9798,KG,5.73,EUR,1200
100,4500001862,00040,MAT000420,29717,KG,8.09,EUR,1100
100,4500001863,00010,MAT000079,33768,KG,11.11,EUR,1400
100,4500001864,00010,MAT000053,14159,KG,3.12,EUR,1300
100,4500001864,00020,MAT000286,17109,KG,8.47,EUR,1000
100,4500001865,00010,MAT000040,34817,KG,2.83,EUR,1000
100,4500001866,00010,MAT000097,31745,KG,6.97,EUR,1300
100,4500001867,00010,MAT000034,16530,KG,12.32,EUR,1200
100,4500001867,00020,MAT000243,13901,KG,0.56,EUR,1100
100,4500001867,00030,MAT000045,37326,KG,11.81,EUR,1400
100,4500001868,00010,MAT000277,30690,KG,6.17,EUR,1000
100,4500001869,00010,MAT000460,27515,KG,9.99,EUR,1300
100,4500001870,00010,MAT000373,24723,KG,2.17,EUR,1100
100,4500001870,00020,MAT000470,23320,KG,11.87,EUR,1400
100,4500001870,00030,MAT000196,22905,KG,8.49,EUR,1000
100,4500001871,00010,MAT000393,1913,KG,5.92,EUR,1000
100,4500001872,00010,MAT000164,30480,KG,3.47,EUR,1100
100,4500001872,00020,MAT000298,22479,KG,6.7,EUR,1100
100,4500001873,00010,MAT000240,48486,KG,13.68,EUR,1400
100,4500001873,00020,MAT000128,40597,KG,13.22,EUR,1400
100,4500001873,00030,MAT000467,20934,KG,13.28,EUR,1200
100,4500001874,00010,MAT000196,35012,KG,13.95,EUR,1300
100,4500001874,00020,MAT000481,46066,KG,6.33,EUR,1200
100,4500001875,00010,MAT000441,8478,KG,2.39,EUR,1400
100,4500001875,00020,MAT000051,812,KG,3.06,EUR,1000
100,4500001875,00030,MAT000244,34811,KG,2.7,EUR,1100
100,4500001876,00010,MAT000094,26241,KG,1.64,EUR,1100
100,4500001877,00010,MAT000277,2488,KG,14.93,EUR,1200
100,4500001878,00010,MAT000333,36145,KG,11.93,EUR,1000
100,4500001878,00020,MAT000436,14058,KG,11.71,EUR,1000
100,4500001879,00010,MAT000207,25150,KG,6.1,EUR,1200
100,4500001879,00020,MAT000164,8061,KG,5.58,EUR,1300
100,4500001880,00010,MAT000286,47450,KG,13.75,EUR,1200
100,4500001880,00020,MAT000182,22873,KG,12.04,EUR,1200
100,4500001880,00030,MAT000128,40108,KG,6.6,EUR,1300
100,4500001881,00010,MAT000467,39672,KG,4.68,EUR,1300
100,4500001881,00020,MAT000038,29017,KG,6.21,EUR,1100
100,4500001882,00010,MAT000406,23962,KG,12.94,EUR,1100
100,4500001883,00010,MAT000136,30985,KG,13.99,EUR,1200
100,4500001883,00020,MAT000424,35305,KG,10.11,EUR,1200
100,4500001883,00030,MAT000458,10634,KG,6.53,EUR,1100
100,4500001884,00010,MAT000442,39231,KG,13.19,EUR,1300
100,4500001884,00020,MAT000229,47730,KG,7.19,EUR,1400
100,4500001885,00010,MAT000053,31993,KG,1.82,EUR,1000
100,4500001885,00020,MAT000042,22149,KG,11.91,EUR,1300
100,4500001885,00030,MAT000441,8457,KG,12.05,EUR,1200
100,4500001886,00010,MAT000351,39414,KG,12.06,EUR,1300
100,4500001886,00020,MAT000137,43297,KG,8.89,EUR,1100
100,4500001886,00030,MAT000288,19958,KG,8.0,EUR,1300
100,4500001887,00010,MAT000162,29462,KG,2.09,EUR,1300
100,4500001887,00020,MAT000331,3385,KG,14.07,EUR,1400
100,4500001887,00030,MAT000165,35628,KG,3.36,EUR,1000
100,4500001888,00010,MAT000284,12976,KG,1.51,EUR,1400
100,4500001889,00010,MAT000243,12538,KG,6.82,EUR,1000
100,4500001889,00020,MAT000494,32558,KG,9.13,EUR,1000
100,4500001889,00030,MAT000437,8349,KG,12.33,EUR,1400
100,4500001890,00010,MAT000382,42790,KG,5.51,EUR,1000
100,4500001891,00010,MAT000121,28656,KG,7.0,EUR,1100
100,4500001891,00020,MAT000373,27178,KG,2.38,EUR,1100
100,4500001891,00030,MAT000064,15486,KG,8.4,EUR,1100
100,4500001891,00040,MAT000409,40629,KG,5.69,EUR,1000
100,4500001892,00010,MAT000081,21244,KG,12.24,EUR,1300
100,4500001892,00020,MAT000298,14930,KG,13.25,EUR,1000
100,4500001893,00010,MAT000038,35250,KG,10.84,EUR,1000
100,4500001894,00010,MAT000493,22088,KG,14.21,EUR,1400
100,4500001895,00010,MAT000493,32435,KG,1.21,EUR,1100
100,4500001895,00020,MAT000359,39050,KG,11.87,EUR,1100
100,4500001896,00010,MAT000232,5326,KG,10.5,EUR,1000
100,4500001896,00020,MAT000392,10835,KG,13.38,EUR,1000
100,4500001897,00010,MAT000244,17652,KG,1.88,EUR,1100
100,4500001897,00020,MAT000232,1441,KG,14.84,EUR,1000
100,4500001897,00030,MAT000458,47479,KG,7.99,EUR,1300
100,4500001898,00010,MAT000182,30124,KG,14.55,EUR,1400
100,4500001898,00020,MAT000081,10267,KG,11.56,EUR,1100
100,4500001899,00010,MAT000394,18826,KG,8.86,EUR,1100
100,4500001899,00020,MAT000116,46429,KG,13.72,EUR,1200
100,4500001900,00010,MAT000455,14794,KG,4.59,EUR,1100
100,4500001900,00020,MAT000498,49716,KG,6.92,EUR,1000
100,4500001900,00030,MAT000393,2973,KG,12.24,EUR,1100
100,4500001900,00040,MAT000330,42019,KG,8.95,EUR,1400
100,4500001901,00010,MAT000099,30625,KG,10.17,EUR,1100
100,4500001901,00020,MAT000330,27957,KG,12.44,EUR,1400
100,4500001901,00030,MAT000493,47203,KG,11.53,EUR,1000
100,4500001901,00040,MAT000408,1856,KG,6.61,EUR,1200
100,4500001902,00010,MAT000229,24392,KG,13.31,EUR,1000
100,4500001902,00020,MAT000387,10439,KG,8.64,EUR,1200
100,4500001902,00030,MAT000494,41542,KG,13.38,EUR,1400
100,4500001903,00010,MAT000097,25704,KG,9.68,EUR,1000
100,4500001904,00010,MAT000110,13790,KG,13.02,EUR,1000
100,4500001904,00020,MAT000450,42242,KG,8.52,EUR,1200
100,4500001905,00010,MAT000380,377,KG,8.65,EUR,1200
100,4500001906,00010,MAT000481,36897,KG,7.38,EUR,1300
100,4500001906,00020,MAT000321,16512,KG,3.24,EUR,1000
100,4500001906,00030,MAT000291,29234,KG,3.06,EUR,1000
100,4500001906,00040,MAT000485,43202,KG,7.79,EUR,1300
100,4500001907,00010,MAT000470,10331,KG,3.58,EUR,1200
100,4500001908,00010,MAT000269,49797,KG,4.32,EUR,1400
100,4500001908,00020,MAT000149,2820,KG,1.73,EUR,1400
100,4500001908,00030,MAT000223,49603,KG,3.38,EUR,1000
100,4500001909,00010,MAT000114,18126,KG,10.52,EUR,1200
100,4500001909,00020,MAT000321,14759,KG,3.04,EUR,1100
100,4500001910,00010,MAT000360,28503,KG,2.54,EUR,1300
100,4500001911,00010,MAT000472,42370,KG,3.13,EUR,1100
100,4500001911,00020,MAT000204,1777,KG,7.32,EUR,1300
100,4500001911,00030,MAT000037,34932,KG,12.81,EUR,1400
100,4500001911,00040,MAT000351,30000,KG,2.54,EUR,1100
100,4500001912,00010,MAT000351,12000,KG,4.79,EUR,1200
100,4500001912,00020,MAT000097,2721,KG,9.67,EUR,1100
100,4500001913,00010,MAT000204,6425,KG,13.92,EUR,1200
100,4500001913,00020,MAT000331,29738,KG,11.84,EUR,1000
100,4500001914,00010,MAT000043,26558,KG,2.09,EUR,1300
100,4500001914,00020,MAT000034,30716,KG,1.53,EUR,1000
100,4500001915,00010,MAT000307,36864,KG,4.3,EUR,1000
100,4500001915,00020,MAT000088,24157,KG,0.72,EUR,1000
100,4500001915,00030,MAT000182,43364,KG,0.79,EUR,1200
100,4500001916,00010,MAT000050,33117,KG,5.05,EUR,1400
100,4500001916,00020,MAT000186,30335,KG,14.31,EUR,1200
100,4500001916,00030,MAT000036,22423,KG,4.62,EUR,1100
100,4500001917,00010,MAT000398,30331,KG,6.49,EUR,1100
100,4500001917,00020,MAT000424,10126,KG,9.35,EUR,1100
100,4500001918,00010,MAT000045,30992,KG,8.18,EUR,1200
100,4500001918,00020,MAT000229,35442,KG,10.3,EUR,1100
100,4500001918,00030,MAT000260,20773,KG,11.73,EUR,1000
100,4500001919,00010,MAT000044,8250,KG,0.85,EUR,1100
100,4500001919,00020,MAT000382,22380,KG,7.69,EUR,1300
100,4500001920,00010,MAT000339,33512,KG,6.88,EUR,1100
100,4500001920,00020,MAT000480,29791,KG,3.57,EUR,1400
100,4500001920,00030,MAT000203,42228,KG,11.9,EUR,1100
100,4500001921,00010,MAT000384,8206,KG,11.44,EUR,1400
100,4500001922,00010,MAT000209,37169,KG,3.62,EUR,1000
100,4500001922,00020,MAT000050,34479,KG,10.46,EUR,1300
100,4500001923,00010,MAT000036,5373,KG,5.34,EUR,1400
100,4500001923,00020,MAT000476,34050,KG,11.28,EUR,1400
100,4500001924,00010,MAT000236,47259,KG,11.88,EUR,1300
100,4500001924,00020,MAT000229,43503,KG,1.91,EUR,1300
100,4500001924,00030,MAT000473,23699,KG,14.97,EUR,1300
100,4500001925,00010,MAT000493,5108,KG,7.14,EUR,1300
100,4500001926,00010,MAT000331,14757,KG,8.75,EUR,1400
100,4500001926,00020,MAT000306,14585,KG,13.7,EUR,1300
100,4500001926,00030,MAT000292,27901,KG,14.5,EUR,1100
100,4500001927,00010,MAT000241,9808,KG,2.54,EUR,1400
100,4500001928,00010,MAT000116,17222,KG,8.72,EUR,1300
100,4500001928,00020,MAT000382,33921,KG,2.41,EUR,1000
100,4500001928,00030,MAT000037,33024,KG,8.09,EUR,1000
100,4500001928,00040,MAT000209,8706,KG,13.64,EUR,1200
100,4500001929,00010,MAT000084,4769,KG,12.75,EUR,1100
100,4500001929,00020,MAT000455,21186,KG,13.06,EUR,1000
100,4500001929,00030,MAT000390,9252,KG,12.63,EUR,1400
100,4500001929,00040,MAT000040,20113,KG,10.98,EUR,1100
100,4500001930,00010,MAT000423,16053,KG,1.41,EUR,1200
100,4500001930,00020,MAT000186,2475,KG,3.61,EUR,1300
100,4500001931,00010,MAT000359,33223,KG,6.59,EUR,1000
100,4500001931,00020,MAT000088,29417,KG,6.32,EUR,1300
100,4500001932,00010,MAT000489,24447,KG,2.04,EUR,1000
100,4500001932,00020,MAT000234,8026,KG,13.67,EUR,1000
100,4500001933,00010,MAT000359,47644,KG,5.98,EUR,1100
100,4500001933,00020,MAT000393,15349,KG,8.09,EUR,1200
100,4500001933,00030,MAT000292,1682,KG,11.76,EUR,1400
100,4500001934,00010,MAT000291,22618,KG,8.5,EUR,1300
100,4500001935,00010,MAT000227,46480,KG,8.25,EUR,1200
100,4500001935,00020,MAT000114,1726,KG,8.69,EUR,1100
100,4500001936,00010,MAT000236,35415,KG,13.03,EUR,1400
100,4500001936,00020,MAT000452,18212,KG,10.22,EUR,1100
100,4500001937,00010,MAT000456,27870,KG,7.98,EUR,1100
100,4500001938,00010,MAT000292,31429,KG,9.74,EUR,1300
100,4500001938,00020,MAT000458,17703,KG,10.48,EUR,1000
100,4500001938,00030,MAT000393,2559,KG,7.74,EUR,1300
100,4500001939,00010,MAT000448,48174,KG,13.99,EUR,1000
100,4500001939,00020,MAT000048,8438,KG,12.17,EUR,1000
100,4500001939,00030,MAT000482,3152,KG,13.1,EUR,1400
100,4500001940,00010,MAT000441,20882,KG,4.96,EUR,1400
100,4500001940,00020,MAT000052,10129,KG,10.89,EUR,1000
100,4500001941,00010,MAT000079,34986,KG,10.62,EUR,1100
100,4500001942,00010,MAT000208,28268,KG,6.33,EUR,1000
100,4500001942,00020,MAT000436,18814,KG,7.35,EUR,1100
100,4500001942,00030,MAT000097,44463,KG,8.08,EUR,1200
100,4500001943,00010,MAT000045,6876,KG,11.4,EUR,1100
100,4500001943,00020,MAT000162,4080,KG,13.26,EUR,1200
100,4500001944,00010,MAT000088,49435,KG,7.76,EUR,1000
100,4500001945,00010,MAT000445,24600,KG,12.96,EUR,1100
100,4500001945,00020,MAT000330,6586,KG,13.7,EUR,1100
100,4500001946,00010,MAT000182,29828,KG,3.93,EUR,1400
100,4500001947,00010,MAT000236,16164,KG,2.76,EUR,1000
100,4500001947,00020,MAT000137,44731,KG,6.99,EUR,1400
100,4500001947,00030,MAT000208,44362,KG,7.94,EUR,1000
100,4500001948,00010,MAT000202,8060,KG,1.93,EUR,1300
100,4500001948,00020,MAT000400,9659,KG,13.04,EUR,1300
100,4500001949,00010,MAT000291,21313,KG,14.2,EUR,1200
100,4500001949,00020,MAT000476,46439,KG,4.54,EUR,1000
100,4500001950,00010,MAT000223,8886,KG,8.33,EUR,1300
100,4500001950,00020,MAT000392,3783,KG,14.71,EUR,1400
100,4500001950,00030,MAT000492,16593,KG,13.44,EUR,1000
100,4500001950,00040,MAT000084,24609,KG,7.0,EUR,1300
100,4500001951,00010,MAT000333,18832,KG,9.98,EUR,1300
100,4500001951,00020,MAT000244,21386,KG,4.84,EUR,1300
100,4500001952,00010,MAT000035,36175,KG,1.78,EUR,1200
100,4500001953,00010,MAT000088,37419,KG,14.51,EUR,1200
100,4500001953,00020,MAT000236,47844,KG,4.66,EUR,1000
100,4500001954,00010,MAT000450,40162,KG,3.08,EUR,1200
100,4500001954,00020,MAT000493,19192,KG,6.02,EUR,1000
100,4500001955,00010,MAT000314,38080,KG,14.54,EUR,1100
100,4500001955,00020,MAT000096,24035,KG,13.29,EUR,1000
100,4500001955,00030,MAT000084,35931,KG,9.58,EUR,1400
100,4500001955,00040,MAT000441,31923,KG,12.68,EUR,1100
100,4500001956,00010,MAT000097,20130,KG,8.34,EUR,1200
100,4500001956,00020,MAT000373,7310,KG,6.98,EUR,1200
100,4500001956,00030,MAT000098,43010,KG,1.56,EUR,1400
100,4500001956,00040,MAT000196,7576,KG,6.74,EUR,1100
100,4500001957,00010,MAT000115,18864,KG,13.67,EUR,1400
100,4500001957,00020,MAT000045,21144,KG,4.68,EUR,1300
100,4500001957,00030,MAT000336,35967,KG,5.77,EUR,1100
100,4500001958,00010,MAT000223,20049,KG,10.65,EUR,1000
100,4500001958,00020,MAT000442,26967,KG,10.31,EUR,1100
100,4500001959,00010,MAT000450,19895,KG,10.18,EUR,1000
100,4500001959,00020,MAT000389,217,KG,10.13,EUR,1100
100,4500001960,00010,MAT000476,3208,KG,10.92,EUR,1000
100,4500001960,00020,MAT000334,21684,KG,11.81,EUR,1100
100,4500001960,00030,MAT000351,31895,KG,14.63,EUR,1300
100,4500001961,00010,MAT000334,5943,KG,2.4,EUR,1400
100,4500001961,00020,MAT000252,34388,KG,6.25,EUR,1300
100,4500001962,00010,MAT000409,5847,KG,7.79,EUR,1200
100,4500001962,00020,MAT000466,15951,KG,10.17,EUR,1000
100,4500001962,00030,MAT000390,17445,KG,8.32,EUR,1200
100,4500001963,00010,MAT000457,49538,KG,5.06,EUR,1000
100,4500001964,00010,MAT000257,8124,KG,9.17,EUR,1100
100,4500001964,00020,MAT000260,39053,KG,3.85,EUR,1000
100,4500001965,00010,MAT000438,713,KG,14.65,EUR,1100
100,4500001966,00010,MAT000442,39895,KG,12.37,EUR,1300
100,4500001966,00020,MAT000373,557,KG,1.94,EUR,1400
100,4500001966,00030,MAT000040,4917,KG,11.29,EUR,1400
100,4500001967,00010,MAT000051,22696,KG,1.04,EUR,1200
100,4500001968,00010,MAT000033,25780,KG,6.94,EUR,1100
100,4500001968,00020,MAT000336,6468,KG,11.39,EUR,1300
100,4500001968,00030,MAT000236,19203,KG,11.15,EUR,1000
100,4500001969,00010,MAT000094,43736,KG,9.68,EUR,1000
100,4500001970,00010,MAT000492,6623,KG,14.32,EUR,1400
100,4500001970,00020,MAT000351,40373,KG,5.21,EUR,1200
100,4500001971,00010,MAT000424,19015,KG,3.8,EUR,1000
100,4500001971,00020,MAT000043,35193,KG,1.4,EUR,1000
100,4500001971,00030,MAT000162,4089,KG,5.37,EUR,1300
100,4500001972,00010,MAT000362,21975,KG,3.55,EUR,1100
100,4500001973,00010,MAT000288,49395,KG,13.26,EUR,1400
100,4500001973,00020,MAT000212,19039,KG,4.77,EUR,1100
100,4500001973,00030,MAT000116,34929,KG,8.28,EUR,1000
100,4500001974,00010,MAT000137,49880,KG,7.68,EUR,1300
100,4500001974,00020,MAT000223,43515,KG,10.04,EUR,1000
100,4500001975,00010,MAT000286,30127,KG,8.65,EUR,1000
100,4500001975,00020,MAT000121,44205,KG,10.33,EUR,1300
100,4500001976,00010,MAT000331,2602,KG,13.91,EUR,1000
100,4500001976,00020,MAT000164,12181,KG,8.22,EUR,1400
100,4500001977,00010,MAT000467,41570,KG,9.12,EUR,1000
100,4500001977,00020,MAT000288,17882,KG,7.74,EUR,1100
100,4500001977,00030,MAT000096,20426,KG,5.92,EUR,1200
100,4500001978,00010,MAT000366,42940,KG,3.86,EUR,1100
100,4500001978,00020,MAT000390,13262,KG,12.16,EUR,1000
100,4500001979,00010,MAT000373,18654,KG,13.39,EUR,1100
100,4500001979,00020,MAT000196,42276,KG,5.71,EUR,1400
100,4500001979,00030,MAT000036,3590,KG,14.74,EUR,1100
100,4500001979,00040,MAT000472,24496,KG,4.7,EUR,1000
100,4500001980,00010,MAT000042,42888,KG,3.76,EUR,1300
100,4500001980,00020,MAT000234,12746,KG,4.19,EUR,1100
100,4500001981,00010,MAT000307,33564,KG,0.78,EUR,1100
100,4500001981,00020,MAT000260,3438,KG,6.86,EUR,1000
100,4500001982,00010,MAT000437,36919,KG,1.64,EUR,1300
100,4500001983,00010,MAT000038,5941,KG,9.86,EUR,1100
100,4500001983,00020,MAT000085,19118,KG,4.6,EUR,1000
100,4500001983,00030,MAT000042,28226,KG,4.66,EUR,1400
100,4500001984,00010,MAT000493,16906,KG,14.26,EUR,1200
100,4500001984,00020,MAT000382,876,KG,2.69,EUR,1300
100,4500001984,00030,MAT000472,46693,KG,2.86,EUR,1100
100,4500001985,00010,MAT000476,43112,KG,14.41,EUR,1400
100,4500001985,00020,MAT000105,38100,KG,1.54,EUR,1000
100,4500001986,00010,MAT000084,47086,KG,11.09,EUR,1100
100,4500001987,00010,MAT000406,3601,KG,5.99,EUR,1000
100,4500001987,00020,MAT000209,25434,KG,6.6,EUR,1200
100,4500001987,00030,MAT000196,8979,KG,10.41,EUR,1400
100,4500001988,00010,MAT000450,25082,KG,11.81,EUR,1300
100,4500001988,00020,MAT000409,8462,KG,8.37,EUR,1300
100,4500001989,00010,MAT000295,41553,KG,0.78,EUR,1000
100,4500001989,00020,MAT000047,34768,KG,3.16,EUR,1400
100,4500001990,00010,MAT000457,22611,KG,9.31,EUR,1300
100,4500001990,00020,MAT000496,28760,KG,8.69,EUR,1200
100,4500001990,00030,MAT000493,31625,KG,6.52,EUR,1100
