MANDT,RLDNR,BUKRS,GJAHR,BELNR,DOCLN,RACCT,KOSTL,HSL,RHCUR,BUDAT
100,0L,2000,2024,0010001427,000003,100027,0000003700,7731.8,EUR,20220302
100,0L,1000,2023,0010001428,000004,100028,0000003800,3190.79,EUR,20241205
100,0L,2000,2024,0010001429,000005,100029,0000003900,1757.64,EUR,20230825
100,0L,1000,2023,0010001430,000001,100030,0000004000,2308.74,EUR,20221028
100,0L,2000,2024,0010001431,000002,100031,0000004100,1516.85,EUR,20230411
100,0L,1000,2023,0010001432,000003,100032,0000004200,7039.06,EUR,20240630
100,0L,2000,2024,0010001433,000004,100033,0000004300,2594.08,EUR,20240820
100,0L,1000,2023,0010001434,000005,100034,0000004400,4902.08,EUR,20240215
100,0L,2000,2024,0010001435,000001,100035,0000004500,7165.08,EUR,20221117
100,0L,1000,2023,0010001436,000002,100036,0000004600,2849.84,EUR,20221001
100,0L,2000,2024,0010001437,000003,100037,0000004700,8403.59,EUR,20220603
100,0L,1000,2023,0010001438,000004,100038,0000004800,2025.47,EUR,20220209
100,0L,2000,2024,0010001439,000005,100039,0000004900,9012.74,EUR,20220622
100,0L,1000,2023,0010001440,000001,100040,0000005000,9688.19,EUR,20220915
100,0L,2000,2024,0010001441,000002,100041,0000005100,2046.68,EUR,20230905
100,0L,1000,2023,0010001442,000003,100042,0000005200,1719.87,EUR,20230420
100,0L,2000,2024,0010001443,000004,100043,0000005300,3521.32,EUR,20220519
100,0L,1000,2023,0010001444,000005,100044,0000005400,9565.71,EUR,20240523
100,0L,2000,2024,0010001445,000001,100045,0000005500,9000.55,EUR,20231024
100,0L,1000,2023,0010001446,000002,100046,0000005600,2255.12,EUR,20240531
100,0L,2000,2024,0010001447,000003,100047,0000005700,8027.71,EUR,20230905
100,0L,1000,2023,0010001448,000004,100048,0000005800,7978.99,EUR,20230210
100,0L,2000,2024,0010001449,000005,100049,0000005900,629.72,EUR,20231105
100,0L,1000,2023,0010001450,000001,100050,0000001000,6367.56,EUR,20231128
100,0L,2000,2024,0010001451,000002,100051,0000001100,5059.07,EUR,20231022
100,0L,1000,2023,0010001452,000003,100052,0000001200,2518.36,EUR,20240816
100,0L,2000,2024,0010001453,000004,100053,0000001300,4409.21,EUR,20240829
100,0L,1000,2023,0010001454,000005,100054,0000001400,1132.38,EUR,20231013
100,0L,2000,2024,0010001455,000001,100055,0000001500,2271.06,EUR,20220313
100,0L,1000,2023,0010001456,000002,100056,0000001600,7110.12,EUR,20240117
100,0L,2000,2024,0010001457,000003,100057,0000001700,676.55,EUR,20221024
100,0L,1000,2023,0010001458,000004,100058,0000001800,2184.37,EUR,20230602
100,0L,2000,2024,0010001459,000005,100059,0000001900,7849.39,EUR,20231222
100,0L,1000,2023,0010001460,000001,100060,0000002000,1141.97,EUR,20241127
100,0L,2000,2024,0010001461,000002,100061,0000002100,684.87,EUR,20241007
100,0L,1000,2023,0010001462,000003,100062,0000002200,5982.86,EUR,20240603
100,0L,2000,2024,0010001463,000004,100063,0000002300,9411.76,EUR,20230626
100,0L,1000,2023,0010001464,000005,100064,0000002400,7101.17,EUR,20240901
100,0L,2000,2024,0010001465,000001,100065,0000002500,357.92,EUR,20230827
100,0L,1000,2023,0010001466,000002,100066,0000002600,1223.68,EUR,20230611
100,0L,2000,2024,0010001467,000003,100067,0000002700,5809.28,EUR,20240709
100,0L,1000,2023,0010001468,000004,100068,0000002800,4820.5,EUR,20230224
100,0L,2000,2024,0010001469,000005,100069,0000002900,872.76,EUR,20230605
100,0L,1000,2023,0010001470,000001,100070,0000003000,8334.28,EUR,20220921
100,0L,2000,2024,0010001471,000002,100071,0000003100,7380.5,EUR,20240905
100,0L,1000,2023,0010001472,000003,100072,0000003200,1671.42,EUR,20230914
100,0L,2000,2024,0010001473,000004,100073,0000003300,9182.3,EUR,20231117
100,0L,1000,2023,0010001474,000005,100074,0000003400,3633.73,EUR,20240131
100,0L,2000,2024,0010001475,000001,100075,0000003500,5978.0,EUR,20220805
100,0L,1000,2023,0010001476,000002,100076,0000003600,1078.03,EUR,20220206
100,0L,2000,2024,0010001477,000003,100077,0000003700,2280.31,EUR,20240805
100,0L,1000,2023,0010001478,000004,100078,0000003800,7206.31,EUR,20220921
100,0L,2000,2024,0010001479,000005,100079,0000003900,4259.72,EUR,20240113
100,0L,1000,2023,0010001480,000001,100080,0000004000,6250.93,EUR,20230410
100,0L,2000,2024,0010001481,000002,100081,0000004100,8638.12,EUR,20220716
100,0L,1000,2023,0010001482,000003,100082,0000004200,8783.43,EUR,20241212
100,0L,2000,2024,0010001483,000004,100083,0000004300,1592.56,EUR,20230213
100,0L,1000,2023,0010001484,000005,100084,0000004400,2391.59,EUR,20230701
100,0L,2000,2024,0010001485,000001,100085,0000004500,5971.4,EUR,20220303
100,0L,1000,2023,0010001486,000002,100086,0000004600,2881.81,EUR,20230815
100,0L,2000,2024,0010001487,000003,100087,0000004700,7266.61,EUR,20220804
100,0L,1000,2023,0010001488,000004,100088,0000004800,243.77,EUR,20220325
100,0L,2000,2024,0010001489,000005,100089,0000004900,2688.72,EUR,20231126
100,0L,1000,2023,0010001490,000001,100090,0000005000,8313.81,EUR,20241223
100,0L,2000,2024,0010001491,000002,100091,0000005100,5750.25,EUR,20230913
100,0L,1000,2023,0010001492,000003,100092,0000005200,5029.4,EUR,20221028
100,0L,2000,2024,0010001493,000004,100093,0000005300,8263.8,EUR,20240309
100,0L,1000,2023,0010001494,000005,100094,0000005400,4854.34,EUR,20240311
100,0L,2000,2024,0010001495,000001,100095,0000005500,6699.61,EUR,20231208
100,0L,1000,2023,0010001496,000002,100096,0000005600,2834.15,EUR,20241007
100,0L,2000,2024,0010001497,000003,100097,0000005700,1408.66,EUR,20240103
100,0L,1000,2023,0010001498,000004,100098,0000005800,2340.7,EUR,20221112
100,0L,2000,2024,0010001499,000005,100099,0000005900,175.94,EUR,20231113
100,0L,1000,2023,0010001500,000001,100000,0000001000,2222.01,EUR,20241104
100,0L,2000,2024,0010001501,000002,100001,0000001100,2668.03,EUR,20241012
100,0L,1000,2023,0010001502,000003,100002,0000001200,1844.29,EUR,20230929
100,0L,2000,2024,0010001503,000004,100003,0000001300,5796.1,EUR,20230216
100,0L,1000,2023,0010001504,000005,100004,0000001400,4541.4,EUR,20240303
100,0L,2000,2024,0010001505,000001,100005,0000001500,5085.37,EUR,20230725
100,0L,1000,2023,0010001506,000002,100006,0000001600,9970.73,EUR,20230302
100,0L,2000,2024,0010001507,000003,100007,0000001700,8840.37,EUR,20241123
100,0L,1000,2023,0010001508,000004,100008,0000001800,6092.37,EUR,20220918
100,0L,2000,2024,0010001509,000005,100009,0000001900,5945.58,EUR,20230927
100,0L,1000,2023,0010001510,000001,100010,0000002000,2207.3,EUR,20230418
100,0L,2000,2024,0010001511,000002,100011,0000002100,3228.43,EUR,20240423
100,0L,1000,2023,0010001512,000003,100012,0000002200,8756.0,EUR,20221226
100,0L,2000,2024,0010001513,000004,100013,0000002300,3235.33,EUR,20220921
100,0L,1000,2023,0010001514,000005,100014,0000002400,5612.67,EUR,20240927
100,0L,2000,2024,0010001515,000001,100015,0000002500,4044.28,EUR,20240128
100,0L,1000,2023,0010001516,000002,100016,0000002600,3651.29,EUR,20240506
100,0L,2000,2024,0010001517,000003,100017,0000002700,3729.14,EUR,20230502
100,0L,1000,2023,0010001518,000004,100018,0000002800,4161.11,EUR,20231230
100,0L,2000,2024,0010001519,000005,100019,0000002900,6823.02,EUR,20220106
100,0L,1000,2023,0010001520,000001,100020,0000003000,8224.03,EUR,20221120
100,0L,2000,2024,0010001521,000002,100021,0000003100,4925.59,EUR,20240723
100,0L,1000,2023,0010001522,000003,100022,0000003200,7746.41,EUR,20231230
100,0L,2000,2024,0010001523,000004,100023,0000003300,2268.01,EUR,20230509
100,0L,1000,2023,0010001524,000005,100024,0000003400,6392.02,EUR,20230810
100,0L,2000,2024,0010001525,000001,100025,0000003500,9599.76,EUR,20241130
100,0L,1000,2023,0010001526,000002,100026,0000003600,6705.31,EUR,20231205
100,0L,2000,2024,0010001527,000003,100027,0000003700,7988.29,EUR,20221226
100,0L,1000,2023,0010001528,000004,100028,0000003800,1665.62,EUR,20240312
100,0L,2000,2024,0010001529,000005,100029,0000003900,6914.73,EUR,20241230
100,0L,1000,2023,0010001530,000001,100030,0000004000,4755.51,EUR,20220407
100,0L,2000,2024,0010001531,000002,100031,0000004100,9957.58,EUR,20240824
100,0L,1000,2023,0010001532,000003,100032,0000004200,2209.37,EUR,20230530
100,0L,2000,2024,0010001533,000004,100033,0000004300,7695.83,EUR,20230606
100,0L,1000,2023,0010001534,000005,100034,0000004400,3764.81,EUR,20220521
100,0L,2000,2024,0010001535,000001,100035,0000004500,6706.46,EUR,20230613
100,0L,1000,2023,0010001536,000002,100036,0000004600,3039.0,EUR,20220830
100,0L,2000,2024,0010001537,000003,100037,0000004700,3796.14,EUR,20240131
100,0L,1000,2023,0010001538,000004,100038,0000004800,4858.83,EUR,20240525
100,0L,2000,2024,0010001539,000005,100039,0000004900,9485.04,EUR,20220727
100,0L,1000,2023,0010001540,000001,100040,0000005000,7327.73,EUR,20220627
100,0L,2000,2024,0010001541,000002,100041,0000005100,8318.76,EUR,20230503
100,0L,1000,2023,0010001542,000003,100042,0000005200,8802.82,EUR,20230610
100,0L,2000,2024,0010001543,000004,100043,0000005300,3111.85,EUR,20241113
100,0L,1000,2023,0010001544,000005,100044,0000005400,7289.38,EUR,20220423
100,0L,2000,2024,0010001545,000001,100045,0000005500,2907.77,EUR,20230505
100,0L,1000,2023,0010001546,000002,100046,0000005600,9266.74,EUR,20240430
100,0L,2000,2024,0010001547,000003,100047,0000005700,6293.86,EUR,20231214
100,0L,1000,2023,0010001548,000004,100048,0000005800,8674.7,EUR,20230525
100,0L,2000,2024,0010001549,000005,100049,0000005900,7556.47,EUR,20241110
100,0L,1000,2023,0010001550,000001,100050,0000001000,1561.28,EUR,20220220
100,0L,2000,2024,0010001551,000002,100051,0000001100,7768.96,EUR,20221219
100,0L,1000,2023,0010001552,000003,100052,0000001200,476.47,EUR,20221104
100,0L,2000,2024,0010001553,000004,100053,0000001300,3472.42,EUR,20231113
100,0L,1000,2023,0010001554,000005,100054,0000001400,7567.9,EUR,20230118
100,0L,2000,2024,0010001555,000001,100055,0000001500,5030.01,EUR,20230126
100,0L,1000,2023,0010001556,000002,100056,0000001600,8223.72,EUR,20231120
100,0L,2000,2024,0010001557,000003,100057,0000001700,5077.91,EUR,20220401
100,0L,1000,2023,0010001558,000004,100058,0000001800,7580.36,EUR,20221105
100,0L,2000,2024,0010001559,000005,100059,0000001900,6685.29,EUR,20220207
100,0L,1000,2023,0010001560,000001,100060,0000002000,2397.86,EUR,20230529
100,0L,2000,2024,0010001561,000002,100061,0000002100,2918.89,EUR,20240904
100,0L,1000,2023,0010001562,000003,100062,0000002200,5024.66,EUR,20220824
100,0L,2000,2024,0010001563,000004,100063,0000002300,3740.97,EUR,20220718
100,0L,1000,2023,0010001564,000005,100064,0000002400,2919.92,EUR,20231220
100,0L,2000,2024,0010001565,000001,100065,0000002500,5686.01,EUR,20241111
100,0L,1000,2023,0010001566,000002,100066,0000002600,5049.92,EUR,20220507
100,0L,2000,2024,0010001567,000003,100067,0000002700,5994.64,EUR,20240107
100,0L,1000,2023,0010001568,000004,100068,0000002800,9872.65,EUR,20220911
100,0L,2000,2024,0010001569,000005,100069,0000002900,1419.0,EUR,20240916
100,0L,1000,2023,0010001570,000001,100070,0000003000,4001.5,EUR,20240402
100,0L,2000,2024,0010001571,000002,100071,0000003100,8612.58,EUR,20231214
100,0L,1000,2023,0010001572,000003,100072,0000003200,5592.29,EUR,20220823
100,0L,2000,2024,0010001573,000004,100073,0000003300,2900.57,EUR,20221026
100,0L,1000,2023,0010001574,000005,100074,0000003400,9192.48,EUR,20240211
100,0L,2000,2024,0010001575,000001,100075,0000003500,134.64,EUR,20231018
100,0L,1000,2023,0010001576,000002,100076,0000003600,3199.2,EUR,20240712
100,0L,2000,2024,0010001577,000003,100077,0000003700,3792.01,EUR,20220321
100,0L,1000,2023,0010001578,000004,100078,0000003800,7964.2,EUR,20240630
100,0L,2000,2024,0010001579,000005,100079,0000003900,7466.47,EUR,20230105
100,0L,1000,2023,0010001580,000001,100080,0000004000,2181.82,EUR,20220104
100,0L,2000,2024,0010001581,000002,100081,0000004100,2722.73,EUR,20230921
100,0L,1000,2023,0010001582,000003,100082,0000004200,5341.6,EUR,20240416
100,0L,2000,2024,0010001583,000004,100083,0000004300,2720.37,EUR,20221023
100,0L,1000,2023,0010001584,000005,100084,0000004400,2319.45,EUR,20240908
100,0L,2000,2024,0010001585,000001,100085,0000004500,7623.9,EUR,20221220
100,0L,1000,2023,0010001586,000002,100086,0000004600,3804.97,EUR,20241216
100,0L,2000,2024,0010001587,000003,100087,0000004700,9954.63,EUR,20240503
100,0L,1000,2023,0010001588,000004,100088,0000004800,834.3,EUR,20220412
100,0L,2000,2024,0010001589,000005,100089,0000004900,449.46,EUR,20240720
100,0L,1000,2023,0010001590,000001,100090,0000005000,6340.25,EUR,20241224
100,0L,2000,2024,0010001591,000002,100091,0000005100,4196.01,EUR,20230718
100,0L,1000,2023,0010001592,000003,100092,0000005200,2407.62,EUR,20240701
100,0L,2000,2024,0010001593,000004,100093,0000005300,8661.25,EUR,20230110
100,0L,1000,2023,0010001594,000005,100094,0000005400,8289.76,EUR,20231011
100,0L,2000,2024,0010001595,000001,100095,0000005500,2998.63,EUR,20240719
100,0L,1000,2023,0010001596,000002,100096,0000005600,4785.21,EUR,20230212
100,0L,2000,2024,0010001597,000003,100097,0000005700,6476.4,EUR,20240127
100,0L,1000,2023,0010001598,000004,100098,0000005800,5166.11,EUR,20230306
100,0L,2000,2024,0010001599,000005,100099,0000005900,9764.56,EUR,20220818
100,0L,1000,2023,0010001600,000001,100000,0000001000,4320.17,EUR,20220925
100,0L,2000,2024,0010001601,000002,100001,0000001100,9448.05,EUR,20231007
100,0L,1000,2023,0010001602,000003,100002,0000001200,4088.08,EUR,20230423
100,0L,2000,2024,0010001603,000004,100003,0000001300,7532.58,EUR,20230409
100,0L,1000,2023,0010001604,000005,100004,0000001400,1057.75,EUR,20240720
100,0L,2000,2024,0010001605,000001,100005,0000001500,9603.71,EUR,20220221
100,0L,1000,2023,0010001606,000002,100006,0000001600,4147.93,EUR,20220705
100,0L,2000,2024,0010001607,000003,100007,0000001700,6440.05,EUR,20220510
100,0L,1000,2023,0010001608,000004,100008,0000001800,5620.03,EUR,20231107
100,0L,2000,2024,0010001609,000005,100009,0000001900,918.63,EUR,20240827
100,0L,1000,2023,0010001610,000001,100010,0000002000,5812.27,EUR,20220424
100,0L,2000,2024,0010001611,000002,100011,0000002100,5838.27,EUR,20230308
100,0L,1000,2023,0010001612,000003,100012,0000002200,3443.25,EUR,20220519
100,0L,2000,2024,0010001613,000004,100013,0000002300,3704.98,EUR,20230907
100,0L,1000,2023,0010001614,000005,100014,0000002400,2508.72,EUR,20240911
100,0L,2000,2024,0010001615,000001,100015,0000002500,9823.92,EUR,20240404
100,0L,1000,2023,0010001616,000002,100016,0000002600,7978.53,EUR,20240523
100,0L,2000,2024,0010001617,000003,100017,0000002700,1682.15,EUR,20220321
100,0L,1000,2023,0010001618,000004,100018,0000002800,6199.12,EUR,20240401
100,0L,2000,2024,0010001619,000005,100019,0000002900,302.84,EUR,20240407
100,0L,1000,2023,0010001620,000001,100020,0000003000,3998.09,EUR,20240824
100,0L,2000,2024,0010001621,000002,100021,0000003100,3101.91,EUR,20241223
100,0L,1000,2023,0010001622,000003,100022,0000003200,7949.33,EUR,20240709
100,0L,2000,2024,0010001623,000004,100023,0000003300,5166.32,EUR,20230116
100,0L,1000,2023,0010001624,000005,100024,0000003400,4907.26,EUR,20240527
100,0L,2000,2024,0010001625,000001,100025,0000003500,6482.71,EUR,20230307
100,0L,1000,2023,0010001626,000002,100026,0000003600,6857.83,EUR,20230427
100,0L,2000,2024,0010001627,000003,100027,0000003700,1457.06,EUR,20240219
100,0L,1000,2023,0010001628,000004,100028,0000003800,6721.67,EUR,20220128
100,0L,2000,2024,0010001629,000005,100029,0000003900,2715.87,EUR,20240108
100,0L,1000,2023,0010001630,000001,100030,0000004000,4386.92,EUR,20220309
100,0L,2000,2024,0010001631,000002,100031,0000004100,2055.7,EUR,20231108
100,0L,1000,2023,0010001632,000003,100032,0000004200,9709.68,EUR,20240523
100,0L,2000,2024,0010001633,000004,100033,0000004300,8099.26,EUR,20231205
100,0L,1000,2023,0010001634,000005,100034,0000004400,4251.37,EUR,20230920
100,0L,2000,2024,0010001635,000001,100035,0000004500,2057.37,EUR,20220608
100,0L,1000,2023,0010001636,000002,100036,0000004600,943.54,EUR,20220514
100,0L,2000,2024,0010001637,000003,100037,0000004700,1006.2,EUR,20240608
100,0L,1000,2023,0010001638,000004,100038,0000004800,6022.79,EUR,20241217
100,0L,2000,2024,0010001639,000005,100039,0000004900,9256.89,EUR,20221102
100,0L,1000,2023,0010001640,000001,100040,0000005000,2026.62,EUR,20231122
100,0L,2000,2024,0010001641,000002,100041,0000005100,4717.93,EUR,20231125
100,0L,1000,2023,0010001642,000003,100042,0000005200,874.45,EUR,20241205
100,0L,2000,2024,0010001643,000004,100043,0000005300,4978.19,EUR,20220603
100,0L,1000,2023,0010001644,000005,100044,0000005400,1306.15,EUR,20240326
100,0L,2000,2024,0010001645,000001,100045,0000005500,703.89,EUR,20220211
100,0L,1000,2023,0010001646,000002,100046,0000005600,2742.45,EUR,20230430
100,0L,2000,2024,0010001647,000003,100047,0000005700,5596.01,EUR,20220308
100,0L,1000,2023,0010001648,000004,100048,0000005800,6707.66,EUR,20230410
100,0L,2000,2024,0010001649,000005,100049,0000005900,8872.4,EUR,20240613
100,0L,1000,2023,0010001650,000001,100050,0000001000,6684.57,EUR,20240913
100,0L,2000,2024,0010001651,000002,100051,0000001100,2185.61,EUR,20240107
100,0L,1000,2023,0010001652,000003,100052,0000001200,4510.14,EUR,20241229
100,0L,2000,2024,0010001653,000004,100053,0000001300,5287.64,EUR,20221205
100,0L,1000,2023,0010001654,000005,100054,0000001400,3608.79,EUR,20240203
100,0L,2000,2024,0010001655,000001,100055,0000001500,8914.28,EUR,20221207
100,0L,1000,2023,0010001656,000002,100056,0000001600,1932.77,EUR,20240502
100,0L,2000,2024,0010001657,000003,100057,0000001700,5286.79,EUR,20220428
100,0L,1000,2023,0010001658,000004,100058,0000001800,8052.52,EUR,20240221
100,0L,2000,2024,0010001659,000005,100059,0000001900,7677.74,EUR,20220904
100,0L,1000,2023,0010001660,000001,100060,0000002000,458.98,EUR,20220203
100,0L,2000,2024,0010001661,000002,100061,0000002100,1773.95,EUR,20230315
100,0L,1000,2023,0010001662,000003,100062,0000002200,8980.77,EUR,20241110
100,0L,2000,2024,0010001663,000004,100063,0000002300,1928.75,EUR,20221128
100,0L,1000,2023,0010001664,000005,100064,0000002400,3748.77,EUR,20240602
100,0L,2000,2024,0010001665,000001,100065,0000002500,4880.09,EUR,20230719
100,0L,1000,2023,0010001666,000002,100066,0000002600,805.96,EUR,20220708
100,0L,2000,2024,0010001667,000003,100067,0000002700,2914.35,EUR,20220504
100,0L,1000,2023,0010001668,000004,100068,0000002800,9100.41,EUR,20220221
100,0L,2000,2024,0010001669,000005,100069,0000002900,5218.92,EUR,20231110
100,0L,1000,2023,0010001670,000001,100070,0000003000,453.25,EUR,20241217
100,0L,2000,2024,0010001671,000002,100071,0000003100,6846.12,EUR,20240301
100,0L,1000,2023,0010001672,000003,100072,0000003200,4420.2,EUR,20240704
100,0L,2000,2024,0010001673,000004,100073,0000003300,9995.97,EUR,20231010
100,0L,1000,2023,0010001674,000005,100074,0000003400,3149.26,EUR,20230919
100,0L,2000,2024,0010001675,000001,100075,0000003500,5928.58,EUR,20220429
100,0L,1000,2023,0010001676,000002,100076,0000003600,9055.75,EUR,20220618
100,0L,2000,2024,0010001677,000003,100077,0000003700,2253.11,EUR,20231124
100,0L,1000,2023,0010001678,000004,100078,0000003800,1819.01,EUR,20230131
100,0L,2000,2024,0010001679,000005,100079,0000003900,1619.29,EUR,20220803
100,0L,1000,2023,0010001680,000001,100080,0000004000,8618.56,EUR,20220401
100,0L,2000,2024,0010001681,000002,100081,0000004100,2173.79,EUR,20221130
100,0L,1000,2023,0010001682,000003,100082,0000004200,4162.75,EUR,20230419
100,0L,2000,2024,0010001683,000004,100083,0000004300,7328.0,EUR,20230425
100,0L,1000,2023,0010001684,000005,100084,0000004400,8841.65,EUR,20241021
100,0L,2000,2024,0010001685,000001,100085,0000004500,3636.71,EUR,20240101
100,0L,1000,2023,0010001686,000002,100086,0000004600,8556.53,EUR,20240816
100,0L,2000,2024,0010001687,000003,100087,0000004700,4528.9,EUR,20230207
100,0L,1000,2023,0010001688,000004,100088,0000004800,4948.93,EUR,20231217
100,0L,2000,2024,0010001689,000005,100089,0000004900,2966.54,EUR,20241017
100,0L,1000,2023,0010001690,000001,100090,0000005000,9577.28,EUR,20220618
100,0L,2000,2024,0010001691,000002,100091,0000005100,2977.09,EUR,20240213
100,0L,1000,2023,0010001692,000003,100092,0000005200,6291.2,EUR,20240325
100,0L,2000,2024,0010001693,000004,100093,0000005300,6059.36,EUR,20241201
100,0L,1000,2023,0010001694,000005,100094,0000005400,1934.83,EUR,20240625
100,0L,2000,2024,0010001695,000001,100095,0000005500,8811.98,EUR,20220324
100,0L,1000,2023,0010001696,000002,100096,0000005600,6302.87,EUR,20241203
100,0L,2000,2024,0010001697,000003,100097,0000005700,2400.82,EUR,20221122
100,0L,1000,2023,0010001698,000004,100098,0000005800,6203.77,EUR,20241205
100,0L,2000,2024,0010001699,000005,100099,0000005900,273.54,EUR,20230420
100,0L,1000,2023,0010001700,000001,100000,0000001000,9788.7,EUR,20220831
100,0L,2000,2024,0010001701,000002,100001,0000001100,7906.66,EUR,20240102
100,0L,1000,2023,0010001702,000003,100002,0000001200,7928.17,EUR,20220616
100,0L,2000,2024,0010001703,000004,100003,0000001300,1525.86,EUR,20231018
100,0L,1000,2023,0010001704,000005,100004,0000001400,3725.46,EUR,20240812
100,0L,2000,2024,0010001705,000001,100005,0000001500,534.97,EUR,20220120
100,0L,1000,2023,0010001706,000002,100006,0000001600,8848.74,EUR,20231026
100,0L,2000,2024,0010001707,000003,100007,0000001700,4391.1,EUR,20220422
100,0L,1000,2023,0010001708,000004,100008,0000001800,4226.89,EUR,20221217
100,0L,2000,2024,0010001709,000005,100009,0000001900,4965.8,EUR,20220419
100,0L,1000,2023,0010001710,000001,100010,0000002000,1494.84,EUR,20221125
100,0L,2000,2024,0010001711,000002,100011,0000002100,3291.07,EUR,20230106
100,0L,1000,2023,0010001712,000003,100012,0000002200,2173.91,EUR,20240523
100,0L,2000,2024,0010001713,000004,100013,0000002300,3386.33,EUR,20220923
100,0L,1000,2023,0010001714,000005,100014,0000002400,1964.16,EUR,20220303
100,0L,2000,2024,0010001715,000001,100015,0000002500,3153.44,EUR,20230923
100,0L,1000,2023,0010001716,000002,100016,0000002600,5895.45,EUR,20240127
100,0L,2000,2024,0010001717,000003,100017,0000002700,6423.47,EUR,20231230
100,0L,1000,2023,0010001718,000004,100018,0000002800,3104.45,EUR,20230428
100,0L,2000,2024,0010001719,000005,100019,0000002900,4476.22,EUR,20230526
100,0L,1000,2023,0010001720,000001,100020,0000003000,9951.99,EUR,20240506
100,0L,2000,2024,0010001721,000002,100021,0000003100,6528.41,EUR,20240826
100,0L,1000,2023,0010001722,000003,100022,0000003200,7084.16,EUR,20240715
100,0L,2000,2024,0010001723,000004,100023,0000003300,3764.29,EUR,20240308
100,0L,1000,2023,0010001724,000005,100024,0000003400,7458.89,EUR,20230126
100,0L,2000,2024,0010001725,000001,100025,0000003500,2645.38,EUR,20230630
100,0L,1000,2023,0010001726,000002,100026,0000003600,6442.35,EUR,20240921
100,0L,2000,2024,0010001727,000003,100027,0000003700,1837.75,EUR,20241004
100,0L,1000,2023,0010001728,000004,100028,0000003800,356.13,EUR,20220625
100,0L,2000,2024,0010001729,000005,100029,0000003900,6785.06,EUR,20231219
100,0L,1000,2023,0010001730,000001,100030,0000004000,1481.39,EUR,20231005
100,0L,2000,2024,0010001731,000002,100031,0000004100,1515.67,EUR,20230915
100,0L,1000,2023,0010001732,000003,100032,0000004200,2237.45,EUR,20231205
100,0L,2000,2024,0010001733,000004,100033,0000004300,6217.26,EUR,20231018
100,0L,1000,2023,0010001734,000005,100034,0000004400,2048.19,EUR,20230908
100,0L,2000,2024,0010001735,000001,100035,0000004500,2582.0,EUR,20221222
100,0L,1000,2023,0010001736,000002,100036,0000004600,7731.77,EUR,20240622
100,0L,2000,2024,0010001737,000003,100037,0000004700,4925.29,EUR,20220705
100,0L,1000,2023,0010001738,000004,100038,0000004800,3126.78,EUR,20240418
100,0L,2000,2024,0010001739,000005,100039,0000004900,5404.19,EUR,20220929
100,0L,1000,2023,0010001740,000001,100040,0000005000,9446.38,EUR,20230919
100,0L,2000,2024,0010001741,000002,100041,0000005100,1662.83,EUR,20220616
100,0L,1000,2023,0010001742,000003,100042,0000005200,733.76,EUR,20220519
100,0L,2000,2024,0010001743,000004,100043,0000005300,1139.57,EUR,20230422
100,0L,1000,2023,0010001744,000005,100044,0000005400,1398.59,EUR,20241030
100,0L,2000,2024,0010001745,000001,100045,0000005500,672.74,EUR,20220309
100,0L,1000,2023,0010001746,000002,100046,0000005600,6666.22,EUR,20220627
100,0L,2000,2024,0010001747,000003,100047,0000005700,8832.08,EUR,20240619
100,0L,1000,2023,0010001748,000004,100048,0000005800,4314.58,EUR,20220325
100,0L,2000,2024,0010001749,000005,100049,0000005900,2810.43,EUR,20220503
100,0L,1000,2023,0010001750,000001,100050,0000001000,2293.82,EUR,20240617
100,0L,2000,2024,0010001751,000002,100051,0000001100,2506.79,EUR,20240709
100,0L,1000,2023,0010001752,000003,100052,0000001200,2065.77,EUR,20220228
100,0L,2000,2024,0010001753,000004,100053,0000001300,3151.68,EUR,20230615
100,0L,1000,2023,0010001754,000005,100054,0000001400,8380.78,EUR,20240715
100,0L,2000,2024,0010001755,000001,100055,0000001500,5561.67,EUR,20230125
100,0L,1000,2023,0010001756,000002,100056,0000001600,4853.28,EUR,20220219
100,0L,2000,2024,0010001757,000003,100057,0000001700,8256.81,EUR,20220311
100,0L,1000,2023,0010001758,000004,100058,0000001800,7049.24,EUR,20230227
100,0L,2000,2024,0010001759,000005,100059,0000001900,2902.14,EUR,20240108
100,0L,1000,2023,0010001760,000001,100060,0000002000,5564.11,EUR,20220506
100,0L,2000,2024,0010001761,000002,100061,0000002100,4424.26,EUR,20230815
100,0L,1000,2023,0010001762,000003,100062,0000002200,727.08,EUR,20240420
100,0L,2000,2024,0010001763,000004,100063,0000002300,8132.59,EUR,20240127
100,0L,1000,2023,0010001764,000005,100064,0000002400,8603.81,EUR,20241230
100,0L,2000,2024,0010001765,000001,100065,0000002500,1793.11,EUR,20220505
100,0L,1000,2023,0010001766,000002,100066,0000002600,3743.09,EUR,20220801
100,0L,2000,2024,0010001767,000003,100067,0000002700,6199.82,EUR,20240813
100,0L,1000,2023,0010001768,000004,100068,0000002800,1000.2,EUR,20241225
100,0L,2000,2024,0010001769,000005,100069,0000002900,6626.28,EUR,20221227
100,0L,1000,2023,0010001770,000001,100070,0000003000,9466.17,EUR,20241004
100,0L,2000,2024,0010001771,000002,100071,0000003100,8421.45,EUR,20240402
100,0L,1000,2023,0010001772,000003,100072,0000003200,769.99,EUR,20220426
100,0L,2000,2024,0010001773,000004,100073,0000003300,5387.17,EUR,20221009
100,0L,1000,2023,0010001774,000005,100074,0000003400,8829.18,EUR,20221028
100,0L,2000,2024,0010001775,000001,100075,0000003500,4767.16,EUR,20240723
