MANDT,BESSION,GJAHR,BUZEI,EBELN,EBELP,MATNR,WERKS,MENGE,MEINS,WRBTR
100,0070000863,2024,001,0045000863,00010,000000000000100561,0004,682.299,KG,28375.18
100,0070000864,2023,001,0045000864,00010,000000000000100816,0005,54.471,KG,679.55
100,0070000865,2024,001,0045000865,00010,000000000000100938,0006,92.884,KG,4486.4
100,0070000866,2023,001,0045000866,00010,000000000000100939,0007,800.016,KG,6685.72
100,0070000867,2024,001,0045000867,00010,000000000000100993,0008,683.111,KG,22645.06
100,0070000868,2023,001,0045000868,00010,000000000000100910,0009,702.16,KG,2993.35
100,0070000869,2024,001,0045000869,00010,000000000000100954,0010,796.821,KG,3234.81
100,0070000870,2023,001,0045000870,00010,000000000000100733,0001,45.851,KG,1831.56
100,0070000871,2024,001,0045000871,00010,000000000000100601,0002,131.227,KG,544.06
100,0070000872,2023,001,0045000872,00010,000000000000100625,0003,832.605,KG,11315.8
100,0070000873,2024,001,0045000873,00010,000000000000100629,0004,444.873,KG,5978.15
100,0070000874,2023,001,0045000874,00010,000000000000100672,0005,515.527,KG,9106.9
100,0070000875,2024,001,0045000875,00010,000000000000100782,0006,638.43,KG,6875.1
100,0070000876,2023,001,0045000876,00010,000000000000100647,0007,339.024,KG,4927.45
100,0070000877,2024,001,0045000877,00010,000000000000100723,0008,426.471,KG,13472.44
100,0070000878,2023,001,0045000878,00010,000000000000100509,0009,538.931,KG,22158.74
100,0070000879,2024,001,0045000879,00010,000000000000100618,0010,336.566,KG,14191.05
100,0070000880,2023,001,0045000880,00010,000000000000100934,0001,962.913,KG,47816.45
100,0070000881,2024,001,0045000881,00010,000000000000100999,0002,396.342,KG,7726.75
100,0070000882,2023,001,0045000882,00010,000000000000100940,0003,798.036,KG,9456.74
100,0070000883,2024,001,0045000883,00010,000000000000100730,0004,610.304,KG,18493.79
100,0070000884,2023,001,0045000884,00010,000000000000100615,0005,542.815,KG,8299.95
100,0070000885,2024,001,0045000885,00010,000000000000100655,0006,580.039,KG,28460.1
100,0070000886,2023,001,0045000886,00010,000000000000100707,0007,128.619,KG,6323.12
100,0070000887,2024,001,0045000887,00010,000000000000100596,0008,759.278,KG,23521.38
100,0070000888,2023,001,0045000888,00010,000000000000100664,0009,14.891,KG,94.57
100,0070000889,2024,001,0045000889,00010,000000000000100925,0010,180.479,KG,2498.22
100,0070000890,2023,001,0045000890,00010,000000000000100626,0001,389.144,KG,13395.04
100,0070000891,2024,001,0045000891,00010,000000000000100970,0002,993.103,KG,32001.39
100,0070000892,2023,001,0045000892,00010,000000000000100677,0003,745.593,KG,5364.65
100,0070000893,2024,001,0045000893,00010,000000000000100607,0004,445.836,KG,20479.42
100,0070000894,2023,001,0045000894,00010,000000000000100813,0005,602.13,KG,2617.14
100,0070000895,2024,001,0045000895,00010,000000000000100840,0006,987.758,KG,3682.44
100,0070000896,2023,001,0045000896,00010,000000000000100849,0007,753.437,KG,15009.66
100,0070000897,2024,001,0045000897,00010,000000000000100936,0008,154.23,KG,786.05
100,0070000898,2023,001,0045000898,00010,000000000000100584,0009,293.678,KG,2314.79
100,0070000899,2024,001,0045000899,00010,000000000000100879,0010,93.177,KG,4582.46
100,0070000900,2023,001,0045000900,00010,000000000000100751,0001,889.419,KG,15263.03
100,0070000901,2024,001,0045000901,00010,000000000000100987,0002,308.75,KG,6510.6
100,0070000902,2023,001,0045000902,00010,000000000000100792,0003,775.283,KG,26882.09
100,0070000903,2024,001,0045000903,00010,000000000000100636,0004,667.252,KG,1349.44
100,0070000904,2023,001,0045000904,00010,000000000000100841,0005,676.138,KG,18926.22
100,0070000905,2024,001,0045000905,00010,000000000000100929,0006,636.713,KG,7577.92
100,0070000906,2023,001,0045000906,00010,000000000000100518,0007,267.065,KG,10685.62
100,0070000907,2024,001,0045000907,00010,000000000000100690,0008,704.802,KG,9247.05
100,0070000908,2023,001,0045000908,00010,000000000000100658,0009,224.855,KG,5001.92
100,0070000909,2024,001,0045000909,00010,000000000000100836,0010,587.996,KG,25802.57
100,0070000910,2023,001,0045000910,00010,000000000000100706,0001,380.909,KG,2527.04
100,0070000911,2024,001,0045000911,00010,000000000000100928,0002,850.667,KG,18206.89
100,0070000912,2023,001,0045000912,00010,000000000000100877,0003,504.28,KG,17337.97
100,0070000913,2024,001,0045000913,00010,000000000000100580,0004,822.963,KG,18275.49
100,0070000914,2023,001,0045000914,00010,000000000000100885,0005,460.556,KG,14419.81
100,0070000915,2024,001,0045000915,00010,000000000000100833,0006,558.71,KG,8855.21
100,0070000916,2023,001,0045000916,00010,000000000000100951,0007,199.987,KG,4688.7
100,0070000917,2024,001,0045000917,00010,000000000000100842,0008,574.977,KG,6557.43
100,0070000918,2023,001,0045000918,00010,000000000000100595,0009,409.55,KG,7737.72
100,0070000919,2024,001,0045000919,00010,000000000000100935,0010,337.845,KG,2701.18
100,0070000920,2023,001,0045000920,00010,000000000000100789,0001,470.966,KG,12056.7
100,0070000921,2024,001,0045000921,00010,000000000000100635,0002,622.959,KG,14716.24
100,0070000922,2023,001,0045000922,00010,000000000000100601,0003,751.956,KG,21427.86
100,0070000923,2024,001,0045000923,00010,000000000000100762,0004,660.301,KG,16461.41
100,0070000924,2023,001,0045000924,00010,000000000000100905,0005,275.286,KG,10712.83
100,0070000925,2024,001,0045000925,00010,000000000000100552,0006,159.659,KG,5151.73
100,0070000926,2023,001,0045000926,00010,000000000000100753,0007,80.626,KG,1806.22
100,0070000927,2024,001,0045000927,00010,000000000000100640,0008,995.95,KG,35457.9
100,0070000928,2023,001,0045000928,00010,000000000000100880,0009,126.34,KG,637.74
100,0070000929,2024,001,0045000929,00010,000000000000100858,0010,786.612,KG,9589.03
100,0070000930,2023,001,0045000930,00010,000000000000100983,0001,10.115,KG,157.38
100,0070000931,2024,001,0045000931,00010,000000000000100600,0002,585.913,KG,22802.24
100,0070000932,2023,001,0045000932,00010,000000000000100836,0003,514.354,KG,3265.38
100,0070000933,2024,001,0045000933,00010,000000000000100881,0004,237.855,KG,11298.91
100,0070000934,2023,001,0045000934,00010,000000000000100693,0005,935.722,KG,35419.29
100,0070000935,2024,001,0045000935,00010,000000000000100993,0006,60.536,KG,2523.8
100,0070000936,2023,001,0045000936,00010,000000000000100917,0007,69.649,KG,3438.67
100,0070000937,2024,001,0045000937,00010,000000000000100942,0008,600.936,KG,17950.38
100,0070000938,2023,001,0045000938,00010,000000000000100859,0009,748.999,KG,8093.73
100,0070000939,2024,001,0045000939,00010,000000000000100692,0010,451.936,KG,22360.03
100,0070000940,2023,001,0045000940,00010,000000000000100819,0001,423.593,KG,18860.93
100,0070000941,2024,001,0045000941,00010,000000000000100900,0002,274.099,KG,13256.39
100,0070000942,2023,001,0045000942,00010,000000000000100624,0003,907.621,KG,925.02
100,0070000943,2024,001,0045000943,00010,000000000000100589,0004,332.608,KG,2456.51
100,0070000944,2023,001,0045000944,00010,000000000000100831,0005,160.701,KG,6227.93
100,0070000945,2024,001,0045000945,00010,000000000000100975,0006,565.034,KG,14772.23
100,0070000946,2023,001,0045000946,00010,000000000000100506,0007,888.639,KG,31840.45
100,0070000947,2024,001,0045000947,00010,000000000000100995,0008,288.718,KG,6774.93
100,0070000948,2023,001,0045000948,00010,000000000000100641,0009,658.977,KG,20209.69
100,0070000949,2024,001,0045000949,00010,000000000000100544,0010,147.261,KG,5225.48
100,0070000950,2023,001,0045000950,00010,000000000000100924,0001,870.613,KG,23511.01
100,0070000951,2024,001,0045000951,00010,000000000000100684,0002,630.08,KG,20674.18
100,0070000952,2023,001,0045000952,00010,000000000000100904,0003,309.136,KG,12100.4
100,0070000953,2024,001,0045000953,00010,000000000000100841,0004,396.304,KG,16109.94
100,0070000954,2023,001,0045000954,00010,000000000000100928,0005,701.113,KG,28002.33
100,0070000955,2024,001,0045000955,00010,000000000000100677,0006,942.264,KG,46999.29
100,0070000956,2023,001,0045000956,00010,000000000000100972,0007,366.351,KG,10029.5
100,0070000957,2024,001,0045000957,00010,000000000000100703,0008,838.882,KG,2839.05
100,0070000958,2023,001,0045000958,00010,000000000000100994,0009,752.117,KG,5163.56
100,0070000959,2024,001,0045000959,00010,000000000000100785,0010,718.635,KG,16237.85
100,0070000960,2023,001,0045000960,00010,000000000000100940,0001,595.521,KG,11722.31
100,0070000961,2024,001,0045000961,00010,000000000000100651,0002,930.998,KG,16245.51
100,0070000962,2023,001,0045000962,00010,000000000000100529,0003,941.672,KG,37247.81
100,0070000963,2024,001,0045000963,00010,000000000000100509,0004,615.452,KG,7010.75
100,0070000964,2023,001,0045000964,00010,000000000000100673,0005,400.408,KG,2799.14
100,0070000965,2024,001,0045000965,00010,000000000000100798,0006,826.165,KG,33521.63
100,0070000966,2023,001,0045000966,00010,000000000000100953,0007,953.706,KG,19380.68
100,0070000967,2024,001,0045000967,00010,000000000000100559,0008,71.957,KG,2614.66
100,0070000968,2023,001,0045000968,00010,000000000000100771,0009,46.573,KG,251.36
100,0070000969,2024,001,0045000969,00010,000000000000100825,0010,477.579,KG,5337.8
100,0070000970,2023,001,0045000970,00010,000000000000100906,0001,987.569,KG,15210.56
100,0070000971,2024,001,0045000971,00010,000000000000100668,0002,433.19,KG,16435.37
100,0070000972,2023,001,0045000972,00010,000000000000100586,0003,712.169,KG,3134.73
100,0070000973,2024,001,0045000973,00010,000000000000100882,0004,289.685,KG,1776.72
100,0070000974,2023,001,0045000974,00010,000000000000100765,0005,515.019,KG,7457.89
100,0070000975,2024,001,0045000975,00010,000000000000100711,0006,911.089,KG,1694.97
100,0070000976,2023,001,0045000976,00010,000000000000100976,0007,80.962,KG,1740.62
100,0070000977,2024,001,0045000977,00010,000000000000100866,0008,484.31,KG,17815.34
100,0070000978,2023,001,0045000978,00010,000000000000100549,0009,252.577,KG,5349.87
100,0070000979,2024,001,0045000979,00010,000000000000100815,0010,738.322,KG,28327.58
100,0070000980,2023,001,0045000980,00010,000000000000100605,0001,244.267,KG,8101.37
100,0070000981,2024,001,0045000981,00010,000000000000100772,0002,69.834,KG,1687.18
100,0070000982,2023,001,0045000982,00010,000000000000100811,0003,93.159,KG,2677.32
100,0070000983,2024,001,0045000983,00010,000000000000100842,0004,774.19,KG,10531.9
100,0070000984,2023,001,0045000984,00010,000000000000100529,0005,807.623,KG,9965.37
100,0070000985,2024,001,0045000985,00010,000000000000100593,0006,269.355,KG,3898.0
100,0070000986,2023,001,0045000986,00010,000000000000100570,0007,214.511,KG,8043.03
100,0070000987,2024,001,0045000987,00010,000000000000100996,0008,961.564,KG,44700.65
100,0070000988,2023,001,0045000988,00010,000000000000100725,0009,494.762,KG,4318.02
100,0070000989,2024,001,0045000989,00010,000000000000100960,0010,53.479,KG,2662.62
100,0070000990,2023,001,0045000990,00010,000000000000100646,0001,951.227,KG,12640.92
100,0070000991,2024,001,0045000991,00010,000000000000100944,0002,812.023,KG,18900.04
100,0070000992,2023,001,0045000992,00010,000000000000100739,0003,181.37,KG,2475.4
100,0070000993,2024,001,0045000993,00010,000000000000100617,0004,65.261,KG,114.2
100,0070000994,2023,001,0045000994,00010,000000000000100598,0005,117.54,KG,2604.35
100,0070000995,2024,001,0045000995,00010,000000000000100973,0006,523.607,KG,12485.87
100,0070000996,2023,001,0045000996,00010,000000000000100622,0007,450.396,KG,5129.77
100,0070000997,2024,001,0045000997,00010,000000000000100779,0008,244.51,KG,1071.46
100,0070000998,2023,001,0045000998,00010,000000000000100984,0009,727.174,KG,11346.5
100,0070000999,2024,001,0045000999,00010,000000000000100563,0010,322.966,KG,2727.77
100,0070001000,2023,001,0045001000,00010,000000000000100914,0001,589.454,KG,12147.85
100,0070001001,2024,001,0045001001,00010,000000000000100565,0002,307.997,KG,10057.54
100,0070001002,2023,001,0045001002,00010,000000000000100601,0003,63.877,KG,2551.58
100,0070001003,2024,001,0045001003,00010,000000000000100697,0004,838.205,KG,16381.09
100,0070001004,2023,001,0045001004,00010,000000000000100937,0005,300.213,KG,13518.16
100,0070001005,2024,001,0045001005,00010,000000000000100747,0006,912.207,KG,37545.23
100,0070001006,2023,001,0045001006,00010,000000000000100923,0007,721.235,KG,17640.24
100,0070001007,2024,001,0045001007,00010,000000000000100984,0008,468.538,KG,20704.37
100,0070001008,2023,001,0045001008,00010,000000000000100649,0009,358.55,KG,9301.94
100,0070001009,2024,001,0045001009,00010,000000000000100931,0010,727.909,KG,20172.25
100,0070001010,2023,001,0045001010,00010,000000000000100555,0001,975.565,KG,8739.07
100,0070001011,2024,001,0045001011,00010,000000000000100671,0002,269.869,KG,2760.24
100,0070001012,2023,001,0045001012,00010,000000000000100589,0003,427.852,KG,17312.3
100,0070001013,2024,001,0045001013,00010,000000000000100572,0004,41.855,KG,911.35
100,0070001014,2023,001,0045001014,00010,000000000000100531,0005,497.051,KG,8307.8
100,0070001015,2024,001,0045001015,00010,000000000000100876,0006,77.869,KG,563.3
100,0070001016,2023,001,0045001016,00010,000000000000100605,0007,338.005,KG,7493.1
100,0070001017,2024,001,0045001017,00010,000000000000100829,0008,850.492,KG,13890.76
100,0070001018,2023,001,0045001018,00010,000000000000100906,0009,872.062,KG,6514.59
100,0070001019,2024,001,0045001019,00010,000000000000100895,0010,882.519,KG,3269.86
100,0070001020,2023,001,0045001020,00010,000000000000100982,0001,118.045,KG,4832.29
100,0070001021,2024,001,0045001021,00010,000000000000100907,0002,622.674,KG,25463.67
100,0070001022,2023,001,0045001022,00010,000000000000100848,0003,310.745,KG,6549.74
100,0070001023,2024,001,0045001023,00010,000000000000100998,0004,691.664,KG,3260.33
100,0070001024,2023,001,0045001024,00010,000000000000100815,0005,207.336,KG,7919.32
100,0070001025,2024,001,0045001025,00010,000000000000100633,0006,429.009,KG,2162.57
100,0070001026,2023,001,0045001026,00010,000000000000100831,0007,729.182,KG,30802.04
100,0070001027,2024,001,0045001027,00010,000000000000100935,0008,981.485,KG,5006.25
100,0070001028,2023,001,0045001028,00010,000000000000100912,0009,746.037,KG,27170.88
100,0070001029,2024,001,0045001029,00010,000000000000100858,0010,767.01,KG,26220.3
100,0070001030,2023,001,0045001030,00010,000000000000100825,0001,351.474,KG,11572.71
100,0070001031,2024,001,0045001031,00010,000000000000100961,0002,84.743,KG,2988.5
100,0070001032,2023,001,0045001032,00010,000000000000100517,0003,657.6,KG,21151.3
100,0070001033,2024,001,0045001033,00010,000000000000100706,0004,335.177,KG,11380.56
100,0070001034,2023,001,0045001034,00010,000000000000100724,0005,567.813,KG,16389.08
100,0070001035,2024,001,0045001035,00010,000000000000100515,0006,207.996,KG,589.75
100,0070001036,2023,001,0045001036,00010,000000000000100956,0007,738.922,KG,34030.59
100,0070001037,2024,001,0045001037,00010,000000000000100677,0008,211.153,KG,2298.04
100,0070001038,2023,001,0045001038,00010,000000000000100517,0009,355.326,KG,12922.37
100,0070001039,2024,001,0045001039,00010,000000000000100898,0010,76.065,KG,1484.24
100,0070001040,2023,001,0045001040,00010,000000000000100865,0001,928.517,KG,14475.17
100,0070001041,2024,001,0045001041,00010,000000000000100973,0002,214.014,KG,6495.19
100,0070001042,2023,001,0045001042,00010,000000000000100748,0003,90.249,KG,1078.94
100,0070001043,2024,001,0045001043,00010,000000000000100814,0004,871.075,KG,30645.2
100,0070001044,2023,001,0045001044,00010,000000000000100660,0005,267.6,KG,5316.22
100,0070001045,2024,001,0045001045,00010,000000000000100933,0006,409.537,KG,3615.36
100,0070001046,2023,001,0045001046,00010,000000000000100785,0007,859.913,KG,8053.82
100,0070001047,2024,001,0045001047,00010,000000000000100672,0008,280.697,KG,2135.61
100,0070001048,2023,001,0045001048,00010,000000000000100626,0009,15.909,KG,164.54
100,0070001049,2024,001,0045001049,00010,000000000000100836,0010,168.046,KG,4478.08
100,0070001050,2023,001,0045001050,00010,000000000000100900,0001,827.239,KG,8347.31
100,0070001051,2024,001,0045001051,00010,000000000000100704,0002,452.6,KG,10635.1
100,0070001052,2023,001,0045001052,00010,000000000000100640,0003,687.293,KG,26513.73
100,0070001053,2024,001,0045001053,00010,000000000000100671,0004,293.218,KG,3442.0
100,0070001054,2023,001,0045001054,00010,000000000000100873,0005,915.895,KG,26875.03
100,0070001055,2024,001,0045001055,00010,000000000000100595,0006,217.081,KG,7822.59
100,0070001056,2023,001,0045001056,00010,000000000000100720,0007,494.742,KG,5484.89
100,0070001057,2024,001,0045001057,00010,000000000000100715,0008,151.44,KG,2660.85
100,0070001058,2023,001,0045001058,00010,000000000000100931,0009,218.457,KG,10546.16
100,0070001059,2024,001,0045001059,00010,000000000000100774,0010,97.371,KG,1162.75
100,0070001060,2023,001,0045001060,00010,000000000000100952,0001,748.451,KG,8813.4
100,0070001061,2024,001,0045001061,00010,000000000000100972,0002,674.318,KG,16519.52
100,0070001062,2023,001,0045001062,00010,000000000000100798,0003,367.429,KG,15229.05
100,0070001063,2024,001,0045001063,00010,000000000000100992,0004,951.074,KG,9759.61
100,0070001064,2023,001,0045001064,00010,000000000000100779,0005,524.958,KG,5930.35
100,0070001065,2024,001,0045001065,00010,000000000000100942,0006,547.546,KG,17993.14
100,0070001066,2023,001,0045001066,00010,000000000000100824,0007,533.221,KG,26345.2
100,0070001067,2024,001,0045001067,00010,000000000000100667,0008,633.582,KG,19417.33
100,0070001068,2023,001,0045001068,00010,000000000000100518,0009,986.753,KG,26139.46
100,0070001069,2024,001,0045001069,00010,000000000000100829,0010,694.149,KG,17481.58
100,0070001070,2023,001,0045001070,00010,000000000000100753,0001,860.41,KG,15945.49
100,0070001071,2024,001,0045001071,00010,000000000000100681,0002,651.274,KG,20646.65
100,0070001072,2023,001,0045001072,00010,000000000000100905,0003,720.018,KG,23407.43
100,0070001073,2024,001,0045001073,00010,000000000000100836,0004,534.171,KG,4163.16
100,0070001074,2023,001,0045001074,00010,000000000000100891,0005,190.284,KG,7271.73
100,0070001075,2024,001,0045001075,00010,000000000000100840,0006,293.168,KG,11068.03
100,0070001076,2023,001,0045001076,00010,000000000000100805,0007,631.345,KG,2491.6
100,0070001077,2024,001,0045001077,00010,000000000000100542,0008,515.285,KG,787.67
100,0070001078,2023,001,0045001078,00010,000000000000100753,0009,878.079,KG,23970.73
100,0070001079,2024,001,0045001079,00010,000000000000100766,0010,199.073,KG,2588.75
100,0070001080,2023,001,0045001080,00010,000000000000100675,0001,866.969,KG,19205.86
100,0070001081,2024,001,0045001081,00010,000000000000100723,0002,108.358,KG,2773.28
100,0070001082,2023,001,0045001082,00010,000000000000100614,0003,207.344,KG,5999.89
100,0070001083,2024,001,0045001083,00010,000000000000100782,0004,11.15,KG,111.76
100,0070001084,2023,001,0045001084,00010,000000000000100587,0005,657.445,KG,5388.65
100,0070001085,2024,001,0045001085,00010,000000000000100998,0006,341.454,KG,9580.5
100,0070001086,2023,001,0045001086,00010,000000000000100916,0007,381.191,KG,16887.39
100,0070001087,2024,001,0045001087,00010,000000000000100699,0008,651.077,KG,3151.79
100,0070001088,2023,001,0045001088,00010,000000000000100872,0009,442.473,KG,20749.13
100,0070001089,2024,001,0045001089,00010,000000000000100837,0010,729.771,KG,28023.45
100,0070001090,2023,001,0045001090,00010,000000000000100647,0001,865.605,KG,29276.49
100,0070001091,2024,001,0045001091,00010,000000000000100799,0002,139.125,KG,5443.98
100,0070001092,2023,001,0045001092,00010,000000000000100745,0003,462.968,KG,21004.06
100,0070001093,2024,001,0045001093,00010,000000000000100789,0004,464.373,KG,5443.07
100,0070001094,2023,001,0045001094,00010,000000000000100702,0005,134.764,KG,4372.91
100,0070001095,2024,001,0045001095,00010,000000000000100674,0006,117.228,KG,3293.11
100,0070001096,2023,001,0045001096,00010,000000000000100522,0007,829.194,KG,17409.18
100,0070001097,2024,001,0045001097,00010,000000000000100645,0008,334.797,KG,15730.73
100,0070001098,2023,001,0045001098,00010,000000000000100631,0009,970.992,KG,19683.67
100,0070001099,2024,001,0045001099,00010,000000000000100564,0010,232.747,KG,912.2
100,0070001100,2023,001,0045001100,00010,000000000000100526,0001,901.174,KG,14577.24
100,0070001101,2024,001,0045001101,00010,000000000000100755,0002,166.897,KG,8265.17
100,0070001102,2023,001,0045001102,00010,000000000000100647,0003,632.992,KG,23260.22
100,0070001103,2024,001,0045001103,00010,000000000000100972,0004,212.952,KG,7383.45
100,0070001104,2023,001,0045001104,00010,000000000000100865,0005,203.766,KG,1746.53
100,0070001105,2024,001,0045001105,00010,000000000000100941,0006,865.66,KG,27890.37
100,0070001106,2023,001,0045001106,00010,000000000000100674,0007,350.823,KG,12373.59
100,0070001107,2024,001,0045001107,00010,000000000000100702,0008,415.75,KG,12963.99
100,0070001108,2023,001,0045001108,00010,000000000000100605,0009,355.467,KG,1003.72
100,0070001109,2024,001,0045001109,00010,000000000000100586,0010,879.148,KG,18394.31
100,0070001110,2023,001,0045001110,00010,000000000000100833,0001,491.548,KG,15781.69
100,0070001111,2024,001,0045001111,00010,000000000000100906,0002,96.488,KG,2511.19
100,0070001112,2023,001,0045001112,00010,000000000000100807,0003,213.187,KG,5882.35
100,0070001113,2024,001,0045001113,00010,000000000000100886,0004,744.522,KG,22005.95
100,0070001114,2023,001,0045001114,00010,000000000000100575,0005,300.704,KG,8226.93
100,0070001115,2024,001,0045001115,00010,000000000000100675,0006,401.252,KG,12114.82
100,0070001116,2023,001,0045001116,00010,000000000000100678,0007,410.396,KG,461.44
100,0070001117,2024,001,0045001117,00010,000000000000100726,0008,753.854,KG,7556.08
100,0070001118,2023,001,0045001118,00010,000000000000100522,0009,489.007,KG,1284.44
100,0070001119,2024,001,0045001119,00010,000000000000100541,0010,89.689,KG,3453.53
100,0070001120,2023,001,0045001120,00010,000000000000100966,0001,461.072,KG,6811.71
100,0070001121,2024,001,0045001121,00010,000000000000100789,0002,199.872,KG,3642.7
100,0070001122,2023,001,0045001122,00010,000000000000100827,0003,188.947,KG,2042.58
100,0070001123,2024,001,0045001123,00010,000000000000100708,0004,724.148,KG,13322.19
100,0070001124,2023,001,0045001124,00010,000000000000100728,0005,265.522,KG,490.96
100,0070001125,2024,001,0045001125,00010,000000000000100684,0006,890.665,KG,34398.39
100,0070001126,2023,001,0045001126,00010,000000000000100701,0007,358.902,KG,4002.92
100,0070001127,2024,001,0045001127,00010,000000000000100732,0008,915.375,KG,17208.36
100,0070001128,2023,001,0045001128,00010,000000000000100690,0009,838.298,KG,2127.88
100,0070001129,2024,001,0045001129,00010,000000000000100511,0010,28.577,KG,1385.8
100,0070001130,2023,001,0045001130,00010,000000000000100819,0001,354.928,KG,6569.67
100,0070001131,2024,001,0045001131,00010,000000000000100578,0002,264.139,KG,6668.51
100,0070001132,2023,001,0045001132,00010,000000000000100749,0003,923.907,KG,12449.96
100,0070001133,2024,001,0045001133,00010,000000000000100770,0004,827.185,KG,4421.17
100,0070001134,2023,001,0045001134,00010,000000000000100538,0005,381.846,KG,4957.99
100,0070001135,2024,001,0045001135,00010,000000000000100911,0006,843.801,KG,37710.03
100,0070001136,2023,001,0045001136,00010,000000000000100885,0007,637.424,KG,19795.97
100,0070001137,2024,001,0045001137,00010,000000000000100618,0008,970.318,KG,40474.22
100,0070001138,2023,001,0045001138,00010,000000000000100928,0009,205.983,KG,3703.12
100,0070001139,2024,001,0045001139,00010,000000000000100518,0010,745.225,KG,15180.51
100,0070001140,2023,001,0045001140,00010,000000000000100595,0001,832.013,KG,39247.99
100,0070001141,2024,001,0045001141,00010,000000000000100787,0002,107.585,KG,2415.92
100,0070001142,2023,001,0045001142,00010,000000000000100578,0003,943.214,KG,35230.45
100,0070001143,2024,001,0045001143,00010,000000000000100735,0004,848.16,KG,37096.42
100,0070001144,2023,001,0045001144,00010,000000000000100614,0005,778.794,KG,17947.34
100,0070001145,2024,001,0045001145,00010,000000000000100727,0006,575.625,KG,7921.82
100,0070001146,2023,001,0045001146,00010,000000000000100736,0007,871.841,KG,28993.08
100,0070001147,2024,001,0045001147,00010,000000000000100730,0008,206.345,KG,6116.87
100,0070001148,2023,001,0045001148,00010,000000000000100775,0009,821.543,KG,4942.95
100,0070001149,2024,001,0045001149,00010,000000000000100538,0010,392.402,KG,19170.5
100,0070001150,2023,001,0045001150,00010,000000000000100549,0001,889.749,KG,27562.21
100,0070001151,2024,001,0045001151,00010,000000000000100565,0002,477.375,KG,12225.87
100,0070001152,2023,001,0045001152,00010,000000000000100806,0003,130.137,KG,2439.52
100,0070001153,2024,001,0045001153,00010,000000000000100910,0004,862.573,KG,18050.92
100,0070001154,2023,001,0045001154,00010,000000000000100828,0005,478.109,KG,22600.45
100,0070001155,2024,001,0045001155,00010,000000000000100785,0006,570.79,KG,12743.26
100,0070001156,2023,001,0045001156,00010,000000000000100504,0007,917.906,KG,8115.12
100,0070001157,2024,001,0045001157,00010,000000000000100728,0008,68.557,KG,1824.1
100,0070001158,2023,001,0045001158,00010,000000000000100725,0009,81.918,KG,410.19
100,0070001159,2024,001,0045001159,00010,000000000000100675,0010,71.423,KG,3482.6
100,0070001160,2023,001,0045001160,00010,000000000000100545,0001,220.607,KG,557.9
100,0070001161,2024,001,0045001161,00010,000000000000100873,0002,498.119,KG,23686.12
100,0070001162,2023,001,0045001162,00010,000000000000100678,0003,33.5,KG,203.63
100,0070001163,2024,001,0045001163,00010,000000000000100800,0004,538.189,KG,4473.62
100,0070001164,2023,001,0045001164,00010,000000000000100696,0005,817.647,KG,35355.85
100,0070001165,2024,001,0045001165,00010,000000000000100548,0006,46.624,KG,1070.28
100,0070001166,2023,001,0045001166,00010,000000000000100578,0007,997.591,KG,2029.42
100,0070001167,2024,001,0045001167,00010,000000000000100734,0008,924.669,KG,19452.44
100,0070001168,2023,001,0045001168,00010,000000000000100573,0009,67.285,KG,504.45
100,0070001169,2024,001,0045001169,00010,000000000000100927,0010,963.903,KG,2540.26
100,0070001170,2023,001,0045001170,00010,000000000000100877,0001,85.247,KG,3824.07
100,0070001171,2024,001,0045001171,00010,000000000000100666,0002,515.597,KG,18589.55
100,0070001172,2023,001,0045001172,00010,000000000000100978,0003,924.654,KG,22120.05
100,0070001173,2024,001,0045001173,00010,000000000000100635,0004,68.356,KG,1097.37
100,0070001174,2023,001,0045001174,00010,000000000000100939,0005,76.868,KG,1960.81
100,0070001175,2024,001,0045001175,00010,000000000000100803,0006,377.594,KG,5649.64
100,0070001176,2023,001,0045001176,00010,000000000000100569,0007,455.055,KG,1913.38
100,0070001177,2024,001,0045001177,00010,000000000000100890,0008,951.699,KG,28355.41
100,0070001178,2023,001,0045001178,00010,000000000000100794,0009,905.714,KG,6744.25
100,0070001179,2024,001,0045001179,00010,000000000000100832,0010,777.638,KG,21637.84
100,0070001180,2023,001,0045001180,00010,000000000000100746,0001,182.295,KG,8794.99
100,0070001181,2024,001,0045001181,00010,000000000000100815,0002,374.985,KG,7700.31
100,0070001182,2023,001,0045001182,00010,000000000000100659,0003,320.643,KG,5869.65
100,0070001183,2024,001,0045001183,00010,000000000000100732,0004,851.026,KG,8945.06
100,0070001184,2023,001,0045001184,00010,000000000000100547,0005,462.784,KG,4502.45
100,0070001185,2024,001,0045001185,00010,000000000000100802,0006,839.983,KG,38072.43
100,0070001186,2023,001,0045001186,00010,000000000000100580,0007,395.231,KG,16652.61
100,0070001187,2024,001,0045001187,00010,000000000000100830,0008,655.742,KG,19428.78
100,0070001188,2023,001,0045001188,00010,000000000000100776,0009,372.697,KG,15208.33
100,0070001189,2024,001,0045001189,00010,000000000000100815,0010,719.836,KG,17633.72
100,0070001190,2023,001,0045001190,00010,000000000000100515,0001,760.617,KG,36326.06
100,0070001191,2024,001,0045001191,00010,000000000000100933,0002,108.212,KG,2764.98
100,0070001192,2023,001,0045001192,00010,000000000000100610,0003,898.853,KG,9426.34
100,0070001193,2024,001,0045001193,00010,000000000000100589,0004,640.907,KG,30068.47
100,0070001194,2023,001,0045001194,00010,000000000000100810,0005,291.864,KG,13884.92
