MANDT,VBELN,POSNR,ETENR,EDATU,WMENG,VRKME
100,8000002108,000030,0001,20260115,210,ST
100,8000002109,000010,0001,20221019,4235,ST
100,8000002109,000020,0001,20221004,3943,ST
100,8000002109,000030,0001,20221015,694,ST
100,8000002110,000010,0001,20240624,1210,ST
100,8000002110,000020,0001,20240615,3866,ST
100,8000002110,000030,0001,20240608,3619,ST
100,8000002110,000040,0001,20240620,1734,ST
100,8000002110,000050,0001,20240609,3501,ST
100,8000002111,000010,0001,20230726,3833,ST
100,8000002111,000020,0001,20230803,3196,ST
100,8000002111,000030,0001,20230809,1776,ST
100,8000002111,000040,0001,20230730,4807,ST
100,8000002111,000050,0001,20230731,756,ST
100,8000002112,000010,0001,20240326,887,ST
100,8000002112,000020,0001,20240311,1108,ST
100,8000002112,000030,0001,20240311,1694,ST
100,8000002112,000040,0001,20240321,3619,ST
100,8000002113,000010,0001,20230108,4726,ST
100,8000002113,000020,0001,20230109,4059,ST
100,8000002114,000010,0001,20250515,1855,ST
100,8000002114,000020,0001,20250519,1314,ST
100,8000002115,000010,0001,20221002,3203,ST
100,8000002115,000020,0001,20220927,2757,ST
100,8000002116,000010,0001,20240125,1216,ST
100,8000002116,000020,0001,20240123,3960,ST
100,8000002116,000030,0001,20240113,4200,ST
100,8000002117,000010,0001,20240224,4949,ST
100,8000002117,000020,0001,20240221,2303,ST
100,8000002118,000010,0001,20230709,508,ST
100,8000002118,000020,0001,20230703,2782,ST
100,8000002118,000030,0001,20230709,3509,ST
100,8000002118,000040,0001,20230707,4715,ST
100,8000002119,000010,0001,20221206,2494,ST
100,8000002119,000020,0001,20221217,2105,ST
100,8000002119,000030,0001,20221216,4290,ST
100,8000002120,000010,0001,20220514,4351,ST
100,8000002120,000020,0001,20220507,2152,ST
100,8000002121,000010,0001,20240503,4871,ST
100,8000002122,000010,0001,20220202,3025,ST
100,8000002123,000010,0001,20241013,1680,ST
100,8000002123,000020,0001,20241008,174,ST
100,8000002124,000010,0001,20240930,591,ST
100,8000002124,000020,0001,20240924,3185,ST
100,8000002124,000030,0001,20240919,4854,ST
100,8000002125,000010,0001,20230609,3777,ST
100,8000002125,000020,0001,20230603,3821,ST
100,8000002126,000010,0001,20240514,2836,ST
100,8000002126,000020,0001,20240519,142,ST
100,8000002126,000030,0001,20240511,3794,ST
100,8000002127,000010,0001,20240329,4467,ST
100,8000002127,000020,0001,20240330,3727,ST
100,8000002127,000030,0001,20240403,1160,ST
100,8000002128,000010,0001,20250701,1008,ST
100,8000002128,000020,0001,20250702,1615,ST
100,8000002129,000010,0001,20240624,540,ST
100,8000002129,000020,0001,20240619,1889,ST
100,8000002130,000010,0001,20240226,2708,ST
100,8000002130,000020,0001,20240304,3980,ST
100,8000002130,000030,0001,20240228,3208,ST
100,8000002131,000010,0001,20220710,2677,ST
100,8000002131,000020,0001,20220703,2702,ST
100,8000002131,000030,0001,20220629,3441,ST
100,8000002132,000010,0001,20231026,1033,ST
100,8000002132,000020,0001,20231026,1700,ST
100,8000002133,000010,0001,20240508,2304,ST
100,8000002133,000020,0001,20240504,4097,ST
100,8000002134,000010,0001,20250623,3177,ST
100,8000002134,000020,0001,20250623,1293,ST
100,8000002135,000010,0001,20250516,2115,ST
100,8000002135,000020,0001,20250529,2694,ST
100,8000002135,000030,0001,20250516,2829,ST
100,8000002135,000040,0001,20250521,3698,ST
100,8000002136,000010,0001,20230318,3813,ST
100,8000002136,000020,0001,20230330,2634,ST
100,8000002136,000030,0001,20230326,4876,ST
100,8000002136,000040,0001,20230313,490,ST
100,8000002137,000010,0001,20230927,4625,ST
100,8000002137,000020,0001,20230920,1127,ST
100,8000002138,000010,0001,20240520,4301,ST
100,8000002138,000020,0001,20240511,2494,ST
100,8000002138,000030,0001,20240514,4492,ST
100,8000002138,000040,0001,20240518,609,ST
100,8000002139,000010,0001,20220729,657,ST
100,8000002139,000020,0001,20220803,576,ST
100,8000002139,000030,0001,20220807,4477,ST
100,8000002139,000040,0001,20220809,3093,ST
100,8000002140,000010,0001,20240623,999,ST
100,8000002140,000020,0001,20240709,767,ST
100,8000002140,000030,0001,20240628,300,ST
100,8000002141,000010,0001,20231128,3667,ST
100,8000002141,000020,0001,20231127,1428,ST
100,8000002141,000030,0001,20231124,1864,ST
100,8000002142,000010,0001,20240802,4130,ST
100,8000002142,000020,0001,20240804,3547,ST
100,8000002143,000010,0001,20251013,2314,ST
100,8000002143,000020,0001,20251011,3393,ST
100,8000002143,000030,0001,20251024,2554,ST
100,8000002144,000010,0001,20250306,1104,ST
100,8000002144,000020,0001,20250309,2743,ST
100,8000002145,000010,0001,20230126,226,ST
100,8000002145,000020,0001,20230125,4855,ST
100,8000002146,000010,0001,20241218,1720,ST
100,8000002146,000020,0001,20241230,4486,ST
100,8000002146,000030,0001,20241217,1950,ST
100,8000002146,000040,0001,20241227,2847,ST
100,8000002147,000010,0001,20240202,4003,ST
100,8000002147,000020,0001,20240131,2976,ST
100,8000002147,000030,0001,20240214,522,ST
100,8000002148,000010,0001,20230219,4623,ST
100,8000002149,000010,0001,20231010,3906,ST
100,8000002149,000020,0001,20231019,1777,ST
100,8000002149,000030,0001,20231020,2875,ST
100,8000002150,000010,0001,20231118,1754,ST
100,8000002151,000010,0001,20240616,4920,ST
100,8000002151,000020,0001,20240618,4584,ST
100,8000002151,000030,0001,20240604,3262,ST
100,8000002152,000010,0001,20240102,4866,ST
100,8000002152,000020,0001,20240107,4253,ST
100,8000002152,000030,0001,20231231,1948,ST
100,8000002152,000040,0001,20240103,2612,ST
100,8000002153,000010,0001,20241206,2021,ST
100,8000002153,000020,0001,20241203,4514,ST
100,8000002154,000010,0001,20240416,3616,ST
100,8000002155,000010,0001,20230822,2229,ST
100,8000002155,000020,0001,20230831,3702,ST
100,8000002156,000010,0001,20231225,3298,ST
100,8000002156,000020,0001,20231228,3561,ST
100,8000002157,000010,0001,20240220,488,ST
100,8000002157,000020,0001,20240309,3505,ST
100,8000002157,000030,0001,20240222,2967,ST
100,8000002157,000040,0001,20240226,3366,ST
100,8000002158,000010,0001,20241016,535,ST
100,8000002158,000020,0001,20241101,4669,ST
100,8000002158,000030,0001,20241102,420,ST
100,8000002158,000040,0001,20241022,4009,ST
100,8000002159,000010,0001,20230324,1198,ST
100,8000002159,000020,0001,20230407,4589,ST
100,8000002159,000030,0001,20230406,3395,ST
100,8000002160,000010,0001,20240809,4199,ST
100,8000002160,000020,0001,20240805,1035,ST
100,8000002160,000030,0001,20240812,4256,ST
100,8000002161,000010,0001,20240617,4003,ST
100,8000002161,000020,0001,20240622,2382,ST
100,8000002161,000030,0001,20240625,3505,ST
100,8000002162,000010,0001,20250925,1054,ST
100,8000002163,000010,0001,20240807,2073,ST
100,8000002163,000020,0001,20240725,2363,ST
100,8000002164,000010,0001,20240908,4147,ST
100,8000002164,000020,0001,20240903,2505,ST
100,8000002164,000030,0001,20240904,1793,ST
100,8000002164,000040,0001,20240914,2680,ST
100,8000002164,000050,0001,20240909,485,ST
100,8000002165,000010,0001,20240308,2657,ST
100,8000002166,000010,0001,20250201,3936,ST
100,8000002166,000020,0001,20250201,4258,ST
100,8000002166,000030,0001,20250129,3482,ST
100,8000002167,000010,0001,20240705,3465,ST
100,8000002167,000020,0001,20240711,413,ST
100,8000002167,000030,0001,20240705,3730,ST
100,8000002167,000040,0001,20240707,2073,ST
100,8000002168,000010,0001,20230120,1794,ST
100,8000002169,000010,0001,20241119,3988,ST
100,8000002169,000020,0001,20241127,663,ST
100,8000002170,000010,0001,20240125,2195,ST
100,8000002170,000020,0001,20240121,4318,ST
100,8000002170,000030,0001,20240125,2922,ST
100,8000002170,000040,0001,20240119,719,ST
100,8000002171,000010,0001,20220505,1855,ST
100,8000002171,000020,0001,20220510,1098,ST
100,8000002171,000030,0001,20220512,4450,ST
100,8000002172,000010,0001,20230427,505,ST
100,8000002172,000020,0001,20230501,2242,ST
100,8000002172,000030,0001,20230505,1836,ST
100,8000002172,000040,0001,20230505,444,ST
100,8000002173,000010,0001,20250131,4656,ST
100,8000002173,000020,0001,20250130,1697,ST
100,8000002173,000030,0001,20250117,3685,ST
100,8000002174,000010,0001,20231128,569,ST
100,8000002174,000020,0001,20231130,4205,ST
100,8000002174,000030,0001,20231128,4810,ST
100,8000002175,000010,0001,20220315,358,ST
100,8000002175,000020,0001,20220318,272,ST
100,8000002175,000030,0001,20220319,2043,ST
100,8000002176,000010,0001,20230830,4698,ST
100,8000002176,000020,0001,20230903,4970,ST
100,8000002177,000010,0001,20250622,4065,ST
100,8000002178,000010,0001,20220707,4026,ST
100,8000002178,000020,0001,20220713,2258,ST
100,8000002178,000030,0001,20220705,764,ST
100,8000002179,000010,0001,20220424,3561,ST
100,8000002179,000020,0001,20220503,3628,ST
100,8000002180,000010,0001,20220914,4685,ST
100,8000002181,000010,0001,20220120,102,ST
100,8000002181,000020,0001,20220120,2276,ST
100,8000002181,000030,0001,20220113,10,ST
100,8000002181,000040,0001,20220119,3451,ST
100,8000002182,000010,0001,20231004,3406,ST
100,8000002182,000020,0001,20230930,4943,ST
100,8000002182,000030,0001,20231011,1376,ST
100,8000002183,000010,0001,20240903,4362,ST
100,8000002183,000020,0001,20240828,2666,ST
100,8000002184,000010,0001,20230311,1832,ST
100,8000002184,000020,0001,20230312,632,ST
100,8000002184,000030,0001,20230311,34,ST
100,8000002184,000040,0001,20230304,1913,ST
100,8000002185,000010,0001,20221101,3520,ST
100,8000002185,000020,0001,20221029,3952,ST
100,8000002186,000010,0001,20250107,937,ST
100,8000002186,000020,0001,20241227,3928,ST
100,8000002186,000030,0001,20241226,2023,ST
100,8000002187,000010,0001,20241122,4286,ST
100,8000002187,000020,0001,20241201,1733,ST
100,8000002187,000030,0001,20241125,2865,ST
100,8000002188,000010,0001,20250530,3941,ST
100,8000002188,000020,0001,20250604,4759,ST
100,8000002188,000030,0001,20250529,3318,ST
100,8000002189,000010,0001,20240105,1271,ST
100,8000002189,000020,0001,20240104,732,ST
100,8000002190,000010,0001,20250112,4939,ST
100,8000002190,000020,0001,20250126,3596,ST
100,8000002190,000030,0001,20250116,1875,ST
100,8000002190,000040,0001,20250122,1302,ST
100,8000002190,000050,0001,20250125,1250,ST
100,8000002191,000010,0001,20250101,919,ST
100,8000002191,000020,0001,20250104,185,ST
100,8000002192,000010,0001,20250525,3260,ST
100,8000002192,000020,0001,20250526,2459,ST
100,8000002193,000010,0001,20220318,4195,ST
100,8000002193,000020,0001,20220302,2574,ST
100,8000002193,000030,0001,20220307,4132,ST
100,8000002194,000010,0001,20230804,1933,ST
100,8000002194,000020,0001,20230731,4101,ST
100,8000002194,000030,0001,20230719,3526,ST
100,8000002194,000040,0001,20230721,1951,ST
100,8000002195,000010,0001,20220519,3863,ST
100,8000002195,000020,0001,20220514,327,ST
100,8000002195,000030,0001,20220519,4878,ST
100,8000002195,000040,0001,20220507,317,ST
100,8000002196,000010,0001,20251122,4349,ST
100,8000002196,000020,0001,20251114,1186,ST
100,8000002196,000030,0001,20251113,1747,ST
100,8000002196,000040,0001,20251110,2542,ST
100,8000002196,000050,0001,20251116,3070,ST
100,8000002197,000010,0001,20230522,4792,ST
100,8000002198,000010,0001,20240626,116,ST
100,8000002198,000020,0001,20240622,1158,ST
100,8000002199,000010,0001,20220830,213,ST
100,8000002199,000020,0001,20220908,2582,ST
100,8000002200,000010,0001,20240412,70,ST
100,8000002200,000020,0001,20240407,4126,ST
100,8000002201,000010,0001,20220827,447,ST
100,8000002202,000010,0001,20240523,566,ST
100,8000002202,000020,0001,20240526,4463,ST
100,8000002203,000010,0001,20230130,3063,ST
100,8000002203,000020,0001,20230122,3127,ST
100,8000002203,000030,0001,20230129,4797,ST
100,8000002204,000010,0001,20220205,2750,ST
100,8000002205,000010,0001,20240122,180,ST
100,8000002205,000020,0001,20240126,4415,ST
100,8000002205,000030,0001,20240126,798,ST
100,8000002205,000040,0001,20240121,4872,ST
100,8000002205,000050,0001,20240129,3185,ST
100,8000002206,000010,0001,20230722,1544,ST
100,8000002207,000010,0001,20250413,1104,ST
100,8000002208,000010,0001,20230408,2003,ST
100,8000002209,000010,0001,20220215,1616,ST
100,8000002209,000020,0001,20220211,3424,ST
100,8000002210,000010,0001,20250930,267,ST
100,8000002210,000020,0001,20250924,4470,ST
100,8000002210,000030,0001,20250930,2582,ST
100,8000002210,000040,0001,20250914,3729,ST
100,8000002211,000010,0001,20230721,2320,ST
100,8000002211,000020,0001,20230731,945,ST
100,8000002211,000030,0001,20230720,2804,ST
100,8000002211,000040,0001,20230730,2987,ST
100,8000002212,000010,0001,20230903,3278,ST
100,8000002212,000020,0001,20230828,4921,ST
100,8000002212,000030,0001,20230824,1918,ST
100,8000002213,000010,0001,20240603,892,ST
100,8000002213,000020,0001,20240610,4243,ST
100,8000002214,000010,0001,20230309,682,ST
100,8000002215,000010,0001,20240710,2381,ST
100,8000002216,000010,0001,20240706,913,ST
100,8000002216,000020,0001,20240715,4577,ST
100,8000002216,000030,0001,20240710,2249,ST
100,8000002217,000010,0001,20251107,4333,ST
100,8000002217,000020,0001,20251112,3914,ST
100,8000002218,000010,0001,20231211,465,ST
100,8000002218,000020,0001,20231214,1028,ST
100,8000002219,000010,0001,20250928,1069,ST
100,8000002219,000020,0001,20251005,3499,ST
100,8000002220,000010,0001,20240229,2502,ST
100,8000002220,000020,0001,20240305,174,ST
100,8000002220,000030,0001,20240224,3119,ST
100,8000002221,000010,0001,20240905,2222,ST
100,8000002221,000020,0001,20240903,4161,ST
100,8000002221,000030,0001,20240914,846,ST
100,8000002221,000040,0001,20240914,2301,ST
100,8000002222,000010,0001,20241009,3835,ST
100,8000002222,000020,0001,20241012,416,ST
100,8000002223,000010,0001,20231002,1401,ST
100,8000002224,000010,0001,20220215,2266,ST
100,8000002224,000020,0001,20220211,2153,ST
100,8000002224,000030,0001,20220215,695,ST
100,8000002225,000010,0001,20250817,3753,ST
100,8000002225,000020,0001,20250806,495,ST
100,8000002226,000010,0001,20231118,1925,ST
100,8000002227,000010,0001,20240206,2827,ST
100,8000002227,000020,0001,20240203,800,ST
100,8000002227,000030,0001,20240204,1198,ST
100,8000002228,000010,0001,20250309,3836,ST
100,8000002228,000020,0001,20250308,947,ST
100,8000002228,000030,0001,20250310,739,ST
100,8000002229,000010,0001,20221203,1429,ST
100,8000002229,000020,0001,20221128,1510,ST
100,8000002230,000010,0001,20250629,2624,ST
100,8000002230,000020,0001,20250703,1284,ST
100,8000002231,000010,0001,20250512,2921,ST
100,8000002231,000020,0001,20250526,2738,ST
100,8000002231,000030,0001,20250515,2853,ST
100,8000002232,000010,0001,20220930,4235,ST
100,8000002233,000010,0001,20241130,2373,ST
100,8000002233,000020,0001,20241122,1902,ST
100,8000002233,000030,0001,20241117,3054,ST
100,8000002233,000040,0001,20241121,2048,ST
100,8000002234,000010,0001,20230221,3450,ST
100,8000002234,000020,0001,20230223,1252,ST
100,8000002234,000030,0001,20230225,3411,ST
100,8000002234,000040,0001,20230213,1757,ST
100,8000002234,000050,0001,20230211,4778,ST
100,8000002235,000010,0001,20250512,1265,ST
100,8000002235,000020,0001,20250513,3362,ST
100,8000002236,000010,0001,20220826,3899,ST
100,8000002236,000020,0001,20220909,3227,ST
100,8000002237,000010,0001,20251111,832,ST
100,8000002237,000020,0001,20251102,3231,ST
100,8000002237,000030,0001,20251112,1584,ST
100,8000002238,000010,0001,20240705,1451,ST
100,8000002238,000020,0001,20240717,3729,ST
100,8000002238,000030,0001,20240708,3130,ST
100,8000002239,000010,0001,20250414,4385,ST
100,8000002240,000010,0001,20251217,3221,ST
100,8000002240,000020,0001,20251217,4675,ST
100,8000002241,000010,0001,20240803,1930,ST
100,8000002241,000020,0001,20240819,2769,ST
100,8000002242,000010,0001,20230329,3889,ST
100,8000002242,000020,0001,20230322,4119,ST
100,8000002243,000010,0001,20230327,559,ST
100,8000002244,000010,0001,20231001,1703,ST
100,8000002244,000020,0001,20231004,650,ST
100,8000002244,000030,0001,20231004,460,ST
100,8000002245,000010,0001,20250722,4499,ST
100,8000002245,000020,0001,20250722,1679,ST
100,8000002245,000030,0001,20250727,1378,ST
100,8000002245,000040,0001,20250716,3559,ST
100,8000002245,000050,0001,20250717,4528,ST
100,8000002246,000010,0001,20250624,2483,ST
100,8000002247,000010,0001,20220207,2191,ST
100,8000002248,000010,0001,20240516,1417,ST
100,8000002249,000010,0001,20230409,2347,ST
100,8000002249,000020,0001,20230411,224,ST
100,8000002249,000030,0001,20230409,3019,ST
100,8000002250,000010,0001,20230206,4131,ST
100,8000002250,000020,0001,20230131,1365,ST
100,8000002250,000030,0001,20230119,4408,ST
100,8000002251,000010,0001,20250430,2032,ST
100,8000002252,000010,0001,20250831,459,ST
100,8000002252,000020,0001,20250901,4363,ST
100,8000002253,000010,0001,20250208,1634,ST
100,8000002254,000010,0001,20230528,1536,ST
100,8000002255,000010,0001,20230604,583,ST
100,8000002256,000010,0001,20230904,1303,ST
100,8000002256,000020,0001,20230822,154,ST
100,8000002256,000030,0001,20230902,4666,ST
100,8000002257,000010,0001,20260102,1707,ST
100,8000002257,000020,0001,20251231,2670,ST
100,8000002258,000010,0001,20230406,1541,ST
100,8000002258,000020,0001,20230406,4893,ST
100,8000002259,000010,0001,20230414,4074,ST
100,8000002260,000010,0001,20220712,2659,ST
100,8000002261,000010,0001,20220205,886,ST
100,8000002261,000020,0001,20220121,4688,ST
100,8000002261,000030,0001,20220130,3261,ST
100,8000002261,000040,0001,20220129,1545,ST
100,8000002262,000010,0001,20240319,3561,ST
100,8000002262,000020,0001,20240313,3175,ST
100,8000002263,000010,0001,20230512,4605,ST
100,8000002263,000020,0001,20230510,19,ST
100,8000002264,000010,0001,20230917,4434,ST
100,8000002264,000020,0001,20230912,350,ST
100,8000002265,000010,0001,20221123,4232,ST
100,8000002266,000010,0001,20220601,4643,ST
100,8000002266,000020,0001,20220613,1566,ST
100,8000002266,000030,0001,20220612,4144,ST
100,8000002267,000010,0001,20230408,593,ST
100,8000002267,000020,0001,20230415,1929,ST
100,8000002267,000030,0001,20230405,1151,ST
100,8000002268,000010,0001,20230316,1239,ST
100,8000002268,000020,0001,20230317,992,ST
100,8000002269,000010,0001,20250128,3606,ST
100,8000002269,000020,0001,20250202,2024,ST
100,8000002270,000010,0001,20240306,2705,ST
100,8000002270,000020,0001,20240302,2228,ST
100,8000002270,000030,0001,20240307,2544,ST
100,8000002270,000040,0001,20240302,4823,ST
100,8000002271,000010,0001,20220621,4251,ST
100,8000002271,000020,0001,20220617,4754,ST
100,8000002272,000010,0001,20240501,2775,ST
100,8000002272,000020,0001,20240507,2327,ST
100,8000002272,000030,0001,20240423,4682,ST
100,8000002272,000040,0001,20240425,923,ST
100,8000002273,000010,0001,20240422,4266,ST
100,8000002273,000020,0001,20240422,1915,ST
100,8000002274,000010,0001,20231103,636,ST
100,8000002274,000020,0001,20231031,4933,ST
100,8000002274,000030,0001,20231103,1733,ST
100,8000002275,000010,0001,20220911,3563,ST
100,8000002275,000020,0001,20220904,1407,ST
100,8000002276,000010,0001,20230113,4281,ST
100,8000002276,000020,0001,20230104,3021,ST
100,8000002276,000030,0001,20230110,1577,ST
100,8000002277,000010,0001,20240328,130,ST
100,8000002278,000010,0001,20230527,3279,ST
100,8000002278,000020,0001,20230531,4605,ST
100,8000002279,000010,0001,20240826,744,ST
100,8000002279,000020,0001,20240821,4094,ST
100,8000002279,000030,0001,20240906,3895,ST
100,8000002280,000010,0001,20220725,2451,ST
100,8000002281,000010,0001,20230926,2431,ST
100,8000002281,000020,0001,20230921,2694,ST
100,8000002282,000010,0001,20220223,4318,ST
100,8000002282,000020,0001,20220218,2126,ST
100,8000002282,000030,0001,20220228,1766,ST
100,8000002283,000010,0001,20220818,4567,ST
100,8000002283,000020,0001,20220824,263,ST
100,8000002283,000030,0001,20220821,590,ST
100,8000002284,000010,0001,20230811,2685,ST
100,8000002284,000020,0001,20230808,1832,ST
100,8000002284,000030,0001,20230810,4785,ST
100,8000002284,000040,0001,20230808,3918,ST
100,8000002285,000010,0001,20240702,3479,ST
100,8000002285,000020,0001,20240708,4479,ST
100,8000002285,000030,0001,20240705,427,ST
100,8000002286,000010,0001,20251206,3422,ST
100,8000002287,000010,0001,20251111,3447,ST
100,8000002287,000020,0001,20251028,983,ST
100,8000002288,000010,0001,20251205,1580,ST
100,8000002288,000020,0001,20251202,3362,ST
100,8000002288,000030,0001,20251129,2872,ST
100,8000002289,000010,0001,20250715,396,ST
100,8000002289,000020,0001,20250713,4241,ST
100,8000002289,000030,0001,20250728,1329,ST
100,8000002290,000010,0001,20251207,1804,ST
100,8000002291,000010,0001,20230819,3453,ST
100,8000002292,000010,0001,20220417,1222,ST
100,8000002292,000020,0001,20220401,390,ST
100,8000002293,000010,0001,20250607,1590,ST
100,8000002294,000010,0001,20241220,4440,ST
100,8000002294,000020,0001,20241221,3393,ST
100,8000002294,000030,0001,20241217,3740,ST
100,8000002294,000040,0001,20241219,2460,ST
100,8000002295,000010,0001,20251230,4432,ST
100,8000002295,000020,0001,20251223,1352,ST
100,8000002295,000030,0001,20260101,2777,ST
100,8000002296,000010,0001,20220701,4375,ST
100,8000002296,000020,0001,20220620,214,ST
100,8000002296,000030,0001,20220619,519,ST
100,8000002297,000010,0001,20230517,2546,ST
100,8000002297,000020,0001,20230517,2554,ST
100,8000002297,000030,0001,20230518,2940,ST
100,8000002297,000040,0001,20230530,1915,ST
100,8000002298,000010,0001,20231002,2049,ST
100,8000002298,000020,0001,20231012,4874,ST
100,8000002298,000030,0001,20231018,1551,ST
100,8000002299,000010,0001,20251209,4113,ST
100,8000002299,000020,0001,20251129,4898,ST
100,8000002299,000030,0001,20251207,3319,ST
100,8000002300,000010,0001,20220514,1177,ST
100,8000002300,000020,0001,20220508,3070,ST
100,8000002300,000030,0001,20220511,3141,ST
100,8000002301,000010,0001,20240216,188,ST
100,8000002302,000010,0001,20230321,1598,ST
100,8000002302,000020,0001,20230320,3748,ST
100,8000002302,000030,0001,20230321,4989,ST
100,8000002303,000010,0001,20240208,2229,ST
100,8000002303,000020,0001,20240207,966,ST
100,8000002304,000010,0001,20250603,3997,ST
100,8000002304,000020,0001,20250603,3606,ST
100,8000002304,000030,0001,20250612,1480,ST
100,8000002304,000040,0001,20250606,4593,ST
100,8000002304,000050,0001,20250604,4028,ST
100,8000002305,000010,0001,20250109,566,ST
100,8000002305,000020,0001,20250108,3348,ST
100,8000002306,000010,0001,20230216,1476,ST
100,8000002306,000020,0001,20230215,4151,ST
100,8000002307,000010,0001,20230108,2667,ST
100,8000002307,000020,0001,20230106,1724,ST
100,8000002308,000010,0001,20220831,531,ST
100,8000002308,000020,0001,20220825,4120,ST
100,8000002309,000010,0001,20250919,2086,ST
100,8000002309,000020,0001,20251001,2876,ST
100,8000002310,000010,0001,20231124,1517,ST
100,8000002310,000020,0001,20231201,2753,ST
100,8000002310,000030,0001,20231127,2608,ST
100,8000002311,000010,0001,20221126,1765,ST
100,8000002311,000020,0001,20221212,4931,ST
100,8000002311,000030,0001,20221210,2736,ST
100,8000002312,000010,0001,20221108,569,ST
100,8000002313,000010,0001,20240520,4249,ST
100,8000002313,000020,0001,20240510,4928,ST
100,8000002313,000030,0001,20240517,2595,ST
100,8000002314,000010,0001,20230212,2135,ST
100,8000002315,000010,0001,20220320,240,ST
100,8000002316,000010,0001,20221119,4122,ST
100,8000002316,000020,0001,20221108,2204,ST
100,8000002317,000010,0001,20230809,4754,ST
100,8000002317,000020,0001,20230802,4834,ST
100,8000002317,000030,0001,20230816,2805,ST
100,8000002318,000010,0001,20230805,3186,ST
100,8000002318,000020,0001,20230731,3712,ST
100,8000002319,000010,0001,20230113,227,ST
100,8000002319,000020,0001,20230116,3501,ST
100,8000002319,000030,0001,20230105,1805,ST
100,8000002319,000040,0001,20230113,2909,ST
100,8000002319,000050,0001,20230116,1944,ST
100,8000002320,000010,0001,20240604,4945,ST
100,8000002320,000020,0001,20240522,1125,ST
100,8000002321,000010,0001,20241111,1389,ST
100,8000002321,000020,0001,20241109,2712,ST
100,8000002322,000010,0001,20250706,2468,ST
100,8000002322,000020,0001,20250628,2679,ST
100,8000002322,000030,0001,20250702,3411,ST
100,8000002323,000010,0001,20221129,4936,ST
100,8000002323,000020,0001,20221128,4338,ST
100,8000002323,000030,0001,20221209,129,ST
100,8000002323,000040,0001,20221127,1117,ST
100,8000002324,000010,0001,20230125,1276,ST
100,8000002324,000020,0001,20230208,3605,ST
100,8000002324,000030,0001,20230123,2529,ST
100,8000002325,000010,0001,20250411,968,ST
100,8000002325,000020,0001,20250421,2840,ST
100,8000002325,000030,0001,20250418,643,ST
100,8000002326,000010,0001,20220403,1057,ST
100,8000002326,000020,0001,20220407,4814,ST
100,8000002326,000030,0001,20220409,4689,ST
100,8000002326,000040,0001,20220411,137,ST
100,8000002327,000010,0001,20240113,1007,ST
100,8000002327,000020,0001,20240111,487,ST
100,8000002327,000030,0001,20240109,3529,ST
100,8000002328,000010,0001,20220223,445,ST
100,8000002328,000020,0001,20220224,1047,ST
100,8000002328,000030,0001,20220223,3511,ST
100,8000002328,000040,0001,20220221,3415,ST
100,8000002329,000010,0001,20230730,78,ST
100,8000002329,000020,0001,20230804,2165,ST
100,8000002329,000030,0001,20230802,1978,ST
100,8000002330,000010,0001,20250926,1838,ST
100,8000002330,000020,0001,20251002,2210,ST
100,8000002331,000010,0001,20240130,3590,ST
100,8000002331,000020,0001,20240214,716,ST
100,8000002332,000010,0001,20230716,1773,ST
100,8000002332,000020,0001,20230719,469,ST
100,8000002332,000030,0001,20230718,2631,ST
100,8000002333,000010,0001,20241105,3785,ST
100,8000002333,000020,0001,20241114,4528,ST
100,8000002334,000010,0001,20230806,145,ST
100,8000002334,000020,0001,20230725,904,ST
100,8000002335,000010,0001,20230807,3859,ST
100,8000002335,000020,0001,20230806,557,ST
100,8000002336,000010,0001,20250307,4741,ST
100,8000002337,000010,0001,20250821,3437,ST
100,8000002337,000020,0001,20250821,4150,ST
100,8000002338,000010,0001,20220730,1540,ST
100,8000002338,000020,0001,20220808,4127,ST
100,8000002338,000030,0001,20220809,4049,ST
100,8000002338,000040,0001,20220810,1112,ST
100,8000002339,000010,0001,20240418,3243,ST
100,8000002339,000020,0001,20240415,3139,ST
100,8000002339,000030,0001,20240420,4707,ST
100,8000002340,000010,0001,20230220,3778,ST
100,8000002340,000020,0001,20230220,331,ST
100,8000002341,000010,0001,20230524,3619,ST
100,8000002341,000020,0001,20230511,4155,ST
100,8000002341,000030,0001,20230512,1549,ST
100,8000002341,000040,0001,20230524,714,ST
100,8000002342,000010,0001,20230818,1802,ST
100,8000002343,000010,0001,20220808,4122,ST
100,8000002343,000020,0001,20220813,749,ST
100,8000002343,000030,0001,20220810,4833,ST
100,8000002344,000010,0001,20250829,4585,ST
100,8000002345,000010,0001,20230715,3454,ST
100,8000002345,000020,0001,20230714,3502,ST
100,8000002346,000010,0001,20230227,3640,ST
100,8000002346,000020,0001,20230209,4951,ST
100,8000002346,000030,0001,20230221,4287,ST
100,8000002346,000040,0001,20230221,4390,ST
100,8000002347,000010,0001,20240426,978,ST
100,8000002347,000020,0001,20240424,3721,ST
100,8000002347,000030,0001,20240425,2918,ST
100,8000002348,000010,0001,20240728,4928,ST
100,8000002348,000020,0001,20240723,4163,ST
100,8000002348,000030,0001,20240720,1100,ST
100,8000002349,000010,0001,20250313,774,ST
100,8000002349,000020,0001,20250315,2777,ST
100,8000002350,000010,0001,20230629,1283,ST
100,8000002351,000010,0001,20250819,4601,ST
100,8000002351,000020,0001,20250813,1291,ST
100,8000002352,000010,0001,20240413,4204,ST
100,8000002352,000020,0001,20240329,4778,ST
100,8000002352,000030,0001,20240407,2842,ST
100,8000002353,000010,0001,20231016,2346,ST
