MANDT,VBELN,AUART,VKORG,VTWEG,SPART,KUNNR,ERDAT,NETWR,WAERK
100,8000005798,ZOR,1000,10,00,CUS000196,20230810,16280.97,EUR
100,8000005799,ZOR,1000,10,00,CUS000011,20240715,87210.68,EUR
100,8000005800,OR,1000,10,00,CUS000147,20240630,16521.17,EUR
100,8000005801,RE,1000,10,00,CUS000119,20231024,96860.85,EUR
100,8000005802,ZOR,1000,10,00,CUS000076,20240917,23051.4,EUR
100,8000005803,ZOR,1000,10,00,CUS000106,20231025,1940.4,EUR
100,8000005804,ZOR,1000,10,00,CUS000153,20241103,49294.32,EUR
100,8000005805,ZOR,1000,10,00,CUS000183,20230405,152477.38,EUR
100,8000005806,OR,1000,10,00,CUS000036,20250608,36069.47,EUR
100,8000005807,OR,1000,10,00,CUS000138,20251218,13301.55,EUR
100,8000005808,RE,1000,10,00,CUS000155,20241205,68932.02,EUR
100,8000005809,OR,1000,10,00,CUS000153,20250627,100745.17,EUR
100,8000005810,ZOR,1000,10,00,CUS000115,20220530,65687.02,EUR
100,8000005811,RE,1000,10,00,CUS000111,20230208,140539.27,EUR
100,8000005812,RE,1000,10,00,CUS000083,20251111,152792.46,EUR
100,8000005813,ZOR,1000,10,00,CUS000027,20220224,98977.97,EUR
100,8000005814,OR,1000,10,00,CUS000050,20230912,58372.26,EUR
100,8000005815,RE,1000,10,00,CUS000125,20250518,169203.48,EUR
100,8000005816,ZOR,1000,10,00,CUS000015,20240923,78508.27,EUR
100,8000005817,OR,1000,10,00,CUS000093,20240621,42779.43,EUR
100,8000005818,ZOR,1000,10,00,CUS000060,20251103,92335.3,EUR
100,8000005819,OR,1000,10,00,CUS000036,20240108,75349.19,EUR
100,8000005820,OR,1000,10,00,CUS000027,20241005,114385.98,EUR
100,8000005821,RE,1000,10,00,CUS000113,20230409,47176.86,EUR
100,8000005822,OR,1000,10,00,CUS000095,20250629,121152.24,EUR
100,8000005823,RE,1000,10,00,CUS000198,20220427,178838.6,EUR
100,8000005824,OR,1000,10,00,CUS000025,20230913,36700.8,EUR
100,8000005825,ZOR,1000,10,00,CUS000031,20250213,56580.36,EUR
100,8000005826,ZOR,1000,10,00,CUS000077,20231008,88687.62,EUR
100,8000005827,ZOR,1000,10,00,CUS000021,20241105,25531.22,EUR
100,8000005828,OR,1000,10,00,CUS000019,20250507,71924.19,EUR
100,8000005829,RE,1000,10,00,CUS000083,20250601,28539.74,EUR
100,8000005830,ZOR,1000,10,00,CUS000096,20241223,28668.12,EUR
100,8000005831,RE,1000,10,00,CUS000172,20220304,104488.73,EUR
100,8000005832,OR,1000,10,00,CUS000019,20220305,60317.87,EUR
100,8000005833,RE,1000,10,00,CUS000030,20241229,20277.74,EUR
100,8000005834,ZOR,1000,10,00,CUS000164,20250923,46421.86,EUR
100,8000005835,RE,1000,10,00,CUS000152,20221016,76067.99,EUR
100,8000005836,RE,1000,10,00,CUS000103,20231022,97397.5,EUR
100,8000005837,RE,1000,10,00,CUS000156,20241015,55821.3,EUR
100,8000005838,ZOR,1000,10,00,CUS000147,20251218,103968.72,EUR
100,8000005839,OR,1000,10,00,CUS000161,20240512,101988.32,EUR
100,8000005840,ZOR,1000,10,00,CUS000087,20231102,81769.93,EUR
100,8000005841,ZOR,1000,10,00,CUS000095,20231024,229519.18,EUR
100,8000005842,RE,1000,10,00,CUS000070,20240623,35933.83,EUR
100,8000005843,ZOR,1000,10,00,CUS000014,20231121,120330.05,EUR
100,8000005844,RE,1000,10,00,CUS000128,20230713,129603.67,EUR
100,8000005845,ZOR,1000,10,00,CUS000123,20241011,56131.57,EUR
100,8000005846,RE,1000,10,00,CUS000078,20221010,38495.05,EUR
100,8000005847,RE,1000,10,00,CUS000055,20220108,75272.06,EUR
100,8000005848,OR,1000,10,00,CUS000063,20250405,74401.85,EUR
100,8000005849,OR,1000,10,00,CUS000070,20251204,132264.88,EUR
100,8000005850,OR,1000,10,00,CUS000144,20220512,109931.16,EUR
100,8000005851,OR,1000,10,00,CUS000189,20220315,69922.9,EUR
100,8000005852,RE,1000,10,00,CUS000170,20241029,285836.35,EUR
100,8000005853,ZOR,1000,10,00,CUS000066,20231006,59892.25,EUR
100,8000005854,ZOR,1000,10,00,CUS000070,20250531,62494.08,EUR
100,8000005855,RE,1000,10,00,CUS000010,20220824,38262.52,EUR
100,8000005856,RE,1000,10,00,CUS000052,20231117,140869.5,EUR
100,8000005857,ZOR,1000,10,00,CUS000189,20241210,7019.8,EUR
100,8000005858,OR,1000,10,00,CUS000023,20231106,13098.96,EUR
100,8000005859,OR,1000,10,00,CUS000025,20250413,141627.36,EUR
100,8000005860,RE,1000,10,00,CUS000156,20240121,41876.66,EUR
100,8000005861,RE,1000,10,00,CUS000190,20250902,9045.0,EUR
100,8000005862,ZOR,1000,10,00,CUS000165,20250723,21292.6,EUR
100,8000005863,OR,1000,10,00,CUS000133,20240724,93511.86,EUR
100,8000005864,ZOR,1000,10,00,CUS000161,20231202,80038.55,EUR
100,8000005865,RE,1000,10,00,CUS000185,20250806,17291.35,EUR
100,8000005866,ZOR,1000,10,00,CUS000064,20221230,60302.85,EUR
100,8000005867,RE,1000,10,00,CUS000081,20250109,110869.66,EUR
100,8000005868,OR,1000,10,00,CUS000137,20220221,47819.15,EUR
100,8000005869,ZOR,1000,10,00,CUS000044,20230816,47188.21,EUR
100,8000005870,ZOR,1000,10,00,CUS000056,20241029,88912.3,EUR
100,8000005871,OR,1000,10,00,CUS000110,20250423,18381.64,EUR
100,8000005872,OR,1000,10,00,CUS000187,20250525,64141.32,EUR
100,8000005873,ZOR,1000,10,00,CUS000022,20240913,82750.17,EUR
100,8000005874,RE,1000,10,00,CUS000091,20240625,64570.53,EUR
100,8000005875,RE,1000,10,00,CUS000116,20251019,56349.89,EUR
100,8000005876,RE,1000,10,00,CUS000152,20240328,100730.89,EUR
100,8000005877,RE,1000,10,00,CUS000157,20240414,120796.91,EUR
100,8000005878,ZOR,1000,10,00,CUS000099,20220715,64179.09,EUR
100,8000005879,ZOR,1000,10,00,CUS000082,20220226,97812.0,EUR
100,8000005880,RE,1000,10,00,CUS000059,20230717,11268.4,EUR
100,8000005881,RE,1000,10,00,CUS000136,20230324,90787.96,EUR
100,8000005882,ZOR,1000,10,00,CUS000107,20250917,54031.7,EUR
100,8000005883,OR,1000,10,00,CUS000159,20230622,182421.9,EUR
100,8000005884,RE,1000,10,00,CUS000071,20230917,110456.24,EUR
100,8000005885,OR,1000,10,00,CUS000007,20250318,260823.23,EUR
100,8000005886,OR,1000,10,00,CUS000178,20251005,13180.5,EUR
100,8000005887,ZOR,1000,10,00,CUS000029,20220706,152324.14,EUR
100,8000005888,OR,1000,10,00,CUS000056,20240508,32484.29,EUR
100,8000005889,RE,1000,10,00,CUS000045,20240211,15582.75,EUR
100,8000005890,OR,1000,10,00,CUS000134,20240214,130730.81,EUR
100,8000005891,RE,1000,10,00,CUS000075,20220718,61327.12,EUR
100,8000005892,ZOR,1000,10,00,CUS000038,20230312,58247.79,EUR
100,8000005893,RE,1000,10,00,CUS000181,20250219,92474.52,EUR
100,8000005894,ZOR,1000,10,00,CUS000125,20230526,146505.71,EUR
100,8000005895,OR,1000,10,00,CUS000022,20221128,15881.4,EUR
100,8000005896,OR,1000,10,00,CUS000136,20240419,35414.4,EUR
100,8000005897,OR,1000,10,00,CUS000178,20240126,161814.52,EUR
100,8000005898,OR,1000,10,00,CUS000200,20250515,95755.13,EUR
100,8000005899,RE,1000,10,00,CUS000080,20240101,154403.36,EUR
100,8000005900,OR,1000,10,00,CUS000152,20221228,5553.3,EUR
100,8000005901,RE,1000,10,00,CUS000093,20230427,86330.64,EUR
100,8000005902,ZOR,1000,10,00,CUS000107,20240603,31313.25,EUR
100,8000005903,OR,1000,10,00,CUS000090,20250724,14141.91,EUR
100,8000005904,ZOR,1000,10,00,CUS000036,20250825,3920.28,EUR
100,8000005905,OR,1000,10,00,CUS000141,20220730,32063.19,EUR
100,8000005906,OR,1000,10,00,CUS000180,20241021,120951.5,EUR
100,8000005907,ZOR,1000,10,00,CUS000072,20220305,53903.62,EUR
100,8000005908,RE,1000,10,00,CUS000053,20250824,5667.52,EUR
100,8000005909,ZOR,1000,10,00,CUS000138,20220131,64108.63,EUR
100,8000005910,OR,1000,10,00,CUS000014,20250514,36779.28,EUR
100,8000005911,OR,1000,10,00,CUS000126,20221112,103608.33,EUR
100,8000005912,RE,1000,10,00,CUS000027,20240104,103551.38,EUR
100,8000005913,RE,1000,10,00,CUS000007,20220830,208409.05,EUR
100,8000005914,ZOR,1000,10,00,CUS000081,20221130,51296.31,EUR
100,8000005915,OR,1000,10,00,CUS000133,20250906,40092.8,EUR
100,8000005916,OR,1000,10,00,CUS000198,20250116,80722.5,EUR
100,8000005917,OR,1000,10,00,CUS000054,20221025,82714.5,EUR
100,8000005918,OR,1000,10,00,CUS000167,20250824,195409.86,EUR
100,8000005919,RE,1000,10,00,CUS000161,20241002,52754.75,EUR
100,8000005920,ZOR,1000,10,00,CUS000115,20240823,60000.51,EUR
100,8000005921,RE,1000,10,00,CUS000071,20250119,55095.17,EUR
100,8000005922,ZOR,1000,10,00,CUS000058,20220216,36470.58,EUR
100,8000005923,OR,1000,10,00,CUS000090,20251121,52243.54,EUR
100,8000005924,ZOR,1000,10,00,CUS000071,20220909,79553.39,EUR
100,8000005925,RE,1000,10,00,CUS000120,20250531,2462.64,EUR
100,8000005926,RE,1000,10,00,CUS000063,20220311,152986.92,EUR
100,8000005927,OR,1000,10,00,CUS000139,20220220,48714.4,EUR
100,8000005928,OR,1000,10,00,CUS000166,20230222,89943.81,EUR
100,8000005929,ZOR,1000,10,00,CUS000169,20231015,38952.9,EUR
100,8000005930,OR,1000,10,00,CUS000133,20231002,54383.4,EUR
100,8000005931,OR,1000,10,00,CUS000162,20251010,159398.21,EUR
100,8000005932,OR,1000,10,00,CUS000169,20240601,76476.15,EUR
100,8000005933,RE,1000,10,00,CUS000019,20250301,108997.12,EUR
100,8000005934,ZOR,1000,10,00,CUS000086,20250621,67540.0,EUR
100,8000005935,OR,1000,10,00,CUS000023,20251221,36267.05,EUR
100,8000005936,OR,1000,10,00,CUS000052,20241221,116257.05,EUR
100,8000005937,ZOR,1000,10,00,CUS000112,20230510,111982.1,EUR
100,8000005938,ZOR,1000,10,00,CUS000197,20220703,121435.29,EUR
100,8000005939,OR,1000,10,00,CUS000139,20240712,101086.67,EUR
100,8000005940,ZOR,1000,10,00,CUS000134,20220217,33829.39,EUR
100,8000005941,OR,1000,10,00,CUS000161,20250520,6353.41,EUR
100,8000005942,ZOR,1000,10,00,CUS000174,20230907,193275.51,EUR
100,8000005943,ZOR,1000,10,00,CUS000105,20230415,42825.42,EUR
100,8000005944,OR,1000,10,00,CUS000108,20230716,61914.29,EUR
100,8000005945,RE,1000,10,00,CUS000035,20220115,18847.63,EUR
100,8000005946,RE,1000,10,00,CUS000169,20240505,30680.16,EUR
100,8000005947,OR,1000,10,00,CUS000121,20250911,157239.15,EUR
100,8000005948,RE,1000,10,00,CUS000102,20251231,40425.46,EUR
100,8000005949,ZOR,1000,10,00,CUS000025,20240724,120210.79,EUR
100,8000005950,OR,1000,10,00,CUS000118,20230306,66668.39,EUR
100,8000005951,RE,1000,10,00,CUS000088,20240706,56228.98,EUR
100,8000005952,RE,1000,10,00,CUS000102,20250413,148962.92,EUR
100,8000005953,RE,1000,10,00,CUS000060,20240806,86068.26,EUR
100,8000005954,ZOR,1000,10,00,CUS000056,20250126,80589.1,EUR
100,8000005955,ZOR,1000,10,00,CUS000023,20240219,81938.72,EUR
100,8000005956,ZOR,1000,10,00,CUS000120,20220202,123711.2,EUR
100,8000005957,ZOR,1000,10,00,CUS000143,20220721,24692.97,EUR
100,8000005958,ZOR,1000,10,00,CUS000040,20240530,109368.9,EUR
100,8000005959,RE,1000,10,00,CUS000038,20240226,25472.35,EUR
100,8000005960,ZOR,1000,10,00,CUS000062,20250916,124263.64,EUR
100,8000005961,ZOR,1000,10,00,CUS000149,20220614,13403.88,EUR
100,8000005962,RE,1000,10,00,CUS000155,20230624,107064.78,EUR
100,8000005963,RE,1000,10,00,CUS000097,20250702,28385.33,EUR
100,8000005964,ZOR,1000,10,00,CUS000171,20220608,11665.43,EUR
100,8000005965,OR,1000,10,00,CUS000200,20221205,24480.55,EUR
100,8000005966,RE,1000,10,00,CUS000056,20230804,43555.14,EUR
100,8000005967,OR,1000,10,00,CUS000064,20241129,76918.13,EUR
100,8000005968,ZOR,1000,10,00,CUS000021,20251026,43776.15,EUR
100,8000005969,RE,1000,10,00,CUS000046,20250527,86166.62,EUR
100,8000005970,RE,1000,10,00,CUS000111,20241107,16312.26,EUR
100,8000005971,OR,1000,10,00,CUS000093,20220809,123384.18,EUR
100,8000005972,ZOR,1000,10,00,CUS000048,20230416,37466.88,EUR
100,8000005973,RE,1000,10,00,CUS000083,20230219,6920.52,EUR
100,8000005974,OR,1000,10,00,CUS000192,20250123,7093.71,EUR
100,8000005975,ZOR,1000,10,00,CUS000133,20230301,14539.7,EUR
100,8000005976,ZOR,1000,10,00,CUS000036,20251115,51860.06,EUR
100,8000005977,OR,1000,10,00,CUS000098,20240621,32806.8,EUR
100,8000005978,ZOR,1000,10,00,CUS000035,20230205,102620.82,EUR
100,8000005979,ZOR,1000,10,00,CUS000029,20250424,54554.99,EUR
100,8000005980,RE,1000,10,00,CUS000046,20241030,23032.44,EUR
100,8000005981,OR,1000,10,00,CUS000015,20220413,91431.67,EUR
100,8000005982,OR,1000,10,00,CUS000007,20230429,1617.28,EUR
100,8000005983,RE,1000,10,00,CUS000159,20250624,161767.87,EUR
100,8000005984,ZOR,1000,10,00,CUS000197,20220206,24937.21,EUR
100,8000005985,OR,1000,10,00,CUS000179,20220818,125256.91,EUR
100,8000005986,OR,1000,10,00,CUS000178,20240621,122160.79,EUR
100,8000005987,OR,1000,10,00,CUS000011,20230228,13647.6,EUR
100,8000005988,RE,1000,10,00,CUS000163,20241221,2458.88,EUR
100,8000005989,OR,1000,10,00,CUS000113,20240821,47343.37,EUR
100,8000005990,RE,1000,10,00,CUS000183,20250424,83081.28,EUR
100,8000005991,OR,1000,10,00,CUS000059,20250726,98607.3,EUR
100,8000005992,OR,1000,10,00,CUS000180,20220413,77312.89,EUR
100,8000005993,RE,1000,10,00,CUS000004,20230324,72006.68,EUR
100,8000005994,RE,1000,10,00,CUS000078,20220615,101039.57,EUR
100,8000005995,ZOR,1000,10,00,CUS000188,20241214,39117.45,EUR
100,8000005996,OR,1000,10,00,CUS000143,20231209,259239.96,EUR
100,8000005997,ZOR,1000,10,00,CUS000133,20220918,6331.46,EUR
100,8000005998,RE,1000,10,00,CUS000158,20230807,129841.65,EUR
100,8000005999,ZOR,1000,10,00,CUS000148,20251128,95075.24,EUR
100,8000006000,ZOR,1000,10,00,CUS000173,20230714,74792.38,EUR
100,8000006001,OR,1000,10,00,CUS000053,20240822,19227.0,EUR
100,8000006002,ZOR,1000,10,00,CUS000068,20220115,25927.89,EUR
100,8000006003,RE,1000,10,00,CUS000063,20230517,54110.0,EUR
100,8000006004,ZOR,1000,10,00,CUS000101,20220218,26805.3,EUR
100,8000006005,RE,1000,10,00,CUS000191,20251009,618.52,EUR
100,8000006006,RE,1000,10,00,CUS000046,20230330,160265.43,EUR
100,8000006007,RE,1000,10,00,CUS000024,20230403,96719.18,EUR
100,8000006008,OR,1000,10,00,CUS000109,20230522,56684.71,EUR
100,8000006009,RE,1000,10,00,CUS000134,20240812,75282.72,EUR
100,8000006010,RE,1000,10,00,CUS000050,20250429,117014.79,EUR
100,8000006011,OR,1000,10,00,CUS000047,20250928,114562.93,EUR
100,8000006012,ZOR,1000,10,00,CUS000078,20240514,58027.45,EUR
100,8000006013,OR,1000,10,00,CUS000030,20240830,56141.32,EUR
100,8000006014,ZOR,1000,10,00,CUS000101,20220712,35786.88,EUR
100,8000006015,ZOR,1000,10,00,CUS000052,20240812,102680.8,EUR
100,8000006016,ZOR,1000,10,00,CUS000167,20240407,85567.45,EUR
100,8000006017,ZOR,1000,10,00,CUS000175,20241209,89647.97,EUR
100,8000006018,RE,1000,10,00,CUS000173,20231119,39974.4,EUR
100,8000006019,RE,1000,10,00,CUS000197,20250802,35154.72,EUR
100,8000006020,ZOR,1000,10,00,CUS000073,20251030,33625.44,EUR
100,8000006021,RE,1000,10,00,CUS000164,20250814,102946.62,EUR
100,8000006022,OR,1000,10,00,CUS000168,20241102,153690.26,EUR
100,8000006023,OR,1000,10,00,CUS000068,20240114,119866.09,EUR
100,8000006024,ZOR,1000,10,00,CUS000082,20240613,18289.15,EUR
100,8000006025,RE,1000,10,00,CUS000058,20250118,34147.75,EUR
100,8000006026,ZOR,1000,10,00,CUS000197,20240503,27188.38,EUR
100,8000006027,RE,1000,10,00,CUS000104,20250318,3435.52,EUR
100,8000006028,ZOR,1000,10,00,CUS000089,20230508,72999.63,EUR
100,8000006029,OR,1000,10,00,CUS000028,20250315,11527.98,EUR
100,8000006030,ZOR,1000,10,00,CUS000051,20250101,33499.37,EUR
100,8000006031,OR,1000,10,00,CUS000084,20230320,22414.27,EUR
100,8000006032,OR,1000,10,00,CUS000058,20241206,137523.0,EUR
100,8000006033,RE,1000,10,00,CUS000094,20240203,63587.72,EUR
100,8000006034,RE,1000,10,00,CUS000004,20250718,85115.69,EUR
100,8000006035,ZOR,1000,10,00,CUS000139,20250510,13587.76,EUR
100,8000006036,RE,1000,10,00,CUS000124,20221214,39651.48,EUR
100,8000006037,RE,1000,10,00,CUS000134,20230622,62110.76,EUR
100,8000006038,ZOR,1000,10,00,CUS000059,20220526,137856.56,EUR
100,8000006039,OR,1000,10,00,CUS000069,20240913,96896.25,EUR
100,8000006040,ZOR,1000,10,00,CUS000072,20230613,65483.28,EUR
100,8000006041,RE,1000,10,00,CUS000038,20230317,126482.22,EUR
100,8000006042,RE,1000,10,00,CUS000063,20230408,36800.7,EUR
100,8000006043,RE,1000,10,00,CUS000161,20251223,25821.46,EUR
100,8000006044,OR,1000,10,00,CUS000099,20221117,37087.46,EUR
100,8000006045,RE,1000,10,00,CUS000009,20231018,63268.97,EUR
100,8000006046,RE,1000,10,00,CUS000093,20230610,105048.81,EUR
100,8000006047,RE,1000,10,00,CUS000073,20240416,152864.6,EUR
100,8000006048,RE,1000,10,00,CUS000113,20240802,106725.79,EUR
100,8000006049,ZOR,1000,10,00,CUS000137,20230828,19580.76,EUR
100,8000006050,ZOR,1000,10,00,CUS000074,20220623,52334.66,EUR
100,8000006051,ZOR,1000,10,00,CUS000173,20220102,14622.17,EUR
100,8000006052,OR,1000,10,00,CUS000178,20230531,122828.13,EUR
100,8000006053,OR,1000,10,00,CUS000069,20230814,48137.26,EUR
100,8000006054,RE,1000,10,00,CUS000168,20221012,247421.54,EUR
100,8000006055,ZOR,1000,10,00,CUS000065,20220909,49052.34,EUR
100,8000006056,OR,1000,10,00,CUS000087,20240513,121813.97,EUR
100,8000006057,RE,1000,10,00,CUS000019,20231009,145585.72,EUR
100,8000006058,RE,1000,10,00,CUS000036,20221220,154355.3,EUR
100,8000006059,RE,1000,10,00,CUS000047,20230321,32628.43,EUR
100,8000006060,RE,1000,10,00,CUS000149,20230604,4454.46,EUR
100,8000006061,RE,1000,10,00,CUS000044,20231005,157842.48,EUR
100,8000006062,RE,1000,10,00,CUS000062,20220404,64495.2,EUR
100,8000006063,OR,1000,10,00,CUS000118,20240415,59626.49,EUR
100,8000006064,RE,1000,10,00,CUS000043,20240325,113349.04,EUR
100,8000006065,OR,1000,10,00,CUS000177,20240510,66527.7,EUR
100,8000006066,ZOR,1000,10,00,CUS000134,20240215,174921.32,EUR
100,8000006067,ZOR,1000,10,00,CUS000045,20220418,28216.2,EUR
100,8000006068,OR,1000,10,00,CUS000154,20230519,44305.78,EUR
100,8000006069,RE,1000,10,00,CUS000095,20230131,146792.19,EUR
100,8000006070,RE,1000,10,00,CUS000019,20221212,41069.69,EUR
100,8000006071,ZOR,1000,10,00,CUS000110,20220604,249291.41,EUR
100,8000006072,RE,1000,10,00,CUS000132,20250717,2435.04,EUR
100,8000006073,OR,1000,10,00,CUS000004,20240302,107275.38,EUR
100,8000006074,OR,1000,10,00,CUS000138,20231202,51908.95,EUR
100,8000006075,RE,1000,10,00,CUS000080,20230731,78535.86,EUR
100,8000006076,OR,1000,10,00,CUS000128,20230402,2471.92,EUR
100,8000006077,ZOR,1000,10,00,CUS000027,20250613,59283.51,EUR
100,8000006078,RE,1000,10,00,CUS000182,20250213,134068.96,EUR
100,8000006079,ZOR,1000,10,00,CUS000104,20220604,89229.66,EUR
100,8000006080,RE,1000,10,00,CUS000163,20230507,56564.86,EUR
100,8000006081,ZOR,1000,10,00,CUS000056,20230409,91512.71,EUR
100,8000006082,ZOR,1000,10,00,CUS000064,20220924,31046.97,EUR
100,8000006083,RE,1000,10,00,CUS000183,20231020,80551.84,EUR
100,8000006084,OR,1000,10,00,CUS000137,20250530,81295.49,EUR
100,8000006085,RE,1000,10,00,CUS000012,20230817,64079.74,EUR
100,8000006086,RE,1000,10,00,CUS000061,20240910,56120.51,EUR
100,8000006087,OR,1000,10,00,CUS000044,20230820,45755.28,EUR
100,8000006088,RE,1000,10,00,CUS000147,20250506,75554.0,EUR
100,8000006089,OR,1000,10,00,CUS000162,20230304,150789.09,EUR
100,8000006090,OR,1000,10,00,CUS000149,20230909,54811.86,EUR
100,8000006091,RE,1000,10,00,CUS000023,20250505,110218.44,EUR
100,8000006092,ZOR,1000,10,00,CUS000107,20220228,39177.6,EUR
100,8000006093,OR,1000,10,00,CUS000058,20220527,14156.64,EUR
100,8000006094,RE,1000,10,00,CUS000167,20230611,26493.94,EUR
100,8000006095,OR,1000,10,00,CUS000131,20230923,50593.91,EUR
100,8000006096,ZOR,1000,10,00,CUS000048,20240127,7868.38,EUR
100,8000006097,OR,1000,10,00,CUS000180,20251109,195692.14,EUR
100,8000006098,ZOR,1000,10,00,CUS000146,20220406,126679.54,EUR
100,8000006099,RE,1000,10,00,CUS000076,20220126,99667.36,EUR
100,8000006100,ZOR,1000,10,00,CUS000169,20240327,160722.66,EUR
100,8000006101,OR,1000,10,00,CUS000050,20240914,79600.45,EUR
100,8000006102,OR,1000,10,00,CUS000121,20230513,119655.57,EUR
100,8000006103,ZOR,1000,10,00,CUS000103,20220605,159925.13,EUR
100,8000006104,ZOR,1000,10,00,CUS000019,20251027,21365.27,EUR
100,8000006105,RE,1000,10,00,CUS000088,20230726,131959.88,EUR
100,8000006106,OR,1000,10,00,CUS000147,20230525,52512.18,EUR
100,8000006107,OR,1000,10,00,CUS000183,20250728,75264.99,EUR
100,8000006108,RE,1000,10,00,CUS000189,20240426,108057.34,EUR
100,8000006109,RE,1000,10,00,CUS000194,20250219,53935.2,EUR
100,8000006110,RE,1000,10,00,CUS000051,20251002,26724.39,EUR
100,8000006111,RE,1000,10,00,CUS000072,20230111,30607.46,EUR
100,8000006112,ZOR,1000,10,00,CUS000064,20250604,102079.23,EUR
100,8000006113,OR,1000,10,00,CUS000109,20221224,153955.15,EUR
100,8000006114,ZOR,1000,10,00,CUS000176,20240317,5446.27,EUR
100,8000006115,ZOR,1000,10,00,CUS000050,20241008,99417.02,EUR
100,8000006116,ZOR,1000,10,00,CUS000165,20220618,65667.57,EUR
100,8000006117,ZOR,1000,10,00,CUS000001,20240409,107825.62,EUR
100,8000006118,RE,1000,10,00,CUS000119,20220808,51724.35,EUR
100,8000006119,ZOR,1000,10,00,CUS000143,20230423,59169.96,EUR
100,8000006120,OR,1000,10,00,CUS000004,20230509,126145.23,EUR
100,8000006121,OR,1000,10,00,CUS000182,20220630,126110.0,EUR
100,8000006122,OR,1000,10,00,CUS000034,20220702,63191.06,EUR
100,8000006123,ZOR,1000,10,00,CUS000186,20230222,107241.36,EUR
100,8000006124,RE,1000,10,00,CUS000073,20241115,105272.27,EUR
100,8000006125,OR,1000,10,00,CUS000154,20250624,35219.12,EUR
100,8000006126,OR,1000,10,00,CUS000192,20230422,22412.2,EUR
100,8000006127,ZOR,1000,10,00,CUS000041,20220813,85389.77,EUR
100,8000006128,OR,1000,10,00,CUS000119,20250601,106230.26,EUR
100,8000006129,OR,1000,10,00,CUS000091,20240710,5842.17,EUR
100,8000006130,RE,1000,10,00,CUS000031,20220502,129636.64,EUR
100,8000006131,OR,1000,10,00,CUS000200,20230416,144433.6,EUR
100,8000006132,OR,1000,10,00,CUS000074,20230118,7757.75,EUR
100,8000006133,ZOR,1000,10,00,CUS000076,20240420,220650.79,EUR
100,8000006134,RE,1000,10,00,CUS000026,20250923,88321.91,EUR
100,8000006135,ZOR,1000,10,00,CUS000129,20230915,95132.04,EUR
100,8000006136,OR,1000,10,00,CUS000006,20240518,83165.94,EUR
100,8000006137,RE,1000,10,00,CUS000119,20220707,24115.92,EUR
100,8000006138,RE,1000,10,00,CUS000131,20240911,22374.87,EUR
100,8000006139,ZOR,1000,10,00,CUS000025,20230417,112598.68,EUR
100,8000006140,OR,1000,10,00,CUS000100,20230115,56100.05,EUR
100,8000006141,RE,1000,10,00,CUS000144,20231222,70138.92,EUR
100,8000006142,ZOR,1000,10,00,CUS000196,20230514,113828.76,EUR
100,8000006143,ZOR,1000,10,00,CUS000107,20230707,170036.48,EUR
100,8000006144,OR,1000,10,00,CUS000098,20250112,75760.0,EUR
100,8000006145,ZOR,1000,10,00,CUS000121,20240505,65329.46,EUR
100,8000006146,ZOR,1000,10,00,CUS000044,20241120,202113.16,EUR
100,8000006147,ZOR,1000,10,00,CUS000013,20230929,87433.72,EUR
100,8000006148,OR,1000,10,00,CUS000163,20230720,133124.92,EUR
100,8000006149,ZOR,1000,10,00,CUS000042,20231211,51233.04,EUR
100,8000006150,ZOR,1000,10,00,CUS000139,20240218,62325.4,EUR
100,8000006151,RE,1000,10,00,CUS000162,20250501,35786.4,EUR
100,8000006152,OR,1000,10,00,CUS000135,20240316,94569.83,EUR
100,8000006153,RE,1000,10,00,CUS000055,20250213,99287.74,EUR
100,8000006154,ZOR,1000,10,00,CUS000040,20240821,110888.08,EUR
100,8000006155,OR,1000,10,00,CUS000008,20220915,62259.06,EUR
100,8000006156,RE,1000,10,00,CUS000092,20240624,85239.65,EUR
100,8000006157,ZOR,1000,10,00,CUS000154,20221211,90752.6,EUR
100,8000006158,ZOR,1000,10,00,CUS000066,20231215,163004.4,EUR
100,8000006159,OR,1000,10,00,CUS000062,20240320,21918.12,EUR
100,8000006160,OR,1000,10,00,CUS000051,20220313,141942.5,EUR
100,8000006161,ZOR,1000,10,00,CUS000186,20220716,84393.63,EUR
100,8000006162,OR,1000,10,00,CUS000035,20230715,70075.52,EUR
100,8000006163,ZOR,1000,10,00,CUS000053,20251227,51519.51,EUR
100,8000006164,ZOR,1000,10,00,CUS000129,20220922,176804.0,EUR
100,8000006165,ZOR,1000,10,00,CUS000166,20240119,52707.6,EUR
100,8000006166,ZOR,1000,10,00,CUS000089,20230914,24330.91,EUR
100,8000006167,RE,1000,10,00,CUS000083,20240602,23679.1,EUR
100,8000006168,ZOR,1000,10,00,CUS000152,20221225,241970.42,EUR
100,8000006169,ZOR,1000,10,00,CUS000188,20250531,56.49,EUR
100,8000006170,OR,1000,10,00,CUS000093,20240925,2732.49,EUR
100,8000006171,OR,1000,10,00,CUS000104,20250228,73307.19,EUR
100,8000006172,OR,1000,10,00,CUS000106,20240505,87661.55,EUR
100,8000006173,ZOR,1000,10,00,CUS000148,20251006,108336.12,EUR
100,8000006174,ZOR,1000,10,00,CUS000099,20250913,149495.25,EUR
100,8000006175,RE,1000,10,00,CUS000177,20230711,24609.24,EUR
100,8000006176,RE,1000,10,00,CUS000161,20240913,252784.14,EUR
100,8000006177,RE,1000,10,00,CUS000191,20230101,78588.03,EUR
