MANDT,BUKRS,HKONT,AUGDT,AUGBL,GJAHR,BELNR,DMBTR,WAERS
100,2000,100011,20220104,0010000411,2024,0010000411,1850.86,EUR
100,1000,100012,20221206,0010000412,2023,0010000412,4315.74,EUR
100,2000,100013,20230119,0010000413,2024,0010000413,3537.65,EUR
100,1000,100014,20240702,0010000414,2023,0010000414,1755.66,EUR
100,2000,100015,20220915,0010000415,2024,0010000415,1931.87,EUR
100,1000,100016,20241031,0010000416,2023,0010000416,3286.94,EUR
100,2000,100017,20220520,0010000417,2024,0010000417,1927.74,EUR
100,1000,100018,20230816,0010000418,2023,0010000418,1063.76,EUR
100,2000,100019,20241009,0010000419,2024,0010000419,2403.16,EUR
100,1000,100020,20240807,0010000420,2023,0010000420,400.86,EUR
100,2000,100021,20230314,0010000421,2024,0010000421,1697.26,EUR
100,1000,100022,20220706,0010000422,2023,0010000422,774.86,EUR
100,2000,100023,20231209,0010000423,2024,0010000423,2173.03,EUR
100,1000,100024,20220104,0010000424,2023,0010000424,518.06,EUR
100,2000,100025,20231218,0010000425,2024,0010000425,4689.24,EUR
100,1000,100026,20241016,0010000426,2023,0010000426,4078.49,EUR
100,2000,100027,20221020,0010000427,2024,0010000427,1248.18,EUR
100,1000,100028,20231224,0010000428,2023,0010000428,106.88,EUR
100,2000,100029,20240423,0010000429,2024,0010000429,3978.07,EUR
100,1000,100030,20230901,0010000430,2023,0010000430,3110.74,EUR
100,2000,100031,20220709,0010000431,2024,0010000431,4608.24,EUR
100,1000,100032,20240105,0010000432,2023,0010000432,4528.0,EUR
100,2000,100033,20220105,0010000433,2024,0010000433,833.36,EUR
100,1000,100034,20231125,0010000434,2023,0010000434,1988.39,EUR
100,2000,100035,20241124,0010000435,2024,0010000435,3587.29,EUR
100,1000,100036,20230304,0010000436,2023,0010000436,4897.77,EUR
100,2000,100037,20220312,0010000437,2024,0010000437,274.43,EUR
100,1000,100038,20231016,0010000438,2023,0010000438,2968.33,EUR
100,2000,100039,20240911,0010000439,2024,0010000439,2571.06,EUR
100,1000,100040,20240718,0010000440,2023,0010000440,4826.71,EUR
100,2000,100041,20220413,0010000441,2024,0010000441,2244.74,EUR
100,1000,100042,20231002,0010000442,2023,0010000442,3711.97,EUR
100,2000,100043,20230103,0010000443,2024,0010000443,914.87,EUR
100,1000,100044,20240110,0010000444,2023,0010000444,374.55,EUR
100,2000,100045,20220328,0010000445,2024,0010000445,1317.95,EUR
100,1000,100046,20230418,0010000446,2023,0010000446,3421.34,EUR
100,2000,100047,20220810,0010000447,2024,0010000447,1214.69,EUR
100,1000,100048,20241022,0010000448,2023,0010000448,1894.32,EUR
100,2000,100049,20220213,0010000449,2024,0010000449,2750.59,EUR
100,1000,100050,20240204,0010000450,2023,0010000450,3054.94,EUR
100,2000,100051,20230605,0010000451,2024,0010000451,855.25,EUR
100,1000,100052,20220602,0010000452,2023,0010000452,3615.45,EUR
100,2000,100053,20230619,0010000453,2024,0010000453,3802.97,EUR
100,1000,100054,20231125,0010000454,2023,0010000454,2597.93,EUR
100,2000,100055,20240214,0010000455,2024,0010000455,427.19,EUR
100,1000,100056,20230822,0010000456,2023,0010000456,3088.4,EUR
100,2000,100057,20230206,0010000457,2024,0010000457,1851.63,EUR
100,1000,100058,20220517,0010000458,2023,0010000458,2947.02,EUR
100,2000,100059,20230903,0010000459,2024,0010000459,2050.13,EUR
100,1000,100060,20231103,0010000460,2023,0010000460,1946.61,EUR
100,2000,100061,20241128,0010000461,2024,0010000461,2692.07,EUR
100,1000,100062,20231112,0010000462,2023,0010000462,2296.18,EUR
100,2000,100063,20230918,0010000463,2024,0010000463,2098.26,EUR
100,1000,100064,20220811,0010000464,2023,0010000464,4050.47,EUR
100,2000,100065,20240512,0010000465,2024,0010000465,1714.47,EUR
100,1000,100066,20240208,0010000466,2023,0010000466,2854.7,EUR
100,2000,100067,20240521,0010000467,2024,0010000467,2604.9,EUR
100,1000,100068,20220706,0010000468,2023,0010000468,4054.15,EUR
100,2000,100069,20240430,0010000469,2024,0010000469,118.5,EUR
100,1000,100070,20220906,0010000470,2023,0010000470,1555.98,EUR
100,2000,100071,20240713,0010000471,2024,0010000471,859.61,EUR
100,1000,100072,20220817,0010000472,2023,0010000472,2764.71,EUR
100,2000,100073,20230606,0010000473,2024,0010000473,1297.81,EUR
100,1000,100074,20220926,0010000474,2023,0010000474,1895.1,EUR
100,2000,100075,20220815,0010000475,2024,0010000475,4097.08,EUR
100,1000,100076,20230807,0010000476,2023,0010000476,1784.3,EUR
100,2000,100077,20241109,0010000477,2024,0010000477,3803.63,EUR
100,1000,100078,20220722,0010000478,2023,0010000478,691.38,EUR
100,2000,100079,20231020,0010000479,2024,0010000479,4354.95,EUR
100,1000,100080,20230410,0010000480,2023,0010000480,1935.3,EUR
100,2000,100081,20220719,0010000481,2024,0010000481,896.39,EUR
100,1000,100082,20220620,0010000482,2023,0010000482,539.27,EUR
100,2000,100083,20240607,0010000483,2024,0010000483,4307.15,EUR
100,1000,100084,20240429,0010000484,2023,0010000484,2762.16,EUR
100,2000,100085,20230216,0010000485,2024,0010000485,1764.28,EUR
100,1000,100086,20240211,0010000486,2023,0010000486,2818.16,EUR
100,2000,100087,20240216,0010000487,2024,0010000487,1343.86,EUR
100,1000,100088,20230816,0010000488,2023,0010000488,4847.46,EUR
100,2000,100089,20240907,0010000489,2024,0010000489,152.98,EUR
100,1000,100090,20240823,0010000490,2023,0010000490,3417.58,EUR
100,2000,100091,20230112,0010000491,2024,0010000491,3749.06,EUR
100,1000,100092,20230122,0010000492,2023,0010000492,994.33,EUR
100,2000,100093,20220419,0010000493,2024,0010000493,3903.48,EUR
100,1000,100094,20240113,0010000494,2023,0010000494,2168.63,EUR
100,2000,100095,20221111,0010000495,2024,0010000495,4037.67,EUR
100,1000,100096,20220219,0010000496,2023,0010000496,2369.97,EUR
100,2000,100097,20240730,0010000497,2024,0010000497,3036.52,EUR
100,1000,100098,20221209,0010000498,2023,0010000498,4405.91,EUR
100,2000,100099,20221108,0010000499,2024,0010000499,1670.08,EUR
100,1000,100000,20230906,0010000500,2023,0010000500,4811.68,EUR
100,2000,100001,20240117,0010000501,2024,0010000501,3517.31,EUR
100,1000,100002,20241215,0010000502,2023,0010000502,1026.67,EUR
100,2000,100003,20220208,0010000503,2024,0010000503,519.59,EUR
100,1000,100004,20230715,0010000504,2023,0010000504,999.41,EUR
100,2000,100005,20220527,0010000505,2024,0010000505,3597.25,EUR
100,1000,100006,20231229,0010000506,2023,0010000506,2544.88,EUR
100,2000,100007,20240525,0010000507,2024,0010000507,377.04,EUR
100,1000,100008,20230625,0010000508,2023,0010000508,4203.17,EUR
100,2000,100009,20220416,0010000509,2024,0010000509,3839.71,EUR
100,1000,100010,20220915,0010000510,2023,0010000510,3805.92,EUR
100,2000,100011,20230801,0010000511,2024,0010000511,1857.86,EUR
100,1000,100012,20230127,0010000512,2023,0010000512,4036.16,EUR
100,2000,100013,20220508,0010000513,2024,0010000513,407.87,EUR
100,1000,100014,20240520,0010000514,2023,0010000514,2431.92,EUR
100,2000,100015,20220808,0010000515,2024,0010000515,2618.1,EUR
100,1000,100016,20220328,0010000516,2023,0010000516,3592.69,EUR
100,2000,100017,20221005,0010000517,2024,0010000517,4290.74,EUR
100,1000,100018,20240315,0010000518,2023,0010000518,1315.15,EUR
100,2000,100019,20220629,0010000519,2024,0010000519,391.29,EUR
100,1000,100020,20220830,0010000520,2023,0010000520,2337.7,EUR
100,2000,100021,20230829,0010000521,2024,0010000521,2191.21,EUR
100,1000,100022,20240521,0010000522,2023,0010000522,4712.05,EUR
100,2000,100023,20230819,0010000523,2024,0010000523,4414.38,EUR
100,1000,100024,20240719,0010000524,2023,0010000524,3207.39,EUR
100,2000,100025,20220916,0010000525,2024,0010000525,994.83,EUR
100,1000,100026,20241102,0010000526,2023,0010000526,288.63,EUR
100,2000,100027,20241110,0010000527,2024,0010000527,500.44,EUR
100,1000,100028,20240802,0010000528,2023,0010000528,108.64,EUR
100,2000,100029,20220517,0010000529,2024,0010000529,1202.1,EUR
100,1000,100030,20241206,0010000530,2023,0010000530,338.22,EUR
100,2000,100031,20221110,0010000531,2024,0010000531,1621.27,EUR
100,1000,100032,20240202,0010000532,2023,0010000532,3818.98,EUR
100,2000,100033,20230102,0010000533,2024,0010000533,4607.38,EUR
100,1000,100034,20220118,0010000534,2023,0010000534,3889.78,EUR
100,2000,100035,20241004,0010000535,2024,0010000535,3622.53,EUR
100,1000,100036,20220825,0010000536,2023,0010000536,3012.57,EUR
100,2000,100037,20230606,0010000537,2024,0010000537,385.17,EUR
100,1000,100038,20220626,0010000538,2023,0010000538,2344.6,EUR
100,2000,100039,20220805,0010000539,2024,0010000539,4307.03,EUR
100,1000,100040,20220503,0010000540,2023,0010000540,1124.92,EUR
100,2000,100041,20220611,0010000541,2024,0010000541,4222.02,EUR
100,1000,100042,20221203,0010000542,2023,0010000542,2531.35,EUR
100,2000,100043,20220720,0010000543,2024,0010000543,2233.67,EUR
100,1000,100044,20220710,0010000544,2023,0010000544,4529.89,EUR
100,2000,100045,20220721,0010000545,2024,0010000545,3505.99,EUR
100,1000,100046,20220415,0010000546,2023,0010000546,1567.36,EUR
100,2000,100047,20230715,0010000547,2024,0010000547,2634.81,EUR
100,1000,100048,20221119,0010000548,2023,0010000548,1693.18,EUR
100,2000,100049,20240905,0010000549,2024,0010000549,559.86,EUR
100,1000,100050,20240128,0010000550,2023,0010000550,1720.09,EUR
100,2000,100051,20230816,0010000551,2024,0010000551,3066.8,EUR
100,1000,100052,20230804,0010000552,2023,0010000552,2586.61,EUR
100,2000,100053,20240503,0010000553,2024,0010000553,2316.44,EUR
100,1000,100054,20241210,0010000554,2023,0010000554,1950.19,EUR
100,2000,100055,20220401,0010000555,2024,0010000555,2989.34,EUR
100,1000,100056,20231214,0010000556,2023,0010000556,1220.38,EUR
100,2000,100057,20240927,0010000557,2024,0010000557,410.19,EUR
100,1000,100058,20220224,0010000558,2023,0010000558,3764.89,EUR
100,2000,100059,20240516,0010000559,2024,0010000559,2004.29,EUR
100,1000,100060,20220702,0010000560,2023,0010000560,3976.28,EUR
100,2000,100061,20220429,0010000561,2024,0010000561,3828.13,EUR
100,1000,100062,20221018,0010000562,2023,0010000562,851.35,EUR
100,2000,100063,20220210,0010000563,2024,0010000563,2883.81,EUR
100,1000,100064,20230708,0010000564,2023,0010000564,814.54,EUR
100,2000,100065,20230624,0010000565,2024,0010000565,727.24,EUR
100,1000,100066,20230614,0010000566,2023,0010000566,2322.05,EUR
100,2000,100067,20230810,0010000567,2024,0010000567,3891.9,EUR
100,1000,100068,20240925,0010000568,2023,0010000568,749.09,EUR
100,2000,100069,20220828,0010000569,2024,0010000569,2395.1,EUR
100,1000,100070,20240815,0010000570,2023,0010000570,2691.72,EUR
100,2000,100071,20230217,0010000571,2024,0010000571,1046.43,EUR
100,1000,100072,20220129,0010000572,2023,0010000572,2695.95,EUR
100,2000,100073,20240523,0010000573,2024,0010000573,2897.8,EUR
100,1000,100074,20220126,0010000574,2023,0010000574,772.09,EUR
100,2000,100075,20221107,0010000575,2024,0010000575,2156.26,EUR
100,1000,100076,20221107,0010000576,2023,0010000576,4954.2,EUR
100,2000,100077,20240320,0010000577,2024,0010000577,1111.56,EUR
100,1000,100078,20240203,0010000578,2023,0010000578,3054.21,EUR
100,2000,100079,20231011,0010000579,2024,0010000579,4676.82,EUR
100,1000,100080,20230622,0010000580,2023,0010000580,3795.12,EUR
100,2000,100081,20220208,0010000581,2024,0010000581,3985.03,EUR
100,1000,100082,20240730,0010000582,2023,0010000582,1363.75,EUR
100,2000,100083,20230923,0010000583,2024,0010000583,1422.83,EUR
100,1000,100084,20231005,0010000584,2023,0010000584,3263.58,EUR
100,2000,100085,20240118,0010000585,2024,0010000585,4705.39,EUR
100,1000,100086,20230211,0010000586,2023,0010000586,669.56,EUR
100,2000,100087,20221028,0010000587,2024,0010000587,2128.19,EUR
100,1000,100088,20220217,0010000588,2023,0010000588,4269.42,EUR
100,2000,100089,20240920,0010000589,2024,0010000589,3018.53,EUR
100,1000,100090,20221006,0010000590,2023,0010000590,4577.04,EUR
100,2000,100091,20240516,0010000591,2024,0010000591,3527.43,EUR
100,1000,100092,20220812,0010000592,2023,0010000592,2967.1,EUR
100,2000,100093,20220705,0010000593,2024,0010000593,120.1,EUR
100,1000,100094,20231003,0010000594,2023,0010000594,4783.14,EUR
100,2000,100095,20220802,0010000595,2024,0010000595,756.34,EUR
100,1000,100096,20240306,0010000596,2023,0010000596,4964.23,EUR
100,2000,100097,20241022,0010000597,2024,0010000597,2128.64,EUR
100,1000,100098,20240926,0010000598,2023,0010000598,2442.49,EUR
100,2000,100099,20230713,0010000599,2024,0010000599,2739.16,EUR
100,1000,100000,20240723,0010000600,2023,0010000600,3660.8,EUR
100,2000,100001,20230713,0010000601,2024,0010000601,3335.99,EUR
100,1000,100002,20230412,0010000602,2023,0010000602,681.92,EUR
100,2000,100003,20241208,0010000603,2024,0010000603,2667.34,EUR
100,1000,100004,20220102,0010000604,2023,0010000604,4798.56,EUR
100,2000,100005,20241025,0010000605,2024,0010000605,2438.49,EUR
100,1000,100006,20220414,0010000606,2023,0010000606,2566.18,EUR
100,2000,100007,20240807,0010000607,2024,0010000607,2106.88,EUR
100,1000,100008,20240628,0010000608,2023,0010000608,1269.26,EUR
100,2000,100009,20220303,0010000609,2024,0010000609,452.1,EUR
100,1000,100010,20230418,0010000610,2023,0010000610,4308.14,EUR
100,2000,100011,20220704,0010000611,2024,0010000611,187.58,EUR
100,1000,100012,20231022,0010000612,2023,0010000612,3752.84,EUR
100,2000,100013,20230921,0010000613,2024,0010000613,2943.6,EUR
100,1000,100014,20240916,0010000614,2023,0010000614,4226.95,EUR
100,2000,100015,20220712,0010000615,2024,0010000615,3379.82,EUR
100,1000,100016,20241108,0010000616,2023,0010000616,2874.01,EUR
100,2000,100017,20220318,0010000617,2024,0010000617,1304.78,EUR
100,1000,100018,20240210,0010000618,2023,0010000618,1225.19,EUR
100,2000,100019,20230114,0010000619,2024,0010000619,3033.38,EUR
100,1000,100020,20220129,0010000620,2023,0010000620,2609.75,EUR
100,2000,100021,20241204,0010000621,2024,0010000621,2424.34,EUR
100,1000,100022,20240925,0010000622,2023,0010000622,130.78,EUR
100,2000,100023,20220321,0010000623,2024,0010000623,106.71,EUR
100,1000,100024,20231221,0010000624,2023,0010000624,497.97,EUR
100,2000,100025,20220329,0010000625,2024,0010000625,3626.8,EUR
100,1000,100026,20231215,0010000626,2023,0010000626,2011.45,EUR
100,2000,100027,20230730,0010000627,2024,0010000627,4136.61,EUR
100,1000,100028,20241007,0010000628,2023,0010000628,534.63,EUR
100,2000,100029,20230806,0010000629,2024,0010000629,276.95,EUR
100,1000,100030,20230713,0010000630,2023,0010000630,3536.22,EUR
100,2000,100031,20230326,0010000631,2024,0010000631,4725.24,EUR
100,1000,100032,20220815,0010000632,2023,0010000632,1866.78,EUR
100,2000,100033,20240116,0010000633,2024,0010000633,2515.36,EUR
100,1000,100034,20240630,0010000634,2023,0010000634,3600.46,EUR
100,2000,100035,20230903,0010000635,2024,0010000635,1798.41,EUR
100,1000,100036,20221210,0010000636,2023,0010000636,667.84,EUR
100,2000,100037,20240315,0010000637,2024,0010000637,3402.77,EUR
100,1000,100038,20220525,0010000638,2023,0010000638,3728.72,EUR
100,2000,100039,20220630,0010000639,2024,0010000639,155.68,EUR
100,1000,100040,20241123,0010000640,2023,0010000640,4236.68,EUR
100,2000,100041,20231218,0010000641,2024,0010000641,3083.67,EUR
100,1000,100042,20220917,0010000642,2023,0010000642,3225.87,EUR
100,2000,100043,20240529,0010000643,2024,0010000643,424.39,EUR
100,1000,100044,20230304,0010000644,2023,0010000644,3917.71,EUR
100,2000,100045,20240903,0010000645,2024,0010000645,160.09,EUR
100,1000,100046,20230708,0010000646,2023,0010000646,4022.8,EUR
100,2000,100047,20220409,0010000647,2024,0010000647,4023.74,EUR
100,1000,100048,20221210,0010000648,2023,0010000648,1895.07,EUR
100,2000,100049,20220129,0010000649,2024,0010000649,2960.91,EUR
100,1000,100050,20230908,0010000650,2023,0010000650,4884.17,EUR
100,2000,100051,20230610,0010000651,2024,0010000651,4765.51,EUR
100,1000,100052,20231213,0010000652,2023,0010000652,2572.14,EUR
100,2000,100053,20230527,0010000653,2024,0010000653,170.57,EUR
100,1000,100054,20240228,0010000654,2023,0010000654,2231.32,EUR
100,2000,100055,20221130,0010000655,2024,0010000655,3441.4,EUR
100,1000,100056,20221230,0010000656,2023,0010000656,3351.53,EUR
100,2000,100057,20230926,0010000657,2024,0010000657,4343.47,EUR
100,1000,100058,20220628,0010000658,2023,0010000658,2776.08,EUR
100,2000,100059,20220805,0010000659,2024,0010000659,4868.26,EUR
100,1000,100060,20231117,0010000660,2023,0010000660,1990.58,EUR
100,2000,100061,20231202,0010000661,2024,0010000661,4030.86,EUR
100,1000,100062,20221024,0010000662,2023,0010000662,914.69,EUR
100,2000,100063,20220123,0010000663,2024,0010000663,146.25,EUR
100,1000,100064,20240617,0010000664,2023,0010000664,2513.05,EUR
100,2000,100065,20230320,0010000665,2024,0010000665,3472.24,EUR
100,1000,100066,20240105,0010000666,2023,0010000666,3097.52,EUR
100,2000,100067,20220531,0010000667,2024,0010000667,3814.9,EUR
100,1000,100068,20230822,0010000668,2023,0010000668,1186.83,EUR
100,2000,100069,20231223,0010000669,2024,0010000669,3687.24,EUR
100,1000,100070,20220221,0010000670,2023,0010000670,4463.21,EUR
100,2000,100071,20231113,0010000671,2024,0010000671,4456.89,EUR
100,1000,100072,20230111,0010000672,2023,0010000672,281.02,EUR
100,2000,100073,20220610,0010000673,2024,0010000673,2284.07,EUR
100,1000,100074,20240403,0010000674,2023,0010000674,2328.46,EUR
100,2000,100075,20240329,0010000675,2024,0010000675,3986.33,EUR
100,1000,100076,20230802,0010000676,2023,0010000676,4230.09,EUR
100,2000,100077,20230804,0010000677,2024,0010000677,2136.5,EUR
100,1000,100078,20231223,0010000678,2023,0010000678,1000.37,EUR
100,2000,100079,20241127,0010000679,2024,0010000679,4459.46,EUR
100,1000,100080,20231125,0010000680,2023,0010000680,4191.06,EUR
100,2000,100081,20240522,0010000681,2024,0010000681,703.86,EUR
100,1000,100082,20221219,0010000682,2023,0010000682,2703.58,EUR
100,2000,100083,20230506,0010000683,2024,0010000683,3930.76,EUR
100,1000,100084,20220427,0010000684,2023,0010000684,3549.14,EUR
100,2000,100085,20230524,0010000685,2024,0010000685,1120.35,EUR
100,1000,100086,20231215,0010000686,2023,0010000686,2076.8,EUR
100,2000,100087,20220113,0010000687,2024,0010000687,1364.85,EUR
100,1000,100088,20230418,0010000688,2023,0010000688,1266.45,EUR
100,2000,100089,20230826,0010000689,2024,0010000689,2115.77,EUR
100,1000,100090,20220326,0010000690,2023,0010000690,4106.56,EUR
100,2000,100091,20230919,0010000691,2024,0010000691,462.87,EUR
100,1000,100092,20230830,0010000692,2023,0010000692,4828.66,EUR
100,2000,100093,20231128,0010000693,2024,0010000693,2831.18,EUR
100,1000,100094,20220613,0010000694,2023,0010000694,890.94,EUR
100,2000,100095,20230423,0010000695,2024,0010000695,3923.71,EUR
100,1000,100096,20220825,0010000696,2023,0010000696,231.69,EUR
100,2000,100097,20231124,0010000697,2024,0010000697,810.87,EUR
100,1000,100098,20220615,0010000698,2023,0010000698,2894.16,EUR
100,2000,100099,20220227,0010000699,2024,0010000699,887.99,EUR
100,1000,100000,20220410,0010000700,2023,0010000700,3029.18,EUR
100,2000,100001,20240418,0010000701,2024,0010000701,2471.25,EUR
100,1000,100002,20221031,0010000702,2023,0010000702,3643.24,EUR
100,2000,100003,20240321,0010000703,2024,0010000703,3384.95,EUR
100,1000,100004,20221229,0010000704,2023,0010000704,3107.08,EUR
100,2000,100005,20241104,0010000705,2024,0010000705,3764.57,EUR
100,1000,100006,20240629,0010000706,2023,0010000706,136.19,EUR
100,2000,100007,20240112,0010000707,2024,0010000707,4652.64,EUR
100,1000,100008,20230803,0010000708,2023,0010000708,2574.31,EUR
100,2000,100009,20240114,0010000709,2024,0010000709,4354.44,EUR
100,1000,100010,20221029,0010000710,2023,0010000710,2624.11,EUR
100,2000,100011,20220501,0010000711,2024,0010000711,4861.97,EUR
100,1000,100012,20240623,0010000712,2023,0010000712,2468.83,EUR
100,2000,100013,20221226,0010000713,2024,0010000713,843.09,EUR
100,1000,100014,20220505,0010000714,2023,0010000714,3517.95,EUR
100,2000,100015,20220620,0010000715,2024,0010000715,762.57,EUR
100,1000,100016,20240312,0010000716,2023,0010000716,3464.67,EUR
100,2000,100017,20230228,0010000717,2024,0010000717,945.89,EUR
100,1000,100018,20230624,0010000718,2023,0010000718,2362.99,EUR
100,2000,100019,20220512,0010000719,2024,0010000719,2824.29,EUR
100,1000,100020,20220523,0010000720,2023,0010000720,4781.8,EUR
100,2000,100021,20240502,0010000721,2024,0010000721,2176.29,EUR
100,1000,100022,20240729,0010000722,2023,0010000722,1878.95,EUR
100,2000,100023,20220331,0010000723,2024,0010000723,3105.1,EUR
100,1000,100024,20240928,0010000724,2023,0010000724,1731.37,EUR
100,2000,100025,20240915,0010000725,2024,0010000725,4414.6,EUR
100,1000,100026,20241214,0010000726,2023,0010000726,984.0,EUR
100,2000,100027,20230312,0010000727,2024,0010000727,1901.75,EUR
100,1000,100028,20240711,0010000728,2023,0010000728,1166.4,EUR
100,2000,100029,20241219,0010000729,2024,0010000729,2946.98,EUR
100,1000,100030,20240331,0010000730,2023,0010000730,661.18,EUR
100,2000,100031,20240601,0010000731,2024,0010000731,3632.83,EUR
100,1000,100032,20240225,0010000732,2023,0010000732,2343.1,EUR
100,2000,100033,20221007,0010000733,2024,0010000733,834.01,EUR
100,1000,100034,20221212,0010000734,2023,0010000734,919.33,EUR
100,2000,100035,20230705,0010000735,2024,0010000735,3177.02,EUR
100,1000,100036,20230607,0010000736,2023,0010000736,2261.71,EUR
100,2000,100037,20230515,0010000737,2024,0010000737,1718.88,EUR
100,1000,100038,20221010,0010000738,2023,0010000738,4529.12,EUR
100,2000,100039,20220821,0010000739,2024,0010000739,4391.94,EUR
100,1000,100040,20220503,0010000740,2023,0010000740,3353.08,EUR
100,2000,100041,20240919,0010000741,2024,0010000741,618.0,EUR
100,1000,100042,20231225,0010000742,2023,0010000742,2485.82,EUR
100,2000,100043,20221011,0010000743,2024,0010000743,1576.57,EUR
100,1000,100044,20230918,0010000744,2023,0010000744,1425.6,EUR
100,2000,100045,20221112,0010000745,2024,0010000745,3211.76,EUR
100,1000,100046,20221127,0010000746,2023,0010000746,281.07,EUR
100,2000,100047,20240112,0010000747,2024,0010000747,3573.41,EUR
100,1000,100048,20240129,0010000748,2023,0010000748,2166.99,EUR
100,2000,100049,20220311,0010000749,2024,0010000749,1998.99,EUR
100,1000,100050,20240625,0010000750,2023,0010000750,4402.0,EUR
100,2000,100051,20220530,0010000751,2024,0010000751,4258.9,EUR
100,1000,100052,20240620,0010000752,2023,0010000752,3738.0,EUR
100,2000,100053,20220408,0010000753,2024,0010000753,2543.15,EUR
100,1000,100054,20230328,0010000754,2023,0010000754,3550.36,EUR
100,2000,100055,20240509,0010000755,2024,0010000755,838.72,EUR
100,1000,100056,20230415,0010000756,2023,0010000756,1314.68,EUR
100,2000,100057,20220625,0010000757,2024,0010000757,475.91,EUR
100,1000,100058,20241222,0010000758,2023,0010000758,1565.78,EUR
100,2000,100059,20220717,0010000759,2024,0010000759,1039.73,EUR
100,1000,100060,20220222,0010000760,2023,0010000760,3354.93,EUR
100,2000,100061,20231012,0010000761,2024,0010000761,3727.72,EUR
100,1000,100062,20241209,0010000762,2023,0010000762,637.66,EUR
100,2000,100063,20221111,0010000763,2024,0010000763,844.52,EUR
100,1000,100064,20240829,0010000764,2023,0010000764,1626.42,EUR
100,2000,100065,20231211,0010000765,2024,0010000765,3211.65,EUR
100,1000,100066,20230706,0010000766,2023,0010000766,2023.85,EUR
100,2000,100067,20240830,0010000767,2024,0010000767,639.65,EUR
100,1000,100068,20220628,0010000768,2023,0010000768,2185.02,EUR
100,2000,100069,20240611,0010000769,2024,0010000769,4565.97,EUR
100,1000,100070,20240711,0010000770,2023,0010000770,2352.28,EUR
100,2000,100071,20231026,0010000771,2024,0010000771,4003.45,EUR
100,1000,100072,20230124,0010000772,2023,0010000772,4809.7,EUR
100,2000,100073,20241009,0010000773,2024,0010000773,1038.84,EUR
100,1000,100074,20220514,0010000774,2023,0010000774,3958.8,EUR
100,2000,100075,20240302,0010000775,2024,0010000775,862.12,EUR
100,1000,100076,20220224,0010000776,2023,0010000776,4367.56,EUR
100,2000,100077,20231112,0010000777,2024,0010000777,4448.04,EUR
100,1000,100078,20240414,0010000778,2023,0010000778,4915.19,EUR
100,2000,100079,20241205,0010000779,2024,0010000779,1552.26,EUR
100,1000,100080,20241016,0010000780,2023,0010000780,3193.3,EUR
100,2000,100081,20221227,0010000781,2024,0010000781,2075.59,EUR
100,1000,100082,20240521,0010000782,2023,0010000782,1072.83,EUR
100,2000,100083,20240226,0010000783,2024,0010000783,2146.18,EUR
100,1000,100084,20220131,0010000784,2023,0010000784,885.21,EUR
100,2000,100085,20230701,0010000785,2024,0010000785,176.58,EUR
100,1000,100086,20221007,0010000786,2023,0010000786,620.64,EUR
100,2000,100087,20240109,0010000787,2024,0010000787,4696.79,EUR
100,1000,100088,20221216,0010000788,2023,0010000788,1742.37,EUR
100,2000,100089,20240908,0010000789,2024,0010000789,481.72,EUR
100,1000,100090,20230324,0010000790,2023,0010000790,2075.87,EUR
100,2000,100091,20231010,0010000791,2024,0010000791,1679.89,EUR
100,1000,100092,20231221,0010000792,2023,0010000792,585.79,EUR
100,2000,100093,20221006,0010000793,2024,0010000793,2902.89,EUR
100,1000,100094,20220507,0010000794,2023,0010000794,4787.87,EUR
100,2000,100095,20220116,0010000795,2024,0010000795,3595.83,EUR
100,1000,100096,20230630,0010000796,2023,0010000796,1758.22,EUR
100,2000,100097,20220317,0010000797,2024,0010000797,4576.18,EUR
100,1000,100098,20230329,0010000798,2023,0010000798,2563.97,EUR
100,2000,100099,20240829,0010000799,2024,0010000799,1261.89,EUR
100,1000,100000,20220212,0010000800,2023,0010000800,1424.51,EUR
100,2000,100001,20220624,0010000801,2024,0010000801,2231.82,EUR
100,1000,100002,20231219,0010000802,2023,0010000802,4570.99,EUR
100,2000,100003,20241225,0010000803,2024,0010000803,4860.32,EUR
100,1000,100004,20231211,0010000804,2023,0010000804,3342.28,EUR
100,2000,100005,20241207,0010000805,2024,0010000805,3587.01,EUR
100,1000,100006,20240313,0010000806,2023,0010000806,3978.83,EUR
100,2000,100007,20230327,0010000807,2024,0010000807,325.35,EUR
100,1000,100008,20240109,0010000808,2023,0010000808,3853.72,EUR
100,2000,100009,20230802,0010000809,2024,0010000809,4376.63,EUR
100,1000,100010,20220826,0010000810,2023,0010000810,1840.28,EUR
100,2000,100011,20240505,0010000811,2024,0010000811,4062.77,EUR
100,1000,100012,20220523,0010000812,2023,0010000812,4903.54,EUR
100,2000,100013,20241213,0010000813,2024,0010000813,2079.2,EUR
100,1000,100014,20220804,0010000814,2023,0010000814,4689.49,EUR
100,2000,100015,20220804,0010000815,2024,0010000815,4182.64,EUR
100,1000,100016,20220626,0010000816,2023,0010000816,787.92,EUR
100,2000,100017,20240527,0010000817,2024,0010000817,384.41,EUR
100,1000,100018,20240617,0010000818,2023,0010000818,1869.56,EUR
100,2000,100019,20240416,0010000819,2024,0010000819,1250.13,EUR
100,1000,100020,20220110,0010000820,2023,0010000820,2875.81,EUR
100,2000,100021,20241008,0010000821,2024,0010000821,1096.68,EUR
100,1000,100022,20240308,0010000822,2023,0010000822,1195.23,EUR
