MANDT,VBELN,FKART,KUNNR,FKDAT,NETWR,WAERK
100,9000002307,F2,CUS000039,20230608,125398.38,EUR
100,9000002308,F2,CUS000172,20241112,46895.94,EUR
100,9000002309,F2,CUS000090,20221108,83394.1,EUR
100,9000002310,F2,CUS000073,20230908,296903.4,EUR
100,9000002311,F2,CUS000013,20220519,49863.6,EUR
100,9000002312,F2,CUS000007,20240516,150251.45,EUR
100,9000002313,F2,CUS000192,20221224,40273.07,EUR
100,9000002314,F2,CUS000139,20231019,4967.18,EUR
100,9000002315,F2,CUS000014,20240909,155418.81,EUR
100,9000002316,F2,CUS000056,20220214,166585.88,EUR
100,9000002317,F2,CUS000179,20230314,84887.88,EUR
100,9000002318,F2,CUS000173,20241022,118810.25,EUR
100,9000002319,F2,CUS000151,20240726,115454.13,EUR
100,9000002320,F2,CUS000084,20241023,91745.64,EUR
100,9000002321,F2,CUS000013,20251016,127244.11,EUR
100,9000002322,F2,CUS000010,20231218,136561.22,EUR
100,9000002323,F2,CUS000041,20251231,190667.38,EUR
100,9000002324,F2,CUS000120,20250831,54654.14,EUR
100,9000002325,F2,CUS000143,20230728,19341.04,EUR
100,9000002327,F2,CUS000077,20250816,88874.74,EUR
100,9000002328,F2,CUS000065,20230403,127873.61,EUR
100,9000002329,F2,CUS000038,20250301,89276.51,EUR
100,9000002330,F2,CUS000037,20230426,175566.13,EUR
100,9000002331,F2,CUS000091,20240222,14409.06,EUR
100,9000002332,F2,CUS000084,20220224,46072.84,EUR
100,9000002333,F2,CUS000195,20230917,12883.26,EUR
100,9000002334,F2,CUS000186,20230201,48597.82,EUR
100,9000002335,F2,CUS000119,20240101,203303.12,EUR
100,9000002336,F2,CUS000177,20240902,86915.47,EUR
100,9000002337,F2,CUS000056,20240323,12326.52,EUR
100,9000002338,F2,CUS000175,20230706,197891.88,EUR
100,9000002339,F2,CUS000200,20230808,63687.78,EUR
100,9000002340,F2,CUS000105,20221204,97014.18,EUR
100,9000002341,F2,CUS000197,20220306,35919.55,EUR
100,9000002342,F2,CUS000148,20230605,45637.46,EUR
100,9000002343,F2,CUS000194,20241011,77388.22,EUR
100,9000002344,F2,CUS000123,20241221,105675.28,EUR
100,9000002345,F2,CUS000117,20230630,230960.43,EUR
100,9000002347,F2,CUS000153,20240828,67115.79,EUR
100,9000002348,F2,CUS000133,20220927,5039.32,EUR
100,9000002349,F2,CUS000144,20221009,14622.4,EUR
100,9000002350,F2,CUS000051,20230103,123990.54,EUR
100,9000002351,F2,CUS000184,20240812,159023.92,EUR
100,9000002352,F2,CUS000047,20231028,55746.36,EUR
100,9000002353,F2,CUS000028,20250716,21513.8,EUR
100,9000002354,F2,CUS000038,20240424,117321.85,EUR
100,9000002355,F2,CUS000129,20241118,280418.75,EUR
100,9000002356,F2,CUS000137,20260113,182416.56,EUR
100,9000002357,F2,CUS000188,20240821,87616.88,EUR
100,9000002358,F2,CUS000004,20221029,69153.28,EUR
100,9000002359,F2,CUS000065,20250713,6873.57,EUR
100,9000002361,F2,CUS000015,20230717,66647.01,EUR
100,9000002362,F2,CUS000034,20250408,38744.55,EUR
100,9000002363,F2,CUS000065,20220315,117013.38,EUR
100,9000002364,F2,CUS000038,20251117,43367.64,EUR
100,9000002365,F2,CUS000108,20240630,174252.07,EUR
100,9000002366,F2,CUS000098,20231203,73818.85,EUR
100,9000002367,F2,CUS000147,20220319,93322.84,EUR
100,9000002368,F2,CUS000052,20230309,253915.37,EUR
100,9000002369,F2,CUS000172,20220930,137934.25,EUR
100,9000002370,F2,CUS000086,20250730,165537.75,EUR
100,9000002371,F2,CUS000154,20221125,5374.2,EUR
100,9000002372,F2,CUS000089,20240704,19673.91,EUR
100,9000002373,F2,CUS000150,20220711,151302.26,EUR
100,9000002374,F2,CUS000037,20230521,115247.49,EUR
100,9000002375,F2,CUS000019,20240328,52762.44,EUR
100,9000002376,F2,CUS000135,20251005,86859.36,EUR
100,9000002377,F2,CUS000193,20251026,38640.0,EUR
100,9000002378,F2,CUS000070,20240704,62934.5,EUR
100,9000002379,F2,CUS000077,20240421,113158.74,EUR
100,9000002380,F2,CUS000054,20241228,131763.74,EUR
100,9000002381,F2,CUS000089,20240815,14528.85,EUR
100,9000002382,F2,CUS000097,20220321,187770.05,EUR
100,9000002383,F2,CUS000005,20221018,69818.08,EUR
100,9000002384,F2,CUS000155,20240112,122747.44,EUR
100,9000002385,F2,CUS000064,20241121,56183.84,EUR
100,9000002386,F2,CUS000012,20251007,23445.0,EUR
100,9000002387,F2,CUS000169,20240620,160568.2,EUR
100,9000002388,F2,CUS000073,20251220,150117.64,EUR
100,9000002389,F2,CUS000166,20250311,271.58,EUR
100,9000002390,F2,CUS000110,20241025,194506.8,EUR
100,9000002391,F2,CUS000154,20240801,48496.28,EUR
100,9000002392,F2,CUS000101,20250914,115079.42,EUR
100,9000002393,F2,CUS000120,20240214,135521.04,EUR
100,9000002394,F2,CUS000199,20250726,133424.2,EUR
100,9000002395,F2,CUS000028,20240617,218047.18,EUR
100,9000002396,F2,CUS000145,20220523,24626.1,EUR
100,9000002397,F2,CUS000031,20240806,254132.8,EUR
100,9000002398,F2,CUS000137,20240413,142763.02,EUR
100,9000002399,F2,CUS000072,20220314,142478.09,EUR
100,9000002400,F2,CUS000162,20251025,135666.8,EUR
100,9000002401,F2,CUS000155,20230512,164665.08,EUR
100,9000002402,F2,CUS000122,20251009,170447.14,EUR
100,9000002403,F2,CUS000144,20220703,99880.92,EUR
100,9000002404,F2,CUS000086,20240313,215382.08,EUR
100,9000002405,F2,CUS000147,20231223,126589.39,EUR
100,9000002406,F2,CUS000124,20260108,17619.36,EUR
100,9000002408,F2,CUS000092,20251122,97596.98,EUR
100,9000002409,F2,CUS000111,20251227,234102.39,EUR
100,9000002410,F2,CUS000021,20230830,57280.08,EUR
100,9000002411,F2,CUS000196,20220219,103435.51,EUR
100,9000002412,F2,CUS000037,20240809,161543.6,EUR
100,9000002413,F2,CUS000073,20240612,23143.67,EUR
100,9000002414,F2,CUS000197,20230606,108916.82,EUR
100,9000002415,F2,CUS000184,20240213,127853.21,EUR
100,9000002416,F2,CUS000144,20220212,88233.97,EUR
100,9000002417,F2,CUS000039,20240529,103956.14,EUR
100,9000002418,F2,CUS000024,20230308,23151.73,EUR
100,9000002419,F2,CUS000097,20251203,40067.0,EUR
100,9000002420,F2,CUS000125,20230905,144553.97,EUR
100,9000002421,F2,CUS000057,20250325,122139.77,EUR
100,9000002422,F2,CUS000129,20220912,64460.76,EUR
100,9000002423,F2,CUS000067,20241208,34420.61,EUR
100,9000002424,F2,CUS000001,20230926,69606.26,EUR
100,9000002426,F2,CUS000110,20240114,140828.26,EUR
100,9000002427,F2,CUS000048,20220121,47452.55,EUR
100,9000002428,F2,CUS000006,20220617,2099.02,EUR
100,9000002429,F2,CUS000108,20250406,135882.73,EUR
100,9000002430,F2,CUS000064,20230307,44000.77,EUR
100,9000002431,F2,CUS000033,20220923,48059.64,EUR
100,9000002432,F2,CUS000127,20220409,35637.8,EUR
100,9000002433,F2,CUS000066,20220705,53709.31,EUR
100,9000002434,F2,CUS000001,20250411,177157.39,EUR
100,9000002435,F2,CUS000070,20240205,82655.03,EUR
100,9000002436,F2,CUS000007,20230202,101127.55,EUR
100,9000002438,F2,CUS000042,20240204,96702.92,EUR
100,9000002439,F2,CUS000089,20230727,24064.74,EUR
100,9000002440,F2,CUS000106,20240904,87523.8,EUR
100,9000002441,F2,CUS000151,20230113,11061.04,EUR
100,9000002442,F2,CUS000161,20250724,97974.38,EUR
100,9000002443,F2,CUS000050,20230908,37926.67,EUR
100,9000002444,F2,CUS000007,20250212,303337.3,EUR
100,9000002445,F2,CUS000047,20251006,95002.87,EUR
100,9000002446,F2,CUS000132,20230602,222051.42,EUR
100,9000002447,F2,CUS000029,20220518,123775.74,EUR
100,9000002448,F2,CUS000041,20230918,40457.55,EUR
100,9000002449,F2,CUS000046,20250801,112356.15,EUR
100,9000002450,F2,CUS000045,20240705,219427.03,EUR
100,9000002451,F2,CUS000034,20220801,172244.24,EUR
100,9000002452,F2,CUS000052,20220713,107700.63,EUR
100,9000002453,F2,CUS000033,20251121,59838.65,EUR
100,9000002454,F2,CUS000181,20221208,115068.21,EUR
100,9000002455,F2,CUS000067,20240308,112521.27,EUR
100,9000002456,F2,CUS000194,20240107,199215.58,EUR
100,9000002457,F2,CUS000148,20230711,129456.58,EUR
100,9000002458,F2,CUS000092,20240624,47167.01,EUR
100,9000002459,F2,CUS000101,20240809,47752.5,EUR
100,9000002460,F2,CUS000020,20221119,70334.88,EUR
100,9000002461,F2,CUS000170,20250208,46855.44,EUR
100,9000002462,F2,CUS000171,20220202,82269.66,EUR
100,9000002463,F2,CUS000126,20250112,13559.4,EUR
100,9000002464,F2,CUS000116,20240505,30264.6,EUR
100,9000002465,F2,CUS000012,20230129,59255.94,EUR
100,9000002466,F2,CUS000092,20260105,110290.71,EUR
100,9000002467,F2,CUS000166,20250415,58239.75,EUR
100,9000002469,F2,CUS000143,20250118,174814.66,EUR
100,9000002470,F2,CUS000147,20250711,10023.11,EUR
100,9000002471,F2,CUS000128,20221109,17842.16,EUR
100,9000002472,F2,CUS000199,20230509,74607.45,EUR
100,9000002473,F2,CUS000140,20250527,154602.08,EUR
100,9000002474,F2,CUS000125,20251218,111356.84,EUR
100,9000002475,F2,CUS000172,20240620,26495.7,EUR
100,9000002476,F2,CUS000014,20240502,103748.79,EUR
100,9000002477,F2,CUS000018,20231017,67079.04,EUR
100,9000002478,F2,CUS000010,20241011,34205.92,EUR
100,9000002479,F2,CUS000179,20230819,6221.6,EUR
100,9000002480,F2,CUS000060,20220625,228047.88,EUR
100,9000002481,F2,CUS000147,20251220,124453.93,EUR
100,9000002483,F2,CUS000159,20240915,157642.05,EUR
100,9000002484,F2,CUS000180,20230923,93303.25,EUR
100,9000002485,F2,CUS000149,20240410,19623.6,EUR
100,9000002486,F2,CUS000193,20250329,102791.04,EUR
100,9000002487,F2,CUS000010,20240120,211521.48,EUR
100,9000002488,F2,CUS000147,20240211,53781.82,EUR
100,9000002489,F2,CUS000102,20230228,64643.37,EUR
100,9000002490,F2,CUS000108,20250909,105955.56,EUR
100,9000002492,F2,CUS000150,20250725,57359.62,EUR
100,9000002493,F2,CUS000071,20250502,129522.44,EUR
100,9000002494,F2,CUS000173,20220311,14419.04,EUR
100,9000002495,F2,CUS000145,20221003,58086.6,EUR
100,9000002496,F2,CUS000114,20221206,126700.9,EUR
100,9000002497,F2,CUS000140,20240424,74323.15,EUR
100,9000002498,F2,CUS000121,20230910,141243.92,EUR
100,9000002499,F2,CUS000118,20221007,89119.74,EUR
100,9000002500,F2,CUS000129,20250119,94061.35,EUR
100,9000002502,F2,CUS000031,20241124,110429.07,EUR
100,9000002503,F2,CUS000160,20251006,151003.95,EUR
100,9000002504,F2,CUS000091,20230821,163012.04,EUR
100,9000002505,F2,CUS000162,20220314,65431.23,EUR
100,9000002506,F2,CUS000031,20250830,102691.02,EUR
100,9000002507,F2,CUS000005,20250824,172446.53,EUR
100,9000002508,F2,CUS000058,20231129,209649.15,EUR
100,9000002509,F2,CUS000087,20230629,87919.44,EUR
100,9000002510,F2,CUS000122,20251124,164659.29,EUR
100,9000002511,F2,CUS000059,20220905,93884.69,EUR
100,9000002512,F2,CUS000004,20240830,123908.78,EUR
100,9000002513,F2,CUS000159,20240802,45007.56,EUR
100,9000002514,F2,CUS000075,20221109,55138.56,EUR
100,9000002515,F2,CUS000095,20240313,88169.84,EUR
100,9000002516,F2,CUS000069,20250615,76831.56,EUR
100,9000002517,F2,CUS000009,20220529,126247.58,EUR
100,9000002518,F2,CUS000066,20230614,81250.6,EUR
100,9000002519,F2,CUS000093,20230721,184200.63,EUR
100,9000002520,F2,CUS000062,20231006,32006.44,EUR
100,9000002521,F2,CUS000185,20220615,16169.35,EUR
100,9000002522,F2,CUS000061,20220415,57669.46,EUR
100,9000002523,F2,CUS000140,20231120,111619.55,EUR
100,9000002524,F2,CUS000138,20241215,267723.95,EUR
100,9000002525,F2,CUS000125,20220322,102969.61,EUR
100,9000002526,F2,CUS000059,20240915,120306.0,EUR
100,9000002527,F2,CUS000155,20241108,84936.39,EUR
100,9000002528,F2,CUS000005,20250425,32277.43,EUR
100,9000002529,F2,CUS000112,20251205,275439.58,EUR
100,9000002530,F2,CUS000066,20240620,46382.92,EUR
100,9000002531,F2,CUS000078,20220324,208161.21,EUR
100,9000002532,F2,CUS000024,20240229,6204.16,EUR
100,9000002533,F2,CUS000024,20240224,47148.18,EUR
100,9000002534,F2,CUS000015,20240120,201926.23,EUR
100,9000002535,F2,CUS000151,20241109,91728.11,EUR
100,9000002536,F2,CUS000123,20220316,116626.67,EUR
100,9000002537,F2,CUS000178,20230917,3523.53,EUR
100,9000002538,F2,CUS000096,20221020,57971.04,EUR
100,9000002539,F2,CUS000199,20241228,40263.33,EUR
100,9000002540,F2,CUS000150,20240922,41525.04,EUR
100,9000002541,F2,CUS000163,20241106,9758.48,EUR
100,9000002542,F2,CUS000130,20240206,169848.51,EUR
100,9000002544,F2,CUS000166,20230211,113448.82,EUR
100,9000002545,F2,CUS000194,20250913,28250.64,EUR
100,9000002546,F2,CUS000092,20240905,261350.84,EUR
100,9000002547,F2,CUS000093,20250501,8003.75,EUR
100,9000002548,F2,CUS000169,20250111,74673.78,EUR
100,9000002549,F2,CUS000013,20250906,51954.72,EUR
100,9000002550,F2,CUS000087,20231205,40528.9,EUR
100,9000002551,F2,CUS000032,20240328,185825.17,EUR
100,9000002552,F2,CUS000101,20240523,69388.31,EUR
100,9000002553,F2,CUS000120,20221102,85761.78,EUR
100,9000002554,F2,CUS000121,20230811,155094.86,EUR
100,9000002555,F2,CUS000174,20230724,93576.33,EUR
100,9000002556,F2,CUS000095,20230519,202513.44,EUR
100,9000002557,F2,CUS000018,20220124,138179.88,EUR
100,9000002558,F2,CUS000162,20250521,90288.0,EUR
100,9000002559,F2,CUS000134,20230525,9809.2,EUR
100,9000002560,F2,CUS000074,20250925,2511.76,EUR
100,9000002561,F2,CUS000116,20251002,186675.87,EUR
100,9000002563,F2,CUS000069,20221113,141095.0,EUR
100,9000002564,F2,CUS000044,20230121,72545.58,EUR
100,9000002565,F2,CUS000146,20230407,142629.34,EUR
100,9000002566,F2,CUS000058,20231210,178676.65,EUR
100,9000002567,F2,CUS000125,20220716,13048.28,EUR
100,9000002568,F2,CUS000001,20220828,122355.15,EUR
100,9000002569,F2,CUS000090,20240224,51823.52,EUR
100,9000002571,F2,CUS000141,20240528,94833.99,EUR
100,9000002572,F2,CUS000110,20220728,134502.03,EUR
100,9000002573,F2,CUS000174,20240809,4399.32,EUR
100,9000002574,F2,CUS000070,20230412,296792.31,EUR
100,9000002575,F2,CUS000179,20230626,73486.41,EUR
100,9000002576,F2,CUS000152,20220210,85813.78,EUR
100,9000002577,F2,CUS000070,20230906,266339.68,EUR
100,9000002578,F2,CUS000140,20230220,88611.61,EUR
100,9000002579,F2,CUS000095,20240205,49339.02,EUR
100,9000002580,F2,CUS000171,20240811,272214.83,EUR
100,9000002581,F2,CUS000103,20240821,66778.26,EUR
100,9000002582,F2,CUS000154,20241026,157676.57,EUR
100,9000002583,F2,CUS000053,20220324,8574.34,EUR
100,9000002584,F2,CUS000127,20250224,146419.44,EUR
100,9000002585,F2,CUS000046,20240418,17916.3,EUR
100,9000002586,F2,CUS000118,20240521,60253.16,EUR
100,9000002587,F2,CUS000067,20220612,97552.26,EUR
100,9000002588,F2,CUS000066,20251227,180664.01,EUR
100,9000002589,F2,CUS000192,20230514,59751.12,EUR
100,9000002590,F2,CUS000137,20220403,121855.76,EUR
100,9000002591,F2,CUS000099,20241223,144361.2,EUR
100,9000002592,F2,CUS000073,20231107,106070.45,EUR
100,9000002593,F2,CUS000150,20251031,144638.28,EUR
100,9000002594,F2,CUS000177,20250317,35645.35,EUR
100,9000002595,F2,CUS000152,20220917,130021.49,EUR
100,9000002596,F2,CUS000112,20250418,87596.48,EUR
100,9000002597,F2,CUS000030,20220513,106463.7,EUR
100,9000002598,F2,CUS000199,20220714,148353.79,EUR
100,9000002599,F2,CUS000083,20250820,96996.43,EUR
100,9000002600,F2,CUS000088,20230225,2623.84,EUR
100,9000002601,F2,CUS000071,20220125,24263.16,EUR
100,9000002602,F2,CUS000150,20230420,45214.4,EUR
100,9000002603,F2,CUS000050,20230502,223486.14,EUR
100,9000002604,F2,CUS000132,20250807,119480.94,EUR
100,9000002605,F2,CUS000191,20230712,146183.08,EUR
100,9000002606,F2,CUS000059,20250329,34453.38,EUR
100,9000002607,F2,CUS000134,20231225,182950.29,EUR
100,9000002608,F2,CUS000197,20230112,144788.29,EUR
100,9000002609,F2,CUS000029,20220801,119134.61,EUR
100,9000002610,F2,CUS000037,20240526,134457.21,EUR
100,9000002611,F2,CUS000070,20221007,52860.15,EUR
100,9000002612,F2,CUS000191,20240319,123011.52,EUR
100,9000002613,F2,CUS000193,20241121,23969.92,EUR
100,9000002614,F2,CUS000058,20241206,72419.33,EUR
100,9000002615,F2,CUS000077,20220118,196477.55,EUR
100,9000002616,F2,CUS000023,20231006,259281.6,EUR
100,9000002617,F2,CUS000111,20250315,2854.38,EUR
100,9000002618,F2,CUS000031,20220320,88826.3,EUR
100,9000002619,F2,CUS000090,20240517,103997.33,EUR
100,9000002620,F2,CUS000060,20240106,126462.86,EUR
100,9000002622,F2,CUS000103,20231219,245695.42,EUR
100,9000002623,F2,CUS000029,20241110,46486.8,EUR
100,9000002624,F2,CUS000050,20220609,104069.39,EUR
100,9000002626,F2,CUS000079,20231026,97962.0,EUR
100,9000002627,F2,CUS000027,20251031,16918.53,EUR
100,9000002628,F2,CUS000177,20230313,22929.87,EUR
100,9000002629,F2,CUS000148,20251121,229716.79,EUR
100,9000002630,F2,CUS000148,20241123,139884.36,EUR
100,9000002631,F2,CUS000098,20241019,123945.57,EUR
100,9000002632,F2,CUS000004,20250605,46227.54,EUR
100,9000002633,F2,CUS000027,20240927,185459.78,EUR
100,9000002634,F2,CUS000027,20230622,257158.1,EUR
100,9000002635,F2,CUS000191,20220806,85378.24,EUR
100,9000002636,F2,CUS000047,20220309,247914.75,EUR
100,9000002637,F2,CUS000089,20230119,106556.24,EUR
100,9000002639,F2,CUS000018,20220626,30351.78,EUR
100,9000002640,F2,CUS000117,20241110,77609.77,EUR
100,9000002641,F2,CUS000009,20220721,68347.24,EUR
100,9000002642,F2,CUS000186,20250124,70981.64,EUR
100,9000002643,F2,CUS000188,20230216,137055.82,EUR
100,9000002644,F2,CUS000116,20231231,26626.89,EUR
100,9000002645,F2,CUS000009,20220814,143496.33,EUR
100,9000002646,F2,CUS000144,20250912,124250.03,EUR
100,9000002647,F2,CUS000079,20230915,93192.18,EUR
100,9000002648,F2,CUS000137,20230423,63413.37,EUR
100,9000002649,F2,CUS000127,20250718,125542.61,EUR
100,9000002650,F2,CUS000037,20240911,199141.07,EUR
100,9000002651,F2,CUS000051,20240728,32507.31,EUR
100,9000002652,F2,CUS000115,20241018,163965.21,EUR
100,9000002653,F2,CUS000056,20220422,94833.76,EUR
100,9000002654,F2,CUS000081,20241015,239279.83,EUR
100,9000002655,F2,CUS000031,20230329,63812.63,EUR
100,9000002656,F2,CUS000130,20240123,185394.09,EUR
100,9000002657,F2,CUS000086,20241221,194212.56,EUR
100,9000002658,F2,CUS000142,20230302,191452.83,EUR
100,9000002659,F2,CUS000086,20240325,27598.18,EUR
100,9000002660,F2,CUS000041,20220621,109339.01,EUR
100,9000002661,F2,CUS000046,20230106,52607.37,EUR
100,9000002662,F2,CUS000044,20230205,234460.38,EUR
100,9000002663,F2,CUS000127,20230727,47627.17,EUR
100,9000002664,F2,CUS000070,20260107,168119.95,EUR
100,9000002665,F2,CUS000064,20240406,14694.74,EUR
100,9000002666,F2,CUS000003,20251218,38449.92,EUR
100,9000002667,F2,CUS000039,20220724,180170.56,EUR
100,9000002668,F2,CUS000099,20241001,9138.34,EUR
100,9000002669,F2,CUS000124,20230825,13629.0,EUR
100,9000002671,F2,CUS000019,20251020,156848.17,EUR
100,9000002672,F2,CUS000057,20250704,145211.4,EUR
100,9000002673,F2,CUS000097,20250630,101118.36,EUR
100,9000002674,F2,CUS000043,20240330,50638.91,EUR
100,9000002675,F2,CUS000079,20241229,161780.28,EUR
100,9000002676,F2,CUS000102,20220206,143109.91,EUR
100,9000002677,F2,CUS000159,20230710,41788.45,EUR
100,9000002679,F2,CUS000164,20251022,100063.04,EUR
100,9000002680,F2,CUS000009,20220815,26032.08,EUR
100,9000002681,F2,CUS000191,20231106,278301.0,EUR
100,9000002682,F2,CUS000003,20240517,131952.58,EUR
100,9000002683,F2,CUS000009,20240716,54963.6,EUR
100,9000002684,F2,CUS000134,20250220,48023.43,EUR
100,9000002685,F2,CUS000034,20250916,43396.94,EUR
100,9000002686,F2,CUS000116,20240701,54477.0,EUR
100,9000002687,F2,CUS000145,20241123,115981.72,EUR
100,9000002688,F2,CUS000142,20250824,242817.53,EUR
100,9000002689,F2,CUS000179,20240803,53074.93,EUR
100,9000002690,F2,CUS000013,20220403,74263.25,EUR
100,9000002691,F2,CUS000061,20220622,22934.43,EUR
100,9000002692,F2,CUS000097,20221017,29900.39,EUR
100,9000002693,F2,CUS000094,20250112,7383.28,EUR
100,9000002694,F2,CUS000103,20221006,65476.83,EUR
100,9000002695,F2,CUS000016,20241021,139437.6,EUR
100,9000002696,F2,CUS000111,20230330,22087.56,EUR
100,9000002697,F2,CUS000128,20250724,79204.74,EUR
100,9000002698,F2,CUS000156,20240620,101449.86,EUR
100,9000002699,F2,CUS000167,20250902,20906.42,EUR
100,9000002700,F2,CUS000159,20220819,149041.72,EUR
100,9000002701,F2,CUS000046,20230206,109296.74,EUR
100,9000002702,F2,CUS000162,20220221,32805.18,EUR
100,9000002703,F2,CUS000185,20250103,55193.1,EUR
100,9000002704,F2,CUS000090,20241013,82195.26,EUR
100,9000002705,F2,CUS000080,20221102,153857.86,EUR
100,9000002706,F2,CUS000071,20220817,64798.17,EUR
100,9000002707,F2,CUS000089,20241211,94452.43,EUR
100,9000002708,F2,CUS000129,20241212,300371.68,EUR
100,9000002709,F2,CUS000042,20231215,37449.48,EUR
100,9000002710,F2,CUS000093,20220620,134457.45,EUR
100,9000002711,F2,CUS000089,20230807,189938.74,EUR
100,9000002712,F2,CUS000144,20250108,105321.35,EUR
100,9000002713,F2,CUS000117,20220315,58835.42,EUR
100,9000002714,F2,CUS000039,20220421,30375.38,EUR
100,9000002715,F2,CUS000030,20250907,128079.96,EUR
100,9000002716,F2,CUS000103,20240825,142074.5,EUR
100,9000002717,F2,CUS000156,20220907,86279.64,EUR
100,9000002718,F2,CUS000165,20250926,132589.67,EUR
100,9000002719,F2,CUS000015,20220705,203949.99,EUR
100,9000002720,F2,CUS000018,20241209,58360.68,EUR
100,9000002721,F2,CUS000068,20240403,81549.37,EUR
100,9000002722,F2,CUS000146,20241023,134744.89,EUR
100,9000002723,F2,CUS000066,20240126,44098.94,EUR
100,9000002725,F2,CUS000160,20230629,65833.73,EUR
100,9000002726,F2,CUS000156,20250406,141457.9,EUR
100,9000002727,F2,CUS000038,20240821,89511.98,EUR
100,9000002728,F2,CUS000008,20250607,155644.21,EUR
100,9000002729,F2,CUS000022,20220712,274162.28,EUR
100,9000002730,F2,CUS000001,20240611,256970.42,EUR
100,9000002731,F2,CUS000127,20221207,97365.36,EUR
100,9000002733,F2,CUS000027,20220618,86978.22,EUR
100,9000002734,F2,CUS000091,20220705,88245.12,EUR
100,9000002735,F2,CUS000029,20250903,17680.32,EUR
100,9000002736,F2,CUS000028,20220215,53292.26,EUR
100,9000002738,F2,CUS000136,20221020,201199.72,EUR
100,9000002739,F2,CUS000008,20230325,20779.2,EUR
100,9000002740,F2,CUS000076,20250724,120683.5,EUR
100,9000002741,F2,CUS000192,20250513,128990.77,EUR
100,9000002742,F2,CUS000107,20241019,211095.44,EUR
100,9000002743,F2,CUS000020,20251128,195187.33,EUR
100,9000002744,F2,CUS000195,20241215,167696.38,EUR
100,9000002745,F2,CUS000179,20240423,10421.06,EUR
100,9000002746,F2,CUS000001,20250614,221519.46,EUR
100,9000002747,F2,CUS000024,20251019,58123.45,EUR
100,9000002748,F2,CUS000190,20220824,105096.86,EUR
100,9000002749,F2,CUS000045,20220314,42108.74,EUR
100,9000002750,F2,CUS000038,20230207,96623.03,EUR
100,9000002751,F2,CUS000127,20230302,146467.02,EUR
100,9000002752,F2,CUS000115,20231108,283153.88,EUR
100,9000002753,F2,CUS000106,20230806,15601.12,EUR
100,9000002754,F2,CUS000017,20250926,53360.96,EUR
100,9000002755,F2,CUS000090,20231205,31500.8,EUR
100,9000002756,F2,CUS000113,20220727,134300.98,EUR
100,9000002757,F2,CUS000130,20230126,60487.24,EUR
100,9000002759,F2,CUS000041,20250720,166789.16,EUR
100,9000002760,F2,CUS000195,20240220,54677.87,EUR
100,9000002761,F2,CUS000029,20230226,4421.25,EUR
100,9000002762,F2,CUS000015,20230801,54982.96,EUR
100,9000002763,F2,CUS000121,20220131,55105.08,EUR
100,9000002764,F2,CUS000194,20220901,22239.6,EUR
100,9000002765,F2,CUS000177,20220202,194407.08,EUR
100,9000002767,F2,CUS000032,20231212,112151.96,EUR
100,9000002768,F2,CUS000189,20221106,58535.49,EUR
100,9000002769,F2,CUS000195,20230816,154731.78,EUR
100,9000002770,F2,CUS000198,20230516,142272.21,EUR
100,9000002771,F2,CUS000134,20230921,104266.1,EUR
100,9000002773,F2,CUS000132,20241021,156347.69,EUR
100,9000002774,F2,CUS000148,20250402,80667.95,EUR
100,9000002775,F2,CUS000095,20250710,193223.25,EUR
100,9000002776,F2,CUS000192,20251222,40279.98,EUR
100,9000002777,F2,CUS000104,20250722,26165.5,EUR
100,9000002778,F2,CUS000061,20241214,49495.7,EUR
100,9000002779,F2,CUS000016,20220617,298045.87,EUR
100,9000002780,F2,CUS000033,20240515,60371.34,EUR
100,9000002781,F2,CUS000016,20241018,144615.9,EUR
100,9000002782,F2,CUS000149,20230219,186890.68,EUR
100,9000002783,F2,CUS000126,20250826,92659.17,EUR
100,9000002784,F2,CUS000187,20230102,10483.44,EUR
100,9000002785,F2,CUS000120,20220608,43267.13,EUR
100,9000002786,F2,CUS000006,20240628,21928.48,EUR
100,9000002787,F2,CUS000012,20220531,129776.11,EUR
100,9000002788,F2,CUS000191,20230409,116937.9,EUR
100,9000002789,F2,CUS000077,20230305,149819.48,EUR
100,9000002790,F2,CUS000121,20250513,79386.73,EUR
100,9000002791,F2,CUS000008,20250402,162186.89,EUR
100,9000002792,F2,CUS000200,20230710,25583.26,EUR
100,9000002793,F2,CUS000052,20240317,53451.48,EUR
100,9000002794,F2,CUS000042,20250922,75696.05,EUR
100,9000002795,F2,CUS000139,20220815,143371.74,EUR
100,9000002796,F2,CUS000122,20250512,60909.38,EUR
100,9000002797,F2,CUS000185,20250707,134352.17,EUR
100,9000002798,F2,CUS000042,20220702,95316.27,EUR
100,9000002799,F2,CUS000121,20240611,35800.5,EUR
100,9000002800,F2,CUS000105,20240707,149044.6,EUR
100,9000002801,F2,CUS000043,20230817,33214.3,EUR
100,9000002802,F2,CUS000191,20220805,122007.96,EUR
100,9000002803,F2,CUS000197,20231220,38364.37,EUR
100,9000002804,F2,CUS000002,20240815,48230.57,EUR
100,9000002805,F2,CUS000064,20230206,118928.92,EUR
100,9000002806,F2,CUS000134,20251107,65336.74,EUR
100,9000002807,F2,CUS000119,20230124,27689.2,EUR
100,9000002808,F2,CUS000076,20220508,143077.37,EUR
100,9000002809,F2,CUS000003,20240611,140353.28,EUR
100,9000002810,F2,CUS000033,20221117,13848.45,EUR
100,9000002811,F2,CUS000143,20220602,113001.98,EUR
