MANDT,BANFN,BNFPO,MATNR,MENGE,MEINS,WERKS
100,10001057,00010,MAT000442,14357,KG,1100
100,10001058,00010,MAT000162,11933,KG,1000
100,10001059,00010,MAT000196,10464,KG,1200
100,10001060,00010,MAT000157,11683,KG,1000
100,10001061,00010,MAT000409,1674,KG,1100
100,10001062,00010,MAT000481,6095,KG,1100
100,10001063,00010,MAT000406,12212,KG,1200
100,10001064,00010,MAT000269,14439,KG,1400
100,10001065,00010,MAT000045,10305,KG,1100
100,10001066,00010,MAT000048,69,KG,1200
100,10001067,00010,MAT000036,1785,KG,1200
100,10001068,00010,MAT000314,14424,KG,1100
100,10001069,00010,MAT000241,18527,KG,1000
100,10001070,00010,MAT000114,9748,KG,1100
100,10001071,00010,MAT000450,9884,KG,1000
100,10001072,00010,MAT000348,6445,KG,1400
100,10001073,00010,MAT000387,18512,KG,1100
100,10001074,00010,MAT000234,12340,KG,1000
100,10001075,00010,MAT000393,17013,KG,1400
100,10001076,00010,MAT000097,4041,KG,1300
100,10001077,00010,MAT000185,8444,KG,1300
100,10001078,00010,MAT000478,3444,KG,1000
100,10001079,00010,MAT000099,16712,KG,1300
100,10001080,00010,MAT000185,7581,KG,1000
100,10001081,00010,MAT000470,7790,KG,1000
100,10001082,00010,MAT000081,13784,KG,1200
100,10001083,00010,MAT000460,7815,KG,1100
100,10001084,00010,MAT000498,15026,KG,1400
100,10001085,00010,MAT000123,5229,KG,1300
100,10001086,00010,MAT000328,9885,KG,1000
100,10001087,00010,MAT000099,17196,KG,1200
100,10001088,00010,MAT000053,558,KG,1100
100,10001089,00010,MAT000472,19674,KG,1200
100,10001090,00010,MAT000035,9503,KG,1400
100,10001091,00010,MAT000185,19299,KG,1300
100,10001092,00010,MAT000284,7020,KG,1100
100,10001093,00010,MAT000157,11578,KG,1200
100,10001094,00010,MAT000406,7224,KG,1300
100,10001095,00010,MAT000164,2998,KG,1400
100,10001096,00010,MAT000034,7055,KG,1100
100,10001097,00010,MAT000149,19110,KG,1000
100,10001098,00010,MAT000123,8597,KG,1000
100,10001099,00010,MAT000493,19783,KG,1300
100,10001100,00010,MAT000079,11071,KG,1200
100,10001101,00010,MAT000321,10012,KG,1100
100,10001102,00010,MAT000480,9371,KG,1000
100,10001103,00010,MAT000284,6564,KG,1000
100,10001104,00010,MAT000470,10630,KG,1100
100,10001105,00010,MAT000110,12567,KG,1000
100,10001106,00010,MAT000330,3087,KG,1000
100,10001107,00010,MAT000110,14452,KG,1300
100,10001108,00010,MAT000489,7113,KG,1200
100,10001109,00010,MAT000314,14943,KG,1400
100,10001110,00010,MAT000033,6058,KG,1100
100,10001111,00010,MAT000461,17119,KG,1300
100,10001112,00010,MAT000309,6058,KG,1300
100,10001113,00010,MAT000157,12989,KG,1400
100,10001114,00010,MAT000202,101,KG,1000
100,10001115,00010,MAT000331,2749,KG,1100
100,10001116,00010,MAT000330,6049,KG,1200
100,10001117,00010,MAT000441,15359,KG,1100
100,10001118,00010,MAT000409,9314,KG,1200
100,10001119,00010,MAT000041,10287,KG,1100
100,10001120,00010,MAT000114,9826,KG,1400
100,10001121,00010,MAT000445,4237,KG,1300
100,10001122,00010,MAT000049,1238,KG,1300
100,10001123,00010,MAT000269,11025,KG,1300
100,10001124,00010,MAT000260,4673,KG,1300
100,10001125,00010,MAT000243,14351,KG,1000
100,10001126,00010,MAT000292,15944,KG,1200
100,10001127,00010,MAT000203,18599,KG,1300
100,10001128,00010,MAT000288,4394,KG,1300
100,10001129,00010,MAT000382,15733,KG,1300
100,10001130,00010,MAT000034,1132,KG,1400
100,10001131,00010,MAT000351,60,KG,1000
100,10001132,00010,MAT000223,4713,KG,1300
100,10001133,00010,MAT000204,2225,KG,1200
100,10001134,00010,MAT000302,16045,KG,1300
100,10001135,00010,MAT000478,5416,KG,1400
100,10001136,00010,MAT000436,5090,KG,1200
100,10001137,00010,MAT000387,11129,KG,1300
100,10001138,00010,MAT000390,3848,KG,1000
100,10001139,00010,MAT000186,13275,KG,1000
100,10001140,00010,MAT000481,11435,KG,1100
100,10001141,00010,MAT000048,7058,KG,1000
100,10001142,00010,MAT000234,7534,KG,1100
100,10001143,00010,MAT000243,15617,KG,1200
100,10001144,00010,MAT000398,1896,KG,1300
100,10001145,00010,MAT000047,2999,KG,1300
100,10001146,00010,MAT000099,7972,KG,1400
100,10001147,00010,MAT000485,9960,KG,1000
100,10001148,00010,MAT000033,18752,KG,1000
100,10001149,00010,MAT000360,17349,KG,1200
100,10001150,00010,MAT000088,18283,KG,1000
100,10001151,00010,MAT000292,12175,KG,1400
100,10001152,00010,MAT000208,9077,KG,1100
100,10001153,00010,MAT000123,16578,KG,1100
100,10001154,00010,MAT000243,15609,KG,1200
100,10001155,00010,MAT000096,4196,KG,1400
100,10001156,00010,MAT000229,19293,KG,1400
100,10001157,00010,MAT000203,16282,KG,1300
100,10001158,00010,MAT000105,3702,KG,1200
100,10001159,00010,MAT000346,15355,KG,1200
100,10001160,00010,MAT000370,15988,KG,1000
100,10001161,00010,MAT000370,429,KG,1300
100,10001162,00010,MAT000306,18654,KG,1400
100,10001163,00010,MAT000094,17808,KG,1400
100,10001164,00010,MAT000157,12798,KG,1000
100,10001165,00010,MAT000164,18867,KG,1400
100,10001166,00010,MAT000306,3435,KG,1000
100,10001167,00010,MAT000485,10168,KG,1000
100,10001168,00010,MAT000457,13855,KG,1400
100,10001169,00010,MAT000346,8650,KG,1200
100,10001170,00010,MAT000208,2359,KG,1400
100,10001171,00010,MAT000457,15903,KG,1100
100,10001172,00010,MAT000165,9589,KG,1000
100,10001173,00010,MAT000036,14686,KG,1400
100,10001174,00010,MAT000182,12810,KG,1200
100,10001175,00010,MAT000437,6125,KG,1000
100,10001176,00010,MAT000470,18510,KG,1300
100,10001177,00010,MAT000339,2943,KG,1400
100,10001178,00010,MAT000097,5178,KG,1400
100,10001179,00010,MAT000039,18946,KG,1000
100,10001180,00010,MAT000392,11966,KG,1400
100,10001181,00010,MAT000081,14315,KG,1100
100,10001182,00010,MAT000456,2354,KG,1400
100,10001183,00010,MAT000392,5888,KG,1100
100,10001184,00010,MAT000277,17714,KG,1300
100,10001185,00010,MAT000380,14287,KG,1200
100,10001186,00010,MAT000084,17641,KG,1200
100,10001187,00010,MAT000137,12439,KG,1400
100,10001188,00010,MAT000081,7250,KG,1300
100,10001189,00010,MAT000196,13612,KG,1400
100,10001190,00010,MAT000362,13575,KG,1200
100,10001191,00010,MAT000450,12866,KG,1100
100,10001192,00010,MAT000336,8721,KG,1200
100,10001193,00010,MAT000032,18969,KG,1300
100,10001194,00010,MAT000204,17076,KG,1400
100,10001195,00010,MAT000041,5070,KG,1200
100,10001196,00010,MAT000229,6679,KG,1300
100,10001197,00010,MAT000241,10128,KG,1400
100,10001198,00010,MAT000088,3361,KG,1200
100,10001199,00010,MAT000455,19295,KG,1000
100,10001200,00010,MAT000040,10097,KG,1000
100,10001201,00010,MAT000162,17803,KG,1300
100,10001202,00010,MAT000097,15344,KG,1300
100,10001203,00010,MAT000400,13894,KG,1100
100,10001204,00010,MAT000409,1369,KG,1300
100,10001205,00010,MAT000480,12928,KG,1200
100,10001206,00010,MAT000039,2831,KG,1300
100,10001207,00010,MAT000038,18617,KG,1400
100,10001208,00010,MAT000410,17123,KG,1100
100,10001209,00010,MAT000408,15947,KG,1100
100,10001210,00010,MAT000036,10179,KG,1200
100,10001211,00010,MAT000448,8945,KG,1000
100,10001212,00010,MAT000470,18145,KG,1400
100,10001213,00010,MAT000424,12028,KG,1300
100,10001214,00010,MAT000445,1461,KG,1200
100,10001215,00010,MAT000380,11584,KG,1100
100,10001216,00010,MAT000034,15290,KG,1400
100,10001217,00010,MAT000392,12503,KG,1000
100,10001218,00010,MAT000452,11823,KG,1400
100,10001219,00010,MAT000334,9286,KG,1200
100,10001220,00010,MAT000038,5547,KG,1300
100,10001221,00010,MAT000203,16012,KG,1000
100,10001222,00010,MAT000493,6893,KG,1000
100,10001223,00010,MAT000473,10030,KG,1100
100,10001224,00010,MAT000284,4791,KG,1400
100,10001225,00010,MAT000123,16680,KG,1400
100,10001226,00010,MAT000137,4733,KG,1100
100,10001227,00010,MAT000370,2111,KG,1400
100,10001228,00010,MAT000223,5389,KG,1400
100,10001229,00010,MAT000284,859,KG,1400
100,10001230,00010,MAT000436,18456,KG,1200
100,10001231,00010,MAT000384,2398,KG,1200
100,10001232,00010,MAT000052,91,KG,1200
100,10001233,00010,MAT000295,16323,KG,1000
100,10001234,00010,MAT000286,9232,KG,1400
100,10001235,00010,MAT000081,13465,KG,1400
100,10001236,00010,MAT000409,6816,KG,1400
100,10001237,00010,MAT000333,2178,KG,1400
100,10001238,00010,MAT000482,2961,KG,1400
100,10001239,00010,MAT000292,17316,KG,1200
100,10001240,00010,MAT000450,7812,KG,1300
100,10001241,00010,MAT000185,1792,KG,1200
100,10001242,00010,MAT000204,9925,KG,1300
100,10001243,00010,MAT000164,11231,KG,1400
100,10001244,00010,MAT000330,11936,KG,1000
100,10001245,00010,MAT000314,7043,KG,1300
100,10001246,00010,MAT000032,7978,KG,1300
100,10001247,00010,MAT000392,19152,KG,1000
100,10001248,00010,MAT000472,12673,KG,1000
100,10001249,00010,MAT000260,15049,KG,1400
100,10001250,00010,MAT000392,153,KG,1200
100,10001251,00010,MAT000045,1960,KG,1400
100,10001252,00010,MAT000033,15661,KG,1100
100,10001253,00010,MAT000043,5855,KG,1000
100,10001254,00010,MAT000485,2466,KG,1300
100,10001255,00010,MAT000043,5353,KG,1000
100,10001256,00010,MAT000395,19051,KG,1300
100,10001257,00010,MAT000407,9081,KG,1400
100,10001258,00010,MAT000038,18031,KG,1000
100,10001259,00010,MAT000096,5053,KG,1300
100,10001260,00010,MAT000450,4415,KG,1100
100,10001261,00010,MAT000382,15293,KG,1100
100,10001262,00010,MAT000232,4668,KG,1400
100,10001263,00010,MAT000115,15202,KG,1400
100,10001264,00010,MAT000097,17676,KG,1000
100,10001265,00010,MAT000094,14992,KG,1400
100,10001266,00010,MAT000149,5924,KG,1400
100,10001267,00010,MAT000478,15240,KG,1000
100,10001268,00010,MAT000085,4195,KG,1400
100,10001269,00010,MAT000186,12123,KG,1200
100,10001270,00010,MAT000209,11346,KG,1400
100,10001271,00010,MAT000334,13251,KG,1200
100,10001272,00010,MAT000410,3027,KG,1000
100,10001273,00010,MAT000232,11657,KG,1200
100,10001274,00010,MAT000098,17472,KG,1000
100,10001275,00010,MAT000227,16981,KG,1100
100,10001276,00010,MAT000482,15438,KG,1400
100,10001277,00010,MAT000388,17066,KG,1100
100,10001278,00010,MAT000277,4632,KG,1100
100,10001279,00010,MAT000203,4093,KG,1000
100,10001280,00010,MAT000209,18391,KG,1400
100,10001281,00010,MAT000121,11140,KG,1300
100,10001282,00010,MAT000295,11812,KG,1200
100,10001283,00010,MAT000098,14051,KG,1100
100,10001284,00010,MAT000196,8859,KG,1200
100,10001285,00010,MAT000232,3925,KG,1000
100,10001286,00010,MAT000424,9175,KG,1200
100,10001287,00010,MAT000455,14293,KG,1300
100,10001288,00010,MAT000461,14308,KG,1300
100,10001289,00010,MAT000360,11919,KG,1100
100,10001290,00010,MAT000436,13496,KG,1100
100,10001291,00010,MAT000448,19734,KG,1100
100,10001292,00010,MAT000473,2903,KG,1200
100,10001293,00010,MAT000380,2501,KG,1100
100,10001294,00010,MAT000330,15784,KG,1000
100,10001295,00010,MAT000473,17711,KG,1400
100,10001296,00010,MAT000037,330,KG,1400
100,10001297,00010,MAT000186,17976,KG,1200
100,10001298,00010,MAT000346,13760,KG,1200
100,10001299,00010,MAT000492,3236,KG,1200
100,10001300,00010,MAT000351,18308,KG,1400
100,10001301,00010,MAT000032,7011,KG,1000
100,10001302,00010,MAT000298,7102,KG,1200
100,10001303,00010,MAT000298,10146,KG,1300
100,10001304,00010,MAT000302,1531,KG,1400
100,10001305,00010,MAT000481,17735,KG,1200
100,10001306,00010,MAT000348,18833,KG,1000
100,10001307,00010,MAT000309,14607,KG,1300
100,10001308,00010,MAT000204,624,KG,1200
100,10001309,00010,MAT000165,10083,KG,1100
100,10001310,00010,MAT000212,11438,KG,1200
100,10001311,00010,MAT000459,9546,KG,1100
100,10001312,00010,MAT000045,71,KG,1400
100,10001313,00010,MAT000096,9181,KG,1300
100,10001314,00010,MAT000209,7555,KG,1100
100,10001315,00010,MAT000051,15228,KG,1100
100,10001316,00010,MAT000099,15383,KG,1400
100,10001317,00010,MAT000380,17184,KG,1000
100,10001318,00010,MAT000459,11925,KG,1200
100,10001319,00010,MAT000395,324,KG,1200
100,10001320,00010,MAT000395,10677,KG,1100
100,10001321,00010,MAT000459,4240,KG,1400
100,10001322,00010,MAT000269,9210,KG,1200
100,10001323,00010,MAT000292,15206,KG,1100
100,10001324,00010,MAT000243,6784,KG,1100
100,10001325,00010,MAT000098,2419,KG,1100
100,10001326,00010,MAT000209,11667,KG,1100
100,10001327,00010,MAT000482,14343,KG,1100
100,10001328,00010,MAT000346,14889,KG,1300
100,10001329,00010,MAT000467,1232,KG,1000
100,10001330,00010,MAT000277,19511,KG,1400
100,10001331,00010,MAT000288,11199,KG,1400
100,10001332,00010,MAT000461,11480,KG,1200
100,10001333,00010,MAT000409,5587,KG,1100
100,10001334,00010,MAT000207,1652,KG,1200
100,10001335,00010,MAT000240,16164,KG,1300
100,10001336,00010,MAT000448,9434,KG,1100
100,10001337,00010,MAT000123,16401,KG,1100
100,10001338,00010,MAT000097,14370,KG,1200
100,10001339,00010,MAT000346,14530,KG,1300
100,10001340,00010,MAT000116,17139,KG,1000
100,10001341,00010,MAT000387,2820,KG,1300
100,10001342,00010,MAT000407,19116,KG,1000
100,10001343,00010,MAT000034,16787,KG,1200
100,10001344,00010,MAT000445,14081,KG,1400
100,10001345,00010,MAT000123,7470,KG,1400
100,10001346,00010,MAT000284,9435,KG,1400
100,10001347,00010,MAT000387,10142,KG,1100
100,10001348,00010,MAT000480,12238,KG,1200
100,10001349,00010,MAT000400,927,KG,1100
100,10001350,00010,MAT000406,17116,KG,1200
100,10001351,00010,MAT000123,623,KG,1300
100,10001352,00010,MAT000116,6108,KG,1200
100,10001353,00010,MAT000036,17582,KG,1200
100,10001354,00010,MAT000380,17037,KG,1300
100,10001355,00010,MAT000034,2464,KG,1400
100,10001356,00010,MAT000467,276,KG,1200
100,10001357,00010,MAT000207,2632,KG,1200
100,10001358,00010,MAT000336,10332,KG,1400
100,10001359,00010,MAT000395,9948,KG,1100
100,10001360,00010,MAT000481,4570,KG,1000
100,10001361,00010,MAT000123,19280,KG,1100
100,10001362,00010,MAT000240,11268,KG,1200
100,10001363,00010,MAT000436,4459,KG,1100
100,10001364,00010,MAT000136,15674,KG,1100
100,10001365,00010,MAT000291,12585,KG,1200
100,10001366,00010,MAT000394,15518,KG,1200
100,10001367,00010,MAT000458,13571,KG,1100
100,10001368,00010,MAT000302,18238,KG,1300
100,10001369,00010,MAT000292,980,KG,1400
100,10001370,00010,MAT000039,10155,KG,1400
100,10001371,00010,MAT000047,14608,KG,1200
100,10001372,00010,MAT000298,10565,KG,1400
100,10001373,00010,MAT000302,7389,KG,1200
100,10001374,00010,MAT000105,10291,KG,1400
100,10001375,00010,MAT000048,6708,KG,1400
100,10001376,00010,MAT000099,9233,KG,1000
100,10001377,00010,MAT000244,714,KG,1300
100,10001378,00010,MAT000045,14604,KG,1100
100,10001379,00010,MAT000036,4793,KG,1300
100,10001380,00010,MAT000437,13667,KG,1000
100,10001381,00010,MAT000097,13768,KG,1200
100,10001382,00010,MAT000182,2079,KG,1200
100,10001383,00010,MAT000405,5088,KG,1100
100,10001384,00010,MAT000393,3661,KG,1300
100,10001385,00010,MAT000097,8807,KG,1100
100,10001386,00010,MAT000445,4066,KG,1100
100,10001387,00010,MAT000348,5123,KG,1000
100,10001388,00010,MAT000298,13830,KG,1200
100,10001389,00010,MAT000489,7057,KG,1100
100,10001390,00010,MAT000232,5863,KG,1400
100,10001391,00010,MAT000445,15149,KG,1300
100,10001392,00010,MAT000408,11725,KG,1400
100,10001393,00010,MAT000333,972,KG,1300
100,10001394,00010,MAT000456,5381,KG,1200
100,10001395,00010,MAT000485,19666,KG,1100
100,10001396,00010,MAT000498,19104,KG,1000
100,10001397,00010,MAT000046,14432,KG,1100
100,10001398,00010,MAT000186,9471,KG,1100
100,10001399,00010,MAT000212,9197,KG,1300
100,10001400,00010,MAT000236,6046,KG,1400
100,10001401,00010,MAT000081,911,KG,1000
100,10001402,00010,MAT000333,17651,KG,1200
100,10001403,00010,MAT000351,11945,KG,1200
100,10001404,00010,MAT000467,4618,KG,1300
100,10001405,00010,MAT000388,18914,KG,1000
100,10001406,00010,MAT000286,14085,KG,1300
100,10001407,00010,MAT000476,1747,KG,1400
100,10001408,00010,MAT000407,2531,KG,1000
100,10001409,00010,MAT000480,9213,KG,1000
100,10001410,00010,MAT000405,4679,KG,1300
100,10001411,00010,MAT000424,11134,KG,1400
100,10001412,00010,MAT000147,3993,KG,1100
100,10001413,00010,MAT000441,19237,KG,1100
100,10001414,00010,MAT000252,16428,KG,1400
100,10001415,00010,MAT000430,13408,KG,1100
100,10001416,00010,MAT000284,6349,KG,1400
100,10001417,00010,MAT000473,4992,KG,1100
100,10001418,00010,MAT000393,12291,KG,1200
100,10001419,00010,MAT000459,2763,KG,1400
100,10001420,00010,MAT000236,16799,KG,1400
100,10001421,00010,MAT000291,9251,KG,1000
100,10001422,00010,MAT000050,9169,KG,1200
100,10001423,00010,MAT000047,9596,KG,1300
100,10001424,00010,MAT000346,6039,KG,1300
100,10001425,00010,MAT000114,1892,KG,1300
100,10001426,00010,MAT000452,3782,KG,1100
100,10001427,00010,MAT000097,8504,KG,1000
100,10001428,00010,MAT000295,16772,KG,1000
100,10001429,00010,MAT000307,5969,KG,1400
100,10001430,00010,MAT000196,573,KG,1200
100,10001431,00010,MAT000489,14456,KG,1000
100,10001432,00010,MAT000121,16149,KG,1400
100,10001433,00010,MAT000455,4874,KG,1100
100,10001434,00010,MAT000079,19768,KG,1200
100,10001435,00010,MAT000162,12839,KG,1100
100,10001436,00010,MAT000212,11284,KG,1300
100,10001437,00010,MAT000137,3800,KG,1200
100,10001438,00010,MAT000467,12267,KG,1300
100,10001439,00010,MAT000202,10528,KG,1100
100,10001440,00010,MAT000442,13563,KG,1100
100,10001441,00010,MAT000395,7606,KG,1100
100,10001442,00010,MAT000473,4711,KG,1100
100,10001443,00010,MAT000182,16853,KG,1300
100,10001444,00010,MAT000359,11110,KG,1400
100,10001445,00010,MAT000410,13005,KG,1200
100,10001446,00010,MAT000047,181,KG,1200
100,10001447,00010,MAT000373,15608,KG,1300
100,10001448,00010,MAT000406,11584,KG,1200
100,10001449,00010,MAT000094,18123,KG,1000
100,10001450,00010,MAT000496,19078,KG,1300
100,10001451,00010,MAT000362,14669,KG,1400
100,10001452,00010,MAT000457,2219,KG,1200
100,10001453,00010,MAT000307,14256,KG,1400
100,10001454,00010,MAT000478,9698,KG,1300
100,10001455,00010,MAT000207,14681,KG,1200
100,10001456,00010,MAT000382,8535,KG,1300
100,10001457,00010,MAT000309,2378,KG,1100
100,10001458,00010,MAT000480,19389,KG,1000
100,10001459,00010,MAT000147,9472,KG,1200
100,10001460,00010,MAT000241,3682,KG,1100
100,10001461,00010,MAT000480,16363,KG,1000
100,10001462,00010,MAT000309,7863,KG,1300
100,10001463,00010,MAT000252,1925,KG,1000
100,10001464,00010,MAT000398,7815,KG,1200
100,10001465,00010,MAT000185,7655,KG,1200
100,10001466,00010,MAT000269,13024,KG,1200
100,10001467,00010,MAT000232,16726,KG,1100
100,10001468,00010,MAT000114,12808,KG,1300
100,10001469,00010,MAT000437,14158,KG,1100
100,10001470,00010,MAT000307,10847,KG,1100
100,10001471,00010,MAT000458,1201,KG,1300
100,10001472,00010,MAT000137,15628,KG,1400
100,10001473,00010,MAT000392,19147,KG,1100
100,10001474,00010,MAT000038,13114,KG,1400
100,10001475,00010,MAT000478,5116,KG,1100
100,10001476,00010,MAT000424,4413,KG,1200
100,10001477,00010,MAT000498,10433,KG,1400
100,10001478,00010,MAT000302,723,KG,1300
100,10001479,00010,MAT000321,18073,KG,1300
100,10001480,00010,MAT000384,14012,KG,1200
100,10001481,00010,MAT000260,13545,KG,1200
100,10001482,00010,MAT000236,12721,KG,1200
100,10001483,00010,MAT000128,10075,KG,1400
100,10001484,00010,MAT000096,19038,KG,1000
100,10001485,00010,MAT000286,11660,KG,1300
100,10001486,00010,MAT000409,1252,KG,1400
100,10001487,00010,MAT000307,18344,KG,1400
100,10001488,00010,MAT000410,637,KG,1200
100,10001489,00010,MAT000084,17775,KG,1000
100,10001490,00010,MAT000234,16882,KG,1300
100,10001491,00010,MAT000047,9152,KG,1100
100,10001492,00010,MAT000208,16429,KG,1200
100,10001493,00010,MAT000229,4394,KG,1200
100,10001494,00010,MAT000478,5479,KG,1300
100,10001495,00010,MAT000203,14262,KG,1400
100,10001496,00010,MAT000437,14817,KG,1300
100,10001497,00010,MAT000452,1738,KG,1100
100,10001498,00010,MAT000460,18220,KG,1400
100,10001499,00010,MAT000472,7986,KG,1200
100,10001500,00010,MAT000309,12459,KG,1400
100,10001501,00010,MAT000123,3223,KG,1300
100,10001502,00010,MAT000162,17353,KG,1400
100,10001503,00010,MAT000212,6357,KG,1000
100,10001504,00010,MAT000043,15641,KG,1100
100,10001505,00010,MAT000244,17160,KG,1200
100,10001506,00010,MAT000033,1305,KG,1100
100,10001507,00010,MAT000467,5575,KG,1400
100,10001508,00010,MAT000037,19745,KG,1200
100,10001509,00010,MAT000257,17628,KG,1200
100,10001510,00010,MAT000334,16735,KG,1300
100,10001511,00010,MAT000229,1625,KG,1200
100,10001512,00010,MAT000162,6537,KG,1300
100,10001513,00010,MAT000389,16817,KG,1200
100,10001514,00010,MAT000053,6392,KG,1100
100,10001515,00010,MAT000480,5075,KG,1200
100,10001516,00010,MAT000047,9069,KG,1000
100,10001517,00010,MAT000203,7263,KG,1300
100,10001518,00010,MAT000306,15445,KG,1000
100,10001519,00010,MAT000359,916,KG,1200
100,10001520,00010,MAT000097,15392,KG,1000
100,10001521,00010,MAT000079,13136,KG,1200
100,10001522,00010,MAT000165,14979,KG,1300
100,10001523,00010,MAT000047,5130,KG,1300
100,10001524,00010,MAT000137,5924,KG,1100
100,10001525,00010,MAT000260,17543,KG,1100
100,10001526,00010,MAT000448,13842,KG,1400
100,10001527,00010,MAT000136,2540,KG,1200
100,10001528,00010,MAT000328,11454,KG,1400
100,10001529,00010,MAT000115,4529,KG,1200
100,10001530,00010,MAT000387,19663,KG,1100
100,10001531,00010,MAT000053,4223,KG,1100
100,10001532,00010,MAT000036,12410,KG,1100
100,10001533,00010,MAT000288,3506,KG,1300
100,10001534,00010,MAT000395,17100,KG,1300
100,10001535,00010,MAT000461,17960,KG,1300
100,10001536,00010,MAT000489,17946,KG,1400
100,10001537,00010,MAT000480,2549,KG,1100
100,10001538,00010,MAT000116,15880,KG,1300
100,10001539,00010,MAT000452,13854,KG,1200
100,10001540,00010,MAT000128,18496,KG,1100
100,10001541,00010,MAT000458,16332,KG,1300
100,10001542,00010,MAT000049,12899,KG,1100
100,10001543,00010,MAT000493,8422,KG,1400
100,10001544,00010,MAT000045,7033,KG,1200
100,10001545,00010,MAT000052,2302,KG,1300
100,10001546,00010,MAT000212,15813,KG,1000
100,10001547,00010,MAT000204,5338,KG,1200
100,10001548,00010,MAT000476,16600,KG,1300
100,10001549,00010,MAT000038,7214,KG,1000
100,10001550,00010,MAT000459,3445,KG,1400
100,10001551,00010,MAT000295,10072,KG,1400
100,10001552,00010,MAT000472,18779,KG,1000
100,10001553,00010,MAT000049,12868,KG,1100
100,10001554,00010,MAT000400,1390,KG,1400
100,10001555,00010,MAT000458,2121,KG,1300
100,10001556,00010,MAT000053,14360,KG,1400
100,10001557,00010,MAT000384,6460,KG,1000
100,10001558,00010,MAT000043,15375,KG,1000
100,10001559,00010,MAT000149,18749,KG,1300
100,10001560,00010,MAT000128,2766,KG,1400
100,10001561,00010,MAT000204,7290,KG,1100
100,10001562,00010,MAT000467,7532,KG,1200
100,10001563,00010,MAT000284,13462,KG,1400
100,10001564,00010,MAT000496,8474,KG,1000
100,10001565,00010,MAT000478,18405,KG,1200
100,10001566,00010,MAT000306,18634,KG,1300
100,10001567,00010,MAT000478,3063,KG,1000
100,10001568,00010,MAT000494,14235,KG,1300
100,10001569,00010,MAT000204,12399,KG,1200
100,10001570,00010,MAT000302,9804,KG,1300
100,10001571,00010,MAT000164,10338,KG,1000
100,10001572,00010,MAT000049,11022,KG,1000
100,10001573,00010,MAT000291,9434,KG,1400
100,10001574,00010,MAT000493,16247,KG,1100
100,10001575,00010,MAT000390,7746,KG,1400
100,10001576,00010,MAT000114,12753,KG,1200
100,10001577,00010,MAT000437,8872,KG,1100
100,10001578,00010,MAT000478,8602,KG,1400
100,10001579,00010,MAT000406,16503,KG,1400
100,10001580,00010,MAT000400,7310,KG,1100
100,10001581,00010,MAT000096,9792,KG,1400
100,10001582,00010,MAT000398,19572,KG,1100
100,10001583,00010,MAT000393,13595,KG,1000
100,10001584,00010,MAT000457,18267,KG,1300
100,10001585,00010,MAT000382,6484,KG,1200
100,10001586,00010,MAT000123,9836,KG,1200
100,10001587,00010,MAT000476,11805,KG,1300
100,10001588,00010,MAT000288,6754,KG,1300
100,10001589,00010,MAT000359,11110,KG,1100
100,10001590,00010,MAT000445,8339,KG,1200
100,10001591,00010,MAT000039,3194,KG,1400
100,10001592,00010,MAT000384,8501,KG,1400
100,10001593,00010,MAT000295,15380,KG,1100
100,10001594,00010,MAT000408,14962,KG,1100
100,10001595,00010,MAT000362,5526,KG,1400
100,10001596,00010,MAT000085,13655,KG,1300
100,10001597,00010,MAT000084,10110,KG,1300
100,10001598,00010,MAT000149,11937,KG,1300
100,10001599,00010,MAT000307,16335,KG,1000
100,10001600,00010,MAT000461,12553,KG,1100
100,10001601,00010,MAT000408,16990,KG,1100
100,10001602,00010,MAT000373,569,KG,1200
100,10001603,00010,MAT000286,15854,KG,1000
100,10001604,00010,MAT000208,19355,KG,1000
100,10001605,00010,MAT000084,13835,KG,1100
100,10001606,00010,MAT000321,2188,KG,1000
100,10001607,00010,MAT000212,6555,KG,1400
100,10001608,00010,MAT000208,7118,KG,1100
100,10001609,00010,MAT000165,2376,KG,1300
100,10001610,00010,MAT000116,17192,KG,1200
100,10001611,00010,MAT000032,11453,KG,1000
100,10001612,00010,MAT000442,13947,KG,1300
100,10001613,00010,MAT000393,9200,KG,1200
100,10001614,00010,MAT000165,17992,KG,1400
100,10001615,00010,MAT000498,2580,KG,1100
100,10001616,00010,MAT000461,19956,KG,1000
100,10001617,00010,MAT000162,1154,KG,1400
100,10001618,00010,MAT000036,9827,KG,1400
100,10001619,00010,MAT000288,7618,KG,1400
100,10001620,00010,MAT000202,19951,KG,1400
100,10001621,00010,MAT000452,16678,KG,1300
100,10001622,00010,MAT000081,3623,KG,1400
100,10001623,00010,MAT000306,6955,KG,1200
100,10001624,00010,MAT000121,226,KG,1300
100,10001625,00010,MAT000382,9413,KG,1400
100,10001626,00010,MAT000115,7100,KG,1300
100,10001627,00010,MAT000461,12470,KG,1100
100,10001628,00010,MAT000366,4742,KG,1400
100,10001629,00010,MAT000348,9755,KG,1000
100,10001630,00010,MAT000097,3866,KG,1000
100,10001631,00010,MAT000496,2128,KG,1100
100,10001632,00010,MAT000269,1071,KG,1300
100,10001633,00010,MAT000252,4254,KG,1100
100,10001634,00010,MAT000496,19426,KG,1300
100,10001635,00010,MAT000366,18697,KG,1300
100,10001636,00010,MAT000309,11169,KG,1400
100,10001637,00010,MAT000472,8008,KG,1000
100,10001638,00010,MAT000039,14755,KG,1100
