MANDT,DTNUM,DTLINE,DELKZ,PLESSION,MESSION,MEINS
100,000000000127,0003,,20240804,82.822,EA
100,000000000127,0004,,20240119,24.941,EA
100,000000000127,0005,,20230618,3.876,EA
100,000000000128,0001,,20240810,23.824,EA
100,000000000128,0002,,20240919,65.833,EA
100,000000000128,0003,,20220826,4.25,EA
100,000000000128,0004,,20220410,29.756,EA
100,000000000128,0005,,20221218,32.454,EA
100,000000000129,0001,,20240925,77.192,EA
100,000000000129,0002,,20231130,42.304,EA
100,000000000129,0003,,20240626,53.705,EA
100,000000000129,0004,,20231114,16.322,EA
100,000000000129,0005,,20230827,35.464,EA
100,000000000130,0001,,20220605,76.003,EA
100,000000000130,0002,,20220206,73.377,EA
100,000000000130,0003,,20220502,70.953,EA
100,000000000130,0004,,20230322,37.475,EA
100,000000000130,0005,,20240609,28.956,EA
100,000000000131,0001,,20220626,54.152,EA
100,000000000131,0002,,20230603,94.773,EA
100,000000000131,0003,,20240721,29.423,EA
100,000000000131,0004,,20220129,70.68,EA
100,000000000131,0005,,20240826,77.757,EA
100,000000000132,0001,,20220221,18.859,EA
100,000000000132,0002,,20230812,69.912,EA
100,000000000132,0003,,20240516,13.614,EA
100,000000000132,0004,,20240128,46.049,EA
100,000000000132,0005,,20220118,9.3,EA
100,000000000133,0001,,20240105,66.402,EA
100,000000000133,0002,,20220801,41.574,EA
100,000000000133,0003,,20220117,8.294,EA
100,000000000133,0004,,20241216,48.528,EA
100,000000000133,0005,,20221126,91.7,EA
100,000000000134,0001,,20220615,44.116,EA
100,000000000134,0002,,20220216,62.713,EA
100,000000000134,0003,,20240422,33.613,EA
100,000000000134,0004,,20231021,44.897,EA
100,000000000134,0005,,20220913,33.285,EA
100,000000000135,0001,,20240407,87.636,EA
100,000000000135,0002,,20220830,22.376,EA
100,000000000135,0003,,20221026,62.452,EA
100,000000000135,0004,,20240618,99.599,EA
100,000000000135,0005,,20231217,81.588,EA
100,000000000136,0001,,20240130,63.391,EA
100,000000000136,0002,,20230808,88.997,EA
100,000000000136,0003,,20240320,85.576,EA
100,000000000136,0004,,20230120,98.058,EA
100,000000000136,0005,,20220314,68.909,EA
100,000000000137,0001,,20231019,15.984,EA
100,000000000137,0002,,20230113,65.573,EA
100,000000000137,0003,,20220706,82.148,EA
100,000000000137,0004,,20241010,80.682,EA
100,000000000137,0005,,20240128,26.403,EA
100,000000000138,0001,,20240510,84.2,EA
100,000000000138,0002,,20230921,73.612,EA
100,000000000138,0003,,20240227,52.31,EA
100,000000000138,0004,,20230904,5.74,EA
100,000000000138,0005,,20230916,4.559,EA
100,000000000139,0001,,20240717,68.136,EA
100,000000000139,0002,,20230613,13.603,EA
100,000000000139,0003,,20230811,48.851,EA
100,000000000139,0004,,20230220,39.887,EA
100,000000000139,0005,,20230523,40.941,EA
100,000000000140,0001,,20220903,68.86,EA
100,000000000140,0002,,20220129,30.962,EA
100,000000000140,0003,,20240304,28.849,EA
100,000000000140,0004,,20241009,68.869,EA
100,000000000140,0005,,20240713,41.957,EA
100,000000000141,0001,,20220729,3.153,EA
100,000000000141,0002,,20230602,20.993,EA
100,000000000141,0003,,20230418,32.465,EA
100,000000000141,0004,,20230922,38.108,EA
100,000000000141,0005,,20220203,58.188,EA
100,000000000142,0001,,20231230,98.031,EA
100,000000000142,0002,,20220510,93.952,EA
100,000000000142,0003,,20240919,73.979,EA
100,000000000142,0004,,20220803,17.477,EA
100,000000000142,0005,,20221112,19.32,EA
100,000000000143,0001,,20220715,10.813,EA
100,000000000143,0002,,20220514,29.508,EA
100,000000000143,0003,,20240617,81.621,EA
100,000000000143,0004,,20230919,20.884,EA
100,000000000143,0005,,20240910,58.48,EA
100,000000000144,0001,,20230409,7.514,EA
100,000000000144,0002,,20240611,57.898,EA
100,000000000144,0003,,20230424,43.089,EA
100,000000000144,0004,,20221013,28.521,EA
100,000000000144,0005,,20230308,61.787,EA
100,000000000145,0001,,20221217,29.358,EA
100,000000000145,0002,,20220414,34.222,EA
100,000000000145,0003,,20240730,28.376,EA
100,000000000145,0004,,20230221,71.905,EA
100,000000000145,0005,,20230407,82.592,EA
100,000000000146,0001,,20240203,33.756,EA
100,000000000146,0002,,20231105,93.0,EA
100,000000000146,0003,,20240630,87.709,EA
100,000000000146,0004,,20240710,48.212,EA
100,000000000146,0005,,20220307,79.929,EA
100,000000000147,0001,,20241029,70.175,EA
100,000000000147,0002,,20220214,4.633,EA
100,000000000147,0003,,20220731,45.295,EA
100,000000000147,0004,,20220613,55.222,EA
100,000000000147,0005,,20231101,99.667,EA
100,000000000148,0001,,20240804,11.163,EA
100,000000000148,0002,,20240306,66.904,EA
100,000000000148,0003,,20230924,71.534,EA
100,000000000148,0004,,20220304,78.235,EA
100,000000000148,0005,,20230413,97.217,EA
100,000000000149,0001,,20240724,85.033,EA
100,000000000149,0002,,20240402,67.546,EA
100,000000000149,0003,,20220523,87.504,EA
100,000000000149,0004,,20230905,17.579,EA
100,000000000149,0005,,20220707,81.2,EA
100,000000000150,0001,,20220506,53.06,EA
100,000000000150,0002,,20240508,61.43,EA
100,000000000150,0003,,20220312,61.429,EA
100,000000000150,0004,,20230819,96.367,EA
100,000000000150,0005,,20240609,16.918,EA
100,000000000151,0001,,20240329,73.21,EA
100,000000000151,0002,,20230226,19.763,EA
100,000000000151,0003,,20220817,63.826,EA
100,000000000151,0004,,20220609,94.682,EA
100,000000000151,0005,,20240714,79.598,EA
100,000000000152,0001,,20230908,94.672,EA
100,000000000152,0002,,20240810,59.864,EA
100,000000000152,0003,,20221211,67.777,EA
100,000000000152,0004,,20230414,58.856,EA
100,000000000152,0005,,20220307,90.362,EA
100,000000000153,0001,,20230820,27.304,EA
100,000000000153,0002,,20241005,38.506,EA
100,000000000153,0003,,20240923,15.849,EA
100,000000000153,0004,,20220430,19.114,EA
100,000000000153,0005,,20231206,92.533,EA
100,000000000154,0001,,20230908,68.07,EA
100,000000000154,0002,,20220703,2.866,EA
100,000000000154,0003,,20240929,34.855,EA
100,000000000154,0004,,20230316,45.833,EA
100,000000000154,0005,,20240124,21.628,EA
100,000000000155,0001,,20241111,53.801,EA
100,000000000155,0002,,20230319,7.279,EA
100,000000000155,0003,,20230327,33.527,EA
100,000000000155,0004,,20220129,11.327,EA
100,000000000155,0005,,20231206,97.594,EA
100,000000000156,0001,,20230528,58.573,EA
100,000000000156,0002,,20230513,44.511,EA
100,000000000156,0003,,20220120,16.088,EA
100,000000000156,0004,,20221029,39.826,EA
100,000000000156,0005,,20221116,65.367,EA
100,000000000157,0001,,20240817,51.429,EA
100,000000000157,0002,,20231215,74.449,EA
100,000000000157,0003,,20221215,50.522,EA
100,000000000157,0004,,20220510,16.867,EA
100,000000000157,0005,,20230901,20.237,EA
100,000000000158,0001,,20241031,54.385,EA
100,000000000158,0002,,20220921,61.991,EA
100,000000000158,0003,,20231106,68.578,EA
100,000000000158,0004,,20240524,80.991,EA
100,000000000158,0005,,20240217,47.915,EA
100,000000000159,0001,,20240301,58.234,EA
100,000000000159,0002,,20220902,9.74,EA
100,000000000159,0003,,20240526,2.863,EA
100,000000000159,0004,,20220704,51.478,EA
100,000000000159,0005,,20220127,98.73,EA
100,000000000160,0001,,20230420,94.869,EA
100,000000000160,0002,,20220103,15.593,EA
100,000000000160,0003,,20220902,31.554,EA
100,000000000160,0004,,20230411,91.79,EA
100,000000000160,0005,,20241018,4.169,EA
100,000000000161,0001,,20230304,17.578,EA
100,000000000161,0002,,20231008,74.645,EA
100,000000000161,0003,,20220312,95.123,EA
100,000000000161,0004,,20230418,15.034,EA
100,000000000161,0005,,20241006,82.326,EA
100,000000000162,0001,,20230109,35.3,EA
100,000000000162,0002,,20220409,56.981,EA
100,000000000162,0003,,20230130,16.259,EA
100,000000000162,0004,,20220605,46.033,EA
100,000000000162,0005,,20221105,91.319,EA
100,000000000163,0001,,20220810,51.661,EA
100,000000000163,0002,,20220604,94.594,EA
100,000000000163,0003,,20230730,74.575,EA
100,000000000163,0004,,20241214,60.15,EA
100,000000000163,0005,,20240220,96.179,EA
100,000000000164,0001,,20240907,56.941,EA
100,000000000164,0002,,20241116,78.917,EA
100,000000000164,0003,,20240521,37.002,EA
100,000000000164,0004,,20240412,45.03,EA
100,000000000164,0005,,20220228,25.441,EA
100,000000000165,0001,,20240525,41.629,EA
100,000000000165,0002,,20230522,92.413,EA
100,000000000165,0003,,20220113,83.636,EA
100,000000000165,0004,,20230604,28.324,EA
100,000000000165,0005,,20230802,54.596,EA
100,000000000166,0001,,20240120,87.37,EA
100,000000000166,0002,,20220307,24.044,EA
100,000000000166,0003,,20231014,73.261,EA
100,000000000166,0004,,20240410,68.374,EA
100,000000000166,0005,,20231011,12.926,EA
100,000000000167,0001,,20231005,47.099,EA
100,000000000167,0002,,20230726,37.733,EA
100,000000000167,0003,,20240411,55.291,EA
100,000000000167,0004,,20220706,59.834,EA
100,000000000167,0005,,20240410,82.834,EA
100,000000000168,0001,,20230609,14.877,EA
100,000000000168,0002,,20221020,24.22,EA
100,000000000168,0003,,20241202,95.444,EA
100,000000000168,0004,,20230512,16.138,EA
100,000000000168,0005,,20220219,92.776,EA
100,000000000169,0001,,20220911,63.986,EA
100,000000000169,0002,,20230222,50.364,EA
100,000000000169,0003,,20241225,4.353,EA
100,000000000169,0004,,20220301,17.74,EA
100,000000000169,0005,,20230313,4.216,EA
100,000000000170,0001,,20220713,65.872,EA
100,000000000170,0002,,20230513,73.352,EA
100,000000000170,0003,,20241114,36.081,EA
100,000000000170,0004,,20220420,46.052,EA
100,000000000170,0005,,20220623,88.784,EA
100,000000000171,0001,,20220301,82.119,EA
100,000000000171,0002,,20220420,4.376,EA
100,000000000171,0003,,20230704,43.131,EA
100,000000000171,0004,,20220506,94.546,EA
100,000000000171,0005,,20240722,8.697,EA
100,000000000172,0001,,20240315,35.447,EA
100,000000000172,0002,,20231209,89.526,EA
100,000000000172,0003,,20230427,10.711,EA
100,000000000172,0004,,20220102,38.57,EA
100,000000000172,0005,,20241219,92.109,EA
100,000000000173,0001,,20220228,59.612,EA
100,000000000173,0002,,20230801,93.813,EA
100,000000000173,0003,,20240108,62.048,EA
100,000000000173,0004,,20240505,35.394,EA
100,000000000173,0005,,20240713,62.454,EA
100,000000000174,0001,,20220516,16.438,EA
100,000000000174,0002,,20240309,65.778,EA
100,000000000174,0003,,20221028,36.267,EA
100,000000000174,0004,,20230101,45.229,EA
100,000000000174,0005,,20240621,18.255,EA
100,000000000175,0001,,20230804,46.824,EA
100,000000000175,0002,,20220910,98.84,EA
100,000000000175,0003,,20230802,82.03,EA
100,000000000175,0004,,20230810,79.878,EA
100,000000000175,0005,,20240412,53.273,EA
100,000000000176,0001,,20220917,94.777,EA
100,000000000176,0002,,20230715,22.659,EA
100,000000000176,0003,,20240711,7.198,EA
100,000000000176,0004,,20230706,79.204,EA
100,000000000176,0005,,20240219,24.899,EA
100,000000000177,0001,,20240207,20.153,EA
100,000000000177,0002,,20220307,58.879,EA
100,000000000177,0003,,20220211,20.178,EA
100,000000000177,0004,,20230118,78.755,EA
100,000000000177,0005,,20230725,27.467,EA
100,000000000178,0001,,20240204,34.966,EA
100,000000000178,0002,,20240109,22.606,EA
100,000000000178,0003,,20221107,42.13,EA
100,000000000178,0004,,20220113,83.526,EA
100,000000000178,0005,,20230430,6.799,EA
100,000000000179,0001,,20240627,3.444,EA
100,000000000179,0002,,20240914,13.827,EA
100,000000000179,0003,,20230210,4.852,EA
100,000000000179,0004,,20230913,54.851,EA
100,000000000179,0005,,20230226,19.348,EA
100,000000000180,0001,,20231102,60.902,EA
100,000000000180,0002,,20230828,16.162,EA
100,000000000180,0003,,20240107,25.699,EA
100,000000000180,0004,,20220719,98.336,EA
100,000000000180,0005,,20230904,79.704,EA
100,000000000181,0001,,20240118,26.195,EA
100,000000000181,0002,,20231226,67.528,EA
100,000000000181,0003,,20230620,56.435,EA
100,000000000181,0004,,20240108,96.211,EA
100,000000000181,0005,,20240204,63.357,EA
100,000000000182,0001,,20230130,30.7,EA
100,000000000182,0002,,20220429,93.25,EA
100,000000000182,0003,,20240602,72.679,EA
100,000000000182,0004,,20240813,36.833,EA
100,000000000182,0005,,20231028,71.883,EA
100,000000000183,0001,,20240315,72.41,EA
100,000000000183,0002,,20220216,21.581,EA
100,000000000183,0003,,20231015,57.52,EA
100,000000000183,0004,,20230908,45.938,EA
100,000000000183,0005,,20240519,54.978,EA
100,000000000184,0001,,20241027,37.743,EA
100,000000000184,0002,,20240130,77.064,EA
100,000000000184,0003,,20220314,34.539,EA
100,000000000184,0004,,20240410,19.013,EA
100,000000000184,0005,,20230720,1.12,EA
100,000000000185,0001,,20230531,87.096,EA
100,000000000185,0002,,20240131,9.968,EA
100,000000000185,0003,,20240718,96.873,EA
100,000000000185,0004,,20230123,78.865,EA
100,000000000185,0005,,20240409,13.297,EA
100,000000000186,0001,,20231122,61.52,EA
100,000000000186,0002,,20230109,67.325,EA
100,000000000186,0003,,20231010,78.211,EA
100,000000000186,0004,,20241210,83.138,EA
100,000000000186,0005,,20220301,21.939,EA
100,000000000187,0001,,20240831,45.781,EA
100,000000000187,0002,,20221129,14.276,EA
100,000000000187,0003,,20240224,95.755,EA
100,000000000187,0004,,20240611,42.338,EA
100,000000000187,0005,,20221116,39.992,EA
100,000000000188,0001,,20220527,38.114,EA
100,000000000188,0002,,20220701,12.22,EA
100,000000000188,0003,,20231110,58.349,EA
100,000000000188,0004,,20230430,87.426,EA
100,000000000188,0005,,20241020,47.996,EA
100,000000000189,0001,,20221006,94.279,EA
100,000000000189,0002,,20230619,85.27,EA
100,000000000189,0003,,20231207,75.811,EA
100,000000000189,0004,,20241129,74.894,EA
100,000000000189,0005,,20220105,72.755,EA
100,000000000190,0001,,20220211,91.016,EA
100,000000000190,0002,,20220930,56.166,EA
100,000000000190,0003,,20220624,33.49,EA
100,000000000190,0004,,20220615,11.934,EA
100,000000000190,0005,,20220814,95.879,EA
100,000000000191,0001,,20220118,47.929,EA
100,000000000191,0002,,20220201,20.645,EA
100,000000000191,0003,,20220228,18.339,EA
100,000000000191,0004,,20240827,15.364,EA
100,000000000191,0005,,20230107,8.058,EA
100,000000000192,0001,,20231120,33.715,EA
100,000000000192,0002,,20230205,45.682,EA
100,000000000192,0003,,20230907,96.019,EA
100,000000000192,0004,,20231117,32.465,EA
100,000000000192,0005,,20230526,46.901,EA
100,000000000193,0001,,20220710,10.641,EA
100,000000000193,0002,,20240916,51.313,EA
100,000000000193,0003,,20240727,10.886,EA
100,000000000193,0004,,20220904,72.142,EA
100,000000000193,0005,,20240809,8.355,EA
100,000000000194,0001,,20230628,82.048,EA
100,000000000194,0002,,20230723,1.565,EA
100,000000000194,0003,,20220623,79.739,EA
100,000000000194,0004,,20230507,63.196,EA
100,000000000194,0005,,20240404,77.753,EA
100,000000000195,0001,,20240721,46.409,EA
100,000000000195,0002,,20230328,22.946,EA
100,000000000195,0003,,20240106,31.993,EA
100,000000000195,0004,,20240513,53.432,EA
100,000000000195,0005,,20230414,83.249,EA
100,000000000196,0001,,20240602,39.184,EA
100,000000000196,0002,,20240309,92.309,EA
100,000000000196,0003,,20221003,47.47,EA
100,000000000196,0004,,20231028,8.948,EA
100,000000000196,0005,,20230329,73.011,EA
100,000000000197,0001,,20230707,6.131,EA
100,000000000197,0002,,20230227,79.512,EA
100,000000000197,0003,,20231221,23.879,EA
100,000000000197,0004,,20230203,74.114,EA
100,000000000197,0005,,20231123,27.259,EA
100,000000000198,0001,,20221029,58.575,EA
100,000000000198,0002,,20221024,3.511,EA
100,000000000198,0003,,20240819,27.461,EA
100,000000000198,0004,,20240331,15.527,EA
100,000000000198,0005,,20240413,77.131,EA
100,000000000199,0001,,20220126,10.577,EA
100,000000000199,0002,,20220725,81.368,EA
100,000000000199,0003,,20231017,67.369,EA
100,000000000199,0004,,20240114,12.579,EA
100,000000000199,0005,,20241009,15.562,EA
100,000000000200,0001,,20241001,69.359,EA
100,000000000200,0002,,20231030,73.505,EA
100,000000000200,0003,,20220307,85.979,EA
100,000000000200,0004,,20240625,52.517,EA
100,000000000200,0005,,20220511,34.079,EA
100,000000000201,0001,,20240508,90.922,EA
100,000000000201,0002,,20220106,85.37,EA
100,000000000201,0003,,20240218,16.723,EA
100,000000000201,0004,,20231105,5.472,EA
100,000000000201,0005,,20220107,74.218,EA
100,000000000202,0001,,20230109,94.557,EA
100,000000000202,0002,,20220605,83.963,EA
100,000000000202,0003,,20230711,1.105,EA
100,000000000202,0004,,20230529,12.354,EA
100,000000000202,0005,,20221019,11.529,EA
100,000000000203,0001,,20240908,47.69,EA
100,000000000203,0002,,20241223,51.453,EA
100,000000000203,0003,,20221115,1.987,EA
100,000000000203,0004,,20240316,6.373,EA
100,000000000203,0005,,20240102,66.619,EA
100,000000000204,0001,,20220418,19.691,EA
100,000000000204,0002,,20220321,85.67,EA
100,000000000204,0003,,20240208,96.388,EA
100,000000000204,0004,,20240826,1.391,EA
100,000000000204,0005,,20220702,56.996,EA
100,000000000205,0001,,20240206,13.083,EA
100,000000000205,0002,,20241029,45.821,EA
100,000000000205,0003,,20230415,31.412,EA
100,000000000205,0004,,20220102,15.206,EA
100,000000000205,0005,,20220329,98.946,EA
100,000000000206,0001,,20240203,22.917,EA
100,000000000206,0002,,20231202,35.272,EA
100,000000000206,0003,,20220615,96.491,EA
100,000000000206,0004,,20230416,10.967,EA
100,000000000206,0005,,20230109,34.173,EA
100,000000000207,0001,,20230319,97.792,EA
100,000000000207,0002,,20230622,60.018,EA
100,000000000207,0003,,20240314,43.058,EA
100,000000000207,0004,,20230719,3.221,EA
100,000000000207,0005,,20241115,26.994,EA
100,000000000208,0001,,20241030,60.678,EA
100,000000000208,0002,,20240419,94.515,EA
100,000000000208,0003,,20231205,9.399,EA
100,000000000208,0004,,20240202,55.302,EA
100,000000000208,0005,,20220927,67.465,EA
100,000000000209,0001,,20230223,91.909,EA
100,000000000209,0002,,20220204,68.588,EA
100,000000000209,0003,,20230526,36.922,EA
100,000000000209,0004,,20221124,84.072,EA
100,000000000209,0005,,20241001,4.285,EA
100,000000000210,0001,,20230702,35.731,EA
100,000000000210,0002,,20230105,65.129,EA
100,000000000210,0003,,20230612,74.198,EA
100,000000000210,0004,,20231024,1.892,EA
100,000000000210,0005,,20220502,65.076,EA
100,000000000211,0001,,20230306,25.699,EA
100,000000000211,0002,,20220103,36.859,EA
100,000000000211,0003,,20220110,73.562,EA
100,000000000211,0004,,20231215,92.96,EA
100,000000000211,0005,,20241031,48.155,EA
100,000000000212,0001,,20240929,21.456,EA
100,000000000212,0002,,20241230,57.303,EA
100,000000000212,0003,,20221102,8.035,EA
100,000000000212,0004,,20230217,35.126,EA
100,000000000212,0005,,20220607,14.386,EA
100,000000000213,0001,,20220201,21.883,EA
100,000000000213,0002,,20230318,27.405,EA
100,000000000213,0003,,20230113,86.628,EA
100,000000000213,0004,,20220106,83.039,EA
100,000000000213,0005,,20230514,25.016,EA
100,000000000214,0001,,20240712,84.283,EA
100,000000000214,0002,,20230831,65.926,EA
100,000000000214,0003,,20230725,93.695,EA
100,000000000214,0004,,20231212,57.05,EA
100,000000000214,0005,,20221207,92.103,EA
100,000000000215,0001,,20220101,52.675,EA
100,000000000215,0002,,20220605,58.281,EA
100,000000000215,0003,,20230708,63.689,EA
100,000000000215,0004,,20240929,90.106,EA
100,000000000215,0005,,20220620,2.801,EA
100,000000000216,0001,,20241019,43.542,EA
100,000000000216,0002,,20230203,39.468,EA
100,000000000216,0003,,20240926,46.302,EA
100,000000000216,0004,,20220122,1.822,EA
100,000000000216,0005,,20220410,95.703,EA
100,000000000217,0001,,20240907,28.383,EA
100,000000000217,0002,,20221206,83.315,EA
100,000000000217,0003,,20221006,79.447,EA
100,000000000217,0004,,20220801,19.017,EA
100,000000000217,0005,,20230211,43.224,EA
100,000000000218,0001,,20230103,17.499,EA
100,000000000218,0002,,20230227,2.944,EA
100,000000000218,0003,,20230222,19.574,EA
100,000000000218,0004,,20241005,75.031,EA
100,000000000218,0005,,20231121,93.442,EA
100,000000000219,0001,,20220621,37.768,EA
100,000000000219,0002,,20221230,72.246,EA
100,000000000219,0003,,20230626,41.422,EA
100,000000000219,0004,,20230520,72.245,EA
100,000000000219,0005,,20221003,82.982,EA
100,000000000220,0001,,20230206,60.944,EA
100,000000000220,0002,,20241205,37.988,EA
100,000000000220,0003,,20230728,19.202,EA
100,000000000220,0004,,20221111,53.221,EA
100,000000000220,0005,,20240626,6.22,EA
100,000000000221,0001,,20241026,44.123,EA
100,000000000221,0002,,20240825,4.345,EA
100,000000000221,0003,,20231026,91.514,EA
100,000000000221,0004,,20220129,13.391,EA
100,000000000221,0005,,20220704,51.478,EA
100,000000000222,0001,,20230621,15.117,EA
100,000000000222,0002,,20220823,13.259,EA
100,000000000222,0003,,20230524,27.275,EA
100,000000000222,0004,,20230612,50.14,EA
100,000000000222,0005,,20220329,48.875,EA
100,000000000223,0001,,20230530,49.639,EA
100,000000000223,0002,,20220903,51.484,EA
100,000000000223,0003,,20240506,17.23,EA
100,000000000223,0004,,20221107,11.278,EA
100,000000000223,0005,,20240817,85.264,EA
100,000000000224,0001,,20231031,76.111,EA
100,000000000224,0002,,20231015,4.899,EA
100,000000000224,0003,,20230208,2.642,EA
100,000000000224,0004,,20220623,21.051,EA
100,000000000224,0005,,20230113,53.99,EA
100,000000000225,0001,,20240825,30.53,EA
100,000000000225,0002,,20220607,64.71,EA
100,000000000225,0003,,20221231,85.692,EA
100,000000000225,0004,,20241204,22.184,EA
100,000000000225,0005,,20220811,89.031,EA
100,000000000226,0001,,20220505,22.963,EA
100,000000000226,0002,,20220410,60.602,EA
100,000000000226,0003,,20241018,3.411,EA
100,000000000226,0004,,20220221,30.379,EA
100,000000000226,0005,,20230619,96.358,EA
100,000000000227,0001,,20230207,51.079,EA
100,000000000227,0002,,20220204,47.211,EA
100,000000000227,0003,,20240402,81.776,EA
100,000000000227,0004,,20220628,22.09,EA
100,000000000227,0005,,20230410,30.22,EA
100,000000000228,0001,,20230406,51.955,EA
100,000000000228,0002,,20230310,30.746,EA
100,000000000228,0003,,20240825,99.076,EA
100,000000000228,0004,,20230906,43.982,EA
100,000000000228,0005,,20221126,62.732,EA
100,000000000229,0001,,20231107,24.75,EA
100,000000000229,0002,,20231221,31.29,EA
100,000000000229,0003,,20231124,5.507,EA
100,000000000229,0004,,20220310,14.565,EA
100,000000000229,0005,,20240510,79.363,EA
100,000000000230,0001,,20230316,45.181,EA
100,000000000230,0002,,20230913,93.118,EA
100,000000000230,0003,,20230721,82.695,EA
100,000000000230,0004,,20220812,47.085,EA
100,000000000230,0005,,20241004,51.512,EA
100,000000000231,0001,,20230201,93.377,EA
100,000000000231,0002,,20231001,37.398,EA
100,000000000231,0003,,20230419,9.797,EA
100,000000000231,0004,,20240709,42.598,EA
100,000000000231,0005,,20240607,17.279,EA
100,000000000232,0001,,20240724,54.065,EA
100,000000000232,0002,,20240727,40.392,EA
100,000000000232,0003,,20220604,49.046,EA
100,000000000232,0004,,20230404,17.822,EA
100,000000000232,0005,,20221108,68.359,EA
100,000000000233,0001,,20230731,54.222,EA
100,000000000233,0002,,20220128,39.33,EA
100,000000000233,0003,,20240613,93.653,EA
100,000000000233,0004,,20241110,99.397,EA
100,000000000233,0005,,20240703,82.974,EA
100,000000000234,0001,,20220420,64.171,EA
100,000000000234,0002,,20230117,83.131,EA
100,000000000234,0003,,20240414,70.279,EA
100,000000000234,0004,,20220904,41.126,EA
100,000000000234,0005,,20220211,49.914,EA
100,000000000235,0001,,20221125,72.781,EA
100,000000000235,0002,,20241117,11.172,EA
100,000000000235,0003,,20230319,13.504,EA
100,000000000235,0004,,20230815,41.736,EA
100,000000000235,0005,,20240420,19.097,EA
100,000000000236,0001,,20231124,64.024,EA
100,000000000236,0002,,20231210,93.873,EA
100,000000000236,0003,,20221027,65.224,EA
100,000000000236,0004,,20240509,71.224,EA
100,000000000236,0005,,20230415,25.739,EA
100,000000000237,0001,,20240802,17.823,EA
100,000000000237,0002,,20240219,91.935,EA
100,000000000237,0003,,20221025,4.88,EA
100,000000000237,0004,,20220530,89.249,EA
100,000000000237,0005,,20240925,95.786,EA
100,000000000238,0001,,20241107,80.345,EA
100,000000000238,0002,,20220605,10.488,EA
100,000000000238,0003,,20221109,11.512,EA
100,000000000238,0004,,20230614,8.63,EA
100,000000000238,0005,,20231109,64.079,EA
100,000000000239,0001,,20220810,17.718,EA
100,000000000239,0002,,20240428,42.522,EA
100,000000000239,0003,,20240223,85.128,EA
100,000000000239,0004,,20230228,35.772,EA
100,000000000239,0005,,20220126,79.921,EA
100,000000000240,0001,,20240830,25.728,EA
100,000000000240,0002,,20240802,14.006,EA
100,000000000240,0003,,20221001,52.438,EA
100,000000000240,0004,,20241007,77.937,EA
100,000000000240,0005,,20220104,76.153,EA
100,000000000241,0001,,20221031,5.716,EA
100,000000000241,0002,,20240326,14.053,EA
100,000000000241,0003,,20230625,51.142,EA
100,000000000241,0004,,20240306,79.525,EA
100,000000000241,0005,,20220430,17.713,EA
100,000000000242,0001,,20220715,34.125,EA
100,000000000242,0002,,20221011,17.831,EA
100,000000000242,0003,,20240404,80.449,EA
100,000000000242,0004,,20221024,64.785,EA
100,000000000242,0005,,20220412,59.887,EA
100,000000000243,0001,,20230312,98.552,EA
100,000000000243,0002,,20230626,3.06,EA
100,000000000243,0003,,20231020,73.834,EA
100,000000000243,0004,,20230620,98.694,EA
100,000000000243,0005,,20220604,75.159,EA
100,000000000244,0001,,20241020,2.153,EA
100,000000000244,0002,,20231205,47.559,EA
100,000000000244,0003,,20240905,5.411,EA
100,000000000244,0004,,20240626,68.119,EA
100,000000000244,0005,,20240617,20.582,EA
100,000000000245,0001,,20230104,65.255,EA
100,000000000245,0002,,20240209,34.943,EA
100,000000000245,0003,,20231202,38.103,EA
100,000000000245,0004,,20230610,85.729,EA
100,000000000245,0005,,20240901,67.52,EA
100,000000000246,0001,,20230709,88.152,EA
100,000000000246,0002,,20220703,88.175,EA
100,000000000246,0003,,20241222,61.631,EA
100,000000000246,0004,,20220106,45.776,EA
100,000000000246,0005,,20240725,24.405,EA
100,000000000247,0001,,20230418,80.578,EA
100,000000000247,0002,,20240714,51.192,EA
100,000000000247,0003,,20220623,47.877,EA
100,000000000247,0004,,20230316,50.351,EA
100,000000000247,0005,,20230918,90.013,EA
100,000000000248,0001,,20231218,24.054,EA
100,000000000248,0002,,20230703,91.856,EA
100,000000000248,0003,,20220705,33.481,EA
100,000000000248,0004,,20220421,45.059,EA
100,000000000248,0005,,20220529,15.004,EA
100,000000000249,0001,,20230721,29.703,EA
100,000000000249,0002,,20241231,33.526,EA
100,000000000249,0003,,20221003,41.279,EA
100,000000000249,0004,,20241124,23.257,EA
100,000000000249,0005,,20231217,49.786,EA
100,000000000250,0001,,20240511,39.31,EA
100,000000000250,0002,,20220411,99.115,EA
100,000000000250,0003,,20230303,24.482,EA
100,000000000250,0004,,20231123,47.111,EA
100,000000000250,0005,,20231214,99.573,EA
100,000000000251,0001,,20231117,27.642,EA
100,000000000251,0002,,20240927,6.863,EA
100,000000000251,0003,,20230112,41.57,EA
100,000000000251,0004,,20220531,11.589,EA
100,000000000251,0005,,20230720,48.77,EA
100,000000000252,0001,,20230527,22.865,EA
100,000000000252,0002,,20230224,82.092,EA
100,000000000252,0003,,20230504,51.102,EA
100,000000000252,0004,,20230419,98.587,EA
100,000000000252,0005,,20241213,93.825,EA
100,000000000253,0001,,20240912,71.757,EA
100,000000000253,0002,,20230426,76.049,EA
100,000000000253,0003,,20240726,15.62,EA
100,000000000253,0004,,20220119,90.386,EA
100,000000000253,0005,,20221223,55.576,EA
100,000000000254,0001,,20240728,4.367,EA
