MANDT,KOKRS,BESSION,GJAHR,BLDAT,BUDAT,BLTXT
100,1000,0060000480,2023,20240708,20220918,CO Doc 481
100,1000,0060000481,2024,20231128,20220518,CO Doc 482
100,1000,0060000482,2023,20220817,20231203,CO Doc 483
100,1000,0060000483,2024,20220227,20230720,CO Doc 484
100,1000,0060000484,2023,20240819,20220629,CO Doc 485
100,1000,0060000485,2024,20220808,20221124,CO Doc 486
100,1000,0060000486,2023,20231001,20230604,CO Doc 487
100,1000,0060000487,2024,20240606,20240418,CO Doc 488
100,1000,0060000488,2023,20220104,20230209,CO Doc 489
100,1000,0060000489,2024,20240408,20220509,CO Doc 490
100,1000,0060000490,2023,20220915,20220326,CO Doc 491
100,1000,0060000491,2024,20220603,20231002,CO Doc 492
100,1000,0060000492,2023,20240308,20220708,CO Doc 493
100,1000,0060000493,2024,20240918,20231130,CO Doc 494
100,1000,0060000494,2023,20220909,20220416,CO Doc 495
100,1000,0060000495,2024,20220924,20240323,CO Doc 496
100,1000,0060000496,2023,20241127,20220326,CO Doc 497
100,1000,0060000497,2024,20230420,20240827,CO Doc 498
100,1000,0060000498,2023,20230607,20220207,CO Doc 499
100,1000,0060000499,2024,20241225,20230608,CO Doc 500
100,1000,0060000500,2023,20241129,20220721,CO Doc 501
100,1000,0060000501,2024,20240619,20240309,CO Doc 502
100,1000,0060000502,2023,20230311,20230227,CO Doc 503
100,1000,0060000503,2024,20230708,20230725,CO Doc 504
100,1000,0060000504,2023,20220331,20241001,CO Doc 505
100,1000,0060000505,2024,20231022,20230701,CO Doc 506
100,1000,0060000506,2023,20220317,20221208,CO Doc 507
100,1000,0060000507,2024,20221001,20221224,CO Doc 508
100,1000,0060000508,2023,20230616,20221229,CO Doc 509
100,1000,0060000509,2024,20220308,20221228,CO Doc 510
100,1000,0060000510,2023,20240805,20220421,CO Doc 511
100,1000,0060000511,2024,20231224,20220315,CO Doc 512
100,1000,0060000512,2023,20241209,20220317,CO Doc 513
100,1000,0060000513,2024,20241225,20240706,CO Doc 514
100,1000,0060000514,2023,20240604,20220529,CO Doc 515
100,1000,0060000515,2024,20241129,20241130,CO Doc 516
100,1000,0060000516,2023,20230503,20230624,CO Doc 517
100,1000,0060000517,2024,20220213,20220520,CO Doc 518
100,1000,0060000518,2023,20220325,20220628,CO Doc 519
100,1000,0060000519,2024,20240823,20230414,CO Doc 520
100,1000,0060000520,2023,20221114,20240603,CO Doc 521
100,1000,0060000521,2024,20231112,20230510,CO Doc 522
100,1000,0060000522,2023,20220901,20240217,CO Doc 523
100,1000,0060000523,2024,20230418,20230724,CO Doc 524
100,1000,0060000524,2023,20240228,20230211,CO Doc 525
100,1000,0060000525,2024,20241125,20241228,CO Doc 526
100,1000,0060000526,2023,20240226,20240718,CO Doc 527
100,1000,0060000527,2024,20220729,20230125,CO Doc 528
100,1000,0060000528,2023,20220609,20220727,CO Doc 529
100,1000,0060000529,2024,20230918,20221017,CO Doc 530
100,1000,0060000530,2023,20220523,20230122,CO Doc 531
100,1000,0060000531,2024,20240221,20230302,CO Doc 532
100,1000,0060000532,2023,20241222,20220912,CO Doc 533
100,1000,0060000533,2024,20231017,20240705,CO Doc 534
100,1000,0060000534,2023,20220714,20240109,CO Doc 535
100,1000,0060000535,2024,20241105,20241219,CO Doc 536
100,1000,0060000536,2023,20230831,20230206,CO Doc 537
100,1000,0060000537,2024,20220213,20240729,CO Doc 538
100,1000,0060000538,2023,20230925,20220730,CO Doc 539
100,1000,0060000539,2024,20240120,20220309,CO Doc 540
100,1000,0060000540,2023,20220705,20220518,CO Doc 541
100,1000,0060000541,2024,20220926,20240726,CO Doc 542
100,1000,0060000542,2023,20240323,20231112,CO Doc 543
100,1000,0060000543,2024,20240515,20230218,CO Doc 544
100,1000,0060000544,2023,20230216,20241016,CO Doc 545
100,1000,0060000545,2024,20240305,20220416,CO Doc 546
100,1000,0060000546,2023,20220716,20221218,CO Doc 547
100,1000,0060000547,2024,20230119,20231008,CO Doc 548
100,1000,0060000548,2023,20220224,20230120,CO Doc 549
100,1000,0060000549,2024,20220103,20230208,CO Doc 550
100,1000,0060000550,2023,20240125,20220817,CO Doc 551
100,1000,0060000551,2024,20230125,20220617,CO Doc 552
100,1000,0060000552,2023,20221113,20220324,CO Doc 553
100,1000,0060000553,2024,20230716,20231010,CO Doc 554
100,1000,0060000554,2023,20230203,20240824,CO Doc 555
100,1000,0060000555,2024,20240522,20220429,CO Doc 556
100,1000,0060000556,2023,20230118,20240318,CO Doc 557
100,1000,0060000557,2024,20240703,20241018,CO Doc 558
100,1000,0060000558,2023,20240826,20220724,CO Doc 559
100,1000,0060000559,2024,20230303,20221129,CO Doc 560
100,1000,0060000560,2023,20230325,20231208,CO Doc 561
100,1000,0060000561,2024,20230928,20240503,CO Doc 562
100,1000,0060000562,2023,20241207,20221113,CO Doc 563
100,1000,0060000563,2024,20230305,20240415,CO Doc 564
100,1000,0060000564,2023,20230203,20230404,CO Doc 565
100,1000,0060000565,2024,20240601,20240626,CO Doc 566
100,1000,0060000566,2023,20230607,20230509,CO Doc 567
100,1000,0060000567,2024,20241218,20230903,CO Doc 568
100,1000,0060000568,2023,20240814,20230723,CO Doc 569
100,1000,0060000569,2024,20220313,20241014,CO Doc 570
100,1000,0060000570,2023,20220302,20230613,CO Doc 571
100,1000,0060000571,2024,20240726,20230215,CO Doc 572
100,1000,0060000572,2023,20230816,20241214,CO Doc 573
100,1000,0060000573,2024,20220315,20220901,CO Doc 574
100,1000,0060000574,2023,20220122,20230816,CO Doc 575
100,1000,0060000575,2024,20230531,20240626,CO Doc 576
100,1000,0060000576,2023,20220602,20221031,CO Doc 577
100,1000,0060000577,2024,20220404,20241202,CO Doc 578
100,1000,0060000578,2023,20240121,20230717,CO Doc 579
100,1000,0060000579,2024,20231101,20220406,CO Doc 580
100,1000,0060000580,2023,20230725,20220527,CO Doc 581
100,1000,0060000581,2024,20241111,20231104,CO Doc 582
100,1000,0060000582,2023,20230125,20220714,CO Doc 583
100,1000,0060000583,2024,20230514,20240325,CO Doc 584
100,1000,0060000584,2023,20241204,20221211,CO Doc 585
100,1000,0060000585,2024,20220822,20220213,CO Doc 586
100,1000,0060000586,2023,20220422,20220827,CO Doc 587
100,1000,0060000587,2024,20240809,20240116,CO Doc 588
100,1000,0060000588,2023,20231125,20230721,CO Doc 589
100,1000,0060000589,2024,20240317,20231022,CO Doc 590
100,1000,0060000590,2023,20240309,20221009,CO Doc 591
100,1000,0060000591,2024,20230328,20220409,CO Doc 592
100,1000,0060000592,2023,20240801,20241113,CO Doc 593
100,1000,0060000593,2024,20240321,20231224,CO Doc 594
100,1000,0060000594,2023,20221012,20240731,CO Doc 595
100,1000,0060000595,2024,20221228,20221023,CO Doc 596
100,1000,0060000596,2023,20220526,20220101,CO Doc 597
100,1000,0060000597,2024,20230615,20220809,CO Doc 598
100,1000,0060000598,2023,20230420,20230202,CO Doc 599
100,1000,0060000599,2024,20220627,20240420,CO Doc 600
100,1000,0060000600,2023,20231106,20220723,CO Doc 601
100,1000,0060000601,2024,20240503,20230803,CO Doc 602
100,1000,0060000602,2023,20221216,20241121,CO Doc 603
100,1000,0060000603,2024,20240820,20220103,CO Doc 604
100,1000,0060000604,2023,20220619,20240817,CO Doc 605
100,1000,0060000605,2024,20240329,20221031,CO Doc 606
100,1000,0060000606,2023,20231212,20231007,CO Doc 607
100,1000,0060000607,2024,20220916,20240620,CO Doc 608
100,1000,0060000608,2023,20240922,20230916,CO Doc 609
100,1000,0060000609,2024,20240305,20231209,CO Doc 610
100,1000,0060000610,2023,20230228,20221129,CO Doc 611
100,1000,0060000611,2024,20241225,20220831,CO Doc 612
100,1000,0060000612,2023,20240123,20221011,CO Doc 613
100,1000,0060000613,2024,20240427,20240708,CO Doc 614
100,1000,0060000614,2023,20230914,20240305,CO Doc 615
100,1000,0060000615,2024,20240822,20230418,CO Doc 616
100,1000,0060000616,2023,20220829,20230103,CO Doc 617
100,1000,0060000617,2024,20240630,20241216,CO Doc 618
100,1000,0060000618,2023,20221010,20240303,CO Doc 619
100,1000,0060000619,2024,20220719,20240329,CO Doc 620
100,1000,0060000620,2023,20241209,20240411,CO Doc 621
100,1000,0060000621,2024,20240717,20231029,CO Doc 622
100,1000,0060000622,2023,20231210,20230512,CO Doc 623
100,1000,0060000623,2024,20230218,20220301,CO Doc 624
100,1000,0060000624,2023,20230324,20230922,CO Doc 625
100,1000,0060000625,2024,20221010,20231126,CO Doc 626
100,1000,0060000626,2023,20230106,20220310,CO Doc 627
100,1000,0060000627,2024,20240617,20240721,CO Doc 628
100,1000,0060000628,2023,20230711,20240123,CO Doc 629
100,1000,0060000629,2024,20220310,20221205,CO Doc 630
100,1000,0060000630,2023,20230329,20230523,CO Doc 631
100,1000,0060000631,2024,20230711,20240509,CO Doc 632
100,1000,0060000632,2023,20220207,20240728,CO Doc 633
100,1000,0060000633,2024,20230809,20230715,CO Doc 634
100,1000,0060000634,2023,20220509,20241001,CO Doc 635
100,1000,0060000635,2024,20230420,20240923,CO Doc 636
100,1000,0060000636,2023,20230511,20220317,CO Doc 637
100,1000,0060000637,2024,20220721,20220114,CO Doc 638
100,1000,0060000638,2023,20240322,20230304,CO Doc 639
100,1000,0060000639,2024,20241130,20220812,CO Doc 640
100,1000,0060000640,2023,20220409,20230219,CO Doc 641
100,1000,0060000641,2024,20220419,20240722,CO Doc 642
100,1000,0060000642,2023,20241231,20241006,CO Doc 643
100,1000,0060000643,2024,20220605,20221126,CO Doc 644
100,1000,0060000644,2023,20220521,20220524,CO Doc 645
100,1000,0060000645,2024,20221023,20230522,CO Doc 646
100,1000,0060000646,2023,20231114,20241202,CO Doc 647
100,1000,0060000647,2024,20241020,20240115,CO Doc 648
100,1000,0060000648,2023,20220613,20231228,CO Doc 649
100,1000,0060000649,2024,20240923,20231003,CO Doc 650
100,1000,0060000650,2023,20220317,20230617,CO Doc 651
100,1000,0060000651,2024,20231002,20230504,CO Doc 652
100,1000,0060000652,2023,20230304,20220131,CO Doc 653
100,1000,0060000653,2024,20241107,20220803,CO Doc 654
100,1000,0060000654,2023,20230104,20220531,CO Doc 655
100,1000,0060000655,2024,20221208,20240616,CO Doc 656
100,1000,0060000656,2023,20240729,20220411,CO Doc 657
100,1000,0060000657,2024,20240707,20230922,CO Doc 658
100,1000,0060000658,2023,20231111,20220219,CO Doc 659
100,1000,0060000659,2024,20230430,20230321,CO Doc 660
100,1000,0060000660,2023,20220321,20220704,CO Doc 661
100,1000,0060000661,2024,20220530,20230402,CO Doc 662
100,1000,0060000662,2023,20240626,20230529,CO Doc 663
100,1000,0060000663,2024,20240302,20220415,CO Doc 664
100,1000,0060000664,2023,20220629,20220712,CO Doc 665
100,1000,0060000665,2024,20241126,20220425,CO Doc 666
100,1000,0060000666,2023,20230915,20241229,CO Doc 667
100,1000,0060000667,2024,20230213,20230225,CO Doc 668
100,1000,0060000668,2023,20240805,20230508,CO Doc 669
100,1000,0060000669,2024,20230815,20221006,CO Doc 670
100,1000,0060000670,2023,20231224,20230329,CO Doc 671
100,1000,0060000671,2024,20240328,20240326,CO Doc 672
100,1000,0060000672,2023,20230524,20230224,CO Doc 673
100,1000,0060000673,2024,20221012,20231122,CO Doc 674
100,1000,0060000674,2023,20230524,20220504,CO Doc 675
100,1000,0060000675,2024,20241113,20220222,CO Doc 676
100,1000,0060000676,2023,20240914,20240919,CO Doc 677
100,1000,0060000677,2024,20240626,20230704,CO Doc 678
100,1000,0060000678,2023,20221124,20220621,CO Doc 679
100,1000,0060000679,2024,20230113,20241029,CO Doc 680
100,1000,0060000680,2023,20241009,20221027,CO Doc 681
100,1000,0060000681,2024,20240413,20220429,CO Doc 682
100,1000,0060000682,2023,20240313,20240801,CO Doc 683
100,1000,0060000683,2024,20230206,20240722,CO Doc 684
100,1000,0060000684,2023,20231201,20240122,CO Doc 685
100,1000,0060000685,2024,20231019,20241003,CO Doc 686
100,1000,0060000686,2023,20230506,20230526,CO Doc 687
100,1000,0060000687,2024,20230818,20221019,CO Doc 688
100,1000,0060000688,2023,20241110,20230412,CO Doc 689
100,1000,0060000689,2024,20230403,20230914,CO Doc 690
100,1000,0060000690,2023,20220818,20230913,CO Doc 691
100,1000,0060000691,2024,20220119,20241004,CO Doc 692
100,1000,0060000692,2023,20241021,20220115,CO Doc 693
100,1000,0060000693,2024,20221130,20220308,CO Doc 694
100,1000,0060000694,2023,20241016,20220423,CO Doc 695
100,1000,0060000695,2024,20241209,20241125,CO Doc 696
100,1000,0060000696,2023,20220802,20240716,CO Doc 697
100,1000,0060000697,2024,20231003,20240220,CO Doc 698
100,1000,0060000698,2023,20231102,20220330,CO Doc 699
100,1000,0060000699,2024,20230914,20240728,CO Doc 700
100,1000,0060000700,2023,20220930,20230727,CO Doc 701
100,1000,0060000701,2024,20241224,20230515,CO Doc 702
100,1000,0060000702,2023,20240424,20241213,CO Doc 703
100,1000,0060000703,2024,20240101,20221201,CO Doc 704
100,1000,0060000704,2023,20240823,20221031,CO Doc 705
100,1000,0060000705,2024,20220313,20231229,CO Doc 706
100,1000,0060000706,2023,20230605,20240415,CO Doc 707
100,1000,0060000707,2024,20220207,20241008,CO Doc 708
100,1000,0060000708,2023,20220209,20230224,CO Doc 709
100,1000,0060000709,2024,20231226,20220219,CO Doc 710
100,1000,0060000710,2023,20230810,20240903,CO Doc 711
100,1000,0060000711,2024,20220127,20230616,CO Doc 712
100,1000,0060000712,2023,20231227,20220412,CO Doc 713
100,1000,0060000713,2024,20240718,20240703,CO Doc 714
100,1000,0060000714,2023,20221222,20220212,CO Doc 715
100,1000,0060000715,2024,20220131,20220723,CO Doc 716
100,1000,0060000716,2023,20221119,20230225,CO Doc 717
100,1000,0060000717,2024,20240917,20230921,CO Doc 718
100,1000,0060000718,2023,20220617,20220717,CO Doc 719
100,1000,0060000719,2024,20220716,20240809,CO Doc 720
100,1000,0060000720,2023,20230121,20230709,CO Doc 721
100,1000,0060000721,2024,20230829,20240911,CO Doc 722
100,1000,0060000722,2023,20230202,20220930,CO Doc 723
100,1000,0060000723,2024,20241221,20230430,CO Doc 724
100,1000,0060000724,2023,20220103,20231215,CO Doc 725
100,1000,0060000725,2024,20241025,20230608,CO Doc 726
100,1000,0060000726,2023,20240406,20230320,CO Doc 727
100,1000,0060000727,2024,20240824,20230227,CO Doc 728
100,1000,0060000728,2023,20240119,20220215,CO Doc 729
100,1000,0060000729,2024,20220223,20220825,CO Doc 730
100,1000,0060000730,2023,20231208,20230604,CO Doc 731
100,1000,0060000731,2024,20230922,20240811,CO Doc 732
100,1000,0060000732,2023,20240630,20220504,CO Doc 733
100,1000,0060000733,2024,20220709,20230914,CO Doc 734
100,1000,0060000734,2023,20240127,20230926,CO Doc 735
100,1000,0060000735,2024,20240708,20230620,CO Doc 736
100,1000,0060000736,2023,20220707,20231014,CO Doc 737
100,1000,0060000737,2024,20240105,20230808,CO Doc 738
100,1000,0060000738,2023,20220713,20240526,CO Doc 739
100,1000,0060000739,2024,20221105,20240323,CO Doc 740
100,1000,0060000740,2023,20220528,20240504,CO Doc 741
100,1000,0060000741,2024,20220330,20241009,CO Doc 742
100,1000,0060000742,2023,20220418,20220606,CO Doc 743
100,1000,0060000743,2024,20221118,20221214,CO Doc 744
100,1000,0060000744,2023,20240327,20220208,CO Doc 745
100,1000,0060000745,2024,20221224,20240830,CO Doc 746
100,1000,0060000746,2023,20220227,20240608,CO Doc 747
100,1000,0060000747,2024,20230407,20221026,CO Doc 748
100,1000,0060000748,2023,20220912,20220727,CO Doc 749
100,1000,0060000749,2024,20240508,20230226,CO Doc 750
100,1000,0060000750,2023,20230210,20240608,CO Doc 751
100,1000,0060000751,2024,20230523,20230123,CO Doc 752
100,1000,0060000752,2023,20220504,20221214,CO Doc 753
100,1000,0060000753,2024,20240426,20230320,CO Doc 754
100,1000,0060000754,2023,20220610,20240609,CO Doc 755
100,1000,0060000755,2024,20230714,20241028,CO Doc 756
100,1000,0060000756,2023,20230110,20231130,CO Doc 757
100,1000,0060000757,2024,20220731,20231012,CO Doc 758
100,1000,0060000758,2023,20240408,20240123,CO Doc 759
100,1000,0060000759,2024,20231111,20230202,CO Doc 760
100,1000,0060000760,2023,20240512,20240806,CO Doc 761
100,1000,0060000761,2024,20220611,20240704,CO Doc 762
100,1000,0060000762,2023,20230203,20230624,CO Doc 763
100,1000,0060000763,2024,20240614,20240820,CO Doc 764
100,1000,0060000764,2023,20220802,20230804,CO Doc 765
100,1000,0060000765,2024,20240301,20240413,CO Doc 766
100,1000,0060000766,2023,20220402,20230321,CO Doc 767
100,1000,0060000767,2024,20220112,20231231,CO Doc 768
100,1000,0060000768,2023,20231122,20230809,CO Doc 769
100,1000,0060000769,2024,20220211,20230318,CO Doc 770
100,1000,0060000770,2023,20231215,20221009,CO Doc 771
100,1000,0060000771,2024,20240810,20230502,CO Doc 772
100,1000,0060000772,2023,20230928,20230110,CO Doc 773
100,1000,0060000773,2024,20240303,20230608,CO Doc 774
100,1000,0060000774,2023,20230929,20220306,CO Doc 775
100,1000,0060000775,2024,20241208,20240830,CO Doc 776
100,1000,0060000776,2023,20230523,20220521,CO Doc 777
100,1000,0060000777,2024,20240514,20241220,CO Doc 778
100,1000,0060000778,2023,20230913,20240415,CO Doc 779
100,1000,0060000779,2024,20240625,20240713,CO Doc 780
100,1000,0060000780,2023,20220711,20240407,CO Doc 781
100,1000,0060000781,2024,20220921,20230922,CO Doc 782
100,1000,0060000782,2023,20220919,20240212,CO Doc 783
100,1000,0060000783,2024,20220527,20230809,CO Doc 784
100,1000,0060000784,2023,20220810,20230617,CO Doc 785
100,1000,0060000785,2024,20220122,20220831,CO Doc 786
100,1000,0060000786,2023,20230317,20220804,CO Doc 787
100,1000,0060000787,2024,20220729,20221129,CO Doc 788
100,1000,0060000788,2023,20240111,20231005,CO Doc 789
100,1000,0060000789,2024,20221011,20220123,CO Doc 790
100,1000,0060000790,2023,20230111,20221023,CO Doc 791
100,1000,0060000791,2024,20240710,20230124,CO Doc 792
100,1000,0060000792,2023,20220605,20240121,CO Doc 793
100,1000,0060000793,2024,20240505,20230420,CO Doc 794
100,1000,0060000794,2023,20220327,20220328,CO Doc 795
100,1000,0060000795,2024,20221128,20221219,CO Doc 796
100,1000,0060000796,2023,20230117,20230227,CO Doc 797
100,1000,0060000797,2024,20230120,20240105,CO Doc 798
100,1000,0060000798,2023,20240527,20241205,CO Doc 799
100,1000,0060000799,2024,20220312,20231117,CO Doc 800
100,1000,0060000800,2023,20220603,20240316,CO Doc 801
100,1000,0060000801,2024,20240918,20240929,CO Doc 802
100,1000,0060000802,2023,20240711,20220923,CO Doc 803
100,1000,0060000803,2024,20240110,20220627,CO Doc 804
100,1000,0060000804,2023,20241210,20240528,CO Doc 805
100,1000,0060000805,2024,20240626,20240506,CO Doc 806
100,1000,0060000806,2023,20240830,20221206,CO Doc 807
100,1000,0060000807,2024,20241219,20230216,CO Doc 808
100,1000,0060000808,2023,20230316,20220326,CO Doc 809
100,1000,0060000809,2024,20240717,20221209,CO Doc 810
100,1000,0060000810,2023,20220128,20241025,CO Doc 811
100,1000,0060000811,2024,20220624,20230313,CO Doc 812
100,1000,0060000812,2023,20220923,20240126,CO Doc 813
100,1000,0060000813,2024,20230402,20231102,CO Doc 814
100,1000,0060000814,2023,20220204,20240806,CO Doc 815
100,1000,0060000815,2024,20221023,20230308,CO Doc 816
100,1000,0060000816,2023,20240623,20230211,CO Doc 817
100,1000,0060000817,2024,20240702,20220504,CO Doc 818
100,1000,0060000818,2023,20230921,20240420,CO Doc 819
100,1000,0060000819,2024,20220901,20230906,CO Doc 820
100,1000,0060000820,2023,20230418,20240324,CO Doc 821
100,1000,0060000821,2024,20230426,20230522,CO Doc 822
100,1000,0060000822,2023,20240917,20231126,CO Doc 823
100,1000,0060000823,2024,20220730,20221015,CO Doc 824
100,1000,0060000824,2023,20240626,20220601,CO Doc 825
100,1000,0060000825,2024,20220630,20220923,CO Doc 826
100,1000,0060000826,2023,20241126,20220727,CO Doc 827
100,1000,0060000827,2024,20220824,20240929,CO Doc 828
100,1000,0060000828,2023,20230308,20240915,CO Doc 829
100,1000,0060000829,2024,20240804,20230119,CO Doc 830
100,1000,0060000830,2023,20231126,20231128,CO Doc 831
100,1000,0060000831,2024,20220808,20240211,CO Doc 832
100,1000,0060000832,2023,20240217,20220524,CO Doc 833
100,1000,0060000833,2024,20240310,20220420,CO Doc 834
100,1000,0060000834,2023,20241031,20230208,CO Doc 835
100,1000,0060000835,2024,20240625,20230904,CO Doc 836
100,1000,0060000836,2023,20220411,20240218,CO Doc 837
100,1000,0060000837,2024,20230810,20220518,CO Doc 838
100,1000,0060000838,2023,20220101,20220510,CO Doc 839
100,1000,0060000839,2024,20231223,20231128,CO Doc 840
100,1000,0060000840,2023,20231112,20241212,CO Doc 841
100,1000,0060000841,2024,20240817,20230514,CO Doc 842
100,1000,0060000842,2023,20221030,20220322,CO Doc 843
100,1000,0060000843,2024,20240517,20230225,CO Doc 844
100,1000,0060000844,2023,20220501,20240614,CO Doc 845
100,1000,0060000845,2024,20240811,20220320,CO Doc 846
100,1000,0060000846,2023,20220830,20240812,CO Doc 847
100,1000,0060000847,2024,20240209,20241216,CO Doc 848
100,1000,0060000848,2023,20230913,20230930,CO Doc 849
100,1000,0060000849,2024,20230522,20220405,CO Doc 850
100,1000,0060000850,2023,20221220,20240510,CO Doc 851
100,1000,0060000851,2024,20231112,20230128,CO Doc 852
100,1000,0060000852,2023,20230913,20240216,CO Doc 853
100,1000,0060000853,2024,20231110,20220712,CO Doc 854
100,1000,0060000854,2023,20231219,20230914,CO Doc 855
100,1000,0060000855,2024,20220908,20241114,CO Doc 856
100,1000,0060000856,2023,20221005,20230223,CO Doc 857
100,1000,0060000857,2024,20240401,20241103,CO Doc 858
100,1000,0060000858,2023,20230621,20230920,CO Doc 859
100,1000,0060000859,2024,20230428,20220224,CO Doc 860
100,1000,0060000860,2023,20241204,20230906,CO Doc 861
100,1000,0060000861,2024,20220823,20220614,CO Doc 862
100,1000,0060000862,2023,20220828,20241222,CO Doc 863
100,1000,0060000863,2024,20230612,20230516,CO Doc 864
100,1000,0060000864,2023,20220815,20220213,CO Doc 865
100,1000,0060000865,2024,20220830,20230713,CO Doc 866
100,1000,0060000866,2023,20230615,20240812,CO Doc 867
100,1000,0060000867,2024,20220719,20220524,CO Doc 868
100,1000,0060000868,2023,20230925,20220321,CO Doc 869
100,1000,0060000869,2024,20241019,20240920,CO Doc 870
100,1000,0060000870,2023,20230825,20220207,CO Doc 871
100,1000,0060000871,2024,20230715,20240325,CO Doc 872
100,1000,0060000872,2023,20241103,20240710,CO Doc 873
100,1000,0060000873,2024,20240429,20220321,CO Doc 874
100,1000,0060000874,2023,20240924,20230331,CO Doc 875
100,1000,0060000875,2024,20240103,20220614,CO Doc 876
100,1000,0060000876,2023,20240709,20240702,CO Doc 877
100,1000,0060000877,2024,20230808,20240304,CO Doc 878
100,1000,0060000878,2023,20220314,20241012,CO Doc 879
100,1000,0060000879,2024,20231103,20230301,CO Doc 880
100,1000,0060000880,2023,20230330,20220120,CO Doc 881
100,1000,0060000881,2024,20220721,20230112,CO Doc 882
100,1000,0060000882,2023,20241117,20221116,CO Doc 883
100,1000,0060000883,2024,20230123,20240322,CO Doc 884
100,1000,0060000884,2023,20220308,20240218,CO Doc 885
100,1000,0060000885,2024,20230526,20220129,CO Doc 886
100,1000,0060000886,2023,20221125,20230221,CO Doc 887
100,1000,0060000887,2024,20220708,20220219,CO Doc 888
100,1000,0060000888,2023,20240922,20240224,CO Doc 889
100,1000,0060000889,2024,20220908,20230928,CO Doc 890
100,1000,0060000890,2023,20240108,20221111,CO Doc 891
100,1000,0060000891,2024,20231209,20230523,CO Doc 892
100,1000,0060000892,2023,20230101,20240410,CO Doc 893
100,1000,0060000893,2024,20240516,20230508,CO Doc 894
100,1000,0060000894,2023,20240930,20220116,CO Doc 895
100,1000,0060000895,2024,20220418,20240909,CO Doc 896
100,1000,0060000896,2023,20220303,20241018,CO Doc 897
100,1000,0060000897,2024,20220420,20231111,CO Doc 898
100,1000,0060000898,2023,20240912,20230109,CO Doc 899
100,1000,0060000899,2024,20230315,20221126,CO Doc 900
100,1000,0060000900,2023,20241108,20240715,CO Doc 901
100,1000,0060000901,2024,20240823,20240710,CO Doc 902
100,1000,0060000902,2023,20240720,20221227,CO Doc 903
100,1000,0060000903,2024,20240315,20221128,CO Doc 904
100,1000,0060000904,2023,20230115,20220528,CO Doc 905
100,1000,0060000905,2024,20221008,20240301,CO Doc 906
100,1000,0060000906,2023,20221118,20220524,CO Doc 907
100,1000,0060000907,2024,20240919,20220405,CO Doc 908
100,1000,0060000908,2023,20241231,20230508,CO Doc 909
100,1000,0060000909,2024,20230406,20221103,CO Doc 910
100,1000,0060000910,2023,20230405,20240727,CO Doc 911
100,1000,0060000911,2024,20241225,20230208,CO Doc 912
100,1000,0060000912,2023,20241210,20221027,CO Doc 913
100,1000,0060000913,2024,20230423,20220605,CO Doc 914
100,1000,0060000914,2023,20230813,20240806,CO Doc 915
100,1000,0060000915,2024,20240125,20240923,CO Doc 916
100,1000,0060000916,2023,20240907,20220924,CO Doc 917
100,1000,0060000917,2024,20240717,20220121,CO Doc 918
100,1000,0060000918,2023,20231031,20230808,CO Doc 919
100,1000,0060000919,2024,20220626,20240512,CO Doc 920
100,1000,0060000920,2023,20230811,20230629,CO Doc 921
100,1000,0060000921,2024,20230312,20230105,CO Doc 922
100,1000,0060000922,2023,20240219,20220810,CO Doc 923
100,1000,0060000923,2024,20230108,20240523,CO Doc 924
100,1000,0060000924,2023,20230423,20220109,CO Doc 925
100,1000,0060000925,2024,20230906,20240912,CO Doc 926
100,1000,0060000926,2023,20240926,20230416,CO Doc 927
100,1000,0060000927,2024,20230604,20230424,CO Doc 928
100,1000,0060000928,2023,20230514,20231122,CO Doc 929
100,1000,0060000929,2024,20231124,20230611,CO Doc 930
100,1000,0060000930,2023,20240522,20240426,CO Doc 931
100,1000,0060000931,2024,20220907,20230622,CO Doc 932
100,1000,0060000932,2023,20230630,20230930,CO Doc 933
100,1000,0060000933,2024,20230422,20230705,CO Doc 934
100,1000,0060000934,2023,20240921,20240630,CO Doc 935
100,1000,0060000935,2024,20220404,20230609,CO Doc 936
100,1000,0060000936,2023,20240107,20240114,CO Doc 937
100,1000,0060000937,2024,20240815,20240216,CO Doc 938
100,1000,0060000938,2023,20240525,20220527,CO Doc 939
100,1000,0060000939,2024,20221231,20230511,CO Doc 940
100,1000,0060000940,2023,20231028,20220215,CO Doc 941
100,1000,0060000941,2024,20240214,20221223,CO Doc 942
100,1000,0060000942,2023,20240401,20240101,CO Doc 943
100,1000,0060000943,2024,20240904,20241026,CO Doc 944
100,1000,0060000944,2023,20240205,20240726,CO Doc 945
100,1000,0060000945,2024,20240223,20240923,CO Doc 946
100,1000,0060000946,2023,20240318,20230703,CO Doc 947
100,1000,0060000947,2024,20240204,20220819,CO Doc 948
100,1000,0060000948,2023,20220313,20240412,CO Doc 949
100,1000,0060000949,2024,20221025,20230428,CO Doc 950
100,1000,0060000950,2023,20220301,20220721,CO Doc 951
100,1000,0060000951,2024,20220610,20231109,CO Doc 952
100,1000,0060000952,2023,20221124,20230805,CO Doc 953
100,1000,0060000953,2024,20240108,20240114,CO Doc 954
100,1000,0060000954,2023,20230118,20240219,CO Doc 955
100,1000,0060000955,2024,20240626,20231118,CO Doc 956
100,1000,0060000956,2023,20220929,20230407,CO Doc 957
100,1000,0060000957,2024,20220204,20240606,CO Doc 958
100,1000,0060000958,2023,20231016,20241112,CO Doc 959
100,1000,0060000959,2024,20221101,20220409,CO Doc 960
100,1000,0060000960,2023,20230522,20231212,CO Doc 961
