MANDT,DOCNUM,COUNTER,SEGNAM,SDATA
100,0000000000000222,000005,E1MARAM,Segment data 1110
100,0000000000000223,000001,E1MARAM,Segment data 1111
100,0000000000000223,000002,E1MARAM,Segment data 1112
100,0000000000000223,000003,E1MARAM,Segment data 1113
100,0000000000000223,000004,E1MARAM,Segment data 1114
100,0000000000000223,000005,E1MARAM,Segment data 1115
100,0000000000000224,000001,E1MARAM,Segment data 1116
100,0000000000000224,000002,E1MARAM,Segment data 1117
100,0000000000000224,000003,E1MARAM,Segment data 1118
100,0000000000000224,000004,E1MARAM,Segment data 1119
100,0000000000000224,000005,E1MARAM,Segment data 1120
100,0000000000000225,000001,E1MARAM,Segment data 1121
100,0000000000000225,000002,E1MARAM,Segment data 1122
100,0000000000000225,000003,E1MARAM,Segment data 1123
100,0000000000000225,000004,E1MARAM,Segment data 1124
100,0000000000000225,000005,E1MARAM,Segment data 1125
100,0000000000000226,000001,E1MARAM,Segment data 1126
100,0000000000000226,000002,E1MARAM,Segment data 1127
100,0000000000000226,000003,E1MARAM,Segment data 1128
100,0000000000000226,000004,E1MARAM,Segment data 1129
100,0000000000000226,000005,E1MARAM,Segment data 1130
100,0000000000000227,000001,E1MARAM,Segment data 1131
100,0000000000000227,000002,E1MARAM,Segment data 1132
100,0000000000000227,000003,E1MARAM,Segment data 1133
100,0000000000000227,000004,E1MARAM,Segment data 1134
100,0000000000000227,000005,E1MARAM,Segment data 1135
100,0000000000000228,000001,E1MARAM,Segment data 1136
100,0000000000000228,000002,E1MARAM,Segment data 1137
100,0000000000000228,000003,E1MARAM,Segment data 1138
100,0000000000000228,000004,E1MARAM,Segment data 1139
100,0000000000000228,000005,E1MARAM,Segment data 1140
100,0000000000000229,000001,E1MARAM,Segment data 1141
100,0000000000000229,000002,E1MARAM,Segment data 1142
100,0000000000000229,000003,E1MARAM,Segment data 1143
100,0000000000000229,000004,E1MARAM,Segment data 1144
100,0000000000000229,000005,E1MARAM,Segment data 1145
100,0000000000000230,000001,E1MARAM,Segment data 1146
100,0000000000000230,000002,E1MARAM,Segment data 1147
100,0000000000000230,000003,E1MARAM,Segment data 1148
100,0000000000000230,000004,E1MARAM,Segment data 1149
100,0000000000000230,000005,E1MARAM,Segment data 1150
100,0000000000000231,000001,E1MARAM,Segment data 1151
100,0000000000000231,000002,E1MARAM,Segment data 1152
100,0000000000000231,000003,E1MARAM,Segment data 1153
100,0000000000000231,000004,E1MARAM,Segment data 1154
100,0000000000000231,000005,E1MARAM,Segment data 1155
100,0000000000000232,000001,E1MARAM,Segment data 1156
100,0000000000000232,000002,E1MARAM,Segment data 1157
100,0000000000000232,000003,E1MARAM,Segment data 1158
100,0000000000000232,000004,E1MARAM,Segment data 1159
100,0000000000000232,000005,E1MARAM,Segment data 1160
100,0000000000000233,000001,E1MARAM,Segment data 1161
100,0000000000000233,000002,E1MARAM,Segment data 1162
100,0000000000000233,000003,E1MARAM,Segment data 1163
100,0000000000000233,000004,E1MARAM,Segment data 1164
100,0000000000000233,000005,E1MARAM,Segment data 1165
100,0000000000000234,000001,E1MARAM,Segment data 1166
100,0000000000000234,000002,E1MARAM,Segment data 1167
100,0000000000000234,000003,E1MARAM,Segment data 1168
100,0000000000000234,000004,E1MARAM,Segment data 1169
100,0000000000000234,000005,E1MARAM,Segment data 1170
100,0000000000000235,000001,E1MARAM,Segment data 1171
100,0000000000000235,000002,E1MARAM,Segment data 1172
100,0000000000000235,000003,E1MARAM,Segment data 1173
100,0000000000000235,000004,E1MARAM,Segment data 1174
100,0000000000000235,000005,E1MARAM,Segment data 1175
100,0000000000000236,000001,E1MARAM,Segment data 1176
100,0000000000000236,000002,E1MARAM,Segment data 1177
100,0000000000000236,000003,E1MARAM,Segment data 1178
100,0000000000000236,000004,E1MARAM,Segment data 1179
100,0000000000000236,000005,E1MARAM,Segment data 1180
100,0000000000000237,000001,E1MARAM,Segment data 1181
100,0000000000000237,000002,E1MARAM,Segment data 1182
100,0000000000000237,000003,E1MARAM,Segment data 1183
100,0000000000000237,000004,E1MARAM,Segment data 1184
100,0000000000000237,000005,E1MARAM,Segment data 1185
100,0000000000000238,000001,E1MARAM,Segment data 1186
100,0000000000000238,000002,E1MARAM,Segment data 1187
100,0000000000000238,000003,E1MARAM,Segment data 1188
100,0000000000000238,000004,E1MARAM,Segment data 1189
100,0000000000000238,000005,E1MARAM,Segment data 1190
100,0000000000000239,000001,E1MARAM,Segment data 1191
100,0000000000000239,000002,E1MARAM,Segment data 1192
100,0000000000000239,000003,E1MARAM,Segment data 1193
100,0000000000000239,000004,E1MARAM,Segment data 1194
100,0000000000000239,000005,E1MARAM,Segment data 1195
100,0000000000000240,000001,E1MARAM,Segment data 1196
100,0000000000000240,000002,E1MARAM,Segment data 1197
100,0000000000000240,000003,E1MARAM,Segment data 1198
100,0000000000000240,000004,E1MARAM,Segment data 1199
100,0000000000000240,000005,E1MARAM,Segment data 1200
100,0000000000000241,000001,E1MARAM,Segment data 1201
100,0000000000000241,000002,E1MARAM,Segment data 1202
100,0000000000000241,000003,E1MARAM,Segment data 1203
100,0000000000000241,000004,E1MARAM,Segment data 1204
100,0000000000000241,000005,E1MARAM,Segment data 1205
100,0000000000000242,000001,E1MARAM,Segment data 1206
100,0000000000000242,000002,E1MARAM,Segment data 1207
100,0000000000000242,000003,E1MARAM,Segment data 1208
100,0000000000000242,000004,E1MARAM,Segment data 1209
100,0000000000000242,000005,E1MARAM,Segment data 1210
100,0000000000000243,000001,E1MARAM,Segment data 1211
100,0000000000000243,000002,E1MARAM,Segment data 1212
100,0000000000000243,000003,E1MARAM,Segment data 1213
100,0000000000000243,000004,E1MARAM,Segment data 1214
100,0000000000000243,000005,E1MARAM,Segment data 1215
100,0000000000000244,000001,E1MARAM,Segment data 1216
100,0000000000000244,000002,E1MARAM,Segment data 1217
100,0000000000000244,000003,E1MARAM,Segment data 1218
100,0000000000000244,000004,E1MARAM,Segment data 1219
100,0000000000000244,000005,E1MARAM,Segment data 1220
100,0000000000000245,000001,E1MARAM,Segment data 1221
100,0000000000000245,000002,E1MARAM,Segment data 1222
100,0000000000000245,000003,E1MARAM,Segment data 1223
100,0000000000000245,000004,E1MARAM,Segment data 1224
100,0000000000000245,000005,E1MARAM,Segment data 1225
100,0000000000000246,000001,E1MARAM,Segment data 1226
100,0000000000000246,000002,E1MARAM,Segment data 1227
100,0000000000000246,000003,E1MARAM,Segment data 1228
100,0000000000000246,000004,E1MARAM,Segment data 1229
100,0000000000000246,000005,E1MARAM,Segment data 1230
100,0000000000000247,000001,E1MARAM,Segment data 1231
100,0000000000000247,000002,E1MARAM,Segment data 1232
100,0000000000000247,000003,E1MARAM,Segment data 1233
100,0000000000000247,000004,E1MARAM,Segment data 1234
100,0000000000000247,000005,E1MARAM,Segment data 1235
100,0000000000000248,000001,E1MARAM,Segment data 1236
100,0000000000000248,000002,E1MARAM,Segment data 1237
100,0000000000000248,000003,E1MARAM,Segment data 1238
100,0000000000000248,000004,E1MARAM,Segment data 1239
100,0000000000000248,000005,E1MARAM,Segment data 1240
100,0000000000000249,000001,E1MARAM,Segment data 1241
100,0000000000000249,000002,E1MARAM,Segment data 1242
100,0000000000000249,000003,E1MARAM,Segment data 1243
100,0000000000000249,000004,E1MARAM,Segment data 1244
100,0000000000000249,000005,E1MARAM,Segment data 1245
100,0000000000000250,000001,E1MARAM,Segment data 1246
100,0000000000000250,000002,E1MARAM,Segment data 1247
100,0000000000000250,000003,E1MARAM,Segment data 1248
100,0000000000000250,000004,E1MARAM,Segment data 1249
100,0000000000000250,000005,E1MARAM,Segment data 1250
100,0000000000000251,000001,E1MARAM,Segment data 1251
100,0000000000000251,000002,E1MARAM,Segment data 1252
100,0000000000000251,000003,E1MARAM,Segment data 1253
100,0000000000000251,000004,E1MARAM,Segment data 1254
100,0000000000000251,000005,E1MARAM,Segment data 1255
100,0000000000000252,000001,E1MARAM,Segment data 1256
100,0000000000000252,000002,E1MARAM,Segment data 1257
100,0000000000000252,000003,E1MARAM,Segment data 1258
100,0000000000000252,000004,E1MARAM,Segment data 1259
100,0000000000000252,000005,E1MARAM,Segment data 1260
100,0000000000000253,000001,E1MARAM,Segment data 1261
100,0000000000000253,000002,E1MARAM,Segment data 1262
100,0000000000000253,000003,E1MARAM,Segment data 1263
100,0000000000000253,000004,E1MARAM,Segment data 1264
100,0000000000000253,000005,E1MARAM,Segment data 1265
100,0000000000000254,000001,E1MARAM,Segment data 1266
100,0000000000000254,000002,E1MARAM,Segment data 1267
100,0000000000000254,000003,E1MARAM,Segment data 1268
100,0000000000000254,000004,E1MARAM,Segment data 1269
100,0000000000000254,000005,E1MARAM,Segment data 1270
100,0000000000000255,000001,E1MARAM,Segment data 1271
100,0000000000000255,000002,E1MARAM,Segment data 1272
100,0000000000000255,000003,E1MARAM,Segment data 1273
100,0000000000000255,000004,E1MARAM,Segment data 1274
100,0000000000000255,000005,E1MARAM,Segment data 1275
100,0000000000000256,000001,E1MARAM,Segment data 1276
100,0000000000000256,000002,E1MARAM,Segment data 1277
100,0000000000000256,000003,E1MARAM,Segment data 1278
100,0000000000000256,000004,E1MARAM,Segment data 1279
100,0000000000000256,000005,E1MARAM,Segment data 1280
100,0000000000000257,000001,E1MARAM,Segment data 1281
100,0000000000000257,000002,E1MARAM,Segment data 1282
100,0000000000000257,000003,E1MARAM,Segment data 1283
100,0000000000000257,000004,E1MARAM,Segment data 1284
100,0000000000000257,000005,E1MARAM,Segment data 1285
100,0000000000000258,000001,E1MARAM,Segment data 1286
100,0000000000000258,000002,E1MARAM,Segment data 1287
100,0000000000000258,000003,E1MARAM,Segment data 1288
100,0000000000000258,000004,E1MARAM,Segment data 1289
100,0000000000000258,000005,E1MARAM,Segment data 1290
100,0000000000000259,000001,E1MARAM,Segment data 1291
100,0000000000000259,000002,E1MARAM,Segment data 1292
100,0000000000000259,000003,E1MARAM,Segment data 1293
100,0000000000000259,000004,E1MARAM,Segment data 1294
100,0000000000000259,000005,E1MARAM,Segment data 1295
100,0000000000000260,000001,E1MARAM,Segment data 1296
100,0000000000000260,000002,E1MARAM,Segment data 1297
100,0000000000000260,000003,E1MARAM,Segment data 1298
100,0000000000000260,000004,E1MARAM,Segment data 1299
100,0000000000000260,000005,E1MARAM,Segment data 1300
100,0000000000000261,000001,E1MARAM,Segment data 1301
100,0000000000000261,000002,E1MARAM,Segment data 1302
100,0000000000000261,000003,E1MARAM,Segment data 1303
100,0000000000000261,000004,E1MARAM,Segment data 1304
100,0000000000000261,000005,E1MARAM,Segment data 1305
100,0000000000000262,000001,E1MARAM,Segment data 1306
100,0000000000000262,000002,E1MARAM,Segment data 1307
100,0000000000000262,000003,E1MARAM,Segment data 1308
100,0000000000000262,000004,E1MARAM,Segment data 1309
100,0000000000000262,000005,E1MARAM,Segment data 1310
100,0000000000000263,000001,E1MARAM,Segment data 1311
100,0000000000000263,000002,E1MARAM,Segment data 1312
100,0000000000000263,000003,E1MARAM,Segment data 1313
100,0000000000000263,000004,E1MARAM,Segment data 1314
100,0000000000000263,000005,E1MARAM,Segment data 1315
100,0000000000000264,000001,E1MARAM,Segment data 1316
100,0000000000000264,000002,E1MARAM,Segment data 1317
100,0000000000000264,000003,E1MARAM,Segment data 1318
100,0000000000000264,000004,E1MARAM,Segment data 1319
100,0000000000000264,000005,E1MARAM,Segment data 1320
100,0000000000000265,000001,E1MARAM,Segment data 1321
100,0000000000000265,000002,E1MARAM,Segment data 1322
100,0000000000000265,000003,E1MARAM,Segment data 1323
100,0000000000000265,000004,E1MARAM,Segment data 1324
100,0000000000000265,000005,E1MARAM,Segment data 1325
100,0000000000000266,000001,E1MARAM,Segment data 1326
100,0000000000000266,000002,E1MARAM,Segment data 1327
100,0000000000000266,000003,E1MARAM,Segment data 1328
100,0000000000000266,000004,E1MARAM,Segment data 1329
100,0000000000000266,000005,E1MARAM,Segment data 1330
100,0000000000000267,000001,E1MARAM,Segment data 1331
100,0000000000000267,000002,E1MARAM,Segment data 1332
100,0000000000000267,000003,E1MARAM,Segment data 1333
100,0000000000000267,000004,E1MARAM,Segment data 1334
100,0000000000000267,000005,E1MARAM,Segment data 1335
100,0000000000000268,000001,E1MARAM,Segment data 1336
100,0000000000000268,000002,E1MARAM,Segment data 1337
100,0000000000000268,000003,E1MARAM,Segment data 1338
100,0000000000000268,000004,E1MARAM,Segment data 1339
100,0000000000000268,000005,E1MARAM,Segment data 1340
100,0000000000000269,000001,E1MARAM,Segment data 1341
100,0000000000000269,000002,E1MARAM,Segment data 1342
100,0000000000000269,000003,E1MARAM,Segment data 1343
100,0000000000000269,000004,E1MARAM,Segment data 1344
100,0000000000000269,000005,E1MARAM,Segment data 1345
100,0000000000000270,000001,E1MARAM,Segment data 1346
100,0000000000000270,000002,E1MARAM,Segment data 1347
100,0000000000000270,000003,E1MARAM,Segment data 1348
100,0000000000000270,000004,E1MARAM,Segment data 1349
100,0000000000000270,000005,E1MARAM,Segment data 1350
100,0000000000000271,000001,E1MARAM,Segment data 1351
100,0000000000000271,000002,E1MARAM,Segment data 1352
100,0000000000000271,000003,E1MARAM,Segment data 1353
100,0000000000000271,000004,E1MARAM,Segment data 1354
100,0000000000000271,000005,E1MARAM,Segment data 1355
100,0000000000000272,000001,E1MARAM,Segment data 1356
100,0000000000000272,000002,E1MARAM,Segment data 1357
100,0000000000000272,000003,E1MARAM,Segment data 1358
100,0000000000000272,000004,E1MARAM,Segment data 1359
100,0000000000000272,000005,E1MARAM,Segment data 1360
100,0000000000000273,000001,E1MARAM,Segment data 1361
100,0000000000000273,000002,E1MARAM,Segment data 1362
100,0000000000000273,000003,E1MARAM,Segment data 1363
100,0000000000000273,000004,E1MARAM,Segment data 1364
100,0000000000000273,000005,E1MARAM,Segment data 1365
100,0000000000000274,000001,E1MARAM,Segment data 1366
100,0000000000000274,000002,E1MARAM,Segment data 1367
100,0000000000000274,000003,E1MARAM,Segment data 1368
100,0000000000000274,000004,E1MARAM,Segment data 1369
100,0000000000000274,000005,E1MARAM,Segment data 1370
100,0000000000000275,000001,E1MARAM,Segment data 1371
100,0000000000000275,000002,E1MARAM,Segment data 1372
100,0000000000000275,000003,E1MARAM,Segment data 1373
100,0000000000000275,000004,E1MARAM,Segment data 1374
100,0000000000000275,000005,E1MARAM,Segment data 1375
100,0000000000000276,000001,E1MARAM,Segment data 1376
100,0000000000000276,000002,E1MARAM,Segment data 1377
100,0000000000000276,000003,E1MARAM,Segment data 1378
100,0000000000000276,000004,E1MARAM,Segment data 1379
100,0000000000000276,000005,E1MARAM,Segment data 1380
100,0000000000000277,000001,E1MARAM,Segment data 1381
100,0000000000000277,000002,E1MARAM,Segment data 1382
100,0000000000000277,000003,E1MARAM,Segment data 1383
100,0000000000000277,000004,E1MARAM,Segment data 1384
100,0000000000000277,000005,E1MARAM,Segment data 1385
100,0000000000000278,000001,E1MARAM,Segment data 1386
100,0000000000000278,000002,E1MARAM,Segment data 1387
100,0000000000000278,000003,E1MARAM,Segment data 1388
100,0000000000000278,000004,E1MARAM,Segment data 1389
100,0000000000000278,000005,E1MARAM,Segment data 1390
100,0000000000000279,000001,E1MARAM,Segment data 1391
100,0000000000000279,000002,E1MARAM,Segment data 1392
100,0000000000000279,000003,E1MARAM,Segment data 1393
100,0000000000000279,000004,E1MARAM,Segment data 1394
100,0000000000000279,000005,E1MARAM,Segment data 1395
100,0000000000000280,000001,E1MARAM,Segment data 1396
100,0000000000000280,000002,E1MARAM,Segment data 1397
100,0000000000000280,000003,E1MARAM,Segment data 1398
100,0000000000000280,000004,E1MARAM,Segment data 1399
100,0000000000000280,000005,E1MARAM,Segment data 1400
100,0000000000000281,000001,E1MARAM,Segment data 1401
100,0000000000000281,000002,E1MARAM,Segment data 1402
100,0000000000000281,000003,E1MARAM,Segment data 1403
100,0000000000000281,000004,E1MARAM,Segment data 1404
100,0000000000000281,000005,E1MARAM,Segment data 1405
100,0000000000000282,000001,E1MARAM,Segment data 1406
100,0000000000000282,000002,E1MARAM,Segment data 1407
100,0000000000000282,000003,E1MARAM,Segment data 1408
100,0000000000000282,000004,E1MARAM,Segment data 1409
100,0000000000000282,000005,E1MARAM,Segment data 1410
100,0000000000000283,000001,E1MARAM,Segment data 1411
100,0000000000000283,000002,E1MARAM,Segment data 1412
100,0000000000000283,000003,E1MARAM,Segment data 1413
100,0000000000000283,000004,E1MARAM,Segment data 1414
100,0000000000000283,000005,E1MARAM,Segment data 1415
100,0000000000000284,000001,E1MARAM,Segment data 1416
100,0000000000000284,000002,E1MARAM,Segment data 1417
100,0000000000000284,000003,E1MARAM,Segment data 1418
100,0000000000000284,000004,E1MARAM,Segment data 1419
100,0000000000000284,000005,E1MARAM,Segment data 1420
100,0000000000000285,000001,E1MARAM,Segment data 1421
100,0000000000000285,000002,E1MARAM,Segment data 1422
100,0000000000000285,000003,E1MARAM,Segment data 1423
100,0000000000000285,000004,E1MARAM,Segment data 1424
100,0000000000000285,000005,E1MARAM,Segment data 1425
100,0000000000000286,000001,E1MARAM,Segment data 1426
100,0000000000000286,000002,E1MARAM,Segment data 1427
100,0000000000000286,000003,E1MARAM,Segment data 1428
100,0000000000000286,000004,E1MARAM,Segment data 1429
100,0000000000000286,000005,E1MARAM,Segment data 1430
100,0000000000000287,000001,E1MARAM,Segment data 1431
100,0000000000000287,000002,E1MARAM,Segment data 1432
100,0000000000000287,000003,E1MARAM,Segment data 1433
100,0000000000000287,000004,E1MARAM,Segment data 1434
100,0000000000000287,000005,E1MARAM,Segment data 1435
100,0000000000000288,000001,E1MARAM,Segment data 1436
100,0000000000000288,000002,E1MARAM,Segment data 1437
100,0000000000000288,000003,E1MARAM,Segment data 1438
100,0000000000000288,000004,E1MARAM,Segment data 1439
100,0000000000000288,000005,E1MARAM,Segment data 1440
100,0000000000000289,000001,E1MARAM,Segment data 1441
100,0000000000000289,000002,E1MARAM,Segment data 1442
100,0000000000000289,000003,E1MARAM,Segment data 1443
100,0000000000000289,000004,E1MARAM,Segment data 1444
100,0000000000000289,000005,E1MARAM,Segment data 1445
100,0000000000000290,000001,E1MARAM,Segment data 1446
100,0000000000000290,000002,E1MARAM,Segment data 1447
100,0000000000000290,000003,E1MARAM,Segment data 1448
100,0000000000000290,000004,E1MARAM,Segment data 1449
100,0000000000000290,000005,E1MARAM,Segment data 1450
100,0000000000000291,000001,E1MARAM,Segment data 1451
100,0000000000000291,000002,E1MARAM,Segment data 1452
100,0000000000000291,000003,E1MARAM,Segment data 1453
100,0000000000000291,000004,E1MARAM,Segment data 1454
100,0000000000000291,000005,E1MARAM,Segment data 1455
100,0000000000000292,000001,E1MARAM,Segment data 1456
100,0000000000000292,000002,E1MARAM,Segment data 1457
100,0000000000000292,000003,E1MARAM,Segment data 1458
100,0000000000000292,000004,E1MARAM,Segment data 1459
100,0000000000000292,000005,E1MARAM,Segment data 1460
100,0000000000000293,000001,E1MARAM,Segment data 1461
100,0000000000000293,000002,E1MARAM,Segment data 1462
100,0000000000000293,000003,E1MARAM,Segment data 1463
100,0000000000000293,000004,E1MARAM,Segment data 1464
100,0000000000000293,000005,E1MARAM,Segment data 1465
100,0000000000000294,000001,E1MARAM,Segment data 1466
100,0000000000000294,000002,E1MARAM,Segment data 1467
100,0000000000000294,000003,E1MARAM,Segment data 1468
100,0000000000000294,000004,E1MARAM,Segment data 1469
100,0000000000000294,000005,E1MARAM,Segment data 1470
100,0000000000000295,000001,E1MARAM,Segment data 1471
100,0000000000000295,000002,E1MARAM,Segment data 1472
100,0000000000000295,000003,E1MARAM,Segment data 1473
100,0000000000000295,000004,E1MARAM,Segment data 1474
100,0000000000000295,000005,E1MARAM,Segment data 1475
100,0000000000000296,000001,E1MARAM,Segment data 1476
100,0000000000000296,000002,E1MARAM,Segment data 1477
100,0000000000000296,000003,E1MARAM,Segment data 1478
100,0000000000000296,000004,E1MARAM,Segment data 1479
100,0000000000000296,000005,E1MARAM,Segment data 1480
100,0000000000000297,000001,E1MARAM,Segment data 1481
100,0000000000000297,000002,E1MARAM,Segment data 1482
100,0000000000000297,000003,E1MARAM,Segment data 1483
100,0000000000000297,000004,E1MARAM,Segment data 1484
100,0000000000000297,000005,E1MARAM,Segment data 1485
100,0000000000000298,000001,E1MARAM,Segment data 1486
100,0000000000000298,000002,E1MARAM,Segment data 1487
100,0000000000000298,000003,E1MARAM,Segment data 1488
100,0000000000000298,000004,E1MARAM,Segment data 1489
100,0000000000000298,000005,E1MARAM,Segment data 1490
100,0000000000000299,000001,E1MARAM,Segment data 1491
100,0000000000000299,000002,E1MARAM,Segment data 1492
100,0000000000000299,000003,E1MARAM,Segment data 1493
100,0000000000000299,000004,E1MARAM,Segment data 1494
100,0000000000000299,000005,E1MARAM,Segment data 1495
100,0000000000000300,000001,E1MARAM,Segment data 1496
100,0000000000000300,000002,E1MARAM,Segment data 1497
100,0000000000000300,000003,E1MARAM,Segment data 1498
100,0000000000000300,000004,E1MARAM,Segment data 1499
100,0000000000000300,000005,E1MARAM,Segment data 1500
100,0000000000000301,000001,E1MARAM,Segment data 1501
100,0000000000000301,000002,E1MARAM,Segment data 1502
100,0000000000000301,000003,E1MARAM,Segment data 1503
100,0000000000000301,000004,E1MARAM,Segment data 1504
100,0000000000000301,000005,E1MARAM,Segment data 1505
100,0000000000000302,000001,E1MARAM,Segment data 1506
100,0000000000000302,000002,E1MARAM,Segment data 1507
100,0000000000000302,000003,E1MARAM,Segment data 1508
100,0000000000000302,000004,E1MARAM,Segment data 1509
100,0000000000000302,000005,E1MARAM,Segment data 1510
100,0000000000000303,000001,E1MARAM,Segment data 1511
100,0000000000000303,000002,E1MARAM,Segment data 1512
100,0000000000000303,000003,E1MARAM,Segment data 1513
100,0000000000000303,000004,E1MARAM,Segment data 1514
100,0000000000000303,000005,E1MARAM,Segment data 1515
100,0000000000000304,000001,E1MARAM,Segment data 1516
100,0000000000000304,000002,E1MARAM,Segment data 1517
100,0000000000000304,000003,E1MARAM,Segment data 1518
100,0000000000000304,000004,E1MARAM,Segment data 1519
100,0000000000000304,000005,E1MARAM,Segment data 1520
100,0000000000000305,000001,E1MARAM,Segment data 1521
100,0000000000000305,000002,E1MARAM,Segment data 1522
100,0000000000000305,000003,E1MARAM,Segment data 1523
100,0000000000000305,000004,E1MARAM,Segment data 1524
100,0000000000000305,000005,E1MARAM,Segment data 1525
100,0000000000000306,000001,E1MARAM,Segment data 1526
100,0000000000000306,000002,E1MARAM,Segment data 1527
100,0000000000000306,000003,E1MARAM,Segment data 1528
100,0000000000000306,000004,E1MARAM,Segment data 1529
100,0000000000000306,000005,E1MARAM,Segment data 1530
100,0000000000000307,000001,E1MARAM,Segment data 1531
100,0000000000000307,000002,E1MARAM,Segment data 1532
100,0000000000000307,000003,E1MARAM,Segment data 1533
100,0000000000000307,000004,E1MARAM,Segment data 1534
100,0000000000000307,000005,E1MARAM,Segment data 1535
100,0000000000000308,000001,E1MARAM,Segment data 1536
100,0000000000000308,000002,E1MARAM,Segment data 1537
100,0000000000000308,000003,E1MARAM,Segment data 1538
100,0000000000000308,000004,E1MARAM,Segment data 1539
100,0000000000000308,000005,E1MARAM,Segment data 1540
100,0000000000000309,000001,E1MARAM,Segment data 1541
100,0000000000000309,000002,E1MARAM,Segment data 1542
100,0000000000000309,000003,E1MARAM,Segment data 1543
100,0000000000000309,000004,E1MARAM,Segment data 1544
100,0000000000000309,000005,E1MARAM,Segment data 1545
100,0000000000000310,000001,E1MARAM,Segment data 1546
100,0000000000000310,000002,E1MARAM,Segment data 1547
100,0000000000000310,000003,E1MARAM,Segment data 1548
100,0000000000000310,000004,E1MARAM,Segment data 1549
100,0000000000000310,000005,E1MARAM,Segment data 1550
100,0000000000000311,000001,E1MARAM,Segment data 1551
100,0000000000000311,000002,E1MARAM,Segment data 1552
100,0000000000000311,000003,E1MARAM,Segment data 1553
100,0000000000000311,000004,E1MARAM,Segment data 1554
100,0000000000000311,000005,E1MARAM,Segment data 1555
100,0000000000000312,000001,E1MARAM,Segment data 1556
100,0000000000000312,000002,E1MARAM,Segment data 1557
100,0000000000000312,000003,E1MARAM,Segment data 1558
100,0000000000000312,000004,E1MARAM,Segment data 1559
100,0000000000000312,000005,E1MARAM,Segment data 1560
100,0000000000000313,000001,E1MARAM,Segment data 1561
100,0000000000000313,000002,E1MARAM,Segment data 1562
100,0000000000000313,000003,E1MARAM,Segment data 1563
100,0000000000000313,000004,E1MARAM,Segment data 1564
100,0000000000000313,000005,E1MARAM,Segment data 1565
100,0000000000000314,000001,E1MARAM,Segment data 1566
100,0000000000000314,000002,E1MARAM,Segment data 1567
100,0000000000000314,000003,E1MARAM,Segment data 1568
100,0000000000000314,000004,E1MARAM,Segment data 1569
100,0000000000000314,000005,E1MARAM,Segment data 1570
100,0000000000000315,000001,E1MARAM,Segment data 1571
100,0000000000000315,000002,E1MARAM,Segment data 1572
100,0000000000000315,000003,E1MARAM,Segment data 1573
100,0000000000000315,000004,E1MARAM,Segment data 1574
100,0000000000000315,000005,E1MARAM,Segment data 1575
100,0000000000000316,000001,E1MARAM,Segment data 1576
100,0000000000000316,000002,E1MARAM,Segment data 1577
100,0000000000000316,000003,E1MARAM,Segment data 1578
100,0000000000000316,000004,E1MARAM,Segment data 1579
100,0000000000000316,000005,E1MARAM,Segment data 1580
100,0000000000000317,000001,E1MARAM,Segment data 1581
100,0000000000000317,000002,E1MARAM,Segment data 1582
100,0000000000000317,000003,E1MARAM,Segment data 1583
100,0000000000000317,000004,E1MARAM,Segment data 1584
100,0000000000000317,000005,E1MARAM,Segment data 1585
100,0000000000000318,000001,E1MARAM,Segment data 1586
100,0000000000000318,000002,E1MARAM,Segment data 1587
100,0000000000000318,000003,E1MARAM,Segment data 1588
100,0000000000000318,000004,E1MARAM,Segment data 1589
100,0000000000000318,000005,E1MARAM,Segment data 1590
100,0000000000000319,000001,E1MARAM,Segment data 1591
100,0000000000000319,000002,E1MARAM,Segment data 1592
100,0000000000000319,000003,E1MARAM,Segment data 1593
100,0000000000000319,000004,E1MARAM,Segment data 1594
100,0000000000000319,000005,E1MARAM,Segment data 1595
100,0000000000000320,000001,E1MARAM,Segment data 1596
100,0000000000000320,000002,E1MARAM,Segment data 1597
100,0000000000000320,000003,E1MARAM,Segment data 1598
100,0000000000000320,000004,E1MARAM,Segment data 1599
100,0000000000000320,000005,E1MARAM,Segment data 1600
100,0000000000000321,000001,E1MARAM,Segment data 1601
100,0000000000000321,000002,E1MARAM,Segment data 1602
100,0000000000000321,000003,E1MARAM,Segment data 1603
100,0000000000000321,000004,E1MARAM,Segment data 1604
100,0000000000000321,000005,E1MARAM,Segment data 1605
100,0000000000000322,000001,E1MARAM,Segment data 1606
100,0000000000000322,000002,E1MARAM,Segment data 1607
100,0000000000000322,000003,E1MARAM,Segment data 1608
100,0000000000000322,000004,E1MARAM,Segment data 1609
100,0000000000000322,000005,E1MARAM,Segment data 1610
100,0000000000000323,000001,E1MARAM,Segment data 1611
100,0000000000000323,000002,E1MARAM,Segment data 1612
100,0000000000000323,000003,E1MARAM,Segment data 1613
100,0000000000000323,000004,E1MARAM,Segment data 1614
100,0000000000000323,000005,E1MARAM,Segment data 1615
100,0000000000000324,000001,E1MARAM,Segment data 1616
100,0000000000000324,000002,E1MARAM,Segment data 1617
100,0000000000000324,000003,E1MARAM,Segment data 1618
100,0000000000000324,000004,E1MARAM,Segment data 1619
100,0000000000000324,000005,E1MARAM,Segment data 1620
100,0000000000000325,000001,E1MARAM,Segment data 1621
100,0000000000000325,000002,E1MARAM,Segment data 1622
100,0000000000000325,000003,E1MARAM,Segment data 1623
100,0000000000000325,000004,E1MARAM,Segment data 1624
100,0000000000000325,000005,E1MARAM,Segment data 1625
100,0000000000000326,000001,E1MARAM,Segment data 1626
