MANDT,LOG_HANDLE,OBJECT,SUBOBJECT,ALDATE,ALTIME,ALUSER
100,0000000000000000000422,MATMAS,SUB2,20230411,085157,USER021
100,0000000000000000000423,MATMAS,SUB3,20240219,101601,USER022
100,0000000000000000000424,MATMAS,SUB1,20240809,204523,USER023
100,0000000000000000000425,MATMAS,SUB2,20220110,100301,USER024
100,0000000000000000000426,MATMAS,SUB3,20230730,104009,USER025
100,0000000000000000000427,MATMAS,SUB1,20230124,022941,USER026
100,0000000000000000000428,MATMAS,SUB2,20240527,064137,USER027
100,0000000000000000000429,MATMAS,SUB3,20221225,072954,USER028
100,0000000000000000000430,MATMAS,SUB1,20231018,201806,USER029
100,0000000000000000000431,MATMAS,SUB2,20240618,230441,USER030
100,0000000000000000000432,MATMAS,SUB3,20230217,190156,USER031
100,0000000000000000000433,MATMAS,SUB1,20220618,073207,USER032
100,0000000000000000000434,MATMAS,SUB2,20221124,224255,USER033
100,0000000000000000000435,MATMAS,SUB3,20240825,233830,USER034
100,0000000000000000000436,MATMAS,SUB1,20230408,094320,USER035
100,0000000000000000000437,MATMAS,SUB2,20230207,231346,USER036
100,0000000000000000000438,MATMAS,SUB3,20230129,172015,USER037
100,0000000000000000000439,MATMAS,SUB1,20230306,162821,USER038
100,0000000000000000000440,MATMAS,SUB2,20230221,224440,USER039
100,0000000000000000000441,MATMAS,SUB3,20230604,203020,USER040
100,0000000000000000000442,MATMAS,SUB1,20231210,195711,USER041
100,0000000000000000000443,MATMAS,SUB2,20220910,150942,USER042
100,0000000000000000000444,MATMAS,SUB3,20220730,193335,USER043
100,0000000000000000000445,MATMAS,SUB1,20220602,172155,USER044
100,0000000000000000000446,MATMAS,SUB2,20230727,011144,USER045
100,0000000000000000000447,MATMAS,SUB3,20220211,230238,USER046
100,0000000000000000000448,MATMAS,SUB1,20230315,101943,USER047
100,0000000000000000000449,MATMAS,SUB2,20221118,235302,USER048
100,0000000000000000000450,MATMAS,SUB3,20220802,141256,USER049
100,0000000000000000000451,MATMAS,SUB1,20240116,033407,USER000
100,0000000000000000000452,MATMAS,SUB2,20231126,092952,USER001
100,0000000000000000000453,MATMAS,SUB3,20240224,055409,USER002
100,0000000000000000000454,MATMAS,SUB1,20231105,044911,USER003
100,0000000000000000000455,MATMAS,SUB2,20240816,002348,USER004
100,0000000000000000000456,MATMAS,SUB3,20220920,170401,USER005
100,0000000000000000000457,MATMAS,SUB1,20221017,054205,USER006
100,0000000000000000000458,MATMAS,SUB2,20220502,232226,USER007
100,0000000000000000000459,MATMAS,SUB3,20220321,023340,USER008
100,0000000000000000000460,MATMAS,SUB1,20220904,195414,USER009
100,0000000000000000000461,MATMAS,SUB2,20220620,110513,USER010
100,0000000000000000000462,MATMAS,SUB3,20220901,235047,USER011
100,0000000000000000000463,MATMAS,SUB1,20230924,152546,USER012
100,0000000000000000000464,MATMAS,SUB2,20221025,013342,USER013
100,0000000000000000000465,MATMAS,SUB3,20230315,114948,USER014
100,0000000000000000000466,MATMAS,SUB1,20240130,194602,USER015
100,0000000000000000000467,MATMAS,SUB2,20230813,103742,USER016
100,0000000000000000000468,MATMAS,SUB3,20240712,093329,USER017
100,0000000000000000000469,MATMAS,SUB1,20220531,153100,USER018
100,0000000000000000000470,MATMAS,SUB2,20221110,045918,USER019
100,0000000000000000000471,MATMAS,SUB3,20220121,015958,USER020
100,0000000000000000000472,MATMAS,SUB1,20220820,094405,USER021
100,0000000000000000000473,MATMAS,SUB2,20241207,105617,USER022
100,0000000000000000000474,MATMAS,SUB3,20220319,001920,USER023
100,0000000000000000000475,MATMAS,SUB1,20220107,225350,USER024
100,0000000000000000000476,MATMAS,SUB2,20231215,185821,USER025
100,0000000000000000000477,MATMAS,SUB3,20220202,055442,USER026
100,0000000000000000000478,MATMAS,SUB1,20221124,142443,USER027
100,0000000000000000000479,MATMAS,SUB2,20240224,204632,USER028
100,0000000000000000000480,MATMAS,SUB3,20230528,024110,USER029
100,0000000000000000000481,MATMAS,SUB1,20220712,194941,USER030
100,0000000000000000000482,MATMAS,SUB2,20230507,192922,USER031
100,0000000000000000000483,MATMAS,SUB3,20220709,021154,USER032
100,0000000000000000000484,MATMAS,SUB1,20221024,125839,USER033
100,0000000000000000000485,MATMAS,SUB2,20220610,155547,USER034
100,0000000000000000000486,MATMAS,SUB3,20240131,022506,USER035
100,0000000000000000000487,MATMAS,SUB1,20240629,222356,USER036
100,0000000000000000000488,MATMAS,SUB2,20230416,141349,USER037
100,0000000000000000000489,MATMAS,SUB3,20240111,132339,USER038
100,0000000000000000000490,MATMAS,SUB1,20240813,093628,USER039
100,0000000000000000000491,MATMAS,SUB2,20241223,022912,USER040
100,0000000000000000000492,MATMAS,SUB3,20230128,205920,USER041
100,0000000000000000000493,MATMAS,SUB1,20220418,195733,USER042
100,0000000000000000000494,MATMAS,SUB2,20230123,103429,USER043
100,0000000000000000000495,MATMAS,SUB3,20230106,082530,USER044
100,0000000000000000000496,MATMAS,SUB1,20240119,132451,USER045
100,0000000000000000000497,MATMAS,SUB2,20220927,192940,USER046
100,0000000000000000000498,MATMAS,SUB3,20230220,055438,USER047
100,0000000000000000000499,MATMAS,SUB1,20221231,210305,USER048
100,0000000000000000000500,MATMAS,SUB2,20241002,054932,USER049
100,0000000000000000000501,MATMAS,SUB3,20240614,115102,USER000
100,0000000000000000000502,MATMAS,SUB1,20220618,065642,USER001
100,0000000000000000000503,MATMAS,SUB2,20240807,193505,USER002
100,0000000000000000000504,MATMAS,SUB3,20231227,100233,USER003
100,0000000000000000000505,MATMAS,SUB1,20221113,065507,USER004
100,0000000000000000000506,MATMAS,SUB2,20221005,015402,USER005
100,0000000000000000000507,MATMAS,SUB3,20231011,004628,USER006
100,0000000000000000000508,MATMAS,SUB1,20231207,141446,USER007
100,0000000000000000000509,MATMAS,SUB2,20220503,013341,USER008
100,0000000000000000000510,MATMAS,SUB3,20240325,202731,USER009
100,0000000000000000000511,MATMAS,SUB1,20241004,004007,USER010
100,0000000000000000000512,MATMAS,SUB2,20221009,052803,USER011
100,0000000000000000000513,MATMAS,SUB3,20231108,182419,USER012
100,0000000000000000000514,MATMAS,SUB1,20220623,074856,USER013
100,0000000000000000000515,MATMAS,SUB2,20240720,073700,USER014
100,0000000000000000000516,MATMAS,SUB3,20230123,030855,USER015
100,0000000000000000000517,MATMAS,SUB1,20220829,015020,USER016
100,0000000000000000000518,MATMAS,SUB2,20230223,214318,USER017
100,0000000000000000000519,MATMAS,SUB3,20220325,183908,USER018
100,0000000000000000000520,MATMAS,SUB1,20230929,122122,USER019
100,0000000000000000000521,MATMAS,SUB2,20230711,054620,USER020
100,0000000000000000000522,MATMAS,SUB3,20220211,153117,USER021
100,0000000000000000000523,MATMAS,SUB1,20220104,103159,USER022
100,0000000000000000000524,MATMAS,SUB2,20240525,082259,USER023
100,0000000000000000000525,MATMAS,SUB3,20240915,043730,USER024
100,0000000000000000000526,MATMAS,SUB1,20221205,160355,USER025
100,0000000000000000000527,MATMAS,SUB2,20221013,191058,USER026
100,0000000000000000000528,MATMAS,SUB3,20231117,190938,USER027
100,0000000000000000000529,MATMAS,SUB1,20230515,103250,USER028
100,0000000000000000000530,MATMAS,SUB2,20220918,121423,USER029
100,0000000000000000000531,MATMAS,SUB3,20230801,143248,USER030
100,0000000000000000000532,MATMAS,SUB1,20220814,175114,USER031
100,0000000000000000000533,MATMAS,SUB2,20231212,193036,USER032
100,0000000000000000000534,MATMAS,SUB3,20231106,040640,USER033
100,0000000000000000000535,MATMAS,SUB1,20240327,174021,USER034
100,0000000000000000000536,MATMAS,SUB2,20241229,052238,USER035
100,0000000000000000000537,MATMAS,SUB3,20221114,214724,USER036
100,0000000000000000000538,MATMAS,SUB1,20231019,104444,USER037
100,0000000000000000000539,MATMAS,SUB2,20231213,113441,USER038
100,0000000000000000000540,MATMAS,SUB3,20220407,081340,USER039
100,0000000000000000000541,MATMAS,SUB1,20220604,193557,USER040
100,0000000000000000000542,MATMAS,SUB2,20230822,233741,USER041
100,0000000000000000000543,MATMAS,SUB3,20240826,195730,USER042
100,0000000000000000000544,MATMAS,SUB1,20220612,045716,USER043
100,0000000000000000000545,MATMAS,SUB2,20240724,231054,USER044
100,0000000000000000000546,MATMAS,SUB3,20231001,134333,USER045
100,0000000000000000000547,MATMAS,SUB1,20220330,155940,USER046
100,0000000000000000000548,MATMAS,SUB2,20240712,190730,USER047
100,0000000000000000000549,MATMAS,SUB3,20221105,155147,USER048
100,0000000000000000000550,MATMAS,SUB1,20230227,205226,USER049
100,0000000000000000000551,MATMAS,SUB2,20220101,163121,USER000
100,0000000000000000000552,MATMAS,SUB3,20220715,031302,USER001
100,0000000000000000000553,MATMAS,SUB1,20231020,140636,USER002
100,0000000000000000000554,MATMAS,SUB2,20231228,000744,USER003
100,0000000000000000000555,MATMAS,SUB3,20221022,063508,USER004
100,0000000000000000000556,MATMAS,SUB1,20220126,105939,USER005
100,0000000000000000000557,MATMAS,SUB2,20221023,170714,USER006
100,0000000000000000000558,MATMAS,SUB3,20230115,061757,USER007
100,0000000000000000000559,MATMAS,SUB1,20240704,233504,USER008
100,0000000000000000000560,MATMAS,SUB2,20241025,210552,USER009
100,0000000000000000000561,MATMAS,SUB3,20241004,124936,USER010
100,0000000000000000000562,MATMAS,SUB1,20240513,083632,USER011
100,0000000000000000000563,MATMAS,SUB2,20220818,010903,USER012
100,0000000000000000000564,MATMAS,SUB3,20241205,015815,USER013
100,0000000000000000000565,MATMAS,SUB1,20240107,020611,USER014
100,0000000000000000000566,MATMAS,SUB2,20240505,001548,USER015
100,0000000000000000000567,MATMAS,SUB3,20231016,121538,USER016
100,0000000000000000000568,MATMAS,SUB1,20220217,015249,USER017
100,0000000000000000000569,MATMAS,SUB2,20230616,061326,USER018
100,0000000000000000000570,MATMAS,SUB3,20240509,023715,USER019
100,0000000000000000000571,MATMAS,SUB1,20230111,150435,USER020
100,0000000000000000000572,MATMAS,SUB2,20220409,122110,USER021
100,0000000000000000000573,MATMAS,SUB3,20220615,022500,USER022
100,0000000000000000000574,MATMAS,SUB1,20221105,162406,USER023
100,0000000000000000000575,MATMAS,SUB2,20230720,080202,USER024
100,0000000000000000000576,MATMAS,SUB3,20240514,185456,USER025
100,0000000000000000000577,MATMAS,SUB1,20241003,120424,USER026
100,0000000000000000000578,MATMAS,SUB2,20240603,233754,USER027
100,0000000000000000000579,MATMAS,SUB3,20240801,014806,USER028
100,0000000000000000000580,MATMAS,SUB1,20230524,102541,USER029
100,0000000000000000000581,MATMAS,SUB2,20220912,060355,USER030
100,0000000000000000000582,MATMAS,SUB3,20230902,160436,USER031
100,0000000000000000000583,MATMAS,SUB1,20240217,112516,USER032
100,0000000000000000000584,MATMAS,SUB2,20220424,003451,USER033
100,0000000000000000000585,MATMAS,SUB3,20230410,192732,USER034
100,0000000000000000000586,MATMAS,SUB1,20230418,235757,USER035
100,0000000000000000000587,MATMAS,SUB2,20230531,001412,USER036
100,0000000000000000000588,MATMAS,SUB3,20240419,082710,USER037
100,0000000000000000000589,MATMAS,SUB1,20230418,062843,USER038
100,0000000000000000000590,MATMAS,SUB2,20240815,171848,USER039
100,0000000000000000000591,MATMAS,SUB3,20220619,064752,USER040
100,0000000000000000000592,MATMAS,SUB1,20230428,210754,USER041
100,0000000000000000000593,MATMAS,SUB2,20220916,145000,USER042
100,0000000000000000000594,MATMAS,SUB3,20240120,220234,USER043
100,0000000000000000000595,MATMAS,SUB1,20220418,164324,USER044
100,0000000000000000000596,MATMAS,SUB2,20221009,075231,USER045
100,0000000000000000000597,MATMAS,SUB3,20230818,161129,USER046
100,0000000000000000000598,MATMAS,SUB1,20230312,215556,USER047
100,0000000000000000000599,MATMAS,SUB2,20231010,022835,USER048
100,0000000000000000000600,MATMAS,SUB3,20240229,065845,USER049
100,0000000000000000000601,MATMAS,SUB1,20240319,061650,USER000
100,0000000000000000000602,MATMAS,SUB2,20240911,121626,USER001
100,0000000000000000000603,MATMAS,SUB3,20231107,025215,USER002
100,0000000000000000000604,MATMAS,SUB1,20230811,204921,USER003
100,0000000000000000000605,MATMAS,SUB2,20221216,162805,USER004
100,0000000000000000000606,MATMAS,SUB3,20241101,075312,USER005
100,0000000000000000000607,MATMAS,SUB1,20230110,213940,USER006
100,0000000000000000000608,MATMAS,SUB2,20220906,000648,USER007
100,0000000000000000000609,MATMAS,SUB3,20231222,091159,USER008
100,0000000000000000000610,MATMAS,SUB1,20231214,013546,USER009
100,0000000000000000000611,MATMAS,SUB2,20230317,030810,USER010
100,0000000000000000000612,MATMAS,SUB3,20221013,064947,USER011
100,0000000000000000000613,MATMAS,SUB1,20240525,192542,USER012
100,0000000000000000000614,MATMAS,SUB2,20220101,004717,USER013
100,0000000000000000000615,MATMAS,SUB3,20220419,185254,USER014
100,0000000000000000000616,MATMAS,SUB1,20221127,202212,USER015
100,0000000000000000000617,MATMAS,SUB2,20241227,044605,USER016
100,0000000000000000000618,MATMAS,SUB3,20241230,092254,USER017
100,0000000000000000000619,MATMAS,SUB1,20220321,094703,USER018
100,0000000000000000000620,MATMAS,SUB2,20221209,111901,USER019
100,0000000000000000000621,MATMAS,SUB3,20240212,072559,USER020
100,0000000000000000000622,MATMAS,SUB1,20240118,121808,USER021
100,0000000000000000000623,MATMAS,SUB2,20220322,032312,USER022
100,0000000000000000000624,MATMAS,SUB3,20230308,104353,USER023
100,0000000000000000000625,MATMAS,SUB1,20230728,083740,USER024
100,0000000000000000000626,MATMAS,SUB2,20240608,041717,USER025
100,0000000000000000000627,MATMAS,SUB3,20240112,184242,USER026
100,0000000000000000000628,MATMAS,SUB1,20240816,210108,USER027
100,0000000000000000000629,MATMAS,SUB2,20220226,173610,USER028
100,0000000000000000000630,MATMAS,SUB3,20240114,042206,USER029
100,0000000000000000000631,MATMAS,SUB1,20220103,045152,USER030
100,0000000000000000000632,MATMAS,SUB2,20240325,142006,USER031
100,0000000000000000000633,MATMAS,SUB3,20230725,114434,USER032
100,0000000000000000000634,MATMAS,SUB1,20230307,100822,USER033
100,0000000000000000000635,MATMAS,SUB2,20230311,171432,USER034
100,0000000000000000000636,MATMAS,SUB3,20220417,130626,USER035
100,0000000000000000000637,MATMAS,SUB1,20220427,155307,USER036
100,0000000000000000000638,MATMAS,SUB2,20220715,084203,USER037
100,0000000000000000000639,MATMAS,SUB3,20240503,143651,USER038
100,0000000000000000000640,MATMAS,SUB1,20230528,013020,USER039
100,0000000000000000000641,MATMAS,SUB2,20221121,232726,USER040
100,0000000000000000000642,MATMAS,SUB3,20231208,025000,USER041
100,0000000000000000000643,MATMAS,SUB1,20220508,032824,USER042
100,0000000000000000000644,MATMAS,SUB2,20230919,060921,USER043
100,0000000000000000000645,MATMAS,SUB3,20220306,055834,USER044
100,0000000000000000000646,MATMAS,SUB1,20221216,183902,USER045
100,0000000000000000000647,MATMAS,SUB2,20230107,120714,USER046
100,0000000000000000000648,MATMAS,SUB3,20230816,103455,USER047
100,0000000000000000000649,MATMAS,SUB1,20241123,022037,USER048
100,0000000000000000000650,MATMAS,SUB2,20231122,193833,USER049
100,0000000000000000000651,MATMAS,SUB3,20220127,014509,USER000
100,0000000000000000000652,MATMAS,SUB1,20231018,011846,USER001
100,0000000000000000000653,MATMAS,SUB2,20231106,161015,USER002
100,0000000000000000000654,MATMAS,SUB3,20230105,192455,USER003
100,0000000000000000000655,MATMAS,SUB1,20240306,214859,USER004
100,0000000000000000000656,MATMAS,SUB2,20220725,024356,USER005
100,0000000000000000000657,MATMAS,SUB3,20230203,195936,USER006
100,0000000000000000000658,MATMAS,SUB1,20230502,191459,USER007
100,0000000000000000000659,MATMAS,SUB2,20221122,154032,USER008
100,0000000000000000000660,MATMAS,SUB3,20220512,043625,USER009
100,0000000000000000000661,MATMAS,SUB1,20241215,065125,USER010
100,0000000000000000000662,MATMAS,SUB2,20230116,015108,USER011
100,0000000000000000000663,MATMAS,SUB3,20240415,074544,USER012
100,0000000000000000000664,MATMAS,SUB1,20230114,054057,USER013
100,0000000000000000000665,MATMAS,SUB2,20241029,233629,USER014
100,0000000000000000000666,MATMAS,SUB3,20220721,051128,USER015
100,0000000000000000000667,MATMAS,SUB1,20230825,103221,USER016
100,0000000000000000000668,MATMAS,SUB2,20220314,002110,USER017
100,0000000000000000000669,MATMAS,SUB3,20230125,135303,USER018
100,0000000000000000000670,MATMAS,SUB1,20230704,132953,USER019
100,0000000000000000000671,MATMAS,SUB2,20231022,162954,USER020
100,0000000000000000000672,MATMAS,SUB3,20230628,143249,USER021
100,0000000000000000000673,MATMAS,SUB1,20240403,165521,USER022
100,0000000000000000000674,MATMAS,SUB2,20240811,060418,USER023
100,0000000000000000000675,MATMAS,SUB3,20230501,071421,USER024
100,0000000000000000000676,MATMAS,SUB1,20230508,150823,USER025
100,0000000000000000000677,MATMAS,SUB2,20220815,094320,USER026
100,0000000000000000000678,MATMAS,SUB3,20220206,064659,USER027
100,0000000000000000000679,MATMAS,SUB1,20240629,094126,USER028
100,0000000000000000000680,MATMAS,SUB2,20230701,121532,USER029
100,0000000000000000000681,MATMAS,SUB3,20240929,093540,USER030
100,0000000000000000000682,MATMAS,SUB1,20230402,193204,USER031
100,0000000000000000000683,MATMAS,SUB2,20220912,002602,USER032
100,0000000000000000000684,MATMAS,SUB3,20231214,225935,USER033
100,0000000000000000000685,MATMAS,SUB1,20241013,192258,USER034
100,0000000000000000000686,MATMAS,SUB2,20230113,214234,USER035
100,0000000000000000000687,MATMAS,SUB3,20230128,095104,USER036
100,0000000000000000000688,MATMAS,SUB1,20220924,084953,USER037
100,0000000000000000000689,MATMAS,SUB2,20220723,074533,USER038
100,0000000000000000000690,MATMAS,SUB3,20220714,045713,USER039
100,0000000000000000000691,MATMAS,SUB1,20220723,092315,USER040
100,0000000000000000000692,MATMAS,SUB2,20230917,231938,USER041
100,0000000000000000000693,MATMAS,SUB3,20230619,053116,USER042
100,0000000000000000000694,MATMAS,SUB1,20231225,040435,USER043
100,0000000000000000000695,MATMAS,SUB2,20241009,143934,USER044
100,0000000000000000000696,MATMAS,SUB3,20230605,033036,USER045
100,0000000000000000000697,MATMAS,SUB1,20220913,084436,USER046
100,0000000000000000000698,MATMAS,SUB2,20240802,221118,USER047
100,0000000000000000000699,MATMAS,SUB3,20241113,030514,USER048
100,0000000000000000000700,MATMAS,SUB1,20221223,055126,USER049
100,0000000000000000000701,MATMAS,SUB2,20240217,223942,USER000
100,0000000000000000000702,MATMAS,SUB3,20230219,090850,USER001
100,0000000000000000000703,MATMAS,SUB1,20220310,184913,USER002
100,0000000000000000000704,MATMAS,SUB2,20220302,114341,USER003
100,0000000000000000000705,MATMAS,SUB3,20230730,030719,USER004
100,0000000000000000000706,MATMAS,SUB1,20221129,090537,USER005
100,0000000000000000000707,MATMAS,SUB2,20241027,235904,USER006
100,0000000000000000000708,MATMAS,SUB3,20230518,235430,USER007
100,0000000000000000000709,MATMAS,SUB1,20230117,005255,USER008
100,0000000000000000000710,MATMAS,SUB2,20240816,185535,USER009
100,0000000000000000000711,MATMAS,SUB3,20241110,194040,USER010
100,0000000000000000000712,MATMAS,SUB1,20220610,222452,USER011
100,0000000000000000000713,MATMAS,SUB2,20240904,043918,USER012
100,0000000000000000000714,MATMAS,SUB3,20240820,172405,USER013
100,0000000000000000000715,MATMAS,SUB1,20230531,044518,USER014
100,0000000000000000000716,MATMAS,SUB2,20241008,050818,USER015
100,0000000000000000000717,MATMAS,SUB3,20241211,194820,USER016
100,0000000000000000000718,MATMAS,SUB1,20231225,074632,USER017
100,0000000000000000000719,MATMAS,SUB2,20220823,190315,USER018
100,0000000000000000000720,MATMAS,SUB3,20230422,101015,USER019
100,0000000000000000000721,MATMAS,SUB1,20240308,015005,USER020
100,0000000000000000000722,MATMAS,SUB2,20241111,060955,USER021
100,0000000000000000000723,MATMAS,SUB3,20230730,012612,USER022
100,0000000000000000000724,MATMAS,SUB1,20240505,073928,USER023
100,0000000000000000000725,MATMAS,SUB2,20240424,221618,USER024
100,0000000000000000000726,MATMAS,SUB3,20220109,092234,USER025
100,0000000000000000000727,MATMAS,SUB1,20231016,221458,USER026
100,0000000000000000000728,MATMAS,SUB2,20240721,064740,USER027
100,0000000000000000000729,MATMAS,SUB3,20241118,030758,USER028
100,0000000000000000000730,MATMAS,SUB1,20230620,124359,USER029
100,0000000000000000000731,MATMAS,SUB2,20240703,023824,USER030
100,0000000000000000000732,MATMAS,SUB3,20231023,011309,USER031
100,0000000000000000000733,MATMAS,SUB1,20220601,144423,USER032
100,0000000000000000000734,MATMAS,SUB2,20240517,202341,USER033
100,0000000000000000000735,MATMAS,SUB3,20241222,012503,USER034
100,0000000000000000000736,MATMAS,SUB1,20220804,051441,USER035
100,0000000000000000000737,MATMAS,SUB2,20241220,233046,USER036
100,0000000000000000000738,MATMAS,SUB3,20220207,202820,USER037
100,0000000000000000000739,MATMAS,SUB1,20240314,201328,USER038
100,0000000000000000000740,MATMAS,SUB2,20240326,021745,USER039
100,0000000000000000000741,MATMAS,SUB3,20231103,023138,USER040
100,0000000000000000000742,MATMAS,SUB1,20230811,110119,USER041
100,0000000000000000000743,MATMAS,SUB2,20230908,113245,USER042
100,0000000000000000000744,MATMAS,SUB3,20230429,073604,USER043
100,0000000000000000000745,MATMAS,SUB1,20220908,141254,USER044
100,0000000000000000000746,MATMAS,SUB2,20240120,224705,USER045
100,0000000000000000000747,MATMAS,SUB3,20241006,084631,USER046
100,0000000000000000000748,MATMAS,SUB1,20230307,195922,USER047
100,0000000000000000000749,MATMAS,SUB2,20230414,094218,USER048
100,0000000000000000000750,MATMAS,SUB3,20240506,081426,USER049
100,0000000000000000000751,MATMAS,SUB1,20220228,155820,USER000
100,0000000000000000000752,MATMAS,SUB2,20220628,122232,USER001
100,0000000000000000000753,MATMAS,SUB3,20221101,084520,USER002
100,0000000000000000000754,MATMAS,SUB1,20230320,200300,USER003
100,0000000000000000000755,MATMAS,SUB2,20241106,114256,USER004
100,0000000000000000000756,MATMAS,SUB3,20220109,063435,USER005
100,0000000000000000000757,MATMAS,SUB1,20220610,204711,USER006
100,0000000000000000000758,MATMAS,SUB2,20220208,210432,USER007
100,0000000000000000000759,MATMAS,SUB3,20230206,142450,USER008
100,0000000000000000000760,MATMAS,SUB1,20220804,073400,USER009
100,0000000000000000000761,MATMAS,SUB2,20240708,144339,USER010
100,0000000000000000000762,MATMAS,SUB3,20231115,034301,USER011
100,0000000000000000000763,MATMAS,SUB1,20220828,091738,USER012
100,0000000000000000000764,MATMAS,SUB2,20241016,142952,USER013
100,0000000000000000000765,MATMAS,SUB3,20241006,175511,USER014
100,0000000000000000000766,MATMAS,SUB1,20240706,093951,USER015
100,0000000000000000000767,MATMAS,SUB2,20230427,141809,USER016
100,0000000000000000000768,MATMAS,SUB3,20221209,193930,USER017
100,0000000000000000000769,MATMAS,SUB1,20240203,162525,USER018
100,0000000000000000000770,MATMAS,SUB2,20240208,060503,USER019
100,0000000000000000000771,MATMAS,SUB3,20230927,160132,USER020
100,0000000000000000000772,MATMAS,SUB1,20230430,082333,USER021
100,0000000000000000000773,MATMAS,SUB2,20240919,035156,USER022
100,0000000000000000000774,MATMAS,SUB3,20220708,171511,USER023
100,0000000000000000000775,MATMAS,SUB1,20240915,094844,USER024
100,0000000000000000000776,MATMAS,SUB2,20241109,113223,USER025
100,0000000000000000000777,MATMAS,SUB3,20221214,203836,USER026
100,0000000000000000000778,MATMAS,SUB1,20230205,010447,USER027
100,0000000000000000000779,MATMAS,SUB2,20241207,201453,USER028
100,0000000000000000000780,MATMAS,SUB3,20231017,203647,USER029
100,0000000000000000000781,MATMAS,SUB1,20240829,001303,USER030
100,0000000000000000000782,MATMAS,SUB2,20231010,090043,USER031
100,0000000000000000000783,MATMAS,SUB3,20240427,153601,USER032
100,0000000000000000000784,MATMAS,SUB1,20240627,101638,USER033
100,0000000000000000000785,MATMAS,SUB2,20241005,104324,USER034
100,0000000000000000000786,MATMAS,SUB3,20220401,073407,USER035
100,0000000000000000000787,MATMAS,SUB1,20220808,065634,USER036
100,0000000000000000000788,MATMAS,SUB2,20230616,031619,USER037
100,0000000000000000000789,MATMAS,SUB3,20220314,052930,USER038
100,0000000000000000000790,MATMAS,SUB1,20230624,163845,USER039
100,0000000000000000000791,MATMAS,SUB2,20230727,233531,USER040
100,0000000000000000000792,MATMAS,SUB3,20220113,201602,USER041
100,0000000000000000000793,MATMAS,SUB1,20230317,211247,USER042
100,0000000000000000000794,MATMAS,SUB2,20240810,200950,USER043
100,0000000000000000000795,MATMAS,SUB3,20220501,144334,USER044
100,0000000000000000000796,MATMAS,SUB1,20230215,213828,USER045
100,0000000000000000000797,MATMAS,SUB2,20231008,115158,USER046
100,0000000000000000000798,MATMAS,SUB3,20231008,005941,USER047
100,0000000000000000000799,MATMAS,SUB1,20240830,092342,USER048
100,0000000000000000000800,MATMAS,SUB2,20230617,074256,USER049
100,0000000000000000000801,MATMAS,SUB3,20220214,182818,USER000
100,0000000000000000000802,MATMAS,SUB1,20220426,005451,USER001
100,0000000000000000000803,MATMAS,SUB2,20220823,040502,USER002
100,0000000000000000000804,MATMAS,SUB3,20240928,161053,USER003
100,0000000000000000000805,MATMAS,SUB1,20230806,071033,USER004
100,0000000000000000000806,MATMAS,SUB2,20230615,232329,USER005
100,0000000000000000000807,MATMAS,SUB3,20240629,214348,USER006
100,0000000000000000000808,MATMAS,SUB1,20231227,043353,USER007
100,0000000000000000000809,MATMAS,SUB2,20230709,042215,USER008
100,0000000000000000000810,MATMAS,SUB3,20221223,132836,USER009
100,0000000000000000000811,MATMAS,SUB1,20230216,183200,USER010
100,0000000000000000000812,MATMAS,SUB2,20220723,225957,USER011
100,0000000000000000000813,MATMAS,SUB3,20241208,065727,USER012
100,0000000000000000000814,MATMAS,SUB1,20230417,200558,USER013
100,0000000000000000000815,MATMAS,SUB2,20230710,012809,USER014
100,0000000000000000000816,MATMAS,SUB3,20221018,145842,USER015
100,0000000000000000000817,MATMAS,SUB1,20241220,100202,USER016
100,0000000000000000000818,MATMAS,SUB2,20230415,094724,USER017
100,0000000000000000000819,MATMAS,SUB3,20240622,090158,USER018
100,0000000000000000000820,MATMAS,SUB1,20241126,201505,USER019
100,0000000000000000000821,MATMAS,SUB2,20221116,221301,USER020
100,0000000000000000000822,MATMAS,SUB3,20220605,193208,USER021
100,0000000000000000000823,MATMAS,SUB1,20231205,143914,USER022
100,0000000000000000000824,MATMAS,SUB2,20230902,101553,USER023
100,0000000000000000000825,MATMAS,SUB3,20241015,183605,USER024
100,0000000000000000000826,MATMAS,SUB1,20240318,125251,USER025
100,0000000000000000000827,MATMAS,SUB2,20230909,105000,USER026
100,0000000000000000000828,MATMAS,SUB3,20220727,022447,USER027
100,0000000000000000000829,MATMAS,SUB1,20221014,064017,USER028
100,0000000000000000000830,MATMAS,SUB2,20230831,154415,USER029
100,0000000000000000000831,MATMAS,SUB3,20220504,202736,USER030
100,0000000000000000000832,MATMAS,SUB1,20220930,165157,USER031
100,0000000000000000000833,MATMAS,SUB2,20220529,201939,USER032
100,0000000000000000000834,MATMAS,SUB3,20241105,013732,USER033
100,0000000000000000000835,MATMAS,SUB1,20220609,231726,USER034
100,0000000000000000000836,MATMAS,SUB2,20230410,140311,USER035
100,0000000000000000000837,MATMAS,SUB3,20241127,042145,USER036
100,0000000000000000000838,MATMAS,SUB1,20220220,161137,USER037
100,0000000000000000000839,MATMAS,SUB2,20231023,035159,USER038
100,0000000000000000000840,MATMAS,SUB3,20230424,173345,USER039
100,0000000000000000000841,MATMAS,SUB1,20230928,072911,USER040
100,0000000000000000000842,MATMAS,SUB2,20220522,013025,USER041
100,0000000000000000000843,MATMAS,SUB3,20220425,215250,USER042
