MANDT,PERNR,ENDDA,BEGDA,SUBTY,ABESSION
100,00000585,20231026,20221106,0005,0.99
100,00000724,20231113,20241205,0001,3.15
100,00000629,20230820,20230927,0003,6.09
100,00001107,20221127,20231015,0003,1.83
100,00001028,20240104,20230720,0002,0.96
100,00000172,20240126,20230830,0005,3.71
100,00000207,20231214,20231003,0003,1.11
100,00000492,20220913,20230213,0003,2.8
100,00000850,20241230,20220418,0004,2.92
100,00000561,20240425,20221013,0002,1.35
100,00001292,20220809,20230905,0005,4.9
100,00000714,20220501,20220709,0004,5.22
100,00001196,20241201,20230711,0002,1.66
100,00001150,20220623,20220104,0001,4.62
100,00001437,20240619,20231231,0004,5.65
100,00000200,20230609,20230322,0002,3.83
100,00000471,20241008,20230625,0003,4.93
100,00000925,20240109,20231203,0004,7.67
100,00000869,20240403,20230613,0001,2.65
100,00000964,20230515,20221126,0004,2.79
100,00001169,20241114,20230917,0001,1.42
100,00000110,20240417,20220125,0002,5.32
100,00001054,20241018,20241031,0001,5.79
100,00001099,20240424,20230802,0004,5.93
100,00000663,20220401,20240215,0001,4.02
100,00001825,20240413,20231031,0001,2.9
100,00000722,20230601,20230713,0005,3.97
100,00000627,20220213,20240128,0001,4.49
100,00001172,20220723,20220313,0002,4.15
100,00000064,20221127,20220205,0002,6.78
100,00001056,20230727,20221118,0001,1.01
100,00001349,20230219,20240621,0004,4.68
100,00001597,20231210,20240505,0003,1.11
100,00001386,20240522,20230514,0004,4.91
100,00000659,20220507,20230524,0002,6.88
100,00001128,20220306,20241212,0003,4.31
100,00001480,20240811,20240711,0004,3.45
100,00001066,20230606,20220418,0004,1.38
100,00000904,20220324,20230622,0003,2.65
100,00000791,20240618,20241019,0001,2.85
100,00001018,20231026,20230905,0005,3.01
100,00000350,20240513,20220722,0005,7.62
100,00001526,20220820,20230214,0002,3.2
100,00000971,20241013,20220527,0003,2.45
100,00000318,20220327,20221013,0001,5.07
100,00001742,20240720,20220125,0004,7.05
100,00001241,20241114,20230513,0002,1.06
100,00000812,20220703,20231020,0003,1.42
100,00001108,20240429,20231005,0004,3.62
100,00000282,20231228,20230512,0002,2.03
100,00000153,20221226,20220807,0004,3.48
100,00000856,20220801,20230322,0003,5.01
100,00001695,20231111,20241208,0004,3.45
100,00000721,20240906,20221121,0004,6.21
100,00000947,20230708,20240129,0003,4.7
100,00000863,20230623,20230707,0005,3.0
100,00000198,20240308,20240115,0002,3.91
100,00000389,20240919,20221014,0001,4.36
100,00000161,20240917,20220122,0005,5.87
100,00001632,20221021,20240927,0003,2.91
100,00000552,20240116,20220615,0005,7.4
100,00001205,20240516,20220705,0005,6.78
100,00001319,20241009,20220921,0001,0.57
100,00000934,20240112,20230905,0005,5.14
100,00000970,20220731,20231226,0001,5.96
100,00001932,20230903,20240716,0002,1.52
100,00000676,20240212,20241101,0005,7.58
100,00000403,20240429,20220927,0001,2.13
100,00001790,20230310,20241216,0004,1.25
100,00000170,20230209,20220408,0003,3.16
100,00001821,20220718,20220603,0004,6.9
100,00001334,20220328,20220820,0002,3.3
100,00001550,20240526,20230530,0002,2.65
100,00000301,20240528,20240101,0004,5.53
100,00000550,20220403,20230222,0001,5.31
100,00000445,20240806,20240319,0004,0.51
100,00000645,20231007,20220208,0003,1.99
100,00000133,20241202,20220130,0004,2.09
100,00000756,20240806,20231028,0002,7.83
100,00001621,20230715,20220201,0003,6.83
100,00001104,20240221,20230729,0004,4.18
100,00000467,20241101,20230208,0001,5.27
100,00001246,20220503,20240502,0001,7.04
100,00001298,20220710,20240912,0002,2.44
100,00000872,20240809,20230824,0001,7.33
100,00001206,20240505,20220911,0002,2.44
100,00001267,20240425,20220114,0001,7.55
100,00000886,20231224,20240518,0003,7.01
100,00001701,20220115,20240628,0003,4.87
100,00000310,20241023,20230724,0003,4.58
100,00000581,20220520,20240626,0005,7.07
100,00000632,20220222,20220322,0001,4.91
100,00001256,20230623,20240929,0001,4.29
100,00001762,20230125,20220430,0003,5.28
100,00000851,20220926,20240212,0001,6.36
100,00001452,20240505,20241122,0001,2.95
100,00000909,20230812,20230904,0002,6.14
100,00001582,20240716,20240520,0002,1.94
100,00001052,20220720,20231102,0001,2.13
100,00000389,20230723,20231017,0002,6.71
100,00000721,20230516,20230927,0005,2.69
100,00000417,20230223,20240817,0001,4.61
100,00000057,20240219,20221104,0001,4.49
100,00001206,20231008,20220617,0003,4.74
100,00001948,20230818,20230909,0001,1.34
100,00000837,20221207,20241206,0001,6.51
100,00000753,20220823,20240921,0004,6.75
100,00001537,20221020,20240601,0003,1.97
100,00001863,20240114,20240121,0003,5.51
100,00000214,20231005,20240813,0003,5.79
100,00001489,20241022,20240706,0004,5.9
100,00000185,20231019,20220126,0005,6.04
100,00000444,20231119,20240622,0004,3.38
100,00001130,20240531,20220624,0004,1.13
100,00000138,20230430,20240821,0004,7.9
100,00000645,20240318,20231020,0002,7.85
100,00001544,20240630,20240628,0003,1.67
100,00000989,20240410,20220611,0005,5.26
100,00000686,20230318,20240619,0004,3.95
100,00001286,20231227,20220204,0002,4.28
100,00001957,20220523,20231130,0002,7.83
100,00001064,20220205,20220731,0005,6.73
100,00000595,20240826,20230718,0005,1.27
100,00000987,20230921,20240515,0002,0.74
100,00001504,20220511,20221207,0003,7.55
100,00000028,20221112,20240402,0003,2.56
100,00000507,20220810,20230914,0003,3.7
100,00001605,20220812,20231025,0004,4.93
100,00001367,20230725,20240413,0003,1.92
100,00001829,20240831,20220803,0003,4.0
100,00001034,20230630,20221114,0004,4.38
100,00001516,20220825,20240331,0002,2.44
100,00001383,20240801,20230929,0001,4.76
100,00001882,20230407,20220521,0003,6.0
100,00001264,20240713,20221126,0005,1.41
100,00000919,20240127,20221106,0001,6.1
100,00001082,20240306,20220209,0003,6.5
100,00001371,20220520,20220211,0004,6.49
100,00000107,20231218,20231203,0005,2.99
100,00000766,20241130,20241110,0002,6.23
100,00001730,20240619,20220424,0004,2.99
100,00001135,20221209,20220223,0002,3.19
100,00000384,20220629,20231014,0002,6.6
100,00000641,20231202,20240324,0002,6.18
100,00001877,20240208,20240416,0004,3.2
100,00000733,20241205,20221101,0003,7.65
100,00001822,20241127,20241127,0001,2.58
100,00000667,20220901,20220816,0004,5.41
100,00000471,20231203,20240623,0005,5.88
100,00001610,20241014,20230314,0004,7.84
100,00001064,20231121,20230201,0002,7.91
100,00000840,20220531,20240209,0003,7.76
100,00001879,20230301,20221221,0001,2.85
100,00000438,20221122,20240618,0001,7.38
100,00000406,20220505,20220608,0005,1.2
100,00001555,20240905,20230507,0004,4.82
100,00001142,20230812,20230926,0004,5.33
100,00000425,20240415,20220721,0002,5.74
100,00001286,20220331,20241006,0003,3.68
100,00000690,20230711,20231008,0004,6.67
100,00001157,20230918,20241003,0004,3.07
100,00001495,20231001,20230224,0004,2.59
100,00001816,20220514,20231213,0003,2.86
100,00001981,20221010,20240317,0005,4.62
100,00001926,20240426,20240619,0004,6.76
100,00000863,20240417,20240427,0004,4.93
100,00001431,20230921,20230202,0001,6.77
100,00000449,20241118,20240608,0004,7.64
100,00000005,20220102,20221029,0004,1.98
100,00001584,20221109,20220518,0005,3.05
100,00001881,20220104,20220228,0003,4.64
100,00001285,20231118,20220329,0001,4.42
100,00000233,20230826,20240613,0002,5.78
100,00001729,20221128,20230222,0003,2.46
100,00001338,20231104,20241203,0004,7.59
100,00000802,20220608,20220311,0003,3.02
100,00000569,20220107,20220930,0005,2.18
100,00001567,20230523,20230427,0001,2.57
100,00000043,20240422,20220622,0003,7.77
100,00001871,20241127,20220731,0001,3.49
100,00001314,20240810,20230108,0004,5.0
100,00001175,20240412,20240306,0004,0.93
100,00000359,20240828,20220419,0001,4.14
100,00000163,20230219,20231203,0003,4.32
100,00000782,20220621,20231018,0001,4.72
100,00000240,20230301,20231230,0001,4.37
100,00000423,20221004,20240914,0005,5.46
100,00001009,20221029,20231018,0005,6.34
100,00001775,20230328,20230716,0005,4.51
100,00000039,20230404,20220116,0001,3.13
100,00001009,20240108,20240424,0003,7.76
100,00001681,20241112,20240607,0002,2.86
100,00000677,20221206,20240102,0001,3.17
100,00000133,20220114,20231220,0002,0.77
100,00000930,20220925,20231002,0004,1.85
100,00000906,20220815,20220722,0004,5.27
100,00001698,20220601,20231129,0001,4.62
100,00000937,20221024,20220927,0004,1.39
100,00001641,20220814,20221011,0002,6.21
100,00000934,20230209,20240731,0004,0.59
100,00001804,20230601,20241214,0003,4.95
100,00000830,20240213,20220503,0004,4.35
100,00000192,20231205,20230426,0001,7.13
100,00000024,20231102,20230511,0002,4.41
100,00001958,20220628,20240904,0003,2.97
100,00000003,20230410,20230626,0004,0.77
100,00001865,20221009,20240514,0005,2.9
100,00000659,20230913,20240423,0005,6.03
100,00000488,20230227,20241127,0004,5.85
100,00001904,20221001,20220728,0002,2.1
100,00001835,20230727,20230327,0002,4.0
100,00000120,20230927,20240109,0003,7.08
100,00000754,20220501,20220609,0001,2.58
100,00000452,20220719,20221124,0003,0.51
100,00001497,20220223,20230928,0005,1.19
100,00000523,20230518,20240827,0004,7.58
100,00000114,20230819,20240809,0004,7.4
100,00000667,20220131,20240730,0002,1.76
100,00001878,20220727,20240215,0001,3.34
100,00000549,20220125,20240715,0001,4.54
100,00001879,20220913,20221102,0004,3.19
100,00000630,20240222,20220803,0002,3.44
100,00000883,20220422,20240720,0004,5.66
100,00001839,20220419,20220219,0003,2.72
100,00001638,20220125,20240616,0004,2.7
100,00000997,20230209,20220910,0003,2.76
100,00000188,20240430,20220223,0004,0.62
100,00001205,20220920,20231106,0004,0.96
100,00000246,20220104,20220103,0003,1.13
100,00000775,20230730,20220711,0004,3.64
100,00001469,20230407,20220402,0001,7.1
100,00001271,20230721,20220522,0002,4.58
100,00000292,20231209,20241113,0004,3.99
100,00001660,20240901,20241029,0004,1.55
100,00000820,20220303,20220321,0005,3.4
100,00001387,20220915,20220417,0002,5.22
100,00000137,20220206,20221014,0004,5.14
100,00001020,20240628,20230628,0002,4.52
100,00000775,20220825,20240508,0001,0.7
100,00000423,20220803,20240210,0002,7.7
100,00000318,20240111,20230425,0001,2.03
100,00001630,20220224,20220617,0002,7.83
100,00001053,20230812,20240306,0004,5.65
100,00000145,20220330,20241215,0003,6.94
100,00001557,20231022,20230223,0001,3.37
100,00000396,20220307,20220204,0003,5.36
100,00000822,20230518,20240119,0001,0.9
100,00001505,20230816,20241215,0001,1.59
100,00001768,20221024,20220505,0004,3.72
100,00001020,20241122,20221127,0003,0.68
100,00001571,20230207,20220313,0003,6.36
100,00000001,20241103,20220529,0002,2.96
100,00001373,20231207,20221009,0002,5.79
100,00000120,20230501,20240229,0004,6.55
100,00000626,20240428,20240607,0003,1.8
100,00000615,20220929,20230302,0001,5.46
100,00001038,20221103,20221007,0005,1.14
100,00001096,20241004,20230312,0003,6.25
100,00000074,20230503,20240720,0003,7.97
100,00001388,20240104,20240216,0003,6.35
100,00000120,20220805,20220227,0004,4.74
100,00001337,20230711,20230314,0005,3.94
100,00001694,20231008,20240529,0001,2.55
100,00001838,20240730,20231107,0002,2.75
100,00001261,20240816,20220526,0003,4.79
100,00000850,20220407,20220827,0004,3.5
100,00000289,20220219,20221013,0003,1.79
100,00000250,20230215,20220823,0005,2.91
100,00001777,20241109,20230616,0004,2.09
100,00001650,20220502,20230306,0005,6.52
100,00001037,20220131,20230413,0001,4.86
100,00000007,20231201,20240101,0002,5.3
100,00001127,20221113,20230205,0001,7.28
100,00000870,20240719,20220318,0003,2.79
100,00001764,20220313,20240112,0002,0.51
100,00001746,20240108,20240411,0004,6.31
100,00000838,20221124,20220221,0005,2.5
100,00000826,20240501,20220122,0003,7.74
100,00000137,20240522,20240828,0005,4.1
100,00000156,20221204,20220904,0004,1.2
100,00001740,20220118,20220125,0001,7.8
100,00000607,20220626,20220923,0003,1.08
100,00001663,20220320,20230426,0004,3.96
100,00001574,20240101,20231015,0002,4.28
100,00000445,20220916,20230223,0005,6.88
100,00001346,20241225,20230413,0003,4.38
100,00001409,20240225,20241223,0001,6.22
100,00000381,20230712,20231202,0001,5.52
100,00000190,20220119,20230908,0002,6.87
100,00000238,20240413,20231210,0005,1.08
100,00001051,20221030,20240106,0002,5.82
100,00000242,20241212,20230118,0005,6.53
100,00001035,20241121,20221030,0004,3.25
100,00001973,20230408,20230305,0002,2.64
100,00001796,20221205,20240825,0003,5.5
100,00000899,20230123,20230422,0003,7.74
100,00000872,20220628,20230131,0001,1.65
100,00000583,20240921,20240527,0002,4.47
100,00001468,20240809,20220606,0004,2.74
100,00000046,20240310,20240820,0002,0.72
100,00001057,20230707,20240918,0003,6.24
100,00001952,20220903,20231203,0002,6.62
100,00000706,20230209,20240226,0003,4.88
100,00000689,20220826,20220713,0004,2.16
100,00001854,20231118,20220220,0001,4.77
100,00000131,20230114,20240119,0002,6.3
100,00000848,20220712,20230207,0001,2.15
100,00001764,20220104,20230414,0001,7.58
100,00001430,20230204,20220507,0002,7.78
100,00000586,20230128,20240521,0005,4.26
100,00001257,20240423,20221213,0003,4.24
100,00000521,20240920,20220426,0005,3.31
100,00001821,20220805,20240901,0004,3.72
100,00000585,20221219,20230211,0002,3.95
100,00000701,20221205,20220910,0004,4.88
100,00000840,20241218,20230803,0005,4.82
100,00000027,20230922,20230719,0004,7.86
100,00001994,20230509,20220302,0001,6.14
100,00000687,20220704,20231127,0003,4.74
100,00001577,20220318,20241217,0001,7.49
100,00001088,20220312,20220610,0004,3.31
100,00000070,20220708,20220201,0002,3.96
100,00000530,20230127,20221020,0001,2.67
100,00001357,20220409,20220819,0001,7.06
100,00000448,20230721,20230404,0003,4.63
100,00000171,20230707,20220201,0003,6.08
100,00001043,20220415,20230602,0003,5.3
100,00000643,20240926,20221017,0001,2.85
100,00000405,20230713,20230803,0003,5.74
100,00001381,20220714,20230303,0004,6.99
100,00000654,20230306,20230920,0003,3.48
100,00001346,20221208,20230819,0002,7.29
100,00001984,20221103,20220923,0002,5.5
100,00000923,20240504,20230531,0001,0.61
100,00001442,20230411,20240320,0004,6.88
100,00000470,20240105,20230531,0002,7.46
100,00000890,20240328,20241111,0003,0.58
100,00000140,20230319,20231228,0001,1.25
100,00001869,20241106,20231001,0003,4.73
100,00001340,20220605,20220205,0004,3.24
100,00001768,20221008,20230916,0005,2.42
100,00000771,20230501,20220613,0002,7.46
100,00000478,20241207,20230804,0001,2.77
100,00001820,20241009,20230426,0002,6.38
100,00000964,20240708,20221005,0001,7.0
100,00001215,20230517,20240531,0003,5.21
100,00000825,20230307,20230830,0004,1.94
100,00000880,20220414,20220304,0003,5.66
100,00000048,20240824,20230512,0001,7.3
100,00000442,20240709,20221129,0005,2.03
100,00001870,20221214,20230119,0002,7.92
100,00001251,20240801,20220825,0004,3.54
100,00001162,20220726,20220515,0005,3.92
100,00001004,20220612,20220315,0002,6.48
100,00000558,20220520,20231028,0001,7.84
100,00000689,20241024,20230206,0003,5.18
100,00001384,20231008,20230221,0002,4.02
100,00001164,20221110,20240209,0004,7.29
100,00000459,20240511,20231119,0005,1.38
100,00001461,20240106,20220106,0003,6.47
100,00001356,20230724,20240423,0005,7.71
100,00001983,20240820,20240611,0001,2.63
100,00000218,20230616,20240812,0005,3.63
100,00001317,20220108,20230403,0003,6.46
100,00000574,20231009,20231006,0005,7.18
100,00001471,20240501,20240725,0004,6.65
100,00001247,20241028,20231220,0003,5.84
100,00001698,20231228,20230628,0002,2.44
100,00001462,20230117,20241104,0004,2.94
100,00001948,20240405,20230122,0001,2.34
100,00000764,20231008,20220326,0004,5.39
100,00001350,20240901,20230304,0002,6.88
100,00000360,20240928,20230911,0004,5.08
100,00001906,20230206,20240331,0003,6.38
100,00000908,20221221,20240914,0001,2.15
100,00001661,20231224,20240303,0005,2.16
100,00000727,20240113,20230520,0001,6.74
100,00001304,20230713,20240805,0002,1.55
100,00001083,20230430,20230618,0001,1.46
100,00000223,20221018,20240502,0003,2.73
100,00001806,20240728,20231121,0003,5.04
100,00000115,20220318,20220218,0003,5.47
100,00001407,20231105,20231123,0005,4.03
100,00000673,20230605,20220708,0001,6.22
100,00000513,20241225,20220310,0005,1.89
100,00000026,20230321,20240507,0001,7.42
100,00000138,20221216,20230910,0004,4.79
100,00001983,20230827,20220609,0001,6.42
100,00000607,20221102,20220602,0003,5.47
100,00000624,20240120,20221115,0001,2.14
100,00001788,20240402,20230519,0001,0.68
100,00000773,20231021,20240517,0005,7.8
100,00000688,20221219,20220601,0005,6.86
100,00001110,20240812,20220306,0005,0.56
100,00001057,20240831,20220423,0002,7.48
100,00001104,20230523,20221025,0001,6.62
100,00000892,20240624,20240809,0002,2.96
100,00000774,20230204,20230508,0002,0.75
100,00000548,20220611,20240807,0003,4.87
100,00001261,20231018,20230703,0004,1.02
100,00001615,20230128,20221018,0002,6.91
100,00000145,20240306,20220414,0002,3.55
100,00001408,20220106,20240328,0002,3.53
100,00001854,20231125,20220108,0004,4.38
100,00001205,20230505,20220422,0001,2.3
100,00001904,20221114,20220124,0005,4.64
100,00000210,20230326,20231005,0002,6.22
100,00000799,20230608,20220530,0005,5.96
100,00000654,20241208,20231226,0005,4.34
100,00000149,20230628,20231129,0005,4.86
100,00000301,20230227,20240826,0005,4.93
100,00000787,20220117,20220320,0005,2.37
100,00000897,20220519,20231124,0002,7.36
100,00001164,20240119,20240810,0005,2.4
100,00001513,20230721,20240209,0005,6.95
100,00001103,20230107,20230605,0001,1.51
100,00001021,20241016,20231026,0005,1.69
100,00001244,20220826,20220501,0001,3.85
100,00001009,20230402,20221229,0003,0.9
100,00000902,20240524,20220413,0003,0.81
100,00000514,20230208,20230613,0002,7.45
100,00000695,20240404,20220926,0002,5.56
100,00001974,20241021,20241209,0004,3.2
100,00000794,20230720,20231220,0002,1.55
100,00000642,20231005,20240726,0005,1.72
100,00000071,20230603,20230702,0002,7.56
100,00001365,20241215,20230809,0004,5.69
100,00000577,20230506,20230628,0005,3.24
100,00000081,20240117,20240909,0001,2.1
100,00000247,20220730,20230707,0003,1.86
100,00001868,20231217,20220214,0004,7.14
100,00000827,20240109,20230821,0002,3.41
100,00001971,20231001,20220724,0004,3.95
100,00001774,20230319,20230406,0002,1.71
100,00001700,20230313,20220210,0005,3.02
100,00000209,20240826,20230206,0003,1.66
100,00001425,20230312,20231227,0004,5.18
100,00001230,20231106,20241227,0004,2.97
100,00000144,20220227,20221123,0001,0.85
100,00000075,20220909,20240203,0005,2.15
100,00000699,20230904,20241130,0002,7.12
100,00001296,20230606,20230615,0001,7.4
100,00000415,20240712,20230704,0002,4.93
100,00000383,20231121,20221008,0004,5.75
100,00001452,20240925,20220118,0004,4.69
100,00000984,20240429,20240621,0005,2.14
100,00000746,20241014,20231023,0004,5.8
100,00000781,20220610,20220826,0001,0.73
100,00001919,20241014,20220326,0001,4.41
100,00000698,20230108,20230605,0005,1.73
100,00001471,20231210,20220305,0004,1.51
100,00000274,20231209,20220124,0005,4.71
100,00001699,20230804,20220421,0005,6.53
100,00001169,20221021,20231218,0005,2.6
100,00001612,20221129,20241028,0004,7.81
100,00000706,20220317,20241117,0004,5.53
100,00000475,20220503,20221214,0001,7.87
100,00001154,20231223,20220202,0003,3.14
100,00001851,20241120,20240713,0002,3.18
100,00000477,20221021,20230524,0003,6.81
100,00001793,20231222,20241109,0001,3.33
100,00000488,20240212,20240313,0003,4.4
100,00001492,20240915,20241013,0004,7.95
100,00001608,20220511,20230401,0003,7.87
100,00000604,20220815,20230107,0001,2.59
100,00001800,20240214,20240119,0005,6.82
100,00001806,20220415,20221123,0005,1.36
100,00000791,20230302,20240820,0002,6.94
100,00000553,20220327,20230324,0003,7.36
100,00000350,20241115,20220421,0005,3.02
100,00000206,20220725,20220303,0002,6.15
100,00001689,20240903,20240215,0002,2.41
100,00000260,20220317,20220822,0003,4.34
100,00001181,20221209,20230126,0003,3.29
100,00000873,20220419,20231129,0003,3.48
100,00001785,20240114,20241020,0002,3.11
100,00001365,20220902,20220411,0002,2.62
100,00001594,20230108,20240502,0005,5.26
100,00000433,20231123,20230305,0004,7.67
100,00000086,20240917,20231027,0004,4.29
100,00000447,20221105,20220523,0001,6.85
100,00000251,20220213,20240104,0002,1.95
100,00000831,20241216,20231031,0001,1.37
100,00001374,20220607,20220312,0003,7.44
100,00000653,20240216,20221107,0005,4.11
100,00000729,20220630,20231117,0001,6.99
100,00001510,20240911,20220126,0003,5.29
100,00000524,20230214,20221107,0001,1.15
100,00001960,20220102,20230312,0004,2.99
100,00000141,20240111,20240502,0004,3.69
100,00001240,20240929,20240228,0005,4.95
100,00001726,20241223,20240411,0001,2.26
100,00000287,20230203,20230518,0003,5.45
100,00000042,20230413,20230808,0005,5.38
100,00000427,20221202,20220213,0002,0.91
100,00000082,20230827,20220113,0003,6.31
100,00000900,20231229,20221105,0004,7.2
100,00001892,20231031,20220816,0004,5.3
100,00001006,20220210,20231127,0001,6.85
100,00000543,20241223,20220614,0003,5.87
100,00000957,20230619,20220925,0001,2.59
100,00001528,20240428,20241027,0001,4.27
100,00000545,20241030,20241127,0001,5.13
100,00001723,20230507,20221220,0004,2.03
100,00000121,20220923,20220401,0001,3.9
100,00000043,20220310,20220117,0005,0.99
100,00001417,20240626,20221114,0002,4.27
100,00001699,20230408,20230911,0005,1.01
100,00001163,20220617,20220311,0004,4.48
100,00000771,20231012,20231012,0001,7.62
100,00001581,20240926,20240311,0002,6.95
100,00000610,20240419,20241210,0005,1.79
100,00000447,20230329,20220829,0001,1.96
100,00000665,20220406,20220203,0004,1.94
100,00001192,20240525,20230101,0002,5.98
100,00001680,20220907,20220627,0002,7.32
100,00000591,20240807,20220413,0001,7.88
100,00001315,20220420,20230325,0002,4.79
100,00000387,20230529,20240627,0001,6.9
100,00000381,20240609,20220411,0002,6.91
100,00001956,20220929,20221202,0005,3.22
100,00001664,20221127,20240218,0001,2.82
100,00001996,20241115,20221022,0004,4.99
100,00000479,20240413,20220330,0005,3.39
100,00000614,20241229,20231224,0003,5.22
100,00001038,20240424,20240624,0002,4.75
100,00001273,20220403,20231113,0005,6.34
100,00000940,20231001,20240328,0004,2.38
100,00001708,20230423,20240206,0003,4.69
100,00000131,20231103,20230305,0003,7.05
100,00001099,20221002,20240624,0005,4.48
100,00000415,20240417,20240815,0001,7.91
100,00000184,20241206,20241018,0005,0.93
100,00000613,20231012,20220727,0003,1.5
100,00001381,20220216,20240731,0003,2.25
100,00001738,20230630,20240605,0004,7.54
100,00000939,20241208,20240831,0005,7.08
100,00001488,20230706,20240505,0001,3.54
100,00000426,20230822,20240924,0004,2.04
100,00000307,20230716,20221220,0002,1.26
100,00001124,20240808,20231205,0005,1.18
100,00000557,20230111,20230916,0003,2.79
100,00001639,20240117,20230402,0005,7.56
100,00000091,20231102,20241224,0001,3.84
100,00001318,20240519,20220113,0002,3.15
100,00000032,20231226,20231119,0004,6.15
100,00001978,20240515,20240114,0003,1.94
100,00000792,20220918,20220327,0002,5.63
100,00001568,20220326,20230103,0002,1.51
100,00000698,20240107,20231030,0003,2.98
100,00001455,20231214,20230327,0002,6.99
100,00000883,20230321,20240202,0001,6.26
100,00000684,20221128,20221213,0004,5.78
100,00000907,20221230,20220403,0005,7.52
100,00001440,20230420,20231123,0004,7.4
100,00000066,20240217,20220724,0002,4.35
100,00001603,20230214,20221209,0001,5.98
100,00000619,20230319,20240519,0002,2.64
100,00000732,20230406,20230610,0003,7.22
100,00000050,20220408,20240501,0004,6.22
100,00000157,20240811,20220604,0002,3.68
100,00001412,20230710,20221013,0001,2.98
100,00000217,20240819,20220714,0003,4.82
100,00001816,20231116,20221130,0003,5.99
100,00001143,20220728,20240520,0005,5.21
100,00001652,20220818,20220819,0003,3.3
100,00000894,20220407,20240303,0002,7.23
100,00001941,20230808,20220524,0002,7.31
100,00000211,20231003,20231022,0003,0.98
100,00001399,20240514,20221114,0001,6.11
100,00001983,20230106,20240129,0004,3.73
100,00001884,20230518,20230914,0001,1.61
100,00000483,20231226,20220106,0003,0.7
100,00001767,20220308,20220909,0005,1.85
100,00000161,20230131,20240624,0005,5.81
100,00000006,20240512,20230427,0004,6.01
100,00001845,20230515,20220802,0005,7.29
100,00001196,20240504,20231004,0002,3.2
100,00000657,20240603,20230628,0002,4.79
100,00001076,20220312,20240723,0004,5.37
100,00001847,20231018,20220219,0002,1.98
100,00001430,20230721,20220130,0003,4.69
100,00001089,20230722,20230401,0001,2.16
100,00001181,20230528,20240213,0001,3.72
100,00000344,20230919,20240131,0003,2.78
100,00001869,20230122,20230908,0005,3.86
100,00000681,20220414,20230709,0004,5.66
100,00001615,20241017,20230506,0003,7.73
100,00000044,20220211,20231231,0003,4.7
100,00001345,20240612,20240703,0001,5.09
100,00000306,20231028,20240213,0004,1.12
100,00000826,20230207,20230918,0002,6.98
100,00000073,20220122,20230403,0005,7.53
100,00000283,20231101,20240807,0005,1.74
100,00000598,20241018,20220706,0002,7.77
100,00000466,20240301,20230409,0002,7.45
100,00001199,20230814,20241107,0004,6.88
100,00000993,20230525,20220723,0005,5.19
100,00001807,20230430,20220922,0002,7.5
100,00001776,20240828,20220313,0001,3.72
100,00001499,20230730,20220501,0002,4.84
100,00000197,20230620,20240827,0002,5.57
100,00001351,20240202,20230406,0005,5.51
100,00000377,20231002,20240821,0002,4.64
100,00000382,20230809,20240327,0005,5.75
100,00001268,20241120,20240806,0003,1.17
100,00001926,20240606,20220921,0001,1.85
100,00001545,20230906,20230920,0004,5.33
100,00000814,20221016,20220802,0004,4.51
100,00001007,20240115,20230815,0003,4.1
100,00000106,20241221,20220705,0003,2.17
100,00000347,20221217,20241201,0005,6.46
100,00001631,20230613,20241025,0003,1.02
100,00000099,20231123,20220620,0004,2.73
100,00001189,20220513,20220518,0004,2.24
100,00000378,20221217,20221220,0003,1.2
100,00000179,20240312,20240614,0002,6.23
100,00001681,20241023,20230921,0005,2.49
100,00001695,20220501,20230714,0003,7.97
100,00000126,20231021,20240822,0003,7.11
100,00001396,20240707,20220222,0002,0.84
100,00001888,20241219,20220809,0003,5.23
100,00001556,20230127,20230903,0003,7.38
100,00001105,20220216,20240507,0003,4.22
100,00000797,20230123,20240123,0004,2.69
100,00000130,20220816,20230918,0003,1.61
100,00001514,20220406,20240528,0004,6.44
100,00000802,20240728,20230519,0001,1.21
100,00001629,20220109,20231208,0004,3.46
100,00000089,20231222,20240618,0003,2.69
100,00001513,20230331,20230809,0005,6.03
100,00000038,20240727,20241219,0005,6.93
100,00001527,20230731,20240118,0002,4.91
100,00000369,20241118,20240522,0002,4.68
100,00000061,20220830,20230603,0005,2.78
100,00000552,20240607,20220913,0001,3.16
100,00000792,20220929,20221223,0001,6.72
100,00001012,20221117,20240617,0002,3.48
100,00000940,20241212,20230725,0001,3.1
100,00001807,20241217,20240115,0003,7.88
100,00001368,20241224,20231226,0003,5.26
100,00001881,20230618,20240921,0002,6.42
100,00000240,20230407,20240613,0002,2.98
100,00000185,20220708,20230915,0004,7.51
100,00000773,20231113,20220223,0001,7.66
100,00002000,20230825,20220904,0001,0.78
100,00000406,20240609,20221230,0004,7.95
100,00000584,20230515,20221015,0004,3.33
100,00001784,20220910,20240812,0001,3.08
100,00000619,20230111,20221213,0002,4.22
100,00001606,20240118,20220228,0002,4.15
100,00000271,20230904,20230711,0005,2.38
100,00000011,20241217,20230213,0004,2.94
100,00001073,20240807,20230421,0004,1.68
100,00001713,20241007,20220807,0003,6.81
100,00001460,20221003,20220725,0005,5.42
100,00001030,20240105,20221204,0001,1.08
100,00001733,20220709,20220124,0004,7.39
100,00001148,20240318,20230928,0003,1.14
100,00001633,20231208,20241004,0004,1.52
100,00000433,20240410,20230101,0003,4.02
100,00001399,20240530,20241126,0005,5.11
100,00001213,20230107,20240907,0002,0.52
100,00000009,20240322,20241126,0003,1.29
100,00000844,20240113,20220513,0004,2.1
