MANDT,EBELN,EBELP,ZEKKN,VGABE,GJAHR,BELNR,BUZEI,MENGE,MEINS,DMBTR,WAERS
100,0045001724,00010,00001,1,2023,0050001724,001,828.691,KG,82081.84,EUR
100,0045001725,00010,00001,1,2024,0050001725,001,261.771,KG,25362.99,EUR
100,0045001726,00010,00001,1,2023,0050001726,001,21.421,KG,851.48,EUR
100,0045001727,00010,00001,1,2024,0050001727,001,90.944,KG,7497.42,EUR
100,0045001728,00010,00001,1,2023,0050001728,001,46.943,KG,1460.4,EUR
100,0045001729,00010,00001,1,2024,0050001729,001,33.291,KG,2702.23,EUR
100,0045001730,00010,00001,1,2023,0050001730,001,557.436,KG,15374.08,EUR
100,0045001731,00010,00001,1,2024,0050001731,001,827.462,KG,7546.45,EUR
100,0045001732,00010,00001,1,2023,0050001732,001,566.087,KG,15561.73,EUR
100,0045001733,00010,00001,1,2024,0050001733,001,327.549,KG,21231.73,EUR
100,0045001734,00010,00001,1,2023,0050001734,001,344.429,KG,4295.03,EUR
100,0045001735,00010,00001,1,2024,0050001735,001,171.694,KG,5734.58,EUR
100,0045001736,00010,00001,1,2023,0050001736,001,835.346,KG,21134.25,EUR
100,0045001737,00010,00001,1,2024,0050001737,001,485.044,KG,17975.73,EUR
100,0045001738,00010,00001,1,2023,0050001738,001,688.757,KG,38797.68,EUR
100,0045001739,00010,00001,1,2024,0050001739,001,848.607,KG,71444.22,EUR
100,0045001740,00010,00001,1,2023,0050001740,001,218.711,KG,6913.45,EUR
100,0045001741,00010,00001,1,2024,0050001741,001,308.177,KG,4970.9,EUR
100,0045001742,00010,00001,1,2023,0050001742,001,832.571,KG,58696.26,EUR
100,0045001743,00010,00001,1,2024,0050001743,001,278.327,KG,5441.29,EUR
100,0045001744,00010,00001,1,2023,0050001744,001,235.455,KG,19632.24,EUR
100,0045001745,00010,00001,1,2024,0050001745,001,624.025,KG,39419.66,EUR
100,0045001746,00010,00001,1,2023,0050001746,001,756.003,KG,11770.97,EUR
100,0045001747,00010,00001,1,2024,0050001747,001,87.078,KG,7499.16,EUR
100,0045001748,00010,00001,1,2023,0050001748,001,496.449,KG,4691.44,EUR
100,0045001749,00010,00001,1,2024,0050001749,001,591.621,KG,33367.42,EUR
100,0045001750,00010,00001,1,2023,0050001750,001,147.313,KG,4784.73,EUR
100,0045001751,00010,00001,1,2024,0050001751,001,119.657,KG,11131.69,EUR
100,0045001752,00010,00001,1,2023,0050001752,001,909.999,KG,61788.93,EUR
100,0045001753,00010,00001,1,2024,0050001753,001,572.624,KG,20906.5,EUR
100,0045001754,00010,00001,1,2023,0050001754,001,318.025,KG,4344.22,EUR
100,0045001755,00010,00001,1,2024,0050001755,001,143.218,KG,1164.36,EUR
100,0045001756,00010,00001,1,2023,0050001756,001,709.78,KG,40691.69,EUR
100,0045001757,00010,00001,1,2024,0050001757,001,922.848,KG,18456.96,EUR
100,0045001758,00010,00001,1,2023,0050001758,001,862.226,KG,58726.21,EUR
100,0045001759,00010,00001,1,2024,0050001759,001,247.553,KG,604.03,EUR
100,0045001760,00010,00001,1,2023,0050001760,001,203.359,KG,1870.9,EUR
100,0045001761,00010,00001,1,2024,0050001761,001,23.104,KG,372.44,EUR
100,0045001762,00010,00001,1,2023,0050001762,001,113.418,KG,3335.62,EUR
100,0045001763,00010,00001,1,2024,0050001763,001,226.34,KG,9146.4,EUR
100,0045001764,00010,00001,1,2023,0050001764,001,401.89,KG,843.97,EUR
100,0045001765,00010,00001,1,2024,0050001765,001,866.445,KG,35324.96,EUR
100,0045001766,00010,00001,1,2023,0050001766,001,853.892,KG,63478.33,EUR
100,0045001767,00010,00001,1,2024,0050001767,001,241.837,KG,2759.36,EUR
100,0045001768,00010,00001,1,2023,0050001768,001,238.716,KG,11145.65,EUR
100,0045001769,00010,00001,1,2024,0050001769,001,730.699,KG,34072.49,EUR
100,0045001770,00010,00001,1,2023,0050001770,001,962.102,KG,32057.24,EUR
100,0045001771,00010,00001,1,2024,0050001771,001,598.966,KG,39945.04,EUR
100,0045001772,00010,00001,1,2023,0050001772,001,436.274,KG,18031.2,EUR
100,0045001773,00010,00001,1,2024,0050001773,001,36.364,KG,3000.39,EUR
100,0045001774,00010,00001,1,2023,0050001774,001,692.024,KG,13612.11,EUR
100,0045001775,00010,00001,1,2024,0050001775,001,180.171,KG,15676.68,EUR
100,0045001776,00010,00001,1,2023,0050001776,001,938.149,KG,40621.85,EUR
100,0045001777,00010,00001,1,2024,0050001777,001,489.086,KG,39630.64,EUR
100,0045001778,00010,00001,1,2023,0050001778,001,69.44,KG,1034.66,EUR
100,0045001779,00010,00001,1,2024,0050001779,001,748.387,KG,22174.71,EUR
100,0045001780,00010,00001,1,2023,0050001780,001,708.313,KG,2379.93,EUR
100,0045001781,00010,00001,1,2024,0050001781,001,642.315,KG,28313.25,EUR
100,0045001782,00010,00001,1,2023,0050001782,001,389.102,KG,27030.92,EUR
100,0045001783,00010,00001,1,2024,0050001783,001,606.961,KG,59900.98,EUR
100,0045001784,00010,00001,1,2023,0050001784,001,994.241,KG,17061.18,EUR
100,0045001785,00010,00001,1,2024,0050001785,001,694.342,KG,24024.23,EUR
100,0045001786,00010,00001,1,2023,0050001786,001,717.343,KG,30458.38,EUR
100,0045001787,00010,00001,1,2024,0050001787,001,247.311,KG,20390.79,EUR
100,0045001788,00010,00001,1,2023,0050001788,001,321.588,KG,12442.24,EUR
100,0045001789,00010,00001,1,2024,0050001789,001,159.391,KG,4088.38,EUR
100,0045001790,00010,00001,1,2023,0050001790,001,469.818,KG,21724.38,EUR
100,0045001791,00010,00001,1,2024,0050001791,001,409.121,KG,12007.7,EUR
100,0045001792,00010,00001,1,2023,0050001792,001,333.928,KG,22343.12,EUR
100,0045001793,00010,00001,1,2024,0050001793,001,484.308,KG,37383.73,EUR
100,0045001794,00010,00001,1,2023,0050001794,001,698.83,KG,17862.09,EUR
100,0045001795,00010,00001,1,2024,0050001795,001,745.636,KG,19968.13,EUR
100,0045001796,00010,00001,1,2023,0050001796,001,500.388,KG,1776.38,EUR
100,0045001797,00010,00001,1,2024,0050001797,001,558.437,KG,34047.9,EUR
100,0045001798,00010,00001,1,2023,0050001798,001,909.263,KG,24359.16,EUR
100,0045001799,00010,00001,1,2024,0050001799,001,646.125,KG,34522.46,EUR
100,0045001800,00010,00001,1,2023,0050001800,001,135.546,KG,6348.97,EUR
100,0045001801,00010,00001,1,2024,0050001801,001,54.613,KG,776.6,EUR
100,0045001802,00010,00001,1,2023,0050001802,001,38.542,KG,2243.53,EUR
100,0045001803,00010,00001,1,2024,0050001803,001,238.123,KG,2078.81,EUR
100,0045001804,00010,00001,1,2023,0050001804,001,119.089,KG,2224.58,EUR
100,0045001805,00010,00001,1,2024,0050001805,001,643.052,KG,21992.38,EUR
100,0045001806,00010,00001,1,2023,0050001806,001,108.612,KG,3684.12,EUR
100,0045001807,00010,00001,1,2024,0050001807,001,855.043,KG,42546.94,EUR
100,0045001808,00010,00001,1,2023,0050001808,001,226.974,KG,11725.48,EUR
100,0045001809,00010,00001,1,2024,0050001809,001,273.178,KG,6974.23,EUR
100,0045001810,00010,00001,1,2023,0050001810,001,841.191,KG,23570.17,EUR
100,0045001811,00010,00001,1,2024,0050001811,001,53.236,KG,5166.02,EUR
100,0045001812,00010,00001,1,2023,0050001812,001,640.719,KG,12750.31,EUR
100,0045001813,00010,00001,1,2024,0050001813,001,634.98,KG,56519.57,EUR
100,0045001814,00010,00001,1,2023,0050001814,001,436.82,KG,30402.67,EUR
100,0045001815,00010,00001,1,2024,0050001815,001,949.036,KG,80990.73,EUR
100,0045001816,00010,00001,1,2023,0050001816,001,140.583,KG,1121.85,EUR
100,0045001817,00010,00001,1,2024,0050001817,001,502.738,KG,25619.53,EUR
100,0045001818,00010,00001,1,2023,0050001818,001,905.906,KG,60396.75,EUR
100,0045001819,00010,00001,1,2024,0050001819,001,976.36,KG,43477.31,EUR
100,0045001820,00010,00001,1,2023,0050001820,001,874.424,KG,34128.77,EUR
100,0045001821,00010,00001,1,2024,0050001821,001,610.607,KG,35378.57,EUR
100,0045001822,00010,00001,1,2023,0050001822,001,80.241,KG,393.18,EUR
100,0045001823,00010,00001,1,2024,0050001823,001,321.543,KG,4324.75,EUR
100,0045001824,00010,00001,1,2023,0050001824,001,138.559,KG,331.16,EUR
100,0045001825,00010,00001,1,2024,0050001825,001,552.782,KG,44769.81,EUR
100,0045001826,00010,00001,1,2023,0050001826,001,880.913,KG,54598.99,EUR
100,0045001827,00010,00001,1,2024,0050001827,001,109.039,KG,1398.97,EUR
100,0045001828,00010,00001,1,2023,0050001828,001,792.236,KG,74081.99,EUR
100,0045001829,00010,00001,1,2024,0050001829,001,199.473,KG,15050.24,EUR
100,0045001830,00010,00001,1,2023,0050001830,001,521.329,KG,29647.98,EUR
100,0045001831,00010,00001,1,2024,0050001831,001,784.78,KG,51975.98,EUR
100,0045001832,00010,00001,1,2023,0050001832,001,135.72,KG,9801.7,EUR
100,0045001833,00010,00001,1,2024,0050001833,001,147.941,KG,10758.27,EUR
100,0045001834,00010,00001,1,2023,0050001834,001,905.214,KG,9830.62,EUR
100,0045001835,00010,00001,1,2024,0050001835,001,700.508,KG,60299.73,EUR
100,0045001836,00010,00001,1,2023,0050001836,001,167.61,KG,9917.48,EUR
100,0045001837,00010,00001,1,2024,0050001837,001,354.925,KG,19694.79,EUR
100,0045001838,00010,00001,1,2023,0050001838,001,58.986,KG,2981.15,EUR
100,0045001839,00010,00001,1,2024,0050001839,001,216.72,KG,5131.93,EUR
100,0045001840,00010,00001,1,2023,0050001840,001,859.067,KG,69386.84,EUR
100,0045001841,00010,00001,1,2024,0050001841,001,520.009,KG,21840.38,EUR
100,0045001842,00010,00001,1,2023,0050001842,001,109.208,KG,6145.13,EUR
100,0045001843,00010,00001,1,2024,0050001843,001,708.846,KG,44260.34,EUR
100,0045001844,00010,00001,1,2023,0050001844,001,82.808,KG,6509.54,EUR
100,0045001845,00010,00001,1,2024,0050001845,001,636.066,KG,62404.44,EUR
100,0045001846,00010,00001,1,2023,0050001846,001,559.835,KG,47563.58,EUR
100,0045001847,00010,00001,1,2024,0050001847,001,540.771,KG,36934.66,EUR
100,0045001848,00010,00001,1,2023,0050001848,001,812.89,KG,67754.38,EUR
100,0045001849,00010,00001,1,2024,0050001849,001,260.318,KG,18170.2,EUR
100,0045001850,00010,00001,1,2023,0050001850,001,987.736,KG,4671.99,EUR
100,0045001851,00010,00001,1,2024,0050001851,001,550.132,KG,43229.37,EUR
100,0045001852,00010,00001,1,2023,0050001852,001,783.573,KG,35856.3,EUR
100,0045001853,00010,00001,1,2024,0050001853,001,455.749,KG,20239.81,EUR
100,0045001854,00010,00001,1,2023,0050001854,001,783.96,KG,44285.9,EUR
100,0045001855,00010,00001,1,2024,0050001855,001,453.854,KG,1683.8,EUR
100,0045001856,00010,00001,1,2023,0050001856,001,325.909,KG,26255.23,EUR
100,0045001857,00010,00001,1,2024,0050001857,001,491.717,KG,26970.68,EUR
100,0045001858,00010,00001,1,2023,0050001858,001,716.404,KG,70193.26,EUR
100,0045001859,00010,00001,1,2024,0050001859,001,523.339,KG,16689.28,EUR
100,0045001860,00010,00001,1,2023,0050001860,001,160.029,KG,11026.0,EUR
100,0045001861,00010,00001,1,2024,0050001861,001,876.041,KG,35803.8,EUR
100,0045001862,00010,00001,1,2023,0050001862,001,823.807,KG,39616.88,EUR
100,0045001863,00010,00001,1,2024,0050001863,001,791.267,KG,1748.7,EUR
100,0045001864,00010,00001,1,2023,0050001864,001,606.887,KG,51196.99,EUR
100,0045001865,00010,00001,1,2024,0050001865,001,937.201,KG,38397.12,EUR
100,0045001866,00010,00001,1,2023,0050001866,001,555.173,KG,40605.35,EUR
100,0045001867,00010,00001,1,2024,0050001867,001,330.088,KG,11001.83,EUR
100,0045001868,00010,00001,1,2023,0050001868,001,424.491,KG,31921.72,EUR
100,0045001869,00010,00001,1,2024,0050001869,001,77.571,KG,2970.19,EUR
100,0045001870,00010,00001,1,2023,0050001870,001,648.377,KG,28236.82,EUR
100,0045001871,00010,00001,1,2024,0050001871,001,32.042,KG,3155.5,EUR
100,0045001872,00010,00001,1,2023,0050001872,001,595.511,KG,25327.08,EUR
100,0045001873,00010,00001,1,2024,0050001873,001,309.169,KG,28162.2,EUR
100,0045001874,00010,00001,1,2023,0050001874,001,826.531,KG,53989.0,EUR
100,0045001875,00010,00001,1,2024,0050001875,001,577.746,KG,44255.34,EUR
100,0045001876,00010,00001,1,2023,0050001876,001,910.693,KG,88382.76,EUR
100,0045001877,00010,00001,1,2024,0050001877,001,49.995,KG,4103.09,EUR
100,0045001878,00010,00001,1,2023,0050001878,001,374.539,KG,7281.04,EUR
100,0045001879,00010,00001,1,2024,0050001879,001,924.063,KG,79635.75,EUR
100,0045001880,00010,00001,1,2023,0050001880,001,233.172,KG,18021.86,EUR
100,0045001881,00010,00001,1,2024,0050001881,001,982.037,KG,59678.39,EUR
100,0045001882,00010,00001,1,2023,0050001882,001,162.572,KG,4270.77,EUR
100,0045001883,00010,00001,1,2024,0050001883,001,515.418,KG,40805.64,EUR
100,0045001884,00010,00001,1,2023,0050001884,001,209.502,KG,488.14,EUR
100,0045001885,00010,00001,1,2024,0050001885,001,570.962,KG,37221.01,EUR
100,0045001886,00010,00001,1,2023,0050001886,001,355.456,KG,4190.83,EUR
100,0045001887,00010,00001,1,2024,0050001887,001,576.782,KG,21871.57,EUR
100,0045001888,00010,00001,1,2023,0050001888,001,913.912,KG,91391.2,EUR
100,0045001889,00010,00001,1,2024,0050001889,001,555.607,KG,32336.33,EUR
100,0045001890,00010,00001,1,2023,0050001890,001,923.031,KG,24608.01,EUR
100,0045001891,00010,00001,1,2024,0050001891,001,865.479,KG,72250.19,EUR
100,0045001892,00010,00001,1,2023,0050001892,001,489.397,KG,18890.72,EUR
100,0045001893,00010,00001,1,2024,0050001893,001,361.668,KG,7233.36,EUR
100,0045001894,00010,00001,1,2023,0050001894,001,523.164,KG,6523.86,EUR
100,0045001895,00010,00001,1,2024,0050001895,001,555.501,KG,8554.72,EUR
100,0045001896,00010,00001,1,2023,0050001896,001,540.571,KG,18201.03,EUR
100,0045001897,00010,00001,1,2024,0050001897,001,365.749,KG,30488.84,EUR
100,0045001898,00010,00001,1,2023,0050001898,001,891.367,KG,75525.53,EUR
100,0045001899,00010,00001,1,2024,0050001899,001,989.211,KG,89345.54,EUR
100,0045001900,00010,00001,1,2023,0050001900,001,988.059,KG,41083.49,EUR
100,0045001901,00010,00001,1,2024,0050001901,001,136.096,KG,13469.42,EUR
100,0045001902,00010,00001,1,2023,0050001902,001,863.519,KG,36155.54,EUR
100,0045001903,00010,00001,1,2024,0050001903,001,643.204,KG,48639.09,EUR
100,0045001904,00010,00001,1,2023,0050001904,001,119.767,KG,8447.17,EUR
100,0045001905,00010,00001,1,2024,0050001905,001,863.067,KG,6740.55,EUR
100,0045001906,00010,00001,1,2023,0050001906,001,416.073,KG,28230.55,EUR
100,0045001907,00010,00001,1,2024,0050001907,001,967.494,KG,18837.11,EUR
100,0045001908,00010,00001,1,2023,0050001908,001,262.011,KG,19763.49,EUR
100,0045001909,00010,00001,1,2024,0050001909,001,184.47,KG,6277.51,EUR
100,0045001910,00010,00001,1,2023,0050001910,001,926.659,KG,86346.09,EUR
100,0045001911,00010,00001,1,2024,0050001911,001,32.845,KG,555.08,EUR
100,0045001912,00010,00001,1,2023,0050001912,001,73.808,KG,7235.4,EUR
100,0045001913,00010,00001,1,2024,0050001913,001,496.627,KG,5001.03,EUR
100,0045001914,00010,00001,1,2023,0050001914,001,222.429,KG,5974.44,EUR
100,0045001915,00010,00001,1,2024,0050001915,001,474.204,KG,18389.63,EUR
100,0045001916,00010,00001,1,2023,0050001916,001,806.433,KG,18225.39,EUR
100,0045001917,00010,00001,1,2024,0050001917,001,728.949,KG,20082.54,EUR
100,0045001918,00010,00001,1,2023,0050001918,001,34.626,KG,1990.99,EUR
100,0045001919,00010,00001,1,2024,0050001919,001,360.843,KG,1991.85,EUR
100,0045001920,00010,00001,1,2023,0050001920,001,303.219,KG,8511.36,EUR
100,0045001921,00010,00001,1,2024,0050001921,001,229.853,KG,20955.7,EUR
100,0045001922,00010,00001,1,2023,0050001922,001,157.748,KG,14142.11,EUR
100,0045001923,00010,00001,1,2024,0050001923,001,52.01,KG,3168.97,EUR
100,0045001924,00010,00001,1,2023,0050001924,001,780.421,KG,37561.66,EUR
100,0045001925,00010,00001,1,2024,0050001925,001,513.165,KG,16000.48,EUR
100,0045001926,00010,00001,1,2023,0050001926,001,994.933,KG,8247.99,EUR
100,0045001927,00010,00001,1,2024,0050001927,001,10.778,KG,586.97,EUR
100,0045001928,00010,00001,1,2023,0050001928,001,292.802,KG,10543.8,EUR
100,0045001929,00010,00001,1,2024,0050001929,001,315.319,KG,20284.47,EUR
100,0045001930,00010,00001,1,2023,0050001930,001,88.757,KG,8012.98,EUR
100,0045001931,00010,00001,1,2024,0050001931,001,850.197,KG,69163.53,EUR
100,0045001932,00010,00001,1,2023,0050001932,001,507.312,KG,48483.81,EUR
100,0045001933,00010,00001,1,2024,0050001933,001,708.114,KG,37692.91,EUR
100,0045001934,00010,00001,1,2023,0050001934,001,492.213,KG,18413.69,EUR
100,0045001935,00010,00001,1,2024,0050001935,001,248.075,KG,18273.2,EUR
100,0045001936,00010,00001,1,2023,0050001936,001,828.301,KG,18272.32,EUR
100,0045001937,00010,00001,1,2024,0050001937,001,451.074,KG,13387.88,EUR
100,0045001938,00010,00001,1,2023,0050001938,001,328.299,KG,12508.19,EUR
100,0045001939,00010,00001,1,2024,0050001939,001,989.481,KG,31742.55,EUR
100,0045001940,00010,00001,1,2023,0050001940,001,606.148,KG,58184.15,EUR
100,0045001941,00010,00001,1,2024,0050001941,001,96.125,KG,4866.81,EUR
100,0045001942,00010,00001,1,2023,0050001942,001,122.648,KG,4574.77,EUR
100,0045001943,00010,00001,1,2024,0050001943,001,557.678,KG,37922.1,EUR
100,0045001944,00010,00001,1,2023,0050001944,001,316.773,KG,23564.74,EUR
100,0045001945,00010,00001,1,2024,0050001945,001,719.622,KG,28130.02,EUR
100,0045001946,00010,00001,1,2023,0050001946,001,470.194,KG,37700.15,EUR
100,0045001947,00010,00001,1,2024,0050001947,001,731.087,KG,39807.69,EUR
100,0045001948,00010,00001,1,2023,0050001948,001,931.755,KG,69825.72,EUR
100,0045001949,00010,00001,1,2024,0050001949,001,371.269,KG,9318.85,EUR
100,0045001950,00010,00001,1,2023,0050001950,001,698.503,KG,37237.19,EUR
100,0045001951,00010,00001,1,2024,0050001951,001,166.627,KG,6808.38,EUR
100,0045001952,00010,00001,1,2023,0050001952,001,49.473,KG,3609.55,EUR
100,0045001953,00010,00001,1,2024,0050001953,001,734.836,KG,26233.65,EUR
100,0045001954,00010,00001,1,2023,0050001954,001,46.323,KG,1554.6,EUR
100,0045001955,00010,00001,1,2024,0050001955,001,52.352,KG,3967.76,EUR
100,0045001956,00010,00001,1,2023,0050001956,001,91.542,KG,5649.06,EUR
100,0045001957,00010,00001,1,2024,0050001957,001,982.066,KG,93256.99,EUR
100,0045001958,00010,00001,1,2023,0050001958,001,390.115,KG,18659.2,EUR
100,0045001959,00010,00001,1,2024,0050001959,001,163.057,KG,13186.42,EUR
100,0045001960,00010,00001,1,2023,0050001960,001,536.307,KG,3561.08,EUR
100,0045001961,00010,00001,1,2024,0050001961,001,450.766,KG,40244.39,EUR
100,0045001962,00010,00001,1,2023,0050001962,001,642.723,KG,15843.12,EUR
100,0045001963,00010,00001,1,2024,0050001963,001,176.864,KG,11862.27,EUR
100,0045001964,00010,00001,1,2023,0050001964,001,296.502,KG,10902.38,EUR
100,0045001965,00010,00001,1,2024,0050001965,001,144.585,KG,13799.19,EUR
100,0045001966,00010,00001,1,2023,0050001966,001,759.73,KG,4452.02,EUR
100,0045001967,00010,00001,1,2024,0050001967,001,230.888,KG,8637.52,EUR
100,0045001968,00010,00001,1,2023,0050001968,001,184.658,KG,15828.88,EUR
100,0045001969,00010,00001,1,2024,0050001969,001,498.91,KG,42282.62,EUR
100,0045001970,00010,00001,1,2023,0050001970,001,129.307,KG,5220.12,EUR
100,0045001971,00010,00001,1,2024,0050001971,001,810.091,KG,70753.35,EUR
100,0045001972,00010,00001,1,2023,0050001972,001,39.497,KG,981.11,EUR
100,0045001973,00010,00001,1,2024,0050001973,001,445.907,KG,3638.6,EUR
100,0045001974,00010,00001,1,2023,0050001974,001,685.985,KG,16463.64,EUR
100,0045001975,00010,00001,1,2024,0050001975,001,831.762,KG,8417.43,EUR
100,0045001976,00010,00001,1,2023,0050001976,001,89.705,KG,1344.68,EUR
100,0045001977,00010,00001,1,2024,0050001977,001,651.14,KG,61780.16,EUR
100,0045001978,00010,00001,1,2023,0050001978,001,140.881,KG,469.13,EUR
100,0045001979,00010,00001,1,2024,0050001979,001,453.02,KG,29052.17,EUR
100,0045001980,00010,00001,1,2023,0050001980,001,18.492,KG,342.1,EUR
100,0045001981,00010,00001,1,2024,0050001981,001,514.889,KG,545.78,EUR
100,0045001982,00010,00001,1,2023,0050001982,001,246.794,KG,15234.59,EUR
100,0045001983,00010,00001,1,2024,0050001983,001,667.838,KG,9777.15,EUR
100,0045001984,00010,00001,1,2023,0050001984,001,747.81,KG,15270.28,EUR
100,0045001985,00010,00001,1,2024,0050001985,001,167.83,KG,13681.5,EUR
100,0045001986,00010,00001,1,2023,0050001986,001,287.041,KG,15482.99,EUR
100,0045001987,00010,00001,1,2024,0050001987,001,500.277,KG,4192.32,EUR
100,0045001988,00010,00001,1,2023,0050001988,001,320.537,KG,6433.18,EUR
100,0045001989,00010,00001,1,2024,0050001989,001,751.474,KG,27872.17,EUR
100,0045001990,00010,00001,1,2023,0050001990,001,673.949,KG,53760.91,EUR
100,0045001991,00010,00001,1,2024,0050001991,001,948.855,KG,9412.64,EUR
100,0045001992,00010,00001,1,2023,0050001992,001,411.965,KG,38646.44,EUR
100,0045001993,00010,00001,1,2024,0050001993,001,86.853,KG,907.61,EUR
100,0045001994,00010,00001,1,2023,0050001994,001,214.964,KG,2730.04,EUR
100,0045001995,00010,00001,1,2024,0050001995,001,316.49,KG,26306.65,EUR
100,0045001996,00010,00001,1,2023,0050001996,001,978.789,KG,84195.43,EUR
100,0045001997,00010,00001,1,2024,0050001997,001,308.136,KG,6356.85,EUR
100,0045001998,00010,00001,1,2023,0050001998,001,797.283,KG,17109.69,EUR
100,0045001999,00010,00001,1,2024,0050001999,001,763.133,KG,53426.94,EUR
100,0045002000,00010,00001,1,2023,0050002000,001,657.582,KG,10942.16,EUR
100,0045002001,00010,00001,1,2024,0050002001,001,14.294,KG,1105.93,EUR
100,0045002002,00010,00001,1,2023,0050002002,001,395.894,KG,26932.67,EUR
100,0045002003,00010,00001,1,2024,0050002003,001,385.592,KG,7245.27,EUR
100,0045002004,00010,00001,1,2023,0050002004,001,98.758,KG,8175.19,EUR
100,0045002005,00010,00001,1,2024,0050002005,001,748.153,KG,30008.42,EUR
100,0045002006,00010,00001,1,2023,0050002006,001,686.087,KG,26235.97,EUR
100,0045002007,00010,00001,1,2024,0050002007,001,978.968,KG,97857.64,EUR
100,0045002008,00010,00001,1,2023,0050002008,001,802.524,KG,59290.47,EUR
100,0045002009,00010,00001,1,2024,0050002009,001,318.934,KG,4745.74,EUR
100,0045002010,00010,00001,1,2023,0050002010,001,81.702,KG,5898.88,EUR
100,0045002011,00010,00001,1,2024,0050002011,001,770.419,KG,61317.65,EUR
100,0045002012,00010,00001,1,2023,0050002012,001,62.398,KG,2095.95,EUR
100,0045002013,00010,00001,1,2024,0050002013,001,230.79,KG,5368.18,EUR
100,0045002014,00010,00001,1,2023,0050002014,001,586.066,KG,1869.55,EUR
100,0045002015,00010,00001,1,2024,0050002015,001,244.384,KG,23712.58,EUR
100,0045002016,00010,00001,1,2023,0050002016,001,469.741,KG,544.9,EUR
100,0045002017,00010,00001,1,2024,0050002017,001,552.102,KG,1065.56,EUR
100,0045002018,00010,00001,1,2023,0050002018,001,505.67,KG,6851.83,EUR
100,0045002019,00010,00001,1,2024,0050002019,001,558.407,KG,37591.96,EUR
100,0045002020,00010,00001,1,2023,0050002020,001,191.086,KG,11530.13,EUR
100,0045002021,00010,00001,1,2024,0050002021,001,457.303,KG,4774.24,EUR
100,0045002022,00010,00001,1,2023,0050002022,001,733.072,KG,16516.11,EUR
100,0045002023,00010,00001,1,2024,0050002023,001,423.209,KG,25024.35,EUR
100,0045002024,00010,00001,1,2023,0050002024,001,727.77,KG,61554.79,EUR
100,0045002025,00010,00001,1,2024,0050002025,001,842.941,KG,39104.03,EUR
100,0045002026,00010,00001,1,2023,0050002026,001,452.124,KG,13586.33,EUR
100,0045002027,00010,00001,1,2024,0050002027,001,880.024,KG,29031.99,EUR
100,0045002028,00010,00001,1,2023,0050002028,001,221.849,KG,1293.38,EUR
100,0045002029,00010,00001,1,2024,0050002029,001,991.856,KG,75996.01,EUR
100,0045002030,00010,00001,1,2023,0050002030,001,135.626,KG,13550.39,EUR
100,0045002031,00010,00001,1,2024,0050002031,001,302.964,KG,7571.07,EUR
100,0045002032,00010,00001,1,2023,0050002032,001,890.422,KG,63433.66,EUR
100,0045002033,00010,00001,1,2024,0050002033,001,375.891,KG,25722.22,EUR
100,0045002034,00010,00001,1,2023,0050002034,001,362.924,KG,30282.38,EUR
100,0045002035,00010,00001,1,2024,0050002035,001,366.655,KG,13261.91,EUR
100,0045002036,00010,00001,1,2023,0050002036,001,957.039,KG,15752.86,EUR
100,0045002037,00010,00001,1,2024,0050002037,001,174.116,KG,11559.56,EUR
100,0045002038,00010,00001,1,2023,0050002038,001,584.742,KG,27687.53,EUR
100,0045002039,00010,00001,1,2024,0050002039,001,352.03,KG,10800.28,EUR
100,0045002040,00010,00001,1,2023,0050002040,001,893.668,KG,63638.1,EUR
100,0045002041,00010,00001,1,2024,0050002041,001,357.349,KG,35667.0,EUR
100,0045002042,00010,00001,1,2023,0050002042,001,957.001,KG,93039.64,EUR
100,0045002043,00010,00001,1,2024,0050002043,001,964.794,KG,83464.33,EUR
100,0045002044,00010,00001,1,2023,0050002044,001,520.554,KG,8105.03,EUR
100,0045002045,00010,00001,1,2024,0050002045,001,102.214,KG,5147.5,EUR
100,0045002046,00010,00001,1,2023,0050002046,001,80.578,KG,454.46,EUR
100,0045002047,00010,00001,1,2024,0050002047,001,22.505,KG,1809.85,EUR
100,0045002048,00010,00001,1,2023,0050002048,001,431.554,KG,18013.06,EUR
100,0045002049,00010,00001,1,2024,0050002049,001,271.971,KG,9026.72,EUR
100,0045002050,00010,00001,1,2023,0050002050,001,453.567,KG,18233.39,EUR
100,0045002051,00010,00001,1,2024,0050002051,001,463.669,KG,16627.17,EUR
100,0045002052,00010,00001,1,2023,0050002052,001,987.247,KG,66737.9,EUR
100,0045002053,00010,00001,1,2024,0050002053,001,679.791,KG,43860.12,EUR
100,0045002054,00010,00001,1,2023,0050002054,001,425.114,KG,27768.45,EUR
100,0045002055,00010,00001,1,2024,0050002055,001,862.264,KG,12666.66,EUR
100,0045002056,00010,00001,1,2023,0050002056,001,930.993,KG,34483.98,EUR
100,0045002057,00010,00001,1,2024,0050002057,001,232.903,KG,19987.74,EUR
100,0045002058,00010,00001,1,2023,0050002058,001,671.585,KG,53236.54,EUR
100,0045002059,00010,00001,1,2024,0050002059,001,503.945,KG,3507.46,EUR
100,0045002060,00010,00001,1,2023,0050002060,001,958.754,KG,5982.62,EUR
100,0045002061,00010,00001,1,2024,0050002061,001,474.031,KG,13865.41,EUR
100,0045002062,00010,00001,1,2023,0050002062,001,738.674,KG,20963.57,EUR
100,0045002063,00010,00001,1,2024,0050002063,001,889.059,KG,23764.55,EUR
