MANDT,VBELN,POSNR,GBSTA,LFSTA
100,0000002332,000010,C,C
100,0000002332,000020,C,C
100,0000002332,000030,C,C
100,0000002333,000010,C,C
100,0000002333,000020,C,C
100,0000002333,000030,C,C
100,0000002333,000040,C,C
100,0000002334,000010,C,C
100,0000002334,000020,C,C
100,0000002334,000030,C,C
100,0000002335,000010,C,C
100,0000002335,000020,C,C
100,0000002336,000010,C,C
100,0000002336,000020,C,C
100,0000002336,000030,C,C
100,0000002336,000040,C,C
100,0000002337,000010,C,C
100,0000002337,000020,C,C
100,0000002338,000010,C,C
100,0000002338,000020,C,C
100,0000002339,000010,C,C
100,0000002339,000020,C,C
100,0000002340,000010,C,C
100,0000002340,000020,C,C
100,0000002340,000030,C,C
100,0000002340,000040,C,C
100,0000002341,000010,C,C
100,0000002341,000020,C,C
100,0000002341,000030,C,C
100,0000002342,000010,C,C
100,0000002342,000020,C,C
100,0000002342,000030,C,C
100,0000002342,000040,C,C
100,0000002343,000010,C,C
100,0000002343,000020,C,C
100,0000002344,000010,C,C
100,0000002344,000020,C,C
100,0000002344,000030,C,C
100,0000002345,000010,C,C
100,0000002345,000020,C,C
100,0000002345,000030,C,C
100,0000002346,000010,C,C
100,0000002346,000020,C,C
100,0000002346,000030,C,C
100,0000002346,000040,C,C
100,0000002347,000010,C,C
100,0000002347,000020,C,C
100,0000002347,000030,C,C
100,0000002348,000010,C,C
100,0000002348,000020,C,C
100,0000002348,000030,C,C
100,0000002349,000010,C,C
100,0000002349,000020,C,C
100,0000002349,000030,C,C
100,0000002350,000010,C,C
100,0000002350,000020,C,C
100,0000002350,000030,C,C
100,0000002351,000010,C,C
100,0000002351,000020,C,C
100,0000002351,000030,C,C
100,0000002351,000040,C,C
100,0000002352,000010,C,C
100,0000002352,000020,C,C
100,0000002352,000030,C,C
100,0000002352,000040,C,C
100,0000002353,000010,C,C
100,0000002353,000020,C,C
100,0000002353,000030,C,C
100,0000002353,000040,C,C
100,0000002354,000010,C,C
100,0000002354,000020,C,C
100,0000002354,000030,C,C
100,0000002354,000040,C,C
100,0000002355,000010,C,C
100,0000002355,000020,C,C
100,0000002356,000010,C,C
100,0000002356,000020,C,C
100,0000002356,000030,C,C
100,0000002357,000010,C,C
100,0000002357,000020,C,C
100,0000002358,000010,C,C
100,0000002358,000020,C,C
100,0000002358,000030,C,C
100,0000002358,000040,C,C
100,0000002359,000010,C,C
100,0000002359,000020,C,C
100,0000002359,000030,C,C
100,0000002359,000040,C,C
100,0000002360,000010,C,C
100,0000002360,000020,C,C
100,0000002360,000030,C,C
100,0000002361,000010,C,C
100,0000002361,000020,C,C
100,0000002361,000030,C,C
100,0000002362,000010,C,C
100,0000002362,000020,C,C
100,0000002363,000010,C,C
100,0000002363,000020,C,C
100,0000002364,000010,C,C
100,0000002364,000020,C,C
100,0000002364,000030,C,C
100,0000002364,000040,C,C
100,0000002365,000010,C,C
100,0000002365,000020,C,C
100,0000002365,000030,C,C
100,0000002365,000040,C,C
100,0000002366,000010,C,C
100,0000002366,000020,C,C
100,0000002366,000030,C,C
100,0000002367,000010,C,C
100,0000002367,000020,C,C
100,0000002368,000010,C,C
100,0000002368,000020,C,C
100,0000002368,000030,C,C
100,0000002369,000010,C,C
100,0000002369,000020,C,C
100,0000002369,000030,C,C
100,0000002370,000010,C,C
100,0000002370,000020,C,C
100,0000002371,000010,C,C
100,0000002371,000020,C,C
100,0000002371,000030,C,C
100,0000002372,000010,C,C
100,0000002372,000020,C,C
100,0000002373,000010,C,C
100,0000002373,000020,C,C
100,0000002373,000030,C,C
100,0000002373,000040,C,C
100,0000002374,000010,C,C
100,0000002374,000020,C,C
100,0000002374,000030,C,C
100,0000002375,000010,C,C
100,0000002375,000020,C,C
100,0000002375,000030,C,C
100,0000002376,000010,C,C
100,0000002376,000020,C,C
100,0000002377,000010,C,C
100,0000002377,000020,C,C
100,0000002377,000030,C,C
100,0000002377,000040,C,C
100,0000002378,000010,C,C
100,0000002378,000020,C,C
100,0000002379,000010,C,C
100,0000002379,000020,C,C
100,0000002380,000010,C,C
100,0000002380,000020,C,C
100,0000002380,000030,C,C
100,0000002380,000040,C,C
100,0000002381,000010,C,C
100,0000002381,000020,C,C
100,0000002381,000030,C,C
100,0000002381,000040,C,C
100,0000002382,000010,C,C
100,0000002382,000020,C,C
100,0000002382,000030,C,C
100,0000002383,000010,C,C
100,0000002383,000020,C,C
100,0000002384,000010,C,C
100,0000002384,000020,C,C
100,0000002384,000030,C,C
100,0000002384,000040,C,C
100,0000002385,000010,C,C
100,0000002385,000020,C,C
100,0000002386,000010,C,C
100,0000002386,000020,C,C
100,0000002387,000010,C,C
100,0000002387,000020,C,C
100,0000002387,000030,C,C
100,0000002387,000040,C,C
100,0000002388,000010,C,C
100,0000002388,000020,C,C
100,0000002389,000010,C,C
100,0000002389,000020,C,C
100,0000002389,000030,C,C
100,0000002390,000010,C,C
100,0000002390,000020,C,C
100,0000002390,000030,C,C
100,0000002391,000010,C,C
100,0000002391,000020,C,C
100,0000002392,000010,C,C
100,0000002392,000020,C,C
100,0000002392,000030,C,C
100,0000002392,000040,C,C
100,0000002393,000010,C,C
100,0000002393,000020,C,C
100,0000002393,000030,C,C
100,0000002394,000010,C,C
100,0000002394,000020,C,C
100,0000002395,000010,C,C
100,0000002395,000020,C,C
100,0000002395,000030,C,C
100,0000002395,000040,C,C
100,0000002396,000010,C,C
100,0000002396,000020,C,C
100,0000002396,000030,C,C
100,0000002397,000010,C,C
100,0000002397,000020,C,C
100,0000002397,000030,C,C
100,0000002398,000010,C,C
100,0000002398,000020,C,C
100,0000002398,000030,C,C
100,0000002399,000010,C,C
100,0000002399,000020,C,C
100,0000002399,000030,C,C
100,0000002399,000040,C,C
100,0000002400,000010,C,C
100,0000002400,000020,C,C
100,0000002400,000030,C,C
100,0000002401,000010,C,C
100,0000002401,000020,C,C
100,0000002401,000030,C,C
100,0000002401,000040,C,C
100,0000002402,000010,C,C
100,0000002402,000020,C,C
100,0000002402,000030,C,C
100,0000002403,000010,C,C
100,0000002403,000020,C,C
100,0000002403,000030,C,C
100,0000002403,000040,C,C
100,0000002404,000010,C,C
100,0000002404,000020,C,C
100,0000002404,000030,C,C
100,0000002404,000040,C,C
100,0000002405,000010,C,C
100,0000002405,000020,C,C
100,0000002406,000010,C,C
100,0000002406,000020,C,C
100,0000002407,000010,C,C
100,0000002407,000020,C,C
100,0000002407,000030,C,C
100,0000002408,000010,C,C
100,0000002408,000020,C,C
100,0000002409,000010,C,C
100,0000002409,000020,C,C
100,0000002409,000030,C,C
100,0000002410,000010,C,C
100,0000002410,000020,C,C
100,0000002410,000030,C,C
100,0000002410,000040,C,C
100,0000002411,000010,C,C
100,0000002411,000020,C,C
100,0000002412,000010,C,C
100,0000002412,000020,C,C
100,0000002412,000030,C,C
100,0000002413,000010,C,C
100,0000002413,000020,C,C
100,0000002414,000010,C,C
100,0000002414,000020,C,C
100,0000002414,000030,C,C
100,0000002414,000040,C,C
100,0000002415,000010,C,C
100,0000002415,000020,C,C
100,0000002416,000010,C,C
100,0000002416,000020,C,C
100,0000002417,000010,C,C
100,0000002417,000020,C,C
100,0000002417,000030,C,C
100,0000002417,000040,C,C
100,0000002418,000010,C,C
100,0000002418,000020,C,C
100,0000002419,000010,C,C
100,0000002419,000020,C,C
100,0000002419,000030,C,C
100,0000002420,000010,C,C
100,0000002420,000020,C,C
100,0000002421,000010,C,C
100,0000002421,000020,C,C
100,0000002421,000030,C,C
100,0000002421,000040,C,C
100,0000002422,000010,C,C
100,0000002422,000020,C,C
100,0000002423,000010,C,C
100,0000002423,000020,C,C
100,0000002423,000030,C,C
100,0000002424,000010,C,C
100,0000002424,000020,C,C
100,0000002424,000030,C,C
100,0000002425,000010,C,C
100,0000002425,000020,C,C
100,0000002425,000030,C,C
100,0000002426,000010,C,C
100,0000002426,000020,C,C
100,0000002426,000030,C,C
100,0000002427,000010,C,C
100,0000002427,000020,C,C
100,0000002427,000030,C,C
100,0000002428,000010,C,C
100,0000002428,000020,C,C
100,0000002429,000010,C,C
100,0000002429,000020,C,C
100,0000002429,000030,C,C
100,0000002430,000010,C,C
100,0000002430,000020,C,C
100,0000002430,000030,C,C
100,0000002431,000010,C,C
100,0000002431,000020,C,C
100,0000002432,000010,C,C
100,0000002432,000020,C,C
100,0000002432,000030,C,C
100,0000002433,000010,C,C
100,0000002433,000020,C,C
100,0000002433,000030,C,C
100,0000002434,000010,C,C
100,0000002434,000020,C,C
100,0000002434,000030,C,C
100,0000002434,000040,C,C
100,0000002435,000010,C,C
100,0000002435,000020,C,C
100,0000002436,000010,C,C
100,0000002436,000020,C,C
100,0000002437,000010,C,C
100,0000002437,000020,C,C
100,0000002437,000030,C,C
100,0000002437,000040,C,C
100,0000002438,000010,C,C
100,0000002438,000020,C,C
100,0000002439,000010,C,C
100,0000002439,000020,C,C
100,0000002440,000010,C,C
100,0000002440,000020,C,C
100,0000002441,000010,C,C
100,0000002441,000020,C,C
100,0000002441,000030,C,C
100,0000002441,000040,C,C
100,0000002442,000010,C,C
100,0000002442,000020,C,C
100,0000002443,000010,C,C
100,0000002443,000020,C,C
100,0000002443,000030,C,C
100,0000002444,000010,C,C
100,0000002444,000020,C,C
100,0000002444,000030,C,C
100,0000002444,000040,C,C
100,0000002445,000010,C,C
100,0000002445,000020,C,C
100,0000002446,000010,C,C
100,0000002446,000020,C,C
100,0000002446,000030,C,C
100,0000002447,000010,C,C
100,0000002447,000020,C,C
100,0000002448,000010,C,C
100,0000002448,000020,C,C
100,0000002449,000010,C,C
100,0000002449,000020,C,C
100,0000002450,000010,C,C
100,0000002450,000020,C,C
100,0000002451,000010,C,C
100,0000002451,000020,C,C
100,0000002452,000010,C,C
100,0000002452,000020,C,C
100,0000002452,000030,C,C
100,0000002452,000040,C,C
100,0000002453,000010,C,C
100,0000002453,000020,C,C
100,0000002454,000010,C,C
100,0000002454,000020,C,C
100,0000002454,000030,C,C
100,0000002454,000040,C,C
100,0000002455,000010,C,C
100,0000002455,000020,C,C
100,0000002455,000030,C,C
100,0000002456,000010,C,C
100,0000002456,000020,C,C
100,0000002456,000030,C,C
100,0000002456,000040,C,C
100,0000002457,000010,C,C
100,0000002457,000020,C,C
100,0000002457,000030,C,C
100,0000002458,000010,C,C
100,0000002458,000020,C,C
100,0000002458,000030,C,C
100,0000002458,000040,C,C
100,0000002459,000010,C,C
100,0000002459,000020,C,C
100,0000002460,000010,C,C
100,0000002460,000020,C,C
100,0000002461,000010,C,C
100,0000002461,000020,C,C
100,0000002461,000030,C,C
100,0000002462,000010,C,C
100,0000002462,000020,C,C
100,0000002462,000030,C,C
100,0000002462,000040,C,C
100,0000002463,000010,C,C
100,0000002463,000020,C,C
100,0000002464,000010,C,C
100,0000002464,000020,C,C
100,0000002465,000010,C,C
100,0000002465,000020,C,C
100,0000002465,000030,C,C
100,0000002465,000040,C,C
100,0000002466,000010,C,C
100,0000002466,000020,C,C
100,0000002467,000010,C,C
100,0000002467,000020,C,C
100,0000002467,000030,C,C
100,0000002467,000040,C,C
100,0000002468,000010,C,C
100,0000002468,000020,C,C
100,0000002469,000010,C,C
100,0000002469,000020,C,C
100,0000002469,000030,C,C
100,0000002470,000010,C,C
100,0000002470,000020,C,C
100,0000002470,000030,C,C
100,0000002471,000010,C,C
100,0000002471,000020,C,C
100,0000002471,000030,C,C
100,0000002471,000040,C,C
100,0000002472,000010,C,C
100,0000002472,000020,C,C
100,0000002473,000010,C,C
100,0000002473,000020,C,C
100,0000002473,000030,C,C
100,0000002474,000010,C,C
100,0000002474,000020,C,C
100,0000002474,000030,C,C
100,0000002474,000040,C,C
100,0000002475,000010,C,C
100,0000002475,000020,C,C
100,0000002476,000010,C,C
100,0000002476,000020,C,C
100,0000002476,000030,C,C
100,0000002476,000040,C,C
100,0000002477,000010,C,C
100,0000002477,000020,C,C
100,0000002478,000010,C,C
100,0000002478,000020,C,C
100,0000002478,000030,C,C
100,0000002479,000010,C,C
100,0000002479,000020,C,C
100,0000002479,000030,C,C
100,0000002479,000040,C,C
100,0000002480,000010,C,C
100,0000002480,000020,C,C
100,0000002480,000030,C,C
100,0000002481,000010,C,C
100,0000002481,000020,C,C
100,0000002482,000010,C,C
100,0000002482,000020,C,C
100,0000002482,000030,C,C
100,0000002482,000040,C,C
100,0000002483,000010,C,C
100,0000002483,000020,C,C
100,0000002484,000010,C,C
100,0000002484,000020,C,C
100,0000002484,000030,C,C
100,0000002484,000040,C,C
100,0000002485,000010,C,C
100,0000002485,000020,C,C
100,0000002485,000030,C,C
100,0000002485,000040,C,C
100,0000002486,000010,C,C
100,0000002486,000020,C,C
100,0000002486,000030,C,C
100,0000002487,000010,C,C
100,0000002487,000020,C,C
100,0000002487,000030,C,C
100,0000002487,000040,C,C
100,0000002488,000010,C,C
100,0000002488,000020,C,C
100,0000002489,000010,C,C
100,0000002489,000020,C,C
100,0000002489,000030,C,C
100,0000002489,000040,C,C
100,0000002490,000010,C,C
100,0000002490,000020,C,C
100,0000002490,000030,C,C
100,0000002491,000010,C,C
100,0000002491,000020,C,C
100,0000002491,000030,C,C
100,0000002491,000040,C,C
100,0000002492,000010,C,C
100,0000002492,000020,C,C
100,0000002492,000030,C,C
100,0000002492,000040,C,C
100,0000002493,000010,C,C
100,0000002493,000020,C,C
100,0000002493,000030,C,C
100,0000002494,000010,C,C
100,0000002494,000020,C,C
100,0000002494,000030,C,C
100,0000002495,000010,C,C
100,0000002495,000020,C,C
100,0000002496,000010,C,C
100,0000002496,000020,C,C
100,0000002497,000010,C,C
100,0000002497,000020,C,C
100,0000002497,000030,C,C
100,0000002497,000040,C,C
100,0000002498,000010,C,C
100,0000002498,000020,C,C
100,0000002498,000030,C,C
100,0000002499,000010,C,C
100,0000002499,000020,C,C
100,0000002499,000030,C,C
100,0000002499,000040,C,C
100,0000002500,000010,C,C
100,0000002500,000020,C,C
100,0000002501,000010,C,C
100,0000002501,000020,C,C
100,0000002502,000010,C,C
100,0000002502,000020,C,C
100,0000002502,000030,C,C
100,0000002503,000010,C,C
100,0000002503,000020,C,C
100,0000002504,000010,C,C
100,0000002504,000020,C,C
100,0000002505,000010,C,C
100,0000002505,000020,C,C
100,0000002505,000030,C,C
100,0000002505,000040,C,C
100,0000002506,000010,C,C
100,0000002506,000020,C,C
100,0000002507,000010,C,C
100,0000002507,000020,C,C
100,0000002507,000030,C,C
100,0000002508,000010,C,C
100,0000002508,000020,C,C
100,0000002509,000010,C,C
100,0000002509,000020,C,C
100,0000002510,000010,C,C
100,0000002510,000020,C,C
100,0000002511,000010,C,C
100,0000002511,000020,C,C
100,0000002511,000030,C,C
100,0000002512,000010,C,C
100,0000002512,000020,C,C
100,0000002512,000030,C,C
100,0000002513,000010,C,C
100,0000002513,000020,C,C
100,0000002513,000030,C,C
100,0000002513,000040,C,C
100,0000002514,000010,C,C
100,0000002514,000020,C,C
100,0000002514,000030,C,C
100,0000002515,000010,C,C
100,0000002515,000020,C,C
100,0000002515,000030,C,C
100,0000002516,000010,C,C
100,0000002516,000020,C,C
100,0000002516,000030,C,C
100,0000002516,000040,C,C
100,0000002517,000010,C,C
100,0000002517,000020,C,C
100,0000002517,000030,C,C
100,0000002517,000040,C,C
100,0000002518,000010,C,C
100,0000002518,000020,C,C
100,0000002519,000010,C,C
100,0000002519,000020,C,C
100,0000002520,000010,C,C
100,0000002520,000020,C,C
100,0000002521,000010,C,C
100,0000002521,000020,C,C
100,0000002522,000010,C,C
100,0000002522,000020,C,C
100,0000002523,000010,C,C
100,0000002523,000020,C,C
100,0000002524,000010,C,C
100,0000002524,000020,C,C
100,0000002524,000030,C,C
100,0000002525,000010,C,C
100,0000002525,000020,C,C
100,0000002526,000010,C,C
100,0000002526,000020,C,C
100,0000002526,000030,C,C
100,0000002527,000010,C,C
100,0000002527,000020,C,C
100,0000002528,000010,C,C
100,0000002528,000020,C,C
100,0000002528,000030,C,C
100,0000002529,000010,C,C
100,0000002529,000020,C,C
100,0000002529,000030,C,C
100,0000002530,000010,C,C
100,0000002530,000020,C,C
100,0000002531,000010,C,C
100,0000002531,000020,C,C
100,0000002532,000010,C,C
100,0000002532,000020,C,C
100,0000002532,000030,C,C
100,0000002532,000040,C,C
100,0000002533,000010,C,C
100,0000002533,000020,C,C
100,0000002533,000030,C,C
100,0000002533,000040,C,C
100,0000002534,000010,C,C
100,0000002534,000020,C,C
100,0000002534,000030,C,C
100,0000002535,000010,C,C
100,0000002535,000020,C,C
100,0000002535,000030,C,C
100,0000002535,000040,C,C
100,0000002536,000010,C,C
100,0000002536,000020,C,C
100,0000002536,000030,C,C
100,0000002536,000040,C,C
100,0000002537,000010,C,C
100,0000002537,000020,C,C
100,0000002537,000030,C,C
100,0000002537,000040,C,C
100,0000002538,000010,C,C
100,0000002538,000020,C,C
100,0000002538,000030,C,C
100,0000002539,000010,C,C
100,0000002539,000020,C,C
100,0000002539,000030,C,C
100,0000002540,000010,C,C
100,0000002540,000020,C,C
100,0000002540,000030,C,C
100,0000002540,000040,C,C
100,0000002541,000010,C,C
100,0000002541,000020,C,C
100,0000002541,000030,C,C
100,0000002541,000040,C,C
100,0000002542,000010,C,C
100,0000002542,000020,C,C
100,0000002542,000030,C,C
100,0000002542,000040,C,C
100,0000002543,000010,C,C
100,0000002543,000020,C,C
100,0000002544,000010,C,C
100,0000002544,000020,C,C
100,0000002545,000010,C,C
100,0000002545,000020,C,C
100,0000002545,000030,C,C
100,0000002546,000010,C,C
100,0000002546,000020,C,C
100,0000002547,000010,C,C
100,0000002547,000020,C,C
100,0000002547,000030,C,C
100,0000002548,000010,C,C
100,0000002548,000020,C,C
100,0000002548,000030,C,C
100,0000002548,000040,C,C
100,0000002549,000010,C,C
100,0000002549,000020,C,C
100,0000002549,000030,C,C
100,0000002550,000010,C,C
100,0000002550,000020,C,C
100,0000002550,000030,C,C
100,0000002550,000040,C,C
100,0000002551,000010,C,C
100,0000002551,000020,C,C
100,0000002551,000030,C,C
100,0000002551,000040,C,C
100,0000002552,000010,C,C
100,0000002552,000020,C,C
100,0000002552,000030,C,C
100,0000002553,000010,C,C
100,0000002553,000020,C,C
100,0000002554,000010,C,C
100,0000002554,000020,C,C
100,0000002555,000010,C,C
100,0000002555,000020,C,C
100,0000002556,000010,C,C
100,0000002556,000020,C,C
100,0000002557,000010,C,C
100,0000002557,000020,C,C
100,0000002557,000030,C,C
100,0000002558,000010,C,C
100,0000002558,000020,C,C
100,0000002558,000030,C,C
100,0000002558,000040,C,C
100,0000002559,000010,C,C
100,0000002559,000020,C,C
100,0000002559,000030,C,C
100,0000002559,000040,C,C
100,0000002560,000010,C,C
100,0000002560,000020,C,C
100,0000002560,000030,C,C
100,0000002561,000010,C,C
100,0000002561,000020,C,C
100,0000002561,000030,C,C
100,0000002562,000010,C,C
100,0000002562,000020,C,C
100,0000002562,000030,C,C
100,0000002562,000040,C,C
100,0000002563,000010,C,C
100,0000002563,000020,C,C
100,0000002563,000030,C,C
100,0000002563,000040,C,C
100,0000002564,000010,C,C
100,0000002564,000020,C,C
100,0000002564,000030,C,C
100,0000002564,000040,C,C
100,0000002565,000010,C,C
100,0000002565,000020,C,C
100,0000002565,000030,C,C
100,0000002565,000040,C,C
100,0000002566,000010,C,C
100,0000002566,000020,C,C
100,0000002567,000010,C,C
100,0000002567,000020,C,C
100,0000002568,000010,C,C
100,0000002568,000020,C,C
100,0000002569,000010,C,C
100,0000002569,000020,C,C
100,0000002569,000030,C,C
100,0000002570,000010,C,C
100,0000002570,000020,C,C
100,0000002570,000030,C,C
100,0000002571,000010,C,C
100,0000002571,000020,C,C
100,0000002571,000030,C,C
100,0000002571,000040,C,C
100,0000002572,000010,C,C
100,0000002572,000020,C,C
100,0000002572,000030,C,C
100,0000002572,000040,C,C
100,0000002573,000010,C,C
100,0000002573,000020,C,C
100,0000002573,000030,C,C
100,0000002573,000040,C,C
100,0000002574,000010,C,C
100,0000002574,000020,C,C
100,0000002575,000010,C,C
100,0000002575,000020,C,C
100,0000002576,000010,C,C
100,0000002576,000020,C,C
100,0000002576,000030,C,C
100,0000002577,000010,C,C
100,0000002577,000020,C,C
100,0000002577,000030,C,C
100,0000002577,000040,C,C
100,0000002578,000010,C,C
100,0000002578,000020,C,C
100,0000002578,000030,C,C
100,0000002578,000040,C,C
100,0000002579,000010,C,C
100,0000002579,000020,C,C
100,0000002580,000010,C,C
100,0000002580,000020,C,C
100,0000002580,000030,C,C
100,0000002581,000010,C,C
100,0000002581,000020,C,C
100,0000002582,000010,C,C
100,0000002582,000020,C,C
100,0000002582,000030,C,C
100,0000002582,000040,C,C
100,0000002583,000010,C,C
100,0000002583,000020,C,C
100,0000002583,000030,C,C
100,0000002584,000010,C,C
100,0000002584,000020,C,C
100,0000002584,000030,C,C
100,0000002584,000040,C,C
100,0000002585,000010,C,C
100,0000002585,000020,C,C
100,0000002585,000030,C,C
100,0000002586,000010,C,C
100,0000002586,000020,C,C
100,0000002586,000030,C,C
100,0000002587,000010,C,C
100,0000002587,000020,C,C
100,0000002587,000030,C,C
100,0000002588,000010,C,C
100,0000002588,000020,C,C
100,0000002588,000030,C,C
100,0000002588,000040,C,C
100,0000002589,000010,C,C
100,0000002589,000020,C,C
100,0000002590,000010,C,C
100,0000002590,000020,C,C
100,0000002590,000030,C,C
100,0000002590,000040,C,C
100,0000002591,000010,C,C
100,0000002591,000020,C,C
100,0000002591,000030,C,C
100,0000002592,000010,C,C
100,0000002592,000020,C,C
100,0000002592,000030,C,C
100,0000002593,000010,C,C
100,0000002593,000020,C,C
100,0000002593,000030,C,C
100,0000002593,000040,C,C
100,0000002594,000010,C,C
100,0000002594,000020,C,C
100,0000002594,000030,C,C
100,0000002594,000040,C,C
100,0000002595,000010,C,C
100,0000002595,000020,C,C
100,0000002595,000030,C,C
100,0000002596,000010,C,C
100,0000002596,000020,C,C
100,0000002597,000010,C,C
100,0000002597,000020,C,C
100,0000002598,000010,C,C
100,0000002598,000020,C,C
100,0000002598,000030,C,C
100,0000002598,000040,C,C
100,0000002599,000010,C,C
100,0000002599,000020,C,C
100,0000002600,000010,C,C
100,0000002600,000020,C,C
100,0000002601,000010,C,C
100,0000002601,000020,C,C
100,0000002601,000030,C,C
100,0000002602,000010,C,C
100,0000002602,000020,C,C
100,0000002603,000010,C,C
100,0000002603,000020,C,C
100,0000002604,000010,C,C
100,0000002604,000020,C,C
100,0000002605,000010,C,C
100,0000002605,000020,C,C
100,0000002606,000010,C,C
100,0000002606,000020,C,C
100,0000002606,000030,C,C
100,0000002606,000040,C,C
100,0000002607,000010,C,C
100,0000002607,000020,C,C
100,0000002608,000010,C,C
100,0000002608,000020,C,C
100,0000002608,000030,C,C
100,0000002608,000040,C,C
100,0000002609,000010,C,C
100,0000002609,000020,C,C
100,0000002610,000010,C,C
100,0000002610,000020,C,C
100,0000002611,000010,C,C
100,0000002611,000020,C,C
100,0000002611,000030,C,C
100,0000002611,000040,C,C
100,0000002612,000010,C,C
100,0000002612,000020,C,C
100,0000002613,000010,C,C
100,0000002613,000020,C,C
100,0000002613,000030,C,C
100,0000002613,000040,C,C
100,0000002614,000010,C,C
100,0000002614,000020,C,C
100,0000002614,000030,C,C
100,0000002614,000040,C,C
100,0000002615,000010,C,C
100,0000002615,000020,C,C
100,0000002615,000030,C,C
100,0000002616,000010,C,C
100,0000002616,000020,C,C
100,0000002616,000030,C,C
100,0000002617,000010,C,C
100,0000002617,000020,C,C
100,0000002617,000030,C,C
100,0000002617,000040,C,C
100,0000002618,000010,C,C
100,0000002618,000020,C,C
100,0000002618,000030,C,C
100,0000002618,000040,C,C
100,0000002619,000010,C,C
100,0000002619,000020,C,C
100,0000002619,000030,C,C
100,0000002619,000040,C,C
100,0000002620,000010,C,C
100,0000002620,000020,C,C
100,0000002621,000010,C,C
100,0000002621,000020,C,C
100,0000002622,000010,C,C
100,0000002622,000020,C,C
100,0000002622,000030,C,C
100,0000002623,000010,C,C
100,0000002623,000020,C,C
100,0000002623,000030,C,C
100,0000002623,000040,C,C
100,0000002624,000010,C,C
100,0000002624,000020,C,C
100,0000002624,000030,C,C
100,0000002624,000040,C,C
100,0000002625,000010,C,C
100,0000002625,000020,C,C
100,0000002626,000010,C,C
100,0000002626,000020,C,C
100,0000002627,000010,C,C
100,0000002627,000020,C,C
100,0000002627,000030,C,C
100,0000002628,000010,C,C
100,0000002628,000020,C,C
100,0000002628,000030,C,C
100,0000002629,000010,C,C
100,0000002629,000020,C,C
100,0000002629,000030,C,C
100,0000002629,000040,C,C
100,0000002630,000010,C,C
100,0000002630,000020,C,C
100,0000002630,000030,C,C
100,0000002631,000010,C,C
100,0000002631,000020,C,C
100,0000002631,000030,C,C
100,0000002632,000010,C,C
100,0000002632,000020,C,C
100,0000002632,000030,C,C
100,0000002633,000010,C,C
100,0000002633,000020,C,C
100,0000002633,000030,C,C
100,0000002634,000010,C,C
100,0000002634,000020,C,C
100,0000002634,000030,C,C
100,0000002634,000040,C,C
100,0000002635,000010,C,C
100,0000002635,000020,C,C
100,0000002635,000030,C,C
100,0000002635,000040,C,C
100,0000002636,000010,C,C
100,0000002636,000020,C,C
100,0000002636,000030,C,C
100,0000002637,000010,C,C
100,0000002637,000020,C,C
100,0000002637,000030,C,C
100,0000002638,000010,C,C
100,0000002638,000020,C,C
100,0000002638,000030,C,C
100,0000002638,000040,C,C
100,0000002639,000010,C,C
100,0000002639,000020,C,C
100,0000002639,000030,C,C
100,0000002640,000010,C,C
100,0000002640,000020,C,C
100,0000002641,000010,C,C
100,0000002641,000020,C,C
100,0000002641,000030,C,C
100,0000002642,000010,C,C
100,0000002642,000020,C,C
100,0000002643,000010,C,C
100,0000002643,000020,C,C
100,0000002643,000030,C,C
100,0000002644,000010,C,C
100,0000002644,000020,C,C
100,0000002645,000010,C,C
100,0000002645,000020,C,C
100,0000002645,000030,C,C
100,0000002646,000010,C,C
100,0000002646,000020,C,C
100,0000002647,000010,C,C
100,0000002647,000020,C,C
100,0000002647,000030,C,C
100,0000002648,000010,C,C
100,0000002648,000020,C,C
100,0000002649,000010,C,C
100,0000002649,000020,C,C
100,0000002650,000010,C,C
100,0000002650,000020,C,C
100,0000002651,000010,C,C
100,0000002651,000020,C,C
100,0000002652,000010,C,C
100,0000002652,000020,C,C
100,0000002652,000030,C,C
100,0000002653,000010,C,C
100,0000002653,000020,C,C
100,0000002653,000030,C,C
100,0000002653,000040,C,C
100,0000002654,000010,C,C
100,0000002654,000020,C,C
100,0000002654,000030,C,C
100,0000002655,000010,C,C
100,0000002655,000020,C,C
100,0000002655,000030,C,C
100,0000002655,000040,C,C
100,0000002656,000010,C,C
100,0000002656,000020,C,C
100,0000002657,000010,C,C
100,0000002657,000020,C,C
100,0000002658,000010,C,C
100,0000002658,000020,C,C
100,0000002658,000030,C,C
100,0000002659,000010,C,C
100,0000002659,000020,C,C
100,0000002659,000030,C,C
100,0000002660,000010,C,C
100,0000002660,000020,C,C
100,0000002661,000010,C,C
100,0000002661,000020,C,C
100,0000002661,000030,C,C
100,0000002662,000010,C,C
100,0000002662,000020,C,C
100,0000002662,000030,C,C
100,0000002663,000010,C,C
100,0000002663,000020,C,C
100,0000002663,000030,C,C
100,0000002664,000010,C,C
100,0000002664,000020,C,C
100,0000002665,000010,C,C
100,0000002665,000020,C,C
100,0000002666,000010,C,C
100,0000002666,000020,C,C
100,0000002666,000030,C,C
100,0000002666,000040,C,C
100,0000002667,000010,C,C
100,0000002667,000020,C,C
100,0000002668,000010,C,C
100,0000002668,000020,C,C
100,0000002669,000010,C,C
100,0000002669,000020,C,C
100,0000002669,000030,C,C
100,0000002669,000040,C,C
100,0000002670,000010,C,C
100,0000002670,000020,C,C
100,0000002671,000010,C,C
100,0000002671,000020,C,C
