MANDT,EBELN,EBELP,ETENR,EINDT,MENGE
100,4500002815,00010,0001,20230118,11447
100,4500002816,00010,0001,20221219,42374
100,4500002816,00020,0001,20221230,47876
100,4500002816,00030,0001,20221227,10019
100,4500002817,00010,0001,20230824,15701
100,4500002817,00020,0001,20230819,41028
100,4500002817,00030,0001,20230824,27722
100,4500002818,00010,0001,20220828,36641
100,4500002819,00010,0001,20250917,38113
100,4500002819,00020,0001,20250922,30230
100,4500002819,00030,0001,20250926,2947
100,4500002820,00010,0001,20250221,41456
100,4500002820,00020,0001,20250204,10593
100,4500002821,00010,0001,20251025,33913
100,4500002821,00020,0001,20251029,38201
100,4500002821,00030,0001,20251010,5486
100,4500002822,00010,0001,20220923,8362
100,4500002822,00020,0001,20221006,6827
100,4500002823,00010,0001,20230724,487
100,4500002823,00020,0001,20230726,920
100,4500002823,00030,0001,20230712,44247
100,4500002823,00040,0001,20230706,36100
100,4500002824,00010,0001,20240427,47251
100,4500002825,00010,0001,20240101,8321
100,4500002825,00020,0001,20231228,5249
100,4500002825,00030,0001,20231230,28886
100,4500002826,00010,0001,20250108,8449
100,4500002827,00010,0001,20220905,34554
100,4500002827,00020,0001,20220908,5801
100,4500002828,00010,0001,20251201,25930
100,4500002828,00020,0001,20251213,48891
100,4500002829,00010,0001,20221231,25110
100,4500002829,00020,0001,20230116,36713
100,4500002829,00030,0001,20230102,27756
100,4500002830,00010,0001,20240127,38792
100,4500002830,00020,0001,20240202,18325
100,4500002831,00010,0001,20251219,14666
100,4500002831,00020,0001,20251213,29275
100,4500002831,00030,0001,20251225,17635
100,4500002831,00040,0001,20251223,14923
100,4500002832,00010,0001,20220616,22867
100,4500002832,00020,0001,20220704,19683
100,4500002832,00030,0001,20220706,27395
100,4500002833,00010,0001,20230619,34640
100,4500002834,00010,0001,20240427,34461
100,4500002834,00020,0001,20240430,48125
100,4500002835,00010,0001,20240309,41534
100,4500002835,00020,0001,20240310,12925
100,4500002836,00010,0001,20240309,20830
100,4500002836,00020,0001,20240317,30320
100,4500002836,00030,0001,20240322,16345
100,4500002836,00040,0001,20240311,26131
100,4500002837,00010,0001,20220324,2180
100,4500002837,00020,0001,20220316,11206
100,4500002837,00030,0001,20220329,30096
100,4500002838,00010,0001,20251017,6025
100,4500002839,00010,0001,20240129,4775
100,4500002840,00010,0001,20230612,20171
100,4500002841,00010,0001,20250209,36517
100,4500002841,00020,0001,20250216,5650
100,4500002842,00010,0001,20250503,5663
100,4500002842,00020,0001,20250512,19037
100,4500002842,00030,0001,20250504,36389
100,4500002843,00010,0001,20240907,34627
100,4500002843,00020,0001,20240907,13152
100,4500002843,00030,0001,20240819,14557
100,4500002844,00010,0001,20230709,41424
100,4500002844,00020,0001,20230630,23653
100,4500002845,00010,0001,20231108,2960
100,4500002846,00010,0001,20230131,12452
100,4500002847,00010,0001,20250719,15321
100,4500002847,00020,0001,20250731,26536
100,4500002848,00010,0001,20220816,16742
100,4500002849,00010,0001,20240215,35303
100,4500002850,00010,0001,20230927,9833
100,4500002850,00020,0001,20230919,43758
100,4500002850,00030,0001,20230905,18467
100,4500002850,00040,0001,20230908,29487
100,4500002851,00010,0001,20250401,32205
100,4500002851,00020,0001,20250325,40901
100,4500002852,00010,0001,20230107,41833
100,4500002853,00010,0001,20220416,42611
100,4500002854,00010,0001,20230913,4847
100,4500002854,00020,0001,20230916,33285
100,4500002854,00030,0001,20231001,21685
100,4500002855,00010,0001,20241215,11611
100,4500002856,00010,0001,20250823,26204
100,4500002856,00020,0001,20250823,16455
100,4500002857,00010,0001,20251021,7675
100,4500002858,00010,0001,20230118,14652
100,4500002859,00010,0001,20250616,26252
100,4500002859,00020,0001,20250625,41251
100,4500002860,00010,0001,20240212,31114
100,4500002860,00020,0001,20240212,11462
100,4500002860,00030,0001,20240210,5825
100,4500002861,00010,0001,20240816,27773
100,4500002862,00010,0001,20241201,18691
100,4500002863,00010,0001,20250604,16604
100,4500002864,00010,0001,20250906,47272
100,4500002864,00020,0001,20250831,14198
100,4500002864,00030,0001,20250821,18669
100,4500002864,00040,0001,20250908,18208
100,4500002865,00010,0001,20230603,45934
100,4500002865,00020,0001,20230531,8126
100,4500002866,00010,0001,20231230,16472
100,4500002866,00020,0001,20240110,34982
100,4500002866,00030,0001,20240104,48425
100,4500002867,00010,0001,20251020,27403
100,4500002868,00010,0001,20250228,15079
100,4500002869,00010,0001,20240525,49874
100,4500002869,00020,0001,20240503,44020
100,4500002869,00030,0001,20240515,10705
100,4500002870,00010,0001,20220601,28174
100,4500002870,00020,0001,20220530,48862
100,4500002871,00010,0001,20220210,11952
100,4500002871,00020,0001,20220216,26486
100,4500002871,00030,0001,20220304,24039
100,4500002872,00010,0001,20240823,6785
100,4500002873,00010,0001,20240324,33179
100,4500002873,00020,0001,20240413,29437
100,4500002874,00010,0001,20220910,20270
100,4500002874,00020,0001,20220903,47089
100,4500002874,00030,0001,20220830,34653
100,4500002874,00040,0001,20220828,2353
100,4500002875,00010,0001,20240616,33108
100,4500002875,00020,0001,20240618,19619
100,4500002876,00010,0001,20240427,19647
100,4500002876,00020,0001,20240412,35162
100,4500002877,00010,0001,20250408,30728
100,4500002877,00020,0001,20250412,3286
100,4500002878,00010,0001,20230629,49899
100,4500002878,00020,0001,20230712,10010
100,4500002878,00030,0001,20230709,28528
100,4500002879,00010,0001,20231230,42330
100,4500002879,00020,0001,20231224,10378
100,4500002879,00030,0001,20240103,7439
100,4500002880,00010,0001,20251211,24580
100,4500002880,00020,0001,20251208,49639
100,4500002881,00010,0001,20221022,34862
100,4500002882,00010,0001,20230930,35387
100,4500002882,00020,0001,20230928,49527
100,4500002883,00010,0001,20220815,1332
100,4500002883,00020,0001,20220813,27604
100,4500002884,00010,0001,20230812,47076
100,4500002884,00020,0001,20230901,42124
100,4500002884,00030,0001,20230903,22869
100,4500002885,00010,0001,20240710,9186
100,4500002886,00010,0001,20250703,1036
100,4500002886,00020,0001,20250701,46798
100,4500002886,00030,0001,20250701,15267
100,4500002886,00040,0001,20250630,36981
100,4500002887,00010,0001,20230517,28244
100,4500002888,00010,0001,20250629,3020
100,4500002888,00020,0001,20250624,5885
100,4500002888,00030,0001,20250622,31994
100,4500002889,00010,0001,20230121,14787
100,4500002889,00020,0001,20230113,36674
100,4500002890,00010,0001,20231211,10490
100,4500002891,00010,0001,20230423,34864
100,4500002891,00020,0001,20230505,17968
100,4500002892,00010,0001,20250419,9880
100,4500002892,00020,0001,20250504,29204
100,4500002893,00010,0001,20230204,19211
100,4500002893,00020,0001,20230205,8311
100,4500002893,00030,0001,20230213,27362
100,4500002894,00010,0001,20220526,16344
100,4500002894,00020,0001,20220522,24850
100,4500002895,00010,0001,20231016,21480
100,4500002895,00020,0001,20231026,15968
100,4500002896,00010,0001,20230324,1400
100,4500002897,00010,0001,20240416,4740
100,4500002897,00020,0001,20240414,3950
100,4500002897,00030,0001,20240410,3553
100,4500002898,00010,0001,20231124,18821
100,4500002898,00020,0001,20231130,4661
100,4500002899,00010,0001,20240106,30132
100,4500002899,00020,0001,20231228,6643
100,4500002899,00030,0001,20231226,21072
100,4500002900,00010,0001,20221030,16679
100,4500002900,00020,0001,20221014,25393
100,4500002901,00010,0001,20240519,10760
100,4500002901,00020,0001,20240528,7653
100,4500002901,00030,0001,20240608,15317
100,4500002902,00010,0001,20220605,8649
100,4500002903,00010,0001,20220823,43787
100,4500002903,00020,0001,20220914,38316
100,4500002903,00030,0001,20220904,38544
100,4500002903,00040,0001,20220902,15172
100,4500002904,00010,0001,20251001,46399
100,4500002904,00020,0001,20250919,16528
100,4500002904,00030,0001,20251005,38224
100,4500002905,00010,0001,20221222,19799
100,4500002905,00020,0001,20221209,18532
100,4500002906,00010,0001,20260123,29158
100,4500002906,00020,0001,20260127,42472
100,4500002906,00030,0001,20260110,13183
100,4500002906,00040,0001,20260114,8659
100,4500002907,00010,0001,20240502,14408
100,4500002907,00020,0001,20240519,32045
100,4500002908,00010,0001,20240607,5318
100,4500002908,00020,0001,20240612,2211
100,4500002909,00010,0001,20251008,24980
100,4500002910,00010,0001,20220207,37344
100,4500002910,00020,0001,20220202,17397
100,4500002910,00030,0001,20220210,42931
100,4500002911,00010,0001,20220426,34503
100,4500002911,00020,0001,20220414,30432
100,4500002911,00030,0001,20220414,40112
100,4500002912,00010,0001,20250413,24089
100,4500002912,00020,0001,20250330,7407
100,4500002913,00010,0001,20240914,27506
100,4500002914,00010,0001,20240902,43593
100,4500002914,00020,0001,20240817,23158
100,4500002915,00010,0001,20220226,47240
100,4500002915,00020,0001,20220207,21473
100,4500002916,00010,0001,20251010,41590
100,4500002917,00010,0001,20220619,28862
100,4500002918,00010,0001,20240316,47538
100,4500002918,00020,0001,20240328,5275
100,4500002919,00010,0001,20241226,20355
100,4500002919,00020,0001,20250106,44585
100,4500002919,00030,0001,20250111,1518
100,4500002919,00040,0001,20241224,45919
100,4500002920,00010,0001,20230203,47459
100,4500002920,00020,0001,20230127,26771
100,4500002921,00010,0001,20231113,12715
100,4500002921,00020,0001,20231113,37718
100,4500002922,00010,0001,20221006,26143
100,4500002922,00020,0001,20221004,49610
100,4500002922,00030,0001,20221005,27862
100,4500002923,00010,0001,20230106,24577
100,4500002924,00010,0001,20240401,6652
100,4500002924,00020,0001,20240326,14532
100,4500002925,00010,0001,20251213,28716
100,4500002926,00010,0001,20220715,46873
100,4500002927,00010,0001,20250408,22119
100,4500002927,00020,0001,20250326,10195
100,4500002927,00030,0001,20250331,42930
100,4500002928,00010,0001,20221125,48086
100,4500002928,00020,0001,20221124,345
100,4500002928,00030,0001,20221120,11643
100,4500002928,00040,0001,20221124,46837
100,4500002929,00010,0001,20240730,20964
100,4500002930,00010,0001,20240217,42338
100,4500002930,00020,0001,20240211,6972
100,4500002931,00010,0001,20220818,32342
100,4500002932,00010,0001,20250722,41212
100,4500002932,00020,0001,20250718,39696
100,4500002932,00030,0001,20250729,44623
100,4500002933,00010,0001,20221125,24167
100,4500002933,00020,0001,20221122,1675
100,4500002934,00010,0001,20230111,14953
100,4500002934,00020,0001,20221231,29947
100,4500002934,00030,0001,20230113,25074
100,4500002935,00010,0001,20220921,38767
100,4500002935,00020,0001,20221001,19908
100,4500002935,00030,0001,20220927,29539
100,4500002935,00040,0001,20220913,29079
100,4500002936,00010,0001,20230526,9539
100,4500002936,00020,0001,20230519,41539
100,4500002936,00030,0001,20230604,48156
100,4500002937,00010,0001,20250708,6844
100,4500002937,00020,0001,20250723,21031
100,4500002937,00030,0001,20250716,33622
100,4500002938,00010,0001,20251001,37650
100,4500002938,00020,0001,20250927,35383
100,4500002939,00010,0001,20230421,49988
100,4500002939,00020,0001,20230503,33158
100,4500002940,00010,0001,20230421,35582
100,4500002940,00020,0001,20230429,34811
100,4500002941,00010,0001,20240316,42438
100,4500002942,00010,0001,20240413,8067
100,4500002942,00020,0001,20240331,3290
100,4500002942,00030,0001,20240409,44164
100,4500002943,00010,0001,20231213,4207
100,4500002943,00020,0001,20231201,10336
100,4500002943,00030,0001,20231127,48391
100,4500002944,00010,0001,20241222,30734
100,4500002944,00020,0001,20250108,21492
100,4500002945,00010,0001,20231112,30001
100,4500002945,00020,0001,20231028,37184
100,4500002946,00010,0001,20240405,45949
100,4500002946,00020,0001,20240403,747
100,4500002947,00010,0001,20241108,32641
100,4500002947,00020,0001,20241027,31931
100,4500002947,00030,0001,20241017,20985
100,4500002948,00010,0001,20220729,36942
100,4500002949,00010,0001,20230106,25372
100,4500002950,00010,0001,20260107,44049
100,4500002950,00020,0001,20260111,32786
100,4500002951,00010,0001,20251027,32167
100,4500002952,00010,0001,20220322,20789
100,4500002953,00010,0001,20220324,30886
100,4500002953,00020,0001,20220321,39357
100,4500002953,00030,0001,20220311,3151
100,4500002953,00040,0001,20220314,40928
100,4500002954,00010,0001,20220426,29898
100,4500002954,00020,0001,20220506,16795
100,4500002955,00010,0001,20230502,35211
100,4500002955,00020,0001,20230514,42461
100,4500002955,00030,0001,20230505,32836
100,4500002956,00010,0001,20230513,965
100,4500002956,00020,0001,20230509,19984
100,4500002957,00010,0001,20240509,31907
100,4500002957,00020,0001,20240508,19425
100,4500002958,00010,0001,20231218,24814
100,4500002958,00020,0001,20231222,19250
100,4500002958,00030,0001,20231229,49367
100,4500002958,00040,0001,20231225,29650
100,4500002959,00010,0001,20220726,23591
100,4500002960,00010,0001,20220406,539
100,4500002960,00020,0001,20220410,36534
100,4500002961,00010,0001,20231208,21755
100,4500002961,00020,0001,20231127,43388
100,4500002961,00030,0001,20231207,11956
100,4500002962,00010,0001,20250310,22923
100,4500002962,00020,0001,20250306,1491
100,4500002963,00010,0001,20230202,46359
100,4500002963,00020,0001,20230219,41063
100,4500002963,00030,0001,20230214,32146
100,4500002964,00010,0001,20220630,39254
100,4500002964,00020,0001,20220704,25917
100,4500002964,00030,0001,20220705,5615
100,4500002965,00010,0001,20230820,10439
100,4500002966,00010,0001,20220407,44643
100,4500002966,00020,0001,20220402,42115
100,4500002967,00010,0001,20230324,1403
100,4500002967,00020,0001,20230325,4375
100,4500002968,00010,0001,20241225,49425
100,4500002968,00020,0001,20241208,9583
100,4500002968,00030,0001,20241219,24288
100,4500002968,00040,0001,20241211,37275
100,4500002969,00010,0001,20260110,49676
100,4500002970,00010,0001,20230103,18252
100,4500002971,00010,0001,20220628,22884
100,4500002972,00010,0001,20220621,32943
100,4500002973,00010,0001,20230304,2619
100,4500002974,00010,0001,20240626,6215
100,4500002974,00020,0001,20240628,27429
100,4500002975,00010,0001,20240803,15814
100,4500002975,00020,0001,20240810,46092
100,4500002976,00010,0001,20230910,20582
100,4500002977,00010,0001,20220216,18102
100,4500002977,00020,0001,20220204,35778
100,4500002977,00030,0001,20220215,39893
100,4500002978,00010,0001,20230506,6032
100,4500002978,00020,0001,20230522,18805
100,4500002979,00010,0001,20241024,41013
100,4500002979,00020,0001,20241111,22631
100,4500002980,00010,0001,20240505,19362
100,4500002980,00020,0001,20240511,15393
100,4500002981,00010,0001,20230531,13945
100,4500002982,00010,0001,20220223,26919
100,4500002982,00020,0001,20220223,3067
100,4500002983,00010,0001,20250723,17862
100,4500002984,00010,0001,20250910,37466
100,4500002985,00010,0001,20230403,25662
100,4500002985,00020,0001,20230325,14857
100,4500002986,00010,0001,20250310,8822
100,4500002986,00020,0001,20250318,13443
100,4500002987,00010,0001,20230312,3731
100,4500002987,00020,0001,20230317,20390
100,4500002987,00030,0001,20230226,35747
100,4500002988,00010,0001,20240517,39916
100,4500002988,00020,0001,20240428,11999
100,4500002989,00010,0001,20240829,18566
100,4500002990,00010,0001,20230401,5970
100,4500002990,00020,0001,20230315,21663
100,4500002991,00010,0001,20250814,17431
100,4500002992,00010,0001,20240525,18043
100,4500002992,00020,0001,20240520,2902
100,4500002992,00030,0001,20240516,17596
100,4500002993,00010,0001,20241117,6420
100,4500002993,00020,0001,20241111,11145
100,4500002994,00010,0001,20240810,48454
100,4500002994,00020,0001,20240803,10683
100,4500002995,00010,0001,20220510,23669
100,4500002996,00010,0001,20240308,4964
100,4500002997,00010,0001,20240818,9925
100,4500002997,00020,0001,20240814,4064
100,4500002998,00010,0001,20231230,19638
100,4500002999,00010,0001,20220318,23281
100,4500002999,00020,0001,20220309,41554
100,4500003000,00010,0001,20221103,14094
100,4500003000,00020,0001,20221028,37831
100,4500003000,00030,0001,20221102,29537
100,4500003001,00010,0001,20250614,37344
100,4500003001,00020,0001,20250608,38321
100,4500003001,00030,0001,20250602,38675
100,4500003002,00010,0001,20251104,46708
100,4500003002,00020,0001,20251105,10141
100,4500003002,00030,0001,20251105,27373
100,4500003003,00010,0001,20250212,41033
100,4500003003,00020,0001,20250219,47159
100,4500003003,00030,0001,20250223,29033
100,4500003004,00010,0001,20240827,13377
100,4500003004,00020,0001,20240828,31521
100,4500003005,00010,0001,20241018,26678
100,4500003006,00010,0001,20240211,29318
100,4500003007,00010,0001,20240312,5372
100,4500003008,00010,0001,20221119,49590
100,4500003008,00020,0001,20221130,45794
100,4500003009,00010,0001,20220601,5942
100,4500003009,00020,0001,20220607,16378
100,4500003009,00030,0001,20220619,12894
100,4500003010,00010,0001,20231004,7738
100,4500003010,00020,0001,20230929,45223
100,4500003011,00010,0001,20250522,31057
100,4500003011,00020,0001,20250515,17019
100,4500003012,00010,0001,20241202,24218
100,4500003013,00010,0001,20250901,34281
100,4500003013,00020,0001,20250823,31418
100,4500003013,00030,0001,20250906,21819
100,4500003014,00010,0001,20220827,39986
100,4500003014,00020,0001,20220827,37868
100,4500003015,00010,0001,20220610,17678
100,4500003015,00020,0001,20220605,26904
100,4500003016,00010,0001,20231222,48371
100,4500003016,00020,0001,20240105,20321
100,4500003017,00010,0001,20230214,6251
100,4500003017,00020,0001,20230206,22257
100,4500003017,00030,0001,20230223,40610
100,4500003018,00010,0001,20231211,33237
100,4500003018,00020,0001,20231218,48436
100,4500003018,00030,0001,20231217,38612
100,4500003019,00010,0001,20220322,28667
100,4500003020,00010,0001,20260105,14160
100,4500003020,00020,0001,20251230,31699
100,4500003020,00030,0001,20260101,18752
100,4500003021,00010,0001,20230228,22072
100,4500003021,00020,0001,20230221,42241
100,4500003022,00010,0001,20230222,19707
100,4500003022,00020,0001,20230221,2250
100,4500003023,00010,0001,20231129,43679
100,4500003023,00020,0001,20231128,34613
100,4500003024,00010,0001,20250905,38021
100,4500003024,00020,0001,20250830,7238
100,4500003025,00010,0001,20241219,47901
100,4500003025,00020,0001,20241209,44253
100,4500003025,00030,0001,20241227,21915
100,4500003026,00010,0001,20241120,4389
100,4500003026,00020,0001,20241203,11163
100,4500003027,00010,0001,20240122,14339
100,4500003027,00020,0001,20240209,29566
100,4500003028,00010,0001,20260120,22888
100,4500003028,00020,0001,20260128,16931
100,4500003029,00010,0001,20240216,21729
100,4500003029,00020,0001,20240212,14474
100,4500003029,00030,0001,20240207,38925
100,4500003029,00040,0001,20240226,44574
100,4500003030,00010,0001,20250310,41676
100,4500003030,00020,0001,20250313,47803
100,4500003030,00030,0001,20250310,1520
100,4500003030,00040,0001,20250303,2756
100,4500003031,00010,0001,20241125,1341
100,4500003031,00020,0001,20241121,31702
100,4500003032,00010,0001,20250704,46393
100,4500003033,00010,0001,20240322,40597
100,4500003033,00020,0001,20240321,40893
100,4500003034,00010,0001,20230429,39805
100,4500003035,00010,0001,20230523,35834
100,4500003035,00020,0001,20230518,48484
100,4500003036,00010,0001,20221215,28961
100,4500003036,00020,0001,20221208,30047
100,4500003037,00010,0001,20240326,13752
100,4500003038,00010,0001,20241216,28386
100,4500003039,00010,0001,20240314,1879
100,4500003039,00020,0001,20240310,41305
100,4500003039,00030,0001,20240301,33728
100,4500003040,00010,0001,20231027,15721
100,4500003040,00020,0001,20231024,14804
100,4500003041,00010,0001,20220820,24798
100,4500003041,00020,0001,20220807,27193
100,4500003042,00010,0001,20241207,46219
100,4500003042,00020,0001,20241124,39428
100,4500003043,00010,0001,20251213,38515
100,4500003043,00020,0001,20251223,1367
100,4500003043,00030,0001,20251210,19102
100,4500003043,00040,0001,20251214,28536
100,4500003044,00010,0001,20240803,5597
100,4500003045,00010,0001,20230309,41243
100,4500003046,00010,0001,20220426,28827
100,4500003047,00010,0001,20250326,15789
100,4500003048,00010,0001,20240610,19104
100,4500003048,00020,0001,20240613,13375
100,4500003049,00010,0001,20230119,5975
100,4500003049,00020,0001,20230127,29690
100,4500003049,00030,0001,20230122,38067
100,4500003050,00010,0001,20241224,25914
100,4500003050,00020,0001,20241225,25679
100,4500003050,00030,0001,20250104,29554
100,4500003051,00010,0001,20250727,29825
100,4500003051,00020,0001,20250730,33633
100,4500003052,00010,0001,20251025,31601
100,4500003052,00020,0001,20251107,40488
100,4500003053,00010,0001,20250202,38129
100,4500003054,00010,0001,20221007,20015
100,4500003054,00020,0001,20221002,29216
100,4500003055,00010,0001,20220627,48564
100,4500003056,00010,0001,20251207,25294
100,4500003056,00020,0001,20251212,42089
100,4500003056,00030,0001,20251126,3815
100,4500003056,00040,0001,20251210,22046
100,4500003057,00010,0001,20230322,34507
100,4500003057,00020,0001,20230322,12373
100,4500003057,00030,0001,20230402,27387
100,4500003058,00010,0001,20251117,46744
100,4500003058,00020,0001,20251111,27408
100,4500003058,00030,0001,20251109,21295
100,4500003059,00010,0001,20240906,8217
100,4500003059,00020,0001,20240923,2529
100,4500003060,00010,0001,20250919,7463
100,4500003060,00020,0001,20250918,39064
100,4500003061,00010,0001,20230728,20740
100,4500003062,00010,0001,20220405,49441
100,4500003062,00020,0001,20220410,9978
100,4500003063,00010,0001,20240413,35461
100,4500003063,00020,0001,20240327,37474
100,4500003063,00030,0001,20240322,7132
100,4500003063,00040,0001,20240408,5187
100,4500003064,00010,0001,20220620,31754
100,4500003064,00020,0001,20220609,26001
100,4500003064,00030,0001,20220626,22677
100,4500003065,00010,0001,20231214,25192
100,4500003066,00010,0001,20230124,35863
100,4500003066,00020,0001,20230109,48895
100,4500003066,00030,0001,20230127,34259
100,4500003067,00010,0001,20250521,47119
100,4500003067,00020,0001,20250519,19140
100,4500003067,00030,0001,20250505,23244
100,4500003068,00010,0001,20230225,31896
100,4500003069,00010,0001,20220211,42170
100,4500003070,00010,0001,20230808,4949
100,4500003071,00010,0001,20250730,46353
100,4500003071,00020,0001,20250728,8548
100,4500003071,00030,0001,20250730,20692
100,4500003072,00010,0001,20220823,10793
100,4500003072,00020,0001,20220817,17535
100,4500003072,00030,0001,20220813,37720
100,4500003073,00010,0001,20240129,37959
100,4500003073,00020,0001,20240127,46127
100,4500003073,00030,0001,20240211,5715
100,4500003074,00010,0001,20230531,24879
100,4500003074,00020,0001,20230517,47114
100,4500003074,00030,0001,20230607,45166
100,4500003075,00010,0001,20230911,10125
100,4500003075,00020,0001,20230906,32251
100,4500003075,00030,0001,20230927,13834
100,4500003075,00040,0001,20230914,363
100,4500003076,00010,0001,20250331,36421
100,4500003077,00010,0001,20240224,14995
100,4500003077,00020,0001,20240211,39603
100,4500003078,00010,0001,20220206,16434
100,4500003078,00020,0001,20220127,44916
100,4500003078,00030,0001,20220214,32179
100,4500003079,00010,0001,20260113,20352
100,4500003079,00020,0001,20260110,28077
100,4500003079,00030,0001,20260118,37064
100,4500003080,00010,0001,20230104,31777
100,4500003081,00010,0001,20250511,37546
100,4500003081,00020,0001,20250512,29560
100,4500003081,00030,0001,20250501,48759
100,4500003082,00010,0001,20220403,28563
100,4500003082,00020,0001,20220328,11208
100,4500003082,00030,0001,20220311,36441
100,4500003083,00010,0001,20240309,912
100,4500003083,00020,0001,20240315,16930
100,4500003083,00030,0001,20240323,28186
100,4500003084,00010,0001,20220908,273
100,4500003085,00010,0001,20241210,21946
100,4500003085,00020,0001,20241119,22708
100,4500003085,00030,0001,20241205,17444
100,4500003086,00010,0001,20230817,17090
100,4500003086,00020,0001,20230816,13869
100,4500003086,00030,0001,20230810,32474
100,4500003086,00040,0001,20230814,7259
100,4500003087,00010,0001,20250714,35516
100,4500003087,00020,0001,20250707,5092
100,4500003088,00010,0001,20221205,29239
100,4500003088,00020,0001,20221204,23830
100,4500003089,00010,0001,20230316,26974
100,4500003089,00020,0001,20230328,21735
100,4500003090,00010,0001,20220117,42809
100,4500003090,00020,0001,20220206,46222
100,4500003090,00030,0001,20220203,4857
100,4500003091,00010,0001,20230722,9561
100,4500003091,00020,0001,20230802,48898
100,4500003092,00010,0001,20220801,2402
100,4500003093,00010,0001,20230111,34099
100,4500003094,00010,0001,20260113,20028
100,4500003094,00020,0001,20260114,29107
100,4500003094,00030,0001,20260124,1435
100,4500003095,00010,0001,20260120,9362
100,4500003096,00010,0001,20240817,40386
100,4500003097,00010,0001,20240320,27752
100,4500003097,00020,0001,20240406,12186
100,4500003097,00030,0001,20240324,44928
100,4500003097,00040,0001,20240314,3406
100,4500003098,00010,0001,20230510,11911
100,4500003098,00020,0001,20230505,7830
100,4500003098,00030,0001,20230517,30613
100,4500003098,00040,0001,20230515,29265
100,4500003099,00010,0001,20250502,18770
100,4500003099,00020,0001,20250413,43284
100,4500003099,00030,0001,20250423,42699
100,4500003100,00010,0001,20231102,44594
100,4500003101,00010,0001,20230508,39409
100,4500003101,00020,0001,20230527,37445
100,4500003102,00010,0001,20251104,16023
100,4500003102,00020,0001,20251028,22042
100,4500003103,00010,0001,20220309,10362
100,4500003103,00020,0001,20220309,28937
100,4500003104,00010,0001,20220519,15102
100,4500003105,00010,0001,20220717,18505
100,4500003105,00020,0001,20220716,46989
100,4500003105,00030,0001,20220707,24118
100,4500003106,00010,0001,20240109,18238
100,4500003106,00020,0001,20240110,29076
100,4500003107,00010,0001,20220205,9706
100,4500003107,00020,0001,20220203,42874
100,4500003108,00010,0001,20220125,3837
100,4500003109,00010,0001,20230106,48687
100,4500003110,00010,0001,20230203,535
100,4500003110,00020,0001,20230215,45367
100,4500003110,00030,0001,20230125,40252
100,4500003110,00040,0001,20230210,13459
100,4500003111,00010,0001,20221003,37944
100,4500003111,00020,0001,20221001,19402
100,4500003112,00010,0001,20220811,34361
100,4500003112,00020,0001,20220813,23414
100,4500003112,00030,0001,20220808,23200
100,4500003113,00010,0001,20230217,32009
100,4500003113,00020,0001,20230218,32779
100,4500003114,00010,0001,20250330,25782
100,4500003114,00020,0001,20250404,30032
100,4500003115,00010,0001,20240228,37741
100,4500003116,00010,0001,20250814,45069
100,4500003116,00020,0001,20250815,39355
100,4500003117,00010,0001,20220207,20431
100,4500003117,00020,0001,20220214,34796
100,4500003117,00030,0001,20220213,43964
100,4500003118,00010,0001,20220814,41814
100,4500003118,00020,0001,20220801,36576
100,4500003119,00010,0001,20221227,43196
100,4500003119,00020,0001,20230102,18614
100,4500003120,00010,0001,20220211,36713
100,4500003121,00010,0001,20250620,35421
100,4500003121,00020,0001,20250621,22084
100,4500003121,00030,0001,20250628,41901
100,4500003122,00010,0001,20250101,39665
100,4500003122,00020,0001,20250108,25849
100,4500003122,00030,0001,20250112,14562
100,4500003123,00010,0001,20220515,9989
100,4500003124,00010,0001,20250729,27247
100,4500003124,00020,0001,20250722,13695
100,4500003125,00010,0001,20240719,7904
100,4500003125,00020,0001,20240714,43660
100,4500003126,00010,0001,20250821,14778
100,4500003127,00010,0001,20250619,16209
100,4500003128,00010,0001,20231109,24183
100,4500003128,00020,0001,20231114,6795
100,4500003129,00010,0001,20240905,9967
100,4500003129,00020,0001,20240824,29001
100,4500003130,00010,0001,20240610,13518
100,4500003130,00020,0001,20240607,13666
100,4500003131,00010,0001,20251228,6816
100,4500003131,00020,0001,20251227,16671
100,4500003132,00010,0001,20240819,18443
100,4500003132,00020,0001,20240901,16253
100,4500003132,00030,0001,20240809,11522
100,4500003132,00040,0001,20240819,49455
100,4500003133,00010,0001,20221029,35747
100,4500003133,00020,0001,20221021,31804
100,4500003134,00010,0001,20220515,5509
100,4500003134,00020,0001,20220507,19739
100,4500003135,00010,0001,20231123,3352
100,4500003135,00020,0001,20231202,20278
100,4500003135,00030,0001,20231117,24909
100,4500003136,00010,0001,20230611,40983
100,4500003136,00020,0001,20230609,20471
100,4500003137,00010,0001,20230704,20340
100,4500003137,00020,0001,20230629,31283
100,4500003137,00030,0001,20230626,39047
100,4500003138,00010,0001,20220728,49525
100,4500003138,00020,0001,20220815,42121
100,4500003138,00030,0001,20220731,17708
100,4500003138,00040,0001,20220805,8678
100,4500003139,00010,0001,20240213,19194
100,4500003139,00020,0001,20240303,36600
100,4500003139,00030,0001,20240214,39600
100,4500003140,00010,0001,20240517,7713
100,4500003140,00020,0001,20240515,3093
100,4500003141,00010,0001,20221217,38590
100,4500003141,00020,0001,20221206,35471
100,4500003142,00010,0001,20250116,26354
100,4500003143,00010,0001,20250912,29449
100,4500003143,00020,0001,20250925,10002
100,4500003144,00010,0001,20231114,9027
100,4500003145,00010,0001,20230901,9214
