MANDT,AUFPL,APLZL,VORNR,ARBID,WERKS
100,0000000555,00000001,0010,00000001,0005
100,0000000555,00000002,0020,00000002,0005
100,0000000556,00000001,0010,00000001,0006
100,0000000556,00000002,0020,00000002,0006
100,0000000557,00000001,0010,00000001,0007
100,0000000557,00000002,0020,00000002,0007
100,0000000558,00000001,0010,00000001,0008
100,0000000558,00000002,0020,00000002,0008
100,0000000559,00000001,0010,00000001,0009
100,0000000559,00000002,0020,00000002,0009
100,0000000560,00000001,0010,00000001,0010
100,0000000560,00000002,0020,00000002,0010
100,0000000560,00000003,0030,00000003,0010
100,0000000561,00000001,0010,00000001,0001
100,0000000561,00000002,0020,00000002,0001
100,0000000561,00000003,0030,00000003,0001
100,0000000561,00000004,0040,00000004,0001
100,0000000562,00000001,0010,00000001,0002
100,0000000562,00000002,0020,00000002,0002
100,0000000563,00000001,0010,00000001,0003
100,0000000563,00000002,0020,00000002,0003
100,0000000564,00000001,0010,00000001,0004
100,0000000564,00000002,0020,00000002,0004
100,0000000564,00000003,0030,00000003,0004
100,0000000565,00000001,0010,00000001,0005
100,0000000565,00000002,0020,00000002,0005
100,0000000565,00000003,0030,00000003,0005
100,0000000565,00000004,0040,00000004,0005
100,0000000566,00000001,0010,00000001,0006
100,0000000566,00000002,0020,00000002,0006
100,0000000566,00000003,0030,00000003,0006
100,0000000567,00000001,0010,00000001,0007
100,0000000567,00000002,0020,00000002,0007
100,0000000567,00000003,0030,00000003,0007
100,0000000568,00000001,0010,00000001,0008
100,0000000568,00000002,0020,00000002,0008
100,0000000568,00000003,0030,00000003,0008
100,0000000568,00000004,0040,00000004,0008
100,0000000569,00000001,0010,00000001,0009
100,0000000569,00000002,0020,00000002,0009
100,0000000569,00000003,0030,00000003,0009
100,0000000570,00000001,0010,00000001,0010
100,0000000570,00000002,0020,00000002,0010
100,0000000570,00000003,0030,00000003,0010
100,0000000571,00000001,0010,00000001,0001
100,0000000571,00000002,0020,00000002,0001
100,0000000571,00000003,0030,00000003,0001
100,0000000572,00000001,0010,00000001,0002
100,0000000572,00000002,0020,00000002,0002
100,0000000572,00000003,0030,00000003,0002
100,0000000572,00000004,0040,00000004,0002
100,0000000573,00000001,0010,00000001,0003
100,0000000573,00000002,0020,00000002,0003
100,0000000574,00000001,0010,00000001,0004
100,0000000574,00000002,0020,00000002,0004
100,0000000574,00000003,0030,00000003,0004
100,0000000575,00000001,0010,00000001,0005
100,0000000575,00000002,0020,00000002,0005
100,0000000576,00000001,0010,00000001,0006
100,0000000576,00000002,0020,00000002,0006
100,0000000576,00000003,0030,00000003,0006
100,0000000576,00000004,0040,00000004,0006
100,0000000577,00000001,0010,00000001,0007
100,0000000577,00000002,0020,00000002,0007
100,0000000577,00000003,0030,00000003,0007
100,0000000577,00000004,0040,00000004,0007
100,0000000578,00000001,0010,00000001,0008
100,0000000578,00000002,0020,00000002,0008
100,0000000578,00000003,0030,00000003,0008
100,0000000579,00000001,0010,00000001,0009
100,0000000579,00000002,0020,00000002,0009
100,0000000579,00000003,0030,00000003,0009
100,0000000580,00000001,0010,00000001,0010
100,0000000580,00000002,0020,00000002,0010
100,0000000580,00000003,0030,00000003,0010
100,0000000581,00000001,0010,00000001,0001
100,0000000581,00000002,0020,00000002,0001
100,0000000582,00000001,0010,00000001,0002
100,0000000582,00000002,0020,00000002,0002
100,0000000582,00000003,0030,00000003,0002
100,0000000582,00000004,0040,00000004,0002
100,0000000583,00000001,0010,00000001,0003
100,0000000583,00000002,0020,00000002,0003
100,0000000583,00000003,0030,00000003,0003
100,0000000584,00000001,0010,00000001,0004
100,0000000584,00000002,0020,00000002,0004
100,0000000584,00000003,0030,00000003,0004
100,0000000584,00000004,0040,00000004,0004
100,0000000585,00000001,0010,00000001,0005
100,0000000585,00000002,0020,00000002,0005
100,0000000585,00000003,0030,00000003,0005
100,0000000585,00000004,0040,00000004,0005
100,0000000586,00000001,0010,00000001,0006
100,0000000586,00000002,0020,00000002,0006
100,0000000586,00000003,0030,00000003,0006
100,0000000587,00000001,0010,00000001,0007
100,0000000587,00000002,0020,00000002,0007
100,0000000588,00000001,0010,00000001,0008
100,0000000588,00000002,0020,00000002,0008
100,0000000588,00000003,0030,00000003,0008
100,0000000588,00000004,0040,00000004,0008
100,0000000589,00000001,0010,00000001,0009
100,0000000589,00000002,0020,00000002,0009
100,0000000589,00000003,0030,00000003,0009
100,0000000590,00000001,0010,00000001,0010
100,0000000590,00000002,0020,00000002,0010
100,0000000590,00000003,0030,00000003,0010
100,0000000591,00000001,0010,00000001,0001
100,0000000591,00000002,0020,00000002,0001
100,0000000591,00000003,0030,00000003,0001
100,0000000592,00000001,0010,00000001,0002
100,0000000592,00000002,0020,00000002,0002
100,0000000592,00000003,0030,00000003,0002
100,0000000592,00000004,0040,00000004,0002
100,0000000593,00000001,0010,00000001,0003
100,0000000593,00000002,0020,00000002,0003
100,0000000593,00000003,0030,00000003,0003
100,0000000594,00000001,0010,00000001,0004
100,0000000594,00000002,0020,00000002,0004
100,0000000595,00000001,0010,00000001,0005
100,0000000595,00000002,0020,00000002,0005
100,0000000595,00000003,0030,00000003,0005
100,0000000596,00000001,0010,00000001,0006
100,0000000596,00000002,0020,00000002,0006
100,0000000596,00000003,0030,00000003,0006
100,0000000597,00000001,0010,00000001,0007
100,0000000597,00000002,0020,00000002,0007
100,0000000598,00000001,0010,00000001,0008
100,0000000598,00000002,0020,00000002,0008
100,0000000598,00000003,0030,00000003,0008
100,0000000599,00000001,0010,00000001,0009
100,0000000599,00000002,0020,00000002,0009
100,0000000600,00000001,0010,00000001,0010
100,0000000600,00000002,0020,00000002,0010
100,0000000601,00000001,0010,00000001,0001
100,0000000601,00000002,0020,00000002,0001
100,0000000601,00000003,0030,00000003,0001
100,0000000601,00000004,0040,00000004,0001
100,0000000602,00000001,0010,00000001,0002
100,0000000602,00000002,0020,00000002,0002
100,0000000603,00000001,0010,00000001,0003
100,0000000603,00000002,0020,00000002,0003
100,0000000603,00000003,0030,00000003,0003
100,0000000604,00000001,0010,00000001,0004
100,0000000604,00000002,0020,00000002,0004
100,0000000605,00000001,0010,00000001,0005
100,0000000605,00000002,0020,00000002,0005
100,0000000605,00000003,0030,00000003,0005
100,0000000605,00000004,0040,00000004,0005
100,0000000606,00000001,0010,00000001,0006
100,0000000606,00000002,0020,00000002,0006
100,0000000607,00000001,0010,00000001,0007
100,0000000607,00000002,0020,00000002,0007
100,0000000607,00000003,0030,00000003,0007
100,0000000608,00000001,0010,00000001,0008
100,0000000608,00000002,0020,00000002,0008
100,0000000609,00000001,0010,00000001,0009
100,0000000609,00000002,0020,00000002,0009
100,0000000610,00000001,0010,00000001,0010
100,0000000610,00000002,0020,00000002,0010
100,0000000610,00000003,0030,00000003,0010
100,0000000611,00000001,0010,00000001,0001
100,0000000611,00000002,0020,00000002,0001
100,0000000611,00000003,0030,00000003,0001
100,0000000611,00000004,0040,00000004,0001
100,0000000612,00000001,0010,00000001,0002
100,0000000612,00000002,0020,00000002,0002
100,0000000613,00000001,0010,00000001,0003
100,0000000613,00000002,0020,00000002,0003
100,0000000613,00000003,0030,00000003,0003
100,0000000613,00000004,0040,00000004,0003
100,0000000614,00000001,0010,00000001,0004
100,0000000614,00000002,0020,00000002,0004
100,0000000615,00000001,0010,00000001,0005
100,0000000615,00000002,0020,00000002,0005
100,0000000615,00000003,0030,00000003,0005
100,0000000615,00000004,0040,00000004,0005
100,0000000616,00000001,0010,00000001,0006
100,0000000616,00000002,0020,00000002,0006
100,0000000617,00000001,0010,00000001,0007
100,0000000617,00000002,0020,00000002,0007
100,0000000617,00000003,0030,00000003,0007
100,0000000617,00000004,0040,00000004,0007
100,0000000618,00000001,0010,00000001,0008
100,0000000618,00000002,0020,00000002,0008
100,0000000618,00000003,0030,00000003,0008
100,0000000618,00000004,0040,00000004,0008
100,0000000619,00000001,0010,00000001,0009
100,0000000619,00000002,0020,00000002,0009
100,0000000619,00000003,0030,00000003,0009
100,0000000619,00000004,0040,00000004,0009
100,0000000620,00000001,0010,00000001,0010
100,0000000620,00000002,0020,00000002,0010
100,0000000620,00000003,0030,00000003,0010
100,0000000621,00000001,0010,00000001,0001
100,0000000621,00000002,0020,00000002,0001
100,0000000621,00000003,0030,00000003,0001
100,0000000622,00000001,0010,00000001,0002
100,0000000622,00000002,0020,00000002,0002
100,0000000623,00000001,0010,00000001,0003
100,0000000623,00000002,0020,00000002,0003
100,0000000623,00000003,0030,00000003,0003
100,0000000623,00000004,0040,00000004,0003
100,0000000624,00000001,0010,00000001,0004
100,0000000624,00000002,0020,00000002,0004
100,0000000625,00000001,0010,00000001,0005
100,0000000625,00000002,0020,00000002,0005
100,0000000626,00000001,0010,00000001,0006
100,0000000626,00000002,0020,00000002,0006
100,0000000626,00000003,0030,00000003,0006
100,0000000626,00000004,0040,00000004,0006
100,0000000627,00000001,0010,00000001,0007
100,0000000627,00000002,0020,00000002,0007
100,0000000628,00000001,0010,00000001,0008
100,0000000628,00000002,0020,00000002,0008
100,0000000628,00000003,0030,00000003,0008
100,0000000629,00000001,0010,00000001,0009
100,0000000629,00000002,0020,00000002,0009
100,0000000629,00000003,0030,00000003,0009
100,0000000630,00000001,0010,00000001,0010
100,0000000630,00000002,0020,00000002,0010
100,0000000630,00000003,0030,00000003,0010
100,0000000630,00000004,0040,00000004,0010
100,0000000631,00000001,0010,00000001,0001
100,0000000631,00000002,0020,00000002,0001
100,0000000632,00000001,0010,00000001,0002
100,0000000632,00000002,0020,00000002,0002
100,0000000632,00000003,0030,00000003,0002
100,0000000632,00000004,0040,00000004,0002
100,0000000633,00000001,0010,00000001,0003
100,0000000633,00000002,0020,00000002,0003
100,0000000633,00000003,0030,00000003,0003
100,0000000634,00000001,0010,00000001,0004
100,0000000634,00000002,0020,00000002,0004
100,0000000634,00000003,0030,00000003,0004
100,0000000635,00000001,0010,00000001,0005
100,0000000635,00000002,0020,00000002,0005
100,0000000635,00000003,0030,00000003,0005
100,0000000635,00000004,0040,00000004,0005
100,0000000636,00000001,0010,00000001,0006
100,0000000636,00000002,0020,00000002,0006
100,0000000636,00000003,0030,00000003,0006
100,0000000636,00000004,0040,00000004,0006
100,0000000637,00000001,0010,00000001,0007
100,0000000637,00000002,0020,00000002,0007
100,0000000637,00000003,0030,00000003,0007
100,0000000637,00000004,0040,00000004,0007
100,0000000638,00000001,0010,00000001,0008
100,0000000638,00000002,0020,00000002,0008
100,0000000638,00000003,0030,00000003,0008
100,0000000638,00000004,0040,00000004,0008
100,0000000639,00000001,0010,00000001,0009
100,0000000639,00000002,0020,00000002,0009
100,0000000639,00000003,0030,00000003,0009
100,0000000639,00000004,0040,00000004,0009
100,0000000640,00000001,0010,00000001,0010
100,0000000640,00000002,0020,00000002,0010
100,0000000640,00000003,0030,00000003,0010
100,0000000640,00000004,0040,00000004,0010
100,0000000641,00000001,0010,00000001,0001
100,0000000641,00000002,0020,00000002,0001
100,0000000641,00000003,0030,00000003,0001
100,0000000642,00000001,0010,00000001,0002
100,0000000642,00000002,0020,00000002,0002
100,0000000642,00000003,0030,00000003,0002
100,0000000642,00000004,0040,00000004,0002
100,0000000643,00000001,0010,00000001,0003
100,0000000643,00000002,0020,00000002,0003
100,0000000644,00000001,0010,00000001,0004
100,0000000644,00000002,0020,00000002,0004
100,0000000644,00000003,0030,00000003,0004
100,0000000645,00000001,0010,00000001,0005
100,0000000645,00000002,0020,00000002,0005
100,0000000645,00000003,0030,00000003,0005
100,0000000645,00000004,0040,00000004,0005
100,0000000646,00000001,0010,00000001,0006
100,0000000646,00000002,0020,00000002,0006
100,0000000646,00000003,0030,00000003,0006
100,0000000647,00000001,0010,00000001,0007
100,0000000647,00000002,0020,00000002,0007
100,0000000648,00000001,0010,00000001,0008
100,0000000648,00000002,0020,00000002,0008
100,0000000648,00000003,0030,00000003,0008
100,0000000649,00000001,0010,00000001,0009
100,0000000649,00000002,0020,00000002,0009
100,0000000650,00000001,0010,00000001,0010
100,0000000650,00000002,0020,00000002,0010
100,0000000650,00000003,0030,00000003,0010
100,0000000650,00000004,0040,00000004,0010
100,0000000651,00000001,0010,00000001,0001
100,0000000651,00000002,0020,00000002,0001
100,0000000651,00000003,0030,00000003,0001
100,0000000651,00000004,0040,00000004,0001
100,0000000652,00000001,0010,00000001,0002
100,0000000652,00000002,0020,00000002,0002
100,0000000652,00000003,0030,00000003,0002
100,0000000653,00000001,0010,00000001,0003
100,0000000653,00000002,0020,00000002,0003
100,0000000653,00000003,0030,00000003,0003
100,0000000653,00000004,0040,00000004,0003
100,0000000654,00000001,0010,00000001,0004
100,0000000654,00000002,0020,00000002,0004
100,0000000655,00000001,0010,00000001,0005
100,0000000655,00000002,0020,00000002,0005
100,0000000655,00000003,0030,00000003,0005
100,0000000656,00000001,0010,00000001,0006
100,0000000656,00000002,0020,00000002,0006
100,0000000656,00000003,0030,00000003,0006
100,0000000657,00000001,0010,00000001,0007
100,0000000657,00000002,0020,00000002,0007
100,0000000657,00000003,0030,00000003,0007
100,0000000658,00000001,0010,00000001,0008
100,0000000658,00000002,0020,00000002,0008
100,0000000658,00000003,0030,00000003,0008
100,0000000658,00000004,0040,00000004,0008
100,0000000659,00000001,0010,00000001,0009
100,0000000659,00000002,0020,00000002,0009
100,0000000659,00000003,0030,00000003,0009
100,0000000660,00000001,0010,00000001,0010
100,0000000660,00000002,0020,00000002,0010
100,0000000661,00000001,0010,00000001,0001
100,0000000661,00000002,0020,00000002,0001
100,0000000662,00000001,0010,00000001,0002
100,0000000662,00000002,0020,00000002,0002
100,0000000662,00000003,0030,00000003,0002
100,0000000663,00000001,0010,00000001,0003
100,0000000663,00000002,0020,00000002,0003
100,0000000664,00000001,0010,00000001,0004
100,0000000664,00000002,0020,00000002,0004
100,0000000664,00000003,0030,00000003,0004
100,0000000665,00000001,0010,00000001,0005
100,0000000665,00000002,0020,00000002,0005
100,0000000665,00000003,0030,00000003,0005
100,0000000666,00000001,0010,00000001,0006
100,0000000666,00000002,0020,00000002,0006
100,0000000667,00000001,0010,00000001,0007
100,0000000667,00000002,0020,00000002,0007
100,0000000667,00000003,0030,00000003,0007
100,0000000667,00000004,0040,00000004,0007
100,0000000668,00000001,0010,00000001,0008
100,0000000668,00000002,0020,00000002,0008
100,0000000669,00000001,0010,00000001,0009
100,0000000669,00000002,0020,00000002,0009
100,0000000669,00000003,0030,00000003,0009
100,0000000670,00000001,0010,00000001,0010
100,0000000670,00000002,0020,00000002,0010
100,0000000671,00000001,0010,00000001,0001
100,0000000671,00000002,0020,00000002,0001
100,0000000671,00000003,0030,00000003,0001
100,0000000672,00000001,0010,00000001,0002
100,0000000672,00000002,0020,00000002,0002
100,0000000673,00000001,0010,00000001,0003
100,0000000673,00000002,0020,00000002,0003
100,0000000674,00000001,0010,00000001,0004
100,0000000674,00000002,0020,00000002,0004
100,0000000675,00000001,0010,00000001,0005
100,0000000675,00000002,0020,00000002,0005
100,0000000676,00000001,0010,00000001,0006
100,0000000676,00000002,0020,00000002,0006
100,0000000677,00000001,0010,00000001,0007
100,0000000677,00000002,0020,00000002,0007
100,0000000677,00000003,0030,00000003,0007
100,0000000677,00000004,0040,00000004,0007
100,0000000678,00000001,0010,00000001,0008
100,0000000678,00000002,0020,00000002,0008
100,0000000678,00000003,0030,00000003,0008
100,0000000678,00000004,0040,00000004,0008
100,0000000679,00000001,0010,00000001,0009
100,0000000679,00000002,0020,00000002,0009
100,0000000679,00000003,0030,00000003,0009
100,0000000680,00000001,0010,00000001,0010
100,0000000680,00000002,0020,00000002,0010
100,0000000681,00000001,0010,00000001,0001
100,0000000681,00000002,0020,00000002,0001
100,0000000682,00000001,0010,00000001,0002
100,0000000682,00000002,0020,00000002,0002
100,0000000682,00000003,0030,00000003,0002
100,0000000682,00000004,0040,00000004,0002
100,0000000683,00000001,0010,00000001,0003
100,0000000683,00000002,0020,00000002,0003
100,0000000684,00000001,0010,00000001,0004
100,0000000684,00000002,0020,00000002,0004
100,0000000684,00000003,0030,00000003,0004
100,0000000684,00000004,0040,00000004,0004
100,0000000685,00000001,0010,00000001,0005
100,0000000685,00000002,0020,00000002,0005
100,0000000685,00000003,0030,00000003,0005
100,0000000685,00000004,0040,00000004,0005
100,0000000686,00000001,0010,00000001,0006
100,0000000686,00000002,0020,00000002,0006
100,0000000686,00000003,0030,00000003,0006
100,0000000687,00000001,0010,00000001,0007
100,0000000687,00000002,0020,00000002,0007
100,0000000687,00000003,0030,00000003,0007
100,0000000687,00000004,0040,00000004,0007
100,0000000688,00000001,0010,00000001,0008
100,0000000688,00000002,0020,00000002,0008
100,0000000688,00000003,0030,00000003,0008
100,0000000689,00000001,0010,00000001,0009
100,0000000689,00000002,0020,00000002,0009
100,0000000689,00000003,0030,00000003,0009
100,0000000689,00000004,0040,00000004,0009
100,0000000690,00000001,0010,00000001,0010
100,0000000690,00000002,0020,00000002,0010
100,0000000691,00000001,0010,00000001,0001
100,0000000691,00000002,0020,00000002,0001
100,0000000692,00000001,0010,00000001,0002
100,0000000692,00000002,0020,00000002,0002
100,0000000692,00000003,0030,00000003,0002
100,0000000693,00000001,0010,00000001,0003
100,0000000693,00000002,0020,00000002,0003
100,0000000693,00000003,0030,00000003,0003
100,0000000693,00000004,0040,00000004,0003
100,0000000694,00000001,0010,00000001,0004
100,0000000694,00000002,0020,00000002,0004
100,0000000695,00000001,0010,00000001,0005
100,0000000695,00000002,0020,00000002,0005
100,0000000696,00000001,0010,00000001,0006
100,0000000696,00000002,0020,00000002,0006
100,0000000696,00000003,0030,00000003,0006
100,0000000696,00000004,0040,00000004,0006
100,0000000697,00000001,0010,00000001,0007
100,0000000697,00000002,0020,00000002,0007
100,0000000697,00000003,0030,00000003,0007
100,0000000697,00000004,0040,00000004,0007
100,0000000698,00000001,0010,00000001,0008
100,0000000698,00000002,0020,00000002,0008
100,0000000698,00000003,0030,00000003,0008
100,0000000699,00000001,0010,00000001,0009
100,0000000699,00000002,0020,00000002,0009
100,0000000700,00000001,0010,00000001,0010
100,0000000700,00000002,0020,00000002,0010
100,0000000700,00000003,0030,00000003,0010
100,0000000701,00000001,0010,00000001,0001
100,0000000701,00000002,0020,00000002,0001
100,0000000701,00000003,0030,00000003,0001
100,0000000701,00000004,0040,00000004,0001
100,0000000702,00000001,0010,00000001,0002
100,0000000702,00000002,0020,00000002,0002
100,0000000702,00000003,0030,00000003,0002
100,0000000702,00000004,0040,00000004,0002
100,0000000703,00000001,0010,00000001,0003
100,0000000703,00000002,0020,00000002,0003
100,0000000703,00000003,0030,00000003,0003
100,0000000703,00000004,0040,00000004,0003
100,0000000704,00000001,0010,00000001,0004
100,0000000704,00000002,0020,00000002,0004
100,0000000704,00000003,0030,00000003,0004
100,0000000704,00000004,0040,00000004,0004
100,0000000705,00000001,0010,00000001,0005
100,0000000705,00000002,0020,00000002,0005
100,0000000705,00000003,0030,00000003,0005
100,0000000706,00000001,0010,00000001,0006
100,0000000706,00000002,0020,00000002,0006
100,0000000706,00000003,0030,00000003,0006
100,0000000707,00000001,0010,00000001,0007
100,0000000707,00000002,0020,00000002,0007
100,0000000707,00000003,0030,00000003,0007
100,0000000707,00000004,0040,00000004,0007
100,0000000708,00000001,0010,00000001,0008
100,0000000708,00000002,0020,00000002,0008
100,0000000709,00000001,0010,00000001,0009
100,0000000709,00000002,0020,00000002,0009
100,0000000710,00000001,0010,00000001,0010
100,0000000710,00000002,0020,00000002,0010
100,0000000710,00000003,0030,00000003,0010
100,0000000710,00000004,0040,00000004,0010
100,0000000711,00000001,0010,00000001,0001
100,0000000711,00000002,0020,00000002,0001
100,0000000711,00000003,0030,00000003,0001
100,0000000712,00000001,0010,00000001,0002
100,0000000712,00000002,0020,00000002,0002
100,0000000712,00000003,0030,00000003,0002
100,0000000713,00000001,0010,00000001,0003
100,0000000713,00000002,0020,00000002,0003
100,0000000713,00000003,0030,00000003,0003
100,0000000714,00000001,0010,00000001,0004
100,0000000714,00000002,0020,00000002,0004
100,0000000714,00000003,0030,00000003,0004
100,0000000715,00000001,0010,00000001,0005
100,0000000715,00000002,0020,00000002,0005
100,0000000716,00000001,0010,00000001,0006
100,0000000716,00000002,0020,00000002,0006
100,0000000716,00000003,0030,00000003,0006
100,0000000717,00000001,0010,00000001,0007
100,0000000717,00000002,0020,00000002,0007
100,0000000718,00000001,0010,00000001,0008
100,0000000718,00000002,0020,00000002,0008
100,0000000718,00000003,0030,00000003,0008
100,0000000719,00000001,0010,00000001,0009
100,0000000719,00000002,0020,00000002,0009
100,0000000719,00000003,0030,00000003,0009
100,0000000720,00000001,0010,00000001,0010
100,0000000720,00000002,0020,00000002,0010
100,0000000720,00000003,0030,00000003,0010
100,0000000721,00000001,0010,00000001,0001
100,0000000721,00000002,0020,00000002,0001
100,0000000721,00000003,0030,00000003,0001
100,0000000721,00000004,0040,00000004,0001
100,0000000722,00000001,0010,00000001,0002
100,0000000722,00000002,0020,00000002,0002
100,0000000722,00000003,0030,00000003,0002
100,0000000723,00000001,0010,00000001,0003
100,0000000723,00000002,0020,00000002,0003
100,0000000724,00000001,0010,00000001,0004
100,0000000724,00000002,0020,00000002,0004
100,0000000724,00000003,0030,00000003,0004
100,0000000725,00000001,0010,00000001,0005
100,0000000725,00000002,0020,00000002,0005
100,0000000725,00000003,0030,00000003,0005
100,0000000726,00000001,0010,00000001,0006
100,0000000726,00000002,0020,00000002,0006
100,0000000726,00000003,0030,00000003,0006
100,0000000727,00000001,0010,00000001,0007
100,0000000727,00000002,0020,00000002,0007
100,0000000727,00000003,0030,00000003,0007
100,0000000728,00000001,0010,00000001,0008
100,0000000728,00000002,0020,00000002,0008
100,0000000728,00000003,0030,00000003,0008
100,0000000728,00000004,0040,00000004,0008
100,0000000729,00000001,0010,00000001,0009
100,0000000729,00000002,0020,00000002,0009
100,0000000729,00000003,0030,00000003,0009
100,0000000730,00000001,0010,00000001,0010
100,0000000730,00000002,0020,00000002,0010
100,0000000730,00000003,0030,00000003,0010
100,0000000731,00000001,0010,00000001,0001
100,0000000731,00000002,0020,00000002,0001
100,0000000732,00000001,0010,00000001,0002
100,0000000732,00000002,0020,00000002,0002
100,0000000732,00000003,0030,00000003,0002
100,0000000733,00000001,0010,00000001,0003
100,0000000733,00000002,0020,00000002,0003
100,0000000734,00000001,0010,00000001,0004
100,0000000734,00000002,0020,00000002,0004
100,0000000735,00000001,0010,00000001,0005
100,0000000735,00000002,0020,00000002,0005
100,0000000736,00000001,0010,00000001,0006
100,0000000736,00000002,0020,00000002,0006
100,0000000736,00000003,0030,00000003,0006
100,0000000737,00000001,0010,00000001,0007
100,0000000737,00000002,0020,00000002,0007
100,0000000738,00000001,0010,00000001,0008
100,0000000738,00000002,0020,00000002,0008
100,0000000739,00000001,0010,00000001,0009
100,0000000739,00000002,0020,00000002,0009
100,0000000740,00000001,0010,00000001,0010
100,0000000740,00000002,0020,00000002,0010
100,0000000740,00000003,0030,00000003,0010
100,0000000741,00000001,0010,00000001,0001
100,0000000741,00000002,0020,00000002,0001
100,0000000741,00000003,0030,00000003,0001
100,0000000742,00000001,0010,00000001,0002
100,0000000742,00000002,0020,00000002,0002
100,0000000742,00000003,0030,00000003,0002
100,0000000743,00000001,0010,00000001,0003
100,0000000743,00000002,0020,00000002,0003
100,0000000744,00000001,0010,00000001,0004
100,0000000744,00000002,0020,00000002,0004
100,0000000745,00000001,0010,00000001,0005
100,0000000745,00000002,0020,00000002,0005
100,0000000745,00000003,0030,00000003,0005
100,0000000745,00000004,0040,00000004,0005
100,0000000746,00000001,0010,00000001,0006
100,0000000746,00000002,0020,00000002,0006
100,0000000746,00000003,0030,00000003,0006
100,0000000746,00000004,0040,00000004,0006
100,0000000747,00000001,0010,00000001,0007
100,0000000747,00000002,0020,00000002,0007
100,0000000747,00000003,0030,00000003,0007
100,0000000748,00000001,0010,00000001,0008
100,0000000748,00000002,0020,00000002,0008
100,0000000748,00000003,0030,00000003,0008
100,0000000749,00000001,0010,00000001,0009
100,0000000749,00000002,0020,00000002,0009
100,0000000750,00000001,0010,00000001,0010
100,0000000750,00000002,0020,00000002,0010
100,0000000751,00000001,0010,00000001,0001
100,0000000751,00000002,0020,00000002,0001
100,0000000751,00000003,0030,00000003,0001
100,0000000752,00000001,0010,00000001,0002
100,0000000752,00000002,0020,00000002,0002
100,0000000752,00000003,0030,00000003,0002
100,0000000753,00000001,0010,00000001,0003
100,0000000753,00000002,0020,00000002,0003
100,0000000753,00000003,0030,00000003,0003
100,0000000754,00000001,0010,00000001,0004
100,0000000754,00000002,0020,00000002,0004
100,0000000755,00000001,0010,00000001,0005
100,0000000755,00000002,0020,00000002,0005
100,0000000755,00000003,0030,00000003,0005
100,0000000756,00000001,0010,00000001,0006
100,0000000756,00000002,0020,00000002,0006
100,0000000756,00000003,0030,00000003,0006
100,0000000756,00000004,0040,00000004,0006
100,0000000757,00000001,0010,00000001,0007
100,0000000757,00000002,0020,00000002,0007
100,0000000757,00000003,0030,00000003,0007
100,0000000758,00000001,0010,00000001,0008
100,0000000758,00000002,0020,00000002,0008
100,0000000758,00000003,0030,00000003,0008
100,0000000758,00000004,0040,00000004,0008
100,0000000759,00000001,0010,00000001,0009
100,0000000759,00000002,0020,00000002,0009
100,0000000759,00000003,0030,00000003,0009
100,0000000760,00000001,0010,00000001,0010
100,0000000760,00000002,0020,00000002,0010
100,0000000760,00000003,0030,00000003,0010
100,0000000760,00000004,0040,00000004,0010
100,0000000761,00000001,0010,00000001,0001
100,0000000761,00000002,0020,00000002,0001
100,0000000761,00000003,0030,00000003,0001
100,0000000762,00000001,0010,00000001,0002
100,0000000762,00000002,0020,00000002,0002
100,0000000762,00000003,0030,00000003,0002
100,0000000762,00000004,0040,00000004,0002
100,0000000763,00000001,0010,00000001,0003
100,0000000763,00000002,0020,00000002,0003
100,0000000763,00000003,0030,00000003,0003
100,0000000763,00000004,0040,00000004,0003
100,0000000764,00000001,0010,00000001,0004
100,0000000764,00000002,0020,00000002,0004
100,0000000764,00000003,0030,00000003,0004
100,0000000765,00000001,0010,00000001,0005
100,0000000765,00000002,0020,00000002,0005
100,0000000765,00000003,0030,00000003,0005
100,0000000766,00000001,0010,00000001,0006
100,0000000766,00000002,0020,00000002,0006
100,0000000767,00000001,0010,00000001,0007
100,0000000767,00000002,0020,00000002,0007
100,0000000767,00000003,0030,00000003,0007
100,0000000768,00000001,0010,00000001,0008
100,0000000768,00000002,0020,00000002,0008
100,0000000768,00000003,0030,00000003,0008
100,0000000768,00000004,0040,00000004,0008
100,0000000769,00000001,0010,00000001,0009
100,0000000769,00000002,0020,00000002,0009
100,0000000770,00000001,0010,00000001,0010
100,0000000770,00000002,0020,00000002,0010
100,0000000770,00000003,0030,00000003,0010
100,0000000771,00000001,0010,00000001,0001
100,0000000771,00000002,0020,00000002,0001
100,0000000771,00000003,0030,00000003,0001
100,0000000772,00000001,0010,00000001,0002
100,0000000772,00000002,0020,00000002,0002
100,0000000772,00000003,0030,00000003,0002
100,0000000772,00000004,0040,00000004,0002
100,0000000773,00000001,0010,00000001,0003
100,0000000773,00000002,0020,00000002,0003
100,0000000773,00000003,0030,00000003,0003
100,0000000773,00000004,0040,00000004,0003
100,0000000774,00000001,0010,00000001,0004
100,0000000774,00000002,0020,00000002,0004
100,0000000774,00000003,0030,00000003,0004
100,0000000775,00000001,0010,00000001,0005
100,0000000775,00000002,0020,00000002,0005
100,0000000775,00000003,0030,00000003,0005
100,0000000775,00000004,0040,00000004,0005
100,0000000776,00000001,0010,00000001,0006
100,0000000776,00000002,0020,00000002,0006
100,0000000776,00000003,0030,00000003,0006
100,0000000776,00000004,0040,00000004,0006
100,0000000777,00000001,0010,00000001,0007
100,0000000777,00000002,0020,00000002,0007
100,0000000777,00000003,0030,00000003,0007
