MANDT,KOKRS,OBJNR,GJAHR,KSTAR,WTG001,TWAER
100,1000,OR00000000000000000436,2024,0000400150,10994.14,EUR
100,1000,OR00000000000000000437,2023,0000400160,36745.83,EUR
100,1000,OR00000000000000000438,2024,0000400170,43359.66,EUR
100,1000,OR00000000000000000439,2023,0000400180,16021.95,EUR
100,1000,OR00000000000000000440,2024,0000400190,10854.13,EUR
100,1000,OR00000000000000000441,2023,0000400200,13939.53,EUR
100,1000,OR00000000000000000442,2024,0000400210,36205.37,EUR
100,1000,OR00000000000000000443,2023,0000400220,19828.06,EUR
100,1000,OR00000000000000000444,2024,0000400230,48755.95,EUR
100,1000,OR00000000000000000445,2023,0000400240,38097.37,EUR
100,1000,OR00000000000000000446,2024,0000400250,10664.41,EUR
100,1000,OR00000000000000000447,2023,0000400260,17964.61,EUR
100,1000,OR00000000000000000448,2024,0000400270,11333.2,EUR
100,1000,OR00000000000000000449,2023,0000400280,26377.97,EUR
100,1000,OR00000000000000000450,2024,0000400290,11487.0,EUR
100,1000,OR00000000000000000451,2023,0000400000,22535.12,EUR
100,1000,OR00000000000000000452,2024,0000400010,40601.48,EUR
100,1000,OR00000000000000000453,2023,0000400020,35713.45,EUR
100,1000,OR00000000000000000454,2024,0000400030,1927.37,EUR
100,1000,OR00000000000000000455,2023,0000400040,31192.98,EUR
100,1000,OR00000000000000000456,2024,0000400050,19070.36,EUR
100,1000,OR00000000000000000457,2023,0000400060,10085.47,EUR
100,1000,OR00000000000000000458,2024,0000400070,11001.46,EUR
100,1000,OR00000000000000000459,2023,0000400080,2165.89,EUR
100,1000,OR00000000000000000460,2024,0000400090,17131.72,EUR
100,1000,OR00000000000000000461,2023,0000400100,12477.17,EUR
100,1000,OR00000000000000000462,2024,0000400110,7088.31,EUR
100,1000,OR00000000000000000463,2023,0000400120,21188.91,EUR
100,1000,OR00000000000000000464,2024,0000400130,26045.83,EUR
100,1000,OR00000000000000000465,2023,0000400140,8577.84,EUR
100,1000,OR00000000000000000466,2024,0000400150,10898.49,EUR
100,1000,OR00000000000000000467,2023,0000400160,48685.53,EUR
100,1000,OR00000000000000000468,2024,0000400170,22775.61,EUR
100,1000,OR00000000000000000469,2023,0000400180,31458.65,EUR
100,1000,OR00000000000000000470,2024,0000400190,30555.53,EUR
100,1000,OR00000000000000000471,2023,0000400200,7334.65,EUR
100,1000,OR00000000000000000472,2024,0000400210,30924.21,EUR
100,1000,OR00000000000000000473,2023,0000400220,37863.12,EUR
100,1000,OR00000000000000000474,2024,0000400230,29789.58,EUR
100,1000,OR00000000000000000475,2023,0000400240,13772.92,EUR
100,1000,OR00000000000000000476,2024,0000400250,16497.73,EUR
100,1000,OR00000000000000000477,2023,0000400260,5861.45,EUR
100,1000,OR00000000000000000478,2024,0000400270,2401.27,EUR
100,1000,OR00000000000000000479,2023,0000400280,3693.56,EUR
100,1000,OR00000000000000000480,2024,0000400290,47415.55,EUR
100,1000,OR00000000000000000481,2023,0000400000,17795.57,EUR
100,1000,OR00000000000000000482,2024,0000400010,21616.85,EUR
100,1000,OR00000000000000000483,2023,0000400020,2078.34,EUR
100,1000,OR00000000000000000484,2024,0000400030,35380.49,EUR
100,1000,OR00000000000000000485,2023,0000400040,6785.74,EUR
100,1000,OR00000000000000000486,2024,0000400050,39136.58,EUR
100,1000,OR00000000000000000487,2023,0000400060,8902.34,EUR
100,1000,OR00000000000000000488,2024,0000400070,28768.67,EUR
100,1000,OR00000000000000000489,2023,0000400080,25207.91,EUR
100,1000,OR00000000000000000490,2024,0000400090,41165.9,EUR
100,1000,OR00000000000000000491,2023,0000400100,9208.31,EUR
100,1000,OR00000000000000000492,2024,0000400110,23147.68,EUR
100,1000,OR00000000000000000493,2023,0000400120,21655.34,EUR
100,1000,OR00000000000000000494,2024,0000400130,6131.68,EUR
100,1000,OR00000000000000000495,2023,0000400140,10072.27,EUR
100,1000,OR00000000000000000496,2024,0000400150,49702.51,EUR
100,1000,OR00000000000000000497,2023,0000400160,22998.36,EUR
100,1000,OR00000000000000000498,2024,0000400170,32053.87,EUR
100,1000,OR00000000000000000499,2023,0000400180,48873.87,EUR
100,1000,OR00000000000000000500,2024,0000400190,46280.31,EUR
100,1000,OR00000000000000000501,2023,0000400200,16666.18,EUR
100,1000,OR00000000000000000502,2024,0000400210,26935.96,EUR
100,1000,OR00000000000000000503,2023,0000400220,44614.48,EUR
100,1000,OR00000000000000000504,2024,0000400230,24256.35,EUR
100,1000,OR00000000000000000505,2023,0000400240,24795.3,EUR
100,1000,OR00000000000000000506,2024,0000400250,13006.15,EUR
100,1000,OR00000000000000000507,2023,0000400260,36869.98,EUR
100,1000,OR00000000000000000508,2024,0000400270,15491.82,EUR
100,1000,OR00000000000000000509,2023,0000400280,3049.67,EUR
100,1000,OR00000000000000000510,2024,0000400290,6895.33,EUR
100,1000,OR00000000000000000511,2023,0000400000,26554.34,EUR
100,1000,OR00000000000000000512,2024,0000400010,40231.27,EUR
100,1000,OR00000000000000000513,2023,0000400020,13909.27,EUR
100,1000,OR00000000000000000514,2024,0000400030,37388.79,EUR
100,1000,OR00000000000000000515,2023,0000400040,35371.38,EUR
100,1000,OR00000000000000000516,2024,0000400050,5405.31,EUR
100,1000,OR00000000000000000517,2023,0000400060,9828.82,EUR
100,1000,OR00000000000000000518,2024,0000400070,18628.62,EUR
100,1000,OR00000000000000000519,2023,0000400080,42113.34,EUR
100,1000,OR00000000000000000520,2024,0000400090,32423.99,EUR
100,1000,OR00000000000000000521,2023,0000400100,23589.93,EUR
100,1000,OR00000000000000000522,2024,0000400110,6236.43,EUR
100,1000,OR00000000000000000523,2023,0000400120,30720.87,EUR
100,1000,OR00000000000000000524,2024,0000400130,6926.45,EUR
100,1000,OR00000000000000000525,2023,0000400140,19854.14,EUR
100,1000,OR00000000000000000526,2024,0000400150,37725.54,EUR
100,1000,OR00000000000000000527,2023,0000400160,3954.79,EUR
100,1000,OR00000000000000000528,2024,0000400170,38328.89,EUR
100,1000,OR00000000000000000529,2023,0000400180,27694.94,EUR
100,1000,OR00000000000000000530,2024,0000400190,13829.05,EUR
100,1000,OR00000000000000000531,2023,0000400200,6138.11,EUR
100,1000,OR00000000000000000532,2024,0000400210,27519.37,EUR
100,1000,OR00000000000000000533,2023,0000400220,38597.11,EUR
100,1000,OR00000000000000000534,2024,0000400230,10011.18,EUR
100,1000,OR00000000000000000535,2023,0000400240,28337.82,EUR
100,1000,OR00000000000000000536,2024,0000400250,1055.61,EUR
100,1000,OR00000000000000000537,2023,0000400260,39374.92,EUR
100,1000,OR00000000000000000538,2024,0000400270,8168.36,EUR
100,1000,OR00000000000000000539,2023,0000400280,45484.45,EUR
100,1000,OR00000000000000000540,2024,0000400290,43822.62,EUR
100,1000,OR00000000000000000541,2023,0000400000,18772.45,EUR
100,1000,OR00000000000000000542,2024,0000400010,34696.66,EUR
100,1000,OR00000000000000000543,2023,0000400020,40373.49,EUR
100,1000,OR00000000000000000544,2024,0000400030,26711.41,EUR
100,1000,OR00000000000000000545,2023,0000400040,8752.18,EUR
100,1000,OR00000000000000000546,2024,0000400050,11992.49,EUR
100,1000,OR00000000000000000547,2023,0000400060,9316.52,EUR
100,1000,OR00000000000000000548,2024,0000400070,28468.62,EUR
100,1000,OR00000000000000000549,2023,0000400080,32802.71,EUR
100,1000,OR00000000000000000550,2024,0000400090,19700.7,EUR
100,1000,OR00000000000000000551,2023,0000400100,14598.4,EUR
100,1000,OR00000000000000000552,2024,0000400110,30145.14,EUR
100,1000,OR00000000000000000553,2023,0000400120,9900.69,EUR
100,1000,OR00000000000000000554,2024,0000400130,10956.93,EUR
100,1000,OR00000000000000000555,2023,0000400140,13336.07,EUR
100,1000,OR00000000000000000556,2024,0000400150,5391.61,EUR
100,1000,OR00000000000000000557,2023,0000400160,13512.88,EUR
100,1000,OR00000000000000000558,2024,0000400170,25259.43,EUR
100,1000,OR00000000000000000559,2023,0000400180,30102.79,EUR
100,1000,OR00000000000000000560,2024,0000400190,10077.64,EUR
100,1000,OR00000000000000000561,2023,0000400200,6645.38,EUR
100,1000,OR00000000000000000562,2024,0000400210,2943.85,EUR
100,1000,OR00000000000000000563,2023,0000400220,33979.97,EUR
100,1000,OR00000000000000000564,2024,0000400230,6603.76,EUR
100,1000,OR00000000000000000565,2023,0000400240,39925.01,EUR
100,1000,OR00000000000000000566,2024,0000400250,18494.7,EUR
100,1000,OR00000000000000000567,2023,0000400260,3169.56,EUR
100,1000,OR00000000000000000568,2024,0000400270,42683.67,EUR
100,1000,OR00000000000000000569,2023,0000400280,23068.99,EUR
100,1000,OR00000000000000000570,2024,0000400290,38375.52,EUR
100,1000,OR00000000000000000571,2023,0000400000,1729.83,EUR
100,1000,OR00000000000000000572,2024,0000400010,29493.71,EUR
100,1000,OR00000000000000000573,2023,0000400020,31734.63,EUR
100,1000,OR00000000000000000574,2024,0000400030,28431.5,EUR
100,1000,OR00000000000000000575,2023,0000400040,45885.57,EUR
100,1000,OR00000000000000000576,2024,0000400050,6851.44,EUR
100,1000,OR00000000000000000577,2023,0000400060,43221.24,EUR
100,1000,OR00000000000000000578,2024,0000400070,33467.68,EUR
100,1000,OR00000000000000000579,2023,0000400080,37260.82,EUR
100,1000,OR00000000000000000580,2024,0000400090,38235.99,EUR
100,1000,OR00000000000000000581,2023,0000400100,28462.69,EUR
100,1000,OR00000000000000000582,2024,0000400110,22842.69,EUR
100,1000,OR00000000000000000583,2023,0000400120,13396.58,EUR
100,1000,OR00000000000000000584,2024,0000400130,38257.83,EUR
100,1000,OR00000000000000000585,2023,0000400140,15653.73,EUR
100,1000,OR00000000000000000586,2024,0000400150,25903.36,EUR
100,1000,OR00000000000000000587,2023,0000400160,18605.77,EUR
100,1000,OR00000000000000000588,2024,0000400170,39957.3,EUR
100,1000,OR00000000000000000589,2023,0000400180,18882.2,EUR
100,1000,OR00000000000000000590,2024,0000400190,47504.6,EUR
100,1000,OR00000000000000000591,2023,0000400200,49476.37,EUR
100,1000,OR00000000000000000592,2024,0000400210,14897.46,EUR
100,1000,OR00000000000000000593,2023,0000400220,12499.69,EUR
100,1000,OR00000000000000000594,2024,0000400230,19230.63,EUR
100,1000,OR00000000000000000595,2023,0000400240,15934.35,EUR
100,1000,OR00000000000000000596,2024,0000400250,20635.57,EUR
100,1000,OR00000000000000000597,2023,0000400260,10076.28,EUR
100,1000,OR00000000000000000598,2024,0000400270,7474.07,EUR
100,1000,OR00000000000000000599,2023,0000400280,49099.45,EUR
100,1000,OR00000000000000000600,2024,0000400290,46439.3,EUR
100,1000,OR00000000000000000601,2023,0000400000,47126.6,EUR
100,1000,OR00000000000000000602,2024,0000400010,43311.7,EUR
100,1000,OR00000000000000000603,2023,0000400020,11659.17,EUR
100,1000,OR00000000000000000604,2024,0000400030,27034.32,EUR
100,1000,OR00000000000000000605,2023,0000400040,4759.71,EUR
100,1000,OR00000000000000000606,2024,0000400050,38534.87,EUR
100,1000,OR00000000000000000607,2023,0000400060,17923.56,EUR
100,1000,OR00000000000000000608,2024,0000400070,45448.03,EUR
100,1000,OR00000000000000000609,2023,0000400080,35436.41,EUR
100,1000,OR00000000000000000610,2024,0000400090,30226.95,EUR
100,1000,OR00000000000000000611,2023,0000400100,30433.04,EUR
100,1000,OR00000000000000000612,2024,0000400110,14798.71,EUR
100,1000,OR00000000000000000613,2023,0000400120,24316.77,EUR
100,1000,OR00000000000000000614,2024,0000400130,22827.19,EUR
100,1000,OR00000000000000000615,2023,0000400140,10886.46,EUR
100,1000,OR00000000000000000616,2024,0000400150,30752.04,EUR
100,1000,OR00000000000000000617,2023,0000400160,44378.78,EUR
100,1000,OR00000000000000000618,2024,0000400170,6720.34,EUR
100,1000,OR00000000000000000619,2023,0000400180,23241.16,EUR
100,1000,OR00000000000000000620,2024,0000400190,39057.31,EUR
100,1000,OR00000000000000000621,2023,0000400200,40637.88,EUR
100,1000,OR00000000000000000622,2024,0000400210,43536.68,EUR
100,1000,OR00000000000000000623,2023,0000400220,9764.85,EUR
100,1000,OR00000000000000000624,2024,0000400230,15128.09,EUR
100,1000,OR00000000000000000625,2023,0000400240,14981.56,EUR
100,1000,OR00000000000000000626,2024,0000400250,42452.84,EUR
100,1000,OR00000000000000000627,2023,0000400260,13892.08,EUR
100,1000,OR00000000000000000628,2024,0000400270,28483.04,EUR
100,1000,OR00000000000000000629,2023,0000400280,26858.88,EUR
100,1000,OR00000000000000000630,2024,0000400290,17902.72,EUR
100,1000,OR00000000000000000631,2023,0000400000,29970.86,EUR
100,1000,OR00000000000000000632,2024,0000400010,48864.19,EUR
100,1000,OR00000000000000000633,2023,0000400020,4775.66,EUR
100,1000,OR00000000000000000634,2024,0000400030,14997.95,EUR
100,1000,OR00000000000000000635,2023,0000400040,36756.49,EUR
100,1000,OR00000000000000000636,2024,0000400050,27702.16,EUR
100,1000,OR00000000000000000637,2023,0000400060,15561.46,EUR
100,1000,OR00000000000000000638,2024,0000400070,42579.08,EUR
100,1000,OR00000000000000000639,2023,0000400080,19877.67,EUR
100,1000,OR00000000000000000640,2024,0000400090,41203.65,EUR
100,1000,OR00000000000000000641,2023,0000400100,18780.6,EUR
100,1000,OR00000000000000000642,2024,0000400110,24102.34,EUR
100,1000,OR00000000000000000643,2023,0000400120,6425.84,EUR
100,1000,OR00000000000000000644,2024,0000400130,3191.26,EUR
100,1000,OR00000000000000000645,2023,0000400140,1744.83,EUR
100,1000,OR00000000000000000646,2024,0000400150,23408.77,EUR
100,1000,OR00000000000000000647,2023,0000400160,40936.59,EUR
100,1000,OR00000000000000000648,2024,0000400170,49813.32,EUR
100,1000,OR00000000000000000649,2023,0000400180,28098.1,EUR
100,1000,OR00000000000000000650,2024,0000400190,20055.73,EUR
100,1000,OR00000000000000000651,2023,0000400200,18511.42,EUR
100,1000,OR00000000000000000652,2024,0000400210,27154.03,EUR
100,1000,OR00000000000000000653,2023,0000400220,44137.79,EUR
100,1000,OR00000000000000000654,2024,0000400230,22923.56,EUR
100,1000,OR00000000000000000655,2023,0000400240,45987.59,EUR
100,1000,OR00000000000000000656,2024,0000400250,40163.03,EUR
100,1000,OR00000000000000000657,2023,0000400260,39566.87,EUR
100,1000,OR00000000000000000658,2024,0000400270,15071.98,EUR
100,1000,OR00000000000000000659,2023,0000400280,40708.63,EUR
100,1000,OR00000000000000000660,2024,0000400290,19826.29,EUR
100,1000,OR00000000000000000661,2023,0000400000,10558.41,EUR
100,1000,OR00000000000000000662,2024,0000400010,48489.73,EUR
100,1000,OR00000000000000000663,2023,0000400020,38513.06,EUR
100,1000,OR00000000000000000664,2024,0000400030,40904.67,EUR
100,1000,OR00000000000000000665,2023,0000400040,47364.97,EUR
100,1000,OR00000000000000000666,2024,0000400050,28694.45,EUR
100,1000,OR00000000000000000667,2023,0000400060,41624.29,EUR
100,1000,OR00000000000000000668,2024,0000400070,41365.44,EUR
100,1000,OR00000000000000000669,2023,0000400080,20832.64,EUR
100,1000,OR00000000000000000670,2024,0000400090,45405.83,EUR
100,1000,OR00000000000000000671,2023,0000400100,37496.94,EUR
100,1000,OR00000000000000000672,2024,0000400110,20924.38,EUR
100,1000,OR00000000000000000673,2023,0000400120,18538.16,EUR
100,1000,OR00000000000000000674,2024,0000400130,32749.8,EUR
100,1000,OR00000000000000000675,2023,0000400140,2661.01,EUR
100,1000,OR00000000000000000676,2024,0000400150,44957.5,EUR
100,1000,OR00000000000000000677,2023,0000400160,2374.49,EUR
100,1000,OR00000000000000000678,2024,0000400170,42636.47,EUR
100,1000,OR00000000000000000679,2023,0000400180,4904.12,EUR
100,1000,OR00000000000000000680,2024,0000400190,1901.48,EUR
100,1000,OR00000000000000000681,2023,0000400200,8948.32,EUR
100,1000,OR00000000000000000682,2024,0000400210,22554.24,EUR
100,1000,OR00000000000000000683,2023,0000400220,22950.49,EUR
100,1000,OR00000000000000000684,2024,0000400230,15348.22,EUR
100,1000,OR00000000000000000685,2023,0000400240,37497.27,EUR
100,1000,OR00000000000000000686,2024,0000400250,9405.15,EUR
100,1000,OR00000000000000000687,2023,0000400260,8974.41,EUR
100,1000,OR00000000000000000688,2024,0000400270,37312.91,EUR
100,1000,OR00000000000000000689,2023,0000400280,15411.06,EUR
100,1000,OR00000000000000000690,2024,0000400290,1471.95,EUR
100,1000,OR00000000000000000691,2023,0000400000,28917.62,EUR
100,1000,OR00000000000000000692,2024,0000400010,20354.52,EUR
100,1000,OR00000000000000000693,2023,0000400020,25495.42,EUR
100,1000,OR00000000000000000694,2024,0000400030,13911.93,EUR
100,1000,OR00000000000000000695,2023,0000400040,26704.09,EUR
100,1000,OR00000000000000000696,2024,0000400050,31818.76,EUR
100,1000,OR00000000000000000697,2023,0000400060,19004.5,EUR
100,1000,OR00000000000000000698,2024,0000400070,12038.03,EUR
100,1000,OR00000000000000000699,2023,0000400080,2923.93,EUR
100,1000,OR00000000000000000700,2024,0000400090,46665.49,EUR
100,1000,OR00000000000000000701,2023,0000400100,31459.38,EUR
100,1000,OR00000000000000000702,2024,0000400110,3225.07,EUR
100,1000,OR00000000000000000703,2023,0000400120,20482.47,EUR
100,1000,OR00000000000000000704,2024,0000400130,28890.57,EUR
100,1000,OR00000000000000000705,2023,0000400140,29402.78,EUR
100,1000,OR00000000000000000706,2024,0000400150,25701.91,EUR
100,1000,OR00000000000000000707,2023,0000400160,31290.34,EUR
100,1000,OR00000000000000000708,2024,0000400170,33053.44,EUR
100,1000,OR00000000000000000709,2023,0000400180,17022.72,EUR
100,1000,OR00000000000000000710,2024,0000400190,10853.66,EUR
100,1000,OR00000000000000000711,2023,0000400200,25595.29,EUR
100,1000,OR00000000000000000712,2024,0000400210,17607.12,EUR
100,1000,OR00000000000000000713,2023,0000400220,5787.4,EUR
100,1000,OR00000000000000000714,2024,0000400230,22147.23,EUR
100,1000,OR00000000000000000715,2023,0000400240,41182.7,EUR
100,1000,OR00000000000000000716,2024,0000400250,17167.76,EUR
100,1000,OR00000000000000000717,2023,0000400260,26191.12,EUR
100,1000,OR00000000000000000718,2024,0000400270,39652.94,EUR
100,1000,OR00000000000000000719,2023,0000400280,14790.97,EUR
100,1000,OR00000000000000000720,2024,0000400290,30637.29,EUR
100,1000,OR00000000000000000721,2023,0000400000,46300.27,EUR
100,1000,OR00000000000000000722,2024,0000400010,43617.23,EUR
100,1000,OR00000000000000000723,2023,0000400020,24985.81,EUR
100,1000,OR00000000000000000724,2024,0000400030,33939.14,EUR
100,1000,OR00000000000000000725,2023,0000400040,35762.21,EUR
100,1000,OR00000000000000000726,2024,0000400050,20379.64,EUR
100,1000,OR00000000000000000727,2023,0000400060,5363.55,EUR
100,1000,OR00000000000000000728,2024,0000400070,33968.55,EUR
100,1000,OR00000000000000000729,2023,0000400080,20551.75,EUR
100,1000,OR00000000000000000730,2024,0000400090,36409.24,EUR
100,1000,OR00000000000000000731,2023,0000400100,28723.22,EUR
100,1000,OR00000000000000000732,2024,0000400110,39317.04,EUR
100,1000,OR00000000000000000733,2023,0000400120,9912.17,EUR
100,1000,OR00000000000000000734,2024,0000400130,14326.36,EUR
100,1000,OR00000000000000000735,2023,0000400140,37769.52,EUR
100,1000,OR00000000000000000736,2024,0000400150,29883.82,EUR
100,1000,OR00000000000000000737,2023,0000400160,47724.91,EUR
100,1000,OR00000000000000000738,2024,0000400170,35296.26,EUR
100,1000,OR00000000000000000739,2023,0000400180,18651.8,EUR
100,1000,OR00000000000000000740,2024,0000400190,41652.68,EUR
100,1000,OR00000000000000000741,2023,0000400200,16706.91,EUR
100,1000,OR00000000000000000742,2024,0000400210,27988.58,EUR
100,1000,OR00000000000000000743,2023,0000400220,43624.5,EUR
100,1000,OR00000000000000000744,2024,0000400230,22588.06,EUR
100,1000,OR00000000000000000745,2023,0000400240,35540.01,EUR
100,1000,OR00000000000000000746,2024,0000400250,8296.06,EUR
100,1000,OR00000000000000000747,2023,0000400260,13414.76,EUR
100,1000,OR00000000000000000748,2024,0000400270,28883.62,EUR
100,1000,OR00000000000000000749,2023,0000400280,16179.04,EUR
100,1000,OR00000000000000000750,2024,0000400290,40810.95,EUR
100,1000,OR00000000000000000751,2023,0000400000,6117.24,EUR
100,1000,OR00000000000000000752,2024,0000400010,9823.99,EUR
100,1000,OR00000000000000000753,2023,0000400020,8059.83,EUR
100,1000,OR00000000000000000754,2024,0000400030,27165.24,EUR
100,1000,OR00000000000000000755,2023,0000400040,34104.31,EUR
100,1000,OR00000000000000000756,2024,0000400050,47891.6,EUR
100,1000,OR00000000000000000757,2023,0000400060,46101.25,EUR
100,1000,OR00000000000000000758,2024,0000400070,16034.65,EUR
100,1000,OR00000000000000000759,2023,0000400080,36243.22,EUR
100,1000,OR00000000000000000760,2024,0000400090,9962.92,EUR
100,1000,OR00000000000000000761,2023,0000400100,10919.83,EUR
100,1000,OR00000000000000000762,2024,0000400110,6773.01,EUR
100,1000,OR00000000000000000763,2023,0000400120,44412.13,EUR
100,1000,OR00000000000000000764,2024,0000400130,22254.85,EUR
100,1000,OR00000000000000000765,2023,0000400140,7912.92,EUR
100,1000,OR00000000000000000766,2024,0000400150,45552.32,EUR
100,1000,OR00000000000000000767,2023,0000400160,35209.34,EUR
100,1000,OR00000000000000000768,2024,0000400170,29968.88,EUR
100,1000,OR00000000000000000769,2023,0000400180,49253.94,EUR
100,1000,OR00000000000000000770,2024,0000400190,29011.39,EUR
100,1000,OR00000000000000000771,2023,0000400200,6481.07,EUR
100,1000,OR00000000000000000772,2024,0000400210,28746.55,EUR
100,1000,OR00000000000000000773,2023,0000400220,7649.62,EUR
100,1000,OR00000000000000000774,2024,0000400230,18290.49,EUR
100,1000,OR00000000000000000775,2023,0000400240,6572.51,EUR
100,1000,OR00000000000000000776,2024,0000400250,45308.03,EUR
100,1000,OR00000000000000000777,2023,0000400260,10154.85,EUR
100,1000,OR00000000000000000778,2024,0000400270,2733.46,EUR
100,1000,OR00000000000000000779,2023,0000400280,14454.64,EUR
100,1000,OR00000000000000000780,2024,0000400290,30157.5,EUR
100,1000,OR00000000000000000781,2023,0000400000,29707.68,EUR
100,1000,OR00000000000000000782,2024,0000400010,23264.68,EUR
100,1000,OR00000000000000000783,2023,0000400020,34917.86,EUR
100,1000,OR00000000000000000784,2024,0000400030,38955.58,EUR
100,1000,OR00000000000000000785,2023,0000400040,48425.72,EUR
100,1000,OR00000000000000000786,2024,0000400050,2898.49,EUR
100,1000,OR00000000000000000787,2023,0000400060,3112.03,EUR
100,1000,OR00000000000000000788,2024,0000400070,41552.1,EUR
100,1000,OR00000000000000000789,2023,0000400080,22940.47,EUR
100,1000,OR00000000000000000790,2024,0000400090,13012.41,EUR
100,1000,OR00000000000000000791,2023,0000400100,12197.16,EUR
100,1000,OR00000000000000000792,2024,0000400110,11819.84,EUR
100,1000,OR00000000000000000793,2023,0000400120,30909.49,EUR
100,1000,OR00000000000000000794,2024,0000400130,3781.38,EUR
100,1000,OR00000000000000000795,2023,0000400140,30729.69,EUR
100,1000,OR00000000000000000796,2024,0000400150,41874.15,EUR
100,1000,OR00000000000000000797,2023,0000400160,31067.47,EUR
100,1000,OR00000000000000000798,2024,0000400170,46643.5,EUR
100,1000,OR00000000000000000799,2023,0000400180,39073.34,EUR
100,1000,OR00000000000000000800,2024,0000400190,29603.41,EUR
100,1000,OR00000000000000000801,2023,0000400200,19263.51,EUR
100,1000,OR00000000000000000802,2024,0000400210,27779.33,EUR
100,1000,OR00000000000000000803,2023,0000400220,9846.75,EUR
100,1000,OR00000000000000000804,2024,0000400230,38362.65,EUR
100,1000,OR00000000000000000805,2023,0000400240,46523.63,EUR
100,1000,OR00000000000000000806,2024,0000400250,32672.55,EUR
100,1000,OR00000000000000000807,2023,0000400260,35347.09,EUR
100,1000,OR00000000000000000808,2024,0000400270,36279.51,EUR
100,1000,OR00000000000000000809,2023,0000400280,1507.65,EUR
100,1000,OR00000000000000000810,2024,0000400290,7819.92,EUR
100,1000,OR00000000000000000811,2023,0000400000,3348.28,EUR
100,1000,OR00000000000000000812,2024,0000400010,5262.21,EUR
100,1000,OR00000000000000000813,2023,0000400020,5567.01,EUR
100,1000,OR00000000000000000814,2024,0000400030,5543.63,EUR
100,1000,OR00000000000000000815,2023,0000400040,26274.67,EUR
100,1000,OR00000000000000000816,2024,0000400050,20337.61,EUR
100,1000,OR00000000000000000817,2023,0000400060,6992.31,EUR
100,1000,OR00000000000000000818,2024,0000400070,21230.34,EUR
100,1000,OR00000000000000000819,2023,0000400080,32256.66,EUR
100,1000,OR00000000000000000820,2024,0000400090,19940.65,EUR
100,1000,OR00000000000000000821,2023,0000400100,26568.88,EUR
100,1000,OR00000000000000000822,2024,0000400110,33134.2,EUR
100,1000,OR00000000000000000823,2023,0000400120,20195.52,EUR
100,1000,OR00000000000000000824,2024,0000400130,25554.68,EUR
100,1000,OR00000000000000000825,2023,0000400140,42952.8,EUR
100,1000,OR00000000000000000826,2024,0000400150,29705.27,EUR
100,1000,OR00000000000000000827,2023,0000400160,40098.2,EUR
100,1000,OR00000000000000000828,2024,0000400170,43532.97,EUR
100,1000,OR00000000000000000829,2023,0000400180,13813.93,EUR
100,1000,OR00000000000000000830,2024,0000400190,34882.2,EUR
100,1000,OR00000000000000000831,2023,0000400200,30486.01,EUR
100,1000,OR00000000000000000832,2024,0000400210,1143.56,EUR
100,1000,OR00000000000000000833,2023,0000400220,18291.61,EUR
100,1000,OR00000000000000000834,2024,0000400230,25073.78,EUR
100,1000,OR00000000000000000835,2023,0000400240,6621.7,EUR
100,1000,OR00000000000000000836,2024,0000400250,45631.8,EUR
100,1000,OR00000000000000000837,2023,0000400260,13913.5,EUR
100,1000,OR00000000000000000838,2024,0000400270,39212.82,EUR
100,1000,OR00000000000000000839,2023,0000400280,8601.33,EUR
100,1000,OR00000000000000000840,2024,0000400290,48549.19,EUR
100,1000,OR00000000000000000841,2023,0000400000,14539.05,EUR
100,1000,OR00000000000000000842,2024,0000400010,8884.36,EUR
100,1000,OR00000000000000000843,2023,0000400020,26694.21,EUR
100,1000,OR00000000000000000844,2024,0000400030,22901.53,EUR
100,1000,OR00000000000000000845,2023,0000400040,39393.46,EUR
100,1000,OR00000000000000000846,2024,0000400050,13790.03,EUR
100,1000,OR00000000000000000847,2023,0000400060,23893.54,EUR
100,1000,OR00000000000000000848,2024,0000400070,26039.38,EUR
100,1000,OR00000000000000000849,2023,0000400080,18447.17,EUR
100,1000,OR00000000000000000850,2024,0000400090,13574.99,EUR
100,1000,OR00000000000000000851,2023,0000400100,25588.55,EUR
100,1000,OR00000000000000000852,2024,0000400110,24443.61,EUR
100,1000,OR00000000000000000853,2023,0000400120,19898.21,EUR
100,1000,OR00000000000000000854,2024,0000400130,39440.84,EUR
100,1000,OR00000000000000000855,2023,0000400140,12018.95,EUR
100,1000,OR00000000000000000856,2024,0000400150,44487.2,EUR
100,1000,OR00000000000000000857,2023,0000400160,15677.55,EUR
100,1000,OR00000000000000000858,2024,0000400170,28852.37,EUR
100,1000,OR00000000000000000859,2023,0000400180,38786.75,EUR
100,1000,OR00000000000000000860,2024,0000400190,16442.57,EUR
100,1000,OR00000000000000000861,2023,0000400200,4037.91,EUR
100,1000,OR00000000000000000862,2024,0000400210,26407.91,EUR
100,1000,OR00000000000000000863,2023,0000400220,13424.66,EUR
100,1000,OR00000000000000000864,2024,0000400230,44186.78,EUR
100,1000,OR00000000000000000865,2023,0000400240,27598.82,EUR
100,1000,OR00000000000000000866,2024,0000400250,22902.51,EUR
100,1000,OR00000000000000000867,2023,0000400260,27920.75,EUR
100,1000,OR00000000000000000868,2024,0000400270,45110.84,EUR
100,1000,OR00000000000000000869,2023,0000400280,28080.98,EUR
100,1000,OR00000000000000000870,2024,0000400290,38946.54,EUR
100,1000,OR00000000000000000871,2023,0000400000,15935.3,EUR
