MANDT,BUKRS,BELNR,GJAHR,BLART,BUDAT,BLDAT,WAERS,USNAM
100,1000,100002755,2025,KR,20250303,20250303,EUR,USER009
100,1000,100002756,2022,RE,20220217,20220217,EUR,USER020
100,1000,100002757,2024,AB,20240715,20240715,EUR,USER010
100,1000,100002758,2022,KR,20221229,20221229,EUR,USER001
100,1000,100002759,2025,DR,20251214,20251214,EUR,USER045
100,1000,100002760,2024,KR,20240929,20240929,EUR,USER030
100,1000,100002761,2023,SA,20230320,20230320,EUR,USER018
100,1000,100002762,2022,RN,20220510,20220510,EUR,USER026
100,1000,100002763,2025,DR,20250927,20250927,EUR,USER036
100,1000,100002764,2024,RE,20240926,20240926,EUR,USER040
100,1000,100002765,2025,KR,20250904,20250904,EUR,USER025
100,1000,100002766,2025,KR,20250724,20250724,EUR,USER019
100,1000,100002767,2024,AB,20241013,20241013,EUR,USER006
100,1000,100002768,2024,RE,20240509,20240509,EUR,USER011
100,1000,100002769,2023,DR,20230828,20230828,EUR,USER012
100,1000,100002770,2022,RN,20220128,20220128,EUR,USER049
100,1000,100002771,2022,KR,20220130,20220130,EUR,USER012
100,1000,100002772,2022,RN,20220508,20220508,EUR,USER014
100,1000,100002773,2025,DR,20250521,20250521,EUR,USER022
100,1000,100002774,2022,SA,20220729,20220729,EUR,USER010
100,1000,100002775,2025,SA,20251117,20251117,EUR,USER011
100,1000,100002776,2023,RN,20231111,20231111,EUR,USER001
100,1000,100002777,2023,KR,20230615,20230615,EUR,USER016
100,1000,100002778,2024,KR,20240926,20240926,EUR,USER022
100,1000,100002779,2023,RE,20230623,20230623,EUR,USER008
100,1000,100002780,2023,DR,20230128,20230128,EUR,USER023
100,1000,100002781,2025,RN,20250829,20250829,EUR,USER006
100,1000,100002782,2022,RE,20220701,20220701,EUR,USER010
100,1000,100002783,2022,AB,20220204,20220204,EUR,USER030
100,1000,100002784,2023,SA,20230817,20230817,EUR,USER014
100,1000,100002785,2025,RE,20250902,20250902,EUR,USER008
100,1000,100002786,2024,DR,20241106,20241106,EUR,USER032
100,1000,100002787,2023,RE,20230604,20230604,EUR,USER022
100,1000,100002788,2022,DR,20221214,20221214,EUR,USER007
100,1000,100002789,2025,RN,20251017,20251017,EUR,USER047
100,1000,100002790,2024,DR,20241126,20241126,EUR,USER038
100,1000,100002791,2025,DR,20250910,20250910,EUR,USER003
100,1000,100002792,2024,RE,20241007,20241007,EUR,USER045
100,1000,100002793,2024,RN,20240301,20240301,EUR,USER018
100,1000,100002794,2025,DR,20250805,20250805,EUR,USER031
100,1000,100002795,2022,DR,20220705,20220705,EUR,USER007
100,1000,100002796,2025,AB,20250306,20250306,EUR,USER035
100,1000,100002797,2024,RE,20240218,20240218,EUR,USER044
100,1000,100002798,2023,SA,20231126,20231126,EUR,USER010
100,1000,100002799,2023,AB,20230905,20230905,EUR,USER031
100,1000,100002800,2024,SA,20241120,20241120,EUR,USER030
100,1000,100002801,2024,SA,20240628,20240628,EUR,USER007
100,1000,100002802,2024,RE,20240415,20240415,EUR,USER028
100,1000,100002803,2025,RE,20250207,20250207,EUR,USER024
100,1000,100002804,2023,DR,20230518,20230518,EUR,USER035
100,1000,100002805,2023,SA,20230625,20230625,EUR,USER011
100,1000,100002806,2023,KR,20230806,20230806,EUR,USER035
100,1000,100002807,2024,DR,20240424,20240424,EUR,USER045
100,1000,100002808,2025,KR,20251004,20251004,EUR,USER014
100,1000,100002809,2025,RE,20250514,20250514,EUR,USER013
100,1000,100002810,2023,RE,20230205,20230205,EUR,USER011
100,1000,100002811,2024,RN,20240212,20240212,EUR,USER009
100,1000,100002812,2025,RE,20250215,20250215,EUR,USER014
100,1000,100002813,2022,AB,20220922,20220922,EUR,USER037
100,1000,100002814,2024,RE,20240628,20240628,EUR,USER006
100,1000,100002815,2025,SA,20250205,20250205,EUR,USER008
100,1000,100002816,2023,DR,20231021,20231021,EUR,USER026
100,1000,100002817,2025,RN,20251004,20251004,EUR,USER028
100,1000,100002818,2024,AB,20240308,20240308,EUR,USER046
100,1000,100002819,2023,DR,20230530,20230530,EUR,USER017
100,1000,100002820,2025,AB,20250318,20250318,EUR,USER004
100,1000,100002821,2022,KR,20220918,20220918,EUR,USER009
100,1000,100002822,2025,RE,20250719,20250719,EUR,USER001
100,1000,100002823,2024,RN,20241017,20241017,EUR,USER047
100,1000,100002824,2024,RE,20240919,20240919,EUR,USER003
100,1000,100002825,2025,RE,20250721,20250721,EUR,USER014
100,1000,100002826,2022,AB,20220405,20220405,EUR,USER006
100,1000,100002827,2023,SA,20230613,20230613,EUR,USER025
100,1000,100002828,2023,RN,20230319,20230319,EUR,USER029
100,1000,100002829,2022,AB,20221023,20221023,EUR,USER038
100,1000,100002830,2024,RN,20240627,20240627,EUR,USER035
100,1000,100002831,2024,RE,20240124,20240124,EUR,USER005
100,1000,100002832,2022,RE,20221111,20221111,EUR,USER023
100,1000,100002833,2023,RE,20230306,20230306,EUR,USER002
100,1000,100002834,2022,AB,20221022,20221022,EUR,USER034
100,1000,100002835,2023,KR,20230326,20230326,EUR,USER011
100,1000,100002836,2022,KR,20220615,20220615,EUR,USER025
100,1000,100002837,2023,SA,20230610,20230610,EUR,USER031
100,1000,100002838,2025,KR,20250726,20250726,EUR,USER013
100,1000,100002839,2022,DR,20220501,20220501,EUR,USER039
100,1000,100002840,2024,DR,20241103,20241103,EUR,USER015
100,1000,100002841,2025,AB,20250420,20250420,EUR,USER036
100,1000,100002842,2022,AB,20221205,20221205,EUR,USER023
100,1000,100002843,2024,KR,20240519,20240519,EUR,USER044
100,1000,100002844,2024,AB,20241026,20241026,EUR,USER023
100,1000,100002845,2025,KR,20250123,20250123,EUR,USER001
100,1000,100002846,2022,DR,20220827,20220827,EUR,USER012
100,1000,100002847,2025,SA,20250605,20250605,EUR,USER014
100,1000,100002848,2022,RN,20220207,20220207,EUR,USER018
100,1000,100002849,2024,DR,20240712,20240712,EUR,USER035
100,1000,100002850,2022,RE,20220221,20220221,EUR,USER009
100,1000,100002851,2024,RN,20241115,20241115,EUR,USER007
100,1000,100002852,2024,DR,20240123,20240123,EUR,USER017
100,1000,100002853,2024,SA,20240403,20240403,EUR,USER032
100,1000,100002854,2024,RE,20241207,20241207,EUR,USER042
100,1000,100002855,2023,AB,20230521,20230521,EUR,USER045
100,1000,100002856,2022,SA,20220826,20220826,EUR,USER004
100,1000,100002857,2023,RE,20230613,20230613,EUR,USER039
100,1000,100002858,2023,KR,20230722,20230722,EUR,USER023
100,1000,100002859,2025,AB,20250121,20250121,EUR,USER038
100,1000,100002860,2022,DR,20220102,20220102,EUR,USER003
100,1000,100002861,2023,DR,20231210,20231210,EUR,USER015
100,1000,100002862,2024,KR,20240805,20240805,EUR,USER024
100,1000,100002863,2022,KR,20220102,20220102,EUR,USER020
100,1000,100002864,2024,AB,20240905,20240905,EUR,USER038
100,1000,100002865,2024,DR,20241015,20241015,EUR,USER033
100,1000,100002866,2024,RN,20240321,20240321,EUR,USER021
100,1000,100002867,2022,SA,20220303,20220303,EUR,USER033
100,1000,100002868,2022,DR,20221203,20221203,EUR,USER016
100,1000,100002869,2024,SA,20240320,20240320,EUR,USER020
100,1000,100002870,2025,RN,20250228,20250228,EUR,USER005
100,1000,100002871,2023,KR,20231120,20231120,EUR,USER033
100,1000,100002872,2025,RN,20251208,20251208,EUR,USER013
100,1000,100002873,2025,RN,20250819,20250819,EUR,USER033
100,1000,100002874,2023,SA,20230930,20230930,EUR,USER022
100,1000,100002875,2024,DR,20240306,20240306,EUR,USER008
100,1000,100002876,2022,AB,20220912,20220912,EUR,USER032
100,1000,100002877,2023,KR,20230622,20230622,EUR,USER039
100,1000,100002878,2025,RN,20251219,20251219,EUR,USER010
100,1000,100002879,2025,RE,20251018,20251018,EUR,USER005
100,1000,100002880,2022,SA,20220430,20220430,EUR,USER041
100,1000,100002881,2023,DR,20231112,20231112,EUR,USER044
100,1000,100002882,2022,SA,20220227,20220227,EUR,USER044
100,1000,100002883,2025,DR,20250622,20250622,EUR,USER040
100,1000,100002884,2023,DR,20230908,20230908,EUR,USER048
100,1000,100002885,2025,RN,20250322,20250322,EUR,USER042
100,1000,100002886,2022,KR,20221022,20221022,EUR,USER036
100,1000,100002887,2023,SA,20230119,20230119,EUR,USER036
100,1000,100002888,2022,RE,20220806,20220806,EUR,USER004
100,1000,100002889,2022,SA,20220601,20220601,EUR,USER035
100,1000,100002890,2022,KR,20221202,20221202,EUR,USER018
100,1000,100002891,2025,SA,20250816,20250816,EUR,USER014
100,1000,100002892,2022,DR,20221007,20221007,EUR,USER048
100,1000,100002893,2025,SA,20250930,20250930,EUR,USER008
100,1000,100002894,2025,AB,20251124,20251124,EUR,USER001
100,1000,100002895,2022,RE,20220509,20220509,EUR,USER027
100,1000,100002896,2023,RE,20230711,20230711,EUR,USER038
100,1000,100002897,2023,AB,20230224,20230224,EUR,USER013
100,1000,100002898,2024,RE,20240711,20240711,EUR,USER020
100,1000,100002899,2022,RN,20220425,20220425,EUR,USER013
100,1000,100002900,2023,AB,20231004,20231004,EUR,USER024
100,1000,100002901,2025,KR,20250304,20250304,EUR,USER037
100,1000,100002902,2022,KR,20221110,20221110,EUR,USER031
100,1000,100002903,2022,RE,20220909,20220909,EUR,USER049
100,1000,100002904,2025,KR,20250409,20250409,EUR,USER002
100,1000,100002905,2024,RE,20240213,20240213,EUR,USER029
100,1000,100002906,2023,SA,20230421,20230421,EUR,USER028
100,1000,100002907,2024,DR,20240402,20240402,EUR,USER003
100,1000,100002908,2025,DR,20251223,20251223,EUR,USER049
100,1000,100002909,2022,RN,20220405,20220405,EUR,USER005
100,1000,100002910,2022,DR,20221127,20221127,EUR,USER042
100,1000,100002911,2023,DR,20230208,20230208,EUR,USER002
100,1000,100002912,2024,DR,20241222,20241222,EUR,USER048
100,1000,100002913,2025,KR,20250817,20250817,EUR,USER048
100,1000,100002914,2024,DR,20240816,20240816,EUR,USER033
100,1000,100002915,2022,AB,20220904,20220904,EUR,USER032
100,1000,100002916,2024,AB,20240604,20240604,EUR,USER046
100,1000,100002917,2024,RE,20240919,20240919,EUR,USER040
100,1000,100002918,2024,AB,20241214,20241214,EUR,USER025
100,1000,100002919,2024,SA,20240110,20240110,EUR,USER040
100,1000,100002920,2022,RE,20221016,20221016,EUR,USER006
100,1000,100002921,2024,RE,20241229,20241229,EUR,USER031
100,1000,100002922,2024,DR,20240622,20240622,EUR,USER018
100,1000,100002923,2022,DR,20220617,20220617,EUR,USER021
100,1000,100002924,2024,KR,20240812,20240812,EUR,USER013
100,1000,100002925,2025,RN,20250121,20250121,EUR,USER038
100,1000,100002926,2025,RN,20250315,20250315,EUR,USER032
100,1000,100002927,2023,RE,20230930,20230930,EUR,USER040
100,1000,100002928,2022,DR,20220510,20220510,EUR,USER011
100,1000,100002929,2022,SA,20220326,20220326,EUR,USER014
100,1000,100002930,2023,RE,20231208,20231208,EUR,USER002
100,1000,100002931,2022,AB,20220629,20220629,EUR,USER049
100,1000,100002932,2025,RE,20251111,20251111,EUR,USER029
100,1000,100002933,2023,DR,20230723,20230723,EUR,USER016
100,1000,100002934,2025,DR,20250512,20250512,EUR,USER045
100,1000,100002935,2022,RE,20220419,20220419,EUR,USER028
100,1000,100002936,2025,KR,20251116,20251116,EUR,USER019
100,1000,100002937,2022,SA,20220702,20220702,EUR,USER017
100,1000,100002938,2025,RE,20250823,20250823,EUR,USER007
100,1000,100002939,2023,RE,20230305,20230305,EUR,USER019
100,1000,100002940,2025,RE,20250227,20250227,EUR,USER004
100,1000,100002941,2022,SA,20220730,20220730,EUR,USER006
100,1000,100002942,2025,DR,20250212,20250212,EUR,USER008
100,1000,100002943,2024,KR,20241211,20241211,EUR,USER049
100,1000,100002944,2025,AB,20250716,20250716,EUR,USER045
100,1000,100002945,2024,RN,20241215,20241215,EUR,USER025
100,1000,100002946,2022,AB,20220118,20220118,EUR,USER039
100,1000,100002947,2023,DR,20231104,20231104,EUR,USER018
100,1000,100002948,2022,RN,20220329,20220329,EUR,USER023
100,1000,100002949,2023,AB,20230612,20230612,EUR,USER046
100,1000,100002950,2022,RE,20220611,20220611,EUR,USER033
100,1000,100002951,2022,AB,20220621,20220621,EUR,USER043
100,1000,100002952,2024,RN,20241130,20241130,EUR,USER018
100,1000,100002953,2023,DR,20230530,20230530,EUR,USER048
100,1000,100002954,2025,RE,20250225,20250225,EUR,USER025
100,1000,100002955,2022,RE,20220310,20220310,EUR,USER015
100,1000,100002956,2023,KR,20230316,20230316,EUR,USER042
100,1000,100002957,2025,KR,20250113,20250113,EUR,USER034
100,1000,100002958,2023,SA,20230216,20230216,EUR,USER004
100,1000,100002959,2022,KR,20220621,20220621,EUR,USER022
100,1000,100002960,2022,RN,20220503,20220503,EUR,USER023
100,1000,100002961,2025,RE,20251013,20251013,EUR,USER042
100,1000,100002962,2025,AB,20250202,20250202,EUR,USER048
100,1000,100002963,2024,KR,20240221,20240221,EUR,USER011
100,1000,100002964,2023,KR,20231102,20231102,EUR,USER011
100,1000,100002965,2022,DR,20221020,20221020,EUR,USER047
100,1000,100002966,2024,AB,20240728,20240728,EUR,USER007
100,1000,100002967,2025,RE,20250120,20250120,EUR,USER018
100,1000,100002968,2023,RN,20230926,20230926,EUR,USER023
100,1000,100002969,2025,RN,20250614,20250614,EUR,USER021
100,1000,100002970,2023,KR,20230110,20230110,EUR,USER005
100,1000,100002971,2022,DR,20220504,20220504,EUR,USER020
100,1000,100002972,2025,DR,20250117,20250117,EUR,USER004
100,1000,100002973,2025,DR,20250924,20250924,EUR,USER018
100,1000,100002974,2025,RN,20250507,20250507,EUR,USER014
100,1000,100002975,2023,AB,20230717,20230717,EUR,USER003
100,1000,100002976,2025,SA,20250807,20250807,EUR,USER015
100,1000,100002977,2024,DR,20241020,20241020,EUR,USER048
100,1000,100002978,2023,RE,20230905,20230905,EUR,USER008
100,1000,100002979,2022,SA,20221102,20221102,EUR,USER033
100,1000,100002980,2025,SA,20251127,20251127,EUR,USER030
100,1000,100002981,2024,KR,20240708,20240708,EUR,USER048
100,1000,100002982,2025,SA,20250113,20250113,EUR,USER035
100,1000,100002983,2025,KR,20250105,20250105,EUR,USER023
100,1000,100002984,2024,DR,20241104,20241104,EUR,USER038
100,1000,100002985,2023,KR,20231005,20231005,EUR,USER045
100,1000,100002986,2025,KR,20250421,20250421,EUR,USER017
100,1000,100002987,2024,SA,20240129,20240129,EUR,USER043
100,1000,100002988,2023,RN,20230515,20230515,EUR,USER025
100,1000,100002989,2022,RN,20220131,20220131,EUR,USER029
100,1000,100002990,2025,SA,20250618,20250618,EUR,USER046
100,1000,100002991,2023,KR,20230629,20230629,EUR,USER044
100,1000,100002992,2025,RN,20251031,20251031,EUR,USER002
100,1000,100002993,2024,KR,20241030,20241030,EUR,USER018
100,1000,100002994,2022,RE,20221122,20221122,EUR,USER046
100,1000,100002995,2025,AB,20250904,20250904,EUR,USER046
100,1000,100002996,2024,DR,20240526,20240526,EUR,USER046
100,1000,100002997,2023,DR,20230327,20230327,EUR,USER006
100,1000,100002998,2024,RE,20240125,20240125,EUR,USER037
100,1000,100002999,2022,RE,20221204,20221204,EUR,USER003
100,1000,100003000,2022,KR,20220212,20220212,EUR,USER028
100,1000,100003001,2022,RN,20221027,20221027,EUR,USER004
100,1000,100003002,2023,RN,20230408,20230408,EUR,USER029
100,1000,100003003,2023,DR,20230707,20230707,EUR,USER031
100,1000,100003004,2022,AB,20220906,20220906,EUR,USER015
100,1000,100003005,2025,AB,20251129,20251129,EUR,USER023
100,1000,100003006,2024,SA,20241114,20241114,EUR,USER039
100,1000,100003007,2023,SA,20230603,20230603,EUR,USER001
100,1000,100003008,2025,RN,20250211,20250211,EUR,USER009
100,1000,100003009,2025,SA,20250215,20250215,EUR,USER004
100,1000,100003010,2022,SA,20220617,20220617,EUR,USER042
100,1000,100003011,2023,RN,20230305,20230305,EUR,USER018
100,1000,100003012,2024,RE,20240704,20240704,EUR,USER023
100,1000,100003013,2023,KR,20230119,20230119,EUR,USER025
100,1000,100003014,2023,RE,20230608,20230608,EUR,USER035
100,1000,100003015,2022,RN,20221015,20221015,EUR,USER007
100,1000,100003016,2023,RN,20230408,20230408,EUR,USER045
100,1000,100003017,2025,RN,20251217,20251217,EUR,USER011
100,1000,100003018,2024,AB,20240718,20240718,EUR,USER042
100,1000,100003019,2024,RN,20240901,20240901,EUR,USER025
100,1000,100003020,2023,RN,20230421,20230421,EUR,USER036
100,1000,100003021,2024,DR,20240116,20240116,EUR,USER020
100,1000,100003022,2023,RN,20230220,20230220,EUR,USER046
100,1000,100003023,2025,AB,20250109,20250109,EUR,USER038
100,1000,100003024,2025,AB,20250924,20250924,EUR,USER050
100,1000,100003025,2025,KR,20250412,20250412,EUR,USER035
100,1000,100003026,2025,KR,20250217,20250217,EUR,USER041
100,1000,100003027,2022,AB,20220816,20220816,EUR,USER029
100,1000,100003028,2022,KR,20220929,20220929,EUR,USER027
100,1000,100003029,2024,KR,20241112,20241112,EUR,USER048
100,1000,100003030,2025,RE,20251107,20251107,EUR,USER033
100,1000,100003031,2022,RE,20221109,20221109,EUR,USER036
100,1000,100003032,2025,KR,20251230,20251230,EUR,USER017
100,1000,100003033,2024,AB,20241023,20241023,EUR,USER044
100,1000,100003034,2025,RE,20250923,20250923,EUR,USER043
100,1000,100003035,2022,SA,20220807,20220807,EUR,USER007
100,1000,100003036,2024,AB,20240324,20240324,EUR,USER040
100,1000,100003037,2022,SA,20220822,20220822,EUR,USER012
100,1000,100003038,2025,KR,20250307,20250307,EUR,USER032
100,1000,100003039,2023,RE,20230509,20230509,EUR,USER004
100,1000,100003040,2024,KR,20240912,20240912,EUR,USER032
100,1000,100003041,2024,AB,20240502,20240502,EUR,USER021
100,1000,100003042,2023,DR,20230924,20230924,EUR,USER033
100,1000,100003043,2023,AB,20231116,20231116,EUR,USER049
100,1000,100003044,2025,RN,20250806,20250806,EUR,USER002
100,1000,100003045,2022,KR,20220215,20220215,EUR,USER019
100,1000,100003046,2023,KR,20231102,20231102,EUR,USER015
100,1000,100003047,2024,KR,20240426,20240426,EUR,USER008
100,1000,100003048,2025,RE,20250608,20250608,EUR,USER045
100,1000,100003049,2022,AB,20220214,20220214,EUR,USER001
100,1000,100003050,2024,SA,20240715,20240715,EUR,USER013
100,1000,100003051,2023,RN,20230903,20230903,EUR,USER027
100,1000,100003052,2023,RE,20231028,20231028,EUR,USER046
100,1000,100003053,2025,AB,20250315,20250315,EUR,USER032
100,1000,100003054,2025,SA,20250629,20250629,EUR,USER049
100,1000,100003055,2025,KR,20251205,20251205,EUR,USER041
100,1000,100003056,2023,KR,20230330,20230330,EUR,USER021
100,1000,100003057,2024,AB,20240209,20240209,EUR,USER050
100,1000,100003058,2025,RN,20250601,20250601,EUR,USER042
100,1000,100003059,2024,SA,20241201,20241201,EUR,USER017
100,1000,100003060,2025,DR,20250720,20250720,EUR,USER046
100,1000,100003061,2023,RN,20230222,20230222,EUR,USER004
100,1000,100003062,2024,AB,20240721,20240721,EUR,USER017
100,1000,100003063,2025,SA,20250309,20250309,EUR,USER009
100,1000,100003064,2022,AB,20220302,20220302,EUR,USER029
100,1000,100003065,2024,RE,20241211,20241211,EUR,USER034
100,1000,100003066,2024,DR,20240324,20240324,EUR,USER004
100,1000,100003067,2022,SA,20221207,20221207,EUR,USER032
100,1000,100003068,2024,DR,20240326,20240326,EUR,USER049
100,1000,100003069,2024,AB,20240918,20240918,EUR,USER012
100,1000,100003070,2024,RN,20240808,20240808,EUR,USER015
100,1000,100003071,2023,AB,20230906,20230906,EUR,USER021
100,1000,100003072,2025,SA,20251111,20251111,EUR,USER034
100,1000,100003073,2024,SA,20241003,20241003,EUR,USER006
100,1000,100003074,2024,RE,20241130,20241130,EUR,USER029
100,1000,100003075,2022,RN,20220626,20220626,EUR,USER013
100,1000,100003076,2023,KR,20230929,20230929,EUR,USER002
100,1000,100003077,2024,DR,20240717,20240717,EUR,USER018
100,1000,100003078,2022,KR,20220511,20220511,EUR,USER018
100,1000,100003079,2022,RN,20220524,20220524,EUR,USER020
100,1000,100003080,2022,AB,20220302,20220302,EUR,USER038
100,1000,100003081,2022,RE,20220903,20220903,EUR,USER004
100,1000,100003082,2024,SA,20240619,20240619,EUR,USER047
100,1000,100003083,2024,SA,20240324,20240324,EUR,USER024
100,1000,100003084,2024,RN,20240526,20240526,EUR,USER028
100,1000,100003085,2022,AB,20220917,20220917,EUR,USER006
100,1000,100003086,2023,AB,20230622,20230622,EUR,USER036
100,1000,100003087,2025,AB,20250304,20250304,EUR,USER026
100,1000,100003088,2025,RE,20250617,20250617,EUR,USER046
100,1000,100003089,2025,DR,20250618,20250618,EUR,USER041
100,1000,100003090,2023,AB,20231224,20231224,EUR,USER040
100,1000,100003091,2023,RN,20230311,20230311,EUR,USER025
100,1000,100003092,2023,AB,20231028,20231028,EUR,USER045
100,1000,100003093,2024,RN,20240124,20240124,EUR,USER043
100,1000,100003094,2022,RN,20220903,20220903,EUR,USER024
100,1000,100003095,2022,DR,20220919,20220919,EUR,USER033
100,1000,100003096,2023,RN,20230318,20230318,EUR,USER045
100,1000,100003097,2025,SA,20250717,20250717,EUR,USER035
100,1000,100003098,2023,AB,20230119,20230119,EUR,USER024
100,1000,100003099,2025,RE,20250620,20250620,EUR,USER036
100,1000,100003100,2024,KR,20240228,20240228,EUR,USER008
100,1000,100003101,2024,RN,20240114,20240114,EUR,USER017
100,1000,100003102,2024,SA,20241025,20241025,EUR,USER042
100,1000,100003103,2024,DR,20240527,20240527,EUR,USER012
100,1000,100003104,2023,RN,20230620,20230620,EUR,USER030
100,1000,100003105,2024,RE,20240913,20240913,EUR,USER033
100,1000,100003106,2024,AB,20240723,20240723,EUR,USER007
100,1000,100003107,2023,RE,20231120,20231120,EUR,USER032
100,1000,100003108,2025,AB,20250602,20250602,EUR,USER011
100,1000,100003109,2025,RN,20250430,20250430,EUR,USER026
100,1000,100003110,2023,DR,20231019,20231019,EUR,USER034
100,1000,100003111,2022,DR,20220412,20220412,EUR,USER018
100,1000,100003112,2022,DR,20220318,20220318,EUR,USER006
100,1000,100003113,2023,RN,20230806,20230806,EUR,USER029
100,1000,100003114,2023,DR,20230910,20230910,EUR,USER046
100,1000,100003115,2022,RE,20220318,20220318,EUR,USER003
100,1000,100003116,2024,AB,20240801,20240801,EUR,USER033
100,1000,100003117,2023,RE,20230709,20230709,EUR,USER027
100,1000,100003118,2023,RE,20231204,20231204,EUR,USER047
100,1000,100003119,2023,DR,20230723,20230723,EUR,USER009
100,1000,100003120,2023,RE,20231226,20231226,EUR,USER048
100,1000,100003121,2025,SA,20250203,20250203,EUR,USER045
100,1000,100003122,2025,RE,20251007,20251007,EUR,USER028
100,1000,100003123,2024,RN,20240802,20240802,EUR,USER023
100,1000,100003124,2022,DR,20220609,20220609,EUR,USER009
100,1000,100003125,2024,RE,20240923,20240923,EUR,USER005
100,1000,100003126,2025,KR,20250704,20250704,EUR,USER036
100,1000,100003127,2023,RE,20230308,20230308,EUR,USER028
100,1000,100003128,2024,RN,20240528,20240528,EUR,USER017
100,1000,100003129,2024,SA,20240326,20240326,EUR,USER041
100,1000,100003130,2025,DR,20250523,20250523,EUR,USER044
100,1000,100003131,2022,RE,20221021,20221021,EUR,USER035
100,1000,100003132,2025,RE,20250210,20250210,EUR,USER010
100,1000,100003133,2024,DR,20240328,20240328,EUR,USER049
100,1000,100003134,2025,DR,20251123,20251123,EUR,USER021
100,1000,100003135,2022,RN,20220606,20220606,EUR,USER013
100,1000,100003136,2024,AB,20240625,20240625,EUR,USER021
100,1000,100003137,2024,KR,20240104,20240104,EUR,USER049
100,1000,100003138,2024,RE,20240506,20240506,EUR,USER013
100,1000,100003139,2022,DR,20221212,20221212,EUR,USER033
100,1000,100003140,2022,SA,20220827,20220827,EUR,USER038
100,1000,100003141,2025,RE,20251118,20251118,EUR,USER038
100,1000,100003142,2022,KR,20220418,20220418,EUR,USER004
100,1000,100003143,2022,DR,20220708,20220708,EUR,USER040
100,1000,100003144,2022,KR,20220526,20220526,EUR,USER035
100,1000,100003145,2024,DR,20240907,20240907,EUR,USER041
100,1000,100003146,2022,DR,20220111,20220111,EUR,USER036
100,1000,100003147,2022,SA,20221029,20221029,EUR,USER045
100,1000,100003148,2024,AB,20241111,20241111,EUR,USER025
100,1000,100003149,2023,SA,20230702,20230702,EUR,USER040
100,1000,100003150,2022,AB,20220324,20220324,EUR,USER021
100,1000,100003151,2024,RN,20241007,20241007,EUR,USER045
100,1000,100003152,2025,KR,20251027,20251027,EUR,USER049
100,1000,100003153,2024,AB,20240729,20240729,EUR,USER035
100,1000,100003154,2023,RE,20231208,20231208,EUR,USER024
100,1000,100003155,2023,RN,20230430,20230430,EUR,USER023
100,1000,100003156,2023,SA,20230327,20230327,EUR,USER017
100,1000,100003157,2024,RN,20240529,20240529,EUR,USER006
100,1000,100003158,2025,DR,20250615,20250615,EUR,USER042
100,1000,100003159,2025,DR,20250828,20250828,EUR,USER022
100,1000,100003160,2025,AB,20250904,20250904,EUR,USER025
100,1000,100003161,2025,RN,20250721,20250721,EUR,USER027
100,1000,100003162,2023,RN,20230203,20230203,EUR,USER004
100,1000,100003163,2022,DR,20220525,20220525,EUR,USER032
100,1000,100003164,2023,RE,20230507,20230507,EUR,USER037
100,1000,100003165,2022,DR,20220726,20220726,EUR,USER029
100,1000,100003166,2022,AB,20220206,20220206,EUR,USER037
100,1000,100003167,2025,RN,20250117,20250117,EUR,USER033
100,1000,100003168,2022,AB,20220908,20220908,EUR,USER032
100,1000,100003169,2025,RE,20250419,20250419,EUR,USER001
100,1000,100003170,2023,KR,20230624,20230624,EUR,USER030
100,1000,100003171,2025,RN,20251207,20251207,EUR,USER025
100,1000,100003172,2024,KR,20241227,20241227,EUR,USER020
100,1000,100003173,2024,KR,20241208,20241208,EUR,USER009
100,1000,100003174,2025,AB,20250704,20250704,EUR,USER030
100,1000,100003175,2025,RE,20250905,20250905,EUR,USER001
100,1000,100003176,2025,KR,20250108,20250108,EUR,USER004
100,1000,100003177,2025,AB,20250222,20250222,EUR,USER002
100,1000,100003178,2025,RE,20250621,20250621,EUR,USER035
100,1000,100003179,2022,AB,20220602,20220602,EUR,USER039
100,1000,100003180,2025,SA,20250404,20250404,EUR,USER015
100,1000,100003181,2025,KR,20250624,20250624,EUR,USER037
100,1000,100003182,2022,KR,20221222,20221222,EUR,USER049
100,1000,100003183,2022,DR,20220101,20220101,EUR,USER031
100,1000,100003184,2024,AB,20240628,20240628,EUR,USER005
100,1000,100003185,2024,RN,20240416,20240416,EUR,USER014
100,1000,100003186,2025,DR,20250803,20250803,EUR,USER013
100,1000,100003187,2025,SA,20250111,20250111,EUR,USER023
100,1000,100003188,2025,AB,20250325,20250325,EUR,USER006
100,1000,100003189,2023,RN,20231211,20231211,EUR,USER039
100,1000,100003190,2023,KR,20230130,20230130,EUR,USER020
100,1000,100003191,2022,RN,20220322,20220322,EUR,USER006
100,1000,100003192,2023,RN,20230111,20230111,EUR,USER006
100,1000,100003193,2023,DR,20231107,20231107,EUR,USER010
100,1000,100003194,2024,DR,20240219,20240219,EUR,USER004
100,1000,100003195,2024,SA,20240117,20240117,EUR,USER017
100,1000,100003196,2025,DR,20250524,20250524,EUR,USER007
100,1000,100003197,2024,AB,20240816,20240816,EUR,USER009
100,1000,100003198,2023,KR,20230716,20230716,EUR,USER026
100,1000,100003199,2025,RE,20251229,20251229,EUR,USER008
100,1000,100003200,2022,SA,20220809,20220809,EUR,USER004
100,1000,100003201,2022,SA,20220820,20220820,EUR,USER037
100,1000,100003202,2022,AB,20220930,20220930,EUR,USER014
100,1000,100003203,2024,SA,20240621,20240621,EUR,USER045
100,1000,100003204,2023,AB,20230523,20230523,EUR,USER029
