MANDT,INFNR,EKORG,WERKS,NETPR,WAERS,PEINH
100,INF0000581,1000,1400,10.19,EUR,10
100,INF0000582,1000,1200,3.71,EUR,100
100,INF0000583,1000,1200,12.69,EUR,100
100,INF0000584,1000,1100,16.19,EUR,10
100,INF0000585,1000,1100,12.63,EUR,100
100,INF0000586,1000,1200,17.19,EUR,100
100,INF0000587,1000,1400,4.71,EUR,100
100,INF0000588,1000,1300,8.21,EUR,100
100,INF0000589,1000,1300,2.5,EUR,100
100,INF0000590,1000,1400,16.65,EUR,1
100,INF0000591,1000,1000,3.91,EUR,10
100,INF0000592,1000,1200,12.45,EUR,100
100,INF0000593,1000,1200,6.1,EUR,100
100,INF0000594,1000,1200,4.39,EUR,1
100,INF0000595,1000,1400,5.75,EUR,10
100,INF0000596,1000,1200,7.1,EUR,10
100,INF0000597,1000,1400,13.92,EUR,10
100,INF0000598,1000,1300,10.68,EUR,10
100,INF0000599,1000,1400,14.0,EUR,1
100,INF0000600,1000,1100,12.85,EUR,100
100,INF0000601,1000,1400,0.91,EUR,10
100,INF0000602,1000,1400,14.4,EUR,100
100,INF0000603,1000,1100,12.2,EUR,1
100,INF0000604,1000,1000,7.78,EUR,10
100,INF0000605,1000,1200,16.53,EUR,10
100,INF0000606,1000,1100,5.47,EUR,1
100,INF0000607,1000,1100,9.74,EUR,100
100,INF0000608,1000,1400,18.57,EUR,100
100,INF0000609,1000,1200,15.31,EUR,10
100,INF0000610,1000,1200,19.92,EUR,1
100,INF0000611,1000,1200,8.58,EUR,100
100,INF0000612,1000,1000,14.51,EUR,10
100,INF0000613,1000,1300,4.12,EUR,100
100,INF0000614,1000,1100,3.62,EUR,1
100,INF0000615,1000,1000,0.91,EUR,100
100,INF0000616,1000,1400,1.23,EUR,100
100,INF0000617,1000,1300,11.95,EUR,100
100,INF0000618,1000,1400,1.53,EUR,100
100,INF0000619,1000,1300,2.66,EUR,100
100,INF0000620,1000,1000,19.71,EUR,1
100,INF0000621,1000,1300,12.66,EUR,1
100,INF0000622,1000,1300,6.31,EUR,100
100,INF0000623,1000,1400,7.1,EUR,100
100,INF0000624,1000,1200,6.43,EUR,100
100,INF0000625,1000,1400,10.21,EUR,100
100,INF0000626,1000,1200,13.36,EUR,10
100,INF0000627,1000,1400,17.03,EUR,1
100,INF0000628,1000,1200,10.0,EUR,10
100,INF0000629,1000,1100,16.36,EUR,10
100,INF0000630,1000,1400,11.22,EUR,100
100,INF0000631,1000,1100,16.83,EUR,10
100,INF0000632,1000,1400,12.4,EUR,10
100,INF0000633,1000,1200,14.58,EUR,100
100,INF0000634,1000,1200,6.26,EUR,1
100,INF0000635,1000,1100,10.84,EUR,10
100,INF0000636,1000,1200,19.96,EUR,10
100,INF0000637,1000,1300,4.62,EUR,10
100,INF0000638,1000,1200,7.88,EUR,1
100,INF0000639,1000,1200,5.76,EUR,100
100,INF0000640,1000,1400,17.19,EUR,10
100,INF0000641,1000,1300,9.16,EUR,100
100,INF0000642,1000,1000,7.56,EUR,10
100,INF0000643,1000,1200,18.25,EUR,10
100,INF0000644,1000,1300,9.17,EUR,100
100,INF0000645,1000,1100,15.67,EUR,1
100,INF0000646,1000,1000,7.53,EUR,10
100,INF0000647,1000,1400,4.42,EUR,10
100,INF0000648,1000,1400,10.86,EUR,1
100,INF0000649,1000,1200,8.37,EUR,100
100,INF0000650,1000,1000,16.83,EUR,1
100,INF0000651,1000,1000,13.75,EUR,1
100,INF0000652,1000,1400,19.19,EUR,100
100,INF0000653,1000,1300,7.45,EUR,100
100,INF0000654,1000,1400,4.08,EUR,10
100,INF0000655,1000,1200,4.89,EUR,10
100,INF0000656,1000,1000,9.13,EUR,100
100,INF0000657,1000,1400,9.95,EUR,10
100,INF0000658,1000,1000,15.8,EUR,1
100,INF0000659,1000,1000,11.43,EUR,100
100,INF0000660,1000,1400,6.18,EUR,10
100,INF0000661,1000,1200,15.52,EUR,1
100,INF0000662,1000,1300,14.93,EUR,1
100,INF0000663,1000,1200,18.96,EUR,10
100,INF0000664,1000,1300,10.05,EUR,1
100,INF0000665,1000,1200,10.64,EUR,100
100,INF0000666,1000,1400,15.45,EUR,10
100,INF0000667,1000,1200,17.7,EUR,10
100,INF0000668,1000,1100,2.65,EUR,1
100,INF0000669,1000,1000,14.35,EUR,10
100,INF0000670,1000,1300,13.5,EUR,10
100,INF0000671,1000,1400,2.0,EUR,1
100,INF0000672,1000,1400,0.85,EUR,100
100,INF0000673,1000,1100,4.31,EUR,1
100,INF0000674,1000,1000,7.84,EUR,1
100,INF0000675,1000,1300,3.85,EUR,100
100,INF0000676,1000,1400,2.73,EUR,100
100,INF0000677,1000,1400,0.75,EUR,1
100,INF0000678,1000,1000,16.28,EUR,100
100,INF0000679,1000,1000,15.44,EUR,1
100,INF0000680,1000,1300,10.54,EUR,1
100,INF0000681,1000,1200,18.51,EUR,100
100,INF0000682,1000,1200,19.54,EUR,10
100,INF0000683,1000,1400,9.15,EUR,1
100,INF0000684,1000,1400,11.47,EUR,1
100,INF0000685,1000,1400,1.18,EUR,100
100,INF0000686,1000,1000,17.97,EUR,1
100,INF0000687,1000,1400,6.45,EUR,10
100,INF0000688,1000,1200,12.08,EUR,100
100,INF0000689,1000,1100,13.16,EUR,10
100,INF0000690,1000,1200,17.97,EUR,100
100,INF0000691,1000,1000,16.2,EUR,100
100,INF0000692,1000,1400,17.87,EUR,1
100,INF0000693,1000,1300,5.12,EUR,1
100,INF0000694,1000,1400,14.87,EUR,1
100,INF0000695,1000,1100,11.77,EUR,10
100,INF0000696,1000,1200,11.18,EUR,1
100,INF0000697,1000,1400,5.08,EUR,10
100,INF0000698,1000,1100,16.6,EUR,1
100,INF0000699,1000,1100,3.98,EUR,10
100,INF0000700,1000,1100,14.17,EUR,1
100,INF0000701,1000,1400,19.85,EUR,100
100,INF0000702,1000,1000,14.65,EUR,1
100,INF0000703,1000,1400,18.63,EUR,100
100,INF0000704,1000,1000,13.19,EUR,1
100,INF0000705,1000,1300,9.22,EUR,10
100,INF0000706,1000,1400,19.3,EUR,1
100,INF0000707,1000,1300,6.59,EUR,10
100,INF0000708,1000,1200,13.15,EUR,1
100,INF0000709,1000,1100,11.03,EUR,100
100,INF0000710,1000,1200,12.72,EUR,1
100,INF0000711,1000,1300,14.48,EUR,1
100,INF0000712,1000,1200,17.52,EUR,1
100,INF0000713,1000,1300,13.74,EUR,100
100,INF0000714,1000,1300,19.42,EUR,100
100,INF0000715,1000,1400,10.29,EUR,1
100,INF0000716,1000,1100,17.34,EUR,10
100,INF0000717,1000,1200,3.68,EUR,10
100,INF0000718,1000,1200,3.24,EUR,100
100,INF0000719,1000,1300,13.57,EUR,10
100,INF0000720,1000,1000,5.1,EUR,100
100,INF0000721,1000,1200,13.85,EUR,1
100,INF0000722,1000,1000,3.65,EUR,1
100,INF0000723,1000,1000,14.27,EUR,1
100,INF0000724,1000,1000,14.27,EUR,100
100,INF0000725,1000,1100,7.95,EUR,1
100,INF0000726,1000,1100,17.79,EUR,1
100,INF0000727,1000,1300,16.66,EUR,100
100,INF0000728,1000,1000,12.38,EUR,100
100,INF0000729,1000,1400,0.68,EUR,10
100,INF0000730,1000,1300,18.56,EUR,10
100,INF0000731,1000,1100,16.04,EUR,100
100,INF0000732,1000,1200,2.08,EUR,10
100,INF0000733,1000,1400,3.17,EUR,1
100,INF0000734,1000,1400,16.7,EUR,100
100,INF0000735,1000,1300,6.56,EUR,10
100,INF0000736,1000,1200,19.19,EUR,10
100,INF0000737,1000,1000,19.38,EUR,10
100,INF0000738,1000,1200,6.31,EUR,1
100,INF0000739,1000,1100,4.64,EUR,10
100,INF0000740,1000,1000,17.8,EUR,100
100,INF0000741,1000,1300,19.36,EUR,10
100,INF0000742,1000,1400,12.49,EUR,1
100,INF0000743,1000,1100,9.06,EUR,10
100,INF0000744,1000,1400,3.39,EUR,10
100,INF0000745,1000,1300,17.19,EUR,10
100,INF0000746,1000,1000,18.74,EUR,1
100,INF0000747,1000,1200,5.77,EUR,10
100,INF0000748,1000,1400,10.59,EUR,100
100,INF0000749,1000,1200,8.71,EUR,100
100,INF0000750,1000,1400,17.21,EUR,1
100,INF0000751,1000,1300,10.92,EUR,1
100,INF0000752,1000,1000,12.32,EUR,1
100,INF0000753,1000,1100,4.19,EUR,100
100,INF0000754,1000,1000,0.97,EUR,1
100,INF0000755,1000,1000,4.15,EUR,1
100,INF0000756,1000,1100,9.5,EUR,100
100,INF0000757,1000,1300,9.73,EUR,10
100,INF0000758,1000,1000,17.96,EUR,1
100,INF0000759,1000,1100,4.7,EUR,100
100,INF0000760,1000,1400,0.59,EUR,10
100,INF0000761,1000,1200,0.65,EUR,100
100,INF0000762,1000,1400,4.78,EUR,10
100,INF0000763,1000,1000,9.69,EUR,100
100,INF0000764,1000,1100,14.12,EUR,100
100,INF0000765,1000,1300,3.71,EUR,1
100,INF0000766,1000,1200,4.32,EUR,10
100,INF0000767,1000,1300,14.92,EUR,100
100,INF0000768,1000,1100,4.12,EUR,1
100,INF0000769,1000,1400,1.59,EUR,100
100,INF0000770,1000,1300,18.73,EUR,10
100,INF0000771,1000,1200,8.49,EUR,10
100,INF0000772,1000,1000,14.66,EUR,10
100,INF0000773,1000,1100,17.03,EUR,1
100,INF0000774,1000,1200,12.02,EUR,100
100,INF0000775,1000,1200,4.66,EUR,1
100,INF0000776,1000,1200,19.84,EUR,10
100,INF0000777,1000,1400,14.0,EUR,1
100,INF0000778,1000,1100,2.86,EUR,10
100,INF0000779,1000,1100,13.14,EUR,100
100,INF0000780,1000,1200,13.46,EUR,10
100,INF0000781,1000,1400,8.06,EUR,100
100,INF0000782,1000,1400,7.35,EUR,100
100,INF0000783,1000,1200,10.09,EUR,100
100,INF0000784,1000,1000,8.45,EUR,100
100,INF0000785,1000,1400,10.28,EUR,10
100,INF0000786,1000,1000,0.73,EUR,1
100,INF0000787,1000,1400,3.33,EUR,10
100,INF0000788,1000,1300,6.42,EUR,1
100,INF0000789,1000,1000,6.08,EUR,1
100,INF0000790,1000,1400,16.91,EUR,1
100,INF0000791,1000,1400,2.01,EUR,1
100,INF0000792,1000,1400,13.79,EUR,1
100,INF0000793,1000,1400,16.25,EUR,1
100,INF0000794,1000,1100,11.74,EUR,10
100,INF0000795,1000,1400,12.29,EUR,1
100,INF0000796,1000,1100,0.62,EUR,10
100,INF0000797,1000,1000,6.95,EUR,100
100,INF0000798,1000,1200,15.78,EUR,1
100,INF0000799,1000,1200,8.33,EUR,1
100,INF0000800,1000,1100,18.84,EUR,10
100,INF0000801,1000,1000,12.42,EUR,100
100,INF0000802,1000,1200,4.41,EUR,10
100,INF0000803,1000,1300,14.06,EUR,1
100,INF0000804,1000,1000,5.58,EUR,1
100,INF0000805,1000,1200,6.18,EUR,1
100,INF0000806,1000,1100,14.84,EUR,100
100,INF0000807,1000,1100,2.04,EUR,10
100,INF0000808,1000,1100,4.51,EUR,10
100,INF0000809,1000,1100,7.3,EUR,100
100,INF0000810,1000,1000,9.85,EUR,10
100,INF0000811,1000,1100,14.88,EUR,100
100,INF0000812,1000,1400,4.42,EUR,1
100,INF0000813,1000,1100,5.71,EUR,1
100,INF0000814,1000,1200,6.14,EUR,100
100,INF0000815,1000,1400,7.92,EUR,1
100,INF0000816,1000,1200,2.98,EUR,10
100,INF0000817,1000,1400,18.78,EUR,10
100,INF0000818,1000,1000,11.54,EUR,100
100,INF0000819,1000,1000,18.26,EUR,100
100,INF0000820,1000,1300,10.67,EUR,1
100,INF0000821,1000,1000,16.98,EUR,100
100,INF0000822,1000,1400,15.44,EUR,1
100,INF0000823,1000,1400,4.92,EUR,100
100,INF0000824,1000,1000,12.86,EUR,100
100,INF0000825,1000,1000,14.37,EUR,1
100,INF0000826,1000,1100,2.75,EUR,100
100,INF0000827,1000,1400,9.75,EUR,100
100,INF0000828,1000,1000,9.85,EUR,100
100,INF0000829,1000,1200,12.72,EUR,1
100,INF0000830,1000,1400,16.09,EUR,100
100,INF0000831,1000,1300,3.22,EUR,100
100,INF0000832,1000,1300,1.29,EUR,100
100,INF0000833,1000,1000,11.78,EUR,1
100,INF0000834,1000,1300,13.36,EUR,1
100,INF0000835,1000,1200,13.57,EUR,1
100,INF0000836,1000,1400,10.88,EUR,1
100,INF0000837,1000,1100,0.69,EUR,100
100,INF0000838,1000,1200,7.71,EUR,10
100,INF0000839,1000,1300,4.76,EUR,100
100,INF0000840,1000,1200,19.12,EUR,1
100,INF0000841,1000,1200,14.14,EUR,100
100,INF0000842,1000,1100,10.28,EUR,10
100,INF0000843,1000,1200,15.9,EUR,1
100,INF0000844,1000,1000,8.29,EUR,10
100,INF0000845,1000,1300,18.3,EUR,100
100,INF0000846,1000,1200,16.29,EUR,10
100,INF0000847,1000,1000,8.07,EUR,100
100,INF0000848,1000,1300,6.28,EUR,10
100,INF0000849,1000,1400,3.34,EUR,100
100,INF0000850,1000,1200,5.87,EUR,10
100,INF0000851,1000,1300,5.45,EUR,1
100,INF0000852,1000,1000,3.78,EUR,10
100,INF0000853,1000,1000,19.55,EUR,100
100,INF0000854,1000,1300,5.33,EUR,10
100,INF0000855,1000,1000,14.52,EUR,100
100,INF0000856,1000,1100,19.64,EUR,100
100,INF0000857,1000,1000,5.9,EUR,1
100,INF0000858,1000,1300,7.29,EUR,1
100,INF0000859,1000,1400,13.44,EUR,1
100,INF0000860,1000,1400,1.72,EUR,100
100,INF0000861,1000,1100,12.21,EUR,1
100,INF0000862,1000,1200,2.24,EUR,10
100,INF0000863,1000,1300,1.7,EUR,1
100,INF0000864,1000,1000,9.08,EUR,10
100,INF0000865,1000,1100,12.3,EUR,1
100,INF0000866,1000,1400,15.54,EUR,100
100,INF0000867,1000,1400,2.8,EUR,10
100,INF0000868,1000,1300,0.92,EUR,100
100,INF0000869,1000,1300,3.99,EUR,10
100,INF0000870,1000,1100,8.68,EUR,10
100,INF0000871,1000,1100,17.0,EUR,1
100,INF0000872,1000,1200,10.03,EUR,1
100,INF0000873,1000,1100,15.69,EUR,100
100,INF0000874,1000,1300,2.02,EUR,1
100,INF0000875,1000,1300,2.48,EUR,100
100,INF0000876,1000,1200,19.46,EUR,100
100,INF0000877,1000,1100,18.58,EUR,10
100,INF0000878,1000,1300,4.94,EUR,100
100,INF0000879,1000,1000,9.22,EUR,100
100,INF0000880,1000,1000,7.0,EUR,10
100,INF0000881,1000,1400,8.07,EUR,10
100,INF0000882,1000,1100,16.21,EUR,1
100,INF0000883,1000,1100,18.64,EUR,100
100,INF0000884,1000,1000,18.89,EUR,10
100,INF0000885,1000,1200,19.09,EUR,1
100,INF0000886,1000,1300,3.13,EUR,10
100,INF0000887,1000,1000,17.21,EUR,1
100,INF0000888,1000,1100,1.29,EUR,100
100,INF0000889,1000,1400,15.73,EUR,1
100,INF0000890,1000,1000,18.94,EUR,1
100,INF0000891,1000,1100,15.67,EUR,100
100,INF0000892,1000,1400,16.66,EUR,1
100,INF0000893,1000,1300,4.28,EUR,1
100,INF0000894,1000,1000,15.95,EUR,100
100,INF0000895,1000,1300,9.77,EUR,100
100,INF0000896,1000,1400,13.67,EUR,1
100,INF0000897,1000,1000,3.65,EUR,10
100,INF0000898,1000,1400,2.69,EUR,10
100,INF0000899,1000,1000,8.84,EUR,10
