MANDT,PLNUM,MATNR,WERKS,GESSION,MEINS,PEDTR,PESSION
100,0000000429,000000000000100216,0002,455.487,EA,20231104,20230125
100,0000000430,000000000000100049,0006,866.305,EA,20241226,20230110
100,0000000431,000000000000100092,0005,1311.603,EA,20230107,20220219
100,0000000432,000000000000100215,0007,459.539,EA,20220612,20240415
100,0000000433,000000000000100311,0005,261.75,EA,20220706,20240616
100,0000000434,000000000000100129,0007,270.574,EA,20240820,20230711
100,0000000435,000000000000100400,0001,513.778,EA,20231126,20230812
100,0000000436,000000000000100063,0006,721.017,EA,20220225,20240529
100,0000000437,000000000000100335,0009,322.103,EA,20241027,20220606
100,0000000438,000000000000100209,0005,763.098,EA,20221220,20230916
100,0000000439,000000000000100224,0008,1107.634,EA,20240304,20230323
100,0000000440,000000000000100113,0002,1607.514,EA,20220330,20230201
100,0000000441,000000000000100258,0009,258.53,EA,20220626,20241108
100,0000000442,000000000000100062,0010,1462.296,EA,20230330,20220115
100,0000000443,000000000000100029,0003,1694.182,EA,20220322,20240922
100,0000000444,000000000000100146,0005,883.897,EA,20240713,20240605
100,0000000445,000000000000100115,0008,1358.376,EA,20241007,20241026
100,0000000446,000000000000100301,0010,562.251,EA,20230111,20241116
100,0000000447,000000000000100187,0004,1965.088,EA,20240907,20230709
100,0000000448,000000000000100275,0005,282.288,EA,20230807,20220914
100,0000000449,000000000000100241,0005,157.369,EA,20240902,20220527
100,0000000450,000000000000100114,0001,1312.868,EA,20220211,20220222
100,0000000451,000000000000100002,0001,1850.455,EA,20220117,20240930
100,0000000452,000000000000100261,0008,1965.134,EA,20230420,20240103
100,0000000453,000000000000100182,0001,967.727,EA,20230705,20241031
100,0000000454,000000000000100101,0006,636.237,EA,20230614,20220612
100,0000000455,000000000000100351,0003,1378.181,EA,20220223,20240221
100,0000000456,000000000000100261,0002,538.402,EA,20230726,20220825
100,0000000457,000000000000100049,0005,805.917,EA,20231118,20221109
100,0000000458,000000000000100143,0006,1040.942,EA,20220604,20241126
100,0000000459,000000000000100440,0003,718.611,EA,20240629,20240802
100,0000000460,000000000000100252,0002,1331.809,EA,20220220,20230529
100,0000000461,000000000000100002,0003,109.654,EA,20240625,20231025
100,0000000462,000000000000100048,0006,579.294,EA,20220427,20240107
100,0000000463,000000000000100176,0010,1639.388,EA,20240802,20220216
100,0000000464,000000000000100136,0002,1253.19,EA,20230411,20220912
100,0000000465,000000000000100156,0006,18.375,EA,20220423,20220621
100,0000000466,000000000000100275,0007,1133.797,EA,20230220,20241220
100,0000000467,000000000000100329,0007,88.05,EA,20230609,20220621
100,0000000468,000000000000100301,0001,1030.593,EA,20230730,20220305
100,0000000469,000000000000100059,0004,936.358,EA,20231111,20220709
100,0000000470,000000000000100197,0009,1507.201,EA,20231005,20230916
100,0000000471,000000000000100175,0005,320.419,EA,20231123,20231212
100,0000000472,000000000000100467,0002,1596.781,EA,20220902,20230508
100,0000000473,000000000000100291,0006,823.935,EA,20220717,20221014
100,0000000474,000000000000100153,0004,1507.133,EA,20221111,20230526
100,0000000475,000000000000100046,0005,963.829,EA,20230615,20230911
100,0000000476,000000000000100156,0008,658.876,EA,20220117,20220718
100,0000000477,000000000000100435,0010,1215.53,EA,20230304,20231223
100,0000000478,000000000000100379,0005,1975.97,EA,20240609,20220102
100,0000000479,000000000000100073,0006,1513.411,EA,20230805,20220708
100,0000000480,000000000000100227,0008,426.498,EA,20231211,20220302
100,0000000481,000000000000100057,0004,1768.29,EA,20230310,20230612
100,0000000482,000000000000100452,0003,210.797,EA,20230301,20230425
100,0000000483,000000000000100451,0001,1626.445,EA,20240627,20241215
100,0000000484,000000000000100339,0007,1090.441,EA,20231221,20220725
100,0000000485,000000000000100178,0002,1645.146,EA,20241204,20240225
100,0000000486,000000000000100069,0005,1270.58,EA,20241017,20221111
100,0000000487,000000000000100112,0006,490.164,EA,20230109,20221204
100,0000000488,000000000000100006,0006,851.935,EA,20240727,20220914
100,0000000489,000000000000100400,0010,962.967,EA,20220201,20220926
100,0000000490,000000000000100258,0004,426.748,EA,20241022,20231212
100,0000000491,000000000000100243,0010,1965.635,EA,20230922,20240309
100,0000000492,000000000000100349,0007,71.014,EA,20230324,20231107
100,0000000493,000000000000100182,0006,196.21,EA,20240928,20240813
100,0000000494,000000000000100116,0001,1799.342,EA,20230302,20220526
100,0000000495,000000000000100251,0004,717.187,EA,20221011,20220425
100,0000000496,000000000000100295,0008,919.404,EA,20241010,20231204
100,0000000497,000000000000100026,0007,1321.229,EA,20240406,20221031
100,0000000498,000000000000100318,0007,741.097,EA,20230630,20230324
100,0000000499,000000000000100274,0002,1195.0,EA,20220403,20230916
100,0000000500,000000000000100005,0002,1421.114,EA,20220419,20240513
100,0000000501,000000000000100395,0010,582.041,EA,20240603,20230330
100,0000000502,000000000000100419,0006,1456.696,EA,20230810,20240318
100,0000000503,000000000000100130,0007,365.79,EA,20240225,20240215
100,0000000504,000000000000100056,0005,1976.516,EA,20241018,20230817
100,0000000505,000000000000100344,0010,968.202,EA,20240913,20220203
100,0000000506,000000000000100418,0006,1252.381,EA,20220214,20220923
100,0000000507,000000000000100241,0001,203.603,EA,20220818,20240503
100,0000000508,000000000000100214,0006,1850.88,EA,20240125,20230924
100,0000000509,000000000000100140,0004,1834.117,EA,20221118,20220309
100,0000000510,000000000000100197,0001,608.686,EA,20230907,20230517
100,0000000511,000000000000100320,0002,1907.932,EA,20230406,20221118
100,0000000512,000000000000100299,0004,1409.977,EA,20231204,20231217
100,0000000513,000000000000100056,0007,1393.931,EA,20240713,20230812
100,0000000514,000000000000100004,0009,654.49,EA,20220501,20241103
100,0000000515,000000000000100185,0005,339.632,EA,20220402,20230617
100,0000000516,000000000000100467,0005,398.093,EA,20221209,20240914
100,0000000517,000000000000100459,0010,195.406,EA,20240423,20241121
100,0000000518,000000000000100276,0005,1996.729,EA,20240816,20220325
100,0000000519,000000000000100035,0009,621.718,EA,20240202,20230413
100,0000000520,000000000000100484,0002,472.755,EA,20240526,20220628
100,0000000521,000000000000100336,0007,1892.39,EA,20220421,20220320
100,0000000522,000000000000100256,0008,641.11,EA,20221208,20230928
100,0000000523,000000000000100119,0010,252.425,EA,20231003,20220320
100,0000000524,000000000000100247,0009,1695.344,EA,20240808,20240421
100,0000000525,000000000000100454,0004,106.577,EA,20240506,20230401
100,0000000526,000000000000100407,0002,752.425,EA,20231020,20230505
100,0000000527,000000000000100377,0005,446.004,EA,20220314,20240422
100,0000000528,000000000000100307,0009,312.05,EA,20240121,20230727
100,0000000529,000000000000100379,0006,1084.638,EA,20230904,20231202
100,0000000530,000000000000100267,0003,24.253,EA,20240911,20240629
100,0000000531,000000000000100388,0001,1452.288,EA,20221208,20230915
100,0000000532,000000000000100144,0005,1948.878,EA,20221204,20230227
100,0000000533,000000000000100332,0004,1534.831,EA,20221003,20240307
100,0000000534,000000000000100165,0003,58.221,EA,20220614,20240515
100,0000000535,000000000000100130,0005,1480.488,EA,20240720,20240128
100,0000000536,000000000000100469,0001,1414.503,EA,20241123,20220911
100,0000000537,000000000000100003,0001,1443.75,EA,20230818,20220807
100,0000000538,000000000000100231,0003,993.02,EA,20230903,20230517
100,0000000539,000000000000100229,0007,676.341,EA,20240401,20230707
100,0000000540,000000000000100008,0006,1072.714,EA,20240325,20230923
100,0000000541,000000000000100012,0007,1258.644,EA,20240701,20230828
100,0000000542,000000000000100348,0007,1357.503,EA,20220816,20220112
100,0000000543,000000000000100423,0001,289.421,EA,20240110,20221113
100,0000000544,000000000000100372,0010,458.926,EA,20230222,20241210
100,0000000545,000000000000100142,0006,1984.838,EA,20230517,20220422
100,0000000546,000000000000100492,0001,574.023,EA,20221012,20230101
100,0000000547,000000000000100234,0007,1615.778,EA,20231109,20230122
100,0000000548,000000000000100145,0005,1280.738,EA,20220725,20240322
100,0000000549,000000000000100171,0009,402.163,EA,20220225,20230103
100,0000000550,000000000000100138,0002,281.818,EA,20230103,20230312
100,0000000551,000000000000100048,0002,1706.231,EA,20230714,20221012
100,0000000552,000000000000100477,0005,1265.104,EA,20221003,20241017
100,0000000553,000000000000100451,0007,53.687,EA,20220303,20240607
100,0000000554,000000000000100282,0007,1684.368,EA,20240217,20220326
100,0000000555,000000000000100346,0008,260.445,EA,20241104,20230620
100,0000000556,000000000000100300,0003,767.168,EA,20230107,20240917
100,0000000557,000000000000100447,0009,1568.329,EA,20231031,20220520
100,0000000558,000000000000100472,0006,1438.321,EA,20230129,20220514
100,0000000559,000000000000100023,0006,1522.821,EA,20240630,20230225
100,0000000560,000000000000100185,0001,1846.019,EA,20240402,20241204
100,0000000561,000000000000100368,0010,1595.861,EA,20230220,20220722
100,0000000562,000000000000100382,0002,1156.801,EA,20241101,20221031
100,0000000563,000000000000100343,0006,1030.343,EA,20231220,20240129
100,0000000564,000000000000100138,0004,1951.005,EA,20230326,20240824
100,0000000565,000000000000100300,0010,1425.934,EA,20240306,20230808
100,0000000566,000000000000100172,0006,1466.833,EA,20220301,20230220
100,0000000567,000000000000100434,0010,670.559,EA,20240503,20220522
100,0000000568,000000000000100002,0006,1230.653,EA,20220610,20240409
100,0000000569,000000000000100248,0004,663.549,EA,20240510,20241113
100,0000000570,000000000000100244,0005,321.741,EA,20220910,20231126
100,0000000571,000000000000100312,0007,751.475,EA,20241225,20221017
100,0000000572,000000000000100053,0010,687.95,EA,20240827,20240205
100,0000000573,000000000000100451,0003,1088.854,EA,20240326,20240130
100,0000000574,000000000000100076,0009,1760.567,EA,20240831,20241222
100,0000000575,000000000000100438,0010,1093.002,EA,20230420,20230807
100,0000000576,000000000000100204,0007,633.853,EA,20241106,20240117
100,0000000577,000000000000100197,0004,537.227,EA,20241017,20241028
100,0000000578,000000000000100301,0006,1271.512,EA,20221222,20241120
100,0000000579,000000000000100274,0007,709.709,EA,20230421,20221201
100,0000000580,000000000000100217,0008,397.799,EA,20220620,20230719
100,0000000581,000000000000100320,0006,904.111,EA,20240411,20241018
100,0000000582,000000000000100488,0002,1159.895,EA,20240909,20220330
100,0000000583,000000000000100372,0008,1060.368,EA,20220823,20230102
100,0000000584,000000000000100360,0005,148.423,EA,20230808,20220118
100,0000000585,000000000000100362,0008,600.352,EA,20221030,20220306
100,0000000586,000000000000100092,0006,1635.029,EA,20240304,20240205
100,0000000587,000000000000100001,0006,688.512,EA,20240903,20241222
100,0000000588,000000000000100134,0006,969.835,EA,20220930,20230501
100,0000000589,000000000000100251,0001,741.806,EA,20240409,20230124
100,0000000590,000000000000100326,0003,1446.229,EA,20241006,20230106
100,0000000591,000000000000100025,0006,1944.252,EA,20221209,20230131
100,0000000592,000000000000100006,0009,1337.953,EA,20220414,20241029
100,0000000593,000000000000100034,0005,172.188,EA,20230905,20220331
100,0000000594,000000000000100197,0001,1290.507,EA,20220718,20220717
100,0000000595,000000000000100024,0009,471.16,EA,20220909,20220406
100,0000000596,000000000000100362,0008,430.579,EA,20230908,20221223
100,0000000597,000000000000100289,0005,125.207,EA,20230923,20221104
100,0000000598,000000000000100471,0005,1667.81,EA,20240501,20230325
100,0000000599,000000000000100467,0009,1243.776,EA,20221025,20240209
100,0000000600,000000000000100033,0003,440.767,EA,20230715,20230509
100,0000000601,000000000000100108,0004,1766.021,EA,20220921,20230624
100,0000000602,000000000000100256,0003,1280.13,EA,20221015,20230827
100,0000000603,000000000000100346,0006,252.145,EA,20230520,20220803
100,0000000604,000000000000100347,0007,258.178,EA,20240325,20220819
100,0000000605,000000000000100449,0002,261.411,EA,20230419,20230314
100,0000000606,000000000000100117,0008,717.458,EA,20230624,20220207
100,0000000607,000000000000100104,0009,484.245,EA,20231222,20230821
100,0000000608,000000000000100211,0007,837.496,EA,20240511,20220911
100,0000000609,000000000000100230,0008,389.819,EA,20221025,20230328
100,0000000610,000000000000100387,0002,804.515,EA,20230318,20221125
100,0000000611,000000000000100234,0006,1497.352,EA,20240131,20220702
100,0000000612,000000000000100020,0010,1615.942,EA,20241111,20241215
100,0000000613,000000000000100047,0010,1077.015,EA,20230805,20241122
100,0000000614,000000000000100111,0003,610.57,EA,20220512,20220711
100,0000000615,000000000000100257,0002,1721.525,EA,20230610,20240929
100,0000000616,000000000000100457,0001,769.987,EA,20220729,20240828
100,0000000617,000000000000100122,0004,1092.663,EA,20231031,20231211
100,0000000618,000000000000100391,0003,543.115,EA,20220915,20220924
100,0000000619,000000000000100061,0008,139.284,EA,20220511,20240814
100,0000000620,000000000000100496,0003,979.943,EA,20230811,20230605
100,0000000621,000000000000100040,0006,1379.796,EA,20231112,20230506
100,0000000622,000000000000100048,0001,233.79,EA,20230615,20220621
100,0000000623,000000000000100370,0010,865.912,EA,20241020,20220913
100,0000000624,000000000000100000,0003,1033.589,EA,20230320,20240525
100,0000000625,000000000000100461,0004,1107.33,EA,20220601,20240114
100,0000000626,000000000000100416,0008,1162.312,EA,20240308,20220102
100,0000000627,000000000000100258,0003,1904.04,EA,20230502,20230107
100,0000000628,000000000000100029,0006,1899.63,EA,20230710,20221008
100,0000000629,000000000000100030,0004,1867.242,EA,20221114,20230224
100,0000000630,000000000000100418,0004,196.033,EA,20241231,20230422
100,0000000631,000000000000100203,0010,263.428,EA,20230329,20221204
100,0000000632,000000000000100111,0005,1327.881,EA,20240323,20241019
100,0000000633,000000000000100487,0009,1486.444,EA,20220608,20221129
100,0000000634,000000000000100066,0009,729.737,EA,20220722,20231127
100,0000000635,000000000000100163,0010,1626.261,EA,20241218,20221128
100,0000000636,000000000000100192,0010,90.598,EA,20231215,20240520
100,0000000637,000000000000100450,0003,387.391,EA,20220213,20240217
100,0000000638,000000000000100286,0001,1499.46,EA,20230321,20220416
100,0000000639,000000000000100125,0007,1158.956,EA,20231109,20220430
100,0000000640,000000000000100147,0005,490.805,EA,20230927,20220823
100,0000000641,000000000000100045,0009,1796.86,EA,20240902,20220717
100,0000000642,000000000000100409,0004,1172.455,EA,20241129,20240221
100,0000000643,000000000000100297,0008,664.738,EA,20241029,20240302
100,0000000644,000000000000100310,0008,1865.301,EA,20240825,20220125
100,0000000645,000000000000100423,0008,1239.662,EA,20240610,20240808
100,0000000646,000000000000100246,0004,68.751,EA,20230803,20240520
100,0000000647,000000000000100407,0004,432.761,EA,20220911,20230806
100,0000000648,000000000000100254,0008,90.973,EA,20240610,20230606
100,0000000649,000000000000100487,0009,442.796,EA,20230419,20230125
100,0000000650,000000000000100250,0009,1757.828,EA,20230507,20240725
100,0000000651,000000000000100101,0003,1923.983,EA,20230504,20220626
100,0000000652,000000000000100244,0006,239.003,EA,20220505,20220215
100,0000000653,000000000000100453,0003,855.018,EA,20231030,20230519
100,0000000654,000000000000100431,0009,535.696,EA,20230806,20240722
100,0000000655,000000000000100357,0003,1762.935,EA,20230927,20231128
100,0000000656,000000000000100015,0001,937.39,EA,20240723,20230523
100,0000000657,000000000000100231,0010,1480.151,EA,20240416,20230505
100,0000000658,000000000000100258,0002,124.825,EA,20240904,20230101
100,0000000659,000000000000100118,0006,1779.01,EA,20230313,20220317
100,0000000660,000000000000100364,0008,1889.943,EA,20220304,20220919
100,0000000661,000000000000100062,0002,1745.716,EA,20240621,20240624
100,0000000662,000000000000100016,0004,325.658,EA,20240831,20230226
100,0000000663,000000000000100257,0004,570.852,EA,20230710,20240708
100,0000000664,000000000000100287,0006,541.232,EA,20240309,20240620
100,0000000665,000000000000100097,0006,1111.63,EA,20220815,20230909
100,0000000666,000000000000100156,0002,616.323,EA,20220827,20230513
100,0000000667,000000000000100152,0006,1459.739,EA,20240604,20230617
100,0000000668,000000000000100322,0009,1443.32,EA,20240608,20230916
100,0000000669,000000000000100449,0001,667.444,EA,20240415,20230516
100,0000000670,000000000000100204,0007,912.15,EA,20241101,20221016
100,0000000671,000000000000100005,0005,63.408,EA,20240527,20221010
100,0000000672,000000000000100490,0006,833.871,EA,20231007,20230517
100,0000000673,000000000000100476,0003,1658.428,EA,20240311,20240906
100,0000000674,000000000000100040,0004,1444.416,EA,20220201,20230907
100,0000000675,000000000000100405,0007,601.448,EA,20220709,20230418
100,0000000676,000000000000100322,0002,1704.709,EA,20241208,20221102
100,0000000677,000000000000100119,0003,833.859,EA,20241122,20240806
100,0000000678,000000000000100109,0003,1654.303,EA,20220911,20240509
100,0000000679,000000000000100052,0003,759.375,EA,20220502,20241124
100,0000000680,000000000000100239,0007,1607.48,EA,20231016,20220225
100,0000000681,000000000000100422,0010,102.754,EA,20221128,20220811
100,0000000682,000000000000100464,0010,713.331,EA,20240528,20220312
100,0000000683,000000000000100063,0001,939.259,EA,20230323,20240609
100,0000000684,000000000000100248,0003,471.06,EA,20230403,20230805
100,0000000685,000000000000100395,0008,762.288,EA,20241205,20230802
100,0000000686,000000000000100277,0003,1000.647,EA,20240416,20240506
100,0000000687,000000000000100200,0002,853.862,EA,20230812,20220407
100,0000000688,000000000000100017,0008,779.739,EA,20220607,20230220
100,0000000689,000000000000100204,0008,1911.645,EA,20240517,20240822
100,0000000690,000000000000100453,0003,1928.228,EA,20240913,20240726
100,0000000691,000000000000100401,0001,839.379,EA,20220817,20240610
100,0000000692,000000000000100234,0008,1251.28,EA,20240520,20240104
100,0000000693,000000000000100213,0005,1188.344,EA,20240519,20220930
100,0000000694,000000000000100189,0008,119.873,EA,20230726,20240509
100,0000000695,000000000000100083,0004,1966.246,EA,20231012,20230103
100,0000000696,000000000000100275,0004,1422.292,EA,20230718,20240212
100,0000000697,000000000000100004,0010,1841.766,EA,20220525,20240117
100,0000000698,000000000000100422,0009,1938.313,EA,20240509,20220107
100,0000000699,000000000000100402,0009,721.337,EA,20230202,20240718
100,0000000700,000000000000100237,0001,367.958,EA,20240729,20240323
100,0000000701,000000000000100224,0009,1488.739,EA,20240502,20240417
100,0000000702,000000000000100045,0002,975.686,EA,20231018,20220128
100,0000000703,000000000000100401,0001,453.744,EA,20221023,20230412
100,0000000704,000000000000100039,0007,1356.694,EA,20240506,20220216
100,0000000705,000000000000100071,0007,1226.951,EA,20220731,20240824
100,0000000706,000000000000100185,0003,434.889,EA,20230201,20221225
100,0000000707,000000000000100419,0010,124.38,EA,20221205,20220322
100,0000000708,000000000000100406,0002,814.547,EA,20231024,20240907
100,0000000709,000000000000100319,0003,324.183,EA,20230313,20220222
100,0000000710,000000000000100477,0007,316.283,EA,20240530,20231231
100,0000000711,000000000000100370,0001,895.829,EA,20230912,20220724
100,0000000712,000000000000100274,0007,1930.665,EA,20231101,20230709
100,0000000713,000000000000100435,0007,397.259,EA,20230514,20230720
100,0000000714,000000000000100417,0002,1626.372,EA,20230512,20240305
100,0000000715,000000000000100236,0007,1274.72,EA,20240820,20240214
100,0000000716,000000000000100154,0002,1871.331,EA,20240405,20230920
100,0000000717,000000000000100251,0005,795.364,EA,20221108,20230309
100,0000000718,000000000000100087,0010,684.189,EA,20240406,20220227
100,0000000719,000000000000100183,0003,1332.882,EA,20220125,20220119
100,0000000720,000000000000100466,0010,801.029,EA,20240806,20220603
100,0000000721,000000000000100402,0003,1320.568,EA,20240801,20230515
100,0000000722,000000000000100480,0004,719.908,EA,20221031,20240831
100,0000000723,000000000000100317,0009,1505.023,EA,20220210,20220508
100,0000000724,000000000000100235,0004,948.553,EA,20230919,20240419
100,0000000725,000000000000100040,0005,1611.514,EA,20220403,20231126
100,0000000726,000000000000100176,0002,958.931,EA,20240718,20220401
100,0000000727,000000000000100366,0010,1788.631,EA,20240112,20230222
100,0000000728,000000000000100050,0007,1923.089,EA,20240221,20230905
100,0000000729,000000000000100223,0003,1224.871,EA,20240802,20230102
100,0000000730,000000000000100355,0001,119.067,EA,20240905,20241226
100,0000000731,000000000000100122,0009,427.784,EA,20220522,20230819
100,0000000732,000000000000100385,0007,1541.445,EA,20240415,20220525
100,0000000733,000000000000100373,0005,487.893,EA,20230519,20240623
100,0000000734,000000000000100252,0005,323.438,EA,20240420,20230917
100,0000000735,000000000000100087,0001,1933.199,EA,20221026,20240223
100,0000000736,000000000000100361,0009,1098.59,EA,20220518,20230914
100,0000000737,000000000000100036,0007,1943.318,EA,20240516,20240405
100,0000000738,000000000000100255,0006,62.291,EA,20220507,20240103
100,0000000739,000000000000100381,0009,1222.224,EA,20241217,20240624
100,0000000740,000000000000100082,0010,1225.996,EA,20230218,20230324
100,0000000741,000000000000100247,0003,502.779,EA,20220527,20220621
100,0000000742,000000000000100301,0009,326.136,EA,20220806,20230402
100,0000000743,000000000000100332,0010,1753.862,EA,20221229,20230906
100,0000000744,000000000000100017,0006,1955.778,EA,20240510,20231112
100,0000000745,000000000000100249,0006,1248.24,EA,20220417,20240814
100,0000000746,000000000000100395,0009,137.822,EA,20241220,20240209
100,0000000747,000000000000100392,0004,131.534,EA,20220325,20230918
100,0000000748,000000000000100382,0008,187.801,EA,20220312,20240117
100,0000000749,000000000000100453,0001,1830.499,EA,20231005,20240308
100,0000000750,000000000000100494,0007,227.585,EA,20220329,20220213
100,0000000751,000000000000100068,0008,1607.126,EA,20220629,20220211
100,0000000752,000000000000100318,0004,803.402,EA,20230429,20240504
100,0000000753,000000000000100142,0010,1412.409,EA,20240629,20220510
100,0000000754,000000000000100314,0007,786.205,EA,20240929,20230222
100,0000000755,000000000000100182,0008,1227.837,EA,20241114,20220620
100,0000000756,000000000000100186,0009,543.769,EA,20240305,20230914
100,0000000757,000000000000100135,0005,1394.095,EA,20230308,20230403
100,0000000758,000000000000100055,0005,69.719,EA,20240105,20230726
100,0000000759,000000000000100499,0008,693.996,EA,20230220,20240328
100,0000000760,000000000000100482,0008,1992.586,EA,20221028,20220331
100,0000000761,000000000000100258,0002,744.244,EA,20221226,20240114
100,0000000762,000000000000100054,0006,706.086,EA,20240127,20240803
100,0000000763,000000000000100386,0005,1588.723,EA,20240617,20240921
100,0000000764,000000000000100286,0005,1855.452,EA,20230621,20240812
100,0000000765,000000000000100125,0003,851.741,EA,20240225,20240513
100,0000000766,000000000000100273,0001,1037.85,EA,20240414,20240101
100,0000000767,000000000000100037,0008,516.56,EA,20241210,20220920
100,0000000768,000000000000100012,0002,21.164,EA,20240716,20230723
100,0000000769,000000000000100440,0002,918.064,EA,20240927,20240118
100,0000000770,000000000000100031,0002,878.769,EA,20231120,20231201
100,0000000771,000000000000100030,0007,982.175,EA,20230928,20230909
100,0000000772,000000000000100240,0008,361.978,EA,20230809,20231004
100,0000000773,000000000000100109,0002,1007.539,EA,20230228,20220219
100,0000000774,000000000000100132,0009,1032.269,EA,20230620,20230626
100,0000000775,000000000000100137,0010,703.616,EA,20220110,20220707
100,0000000776,000000000000100497,0009,666.133,EA,20220514,20230929
100,0000000777,000000000000100493,0006,1982.381,EA,20220517,20220821
100,0000000778,000000000000100371,0009,93.516,EA,20231107,20230321
100,0000000779,000000000000100285,0008,356.918,EA,20220524,20241004
100,0000000780,000000000000100366,0007,1899.868,EA,20231111,20220104
100,0000000781,000000000000100088,0008,1855.284,EA,20220220,20220110
100,0000000782,000000000000100003,0002,859.754,EA,20231105,20230202
100,0000000783,000000000000100345,0009,1930.397,EA,20220401,20240331
100,0000000784,000000000000100047,0005,133.183,EA,20230523,20230409
100,0000000785,000000000000100222,0004,1480.442,EA,20241110,20240311
100,0000000786,000000000000100439,0008,1461.084,EA,20230503,20230506
100,0000000787,000000000000100363,0009,248.391,EA,20220117,20220704
100,0000000788,000000000000100031,0001,417.197,EA,20220805,20230723
100,0000000789,000000000000100104,0004,219.688,EA,20230127,20241013
100,0000000790,000000000000100169,0009,49.393,EA,20240104,20230902
100,0000000791,000000000000100271,0001,1703.821,EA,20230217,20221003
100,0000000792,000000000000100359,0010,1558.579,EA,20220707,20240510
100,0000000793,000000000000100192,0008,72.482,EA,20240430,20221113
100,0000000794,000000000000100025,0004,1322.772,EA,20241216,20220610
100,0000000795,000000000000100231,0009,532.626,EA,20240110,20240227
100,0000000796,000000000000100087,0010,1875.406,EA,20220322,20230502
100,0000000797,000000000000100262,0004,1600.226,EA,20240830,20220701
100,0000000798,000000000000100154,0002,354.801,EA,20220308,20230311
100,0000000799,000000000000100421,0010,420.462,EA,20240702,20220110
100,0000000800,000000000000100349,0010,612.121,EA,20230523,20230829
100,0000000801,000000000000100244,0004,1500.727,EA,20220322,20241021
100,0000000802,000000000000100050,0003,1405.34,EA,20220706,20220311
100,0000000803,000000000000100437,0010,1017.964,EA,20230313,20240307
100,0000000804,000000000000100081,0003,1623.207,EA,20240622,20221122
100,0000000805,000000000000100397,0009,1465.528,EA,20221121,20230521
100,0000000806,000000000000100047,0003,161.807,EA,20221025,20230427
100,0000000807,000000000000100393,0010,1412.824,EA,20220123,20240424
100,0000000808,000000000000100176,0003,1773.965,EA,20240321,20230831
100,0000000809,000000000000100000,0008,677.016,EA,20240813,20220318
100,0000000810,000000000000100116,0009,132.904,EA,20230320,20221214
100,0000000811,000000000000100349,0007,1720.062,EA,20241113,20221024
100,0000000812,000000000000100193,0004,1832.289,EA,20220111,20240415
100,0000000813,000000000000100321,0006,1358.867,EA,20220912,20220603
100,0000000814,000000000000100129,0007,874.081,EA,20221204,20220920
100,0000000815,000000000000100196,0010,860.439,EA,20230620,20241030
100,0000000816,000000000000100417,0006,955.631,EA,20220729,20220124
100,0000000817,000000000000100236,0002,423.024,EA,20220330,20221228
100,0000000818,000000000000100302,0007,23.302,EA,20221010,20240824
100,0000000819,000000000000100186,0008,1726.989,EA,20220601,20230930
100,0000000820,000000000000100445,0001,714.484,EA,20240123,20240210
100,0000000821,000000000000100115,0004,902.871,EA,20231125,20230327
100,0000000822,000000000000100434,0003,1725.496,EA,20220523,20220129
100,0000000823,000000000000100064,0010,209.658,EA,20230312,20220110
100,0000000824,000000000000100448,0010,854.981,EA,20240714,20230406
100,0000000825,000000000000100145,0003,1665.149,EA,20221006,20231016
100,0000000826,000000000000100170,0001,1822.291,EA,20240917,20220930
100,0000000827,000000000000100252,0006,704.586,EA,20240612,20240515
100,0000000828,000000000000100097,0003,1048.521,EA,20240703,20240410
100,0000000829,000000000000100075,0004,1490.51,EA,20221116,20230915
100,0000000830,000000000000100184,0005,717.701,EA,20240927,20220621
100,0000000831,000000000000100136,0008,1173.821,EA,20230821,20241005
100,0000000832,000000000000100033,0010,914.738,EA,20230417,20220407
100,0000000833,000000000000100203,0009,418.938,EA,20240625,20230223
100,0000000834,000000000000100157,0007,356.002,EA,20240619,20220824
100,0000000835,000000000000100416,0007,102.525,EA,20220807,20220702
100,0000000836,000000000000100075,0004,811.282,EA,20220717,20220503
100,0000000837,000000000000100075,0010,840.197,EA,20220901,20221213
100,0000000838,000000000000100445,0006,1562.891,EA,20221214,20241206
100,0000000839,000000000000100121,0005,1637.884,EA,20240314,20230407
100,0000000840,000000000000100012,0006,566.538,EA,20230528,20220114
100,0000000841,000000000000100476,0009,1839.976,EA,20220414,20220825
100,0000000842,000000000000100205,0008,510.778,EA,20220818,20220220
100,0000000843,000000000000100080,0003,639.737,EA,20220927,20240410
100,0000000844,000000000000100211,0010,246.018,EA,20220501,20240105
100,0000000845,000000000000100241,0009,1975.716,EA,20240819,20230601
100,0000000846,000000000000100377,0007,112.831,EA,20230403,20230417
100,0000000847,000000000000100172,0010,1749.366,EA,20220820,20240222
100,0000000848,000000000000100116,0002,1674.981,EA,20240714,20221231
100,0000000849,000000000000100392,0010,400.569,EA,20220120,20221125
100,0000000850,000000000000100075,0003,1350.217,EA,20240826,20230722
100,0000000851,000000000000100352,0001,1229.267,EA,20220108,20241016
100,0000000852,000000000000100370,0010,1681.854,EA,20220603,20240711
100,0000000853,000000000000100494,0002,1226.249,EA,20230921,20231013
100,0000000854,000000000000100400,0002,1864.447,EA,20220814,20221113
100,0000000855,000000000000100275,0009,1033.906,EA,20230717,20221114
100,0000000856,000000000000100349,0002,1958.847,EA,20221208,20231010
100,0000000857,000000000000100336,0007,1215.308,EA,20230503,20240419
