MANDT,KOKRS,PESSION,KUNNR,MATNR,VKORG,WERKS,PESSION2,GJAHR,VV010,TWAER
100,1000,0000000332,0000000099,000000000000100025,1000,0006,008,2024,1724.33,EUR
100,1000,0000000333,0000000198,000000000000100422,2000,0001,009,2023,7380.43,EUR
100,1000,0000000334,0000000429,000000000000100393,1000,0006,010,2024,2101.94,EUR
100,1000,0000000335,0000000305,000000000000100015,2000,0008,011,2023,3819.94,EUR
100,1000,0000000336,0000000083,000000000000100142,2000,0008,012,2024,8078.53,EUR
100,1000,0000000337,0000000403,000000000000100163,2000,0009,001,2023,1628.12,EUR
100,1000,0000000338,0000000497,000000000000100450,1000,0004,002,2024,7470.12,EUR
100,1000,0000000339,0000000382,000000000000100483,2000,0010,003,2023,6456.8,EUR
100,1000,0000000340,0000000117,000000000000100424,1000,0007,004,2024,8436.67,EUR
100,1000,0000000341,0000000090,000000000000100199,1000,0007,005,2023,1134.87,EUR
100,1000,0000000342,0000000254,000000000000100228,1000,0002,006,2024,109.41,EUR
100,1000,0000000343,0000000497,000000000000100464,2000,0005,007,2023,9985.9,EUR
100,1000,0000000344,0000000133,000000000000100336,2000,0008,008,2024,7486.97,EUR
100,1000,0000000345,0000000077,000000000000100054,1000,0003,009,2023,6230.36,EUR
100,1000,0000000346,0000000333,000000000000100352,2000,0009,010,2024,3532.26,EUR
100,1000,0000000347,0000000316,000000000000100244,2000,0002,011,2023,922.77,EUR
100,1000,0000000348,0000000174,000000000000100092,1000,0008,012,2024,2823.95,EUR
100,1000,0000000349,0000000221,000000000000100345,2000,0005,001,2023,9174.85,EUR
100,1000,0000000350,0000000125,000000000000100270,2000,0006,002,2024,4613.91,EUR
100,1000,0000000351,0000000090,000000000000100231,2000,0006,003,2023,2569.8,EUR
100,1000,0000000352,0000000370,000000000000100357,1000,0001,004,2024,1173.62,EUR
100,1000,0000000353,0000000272,000000000000100145,1000,0008,005,2023,4554.84,EUR
100,1000,0000000354,0000000322,000000000000100284,1000,0008,006,2024,5797.78,EUR
100,1000,0000000355,0000000050,000000000000100101,1000,0005,007,2023,5204.69,EUR
100,1000,0000000356,0000000261,000000000000100382,1000,0002,008,2024,1948.09,EUR
100,1000,0000000357,0000000307,000000000000100163,1000,0010,009,2023,2941.37,EUR
100,1000,0000000358,0000000287,000000000000100298,1000,0006,010,2024,2568.41,EUR
100,1000,0000000359,0000000452,000000000000100353,1000,0002,011,2023,7626.57,EUR
100,1000,0000000360,0000000170,000000000000100222,2000,0009,012,2024,4131.77,EUR
100,1000,0000000361,0000000277,000000000000100122,2000,0009,001,2023,1998.17,EUR
100,1000,0000000362,0000000201,000000000000100161,2000,0005,002,2024,780.5,EUR
100,1000,0000000363,0000000344,000000000000100437,1000,0002,003,2023,5535.45,EUR
100,1000,0000000364,0000000066,000000000000100059,1000,0006,004,2024,6136.33,EUR
100,1000,0000000365,0000000405,000000000000100135,1000,0008,005,2023,5630.77,EUR
100,1000,0000000366,0000000418,000000000000100485,2000,0009,006,2024,5056.09,EUR
100,1000,0000000367,0000000324,000000000000100256,2000,0010,007,2023,4602.5,EUR
100,1000,0000000368,0000000097,000000000000100270,2000,0003,008,2024,8814.79,EUR
100,1000,0000000369,0000000489,000000000000100490,2000,0003,009,2023,8302.61,EUR
100,1000,0000000370,0000000429,000000000000100179,2000,0006,010,2024,2434.45,EUR
100,1000,0000000371,0000000190,000000000000100480,1000,0008,011,2023,6658.45,EUR
100,1000,0000000372,0000000198,000000000000100377,2000,0006,012,2024,3660.78,EUR
100,1000,0000000373,0000000155,000000000000100486,2000,0009,001,2023,6888.55,EUR
100,1000,0000000374,0000000028,000000000000100462,2000,0001,002,2024,5807.71,EUR
100,1000,0000000375,0000000374,000000000000100290,2000,0007,003,2023,5516.73,EUR
100,1000,0000000376,0000000372,000000000000100049,2000,0005,004,2024,2099.26,EUR
100,1000,0000000377,0000000328,000000000000100201,1000,0003,005,2023,7660.34,EUR
100,1000,0000000378,0000000472,000000000000100497,1000,0001,006,2024,8071.15,EUR
100,1000,0000000379,0000000116,000000000000100244,2000,0003,007,2023,4511.18,EUR
100,1000,0000000380,0000000014,000000000000100288,2000,0001,008,2024,6265.98,EUR
100,1000,0000000381,0000000428,000000000000100403,2000,0002,009,2023,4851.02,EUR
100,1000,0000000382,0000000175,000000000000100186,2000,0007,010,2024,633.52,EUR
100,1000,0000000383,0000000023,000000000000100099,1000,0002,011,2023,8233.53,EUR
100,1000,0000000384,0000000014,000000000000100376,2000,0010,012,2024,5204.15,EUR
100,1000,0000000385,0000000160,000000000000100203,1000,0001,001,2023,1485.8,EUR
100,1000,0000000386,0000000374,000000000000100193,2000,0005,002,2024,4595.34,EUR
100,1000,0000000387,0000000240,000000000000100427,1000,0005,003,2023,5205.66,EUR
100,1000,0000000388,0000000264,000000000000100038,2000,0004,004,2024,1368.67,EUR
100,1000,0000000389,0000000403,000000000000100000,1000,0002,005,2023,7821.14,EUR
100,1000,0000000390,0000000259,000000000000100399,2000,0009,006,2024,4110.83,EUR
100,1000,0000000391,0000000372,000000000000100032,1000,0003,007,2023,6631.18,EUR
100,1000,0000000392,0000000431,000000000000100072,1000,0003,008,2024,1695.67,EUR
100,1000,0000000393,0000000109,000000000000100344,1000,0007,009,2023,4906.31,EUR
100,1000,0000000394,0000000089,000000000000100045,2000,0008,010,2024,2732.34,EUR
100,1000,0000000395,0000000216,000000000000100445,2000,0004,011,2023,7645.71,EUR
100,1000,0000000396,0000000333,000000000000100027,1000,0009,012,2024,1559.5,EUR
100,1000,0000000397,0000000073,000000000000100319,1000,0006,001,2023,5918.7,EUR
100,1000,0000000398,0000000313,000000000000100484,2000,0004,002,2024,1517.78,EUR
100,1000,0000000399,0000000052,000000000000100341,1000,0008,003,2023,5898.73,EUR
100,1000,0000000400,0000000211,000000000000100022,2000,0002,004,2024,4999.93,EUR
100,1000,0000000401,0000000305,000000000000100180,1000,0001,005,2023,5584.8,EUR
100,1000,0000000402,0000000144,000000000000100392,2000,0008,006,2024,9231.15,EUR
100,1000,0000000403,0000000128,000000000000100298,2000,0007,007,2023,4885.09,EUR
100,1000,0000000404,0000000089,000000000000100458,2000,0001,008,2024,8634.88,EUR
100,1000,0000000405,0000000231,000000000000100064,1000,0004,009,2023,6172.78,EUR
100,1000,0000000406,0000000258,000000000000100062,1000,0003,010,2024,378.17,EUR
100,1000,0000000407,0000000161,000000000000100117,2000,0002,011,2023,4625.52,EUR
100,1000,0000000408,0000000425,000000000000100129,1000,0005,012,2024,6853.1,EUR
100,1000,0000000409,0000000071,000000000000100470,2000,0009,001,2023,4097.39,EUR
100,1000,0000000410,0000000360,000000000000100480,2000,0004,002,2024,8200.37,EUR
100,1000,0000000411,0000000428,000000000000100307,2000,0009,003,2023,7867.03,EUR
100,1000,0000000412,0000000385,000000000000100325,2000,0003,004,2024,1631.1,EUR
100,1000,0000000413,0000000003,000000000000100259,1000,0009,005,2023,8174.23,EUR
100,1000,0000000414,0000000095,000000000000100010,2000,0006,006,2024,8727.7,EUR
100,1000,0000000415,0000000330,000000000000100144,1000,0001,007,2023,5741.1,EUR
100,1000,0000000416,0000000373,000000000000100420,1000,0001,008,2024,9386.91,EUR
100,1000,0000000417,0000000214,000000000000100177,1000,0009,009,2023,1109.39,EUR
100,1000,0000000418,0000000081,000000000000100098,2000,0007,010,2024,4536.46,EUR
100,1000,0000000419,0000000146,000000000000100272,1000,0002,011,2023,3831.48,EUR
100,1000,0000000420,0000000046,000000000000100443,2000,0009,012,2024,9616.33,EUR
100,1000,0000000421,0000000153,000000000000100071,2000,0007,001,2023,2747.62,EUR
100,1000,0000000422,0000000283,000000000000100144,2000,0003,002,2024,6043.06,EUR
100,1000,0000000423,0000000340,000000000000100088,1000,0003,003,2023,424.01,EUR
100,1000,0000000424,0000000387,000000000000100313,1000,0008,004,2024,7389.57,EUR
100,1000,0000000425,0000000460,000000000000100267,1000,0001,005,2023,9102.25,EUR
100,1000,0000000426,0000000219,000000000000100179,1000,0008,006,2024,600.77,EUR
100,1000,0000000427,0000000342,000000000000100483,2000,0007,007,2023,1543.68,EUR
100,1000,0000000428,0000000460,000000000000100113,2000,0007,008,2024,9539.03,EUR
100,1000,0000000429,0000000203,000000000000100394,1000,0002,009,2023,5339.26,EUR
100,1000,0000000430,0000000113,000000000000100215,1000,0006,010,2024,9667.04,EUR
100,1000,0000000431,0000000172,000000000000100411,2000,0002,011,2023,8874.43,EUR
100,1000,0000000432,0000000318,000000000000100147,2000,0007,012,2024,3186.47,EUR
100,1000,0000000433,0000000282,000000000000100236,2000,0007,001,2023,3489.23,EUR
100,1000,0000000434,0000000194,000000000000100036,1000,0005,002,2024,2742.83,EUR
100,1000,0000000435,0000000073,000000000000100042,2000,0003,003,2023,6570.82,EUR
100,1000,0000000436,0000000302,000000000000100356,1000,0002,004,2024,740.72,EUR
100,1000,0000000437,0000000201,000000000000100253,1000,0005,005,2023,7815.7,EUR
100,1000,0000000438,0000000159,000000000000100279,1000,0005,006,2024,8474.69,EUR
100,1000,0000000439,0000000069,000000000000100432,1000,0007,007,2023,6421.5,EUR
100,1000,0000000440,0000000186,000000000000100114,2000,0003,008,2024,6739.35,EUR
100,1000,0000000441,0000000273,000000000000100472,2000,0003,009,2023,3952.17,EUR
100,1000,0000000442,0000000089,000000000000100175,2000,0001,010,2024,9430.44,EUR
100,1000,0000000443,0000000147,000000000000100402,2000,0010,011,2023,5322.54,EUR
100,1000,0000000444,0000000217,000000000000100000,1000,0008,012,2024,8518.62,EUR
100,1000,0000000445,0000000481,000000000000100254,1000,0009,001,2023,3035.81,EUR
100,1000,0000000446,0000000096,000000000000100231,2000,0006,002,2024,4507.97,EUR
100,1000,0000000447,0000000308,000000000000100311,1000,0006,003,2023,8160.34,EUR
100,1000,0000000448,0000000443,000000000000100164,2000,0003,004,2024,1657.59,EUR
100,1000,0000000449,0000000391,000000000000100394,1000,0007,005,2023,4429.64,EUR
100,1000,0000000450,0000000052,000000000000100208,1000,0010,006,2024,633.4,EUR
100,1000,0000000451,0000000281,000000000000100106,2000,0010,007,2023,9308.69,EUR
100,1000,0000000452,0000000217,000000000000100317,2000,0008,008,2024,1780.26,EUR
100,1000,0000000453,0000000150,000000000000100248,2000,0001,009,2023,2668.91,EUR
100,1000,0000000454,0000000146,000000000000100195,2000,0008,010,2024,1200.34,EUR
100,1000,0000000455,0000000126,000000000000100243,2000,0005,011,2023,8255.36,EUR
100,1000,0000000456,0000000138,000000000000100296,2000,0003,012,2024,6404.43,EUR
100,1000,0000000457,0000000182,000000000000100331,1000,0007,001,2023,8444.11,EUR
100,1000,0000000458,0000000213,000000000000100147,2000,0001,002,2024,1704.42,EUR
100,1000,0000000459,0000000325,000000000000100446,1000,0008,003,2023,4929.59,EUR
100,1000,0000000460,0000000496,000000000000100268,1000,0003,004,2024,2460.29,EUR
100,1000,0000000461,0000000239,000000000000100398,2000,0003,005,2023,8037.38,EUR
100,1000,0000000462,0000000363,000000000000100096,2000,0004,006,2024,8953.41,EUR
100,1000,0000000463,0000000321,000000000000100082,1000,0009,007,2023,113.23,EUR
100,1000,0000000464,0000000158,000000000000100153,2000,0003,008,2024,9584.86,EUR
100,1000,0000000465,0000000478,000000000000100102,2000,0005,009,2023,7051.17,EUR
100,1000,0000000466,0000000361,000000000000100108,1000,0001,010,2024,1911.95,EUR
100,1000,0000000467,0000000304,000000000000100213,2000,0005,011,2023,8191.55,EUR
100,1000,0000000468,0000000202,000000000000100112,2000,0002,012,2024,5776.83,EUR
100,1000,0000000469,0000000052,000000000000100355,2000,0003,001,2023,4122.58,EUR
100,1000,0000000470,0000000108,000000000000100117,1000,0008,002,2024,5976.93,EUR
100,1000,0000000471,0000000031,000000000000100030,1000,0010,003,2023,6986.99,EUR
100,1000,0000000472,0000000100,000000000000100351,2000,0005,004,2024,1580.19,EUR
100,1000,0000000473,0000000124,000000000000100208,2000,0003,005,2023,9057.15,EUR
100,1000,0000000474,0000000447,000000000000100027,2000,0008,006,2024,9754.42,EUR
100,1000,0000000475,0000000281,000000000000100096,2000,0001,007,2023,3330.56,EUR
100,1000,0000000476,0000000465,000000000000100214,1000,0010,008,2024,6867.88,EUR
100,1000,0000000477,0000000011,000000000000100419,1000,0001,009,2023,7063.28,EUR
100,1000,0000000478,0000000411,000000000000100321,1000,0006,010,2024,6709.48,EUR
100,1000,0000000479,0000000017,000000000000100354,1000,0004,011,2023,5901.64,EUR
100,1000,0000000480,0000000263,000000000000100107,2000,0003,012,2024,5471.0,EUR
100,1000,0000000481,0000000274,000000000000100414,1000,0006,001,2023,2593.96,EUR
100,1000,0000000482,0000000097,000000000000100052,1000,0002,002,2024,5658.61,EUR
100,1000,0000000483,0000000301,000000000000100128,2000,0008,003,2023,3601.01,EUR
100,1000,0000000484,0000000452,000000000000100017,1000,0001,004,2024,8898.88,EUR
100,1000,0000000485,0000000218,000000000000100409,1000,0001,005,2023,8639.44,EUR
100,1000,0000000486,0000000109,000000000000100280,2000,0008,006,2024,8088.48,EUR
100,1000,0000000487,0000000409,000000000000100100,2000,0008,007,2023,5388.01,EUR
100,1000,0000000488,0000000097,000000000000100095,1000,0006,008,2024,5473.24,EUR
100,1000,0000000489,0000000361,000000000000100037,1000,0006,009,2023,4839.5,EUR
100,1000,0000000490,0000000451,000000000000100305,2000,0005,010,2024,7394.0,EUR
100,1000,0000000491,0000000429,000000000000100105,2000,0007,011,2023,6957.91,EUR
100,1000,0000000492,0000000049,000000000000100338,2000,0002,012,2024,5030.15,EUR
100,1000,0000000493,0000000216,000000000000100198,1000,0001,001,2023,3080.53,EUR
100,1000,0000000494,0000000395,000000000000100166,1000,0010,002,2024,8850.42,EUR
100,1000,0000000495,0000000088,000000000000100400,1000,0002,003,2023,501.4,EUR
100,1000,0000000496,0000000203,000000000000100305,2000,0002,004,2024,109.29,EUR
100,1000,0000000497,0000000054,000000000000100237,2000,0004,005,2023,241.27,EUR
100,1000,0000000498,0000000354,000000000000100234,2000,0003,006,2024,4341.48,EUR
100,1000,0000000499,0000000217,000000000000100080,2000,0008,007,2023,1805.98,EUR
100,1000,0000000500,0000000489,000000000000100493,2000,0002,008,2024,6013.47,EUR
100,1000,0000000501,0000000081,000000000000100410,2000,0001,009,2023,5585.71,EUR
100,1000,0000000502,0000000114,000000000000100082,2000,0001,010,2024,6096.74,EUR
100,1000,0000000503,0000000325,000000000000100479,1000,0003,011,2023,3241.66,EUR
100,1000,0000000504,0000000014,000000000000100075,1000,0006,012,2024,4193.7,EUR
100,1000,0000000505,0000000091,000000000000100083,1000,0007,001,2023,4788.71,EUR
100,1000,0000000506,0000000350,000000000000100155,1000,0008,002,2024,7934.53,EUR
100,1000,0000000507,0000000369,000000000000100323,1000,0010,003,2023,155.8,EUR
100,1000,0000000508,0000000191,000000000000100184,2000,0002,004,2024,6497.39,EUR
100,1000,0000000509,0000000151,000000000000100179,1000,0005,005,2023,9515.43,EUR
100,1000,0000000510,0000000415,000000000000100239,2000,0006,006,2024,386.86,EUR
100,1000,0000000511,0000000244,000000000000100097,1000,0006,007,2023,6265.05,EUR
100,1000,0000000512,0000000487,000000000000100326,1000,0005,008,2024,5776.54,EUR
100,1000,0000000513,0000000230,000000000000100277,1000,0004,009,2023,2856.89,EUR
100,1000,0000000514,0000000458,000000000000100082,2000,0001,010,2024,3688.89,EUR
100,1000,0000000515,0000000473,000000000000100004,2000,0001,011,2023,7213.99,EUR
100,1000,0000000516,0000000171,000000000000100438,2000,0004,012,2024,2498.7,EUR
100,1000,0000000517,0000000481,000000000000100488,1000,0006,001,2023,4102.42,EUR
100,1000,0000000518,0000000448,000000000000100437,1000,0009,002,2024,7371.97,EUR
100,1000,0000000519,0000000300,000000000000100087,2000,0003,003,2023,3791.2,EUR
100,1000,0000000520,0000000389,000000000000100247,2000,0001,004,2024,6440.26,EUR
100,1000,0000000521,0000000377,000000000000100031,2000,0005,005,2023,3755.03,EUR
100,1000,0000000522,0000000357,000000000000100233,1000,0006,006,2024,3905.36,EUR
100,1000,0000000523,0000000282,000000000000100415,2000,0001,007,2023,5614.39,EUR
100,1000,0000000524,0000000137,000000000000100443,1000,0006,008,2024,8004.27,EUR
100,1000,0000000525,0000000391,000000000000100266,1000,0009,009,2023,1522.46,EUR
100,1000,0000000526,0000000361,000000000000100138,2000,0003,010,2024,5221.08,EUR
100,1000,0000000527,0000000293,000000000000100370,2000,0009,011,2023,7655.5,EUR
100,1000,0000000528,0000000150,000000000000100449,2000,0002,012,2024,7372.55,EUR
100,1000,0000000529,0000000485,000000000000100103,1000,0002,001,2023,855.33,EUR
100,1000,0000000530,0000000364,000000000000100402,2000,0010,002,2024,101.93,EUR
100,1000,0000000531,0000000210,000000000000100390,2000,0005,003,2023,1015.31,EUR
100,1000,0000000532,0000000023,000000000000100371,1000,0002,004,2024,7989.64,EUR
100,1000,0000000533,0000000476,000000000000100014,1000,0004,005,2023,4650.66,EUR
100,1000,0000000534,0000000139,000000000000100036,1000,0003,006,2024,5940.39,EUR
100,1000,0000000535,0000000302,000000000000100080,1000,0010,007,2023,5189.03,EUR
100,1000,0000000536,0000000239,000000000000100177,2000,0001,008,2024,2317.12,EUR
100,1000,0000000537,0000000029,000000000000100093,1000,0004,009,2023,4765.78,EUR
100,1000,0000000538,0000000411,000000000000100265,2000,0006,010,2024,1562.05,EUR
100,1000,0000000539,0000000040,000000000000100304,1000,0010,011,2023,7425.33,EUR
100,1000,0000000540,0000000401,000000000000100291,2000,0004,012,2024,4766.47,EUR
100,1000,0000000541,0000000089,000000000000100153,2000,0003,001,2023,715.79,EUR
100,1000,0000000542,0000000073,000000000000100490,2000,0009,002,2024,3880.85,EUR
100,1000,0000000543,0000000080,000000000000100038,2000,0001,003,2023,7233.37,EUR
100,1000,0000000544,0000000094,000000000000100196,1000,0007,004,2024,5418.83,EUR
100,1000,0000000545,0000000170,000000000000100306,2000,0010,005,2023,2421.17,EUR
100,1000,0000000546,0000000100,000000000000100352,1000,0009,006,2024,3863.35,EUR
100,1000,0000000547,0000000183,000000000000100003,1000,0010,007,2023,5497.04,EUR
100,1000,0000000548,0000000274,000000000000100288,1000,0003,008,2024,1534.9,EUR
100,1000,0000000549,0000000082,000000000000100347,1000,0009,009,2023,6066.61,EUR
100,1000,0000000550,0000000399,000000000000100384,1000,0002,010,2024,1362.97,EUR
100,1000,0000000551,0000000349,000000000000100024,1000,0009,011,2023,2527.1,EUR
100,1000,0000000552,0000000189,000000000000100412,2000,0001,012,2024,9295.47,EUR
100,1000,0000000553,0000000424,000000000000100192,1000,0007,001,2023,1249.19,EUR
100,1000,0000000554,0000000340,000000000000100343,2000,0007,002,2024,6542.97,EUR
100,1000,0000000555,0000000494,000000000000100393,1000,0007,003,2023,7386.64,EUR
100,1000,0000000556,0000000238,000000000000100388,1000,0007,004,2024,7129.21,EUR
100,1000,0000000557,0000000169,000000000000100175,2000,0009,005,2023,7057.41,EUR
100,1000,0000000558,0000000008,000000000000100028,1000,0007,006,2024,3826.14,EUR
100,1000,0000000559,0000000130,000000000000100321,1000,0009,007,2023,1869.25,EUR
100,1000,0000000560,0000000002,000000000000100185,2000,0001,008,2024,9452.93,EUR
100,1000,0000000561,0000000210,000000000000100415,2000,0006,009,2023,8301.54,EUR
100,1000,0000000562,0000000228,000000000000100316,2000,0002,010,2024,5004.13,EUR
100,1000,0000000563,0000000494,000000000000100092,1000,0004,011,2023,4165.28,EUR
100,1000,0000000564,0000000424,000000000000100484,2000,0004,012,2024,126.1,EUR
100,1000,0000000565,0000000040,000000000000100062,2000,0010,001,2023,6165.75,EUR
100,1000,0000000566,0000000478,000000000000100475,2000,0005,002,2024,2891.78,EUR
100,1000,0000000567,0000000238,000000000000100486,1000,0007,003,2023,906.24,EUR
100,1000,0000000568,0000000160,000000000000100383,1000,0004,004,2024,6029.49,EUR
100,1000,0000000569,0000000071,000000000000100063,2000,0004,005,2023,1455.77,EUR
100,1000,0000000570,0000000216,000000000000100322,1000,0002,006,2024,3683.01,EUR
100,1000,0000000571,0000000454,000000000000100378,1000,0006,007,2023,4464.88,EUR
100,1000,0000000572,0000000303,000000000000100026,2000,0007,008,2024,224.46,EUR
100,1000,0000000573,0000000137,000000000000100430,1000,0006,009,2023,1489.56,EUR
100,1000,0000000574,0000000132,000000000000100305,2000,0001,010,2024,8366.79,EUR
100,1000,0000000575,0000000083,000000000000100402,1000,0002,011,2023,5632.29,EUR
100,1000,0000000576,0000000457,000000000000100012,2000,0009,012,2024,554.69,EUR
100,1000,0000000577,0000000298,000000000000100425,1000,0003,001,2023,4113.49,EUR
100,1000,0000000578,0000000261,000000000000100355,2000,0003,002,2024,1005.46,EUR
100,1000,0000000579,0000000386,000000000000100379,2000,0008,003,2023,3281.96,EUR
100,1000,0000000580,0000000296,000000000000100456,1000,0008,004,2024,346.92,EUR
100,1000,0000000581,0000000427,000000000000100304,1000,0005,005,2023,7294.49,EUR
100,1000,0000000582,0000000136,000000000000100209,2000,0001,006,2024,9851.95,EUR
100,1000,0000000583,0000000267,000000000000100268,2000,0001,007,2023,3597.16,EUR
100,1000,0000000584,0000000203,000000000000100269,2000,0001,008,2024,5869.35,EUR
100,1000,0000000585,0000000245,000000000000100350,2000,0006,009,2023,6303.51,EUR
100,1000,0000000586,0000000453,000000000000100100,1000,0009,010,2024,3389.98,EUR
100,1000,0000000587,0000000293,000000000000100057,1000,0008,011,2023,8916.85,EUR
100,1000,0000000588,0000000230,000000000000100200,1000,0004,012,2024,3689.96,EUR
100,1000,0000000589,0000000442,000000000000100298,1000,0006,001,2023,6971.23,EUR
100,1000,0000000590,0000000154,000000000000100045,1000,0010,002,2024,2033.73,EUR
100,1000,0000000591,0000000318,000000000000100109,1000,0005,003,2023,8674.2,EUR
100,1000,0000000592,0000000414,000000000000100165,2000,0010,004,2024,4078.52,EUR
100,1000,0000000593,0000000159,000000000000100253,1000,0002,005,2023,7554.54,EUR
100,1000,0000000594,0000000185,000000000000100080,2000,0001,006,2024,8171.03,EUR
100,1000,0000000595,0000000102,000000000000100055,2000,0008,007,2023,7653.21,EUR
100,1000,0000000596,0000000116,000000000000100130,2000,0006,008,2024,9071.53,EUR
100,1000,0000000597,0000000001,000000000000100055,1000,0005,009,2023,3407.97,EUR
100,1000,0000000598,0000000460,000000000000100117,1000,0006,010,2024,653.0,EUR
100,1000,0000000599,0000000233,000000000000100005,2000,0002,011,2023,9399.71,EUR
100,1000,0000000600,0000000090,000000000000100351,2000,0008,012,2024,8201.98,EUR
100,1000,0000000601,0000000381,000000000000100447,2000,0008,001,2023,4723.56,EUR
100,1000,0000000602,0000000466,000000000000100465,2000,0008,002,2024,428.04,EUR
100,1000,0000000603,0000000410,000000000000100348,1000,0007,003,2023,2738.22,EUR
100,1000,0000000604,0000000413,000000000000100294,1000,0004,004,2024,9455.87,EUR
100,1000,0000000605,0000000235,000000000000100488,1000,0007,005,2023,258.63,EUR
100,1000,0000000606,0000000376,000000000000100086,1000,0001,006,2024,1956.18,EUR
100,1000,0000000607,0000000267,000000000000100392,1000,0001,007,2023,3167.57,EUR
100,1000,0000000608,0000000450,000000000000100103,2000,0010,008,2024,364.04,EUR
100,1000,0000000609,0000000075,000000000000100015,2000,0010,009,2023,2664.79,EUR
100,1000,0000000610,0000000043,000000000000100496,2000,0004,010,2024,6700.92,EUR
100,1000,0000000611,0000000179,000000000000100400,1000,0007,011,2023,4692.8,EUR
100,1000,0000000612,0000000487,000000000000100047,2000,0006,012,2024,6791.38,EUR
100,1000,0000000613,0000000468,000000000000100404,2000,0003,001,2023,9187.78,EUR
100,1000,0000000614,0000000445,000000000000100357,1000,0004,002,2024,9525.21,EUR
100,1000,0000000615,0000000200,000000000000100288,1000,0008,003,2023,2162.16,EUR
100,1000,0000000616,0000000032,000000000000100148,2000,0003,004,2024,2833.72,EUR
100,1000,0000000617,0000000391,000000000000100147,2000,0006,005,2023,3394.39,EUR
100,1000,0000000618,0000000452,000000000000100340,2000,0008,006,2024,4986.91,EUR
100,1000,0000000619,0000000153,000000000000100338,2000,0007,007,2023,5301.48,EUR
100,1000,0000000620,0000000075,000000000000100023,1000,0001,008,2024,8774.25,EUR
100,1000,0000000621,0000000387,000000000000100083,2000,0008,009,2023,1776.28,EUR
100,1000,0000000622,0000000332,000000000000100299,1000,0006,010,2024,7015.1,EUR
100,1000,0000000623,0000000457,000000000000100048,1000,0010,011,2023,5508.69,EUR
100,1000,0000000624,0000000130,000000000000100007,2000,0004,012,2024,8998.28,EUR
100,1000,0000000625,0000000265,000000000000100263,2000,0002,001,2023,9513.98,EUR
100,1000,0000000626,0000000235,000000000000100124,1000,0006,002,2024,4846.28,EUR
100,1000,0000000627,0000000190,000000000000100455,1000,0010,003,2023,9629.41,EUR
100,1000,0000000628,0000000378,000000000000100150,2000,0002,004,2024,215.75,EUR
100,1000,0000000629,0000000436,000000000000100016,2000,0004,005,2023,6316.49,EUR
100,1000,0000000630,0000000492,000000000000100428,2000,0006,006,2024,5130.14,EUR
100,1000,0000000631,0000000262,000000000000100304,1000,0003,007,2023,4756.27,EUR
100,1000,0000000632,0000000034,000000000000100039,1000,0005,008,2024,3045.96,EUR
100,1000,0000000633,0000000205,000000000000100033,2000,0003,009,2023,1628.82,EUR
100,1000,0000000634,0000000395,000000000000100359,2000,0010,010,2024,6560.77,EUR
100,1000,0000000635,0000000006,000000000000100199,1000,0007,011,2023,2373.41,EUR
100,1000,0000000636,0000000058,000000000000100161,1000,0003,012,2024,5715.93,EUR
100,1000,0000000637,0000000305,000000000000100219,1000,0002,001,2023,7679.81,EUR
100,1000,0000000638,0000000336,000000000000100162,2000,0004,002,2024,3595.63,EUR
100,1000,0000000639,0000000471,000000000000100217,2000,0008,003,2023,6938.84,EUR
100,1000,0000000640,0000000103,000000000000100413,1000,0007,004,2024,6062.04,EUR
100,1000,0000000641,0000000401,000000000000100329,2000,0003,005,2023,2657.22,EUR
100,1000,0000000642,0000000476,000000000000100364,1000,0003,006,2024,2916.17,EUR
100,1000,0000000643,0000000287,000000000000100077,1000,0009,007,2023,421.41,EUR
100,1000,0000000644,0000000376,000000000000100010,1000,0006,008,2024,1173.78,EUR
100,1000,0000000645,0000000432,000000000000100299,2000,0008,009,2023,3248.02,EUR
100,1000,0000000646,0000000046,000000000000100307,2000,0008,010,2024,4720.8,EUR
100,1000,0000000647,0000000141,000000000000100068,2000,0010,011,2023,6915.42,EUR
100,1000,0000000648,0000000352,000000000000100470,1000,0008,012,2024,3689.06,EUR
100,1000,0000000649,0000000118,000000000000100251,2000,0009,001,2023,7711.26,EUR
100,1000,0000000650,0000000063,000000000000100130,1000,0001,002,2024,4333.12,EUR
100,1000,0000000651,0000000463,000000000000100424,1000,0009,003,2023,2045.66,EUR
100,1000,0000000652,0000000398,000000000000100129,1000,0004,004,2024,8429.86,EUR
100,1000,0000000653,0000000035,000000000000100005,2000,0006,005,2023,353.96,EUR
100,1000,0000000654,0000000258,000000000000100435,2000,0010,006,2024,7145.91,EUR
100,1000,0000000655,0000000371,000000000000100026,1000,0009,007,2023,2109.47,EUR
100,1000,0000000656,0000000459,000000000000100187,1000,0005,008,2024,1634.53,EUR
100,1000,0000000657,0000000462,000000000000100065,2000,0005,009,2023,1691.88,EUR
100,1000,0000000658,0000000103,000000000000100495,1000,0010,010,2024,2825.63,EUR
100,1000,0000000659,0000000126,000000000000100311,1000,0010,011,2023,4300.53,EUR
100,1000,0000000660,0000000109,000000000000100432,2000,0006,012,2024,1870.53,EUR
100,1000,0000000661,0000000076,000000000000100403,1000,0003,001,2023,6741.01,EUR
100,1000,0000000662,0000000298,000000000000100070,1000,0004,002,2024,7009.22,EUR
100,1000,0000000663,0000000387,000000000000100417,1000,0007,003,2023,6154.65,EUR
