MANDT,QMNUM,MATNR,WERKS,QMDAT,QMART,ERNAM
100,QM00000481,MAT000085,1000,20220701,Q2,USER009
100,QM00000482,MAT000034,1000,20250531,Q2,USER012
100,QM00000483,MAT000043,1000,20240220,Q1,USER049
100,QM00000484,MAT000412,1100,20251002,Q3,USER031
100,QM00000485,MAT000461,1100,20240628,Q2,USER032
100,QM00000486,MAT000277,1200,20230323,Q1,USER001
100,QM00000487,MAT000298,1200,20240709,Q2,USER005
100,QM00000488,MAT000459,1100,20231215,Q3,USER009
100,QM00000489,MAT000096,1200,20231103,Q2,USER029
100,QM00000490,MAT000328,1100,20240915,Q2,USER003
100,QM00000491,MAT000474,1000,20240709,Q1,USER047
100,QM00000492,MAT000341,1000,20240114,Q2,USER013
100,QM00000493,MAT000071,1000,20240301,Q2,USER036
100,QM00000494,MAT000269,1000,20220903,Q2,USER023
100,QM00000495,MAT000395,1100,20241101,Q1,USER003
100,QM00000496,MAT000406,1000,20220109,Q2,USER016
100,QM00000497,MAT000448,1100,20250518,Q2,USER019
100,QM00000498,MAT000094,1200,20230131,Q3,USER044
100,QM00000499,MAT000239,1200,20240515,Q3,USER027
100,QM00000500,MAT000137,1200,20221027,Q2,USER043
100,QM00000501,MAT000354,1100,20221113,Q3,USER019
100,QM00000502,MAT000209,1100,20240629,Q2,USER023
100,QM00000503,MAT000003,1200,20241025,Q2,USER016
100,QM00000504,MAT000242,1200,20241101,Q2,USER022
100,QM00000505,MAT000376,1100,20240815,Q1,USER003
100,QM00000506,MAT000164,1000,20220123,Q2,USER027
100,QM00000507,MAT000301,1100,20240418,Q2,USER035
100,QM00000508,MAT000088,1100,20231031,Q1,USER030
100,QM00000509,MAT000037,1000,20221021,Q2,USER039
100,QM00000510,MAT000002,1200,20240922,Q3,USER021
100,QM00000511,MAT000390,1200,20220611,Q3,USER040
100,QM00000512,MAT000348,1000,20220911,Q1,USER042
100,QM00000513,MAT000470,1100,20241013,Q1,USER033
100,QM00000514,MAT000290,1000,20241102,Q3,USER035
100,QM00000515,MAT000183,1200,20240601,Q2,USER023
100,QM00000516,MAT000311,1100,20231225,Q1,USER038
100,QM00000517,MAT000359,1000,20230403,Q1,USER017
100,QM00000518,MAT000460,1100,20240730,Q3,USER048
100,QM00000519,MAT000341,1200,20230818,Q1,USER048
100,QM00000520,MAT000006,1000,20230209,Q3,USER046
100,QM00000521,MAT000483,1200,20220715,Q2,USER004
100,QM00000522,MAT000407,1000,20230122,Q1,USER009
100,QM00000523,MAT000095,1200,20221225,Q3,USER021
100,QM00000524,MAT000453,1100,20240710,Q3,USER014
100,QM00000525,MAT000179,1000,20240202,Q2,USER022
100,QM00000526,MAT000015,1000,20250917,Q2,USER032
100,QM00000527,MAT000010,1200,20231119,Q3,USER037
100,QM00000528,MAT000186,1200,20230901,Q2,USER044
100,QM00000529,MAT000298,1000,20240213,Q1,USER037
100,QM00000530,MAT000046,1000,20230121,Q3,USER039
100,QM00000531,MAT000040,1100,20250411,Q1,USER022
100,QM00000532,MAT000291,1200,20241231,Q3,USER028
100,QM00000533,MAT000301,1100,20230820,Q1,USER038
100,QM00000534,MAT000010,1100,20240712,Q3,USER028
100,QM00000535,MAT000110,1200,20231114,Q1,USER038
100,QM00000536,MAT000209,1200,20251008,Q1,USER046
100,QM00000537,MAT000431,1100,20220725,Q1,USER038
100,QM00000538,MAT000114,1200,20230708,Q3,USER018
100,QM00000539,MAT000115,1200,20241004,Q3,USER030
100,QM00000540,MAT000234,1000,20220623,Q3,USER044
100,QM00000541,MAT000336,1000,20230502,Q3,USER027
100,QM00000542,MAT000013,1000,20250627,Q3,USER034
100,QM00000543,MAT000047,1100,20250330,Q1,USER017
100,QM00000544,MAT000347,1000,20240727,Q3,USER043
100,QM00000545,MAT000482,1100,20230505,Q1,USER050
100,QM00000546,MAT000167,1000,20241028,Q2,USER015
100,QM00000547,MAT000211,1000,20230407,Q3,USER006
100,QM00000548,MAT000085,1100,20220321,Q3,USER012
100,QM00000549,MAT000213,1100,20251231,Q3,USER006
100,QM00000550,MAT000473,1200,20220222,Q2,USER023
100,QM00000551,MAT000281,1200,20251008,Q1,USER028
100,QM00000552,MAT000482,1000,20231208,Q1,USER032
100,QM00000553,MAT000494,1000,20251216,Q1,USER046
100,QM00000554,MAT000051,1200,20240925,Q1,USER046
100,QM00000555,MAT000441,1000,20250425,Q3,USER007
100,QM00000556,MAT000098,1000,20250320,Q1,USER038
100,QM00000557,MAT000473,1100,20220130,Q3,USER021
100,QM00000558,MAT000205,1000,20240905,Q1,USER031
100,QM00000559,MAT000416,1100,20250121,Q2,USER002
100,QM00000560,MAT000159,1200,20230209,Q3,USER033
100,QM00000561,MAT000393,1200,20240720,Q2,USER037
100,QM00000562,MAT000406,1200,20240925,Q3,USER042
100,QM00000563,MAT000426,1100,20250130,Q2,USER028
100,QM00000564,MAT000453,1100,20230828,Q2,USER023
100,QM00000565,MAT000298,1200,20240109,Q1,USER034
100,QM00000566,MAT000048,1100,20240103,Q1,USER001
100,QM00000567,MAT000380,1200,20241008,Q1,USER015
100,QM00000568,MAT000069,1200,20241020,Q1,USER039
100,QM00000569,MAT000428,1000,20240908,Q2,USER037
100,QM00000570,MAT000347,1000,20221117,Q3,USER037
100,QM00000571,MAT000392,1000,20230308,Q1,USER006
100,QM00000572,MAT000114,1100,20240706,Q3,USER034
100,QM00000573,MAT000402,1100,20231113,Q3,USER002
100,QM00000574,MAT000173,1200,20220728,Q2,USER005
100,QM00000575,MAT000149,1000,20231216,Q3,USER031
100,QM00000576,MAT000211,1000,20231004,Q3,USER048
100,QM00000577,MAT000003,1200,20230128,Q2,USER006
100,QM00000578,MAT000199,1100,20230616,Q3,USER032
100,QM00000579,MAT000314,1100,20231011,Q2,USER044
100,QM00000580,MAT000015,1000,20250424,Q1,USER009
100,QM00000581,MAT000008,1200,20220824,Q1,USER048
100,QM00000582,MAT000250,1000,20220126,Q2,USER046
100,QM00000583,MAT000422,1100,20240605,Q3,USER038
100,QM00000584,MAT000392,1100,20230622,Q2,USER014
100,QM00000585,MAT000487,1100,20240214,Q3,USER003
100,QM00000586,MAT000474,1000,20230321,Q2,USER030
100,QM00000587,MAT000017,1200,20240911,Q1,USER001
100,QM00000588,MAT000085,1200,20251013,Q3,USER021
100,QM00000589,MAT000314,1100,20250103,Q3,USER006
100,QM00000590,MAT000152,1100,20250620,Q3,USER045
100,QM00000591,MAT000496,1200,20220201,Q1,USER023
100,QM00000592,MAT000481,1200,20251209,Q1,USER036
100,QM00000593,MAT000171,1000,20220221,Q1,USER020
100,QM00000594,MAT000011,1100,20251028,Q1,USER046
100,QM00000595,MAT000040,1200,20240914,Q3,USER016
100,QM00000596,MAT000389,1000,20220603,Q1,USER043
100,QM00000597,MAT000403,1100,20220220,Q3,USER025
100,QM00000598,MAT000034,1000,20241011,Q3,USER008
100,QM00000599,MAT000360,1000,20230808,Q1,USER035
100,QM00000600,MAT000324,1200,20220408,Q2,USER043
100,QM00000601,MAT000491,1100,20221227,Q3,USER005
100,QM00000602,MAT000263,1200,20241029,Q2,USER031
100,QM00000603,MAT000136,1000,20240816,Q3,USER002
100,QM00000604,MAT000306,1200,20251121,Q1,USER037
100,QM00000605,MAT000222,1200,20230530,Q3,USER002
100,QM00000606,MAT000465,1100,20250913,Q3,USER033
100,QM00000607,MAT000491,1200,20251101,Q1,USER018
100,QM00000608,MAT000485,1000,20240204,Q3,USER033
100,QM00000609,MAT000456,1200,20220808,Q1,USER033
100,QM00000610,MAT000367,1100,20251229,Q1,USER034
100,QM00000611,MAT000105,1000,20241228,Q2,USER021
100,QM00000612,MAT000383,1000,20250327,Q3,USER030
100,QM00000613,MAT000426,1000,20220103,Q2,USER007
100,QM00000614,MAT000460,1200,20220802,Q2,USER004
100,QM00000615,MAT000035,1200,20220419,Q1,USER044
100,QM00000616,MAT000006,1000,20240101,Q3,USER037
100,QM00000617,MAT000293,1100,20240429,Q3,USER038
100,QM00000618,MAT000121,1200,20221117,Q1,USER031
100,QM00000619,MAT000412,1100,20221015,Q1,USER036
100,QM00000620,MAT000207,1000,20220221,Q2,USER017
100,QM00000621,MAT000019,1200,20240228,Q2,USER045
100,QM00000622,MAT000149,1200,20250612,Q1,USER023
100,QM00000623,MAT000195,1000,20241013,Q3,USER050
100,QM00000624,MAT000039,1200,20250223,Q2,USER050
100,QM00000625,MAT000051,1100,20240613,Q2,USER005
100,QM00000626,MAT000197,1200,20251015,Q2,USER009
100,QM00000627,MAT000365,1200,20250929,Q1,USER015
100,QM00000628,MAT000239,1000,20221125,Q1,USER037
100,QM00000629,MAT000019,1100,20220816,Q3,USER015
100,QM00000630,MAT000009,1200,20230116,Q2,USER009
100,QM00000631,MAT000373,1000,20231209,Q2,USER047
100,QM00000632,MAT000108,1200,20250528,Q1,USER027
100,QM00000633,MAT000104,1100,20221202,Q1,USER027
100,QM00000634,MAT000152,1200,20230425,Q1,USER021
100,QM00000635,MAT000379,1200,20250519,Q2,USER043
100,QM00000636,MAT000281,1000,20250531,Q1,USER011
100,QM00000637,MAT000128,1200,20220319,Q2,USER021
100,QM00000638,MAT000053,1000,20230529,Q2,USER014
100,QM00000639,MAT000066,1200,20240401,Q2,USER029
100,QM00000640,MAT000336,1200,20230812,Q3,USER008
100,QM00000641,MAT000144,1200,20231024,Q2,USER036
100,QM00000642,MAT000263,1000,20251012,Q1,USER040
100,QM00000643,MAT000204,1200,20220403,Q3,USER036
100,QM00000644,MAT000499,1200,20250607,Q3,USER026
100,QM00000645,MAT000406,1000,20230329,Q3,USER008
100,QM00000646,MAT000010,1100,20231218,Q2,USER018
100,QM00000647,MAT000079,1100,20251217,Q3,USER029
100,QM00000648,MAT000053,1000,20221124,Q1,USER002
100,QM00000649,MAT000309,1200,20221119,Q1,USER018
100,QM00000650,MAT000468,1000,20230609,Q3,USER038
100,QM00000651,MAT000216,1100,20240307,Q2,USER011
100,QM00000652,MAT000039,1100,20220310,Q2,USER020
100,QM00000653,MAT000291,1200,20240211,Q1,USER002
100,QM00000654,MAT000291,1000,20231120,Q3,USER017
100,QM00000655,MAT000393,1000,20240411,Q3,USER020
100,QM00000656,MAT000152,1000,20230806,Q1,USER040
100,QM00000657,MAT000148,1000,20240923,Q2,USER046
100,QM00000658,MAT000250,1200,20220609,Q3,USER014
100,QM00000659,MAT000070,1200,20220831,Q1,USER017
100,QM00000660,MAT000128,1000,20230609,Q2,USER013
100,QM00000661,MAT000427,1100,20220105,Q3,USER017
100,QM00000662,MAT000086,1100,20220508,Q1,USER007
100,QM00000663,MAT000144,1000,20250401,Q1,USER006
100,QM00000664,MAT000038,1000,20230926,Q2,USER031
100,QM00000665,MAT000242,1100,20230512,Q2,USER006
100,QM00000666,MAT000098,1200,20250710,Q1,USER018
100,QM00000667,MAT000100,1100,20250726,Q1,USER035
100,QM00000668,MAT000272,1100,20220412,Q1,USER028
100,QM00000669,MAT000174,1000,20240730,Q3,USER024
100,QM00000670,MAT000437,1000,20220515,Q2,USER017
100,QM00000671,MAT000373,1000,20250904,Q3,USER038
100,QM00000672,MAT000195,1200,20250605,Q2,USER006
100,QM00000673,MAT000474,1200,20250531,Q3,USER002
100,QM00000674,MAT000310,1200,20240721,Q2,USER003
100,QM00000675,MAT000064,1000,20220608,Q3,USER010
100,QM00000676,MAT000346,1100,20231231,Q2,USER022
100,QM00000677,MAT000358,1000,20230508,Q3,USER008
100,QM00000678,MAT000468,1200,20231025,Q3,USER038
100,QM00000679,MAT000451,1200,20251211,Q2,USER050
100,QM00000680,MAT000117,1200,20230419,Q1,USER035
100,QM00000681,MAT000367,1100,20240104,Q2,USER032
100,QM00000682,MAT000185,1000,20250822,Q3,USER043
100,QM00000683,MAT000257,1100,20251025,Q1,USER032
100,QM00000684,MAT000148,1200,20220410,Q3,USER010
100,QM00000685,MAT000371,1000,20231108,Q3,USER015
100,QM00000686,MAT000108,1000,20240214,Q2,USER010
100,QM00000687,MAT000168,1200,20230616,Q1,USER028
100,QM00000688,MAT000082,1100,20240318,Q2,USER028
100,QM00000689,MAT000430,1100,20231108,Q1,USER040
100,QM00000690,MAT000084,1000,20250703,Q1,USER049
100,QM00000691,MAT000015,1200,20240521,Q1,USER011
100,QM00000692,MAT000047,1000,20220802,Q2,USER009
100,QM00000693,MAT000426,1200,20230825,Q1,USER036
100,QM00000694,MAT000113,1000,20240126,Q1,USER048
100,QM00000695,MAT000235,1100,20251017,Q1,USER003
100,QM00000696,MAT000162,1100,20250604,Q2,USER025
100,QM00000697,MAT000481,1100,20230804,Q1,USER033
100,QM00000698,MAT000115,1000,20250811,Q1,USER005
100,QM00000699,MAT000437,1000,20250402,Q3,USER019
100,QM00000700,MAT000335,1000,20250917,Q3,USER005
100,QM00000701,MAT000347,1200,20230727,Q2,USER025
100,QM00000702,MAT000367,1200,20250726,Q2,USER045
100,QM00000703,MAT000199,1200,20240504,Q3,USER036
100,QM00000704,MAT000403,1100,20230530,Q2,USER011
100,QM00000705,MAT000367,1000,20220225,Q3,USER023
100,QM00000706,MAT000324,1200,20220429,Q2,USER002
100,QM00000707,MAT000037,1100,20230816,Q1,USER044
100,QM00000708,MAT000290,1000,20241216,Q2,USER009
100,QM00000709,MAT000496,1100,20221031,Q3,USER028
100,QM00000710,MAT000262,1100,20241124,Q2,USER030
100,QM00000711,MAT000065,1000,20250807,Q3,USER023
100,QM00000712,MAT000004,1100,20250924,Q3,USER002
100,QM00000713,MAT000395,1100,20221014,Q1,USER023
100,QM00000714,MAT000345,1200,20251017,Q3,USER015
100,QM00000715,MAT000483,1200,20220402,Q1,USER011
100,QM00000716,MAT000390,1000,20250617,Q2,USER018
100,QM00000717,MAT000044,1200,20230424,Q3,USER002
100,QM00000718,MAT000098,1000,20230103,Q1,USER003
100,QM00000719,MAT000459,1000,20220908,Q3,USER008
100,QM00000720,MAT000442,1000,20230122,Q2,USER005
100,QM00000721,MAT000335,1100,20240819,Q1,USER049
100,QM00000722,MAT000041,1200,20250203,Q1,USER040
100,QM00000723,MAT000461,1100,20221107,Q3,USER040
100,QM00000724,MAT000046,1200,20240211,Q3,USER022
100,QM00000725,MAT000002,1000,20220215,Q2,USER026
100,QM00000726,MAT000149,1100,20230111,Q2,USER018
100,QM00000727,MAT000222,1200,20220207,Q3,USER042
100,QM00000728,MAT000405,1200,20251017,Q1,USER042
100,QM00000729,MAT000470,1200,20230303,Q1,USER019
100,QM00000730,MAT000088,1000,20241228,Q1,USER007
100,QM00000731,MAT000149,1200,20250331,Q3,USER025
100,QM00000732,MAT000360,1100,20240514,Q2,USER004
100,QM00000733,MAT000336,1000,20240717,Q2,USER002
100,QM00000734,MAT000019,1000,20250216,Q3,USER016
100,QM00000735,MAT000150,1200,20220410,Q2,USER010
100,QM00000736,MAT000007,1100,20250731,Q3,USER047
100,QM00000737,MAT000365,1100,20220731,Q2,USER010
100,QM00000738,MAT000197,1000,20241117,Q2,USER021
100,QM00000739,MAT000149,1100,20231228,Q2,USER034
100,QM00000740,MAT000367,1100,20221011,Q1,USER022
100,QM00000741,MAT000457,1200,20240707,Q3,USER006
100,QM00000742,MAT000032,1200,20250529,Q3,USER028
100,QM00000743,MAT000109,1100,20230226,Q2,USER039
100,QM00000744,MAT000084,1200,20230701,Q3,USER040
100,QM00000745,MAT000148,1100,20220925,Q3,USER009
100,QM00000746,MAT000426,1100,20240918,Q2,USER031
100,QM00000747,MAT000465,1100,20250420,Q2,USER020
100,QM00000748,MAT000195,1200,20220113,Q1,USER026
100,QM00000749,MAT000128,1000,20240809,Q2,USER048
100,QM00000750,MAT000250,1100,20220520,Q1,USER018
100,QM00000751,MAT000500,1000,20241016,Q1,USER018
100,QM00000752,MAT000339,1200,20230811,Q2,USER035
100,QM00000753,MAT000478,1000,20240516,Q2,USER035
100,QM00000754,MAT000047,1200,20251031,Q3,USER037
100,QM00000755,MAT000461,1000,20250218,Q1,USER009
100,QM00000756,MAT000499,1100,20240629,Q2,USER026
100,QM00000757,MAT000330,1000,20220712,Q3,USER002
100,QM00000758,MAT000227,1100,20240410,Q2,USER044
100,QM00000759,MAT000250,1000,20250322,Q3,USER024
100,QM00000760,MAT000019,1000,20230308,Q2,USER042
100,QM00000761,MAT000115,1000,20221217,Q1,USER024
100,QM00000762,MAT000321,1000,20250925,Q1,USER041
100,QM00000763,MAT000266,1000,20241008,Q2,USER044
100,QM00000764,MAT000157,1100,20230125,Q3,USER037
100,QM00000765,MAT000430,1200,20251220,Q1,USER024
100,QM00000766,MAT000491,1200,20250607,Q3,USER011
100,QM00000767,MAT000216,1100,20240116,Q1,USER042
100,QM00000768,MAT000012,1200,20250427,Q1,USER013
100,QM00000769,MAT000336,1200,20250719,Q3,USER020
100,QM00000770,MAT000487,1200,20220802,Q1,USER006
100,QM00000771,MAT000165,1000,20230228,Q2,USER031
100,QM00000772,MAT000375,1100,20220220,Q1,USER029
100,QM00000773,MAT000470,1000,20220301,Q2,USER048
100,QM00000774,MAT000281,1200,20240501,Q3,USER016
100,QM00000775,MAT000262,1000,20231027,Q2,USER001
100,QM00000776,MAT000167,1200,20221213,Q3,USER032
100,QM00000777,MAT000006,1100,20250305,Q3,USER047
100,QM00000778,MAT000183,1000,20220802,Q3,USER032
100,QM00000779,MAT000298,1000,20230909,Q1,USER035
100,QM00000780,MAT000383,1000,20230210,Q3,USER043
100,QM00000781,MAT000409,1000,20251115,Q3,USER045
100,QM00000782,MAT000419,1000,20221214,Q3,USER036
100,QM00000783,MAT000195,1200,20250504,Q2,USER042
100,QM00000784,MAT000274,1200,20250712,Q1,USER002
100,QM00000785,MAT000294,1100,20220116,Q3,USER003
100,QM00000786,MAT000034,1200,20230410,Q2,USER014
100,QM00000787,MAT000351,1000,20250421,Q1,USER020
100,QM00000788,MAT000165,1100,20240722,Q2,USER031
100,QM00000789,MAT000108,1200,20230326,Q3,USER038
100,QM00000790,MAT000345,1100,20250611,Q1,USER038
100,QM00000791,MAT000440,1200,20240404,Q2,USER021
100,QM00000792,MAT000312,1200,20220520,Q1,USER017
100,QM00000793,MAT000345,1000,20231108,Q3,USER010
100,QM00000794,MAT000069,1200,20250706,Q2,USER037
100,QM00000795,MAT000428,1200,20230811,Q1,USER016
100,QM00000796,MAT000135,1000,20250207,Q2,USER047
100,QM00000797,MAT000388,1200,20251128,Q3,USER005
100,QM00000798,MAT000499,1200,20220528,Q2,USER004
100,QM00000799,MAT000231,1100,20250130,Q3,USER011
100,QM00000800,MAT000291,1000,20250806,Q3,USER038
100,QM00000801,MAT000403,1100,20241231,Q3,USER011
100,QM00000802,MAT000183,1100,20220106,Q2,USER015
100,QM00000803,MAT000095,1200,20241120,Q2,USER030
100,QM00000804,MAT000371,1000,20220713,Q1,USER038
100,QM00000805,MAT000223,1200,20231016,Q3,USER002
100,QM00000806,MAT000242,1100,20250702,Q3,USER036
100,QM00000807,MAT000013,1200,20240328,Q1,USER028
100,QM00000808,MAT000258,1000,20240407,Q1,USER007
100,QM00000809,MAT000389,1100,20221118,Q1,USER015
100,QM00000810,MAT000491,1100,20220719,Q3,USER005
100,QM00000811,MAT000109,1200,20250112,Q2,USER008
100,QM00000812,MAT000258,1200,20240416,Q1,USER036
100,QM00000813,MAT000307,1100,20220130,Q3,USER029
100,QM00000814,MAT000295,1100,20220715,Q2,USER014
100,QM00000815,MAT000272,1000,20251027,Q3,USER045
100,QM00000816,MAT000173,1000,20220220,Q3,USER041
100,QM00000817,MAT000436,1100,20241009,Q3,USER048
100,QM00000818,MAT000455,1200,20230413,Q3,USER012
100,QM00000819,MAT000271,1200,20241221,Q1,USER043
100,QM00000820,MAT000227,1200,20250914,Q2,USER027
100,QM00000821,MAT000192,1100,20220518,Q3,USER030
100,QM00000822,MAT000122,1200,20250311,Q1,USER003
100,QM00000823,MAT000487,1200,20241106,Q2,USER001
100,QM00000824,MAT000121,1100,20230926,Q3,USER013
100,QM00000825,MAT000414,1000,20240309,Q3,USER015
100,QM00000826,MAT000047,1100,20250129,Q3,USER017
100,QM00000827,MAT000258,1100,20250611,Q1,USER002
100,QM00000828,MAT000108,1100,20250623,Q1,USER006
100,QM00000829,MAT000011,1000,20250907,Q1,USER050
100,QM00000830,MAT000071,1100,20250203,Q2,USER033
100,QM00000831,MAT000304,1200,20220801,Q1,USER027
100,QM00000832,MAT000499,1100,20230318,Q2,USER039
100,QM00000833,MAT000004,1200,20221129,Q1,USER018
100,QM00000834,MAT000164,1200,20251006,Q3,USER012
100,QM00000835,MAT000481,1200,20240319,Q2,USER036
100,QM00000836,MAT000185,1100,20230929,Q3,USER003
100,QM00000837,MAT000189,1200,20231214,Q3,USER044
100,QM00000838,MAT000383,1000,20250311,Q1,USER037
100,QM00000839,MAT000476,1100,20250923,Q1,USER049
100,QM00000840,MAT000333,1200,20240605,Q1,USER043
100,QM00000841,MAT000153,1000,20231231,Q2,USER050
100,QM00000842,MAT000379,1100,20230430,Q1,USER003
100,QM00000843,MAT000292,1200,20240119,Q1,USER040
100,QM00000844,MAT000331,1200,20230330,Q1,USER009
100,QM00000845,MAT000017,1100,20230701,Q2,USER039
100,QM00000846,MAT000066,1000,20250602,Q1,USER005
100,QM00000847,MAT000357,1200,20220817,Q2,USER047
100,QM00000848,MAT000493,1100,20221208,Q2,USER047
100,QM00000849,MAT000295,1000,20240504,Q2,USER028
100,QM00000850,MAT000379,1000,20220503,Q2,USER037
100,QM00000851,MAT000232,1000,20221119,Q2,USER002
100,QM00000852,MAT000034,1200,20230109,Q3,USER021
100,QM00000853,MAT000168,1100,20220324,Q3,USER047
100,QM00000854,MAT000436,1000,20240124,Q2,USER050
100,QM00000855,MAT000019,1100,20240727,Q3,USER012
100,QM00000856,MAT000336,1000,20221118,Q2,USER028
100,QM00000857,MAT000010,1200,20220925,Q3,USER012
100,QM00000858,MAT000426,1200,20221219,Q3,USER048
100,QM00000859,MAT000095,1100,20220510,Q1,USER042
100,QM00000860,MAT000492,1100,20220330,Q1,USER032
100,QM00000861,MAT000213,1100,20230411,Q1,USER035
100,QM00000862,MAT000497,1100,20250208,Q3,USER036
100,QM00000863,MAT000243,1000,20221209,Q1,USER038
100,QM00000864,MAT000238,1200,20240629,Q3,USER031
100,QM00000865,MAT000202,1000,20241212,Q1,USER008
100,QM00000866,MAT000330,1100,20240818,Q1,USER005
100,QM00000867,MAT000430,1100,20240412,Q1,USER014
100,QM00000868,MAT000333,1000,20240720,Q3,USER008
100,QM00000869,MAT000044,1000,20230316,Q2,USER050
100,QM00000870,MAT000360,1200,20230108,Q2,USER042
100,QM00000871,MAT000414,1000,20251102,Q1,USER042
100,QM00000872,MAT000421,1100,20250208,Q2,USER012
100,QM00000873,MAT000388,1000,20230923,Q2,USER026
100,QM00000874,MAT000179,1000,20230813,Q2,USER039
100,QM00000875,MAT000393,1100,20220227,Q3,USER004
100,QM00000876,MAT000335,1100,20230524,Q2,USER019
100,QM00000877,MAT000213,1100,20240612,Q2,USER035
100,QM00000878,MAT000038,1000,20250220,Q2,USER015
100,QM00000879,MAT000236,1000,20240122,Q1,USER003
100,QM00000880,MAT000382,1200,20230225,Q3,USER001
100,QM00000881,MAT000095,1200,20250901,Q3,USER049
100,QM00000882,MAT000451,1200,20251216,Q3,USER048
100,QM00000883,MAT000494,1200,20250310,Q2,USER005
100,QM00000884,MAT000468,1100,20240830,Q1,USER035
100,QM00000885,MAT000433,1200,20230409,Q3,USER011
100,QM00000886,MAT000232,1000,20251102,Q3,USER039
100,QM00000887,MAT000499,1000,20241014,Q2,USER010
100,QM00000888,MAT000192,1100,20240108,Q2,USER025
100,QM00000889,MAT000013,1000,20230530,Q2,USER014
100,QM00000890,MAT000277,1200,20220506,Q2,USER031
100,QM00000891,MAT000209,1200,20230923,Q2,USER037
100,QM00000892,MAT000015,1100,20221214,Q1,USER015
100,QM00000893,MAT000013,1100,20220803,Q2,USER009
100,QM00000894,MAT000014,1200,20221011,Q2,USER026
100,QM00000895,MAT000144,1200,20241208,Q1,USER045
100,QM00000896,MAT000482,1000,20230429,Q1,USER025
100,QM00000897,MAT000383,1200,20240925,Q1,USER015
100,QM00000898,MAT000168,1200,20241014,Q1,USER018
100,QM00000899,MAT000006,1000,20230127,Q3,USER004
100,QM00000900,MAT000038,1100,20240916,Q3,USER036
100,QM00000901,MAT000421,1000,20230414,Q3,USER027
100,QM00000902,MAT000335,1000,20250720,Q2,USER049
100,QM00000903,MAT000036,1100,20250318,Q2,USER007
100,QM00000904,MAT000010,1000,20221101,Q1,USER026
100,QM00000905,MAT000124,1000,20240611,Q1,USER040
100,QM00000906,MAT000261,1100,20220611,Q2,USER016
100,QM00000907,MAT000148,1000,20221117,Q1,USER020
100,QM00000908,MAT000096,1200,20241011,Q3,USER022
100,QM00000909,MAT000433,1200,20240511,Q3,USER019
100,QM00000910,MAT000437,1100,20240718,Q3,USER005
100,QM00000911,MAT000499,1200,20250209,Q3,USER023
100,QM00000912,MAT000077,1200,20230705,Q3,USER039
100,QM00000913,MAT000175,1200,20220729,Q3,USER030
100,QM00000914,MAT000135,1000,20220505,Q2,USER047
100,QM00000915,MAT000195,1200,20230302,Q3,USER049
100,QM00000916,MAT000108,1000,20230510,Q1,USER022
100,QM00000917,MAT000347,1200,20230121,Q2,USER029
100,QM00000918,MAT000252,1000,20230310,Q2,USER015
100,QM00000919,MAT000293,1000,20240228,Q3,USER020
100,QM00000920,MAT000012,1000,20230114,Q2,USER009
100,QM00000921,MAT000470,1000,20250327,Q1,USER001
100,QM00000922,MAT000100,1200,20221102,Q2,USER041
100,QM00000923,MAT000274,1000,20251026,Q1,USER036
100,QM00000924,MAT000213,1100,20220329,Q2,USER042
100,QM00000925,MAT000083,1200,20230607,Q3,USER035
100,QM00000926,MAT000383,1200,20240227,Q2,USER029
100,QM00000927,MAT000082,1100,20220126,Q2,USER018
100,QM00000928,MAT000371,1000,20240806,Q1,USER041
100,QM00000929,MAT000053,1100,20230709,Q3,USER048
100,QM00000930,MAT000384,1200,20220130,Q1,USER002
100,QM00000931,MAT000200,1000,20250521,Q2,USER026
100,QM00000932,MAT000441,1100,20240428,Q3,USER037
100,QM00000933,MAT000301,1100,20250119,Q1,USER007
100,QM00000934,MAT000362,1000,20231127,Q1,USER038
100,QM00000935,MAT000110,1200,20251030,Q1,USER024
100,QM00000936,MAT000157,1200,20220407,Q1,USER028
100,QM00000937,MAT000109,1000,20230805,Q1,USER040
100,QM00000938,MAT000178,1000,20220506,Q3,USER044
100,QM00000939,MAT000355,1000,20250421,Q2,USER027
100,QM00000940,MAT000293,1000,20240811,Q2,USER002
100,QM00000941,MAT000065,1200,20231224,Q1,USER043
100,QM00000942,MAT000315,1000,20231109,Q1,USER016
100,QM00000943,MAT000357,1200,20220408,Q3,USER006
100,QM00000944,MAT000411,1100,20240204,Q3,USER001
100,QM00000945,MAT000371,1000,20251028,Q3,USER014
100,QM00000946,MAT000476,1100,20231231,Q2,USER044
100,QM00000947,MAT000465,1000,20230521,Q1,USER011
100,QM00000948,MAT000154,1000,20221113,Q1,USER032
100,QM00000949,MAT000359,1200,20250828,Q2,USER033
100,QM00000950,MAT000345,1200,20230604,Q1,USER013
100,QM00000951,MAT000094,1200,20241015,Q1,USER049
100,QM00000952,MAT000178,1100,20250526,Q3,USER032
100,QM00000953,MAT000033,1100,20220802,Q3,USER031
100,QM00000954,MAT000174,1200,20240107,Q1,USER032
100,QM00000955,MAT000052,1100,20250204,Q2,USER040
100,QM00000956,MAT000007,1200,20220225,Q2,USER026
100,QM00000957,MAT000162,1100,20230707,Q3,USER036
100,QM00000958,MAT000039,1200,20220920,Q2,USER016
100,QM00000959,MAT000291,1100,20250720,Q1,USER049
100,QM00000960,MAT000052,1200,20230507,Q2,USER033
100,QM00000961,MAT000077,1200,20220425,Q3,USER044
